Orthogroup	Euclidium_syriacum	Cardamine_hirsuta
OG0016513	ESY2_g34044_DN3_SP0_c0.t1	CARHR053250
OG0016514	ESY2_g34059_DN3_SP4_c0.t1	CARHR053470
OG0016515	ESY2_g34068_DN3_SP5_c11.t1	CARHR283790
OG0016516	ESY2_g34076_DN3_SP8_c5.t1	CARHR283850
OG0016517	ESY16_g62101_DN3_SP1_c0.t1	CARHR235400
OG0016518	ESY2_g34083_DN3_SP0_c21.t1	CARHR283940
OG0016519	ESY2_g34095_DN3_SP1_c0.t1	CARHR284170
OG0016520	ESY2_g34096_DN2_SP5_c0.t1	CARHR284180
OG0016521	ESY2_g34109_DN3_SP4_c0.t1	CARHR053820, CARHR278220
OG0016522	ESY2_g34114_DN2_SP0_c0.t1	CARHR053910
OG0016523	ESY2_g34121_DN2_SP0_c0.t1	CARHR053950
OG0016524	ESY2_g34144_DN3_SP8_c0.t1	CARHR104770
OG0016525	ESY2_g34146_DN3_SP8_c0.t1	CARHR054430
OG0016526	ESY2_g34351_DN3_SP0_c0.t1	CARHR056360
OG0016527	ESY2_g34165_DN2_SP8_c0.t1	CARHR054720
OG0016528	ESY2_g34175_DN3_SP0_c0.t1	CARHR054800
OG0016529	ESY2_g34184_DN3_SP8_c0.t1	CARHR054920
OG0016530	ESY2_g34206_DN3_SP4_c0.t1	CARHR055230
OG0016531	ESY2_g34215_DN3_SP2_c0.t1	CARHR289860
OG0016532	ESY2_g34216_DN3_SP0_c0.t1	CARHR289850
OG0016533	ESY2_g34224_DN3_SP0_c0.t1	CARHR289820
OG0016534	ESY2_g34227_DN3_SP0_c0.t1	CARHR289770
OG0016535	ESY2_g34231_DN3_SP0_c0.t1	CARHR289740
OG0016536	ESY2_g34232_DN3_SP0_c0.t1	CARHR289670
OG0016537	ESY2_g33336_DN3_SP8_c0.t1	CARHR046810
OG0016538	ESY2_g33323_DN3_SP0_c0.t1	CARHR046720
OG0016539	ESY7_g16487_DN2_SP1_c0.t1	CARHR257730, CARHR257740
OG0016541	ESY2_g33304_DN3_SP0_c0.t1	CARHR046640
OG0016542	ESY2_g33293_DN3_SP0_c0.t1	CARHR046550
OG0016543	ESY2_g33282_DN3_SP8_c0.t1	CARHR046490
OG0016544	ESY2_g33281_DN3_SP0_c0.t1	CARHR046480
OG0016545	ESY2_g33274_DN3_SP5_c0.t1	CARHR046420
OG0016547	ESY2_g33256_DN2_SP0_c0.t1	CARHR046300
OG0016548	ESY2_g33244_DN3_SP6_c0.t1	CARHR046180
OG0016549	ESY10_g15090_DN3_SP0_c0.t1	CARHR175380
OG0016550	ESY10_g15089_DN3_SP0_c0.t1	CARHR175370
OG0016551	ESY10_g14590_DN2_SP0_c0.t1	CARHR144230
OG0016552	ESY10_g14956_DN3_SP0_c0.t1	CARHR174620
OG0016553	ESY10_g14949_DN3_SP0_c0.t1	CARHR174600
OG0016554	ESY10_g14808_DN3_SP8_c0.t1	CARHR173940
OG0016555	ESY10_g14744_DN3_SP2_c0.t1	CARHR216590, CARHR173540
OG0016556	ESY10_g14742_DN3_SP2_c0.t1	CARHR066190
OG0016557	ESY7_g16689_DN3_SP0_c0.t1	CARHR178070
OG0016558	ESY7_g16671_DN3_SP0_c0.t1	CARHR178150
OG0016559	ESY7_g16664_DN3_SP1_c0.t1	CARHR178160
OG0016560	ESY16_g62502_DN3_SP2_c0.t1	CARHR234140
OG0016562	ESY7_g16575_DN2_SP0_c0.t1	CARHR178760
OG0016563	ESY10_g14279_DN3_SP0_c11.t1	CARHR145590
OG0016564	ESY7_g16479_DN3_SP0_c0.t1	CARHR252340
OG0016566	ESY7_g16383_DN3_SP7_c0.t1	CARHR252570
OG0016567	ESY4_g24340_DN3_SP2_c0.t1	CARHR237120
OG0016568	ESY4_g24370_DN3_SP7_c0.t1	CARHR237370
OG0016569	ESY4_g24377_DN3_SP3_c0.t1	CARHR237420
OG0016570	ESY4_g24409_DN3_SP0_c0.t1	CARHR237620
OG0016571	ESY4_g24410_DN3_SP0_c0.t1	CARHR237630
OG0016572	ESY1_g8249_DN3_SP8_c18.t1	CARHR155520
OG0016573	ESY15_g64749_DN3_SP0_c0.t1	CARHR183800
OG0016574	ESY2_g38362_DN2_SP6_c0.t1	CARHR222660
OG0016575	ESY2_g38317_DN3_SP2_c0.t1	CARHR037620
OG0016576	ESY2_g38294_DN3_SP8_c0.t1	CARHR037740
OG0016577	ESY2_g38293_DN3_SP0_c0.t1	CARHR037750
OG0016578	ESY2_g38292_DN3_SP0_c0.t1	CARHR037760
OG0016579	ESY2_g38044_DN3_SP4_c0.t1	CARHR037930
OG0016580	ESY2_g38034_DN3_SP0_c0.t1	CARHR037970
OG0016581	ESY2_g38027_DN3_SP1_c0.t1	CARHR037990
OG0016583	ESY2_g37885_DN3_SP0_c0.t1	CARHR038860
OG0016584	ESY2_g37852_DN3_SP0_c0.t1	CARHR039030
OG0016585	ESY2_g37823_DN3_SP0_c0.t1	CARHR039110
OG0016586	ESY1_g10486_DN3_SP0_c0.t1	CARHR255450
OG0016587	ESY2_g37803_DN3_SP5_c0.t1	CARHR039170, CARHR057290
OG0016588	ESY2_g37733_DN3_SP1_c8.t1	CARHR039260
OG0016589	ESY2_g37689_DN2_SP0_c0.t1	CARHR039430
OG0016590	ESY2_g37674_DN3_SP0_c0.t1	CARHR039460
OG0016591	ESY2_g37673_DN3_SP0_c0.t1	CARHR039470
OG0016592	ESY2_g37669_DN3_SP0_c0.t1	CARHR039480
OG0016593	ESY2_g37665_DN3_SP0_c0.t1	CARHR039510
OG0016594	ESY2_g37664_DN1_SP0_c0.t1	CARHR039520
OG0016595	ESY2_g35967_DN3_SP0_c0.t1	CARHR068320
OG0016596	ESY2_g35965_DN3_SP0_c0.t1	CARHR068300
OG0016597	ESY2_g35955_DN3_SP8_c0.t1	CARHR068240
OG0016598	ESY4_g26956_DN3_SP8_c0.t1	CARHR293890
OG0016599	ESY4_g26955_DN1_SP0_c0.t1	CARHR293900
OG0016602	ESY4_g26944_DN3_SP6_c0.t1	CARHR294040
OG0016603	ESY4_g26941_DN3_SP0_c0.t1	CARHR294080
OG0016604	ESY4_g26938_DN3_SP0_c0.t1	CARHR294110
OG0016605	ESY4_g26937_DN3_SP1_c0.t1	CARHR294120
OG0016606	ESY4_g26936_DN3_SP5_c0.t1	CARHR294130
OG0016607	ESY4_g26930_DN3_SP0_c0.t1	CARHR294200
OG0016608	ESY4_g26929_DN3_SP0_c0.t1	CARHR294210
OG0016609	ESY4_g26909_DN3_SP2_c0.t1	CARHR294360
OG0016610	ESY4_g26906_DN3_SP0_c0.t1	CARHR294370
OG0016611	ESY4_g26902_DN3_SP0_c0.t1	CARHR294380
OG0016612	ESY4_g26901_DN2_SP4_c0.t1	CARHR294390
OG0016613	ESY4_g26864_DN3_SP4_c0.t1	CARHR247870
OG0016614	ESY4_g26846_DN3_SP8_c0.t1	CARHR247760
OG0016615	ESY4_g26796_DN3_SP0_c0.t1	CARHR247470
OG0016616	ESY4_g26770_DN3_SP0_c0.t1	CARHR247420
OG0016617	ESY4_g26774_DN3_SP8_c0.t1	CARHR247380
OG0016618	ESY4_g26786_DN3_SP0_c0.t1	CARHR247330
OG0016619	ESY4_g26739_DN2_SP0_c0.t1	CARHR247120
OG0016620	ESY4_g26725_DN3_SP0_c0.t1	CARHR247030
OG0016621	ESY4_g26723_DN3_SP2_c0.t1	CARHR247010
OG0016622	ESY4_g26715_DN3_SP1_c0.t1, ESY4_g26713_DN1_SP0_c0.t1	CARHR246920
OG0016623	ESY4_g26707_DN2_SP0_c0.t1	CARHR246880
OG0016624	ESY4_g26699_DN3_SP8_c0.t1	CARHR246850
OG0016625	ESY4_g26697_DN3_SP5_c0.t1	CARHR246840
OG0016626	ESY4_g26693_DN3_SP8_c0.t1	CARHR246810
OG0016627	ESY4_g26680_DN3_SP3_c0.t1	CARHR246730
OG0016628	ESY4_g26648_DN3_SP0_c0.t1	CARHR246600
OG0016629	ESY4_g26630_DN3_SP3_c0.t1	CARHR246490
OG0016630	ESY4_g26621_DN3_SP0_c0.t1	CARHR246380
OG0016631	ESY4_g26627_DN3_SP8_c0.t1	CARHR246330
OG0016632	ESY4_g26581_DN3_SP8_c0.t1	CARHR246190
OG0016633	ESY4_g26545_DN3_SP0_c0.t1	CARHR246010
OG0016634	ESY4_g26481_DN3_SP7_c0.t1	CARHR245670
OG0016635	ESY4_g26477_DN3_SP0_c0.t1	CARHR245640
OG0016636	ESY4_g26427_DN3_SP8_c0.t1	CARHR245540
OG0016637	ESY4_g26388_DN2_SP0_c0.t1	CARHR146390
OG0016638	ESY4_g26346_DN3_SP0_c0.t1	CARHR245280
OG0016639	ESY4_g26341_DN3_SP0_c0.t1	CARHR244310
OG0016640	ESY4_g26338_DN3_SP7_c0.t1	CARHR245220
OG0016641	ESY4_g26337_DN3_SP2_c0.t1	CARHR245200
OG0016642	ESY4_g26325_DN3_SP0_c0.t1	CARHR245190
OG0016643	ESY4_g26313_DN3_SP6_c0.t1	CARHR245150
OG0016644	ESY4_g26240_DN3_SP3_c0.t1	CARHR244800
OG0016645	ESY4_g26213_DN3_SP0_c0.t1	CARHR244750
OG0016646	ESY4_g26212_DN3_SP8_c0.t1	CARHR244740
OG0016647	ESY4_g26184_DN3_SP5_c0.t1	CARHR244590
OG0016648	ESY4_g26143_DN3_SP0_c0.t1	CARHR244490
OG0016649	ESY4_g26141_DN3_SP4_c0.t1	CARHR244470
OG0016650	ESY4_g26132_DN3_SP0_c0.t1	CARHR244450
OG0016651	ESY4_g26130_DN3_SP0_c0.t1	CARHR244430
OG0016652	ESY4_g26117_DN3_SP1_c0.t1, ESY13_g56550_DN3_SP0_c0.t1	CARHR244360
OG0016653	ESY4_g26114_DN3_SP0_c0.t1	CARHR244330
OG0016654	ESY4_g26112_DN1_SP6_c0.t1	CARHR244300
OG0016655	ESY4_g26102_DN1_SP0_c0.t1	CARHR244260
OG0016656	ESY4_g25250_DN3_SP0_c0.t1, ESY4_g25302_DN3_SP0_c0.t1	CARHR240260
OG0016657	ESY4_g26016_DN3_SP5_c0.t1	CARHR244120
OG0016658	ESY4_g25317_DN3_SP8_c0.t1	CARHR243990
OG0016659	ESY4_g25326_DN3_SP2_c0.t1	CARHR243960
OG0016660	ESY4_g25345_DN3_SP0_c0.t1	CARHR243930
OG0016661	ESY4_g25378_DN3_SP4_c0.t1	CARHR243750
OG0016663	ESY4_g25383_DN3_SP8_c0.t1	CARHR243700
OG0016664	ESY4_g25436_DN3_SP8_c0.t1	CARHR243570
OG0016666	ESY4_g25403_DN3_SP8_c0.t1	CARHR243630
OG0016667	ESY4_g25391_DN3_SP7_c0.t1	CARHR243670
OG0016668	ESY4_g25442_DN3_SP6_c0.t1	CARHR243520
OG0016669	ESY4_g25572_DN3_SP1_c0.t1	CARHR242930
OG0016670	ESY4_g25573_DN3_SP0_c0.t1	CARHR242790
OG0016671	ESY4_g25586_DN3_SP0_c0.t1	CARHR242870
OG0016672	ESY4_g25668_DN3_SP0_c0.t1	CARHR242440
OG0016673	ESY4_g25700_DN3_SP0_c0.t1	CARHR242490
OG0016674	ESY4_g25713_DN3_SP1_c0.t1	CARHR242550
OG0016675	ESY4_g25252_DN3_SP0_c0.t1	CARHR240240
OG0016676	ESY4_g25226_DN3_SP1_c0.t1	CARHR240340
OG0016677	ESY15_g65365_DN2_SP0_c0.t1	CARHR258300
OG0016678	ESY3_g32542_DN3_SP0_c0.t1	CARHR258290
OG0016679	ESY4_g25183_DN3_SP0_c0.t1	CARHR240600
OG0016680	ESY4_g25157_DN3_SP0_c0.t1	CARHR240780
OG0016681	ESY4_g25118_DN3_SP2_c0.t1	CARHR240900
OG0016682	ESY4_g25117_DN3_SP6_c0.t1	CARHR240910
OG0016683	ESY4_g25948_DN3_SP0_c0.t1	CARHR241360
OG0016684	ESY6_g50327_DN3_SP5_c5.t1	CARHR280890
OG0016685	ESY4_g25872_DN3_SP8_c0.t1	CARHR241550
OG0016686	ESY4_g25868_DN3_SP8_c0.t1	CARHR241560
OG0016687	ESY4_g25867_DN3_SP8_c0.t1	CARHR241570
OG0016688	ESY4_g25866_DN3_SP0_c0.t1	CARHR241580
OG0016689	ESY2_g35364_DN3_SP0_c0.t1	CARHR061950
OG0016690	ESY4_g25864_DN3_SP8_c0.t1	CARHR241610
OG0016691	ESY21_g55674_DN3_SP0_c0.t1	CARHR149610
OG0016692	ESY4_g25861_DN3_SP0_c0.t1	CARHR241640
OG0016693	ESY4_g23923_DN3_SP0_c0.t1	CARHR235870
OG0016694	ESY4_g25675_DN3_SP4_c0.t1	CARHR242070
OG0016695	ESY4_g25062_DN3_SP1_c0.t1	CARHR239970, CARHR239960
OG0016696	ESY8_g59198_DN3_SP4_c0.t1	CARHR007470
OG0016697	ESY4_g25061_DN3_SP0_c0.t1	CARHR239950
OG0016698	ESY4_g25038_DN3_SP0_c0.t1	CARHR239850
OG0016699	ESY4_g25031_DN3_SP0_c0.t1	CARHR239830
OG0016700	ESY4_g25024_DN3_SP7_c0.t1	CARHR239820
OG0016701	ESY4_g25007_DN3_SP8_c0.t1	CARHR239730
OG0016702	ESY4_g25006_DN3_SP0_c0.t1	CARHR239720
OG0016703	ESY4_g24961_DN3_SP0_c0.t1, ESY4_g24965_DN3_SP0_c0.t1	CARHR239550
OG0016704	ESY4_g23926_DN2_SP0_c0.t1	CARHR235890
OG0016705	ESY4_g24892_DN3_SP0_c0.t1	CARHR239300
OG0016706	ESY4_g24849_DN3_SP6_c0.t1	CARHR239130
OG0016707	ESY4_g24848_DN3_SP1_c13.t1	CARHR239120
OG0016708	ESY4_g24846_DN3_SP8_c0.t1	CARHR239100
OG0016709	ESY4_g24813_DN3_SP1_c0.t1, ESY1_g11566_DN2_SP4_c0.t1	CARHR238990
OG0016711	ESY4_g24735_DN2_SP0_c0.t1	CARHR238720
OG0016712	ESY4_g24733_DN3_SP0_c0.t1	CARHR238680
OG0016713	ESY4_g24731_DN3_SP0_c0.t1	CARHR238690
OG0016714	ESY1_g8617_DN3_SP8_c0.t1	CARHR156410
OG0016715	ESY1_g8604_DN3_SP0_c0.t1	CARHR156380
OG0016717	ESY3_g28161_DN3_SP8_c8.t1	CARHR100010
OG0016718	ESY3_g28092_DN3_SP8_c0.t1	CARHR100190
OG0016719	ESY3_g28089_DN3_SP5_c0.t1	CARHR100220
OG0016720	ESY2_g35841_DN3_SP8_c7.t1	CARHR065600
OG0016721	ESY2_g35818_DN3_SP7_c0.t1	CARHR065410
OG0016722	ESY2_g35817_DN3_SP0_c0.t1	CARHR065420
OG0016723	ESY2_g35758_DN3_SP0_c0.t1	CARHR064910
OG0016724	ESY5_g2126_DN3_SP0_c0.t1	CARHR023620
OG0016725	ESY5_g2029_DN3_SP8_c0.t1	CARHR023900
OG0016726	ESY5_g1949_DN3_SP2_c0.t1	CARHR024120
OG0016727	ESY5_g1883_DN3_SP0_c0.t1	CARHR024340
OG0016728	ESY5_g1877_DN3_SP1_c0.t1	CARHR024380
OG0016729	ESY5_g1567_DN3_SP7_c0.t1	CARHR025110
OG0016731	ESY2_g35359_DN3_SP0_c0.t1	CARHR025200
OG0016732	ESY5_g1418_DN2_SP0_c0.t1	CARHR025320
OG0016733	ESY5_g1352_DN3_SP0_c0.t1	CARHR025500
OG0016734	ESY5_g1290_DN3_SP2_c0.t1	CARHR025580
OG0016735	ESY20_g12915_DN3_SP0_c0.t1	CARHR249690
OG0016736	ESY20_g13158_DN3_SP8_c0.t1	CARHR249770
OG0016737	ESY20_g13087_DN3_SP5_c0.t1	CARHR250280
OG0016738	ESY20_g13063_DN1_SP0_c0.t1	CARHR249400
OG0016739	ESY20_g13045_DN3_SP0_c0.t1	CARHR249300
OG0016742	ESY20_g13018_DN2_SP0_c0.t1	CARHR249060
OG0016743	ESY20_g12952_DN3_SP7_c0.t1	CARHR248610
OG0016744	ESY20_g12932_DN3_SP1_c0.t1	CARHR248420
OG0016745	ESY20_g13346_DN3_SP0_c0.t1	CARHR248260
OG0016746	ESY2_g34312_DN3_SP0_c0.t1	CARHR287400
OG0016747	ESY20_g13361_DN3_SP0_c0.t1	CARHR248130
OG0016748	ESY20_g13363_DN3_SP0_c0.t1, ESY10_g14475_DN1_SP0_c0.t1	CARHR248110
OG0016749	ESY8_g59949_DN2_SP0_c0.t1	CARHR245000
OG0016750	ESY8_g59944_DN2_SP0_c0.t1	CARHR142840
OG0016751	ESY8_g59943_DN3_SP6_c0.t1	CARHR016680
OG0016752	ESY8_g59934_DN3_SP0_c0.t1	CARHR111850
OG0016753	ESY8_g59928_DN3_SP0_c0.t1	CARHR111860
OG0016754	ESY8_g59926_DN2_SP2_c0.t1	CARHR111880
OG0016755	ESY13_g58076_DN1_SP0_c0.t1	CARHR026530
OG0016757	ESY13_g55960_DN3_SP0_c0.t1	CARHR233790
OG0016758	ESY16_g62487_DN3_SP7_c0.t1	CARHR234200
OG0016759	ESY16_g62410_DN3_SP1_c0.t1	CARHR234370
OG0016760	ESY16_g62237_DN3_SP6_c0.t1	CARHR235060
OG0016761	ESY16_g62098_DN3_SP8_c0.t1	CARHR235430
OG0016762	ESY4_g23792_DN3_SP1_c0.t1	CARHR235500
OG0016763	ESY4_g23793_DN3_SP3_c0.t1	CARHR235510
OG0016764	ESY4_g23806_DN3_SP3_c0.t1	CARHR235530
OG0016765	ESY4_g23853_DN3_SP1_c0.t1	CARHR235600
OG0016766	ESY4_g23868_DN3_SP0_c0.t1	CARHR235700
OG0016767	ESY4_g23888_DN3_SP6_c0.t1	CARHR235770
OG0016768	ESY7_g19031_DN3_SP3_c0.t1	CARHR235930
OG0016769	ESY4_g23953_DN2_SP0_c0.t1	CARHR236060, CARHR236050
OG0016770	ESY10_g14092_DN3_SP0_c0.t1	CARHR146460
OG0016771	ESY5_g4747_DN3_SP0_c0.t1	CARHR005420
OG0016772	ESY5_g3085_DN3_SP0_c0.t1	CARHR007980
OG0016773	ESY5_g2882_DN3_SP0_c0.t1	CARHR015670, CARHR015660
OG0016774	ESY5_g4114_DN3_SP0_c0.t1	CARHR019710
OG0016775	ESY5_g2321_DN3_SP0_c0.t1, ESY5_g2320_DN2_SP0_c0.t1	CARHR022690
OG0016777	ESY5_g2055_DN1_SP0_c0.t1	CARHR023830
OG0016778	ESY5_g1947_DN3_SP6_c0.t1	CARHR024170
OG0016780	ESY5_g1665_DN2_SP0_c0.t1	CARHR024860
OG0016782	ESY5_g1224_DN3_SP4_c0.t1	CARHR025750
OG0016785	ESY13_g57992_DN3_SP0_c0.t1	CARHR027110
OG0016786	ESY13_g57211_DN3_SP7_c0.t1	CARHR027120
OG0016789	ESY16_g61976_DN3_SP8_c0.t1	CARHR030710, CARHR118950
OG0016790	ESY16_g61655_DN3_SP0_c0.t1	CARHR032030
OG0016792	ESY2_g37568_DN2_SP0_c0.t1	CARHR039960, CARHR039970
OG0016794	ESY2_g37308_DN3_SP8_c4.t1	CARHR041230
OG0016795	ESY2_g36377_DN3_SP0_c0.t1	CARHR045600
OG0016796	ESY2_g35450_DN3_SP0_c0.t1	CARHR062720
OG0016797	ESY3_g31318_DN2_SP0_c66.t1, ESY3_g31317_DN2_SP0_c0.t1, ESY2_g35273_DN3_SP0_c0.t1	CARHR058090
OG0016798	ESY2_g35272_DN3_SP0_c0.t1	CARHR058100
OG0016801	ESY2_g34797_DN3_SP2_c0.t1	CARHR069580
OG0016802	ESY2_g34784_DN3_SP8_c0.t1	CARHR069670
OG0016803	ESY2_g34633_DN3_SP0_c0.t1	CARHR070780
OG0016805	ESY3_g31146_DN3_SP0_c18.t1	CARHR085300
OG0016806	ESY3_g30166_DN3_SP0_c0.t1	CARHR087740
OG0016808	ESY3_g29269_DN3_SP0_c0.t1	CARHR095760
OG0016809	ESY3_g28450_DN3_SP0_c0.t1	CARHR099340
OG0016811	ESY20_g13071_DN3_SP0_c0.t1	CARHR103340
OG0016812	ESY11_g52835_DN3_SP8_c0.t1	CARHR103890
OG0016814	ESY11_g53286_DN3_SP8_c0.t1	CARHR104660
OG0016815	ESY11_g53559_DN3_SP0_c0.t1	CARHR105550
OG0016816	ESY11_g53722_DN3_SP0_c0.t1	CARHR106190
OG0016818	ESY11_g54177_DN3_SP7_c0.t1	CARHR108450
OG0016819	ESY11_g54854_DN3_SP0_c0.t1	CARHR110780
OG0016821	ESY8_g59757_DN3_SP0_c0.t1	CARHR112940
OG0016823	ESY8_g59494_DN2_SP0_c0.t1	CARHR117920
OG0016824	ESY8_g59451_DN3_SP0_c0.t1	CARHR117760
OG0016826	ESY8_g59308_DN2_SP0_c15.t1	CARHR115760
OG0016827	ESY8_g59248_DN3_SP3_c0.t1	CARHR114950
OG0016828	ESY8_g58705_DN3_SP1_c0.t1	CARHR123400
OG0016830	ESY8_g58399_DN3_SP7_c0.t1	CARHR125610
OG0016834	ESY11_g54801_DN3_SP0_c0.t1, ESY4_g25073_DN3_SP0_c0.t1	CARHR234650
OG0016835	ESY9_g45450_DN2_SP0_c0.t1	CARHR133900
OG0016836	ESY12_g52109_DN2_SP1_c0.t1	CARHR139360
OG0016837	ESY9_g42936_DN3_SP0_c0.t1	CARHR156300
OG0016838	ESY12_g51762_DN3_SP0_c0.t1	CARHR141320
OG0016840	ESY10_g14563_DN3_SP8_c0.t1	CARHR144300
OG0016841	ESY10_g14124_DN2_SP0_c0.t1	CARHR146240
OG0016842	ESY10_g14050_DN2_SP7_c16.t1	CARHR146610
OG0016843	ESY10_g13970_DN3_SP0_c0.t1	CARHR147130
OG0016846	ESY2_g35155_DN3_SP0_c0.t1	CARHR153420
OG0016847	ESY6_g49111_DN1_SP0_c0.t1	CARHR191630
OG0016850	ESY4_g25807_DN3_SP0_c0.t1	CARHR104460
OG0016852	ESY1_g8142_DN3_SP1_c0.t1	CARHR155230
OG0016853	ESY1_g8250_DN3_SP0_c0.t1	CARHR155500
OG0016854	ESY1_g8321_DN3_SP0_c0.t1	CARHR155680
OG0016855	ESY1_g8466_DN2_SP0_c0.t1	CARHR156120
OG0016856	ESY1_g9831_DN3_SP0_c0.t1	CARHR159060
OG0016857	ESY1_g10024_DN3_SP7_c0.t1	CARHR160240, CARHR160210
OG0016858	ESY1_g10389_DN3_SP0_c0.t1	CARHR162210
OG0016859	ESY1_g11117_DN3_SP0_c0.t1	CARHR163260
OG0016860	ESY7_g19532_DN3_SP0_c0.t1	CARHR211270
OG0016862	ESY6_g49230_DN3_SP0_c0.t1	CARHR192570
OG0016863	ESY6_g50026_DN2_SP0_c0.t1	CARHR188670
OG0016864	ESY19_g41464_DN3_SP1_c0.t1	CARHR260370
OG0016865	ESY25_g62783_DN3_SP0_c0.t1	CARHR260950
OG0016866	ESY18_g63989_DN3_SP2_c0.t1	CARHR255870
OG0016867	ESY18_g63539_DN3_SP0_c0.t1	CARHR255290
OG0016868	ESY18_g63053_DN3_SP0_c0.t1	CARHR254300
OG0016869	ESY20_g13314_DN3_SP0_c0.t1	CARHR251170
OG0016870	ESY8_g58258_DN3_SP3_c0.t1	CARHR251800
OG0016872	ESY4_g26297_DN3_SP0_c0.t1	CARHR245040
OG0016874	ESY8_g59128_DN2_SP0_c16.t1	CARHR235710
OG0016875	ESY16_g62195_DN3_SP0_c0.t1	CARHR235140
OG0016876	ESY16_g62361_DN2_SP0_c0.t1	CARHR234550
OG0016877	ESY16_g62407_DN3_SP4_c0.t1	CARHR234400
OG0016878	ESY16_g62569_DN3_SP1_c0.t1	CARHR233970
OG0016879	ESY13_g56091_DN3_SP8_c0.t1	CARHR233710
OG0016880	ESY13_g56094_DN3_SP3_c0.t1	CARHR233680, CARHR256870, CARHR035500
OG0016881	ESY13_g56100_DN3_SP0_c0.t1	CARHR233650
OG0016882	ESY13_g56114_DN3_SP8_c0.t1	CARHR233620
OG0016885	ESY13_g56264_DN3_SP6_c0.t1	CARHR233450
OG0016886	ESY13_g56415_DN3_SP0_c0.t1	CARHR233220
OG0016890	ESY9_g43441_DN3_SP7_c0.t1	CARHR227770
OG0016891	ESY9_g42957_DN2_SP0_c0.t1, ESY9_g42953_DN2_SP0_c0.t1	CARHR226160
OG0016892	ESY9_g42851_DN2_SP0_c0.t1, ESY9_g42863_DN2_SP0_c0.t1	CARHR225960
OG0016893	ESY9_g42734_DN3_SP0_c0.t1	CARHR225590
OG0016894	ESY7_g19104_DN3_SP0_c0.t1	CARHR216640, CARHR216650
OG0016895	ESY12_g51446_DN2_SP0_c0.t1	CARHR216180
OG0016896	ESY8_g58423_DN3_SP3_c0.t1	CARHR216150
OG0016897	ESY8_g61129_DN3_SP5_c0.t1	CARHR214300
OG0016898	ESY8_g61020_DN2_SP0_c0.t1	CARHR214060
OG0016899	ESY8_g60147_DN3_SP1_c0.t1	CARHR213310
OG0016900	ESY7_g16804_DN3_SP0_c24.t1	CARHR176500
OG0016901	ESY7_g16558_DN3_SP1_c0.t1	CARHR182770
OG0016902	ESY15_g64687_DN3_SP0_c0.t1	CARHR183980
OG0016903	ESY15_g64465_DN3_SP0_c0.t1	CARHR183120
OG0016904	ESY15_g65390_DN3_SP0_c0.t1	CARHR258250
OG0016905	ESY3_g31646_DN3_SP8_c6.t1	CARHR257720
OG0016906	ESY11_g52583_DN3_SP0_c0.t1	CARHR257430
OG0016907	ESY6_g46375_DN3_SP0_c0.t1	CARHR264300
OG0016908	ESY6_g46455_DN3_SP1_c0.t1	CARHR264510, CARHR264450
OG0016909	ESY6_g46642_DN3_SP0_c0.t1	CARHR264850
OG0016910	ESY6_g46860_DN3_SP2_c0.t1	CARHR265530
OG0016911	ESY6_g46899_DN3_SP3_c0.t1	CARHR265720
OG0016912	ESY6_g48358_DN3_SP1_c0.t1	CARHR270700
OG0016913	ESY2_g34021_DN3_SP0_c0.t1	CARHR270730
OG0016914	ESY6_g49654_DN3_SP0_c12.t1	CARHR277450
OG0016915	ESY6_g50286_DN2_SP0_c0.t1, ESY9_g43333_DN1_SP0_c0.t1	CARHR281050
OG0016919	ESY16_g62409_DN3_SP6_c0.t1	CARHR234380
OG0016938	ESY1_g8112_DN3_SP8_c0.t1	CARHR155260
OG0016939	ESY1_g8283_DN3_SP8_c0.t1	CARHR155590
OG0016941	ESY1_g9112_DN3_SP4_c0.t1	CARHR157020
OG0016942	ESY1_g8993_DN3_SP0_c0.t1	CARHR156850
OG0016943	ESY1_g9004_DN3_SP8_c0.t1	CARHR156890
OG0016944	ESY11_g54980_DN3_SP0_c0.t1	CARHR156600
OG0016946	ESY10_g14527_DN3_SP0_c0.t1	CARHR144480
OG0016947	ESY17_g40148_DN3_SP0_c0.t1	CARHR216100
OG0016948	ESY7_g17079_DN3_SP7_c0.t1	CARHR194970
OG0016949	ESY7_g17098_DN3_SP0_c0.t1	CARHR195090
OG0016950	ESY7_g17123_DN3_SP0_c0.t1	CARHR195390
OG0016951	ESY7_g17139_DN3_SP4_c0.t1	CARHR195510
OG0016952	ESY7_g17143_DN3_SP0_c41.t1	CARHR195550
OG0016953	ESY20_g13369_DN2_SP8_c0.t1	CARHR248030
OG0016954	ESY7_g17178_DN3_SP8_c0.t1	CARHR195830
OG0016955	ESY7_g17210_DN3_SP0_c0.t1	CARHR196030
OG0016956	ESY7_g17289_DN3_SP0_c0.t1	CARHR196720
OG0016958	ESY7_g17329_DN3_SP0_c0.t1	CARHR197050
OG0016960	ESY7_g17483_DN3_SP1_c0.t1	CARHR198140
OG0016961	ESY7_g17529_DN3_SP6_c0.t1	CARHR198340
OG0016962	ESY7_g18871_DN3_SP0_c0.t1	CARHR105120
OG0016963	ESY8_g60517_DN3_SP1_c0.t1	CARHR262260
OG0016964	ESY7_g17614_DN3_SP8_c0.t1	CARHR198860
OG0016965	ESY11_g54820_DN3_SP1_c0.t1	CARHR035510, CARHR035490
