Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0015158	ESY2_g35374_DN3_SP1_c0.t1	XP_010470894.1, XP_019101634.1, XP_010415548.1
OG0015159	ESY4_g24008_DN3_SP5_c0.t1	XP_010433217.1, XP_010438449.1, XP_010447978.1
OG0015160	ESY4_g24124_DN3_SP5_c0.t1	XP_010438425.1, XP_010447956.1
OG0015161	ESY4_g24126_DN3_SP0_c0.t1	XP_010433197.1, XP_010447950.1
OG0015162	ESY4_g24132_DN3_SP6_c0.t1	XP_010433191.1, XP_010447945.1, XP_010438416.1
OG0015163	ESY4_g24135_DN3_SP0_c0.t1, ESY16_g61992_DN3_SP0_c0.t1	XP_010497165.1, XP_010433179.1, XP_010447935.1
OG0015164	ESY4_g24181_DN3_SP5_c0.t1	XP_010433168.1, XP_010447921.1, XP_010438389.1
OG0015165	ESY4_g24211_DN3_SP8_c0.t1	XP_010433153.1, XP_010438368.1, XP_010447906.1
OG0015166	ESY4_g24213_DN3_SP3_c0.t1	XP_010438365.1, XP_010447904.1, XP_010433152.1
OG0015167	ESY4_g24229_DN3_SP0_c0.t1	XP_010438351.1, XP_010433139.1, XP_010447892.1
OG0015168	ESY4_g24240_DN3_SP0_c0.t1	XP_010438336.1, XP_010433135.1, XP_010447889.1
OG0015169	ESY4_g24299_DN3_SP0_c0.t1	XP_019089591.1, XP_019086438.1
OG0015170	ESY4_g24304_DN3_SP8_c0.t1	XP_010438323.1, XP_010433121.1, XP_010447879.1
OG0015171	ESY6_g47231_DN3_SP8_c0.t1	XP_010482704.1, XP_010445601.1, XP_010442873.1
OG0015172	ESY2_g33443_DN3_SP8_c0.t1	XP_010418401.1, XP_010473617.1
OG0015173	ESY2_g33401_DN3_SP0_c0.t1	XP_010473627.1, XP_010418417.1, XP_019085696.1
OG0015174	ESY2_g33372_DN3_SP0_c0.t1	XP_010430507.1, XP_010473637.1
OG0015175	ESY8_g60521_DN3_SP6_c0.t1	XP_010435971.1, XP_010441106.1, XP_010450756.1
OG0015176	ESY8_g60431_DN3_SP8_c0.t1	XP_010441117.1, XP_010435955.1, XP_019089603.1
OG0015177	ESY8_g60340_DN3_SP6_c0.t1	XP_010435916.1, XP_010450683.1, XP_010441161.1
OG0015178	ESY8_g60336_DN3_SP8_c0.t1	XP_010435913.1, XP_010441164.1, XP_010450681.1
OG0015179	ESY8_g60333_DN3_SP0_c0.t1	XP_010450680.1, XP_010441165.1, XP_010435911.1
OG0015180	ESY4_g25954_DN3_SP8_c0.t1	XP_010503021.1, XP_010425801.1
OG0015181	ESY1_g6847_DN3_SP8_c0.t1	XP_010412484.1, XP_010503037.1, XP_019085465.1
OG0015182	ESY2_g35153_DN3_SP7_c0.t1	XP_010425773.1, XP_010514679.1, XP_010503002.1
OG0015183	ESY21_g55407_DN3_SP6_c0.t1	XP_010425627.1, XP_010514552.1, XP_010502848.1
OG0015184	ESY21_g55280_DN3_SP0_c0.t1	XP_010425653.1, XP_010502941.1, XP_010514583.1
OG0015185	ESY21_g55673_DN3_SP8_c0.t1	XP_010502803.1, XP_010514504.1, XP_010425576.1
OG0015186	ESY21_g55753_DN3_SP0_c0.t1	XP_010514489.1, XP_010502784.1, XP_010425555.1
OG0015187	ESY21_g55834_DN3_SP5_c0.t1	XP_010425536.1, XP_010502765.1, XP_010514472.1
OG0015188	ESY21_g55874_DN3_SP7_c0.t1	XP_010425508.1, XP_010502737.1
OG0015189	ESY21_g55896_DN3_SP0_c0.t1	XP_010502719.1, XP_010425493.1, XP_010514450.1
OG0015190	ESY10_g13680_DN2_SP0_c0.t1	XP_010514442.1, XP_010502709.1, XP_010425487.1
OG0015191	ESY10_g13723_DN3_SP0_c0.t1	XP_010506857.1, XP_010502694.1, XP_010425471.1, XP_010514419.1
OG0015192	ESY10_g13761_DN3_SP8_c0.t1	XP_010502679.1, XP_010425456.1, XP_010514405.1
OG0015193	ESY10_g13768_DN3_SP4_c0.t1	XP_019100099.1, XP_019085946.1, XP_010514399.1
OG0015194	ESY10_g13769_DN3_SP8_c0.t1	XP_010502673.1, XP_010514397.1, XP_010425451.1
OG0015195	ESY10_g13770_DN3_SP8_c0.t1	XP_010502670.1, XP_010425449.1, XP_010514393.1
OG0015196	ESY10_g13777_DN3_SP7_c0.t1	XP_010514388.1, XP_010425444.1
OG0015197	ESY10_g13810_DN3_SP7_c0.t1	XP_010425431.1, XP_010502649.1, XP_010514373.1
OG0015198	ESY10_g13818_DN3_SP0_c0.t1	XP_010514358.1, XP_010425419.1, XP_010502634.1
OG0015199	ESY10_g13862_DN3_SP0_c0.t1	XP_010502615.1, XP_010514338.1, XP_010425398.1
OG0015200	ESY10_g13859_DN3_SP0_c0.t1	XP_010502612.1, XP_010514334.1, XP_010425391.1
OG0015201	ESY10_g13844_DN3_SP8_c0.t1	XP_010514333.1, XP_010502611.1, XP_010425390.1
OG0015202	ESY10_g13900_DN3_SP3_c0.t1	XP_010502589.1, XP_010425358.1, XP_010514301.1
OG0015203	ESY10_g13915_DN3_SP0_c0.t1	XP_010502577.1, XP_019085967.1, XP_010514295.1
OG0015204	ESY10_g13968_DN3_SP0_c0.t1	XP_010425287.1, XP_010502523.1, XP_010514257.1
OG0015205	ESY10_g13979_DN3_SP0_c0.t1	XP_010502506.1, XP_010514245.2, XP_010425276.1
OG0015206	ESY10_g13981_DN3_SP0_c0.t1	XP_010425270.1, XP_010514236.1, XP_019101920.1
OG0015207	ESY10_g13982_DN3_SP0_c0.t1	XP_010506970.1, XP_010514234.1, XP_019085932.1
OG0015208	ESY5_g4206_DN3_SP1_c0.t1	XP_010459455.1, XP_019095106.1, XP_019099071.1
OG0015209	ESY10_g14028_DN3_SP8_c0.t1	XP_010425230.1, XP_010502458.1, XP_010514199.1
OG0015210	ESY10_g14031_DN3_SP2_c0.t1	XP_010506960.1, XP_019085856.1, XP_010514194.1
OG0015211	ESY10_g14046_DN3_SP0_c0.t1	XP_010514186.1, XP_010502454.1, XP_010425218.1
OG0015212	ESY2_g35481_DN3_SP4_c0.t1	XP_010415661.1, XP_010470996.1, XP_010512059.1
OG0015213	ESY2_g35470_DN3_SP1_c0.t1	XP_010512049.1, XP_019093741.1, XP_010415653.1
OG0015214	ESY2_g35417_DN3_SP0_c0.t1	XP_010511988.1, XP_010470938.1, XP_010415596.1
OG0015215	ESY2_g35416_DN3_SP2_c0.t1	XP_010511989.1, XP_010470939.1, XP_010415595.1
OG0015216	ESY2_g35412_DN3_SP0_c0.t1	XP_010470934.1, XP_010511978.1
OG0015217	ESY22_g40930_DN3_SP6_c0.t1	XP_010440366.1, XP_010496133.1, XP_010435002.1
OG0015218	ESY2_g35398_DN3_SP5_c0.t1	XP_010470921.1, XP_010511965.1, XP_010415581.1
OG0015219	ESY10_g15254_DN3_SP0_c0.t1	XP_010481515.1, XP_010441649.1, XP_010494749.1
OG0015220	ESY10_g15258_DN3_SP0_c0.t1	XP_010494746.1, XP_010441651.1
OG0015221	ESY7_g16848_DN2_SP4_c0.t1	XP_019097579.1, XP_010481529.1
OG0015222	ESY7_g16838_DN3_SP3_c0.t1	XP_010441672.1, XP_010494701.1, XP_019095709.1
OG0015223	ESY7_g16812_DN3_SP0_c0.t1	XP_010494675.1, XP_010441692.1
OG0015224	ESY7_g16775_DN3_SP7_c0.t1	XP_010481609.1, XP_010441757.1, XP_010494622.1
OG0015225	ESY7_g16774_DN3_SP0_c0.t1	XP_010441759.1, XP_010481610.1, XP_010494621.1
OG0015226	ESY7_g16773_DN3_SP6_c0.t1	XP_010494620.1, XP_010481611.1, XP_010441760.1
OG0015228	ESY7_g16740_DN3_SP4_c0.t1	XP_019088613.1, XP_010481636.1, XP_010494594.1
OG0015229	ESY2_g37598_DN3_SP0_c0.t1	XP_010461826.1, XP_010500528.1, XP_010481065.1
OG0015230	ESY2_g37593_DN3_SP8_c0.t1, ESY2_g37621_DN3_SP0_c0.t1	XP_010461834.1, XP_010479431.1
OG0015231	ESY2_g37572_DN3_SP0_c0.t1	XP_010461838.1, XP_010500540.1, XP_010479426.1
OG0015232	ESY2_g37566_DN3_SP0_c0.t1	XP_010500545.1, XP_010461843.1, XP_010479419.1
OG0015233	ESY2_g37564_DN3_SP8_c0.t1	XP_010479409.1, XP_010461847.1, XP_010500549.1
OG0015234	ESY2_g37557_DN2_SP4_c0.t1	XP_010461848.1, XP_010500550.1, XP_010479406.1
OG0015235	ESY2_g37552_DN3_SP1_c0.t1	XP_010479405.1, XP_010500551.1, XP_010461849.1
OG0015236	ESY2_g37549_DN3_SP8_c0.t1	XP_010479401.1, XP_010500553.1, XP_010461853.1
OG0015237	ESY2_g37495_DN3_SP2_c0.t1	XP_010461865.1, XP_010479461.1
OG0015238	ESY2_g37485_DN3_SP0_c0.t1	XP_010479482.1, XP_010500584.1, XP_010461874.1
OG0015239	ESY2_g37465_DN3_SP8_c0.t1	XP_019091535.1, XP_010500614.1, XP_010479503.1
OG0015240	ESY2_g37464_DN3_SP8_c0.t1	XP_010500611.1, XP_010479504.1, XP_010461897.1
OG0015241	ESY2_g37448_DN2_SP0_c0.t1	XP_010461901.1, XP_010479514.1, XP_010500624.1
OG0015242	ESY2_g37447_DN3_SP3_c0.t1	XP_010461909.1, XP_010500627.1, XP_010479517.1
OG0015243	ESY2_g37426_DN3_SP0_c0.t1	XP_010500642.1, XP_010479530.1
OG0015244	ESY2_g37396_DN3_SP8_c0.t1	XP_010461936.1, XP_010500667.1, XP_010479554.1
OG0015245	ESY2_g37334_DN3_SP0_c0.t1, ESY4_g25638_DN2_SP0_c0.t1	XP_010479567.1, XP_010500679.1, XP_010461943.1
OG0015246	ESY2_g37333_DN3_SP6_c0.t1	XP_010479568.1, XP_010461944.1, XP_010500680.1
OG0015247	ESY2_g37298_DN2_SP0_c0.t1	XP_010429162.1, XP_010416999.1, XP_010472229.1
OG0015248	ESY2_g37266_DN3_SP0_c0.t1	XP_010479626.1, XP_010500719.1, XP_010461974.1
OG0015249	ESY2_g37265_DN3_SP2_c0.t1	XP_010500720.1, XP_010461975.1, XP_010479627.1
OG0015250	ESY2_g37264_DN3_SP1_c11.t1	XP_010479628.1, XP_010461977.1, XP_010500721.1
OG0015251	ESY18_g63337_DN1_SP0_c0.t1	XP_010429938.1, XP_010472907.1, XP_019083563.1
OG0015252	ESY20_g13056_DN3_SP4_c0.t1	XP_010429441.1, XP_010472467.1, XP_010417214.1
OG0015253	ESY2_g37218_DN3_SP7_c0.t1	XP_010462012.1, XP_010479672.1
OG0015254	ESY2_g37204_DN3_SP0_c0.t1	XP_019099483.1, XP_010479684.1, XP_010462022.1
OG0015255	ESY2_g37104_DN3_SP2_c0.t1	XP_010479726.1, XP_010500819.1, XP_010462061.1
OG0015256	ESY2_g37087_DN3_SP2_c0.t1	XP_010500829.1, XP_010462069.1, XP_010479736.1
OG0015257	ESY2_g37084_DN3_SP1_c0.t1	XP_010500831.1, XP_010462070.1, XP_010479738.1, XP_010479739.1
OG0015259	ESY2_g37056_DN3_SP4_c0.t1	XP_019099502.1, XP_010481145.1, XP_010462089.1
OG0015260	ESY2_g37055_DN3_SP6_c0.t1	XP_010479758.1, XP_010462087.1, XP_010500850.1
OG0015261	ESY2_g37042_DN3_SP5_c0.t1	XP_010479773.1, XP_010500862.1
OG0015262	ESY2_g37038_DN3_SP0_c15.t1	XP_010500872.1, XP_010462106.1, XP_010479775.1
OG0015263	ESY2_g37036_DN3_SP0_c0.t1	XP_010500873.1, XP_010462107.1, XP_010479776.1
OG0015264	ESY2_g37020_DN3_SP0_c0.t1	XP_010462122.1, XP_010500887.1, XP_010479791.1
OG0015265	ESY2_g37013_DN3_SP0_c0.t1	XP_010500893.1, XP_010462131.1, XP_010479798.1
OG0015266	ESY2_g37012_DN3_SP0_c0.t1	XP_010479799.1, XP_019099494.1, XP_010462132.1
OG0015267	ESY2_g37003_DN3_SP3_c0.t1	XP_010479810.1, XP_010500906.1, XP_010462134.1
OG0015268	ESY2_g36993_DN3_SP6_c0.t1	XP_010479814.1, XP_010462139.1, XP_010500911.1
OG0015269	ESY2_g36990_DN3_SP2_c0.t1	XP_010479816.1, XP_019090866.1, XP_010500913.1
OG0015270	ESY3_g32156_DN2_SP0_c0.t1	XP_010481951.1, XP_010494222.1, XP_010442127.1
OG0015271	ESY1_g6230_DN3_SP1_c0.t1	XP_010442123.1, XP_010481948.1, XP_010494225.1
OG0015272	ESY1_g6383_DN2_SP0_c0.t1	XP_010494247.1, XP_010442108.1, XP_010481932.1
OG0015273	ESY1_g5952_DN3_SP0_c0.t1	XP_010442095.1, XP_010481922.1, XP_010494257.1
OG0015274	ESY1_g5966_DN3_SP0_c0.t1	XP_010494282.1, XP_010442066.1, XP_010481901.1
OG0015276	ESY16_g61720_DN3_SP0_c0.t1	XP_010509861.1, XP_010413837.1
OG0015277	ESY1_g6049_DN3_SP0_c0.t1	XP_010469442.1, XP_010509848.1, XP_010413827.1
OG0015278	ESY10_g15054_DN3_SP0_c0.t1	XP_010413818.1, XP_010509843.1, XP_010469436.1
OG0015279	ESY10_g15053_DN3_SP6_c0.t1	XP_010509842.1, XP_010413820.1
OG0015280	ESY1_g6162_DN3_SP8_c0.t1	XP_010469423.1, XP_010413804.1
OG0015281	ESY1_g5857_DN3_SP8_c0.t1	XP_010509793.1, XP_010413777.1, XP_010473850.1
OG0015282	ESY1_g5836_DN3_SP0_c0.t1	XP_010469394.1, XP_010413774.1, XP_010509791.1
OG0015283	ESY5_g3750_DN3_SP0_c0.t1	XP_010509787.1, XP_010413771.1, XP_010469391.1
OG0015284	ESY1_g5831_DN3_SP8_c0.t1	XP_010509786.1, XP_010413769.1, XP_010469386.1
OG0015285	ESY1_g5819_DN2_SP0_c0.t1	XP_010413752.1, XP_010509771.2, XP_010469372.1
OG0015286	ESY1_g5763_DN3_SP0_c0.t1	XP_010509747.1, XP_010516594.1, XP_010504905.1
OG0015287	ESY1_g5702_DN3_SP8_c0.t1	XP_010509728.1, XP_010504930.1, XP_010516614.1
OG0015288	ESY21_g55189_DN3_SP0_c0.t1	XP_010425677.1, XP_019102231.1, XP_019099835.1
OG0015289	ESY1_g5609_DN3_SP0_c0.t1	XP_010516670.1, XP_010504991.1, XP_010509678.1
OG0015290	ESY1_g5608_DN3_SP0_c0.t1	XP_010509671.1, XP_010505002.1, XP_010412877.1
OG0015291	ESY16_g62010_DN3_SP7_c0.t1	XP_010504999.1, XP_010516673.1, XP_010509672.1
OG0015292	ESY9_g43864_DN3_SP8_c0.t1	XP_010516680.1, XP_010509660.1
OG0015294	ESY9_g43869_DN3_SP0_c0.t1	XP_010509653.1, XP_019102465.1
OG0015295	ESY9_g43902_DN3_SP0_c0.t1	XP_010509618.1, XP_010505047.1, XP_010516718.1
OG0015296	ESY9_g43904_DN3_SP4_c0.t1	XP_010509615.1, XP_010505051.1, XP_010516720.1
OG0015297	ESY9_g43908_DN3_SP8_c0.t1	XP_010516728.1, XP_010509610.1, XP_010505061.1
OG0015299	ESY8_g58159_DN3_SP0_c0.t1	XP_010481998.1, XP_010442158.1, XP_010494170.1
OG0015300	ESY9_g44040_DN3_SP2_c0.t1	XP_010505098.1, XP_019101297.1, XP_010516783.1
OG0015301	ESY9_g44066_DN3_SP8_c0.t1	XP_010516798.1, XP_010509535.1, XP_010505118.1
OG0015302	ESY9_g42970_DN1_SP0_c13.t1	XP_010439713.1, XP_010434414.1, XP_010449354.1
OG0015303	ESY9_g42959_DN2_SP2_c0.t1	XP_010449363.1, XP_010434427.2, XP_010439722.1
OG0015304	ESY9_g42952_DN3_SP0_c0.t1	XP_019086240.1, XP_010445277.1, XP_010451367.1
OG0015306	ESY9_g42898_DN3_SP7_c0.t1	XP_010434438.1, XP_010449381.1
OG0015307	ESY9_g42888_DN1_SP0_c0.t1	XP_010439752.1, XP_010434444.1, XP_010449389.1
OG0015308	ESY9_g42879_DN1_SP0_c0.t1	XP_010449401.1, XP_010439767.1, XP_010434463.1
OG0015310	ESY9_g42758_DN3_SP6_c0.t1	XP_010449462.1, XP_010434491.1, XP_010439806.1
OG0015311	ESY9_g42753_DN3_SP8_c0.t1	XP_010439809.1, XP_010449464.1, XP_010434492.1
OG0015312	ESY9_g42693_DN3_SP0_c0.t1	XP_010439827.1, XP_010449485.1, XP_010434503.1
OG0015313	ESY9_g42699_DN3_SP0_c0.t1	XP_010496253.1, XP_019086772.1, XP_010439833.1
OG0015314	ESY9_g42674_DN3_SP8_c0.t1	XP_010434525.1, XP_010439848.1, XP_010496230.1
OG0015316	ESY9_g42623_DN3_SP0_c0.t1	XP_010517559.1, XP_010434555.1, XP_010439875.1
OG0015317	ESY9_g42622_DN2_SP1_c0.t1	XP_019102025.1, XP_019086424.1, XP_019088186.1
OG0015318	ESY9_g42600_DN3_SP0_c11.t1	XP_019087395.1, XP_019089111.1, XP_019086250.1
OG0015320	ESY9_g42587_DN3_SP1_c6.t1	XP_010449502.1, XP_010434577.1
OG0015321	ESY8_g59375_DN3_SP8_c0.t1	XP_010417276.1, XP_010472516.1, XP_010429507.1
OG0015322	ESY9_g42533_DN3_SP8_c0.t1	XP_010434594.1, XP_010449535.1, XP_010439919.1
OG0015323	ESY9_g42494_DN3_SP8_c0.t1	XP_010439945.1, XP_010434621.1, XP_010449563.1
OG0015324	ESY9_g42492_DN3_SP7_c0.t1	XP_010449564.1, XP_010439946.1, XP_010434625.1
OG0015326	ESY9_g42469_DN2_SP0_c0.t1	XP_010449588.1, XP_010434637.1, XP_010439975.1
OG0015327	ESY2_g36815_DN3_SP8_c0.t1	XP_010449625.1, XP_010440014.1
OG0015328	ESY9_g42419_DN3_SP0_c0.t1	XP_010434711.1, XP_010440044.1, XP_010449654.1
OG0015329	ESY9_g42417_DN3_SP4_c0.t1	XP_010449663.1, XP_010440048.1, XP_010434713.1
OG0015330	ESY16_g61499_DN3_SP0_c0.t1	XP_010450421.1, XP_010435470.1
OG0015331	ESY10_g14550_DN3_SP0_c13.t1	XP_010481462.1, XP_019087753.1, XP_010495757.1
OG0015332	ESY2_g34555_DN3_SP6_c0.t1	XP_010495862.1, XP_010502927.1, XP_010425708.1
OG0015333	ESY1_g10095_DN3_SP1_c0.t1	XP_010515479.1, XP_010503772.1, XP_010426639.1
OG0015334	ESY1_g10055_DN3_SP3_c55.t1	XP_010426623.1, XP_010515450.1, XP_010426624.1, XP_010503747.1
OG0015335	ESY1_g10047_DN3_SP0_c0.t1	XP_010426619.1, XP_010515448.1
OG0015336	ESY1_g10017_DN3_SP0_c0.t1	XP_010503734.1, XP_010515438.1, XP_010426608.1
OG0015337	ESY1_g9933_DN3_SP8_c0.t1	XP_010515402.1, XP_010503713.1, XP_010426585.1
OG0015338	ESY10_g15373_DN3_SP0_c0.t1	XP_010431211.1, XP_010503710.1, XP_010515400.1
OG0015339	ESY1_g9914_DN3_SP7_c0.t1	XP_010503705.1, XP_010515395.1, XP_010426580.1
OG0015340	ESY1_g9882_DN3_SP0_c0.t1	XP_010426568.1, XP_010503694.1, XP_010515387.1
OG0015341	ESY1_g9881_DN3_SP0_c0.t1	XP_010515384.2, XP_010503692.2, XP_010426566.2
OG0015342	ESY1_g9860_DN3_SP6_c0.t1	XP_010515377.1, XP_010503678.1
OG0015344	ESY6_g46732_DN3_SP0_c0.t1	XP_010444597.1, XP_010482572.1
OG0015345	ESY6_g46722_DN3_SP0_c0.t1	XP_010444518.1, XP_010482563.1
OG0015346	ESY6_g46694_DN3_SP0_c0.t1	XP_010482558.1, XP_010444423.1, XP_010442731.1
OG0015347	ESY6_g46693_DN3_SP8_c0.t1	XP_010442734.1, XP_010444448.1, XP_010482559.1
OG0015348	ESY6_g46670_DN1_SP0_c0.t1	XP_019087839.1, XP_010482547.1, XP_010444213.1
OG0015349	ESY2_g35171_DN3_SP8_c0.t1	XP_010482545.1, XP_010444191.1, XP_010442710.1
OG0015350	ESY6_g46589_DN3_SP8_c0.t1	XP_010443940.1, XP_010442688.1, XP_010482525.1
OG0015351	ESY6_g46420_DN3_SP7_c0.t1	XP_010443482.1
OG0015352	ESY6_g46477_DN3_SP5_c0.t1	XP_010482504.1, XP_010443541.1, XP_010442671.1
OG0015353	ESY6_g46496_DN3_SP8_c0.t1	XP_010482508.1, XP_010442675.1, XP_010443600.1
OG0015354	ESY6_g46414_DN3_SP8_c11.t1	XP_010442665.1, XP_010482494.1, XP_010443453.1
OG0015355	ESY24_g33216_DN3_SP8_c0.t1	XP_010482428.1, XP_010442582.1, XP_010442895.1
OG0015356	ESY24_g33240_DN3_SP8_c0.t1	XP_010482435.1, XP_010442586.1, XP_010442849.1
OG0015357	ESY24_g33241_DN3_SP8_c0.t1	XP_010442584.1, XP_010442859.1, XP_010482432.1
OG0015358	ESY11_g52724_DN3_SP7_c0.t1	XP_010467148.1, XP_010496140.1, XP_010488812.1
OG0015359	ESY12_g52305_DN3_SP0_c0.t1	XP_010467209.1, XP_010518308.1, XP_010488890.1
OG0015360	ESY11_g53306_DN3_SP8_c0.t1	XP_010467212.1, XP_010488886.1, XP_010518284.1
OG0015361	ESY11_g53318_DN3_SP0_c0.t1	XP_010518257.1, XP_010488882.1, XP_010467213.1
OG0015362	ESY11_g53319_DN2_SP7_c0.t1	XP_010518234.1, XP_010488881.1, XP_010467214.1
OG0015363	ESY11_g53281_DN3_SP0_c0.t1	XP_010467207.1, XP_019096601.1, XP_010518329.1
OG0015364	ESY11_g53350_DN1_SP0_c0.t1	XP_019092332.1, XP_010517438.1, XP_010488877.1
OG0015365	ESY11_g53371_DN3_SP5_c0.t1	XP_010467226.1, XP_010488873.1, XP_019084057.1
OG0015366	ESY11_g53414_DN3_SP1_c0.t1	XP_010517546.2, XP_010488896.1, XP_010467240.1
OG0015367	ESY36_g41127_DN2_SP3_p0.t1	XP_010488900.1, XP_010517601.1, XP_010467246.1
OG0015368	ESY40_g12606_DN3_SP0_c0.t1	XP_010517639.1, XP_010488901.1, XP_010496763.1
OG0015369	ESY11_g53512_DN3_SP2_c0.t1	XP_010467261.1, XP_010488917.1
OG0015370	ESY11_g53574_DN3_SP0_c0.t1	XP_010488943.1, XP_010518035.1
OG0015373	ESY11_g53741_DN2_SP0_c0.t1	XP_019084141.1, XP_019092759.1, XP_019096641.1
OG0015374	ESY21_g55096_DN3_SP0_c0.t1	XP_010412409.1, XP_010502755.1, XP_010425523.1
OG0015375	ESY11_g53816_DN3_SP0_c0.t1	XP_010516782.1, XP_010467361.1, XP_010489211.1
OG0015376	ESY11_g53832_DN3_SP8_c0.t1	XP_010489217.1, XP_010516710.1
OG0015377	ESY11_g53911_DN3_SP0_c0.t1	XP_010516099.1, XP_010467411.1, XP_010489281.1
OG0015378	ESY11_g53918_DN3_SP4_c0.t1	XP_010467416.1, XP_010489283.1, XP_010516039.1
OG0015379	ESY23_g312_DN3_SP0_c0.t1	XP_010448633.1, XP_010439109.1, XP_010433836.1
OG0015380	ESY23_g235_DN3_SP0_c0.t1	XP_010439135.1, XP_010433861.1, XP_010448656.1
OG0015383	ESY26_g42351_DN3_SP0_c0.t1	XP_010448805.1, XP_010433967.1, XP_010439258.1
OG0015384	ESY26_g42344_DN1_SP0_c0.t1	XP_010448810.1, XP_010433974.1, XP_010445197.2
OG0015385	ESY26_g42290_DN3_SP0_c0.t1	XP_010439286.1, XP_010439288.1, XP_010433995.1, XP_010448844.1
OG0015386	ESY9_g43793_DN3_SP0_c0.t1	XP_010439314.1, XP_019089070.1, XP_010448871.1, XP_010434022.1
OG0015387	ESY9_g43783_DN3_SP1_c0.t1	XP_010434039.1, XP_010448882.1, XP_010439329.1, XP_010497616.1
OG0015388	ESY9_g43740_DN3_SP0_c0.t1	XP_019086031.1, XP_010439359.1, XP_019089355.1
OG0015389	ESY9_g43160_DN3_SP8_c0.t1	XP_010439645.1, XP_010449286.1, XP_010434353.1
OG0015390	ESY9_g43235_DN3_SP0_c0.t1	XP_010449234.1, XP_010434322.1, XP_010439618.1
OG0015391	ESY9_g43273_DN3_SP0_c0.t1	XP_010434301.1, XP_010439593.1, XP_010449197.1
OG0015392	ESY9_g43319_DN3_SP8_c0.t1	XP_010449161.1, XP_010439569.1, XP_010434276.1
OG0015393	ESY9_g43339_DN1_SP0_c0.t1	XP_019088232.1, XP_010449159.1, XP_010434270.1
OG0015394	ESY9_g43352_DN3_SP8_c0.t1	XP_010439556.1, XP_010449146.1, XP_010434263.1
OG0015395	ESY9_g43377_DN3_SP4_c0.t1	XP_010439544.1, XP_010434255.1, XP_010449141.1
OG0015396	ESY9_g43379_DN3_SP0_c0.t1	XP_010434252.1, XP_010439538.1
OG0015397	ESY9_g43426_DN3_SP0_c0.t1	XP_010439507.1, XP_010434224.1, XP_010449109.1
OG0015398	ESY9_g43440_DN3_SP0_c0.t1	XP_010434215.1, XP_010449105.1, XP_010439505.1
OG0015399	ESY9_g43446_DN3_SP0_c0.t1	XP_010434209.1, XP_010439503.1, XP_010449100.1
OG0015401	ESY9_g43467_DN3_SP0_c37.t1, ESY9_g43466_DN3_SP0_c39.t1	XP_010439493.1, XP_010449088.1, XP_010434192.1
OG0015402	ESY9_g43474_DN3_SP0_c0.t1	XP_010449084.1, XP_010439490.1, XP_010434190.1
OG0015403	ESY9_g43475_DN3_SP0_c0.t1	XP_010449082.1, XP_010439489.1, XP_010434189.1
OG0015404	ESY4_g21714_DN3_SP0_c0.t1	XP_010493169.1, XP_010420911.1, XP_019090075.1
OG0015405	ESY9_g43641_DN3_SP0_c0.t1	XP_010449053.1, XP_010439469.1
OG0015406	ESY9_g43640_DN3_SP8_c0.t1	XP_010439468.1, XP_010449051.1, XP_010434171.1
OG0015407	ESY9_g43619_DN3_SP0_c0.t1	XP_010449027.1, XP_010439449.1, XP_010434153.1
OG0015408	ESY9_g43611_DN3_SP2_c10.t1	XP_010434148.1, XP_019089079.1, XP_010439445.1
OG0015409	ESY10_g14636_DN3_SP8_c0.t1	XP_010424879.1, XP_010502110.1
OG0015410	ESY9_g43578_DN3_SP0_c0.t1	XP_010439425.1, XP_010434127.1, XP_010449005.1
OG0015411	ESY9_g43569_DN3_SP0_c0.t1	XP_010449001.1, XP_010434122.1, XP_019087800.1
OG0015413	ESY9_g43547_DN3_SP0_c0.t1	XP_010448975.1, XP_010439409.1, XP_010434113.1
OG0015414	ESY9_g43058_DN3_SP0_c0.t1	XP_010449314.1, XP_010434372.1, XP_019088669.1
OG0015415	ESY9_g43020_DN3_SP0_c14.t1	XP_010434386.1, XP_010449327.1, XP_010439682.1
OG0015417	ESY1_g6665_DN3_SP5_c0.t1	XP_010494029.1, XP_010455141.1, XP_010421645.1
OG0015418	ESY1_g6623_DN3_SP5_c0.t1	XP_010418386.1, XP_010473606.1, XP_010430464.1
OG0015419	ESY1_g6619_DN3_SP8_c20.t1	XP_010494169.1, XP_010481999.1, XP_010442157.1
OG0015420	ESY1_g6568_DN3_SP8_c0.t1	XP_010442166.1, XP_010494175.1
OG0015421	ESY16_g61454_DN3_SP8_c0.t1	XP_010434845.1, XP_010440175.1, XP_010449806.1
OG0015422	ESY16_g61480_DN3_SP7_c0.t1	XP_010449783.1, XP_010434816.1
OG0015423	ESY16_g61492_DN3_SP0_c0.t1	XP_010449758.1, XP_010440129.1, XP_010434803.1
OG0015424	ESY16_g61457_DN2_SP8_c0.t1	XP_010436532.1, XP_010440168.1, XP_010449801.1
OG0015425	ESY16_g61494_DN3_SP4_c0.t1	XP_010434799.1, XP_010449754.1, XP_010440127.1
OG0015426	ESY16_g61514_DN3_SP1_c0.t1	XP_010434784.1, XP_010449727.1, XP_010440113.1
OG0015427	ESY16_g61543_DN3_SP8_c0.t1	XP_010434770.1, XP_010449718.1, XP_010440099.1
OG0015428	ESY16_g61545_DN3_SP3_c0.t1	XP_010440097.1, XP_010434767.1, XP_010449715.1
