Orthogroup	Euclidium_syriacum	Noccaea_praecox
OG0013770	ESY8_g59515_DN3_SP0_c0.t1	Np006G3665900
OG0013771	ESY7_g17069_DN3_SP6_c0.t1	Np003G1457100
OG0013772	ESY15_g64234_DN3_SP1_c0.t1	Np001G0164800
OG0013773	ESY10_g15936_DN3_SP1_c0.t1	Np001G0164000
OG0013774	ESY15_g64744_DN3_SP0_c0.t1	Np001G0178000
OG0013775	ESY15_g64742_DN3_SP0_c0.t1	Np001G0178100
OG0013776	ESY1_g10397_DN3_SP0_c0.t1	Np001G0546100
OG0013777	ESY1_g10362_DN3_SP0_c0.t1	Np005G2979300, Np001G0543300
OG0013778	ESY1_g10359_DN3_SP0_c5.t1	Np001G0542600
OG0013779	ESY1_g10358_DN2_SP0_c0.t1	Np001G0542500
OG0013781	ESY1_g10349_DN3_SP7_c0.t1	Np001G0542300
OG0013782	ESY1_g10348_DN3_SP8_c0.t1	Np001G0542200
OG0013783	ESY1_g10309_DN3_SP0_c0.t1	Np001G0538800
OG0013784	ESY10_g14417_DN3_SP0_c16.t1, ESY1_g10308_DN3_SP0_c0.t1	Np001G0538700
OG0013785	ESY1_g10292_DN3_SP0_c0.t1	Np001G0538300
OG0013786	ESY1_g10258_DN3_SP5_c0.t1	Np001G0537400
OG0013787	ESY1_g10250_DN3_SP4_c0.t1	Np001G0536800
OG0013788	ESY1_g10234_DN3_SP0_c0.t1	Np001G0536100
OG0013789	ESY1_g10194_DN3_SP0_c0.t1	Np001G0534100
OG0013790	ESY1_g10161_DN3_SP2_c0.t1	Np001G0532800
OG0013791	ESY1_g10147_DN3_SP0_c0.t1	Np001G0531200
OG0013792	ESY10_g14643_DN3_SP8_c0.t1	Np001G0278900
OG0013793	ESY5_g5580_DN2_SP0_c0.t1	Np004G2599300
OG0013794	ESY5_g5571_DN3_SP7_c0.t1	Np002G0783000
OG0013795	ESY5_g5544_DN3_SP2_c0.t1	Np004G2596100
OG0013796	ESY5_g5535_DN3_SP0_c0.t1	Np004G2594700, Np004G2595000
OG0013797	ESY5_g5524_DN3_SP0_c0.t1	Np004G2593700
OG0013799	ESY5_g5498_DN3_SP0_c0.t1	Np004G2590800
OG0013800	ESY5_g5461_DN3_SP7_c0.t1	Np004G2586500
OG0013801	ESY5_g5459_DN3_SP0_c0.t1	Np004G2586400
OG0013802	ESY5_g5454_DN2_SP0_c0.t1	Np004G2585800
OG0013803	ESY5_g5447_DN3_SP5_c0.t1	Np004G2585200
OG0013804	ESY5_g5432_DN3_SP8_c0.t1	Np004G2584200
OG0013805	ESY5_g5395_DN2_SP0_c0.t1, ESY5_g5394_DN1_SP0_c0.t1	Np004G2583100
OG0013806	ESY2_g36477_DN2_SP0_c0.t1	Np007G4035400
OG0013807	ESY5_g5369_DN3_SP3_c0.t1	Np004G2579400
OG0013808	ESY5_g5347_DN3_SP8_c0.t1	Np004G2578700
OG0013809	ESY5_g5344_DN3_SP0_c0.t1	Np004G2578300
OG0013810	ESY5_g5340_DN3_SP0_c10.t1	Np004G2577800
OG0013811	ESY5_g5295_DN3_SP4_c0.t1	Np004G2575600
OG0013812	ESY5_g5283_DN3_SP4_c0.t1	Np004G2575000
OG0013813	ESY5_g5246_DN3_SP5_c0.t1	Np004G2573900
OG0013814	ESY5_g5242_DN3_SP0_c0.t1	Np004G2573600
OG0013815	ESY5_g5305_DN3_SP0_c9.t1, ESY5_g5217_DN3_SP0_c0.t1	Np004G2572200
OG0013816	ESY5_g5168_DN3_SP0_c0.t1	Np004G2569800
OG0013817	ESY5_g5139_DN3_SP0_c0.t1	Np004G2566500
OG0013818	ESY5_g5086_DN3_SP0_c0.t1	Np004G2563600
OG0013819	ESY5_g5081_DN3_SP0_c0.t1	Np004G2563100
OG0013820	ESY5_g4988_DN3_SP0_c0.t1	Np004G2557600
OG0013821	ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1	Np004G2557000
OG0013822	ESY5_g4955_DN3_SP0_c0.t1	Np004G2554800
OG0013823	ESY5_g4916_DN3_SP1_c0.t1	Np004G2552700
OG0013824	ESY5_g4915_DN2_SP0_c0.t1	Np004G2552600
OG0013825	ESY5_g4738_DN3_SP0_c0.t1	Np004G2537800
OG0013826	ESY5_g4733_DN3_SP0_c0.t1	Np004G2537600
OG0013827	ESY5_g4694_DN2_SP0_c0.t1	Np004G2534800
OG0013828	ESY5_g4664_DN3_SP0_c0.t1	Np004G2532100
OG0013829	ESY5_g4607_DN1_SP0_c0.t1	Np004G2527400
OG0013830	ESY5_g4606_DN3_SP0_c0.t1	Np004G2527300
OG0013831	ESY5_g4594_DN3_SP0_c0.t1	Np004G2526300
OG0013832	ESY5_g4579_DN3_SP1_c0.t1	Np004G2525300
OG0013833	ESY5_g4553_DN3_SP1_c0.t1	Np004G2523000
OG0013834	ESY5_g4538_DN3_SP6_c0.t1	Np004G2521900
OG0013835	ESY17_g40299_DN3_SP0_c0.t1	Np005G3120500
OG0013836	ESY5_g4445_DN3_SP1_c0.t1, ESY4_g26911_DN3_SP0_c0.t1	Np004G2514700
OG0013838	ESY5_g3124_DN3_SP0_c0.t1	Np004G2510400
OG0013839	ESY5_g3135_DN3_SP2_c0.t1	Np004G2509600
OG0013840	ESY2_g34331_DN3_SP0_c0.t1	Np007G3857900
OG0013841	ESY5_g3137_DN3_SP7_c0.t1	Np004G2509400
OG0013842	ESY5_g3206_DN3_SP0_c11.t1	Np004G2503700
OG0013844	ESY5_g3244_DN3_SP4_c0.t1	Np004G2501200
OG0013845	ESY5_g3259_DN3_SP1_c0.t1	Np004G2500400
OG0013846	ESY5_g3270_DN3_SP0_c0.t1	Np004G2499000
OG0013847	ESY5_g3276_DN3_SP2_c0.t1	Np004G2498600
OG0013848	ESY5_g3284_DN3_SP8_c0.t1	Np004G2498100
OG0013849	ESY5_g3301_DN3_SP8_c15.t1	Np004G2497400
OG0013850	ESY5_g3305_DN3_SP1_c0.t1	Np004G2497000
OG0013851	ESY5_g3321_DN3_SP3_c0.t1	Np004G2495900
OG0013852	ESY5_g3347_DN2_SP0_c0.t1	Np004G2493700
OG0013853	ESY5_g3366_DN3_SP0_c0.t1	Np004G2492600
OG0013854	ESY5_g3377_DN2_SP0_c0.t1	Np004G2491700
OG0013855	ESY5_g3425_DN3_SP0_c0.t1	Np004G2487400, Np004G2487300
OG0013856	ESY5_g3444_DN3_SP7_c0.t1	Np004G2484600
OG0013857	ESY5_g3477_DN3_SP1_c0.t1	Np004G2483100
OG0013858	ESY5_g3483_DN3_SP0_c0.t1	Np004G2482900
OG0013859	ESY5_g3492_DN3_SP5_c0.t1	Np004G2482300
OG0013860	ESY5_g1028_DN3_SP8_c0.t1	Np004G2089900
OG0013861	ESY5_g3530_DN3_SP8_c0.t1	Np004G2479500
OG0013862	ESY5_g3542_DN3_SP0_c0.t1	Np004G2478400
OG0013863	ESY5_g3569_DN3_SP2_c0.t1	Np004G2477100
OG0013864	ESY8_g58112_DN1_SP0_c0.t1	Np004G2476100
OG0013865	ESY5_g3587_DN2_SP0_c0.t1	Np004G2475800
OG0013866	ESY5_g3594_DN3_SP0_c0.t1	Np004G2475200
OG0013867	ESY5_g3598_DN2_SP0_c0.t1	Np004G2475000
OG0013868	ESY5_g3628_DN3_SP0_c0.t1	Np004G2473700
OG0013869	ESY5_g3629_DN3_SP0_c0.t1	Np004G2473600
OG0013870	ESY5_g4450_DN3_SP0_c7.t1	Np004G2476200, Np004G2469200
OG0013871	ESY8_g59634_DN3_SP0_c0.t1	Np006G3680900
OG0013872	ESY5_g3709_DN3_SP0_c0.t1	Np004G2465400
OG0013873	ESY5_g3712_DN3_SP1_c0.t1	Np004G2464400
OG0013874	ESY5_g3717_DN3_SP8_c0.t1	Np004G2464000
OG0013875	ESY5_g3721_DN3_SP3_c17.t1	Np004G2463400
OG0013876	ESY5_g3735_DN2_SP0_c0.t1	Np004G2462000
OG0013877	ESY5_g3736_DN3_SP0_c0.t1	Np002G1196600, Np004G2461900
OG0013878	ESY5_g3747_DN3_SP0_c10.t1	Np004G2460400
OG0013879	ESY5_g3753_DN3_SP3_c1.t1	Np004G2459800
OG0013880	ESY5_g3754_DN3_SP8_c6.t1	Np004G2459700
OG0013881	ESY5_g3853_DN3_SP0_c0.t1	Np004G2448800
OG0013882	ESY5_g3857_DN3_SP0_c0.t1	Np004G2448400
OG0013883	ESY5_g3870_DN2_SP0_c0.t1	Np004G2446500
OG0013884	ESY5_g3873_DN3_SP3_c0.t1	Np004G2446300
OG0013885	ESY5_g3880_DN3_SP8_c0.t1	Np004G2445600
OG0013886	ESY5_g2569_DN3_SP7_c0.t1	Np004G2445000
OG0013887	ESY13_g57561_DN3_SP8_c0.t1	Np004G2095600
OG0013889	ESY5_g2621_DN3_SP6_c17.t1	Np004G2440200
OG0013890	ESY6_g46728_DN3_SP0_c0.t1	Np003G1664800
OG0013892	ESY5_g2690_DN3_SP8_c0.t1	Np004G2431800
OG0013893	ESY5_g2697_DN3_SP0_c0.t1	Np004G2431500
OG0013894	ESY5_g2759_DN3_SP2_c0.t1	Np004G2426700
OG0013895	ESY5_g2769_DN3_SP0_c0.t1	Np004G2425800
OG0013896	ESY5_g2775_DN3_SP3_c0.t1	Np004G2424900
OG0013897	ESY5_g2778_DN3_SP8_c0.t1	Np004G2424600
OG0013899	ESY5_g2786_DN3_SP0_c0.t1	Np004G2423700
OG0013901	ESY5_g2836_DN3_SP0_c0.t1	Np004G2418000
OG0013902	ESY5_g2838_DN3_SP1_c0.t1	Np004G2417900
OG0013903	ESY5_g2877_DN3_SP6_c0.t1	Np004G2413400
OG0013904	ESY5_g2893_DN3_SP0_c0.t1	Np004G2411400
OG0013905	ESY5_g2949_DN3_SP3_c0.t1	Np001G0170900
OG0013906	ESY5_g2954_DN3_SP0_c0.t1	Np004G2406500
OG0013907	ESY5_g2994_DN3_SP8_c0.t1	Np004G2403200
OG0013910	ESY4_g24714_DN2_SP0_c0.t1, ESY5_g3035_DN3_SP8_c0.t1	Np004G2400000
OG0013911	ESY5_g3045_DN3_SP0_c0.t1	Np004G2399000
OG0013912	ESY5_g3057_DN3_SP1_c0.t1	Np004G2397100
OG0013913	ESY5_g3062_DN3_SP7_c0.t1	Np004G2396600
OG0013914	ESY5_g3064_DN3_SP0_c0.t1	Np004G2396400
OG0013916	ESY5_g4410_DN3_SP0_c0.t1	Np004G2394500
OG0013917	ESY5_g4400_DN3_SP0_c0.t1	Np004G2393800
OG0013918	ESY5_g4357_DN3_SP7_c8.t1	Np004G2390000
OG0013920	ESY7_g19331_DN3_SP1_c0.t1	Np003G1275800
OG0013921	ESY5_g4326_DN3_SP0_c0.t1	Np004G2386700
OG0013922	ESY5_g4324_DN3_SP8_c0.t1	Np004G2386400
OG0013923	ESY5_g4323_DN3_SP5_c0.t1, ESY2_g35833_DN3_SP0_c0.t1	Np004G2386300
OG0013924	ESY5_g4316_DN3_SP0_c0.t1	Np004G2385200
OG0013925	ESY5_g4311_DN3_SP0_c0.t1	Np004G2384700
OG0013926	ESY5_g4263_DN3_SP7_c0.t1	Np004G2380900
OG0013927	ESY5_g4253_DN3_SP0_c0.t1	Np004G2379100
OG0013928	ESY5_g4250_DN3_SP0_c0.t1	Np004G2378900
OG0013929	ESY5_g4242_DN3_SP8_c0.t1	Np004G2377900
OG0013930	ESY5_g4231_DN3_SP6_c0.t1	Np004G2376600
OG0013931	ESY5_g4228_DN3_SP8_c0.t1	Np004G2376300
OG0013932	ESY5_g4208_DN3_SP4_c0.t1	Np004G2375000
OG0013933	ESY5_g4184_DN3_SP0_c0.t1	Np004G2371900
OG0013934	ESY5_g4128_DN3_SP0_c0.t1	Np004G2366700
OG0013935	ESY5_g4116_DN3_SP0_c12.t1	Np004G2366200
OG0013936	ESY5_g4110_DN3_SP6_c0.t1	Np004G2365500
OG0013937	ESY5_g4105_DN3_SP7_c0.t1	Np004G2365400
OG0013938	ESY5_g4096_DN3_SP0_c0.t1, ESY5_g4102_DN3_SP0_c0.t1	Np004G2365200, Np004G2365000
OG0013939	ESY5_g4073_DN3_SP0_c0.t1	Np004G2362000
OG0013940	ESY5_g4066_DN3_SP7_c0.t1	Np004G2361300
OG0013941	ESY5_g4055_DN3_SP0_c0.t1, ESY5_g4053_DN3_SP0_c0.t1	Np004G2359700
OG0013942	ESY5_g4045_DN3_SP1_c0.t1	Np004G2359000
OG0013943	ESY5_g4040_DN3_SP0_c0.t1	Np004G2358200
OG0013944	ESY5_g4037_DN3_SP6_c0.t1, ESY2_g36038_DN3_SP0_c0.t1	Np004G2358000
OG0013945	ESY5_g4091_DN3_SP1_c0.t1	Np004G2364400
OG0013946	ESY5_g4027_DN3_SP0_c0.t1	Np004G2357300
OG0013947	ESY5_g4013_DN3_SP8_c0.t1	Np004G2356200
OG0013948	ESY10_g14251_DN3_SP0_c0.t1	Np001G0247500
OG0013949	ESY5_g3985_DN3_SP0_c0.t1	Np004G2354000
OG0013950	ESY5_g3980_DN2_SP0_c0.t1	Np004G2353700
OG0013951	ESY8_g60596_DN3_SP8_c0.t1	Np005G3160100
OG0013952	ESY5_g3955_DN3_SP0_c0.t1	Np004G2351700
OG0013953	ESY5_g3953_DN3_SP8_c0.t1	Np004G2351100
OG0013954	ESY5_g3939_DN3_SP6_c0.t1	Np004G2350000
OG0013955	ESY5_g3913_DN3_SP1_c0.t1	Np004G2346700
OG0013956	ESY5_g2470_DN3_SP4_c0.t1	Np004G2340300, Np004G2341100
OG0013957	ESY17_g40207_DN3_SP1_c0.t1	Np004G2341000
OG0013958	ESY5_g2468_DN3_SP5_c0.t1	Np004G2340800
OG0013959	ESY5_g2462_DN3_SP0_c0.t1	Np002G1136900, Np004G2340000
OG0013960	ESY5_g2461_DN3_SP8_c0.t1	Np004G2339900
OG0013961	ESY5_g2411_DN3_SP0_c0.t1	Np004G2336200
OG0013962	ESY5_g2384_DN3_SP8_c0.t1	Np004G2332900
OG0013963	ESY5_g2364_DN3_SP0_c7.t1	Np004G2327700
OG0013964	ESY5_g2348_DN3_SP4_c16.t1	Np004G2326800
OG0013965	ESY5_g2330_DN3_SP0_c0.t1	Np004G2325400
OG0013966	ESY15_g64823_DN3_SP0_c0.t1	Np001G0180700
OG0013967	ESY5_g2208_DN3_SP0_c0.t1	Np004G2317100
OG0013968	ESY5_g2199_DN3_SP8_c0.t1	Np004G2313300
OG0013969	ESY5_g2173_DN3_SP0_c0.t1	Np004G2312100
OG0013970	ESY5_g2169_DN3_SP0_c0.t1	Np004G2311900
OG0013973	ESY2_g35734_DN3_SP0_c0.t1	Np002G0833200
OG0013974	ESY2_g35724_DN3_SP2_c0.t1	Np002G0834300
OG0013975	ESY2_g35716_DN3_SP0_c0.t1	Np002G0834700
OG0013976	ESY17_g39131_DN3_SP0_c0.t1, ESY2_g35712_DN3_SP0_c0.t1	Np002G0835100
OG0013977	ESY2_g35709_DN3_SP0_c7.t1	Np002G0835400
OG0013978	ESY2_g35689_DN3_SP5_c0.t1	Np002G0835700
OG0013980	ESY2_g35666_DN3_SP0_c0.t1	Np002G0837700
OG0013981	ESY2_g35663_DN3_SP4_c0.t1	Np002G0838200
OG0013982	ESY2_g35643_DN3_SP2_c0.t1	Np002G0840300
OG0013983	ESY2_g35603_DN3_SP6_c0.t1	Np002G0846300
OG0013984	ESY2_g35597_DN3_SP0_c0.t1	Np002G0846800
OG0013985	ESY2_g35587_DN3_SP0_c0.t1	Np002G0849500
OG0013986	ESY2_g35579_DN3_SP7_c0.t1	Np002G0851200
OG0013989	ESY2_g35552_DN3_SP0_c0.t1	Np002G0853600
OG0013991	ESY23_g422_DN3_SP0_c0.t1	Np005G2828200
OG0013992	ESY23_g449_DN3_SP0_c0.t1	Np005G2827800
OG0013993	ESY23_g522_DN2_SP0_c0.t1, ESY16_g61449_DN2_SP0_c0.t1	Np004G2057800
OG0013994	ESY2_g33353_DN3_SP8_c0.t1	Np002G1237000
OG0013995	ESY2_g33354_DN3_SP0_c0.t1	Np002G1236900
OG0013996	ESY2_g33355_DN3_SP8_c0.t1	Np002G1236800
OG0013997	ESY2_g33501_DN3_SP0_c0.t1	Np002G1226700
OG0013998	ESY2_g33485_DN3_SP7_c0.t1	Np002G1224600
OG0013999	ESY16_g62365_DN3_SP8_c0.t1	Np005G2786800
OG0014001	ESY2_g33552_DN3_SP8_c0.t1	Np002G1217100
OG0014002	ESY10_g14653_DN3_SP0_c0.t1	Np001G0281600
OG0014003	ESY2_g33581_DN3_SP0_c0.t1	Np002G1212500
OG0014004	ESY2_g33573_DN3_SP8_c0.t1	Np002G1211900
OG0014005	ESY7_g17279_DN3_SP0_c0.t1, ESY24_g33118_DN3_SP0_c0.t1	Np003G1437300
OG0014006	ESY2_g33633_DN2_SP0_c0.t1	Np002G1207600
OG0014007	ESY2_g33676_DN3_SP8_c0.t1	Np002G1199900
OG0014008	ESY12_g51980_DN3_SP0_c0.t1, ESY2_g33687_DN3_SP8_c0.t1	Np002G1199000
OG0014009	ESY2_g33745_DN3_SP7_c0.t1	Np002G1196000
OG0014010	ESY2_g33819_DN3_SP1_c0.t1, ESY2_g38737_DN2_SP0_c0.t1	Np002G1186100
OG0014011	ESY2_g33828_DN3_SP0_c0.t1	Np002G1184100
OG0014012	ESY2_g33894_DN2_SP7_c0.t1	Np002G1174000
OG0014013	ESY2_g33907_DN2_SP0_c0.t1	Np002G1173100
OG0014014	ESY2_g33909_DN3_SP0_c0.t1	Np002G1173000
OG0014015	ESY2_g33929_DN3_SP0_c0.t1	Np002G1169600
OG0014016	ESY2_g33940_DN3_SP0_c0.t1	Np002G1166500
OG0014017	ESY11_g53075_DN3_SP0_c0.t1	Np007G3800600
OG0014018	ESY2_g33957_DN3_SP0_c0.t1	Np002G1164600
OG0014019	ESY2_g33979_DN3_SP8_c3.t1	Np002G1161000
OG0014020	ESY2_g34004_DN3_SP2_c0.t1	Np002G1157200
OG0014021	ESY2_g34023_DN3_SP0_c0.t1	Np002G1155200
OG0014022	ESY2_g34053_DN3_SP8_c0.t1	Np002G1147400
OG0014023	ESY2_g34078_DN2_SP0_c0.t1, ESY6_g49358_DN2_SP0_c0.t1	Np002G1141400
OG0014024	ESY2_g34105_DN3_SP7_c0.t1	Np002G1132000
OG0014026	ESY2_g34125_DN1_SP0_c0.t1	Np002G1129100
OG0014027	ESY2_g34187_DN3_SP8_c0.t1	Np002G1112600
OG0014028	ESY2_g34205_DN3_SP0_c0.t1	Np002G1082800
OG0014029	ESY2_g34209_DN3_SP8_c0.t1	Np002G1079800
OG0014031	ESY2_g33347_DN3_SP0_c0.t1, ESY3_g28625_DN3_SP0_c0.t1	Np002G1237400
OG0014032	ESY2_g33325_DN3_SP8_c0.t1	Np002G1238900
OG0014033	ESY2_g33301_DN3_SP0_c0.t1	Np002G1241300
OG0014034	ESY2_g33288_DN3_SP0_c0.t1	Np002G1243100
OG0014035	ESY2_g33283_DN3_SP0_c0.t1	Np002G1243200
OG0014036	ESY2_g33280_DN3_SP0_c0.t1	Np002G1243500
OG0014037	ESY2_g33279_DN3_SP8_c0.t1	Np002G1243600
OG0014038	ESY2_g33247_DN3_SP7_c0.t1	Np002G1247900
OG0014039	ESY2_g33313_DN3_SP0_c0.t1, ESY9_g45681_DN1_SP0_c0.t1	Np002G1232500
OG0014040	ESY2_g34296_DN3_SP4_c9.t1	Np003G1758400
OG0014041	ESY10_g14950_DN3_SP4_c0.t1	Np001G0340800
OG0014043	ESY10_g14774_DN3_SP8_c0.t1	Np001G0317300
OG0014044	ESY10_g14747_DN3_SP8_c0.t1	Np001G0326500
OG0014045	ESY7_g16673_DN3_SP0_c0.t1	Np001G0389900, Np001G0390400
OG0014046	ESY7_g16649_DN3_SP2_c0.t1	Np001G0392000
OG0014047	ESY7_g16643_DN3_SP8_c0.t1	Np001G0393000
OG0014048	ESY7_g16586_DN3_SP0_c0.t1	Np001G0397300
OG0014049	ESY7_g16582_DN3_SP0_c0.t1	Np001G0397700
OG0014050	ESY7_g16445_DN3_SP1_c0.t1	Np003G1846500
OG0014051	ESY7_g16413_DN3_SP8_c0.t1	Np003G1840100
OG0014052	ESY7_g16404_DN3_SP0_c0.t1	Np003G1839900
OG0014053	ESY7_g16372_DN3_SP8_c0.t1	Np003G1839300
OG0014054	ESY34_g45729_DN3_SP0_c0.t1	Np005G2751300
OG0014055	ESY34_g45724_DN3_SP8_c0.t1	Np005G2750400
OG0014056	ESY34_g45716_DN3_SP0_c0.t1	Np005G2750100
OG0014057	ESY4_g24416_DN3_SP0_c0.t1	Np005G2746900
OG0014058	ESY4_g24435_DN3_SP1_c0.t1	Np005G2746100
OG0014059	ESY4_g24437_DN3_SP2_c0.t1	Np005G2745900
OG0014060	ESY2_g38380_DN3_SP0_c0.t1	Np005G3010800
OG0014061	ESY2_g38364_DN3_SP1_c0.t1, ESY2_g38365_DN3_SP0_c0.t1	Np005G3007200
OG0014062	ESY2_g38331_DN3_SP0_c0.t1	Np004G2001400
OG0014063	ESY2_g38308_DN3_SP2_c0.t1	Np004G2000500
OG0014064	ESY2_g38307_DN3_SP1_c0.t1	Np004G1999300
OG0014065	ESY2_g37981_DN3_SP0_c0.t1	Np004G1993000
OG0014066	ESY2_g38069_DN3_SP8_c0.t1	Np004G1997200
OG0014067	ESY2_g38067_DN3_SP4_c0.t1	Np004G1997100
OG0014068	ESY2_g37983_DN3_SP8_c0.t1	Np004G1993200
OG0014069	ESY2_g37999_DN3_SP7_c0.t1, ESY11_g54039_DN3_SP0_c0.t1	Np004G1994500
OG0014070	ESY2_g37978_DN3_SP0_c0.t1	Np004G1992800
OG0014071	ESY2_g37913_DN3_SP2_c0.t1	Np004G1989400
OG0014072	ESY2_g37879_DN3_SP0_c0.t1	Np004G1987900
OG0014073	ESY2_g37866_DN3_SP0_c0.t1	Np004G1987400
OG0014074	ESY2_g37862_DN3_SP0_c0.t1	Np004G1987000
OG0014075	ESY2_g37843_DN3_SP8_c0.t1	Np004G1986000
OG0014076	ESY2_g37550_DN3_SP0_c0.t1	Np004G1985900
OG0014077	ESY2_g37694_DN3_SP4_c0.t1	Np004G1983000
OG0014079	ESY2_g37691_DN1_SP0_c0.t1	Np004G1982500
OG0014080	ESY2_g37675_DN3_SP8_c0.t1	Np004G1982300
OG0014081	ESY2_g35953_DN3_SP0_c0.t1	Np002G0786900
OG0014082	ESY2_g35951_DN3_SP5_c0.t1	Np002G0787400
OG0014083	ESY4_g26950_DN3_SP8_c0.t1	Np005G2600300
OG0014084	ESY4_g25679_DN3_SP3_c0.t1, ESY5_g4101_DN3_SP5_c0.t1	Np005G2600500
OG0014085	ESY4_g26948_DN3_SP8_c0.t1	Np005G2600800
OG0014086	ESY4_g26934_DN3_SP0_c0.t1	Np005G2602200
OG0014087	ESY5_g3372_DN3_SP0_c0.t1	Np005G2602800
OG0014088	ESY4_g26928_DN3_SP2_c0.t1	Np005G2603200
OG0014090	ESY4_g26895_DN3_SP0_c0.t1	Np005G2605800
OG0014091	ESY4_g26878_DN3_SP7_c0.t1	Np005G2606500
OG0014093	ESY4_g26852_DN3_SP0_c3.t1	Np004G2156300, Np005G2609000
OG0014094	ESY4_g26849_DN2_SP0_c0.t1	Np005G2609400
OG0014095	ESY4_g26841_DN3_SP6_c1.t1	Np005G2610700
OG0014096	ESY4_g26807_DN3_SP1_c0.t1	Np005G2611300
OG0014097	ESY4_g26810_DN3_SP1_c0.t1	Np005G2611600
OG0014099	ESY4_g26791_DN3_SP0_c0.t1	Np005G2616100
OG0014100	ESY8_g60743_DN3_SP0_c0.t1, ESY4_g26768_DN3_SP8_c0.t1	Np005G2616300
OG0014101	ESY4_g26730_DN3_SP8_c0.t1	Np005G2618300
OG0014102	ESY15_g64826_DN3_SP0_c0.t1, ESY15_g64827_DN3_SP7_c0.t1	Np001G0181000
OG0014103	ESY4_g26677_DN3_SP8_c0.t1	Np005G2622600
OG0014104	ESY4_g26654_DN3_SP0_c0.t1	Np005G2623200
OG0014106	ESY4_g26638_DN3_SP0_c0.t1	Np005G2624900
OG0014107	ESY4_g26635_DN3_SP2_c0.t1	Np005G2625200
OG0014108	ESY6_g48092_DN2_SP0_c19.t1	Np007G3889100
OG0014110	ESY4_g26596_DN3_SP0_c0.t1	Np005G2627500
OG0014111	ESY4_g26587_DN3_SP0_c0.t1	Np005G2698400
OG0014112	ESY4_g26572_DN3_SP0_c82.t1	Np005G2696900
OG0014113	ESY4_g26523_DN3_SP3_c0.t1	Np005G2693600
OG0014114	ESY4_g26514_DN1_SP0_c0.t1	Np005G2693300
OG0014115	ESY4_g26429_DN3_SP0_c0.t1	Np005G2689200
OG0014116	ESY4_g26413_DN3_SP7_c0.t1	Np005G2688000
OG0014117	ESY4_g26355_DN3_SP0_c0.t1	Np003G1413300, Np007G3907900
OG0014118	ESY4_g26293_DN3_SP0_c0.t1	Np005G2683500
OG0014119	ESY4_g26286_DN3_SP8_c0.t1	Np005G2683400
OG0014120	ESY4_g26277_DN3_SP8_c0.t1, ESY4_g26275_DN2_SP0_c0.t1	Np005G2683000
OG0014121	ESY4_g26247_DN3_SP0_c0.t1	Np005G2681900
OG0014122	ESY4_g26222_DN3_SP7_c0.t1	Np005G2680800
OG0014123	ESY4_g26208_DN3_SP7_c6.t1	Np005G2680400
OG0014124	ESY4_g26207_DN3_SP4_c14.t1	Np005G2680300
OG0014125	ESY4_g26186_DN3_SP3_c0.t1	Np005G2678700
OG0014126	ESY4_g26140_DN3_SP0_c0.t1	Np005G2676700
OG0014127	ESY4_g26103_DN3_SP6_c0.t1	Np005G2674600
OG0014128	ESY4_g25315_DN3_SP0_c0.t1	Np005G2670900
OG0014129	ESY4_g25358_DN3_SP0_c0.t1	Np005G2667100, Np005G2666600
OG0014130	ESY4_g25729_DN3_SP8_c0.t1	Np005G3106600
OG0014131	ESY4_g25381_DN3_SP0_c14.t1	Np005G2664000
OG0014132	ESY4_g25463_DN3_SP0_c0.t1	Np005G2660000
OG0014133	ESY4_g25477_DN3_SP0_c0.t1	Np005G2657700
OG0014134	ESY4_g25547_DN3_SP2_c0.t1	Np005G2654600
OG0014135	ESY4_g25590_DN3_SP8_c0.t1	Np005G2648500
OG0014136	ESY4_g25634_DN3_SP8_c0.t1	Np005G2647300
OG0014137	ESY4_g25672_DN3_SP7_c0.t1	Np005G2646100
OG0014138	ESY4_g25724_DN3_SP1_c0.t1	Np005G2644600
OG0014139	ESY4_g25293_DN1_SP0_c0.t1	Np005G2705400
OG0014140	ESY4_g25225_DN2_SP0_c18.t1	Np005G2703000
OG0014141	ESY4_g25212_DN3_SP0_c0.t1	Np005G2701700
OG0014142	ESY4_g25194_DN3_SP4_c0.t1, ESY4_g25935_DN3_SP0_c0.t1	Np005G2700500
OG0014143	ESY4_g25184_DN3_SP0_c0.t1	Np005G2700100
OG0014144	ESY4_g25177_DN3_SP8_c0.t1	Np005G2699700
OG0014145	ESY4_g25159_DN3_SP6_c0.t1	Np005G2628400
OG0014146	ESY4_g25142_DN3_SP6_c0.t1	Np005G2629000
OG0014147	ESY4_g25139_DN3_SP8_c0.t1	Np005G2629300
OG0014148	ESY4_g25113_DN3_SP8_c0.t1	Np005G2630600
OG0014149	ESY4_g25102_DN3_SP0_c0.t1	Np005G2631000
OG0014150	ESY5_g2129_DN3_SP0_c0.t1, ESY4_g25982_DN3_SP2_c0.t1	Np005G2632500
OG0014152	ESY4_g25968_DN3_SP8_c0.t1	Np005G2633300
OG0014153	ESY4_g25910_DN3_SP2_c0.t1	Np005G2634700
OG0014154	ESY4_g25878_DN3_SP2_c0.t1	Np005G2635800
OG0014155	ESY4_g25856_DN2_SP0_c0.t1	Np005G2637300
OG0014156	ESY4_g25834_DN3_SP4_c0.t1	Np005G2638400
