Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0015088	ESY15_g65693_DN3_SP4_c0.t1	Cg001G0281000
OG0015089	ESY15_g65879_DN3_SP1_c46.t1	Cg001G0278000
OG0015090	ESY15_g65880_DN3_SP0_c0.t1	Cg006G1904700
OG0015091	ESY27_g13450_DN3_SP1_c0.t1	Cg001G0274000
OG0015092	ESY27_g13411_DN3_SP6_c0.t1	Cg001G0273600
OG0015093	ESY15_g65437_DN3_SP0_c0.t1	Cg001G0269100
OG0015094	ESY22_g40640_DN3_SP7_c0.t1	Cg001G0266100
OG0015095	ESY22_g40641_DN3_SP0_c0.t1	Cg001G0266000
OG0015096	ESY22_g40677_DN3_SP0_c0.t1	Cg001G0265800
OG0015097	ESY22_g40967_DN3_SP7_c0.t1	Cg001G0258900
OG0015098	ESY22_g41051_DN3_SP8_c0.t1	Cg001G0258400
OG0015099	ESY22_g41062_DN3_SP0_c0.t1	Cg001G0258100
OG0015100	ESY22_g41064_DN3_SP0_c0.t1	Cg001G0257900
OG0015101	ESY2_g38864_DN3_SP7_c0.t1	Cg001G0253000
OG0015102	ESY2_g38856_DN3_SP0_c36.t1	Cg001G0252600
OG0015103	ESY2_g38805_DN3_SP0_c0.t1	Cg004G1283400
OG0015104	ESY2_g38804_DN3_SP8_c0.t1	Cg001G0251800
OG0015105	ESY10_g14507_DN3_SP0_c0.t1	Cg002G0687800
OG0015106	ESY10_g14478_DN1_SP0_c0.t1	Cg004G1367600
OG0015107	ESY2_g38631_DN3_SP0_c0.t1	Cg001G0248500
OG0015108	ESY2_g38608_DN3_SP8_c0.t1	Cg001G0248200
OG0015109	ESY2_g38599_DN3_SP7_c0.t1	Cg001G0248000
OG0015110	ESY2_g38587_DN1_SP0_c0.t1	Cg001G0247700
OG0015111	ESY2_g38585_DN3_SP1_c0.t1	Cg001G0247500
OG0015113	ESY2_g35853_DN3_SP3_c0.t1	Cg007G2498000
OG0015114	ESY2_g35873_DN2_SP0_c0.t1	Cg007G2499800
OG0015115	ESY2_g35874_DN3_SP0_c0.t1	Cg007G2499900
OG0015117	ESY2_g35885_DN3_SP2_c0.t1	Cg007G2500900
OG0015118	ESY2_g35889_DN3_SP0_c0.t1	Cg007G2501300
OG0015119	ESY2_g35890_DN3_SP4_c0.t1	Cg007G2501400
OG0015120	ESY2_g35896_DN3_SP5_c0.t1	Cg007G2501800
OG0015121	ESY2_g35920_DN3_SP1_c0.t1	Cg007G2503300
OG0015122	ESY4_g26597_DN3_SP0_c0.t1	Cg008G2869100
OG0015123	ESY2_g35923_DN3_SP6_c14.t1	Cg007G2503500
OG0015124	ESY2_g34860_DN3_SP8_c0.t1	Cg007G2505900
OG0015125	ESY2_g34864_DN3_SP0_c0.t1	Cg007G2506300
OG0015126	ESY2_g34872_DN3_SP8_c2.t1	Cg007G2507200
OG0015128	ESY2_g34877_DN3_SP0_c0.t1	Cg007G2507600
OG0015129	ESY2_g34889_DN3_SP1_c0.t1	Cg007G2508700
OG0015130	ESY2_g34902_DN3_SP6_c0.t1	Cg007G2510200
OG0015131	ESY2_g34905_DN3_SP8_c0.t1	Cg007G2510600
OG0015132	ESY2_g34916_DN3_SP7_c0.t1	Cg007G2511200
OG0015133	ESY8_g59305_DN3_SP8_c0.t1	Cg005G1726100
OG0015134	ESY8_g59395_DN3_SP0_c0.t1	Cg005G1736700
OG0015135	ESY2_g34951_DN1_SP0_c0.t1	Cg007G2513000
OG0015136	ESY2_g34956_DN3_SP8_c0.t1	Cg007G2513500
OG0015137	ESY2_g34958_DN3_SP7_c0.t1	Cg007G2513700
OG0015138	ESY2_g34965_DN3_SP7_c0.t1	Cg007G2514400
OG0015140	ESY10_g14539_DN3_SP0_c0.t1	Cg002G0689100
OG0015141	ESY2_g34988_DN2_SP0_c12.t1	Cg007G2517000
OG0015142	ESY2_g34989_DN3_SP2_c0.t1	Cg007G2517100
OG0015143	ESY2_g34993_DN3_SP0_c0.t1	Cg007G2517500
OG0015144	ESY2_g35004_DN3_SP8_c0.t1	Cg007G2518100
OG0015145	ESY2_g35006_DN2_SP0_c13.t1	Cg007G2518300
OG0015146	ESY2_g35013_DN3_SP5_c0.t1	Cg007G2518500
OG0015147	ESY2_g34434_DN3_SP1_c0.t1	Cg007G2455400
OG0015148	ESY2_g34433_DN3_SP8_c0.t1	Cg007G2455500
OG0015149	ESY2_g34422_DN3_SP1_c0.t1	Cg007G2456500
OG0015151	ESY2_g34411_DN3_SP0_c0.t1	Cg007G2457300
OG0015152	ESY2_g34406_DN3_SP8_c0.t1	Cg007G2457800
OG0015153	ESY2_g34396_DN2_SP0_c0.t1	Cg007G2458500
OG0015155	ESY2_g34388_DN3_SP1_c0.t1	Cg007G2459100
OG0015156	ESY2_g35365_DN3_SP0_c0.t1	Cg007G2460300
OG0015157	ESY2_g35370_DN3_SP8_c0.t1	Cg007G2461200
OG0015158	ESY2_g35374_DN3_SP1_c0.t1	Cg007G2464000
OG0015159	ESY4_g24008_DN3_SP5_c0.t1	Cg001G0117300
OG0015160	ESY4_g24124_DN3_SP5_c0.t1	Cg001G0115600
OG0015161	ESY4_g24126_DN3_SP0_c0.t1	Cg001G0115500
OG0015162	ESY4_g24132_DN3_SP6_c0.t1	Cg001G0115100
OG0015163	ESY4_g24135_DN3_SP0_c0.t1, ESY16_g61992_DN3_SP0_c0.t1	Cg001G0114800
OG0015164	ESY4_g24181_DN3_SP5_c0.t1	Cg001G0114100
OG0015165	ESY4_g24211_DN3_SP8_c0.t1	Cg001G0112200
OG0015166	ESY4_g24213_DN3_SP3_c0.t1	Cg001G0112100
OG0015167	ESY4_g24229_DN3_SP0_c0.t1	Cg001G0111100
OG0015168	ESY4_g24240_DN3_SP0_c0.t1	Cg001G0110700
OG0015169	ESY4_g24299_DN3_SP0_c0.t1	Cg001G0110400
OG0015170	ESY4_g24304_DN3_SP8_c0.t1	Cg001G0109700
OG0015171	ESY6_g47231_DN3_SP8_c0.t1	Cg003G0915600
OG0015172	ESY2_g33443_DN3_SP8_c0.t1	Cg007G2267700
OG0015173	ESY2_g33401_DN3_SP0_c0.t1	Cg007G2266100
OG0015174	ESY2_g33372_DN3_SP0_c0.t1	Cg007G2265200
OG0015175	ESY8_g60521_DN3_SP6_c0.t1	Cg001G0370100
OG0015176	ESY8_g60431_DN3_SP8_c0.t1	Cg001G0371800
OG0015177	ESY8_g60340_DN3_SP6_c0.t1	Cg001G0374600
OG0015178	ESY8_g60336_DN3_SP8_c0.t1	Cg001G0374700
OG0015179	ESY8_g60333_DN3_SP0_c0.t1	Cg001G0374900
OG0015180	ESY4_g25954_DN3_SP8_c0.t1	Cg002G0612100
OG0015181	ESY1_g6847_DN3_SP8_c0.t1	Cg002G0598500
OG0015182	ESY2_g35153_DN3_SP7_c0.t1	Cg002G0606000
OG0015183	ESY21_g55407_DN3_SP6_c0.t1	Cg002G0636200
OG0015184	ESY21_g55280_DN3_SP0_c0.t1	Cg002G0638900
OG0015185	ESY21_g55673_DN3_SP8_c0.t1	Cg002G0630700
OG0015187	ESY21_g55834_DN3_SP5_c0.t1	Cg002G0649600
OG0015188	ESY21_g55874_DN3_SP7_c0.t1	Cg002G0651200
OG0015190	ESY10_g13680_DN2_SP0_c0.t1	Cg002G0652100
OG0015191	ESY10_g13723_DN3_SP0_c0.t1	Cg002G0653800
OG0015192	ESY10_g13761_DN3_SP8_c0.t1	Cg002G0655100
OG0015193	ESY10_g13768_DN3_SP4_c0.t1	Cg002G0655500
OG0015194	ESY10_g13769_DN3_SP8_c0.t1	Cg002G0655600
OG0015195	ESY10_g13770_DN3_SP8_c0.t1	Cg002G0655700
OG0015196	ESY10_g13777_DN3_SP7_c0.t1	Cg002G0656200
OG0015197	ESY10_g13810_DN3_SP7_c0.t1	Cg002G0657400
OG0015198	ESY10_g13818_DN3_SP0_c0.t1	Cg002G0658000
OG0015199	ESY10_g13862_DN3_SP0_c0.t1	Cg002G0659500
OG0015200	ESY10_g13859_DN3_SP0_c0.t1	Cg002G0659900
OG0015201	ESY10_g13844_DN3_SP8_c0.t1	Cg002G0660000
OG0015202	ESY10_g13900_DN3_SP3_c0.t1	Cg002G0661800
OG0015203	ESY10_g13915_DN3_SP0_c0.t1	Cg002G0662300
OG0015204	ESY10_g13968_DN3_SP0_c0.t1	Cg002G0666200
OG0015205	ESY10_g13979_DN3_SP0_c0.t1	Cg002G0667000
OG0015206	ESY10_g13981_DN3_SP0_c0.t1	Cg002G0667300
OG0015207	ESY10_g13982_DN3_SP0_c0.t1	Cg002G0667400
OG0015208	ESY5_g4206_DN3_SP1_c0.t1	Cg006G2081700
OG0015209	ESY10_g14028_DN3_SP8_c0.t1	Cg002G0670600
OG0015210	ESY10_g14031_DN3_SP2_c0.t1	Cg002G0670800
OG0015211	ESY10_g14046_DN3_SP0_c0.t1	Cg002G0671400
OG0015212	ESY2_g35481_DN3_SP4_c0.t1	Cg007G2469800
OG0015213	ESY2_g35470_DN3_SP1_c0.t1	Cg007G2468900
OG0015214	ESY2_g35417_DN3_SP0_c0.t1	Cg007G2465100
OG0015215	ESY2_g35416_DN3_SP2_c0.t1	Cg007G2465000
OG0015216	ESY2_g35412_DN3_SP0_c0.t1	Cg007G2464700
OG0015217	ESY22_g40930_DN3_SP6_c0.t1	Cg001G0259500
OG0015218	ESY2_g35398_DN3_SP5_c0.t1	Cg007G2461800
OG0015219	ESY10_g15254_DN3_SP0_c0.t1	Cg008G2966900
OG0015220	ESY10_g15258_DN3_SP0_c0.t1	Cg008G2966800
OG0015221	ESY7_g16848_DN2_SP4_c0.t1	Cg008G2965300
OG0015222	ESY7_g16838_DN3_SP3_c0.t1	Cg008G2964800
OG0015223	ESY7_g16812_DN3_SP0_c0.t1	Cg008G2962900
OG0015224	ESY7_g16775_DN3_SP7_c0.t1	Cg008G2959100
OG0015225	ESY7_g16774_DN3_SP0_c0.t1	Cg008G2959000
OG0015226	ESY7_g16773_DN3_SP6_c0.t1	Cg008G2958900
OG0015228	ESY7_g16740_DN3_SP4_c0.t1	Cg008G2955500
OG0015229	ESY2_g37598_DN3_SP0_c0.t1	Cg006G1834200
OG0015230	ESY2_g37593_DN3_SP8_c0.t1, ESY2_g37621_DN3_SP0_c0.t1	Cg006G1833900
OG0015231	ESY2_g37572_DN3_SP0_c0.t1	Cg006G1833600
OG0015232	ESY2_g37566_DN3_SP0_c0.t1	Cg006G1833200
OG0015233	ESY2_g37564_DN3_SP8_c0.t1	Cg006G1833100
OG0015234	ESY2_g37557_DN2_SP4_c0.t1	Cg006G1832900
OG0015235	ESY2_g37552_DN3_SP1_c0.t1	Cg006G1832800
OG0015236	ESY2_g37549_DN3_SP8_c0.t1	Cg006G1832500
OG0015237	ESY2_g37495_DN3_SP2_c0.t1	Cg006G1831400
OG0015238	ESY2_g37485_DN3_SP0_c0.t1	Cg006G1830500
OG0015239	ESY2_g37465_DN3_SP8_c0.t1	Cg006G1829300
OG0015240	ESY2_g37464_DN3_SP8_c0.t1	Cg006G1829200
OG0015241	ESY2_g37448_DN2_SP0_c0.t1	Cg006G1828100
OG0015242	ESY2_g37447_DN3_SP3_c0.t1	Cg006G1828000
OG0015243	ESY2_g37426_DN3_SP0_c0.t1	Cg006G1827300
OG0015244	ESY2_g37396_DN3_SP8_c0.t1	Cg006G1825200
OG0015245	ESY2_g37334_DN3_SP0_c0.t1, ESY4_g25638_DN2_SP0_c0.t1	Cg006G1823400
OG0015246	ESY2_g37333_DN3_SP6_c0.t1	Cg006G1823300
OG0015247	ESY2_g37298_DN2_SP0_c0.t1	Cg006G1822000
OG0015248	ESY2_g37266_DN3_SP0_c0.t1	Cg006G1820500
OG0015249	ESY2_g37265_DN3_SP2_c0.t1	Cg006G1820400
OG0015250	ESY2_g37264_DN3_SP1_c11.t1	Cg006G1820300
OG0015251	ESY18_g63337_DN1_SP0_c0.t1	Cg007G2572100
OG0015252	ESY20_g13056_DN3_SP4_c0.t1	Cg005G1741500
OG0015253	ESY2_g37218_DN3_SP7_c0.t1	Cg006G1817800
OG0015254	ESY2_g37204_DN3_SP0_c0.t1	Cg006G1817200
OG0015255	ESY2_g37104_DN3_SP2_c0.t1	Cg006G1812800
OG0015256	ESY2_g37087_DN3_SP2_c0.t1	Cg006G1812200
OG0015257	ESY2_g37084_DN3_SP1_c0.t1	Cg006G1812000
OG0015259	ESY2_g37056_DN3_SP4_c0.t1	Cg006G1811000
OG0015260	ESY2_g37055_DN3_SP6_c0.t1	Cg006G1810900
OG0015261	ESY2_g37042_DN3_SP5_c0.t1	Cg006G1809700
OG0015262	ESY2_g37038_DN3_SP0_c15.t1	Cg006G1809500
OG0015263	ESY2_g37036_DN3_SP0_c0.t1	Cg006G1809300
OG0015264	ESY2_g37020_DN3_SP0_c0.t1	Cg006G1808100
OG0015265	ESY2_g37013_DN3_SP0_c0.t1	Cg006G1807500
OG0015266	ESY2_g37012_DN3_SP0_c0.t1	Cg006G1807400
OG0015267	ESY2_g37003_DN3_SP3_c0.t1	Cg006G1807000
OG0015268	ESY2_g36993_DN3_SP6_c0.t1	Cg006G1806600
OG0015269	ESY2_g36990_DN3_SP2_c0.t1	Cg006G1806400
OG0015270	ESY3_g32156_DN2_SP0_c0.t1	Cg008G2896900
OG0015271	ESY1_g6230_DN3_SP1_c0.t1	Cg008G2894000
OG0015272	ESY1_g6383_DN2_SP0_c0.t1	Cg008G2920000
OG0015273	ESY1_g5952_DN3_SP0_c0.t1	Cg008G2922300
OG0015274	ESY1_g5966_DN3_SP0_c0.t1	Cg008G2925000
OG0015276	ESY16_g61720_DN3_SP0_c0.t1	Cg005G1596800
OG0015278	ESY10_g15054_DN3_SP0_c0.t1	Cg005G1595800
OG0015279	ESY10_g15053_DN3_SP6_c0.t1	Cg005G1595700
OG0015280	ESY1_g6162_DN3_SP8_c0.t1	Cg005G1594400
OG0015281	ESY1_g5857_DN3_SP8_c0.t1	Cg005G1591800
OG0015282	ESY1_g5836_DN3_SP0_c0.t1	Cg005G1591200
OG0015283	ESY5_g3750_DN3_SP0_c0.t1	Cg005G1591000
OG0015284	ESY1_g5831_DN3_SP8_c0.t1	Cg005G1590800
OG0015285	ESY1_g5819_DN2_SP0_c0.t1	Cg005G1589900
OG0015287	ESY1_g5702_DN3_SP8_c0.t1	Cg005G1586800
OG0015288	ESY21_g55189_DN3_SP0_c0.t1	Cg002G0641700
OG0015289	ESY1_g5609_DN3_SP0_c0.t1	Cg005G1583200
OG0015290	ESY1_g5608_DN3_SP0_c0.t1	Cg005G1582900
OG0015291	ESY16_g62010_DN3_SP7_c0.t1	Cg005G1582800
OG0015292	ESY9_g43864_DN3_SP8_c0.t1	Cg005G1582300
OG0015294	ESY9_g43869_DN3_SP0_c0.t1	Cg005G1582000
OG0015295	ESY9_g43902_DN3_SP0_c0.t1	Cg005G1579200
OG0015296	ESY9_g43904_DN3_SP4_c0.t1	Cg005G1578700
OG0015297	ESY9_g43908_DN3_SP8_c0.t1	Cg005G1578200
OG0015299	ESY8_g58159_DN3_SP0_c0.t1	Cg008G2916200
OG0015300	ESY9_g44040_DN3_SP2_c0.t1	Cg005G1575400
OG0015301	ESY9_g44066_DN3_SP8_c0.t1	Cg005G1574200
OG0015302	ESY9_g42970_DN1_SP0_c13.t1	Cg001G0206500
OG0015303	ESY9_g42959_DN2_SP2_c0.t1	Cg001G0207200
OG0015306	ESY9_g42898_DN3_SP7_c0.t1	Cg001G0208500
OG0015307	ESY9_g42888_DN1_SP0_c0.t1	Cg001G0208800
OG0015308	ESY9_g42879_DN1_SP0_c0.t1	Cg001G0209200
OG0015310	ESY9_g42758_DN3_SP6_c0.t1	Cg001G0212700
OG0015311	ESY9_g42753_DN3_SP8_c0.t1	Cg001G0212800
OG0015312	ESY9_g42693_DN3_SP0_c0.t1	Cg001G0214600
OG0015313	ESY9_g42699_DN3_SP0_c0.t1	Cg001G0215000
OG0015314	ESY9_g42674_DN3_SP8_c0.t1	Cg001G0216800
OG0015316	ESY9_g42623_DN3_SP0_c0.t1	Cg001G0219200
OG0015317	ESY9_g42622_DN2_SP1_c0.t1	Cg001G0219300
OG0015318	ESY9_g42600_DN3_SP0_c11.t1	Cg001G0220200
OG0015320	ESY9_g42587_DN3_SP1_c6.t1	Cg001G0220700
OG0015321	ESY8_g59375_DN3_SP8_c0.t1	Cg005G1734200
OG0015322	ESY9_g42533_DN3_SP8_c0.t1	Cg001G0222100
OG0015323	ESY9_g42494_DN3_SP8_c0.t1	Cg001G0225000
OG0015324	ESY9_g42492_DN3_SP7_c0.t1	Cg001G0225200
OG0015325	ESY9_g42491_DN3_SP3_c0.t1	Cg001G0225300
OG0015326	ESY9_g42469_DN2_SP0_c0.t1	Cg001G0226400
OG0015327	ESY2_g36815_DN3_SP8_c0.t1	Cg001G0229300
OG0015328	ESY9_g42419_DN3_SP0_c0.t1	Cg001G0231300
OG0015329	ESY9_g42417_DN3_SP4_c0.t1	Cg001G0231600
OG0015330	ESY16_g61499_DN3_SP0_c0.t1	Cg001G0316800
OG0015331	ESY10_g14550_DN3_SP0_c13.t1	Cg008G2971600
OG0015332	ESY2_g34555_DN3_SP6_c0.t1	Cg002G0644600
OG0015334	ESY1_g10055_DN3_SP3_c55.t1	Cg002G0520400
OG0015335	ESY1_g10047_DN3_SP0_c0.t1	Cg002G0520900
OG0015336	ESY1_g10017_DN3_SP0_c0.t1	Cg002G0521600
OG0015337	ESY1_g9933_DN3_SP8_c0.t1	Cg002G0524300
OG0015338	ESY10_g15373_DN3_SP0_c0.t1	Cg002G0524500
OG0015339	ESY1_g9914_DN3_SP7_c0.t1	Cg002G0524900
OG0015340	ESY1_g9882_DN3_SP0_c0.t1	Cg002G0526300
OG0015341	ESY1_g9881_DN3_SP0_c0.t1	Cg002G0526400
OG0015342	ESY1_g9860_DN3_SP6_c0.t1	Cg002G0527300
OG0015344	ESY6_g46732_DN3_SP0_c0.t1	Cg003G0905200
OG0015345	ESY6_g46722_DN3_SP0_c0.t1	Cg003G0904500
OG0015346	ESY6_g46694_DN3_SP0_c0.t1	Cg003G0904000
OG0015347	ESY6_g46693_DN3_SP8_c0.t1	Cg003G0903900
OG0015348	ESY6_g46670_DN1_SP0_c0.t1	Cg003G0902900
OG0015349	ESY2_g35171_DN3_SP8_c0.t1	Cg003G0902600
OG0015350	ESY6_g46589_DN3_SP8_c0.t1	Cg003G0900100
OG0015351	ESY6_g46420_DN3_SP7_c0.t1	Cg003G0898100
OG0015352	ESY6_g46477_DN3_SP5_c0.t1	Cg003G0898700
OG0015353	ESY6_g46496_DN3_SP8_c0.t1	Cg003G0899000
OG0015354	ESY6_g46414_DN3_SP8_c11.t1	Cg003G0897800
OG0015355	ESY24_g33216_DN3_SP8_c0.t1	Cg003G0891600
OG0015356	ESY24_g33240_DN3_SP8_c0.t1	Cg003G0892800
OG0015357	ESY24_g33241_DN3_SP8_c0.t1	Cg003G0892400
OG0015359	ESY12_g52305_DN3_SP0_c0.t1	Cg004G1366000
OG0015360	ESY11_g53306_DN3_SP8_c0.t1	Cg004G1366400
OG0015361	ESY11_g53318_DN3_SP0_c0.t1	Cg004G1366700
OG0015362	ESY11_g53319_DN2_SP7_c0.t1	Cg004G1366800
OG0015363	ESY11_g53281_DN3_SP0_c0.t1	Cg004G1365000
OG0015364	ESY11_g53350_DN1_SP0_c0.t1	Cg004G1367500
OG0015365	ESY11_g53371_DN3_SP5_c0.t1	Cg004G1367900
OG0015366	ESY11_g53414_DN3_SP1_c0.t1	Cg004G1368800
OG0015367	ESY36_g41127_DN2_SP3_p0.t1	Cg004G1370600
OG0015368	ESY40_g12606_DN3_SP0_c0.t1	Cg004G1371200
OG0015369	ESY11_g53512_DN3_SP2_c0.t1	Cg004G1374600
OG0015370	ESY11_g53574_DN3_SP0_c0.t1	Cg004G1378500, Cg004G1388700
OG0015373	ESY11_g53741_DN2_SP0_c0.t1	Cg004G1395300
OG0015374	ESY21_g55096_DN3_SP0_c0.t1	Cg002G0610100
OG0015375	ESY11_g53816_DN3_SP0_c0.t1	Cg004G1398500
OG0015376	ESY11_g53832_DN3_SP8_c0.t1	Cg004G1399500
OG0015377	ESY11_g53911_DN3_SP0_c0.t1	Cg004G1403200
OG0015378	ESY11_g53918_DN3_SP4_c0.t1	Cg004G1403500
OG0015379	ESY23_g312_DN3_SP0_c0.t1	Cg001G0164300
OG0015380	ESY23_g235_DN3_SP0_c0.t1	Cg001G0166000
OG0015384	ESY26_g42344_DN1_SP0_c0.t1	Cg001G0175200
OG0015385	ESY26_g42290_DN3_SP0_c0.t1	Cg001G0176700
OG0015386	ESY9_g43793_DN3_SP0_c0.t1	Cg001G0178700
OG0015387	ESY9_g43783_DN3_SP1_c0.t1	Cg001G0179200
OG0015388	ESY9_g43740_DN3_SP0_c0.t1	Cg001G0182300
OG0015389	ESY9_g43160_DN3_SP8_c0.t1	Cg001G0202400
OG0015390	ESY9_g43235_DN3_SP0_c0.t1	Cg001G0200700
OG0015391	ESY9_g43273_DN3_SP0_c0.t1	Cg001G0198700
OG0015392	ESY9_g43319_DN3_SP8_c0.t1	Cg001G0197000
OG0015393	ESY9_g43339_DN1_SP0_c0.t1	Cg001G0196400
OG0015394	ESY9_g43352_DN3_SP8_c0.t1	Cg001G0195800
OG0015395	ESY9_g43377_DN3_SP4_c0.t1	Cg001G0194900
OG0015396	ESY9_g43379_DN3_SP0_c0.t1	Cg001G0194700
OG0015397	ESY9_g43426_DN3_SP0_c0.t1	Cg001G0192800
OG0015398	ESY9_g43440_DN3_SP0_c0.t1	Cg001G0192700
OG0015399	ESY9_g43446_DN3_SP0_c0.t1	Cg001G0192300
OG0015401	ESY9_g43467_DN3_SP0_c37.t1, ESY9_g43466_DN3_SP0_c39.t1	Cg001G0191300
OG0015402	ESY9_g43474_DN3_SP0_c0.t1	Cg001G0191000
OG0015403	ESY9_g43475_DN3_SP0_c0.t1	Cg001G0190900
OG0015404	ESY4_g21714_DN3_SP0_c0.t1	Cg001G0248100
OG0015405	ESY9_g43641_DN3_SP0_c0.t1	Cg001G0189400
OG0015406	ESY9_g43640_DN3_SP8_c0.t1	Cg001G0189300
OG0015407	ESY9_g43619_DN3_SP0_c0.t1	Cg001G0188100
OG0015408	ESY9_g43611_DN3_SP2_c10.t1	Cg001G0187500
OG0015409	ESY10_g14636_DN3_SP8_c0.t1	Cg002G0694500
OG0015410	ESY9_g43578_DN3_SP0_c0.t1	Cg001G0186000
OG0015411	ESY9_g43569_DN3_SP0_c0.t1	Cg001G0185600
OG0015413	ESY9_g43547_DN3_SP0_c0.t1	Cg001G0185100
OG0015414	ESY9_g43058_DN3_SP0_c0.t1	Cg001G0204300
OG0015415	ESY9_g43020_DN3_SP0_c14.t1	Cg001G0205100
OG0015417	ESY1_g6665_DN3_SP5_c0.t1	Cg008G2830500
OG0015418	ESY1_g6623_DN3_SP5_c0.t1	Cg007G2268500
OG0015419	ESY1_g6619_DN3_SP8_c20.t1	Cg008G2915900
OG0015420	ESY1_g6568_DN3_SP8_c0.t1	Cg008G2910700
OG0015421	ESY16_g61454_DN3_SP8_c0.t1	Cg001G0241800
OG0015422	ESY16_g61480_DN3_SP7_c0.t1	Cg001G0240000
OG0015423	ESY16_g61492_DN3_SP0_c0.t1	Cg001G0238900
OG0015424	ESY16_g61457_DN2_SP8_c0.t1	Cg001G0241500
OG0015425	ESY16_g61494_DN3_SP4_c0.t1	Cg001G0238700
OG0015426	ESY16_g61514_DN3_SP1_c0.t1	Cg001G0237300
OG0015427	ESY16_g61543_DN3_SP8_c0.t1	Cg001G0236000
OG0015428	ESY16_g61545_DN3_SP3_c0.t1	Cg001G0235800
OG0015429	ESY16_g61614_DN3_SP8_c0.t1	Cg001G0233200
OG0015430	ESY3_g32679_DN2_SP0_c0.t1	Cg004G1072000
OG0015431	ESY3_g32672_DN3_SP0_c0.t1	Cg004G1072900
OG0015432	ESY3_g32670_DN3_SP0_c0.t1	Cg004G1073100
OG0015433	ESY3_g32668_DN3_SP0_c0.t1	Cg004G1073300
OG0015434	ESY3_g32654_DN3_SP0_c0.t1	Cg004G1074300
OG0015435	ESY3_g32640_DN3_SP1_c0.t1	Cg004G1075600
OG0015436	ESY3_g32632_DN3_SP4_c0.t1	Cg004G1076600
OG0015437	ESY6_g50284_DN3_SP0_c0.t1	Cg003G1063700
OG0015438	ESY6_g50274_DN3_SP2_c0.t1	Cg003G1064400
OG0015439	ESY6_g50249_DN3_SP2_c0.t1	Cg006G1902600
OG0015440	ESY6_g49427_DN3_SP6_c0.t1	Cg007G2544600
OG0015441	ESY6_g50242_DN3_SP3_c0.t1	Cg003G1066400
OG0015442	ESY1_g6783_DN3_SP3_c0.t1	Cg002G0667200
OG0015443	ESY6_g50227_DN3_SP1_c0.t1	Cg003G1067800
OG0015444	ESY6_g50229_DN3_SP0_c7.t1	Cg003G1068000
OG0015445	ESY6_g50747_DN3_SP7_c0.t1	Cg003G1068900
OG0015446	ESY6_g50752_DN3_SP2_c0.t1	Cg003G1069400
OG0015447	ESY1_g12597_DN3_SP5_p0.t1	Cg002G0395300
OG0015448	ESY1_g12596_DN3_SP0_c0.t1	Cg002G0395400
OG0015449	ESY1_g12592_DN3_SP0_c0.t1, ESY1_g12595_DN3_SP7_c0.t1	Cg002G0395500
OG0015450	ESY1_g12589_DN3_SP8_c0.t1	Cg002G0395900
OG0015451	ESY1_g12588_DN3_SP3_c0.t1	Cg002G0396100
OG0015452	ESY1_g12580_DN3_SP5_c0.t1	Cg002G0396600
OG0015453	ESY1_g12578_DN3_SP1_c0.t1	Cg002G0396800
OG0015454	ESY1_g12570_DN3_SP0_c0.t1	Cg002G0397600
OG0015455	ESY1_g12569_DN3_SP8_c0.t1	Cg002G0397700
OG0015456	ESY1_g12551_DN3_SP0_c0.t1	Cg002G0399800
OG0015457	ESY1_g12547_DN3_SP0_c0.t1	Cg002G0400100
OG0015458	ESY1_g12527_DN2_SP0_c0.t1	Cg002G0401100
OG0015459	ESY1_g12515_DN3_SP2_c0.t1	Cg002G0402100
OG0015460	ESY1_g12510_DN3_SP0_c0.t1	Cg002G0402700
OG0015461	ESY1_g12507_DN3_SP0_c0.t1	Cg002G0403100
OG0015462	ESY1_g12498_DN3_SP0_c0.t1	Cg002G0403400
OG0015463	ESY1_g12483_DN3_SP0_c0.t1	Cg002G0404600
OG0015464	ESY1_g12453_DN3_SP1_c0.t1	Cg002G0406100
OG0015465	ESY1_g12451_DN3_SP0_c0.t1	Cg002G0406200
OG0015466	ESY1_g12429_DN3_SP0_c0.t1	Cg002G0407200
OG0015467	ESY1_g12425_DN3_SP0_c0.t1	Cg002G0407600
OG0015468	ESY1_g12405_DN3_SP3_c0.t1	Cg002G0409700
OG0015469	ESY1_g12384_DN2_SP2_c0.t1	Cg002G0410500
OG0015470	ESY1_g12377_DN3_SP5_c0.t1	Cg002G0411200
OG0015471	ESY1_g12370_DN3_SP0_c0.t1	Cg002G0411600
OG0015472	ESY6_g46621_DN3_SP4_c0.t1	Cg003G0900800
OG0015473	ESY1_g12338_DN3_SP0_c0.t1	Cg002G0413900
OG0015474	ESY1_g12315_DN3_SP0_c0.t1	Cg002G0414800
OG0015475	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1	Cg002G0415300
OG0015476	ESY1_g12285_DN3_SP0_c0.t1	Cg002G0416200
OG0015478	ESY1_g12242_DN3_SP8_c0.t1	Cg002G0418800
OG0015479	ESY1_g12207_DN3_SP0_c8.t1	Cg002G0419700
OG0015480	ESY1_g12184_DN3_SP8_c0.t1	Cg002G0420300
OG0015481	ESY1_g12183_DN3_SP0_c0.t1	Cg002G0420400
OG0015482	ESY2_g36645_DN3_SP0_c0.t1	Cg005G1718000
