Orthogroup	Euclidium_syriacum	Brassica_rapa
OG0014510	ESY8_g59153_DN3_SP8_c13.t1	XP_009103555.1
OG0014511	ESY8_g59141_DN3_SP8_c0.t1	XP_009103557.1
OG0014512	ESY8_g59139_DN3_SP8_c0.t1	XP_009106920.1
OG0014513	ESY8_g59125_DN2_SP3_c0.t1	XP_009140862.3
OG0014514	ESY8_g59124_DN3_SP8_c0.t1	XP_009103561.2
OG0014515	ESY8_g59080_DN3_SP0_c0.t1	XP_009140764.1
OG0014516	ESY8_g59073_DN3_SP1_c0.t1	XP_009140774.1
OG0014517	ESY8_g59053_DN3_SP0_c0.t1	XP_009133901.1
OG0014518	ESY8_g59048_DN3_SP0_c0.t1	XP_009140799.2
OG0014519	ESY8_g59047_DN3_SP0_c0.t1	XP_009103596.1
OG0014521	ESY8_g58997_DN2_SP0_c0.t1	XP_009140828.1
OG0014522	ESY8_g58991_DN3_SP0_c0.t1	XP_009103630.1
OG0014523	ESY8_g58980_DN3_SP2_c0.t1	XP_009140842.1
OG0014524	ESY8_g58975_DN3_SP0_c0.t1	XP_009140844.1
OG0014525	ESY8_g58967_DN3_SP4_c0.t1	XP_009103651.2
OG0014526	ESY8_g58959_DN3_SP8_c0.t1	XP_009140848.1
OG0014527	ESY8_g58949_DN3_SP0_c16.t1	XP_009103664.1
OG0014529	ESY8_g58941_DN3_SP8_c13.t1	XP_009103678.1
OG0014530	ESY8_g58921_DN3_SP0_c0.t1	XP_009103693.1
OG0014531	ESY8_g58906_DN2_SP0_c0.t1	XP_009140918.1
OG0014532	ESY8_g58901_DN3_SP8_c0.t1	XP_009140923.1
OG0014533	ESY8_g58896_DN2_SP0_c0.t1	XP_033130793.1
OG0014534	ESY8_g58895_DN3_SP1_c0.t1	XP_009140929.1
OG0014535	ESY8_g58866_DN3_SP0_c0.t1	XP_009140944.1
OG0014536	ESY8_g58830_DN2_SP7_c0.t1	XP_009125047.1
OG0014537	ESY8_g58827_DN3_SP0_c0.t1	XP_009140962.1
OG0014538	ESY8_g58774_DN3_SP0_c0.t1	XP_009144369.1
OG0014539	ESY8_g58754_DN3_SP8_c0.t1	XP_009144359.2
OG0014540	ESY8_g58750_DN3_SP8_c0.t1	XP_009144358.1
OG0014541	ESY8_g58721_DN3_SP0_c0.t1	XP_009144341.1
OG0014542	ESY8_g58707_DN3_SP7_c10.t1	XP_009144334.1
OG0014543	ESY8_g58694_DN3_SP0_c0.t1	XP_009144328.1
OG0014544	ESY8_g58686_DN3_SP3_c0.t1	XP_009144323.1
OG0014545	ESY8_g58670_DN3_SP0_c0.t1	XP_009132721.1
OG0014546	ESY8_g58665_DN3_SP0_c0.t1	XP_009132723.1
OG0014548	ESY8_g58536_DN3_SP3_c0.t1	XP_009144235.1
OG0014549	ESY1_g11593_DN2_SP0_c42.t1	XP_009116481.1
OG0014550	ESY8_g58491_DN3_SP4_c0.t1	XP_009141174.1, XP_009144227.1
OG0014551	ESY8_g58490_DN3_SP1_c0.t1	XP_009144225.1
OG0014552	ESY8_g58486_DN3_SP7_c0.t1	XP_009144222.2
OG0014553	ESY8_g58462_DN3_SP7_c0.t1	XP_009132783.2
OG0014554	ESY8_g58453_DN3_SP0_c0.t1	XP_009141162.1
OG0014555	ESY8_g58431_DN2_SP0_c0.t1	XP_009137796.1
OG0014556	ESY8_g58402_DN3_SP0_c0.t1	XP_009141194.1
OG0014557	ESY8_g58394_DN2_SP0_c0.t1	XP_009144021.1
OG0014558	ESY8_g58366_DN3_SP8_c0.t1	XP_033145354.1
OG0014559	ESY8_g58356_DN3_SP8_c0.t1	XP_009144034.1
OG0014560	ESY8_g58348_DN3_SP5_c0.t1	XP_018514513.2
OG0014562	ESY20_g12682_DN3_SP0_c0.t1	XP_009143996.1
OG0014563	ESY20_g13340_DN3_SP7_c0.t1	XP_033143743.1
OG0014564	ESY20_g13332_DN3_SP0_c24.t1	XP_009143959.1
OG0014565	ESY20_g12722_DN3_SP0_c0.t1	XP_009132879.1
OG0014566	ESY20_g12731_DN2_SP0_c0.t1, ESY20_g12729_DN2_SP0_c0.t1	XP_009132881.1
OG0014567	ESY20_g12745_DN3_SP7_c0.t1	XP_009143922.1
OG0014568	ESY20_g12746_DN3_SP0_c0.t1	XP_009143918.1
OG0014570	ESY20_g12870_DN3_SP0_c0.t1	XP_009101785.1
OG0014571	ESY20_g12909_DN3_SP0_c0.t1	XP_009101769.1
OG0014572	ESY20_g12663_DN3_SP8_c0.t1	XP_009101766.1
OG0014573	ESY20_g12661_DN3_SP8_c0.t1	XP_009101760.1
OG0014574	ESY6_g49202_DN3_SP0_c0.t1	XP_009101759.1
OG0014575	ESY20_g12660_DN3_SP2_c0.t1	NP_001289000.1
OG0014576	ESY8_g58127_DN3_SP1_c0.t1	XP_009113968.1
OG0014577	ESY8_g58145_DN2_SP0_c0.t1	XP_009101748.1
OG0014578	ESY8_g58183_DN3_SP0_c15.t1	XP_033135767.1
OG0014579	ESY8_g58193_DN3_SP4_c0.t1	XP_009101734.1
OG0014580	ESY8_g58197_DN3_SP0_c0.t1	XP_009101732.2
OG0014581	ESY8_g58210_DN3_SP8_c0.t1	XP_009101728.1
OG0014583	ESY2_g34242_DN3_SP0_c0.t1	XP_009137515.1
OG0014584	ESY13_g56502_DN3_SP5_c0.t1	XP_009137520.1
OG0014585	ESY11_g54402_DN1_SP0_c0.t1	XP_033141303.1
OG0014586	ESY13_g56706_DN3_SP0_c0.t1	XP_009139238.1
OG0014587	ESY13_g56603_DN3_SP0_c0.t1	XP_033142959.1
OG0014589	ESY4_g21963_DN3_SP0_c0.t1	XP_009118936.1
OG0014590	ESY2_g35326_DN3_SP0_c0.t1	XP_033137525.1
OG0014592	ESY4_g22550_DN3_SP8_c0.t1	XP_009145041.2
OG0014593	ESY7_g18256_DN3_SP1_c0.t1	XP_009118921.1
OG0014595	ESY3_g32470_DN3_SP5_c0.t1	XP_009129550.1
OG0014596	ESY2_g34707_DN3_SP2_c0.t1	XP_033131987.1
OG0014597	ESY4_g22221_DN3_SP7_c0.t1	XP_009107462.1, XP_009129554.1
OG0014598	ESY4_g22466_DN3_SP0_c0.t1	XP_009107455.2
OG0014599	ESY4_g22213_DN3_SP3_c0.t1	XP_018511404.1
OG0014600	ESY4_g22220_DN3_SP5_c0.t1	XP_009107445.1
OG0014601	ESY4_g22098_DN3_SP0_c0.t1	XP_009113734.1
OG0014602	ESY4_g22096_DN3_SP0_c0.t1	XP_009109776.1
OG0014603	ESY5_g3335_DN3_SP0_c0.t1	XP_009109771.1
OG0014605	ESY4_g22614_DN3_SP2_c0.t1	XP_033133446.1
OG0014606	ESY4_g22816_DN3_SP0_c0.t1	XP_009109748.2
OG0014607	ESY3_g28719_DN3_SP3_c0.t1	XP_009113675.2
OG0014608	ESY4_g22711_DN3_SP5_c0.t1	XP_009113673.1
OG0014609	ESY5_g3685_DN3_SP0_c0.t1	XP_009113664.1
OG0014610	ESY11_g53783_DN3_SP0_c0.t1	XP_009102885.1
OG0014611	ESY4_g23080_DN3_SP0_c0.t1	XP_009109677.1
OG0014612	ESY4_g23228_DN3_SP4_c0.t1	XP_009115240.1
OG0014614	ESY4_g23295_DN3_SP1_c0.t1	XP_009115224.1
OG0014615	ESY4_g23311_DN3_SP8_c0.t1	XP_009115213.1
OG0014616	ESY4_g23321_DN3_SP8_c0.t1	XP_009115205.1
OG0014617	ESY4_g23467_DN3_SP5_c0.t1	XP_009115202.1
OG0014618	ESY4_g23493_DN3_SP1_c0.t1	XP_009115195.1
OG0014619	ESY4_g23540_DN3_SP0_c0.t1	XP_009115192.1
OG0014620	ESY4_g23664_DN3_SP2_c0.t1	XP_009115137.1
OG0014621	ESY4_g23669_DN3_SP0_c0.t1	XP_009115133.1
OG0014622	ESY4_g23673_DN3_SP5_c0.t1	XP_009115132.1
OG0014623	ESY13_g57623_DN3_SP3_c0.t1	XP_009138156.1
OG0014624	ESY4_g23683_DN3_SP0_c0.t1	XP_009115123.1
OG0014625	ESY4_g23687_DN3_SP7_c0.t1	XP_009115114.1
OG0014626	ESY4_g23714_DN3_SP0_c0.t1	XP_009115060.1
OG0014627	ESY16_g62062_DN3_SP8_c0.t1	XP_009115036.1, XP_009102684.1
OG0014628	ESY16_g62053_DN3_SP5_c0.t1	XP_009115033.1
OG0014629	ESY16_g62038_DN3_SP7_c0.t1	XP_009115026.1
OG0014630	ESY16_g62012_DN3_SP1_c0.t1	XP_009115018.1
OG0014631	ESY16_g61989_DN3_SP3_c0.t1	XP_009102671.1
OG0014632	ESY16_g61988_DN3_SP8_c0.t1	XP_009108132.1
OG0014633	ESY16_g61953_DN3_SP7_c0.t1	XP_009102666.1
OG0014634	ESY16_g61926_DN3_SP8_c0.t1	XP_009108119.2
OG0014635	ESY16_g61920_DN1_SP0_c0.t1	XP_009108118.1
OG0014636	ESY16_g61909_DN3_SP0_c0.t1	XP_009114986.1
OG0014637	ESY16_g61906_DN2_SP0_c0.t1	XP_033135666.1
OG0014638	ESY16_g61836_DN3_SP8_c0.t1	XP_009114966.1
OG0014639	ESY16_g61835_DN3_SP0_c0.t1	XP_009145230.1
OG0014640	ESY16_g61834_DN3_SP8_c0.t1	XP_009108103.2
OG0014641	ESY16_g61809_DN3_SP7_c0.t1	XP_009108002.1
OG0014642	ESY16_g61761_DN3_SP2_c0.t1	XP_009114911.1
OG0014643	ESY16_g61759_DN3_SP1_c0.t1	XP_009145204.1
OG0014644	ESY16_g61747_DN3_SP2_c0.t1	XP_009114905.1
OG0014645	ESY16_g61740_DN3_SP0_c0.t1	XP_009114899.1
OG0014646	ESY16_g61733_DN3_SP3_c10.t1	XP_009114894.1
OG0014647	ESY16_g61669_DN3_SP7_c0.t1	XP_009114877.1
OG0014648	ESY10_g14364_DN3_SP0_c0.t1	XP_009101246.1
OG0014649	ESY10_g14350_DN3_SP0_c0.t1	XP_009101241.1
OG0014650	ESY10_g14310_DN1_SP0_c0.t1	XP_009152221.1
OG0014651	ESY10_g14291_DN3_SP0_c0.t1	XP_009152208.1
OG0014652	ESY10_g14209_DN3_SP1_c0.t1	XP_009114155.1
OG0014653	ESY10_g14208_DN3_SP1_c0.t1	XP_009138640.1
OG0014654	ESY10_g14206_DN3_SP3_c0.t1	XP_009129089.2
OG0014655	ESY10_g14189_DN3_SP8_c0.t1	XP_009152160.1
OG0014656	ESY10_g14178_DN3_SP0_c0.t1	XP_009152155.1
OG0014657	ESY6_g50332_DN3_SP0_c0.t1	XP_009103480.2
OG0014658	ESY6_g50343_DN3_SP0_c0.t1	XP_009103476.1
OG0014659	ESY6_g50352_DN3_SP0_c0.t1	XP_009112354.1
OG0014660	ESY6_g50385_DN3_SP0_c0.t1	XP_009103438.1
OG0014661	ESY6_g50388_DN3_SP4_c0.t1	XP_009103436.1
OG0014662	ESY6_g50389_DN3_SP0_c0.t1	XP_009147104.1
OG0014663	ESY6_g50396_DN3_SP8_c0.t1	XP_033136338.1
OG0014664	ESY6_g50398_DN2_SP7_c0.t1	XP_009103429.1
OG0014665	ESY6_g50410_DN3_SP0_c0.t1	XP_009103420.2
OG0014666	ESY6_g50413_DN1_SP0_c0.t1	XP_009130540.1
OG0014667	ESY6_g50415_DN3_SP0_c0.t1	XP_033129524.1
OG0014668	ESY6_g50430_DN3_SP0_c0.t1	XP_009150685.1
OG0014671	ESY6_g50419_DN3_SP0_c0.t1	XP_009150673.3
OG0014672	ESY6_g50456_DN3_SP2_c0.t1	XP_009150664.1
OG0014673	ESY6_g50476_DN2_SP0_c40.t1	XP_018515010.1
OG0014674	ESY6_g50485_DN3_SP0_c0.t1	XP_009112189.1
OG0014675	ESY6_g50535_DN3_SP0_c0.t1	XP_009130497.1
OG0014676	ESY6_g50540_DN3_SP4_c0.t1	XP_009130494.1
OG0014677	ESY6_g50569_DN3_SP0_c0.t1	XP_009150589.1
OG0014678	ESY6_g50599_DN2_SP0_c0.t1	XP_009150566.3
OG0014679	ESY6_g50608_DN3_SP0_c0.t1	XP_009150564.1
OG0014680	ESY6_g50623_DN3_SP8_c0.t1	XP_009150552.1
OG0014681	ESY6_g50635_DN3_SP0_c0.t1	XP_033128198.1
OG0014682	ESY6_g50658_DN2_SP5_c0.t1	XP_009112144.1
OG0014683	ESY6_g50676_DN3_SP8_c14.t1	XP_009150528.1
OG0014684	ESY6_g50681_DN3_SP0_c0.t1	XP_009150520.1
OG0014685	ESY6_g50685_DN3_SP7_c0.t1	XP_009130453.1
OG0014686	ESY6_g50690_DN3_SP7_c0.t1	XP_009150516.1
OG0014687	ESY6_g50706_DN3_SP2_c0.t1	XP_009130447.1
OG0014688	ESY11_g54843_DN3_SP4_c0.t1	XP_009112123.2
OG0014689	ESY6_g50719_DN3_SP1_c0.t1	XP_009150488.1
OG0014690	ESY6_g50739_DN3_SP6_c0.t1	XP_009150466.1
OG0014691	ESY6_g49598_DN3_SP0_c0.t1	XP_009150460.1
OG0014692	ESY6_g49603_DN3_SP0_c0.t1	XP_009150456.1
OG0014693	ESY6_g49649_DN3_SP5_c0.t1	XP_009150415.1
OG0014694	ESY6_g49684_DN3_SP8_c0.t1	XP_009150396.1
OG0014695	ESY6_g49685_DN3_SP8_c0.t1	XP_009150395.1
OG0014696	ESY6_g49694_DN3_SP3_c0.t1	XP_009112078.1
OG0014697	ESY6_g49697_DN3_SP6_c13.t1	XP_033128339.1
OG0014698	ESY6_g49698_DN3_SP1_c0.t1	XP_009130250.2
OG0014699	ESY8_g59180_DN3_SP0_c0.t1	XP_009150378.1
OG0014700	ESY6_g49709_DN3_SP0_c0.t1	XP_009150385.1
OG0014701	ESY6_g49746_DN3_SP7_c0.t1	XP_009112063.1
OG0014703	ESY6_g49752_DN3_SP0_c0.t1	XP_009112057.2
OG0014704	ESY6_g49782_DN3_SP8_c0.t1	XP_009150364.1
OG0014705	ESY6_g49783_DN2_SP0_c0.t1	XP_009112049.1
OG0014706	ESY6_g49824_DN3_SP0_c0.t1	XP_009151398.1
OG0014707	ESY6_g49339_DN3_SP0_c0.t1	XP_009151378.1
OG0014708	ESY6_g49374_DN3_SP3_c0.t1	XP_009151351.1
OG0014709	ESY6_g49375_DN3_SP8_c0.t1	XP_033130064.1
OG0014710	ESY6_g49398_DN3_SP1_c0.t1	XP_033140936.1
OG0014711	ESY6_g49403_DN3_SP7_c0.t1	XP_009130191.1
OG0014712	ESY6_g49405_DN3_SP4_c0.t1	XP_009151328.1
OG0014713	ESY6_g49416_DN3_SP0_c0.t1	XP_009151325.1
OG0014714	ESY6_g49430_DN3_SP0_c0.t1	XP_009151308.1
OG0014715	ESY6_g49432_DN3_SP5_c0.t1	XP_033128993.1
OG0014716	ESY6_g49462_DN3_SP0_c0.t1	XP_009136508.1
OG0014717	ESY6_g49463_DN3_SP7_c0.t1	XP_009111999.1
OG0014718	ESY6_g49478_DN3_SP8_c0.t1	XP_009136495.1
OG0014719	ESY6_g49499_DN1_SP0_c0.t1	XP_009137070.1
OG0014720	ESY6_g49514_DN3_SP0_c0.t1	XP_009111989.1
OG0014721	ESY6_g49532_DN3_SP6_c0.t1	XP_009136449.1
OG0014722	ESY6_g49552_DN3_SP8_c0.t1	XP_033140352.1
OG0014723	ESY6_g49576_DN3_SP0_c0.t1	XP_009136421.1
OG0014724	ESY6_g49577_DN3_SP0_c0.t1	XP_009136420.1
OG0014725	ESY6_g49579_DN3_SP4_c0.t1	XP_009136419.1
OG0014726	ESY6_g49591_DN3_SP6_c0.t1	XP_009136403.1
OG0014727	ESY6_g50203_DN3_SP7_c0.t1	XP_009136388.1
OG0014728	ESY6_g50165_DN3_SP0_c0.t1	XP_009130111.2
OG0014729	ESY6_g50163_DN3_SP0_c0.t1	XP_009150879.1
OG0014730	ESY6_g50141_DN3_SP8_c0.t1	XP_009150901.1
OG0014731	ESY6_g50139_DN3_SP0_c0.t1	XP_009141697.1
OG0014732	ESY6_g50129_DN3_SP8_c0.t1	XP_009150911.1
OG0014733	ESY13_g58031_DN3_SP0_c0.t1	XP_009124536.1
OG0014734	ESY6_g50107_DN3_SP0_c18.t1	XP_009141903.1
OG0014735	ESY2_g33516_DN3_SP4_c0.t1	XP_009150055.1
OG0014736	ESY6_g50085_DN3_SP0_c0.t1	XP_033129289.1
OG0014737	ESY6_g50081_DN3_SP0_c0.t1	XP_009150950.1
OG0014738	ESY6_g50080_DN3_SP4_c0.t1	XP_009150951.1
OG0014739	ESY6_g50076_DN3_SP7_c0.t1	XP_033129292.1
OG0014740	ESY6_g50073_DN3_SP4_c0.t1	XP_009150956.2
OG0014741	ESY6_g50070_DN3_SP0_c0.t1	XP_009150960.1
OG0014742	ESY6_g50054_DN3_SP0_c0.t1	XP_009111635.1
OG0014743	ESY6_g50053_DN3_SP0_c0.t1	XP_009130062.1
OG0014744	ESY10_g15060_DN2_SP0_c0.t1, ESY9_g42795_DN3_SP0_c0.t1	XP_009134103.1
OG0014745	ESY6_g50051_DN3_SP0_c0.t1	XP_009150977.1
OG0014746	ESY6_g50046_DN3_SP0_c0.t1	XP_009111638.1
OG0014747	ESY6_g50028_DN3_SP8_c0.t1	XP_009130002.1
OG0014748	ESY6_g50023_DN3_SP0_c0.t1	XP_009151007.1
OG0014750	ESY6_g50019_DN3_SP0_c0.t1	XP_009151014.1
OG0014751	ESY6_g50008_DN3_SP0_c0.t1	XP_009151019.1
OG0014752	ESY6_g49973_DN3_SP8_c0.t1	XP_009151052.1
OG0014753	ESY6_g49917_DN3_SP0_c0.t1	XP_009129938.3
OG0014754	ESY6_g49911_DN3_SP0_c0.t1	XP_009151115.1
OG0014755	ESY6_g49908_DN3_SP3_c0.t1	XP_009151116.3
OG0014756	ESY6_g49906_DN2_SP0_c0.t1	XP_009151119.1
OG0014757	ESY6_g49899_DN2_SP0_c0.t1	XP_018508117.2
OG0014758	ESY6_g49871_DN3_SP0_c0.t1	XP_009126357.1
OG0014759	ESY6_g49862_DN3_SP6_c0.t1	XP_009131746.1
OG0014760	ESY6_g49291_DN3_SP6_c0.t1	XP_009120855.1
OG0014762	ESY6_g49253_DN3_SP8_c0.t1	XP_009126419.1
OG0014763	ESY6_g49233_DN3_SP0_c0.t1	XP_009120827.1
OG0014764	ESY6_g49214_DN3_SP8_c0.t1	XP_009126443.1
OG0014765	ESY6_g49207_DN3_SP8_c0.t1	XP_009126444.1
OG0014766	ESY6_g49206_DN3_SP0_c0.t1	XP_033138585.1
OG0014767	ESY6_g49189_DN3_SP8_c0.t1	XP_009131802.1
OG0014768	ESY6_g49187_DN3_SP7_c0.t1	XP_009120795.1
OG0014769	ESY6_g49180_DN3_SP0_c0.t1	XP_009126462.1
OG0014770	ESY6_g49155_DN3_SP7_c0.t1	XP_009131825.2
OG0014771	ESY6_g49137_DN3_SP0_c0.t1	XP_009120734.1
OG0014772	ESY6_g49117_DN3_SP5_c0.t1	XP_009120711.1
OG0014773	ESY6_g49069_DN3_SP8_c0.t1	XP_009131854.1
OG0014774	ESY6_g49062_DN3_SP0_c0.t1	XP_009131860.2
OG0014775	ESY6_g49061_DN3_SP0_c0.t1	XP_009126527.1
OG0014776	ESY5_g2171_DN3_SP6_c0.t1	XP_009115578.1
OG0014777	ESY6_g49038_DN3_SP8_c0.t1	NP_001288932.1
OG0014778	ESY6_g49029_DN3_SP6_c0.t1	XP_009126541.1
OG0014779	ESY6_g49028_DN3_SP0_c0.t1	XP_009126542.1
OG0014780	ESY6_g49023_DN3_SP8_c0.t1	XP_009120655.1
OG0014781	ESY6_g49002_DN3_SP6_c0.t1	XP_009131887.1
OG0014782	ESY6_g48986_DN3_SP1_c0.t1	XP_009120633.1, XP_009126570.1
OG0014784	ESY6_g48981_DN1_SP0_c0.t1	XP_009126574.1
OG0014785	ESY6_g48980_DN2_SP8_c0.t1	XP_009120627.1
OG0014787	ESY6_g47462_DN3_SP8_c0.t1	XP_009119909.1
OG0014788	ESY6_g48954_DN3_SP8_c10.t1	XP_033144518.1
OG0014790	ESY6_g48941_DN3_SP8_c0.t1	XP_009120594.1
OG0014791	ESY6_g48938_DN3_SP0_c0.t1	XP_033138847.1
OG0014792	ESY6_g48935_DN3_SP8_c0.t1	XP_009120586.1
OG0014793	ESY6_g48887_DN3_SP0_c0.t1	XP_009120535.2
OG0014795	ESY6_g48830_DN3_SP2_c0.t1	XP_009126651.1
OG0014796	ESY6_g48821_DN3_SP0_c0.t1	XP_009126666.1
OG0014797	ESY6_g48729_DN3_SP0_c0.t1	XP_009120457.1
OG0014798	ESY8_g61037_DN3_SP7_c0.t1	XP_009125078.1
OG0014799	ESY6_g48724_DN3_SP5_c0.t1	XP_009120449.1
OG0014800	ESY6_g48719_DN3_SP0_c0.t1	XP_033137997.1
OG0014801	ESY6_g48693_DN3_SP0_c0.t1	XP_033141249.1, XP_009120434.2
OG0014802	ESY6_g48691_DN3_SP4_c0.t1	XP_009126713.1
OG0014803	ESY2_g33794_DN3_SP0_c0.t1	XP_009120417.1, XP_018511913.1
OG0014804	ESY6_g48676_DN3_SP7_c0.t1	XP_009120413.1
OG0014805	ESY6_g48629_DN3_SP3_c0.t1	XP_009120384.1
OG0014806	ESY6_g48611_DN3_SP7_c0.t1	XP_009120375.1
OG0014807	ESY6_g48604_DN3_SP3_c0.t1	XP_009120366.2
OG0014808	ESY6_g48603_DN3_SP0_c0.t1	XP_033137702.1
OG0014809	ESY6_g48589_DN3_SP0_c0.t1	XP_009120353.1
OG0014810	ESY6_g48573_DN3_SP0_c0.t1	XP_009126767.1
OG0014811	ESY6_g48563_DN3_SP6_c0.t1	XP_009120333.2
OG0014812	ESY6_g48561_DN3_SP0_c0.t1	XP_009126770.1
OG0014813	ESY6_g48555_DN3_SP0_c0.t1	XP_009132081.1
OG0014814	ESY6_g48553_DN3_SP0_c0.t1	XP_009120326.2
OG0014815	ESY4_g26698_DN3_SP8_c0.t1	XP_009132118.1
OG0014816	ESY6_g48551_DN3_SP4_c0.t1	XP_009120324.1
OG0014817	ESY6_g48548_DN3_SP0_c0.t1	XP_009126790.1
OG0014818	ESY6_g48533_DN3_SP0_c0.t1	XP_009120312.1
OG0014819	ESY6_g48528_DN3_SP8_c0.t1	XP_009126804.1
OG0014820	ESY6_g48504_DN1_SP0_c0.t1	XP_009120292.2, XP_018512816.1
OG0014821	ESY6_g48495_DN3_SP8_c0.t1	XP_009126815.2, XP_009120290.1
OG0014822	ESY6_g48484_DN3_SP8_c0.t1	XP_033144574.1
OG0014823	ESY6_g48481_DN3_SP0_c0.t1	XP_009120284.1
OG0014824	ESY6_g48476_DN3_SP8_c15.t1	XP_009120281.1
OG0014825	ESY6_g48433_DN3_SP8_c0.t1	XP_009132130.1
OG0014826	ESY6_g48431_DN3_SP2_c0.t1	XP_009126838.1
OG0014827	ESY10_g14565_DN3_SP8_c0.t1, ESY12_g52338_DN3_SP0_c0.t1	XP_009129209.1
OG0014828	ESY11_g54250_DN3_SP0_c0.t1	XP_009102259.1
OG0014830	ESY6_g48370_DN3_SP5_c0.t1	XP_009120224.1
OG0014831	ESY6_g48371_DN3_SP0_c0.t1	XP_018510780.1
OG0014832	ESY6_g48398_DN3_SP3_c0.t1	XP_009120237.1
OG0014833	ESY6_g48293_DN3_SP8_c0.t1	XP_009120182.1
OG0014834	ESY6_g48292_DN3_SP0_c0.t1	XP_009120184.1
OG0014835	ESY6_g48274_DN3_SP5_c0.t1	XP_009120169.1
OG0014836	ESY6_g48174_DN3_SP0_c0.t1	XP_009120138.1
OG0014837	ESY6_g48160_DN2_SP0_c0.t1	XP_009126967.2
OG0014838	ESY6_g48158_DN3_SP0_c0.t1	XP_033137507.1, XP_033139639.1
OG0014840	ESY6_g48113_DN3_SP8_c0.t1	XP_009120107.1
OG0014841	ESY6_g48109_DN3_SP8_c0.t1	XP_009126976.1
OG0014842	ESY6_g48106_DN3_SP0_c0.t1	XP_009120104.1
OG0014844	ESY6_g48100_DN2_SP0_c0.t1	XP_009120101.1
OG0014845	ESY6_g48087_DN3_SP0_c0.t1	XP_009121282.1, XP_009126982.1
OG0014846	ESY6_g48065_DN3_SP8_c0.t1	XP_009132370.1
OG0014848	ESY6_g48037_DN3_SP7_c0.t1	XP_009120057.1
OG0014849	ESY6_g47954_DN3_SP3_c0.t1	XP_009120010.1
OG0014850	ESY1_g9689_DN3_SP7_c0.t1	XP_033128087.1
OG0014851	ESY1_g9658_DN3_SP0_c0.t1	XP_033136871.1
OG0014852	ESY1_g9640_DN3_SP4_c0.t1	XP_009150152.1
OG0014853	ESY1_g9564_DN3_SP0_c0.t1	XP_009151832.1
OG0014854	ESY1_g9359_DN3_SP8_c0.t1	XP_009149776.1
OG0014855	ESY1_g9345_DN3_SP1_c17.t1	XP_009149777.1
OG0014856	ESY1_g9307_DN2_SP0_c13.t1	XP_009151549.1
OG0014857	ESY2_g34299_DN3_SP2_c0.t1	XP_018510675.1
OG0014858	ESY20_g13273_DN3_SP0_c0.t1	XP_009111276.1
OG0014859	ESY7_g18549_DN2_SP0_c0.t1	XP_009130995.1
OG0014860	ESY7_g18535_DN3_SP0_c0.t1	XP_009125687.1
OG0014861	ESY9_g45460_DN3_SP0_c0.t1	XP_009133346.1
OG0014862	ESY7_g18499_DN3_SP0_c0.t1	XP_033144625.1
OG0014863	ESY7_g18482_DN3_SP0_c0.t1	XP_009122386.1
OG0014864	ESY7_g18463_DN3_SP0_c0.t1	XP_009125667.1
OG0014865	ESY7_g18456_DN3_SP0_c0.t1	XP_009130968.1
OG0014866	ESY7_g18446_DN3_SP0_c0.t1	XP_033137851.1
OG0014869	ESY7_g18767_DN3_SP4_c0.t1	XP_018510715.1
OG0014870	ESY2_g34339_DN3_SP4_c0.t1	XP_009127724.1
OG0014871	ESY7_g18809_DN3_SP0_c0.t1	XP_009122214.1
OG0014872	ESY7_g18811_DN3_SP0_c0.t1	XP_009122213.1
OG0014873	ESY4_g22317_DN3_SP0_c0.t1	XP_009137755.1
OG0014875	ESY7_g18836_DN3_SP1_c0.t1	XP_009122201.2
OG0014876	ESY7_g18837_DN3_SP0_c0.t1	XP_009122200.2
OG0014877	ESY7_g18840_DN3_SP2_c8.t1	XP_009122197.1
OG0014878	ESY7_g19414_DN3_SP0_c19.t1, ESY7_g16585_DN3_SP0_c0.t1, ESY7_g18845_DN3_SP0_c0.t1	XP_009130904.1
OG0014878	ESY21_g55144_DN3_SP0_c0.t1	XP_009122195.1
OG0014879	ESY7_g18856_DN3_SP0_c0.t1	XP_033137777.1
OG0014880	ESY7_g18858_DN3_SP1_c19.t1	XP_009122177.1
OG0014881	ESY7_g18861_DN3_SP6_c0.t1	XP_009130899.1
OG0014882	ESY7_g18872_DN3_SP0_c0.t1	XP_009122169.1
OG0014883	ESY7_g18876_DN3_SP0_c0.t1	XP_009122167.1
OG0014884	ESY7_g18927_DN3_SP4_c0.t1	XP_009122146.1
OG0014885	ESY7_g18949_DN3_SP0_c0.t1	XP_009122133.1
OG0014886	ESY7_g18951_DN3_SP0_c0.t1	XP_009122129.1
OG0014887	ESY7_g18957_DN3_SP4_c0.t1	XP_009122125.1
OG0014888	ESY7_g18974_DN3_SP0_c0.t1	XP_009130861.1
OG0014889	ESY7_g19005_DN3_SP8_c0.t1	XP_009122551.2
OG0014890	ESY7_g19009_DN3_SP8_c0.t1	XP_009122554.1
OG0014891	ESY7_g19026_DN3_SP0_c0.t1	XP_009130836.1
OG0014892	ESY7_g19071_DN3_SP0_c0.t1, ESY14_g20779_DN3_SP0_c0.t1	XP_009122582.1
OG0014893	ESY10_g14441_DN3_SP0_c10.t1	XP_009101269.1
OG0014894	ESY7_g19077_DN3_SP7_c0.t1	XP_009130828.1
OG0014895	ESY7_g19091_DN3_SP4_c0.t1	XP_009130823.1
OG0014896	ESY7_g19099_DN3_SP1_c0.t1	XP_033137364.1
