Orthogroup	Euclidium_syriacum	Brassica_oleracea
OG0011903	ESY2_g35526_DN3_SP3_c0.t1	XP_013589765.1, XP_013618158.1
OG0011904	ESY23_g461_DN3_SP0_c0.t1	XP_013584203.1
OG0011905	ESY8_g59299_DN2_SP0_c0.t1	XP_013634823.1
OG0011906	ESY2_g33519_DN3_SP0_c3.t1	XP_013611660.1
OG0011907	ESY2_g33584_DN3_SP0_c0.t1	XP_013635063.1
OG0011908	ESY2_g33583_DN3_SP0_c0.t1	XP_013610411.1
OG0011909	ESY2_g33613_DN3_SP0_c0.t1	XP_013626874.1, XP_013634858.1, XP_013615809.1
OG0011910	ESY2_g33618_DN2_SP0_c0.t1	XP_013611985.1
OG0011911	ESY2_g33635_DN3_SP0_c0.t1	XP_013606165.1, XP_013632061.1
OG0011912	ESY5_g4448_DN3_SP5_c0.t1	XP_013583831.1
OG0011913	ESY2_g33691_DN3_SP0_c0.t1	XP_013634094.1
OG0011914	ESY2_g33705_DN3_SP1_c0.t1	XP_013606301.1, XP_013634064.1
OG0011915	ESY2_g33781_DN3_SP6_c0.t1	XP_013608229.1, XP_013613353.1
OG0011916	ESY2_g33802_DN3_SP0_c0.t1	XP_013610037.1, XP_013634602.1, XP_013631228.1
OG0011917	ESY2_g33810_DN3_SP8_c0.t1	XP_013633662.1, XP_013636177.1
OG0011918	ESY2_g33824_DN2_SP5_c0.t1	XP_013638865.1, XP_013634408.1
OG0011919	ESY6_g50342_DN1_SP0_c0.t1	XP_013598017.1
OG0011920	ESY2_g33912_DN3_SP8_c0.t1, ESY17_g39684_DN2_SP0_c0.t1	XP_013605984.1
OG0011921	ESY2_g33913_DN3_SP8_c0.t1	XP_013592442.1, XP_013637338.1
OG0011922	ESY2_g33945_DN3_SP0_c0.t1	XP_013600921.1, XP_013606180.1, XP_013615689.1
OG0011923	ESY2_g33976_DN3_SP8_c0.t1	XP_013607085.1
OG0011924	ESY2_g33995_DN3_SP0_c0.t1	XP_013606309.1
OG0011925	ESY2_g34005_DN3_SP0_c0.t1	XP_013614384.1, XP_013605655.1
OG0011926	ESY2_g34012_DN3_SP8_c0.t1	XP_013636406.1, XP_013605498.1
OG0011927	ESY2_g34035_DN1_SP0_c0.t1	XP_013606722.1
OG0011928	ESY2_g34040_DN3_SP0_c12.t1	XP_013636120.1, XP_013605378.1
OG0011929	ESY2_g34043_DN3_SP0_c14.t1	XP_013594479.1
OG0011930	ESY2_g34055_DN3_SP8_c0.t1	XP_013606837.1
OG0011931	ESY2_g34056_DN3_SP4_c0.t1	XP_013613145.1, XP_013635642.1
OG0011932	ESY2_g34108_DN3_SP0_c33.t1	XP_013605043.1
OG0011933	ESY2_g34152_DN3_SP2_c0.t1	XP_013590677.1
OG0011934	ESY2_g34195_DN3_SP0_c0.t1, ESY2_g34196_DN3_SP7_c0.t1	XP_013611873.1
OG0011935	ESY2_g34203_DN3_SP0_c0.t1	XP_013637448.1, XP_013618735.1
OG0011936	ESY2_g34219_DN3_SP0_c1.t1	XP_013612524.1
OG0011938	ESY2_g33334_DN3_SP4_c0.t1	XP_013606599.1
OG0011939	ESY2_g33329_DN3_SP0_c0.t1	XP_013611251.1
OG0011940	ESY2_g33277_DN2_SP0_c5.t1	XP_013612841.1
OG0011941	ESY2_g33268_DN3_SP8_c0.t1	XP_013613118.1
OG0011942	ESY5_g2763_DN3_SP0_c0.t1, ESY2_g33266_DN3_SP0_c0.t1	XP_013611603.1
OG0011943	ESY2_g33255_DN3_SP1_c0.t1	XP_013609288.1, XP_013609304.1, XP_013607657.1
OG0011945	ESY10_g15086_DN3_SP0_c0.t1	XP_013592973.1
OG0011946	ESY10_g15065_DN3_SP8_c0.t1	XP_013606148.1, XP_013618968.1
OG0011947	ESY6_g50345_DN3_SP0_c0.t1	XP_013594757.1
OG0011948	ESY10_g15036_DN3_SP0_c0.t1	XP_013597770.1
OG0011949	ESY10_g15024_DN3_SP1_c0.t1	XP_013618438.1, XP_013595514.1
OG0011950	ESY6_g50582_DN2_SP0_c0.t1	XP_013584760.1
OG0011951	ESY10_g15006_DN3_SP2_c0.t1	XP_013593787.1, XP_013610461.1
OG0011952	ESY10_g14760_DN2_SP0_c0.t1	XP_013596113.1
OG0011953	ESY10_g14757_DN3_SP0_c0.t1	XP_013598760.1, XP_013620409.1
OG0011954	ESY10_g14751_DN3_SP8_c0.t1, ESY19_g41867_DN3_SP0_c0.t1	XP_013611122.1
OG0011955	ESY10_g14746_DN3_SP8_c0.t1	XP_013608866.1
OG0011956	ESY5_g1361_DN3_SP8_c0.t1	XP_013583820.1
OG0011957	ESY10_g15469_DN3_SP8_c0.t1, ESY17_g39181_DN1_SP0_c0.t1, ESY17_g39188_DN2_SP0_c0.t1	XP_013604937.1
OG0011958	ESY7_g16542_DN3_SP0_c0.t1	XP_013611390.1
OG0011959	ESY7_g16520_DN3_SP1_c0.t1	XP_013610155.1
OG0011960	ESY8_g59283_DN3_SP0_c0.t1	XP_013603539.1
OG0011961	ESY7_g16441_DN3_SP0_c0.t1	XP_013609311.1, XP_013626066.1
OG0011962	ESY4_g24349_DN3_SP1_c0.t1	XP_013637698.1
OG0011963	ESY4_g24443_DN3_SP8_c0.t1	XP_013597882.1, XP_013596437.1
OG0011964	ESY2_g38377_DN3_SP7_c0.t1	XP_013591284.1
OG0011965	ESY17_g39864_DN3_SP6_c0.t1	XP_013631237.1
OG0011966	ESY9_g45593_DN1_SP0_c0.t1	XP_013636209.1
OG0011967	ESY2_g38371_DN3_SP8_c0.t1	XP_013593286.1
OG0011968	ESY2_g38045_DN3_SP0_c0.t1	XP_013605543.1
OG0011969	ESY2_g38024_DN2_SP0_c0.t1	XP_013604898.1
OG0011970	ESY2_g38022_DN3_SP8_c0.t1, ESY2_g38007_DN3_SP0_c0.t1	XP_013588043.1
OG0011971	ESY5_g1920_DN3_SP0_c0.t1	XP_013587417.1
OG0011972	ESY2_g37984_DN3_SP0_c0.t1	XP_013592027.1
OG0011973	ESY2_g37982_DN3_SP0_c0.t1	XP_013592007.1
OG0011974	ESY2_g37857_DN3_SP1_c0.t1	XP_013590003.1, XP_013602572.1
OG0011975	ESY8_g59422_DN3_SP0_c11.t1	XP_013631709.1
OG0011976	ESY2_g35952_DN3_SP4_c0.t1	XP_013589743.1, XP_013590114.1
OG0011977	ESY4_g26957_DN3_SP0_p0.t1	XP_013600021.1
OG0011978	ESY4_g26953_DN1_SP0_c0.t1	XP_013593389.1
OG0011979	ESY4_g26945_DN3_SP0_c0.t1	XP_013595229.1
OG0011980	ESY4_g26943_DN1_SP0_c0.t1	XP_013622870.1
OG0011981	ESY4_g26939_DN2_SP8_c0.t1	XP_013593441.1, XP_013603595.1
OG0011982	ESY7_g18914_DN3_SP0_c0.t1	XP_013635777.1
OG0011983	ESY4_g26892_DN3_SP0_c0.t1	XP_013597586.1
OG0011984	ESY4_g26840_DN3_SP0_c0.t1, ESY4_g26837_DN3_SP1_c0.t1, ESY4_g26839_DN2_SP0_c0.t1	XP_013593715.1
OG0011985	ESY4_g26836_DN3_SP8_c0.t1	XP_013598292.1, XP_013629360.1
OG0011986	ESY4_g26835_DN3_SP6_c0.t1	XP_013629361.1, XP_013587967.1
OG0011987	ESY4_g26773_DN3_SP0_c0.t1, ESY8_g60744_DN3_SP0_c0.t1	XP_013592835.1, XP_013598444.1
OG0011988	ESY4_g26782_DN3_SP0_c0.t1	XP_013625379.1
OG0011989	ESY4_g26788_DN3_SP8_c0.t1	XP_013635916.1, XP_013625431.1
OG0011990	ESY4_g26726_DN3_SP0_c0.t1	XP_013626631.1, XP_013629006.1
OG0011991	ESY4_g26614_DN3_SP0_c0.t1	XP_013638245.1
OG0011992	ESY4_g26626_DN3_SP2_c0.t1	XP_013623068.1
OG0011993	ESY4_g26577_DN3_SP8_c0.t1	XP_013626320.1, XP_013583494.1
OG0011994	ESY4_g26542_DN3_SP0_c34.t1	XP_013630664.1, XP_013598505.1
OG0011995	ESY4_g26537_DN3_SP3_c0.t1	XP_013595574.1, XP_013636936.1, XP_013610244.1
OG0011996	ESY4_g26528_DN3_SP0_c0.t1	XP_013600592.1
OG0011997	ESY4_g26525_DN3_SP7_c0.t1	XP_013601929.1
OG0011998	ESY4_g26460_DN3_SP8_c0.t1	XP_013617200.1, XP_013593199.1
OG0011999	ESY4_g26412_DN3_SP6_c0.t1	XP_013628221.1
OG0012000	ESY4_g26410_DN3_SP8_c0.t1	XP_013616466.1, XP_013624804.1
OG0012001	ESY4_g26405_DN3_SP8_c0.t1	XP_013625972.1
OG0012002	ESY4_g26404_DN3_SP0_c0.t1	XP_013595182.1, XP_013626761.1
OG0012003	ESY4_g26354_DN3_SP1_c0.t1	XP_013604880.1
OG0012004	ESY4_g26311_DN3_SP8_c0.t1	XP_013593116.1, XP_013596182.1
OG0012005	ESY4_g26303_DN2_SP0_c0.t1	XP_013593036.1, XP_013601834.1
OG0012006	ESY4_g26299_DN3_SP0_c0.t1	XP_013629704.1, XP_013597246.1
OG0012007	ESY4_g26269_DN3_SP0_c0.t1	XP_013629261.1
OG0012008	ESY4_g26206_DN3_SP1_c0.t1	XP_013599646.1, XP_013594008.1
OG0012009	ESY4_g26178_DN3_SP3_c0.t1	XP_013595944.1, XP_013621861.1
OG0012010	ESY4_g26147_DN3_SP0_c0.t1	XP_013599885.1
OG0012011	ESY4_g25865_DN3_SP0_c0.t1	XP_013607751.1
OG0012012	ESY8_g59500_DN3_SP6_c0.t1	XP_013634345.1
OG0012013	ESY4_g25375_DN3_SP3_c0.t1	XP_013593422.1, XP_013603744.1
OG0012014	ESY4_g25509_DN3_SP8_c0.t1	XP_013629328.1, XP_013616961.1
OG0012015	ESY6_g49471_DN3_SP6_c0.t1	XP_013626110.1, XP_013616860.1
OG0012017	ESY4_g25666_DN3_SP8_c0.t1	XP_013600184.1, XP_013625057.1
OG0012018	ESY4_g25709_DN3_SP6_c0.t1	XP_013624320.1, XP_013591234.1
OG0012019	ESY4_g25711_DN3_SP0_c0.t1	XP_013601224.1
OG0012020	ESY4_g25712_DN2_SP0_c0.t1	XP_013619783.1
OG0012021	ESY15_g64378_DN1_SP0_c0.t1	XP_013619576.1
OG0012022	ESY4_g25737_DN3_SP0_c0.t1	XP_013598518.1
OG0012024	ESY4_g25216_DN3_SP8_c0.t1	XP_013617719.1, XP_013596392.1
OG0012025	ESY4_g25196_DN3_SP0_c0.t1	XP_013637672.1
OG0012026	ESY4_g25190_DN3_SP6_c0.t1	XP_013595936.1
OG0012027	ESY4_g25171_DN3_SP2_c11.t1	XP_013587232.1
OG0012028	ESY4_g25161_DN3_SP5_c0.t1	XP_013629450.1
OG0012029	ESY4_g25138_DN3_SP6_c0.t1	XP_013598157.1
OG0012030	ESY4_g25124_DN3_SP8_c0.t1	XP_013622315.1
OG0012031	ESY4_g25981_DN3_SP2_c0.t1	XP_013593363.1, XP_013619341.1
OG0012032	ESY4_g25957_DN3_SP1_c0.t1	XP_013595590.1
OG0012033	ESY4_g25942_DN3_SP8_c0.t1	XP_013638402.1, XP_013595356.1
OG0012034	ESY4_g25907_DN3_SP0_c0.t1	XP_013595168.1, XP_013589906.1
OG0012035	ESY4_g25805_DN3_SP8_c0.t1	XP_013621840.1, XP_013588898.1
OG0012036	ESY4_g25798_DN3_SP0_c0.t1	XP_013597395.1, XP_013590716.1
OG0012037	ESY4_g25779_DN3_SP7_c0.t1	XP_013625415.1
OG0012038	ESY4_g25696_DN3_SP2_c0.t1	XP_013595390.1
OG0012039	ESY7_g19662_DN3_SP1_c0.t1	XP_013592945.1, XP_013599014.1
OG0012040	ESY4_g25035_DN3_SP0_c0.t1	XP_013599414.1, XP_013621510.1
OG0012041	ESY4_g25014_DN3_SP3_c0.t1	XP_013607611.1
OG0012042	ESY4_g24998_DN3_SP4_c0.t1	XP_013595549.1
OG0012043	ESY4_g24984_DN3_SP8_c0.t1	XP_013610523.1
OG0012044	ESY4_g24850_DN3_SP1_c0.t1, ESY4_g24854_DN3_SP0_c0.t1	XP_013598603.1
OG0012045	ESY8_g59954_DN3_SP8_c0.t1	XP_013590416.1
OG0012046	ESY4_g24807_DN1_SP0_c0.t1	XP_013585531.1, XP_013628133.1
OG0012047	ESY4_g24805_DN3_SP4_c0.t1	XP_013585391.1
OG0012048	ESY4_g24730_DN2_SP3_c0.t1	XP_013595160.1, XP_013625885.1
OG0012049	ESY1_g8601_DN3_SP4_c0.t1	XP_013624511.1
OG0012050	ESY2_g34556_DN3_SP0_c0.t1	XP_013629135.1, XP_013631597.1
OG0012051	ESY1_g11736_DN3_SP0_c0.t1, ESY3_g28059_DN3_SP1_c0.t1	XP_013595394.1
OG0012052	ESY2_g35844_DN3_SP8_c0.t1	XP_013591297.1, XP_013621556.1
OG0012054	ESY2_g35801_DN3_SP8_c0.t1	XP_013614665.1, XP_013588491.1
OG0012055	ESY5_g2100_DN3_SP8_c0.t1	XP_013586080.1, XP_013597952.1
OG0012056	ESY5_g2087_DN3_SP0_c0.t1	XP_013585148.1, XP_013585109.1, XP_013615556.1
OG0012057	ESY5_g2045_DN3_SP1_c0.t1	XP_013637733.1
OG0012058	ESY5_g1948_DN3_SP4_c0.t1	XP_013587378.1
OG0012059	ESY5_g3185_DN3_SP0_c12.t1	XP_013597871.1, XP_013586740.1
OG0012060	ESY5_g1900_DN3_SP0_c0.t1	XP_013595450.1
OG0012061	ESY5_g1804_DN3_SP0_c0.t1	XP_013585800.1
OG0012063	ESY5_g1351_DN3_SP0_c0.t1	XP_013595529.1
OG0012064	ESY2_g38043_DN3_SP0_c0.t1	XP_013638647.1
OG0012065	ESY8_g59197_DN3_SP8_c0.t1	XP_013584868.1, XP_013631226.1
OG0012066	ESY20_g13208_DN3_SP0_c0.t1	XP_013612236.1
OG0012067	ESY20_g13166_DN3_SP0_c0.t1	XP_013612775.1
OG0012068	ESY20_g13145_DN3_SP6_c58.t1	XP_013623092.1
OG0012069	ESY20_g13146_DN3_SP0_c0.t1	XP_013625598.1
OG0012070	ESY20_g13151_DN3_SP0_c0.t1	XP_013625178.1
OG0012071	ESY20_g13152_DN3_SP0_c0.t1	XP_013630689.1
OG0012072	ESY20_g13156_DN3_SP0_c0.t1	XP_013606504.1
OG0012073	ESY16_g61589_DN3_SP0_c0.t1, ESY20_g13159_DN3_SP3_c0.t1	XP_013628896.1
OG0012074	ESY20_g13128_DN3_SP6_c0.t1	XP_013605951.1
OG0012075	ESY20_g13081_DN3_SP2_c0.t1	XP_013611272.1
OG0012076	ESY20_g13062_DN3_SP0_c0.t1	XP_013609137.1
OG0012077	ESY20_g12993_DN3_SP0_c0.t1	XP_013630084.1
OG0012078	ESY10_g14553_DN3_SP8_c0.t1	XP_013619847.1
OG0012079	ESY20_g12955_DN3_SP0_c0.t1	XP_013624106.1, XP_013607442.1
OG0012080	ESY20_g12953_DN3_SP2_c0.t1	XP_013622658.1
OG0012081	ESY20_g12936_DN3_SP0_c0.t1	XP_013622398.1
OG0012082	ESY20_g12926_DN3_SP0_c19.t1	XP_013620693.1, XP_013609907.1
OG0012083	ESY20_g12925_DN3_SP0_c0.t1	XP_013613443.1
OG0012084	ESY20_g13355_DN3_SP0_c0.t1	XP_013608803.1
OG0012085	ESY20_g13362_DN3_SP0_c0.t1	XP_013627244.1, XP_013610468.1
OG0012087	ESY6_g50575_DN3_SP7_c0.t1	XP_013622229.1
OG0012088	ESY8_g59936_DN1_SP0_c0.t1	XP_013634344.1
OG0012089	ESY8_g59912_DN3_SP6_c0.t1	XP_013603357.1
OG0012090	ESY8_g59911_DN3_SP8_c0.t1	XP_013602036.1, XP_013633938.1, XP_013615382.1
OG0012091	ESY16_g62536_DN3_SP0_c0.t1	XP_013605430.1, XP_013598264.1
OG0012092	ESY13_g56245_DN3_SP0_c0.t1	XP_013599845.1, XP_013593157.1
OG0012093	ESY16_g62356_DN3_SP0_c0.t1	XP_013597517.1
OG0012094	ESY16_g62323_DN3_SP0_c0.t1	XP_013601376.1, XP_013608379.1
OG0012095	ESY16_g62147_DN3_SP8_c0.t1	XP_013598818.1, XP_013600842.1
OG0012096	ESY4_g23936_DN3_SP7_c0.t1	XP_013638488.1, XP_013596064.1
OG0012097	ESY4_g23938_DN3_SP1_c0.t1	XP_013586339.1, XP_013598043.1
OG0012098	ESY10_g14135_DN3_SP0_c0.t1	XP_013594776.1
OG0012098	ESY10_g14128_DN3_SP8_c16.t1	XP_013606783.1
OG0012100	ESY5_g2974_DN3_SP0_c0.t1	XP_013584083.1
OG0012103	ESY5_g1245_DN2_SP0_c0.t1	XP_013625694.1, XP_013597672.1
OG0012105	ESY13_g58042_DN3_SP0_c0.t1	XP_013628887.1, XP_013587442.1
OG0012106	ESY14_g19691_DN2_SP0_c0.t1	XP_013585202.1, XP_013638237.1
OG0012111	ESY7_g18596_DN3_SP0_c0.t1, ESY7_g18594_DN3_SP0_c0.t1	XP_013608498.1
OG0012113	ESY2_g34501_DN3_SP2_c0.t1	XP_013589865.1, XP_013588501.1
OG0012114	ESY2_g34409_DN1_SP0_c0.t1	XP_013590792.1, XP_013619183.1
OG0012116	ESY3_g29807_DN3_SP0_c0.t1	XP_013586859.1
OG0012118	ESY11_g53204_DN2_SP8_c0.t1	XP_013627860.1, XP_013610804.1
OG0012119	ESY11_g53904_DN2_SP0_c0.t1, ESY11_g52993_DN1_SP0_c0.t1	XP_013609161.1
OG0012120	ESY2_g36759_DN1_SP0_c0.t1	XP_013591077.1, XP_013591491.1
OG0012121	ESY8_g59597_DN3_SP0_c0.t1	XP_013635695.1, XP_013603818.1
OG0012122	ESY8_g59534_DN3_SP6_c0.t1	XP_013636558.1, XP_013605344.1
OG0012124	ESY8_g59419_DN3_SP0_c0.t1	XP_013605149.1
OG0012125	ESY8_g59410_DN3_SP1_c0.t1	XP_013636293.1, XP_013599821.1
OG0012126	ESY8_g59383_DN3_SP8_c0.t1	XP_013636634.1, XP_013599946.1
OG0012127	ESY8_g59287_DN3_SP0_c0.t1	XP_013629622.1
OG0012130	ESY9_g43959_DN3_SP0_c0.t1	XP_013623929.1
OG0012132	ESY12_g51148_DN3_SP0_c0.t1	XP_013629511.1, XP_013631817.1
OG0012133	ESY12_g52138_DN2_SP0_c0.t1	XP_013627918.1, XP_013635320.1
OG0012134	ESY12_g52008_DN3_SP3_c0.t1	XP_013636619.1, XP_013636576.1
OG0012136	ESY10_g14143_DN3_SP0_c0.t1	XP_013606959.1, XP_013607772.1, XP_013627393.1, XP_013621327.1
OG0012138	ESY10_g13728_DN3_SP0_c0.t1	XP_013619821.1, XP_013594056.1
OG0012139	ESY21_g55449_DN1_SP0_c0.t1	XP_013612787.1, XP_013593893.1
OG0012140	ESY21_g55255_DN3_SP0_c0.t1	XP_013596251.1, XP_013607483.1
OG0012141	ESY2_g34533_DN3_SP0_c0.t1	XP_013596447.1, XP_013610291.1
OG0012142	ESY2_g35140_DN3_SP0_c5.t1	XP_013616397.1, XP_013593132.1
OG0012144	ESY1_g7243_DN3_SP8_c0.t1	XP_013622008.1
OG0012147	ESY17_g39795_DN2_SP0_c0.t1	XP_013593223.1, XP_013600011.1
OG0012148	ESY1_g10201_DN2_SP3_c0.t1	XP_013599623.1, XP_013596792.1
OG0012149	ESY1_g11184_DN3_SP0_c0.t1	XP_013634974.1, XP_013604351.1
OG0012150	ESY5_g3842_DN1_SP0_c0.t1	XP_013592449.1
OG0012151	ESY3_g32521_DN1_SP0_c0.t1	XP_013605468.1
OG0012152	ESY7_g18050_DN3_SP2_c0.t1	XP_013610018.1, XP_013620356.1
OG0012153	ESY7_g18060_DN3_SP0_c0.t1	XP_013609563.1
OG0012154	ESY7_g18285_DN2_SP0_c0.t1	XP_013627079.1, XP_013619193.1
OG0012155	ESY7_g17440_DN3_SP0_c0.t1	XP_013626834.1
OG0012156	ESY7_g17118_DN2_SP0_c0.t1	XP_013615820.1, XP_013616822.1, XP_013619447.1, XP_013610179.1
OG0012159	ESY6_g49200_DN3_SP8_c4.t1	XP_013628561.1, XP_013620437.1
OG0012160	ESY1_g6741_DN3_SP8_c0.t1	XP_013630107.1, XP_013613480.1
OG0012161	ESY18_g62996_DN3_SP0_c0.t1	XP_013623406.1
OG0012162	ESY13_g57600_DN3_SP2_c0.t1	XP_013636464.1
OG0012163	ESY20_g13226_DN3_SP0_c0.t1	XP_013622958.1
OG0012164	ESY4_g25997_DN3_SP8_c0.t1	XP_013599020.1, XP_013599095.1
OG0012166	ESY4_g24604_DN3_SP0_c0.t1	XP_013603062.1, XP_013598324.1
OG0012167	ESY13_g56011_DN3_SP8_c0.t1	XP_013596334.1, XP_013590606.1
OG0012168	ESY7_g18742_DN3_SP0_c0.t1	XP_013597947.1
OG0012170	ESY9_g43006_DN3_SP0_c0.t1	XP_013589644.1, XP_013624902.1, XP_013633429.1, XP_013624705.1, XP_013614950.1
OG0012171	ESY9_g42534_DN3_SP0_c0.t1	XP_013596725.1, XP_013636556.1
OG0012173	ESY22_g40935_DN3_SP8_c0.t1	XP_013617546.1, XP_013599872.1
OG0012175	ESY15_g64531_DN3_SP3_c0.t1	XP_013618974.1, XP_013593916.1
OG0012176	ESY15_g64490_DN3_SP7_c0.t1	XP_013614813.1, XP_013598431.1
OG0012177	ESY15_g64377_DN3_SP0_c0.t1	XP_013616550.1, XP_013614995.1
OG0012178	ESY15_g64359_DN3_SP5_c0.t1	XP_013609549.1, XP_013596099.1
OG0012182	ESY6_g46675_DN3_SP0_c0.t1	XP_013619752.1, XP_013609473.1
OG0012183	ESY4_g26219_DN3_SP0_c0.t1	XP_013611083.1, XP_013633259.1
OG0012184	ESY6_g49400_DN2_SP0_c0.t1	XP_013608170.1, XP_013617959.1
OG0012191	ESY2_g38415_DN2_SP0_c0.t1, ESY1_g9130_DN2_SP0_c0.t1, ESY2_g38871_DN2_SP0_c0.t1, ESY13_g56910_DN1_SP0_c0.t1, ESY5_g2317_DN2_SP0_c0.t1, ESY4_g22223_DN1_SP0_c40.t1, ESY7_g16790_DN3_SP0_c0.t1, ESY11_g53521_DN2_SP0_c0.t1	XP_013634812.1
OG0012208	ESY16_g62292_DN3_SP0_c0.t1	XP_013596265.1
OG0012209	ESY4_g24643_DN3_SP8_c0.t1	XP_013597683.1
OG0012210	ESY4_g24681_DN3_SP3_c0.t1	XP_013593531.1
OG0012211	ESY1_g8099_DN3_SP8_c0.t1	XP_013629415.1, XP_013603034.1
OG0012212	ESY16_g62000_DN3_SP0_c0.t1	XP_013622994.1
OG0012213	ESY1_g9257_DN3_SP0_c0.t1	XP_013603602.1
OG0012214	ESY1_g9213_DN3_SP6_c0.t1	XP_013606740.1
OG0012215	ESY1_g9115_DN3_SP7_c0.t1	XP_013625231.1
OG0012216	ESY1_g9110_DN3_SP0_c0.t1	XP_013622523.1
OG0012217	ESY1_g9105_DN3_SP8_c0.t1	XP_013604335.1
OG0012218	ESY1_g8652_DN3_SP0_c0.t1	XP_013639717.1
OG0012219	ESY10_g14593_DN3_SP8_c0.t1	XP_013620754.1
OG0012220	ESY10_g14583_DN3_SP8_c0.t1	XP_013598921.1
OG0012221	ESY10_g14561_DN3_SP8_c0.t1	XP_013599192.1
OG0012222	ESY10_g14526_DN3_SP7_c0.t1	XP_013597747.1
OG0012224	ESY8_g60283_DN3_SP2_c0.t1	XP_013634006.1
OG0012225	ESY8_g60284_DN3_SP0_c0.t1	XP_013634503.1
OG0012226	ESY8_g60286_DN3_SP3_c0.t1	XP_013637187.1
OG0012227	ESY8_g60318_DN3_SP5_c0.t1	XP_013631623.1
OG0012228	ESY7_g17075_DN3_SP0_c0.t1	XP_013615091.1
OG0012229	ESY7_g17145_DN2_SP0_c0.t1	XP_013615726.1
OG0012230	ESY7_g17173_DN3_SP8_c0.t1	XP_013628879.1
OG0012231	ESY7_g17179_DN3_SP0_c0.t1	XP_013618472.1
OG0012232	ESY7_g17197_DN3_SP0_c0.t1	XP_013613024.1
OG0012234	ESY7_g17211_DN3_SP8_c0.t1	XP_013616071.1
OG0012235	ESY7_g17228_DN3_SP8_c0.t1	XP_013621669.1
OG0012236	ESY7_g17231_DN3_SP0_c0.t1	XP_013614393.1
OG0012237	ESY7_g17238_DN3_SP0_c0.t1	XP_013619599.1
OG0012238	ESY7_g17251_DN3_SP0_c0.t1	XP_013611975.1
OG0012239	ESY7_g17261_DN3_SP8_c1.t1	XP_013612629.1
OG0012240	ESY1_g11471_DN3_SP8_c0.t1	XP_013593843.1, XP_013583580.1
OG0012241	ESY7_g17298_DN3_SP6_c0.t1	XP_013618442.1, XP_013606064.1
OG0012242	ESY7_g17321_DN3_SP8_c0.t1	XP_013621211.1
OG0012243	ESY7_g17340_DN3_SP8_c0.t1	XP_013620341.1
OG0012244	ESY7_g17364_DN3_SP0_c0.t1	XP_013609247.1
OG0012246	ESY7_g17348_DN2_SP0_c0.t1, ESY7_g17347_DN3_SP0_c0.t1, ESY7_g17385_DN3_SP0_c0.t1	XP_013625158.1
OG0012247	ESY7_g17386_DN3_SP6_c0.t1	XP_013618600.1
OG0012248	ESY7_g17389_DN3_SP4_c0.t1	XP_013625166.1
OG0012249	ESY7_g17409_DN3_SP0_c0.t1	XP_013611983.1
OG0012250	ESY3_g32393_DN3_SP0_c0.t1	XP_013635890.1, XP_013624083.1
OG0012251	ESY7_g17412_DN3_SP8_c0.t1	XP_013606238.1
OG0012252	ESY7_g17414_DN3_SP0_c0.t1	XP_013630817.1
OG0012253	ESY7_g17415_DN3_SP1_c0.t1	XP_013613328.1, XP_013619284.1
OG0012254	ESY7_g17442_DN3_SP0_c0.t1	XP_013627466.1
OG0012255	ESY7_g17450_DN3_SP8_c0.t1	XP_013610990.1
OG0012256	ESY11_g54485_DN3_SP0_c0.t1	XP_013610696.1
OG0012257	ESY7_g17455_DN3_SP0_c0.t1	XP_013608717.1
OG0012258	ESY7_g17467_DN3_SP0_c0.t1	XP_013621084.1
OG0012259	ESY7_g17472_DN2_SP0_c0.t1	XP_013628552.1, XP_013610822.1
OG0012260	ESY7_g17473_DN3_SP0_c0.t1	XP_013628549.1, XP_013606625.1
OG0012261	ESY3_g32621_DN3_SP0_c0.t1, ESY7_g17171_DN3_SP0_c0.t1	XP_013638768.1
OG0012262	ESY16_g61694_DN3_SP8_c0.t1	XP_013609735.1
OG0012263	ESY7_g17554_DN3_SP2_c0.t1	XP_013616285.1
OG0012264	ESY7_g17559_DN3_SP8_c0.t1	XP_013611509.1
OG0012265	ESY7_g17561_DN3_SP0_c0.t1	XP_013620501.1
OG0012266	ESY7_g17588_DN3_SP6_c0.t1	XP_013611700.1
OG0012267	ESY7_g17589_DN3_SP8_c0.t1	XP_013629782.1
OG0012268	ESY11_g53660_DN3_SP1_c0.t1, ESY7_g17613_DN3_SP7_c0.t1	XP_013612462.1
OG0012269	ESY7_g17616_DN3_SP8_c0.t1	XP_013629322.1
OG0012270	ESY7_g17619_DN3_SP6_c0.t1	XP_013610412.1, XP_013619697.1
OG0012271	ESY7_g17631_DN3_SP8_c0.t1	XP_013612721.1, XP_013629851.1
OG0012272	ESY7_g17671_DN2_SP0_c0.t1	XP_013610894.1, XP_013620015.1
OG0012273	ESY7_g17676_DN3_SP0_c0.t1	XP_013606176.1
OG0012274	ESY7_g17726_DN3_SP3_c0.t1	XP_013608772.1
OG0012275	ESY7_g18429_DN3_SP0_c0.t1	XP_013607185.1, XP_013597136.1
OG0012276	ESY7_g18424_DN3_SP5_c0.t1	XP_013611991.1
OG0012277	ESY7_g18421_DN3_SP8_c0.t1	XP_013613281.1, XP_013619477.1
OG0012278	ESY3_g30201_DN3_SP0_c0.t1	XP_013585062.1
OG0012280	ESY7_g18386_DN2_SP0_c0.t1	XP_013622905.1, XP_013611075.1
OG0012281	ESY7_g18377_DN3_SP0_c0.t1	XP_013606237.1
