Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0016987	ESY7_g17984_DN3_SP8_c0.t1	jg4848
OG0016989	ESY7_g17943_DN3_SP0_c0.t1	jg4822
OG0016990	ESY7_g17940_DN3_SP2_c0.t1	jg4819
OG0016992	ESY7_g17895_DN3_SP0_c0.t1	jg4783
OG0016994	ESY7_g17875_DN3_SP0_c0.t1	jg4774
OG0016995	ESY7_g17865_DN3_SP0_c0.t1	jg4770
OG0016996	ESY7_g17839_DN3_SP0_c0.t1	jg4755
OG0016997	ESY7_g17819_DN3_SP0_c0.t1	jg4747
OG0016998	ESY7_g17816_DN3_SP0_c0.t1	jg4744
OG0016999	ESY7_g17808_DN3_SP8_c0.t1	jg4738
OG0017000	ESY7_g17797_DN2_SP0_c0.t1	jg4732
OG0017001	ESY7_g18699_DN3_SP3_c0.t1	jg4699
OG0017003	ESY7_g18656_DN3_SP0_c0.t1	jg4668
OG0017004	ESY7_g18637_DN2_SP0_c0.t1	jg4653
OG0017005	ESY7_g18631_DN3_SP0_c0.t1	jg4641
OG0017006	ESY7_g18628_DN3_SP8_c0.t1	jg4638
OG0017007	ESY7_g18576_DN3_SP5_c0.t1	jg4611
OG0017008	ESY6_g48706_DN3_SP0_c0.t1	jg9974
OG0017009	ESY8_g59186_DN3_SP0_c0.t1	jg17435
OG0017010	ESY8_g59176_DN3_SP6_c0.t1	jg17426
OG0017011	ESY8_g59174_DN2_SP6_c0.t1	jg17432
OG0017012	ESY8_g59173_DN3_SP7_c0.t1	jg17437
OG0017014	ESY8_g59111_DN3_SP4_c0.t1	jg17541
OG0017016	ESY5_g3451_DN2_SP0_c0.t1	jg17585
OG0017017	ESY8_g59023_DN3_SP0_c0.t1, ESY8_g59039_DN3_SP0_c0.t1	jg17660
OG0017019	ESY8_g58974_DN3_SP0_c0.t1	jg17762
OG0017020	ESY8_g58968_DN3_SP0_c0.t1	jg17766
OG0017021	ESY8_g58931_DN3_SP0_c0.t1	jg17803
OG0017022	ESY5_g4820_DN2_SP0_c0.t1	jg1524, jg31912
OG0017023	ESY8_g58908_DN3_SP6_c0.t1	jg17828
OG0017024	ESY8_g58897_DN3_SP0_c0.t1	jg17836
OG0017025	ESY8_g58892_DN2_SP1_c0.t1	jg17846
OG0017026	ESY8_g58854_DN3_SP4_c15.t1	jg17873
OG0017028	ESY2_g33248_DN3_SP7_c0.t1	jg363
OG0017029	ESY8_g58609_DN2_SP3_c0.t1	jg18096
OG0017030	ESY8_g58555_DN3_SP8_c0.t1	jg18137
OG0017032	ESY3_g30323_DN3_SP0_c0.t1	jg8523
OG0017033	ESY8_g58434_DN3_SP0_c8.t1	jg18226
OG0017034	ESY8_g58417_DN3_SP1_c0.t1	jg18238
OG0017035	ESY8_g58358_DN2_SP0_c0.t1	jg18275
OG0017036	ESY20_g12717_DN3_SP0_c0.t1	jg18350
OG0017037	ESY20_g12866_DN3_SP8_c0.t1	jg20884
OG0017038	ESY20_g12880_DN3_SP4_c0.t1	jg20856
OG0017039	ESY20_g12912_DN3_SP8_c0.t1	jg20842
OG0017040	ESY8_g58202_DN3_SP0_c32.t1	jg28697
OG0017041	ESY8_g58211_DN3_SP0_c0.t1	jg20768
OG0017043	ESY13_g56725_DN3_SP8_c0.t1	jg9920
OG0017044	ESY2_g35342_DN1_SP0_c63.t1	jg22405
OG0017045	ESY4_g24732_DN3_SP1_c0.t1	jg21064
OG0017046	ESY4_g22525_DN3_SP0_c0.t1	jg32775
OG0017052	ESY4_g22482_DN3_SP8_c0.t1	jg32693
OG0017053	ESY4_g22212_DN3_SP0_c0.t1	jg32707
OG0017055	ESY4_g22438_DN3_SP7_c0.t1	jg31291
OG0017056	ESY4_g22148_DN3_SP8_c12.t1	jg31301
OG0017057	ESY9_g43251_DN3_SP0_c0.t1	jg31308
OG0017058	ESY4_g22707_DN3_SP0_c0.t1	jg31356
OG0017060	ESY20_g13359_DN3_SP0_c0.t1	jg31405
OG0017062	ESY4_g23297_DN3_SP0_c0.t1	jg31506
OG0017063	ESY4_g23312_DN3_SP0_c0.t1	jg31523
OG0017065	ESY7_g17758_DN3_SP0_c0.t1	jg31545
OG0017066	ESY4_g23546_DN3_SP0_c0.t1	jg31565
OG0017067	ESY4_g23659_DN3_SP8_c0.t1	jg31590
OG0017068	ESY17_g38948_DN3_SP0_c0.t1	jg11900
OG0017069	ESY4_g23666_DN3_SP8_c0.t1	jg31606
OG0017070	ESY4_g23682_DN3_SP0_c0.t1	jg31618
OG0017071	ESY16_g62023_DN3_SP0_c0.t1	jg31683
OG0017072	ESY16_g61924_DN3_SP0_c0.t1	jg31769
OG0017073	ESY16_g61908_DN3_SP0_c0.t1	jg31775
OG0017075	ESY16_g61736_DN3_SP6_c0.t1	jg31879
OG0017077	ESY16_g61713_DN3_SP0_c0.t1	jg31885
OG0017079	ESY10_g14332_DN3_SP1_c0.t1	jg13086
OG0017080	ESY10_g14275_DN3_SP0_c0.t1	jg13125
OG0017081	ESY10_g14211_DN2_SP0_c0.t1	jg13140
OG0017082	ESY10_g14205_DN3_SP0_c0.t1	jg13148
OG0017084	ESY6_g50308_DN1_SP0_c0.t1	jg23711
OG0017085	ESY6_g50361_DN3_SP0_c0.t1	jg23692
OG0017087	ESY6_g50372_DN3_SP0_c0.t1	jg23663
OG0017088	ESY6_g50438_DN3_SP0_c0.t1	jg23624
OG0017089	ESY6_g50434_DN3_SP0_c0.t1	jg23622
OG0017090	ESY6_g50427_DN3_SP0_c0.t1	jg23615
OG0017091	ESY2_g33997_DN1_SP0_c0.t1	jg977
OG0017093	ESY6_g50461_DN3_SP0_c0.t1	jg23591
OG0017095	ESY6_g50486_DN3_SP0_c0.t1	jg23564
OG0017096	ESY6_g50493_DN3_SP0_c0.t1	jg23562
OG0017097	ESY6_g50503_DN3_SP0_c0.t1	jg23553
OG0017098	ESY6_g50517_DN3_SP6_c0.t1	jg23540
OG0017099	ESY6_g50525_DN3_SP6_c0.t1	jg23534
OG0017100	ESY6_g50541_DN3_SP3_c0.t1	jg23524
OG0017101	ESY6_g50542_DN3_SP0_c0.t1	jg23523
OG0017102	ESY6_g50562_DN3_SP0_c0.t1	jg23510
OG0017103	ESY6_g50585_DN3_SP8_c0.t1	jg23502
OG0017104	ESY6_g50610_DN3_SP0_c0.t1	jg23489
OG0017105	ESY6_g50669_DN3_SP1_c0.t1	jg23455
OG0017107	ESY6_g50727_DN3_SP0_c0.t1	jg23400
OG0017108	ESY6_g50737_DN3_SP0_c0.t1	jg23392
OG0017109	ESY6_g49602_DN3_SP8_c0.t1	jg23379
OG0017110	ESY6_g49604_DN3_SP2_c0.t1	jg23376
OG0017113	ESY6_g49753_DN3_SP0_c0.t1	jg23272
OG0017114	ESY6_g49756_DN3_SP1_c0.t1	jg23267
OG0017115	ESY6_g49797_DN3_SP1_c0.t1	jg23249
OG0017116	ESY6_g49844_DN3_SP8_c0.t1	jg23217
OG0017117	ESY6_g49394_DN3_SP0_c0.t1	jg23167
OG0017118	ESY6_g49475_DN2_SP0_c0.t1	jg23109
OG0017119	ESY6_g49484_DN3_SP8_c0.t1	jg23101
OG0017120	ESY6_g49498_DN3_SP1_c10.t1	jg23095
OG0017121	ESY6_g50208_DN3_SP7_c0.t1	jg6144
OG0017122	ESY7_g19419_DN3_SP8_c0.t1	jg6156
OG0017123	ESY6_g50196_DN3_SP0_c0.t1	jg6161
OG0017124	ESY6_g50176_DN3_SP8_c0.t1	jg6187
OG0017125	ESY6_g50145_DN3_SP0_c0.t1	jg6216
OG0017126	ESY6_g50132_DN3_SP4_c17.t1	jg6234
OG0017129	ESY6_g50067_DN3_SP8_c2.t1	jg6302
OG0017131	ESY6_g50031_DN3_SP0_c0.t1	jg6340
OG0017133	ESY12_g52296_DN3_SP0_c0.t1	jg20199
OG0017134	ESY6_g49956_DN3_SP2_c0.t1	jg6433
OG0017135	ESY6_g49949_DN3_SP0_c34.t1	jg6440
OG0017136	ESY6_g49904_DN3_SP0_c0.t1	jg6502
OG0017137	ESY6_g49902_DN1_SP0_c0.t1	jg6508
OG0017138	ESY6_g49875_DN3_SP0_c13.t1	jg5800
OG0017139	ESY6_g49866_DN3_SP0_c0.t1	jg5816
OG0017140	ESY6_g49859_DN3_SP3_c0.t1	jg5826
OG0017141	ESY6_g49292_DN3_SP0_c0.t1	jg5845
OG0017142	ESY6_g49276_DN3_SP0_c0.t1	jg5858
OG0017143	ESY6_g49234_DN3_SP4_c0.t1	jg5887
OG0017144	ESY6_g49222_DN3_SP1_c0.t1	jg5895
OG0017145	ESY6_g49216_DN1_SP0_c0.t1	jg5902
OG0017146	ESY6_g49151_DN3_SP0_c0.t1	jg5960
OG0017147	ESY6_g49144_DN3_SP8_c0.t1	jg5966
OG0017148	ESY6_g49135_DN3_SP8_c0.t1	jg5973
OG0017149	ESY6_g49034_DN3_SP0_c0.t1	jg6042
OG0017151	ESY6_g48991_DN3_SP8_c15.t1	jg6113
OG0017152	ESY6_g48974_DN3_SP1_c0.t1	jg6127
OG0017153	ESY6_g48871_DN3_SP0_c0.t1	jg22949
OG0017155	ESY6_g48819_DN3_SP5_c0.t1	jg22911
OG0017157	ESY1_g12118_DN2_SP0_c0.t1	jg14152
OG0017158	ESY6_g48607_DN3_SP8_c0.t1	jg22770
OG0017159	ESY6_g48599_DN3_SP1_c0.t1	jg22764
OG0017160	ESY6_g48596_DN3_SP8_c0.t1	jg22761
OG0017161	ESY6_g48595_DN3_SP3_c0.t1	jg22760
OG0017162	ESY6_g48560_DN3_SP0_c0.t1	jg22727
OG0017163	ESY6_g48534_DN3_SP8_c0.t1	jg22699
OG0017164	ESY6_g48518_DN3_SP0_c0.t1	jg22687
OG0017166	ESY6_g48440_DN3_SP4_c0.t1	jg22649
OG0017169	ESY6_g48380_DN3_SP8_c0.t1	jg22604
OG0017171	ESY6_g48331_DN3_SP0_c0.t1	jg22575
OG0017172	ESY6_g48320_DN3_SP1_c0.t1	jg22570
OG0017173	ESY6_g48277_DN3_SP2_c0.t1	jg22543
OG0017174	ESY6_g48243_DN3_SP0_c0.t1	jg22514
OG0017175	ESY6_g48012_DN3_SP1_c0.t1	jg22357
OG0017176	ESY6_g48002_DN3_SP1_c14.t1	jg22347
OG0017177	ESY6_g47970_DN3_SP0_c0.t1	jg22321
OG0017178	ESY6_g47960_DN3_SP1_c0.t1	jg22315
OG0017179	ESY6_g47959_DN1_SP0_c0.t1	jg22314
OG0017180	ESY6_g47953_DN2_SP0_c0.t1	jg22308
OG0017181	ESY1_g9447_DN3_SP2_c0.t1	jg14740
OG0017183	ESY1_g9332_DN3_SP1_c0.t1	jg14719
OG0017184	ESY1_g9326_DN3_SP0_c0.t1	jg14717
OG0017185	ESY7_g18531_DN3_SP0_c0.t1	jg4579
OG0017186	ESY7_g18497_DN3_SP0_c0.t1	jg4542
OG0017187	ESY7_g18495_DN3_SP1_c8.t1	jg4540
OG0017188	ESY7_g18493_DN3_SP0_c0.t1	jg4538
OG0017189	ESY7_g18491_DN3_SP0_c0.t1	jg4537
OG0017190	ESY7_g18484_DN3_SP2_c0.t1	jg4533
OG0017191	ESY7_g18483_DN3_SP8_c0.t1	jg4531
OG0017192	ESY7_g18454_DN3_SP6_c7.t1	jg4505
OG0017193	ESY7_g18445_DN3_SP0_c0.t1	jg4499
OG0017194	ESY7_g18752_DN3_SP8_c0.t1	jg4425
OG0017195	ESY17_g40010_DN3_SP0_c0.t1	jg12038
OG0017198	ESY7_g18863_DN3_SP3_c0.t1	jg4332
OG0017200	ESY7_g18943_DN2_SP0_c0.t1	jg4283
OG0017201	ESY7_g18947_DN3_SP0_c0.t1	jg4280
OG0017202	ESY7_g18959_DN3_SP0_c0.t1	jg4270
OG0017203	ESY7_g18967_DN3_SP0_c0.t1	jg4266
OG0017205	ESY7_g19173_DN3_SP0_c0.t1	jg4154
OG0017208	ESY7_g19357_DN3_SP3_c0.t1	jg4058
OG0017209	ESY7_g19413_DN3_SP0_c0.t1	jg4030
OG0017210	ESY7_g19418_DN3_SP0_c0.t1	jg4028
OG0017211	ESY7_g19426_DN3_SP0_c0.t1	jg4018
OG0017212	ESY10_g14772_DN3_SP0_c0.t1	jg20280
OG0017213	ESY7_g19447_DN3_SP0_c0.t1	jg4006
OG0017214	ESY7_g19462_DN3_SP5_c0.t1	jg3999
OG0017215	ESY7_g19465_DN3_SP0_c0.t1	jg3995
OG0017216	ESY7_g19523_DN3_SP0_c0.t1	jg3950
OG0017217	ESY7_g19552_DN3_SP0_c0.t1	jg3927
OG0017218	ESY7_g19571_DN3_SP8_c0.t1	jg3909
OG0017219	ESY7_g19608_DN3_SP4_c0.t1	jg3869
OG0017220	ESY7_g19637_DN3_SP5_c0.t1	jg3850
OG0017221	ESY7_g19633_DN3_SP2_c0.t1	jg3848
OG0017222	ESY7_g19629_DN3_SP0_c0.t1	jg3843
OG0017223	ESY7_g19628_DN3_SP0_c0.t1	jg3842
OG0017224	ESY7_g19656_DN3_SP6_c0.t1	jg3824
OG0017225	ESY7_g19660_DN3_SP0_c0.t1	jg3821
OG0017226	ESY8_g60244_DN3_SP6_c0.t1	jg12685
OG0017227	ESY8_g60146_DN3_SP2_c0.t1	jg12727
OG0017228	ESY8_g60070_DN3_SP6_c0.t1	jg12780
OG0017229	ESY8_g60016_DN3_SP0_c0.t1	jg12834
OG0017230	ESY2_g36481_DN3_SP7_c0.t1	jg3784
OG0017231	ESY2_g36479_DN3_SP8_c0.t1	jg3786
OG0017232	ESY2_g36475_DN3_SP7_c0.t1	jg3788
OG0017233	ESY2_g36520_DN1_SP0_c0.t1	jg3762
OG0017234	ESY2_g36532_DN3_SP0_c0.t1	jg3756
OG0017235	ESY2_g36558_DN3_SP0_c0.t1	jg3737
OG0017236	ESY2_g36571_DN3_SP0_c0.t1	jg3726
OG0017237	ESY2_g36632_DN3_SP0_c0.t1	jg3679
OG0017238	ESY2_g36644_DN3_SP0_c8.t1	jg3672
OG0017239	ESY2_g36646_DN3_SP0_c0.t1	jg3671
OG0017240	ESY2_g36658_DN3_SP2_c0.t1	jg3661
OG0017242	ESY2_g36684_DN2_SP0_c0.t1	jg3642
OG0017243	ESY2_g36689_DN3_SP0_c0.t1	jg3637
OG0017245	ESY2_g36153_DN3_SP8_c0.t1	jg3560
OG0017246	ESY2_g36114_DN3_SP0_c0.t1	jg3534
OG0017247	ESY2_g35039_DN2_SP6_c0.t1	jg3487
OG0017248	ESY2_g35059_DN3_SP5_c18.t1, ESY11_g53745_DN3_SP0_c0.t1	jg3471
OG0017249	ESY2_g35065_DN3_SP1_c0.t1	jg3465
OG0017250	ESY2_g35071_DN3_SP0_c0.t1	jg3456
OG0017251	ESY2_g34594_DN3_SP0_c0.t1	jg3432
OG0017252	ESY2_g34612_DN3_SP8_c0.t1	jg3417
OG0017253	ESY2_g34615_DN3_SP8_c0.t1	jg3414
OG0017254	ESY2_g34619_DN3_SP0_c6.t1	jg3411
OG0017255	ESY2_g34627_DN1_SP0_c0.t1	jg3404
OG0017257	ESY2_g34680_DN3_SP0_c0.t1	jg3354
OG0017258	ESY2_g34700_DN3_SP6_c0.t1	jg3336
OG0017259	ESY2_g34709_DN2_SP0_c0.t1	jg3322
OG0017260	ESY10_g13721_DN3_SP0_c0.t1	jg13458
OG0017261	ESY2_g34812_DN3_SP0_c0.t1	jg3250
OG0017262	ESY2_g34820_DN3_SP0_c0.t1	jg3244
OG0017264	ESY2_g34828_DN3_SP0_c0.t1	jg3236
OG0017265	ESY2_g36062_DN3_SP0_c0.t1	jg3212
OG0017266	ESY2_g34179_DN3_SP0_c0.t1	jg1352
OG0017267	ESY11_g54027_DN3_SP6_c0.t1	jg27868
OG0017268	ESY11_g54132_DN3_SP8_c0.t1	jg27916
OG0017269	ESY1_g8453_DN3_SP1_c0.t1	jg14533
OG0017270	ESY1_g8392_DN3_SP4_c0.t1	jg14527
OG0017271	ESY2_g36433_DN3_SP8_c0.t1	jg33816
OG0017272	ESY2_g36404_DN3_SP8_c0.t1	jg33792, jg33795
OG0017273	ESY2_g36400_DN3_SP0_c0.t1	jg33784
OG0017274	ESY2_g36374_DN3_SP0_c0.t1	jg33767
OG0017275	ESY11_g54967_DN3_SP2_c0.t1	jg28294
OG0017276	ESY2_g36348_DN3_SP6_c0.t1	jg33747
OG0017277	ESY2_g36316_DN3_SP0_c0.t1	jg33720
OG0017278	ESY2_g36288_DN3_SP6_c0.t1	jg33700
OG0017279	ESY2_g36292_DN3_SP1_c26.t1	jg33705
OG0017281	ESY2_g36263_DN3_SP0_c0.t1	jg33679
OG0017282	ESY2_g36259_DN3_SP0_c0.t1	jg33675
OG0017283	ESY2_g36252_DN3_SP1_c0.t1	jg33671
OG0017284	ESY2_g36240_DN3_SP0_c0.t1	jg33658
OG0017285	ESY2_g36216_DN3_SP0_c0.t1	jg33640
OG0017286	ESY2_g36198_DN3_SP6_c0.t1	jg33621
OG0017289	ESY11_g54625_DN1_SP0_c18.t1	jg11927
OG0017290	ESY8_g59437_DN3_SP0_c0.t1	jg16922
OG0017291	ESY2_g36958_DN3_SP0_c0.t1	jg33514
OG0017292	ESY9_g44247_DN3_SP4_c0.t1	jg18746
OG0017294	ESY9_g44581_DN3_SP8_c0.t1	jg18820
OG0017296	ESY15_g65067_DN3_SP6_c0.t1	jg6969
OG0017297	ESY15_g65163_DN3_SP8_c0.t1	jg21629
OG0017298	ESY4_g25049_DN1_SP0_c0.t1	jg11909
OG0017300	ESY17_g39035_DN3_SP7_c0.t1	jg11914
OG0017301	ESY17_g39102_DN3_SP8_c0.t1	jg11915
OG0017302	ESY17_g39865_DN3_SP8_c0.t1	jg11944
OG0017303	ESY17_g39882_DN3_SP0_c0.t1	jg11943
OG0017304	ESY11_g54858_DN3_SP4_c0.t1	jg11942
OG0017305	ESY17_g39772_DN3_SP8_c0.t1	jg11661
OG0017307	ESY11_g54943_DN3_SP0_c0.t1	jg11564
OG0017308	ESY15_g65671_DN3_SP0_c0.t1	jg11482
OG0017309	ESY5_g3876_DN1_SP0_c26.t1	jg29748
OG0017310	ESY15_g65977_DN3_SP0_c0.t1	jg11437
OG0017311	ESY15_g65509_DN2_SP0_c0.t1	jg11369
OG0017312	ESY15_g65510_DN3_SP0_c0.t1	jg11368
OG0017314	ESY22_g40904_DN3_SP0_c0.t1	jg11256
OG0017315	ESY22_g40907_DN3_SP0_c0.t1	jg11253
OG0017316	ESY22_g40909_DN3_SP0_c0.t1	jg11251
OG0017317	ESY22_g40974_DN3_SP7_c0.t1	jg11245
OG0017318	ESY2_g38752_DN3_SP0_c0.t1	jg11148
OG0017319	ESY2_g38690_DN3_SP0_c0.t1	jg11128
OG0017320	ESY2_g38616_DN3_SP0_c0.t1	jg11117
OG0017321	ESY6_g49618_DN3_SP3_c8.t1	jg21663
OG0017323	ESY2_g35876_DN2_SP0_c0.t1	jg2940
OG0017324	ESY2_g35880_DN3_SP2_c0.t1	jg2944
OG0017326	ESY2_g35887_DN3_SP8_c0.t1	jg2951
OG0017327	ESY8_g59408_DN3_SP0_c0.t1	jg1551, jg16972
OG0017328	ESY2_g35927_DN3_SP0_c0.t1	jg2979
OG0017329	ESY2_g35930_DN1_SP0_c0.t1	jg2981
OG0017330	ESY2_g34851_DN3_SP8_c0.t1	jg2999
OG0017331	ESY2_g34861_DN3_SP0_c0.t1	jg3004
OG0017332	ESY2_g34866_DN3_SP6_c0.t1	jg3009
OG0017333	ESY2_g34876_DN3_SP0_c0.t1	jg3016
OG0017334	ESY2_g34922_DN3_SP1_c0.t1	jg3058
OG0017335	ESY2_g34992_DN3_SP4_c0.t1	jg3116
OG0017336	ESY2_g34404_DN3_SP8_c0.t1	jg2461
OG0017337	ESY2_g34403_DN3_SP0_c0.t1	jg2462
OG0017338	ESY2_g34394_DN3_SP1_c0.t1	jg2471
OG0017339	ESY2_g35356_DN3_SP7_c0.t1	jg2484
OG0017340	ESY2_g35375_DN3_SP0_c0.t1	jg2500
OG0017341	ESY4_g24006_DN3_SP0_c0.t1	jg9590
OG0017342	ESY4_g24074_DN3_SP0_c0.t1	jg9575
OG0017343	ESY8_g60017_DN3_SP2_c0.t1	jg12833
OG0017344	ESY5_g4416_DN2_SP0_c0.t1	jg30151, jg30175, jg30152
OG0017346	ESY8_g60435_DN3_SP2_c0.t1	jg12605
OG0017347	ESY1_g6748_DN2_SP3_c0.t1	jg14008
OG0017348	ESY1_g6747_DN3_SP4_c0.t1	jg14009
OG0017349	ESY21_g55409_DN3_SP7_c0.t1	jg13616
OG0017350	ESY21_g55253_DN2_SP0_c0.t1	jg13658
OG0017351	ESY6_g48992_DN3_SP2_c0.t1	jg13555
OG0017352	ESY21_g55764_DN3_SP0_c0.t1	jg13523
OG0017353	ESY10_g13869_DN3_SP2_c0.t1	jg13374
OG0017354	ESY10_g13839_DN3_SP5_c0.t1	jg13357
OG0017355	ESY10_g13916_DN3_SP0_c0.t1	jg13338
OG0017358	ESY2_g35435_DN3_SP0_c0.t1	jg2549
OG0017359	ESY2_g35429_DN3_SP0_c0.t1	jg2543
OG0017360	ESY2_g35421_DN3_SP0_c0.t1	jg2538
OG0017361	ESY2_g35415_DN3_SP8_c21.t1	jg2534
OG0017362	ESY2_g35386_DN3_SP0_c0.t1	jg2511
OG0017363	ESY7_g16827_DN3_SP6_c0.t1	jg20516
OG0017364	ESY7_g16814_DN3_SP0_c0.t1	jg20521
OG0017365	ESY7_g16806_DN3_SP0_c0.t1	jg20531
OG0017366	ESY7_g16721_DN3_SP7_c0.t1	jg20616
OG0017367	ESY2_g37443_DN3_SP8_c0.t1	jg33195
OG0017368	ESY2_g37430_DN3_SP8_c0.t1	jg33199
OG0017369	ESY2_g37279_DN3_SP8_c0.t1	jg33281
OG0017370	ESY2_g37255_DN3_SP0_c0.t1	jg33310
OG0017372	ESY2_g37110_DN3_SP8_c43.t1	jg33398
OG0017373	ESY2_g37054_DN3_SP0_c0.t1	jg33442
OG0017375	ESY2_g37048_DN3_SP0_c0.t1	jg33445
OG0017376	ESY2_g37034_DN3_SP7_c0.t1	jg33456
OG0017377	ESY2_g37017_DN3_SP0_c0.t1	jg33469
OG0017378	ESY1_g6330_DN3_SP0_c0.t1	jg21017
OG0017379	ESY1_g6333_DN3_SP0_c0.t1	jg21008
OG0017380	ESY17_g39140_DN3_SP0_c0.t1	jg12002
OG0017381	ESY2_g36838_DN3_SP0_c0.t1	jg20909
OG0017383	ESY1_g5996_DN3_SP2_c0.t1	jg18460
OG0017388	ESY9_g42831_DN2_SP0_c0.t1	jg18604
OG0017389	ESY2_g37250_DN3_SP0_c0.t1	jg18613
OG0017391	ESY9_g43890_DN3_SP5_c0.t1	jg18659
OG0017393	ESY9_g44053_DN3_SP8_c0.t1	jg18713
OG0017394	ESY9_g42964_DN3_SP2_c0.t1	jg10645
OG0017395	ESY9_g42900_DN3_SP0_c0.t1	jg10658
OG0017396	ESY9_g42827_DN3_SP0_c0.t1	jg10685
OG0017397	ESY9_g42864_DN3_SP2_c0.t1, ESY9_g42866_DN3_SP0_c0.t1	jg10675
OG0017399	ESY9_g42697_DN2_SP0_c0.t1	jg10726
OG0017400	ESY9_g42632_DN3_SP0_c0.t1	jg10763
OG0017402	ESY8_g59632_DN3_SP0_c0.t1	jg16735
OG0017403	ESY8_g59203_DN3_SP0_c0.t1	jg17378
OG0017404	ESY1_g10079_DN3_SP0_c0.t1	jg14964
OG0017405	ESY1_g10046_DN3_SP0_c0.t1	jg14950
OG0017407	ESY6_g46798_DN3_SP0_c0.t1	jg21933
OG0017408	ESY6_g46513_DN3_SP0_c11.t1	jg21852
OG0017409	ESY11_g52712_DN3_SP1_c0.t1	jg27289
OG0017410	ESY11_g52785_DN3_SP0_c0.t1	jg27270
OG0017411	ESY11_g53263_DN2_SP0_c36.t1	jg27409
OG0017412	ESY11_g53718_DN3_SP8_c0.t1	jg27614
OG0017413	ESY11_g53744_DN3_SP7_c0.t1	jg27646
OG0017414	ESY11_g53852_DN3_SP0_c0.t1	jg27750
OG0017415	ESY11_g53865_DN3_SP8_c0.t1	jg27758
OG0017416	ESY11_g53955_DN3_SP0_c0.t1	jg27828
OG0017418	ESY9_g43792_DN2_SP0_c0.t1	jg10277
OG0017419	ESY6_g46771_DN3_SP0_c0.t1	jg31277
OG0017420	ESY9_g43759_DN3_SP8_c0.t1	jg10297
OG0017421	ESY15_g64512_DN3_SP0_c0.t1	jg21396
OG0017422	ESY9_g43258_DN3_SP0_c0.t1	jg10551
OG0017423	ESY9_g43302_DN3_SP3_c0.t1	jg10509
OG0017424	ESY10_g14097_DN3_SP0_c0.t1	jg27365
OG0017425	ESY2_g34579_DN2_SP0_c0.t1	jg13758
OG0017426	ESY9_g43404_DN3_SP1_c0.t1	jg10465
OG0017427	ESY9_g43651_DN3_SP7_c0.t1	jg10418
OG0017428	ESY9_g43642_DN3_SP0_c0.t1	jg10415
OG0017430	ESY9_g43545_DN1_SP0_c0.t1	jg10365
OG0017431	ESY9_g43066_DN3_SP8_c0.t1	jg10604
OG0017432	ESY9_g42914_DN3_SP0_c0.t1, ESY9_g42907_DN3_SP0_c0.t1	jg10617
OG0017433	ESY3_g29696_DN3_SP0_c0.t1	jg25947
OG0017434	ESY3_g32692_DN3_SP0_c0.t1	jg23884
OG0017435	ESY3_g32690_DN2_SP5_c0.t1	jg23885
OG0017436	ESY3_g32683_DN3_SP0_c0.t1	jg23891
OG0017437	ESY3_g32669_DN3_SP0_c0.t1	jg23911
OG0017438	ESY3_g32666_DN3_SP0_c0.t1	jg23913
OG0017439	ESY3_g32649_DN3_SP4_c0.t1	jg23929
OG0017440	ESY3_g32647_DN3_SP0_c0.t1	jg23931
OG0017441	ESY3_g32646_DN3_SP0_c0.t1	jg23932
OG0017442	ESY6_g50248_DN3_SP1_c0.t1	jg15252
OG0017443	ESY16_g61939_DN2_SP0_c0.t1, ESY6_g49426_DN3_SP0_c0.t1	jg917
OG0017444	ESY6_g50216_DN3_SP0_c0.t1	jg23767
OG0017445	ESY6_g50217_DN3_SP8_c0.t1	jg23770
OG0017446	ESY6_g50224_DN3_SP0_c0.t1	jg23775
OG0017447	ESY6_g50745_DN2_SP0_c10.t1	jg23783
OG0017448	ESY6_g50750_DN3_SP8_c0.t1	jg23788
OG0017449	ESY6_g50751_DN3_SP1_c13.t1	jg23789
OG0017450	ESY6_g50758_DN1_SP0_c0.t1	jg23795
OG0017451	ESY1_g12582_DN3_SP0_c14.t1	jg16439
OG0017452	ESY1_g12574_DN3_SP0_c0.t1, ESY1_g12305_DN3_SP0_c0.t1	jg16431
OG0017453	ESY1_g12573_DN3_SP0_c0.t1	jg16430
OG0017454	ESY1_g12566_DN3_SP4_c0.t1	jg16416
OG0017455	ESY1_g12540_DN3_SP0_c0.t1, ESY1_g10277_DN2_SP0_c0.t1	jg16376
OG0017456	ESY1_g12539_DN2_SP0_c0.t1	jg16374
OG0017457	ESY1_g12485_DN3_SP0_c0.t1	jg16330
OG0017458	ESY1_g12424_DN3_SP0_c0.t1	jg16290
OG0017459	ESY1_g12364_DN3_SP0_c0.t1	jg16245
OG0017460	ESY5_g3069_DN3_SP0_c0.t1	jg16242
OG0017461	ESY1_g12206_DN3_SP1_c0.t1	jg16149
OG0017462	ESY1_g12189_DN2_SP0_c0.t1	jg16147
OG0017463	ESY1_g12175_DN3_SP6_c0.t1	jg16138
OG0017464	ESY1_g12172_DN3_SP2_c0.t1	jg16135
OG0017468	ESY1_g11904_DN3_SP0_c0.t1	jg16035
OG0017469	ESY1_g11900_DN3_SP0_c0.t1	jg16032
OG0017470	ESY1_g11301_DN3_SP8_c0.t1	jg15942
OG0017471	ESY1_g11371_DN2_SP0_c0.t1	jg15909
OG0017472	ESY1_g11621_DN3_SP5_c0.t1	jg15786
