Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0011270	ESY1_g11527_DN3_SP0_c0.t1	XP_018489365.1
OG0011271	ESY1_g11725_DN3_SP0_c0.t1	XP_018490641.1, XP_018490618.1
OG0011272	ESY18_g63986_DN3_SP0_c0.t1	XP_018461579.1, XP_018452231.1
OG0011273	ESY4_g24445_DN3_SP0_c0.t1	XP_018443648.1, XP_018462590.1
OG0011274	ESY2_g34449_DN3_SP5_c0.t1	XP_018455883.1
OG0011275	ESY1_g11783_DN3_SP0_c0.t1	XP_018463854.1, XP_018458560.1
OG0011276	ESY1_g11784_DN3_SP0_c0.t1	XP_018488362.1, XP_018490484.1
OG0011277	ESY4_g22074_DN3_SP0_c0.t1	XP_018486086.1, XP_018488015.1
OG0011278	ESY1_g11788_DN1_SP0_c0.t1	XP_018488388.1, XP_018488387.1, XP_018489171.1
OG0011279	ESY1_g11789_DN2_SP0_c0.t1, ESY1_g11831_DN3_SP0_c0.t1	XP_018492128.1
OG0011280	ESY1_g11836_DN2_SP0_c0.t1	XP_018490826.1, XP_018492126.1
OG0011281	ESY1_g11840_DN3_SP0_c0.t1	XP_018458577.1, XP_018459888.1, XP_018490830.1
OG0011282	ESY1_g10539_DN3_SP7_c0.t1	XP_018485857.1
OG0011283	ESY1_g10542_DN3_SP8_c0.t1	XP_018432724.1, XP_018462537.1
OG0011284	ESY1_g10570_DN3_SP7_c0.t1	XP_018485804.1, XP_018485802.1
OG0011285	ESY1_g10571_DN1_SP0_c0.t1	XP_018442619.1
OG0011286	ESY1_g10619_DN3_SP8_c0.t1	XP_018446281.1
OG0011287	ESY1_g10647_DN2_SP6_c0.t1	XP_018486614.1, XP_018442697.1, XP_018442698.1
OG0011288	ESY1_g10685_DN3_SP1_c0.t1	XP_018485570.1
OG0011289	ESY1_g10686_DN3_SP7_c15.t1	XP_018482194.1, XP_018485569.1
OG0011290	ESY1_g10689_DN3_SP0_c0.t1	XP_018480618.1, XP_018442885.1
OG0011291	ESY1_g10691_DN3_SP8_c0.t1	XP_018486000.1
OG0011292	ESY1_g10714_DN3_SP8_c0.t1	XP_018487172.1, XP_018464629.1
OG0011293	ESY1_g10772_DN3_SP8_c0.t1	XP_018465669.1, XP_018481293.1
OG0011294	ESY1_g10796_DN3_SP8_c0.t1	XP_018477078.1, XP_018487009.1
OG0011295	ESY1_g10798_DN3_SP6_c0.t1	XP_018485685.1, XP_018477955.1
OG0011296	ESY1_g10830_DN3_SP8_c0.t1	XP_018491942.1
OG0011297	ESY1_g10850_DN3_SP8_c0.t1	XP_018446828.1, XP_018491421.1
OG0011298	ESY1_g10860_DN3_SP6_c0.t1	XP_018483041.1
OG0011299	ESY1_g10878_DN3_SP8_c0.t1	XP_018446129.1
OG0011300	ESY1_g10888_DN3_SP8_c0.t1	XP_018493071.1
OG0011301	ESY1_g10889_DN3_SP0_c0.t1	XP_018491963.1
OG0011302	ESY1_g10894_DN3_SP8_c0.t1	XP_018477498.1
OG0011303	ESY1_g10948_DN3_SP0_c0.t1	XP_018481295.1, XP_018462959.1
OG0011304	ESY1_g10950_DN3_SP5_c0.t1	XP_018493472.1, XP_018489713.1
OG0011306	ESY1_g10983_DN3_SP8_c0.t1	XP_018442495.1, XP_018491308.1
OG0011307	ESY19_g42004_DN3_SP0_c0.t1	XP_018443845.1
OG0011308	ESY1_g11007_DN3_SP5_c0.t1	XP_018432760.1
OG0011309	ESY1_g11012_DN2_SP0_c0.t1	XP_018478550.1, XP_018480831.1
OG0011310	ESY1_g11029_DN3_SP0_c0.t1	XP_018478967.1, XP_018464824.1, XP_018464927.1
OG0011311	ESY1_g11090_DN3_SP8_c0.t1	XP_018446620.1, XP_018492618.1
OG0011312	ESY1_g11103_DN3_SP8_c0.t1	XP_018493212.1
OG0011313	ESY1_g11106_DN3_SP0_c0.t1	XP_018493219.1
OG0011314	ESY1_g11163_DN3_SP8_c0.t1	XP_018486798.1, XP_018461242.1
OG0011315	ESY1_g10504_DN3_SP8_c0.t1	XP_018478776.1
OG0011316	ESY1_g10491_DN3_SP8_c0.t1	XP_018491814.1
OG0011317	ESY1_g10452_DN3_SP7_c0.t1	XP_018447765.1, XP_018488776.1
OG0011318	ESY1_g10442_DN3_SP7_c0.t1	XP_018485433.1
OG0011319	ESY6_g47628_DN3_SP7_c0.t1	XP_018471057.1, XP_018483733.1
OG0011320	ESY6_g47554_DN2_SP0_c0.t1	XP_018469586.1
OG0011321	ESY6_g47526_DN2_SP0_c14.t1	XP_018471724.1, XP_018471731.1
OG0011322	ESY6_g47513_DN2_SP0_c0.t1	XP_018453540.1
OG0011323	ESY6_g47503_DN3_SP0_c0.t1	XP_018472963.1
OG0011324	ESY6_g47448_DN3_SP6_c0.t1	XP_018469485.1, XP_018475285.1
OG0011325	ESY6_g47359_DN3_SP8_c0.t1	XP_018456613.1
OG0011326	ESY6_g47170_DN3_SP0_c0.t1, ESY6_g48963_DN3_SP0_c0.t1	XP_018472908.1
OG0011327	ESY2_g38416_DN3_SP0_c0.t1	XP_018470025.1
OG0011328	ESY3_g27846_DN3_SP3_c0.t1	XP_018490384.1, XP_018490385.1, XP_018462449.1
OG0011329	ESY3_g27800_DN2_SP0_c0.t1	XP_018493504.1, XP_018493493.1
OG0011330	ESY3_g27760_DN1_SP0_c0.t1	XP_018487045.1, XP_018486777.1
OG0011331	ESY3_g27495_DN3_SP0_c0.t1	XP_018492640.1
OG0011332	ESY3_g27503_DN3_SP8_c0.t1	XP_018432887.1, XP_018492357.1
OG0011333	ESY10_g14005_DN3_SP2_c0.t1	XP_018488988.1
OG0011334	ESY3_g27418_DN3_SP7_c0.t1	XP_018485772.1
OG0011335	ESY3_g27325_DN3_SP8_c0.t1	XP_018486196.1, XP_018486228.1
OG0011336	ESY3_g27318_DN3_SP1_c18.t1	XP_018489232.1, XP_018486868.1
OG0011337	ESY3_g27301_DN1_SP0_c0.t1	XP_018488578.1, XP_018462879.1
OG0011338	ESY9_g45557_DN3_SP6_c0.t1	XP_018485799.1, XP_018463204.1
OG0011339	ESY11_g52649_DN3_SP6_c0.t1	XP_018432939.1, XP_018485527.1
OG0011340	ESY11_g52830_DN3_SP8_c0.t1	XP_018493072.1
OG0011341	ESY2_g35228_DN3_SP7_c0.t1	XP_018460361.1, XP_018442905.1
OG0011342	ESY2_g35213_DN3_SP0_c0.t1	XP_018445079.1, XP_018444792.1
OG0011343	ESY2_g35202_DN3_SP8_c0.t1	XP_018470314.1, XP_018470034.1
OG0011344	ESY2_g35192_DN3_SP0_c0.t1	XP_018461708.1, XP_018465281.1
OG0011345	ESY16_g61613_DN3_SP0_c0.t1, ESY3_g27319_DN2_SP0_c0.t1	XP_018468045.1
OG0011346	ESY5_g5118_DN2_SP0_c0.t1	XP_018445216.1, XP_018463609.1
OG0011347	ESY19_g41841_DN3_SP6_c0.t1	XP_018445768.1, XP_018446002.1
OG0011348	ESY19_g41853_DN3_SP2_c0.t1	XP_018443008.1, XP_018446369.1
OG0011349	ESY2_g34529_DN3_SP8_c13.t1	XP_018446060.1, XP_018445991.1
OG0011350	ESY8_g59565_DN3_SP0_c0.t1	XP_018447711.1
OG0011351	ESY2_g34528_DN3_SP0_c0.t1	XP_018442429.1, XP_018445992.1
OG0011352	ESY2_g34511_DN3_SP6_c0.t1	XP_018455660.1, XP_018456187.1
OG0011353	ESY2_g34502_DN3_SP0_c0.t1	XP_018459884.1
OG0011354	ESY2_g34465_DN3_SP1_c0.t1	XP_018461355.1, XP_018445034.1
OG0011356	ESY2_g34453_DN2_SP0_c0.t1	XP_018468663.1, XP_018455297.1, XP_018455293.1
OG0011357	ESY8_g58436_DN3_SP0_c0.t1	XP_018454844.1, XP_018482886.1
OG0011358	ESY11_g54188_DN3_SP8_c0.t1	XP_018452884.1, XP_018452881.1
OG0011359	ESY11_g54190_DN3_SP0_c0.t1	XP_018452933.1
OG0011360	ESY11_g54201_DN3_SP0_c0.t1	XP_018440071.1, XP_018456583.1, XP_018456582.1
OG0011361	ESY11_g54251_DN3_SP8_c0.t1	XP_018453070.1, XP_018434488.1
OG0011362	ESY11_g54253_DN3_SP0_c0.t1	XP_018452213.1, XP_018464127.1
OG0011363	ESY11_g54279_DN3_SP0_c0.t1	XP_018457349.1, XP_018454688.1
OG0011364	ESY11_g54285_DN3_SP0_c0.t1	XP_018454800.1, XP_018436878.1
OG0011365	ESY11_g54300_DN3_SP1_c0.t1	XP_018435199.1, XP_018454786.1
OG0011367	ESY11_g54344_DN1_SP0_c0.t1	XP_018438370.1
OG0011368	ESY11_g54416_DN3_SP8_c0.t1	XP_018436706.1, XP_018465784.1
OG0011369	ESY11_g54424_DN3_SP5_c0.t1	XP_018488654.1, XP_018453093.1
OG0011370	ESY11_g54442_DN3_SP0_c0.t1	XP_018438460.1, XP_018438461.1, XP_018438463.1
OG0011371	ESY11_g54499_DN3_SP4_c0.t1	XP_018440983.1
OG0011372	ESY11_g54604_DN3_SP0_c0.t1	XP_018440572.1, XP_018439239.1, XP_018440108.1
OG0011373	ESY11_g54621_DN2_SP0_c0.t1	XP_018436790.1, XP_018439248.1
OG0011374	ESY11_g54628_DN3_SP0_c0.t1	XP_018455265.1, XP_018455268.1
OG0011375	ESY11_g54657_DN1_SP0_c0.t1	XP_018453072.1
OG0011376	ESY11_g54702_DN3_SP8_c0.t1	XP_018435077.1
OG0011378	ESY12_g51087_DN3_SP8_c0.t1	XP_018477939.1
OG0011379	ESY12_g51022_DN3_SP0_c0.t1	XP_018484005.1, XP_018439936.1
OG0011380	ESY12_g51011_DN3_SP1_c0.t1	XP_018477261.1, XP_018476048.1
OG0011381	ESY12_g51003_DN2_SP0_c0.t1	XP_018476046.1
OG0011382	ESY12_g51001_DN3_SP0_c0.t1	XP_018439763.1, XP_018476959.1
OG0011383	ESY12_g50961_DN3_SP0_c0.t1	XP_018484506.1
OG0011384	ESY12_g50865_DN3_SP0_c0.t1	XP_018434365.1, XP_018478358.1
OG0011385	ESY12_g50860_DN3_SP0_c0.t1	XP_018481559.1
OG0011386	ESY12_g50826_DN3_SP5_c0.t1	XP_018458705.1
OG0011387	ESY9_g45662_DN3_SP0_c0.t1	XP_018476593.1
OG0011388	ESY9_g45650_DN3_SP8_c0.t1	XP_018478338.1, XP_018435034.1
OG0011389	ESY9_g45588_DN2_SP0_c0.t1	XP_018478726.1, XP_018436776.1
OG0011390	ESY6_g46721_DN3_SP0_c0.t1	XP_018456926.1
OG0011391	ESY9_g45472_DN3_SP7_c0.t1	XP_018476348.1, XP_018476351.1
OG0011392	ESY9_g45445_DN3_SP1_c0.t1	XP_018475490.1
OG0011393	ESY9_g45444_DN3_SP1_c0.t1	XP_018473176.1, XP_018466033.1
OG0011394	ESY9_g45435_DN2_SP0_c0.t1	XP_018436391.1, XP_018441999.1
OG0011395	ESY9_g45423_DN3_SP1_c0.t1	XP_018481706.1
OG0011396	ESY7_g17301_DN2_SP0_c0.t1	XP_018469827.1
OG0011397	ESY8_g60154_DN3_SP0_c0.t1	XP_018484875.1
OG0011398	ESY9_g45339_DN2_SP0_c0.t1	XP_018482568.1, XP_018438844.1
OG0011399	ESY8_g59213_DN3_SP0_c0.t1	XP_018486146.1
OG0011400	ESY9_g43621_DN3_SP0_c0.t1, ESY9_g45319_DN2_SP0_c0.t1	XP_018434751.1, XP_018434746.1
OG0011401	ESY9_g45283_DN3_SP0_c0.t1	XP_018473290.1
OG0011402	ESY3_g27299_DN2_SP3_c0.t1	XP_018488508.1
OG0011403	ESY9_g45241_DN2_SP0_c0.t1	XP_018438136.1
OG0011404	ESY9_g45183_DN3_SP8_c0.t1	XP_018433847.1
OG0011405	ESY7_g19006_DN3_SP0_c0.t1	XP_018478067.1
OG0011406	ESY9_g45161_DN3_SP2_c0.t1	XP_018433446.1
OG0011407	ESY9_g45129_DN2_SP0_c0.t1	XP_018473162.1
OG0011408	ESY9_g44956_DN3_SP0_c0.t1	XP_018472836.1, XP_018472840.1
OG0011409	ESY9_g44878_DN3_SP0_c0.t1	XP_018435020.1
OG0011410	ESY9_g44784_DN3_SP0_c0.t1	XP_018474899.1, XP_018433934.1
OG0011411	ESY9_g44735_DN3_SP0_c0.t1	XP_018476631.1, XP_018477221.1
OG0011412	ESY9_g44644_DN3_SP3_c0.t1	XP_018458997.1, XP_018478011.1, XP_018477982.1
OG0011413	ESY7_g16119_DN3_SP2_c0.t1	XP_018457687.1, XP_018453046.1
OG0011414	ESY7_g16212_DN2_SP0_c19.t1	XP_018453791.1
OG0011415	ESY7_g16361_DN3_SP2_c11.t1	XP_018452057.1
OG0011416	ESY7_g16365_DN3_SP1_c0.t1	XP_018457227.1
OG0011417	ESY7_g16370_DN3_SP8_c0.t1	XP_018456792.1
OG0011418	ESY18_g63028_DN3_SP0_c0.t1	XP_018461045.1, XP_018454537.1
OG0011420	ESY18_g63054_DN3_SP0_c0.t1	XP_018454461.1
OG0011421	ESY18_g63055_DN3_SP0_c0.t1	XP_018461867.1, XP_018459078.1
OG0011422	ESY18_g63090_DN3_SP3_c6.t1	XP_018473585.1, XP_018474902.1
OG0011423	ESY18_g62995_DN3_SP0_c0.t1	XP_018455789.1
OG0011424	ESY8_g59905_DN3_SP8_c0.t1	XP_018483991.1, XP_018440672.1
OG0011425	ESY8_g59901_DN3_SP8_c0.t1	XP_018440671.1, XP_018483992.1
OG0011426	ESY4_g26814_DN3_SP0_c0.t1, ESY8_g59838_DN3_SP0_c0.t1	XP_018441192.1
OG0011427	ESY8_g59813_DN3_SP1_c0.t1	XP_018477974.1
OG0011428	ESY8_g59800_DN3_SP0_c16.t1	XP_018479731.1, XP_018479739.1
OG0011429	ESY8_g59737_DN2_SP0_c0.t1	XP_018440281.1, XP_018440311.1
OG0011430	ESY8_g59734_DN3_SP0_c0.t1	XP_018480901.1, XP_018438283.1
OG0011431	ESY8_g59637_DN3_SP0_c0.t1	XP_018480543.1
OG0011432	ESY8_g59539_DN3_SP0_c0.t1	XP_018459011.1, XP_018440886.1, XP_018440757.1
OG0011433	ESY8_g59467_DN3_SP8_c0.t1	XP_018477151.1
OG0011434	ESY8_g59349_DN3_SP8_c0.t1	XP_018439769.1
OG0011435	ESY8_g59343_DN3_SP0_c0.t1	XP_018462369.1, XP_018459756.1
OG0011436	ESY8_g59367_DN3_SP1_c0.t1	XP_018477334.1
OG0011437	ESY8_g59388_DN3_SP0_c0.t1	XP_018483177.1, XP_018461466.1
OG0011438	ESY8_g59439_DN3_SP8_c12.t1	XP_018477818.1, XP_018441558.1, XP_018438027.1
OG0011439	ESY11_g54882_DN3_SP0_c0.t1	XP_018466735.1, XP_018491003.1
OG0011440	ESY5_g1166_DN3_SP2_c0.t1	XP_018432791.1, XP_018480363.1
OG0011441	ESY4_g21901_DN3_SP4_c0.t1	XP_018492119.1, XP_018485890.1
OG0011442	ESY14_g20898_DN3_SP6_c0.t1	XP_018492831.1, XP_018483862.1
OG0011443	ESY3_g29361_DN3_SP2_c0.t1	XP_018449562.1, XP_018438520.1
OG0011444	ESY14_g21525_DN3_SP1_c0.t1	XP_018467002.1
OG0011445	ESY14_g21162_DN1_SP0_c0.t1	XP_018488610.1
OG0011446	ESY14_g21058_DN3_SP0_c0.t1	XP_018475123.1, XP_018465017.1, XP_018447995.1
OG0011447	ESY4_g25270_DN3_SP1_c0.t1	XP_018480254.1, XP_018480253.1
OG0011448	ESY4_g26300_DN3_SP4_c0.t1	XP_018489152.1
OG0011449	ESY14_g20635_DN3_SP0_c0.t1	XP_018458445.1
OG0011450	ESY14_g20569_DN3_SP0_c0.t1	XP_018443470.1
OG0011451	ESY14_g20568_DN3_SP0_c0.t1	XP_018459477.1, XP_018435725.1
OG0011452	ESY14_g19991_DN2_SP0_c0.t1	XP_018492771.1
OG0011453	ESY14_g20310_DN3_SP0_c0.t1	XP_018439475.1
OG0011454	ESY14_g20332_DN3_SP8_c0.t1	XP_018489276.1, XP_018489288.1
OG0011455	ESY14_g20391_DN3_SP0_c0.t1	XP_018440156.1
OG0011456	ESY14_g19871_DN3_SP8_c0.t1	XP_018439343.1
OG0011457	ESY5_g3382_DN3_SP8_c0.t1	XP_018459465.1
OG0011458	ESY19_g41703_DN3_SP0_c0.t1	XP_018446848.1
OG0011459	ESY25_g62715_DN3_SP7_c0.t1	XP_018459139.1, XP_018457429.1
OG0011460	ESY5_g3040_DN3_SP0_c0.t1	XP_018473486.1
OG0011461	ESY25_g62756_DN3_SP6_c0.t1	XP_018449910.1
OG0011462	ESY18_g64120_DN3_SP8_c43.t1	XP_018471951.1, XP_018455005.1, XP_018456852.1
OG0011463	ESY18_g64051_DN3_SP0_c0.t1	XP_018456253.1, XP_018456269.1, XP_018463296.1
OG0011464	ESY18_g63985_DN3_SP8_c0.t1	XP_018457729.1
OG0011465	ESY18_g63918_DN3_SP8_c0.t1	XP_018476382.1, XP_018471134.1
OG0011466	ESY18_g63692_DN3_SP0_c0.t1	XP_018457025.1, XP_018464408.1
OG0011467	ESY11_g53921_DN2_SP0_c0.t1, ESY18_g63418_DN3_SP0_c0.t1	XP_018454318.1
OG0011468	ESY18_g63391_DN3_SP8_c0.t1	XP_018454319.1, XP_018462090.1
OG0011469	ESY7_g16906_DN3_SP0_c0.t1	XP_018445821.1, XP_018442883.1
OG0011470	ESY7_g16892_DN3_SP8_c0.t1	XP_018472709.1, XP_018471275.1
OG0011471	ESY7_g16881_DN3_SP2_c0.t1	XP_018444223.1, XP_018468766.1
OG0011472	ESY7_g16869_DN3_SP0_c0.t1	XP_018472356.1, XP_018446397.1, XP_018443058.1
OG0011473	ESY10_g15291_DN2_SP0_c0.t1	XP_018481113.1, XP_018481122.1, XP_018456925.1
OG0011474	ESY10_g15412_DN3_SP5_c0.t1	XP_018454034.1, XP_018478269.1
OG0011475	ESY10_g15504_DN3_SP0_c0.t1	XP_018456692.1, XP_018456694.1
OG0011476	ESY1_g11977_DN2_SP0_c0.t1	XP_018457579.1
OG0011477	ESY10_g15582_DN2_SP0_c0.t1	XP_018484307.1, XP_018438896.1
OG0011478	ESY10_g15640_DN3_SP0_c0.t1	XP_018485237.1
OG0011479	ESY10_g15641_DN3_SP0_c0.t1	XP_018461625.1, XP_018453255.1
OG0011480	ESY10_g15676_DN3_SP8_c2.t1	XP_018483397.1, XP_018440294.1
OG0011481	ESY10_g15739_DN3_SP0_c0.t1	XP_018477420.1
OG0011482	ESY11_g54810_DN3_SP8_c0.t1	XP_018440072.1, XP_018481889.1
OG0011483	ESY11_g54834_DN3_SP8_c0.t1	XP_018439688.1, XP_018454359.1
OG0011484	ESY11_g54844_DN3_SP0_c0.t1	XP_018454365.1
OG0011485	ESY11_g54885_DN3_SP0_c0.t1	XP_018440134.1
OG0011486	ESY3_g30740_DN3_SP0_c0.t1, ESY6_g45906_DN3_SP0_c0.t1	XP_018472736.1
OG0011487	ESY11_g54898_DN2_SP2_c0.t1, ESY11_g54905_DN2_SP2_c0.t1	XP_018440428.1, XP_018440485.1
OG0011488	ESY11_g54941_DN2_SP8_c0.t1	XP_018437198.1, XP_018440105.1
OG0011489	ESY11_g54944_DN3_SP1_c0.t1	XP_018434345.1
OG0011490	ESY11_g54961_DN3_SP5_c0.t1	XP_018434566.1, XP_018435122.1
OG0011491	ESY11_g54993_DN3_SP2_c0.t1	XP_018433256.1
OG0011492	ESY12_g52336_DN1_SP1_c0.t1	XP_018480881.1
OG0011493	ESY12_g52333_DN3_SP7_c0.t1	XP_018470335.1
OG0011494	ESY12_g52328_DN2_SP0_c0.t1	XP_018468176.1
OG0011495	ESY12_g52314_DN3_SP0_c0.t1	XP_018462527.1, XP_018472870.1
OG0011496	ESY12_g52270_DN3_SP0_c0.t1	XP_018476597.1, XP_018439800.1
OG0011497	ESY12_g52254_DN3_SP0_c0.t1	XP_018465657.1, XP_018476080.1
OG0011498	ESY12_g52231_DN3_SP8_c0.t1	XP_018439084.1
OG0011499	ESY12_g52224_DN3_SP8_c0.t1	XP_018472959.1, XP_018441800.1
OG0011500	ESY12_g52215_DN3_SP8_c0.t1	XP_018485273.1, XP_018483571.1
OG0011501	ESY12_g52211_DN1_SP0_c0.t1	XP_018483575.1, XP_018434165.1
OG0011502	ESY12_g52207_DN3_SP0_c0.t1	XP_018477952.1
OG0011503	ESY12_g51384_DN3_SP6_c0.t1	XP_018437560.1, XP_018436041.1
OG0011504	ESY12_g51375_DN3_SP0_c0.t1	XP_018440553.1, XP_018433361.1
OG0011505	ESY12_g51618_DN3_SP7_c0.t1	XP_018481332.1, XP_018439286.1
OG0011506	ESY12_g51656_DN3_SP3_c0.t1	XP_018478213.1, XP_018434974.1
OG0011507	ESY12_g51668_DN3_SP0_c0.t1	XP_018437890.1
OG0011508	ESY12_g51734_DN3_SP0_c45.t1	XP_018436642.1, XP_018452819.1
OG0011509	ESY12_g51742_DN3_SP0_c0.t1, ESY12_g51741_DN3_SP0_c0.t1	XP_018434550.1, XP_018482674.1
OG0011510	ESY12_g51787_DN3_SP8_c0.t1	XP_018436602.1
OG0011511	ESY12_g51790_DN3_SP0_c0.t1	XP_018479128.1, XP_018478839.1
OG0011512	ESY12_g51808_DN3_SP8_c0.t1	XP_018439970.1
OG0011513	ESY12_g51844_DN3_SP0_c0.t1	XP_018437530.1, XP_018475379.1
OG0011514	ESY12_g51887_DN3_SP0_c0.t1	XP_018433004.1
OG0011515	ESY12_g51905_DN3_SP0_c0.t1	XP_018463786.1, XP_018481830.1
OG0011516	ESY12_g52051_DN3_SP0_c0.t1	XP_018440450.1, XP_018473341.1
OG0011517	ESY12_g52068_DN3_SP2_c0.t1	XP_018485290.1, XP_018485304.1, XP_018485281.1
OG0011518	ESY12_g52140_DN1_SP0_c0.t1	XP_018437541.1, XP_018475202.1
OG0011519	ESY12_g52144_DN3_SP3_c0.t1	XP_018439884.1
OG0011520	ESY12_g52173_DN3_SP0_c0.t1	XP_018483228.1, XP_018440517.1
OG0011521	ESY12_g52174_DN3_SP8_c0.t1	XP_018483227.1
OG0011522	ESY12_g51500_DN3_SP0_c0.t1	XP_018485181.1
OG0011523	ESY12_g51501_DN3_SP0_c0.t1	XP_018466092.1
OG0011524	ESY12_g51520_DN3_SP8_c0.t1	XP_018434229.1
OG0011525	ESY12_g51521_DN3_SP0_c0.t1	XP_018435140.1
OG0011526	ESY12_g51529_DN3_SP8_c0.t1	XP_018478449.1, XP_018436774.1
OG0011527	ESY12_g51531_DN3_SP0_c0.t1	XP_018480899.1, XP_018437447.1
OG0011528	ESY12_g51550_DN3_SP0_c0.t1	XP_018478339.1
OG0011529	ESY12_g51554_DN3_SP8_c0.t1	XP_018434022.1, XP_018472781.1
OG0011530	ESY11_g54978_DN3_SP4_c0.t1	XP_018474285.1
OG0011531	ESY12_g51582_DN3_SP7_c0.t1	XP_018463538.1, XP_018437271.1
OG0011532	ESY12_g51278_DN3_SP5_c0.t1	XP_018435043.1
OG0011533	ESY12_g51273_DN3_SP7_c0.t1	XP_018433906.1
OG0011534	ESY12_g51211_DN3_SP5_c0.t1	XP_018433309.1
OG0011535	ESY12_g51220_DN3_SP0_c0.t1	XP_018440162.1
OG0011536	ESY12_g51221_DN2_SP5_c0.t1	XP_018476108.1
OG0011537	ESY12_g51228_DN3_SP4_c0.t1	XP_018482941.1
OG0011538	ESY12_g51189_DN3_SP0_c0.t1	XP_018433043.1
OG0011539	ESY12_g51167_DN3_SP0_c0.t1	XP_018481118.1, XP_018481156.1, XP_018464986.1
OG0011542	ESY12_g51154_DN3_SP8_c0.t1	XP_018480884.1, XP_018480883.1
OG0011543	ESY12_g51137_DN3_SP0_c0.t1	XP_018477204.1
OG0011544	ESY10_g14827_DN3_SP8_c18.t1	XP_018460236.1
OG0011545	ESY10_g14830_DN3_SP0_c0.t1	XP_018454989.1
OG0011546	ESY10_g14832_DN3_SP8_c0.t1	XP_018461133.1
OG0011547	ESY10_g14833_DN3_SP0_c0.t1	XP_018477764.1, XP_018461138.1
OG0011548	ESY10_g14878_DN3_SP1_c0.t1	XP_018433870.1
OG0011549	ESY3_g32589_DN3_SP0_c0.t1	XP_018437680.1, XP_018490257.1
OG0011550	ESY5_g2447_DN1_SP0_c0.t1, ESY3_g32577_DN3_SP0_c0.t1	XP_018463655.1, XP_018488827.1
OG0011551	ESY3_g32576_DN3_SP8_c0.t1	XP_018463656.1, XP_018488836.1, XP_018441449.1
OG0011552	ESY3_g32552_DN3_SP7_c0.t1	XP_018493430.1, XP_018433827.1
OG0011553	ESY3_g32536_DN3_SP0_c0.t1	XP_018489088.1, XP_018491351.1
OG0011554	ESY3_g32513_DN3_SP8_c0.t1	XP_018488411.1
OG0011555	ESY3_g32439_DN3_SP0_c13.t1	XP_018490117.1, XP_018488333.1, XP_018490258.1
OG0011556	ESY3_g32363_DN3_SP0_c0.t1	XP_018434004.1
OG0011557	ESY3_g32352_DN3_SP0_c0.t1	XP_018493352.1
OG0011558	ESY3_g32263_DN3_SP8_c0.t1	XP_018436677.1, XP_018489665.1
OG0011559	ESY3_g32253_DN3_SP0_c0.t1	XP_018440541.1
OG0011560	ESY3_g32225_DN2_SP7_c0.t1	XP_018492800.1, XP_018440564.1
OG0011561	ESY3_g32207_DN3_SP7_c0.t1	XP_018438355.1, XP_018489999.1
OG0011562	ESY3_g32127_DN3_SP0_c0.t1	XP_018432893.1
OG0011563	ESY3_g32085_DN3_SP0_c0.t1	XP_018487402.1, XP_018490981.1
OG0011564	ESY2_g34329_DN3_SP0_c0.t1	XP_018465633.1, XP_018440273.1
OG0011565	ESY3_g32046_DN3_SP8_c0.t1	XP_018488525.1, XP_018486540.1
OG0011566	ESY3_g32024_DN3_SP0_c0.t1	XP_018432630.1, XP_018493053.1
OG0011567	ESY3_g31960_DN3_SP3_c0.t1	XP_018432600.1, XP_018432601.1
OG0011568	ESY3_g31955_DN3_SP6_c0.t1	XP_018490637.1, XP_018434539.1
OG0011569	ESY3_g31928_DN3_SP2_c0.t1, ESY3_g31927_DN3_SP2_c0.t1	XP_018490626.1, XP_018490627.1
OG0011570	ESY3_g31801_DN3_SP0_c0.t1, ESY3_g31803_DN3_SP0_c0.t1, ESY10_g15602_DN3_SP0_c0.t1	XP_018493320.1
OG0011571	ESY3_g31799_DN3_SP0_c0.t1	XP_018432927.1
OG0011572	ESY3_g31765_DN3_SP0_c0.t1	XP_018438363.1, XP_018439574.1, XP_018493166.1
OG0011573	ESY3_g31678_DN3_SP0_c0.t1	XP_018490742.1, XP_018462651.1
OG0011574	ESY3_g31666_DN3_SP0_c0.t1	XP_018490942.1, XP_018490944.1, XP_018490804.1
OG0011575	ESY3_g31663_DN3_SP1_c0.t1	XP_018434875.1
OG0011576	ESY2_g35403_DN3_SP0_c0.t1	XP_018452013.1, XP_018465686.1
OG0011577	ESY3_g31629_DN3_SP5_c15.t1	XP_018441735.1, XP_018491754.1
OG0011578	ESY3_g31591_DN3_SP1_c0.t1	XP_018485888.1, XP_018485978.1
OG0011579	ESY3_g31540_DN3_SP4_c0.t1	XP_018486295.1
OG0011580	ESY3_g31518_DN3_SP0_c0.t1	XP_018493314.1, XP_018440180.1
OG0011581	ESY3_g31445_DN3_SP8_c0.t1	XP_018485664.1, XP_018467177.1, XP_018487434.1
OG0011582	ESY3_g31451_DN3_SP0_c0.t1	XP_018486699.1, XP_018464332.1
OG0011583	ESY3_g31453_DN3_SP0_c0.t1	XP_018434045.1
OG0011584	ESY3_g31467_DN3_SP0_c0.t1	XP_018493194.1
OG0011585	ESY3_g31406_DN3_SP6_c0.t1	XP_018464395.1, XP_018485399.1
OG0011586	ESY3_g30738_DN3_SP0_c0.t1	XP_018464766.1, XP_018485543.1
OG0011587	ESY3_g30754_DN3_SP5_c0.t1	XP_018485412.1, XP_018437876.1
OG0011588	ESY3_g30792_DN3_SP7_c0.t1	XP_018492983.1
