Orthogroup	Euclidium_syriacum	Arabidopsis_thaliana
OG0015216	ESY2_g35412_DN3_SP0_c0.t1	AT1G69480.1
OG0015217	ESY22_g40930_DN3_SP6_c0.t1	AT4G14965.1
OG0015218	ESY2_g35398_DN3_SP5_c0.t1	AT1G69380.1
OG0015219	ESY10_g15254_DN3_SP0_c0.t1	AT5G45950.1
OG0015220	ESY10_g15258_DN3_SP0_c0.t1	AT5G45940.1
OG0015221	ESY7_g16848_DN2_SP4_c0.t1	AT5G45800.1
OG0015222	ESY7_g16838_DN3_SP3_c0.t1	AT5G45760.1
OG0015223	ESY7_g16812_DN3_SP0_c0.t1	AT5G45610.1
OG0015224	ESY7_g16775_DN3_SP7_c0.t1	AT5G45300.3
OG0015225	ESY7_g16774_DN3_SP0_c0.t1	AT5G45290.2
OG0015226	ESY7_g16773_DN3_SP6_c0.t1	AT5G45280.2
OG0015228	ESY7_g16740_DN3_SP4_c0.t1	AT5G45160.1
OG0015229	ESY2_g37598_DN3_SP0_c0.t1	AT1G49780.1
OG0015230	ESY2_g37593_DN3_SP8_c0.t1, ESY2_g37621_DN3_SP0_c0.t1	AT1G49820.1
OG0015231	ESY2_g37572_DN3_SP0_c0.t1	AT1G49870.1
OG0015232	ESY2_g37566_DN3_SP0_c0.t1	AT1G49950.1
OG0015233	ESY2_g37564_DN3_SP8_c0.t1	AT1G49960.1
OG0015234	ESY2_g37557_DN2_SP4_c0.t1	AT1G49975.1
OG0015235	ESY2_g37552_DN3_SP1_c0.t1	AT1G49980.1
OG0015236	ESY2_g37549_DN3_SP8_c0.t1	AT1G50000.1
OG0015237	ESY2_g37495_DN3_SP2_c0.t1	AT1G50140.1
OG0015238	ESY2_g37485_DN3_SP0_c0.t1	AT1G50280.1
OG0015239	ESY2_g37465_DN3_SP8_c0.t1	AT1G50440.1
OG0015240	ESY2_g37464_DN3_SP8_c0.t1	AT1G50450.1
OG0015241	ESY2_g37448_DN2_SP0_c0.t1	AT1G50570.1
OG0015242	ESY2_g37447_DN3_SP3_c0.t1	AT1G50575.1
OG0015243	ESY2_g37426_DN3_SP0_c0.t1	AT1G50650.1
OG0015244	ESY2_g37396_DN3_SP8_c0.t1	AT1G50940.1
OG0015245	ESY2_g37334_DN3_SP0_c0.t1, ESY4_g25638_DN2_SP0_c0.t1	AT1G51100.1
OG0015246	ESY2_g37333_DN3_SP6_c0.t1	AT1G51110.1
OG0015247	ESY2_g37298_DN2_SP0_c0.t1	AT2G22410.1
OG0015248	ESY2_g37266_DN3_SP0_c0.t1	AT1G51440.1
OG0015249	ESY2_g37265_DN3_SP2_c0.t1	AT1G51450.1
OG0015250	ESY2_g37264_DN3_SP1_c11.t1	AT1G51460.1
OG0015251	ESY18_g63337_DN1_SP0_c0.t1	AT1G80550.1
OG0015252	ESY20_g13056_DN3_SP4_c0.t1	AT2G24580.1
OG0015253	ESY2_g37218_DN3_SP7_c0.t1	AT1G51720.1
OG0015254	ESY2_g37204_DN3_SP0_c0.t1	AT1G51790.2
OG0015255	ESY2_g37104_DN3_SP2_c0.t1	AT1G52220.1
OG0015256	ESY2_g37087_DN3_SP2_c0.t1	AT1G52310.1
OG0015257	ESY2_g37084_DN3_SP1_c0.t1	AT1G52320.2
OG0015259	ESY2_g37056_DN3_SP4_c0.t1	AT1G52500.2
OG0015260	ESY2_g37055_DN3_SP6_c0.t1	AT1G52510.1
OG0015261	ESY2_g37042_DN3_SP5_c0.t1	AT1G52590.1
OG0015262	ESY2_g37038_DN3_SP0_c15.t1	AT1G52620.1
OG0015263	ESY2_g37036_DN3_SP0_c0.t1	AT1G52640.1
OG0015264	ESY2_g37020_DN3_SP0_c0.t1	AT1G52720.1
OG0015265	ESY2_g37013_DN3_SP0_c0.t1	AT1G52770.1
OG0015266	ESY2_g37012_DN3_SP0_c0.t1	AT1G52780.1
OG0015267	ESY2_g37003_DN3_SP3_c0.t1	AT1G52820.1
OG0015268	ESY2_g36993_DN3_SP6_c0.t1	AT1G52870.2
OG0015269	ESY2_g36990_DN3_SP2_c0.t1	AT1G52890.1
OG0015270	ESY3_g32156_DN2_SP0_c0.t1	AT5G42750.1
OG0015271	ESY1_g6230_DN3_SP1_c0.t1	AT5G42760.2
OG0015272	ESY1_g6383_DN2_SP0_c0.t1	AT5G42880.1
OG0015273	ESY1_g5952_DN3_SP0_c0.t1	AT5G42950.1
OG0015274	ESY1_g5966_DN3_SP0_c0.t1	AT5G43140.1
OG0015276	ESY16_g61720_DN3_SP0_c0.t1	AT2G33600.1, AT2G33590.1
OG0015277	ESY1_g6049_DN3_SP0_c0.t1	AT2G33690.1
OG0015278	ESY10_g15054_DN3_SP0_c0.t1	AT2G33735.1
OG0015279	ESY10_g15053_DN3_SP6_c0.t1	AT2G33740.2
OG0015280	ESY1_g6162_DN3_SP8_c0.t1	AT2G33820.3
OG0015281	ESY1_g5857_DN3_SP8_c0.t1	AT2G34090.4
OG0015282	ESY1_g5836_DN3_SP0_c0.t1	AT2G34150.2
OG0015283	ESY5_g3750_DN3_SP0_c0.t1	AT2G34170.1
OG0015284	ESY1_g5831_DN3_SP8_c0.t1	AT2G34190.1
OG0015285	ESY1_g5819_DN2_SP0_c0.t1	AT2G34330.1
OG0015286	ESY1_g5763_DN3_SP0_c0.t1	AT2G34460.1
OG0015287	ESY1_g5702_DN3_SP8_c0.t1	AT2G34640.1
OG0015288	ESY21_g55189_DN3_SP0_c0.t1	AT3G28880.1
OG0015289	ESY1_g5609_DN3_SP0_c0.t1	AT2G35010.1
OG0015290	ESY1_g5608_DN3_SP0_c0.t1	AT2G35035.1
OG0015291	ESY16_g62010_DN3_SP7_c0.t1	AT2G35040.1
OG0015292	ESY9_g43864_DN3_SP8_c0.t1	AT2G35110.1
OG0015294	ESY9_g43869_DN3_SP0_c0.t1	AT2G35140.6
OG0015295	ESY9_g43902_DN3_SP0_c0.t1	AT2G35410.1
OG0015296	ESY9_g43904_DN3_SP4_c0.t1	AT2G35450.1
OG0015297	ESY9_g43908_DN3_SP8_c0.t1	AT2G35500.1
OG0015299	ESY8_g58159_DN3_SP0_c0.t1	AT5G42330.1
OG0015300	ESY9_g44040_DN3_SP2_c0.t1	AT2G35780.1
OG0015301	ESY9_g44066_DN3_SP8_c0.t1	AT2G35920.3
OG0015302	ESY9_g42970_DN1_SP0_c13.t1	AT4G19440.1
OG0015303	ESY9_g42959_DN2_SP2_c0.t1	AT4G19390.1
OG0015304	ESY9_g42952_DN3_SP0_c0.t1	AT4G19360.1
OG0015306	ESY9_g42898_DN3_SP7_c0.t1	AT4G19180.1
OG0015307	ESY9_g42888_DN1_SP0_c0.t1	AT4G19150.1
OG0015308	ESY9_g42879_DN1_SP0_c0.t1	AT4G19100.1
OG0015310	ESY9_g42758_DN3_SP6_c0.t1	AT4G18820.1
OG0015311	ESY9_g42753_DN3_SP8_c0.t1	AT4G18810.2
OG0015312	ESY9_g42693_DN3_SP0_c0.t1	AT4G18650.1
OG0015313	ESY9_g42699_DN3_SP0_c0.t1	AT4G18600.1
OG0015314	ESY9_g42674_DN3_SP8_c0.t1	AT4G18465.1
OG0015316	ESY9_g42623_DN3_SP0_c0.t1	AT4G18270.1
OG0015317	ESY9_g42622_DN2_SP1_c0.t1	AT4G18260.1
OG0015318	ESY9_g42600_DN3_SP0_c11.t1	AT4G18180.1
OG0015320	ESY9_g42587_DN3_SP1_c6.t1	AT4G18130.1
OG0015321	ESY8_g59375_DN3_SP8_c0.t1	AT2G25140.1
OG0015322	ESY9_g42533_DN3_SP8_c0.t1	AT4G17970.1
OG0015323	ESY9_g42494_DN3_SP8_c0.t1	AT4G17760.1
OG0015324	ESY9_g42492_DN3_SP7_c0.t1	AT4G17740.1
OG0015325	ESY9_g42491_DN3_SP3_c0.t1	AT4G17730.2
OG0015326	ESY9_g42469_DN2_SP0_c0.t1	AT4G17616.1
OG0015327	ESY2_g36815_DN3_SP8_c0.t1	AT4G17380.1
OG0015328	ESY9_g42419_DN3_SP0_c0.t1	AT4G17180.1
OG0015329	ESY9_g42417_DN3_SP4_c0.t1	AT4G17150.1
OG0015330	ESY16_g61499_DN3_SP0_c0.t1	AT5G35770.1
OG0015331	ESY10_g14550_DN3_SP0_c13.t1	AT5G46330.1
OG0015332	ESY2_g34555_DN3_SP6_c0.t1	AT3G29060.1
OG0015333	ESY1_g10095_DN3_SP1_c0.t1	AT3G50980.1
OG0015334	ESY1_g10055_DN3_SP3_c55.t1	AT3G50790.1
OG0015335	ESY1_g10047_DN3_SP0_c0.t1	AT3G50770.1
OG0015336	ESY1_g10017_DN3_SP0_c0.t1	AT3G50685.1
OG0015337	ESY1_g9933_DN3_SP8_c0.t1	AT3G50400.1
OG0015338	ESY10_g15373_DN3_SP0_c0.t1	AT3G50380.2
OG0015339	ESY1_g9914_DN3_SP7_c0.t1	AT3G50360.1
OG0015340	ESY1_g9882_DN3_SP0_c0.t1	AT3G50240.1
OG0015341	ESY1_g9881_DN3_SP0_c0.t1	AT3G50230.2
OG0015342	ESY1_g9860_DN3_SP6_c0.t1	AT3G50110.1
OG0015344	ESY6_g46732_DN3_SP0_c0.t1	AT5G52230.1
OG0015345	ESY6_g46722_DN3_SP0_c0.t1	AT5G52180.1
OG0015346	ESY6_g46694_DN3_SP0_c0.t1	AT5G52110.1
OG0015347	ESY6_g46693_DN3_SP8_c0.t1	AT5G52100.1
OG0015348	ESY6_g46670_DN1_SP0_c0.t1	AT5G52010.1
OG0015349	ESY2_g35171_DN3_SP8_c0.t1	AT5G51970.1
OG0015350	ESY6_g46589_DN3_SP8_c0.t1	AT5G51820.1
OG0015351	ESY6_g46420_DN3_SP7_c0.t1	AT5G51600.1
OG0015352	ESY6_g46477_DN3_SP5_c0.t1	AT5G51690.1
OG0015353	ESY6_g46496_DN3_SP8_c0.t1	AT5G51710.1
OG0015354	ESY6_g46414_DN3_SP8_c11.t1	AT5G51570.1
OG0015355	ESY24_g33216_DN3_SP8_c0.t1	AT5G51010.1
OG0015356	ESY24_g33240_DN3_SP8_c0.t1	AT5G51060.1
OG0015357	ESY24_g33241_DN3_SP8_c0.t1	AT5G51050.1
OG0015358	ESY11_g52724_DN3_SP7_c0.t1	AT2G07340.1
OG0015359	ESY12_g52305_DN3_SP0_c0.t1	AT2G13840.1
OG0015360	ESY11_g53306_DN3_SP8_c0.t1	AT2G14050.1
OG0015361	ESY11_g53318_DN3_SP0_c0.t1	AT2G14095.1
OG0015362	ESY11_g53319_DN2_SP7_c0.t1	AT2G14110.1
OG0015363	ESY11_g53281_DN3_SP0_c0.t1	AT2G13810.1
OG0015364	ESY11_g53350_DN1_SP0_c0.t1	AT2G14210.2
OG0015365	ESY11_g53371_DN3_SP5_c0.t1	AT2G14260.1
OG0015366	ESY11_g53414_DN3_SP1_c0.t1	AT2G14530.1
OG0015367	ESY36_g41127_DN2_SP3_p0.t1	AT2G14620.1
OG0015368	ESY40_g12606_DN3_SP0_c0.t1	AT2G14680.2
OG0015369	ESY11_g53512_DN3_SP2_c0.t1	AT2G14820.1
OG0015370	ESY11_g53574_DN3_SP0_c0.t1	AT2G15230.1
OG0015373	ESY11_g53741_DN2_SP0_c0.t1	AT2G15960.1
OG0015374	ESY21_g55096_DN3_SP0_c0.t1	AT3G32940.1
OG0015375	ESY11_g53816_DN3_SP0_c0.t1	AT2G16380.1
OG0015376	ESY11_g53832_DN3_SP8_c0.t1	AT2G16440.1
OG0015377	ESY11_g53911_DN3_SP0_c0.t1	AT2G16800.1
OG0015378	ESY11_g53918_DN3_SP4_c0.t1	AT2G16860.1
OG0015379	ESY23_g312_DN3_SP0_c0.t1	AT4G23950.2
OG0015380	ESY23_g235_DN3_SP0_c0.t1	AT4G23790.1
OG0015383	ESY26_g42351_DN3_SP0_c0.t1	AT4G22940.2
OG0015384	ESY26_g42344_DN1_SP0_c0.t1	AT4G22900.1
OG0015385	ESY26_g42290_DN3_SP0_c0.t1	AT4G22758.1
OG0015386	ESY9_g43793_DN3_SP0_c0.t1	AT4G22560.1
OG0015387	ESY9_g43783_DN3_SP1_c0.t1	AT4G22530.1
OG0015388	ESY9_g43740_DN3_SP0_c0.t1	AT4G22160.2
OG0015389	ESY9_g43160_DN3_SP8_c0.t1	AT4G19880.2
OG0015390	ESY9_g43235_DN3_SP0_c0.t1	AT4G20060.1
OG0015391	ESY9_g43273_DN3_SP0_c0.t1	AT4G20310.4
OG0015392	ESY9_g43319_DN3_SP8_c0.t1	AT4G20760.2
OG0015393	ESY9_g43339_DN1_SP0_c0.t1	AT4G20820.1
OG0015394	ESY9_g43352_DN3_SP8_c0.t1	AT4G20870.1
OG0015395	ESY9_g43377_DN3_SP4_c0.t1	AT4G20930.1
OG0015396	ESY9_g43379_DN3_SP0_c0.t1	AT4G20960.1
OG0015397	ESY9_g43426_DN3_SP0_c0.t1	AT4G21170.1
OG0015398	ESY9_g43440_DN3_SP0_c0.t1	AT4G21180.1
OG0015399	ESY9_g43446_DN3_SP0_c0.t1	AT4G21210.1
OG0015401	ESY9_g43467_DN3_SP0_c37.t1, ESY9_g43466_DN3_SP0_c39.t1	AT4G21323.1
OG0015402	ESY9_g43474_DN3_SP0_c0.t1	AT4G21340.1
OG0015403	ESY9_g43475_DN3_SP0_c0.t1	AT4G21350.1
OG0015404	ESY4_g21714_DN3_SP0_c0.t1	AT5G20660.1
OG0015405	ESY9_g43641_DN3_SP0_c0.t1	AT4G21510.1
OG0015406	ESY9_g43640_DN3_SP8_c0.t1	AT4G21520.1
OG0015407	ESY9_g43619_DN3_SP0_c0.t1	AT4G21610.1
OG0015408	ESY9_g43611_DN3_SP2_c10.t1	AT4G21670.1
OG0015409	ESY10_g14636_DN3_SP8_c0.t1	AT2G01350.1
OG0015410	ESY9_g43578_DN3_SP0_c0.t1	AT4G21780.1
OG0015411	ESY9_g43569_DN3_SP0_c0.t1	AT4G21820.3
OG0015413	ESY9_g43547_DN3_SP0_c0.t1	AT4G21880.1
OG0015414	ESY9_g43058_DN3_SP0_c0.t1	AT4G19660.2
OG0015415	ESY9_g43020_DN3_SP0_c14.t1	AT4G19590.2
OG0015417	ESY1_g6665_DN3_SP5_c0.t1	AT5G27280.1
OG0015418	ESY1_g6623_DN3_SP5_c0.t1	AT1G63610.1
OG0015419	ESY1_g6619_DN3_SP8_c20.t1	AT5G42310.1
OG0015420	ESY1_g6568_DN3_SP8_c0.t1	AT5G42390.1
OG0015421	ESY16_g61454_DN3_SP8_c0.t1	AT4G16340.1
OG0015422	ESY16_g61480_DN3_SP7_c0.t1	AT4G16490.1
OG0015423	ESY16_g61492_DN3_SP0_c0.t1	AT4G16570.1
OG0015424	ESY16_g61457_DN2_SP8_c0.t1	AT4G16370.1
OG0015425	ESY16_g61494_DN3_SP4_c0.t1	AT4G16590.1
OG0015426	ESY16_g61514_DN3_SP1_c0.t1	AT4G16700.1
OG0015427	ESY16_g61543_DN3_SP8_c0.t1	AT4G16780.1
OG0015428	ESY16_g61545_DN3_SP3_c0.t1	AT4G16800.1
OG0015429	ESY16_g61614_DN3_SP8_c0.t1	AT4G17020.3
OG0015430	ESY3_g32679_DN2_SP0_c0.t1	AT3G01960.1
OG0015431	ESY3_g32672_DN3_SP0_c0.t1	AT3G01860.1
OG0015432	ESY3_g32670_DN3_SP0_c0.t1	AT3G01840.1
OG0015433	ESY3_g32668_DN3_SP0_c0.t1	AT3G01820.1
OG0015434	ESY3_g32654_DN3_SP0_c0.t1	AT3G01710.3
OG0015435	ESY3_g32640_DN3_SP1_c0.t1	AT3G01570.1
OG0015436	ESY3_g32632_DN3_SP4_c0.t1	AT3G01510.1
OG0015437	ESY6_g50284_DN3_SP0_c0.t1	AT5G66590.1
OG0015438	ESY6_g50274_DN3_SP2_c0.t1	AT5G66530.1
OG0015439	ESY6_g50249_DN3_SP2_c0.t1	AT5G66420.2
OG0015440	ESY6_g49427_DN3_SP6_c0.t1	AT1G77370.2
OG0015441	ESY6_g50242_DN3_SP3_c0.t1	AT5G66300.1
OG0015442	ESY1_g6783_DN3_SP3_c0.t1	AT3G26060.2
OG0015443	ESY6_g50227_DN3_SP1_c0.t1	AT5G66180.1
OG0015444	ESY6_g50229_DN3_SP0_c7.t1	AT5G66160.1
OG0015445	ESY6_g50747_DN3_SP7_c0.t1	AT5G66090.1
OG0015446	ESY6_g50752_DN3_SP2_c0.t1	AT5G66050.1
OG0015448	ESY1_g12596_DN3_SP0_c0.t1	AT3G63540.1
OG0015449	ESY1_g12592_DN3_SP0_c0.t1, ESY1_g12595_DN3_SP7_c0.t1	AT3G63530.1
OG0015450	ESY1_g12589_DN3_SP8_c0.t1	AT3G63490.1
OG0015451	ESY1_g12588_DN3_SP3_c0.t1	AT3G63470.1
OG0015452	ESY1_g12580_DN3_SP5_c0.t1	AT3G63420.3
OG0015453	ESY1_g12578_DN3_SP1_c0.t1	AT3G63400.1
OG0015454	ESY1_g12570_DN3_SP0_c0.t1, ESY1_g12571_DN3_SP8_c0.t1	AT3G63310.1
OG0015455	ESY1_g12569_DN3_SP8_c0.t1	AT3G63300.1
OG0015456	ESY1_g12551_DN3_SP0_c0.t1	AT3G63120.1
OG0015457	ESY1_g12547_DN3_SP0_c0.t1	AT3G63090.1
OG0015458	ESY1_g12527_DN2_SP0_c0.t1	AT3G62970.1
OG0015459	ESY1_g12515_DN3_SP2_c0.t1	AT3G62880.1
OG0015460	ESY1_g12510_DN3_SP0_c0.t1	AT3G62820.1
OG0015461	ESY1_g12507_DN3_SP0_c0.t1	AT3G62780.1
OG0015462	ESY1_g12498_DN3_SP0_c0.t1	AT3G62730.1
OG0015463	ESY1_g12483_DN3_SP0_c0.t1	AT3G62620.1
OG0015464	ESY1_g12453_DN3_SP1_c0.t1	AT3G62370.1
OG0015465	ESY1_g12451_DN3_SP0_c0.t1	AT3G62360.1
OG0015466	ESY1_g12429_DN3_SP0_c0.t1	AT3G62240.1
OG0015467	ESY1_g12425_DN3_SP0_c0.t1	AT3G62200.1
OG0015468	ESY1_g12405_DN3_SP3_c0.t1	AT3G62020.1
OG0015469	ESY1_g12384_DN2_SP2_c0.t1	AT3G61910.1
OG0015470	ESY1_g12377_DN3_SP5_c0.t1	AT3G61870.1
OG0015471	ESY1_g12370_DN3_SP0_c0.t1	AT3G61840.1
OG0015472	ESY6_g46621_DN3_SP4_c0.t1	AT5G51880.1
OG0015473	ESY1_g12338_DN3_SP0_c0.t1	AT3G61660.2
OG0015474	ESY1_g12315_DN3_SP0_c0.t1	AT3G61550.1
OG0015475	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1	AT3G61490.4
OG0015476	ESY1_g12285_DN3_SP0_c0.t1	AT3G61410.3
OG0015478	ESY1_g12242_DN3_SP8_c0.t1	AT3G61150.1
OG0015480	ESY1_g12184_DN3_SP8_c0.t1	AT3G60860.1
OG0015481	ESY1_g12183_DN3_SP0_c0.t1	AT3G60850.1
OG0015482	ESY2_g36645_DN3_SP0_c0.t1	AT2G25890.2
OG0015483	ESY1_g12109_DN3_SP0_c0.t1	AT3G60510.3
OG0015485	ESY1_g12044_DN3_SP6_c0.t1	AT3G60340.1
OG0015486	ESY5_g1069_DN3_SP1_c0.t1	AT1G25420.1
OG0015487	ESY1_g12032_DN3_SP0_c0.t1	AT3G60300.2
OG0015488	ESY1_g12017_DN3_SP0_c0.t1	AT3G60240.4
OG0015489	ESY1_g11989_DN3_SP4_c0.t1	AT3G60970.1, AT3G60160.1
OG0015490	ESY1_g11927_DN3_SP0_c0.t1	AT3G59980.1
OG0015491	ESY1_g11923_DN3_SP0_c0.t1	AT3G59940.1
OG0015492	ESY1_g11891_DN3_SP0_c0.t1	AT3G59780.1
OG0015493	ESY1_g11199_DN3_SP0_c0.t1	AT3G59520.1
OG0015494	ESY1_g11216_DN3_SP5_c0.t1	AT3G59390.1
OG0015495	ESY1_g11217_DN3_SP1_c0.t1	AT3G59380.1
OG0015496	ESY11_g52493_DN3_SP0_c0.t1	AT2G05790.1
OG0015498	ESY1_g11370_DN3_SP3_c0.t1	AT3G58830.2
OG0015500	ESY1_g11400_DN3_SP0_c13.t1	AT3G58650.1
OG0015501	ESY1_g11418_DN3_SP8_c0.t1	AT3G58560.1
OG0015502	ESY1_g11422_DN3_SP6_c0.t1	AT3G58530.1
OG0015503	ESY1_g11426_DN3_SP5_c0.t1	AT3G58490.1
OG0015504	ESY1_g11430_DN3_SP0_c0.t1	AT3G58470.1
OG0015505	ESY1_g11432_DN3_SP7_c2.t1	AT3G58460.2
OG0015506	ESY1_g11542_DN3_SP2_c0.t1	AT3G58010.1
OG0015507	ESY1_g11564_DN3_SP0_c0.t1	AT3G57830.1
OG0015508	ESY1_g11565_DN3_SP0_c0.t1	AT3G57810.2
OG0015509	ESY1_g11589_DN2_SP0_c27.t1	AT3G57760.1
OG0015510	ESY1_g11634_DN3_SP6_c0.t1	AT3G57630.1
OG0015511	ESY1_g11640_DN3_SP0_c0.t1	AT3G57570.1
OG0015512	ESY1_g11643_DN3_SP3_c0.t1	AT3G57540.1
OG0015513	ESY1_g11679_DN3_SP8_c0.t1	AT3G57410.1
OG0015515	ESY8_g59279_DN3_SP8_c0.t1	AT2G25800.1
OG0015517	ESY1_g11802_DN3_SP0_c0.t1	AT3G56720.3
OG0015518	ESY1_g11823_DN3_SP8_c0.t1	AT3G56650.1
OG0015519	ESY1_g11835_DN2_SP0_c0.t1	AT3G56610.1
OG0015520	ESY1_g7570_DN3_SP1_c0.t1	AT3G45010.1
OG0015521	ESY1_g10522_DN3_SP5_c0.t1	AT3G56440.1
OG0015522	ESY1_g10525_DN3_SP0_c0.t1	AT3G56410.2
OG0015523	ESY1_g10553_DN3_SP0_c0.t1	AT3G56230.1
OG0015524	ESY1_g10564_DN3_SP0_c0.t1	AT3G56170.1
OG0015525	ESY1_g10568_DN3_SP0_c0.t1	AT3G56130.1
OG0015526	ESY1_g10612_DN3_SP0_c0.t1	AT3G56040.1
OG0015527	ESY1_g10616_DN3_SP3_c0.t1	AT3G56000.1
OG0015528	ESY1_g10645_DN3_SP8_c0.t1	AT3G55920.1
OG0015529	ESY1_g10654_DN3_SP0_c0.t1	AT3G55840.1
OG0015530	ESY1_g10655_DN3_SP8_c0.t1	AT3G55830.1
OG0015531	ESY1_g10695_DN3_SP8_c0.t1	AT3G55640.1
OG0015532	ESY2_g33492_DN3_SP6_c0.t1	AT1G63460.1
OG0015533	ESY1_g10759_DN3_SP8_c0.t1	AT3G55390.1
OG0015534	ESY1_g10762_DN3_SP8_c0.t1	AT3G55360.1
OG0015535	ESY1_g10765_DN3_SP5_c0.t1	AT3G55330.1
OG0015536	ESY1_g10770_DN3_SP8_c6.t1	AT3G55260.1
OG0015537	ESY1_g10773_DN3_SP0_c0.t1	AT3G55230.1
OG0015538	ESY21_g55190_DN3_SP0_c0.t1	AT3G55160.1
OG0015539	ESY1_g10780_DN3_SP8_c0.t1	AT3G55140.1
OG0015540	ESY1_g10797_DN3_SP0_c0.t1	AT3G55060.1
OG0015541	ESY1_g10811_DN3_SP0_c0.t1	AT3G54970.1
OG0015543	ESY1_g10824_DN3_SP7_c0.t1	AT3G54880.1
OG0015544	ESY1_g10825_DN3_SP8_c0.t1	AT3G54870.2
OG0015545	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1	AT3G54830.1
OG0015546	ESY2_g34509_DN3_SP0_c0.t1	AT1G68080.1
OG0015547	ESY1_g10890_DN3_SP8_c0.t1	AT3G54640.1
OG0015548	ESY1_g10895_DN3_SP0_c0.t1	AT3G54600.1
OG0015549	ESY1_g10947_DN3_SP0_c0.t1	AT3G54500.3
OG0015550	ESY1_g10952_DN3_SP0_c0.t1	AT3G54460.1
OG0015551	ESY1_g10956_DN3_SP6_c0.t1	AT3G54420.1
OG0015552	ESY1_g10959_DN3_SP0_c0.t1	AT3G54390.2
OG0015553	ESY1_g10960_DN3_SP0_c0.t1	AT3G54380.1
OG0015554	ESY1_g10979_DN3_SP0_c0.t1	AT3G54240.1
OG0015556	ESY8_g59966_DN1_SP0_c0.t1	AT2G05260.1
OG0015557	ESY1_g11013_DN3_SP0_c0.t1	AT3G53970.1
OG0015558	ESY1_g11027_DN3_SP0_c0.t1	AT3G53940.1
OG0015559	ESY1_g11032_DN3_SP8_c0.t1	AT3G53880.1
OG0015560	ESY1_g11036_DN3_SP0_c0.t1, ESY1_g11035_DN3_SP0_c0.t1	AT3G53830.4
OG0015561	ESY1_g11095_DN3_SP0_c0.t1	AT3G53560.2
OG0015562	ESY11_g54970_DN3_SP0_c0.t1	AT2G20725.1
OG0015563	ESY1_g11170_DN3_SP7_c0.t1	AT3G53090.1
OG0015564	ESY1_g11182_DN3_SP8_c0.t1	AT3G53030.1
OG0015565	ESY1_g10508_DN3_SP4_c18.t1	AT3G52970.2
OG0015566	ESY1_g10472_DN3_SP4_c0.t1	AT3G52820.1
OG0015567	ESY1_g10450_DN3_SP0_c0.t1	AT3G52710.1
OG0015568	ESY1_g10439_DN3_SP1_c0.t1	AT3G52640.2
OG0015569	ESY1_g10420_DN3_SP0_c0.t1	AT3G52610.1
OG0015570	ESY1_g10402_DN3_SP0_c0.t1	AT3G52520.1
OG0015571	ESY6_g47520_DN3_SP8_c0.t1	AT5G53860.4
OG0015572	ESY6_g47504_DN3_SP8_c0.t1	AT5G53760.1
OG0015573	ESY6_g47412_DN3_SP3_c0.t1	AT5G53470.1
OG0015574	ESY6_g47411_DN3_SP7_c0.t1	AT5G53450.1
OG0015575	ESY6_g47355_DN3_SP0_c0.t1	AT5G53320.1
OG0015576	ESY6_g47354_DN3_SP7_c0.t1	AT5G53310.1
OG0015577	ESY2_g38444_DN3_SP7_c0.t1	AT4G16070.3
OG0015578	ESY3_g27946_DN3_SP0_c0.t1	AT3G24490.1
OG0015579	ESY3_g27945_DN3_SP5_c0.t1	AT3G24495.1
OG0015581	ESY3_g27916_DN3_SP0_c0.t1	AT3G24560.2
OG0015582	ESY3_g27911_DN3_SP0_c0.t1	AT3G24590.2
OG0015583	ESY3_g27801_DN3_SP0_c0.t1	AT3G24730.1
OG0015585	ESY3_g27595_DN3_SP0_c0.t1	AT3G24820.1
OG0015586	ESY12_g50996_DN3_SP0_c0.t1	AT3G25130.1
OG0015587	ESY3_g27519_DN3_SP0_c0.t1	AT3G25150.2
OG0015588	ESY1_g12376_DN3_SP0_c0.t1	AT3G25210.1
OG0015589	ESY3_g27532_DN3_SP1_c0.t1	AT3G25220.1
OG0015590	ESY3_g27435_DN3_SP0_c0.t1	AT3G25430.1
OG0015591	ESY3_g27433_DN3_SP3_c0.t1	AT3G25440.1
OG0015592	ESY3_g27271_DN3_SP0_c0.t1	AT2G04350.1
OG0015593	ESY3_g27270_DN3_SP0_c0.t1	AT2G04360.2
OG0015594	ESY3_g27150_DN3_SP8_c0.t1	AT2G04530.1
OG0015595	ESY3_g27026_DN3_SP0_c0.t1	AT2G04560.1
OG0015596	ESY6_g49424_DN3_SP7_c12.t1	AT2G04570.1
OG0015597	ESY3_g26998_DN3_SP0_c0.t1	AT2G04780.1
OG0015598	ESY3_g27006_DN3_SP8_c0.t1	AT2G04842.1
OG0015599	ESY3_g27020_DN3_SP2_c0.t1	AT2G04940.1
OG0015600	ESY16_g62341_DN3_SP0_c0.t1	AT2G05120.2
OG0015601	ESY6_g47848_DN3_SP0_c0.t1	AT2G05320.1
OG0015602	ESY18_g63339_DN1_SP0_c0.t1, ESY2_g36590_DN3_SP8_c0.t1	AT2G05760.1
OG0015603	ESY4_g25165_DN3_SP0_c0.t1	AT3G43520.1
OG0015604	ESY8_g58390_DN3_SP3_c0.t1	AT2G05910.1
OG0015605	ESY3_g28021_DN3_SP8_c0.t1	AT3G24320.1
