Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0013655	ESY3_g30555_DN3_SP8_c0.t1	XP_006406987.1
OG0013656	ESY3_g30567_DN3_SP1_c0.t1	XP_006406977.1
OG0013657	ESY3_g30599_DN2_SP0_c0.t1	XP_006406949.1
OG0013658	ESY3_g30606_DN3_SP8_c0.t1	XP_006406944.1
OG0013659	ESY8_g60594_DN3_SP0_c0.t1	XP_006405590.1
OG0013660	ESY3_g30614_DN3_SP4_c0.t1	XP_006406930.2
OG0013662	ESY3_g30650_DN3_SP0_c0.t1	XP_024015520.1
OG0013663	ESY3_g30654_DN2_SP4_c16.t1	XP_024014840.1
OG0013664	ESY3_g30009_DN3_SP8_c0.t1	XP_006406879.2
OG0013666	ESY3_g29976_DN3_SP2_c11.t1	XP_006406843.1
OG0013667	ESY3_g29975_DN3_SP1_c0.t1	XP_006406842.1
OG0013668	ESY3_g29896_DN3_SP7_c0.t1	XP_006406805.1
OG0013669	ESY3_g29893_DN3_SP0_c0.t1	XP_006406804.1
OG0013670	ESY3_g29880_DN3_SP1_c0.t1	XP_006406793.1
OG0013671	ESY3_g29877_DN3_SP0_c0.t1	XP_006406788.1
OG0013672	ESY3_g29872_DN3_SP7_c0.t1, ESY3_g29874_DN1_SP0_c0.t1	XP_006406781.1
OG0013673	ESY3_g29867_DN3_SP7_c0.t1	XP_006406776.1
OG0013674	ESY3_g29847_DN3_SP0_c0.t1	XP_006406772.1
OG0013675	ESY3_g29846_DN3_SP8_c0.t1	XP_006406770.1
OG0013676	ESY3_g29832_DN3_SP4_c0.t1	XP_006406758.1
OG0013677	ESY3_g29814_DN3_SP0_c0.t1	XP_024014165.1, XP_006406742.1
OG0013678	ESY3_g29811_DN3_SP0_c0.t1	XP_024015438.1
OG0013679	ESY3_g29808_DN3_SP0_c0.t1	XP_006406740.1
OG0013680	ESY3_g29805_DN3_SP3_c0.t1	XP_024015797.1
OG0013681	ESY3_g29788_DN3_SP2_c0.t1	XP_006406713.1
OG0013682	ESY3_g29779_DN3_SP6_c0.t1	XP_006406710.1
OG0013683	ESY3_g29774_DN2_SP0_c0.t1	XP_006406709.1
OG0013684	ESY3_g29770_DN3_SP0_c0.t1	XP_006406706.1
OG0013685	ESY3_g29769_DN3_SP1_c0.t1	XP_024015674.1
OG0013686	ESY3_g29768_DN3_SP0_c0.t1	XP_006406703.1
OG0013687	ESY3_g29760_DN3_SP7_c0.t1	XP_006406699.1
OG0013688	ESY3_g29759_DN3_SP0_c0.t1	XP_006406697.2
OG0013689	ESY3_g29737_DN3_SP0_c0.t1	XP_006406674.1
OG0013690	ESY3_g29736_DN3_SP0_c0.t1	XP_006406672.1
OG0013691	ESY3_g29668_DN2_SP1_c0.t1	XP_006406597.1
OG0013692	ESY3_g29627_DN3_SP8_c0.t1	XP_006406570.1
OG0013693	ESY3_g29474_DN3_SP6_c0.t1	XP_006406522.1
OG0013694	ESY3_g29440_DN3_SP0_c0.t1	XP_006406507.1
OG0013695	ESY3_g29439_DN2_SP0_c0.t1	XP_006406505.1
OG0013696	ESY3_g29424_DN2_SP8_c0.t1	XP_006406498.1
OG0013697	ESY3_g29376_DN3_SP0_c0.t1	XP_006406467.1
OG0013698	ESY3_g29352_DN3_SP0_c0.t1	XP_006406451.2
OG0013699	ESY3_g29329_DN3_SP8_c0.t1	XP_006406445.1, XP_006391638.1
OG0013700	ESY3_g29277_DN3_SP0_c0.t1	XP_024015225.1
OG0013701	ESY3_g29258_DN3_SP8_c0.t1	XP_006406408.1
OG0013702	ESY3_g29253_DN3_SP0_c0.t1	XP_024015782.1
OG0013703	ESY3_g29235_DN3_SP0_c0.t1	XP_006406384.1
OG0013704	ESY3_g29234_DN3_SP1_c0.t1	XP_006406383.1
OG0013705	ESY3_g29233_DN3_SP8_c0.t1	XP_006406382.1
OG0013706	ESY3_g29232_DN3_SP0_c0.t1	XP_006406381.1
OG0013707	ESY3_g29220_DN3_SP0_c0.t1	XP_024014588.1
OG0013709	ESY2_g34016_DN3_SP4_c0.t1	XP_006392186.1
OG0013710	ESY3_g29178_DN3_SP0_c0.t1	XP_006406355.1
OG0013711	ESY3_g29167_DN3_SP8_c0.t1	XP_024015431.1
OG0013712	ESY3_g29155_DN3_SP8_c0.t1	XP_006406339.1
OG0013713	ESY3_g29140_DN3_SP3_c0.t1	XP_006406331.1
OG0013714	ESY8_g60841_DN2_SP0_c0.t1, ESY2_g34576_DN3_SP0_c0.t1	XP_006405635.1
OG0013715	ESY8_g60896_DN1_SP0_c0.t1	XP_006405656.1
OG0013716	ESY13_g57632_DN3_SP7_c0.t1	XP_006413410.1
OG0013717	ESY8_g60983_DN3_SP0_c0.t1	XP_006405706.2
OG0013718	ESY8_g61017_DN3_SP8_c0.t1	XP_006405734.1
OG0013719	ESY8_g61024_DN3_SP0_c0.t1	XP_006405746.1
OG0013720	ESY8_g61106_DN3_SP8_c0.t1	XP_024014352.1
OG0013721	ESY8_g61131_DN3_SP8_c0.t1	XP_006405788.1
OG0013722	ESY8_g61202_DN3_SP0_c0.t1	XP_006405809.1
OG0013723	ESY8_g61296_DN3_SP8_c0.t1, ESY12_g52135_DN3_SP0_c0.t1	XP_006405823.1
OG0013724	ESY8_g61335_DN3_SP0_c0.t1	XP_006405841.1
OG0013725	ESY8_g61347_DN3_SP8_c0.t1	XP_006405844.1
OG0013726	ESY2_g34298_DN3_SP8_c0.t1	XP_006403067.1
OG0013727	ESY8_g61363_DN3_SP0_c0.t1	XP_006405850.1
OG0013728	ESY8_g61381_DN3_SP0_c0.t1	XP_024014708.1
OG0013729	ESY7_g17597_DN3_SP0_c0.t1	XP_006405887.1
OG0013730	ESY17_g40163_DN3_SP3_c0.t1	XP_006405960.1
OG0013731	ESY17_g39983_DN3_SP8_c0.t1	XP_006395896.1
OG0013732	ESY15_g65042_DN3_SP8_c0.t1	XP_006395236.1
OG0013733	ESY3_g28260_DN3_SP0_c0.t1	XP_006418838.1
OG0013734	ESY3_g28286_DN3_SP7_c0.t1	XP_006418850.1
OG0013735	ESY4_g23949_DN3_SP0_c0.t1, ESY3_g28369_DN3_SP8_c0.t1	XP_006406016.1
OG0013736	ESY3_g28443_DN3_SP3_c0.t1	XP_006406031.1
OG0013737	ESY3_g28505_DN3_SP1_c0.t1	XP_006406051.1
OG0013738	ESY3_g28511_DN3_SP0_c0.t1	XP_024015455.1, XP_024015428.1
OG0013739	ESY3_g28637_DN3_SP0_c0.t1, ESY22_g40697_DN3_SP0_c0.t1	XP_024014947.1, XP_006415278.1
OG0013740	ESY3_g28663_DN3_SP8_c10.t1	XP_006406105.1
OG0013741	ESY3_g28816_DN3_SP0_c0.t1	XP_006406138.1
OG0013742	ESY3_g28800_DN3_SP0_c0.t1	XP_006406151.1
OG0013743	ESY3_g28790_DN3_SP0_c0.t1	XP_006406165.1
OG0013744	ESY11_g54350_DN3_SP4_c0.t1	XP_006397180.1
OG0013745	ESY3_g28891_DN3_SP0_c0.t1	XP_006406193.1
OG0013746	ESY3_g28969_DN1_SP0_c0.t1, ESY10_g14628_DN3_SP8_c0.t1	XP_006406231.1
OG0013747	ESY3_g28977_DN3_SP6_c0.t1	XP_006406236.1
OG0013748	ESY3_g28995_DN3_SP0_c0.t1	XP_006406245.1
OG0013749	ESY3_g29001_DN3_SP8_c0.t1	XP_006406250.1
OG0013750	ESY3_g29039_DN3_SP8_c0.t1	XP_006406261.1
OG0013751	ESY3_g29091_DN3_SP0_c0.t1	XP_006406290.1
OG0013752	ESY4_g24605_DN3_SP8_c0.t1	XP_006412715.1
OG0013753	ESY2_g34247_DN3_SP0_c0.t1	XP_006392481.1
OG0013754	ESY19_g41749_DN3_SP0_c0.t1, ESY2_g35255_DN3_SP5_c0.t1	XP_006391369.1
OG0013755	ESY2_g35266_DN3_SP8_c0.t1	XP_006391349.1
OG0013756	ESY2_g35341_DN3_SP0_c0.t1	XP_006391554.1
OG0013757	ESY2_g34372_DN2_SP3_c0.t1	XP_006391575.1
OG0013758	ESY2_g34381_DN3_SP8_c0.t1	XP_006391564.1
OG0013759	ESY2_g34382_DN3_SP0_c0.t1	XP_006391563.1
OG0013760	ESY2_g34295_DN2_SP0_c0.t1	XP_006392543.2
OG0013761	ESY2_g34277_DN3_SP0_c32.t1	XP_006392513.1
OG0013762	ESY2_g34273_DN3_SP8_c0.t1	XP_006392507.1
OG0013763	ESY7_g16932_DN3_SP8_c0.t1	XP_006400448.1
OG0013764	ESY7_g17017_DN3_SP3_c0.t1	XP_006400408.1
OG0013765	ESY7_g17022_DN3_SP8_c0.t1	XP_006400403.1
OG0013767	ESY7_g17035_DN3_SP3_c0.t1	XP_006400391.1
OG0013768	ESY7_g17037_DN3_SP8_c0.t1	XP_006400387.1
OG0013769	ESY8_g59258_DN3_SP0_c0.t1	XP_006408845.1
OG0013770	ESY8_g59515_DN3_SP0_c0.t1	XP_006404887.1
OG0013771	ESY7_g17069_DN3_SP6_c0.t1	XP_006400367.1
OG0013772	ESY15_g64234_DN3_SP1_c0.t1	XP_006395071.1
OG0013773	ESY10_g15936_DN3_SP1_c0.t1	XP_006395063.1
OG0013774	ESY15_g64744_DN3_SP0_c0.t1	XP_006395193.1
OG0013775	ESY15_g64742_DN3_SP0_c0.t1	XP_024007072.1
OG0013776	ESY1_g10397_DN3_SP0_c0.t1	XP_006403800.1
OG0013777	ESY1_g10362_DN3_SP0_c0.t1	XP_006403817.1
OG0013778	ESY1_g10359_DN3_SP0_c5.t1	XP_006403821.1
OG0013779	ESY1_g10358_DN2_SP0_c0.t1	XP_006403822.1
OG0013781	ESY1_g10349_DN3_SP7_c0.t1	XP_006403825.1
OG0013782	ESY1_g10348_DN3_SP8_c0.t1	XP_024013495.1
OG0013783	ESY1_g10309_DN3_SP0_c0.t1	XP_006403855.1
OG0013784	ESY10_g14417_DN3_SP0_c16.t1, ESY1_g10308_DN3_SP0_c0.t1	XP_006403859.1
OG0013785	ESY1_g10292_DN3_SP0_c0.t1	XP_024013401.1
OG0013786	ESY1_g10258_DN3_SP5_c0.t1	XP_006403873.1
OG0013787	ESY1_g10250_DN3_SP4_c0.t1	XP_024013419.1
OG0013788	ESY1_g10234_DN3_SP0_c0.t1	XP_006403884.1
OG0013789	ESY1_g10194_DN3_SP0_c0.t1	XP_024013512.1
OG0013790	ESY1_g10161_DN3_SP2_c0.t1	XP_006403911.1
OG0013791	ESY1_g10147_DN3_SP0_c0.t1	XP_024013743.1
OG0013792	ESY10_g14643_DN3_SP8_c0.t1	XP_006398520.1
OG0013793	ESY5_g5580_DN2_SP0_c0.t1	XP_006418507.1
OG0013794	ESY5_g5571_DN3_SP7_c0.t1	XP_006390342.1
OG0013795	ESY5_g5544_DN3_SP2_c0.t1	XP_006418470.1
OG0013796	ESY5_g5535_DN3_SP0_c0.t1	XP_024007820.1
OG0013797	ESY5_g5524_DN3_SP0_c0.t1	XP_006418451.1
OG0013799	ESY5_g5498_DN3_SP0_c0.t1	XP_006418433.1
OG0013800	ESY5_g5461_DN3_SP7_c0.t1	XP_006418402.1
OG0013801	ESY5_g5459_DN3_SP0_c0.t1	XP_006418401.1
OG0013802	ESY5_g5454_DN2_SP0_c0.t1	XP_006418396.1
OG0013803	ESY5_g5447_DN3_SP5_c0.t1	XP_006418384.1
OG0013804	ESY5_g5432_DN3_SP8_c0.t1	XP_006418369.1
OG0013805	ESY5_g5395_DN2_SP0_c0.t1, ESY5_g5394_DN1_SP0_c0.t1	XP_006418363.1
OG0013806	ESY3_g30591_DN3_SP4_c0.t1, ESY2_g36477_DN2_SP0_c0.t1	XP_006406959.1
OG0013807	ESY5_g5369_DN3_SP3_c0.t1	XP_006418335.1
OG0013808	ESY5_g5347_DN3_SP8_c0.t1	XP_024008278.1
OG0013809	ESY5_g5344_DN3_SP0_c0.t1	XP_006418324.1
OG0013810	ESY5_g5340_DN3_SP0_c10.t1	XP_024008582.1
OG0013811	ESY5_g5295_DN3_SP4_c0.t1	XP_006418295.1
OG0013812	ESY5_g5283_DN3_SP4_c0.t1	XP_006418287.1
OG0013813	ESY5_g5246_DN3_SP5_c0.t1	XP_006418275.1
OG0013814	ESY5_g5242_DN3_SP0_c0.t1	XP_006418271.1
OG0013815	ESY5_g5305_DN3_SP0_c9.t1, ESY5_g5217_DN3_SP0_c0.t1	XP_006418260.1
OG0013816	ESY5_g5168_DN3_SP0_c0.t1	XP_006418232.1
OG0013817	ESY5_g5139_DN3_SP0_c0.t1	XP_024008825.1
OG0013818	ESY5_g5086_DN3_SP0_c0.t1	XP_006418182.2
OG0013819	ESY5_g5081_DN3_SP0_c0.t1	XP_024008493.1
OG0013820	ESY5_g4988_DN3_SP0_c0.t1	XP_006418120.1
OG0013821	ESY5_g4975_DN3_SP0_c0.t1, ESY5_g4976_DN3_SP0_c0.t1, ESY5_g4974_DN3_SP0_c0.t1	XP_024008643.1
OG0013822	ESY5_g4955_DN3_SP0_c0.t1	XP_006418098.1
OG0013823	ESY5_g4916_DN3_SP1_c0.t1	XP_006418080.2
OG0013824	ESY5_g4915_DN2_SP0_c0.t1	XP_024008314.1
OG0013825	ESY5_g4738_DN3_SP0_c0.t1	XP_006417970.1
OG0013826	ESY5_g4733_DN3_SP0_c0.t1	XP_006417968.1
OG0013827	ESY5_g4694_DN2_SP0_c0.t1	XP_006417939.2
OG0013828	ESY5_g4664_DN3_SP0_c0.t1	XP_006417910.1
OG0013829	ESY5_g4607_DN1_SP0_c0.t1	XP_006417867.2
OG0013830	ESY5_g4606_DN3_SP0_c0.t1	XP_006417865.1
OG0013831	ESY5_g4594_DN3_SP0_c0.t1	XP_006417854.1
OG0013832	ESY5_g4579_DN3_SP1_c0.t1	XP_006417842.1
OG0013833	ESY5_g4553_DN3_SP1_c0.t1	XP_006417819.1
OG0013834	ESY5_g4538_DN3_SP6_c0.t1	XP_006417808.2
OG0013835	ESY17_g40299_DN3_SP0_c0.t1	XP_006405871.1
OG0013836	ESY5_g4445_DN3_SP1_c0.t1, ESY4_g26911_DN3_SP0_c0.t1	XP_006417748.1
OG0013838	ESY5_g3124_DN3_SP0_c0.t1	XP_006417706.1
OG0013839	ESY5_g3135_DN3_SP2_c0.t1	XP_006417695.1
OG0013840	ESY2_g34331_DN3_SP0_c0.t1	XP_006418818.1
OG0013841	ESY5_g3137_DN3_SP7_c0.t1	XP_006417692.1
OG0013842	ESY5_g3206_DN3_SP0_c11.t1	XP_006417636.1
OG0013843	ESY5_g3225_DN3_SP0_c0.t1	XP_024009076.1
OG0013844	ESY5_g3244_DN3_SP4_c0.t1	XP_006417613.2
OG0013845	ESY5_g3259_DN3_SP1_c0.t1	XP_024008199.1
OG0013846	ESY5_g3270_DN3_SP0_c0.t1	XP_006417590.1
OG0013847	ESY5_g3276_DN3_SP2_c0.t1	XP_006417587.1
OG0013848	ESY5_g3284_DN3_SP8_c0.t1	XP_006417582.1
OG0013849	ESY5_g3301_DN3_SP8_c15.t1	XP_006417573.1
OG0013850	ESY5_g3305_DN3_SP1_c0.t1	XP_024008900.1
OG0013851	ESY5_g3321_DN3_SP3_c0.t1	XP_006417560.1
OG0013852	ESY5_g3347_DN2_SP0_c0.t1	XP_006417546.1
OG0013853	ESY5_g3366_DN3_SP0_c0.t1	XP_006417534.1
OG0013854	ESY5_g3377_DN2_SP0_c0.t1	XP_006417525.1
OG0013855	ESY5_g3425_DN3_SP0_c0.t1	XP_006417492.1
OG0013856	ESY5_g3444_DN3_SP7_c0.t1	XP_006417473.1
OG0013857	ESY5_g3477_DN3_SP1_c0.t1	XP_024008302.1
OG0013858	ESY5_g3483_DN3_SP0_c0.t1	XP_006417462.1
OG0013859	ESY5_g3492_DN3_SP5_c0.t1	XP_006417457.1
OG0013860	ESY5_g1028_DN3_SP8_c0.t1	XP_006415887.1
OG0013861	ESY5_g3530_DN3_SP8_c0.t1, ESY11_g55009_DN1_SP0_c0.t1	XP_024009136.1
OG0013862	ESY5_g3542_DN3_SP0_c0.t1	XP_006417417.1
OG0013863	ESY5_g3569_DN3_SP2_c0.t1	XP_006417404.1
OG0013864	ESY8_g58112_DN1_SP0_c0.t1	XP_006417398.1
OG0013865	ESY5_g3587_DN2_SP0_c0.t1	XP_006417395.2
OG0013866	ESY5_g3594_DN3_SP0_c0.t1	XP_024009124.1
OG0013867	ESY5_g3598_DN2_SP0_c0.t1	XP_006417389.1
OG0013868	ESY5_g3628_DN3_SP0_c0.t1	XP_006417377.1
OG0013869	ESY5_g3629_DN3_SP0_c0.t1	XP_006417376.1
OG0013870	ESY5_g4450_DN3_SP0_c7.t1	XP_006417354.1
OG0013871	ESY8_g59634_DN3_SP0_c0.t1	XP_006404757.1
OG0013872	ESY5_g3709_DN3_SP0_c0.t1	XP_006417325.1
OG0013873	ESY2_g33756_DN3_SP0_c0.t1	XP_024016853.1
OG0013873	ESY5_g3712_DN3_SP1_c0.t1	XP_006417321.1
OG0013874	ESY5_g3717_DN3_SP8_c0.t1	XP_006417317.1
OG0013875	ESY5_g3721_DN3_SP3_c17.t1	XP_006417311.1
OG0013876	ESY5_g3735_DN2_SP0_c0.t1	XP_006417295.1
OG0013877	ESY5_g3736_DN3_SP0_c0.t1	XP_006417293.1
OG0013878	ESY5_g3747_DN3_SP0_c10.t1	XP_006417283.1
OG0013879	ESY5_g3753_DN3_SP3_c1.t1	XP_006417280.1
OG0013880	ESY5_g3754_DN3_SP8_c6.t1	XP_006417279.1
OG0013881	ESY5_g3853_DN3_SP0_c0.t1	XP_006417202.1
OG0013882	ESY5_g3857_DN3_SP0_c0.t1	XP_006417195.1
OG0013883	ESY5_g3870_DN2_SP0_c0.t1	XP_006417187.1
OG0013884	ESY5_g3873_DN3_SP3_c0.t1	XP_006417184.1
OG0013885	ESY5_g3880_DN3_SP8_c0.t1	XP_006417173.1
OG0013886	ESY5_g2569_DN3_SP7_c0.t1	XP_006417167.1
OG0013887	ESY13_g57561_DN3_SP8_c0.t1	XP_006415827.2
OG0013889	ESY5_g2621_DN3_SP6_c17.t1	XP_006417136.1
OG0013890	ESY6_g46728_DN3_SP0_c0.t1	XP_006401855.1
OG0013892	ESY5_g2690_DN3_SP8_c0.t1	XP_006417099.1
OG0013893	ESY5_g2697_DN3_SP0_c0.t1	XP_006417095.2
OG0013894	ESY5_g2759_DN3_SP2_c0.t1	XP_006417049.1
OG0013895	ESY5_g2769_DN3_SP0_c0.t1	XP_006417041.1
OG0013896	ESY5_g2775_DN3_SP3_c0.t1	XP_006417033.1
OG0013897	ESY5_g2778_DN3_SP8_c0.t1	XP_006417030.1
OG0013899	ESY5_g2786_DN3_SP0_c0.t1	XP_006417023.1
OG0013901	ESY5_g2836_DN3_SP0_c0.t1	XP_006416985.1
OG0013902	ESY5_g2838_DN3_SP1_c0.t1	XP_006416984.1
OG0013903	ESY5_g2877_DN3_SP6_c0.t1	XP_006416945.1
OG0013904	ESY5_g2893_DN3_SP0_c0.t1	XP_006416932.1
OG0013905	ESY5_g2949_DN3_SP3_c0.t1	XP_006395127.1
OG0013906	ESY5_g2954_DN3_SP0_c0.t1	XP_006416886.1
OG0013907	ESY5_g2994_DN3_SP8_c0.t1	XP_006416860.1
OG0013910	ESY4_g24714_DN2_SP0_c0.t1, ESY5_g3035_DN3_SP8_c0.t1	XP_024008764.1
OG0013911	ESY5_g3045_DN3_SP0_c0.t1	XP_006416823.1
OG0013912	ESY5_g3057_DN3_SP1_c0.t1	XP_006416812.1
OG0013913	ESY5_g3062_DN3_SP7_c0.t1	XP_006416808.1
OG0013914	ESY5_g3064_DN3_SP0_c0.t1	XP_006416806.1
OG0013915	ESY5_g4412_DN3_SP1_c0.t1	XP_006416786.2
OG0013916	ESY5_g4410_DN3_SP0_c0.t1	XP_006416784.1
OG0013917	ESY5_g4400_DN3_SP0_c0.t1	XP_006416774.1
OG0013918	ESY5_g4357_DN3_SP7_c8.t1	XP_006416733.1
OG0013919	ESY5_g4341_DN3_SP0_c0.t1	XP_006416719.2
OG0013920	ESY7_g19331_DN3_SP1_c0.t1	XP_006398781.1, XP_024010209.1
OG0013921	ESY5_g4326_DN3_SP0_c0.t1	XP_006416707.1
OG0013922	ESY5_g4324_DN3_SP8_c0.t1	XP_006416705.1
OG0013923	ESY5_g4323_DN3_SP5_c0.t1, ESY2_g35833_DN3_SP0_c0.t1	XP_006416704.1
OG0013924	ESY5_g4316_DN3_SP0_c0.t1	XP_006416695.1
OG0013925	ESY5_g4311_DN3_SP0_c0.t1	XP_024008339.1
OG0013926	ESY5_g4263_DN3_SP7_c0.t1	XP_006416659.1
OG0013927	ESY5_g4253_DN3_SP0_c0.t1	XP_006416652.1
OG0013928	ESY5_g4250_DN3_SP0_c0.t1	XP_006416648.1
OG0013929	ESY5_g4242_DN3_SP8_c0.t1	XP_006416640.1
OG0013930	ESY5_g4231_DN3_SP6_c0.t1	XP_006416627.1
OG0013931	ESY5_g4228_DN3_SP8_c0.t1	XP_006416624.1
OG0013932	ESY5_g4208_DN3_SP4_c0.t1	XP_006416609.1
OG0013933	ESY5_g4184_DN3_SP0_c0.t1	XP_006416589.1
OG0013934	ESY5_g4128_DN3_SP0_c0.t1	XP_006416542.1
OG0013935	ESY5_g4116_DN3_SP0_c12.t1	XP_006416538.1
OG0013936	ESY5_g4110_DN3_SP6_c0.t1	XP_006416532.1
OG0013937	ESY5_g4105_DN3_SP7_c0.t1	XP_006416531.1
OG0013939	ESY5_g4073_DN3_SP0_c0.t1	XP_006416510.1
OG0013940	ESY5_g4066_DN3_SP7_c0.t1	XP_006416505.1
OG0013941	ESY5_g4055_DN3_SP0_c0.t1, ESY5_g4053_DN3_SP0_c0.t1	XP_006416495.1
OG0013942	ESY5_g4045_DN3_SP1_c0.t1	XP_006416485.1
OG0013943	ESY5_g4040_DN3_SP0_c0.t1	XP_006416474.1
OG0013944	ESY5_g4037_DN3_SP6_c0.t1, ESY2_g36038_DN3_SP0_c0.t1	XP_006416471.1
OG0013945	ESY5_g4091_DN3_SP1_c0.t1	XP_006416525.1
OG0013946	ESY5_g4027_DN3_SP0_c0.t1	XP_006416463.1
OG0013947	ESY5_g4013_DN3_SP8_c0.t1	XP_006416455.1
OG0013948	ESY10_g14251_DN3_SP0_c0.t1	XP_006395714.1, XP_006395718.2
OG0013949	ESY5_g3985_DN3_SP0_c0.t1	XP_006416435.1
OG0013950	ESY5_g3980_DN2_SP0_c0.t1	XP_006416430.2
OG0013951	ESY8_g60596_DN3_SP8_c0.t1	XP_006405593.1
OG0013952	ESY5_g3955_DN3_SP0_c0.t1	XP_006416410.1
OG0013953	ESY5_g3953_DN3_SP8_c0.t1	XP_006416406.1
OG0013954	ESY5_g3939_DN3_SP6_c0.t1	XP_006416390.1
OG0013955	ESY5_g3913_DN3_SP1_c0.t1	XP_006416362.1
OG0013956	ESY5_g2470_DN3_SP4_c0.t1	XP_006416312.1
OG0013957	ESY17_g40207_DN3_SP1_c0.t1	XP_024008968.1
OG0013958	ESY5_g2468_DN3_SP5_c0.t1	XP_006416310.1
OG0013959	ESY5_g2462_DN3_SP0_c0.t1	XP_006416303.1
OG0013960	ESY5_g2461_DN3_SP8_c0.t1	XP_006416301.1
OG0013961	ESY5_g2411_DN3_SP0_c0.t1	XP_006416278.1
OG0013962	ESY5_g2384_DN3_SP8_c0.t1	XP_006416254.2
OG0013963	ESY5_g2364_DN3_SP0_c7.t1	XP_006416235.1
OG0013964	ESY5_g2348_DN3_SP4_c16.t1	XP_024008876.1
OG0013965	ESY5_g2330_DN3_SP0_c0.t1	XP_006416218.1
OG0013966	ESY15_g64823_DN3_SP0_c0.t1	XP_006395220.1
OG0013967	ESY5_g2208_DN3_SP0_c0.t1	XP_006416163.1
OG0013968	ESY5_g2199_DN3_SP8_c0.t1	XP_006416150.1
OG0013969	ESY5_g2173_DN3_SP0_c0.t1	XP_006416141.1
OG0013970	ESY5_g2169_DN3_SP0_c0.t1	XP_006416138.1
OG0013973	ESY2_g35734_DN3_SP0_c0.t1	XP_006390734.2
OG0013974	ESY2_g35724_DN3_SP2_c0.t1	XP_006390742.1
OG0013975	ESY2_g35716_DN3_SP0_c0.t1	XP_006390746.2
OG0013976	ESY17_g39131_DN3_SP0_c0.t1, ESY2_g35712_DN3_SP0_c0.t1	XP_006390750.1
OG0013977	ESY2_g35709_DN3_SP0_c7.t1	XP_024012600.1
OG0013978	ESY2_g35689_DN3_SP5_c0.t1	XP_006390758.1
OG0013980	ESY2_g35666_DN3_SP0_c0.t1	XP_006390780.1
OG0013981	ESY2_g35663_DN3_SP4_c0.t1	XP_006390784.1
OG0013982	ESY2_g35643_DN3_SP2_c0.t1	XP_006390802.2
OG0013983	ESY2_g35603_DN3_SP6_c0.t1	XP_006390842.1
OG0013984	ESY2_g35597_DN3_SP0_c0.t1	XP_006390848.1
OG0013985	ESY2_g35587_DN3_SP0_c0.t1	XP_006390857.1
OG0013986	ESY2_g35579_DN3_SP7_c0.t1	XP_006390871.2
OG0013989	ESY2_g35552_DN3_SP0_c0.t1	XP_006390887.1
OG0013991	ESY23_g422_DN3_SP0_c0.t1	XP_006413473.1
OG0013992	ESY23_g449_DN3_SP0_c0.t1	XP_006413470.1
OG0013993	ESY23_g522_DN2_SP0_c0.t1, ESY16_g61449_DN2_SP0_c0.t1	XP_006415143.1
OG0013994	ESY2_g33353_DN3_SP8_c0.t1	XP_006391675.1
OG0013995	ESY2_g33354_DN3_SP0_c0.t1	XP_006391676.2
OG0013996	ESY2_g33355_DN3_SP8_c0.t1	XP_006391677.1
OG0013997	ESY2_g33501_DN3_SP0_c0.t1	XP_006391737.1
OG0013998	ESY2_g33485_DN3_SP7_c0.t1	XP_006391746.2
OG0013999	ESY16_g62365_DN3_SP8_c0.t1	XP_006413127.1
OG0014001	ESY2_g33552_DN3_SP8_c0.t1	XP_006391776.1
OG0014002	ESY10_g14653_DN3_SP0_c0.t1	XP_006398506.1
OG0014003	ESY2_g33581_DN3_SP0_c0.t1	XP_006391801.1
OG0014004	ESY2_g33573_DN3_SP8_c0.t1	XP_006391805.1
OG0014005	ESY7_g17279_DN3_SP0_c0.t1, ESY24_g33118_DN3_SP0_c0.t1	XP_006400199.1
OG0014006	ESY2_g33633_DN2_SP0_c0.t1	XP_006391828.1, XP_024010515.1
OG0014007	ESY2_g33676_DN3_SP8_c0.t1	XP_006391868.1
OG0014008	ESY12_g51980_DN3_SP0_c0.t1, ESY2_g33687_DN3_SP8_c0.t1	XP_006391899.1
OG0014009	ESY2_g33745_DN3_SP7_c0.t1	XP_006391919.1
OG0014010	ESY2_g33819_DN3_SP1_c0.t1, ESY2_g38737_DN2_SP0_c0.t1	XP_024015413.1
OG0014011	ESY2_g33828_DN3_SP0_c0.t1	XP_006391986.1
OG0014012	ESY2_g33894_DN2_SP7_c0.t1	XP_006392059.1
OG0014013	ESY2_g33907_DN2_SP0_c0.t1	XP_006392065.1
OG0014014	ESY2_g33909_DN3_SP0_c0.t1	XP_006392066.1
OG0014015	ESY2_g33929_DN3_SP0_c0.t1	XP_024013307.1
OG0014016	ESY2_g33940_DN3_SP0_c0.t1	XP_006392115.1
OG0014017	ESY11_g53075_DN3_SP0_c0.t1	XP_006409704.1, XP_006408827.1
OG0014018	ESY2_g33957_DN3_SP0_c0.t1	XP_006392134.1
OG0014019	ESY2_g33979_DN3_SP8_c3.t1	XP_006392160.1
OG0014020	ESY2_g34004_DN3_SP2_c0.t1	XP_006392179.1
OG0014021	ESY2_g34023_DN3_SP0_c0.t1	XP_006392195.1
OG0014022	ESY2_g34053_DN3_SP8_c0.t1	XP_006392240.1
OG0014023	ESY2_g34078_DN2_SP0_c0.t1, ESY6_g49358_DN2_SP0_c0.t1	XP_006392280.1
OG0014024	ESY2_g34105_DN3_SP7_c0.t1	XP_006392317.1
