Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0013219	ESY1_g11517_DN3_SP0_c0.t1	Aa_G45660.h1.t1, Aa_G98600.h1.t1
OG0013220	ESY1_g11551_DN3_SP0_c0.t1	Aa_G345840.h1.t1
OG0013221	ESY1_g11552_DN3_SP5_c0.t1	Aa_G345830.h1.t1
OG0013222	ESY1_g11575_DN3_SP1_c0.t1	Aa_G317210.h1.t1
OG0013223	ESY1_g11656_DN2_SP5_c0.t1	Aa_G114920.h1.t1
OG0013225	ESY1_g11711_DN3_SP4_c0.t1	Aa_G369770.h1.t1
OG0013226	ESY1_g11758_DN3_SP0_c0.t1	Aa_G238710.h1.t1
OG0013227	ESY1_g11780_DN3_SP1_c0.t1	Aa_G483470.h1.t1
OG0013228	ESY1_g11794_DN3_SP1_c0.t1	Aa_G562500.h1.t1
OG0013230	ESY1_g11818_DN3_SP0_c0.t1	Aa_G174970.h1.t1
OG0013231	ESY1_g11841_DN3_SP0_c0.t1	Aa_G559700.h1.t1
OG0013232	ESY1_g10515_DN3_SP0_c0.t1	Aa_G660610.h1.t1
OG0013233	ESY1_g10546_DN2_SP0_c0.t1	Aa_G224840.h1.t1
OG0013234	ESY1_g10547_DN3_SP0_c0.t1	Aa_G224850.h1.t1
OG0013235	ESY1_g10560_DN3_SP2_c0.t1	Aa_G268560.h1.t1
OG0013236	ESY15_g64466_DN3_SP6_c0.t1	Aa_G139050.h1.t1
OG0013237	ESY1_g10581_DN2_SP0_c0.t1	Aa_G287230.h1.t1
OG0013238	ESY1_g10642_DN3_SP0_c0.t1	Aa_G302270.h1.t1
OG0013239	ESY1_g10725_DN3_SP8_c0.t1	Aa_G742130.h1.t1
OG0013240	ESY1_g10728_DN3_SP8_c0.t1	Aa_G742120.h1.t1
OG0013241	ESY1_g10758_DN3_SP4_c0.t1	Aa_G306800.h1.t1
OG0013242	ESY1_g10764_DN3_SP0_c0.t1	Aa_G427650.h1.t1, Aa_G137610.h1.t1
OG0013243	ESY1_g10808_DN3_SP5_c0.t1	Aa_G287630.h1.t1
OG0013244	ESY1_g10826_DN3_SP8_c0.t1	Aa_G381370.h1.t1
OG0013245	ESY1_g10829_DN3_SP2_c0.t1	Aa_G381360.h1.t1
OG0013246	ESY1_g10866_DN3_SP2_c0.t1	Aa_G381240.h1.t1
OG0013247	ESY1_g10876_DN3_SP0_c0.t1	Aa_G331290.h1.t1
OG0013248	ESY1_g10944_DN3_SP7_c0.t1	Aa_G319040.h1.t1
OG0013249	ESY1_g10977_DN3_SP0_c0.t1	Aa_G277030.h1.t1
OG0013250	ESY1_g10981_DN3_SP0_c0.t1	Aa_G277060.h1.t1
OG0013252	ESY1_g10996_DN3_SP8_c0.t1	Aa_G266040.h1.t1
OG0013253	ESY16_g61471_DN3_SP1_c0.t1	Aa_G49460.h1.t1
OG0013254	ESY1_g11043_DN3_SP5_c0.t1	Aa_G297400.h1.t1
OG0013256	ESY1_g11109_DN3_SP0_c0.t1, ESY4_g26606_DN3_SP0_c0.t1	Aa_G14030.h1.t1
OG0013257	ESY1_g11115_DN3_SP0_c0.t1	Aa_G14080.h1.t1
OG0013258	ESY1_g11121_DN2_SP0_c13.t1	Aa_G14170.h1.t1
OG0013259	ESY1_g11122_DN3_SP0_c0.t1	Aa_G14180.h1.t1
OG0013260	ESY1_g11180_DN3_SP0_c0.t1, ESY1_g11181_DN3_SP0_c0.t1	Aa_G212750.h1.t1
OG0013261	ESY1_g10492_DN3_SP8_c0.t1	Aa_G119280.h1.t1, Aa_G668310.h1.t1
OG0013262	ESY1_g10488_DN3_SP8_c20.t1	Aa_G111360.h1.t1
OG0013263	ESY1_g10481_DN3_SP8_c0.t1	Aa_G111410.h1.t1
OG0013264	ESY1_g10406_DN3_SP0_c0.t1	Aa_G235210.h1.t1
OG0013265	ESY6_g47542_DN3_SP8_c0.t1	Aa_G141210.h1.t1
OG0013266	ESY6_g47535_DN3_SP0_c0.t1	Aa_G141190.h1.t1
OG0013267	ESY6_g47534_DN3_SP1_c0.t1	Aa_G141180.h1.t1
OG0013268	ESY6_g47528_DN3_SP7_c0.t1	Aa_G141150.h1.t1
OG0013269	ESY6_g47413_DN3_SP8_c0.t1	Aa_G198290.h1.t1
OG0013272	ESY2_g38403_DN3_SP8_c0.t1	Aa_G139290.h1.t1
OG0013273	ESY2_g38417_DN3_SP8_c0.t1	Aa_G139200.h1.t1
OG0013275	ESY2_g38447_DN3_SP2_c0.t1	Aa_G507520.h1.t1
OG0013276	ESY3_g27857_DN3_SP0_c0.t1	Aa_G806610.h1.t1
OG0013277	ESY3_g27789_DN2_SP0_c0.t1	Aa_G284640.h1.t1
OG0013278	ESY3_g27522_DN3_SP8_c0.t1	Aa_G86410.h1.t1
OG0013279	ESY3_g27564_DN3_SP5_c0.t1	Aa_G535130.h1.t1
OG0013280	ESY3_g27494_DN3_SP7_c0.t1	Aa_G535140.h1.t1
OG0013281	ESY3_g27416_DN3_SP3_c0.t1	Aa_G183470.h1.t1
OG0013282	ESY3_g27149_DN2_SP8_c0.t1	Aa_G220.h1.t1
OG0013283	ESY5_g4671_DN3_SP8_c0.t1	Aa_G211160.h1.t1
OG0013284	ESY9_g43699_DN3_SP0_c0.t1, ESY3_g27007_DN3_SP0_c0.t1	Aa_G211150.h1.t1
OG0013285	ESY3_g28749_DN3_SP0_c0.t1	Aa_G211230.h1.t1
OG0013286	ESY11_g52650_DN3_SP7_c0.t1	Aa_G196620.h1.t1
OG0013287	ESY11_g52448_DN3_SP8_c0.t1	Aa_G116250.h1.t1
OG0013288	ESY6_g47277_DN3_SP1_c0.t1	Aa_G116310.h1.t1
OG0013289	ESY3_g31404_DN3_SP0_c0.t1	Aa_G116320.h1.t1
OG0013290	ESY11_g52924_DN3_SP0_c0.t1	Aa_G116380.h1.t1
OG0013291	ESY3_g28016_DN2_SP0_c0.t1	Aa_G26890.h1.t1
OG0013292	ESY3_g27988_DN3_SP8_c0.t1	Aa_G116260.h1.t1
OG0013293	ESY3_g27987_DN3_SP0_c0.t1	Aa_G183140.h1.t1
OG0013294	ESY3_g27966_DN3_SP6_c0.t1	Aa_G183120.h1.t1
OG0013295	ESY2_g35220_DN3_SP7_c0.t1	Aa_G454580.h1.t1
OG0013298	ESY2_g35193_DN3_SP8_c0.t1	Aa_G21320.h1.t1
OG0013299	ESY2_g35190_DN3_SP5_c0.t1	Aa_G544040.h1.t1
OG0013300	ESY2_g35181_DN3_SP0_c0.t1	Aa_G108690.h1.t1, Aa_G108690.h2.t1
OG0013301	ESY2_g35180_DN3_SP0_c0.t1	Aa_G108700.h1.t1, Aa_G108700.h2.t1
OG0013302	ESY19_g42216_DN3_SP6_c0.t1	Aa_G567140.h1.t1
OG0013303	ESY19_g41968_DN3_SP8_c0.t1	Aa_G7190.h1.t1
OG0013304	ESY19_g41936_DN3_SP0_c0.t1	Aa_G7150.h1.t1
OG0013305	ESY19_g42005_DN3_SP0_c0.t1	Aa_G184450.h1.t1
OG0013306	ESY19_g41885_DN3_SP0_c0.t1	Aa_G56030.h1.t1
OG0013307	ESY2_g34526_DN3_SP3_c0.t1	Aa_G343260.h1.t1
OG0013308	ESY2_g34507_DN3_SP1_c0.t1	Aa_G131750.h1.t1
OG0013309	ESY2_g34473_DN2_SP0_c0.t1	Aa_G141420.h1.t1
OG0013310	ESY2_g34455_DN3_SP2_c0.t1	Aa_G81900.h1.t1
OG0013311	ESY17_g40047_DN3_SP3_c0.t1	Aa_G447110.h1.t1
OG0013313	ESY11_g54263_DN3_SP7_c0.t1	Aa_G99900.h1.t1
OG0013314	ESY11_g54271_DN3_SP0_c0.t1	Aa_G415550.h1.t1
OG0013316	ESY11_g54301_DN3_SP5_c0.t1	Aa_G325940.h1.t1
OG0013317	ESY11_g54338_DN2_SP0_c0.t1	Aa_G426620.h1.t1
OG0013318	ESY11_g54351_DN3_SP8_c0.t1	Aa_G141640.h1.t1, Aa_G426590.h1.t1
OG0013319	ESY11_g54352_DN3_SP8_c0.t1	Aa_G426580.h1.t1
OG0013320	ESY11_g54427_DN2_SP0_c0.t1	Aa_G190110.h1.t1
OG0013321	ESY11_g54433_DN3_SP5_c0.t1	Aa_G190120.h1.t1
OG0013322	ESY11_g54511_DN3_SP0_c17.t1, ESY11_g54607_DN2_SP0_c16.t1	Aa_G259240.h1.t1
OG0013323	ESY11_g54544_DN3_SP1_c0.t1	Aa_G244860.h1.t1
OG0013325	ESY11_g54635_DN3_SP8_c0.t1	Aa_G143540.h1.t1
OG0013326	ESY11_g54655_DN3_SP8_c0.t1	Aa_G230180.h1.t1
OG0013327	ESY11_g54671_DN3_SP0_c0.t1	Aa_G726600.h1.t1
OG0013328	ESY12_g51056_DN3_SP0_c0.t1	Aa_G88470.h1.t1
OG0013329	ESY12_g51055_DN3_SP3_c0.t1	Aa_G88480.h1.t1
OG0013330	ESY12_g51035_DN3_SP3_c0.t1	Aa_G684890.h1.t1
OG0013331	ESY12_g51034_DN3_SP0_c0.t1	Aa_G684880.h1.t1
OG0013332	ESY12_g51029_DN2_SP1_c0.t1	Aa_G144300.h1.t1
OG0013333	ESY12_g51026_DN3_SP0_c0.t1	Aa_G144280.h1.t1
OG0013334	ESY12_g51010_DN3_SP4_c0.t1	Aa_G281390.h1.t1
OG0013335	ESY12_g50995_DN3_SP8_c0.t1	Aa_G281320.h1.t1
OG0013336	ESY12_g50952_DN3_SP8_c0.t1	Aa_G401700.h1.t1
OG0013337	ESY12_g50934_DN3_SP1_c0.t1	Aa_G371030.h1.t1, Aa_G144120.h1.t1
OG0013338	ESY12_g50937_DN3_SP7_c0.t1	Aa_G144140.h1.t1
OG0013339	ESY12_g50876_DN3_SP7_c0.t1	Aa_G560440.h1.t1
OG0013341	ESY9_g45670_DN3_SP0_c0.t1	Aa_G224290.h1.t1
OG0013341	ESY10_g14474_DN3_SP0_c0.t1	Aa_G754340.h1.t1
OG0013342	ESY9_g45643_DN3_SP0_c4.t1, ESY9_g45640_DN3_SP0_c0.t1, ESY9_g45646_DN3_SP8_c3.t1	Aa_G38310.h1.t1
OG0013343	ESY9_g45596_DN3_SP0_c0.t1	Aa_G451130.h1.t1
OG0013344	ESY9_g45573_DN3_SP6_c0.t1	Aa_G359290.h1.t1
OG0013345	ESY9_g45553_DN3_SP0_c0.t1	Aa_G461850.h1.t1
OG0013346	ESY9_g45477_DN3_SP7_c0.t1	Aa_G509540.h1.t1
OG0013347	ESY9_g45454_DN2_SP0_c0.t1	Aa_G202450.h1.t1
OG0013348	ESY9_g45453_DN3_SP1_c0.t1	Aa_G202440.h1.t1
OG0013349	ESY9_g45442_DN3_SP0_c0.t1, ESY9_g45438_DN3_SP0_c0.t1	Aa_G444110.h1.t1
OG0013350	ESY7_g16640_DN3_SP8_c0.t1	Aa_G216820.h2.t1, Aa_G216820.h1.t1
OG0013351	ESY9_g45436_DN3_SP5_c0.t1	Aa_G216830.h1.t1
OG0013352	ESY9_g45365_DN3_SP1_c0.t1	Aa_G783260.h1.t1, Aa_G955640.h1.t1
OG0013353	ESY1_g8418_DN3_SP8_c0.t1	Aa_G458680.h1.t1
OG0013354	ESY8_g59438_DN3_SP1_c0.t1	Aa_G310060.h1.t1
OG0013356	ESY1_g6822_DN3_SP0_c0.t1	Aa_G337550.h1.t1
OG0013357	ESY9_g44879_DN3_SP0_c0.t1	Aa_G197150.h1.t1
OG0013358	ESY9_g45258_DN3_SP0_c0.t1	Aa_G66220.h1.t1
OG0013359	ESY9_g45181_DN3_SP6_c0.t1	Aa_G150770.h1.t1
OG0013360	ESY2_g38372_DN3_SP5_c0.t1	Aa_G150800.h1.t1
OG0013361	ESY9_g45130_DN3_SP0_c0.t1	Aa_G150930.h1.t1
OG0013362	ESY10_g14620_DN3_SP8_c0.t1	Aa_G278070.h1.t1
OG0013363	ESY9_g44958_DN3_SP7_c0.t1	Aa_G617050.h2.t1, Aa_G617050.h1.t1
OG0013364	ESY9_g44913_DN3_SP5_c0.t1	Aa_G197170.h1.t1
OG0013365	ESY9_g44819_DN3_SP1_c0.t1	Aa_G249290.h1.t1
OG0013367	ESY9_g44789_DN3_SP0_c0.t1	Aa_G30040.h1.t1
OG0013369	ESY9_g44657_DN2_SP0_c0.t1	Aa_G570380.h1.t1
OG0013370	ESY9_g44654_DN3_SP7_c0.t1	Aa_G570360.h1.t1
OG0013372	ESY3_g29219_DN3_SP0_c0.t1	Aa_G250560.h1.t1
OG0013373	ESY9_g44598_DN3_SP8_c0.t1	Aa_G159800.h1.t1
OG0013374	ESY12_g51393_DN3_SP6_c0.t1	Aa_G789050.h1.t1
OG0013375	ESY7_g16125_DN1_SP0_c0.t1	Aa_G561130.h1.t1
OG0013376	ESY7_g16141_DN3_SP3_c0.t1	Aa_G320470.h1.t1
OG0013377	ESY5_g4674_DN2_SP0_c0.t1	Aa_G22820.h1.t1
OG0013378	ESY3_g29333_DN3_SP8_c0.t1	Aa_G50790.h1.t1
OG0013379	ESY3_g29332_DN3_SP0_c0.t1	Aa_G50780.h1.t1
OG0013380	ESY8_g59665_DN3_SP0_c0.t1, ESY8_g59663_DN3_SP0_c0.t1	Aa_G224760.h1.t1
OG0013381	ESY7_g18993_DN3_SP0_c0.t1	Aa_G892700.h1.t1
OG0013382	ESY18_g63047_DN3_SP6_c0.t1	Aa_G35170.h1.t1
OG0013383	ESY18_g63050_DN3_SP0_c0.t1	Aa_G35230.h1.t1
OG0013384	ESY18_g63129_DN3_SP2_c14.t1	Aa_G546070.h1.t1
OG0013385	ESY18_g62997_DN3_SP8_c0.t1	Aa_G35040.h1.t1
OG0013386	ESY7_g15989_DN3_SP0_c0.t1	Aa_G93500.h1.t1
OG0013387	ESY8_g59904_DN3_SP8_c0.t1	Aa_G10140.h1.t1
OG0013388	ESY8_g59855_DN3_SP0_c0.t1	Aa_G74460.h1.t1
OG0013390	ESY8_g59811_DN3_SP1_c0.t1	Aa_G279250.h1.t1
OG0013391	ESY8_g59798_DN3_SP5_c0.t1	Aa_G279280.h1.t1
OG0013392	ESY8_g59752_DN3_SP2_c0.t1	Aa_G145580.h1.t1
OG0013393	ESY8_g59748_DN3_SP0_c0.t1	Aa_G100340.h1.t1
OG0013394	ESY8_g59746_DN3_SP8_c0.t1	Aa_G100310.h1.t1
OG0013395	ESY8_g59735_DN3_SP8_c0.t1	Aa_G100230.h1.t1
OG0013396	ESY8_g59711_DN3_SP0_c0.t1	Aa_G91700.h1.t1
OG0013397	ESY8_g59708_DN3_SP0_c0.t1	Aa_G591390.h1.t1
OG0013398	ESY8_g59694_DN3_SP0_c0.t1	Aa_G313890.h1.t1
OG0013399	ESY8_g59682_DN2_SP3_c0.t1	Aa_G311500.h1.t1
OG0013400	ESY8_g59667_DN3_SP1_c0.t1	Aa_G224740.h1.t1
OG0013401	ESY8_g59627_DN3_SP7_c0.t1	Aa_G157410.h1.t1
OG0013402	ESY8_g59528_DN2_SP0_c0.t1	Aa_G531980.h1.t1
OG0013403	ESY8_g59538_DN2_SP0_c0.t1	Aa_G11890.h1.t1
OG0013404	ESY8_g59359_DN3_SP8_c0.t1	Aa_G373600.h1.t1
OG0013405	ESY8_g59338_DN3_SP0_c0.t1	Aa_G87260.h1.t1
OG0013406	ESY8_g59373_DN3_SP2_c0.t1	Aa_G321350.h1.t1
OG0013407	ESY8_g59269_DN3_SP5_c0.t1	Aa_G480950.h1.t1
OG0013408	ESY8_g59264_DN3_SP8_c0.t1	Aa_G480910.h1.t1
OG0013409	ESY8_g59250_DN3_SP1_c0.t1	Aa_G290430.h1.t1
OG0013410	ESY8_g59211_DN3_SP0_c0.t1	Aa_G363350.h1.t1
OG0013411	ESY8_g59378_DN3_SP8_c0.t1	Aa_G321390.h1.t1
OG0013412	ESY8_g59385_DN3_SP2_c0.t1	Aa_G393050.h1.t1
OG0013413	ESY8_g59387_DN3_SP1_c0.t1	Aa_G393110.h1.t1
OG0013414	ESY8_g59234_DN3_SP1_c0.t1	Aa_G506530.h1.t1
OG0013415	ESY8_g59288_DN3_SP6_c0.t1	Aa_G35770.h1.t1
OG0013416	ESY8_g59284_DN3_SP8_c6.t1	Aa_G35740.h1.t1
OG0013417	ESY13_g57359_DN3_SP0_c0.t1	Aa_G593950.h1.t1, Aa_G593980.h1.t1
OG0013418	ESY13_g57228_DN3_SP0_c0.t1	Aa_G92310.h1.t1
OG0013419	ESY4_g21906_DN3_SP6_c10.t1	Aa_G115070.h1.t1
OG0013420	ESY13_g57664_DN3_SP7_c7.t1	Aa_G475480.h1.t1
OG0013421	ESY4_g21767_DN3_SP8_c0.t1	Aa_G54760.h1.t1
OG0013422	ESY10_g14369_DN2_SP4_c0.t1	Aa_G462850.h1.t1
OG0013423	ESY14_g21523_DN3_SP2_c0.t1	Aa_G82620.h1.t1
OG0013424	ESY14_g21496_DN3_SP0_c0.t1, ESY23_g150_DN3_SP0_c0.t1	Aa_G753440.h1.t1, Aa_G82590.h1.t1
OG0013425	ESY14_g20979_DN3_SP8_c0.t1	Aa_G287830.h1.t1
OG0013426	ESY14_g20806_DN3_SP2_c0.t1	Aa_G472460.h1.t1
OG0013427	ESY14_g20748_DN3_SP0_c0.t1	Aa_G200340.h1.t1
OG0013428	ESY14_g20681_DN3_SP1_c0.t1	Aa_G737020.h1.t1
OG0013431	ESY14_g20586_DN3_SP0_c0.t1	Aa_G276610.h1.t1
OG0013432	ESY14_g20570_DN3_SP0_c18.t1	Aa_G60430.h1.t1
OG0013433	ESY14_g19955_DN3_SP0_c0.t1	Aa_G377070.h1.t1
OG0013434	ESY14_g19958_DN3_SP0_c0.t1	Aa_G397310.h1.t1
OG0013435	ESY8_g60313_DN3_SP0_c0.t1, ESY2_g34305_DN3_SP2_c0.t1	Aa_G87470.h1.t1
OG0013436	ESY14_g20174_DN2_SP8_c0.t1	Aa_G433770.h1.t1
OG0013437	ESY14_g20389_DN3_SP0_c0.t1	Aa_G300880.h1.t1
OG0013438	ESY14_g20393_DN2_SP0_c0.t1	Aa_G300850.h1.t1
OG0013439	ESY14_g20394_DN3_SP8_c0.t1	Aa_G300830.h1.t1
OG0013441	ESY14_g19872_DN3_SP0_c17.t1	Aa_G124920.h1.t1
OG0013442	ESY19_g41173_DN3_SP8_c0.t1	Aa_G71390.h1.t1
OG0013443	ESY19_g41335_DN3_SP6_c0.t1	Aa_G61130.h1.t1
OG0013444	ESY25_g62767_DN3_SP0_c0.t1	Aa_G294850.h1.t1
OG0013445	ESY10_g13987_DN3_SP5_c0.t1	Aa_G453780.h1.t1
OG0013446	ESY6_g47276_DN2_SP0_c0.t1	Aa_G453800.h1.t1
OG0013447	ESY18_g64192_DN3_SP8_c0.t1	Aa_G414550.h1.t1
OG0013448	ESY3_g32461_DN3_SP0_c0.t1	Aa_G107430.h1.t1
OG0013449	ESY18_g63815_DN3_SP6_c0.t1	Aa_G275340.h1.t1
OG0013450	ESY18_g63728_DN3_SP2_c0.t1, ESY18_g63723_DN3_SP5_c0.t1	Aa_G617990.h1.t1
OG0013451	ESY18_g63713_DN3_SP1_c22.t1	Aa_G686380.h1.t1
OG0013453	ESY18_g63528_DN3_SP0_c0.t1	Aa_G318190.h1.t1
OG0013454	ESY18_g63472_DN3_SP8_c0.t1	Aa_G341460.h1.t1
OG0013455	ESY7_g16896_DN3_SP1_c0.t1	Aa_G128870.h1.t1
OG0013456	ESY7_g16891_DN1_SP0_c0.t1	Aa_G128840.h1.t1
OG0013457	ESY7_g16880_DN3_SP8_c10.t1	Aa_G255510.h1.t1
OG0013458	ESY10_g15300_DN3_SP8_c0.t1	Aa_G40930.h1.t1
OG0013459	ESY10_g15367_DN3_SP8_c0.t1	Aa_G189770.h1.t1
OG0013460	ESY10_g15369_DN3_SP2_c0.t1	Aa_G189790.h1.t1
OG0013461	ESY10_g15376_DN3_SP0_c0.t1	Aa_G189810.h1.t1
OG0013462	ESY10_g15459_DN3_SP3_c0.t1	Aa_G120170.h1.t1
OG0013463	ESY10_g15485_DN3_SP6_c0.t1	Aa_G26030.h1.t1
OG0013464	ESY10_g15490_DN3_SP1_c0.t1	Aa_G26080.h1.t1
OG0013465	ESY10_g15503_DN3_SP7_c0.t1	Aa_G26110.h1.t1
OG0013466	ESY10_g15516_DN3_SP0_c0.t1	Aa_G25930.h1.t1
OG0013467	ESY11_g52711_DN3_SP0_c0.t1	Aa_G354210.h1.t1
OG0013469	ESY11_g54840_DN3_SP0_c0.t1	Aa_G166560.h1.t1
OG0013470	ESY3_g31444_DN3_SP0_c0.t1	Aa_G194700.h1.t1
OG0013471	ESY11_g54984_DN3_SP0_c0.t1	Aa_G440780.h1.t1
OG0013472	ESY1_g8083_DN3_SP0_c0.t1	Aa_G99430.h1.t1
OG0013473	ESY1_g7912_DN3_SP0_c0.t1	Aa_G424440.h1.t1
OG0013474	ESY12_g52306_DN3_SP0_c0.t1	Aa_G12980.h1.t1
OG0013477	ESY12_g52285_DN3_SP0_c0.t1, ESY12_g52290_DN3_SP0_c0.t1	Aa_G12850.h1.t1
OG0013478	ESY12_g52265_DN3_SP0_c0.t1	Aa_G206170.h1.t1
OG0013479	ESY12_g52251_DN3_SP0_c9.t1	Aa_G206060.h1.t1
OG0013480	ESY12_g52249_DN3_SP5_c0.t1	Aa_G241290.h1.t1
OG0013481	ESY12_g52234_DN3_SP8_c0.t1	Aa_G241240.h1.t1
OG0013482	ESY12_g52230_DN3_SP8_c0.t1	Aa_G241190.h1.t1
OG0013483	ESY12_g52209_DN3_SP8_c0.t1	Aa_G226100.h1.t1
OG0013484	ESY12_g52208_DN3_SP0_c0.t1	Aa_G226090.h1.t1
OG0013485	ESY12_g51437_DN3_SP0_c0.t1	Aa_G226080.h1.t1
OG0013486	ESY12_g51408_DN3_SP8_c0.t1	Aa_G593450.h1.t1
OG0013487	ESY12_g51409_DN3_SP0_c0.t1	Aa_G178010.h1.t1
OG0013488	ESY12_g51594_DN3_SP5_c0.t1	Aa_G177930.h1.t1
OG0013489	ESY12_g51634_DN2_SP0_c0.t1	Aa_G462220.h1.t1
OG0013491	ESY3_g31479_DN3_SP2_c0.t1	Aa_G332620.h1.t1
OG0013492	ESY12_g51665_DN3_SP1_c0.t1	Aa_G332610.h1.t1
OG0013493	ESY12_g51667_DN3_SP0_c0.t1	Aa_G332600.h1.t1
OG0013494	ESY12_g51691_DN3_SP2_c0.t1	Aa_G196920.h1.t1
OG0013495	ESY12_g51708_DN3_SP0_c0.t1	Aa_G196820.h1.t1
OG0013496	ESY12_g51715_DN3_SP6_c0.t1	Aa_G536050.h1.t1
OG0013497	ESY12_g51717_DN3_SP3_c0.t1	Aa_G536070.h1.t1
OG0013498	ESY12_g51726_DN3_SP6_c0.t1	Aa_G381020.h1.t1
OG0013499	ESY12_g51733_DN3_SP0_c0.t1, ESY12_g51736_DN3_SP0_c0.t1, ESY12_g51735_DN1_SP0_c0.t1	Aa_G381100.h1.t1
OG0013500	ESY12_g51778_DN3_SP8_c0.t1	Aa_G16970.h1.t1
OG0013501	ESY12_g51780_DN3_SP0_c0.t1	Aa_G17000.h1.t1
OG0013502	ESY12_g51791_DN3_SP5_c0.t1	Aa_G17120.h1.t1
OG0013503	ESY12_g51795_DN3_SP2_c0.t1	Aa_G17130.h1.t1
OG0013504	ESY12_g51851_DN3_SP0_c0.t1	Aa_G16020.h1.t1
OG0013505	ESY12_g51875_DN3_SP2_c0.t1	Aa_G16130.h1.t1
OG0013506	ESY12_g51917_DN3_SP2_c0.t1	Aa_G289670.h1.t1
OG0013507	ESY12_g51921_DN3_SP6_c0.t1	Aa_G289710.h1.t1
OG0013508	ESY12_g51983_DN3_SP0_c0.t1	Aa_G175230.h1.t1
OG0013510	ESY12_g52043_DN3_SP1_c0.t1	Aa_G265060.h1.t1
OG0013511	ESY12_g52057_DN3_SP0_c0.t1	Aa_G265110.h1.t1
OG0013512	ESY12_g52060_DN3_SP0_c0.t1	Aa_G265130.h1.t1
OG0013513	ESY12_g52070_DN3_SP7_c0.t1	Aa_G484790.h1.t1
OG0013514	ESY12_g52083_DN3_SP0_c0.t1	Aa_G288470.h1.t1
OG0013515	ESY12_g52085_DN2_SP0_c0.t1	Aa_G288490.h1.t1
OG0013516	ESY12_g52096_DN3_SP0_c0.t1	Aa_G479510.h1.t1
OG0013518	ESY12_g52136_DN2_SP0_c0.t1	Aa_G595210.h1.t1
OG0013519	ESY12_g52189_DN3_SP0_c0.t1	Aa_G284480.h1.t1
OG0013520	ESY1_g7920_DN3_SP2_c0.t1	Aa_G424480.h1.t1
OG0013521	ESY12_g51453_DN3_SP0_c0.t1	Aa_G581330.h1.t1
OG0013522	ESY12_g51472_DN3_SP0_c0.t1	Aa_G125320.h1.t1
OG0013523	ESY12_g51496_DN3_SP0_c0.t1	Aa_G125530.h1.t1
OG0013524	ESY12_g51504_DN3_SP0_c0.t1	Aa_G401470.h1.t1
OG0013525	ESY12_g51535_DN2_SP0_c0.t1	Aa_G280550.h1.t1
OG0013526	ESY12_g51541_DN3_SP0_c0.t1	Aa_G454700.h1.t1
OG0013527	ESY12_g51545_DN3_SP3_c0.t1	Aa_G454740.h1.t1
OG0013528	ESY12_g51574_DN3_SP0_c0.t1	Aa_G813060.h1.t1
OG0013529	ESY12_g51583_DN3_SP8_c0.t1	Aa_G374620.h1.t1
OG0013530	ESY12_g51585_DN3_SP2_c6.t1	Aa_G374640.h1.t1, Aa_G374650.h1.t1
OG0013531	ESY12_g51335_DN3_SP3_c0.t1	Aa_G599350.h1.t1
OG0013532	ESY15_g64399_DN3_SP8_c0.t1	Aa_G680930.h1.t1
OG0013533	ESY12_g51298_DN3_SP0_c0.t1	Aa_G230820.h1.t1
OG0013534	ESY12_g51293_DN3_SP2_c0.t1	Aa_G230780.h1.t1
OG0013535	ESY12_g51276_DN3_SP1_c0.t1	Aa_G67370.h1.t1
OG0013536	ESY12_g51201_DN3_SP8_c0.t1	Aa_G145880.h1.t1
OG0013537	ESY12_g51202_DN3_SP8_c0.t1	Aa_G145870.h1.t1
OG0013538	ESY12_g51207_DN2_SP0_c0.t1, ESY12_g51206_DN3_SP0_c0.t1	Aa_G145860.h1.t1
OG0013539	ESY1_g12079_DN3_SP0_c0.t1, ESY12_g51208_DN3_SP8_c0.t1	Aa_G145850.h1.t1
OG0013540	ESY12_g51209_DN3_SP0_c0.t1	Aa_G145840.h1.t1
OG0013541	ESY12_g51127_DN1_SP8_c16.t1	Aa_G124090.h1.t1
OG0013542	ESY12_g51118_DN3_SP0_c0.t1	Aa_G124050.h1.t1
OG0013543	ESY3_g32610_DN3_SP2_c0.t1, ESY8_g60846_DN1_SP0_c0.t1	Aa_G14910.h2.t1, Aa_G14910.h1.t1
OG0013544	ESY3_g32609_DN3_SP0_c0.t1	Aa_G14900.h2.t1, Aa_G14900.h3.t1, Aa_G14900.h1.t1
OG0013545	ESY3_g32601_DN3_SP0_c0.t1	Aa_G14840.h1.t1
OG0013546	ESY3_g32579_DN3_SP0_c15.t1	Aa_G14690.h1.t1
OG0013547	ESY15_g64861_DN3_SP8_c0.t1	Aa_G90100.h1.t1
OG0013548	ESY3_g32520_DN3_SP7_c9.t1	Aa_G71590.h1.t1
OG0013551	ESY3_g32447_DN3_SP1_c0.t1	Aa_G250410.h1.t1
OG0013554	ESY3_g32331_DN3_SP0_c0.t1	Aa_G267840.h1.t1
OG0013555	ESY3_g32278_DN3_SP8_c0.t1	Aa_G44860.h1.t1
OG0013556	ESY3_g32259_DN3_SP6_c0.t1	Aa_G44960.h1.t1
OG0013557	ESY3_g32250_DN3_SP0_c0.t1	Aa_G45000.h1.t1
OG0013558	ESY3_g32249_DN3_SP8_c0.t1	Aa_G45010.h1.t1
OG0013559	ESY3_g32240_DN3_SP0_c0.t1	Aa_G45020.h1.t1
