Orthogroup	Euclidium_syriacum	Rorippa_islandica
OG0018376	ESY1_g11289_DN3_SP0_c0.t1	Roisl.0115s0197.1.p
OG0018380	ESY2_g34625_DN3_SP8_c0.t1	Roisl.0004s0160.1.p
OG0018381	ESY20_g12914_DN3_SP4_c0.t1	Roisl.0191s0143.1.p
OG0018382	ESY2_g34644_DN3_SP8_c52.t1	Roisl.0004s0177.1.p
OG0018385	ESY2_g34747_DN3_SP0_c0.t1	Roisl.0004s0253.1.p
OG0018388	ESY2_g35987_DN3_SP0_c0.t1	Roisl.0004s0384.1.p
OG0018390	ESY11_g54086_DN3_SP0_c0.t1	Roisl.0066s0174.1.p
OG0018391	ESY2_g36431_DN3_SP7_c0.t1	Roisl.0007s0802.1.p
OG0018392	ESY2_g35325_DN3_SP0_c0.t1	Roisl.0209s0005.1.p
OG0018394	ESY2_g36206_DN3_SP0_c0.t1	Roisl.0006s0474.1.p
OG0018395	ESY2_g36175_DN3_SP0_c0.t1	Roisl.0006s0458.1.p
OG0018396	ESY9_g44319_DN2_SP0_c0.t1	Roisl.0028s1058.1.p
OG0018401	ESY17_g39821_DN3_SP8_c0.t1	Roisl.0015s0175.1.p
OG0018402	ESY17_g39813_DN3_SP0_c0.t1, ESY17_g39814_DN3_SP0_c0.t1	Roisl.0202s0009.1.p
OG0018403	ESY17_g39810_DN3_SP0_c0.t1	Roisl.0179s0006.1.p
OG0018404	ESY17_g39615_DN2_SP1_c0.t1	Roisl.0082s0019.1.p
OG0018405	ESY15_g65715_DN2_SP0_c0.t1	Roisl.0075s0063.1.p
OG0018406	ESY5_g3271_DN3_SP0_c0.t1	Roisl.0075s0131.1.p
OG0018407	ESY2_g35719_DN3_SP0_c0.t1	Roisl.0075s0152.1.p
OG0018408	ESY15_g65446_DN3_SP0_c0.t1	Roisl.0075s0172.1.p
OG0018409	ESY5_g4591_DN3_SP0_c0.t1	Roisl.0002s0255.1.p
OG0018411	ESY2_g35921_DN3_SP0_c0.t1	Roisl.0019s0149.1.p
OG0018412	ESY2_g34849_DN3_SP6_c0.t1	Roisl.0019s0124.1.p
OG0018413	ESY13_g57935_DN3_SP0_c0.t1	Roisl.0015s0087.1.p
OG0018417	ESY2_g35002_DN3_SP0_c0.t1	Roisl.0004s0427.1.p
OG0018418	ESY12_g51476_DN2_SP0_c0.t1	Roisl.0028s0269.1.p
OG0018419	ESY2_g34410_DN3_SP0_c0.t1	Roisl.0019s0674.1.p
OG0018421	ESY2_g35382_DN3_SP0_c0.t1	Roisl.0019s0609.1.p
OG0018422	ESY3_g30945_DN2_SP0_c0.t1	Roisl.0022s0519.1.p
OG0018423	ESY4_g23994_DN1_SP0_c0.t1	Roisl.0022s0521.1.p
OG0018425	ESY8_g60516_DN3_SP1_c0.t1	Roisl.0009s0273.1.p
OG0018426	ESY8_g60436_DN3_SP0_c0.t1, ESY8_g60438_DN3_SP0_c0.t1	Roisl.0009s0254.1.p
OG0018427	ESY1_g7105_DN3_SP3_c0.t1	Roisl.0037s0022.1.p
OG0018430	ESY21_g55553_DN3_SP6_c0.t1	Roisl.0025s0040.1.p
OG0018431	ESY7_g16849_DN3_SP0_c21.t1	Roisl.0005s0258.1.p
OG0018433	ESY7_g16732_DN3_SP0_c0.t1	Roisl.0012s0392.1.p
OG0018435	ESY21_g55398_DN3_SP3_c0.t1	Roisl.0025s0093.1.p
OG0018437	ESY2_g37314_DN3_SP0_c0.t1	Roisl.0006s0179.1.p
OG0018439	ESY2_g37152_DN3_SP0_c0.t1	Roisl.0006s0259.1.p
OG0018439	ESY2_g37154_DN3_SP0_c0.t1	Roisl.0006s0258.1.p
OG0018440	ESY2_g37091_DN3_SP0_c0.t1	Roisl.0006s0284.1.p
OG0018441	ESY2_g37082_DN2_SP1_c0.t1	Roisl.0006s0277.1.p
OG0018442	ESY2_g37011_DN3_SP0_c0.t1	Roisl.0006s0340.1.p
OG0018443	ESY2_g33599_DN2_SP0_c0.t1	Roisl.0214s0271.1.p
OG0018444	ESY1_g5870_DN3_SP0_c0.t1	Roisl.0028s0806.1.p
OG0018448	ESY9_g43917_DN3_SP0_c26.t1	Roisl.0028s0971.1.p
OG0018449	ESY9_g42701_DN3_SP6_c0.t1	Roisl.0091s0455.1.p
OG0018450	ESY9_g42577_DN3_SP0_c0.t1	Roisl.0091s0516.1.p
OG0018452	ESY9_g42532_DN3_SP1_c0.t1	Roisl.0091s0527.1.p
OG0018453	ESY8_g60801_DN3_SP8_c0.t1	Roisl.0009s0318.1.p
OG0018454	ESY9_g42522_DN3_SP0_c0.t1	Roisl.0091s0537.1.p
OG0018457	ESY10_g15091_DN3_SP8_c0.t1	Roisl.0005s0182.1.p
OG0018458	ESY1_g10074_DN3_SP0_c0.t1	Roisl.0046s1037.1.p
OG0018459	ESY1_g9959_DN3_SP0_c0.t1	Roisl.0046s0992.1.p
OG0018461	ESY1_g9879_DN3_SP0_c0.t1	Roisl.0046s0957.1.p
OG0018462	ESY6_g46754_DN3_SP0_c0.t1	Roisl.0189s0132.1.p
OG0018463	ESY11_g53020_DN3_SP7_c0.t1	Roisl.0188s0044.1.p
OG0018464	ESY11_g52792_DN3_SP0_c0.t1	Roisl.0038s0011.1.p
OG0018465	ESY11_g53262_DN3_SP7_c0.t1	Roisl.0066s0438.1.p
OG0018466	ESY11_g53931_DN3_SP7_c0.t1	Roisl.0066s0260.1.p
OG0018467	ESY26_g42306_DN3_SP0_c0.t1	Roisl.0091s0038.1.p
OG0018469	ESY2_g34537_DN3_SP0_c0.t1	Roisl.0188s0088.1.p
OG0018470	ESY9_g43161_DN2_SP0_c14.t1	Roisl.0091s0315.1.p
OG0018473	ESY9_g43285_DN3_SP0_c0.t1	Roisl.0091s0273.1.p
OG0018475	ESY9_g43465_DN3_SP7_c0.t1	Roisl.0091s0200.1.p
OG0018478	ESY16_g61635_DN3_SP7_c0.t1	Roisl.0091s0628.1.p
OG0018479	ESY3_g32689_DN3_SP0_c0.t1, ESY4_g24866_DN2_SP0_c0.t1	Roisl.0016s0008.1.p
OG0018480	ESY3_g32685_DN3_SP8_c0.t1	Roisl.0016s0014.1.p
OG0018481	ESY3_g32682_DN3_SP4_c0.t1	Roisl.0016s0017.1.p
OG0018482	ESY3_g32677_DN1_SP0_c0.t1	Roisl.0016s0020.1.p
OG0018483	ESY3_g32659_DN3_SP0_c0.t1	Roisl.0016s0038.1.p
OG0018484	ESY3_g32655_DN3_SP8_c0.t1	Roisl.0016s0040.1.p
OG0018485	ESY3_g32638_DN3_SP0_c0.t1	Roisl.0016s0057.1.p
OG0018486	ESY3_g32635_DN3_SP0_c0.t1	Roisl.0016s0061.1.p
OG0018487	ESY3_g32611_DN3_SP8_c0.t1	Roisl.0016s0068.1.p
OG0018488	ESY6_g50238_DN3_SP1_c0.t1	Roisl.0024s0642.1.p
OG0018491	ESY6_g50231_DN3_SP0_c0.t1	Roisl.0024s0664.1.p
OG0018492	ESY16_g62259_DN3_SP0_c0.t1, ESY16_g62218_DN3_SP0_c0.t1, ESY13_g56425_DN3_SP1_c0.t1	Roisl.0018s0489.1.p
OG0018493	ESY1_g12576_DN3_SP0_c0.t1	Roisl.0018s0479.1.p
OG0018495	ESY1_g12479_DN3_SP0_c12.t1	Roisl.0018s0392.1.p
OG0018496	ESY1_g12408_DN3_SP2_c0.t1	Roisl.0018s0333.1.p
OG0018497	ESY20_g13365_DN2_SP1_c0.t1	Roisl.0015s0016.1.p
OG0018498	ESY1_g12311_DN3_SP0_c0.t1	Roisl.0018s0272.1.p
OG0018501	ESY1_g11295_DN3_SP0_c0.t1	Roisl.0018s0025.1.p
OG0018502	ESY1_g11423_DN3_SP7_c0.t1	Roisl.0026s0038.1.p
OG0018503	ESY1_g11573_DN3_SP7_c0.t1	Roisl.0026s0110.1.p
OG0018504	ESY1_g11792_DN3_SP0_c0.t1	Roisl.0078s0007.1.p, Roisl.0026s0119.1.p
OG0018506	ESY1_g10566_DN3_SP5_c0.t1	Roisl.0046s1619.1.p
OG0018507	ESY1_g10812_DN3_SP7_c0.t1	Roisl.0046s1486.1.p
OG0018510	ESY1_g11169_DN3_SP0_c0.t1	Roisl.0046s1286.1.p
OG0018511	ESY1_g10464_DN3_SP0_c0.t1	Roisl.0046s1250.1.p
OG0018512	ESY1_g10418_DN3_SP5_c0.t1	Roisl.0046s1232.1.p
OG0018513	ESY3_g27300_DN3_SP0_c0.t1	Roisl.0049s0032.1.p
OG0018515	ESY2_g35224_DN3_SP0_c0.t1	Roisl.0024s0037.1.p
OG0018516	ESY15_g65882_DN2_SP0_c39.t1, ESY9_g44633_DN3_SP0_c85.t1, ESY2_g38051_DN3_SP0_c0.t1, ESY15_g65881_DN3_SP0_c0.t1	Roisl.0058s0071.1.p
OG0018519	ESY11_g54396_DN3_SP6_c0.t1	Roisl.0066s0022.1.p
OG0018520	ESY11_g54590_DN3_SP0_c0.t1	Roisl.0206s0017.1.p
OG0018521	ESY12_g51030_DN3_SP0_c0.t1	Roisl.0028s0520.1.p
OG0018522	ESY17_g39124_DN3_SP0_c0.t1	Roisl.0015s0167.1.p
OG0018523	ESY9_g45536_DN2_SP2_c0.t1	Roisl.0017s0328.1.p
OG0018525	ESY9_g45086_DN3_SP8_c0.t1	Roisl.0017s0133.1.p
OG0018526	ESY18_g63074_DN2_SP0_c0.t1	Roisl.0213s0527.1.p
OG0018527	ESY8_g59860_DN3_SP0_c0.t1	Roisl.0082s0143.1.p
OG0018528	ESY8_g59701_DN3_SP8_c0.t1	Roisl.0046s0601.1.p
OG0018529	ESY1_g11006_DN1_SP0_c0.t1	Roisl.0208s0053.1.p
OG0018531	ESY14_g21024_DN3_SP0_c0.t1	Roisl.0210s2159.1.p
OG0018532	ESY14_g20665_DN3_SP8_c0.t1	Roisl.0048s0041.1.p
OG0018534	ESY14_g20452_DN3_SP7_c0.t1	Roisl.0040s0075.1.p
OG0018535	ESY25_g62607_DN3_SP0_c45.t1	Roisl.0020s0093.1.p
OG0018536	ESY18_g63455_DN3_SP1_c25.t1	Roisl.0213s0569.1.p
OG0018538	ESY10_g15417_DN3_SP3_c0.t1, ESY6_g48313_DN3_SP0_c0.t1	Roisl.0046s0361.1.p
OG0018539	ESY10_g15498_DN3_SP0_c0.t1	Roisl.0046s0389.1.p
OG0018540	ESY10_g15575_DN1_SP0_c0.t1	Roisl.0046s0408.1.p
OG0018541	ESY6_g48340_DN1_SP0_c0.t1, ESY6_g48341_DN1_SP0_c0.t1, ESY6_g48343_DN3_SP0_c0.t1	Roisl.0046s0464.1.p
OG0018542	ESY11_g54878_DN3_SP3_c0.t1	Roisl.0214s0437.1.p
OG0018543	ESY11_g54958_DN3_SP0_c0.t1	Roisl.0214s0488.1.p
OG0018545	ESY12_g52332_DN3_SP6_c0.t1	Roisl.0067s0005.1.p
OG0018548	ESY9_g43172_DN3_SP0_c0.t1	Roisl.0036s0112.1.p
OG0018549	ESY12_g52330_DN3_SP0_c0.t1	Roisl.0039s0006.1.p
OG0018551	ESY12_g51527_DN3_SP0_c0.t1	Roisl.0037s0034.1.p
OG0018552	ESY12_g51544_DN3_SP0_c0.t1	Roisl.0028s0316.1.p
OG0018555	ESY12_g51239_DN2_SP8_c0.t1	Roisl.0028s0435.1.p
OG0018557	ESY12_g51093_DN3_SP2_c0.t1	Roisl.0028s0494.1.p
OG0018559	ESY3_g32500_DN3_SP6_c0.t1	Roisl.0016s0160.1.p
OG0018560	ESY3_g32479_DN3_SP0_c0.t1	Roisl.0016s0182.1.p
OG0018561	ESY3_g32464_DN3_SP0_c0.t1	Roisl.0016s0195.1.p
OG0018562	ESY3_g32441_DN3_SP0_c0.t1	Roisl.0016s0210.1.p
OG0018566	ESY3_g32283_DN3_SP0_c0.t1	Roisl.0016s0286.1.p
OG0018568	ESY3_g32028_DN3_SP0_c0.t1	Roisl.0016s0383.1.p
OG0018569	ESY3_g31997_DN2_SP3_c0.t1	Roisl.0016s0394.1.p
OG0018572	ESY3_g31776_DN3_SP3_c0.t1	Roisl.0039s0058.1.p
OG0018574	ESY3_g31675_DN3_SP8_c0.t1	Roisl.0039s0092.1.p
OG0018577	ESY3_g31397_DN2_SP0_c0.t1	Roisl.0079s0123.1.p
OG0018578	ESY3_g30660_DN3_SP0_c0.t1	Roisl.0079s0148.1.p
OG0018579	ESY3_g30798_DN3_SP0_c0.t1	Roisl.0079s0236.1.p
OG0018581	ESY3_g30958_DN2_SP0_c0.t1	Roisl.0079s0312.1.p
OG0018582	ESY6_g49327_DN2_SP0_c0.t1	Roisl.0074s1028.1.p
OG0018583	ESY3_g31191_DN3_SP0_c0.t1	Roisl.0074s0909.1.p
OG0018584	ESY8_g60807_DN3_SP0_c0.t1	Roisl.0009s0321.1.p
OG0018585	ESY3_g31315_DN3_SP7_c0.t1	Roisl.0074s0828.1.p
OG0018588	ESY3_g30136_DN3_SP7_c0.t1	Roisl.0074s0706.1.p
OG0018589	ESY3_g30171_DN3_SP8_c0.t1	Roisl.0074s0678.1.p
OG0018591	ESY3_g30181_DN3_SP0_c0.t1	Roisl.0074s0667.1.p
OG0018594	ESY3_g30528_DN3_SP0_c0.t1	Roisl.0074s0453.1.p
OG0018595	ESY3_g30572_DN1_SP0_c0.t1	Roisl.0074s0427.1.p
OG0018596	ESY3_g30563_DN3_SP6_c0.t1	Roisl.0074s0417.1.p
OG0018597	ESY3_g29947_DN3_SP0_c0.t1	Roisl.0074s0296.1.p
OG0018598	ESY3_g29843_DN2_SP0_c0.t1	Roisl.0074s0230.1.p
OG0018599	ESY3_g29673_DN3_SP8_c0.t1	Roisl.0074s0086.1.p
OG0018600	ESY10_g14631_DN3_SP0_c0.t1	Roisl.0011s0033.1.p
OG0018601	ESY3_g29479_DN3_SP0_c0.t1	Roisl.0074s0014.1.p
OG0018602	ESY3_g29475_DN3_SP0_c0.t1	Roisl.0074s0010.1.p
OG0018604	ESY3_g29390_DN2_SP0_c0.t1	Roisl.0115s0270.1.p
OG0018605	ESY3_g29389_DN3_SP5_c0.t1	Roisl.0115s0271.1.p
OG0018606	ESY3_g29385_DN3_SP0_c0.t1	Roisl.0115s0275.1.p
OG0018607	ESY3_g29306_DN3_SP3_c0.t1	Roisl.0115s0319.1.p
OG0018610	ESY8_g60802_DN3_SP0_c0.t1	Roisl.0009s0319.1.p
OG0018614	ESY3_g29073_DN3_SP0_c0.t1	Roisl.0115s0487.1.p
OG0018615	ESY10_g14518_DN3_SP0_c0.t1	Roisl.0011s0099.1.p
OG0018616	ESY2_g35324_DN3_SP0_c0.t1	Roisl.0209s0010.1.p
OG0018617	ESY2_g34330_DN1_SP0_c0.t1	Roisl.0083s0013.1.p
OG0018620	ESY7_g17056_DN3_SP0_c0.t1	Roisl.0210s1538.1.p
OG0018621	ESY1_g10383_DN1_SP0_c0.t1	Roisl.0046s1209.1.p
OG0018622	ESY1_g10341_DN3_SP0_c0.t1	Roisl.0046s1182.1.p
OG0018623	ESY5_g5555_DN3_SP8_c0.t1	Roisl.0210s0027.1.p
OG0018624	ESY5_g5548_DN3_SP8_c0.t1	Roisl.0210s0032.1.p
OG0018625	ESY5_g5547_DN3_SP8_c0.t1	Roisl.0210s0033.1.p
OG0018626	ESY5_g5387_DN2_SP0_c0.t1	Roisl.0210s0156.1.p
OG0018628	ESY5_g5157_DN3_SP3_c5.t1	Roisl.0210s0327.1.p
OG0018631	ESY5_g5016_DN3_SP0_c0.t1	Roisl.0210s0374.1.p
OG0018633	ESY5_g4896_DN3_SP8_c0.t1	Roisl.0091s0751.1.p
OG0018635	ESY5_g4818_DN3_SP0_c0.t1	Roisl.0091s0802.1.p
OG0018636	ESY5_g4760_DN1_SP0_c0.t1	Roisl.0091s0841.1.p
OG0018637	ESY5_g4626_DN2_SP0_c0.t1	Roisl.0091s0946.1.p
OG0018640	ESY5_g4541_DN3_SP1_c0.t1	Roisl.0091s1006.1.p
OG0018641	ESY5_g4500_DN3_SP6_c0.t1	Roisl.0091s1037.1.p
OG0018643	ESY5_g4434_DN3_SP0_c0.t1	Roisl.0091s1082.1.p
OG0018647	ESY5_g3298_DN2_SP0_c0.t1	Roisl.0091s1224.1.p
OG0018648	ESY5_g3364_DN1_SP5_c0.t1	Roisl.0021s0020.1.p
OG0018649	ESY5_g3380_DN3_SP7_c0.t1	Roisl.0021s0034.1.p
OG0018654	ESY5_g3766_DN2_SP0_c0.t1	Roisl.0021s0302.1.p
OG0018655	ESY5_g2614_DN3_SP0_c0.t1	Roisl.0021s0424.1.p
OG0018656	ESY5_g2685_DN3_SP0_c0.t1	Roisl.0021s0462.1.p
OG0018657	ESY5_g2801_DN3_SP0_c0.t1	Roisl.0007s0699.1.p
OG0018658	ESY5_g2875_DN3_SP0_c0.t1	Roisl.0007s0627.1.p
OG0018659	ESY5_g2905_DN3_SP0_c0.t1	Roisl.0007s0602.1.p
OG0018662	ESY5_g2955_DN3_SP3_c0.t1	Roisl.0007s0562.1.p
OG0018663	ESY5_g3061_DN1_SP0_c0.t1	Roisl.0007s0483.1.p
OG0018664	ESY5_g4392_DN2_SP1_c0.t1	Roisl.0007s0439.1.p
OG0018666	ESY5_g4367_DN3_SP0_c0.t1	Roisl.0007s0418.1.p
OG0018667	ESY5_g4290_DN3_SP8_c0.t1	Roisl.0007s0364.1.p
OG0018668	ESY5_g4169_DN3_SP0_c0.t1	Roisl.0007s0166.1.p
OG0018670	ESY5_g3972_DN3_SP0_c13.t1	Roisl.0007s0114.1.p
OG0018671	ESY5_g3965_DN3_SP0_c0.t1	Roisl.0007s0108.1.p
OG0018676	ESY5_g2197_DN3_SP5_c0.t1	Roisl.0191s0120.1.p
OG0018677	ESY2_g35714_DN2_SP0_c0.t1	Roisl.0019s0348.1.p
OG0018679	ESY14_g19735_DN3_SP0_c0.t1	Roisl.0209s0122.1.p
OG0018680	ESY20_g13207_DN3_SP0_c12.t1	Roisl.0006s0160.1.p
OG0018681	ESY2_g33521_DN3_SP0_c0.t1	Roisl.0010s0153.1.p
OG0018682	ESY2_g33590_DN3_SP0_c0.t1	Roisl.0010s0102.1.p
OG0018683	ESY2_g33570_DN1_SP0_c0.t1	Roisl.0010s0120.1.p
OG0018685	ESY2_g33636_DN3_SP3_c0.t1	Roisl.0010s0067.1.p
OG0018686	ESY2_g33706_DN3_SP0_c0.t1	Roisl.0209s0579.1.p
OG0018687	ESY2_g33936_DN3_SP6_c0.t1	Roisl.0214s0549.1.p
OG0018689	ESY2_g34024_DN3_SP3_c0.t1	Roisl.0214s0633.1.p
OG0018690	ESY2_g34101_DN3_SP0_c0.t1	Roisl.0214s0739.1.p
OG0018692	ESY2_g34204_DN3_SP0_c0.t1	Roisl.0008s0029.1.p
OG0018694	ESY2_g33299_DN2_SP1_c0.t1	Roisl.0050s0057.1.p
OG0018695	ESY10_g14971_DN3_SP0_c0.t1	Roisl.0005s0114.1.p
OG0018697	ESY7_g16367_DN3_SP2_c0.t1	Roisl.0082s0247.1.p
OG0018699	ESY2_g38448_DN3_SP0_c0.t1	Roisl.0002s0075.1.p
OG0018701	ESY2_g37959_DN3_SP7_c0.t1	Roisl.0013s0083.1.p
OG0018702	ESY2_g37854_DN3_SP0_c0.t1	Roisl.0013s0053.1.p
OG0018703	ESY2_g37826_DN2_SP0_c0.t1	Roisl.0013s0041.1.p
OG0018704	ESY2_g37825_DN2_SP0_c0.t1	Roisl.0013s0038.1.p, Roisl.0020s0107.1.p, Roisl.0013s0040.1.p
OG0018705	ESY2_g37802_DN3_SP0_c0.t1	Roisl.0013s0031.1.p
OG0018707	ESY4_g25559_DN3_SP1_c0.t1, ESY4_g25678_DN3_SP0_c0.t1, ESY7_g18104_DN3_SP0_c0.t1	Roisl.0115s0770.1.p
OG0018708	ESY4_g26917_DN3_SP7_c0.t1	Roisl.0115s0737.1.p
OG0018710	ESY4_g26727_DN2_SP0_c0.t1	Roisl.0001s0502.1.p
OG0018711	ESY4_g26578_DN3_SP0_c0.t1	Roisl.0001s0407.1.p
OG0018713	ESY4_g26571_DN3_SP0_c0.t1	Roisl.0001s0400.1.p
OG0018714	ESY4_g26527_DN3_SP0_c0.t1	Roisl.0001s0379.1.p
OG0018715	ESY4_g26501_DN3_SP0_c0.t1	Roisl.0001s0367.1.p
OG0018716	ESY4_g26464_DN3_SP0_c0.t1	Roisl.0001s0350.1.p
OG0018718	ESY4_g26118_DN3_SP6_c0.t1	Roisl.0001s0222.1.p
OG0018719	ESY4_g26044_DN3_SP4_c0.t1	Roisl.0001s0207.1.p
OG0018721	ESY4_g25312_DN1_SP0_c0.t1	Roisl.0001s0188.1.p
OG0018723	ESY4_g25546_DN3_SP1_c0.t1	Roisl.0001s0090.1.p
OG0018728	ESY1_g8624_DN3_SP0_c0.t1	Roisl.0046s0683.1.p
OG0018730	ESY3_g28174_DN2_SP0_c0.t1	Roisl.0053s0292.1.p
OG0018731	ESY2_g35842_DN2_SP0_c0.t1	Roisl.0019s0226.1.p
OG0018734	ESY5_g1443_DN3_SP3_c0.t1	Roisl.0191s0343.1.p
OG0018735	ESY20_g13027_DN3_SP0_c0.t1	Roisl.0191s0539.1.p
OG0018736	ESY20_g13366_DN3_SP0_c0.t1	Roisl.0015s0015.1.p
OG0018737	ESY5_g5486_DN2_SP0_c0.t1	Roisl.0210s0094.1.p
OG0018740	ESY5_g4669_DN2_SP0_c0.t1	Roisl.0091s0915.1.p
OG0018741	ESY5_g3710_DN3_SP0_c0.t1	Roisl.0021s0253.1.p
OG0018748	ESY5_g1335_DN3_SP0_c0.t1	Roisl.0191s0374.1.p
OG0018753	ESY2_g33411_DN3_SP0_c0.t1	Roisl.0213s0134.1.p
OG0018755	ESY4_g22073_DN3_SP5_c0.t1	Roisl.0185s0034.1.p
OG0018757	ESY14_g20899_DN3_SP0_c0.t1	Roisl.0179s0068.1.p
OG0018758	ESY2_g37105_DN3_SP2_c0.t1	Roisl.0006s0292.1.p
OG0018759	ESY9_g44249_DN3_SP0_c0.t1	Roisl.0082s0110.1.p
OG0018762	ESY2_g33965_DN3_SP0_c0.t1	Roisl.0214s0581.1.p
OG0018763	ESY2_g34084_DN3_SP0_c0.t1	Roisl.0214s0711.1.p
OG0018764	ESY2_g34174_DN3_SP8_c0.t1	Roisl.0214s0863.1.p
OG0018765	ESY2_g34182_DN3_SP0_c0.t1	Roisl.0214s0887.1.p
OG0018765	ESY2_g34183_DN3_SP0_c0.t1	Roisl.0214s0885.1.p
OG0018766	ESY2_g34360_DN3_SP5_c0.t1	Roisl.0021s0637.1.p
OG0018767	ESY2_g35315_DN3_SP0_c0.t1	Roisl.0209s0024.1.p
OG0018768	ESY2_g34483_DN3_SP0_c0.t1	Roisl.0019s0733.1.p, Roisl.0019s0734.1.p
OG0018769	ESY2_g34424_DN2_SP0_c0.t1	Roisl.0019s0683.1.p
OG0018770	ESY2_g34920_DN3_SP0_c0.t1	Roisl.0004s0498.1.p
OG0018771	ESY2_g34676_DN2_SP0_c0.t1	Roisl.0004s0199.1.p
OG0018772	ESY2_g34630_DN3_SP0_c0.t1	Roisl.0004s0166.1.p
OG0018773	ESY2_g36112_DN3_SP8_c0.t1	Roisl.0004s0043.1.p
OG0018775	ESY2_g36763_DN3_SP0_c0.t1	Roisl.0115s0204.1.p
OG0018776	ESY2_g36537_DN3_SP0_c0.t1	Roisl.0115s0055.1.p
OG0018777	ESY2_g36522_DN3_SP0_c0.t1	Roisl.0115s0045.1.p
OG0018778	ESY2_g35544_DN3_SP0_c0.t1	Roisl.0019s0498.1.p
OG0018779	ESY3_g30137_DN3_SP0_c0.t1	Roisl.0074s0705.1.p
OG0018780	ESY3_g30170_DN2_SP0_c0.t1, ESY3_g30176_DN3_SP0_c0.t1	Roisl.0074s0672.1.p
OG0018781	ESY3_g30258_DN3_SP1_c0.t1	Roisl.0074s0615.1.p
OG0018786	ESY11_g52665_DN3_SP0_c0.t1	Roisl.0038s0039.1.p
OG0018788	ESY11_g53248_DN3_SP0_c0.t1	Roisl.0066s0421.1.p
OG0018794	ESY11_g54999_DN3_SP0_c0.t1	Roisl.0214s0522.1.p
OG0018795	ESY8_g59595_DN2_SP0_c0.t1	Roisl.0006s0597.1.p
OG0018796	ESY8_g59576_DN2_SP0_c0.t1	Roisl.0006s0584.1.p
OG0018797	ESY8_g59569_DN3_SP1_c0.t1	Roisl.0006s0576.1.p
OG0018799	ESY8_g59414_DN3_SP2_c0.t1	Roisl.0051s0041.1.p
OG0018800	ESY8_g59406_DN3_SP0_c0.t1	Roisl.0051s0059.1.p
OG0018801	ESY8_g59399_DN3_SP0_c0.t1	Roisl.0214s0029.1.p
OG0018804	ESY8_g59134_DN3_SP8_c0.t1	Roisl.0010s0015.1.p
OG0018809	ESY9_g44846_DN3_SP2_c0.t1	Roisl.0017s0091.1.p
OG0018811	ESY12_g51493_DN3_SP1_c0.t1	Roisl.0028s0279.1.p
OG0018812	ESY12_g51387_DN3_SP0_c0.t1	Roisl.0035s0029.1.p
OG0018813	ESY10_g14647_DN3_SP0_c0.t1	Roisl.0011s0021.1.p
OG0018815	ESY10_g13967_DN3_SP0_c0.t1	Roisl.0011s0387.1.p
OG0018816	ESY21_g55691_DN3_SP4_c0.t1	Roisl.0025s0012.1.p
OG0018818	ESY1_g7425_DN3_SP0_c0.t1	Roisl.0027s0097.1.p
OG0018820	ESY1_g11044_DN3_SP0_c0.t1	Roisl.0046s1355.1.p
OG0018821	ESY9_g42631_DN2_SP0_c0.t1	Roisl.0046s0883.1.p
OG0018823	ESY1_g10044_DN2_SP2_c0.t1	Roisl.0046s1016.1.p
OG0018826	ESY1_g10795_DN3_SP0_c0.t1	Roisl.0046s1503.1.p
OG0018828	ESY1_g12064_DN2_SP0_c0.t1	Roisl.0018s0154.1.p
OG0018829	ESY1_g12450_DN3_SP0_c0.t1	Roisl.0018s0366.1.p
OG0018831	ESY7_g17445_DN3_SP0_c0.t1	Roisl.0210s1246.1.p
OG0018833	ESY6_g50078_DN2_SP0_c0.t1	Roisl.0046s0104.1.p
OG0018835	ESY15_g64880_DN3_SP1_c0.t1	Roisl.0061s0002.1.p
OG0018840	ESY7_g16419_DN1_SP0_c0.t1	Roisl.0082s0256.1.p
OG0018841	ESY8_g58225_DN2_SP0_c0.t1	Roisl.0082s0315.1.p
OG0018843	ESY4_g26414_DN3_SP5_c0.t1	Roisl.0001s0398.1.p
OG0018844	ESY4_g25360_DN3_SP0_c0.t1	Roisl.0001s0170.1.p
OG0018846	ESY2_g33610_DN2_SP0_c0.t1	Roisl.0198s0042.1.p
OG0018847	ESY4_g23988_DN3_SP3_c0.t1	Roisl.0022s0514.1.p
OG0018848	ESY16_g62378_DN3_SP0_c0.t1, ESY16_g62387_DN3_SP0_c0.t1	Roisl.0022s0353.1.p
OG0018849	ESY16_g62408_DN3_SP6_c0.t1	Roisl.0022s0343.1.p
OG0018850	ESY16_g62496_DN3_SP0_c0.t1	Roisl.0022s0318.1.p
OG0018853	ESY8_g58192_DN3_SP0_c0.t1	Roisl.0022s0095.1.p
OG0018854	ESY9_g42481_DN3_SP0_c0.t1	Roisl.0091s0561.1.p
OG0018858	ESY17_g39410_DN3_SP6_c0.t1	Roisl.0058s0112.1.p, Roisl.0191s0261.1.p
OG0018859	ESY17_g39526_DN3_SP8_c0.t1	Roisl.0053s0083.1.p
OG0018862	ESY6_g48721_DN3_SP0_c0.t1	Roisl.0189s0024.1.p
OG0018863	ESY2_g33487_DN3_SP0_c0.t1	Roisl.0189s0009.1.p
OG0018864	ESY2_g34026_DN3_SP0_c0.t1	Roisl.0041s0062.1.p
OG0018865	ESY15_g64549_DN1_SP0_c0.t1	Roisl.0014s0110.1.p
OG0018866	ESY15_g64393_DN3_SP0_c0.t1	Roisl.0036s0058.1.p
OG0018867	ESY15_g65268_DN3_SP8_c0.t1	Roisl.0214s0084.1.p
