Orthogroup	Euclidium_syriacum	Capsella_rubella
OG0018488	ESY6_g50238_DN3_SP1_c0.t1	XP_006280630.1
OG0018491	ESY6_g50231_DN3_SP0_c0.t1	XP_006279760.1
OG0018492	ESY16_g62259_DN3_SP0_c0.t1, ESY16_g62218_DN3_SP0_c0.t1, ESY13_g56425_DN3_SP1_c0.t1	XP_023638365.1
OG0018495	ESY1_g12479_DN3_SP0_c12.t1	XP_006292839.1
OG0018496	ESY1_g12408_DN3_SP2_c0.t1	XP_023638340.1
OG0018497	ESY20_g13365_DN2_SP1_c0.t1	XP_006290098.1
OG0018498	ESY1_g12311_DN3_SP0_c0.t1	XP_006292599.2
OG0018501	ESY1_g11295_DN3_SP0_c0.t1	XP_006290872.1
OG0018502	ESY1_g11423_DN3_SP7_c0.t1	XP_006292874.1
OG0018503	ESY1_g11573_DN3_SP7_c0.t1	XP_006290306.2
OG0018506	ESY1_g10566_DN3_SP5_c0.t1	XP_006292388.1
OG0018507	ESY1_g10812_DN3_SP7_c0.t1	XP_006290823.1
OG0018508	ESY1_g11049_DN3_SP0_c0.t1	XP_006292997.2
OG0018510	ESY1_g11169_DN3_SP0_c0.t1	XP_006291405.1
OG0018511	ESY1_g10464_DN3_SP0_c0.t1	XP_006292482.2
OG0018512	ESY1_g10418_DN3_SP5_c0.t1	XP_023639076.1
OG0018513	ESY3_g27300_DN3_SP0_c0.t1	XP_023641983.1
OG0018515	ESY2_g35224_DN3_SP0_c0.t1	XP_006300589.1
OG0018519	ESY11_g54396_DN3_SP6_c0.t1	XP_006299461.1
OG0018520	ESY11_g54590_DN3_SP0_c0.t1	XP_006299777.1
OG0018521	ESY12_g51030_DN3_SP0_c0.t1	XP_006295669.1
OG0018522	ESY17_g39124_DN3_SP0_c0.t1	XP_006283804.1
OG0018523	ESY9_g45536_DN2_SP2_c0.t1	XP_023640752.1
OG0018525	ESY9_g45086_DN3_SP8_c0.t1	XP_023639813.1
OG0018526	ESY18_g63074_DN2_SP0_c0.t1	XP_006288167.1
OG0018527	ESY8_g59860_DN3_SP0_c0.t1	XP_023640715.1
OG0018528	ESY8_g59701_DN3_SP8_c0.t1	XP_006293521.1
OG0018529	ESY1_g11006_DN1_SP0_c0.t1	XP_006292441.1
OG0018531	ESY14_g21024_DN3_SP0_c0.t1	XP_006307546.1
OG0018532	ESY14_g20665_DN3_SP8_c0.t1	XP_023645754.1
OG0018534	ESY14_g20452_DN3_SP7_c0.t1	XP_006307047.1
OG0018535	ESY25_g62607_DN3_SP0_c45.t1	XP_006289058.1
OG0018536	ESY18_g63455_DN3_SP1_c25.t1	XP_006287536.1
OG0018539	ESY10_g15498_DN3_SP0_c0.t1	XP_006287056.1
OG0018540	ESY10_g15575_DN1_SP0_c0.t1	XP_006288627.1
OG0018541	ESY6_g48340_DN1_SP0_c0.t1, ESY6_g48341_DN1_SP0_c0.t1, ESY6_g48343_DN3_SP0_c0.t1	XP_006286502.1
OG0018542	ESY11_g54878_DN3_SP3_c0.t1	XP_006297159.1
OG0018543	ESY11_g54958_DN3_SP0_c0.t1	XP_006299416.1
OG0018545	ESY12_g52332_DN3_SP6_c0.t1	XP_006293567.1
OG0018548	ESY9_g43172_DN3_SP0_c0.t1	XP_006281718.1
OG0018549	ESY12_g52330_DN3_SP0_c0.t1	XP_006298535.1
OG0018551	ESY12_g51527_DN3_SP0_c0.t1	XP_006294846.1
OG0018552	ESY12_g51544_DN3_SP0_c0.t1	XP_006296519.1
OG0018555	ESY12_g51239_DN2_SP8_c0.t1	XP_006293510.1
OG0018559	ESY3_g32500_DN3_SP6_c0.t1	XP_023642267.1
OG0018560	ESY3_g32479_DN3_SP0_c0.t1	XP_023642441.1
OG0018561	ESY3_g32464_DN3_SP0_c0.t1	XP_006298663.1
OG0018562	ESY3_g32441_DN3_SP0_c0.t1	XP_006300194.1
OG0018566	ESY3_g32283_DN3_SP0_c0.t1	XP_023642609.1
OG0018568	ESY3_g32028_DN3_SP0_c0.t1	XP_023642523.1
OG0018569	ESY3_g31997_DN2_SP3_c0.t1	XP_006298293.1
OG0018570	ESY3_g31981_DN3_SP2_c0.t1	XP_006297308.1
OG0018572	ESY3_g31776_DN3_SP3_c0.t1	XP_023642736.1
OG0018574	ESY3_g31675_DN3_SP8_c0.t1	XP_006296700.1
OG0018576	ESY3_g31456_DN3_SP6_c20.t1	XP_006297046.1
OG0018577	ESY3_g31397_DN2_SP0_c0.t1	XP_006298951.1
OG0018578	ESY3_g30660_DN3_SP0_c0.t1, ESY3_g31362_DN2_SP0_c0.t1	XP_023641135.1
OG0018579	ESY3_g30798_DN3_SP0_c0.t1	XP_006296925.1
OG0018580	ESY3_g30805_DN3_SP0_c0.t1	XP_006284358.1
OG0018581	ESY3_g30958_DN2_SP0_c0.t1	XP_006297691.1
OG0018582	ESY6_g49327_DN2_SP0_c0.t1	XP_006299287.1
OG0018583	ESY3_g31191_DN3_SP0_c0.t1	XP_006298604.1
OG0018584	ESY8_g60807_DN3_SP0_c0.t1	XP_006283825.1
OG0018585	ESY3_g31315_DN3_SP7_c0.t1	XP_006300051.1
OG0018589	ESY3_g30171_DN3_SP8_c0.t1	XP_006297433.1
OG0018591	ESY3_g30181_DN3_SP0_c0.t1	XP_006299636.1
OG0018594	ESY3_g30528_DN3_SP0_c0.t1	XP_006296814.1
OG0018595	ESY3_g30572_DN1_SP0_c0.t1	XP_006299161.1
OG0018596	ESY3_g30563_DN3_SP6_c0.t1	XP_023642052.1
OG0018597	ESY3_g29947_DN3_SP0_c0.t1	XP_006297675.1
OG0018598	ESY3_g29843_DN2_SP0_c0.t1	XP_023641320.1
OG0018599	ESY3_g29673_DN3_SP8_c0.t1	XP_006297257.1
OG0018600	ESY10_g14631_DN3_SP0_c0.t1	XP_006290438.2
OG0018601	ESY3_g29479_DN3_SP0_c0.t1	XP_006296813.2
OG0018602	ESY3_g29475_DN3_SP0_c0.t1	XP_023641829.1
OG0018605	ESY3_g29389_DN3_SP5_c0.t1	XP_023642139.1
OG0018606	ESY3_g29385_DN3_SP0_c0.t1	XP_023641254.1
OG0018607	ESY3_g29306_DN3_SP3_c0.t1	XP_006297494.1
OG0018610	ESY8_g60802_DN3_SP0_c0.t1	XP_006283379.2
OG0018615	ESY10_g14518_DN3_SP0_c0.t1	XP_006291892.1
OG0018616	ESY2_g35324_DN3_SP0_c0.t1	XP_006302844.1
OG0018617	ESY2_g34330_DN1_SP0_c0.t1	XP_006279431.1
OG0018618	ESY2_g34294_DN3_SP0_c0.t1	XP_006303046.1
OG0018620	ESY7_g17056_DN3_SP0_c0.t1	XP_006286542.2
OG0018621	ESY1_g10383_DN1_SP0_c0.t1	XP_006292093.2
OG0018622	ESY1_g10341_DN3_SP0_c0.t1	XP_006290973.1
OG0018623	ESY5_g5555_DN3_SP8_c0.t1	XP_023632640.1
OG0018624	ESY5_g5548_DN3_SP8_c0.t1	XP_023644738.1
OG0018625	ESY5_g5547_DN3_SP8_c0.t1	XP_006306736.1
OG0018626	ESY5_g5387_DN2_SP0_c0.t1	XP_006304730.1
OG0018628	ESY5_g5157_DN3_SP3_c5.t1	XP_006303945.1
OG0018631	ESY5_g5016_DN3_SP0_c0.t1	XP_023645948.1
OG0018633	ESY5_g4896_DN3_SP8_c0.t1	XP_006305365.1
OG0018635	ESY5_g4818_DN3_SP0_c0.t1	XP_006306654.2
OG0018636	ESY5_g4760_DN1_SP0_c0.t1	XP_006304384.1
OG0018637	ESY5_g4626_DN2_SP0_c0.t1	XP_006307284.1
OG0018640	ESY5_g4541_DN3_SP1_c0.t1	XP_006305290.1
OG0018641	ESY5_g4500_DN3_SP6_c0.t1	XP_006307211.1
OG0018643	ESY5_g4434_DN3_SP0_c0.t1	XP_023645018.1
OG0018647	ESY5_g3298_DN2_SP0_c0.t1	XP_006304373.1
OG0018648	ESY5_g3364_DN1_SP5_c0.t1	XP_023646074.1
OG0018649	ESY5_g3380_DN3_SP7_c0.t1	XP_006304407.2
OG0018654	ESY5_g3766_DN2_SP0_c0.t1	XP_006306558.1
OG0018655	ESY5_g2614_DN3_SP0_c0.t1	XP_006305868.1
OG0018656	ESY5_g2685_DN3_SP0_c0.t1	XP_006305222.1
OG0018657	ESY5_g2801_DN3_SP0_c0.t1	XP_006306619.1
OG0018658	ESY5_g2875_DN3_SP0_c0.t1	XP_006303747.1
OG0018659	ESY5_g2905_DN3_SP0_c0.t1	XP_006303677.2
OG0018662	ESY5_g2955_DN3_SP3_c0.t1	XP_023632560.1
OG0018663	ESY5_g3061_DN1_SP0_c0.t1	XP_023632960.1
OG0018664	ESY5_g4392_DN2_SP1_c0.t1	XP_006303491.1
OG0018666	ESY5_g4367_DN3_SP0_c0.t1	XP_006307083.2
OG0018667	ESY5_g4290_DN3_SP8_c0.t1	XP_023644813.1
OG0018668	ESY5_g4169_DN3_SP0_c0.t1	XP_006304020.1
OG0018670	ESY5_g3972_DN3_SP0_c13.t1	XP_006304500.1
OG0018671	ESY5_g3965_DN3_SP0_c0.t1	XP_006305550.2
OG0018676	ESY5_g2197_DN3_SP5_c0.t1	XP_006306722.1
OG0018677	ESY2_g35714_DN2_SP0_c0.t1	XP_006301823.1
OG0018679	ESY14_g19735_DN3_SP0_c0.t1	XP_023645915.1
OG0018680	ESY20_g13207_DN3_SP0_c12.t1	XP_006305847.1
OG0018681	ESY2_g33521_DN3_SP0_c0.t1	XP_023643396.1
OG0018682	ESY2_g33590_DN3_SP0_c0.t1	XP_006301487.1
OG0018683	ESY2_g33570_DN1_SP0_c0.t1	XP_023643120.1
OG0018684	ESY2_g33606_DN3_SP0_c0.t1	XP_006300766.1
OG0018685	ESY2_g33636_DN3_SP3_c0.t1	XP_006301878.1
OG0018686	ESY2_g33706_DN3_SP0_c0.t1	XP_006301275.1
OG0018687	ESY2_g33936_DN3_SP6_c0.t1	XP_006300615.1
OG0018689	ESY2_g34024_DN3_SP3_c0.t1	XP_006302703.1
OG0018690	ESY2_g34101_DN3_SP0_c0.t1	XP_006301622.1
OG0018692	ESY2_g34204_DN3_SP0_c0.t1	XP_006301716.1
OG0018694	ESY2_g33299_DN2_SP1_c0.t1	XP_023643657.1
OG0018695	ESY10_g14971_DN3_SP0_c0.t1	XP_006281301.1
OG0018697	ESY7_g16367_DN3_SP2_c0.t1	XP_023637442.1
OG0018698	ESY4_g24418_DN3_SP3_c0.t1	XP_006293987.1
OG0018699	ESY2_g38448_DN3_SP0_c0.t1	XP_023635255.1
OG0018701	ESY2_g37959_DN3_SP7_c0.t1	XP_006304414.1
OG0018703	ESY2_g37826_DN2_SP0_c0.t1	XP_006306097.1, XP_006307725.2
OG0018704	ESY2_g37825_DN2_SP0_c0.t1	XP_023632864.1
OG0018705	ESY2_g37802_DN3_SP0_c0.t1	XP_006304751.2
OG0018707	ESY4_g25559_DN3_SP1_c0.t1, ESY4_g25678_DN3_SP0_c0.t1, ESY7_g18104_DN3_SP0_c0.t1	XP_023635493.1
OG0018708	ESY4_g26917_DN3_SP7_c0.t1	XP_023633704.1
OG0018710	ESY4_g26727_DN2_SP0_c0.t1	XP_006285032.1
OG0018711	ESY4_g26578_DN3_SP0_c0.t1	XP_006285426.1
OG0018713	ESY4_g26571_DN3_SP0_c0.t1	XP_006284684.1
OG0018714	ESY4_g26527_DN3_SP0_c0.t1	XP_006283527.1
OG0018715	ESY4_g26501_DN3_SP0_c0.t1	XP_006282456.1
OG0018716	ESY4_g26464_DN3_SP0_c0.t1	XP_006283538.1
OG0018718	ESY4_g26118_DN3_SP6_c0.t1	XP_006285447.2
OG0018719	ESY4_g26044_DN3_SP4_c0.t1	XP_006283736.1
OG0018721	ESY4_g25312_DN1_SP0_c0.t1	XP_006285377.1
OG0018723	ESY4_g25546_DN3_SP1_c0.t1	XP_006284905.1
OG0018728	ESY1_g8624_DN3_SP0_c0.t1	XP_006292761.1
OG0018730	ESY3_g28174_DN2_SP0_c0.t1	XP_006299537.1
OG0018731	ESY2_g35842_DN2_SP0_c0.t1	XP_006303052.1
OG0018734	ESY5_g1443_DN3_SP3_c0.t1	XP_006306207.1
OG0018735	ESY20_g13027_DN3_SP0_c0.t1	XP_006286509.2
OG0018736	ESY20_g13366_DN3_SP0_c0.t1	XP_006289907.2
OG0018737	ESY5_g5486_DN2_SP0_c0.t1	XP_006305528.1
OG0018740	ESY5_g4669_DN2_SP0_c0.t1	XP_006303469.1
OG0018741	ESY5_g3710_DN3_SP0_c0.t1	XP_006306468.1
OG0018748	ESY5_g1335_DN3_SP0_c0.t1	XP_023646053.1
OG0018750	ESY5_g1215_DN1_SP0_c0.t1	XP_006304368.2
OG0018753	ESY2_g33411_DN3_SP0_c0.t1	XP_006307253.1
OG0018755	ESY4_g22073_DN3_SP5_c0.t1	XP_006304117.1
OG0018757	ESY14_g20899_DN3_SP0_c0.t1	XP_006303682.1
OG0018758	ESY2_g37105_DN3_SP2_c0.t1	XP_006305669.1
OG0018759	ESY9_g44249_DN3_SP0_c0.t1	XP_006295934.1
OG0018762	ESY2_g33965_DN3_SP0_c0.t1	XP_006302505.1
OG0018763	ESY2_g34084_DN3_SP0_c0.t1	XP_006302905.1
OG0018764	ESY2_g34174_DN3_SP8_c0.t1	XP_006301386.1
OG0018766	ESY2_g34360_DN3_SP5_c0.t1	XP_006302238.1
OG0018767	ESY2_g35315_DN3_SP0_c0.t1	XP_006302165.1
OG0018769	ESY2_g34424_DN2_SP0_c0.t1	XP_006300954.2
OG0018770	ESY2_g34920_DN3_SP0_c0.t1	XP_006301400.2
OG0018771	ESY2_g34676_DN2_SP0_c0.t1	XP_023644012.1
OG0018772	ESY2_g34630_DN3_SP0_c0.t1	XP_023643092.1
OG0018773	ESY2_g36112_DN3_SP8_c0.t1	XP_006302451.1
OG0018774	ESY2_g36766_DN3_SP0_c0.t1	XP_006302930.1
OG0018775	ESY2_g36763_DN3_SP0_c0.t1	XP_006301305.1
OG0018776	ESY2_g36537_DN3_SP0_c0.t1	XP_006302990.1
OG0018777	ESY2_g36522_DN3_SP0_c0.t1	XP_023642883.1
OG0018778	ESY2_g35544_DN3_SP0_c0.t1	XP_006302363.1
OG0018779	ESY3_g30137_DN3_SP0_c0.t1	XP_006299732.1
OG0018780	ESY3_g30170_DN2_SP0_c0.t1, ESY3_g30176_DN3_SP0_c0.t1	XP_023642362.1
OG0018781	ESY3_g30258_DN3_SP1_c0.t1	XP_006298208.2
OG0018782	ESY3_g29932_DN3_SP0_c0.t1	XP_023636100.1
OG0018782	ESY3_g29931_DN3_SP0_c0.t1	XP_023636101.1
OG0018784	ESY7_g17269_DN3_SP0_c33.t1	XP_006299000.1
OG0018786	ESY11_g52665_DN3_SP0_c0.t1	XP_006299696.1
OG0018788	ESY11_g53248_DN3_SP0_c0.t1	XP_006300140.1
OG0018794	ESY11_g54999_DN3_SP0_c0.t1	XP_006296638.1
OG0018795	ESY8_g59595_DN2_SP0_c0.t1	XP_023640288.1
OG0018796	ESY8_g59576_DN2_SP0_c0.t1	XP_006295071.1
OG0018797	ESY8_g59569_DN3_SP1_c0.t1	XP_023639498.1
OG0018799	ESY8_g59414_DN3_SP2_c0.t1	XP_006293496.2
OG0018800	ESY8_g59406_DN3_SP0_c0.t1	XP_006293983.1
OG0018801	ESY8_g59399_DN3_SP0_c0.t1	XP_006295156.1
OG0018804	ESY8_g59134_DN3_SP8_c0.t1	XP_023639838.1
OG0018809	ESY9_g44846_DN3_SP2_c0.t1	XP_023639884.1
OG0018811	ESY12_g51493_DN3_SP1_c0.t1	XP_006294998.1
OG0018812	ESY12_g51387_DN3_SP0_c0.t1	XP_006296444.1
OG0018813	ESY10_g14647_DN3_SP0_c0.t1	XP_006290965.1
OG0018815	ESY10_g13967_DN3_SP0_c0.t1	XP_006290844.2
OG0018816	ESY21_g55691_DN3_SP4_c0.t1	XP_006292555.1
OG0018818	ESY1_g7425_DN3_SP0_c0.t1	XP_023639077.1
OG0018820	ESY1_g11044_DN3_SP0_c0.t1	XP_023638951.1
OG0018823	ESY1_g10044_DN2_SP2_c0.t1	XP_006291639.1
OG0018826	ESY1_g10795_DN3_SP0_c0.t1	XP_023638117.1
OG0018828	ESY1_g12064_DN2_SP0_c0.t1	XP_006292383.1
OG0018829	ESY1_g12450_DN3_SP0_c0.t1	XP_006292965.1
OG0018831	ESY7_g17445_DN3_SP0_c0.t1	XP_006288902.1
OG0018833	ESY6_g50078_DN2_SP0_c0.t1	XP_023637391.1
OG0018835	ESY15_g64880_DN3_SP1_c0.t1	XP_006287707.1
OG0018840	ESY7_g16419_DN1_SP0_c0.t1	XP_006288906.1
OG0018841	ESY8_g58225_DN2_SP0_c0.t1	XP_006290204.2
OG0018843	ESY4_g26414_DN3_SP5_c0.t1	XP_023635093.1
OG0018844	ESY4_g25360_DN3_SP0_c0.t1	XP_023634478.1
OG0018846	ESY2_g33610_DN2_SP0_c0.t1	XP_006282513.1
OG0018847	ESY4_g23988_DN3_SP3_c0.t1	XP_006285362.1
OG0018848	ESY16_g62378_DN3_SP0_c0.t1, ESY16_g62387_DN3_SP0_c0.t1	XP_006282772.1
OG0018849	ESY16_g62408_DN3_SP6_c0.t1	XP_023635131.1
OG0018850	ESY16_g62496_DN3_SP0_c0.t1	XP_006284075.1
OG0018853	ESY8_g58192_DN3_SP0_c0.t1	XP_006286038.1
OG0018854	ESY9_g42481_DN3_SP0_c0.t1	XP_006282676.1
OG0018859	ESY17_g39526_DN3_SP8_c0.t1	XP_006283407.1
OG0018862	ESY6_g48721_DN3_SP0_c0.t1	XP_006281635.1
OG0018863	ESY2_g33487_DN3_SP0_c0.t1	XP_006282133.1
OG0018864	ESY2_g34026_DN3_SP0_c0.t1	XP_006281778.1
OG0018865	ESY15_g64549_DN1_SP0_c0.t1	XP_006280381.1
OG0018866	ESY15_g64393_DN3_SP0_c0.t1	XP_006281345.1
OG0018867	ESY15_g65268_DN3_SP8_c0.t1	XP_006280611.1
OG0018873	ESY4_g25944_DN2_SP0_c0.t1	XP_006280771.1
OG0018875	ESY6_g49414_DN3_SP0_c17.t1	XP_006279590.1
OG0018876	ESY6_g46641_DN3_SP0_c0.t1	XP_006280812.2
OG0018877	ESY6_g46742_DN2_SP0_c0.t1	XP_006280618.1
OG0018878	ESY6_g47058_DN2_SP0_c16.t1	XP_006281960.1
OG0018880	ESY6_g47558_DN2_SP0_c0.t1	XP_006282357.1
OG0018881	ESY6_g50725_DN3_SP0_c0.t1	XP_006281762.1
OG0018883	ESY6_g50746_DN3_SP0_c0.t1	XP_006280466.1
OG0018885	ESY6_g50328_DN2_SP0_c0.t1	XP_006282329.1
OG0018886	ESY4_g26018_DN1_SP0_c0.t1	XP_023633688.1
OG0018888	ESY20_g13022_DN2_SP0_c0.t1	XP_006289671.1
OG0018890	ESY6_g48383_DN1_SP0_c0.t1	XP_023643826.1
OG0018894	ESY2_g34880_DN1_SP0_c0.t1	XP_006301055.1
OG0018912	ESY1_g9197_DN3_SP0_c0.t1	XP_006292055.1
OG0018913	ESY1_g9136_DN3_SP1_c0.t1	XP_006291361.1
OG0018918	ESY7_g17236_DN3_SP0_c0.t1	XP_006289768.1
OG0018919	ESY7_g17391_DN3_SP2_c0.t1	XP_006287827.1
OG0018921	ESY7_g17605_DN3_SP7_c0.t1	XP_023636627.1
OG0018923	ESY7_g18215_DN3_SP0_c0.t1	XP_006289046.1
OG0018924	ESY7_g18209_DN3_SP0_c8.t1	XP_023637415.1
OG0018930	ESY13_g56955_DN3_SP0_c0.t1	XP_023635247.1
OG0018932	ESY8_g59112_DN3_SP0_c0.t1	XP_006296236.1
OG0018933	ESY7_g18527_DN3_SP6_c0.t1	XP_023636986.1
OG0018934	ESY8_g59850_DN2_SP0_c63.t1	XP_023640970.1
OG0018936	ESY7_g17008_DN3_SP0_c0.t1	XP_023635067.1
OG0018939	ESY4_g23556_DN3_SP6_c23.t1	XP_006307101.1
OG0018941	ESY16_g61670_DN3_SP0_c0.t1	XP_023644894.1
OG0018942	ESY10_g14321_DN3_SP7_c0.t1	XP_023638585.1
OG0018943	ESY10_g14292_DN3_SP1_c0.t1	XP_006292894.2
OG0018944	ESY10_g14188_DN2_SP0_c0.t1	XP_023638836.1
OG0018945	ESY6_g50386_DN1_SP0_c0.t1	XP_006282013.1
OG0018946	ESY6_g50511_DN3_SP0_c0.t1	XP_006281758.1
OG0018947	ESY6_g50627_DN3_SP0_c17.t1	XP_006280093.2
OG0018948	ESY6_g49663_DN3_SP6_c0.t1	XP_023645365.1
OG0018949	ESY6_g49386_DN3_SP0_c0.t1	XP_006281064.1
OG0018950	ESY6_g49287_DN2_SP0_c0.t1	XP_006289968.1
OG0018952	ESY6_g48931_DN3_SP6_c0.t1	XP_006281710.1
OG0018954	ESY6_g48619_DN3_SP0_c0.t1	XP_006281456.1
OG0018955	ESY6_g48610_DN3_SP6_c0.t1	XP_006279701.1
OG0018960	ESY7_g18776_DN2_SP0_c0.t1	XP_006288799.1
OG0018962	ESY7_g18890_DN3_SP6_c0.t1	XP_006287799.1
OG0018963	ESY7_g18973_DN3_SP2_c0.t1	XP_006288436.2
OG0018964	ESY7_g19035_DN2_SP0_c0.t1	XP_023637666.1
OG0018970	ESY7_g19627_DN3_SP0_c0.t1	XP_006288836.1
OG0018971	ESY8_g60200_DN2_SP0_c0.t1	XP_006286104.1
OG0018978	ESY2_g36444_DN2_SP0_c0.t1	XP_023632837.1
OG0018981	ESY1_g7648_DN3_SP0_c0.t1	XP_006292895.1
OG0018983	ESY15_g65047_DN3_SP0_c0.t1	XP_006281850.1
OG0018986	ESY2_g38888_DN3_SP0_c0.t1	XP_006284906.1
OG0018988	ESY7_g17378_DN3_SP0_c0.t1	XP_006279793.1
OG0018989	ESY11_g53374_DN3_SP0_c0.t1	XP_006282170.1
OG0018992	ESY2_g34959_DN2_SP0_c0.t1	XP_023643708.1
OG0018993	ESY2_g35943_DN1_SP0_c0.t1	XP_006301578.1
OG0018995	ESY4_g24134_DN3_SP0_c0.t1	XP_006285284.2
OG0018998	ESY2_g35482_DN2_SP0_c0.t1	XP_023643025.1
OG0019002	ESY2_g36999_DN3_SP0_c0.t1	XP_006305683.1
OG0019003	ESY1_g6297_DN2_SP0_c0.t1	XP_023645978.1
OG0019004	ESY12_g50999_DN2_SP0_c0.t1	XP_006295461.1
OG0019005	ESY4_g25530_DN3_SP0_c0.t1	XP_006294160.1
OG0019010	ESY9_g42621_DN3_SP5_c0.t1	XP_023634434.1
OG0019011	ESY8_g60005_DN2_SP4_c0.t1	XP_006285363.1
OG0019014	ESY16_g61507_DN3_SP0_c0.t1	XP_023634099.1
OG0019016	ESY16_g61593_DN1_SP0_c0.t1	XP_006282842.1
OG0019017	ESY16_g61641_DN2_SP0_c0.t1	XP_006305399.1
OG0019018	ESY16_g61644_DN3_SP0_c0.t1	XP_023632736.1
OG0019019	ESY3_g32694_DN3_SP0_c0.t1	XP_006299543.2
OG0019021	ESY6_g50269_DN2_SP0_c0.t1	XP_006282109.1
OG0019022	ESY1_g11715_DN3_SP0_c0.t1, ESY1_g11714_DN3_SP0_c0.t1	XP_006292288.1
OG0019023	ESY1_g11776_DN3_SP0_c0.t1	XP_006290365.1
OG0019024	ESY1_g10724_DN2_SP0_c0.t1, ESY1_g10715_DN2_SP0_c0.t1	XP_006293037.1
OG0019027	ESY7_g17744_DN3_SP0_c0.t1	XP_006281343.1
OG0019028	ESY3_g27910_DN3_SP0_c0.t1	XP_006296796.2
OG0019032	ESY11_g54405_DN3_SP0_c0.t1	XP_006298181.1
OG0019033	ESY12_g50980_DN2_SP0_c0.t1	XP_023640663.1
OG0019035	ESY3_g30248_DN3_SP0_c0.t1	XP_006299307.1
OG0019037	ESY18_g63907_DN3_SP3_c0.t1	XP_023637478.1
OG0019041	ESY9_g44585_DN1_SP0_c0.t1	XP_006291198.1
OG0019043	ESY12_g51609_DN3_SP0_c0.t1	XP_006293847.1
OG0019044	ESY12_g51885_DN3_SP0_c10.t1	XP_006293484.2
OG0019046	ESY12_g52020_DN1_SP0_c0.t1	XP_006293380.1
OG0019047	ESY12_g52030_DN3_SP0_c0.t1	XP_023640429.1
OG0019048	ESY12_g52039_DN3_SP7_c0.t1	XP_006294961.2
OG0019054	ESY15_g64226_DN3_SP0_c0.t1	XP_023644247.1
OG0019056	ESY3_g31886_DN3_SP0_c0.t1, ESY3_g31811_DN2_SP0_c0.t1, ESY3_g31815_DN1_SP0_c0.t1	XP_006298257.2
OG0019059	ESY3_g31547_DN2_SP0_c15.t1	XP_006297143.1
OG0019060	ESY3_g30977_DN3_SP3_c0.t1	XP_006299535.1
OG0019062	ESY3_g31340_DN2_SP0_c0.t1	XP_023641283.1
OG0019064	ESY3_g29878_DN2_SP6_c0.t1	XP_006298086.1
OG0019070	ESY3_g28596_DN2_SP0_c0.t1	XP_006300084.1
OG0019071	ESY3_g28820_DN3_SP5_c0.t1	XP_006299960.1
OG0019075	ESY7_g16948_DN3_SP1_c0.t1	XP_006289715.1
OG0019076	ESY7_g16954_DN3_SP0_c0.t1	XP_006290021.1
OG0019077	ESY5_g5559_DN3_SP6_c0.t1	XP_023645585.1
OG0019078	ESY5_g5458_DN3_SP4_c0.t1	XP_023636434.1
OG0019079	ESY5_g5169_DN3_SP0_c0.t1	XP_023632542.1
OG0019081	ESY5_g5152_DN3_SP0_c0.t1	XP_006303676.1
OG0019082	ESY5_g5078_DN3_SP0_c0.t1	XP_023645549.1
OG0019083	ESY5_g4994_DN3_SP0_c0.t1	XP_006305943.1
OG0019086	ESY5_g3111_DN3_SP0_c0.t1	XP_023644757.1
OG0019087	ESY5_g3333_DN3_SP8_c0.t1	XP_006305601.1
OG0019089	ESY10_g15104_DN3_SP0_c0.t1	XP_006304156.1
OG0019091	ESY5_g2339_DN3_SP0_c0.t1	XP_006304608.1
OG0019093	ESY2_g35649_DN3_SP0_c0.t1	XP_006302613.2
OG0019096	ESY2_g33681_DN3_SP0_c0.t1	XP_006302842.1
OG0019100	ESY7_g17848_DN3_SP0_c0.t1	XP_023643656.1
OG0019101	ESY5_g3738_DN3_SP0_c0.t1	XP_006304075.1
OG0019102	ESY10_g15019_DN3_SP0_c0.t1	XP_006280590.1
OG0019104	ESY10_g14775_DN3_SP0_c0.t1	XP_006280620.2
OG0019108	ESY2_g37998_DN3_SP8_c0.t1	XP_006306121.1
OG0019109	ESY2_g37914_DN3_SP7_c0.t1	XP_006305661.1
OG0019112	ESY4_g25499_DN3_SP0_c0.t1	XP_006283621.1
OG0019113	ESY4_g25096_DN1_SP0_c0.t1	XP_023633930.1
OG0019115	ESY4_g25831_DN2_SP0_c0.t1	XP_023634736.1
OG0019116	ESY4_g25828_DN3_SP3_c94.t1	XP_006285785.1
OG0019118	ESY20_g13205_DN3_SP0_c0.t1	XP_023635803.1
OG0019120	ESY20_g13352_DN3_SP0_c0.t1	XP_023636884.1
OG0019123	ESY10_g14129_DN1_SP0_c0.t1	XP_006292192.1
OG0019124	ESY5_g5562_DN3_SP0_c0.t1	XP_006304581.1
OG0019125	ESY5_g5278_DN3_SP0_c0.t1, ESY3_g28778_DN2_SP0_c0.t1	XP_023645820.1
OG0019126	ESY5_g4574_DN1_SP0_c0.t1	XP_006307241.1
OG0019127	ESY5_g4546_DN3_SP0_c0.t1	XP_023632602.1
OG0019129	ESY5_g2802_DN2_SP0_c0.t1	XP_006307192.1
OG0019132	ESY5_g1617_DN3_SP0_c21.t1	XP_006290820.1
OG0019133	ESY7_g18247_DN3_SP0_c0.t1, ESY7_g18248_DN3_SP1_c0.t1	XP_023645964.1
OG0019136	ESY1_g11474_DN3_SP0_c0.t1, ESY1_g11473_DN3_SP0_c0.t1	XP_006304562.2
OG0019138	ESY16_g61820_DN3_SP0_c15.t1	XP_006306763.1
