Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0013413	ESY8_g59387_DN3_SP1_c0.t1	XP_020885419.1
OG0013414	ESY8_g59234_DN3_SP1_c0.t1	XP_020884447.1
OG0013415	ESY8_g59288_DN3_SP6_c0.t1	XP_020883025.1
OG0013416	ESY8_g59284_DN3_SP8_c6.t1	XP_020883366.1
OG0013417	ESY13_g57359_DN3_SP0_c0.t1	XP_020869156.1
OG0013418	ESY13_g57228_DN3_SP0_c0.t1	XP_002890729.1
OG0013419	ESY4_g21906_DN3_SP6_c10.t1	XP_020869123.1
OG0013420	ESY13_g57664_DN3_SP7_c7.t1	XP_020868420.1
OG0013421	ESY4_g21767_DN3_SP8_c0.t1	XP_002891265.1
OG0013422	ESY10_g14369_DN2_SP4_c0.t1	XP_020866953.1
OG0013423	ESY14_g21523_DN3_SP2_c0.t1	XP_020870057.1
OG0013424	ESY14_g21496_DN3_SP0_c0.t1, ESY23_g150_DN3_SP0_c0.t1	XP_002893994.1
OG0013425	ESY14_g20979_DN3_SP8_c0.t1	XP_002893927.1
OG0013426	ESY14_g20806_DN3_SP2_c0.t1	XP_020868918.1
OG0013427	ESY14_g20748_DN3_SP0_c0.t1	XP_020868751.1
OG0013428	ESY14_g20681_DN3_SP1_c0.t1	XP_002891173.1
OG0013429	ESY9_g43391_DN2_SP0_c0.t1	XP_020868802.1
OG0013430	ESY4_g25085_DN2_SP0_c0.t1	XP_002893859.2
OG0013431	ESY14_g20586_DN3_SP0_c0.t1	XP_020867314.1
OG0013432	ESY14_g20570_DN3_SP0_c18.t1	XP_020867095.1
OG0013433	ESY14_g19955_DN3_SP0_c0.t1	XP_020868497.1
OG0013434	ESY14_g19958_DN3_SP0_c0.t1	XP_020868484.1
OG0013435	ESY8_g60313_DN3_SP0_c0.t1, ESY2_g34305_DN3_SP2_c0.t1	XP_002894571.1
OG0013436	ESY14_g20174_DN2_SP8_c0.t1	XP_002891064.1
OG0013437	ESY14_g20389_DN3_SP0_c0.t1	XP_020866351.1
OG0013438	ESY14_g20393_DN2_SP0_c0.t1	XP_020866350.1
OG0013439	ESY14_g20394_DN3_SP8_c0.t1	XP_020866355.1
OG0013440	ESY14_g19873_DN2_SP0_c0.t1	XP_020866636.1
OG0013441	ESY14_g19872_DN3_SP0_c17.t1	XP_020866635.1
OG0013442	ESY19_g41173_DN3_SP8_c0.t1	XP_002872458.1
OG0013443	ESY19_g41335_DN3_SP6_c0.t1	XP_020877453.1
OG0013444	ESY25_g62767_DN3_SP0_c0.t1	XP_002874601.2
OG0013445	ESY10_g13987_DN3_SP5_c0.t1	XP_020878754.1
OG0013446	ESY6_g47276_DN2_SP0_c0.t1	XP_002874611.2
OG0013447	ESY18_g64192_DN3_SP8_c0.t1	XP_002874623.1
OG0013448	ESY3_g32461_DN3_SP0_c0.t1	XP_020875857.1
OG0013449	ESY18_g63815_DN3_SP6_c0.t1	XP_002872543.1
OG0013450	ESY18_g63728_DN3_SP2_c0.t1, ESY18_g63723_DN3_SP5_c0.t1	XP_002874672.1
OG0013451	ESY18_g63713_DN3_SP1_c22.t1	XP_002874675.1
OG0013452	ESY18_g63582_DN3_SP0_c0.t1	XP_002872569.1, XP_020877999.1
OG0013453	ESY18_g63528_DN3_SP0_c0.t1	XP_020879076.1
OG0013454	ESY18_g63472_DN3_SP8_c0.t1	XP_002872577.1
OG0013455	ESY7_g16896_DN3_SP1_c0.t1	XP_002873933.1
OG0013456	ESY7_g16891_DN1_SP0_c0.t1	XP_020879417.1
OG0013457	ESY7_g16880_DN3_SP8_c10.t1	XP_002873938.1
OG0013458	ESY10_g15300_DN3_SP8_c0.t1	XP_020876537.1
OG0013459	ESY10_g15367_DN3_SP8_c0.t1	XP_002872231.1
OG0013460	ESY10_g15369_DN3_SP2_c0.t1	XP_002874322.1
OG0013461	ESY10_g15376_DN3_SP0_c0.t1	XP_020878238.1
OG0013462	ESY10_g15459_DN3_SP3_c0.t1	XP_020876974.1
OG0013463	ESY10_g15485_DN3_SP6_c0.t1	XP_020876922.1
OG0013464	ESY10_g15490_DN3_SP1_c0.t1	XP_020876946.1
OG0013465	ESY10_g15503_DN3_SP7_c0.t1	XP_020876927.1
OG0013466	ESY10_g15516_DN3_SP0_c0.t1	XP_020876891.1
OG0013467	ESY11_g52711_DN3_SP0_c0.t1	XP_020887123.1
OG0013469	ESY11_g54840_DN3_SP0_c0.t1	XP_002883937.1
OG0013470	ESY3_g31444_DN3_SP0_c0.t1	XP_020888561.1
OG0013471	ESY11_g54984_DN3_SP0_c0.t1	XP_002884227.1
OG0013472	ESY1_g8083_DN3_SP0_c0.t1	XP_020879916.1
OG0013473	ESY1_g7912_DN3_SP0_c0.t1	XP_020880627.1
OG0013474	ESY12_g52306_DN3_SP0_c0.t1	XP_020884408.1
OG0013475	ESY12_g52297_DN3_SP2_c25.t1	XP_020885691.1, XP_020874910.1
OG0013476	ESY12_g52293_DN2_SP0_c0.t1	XP_020882692.1
OG0013477	ESY12_g52285_DN3_SP0_c0.t1, ESY12_g52290_DN3_SP0_c0.t1	XP_002880323.1
OG0013478	ESY12_g52265_DN3_SP0_c0.t1	XP_020883853.1
OG0013479	ESY12_g52251_DN3_SP0_c9.t1	XP_020883001.1
OG0013480	ESY12_g52249_DN3_SP5_c0.t1	XP_002880313.1
OG0013481	ESY12_g52234_DN3_SP8_c0.t1	XP_002881750.1
OG0013482	ESY12_g52230_DN3_SP8_c0.t1	XP_020885532.1
OG0013483	ESY12_g52209_DN3_SP8_c0.t1	XP_020885514.1
OG0013484	ESY12_g52208_DN3_SP0_c0.t1	XP_002880294.1
OG0013485	ESY12_g51437_DN3_SP0_c0.t1	XP_020885515.1
OG0013486	ESY12_g51408_DN3_SP8_c0.t1	XP_002882101.1
OG0013487	ESY12_g51409_DN3_SP0_c0.t1	XP_002880277.2
OG0013488	ESY12_g51594_DN3_SP5_c0.t1	XP_020883380.1
OG0013489	ESY12_g51634_DN2_SP0_c0.t1	XP_002880261.2
OG0013491	ESY3_g31479_DN3_SP2_c0.t1	XP_020882714.1
OG0013492	ESY12_g51665_DN3_SP1_c0.t1	XP_002880252.1
OG0013493	ESY12_g51667_DN3_SP0_c0.t1	XP_020882699.1
OG0013494	ESY12_g51691_DN3_SP2_c0.t1	XP_020885062.1
OG0013495	ESY12_g51708_DN3_SP0_c0.t1	XP_020883465.1
OG0013496	ESY12_g51715_DN3_SP6_c0.t1	XP_020883280.1
OG0013497	ESY12_g51717_DN3_SP3_c0.t1	XP_020884376.1
OG0013498	ESY12_g51726_DN3_SP6_c0.t1	XP_002880229.1
OG0013499	ESY12_g51733_DN3_SP0_c0.t1, ESY12_g51736_DN3_SP0_c0.t1, ESY12_g51735_DN1_SP0_c0.t1	XP_020884502.1
OG0013500	ESY12_g51778_DN3_SP8_c0.t1	XP_002880212.1
OG0013501	ESY12_g51780_DN3_SP0_c0.t1	XP_002882043.1
OG0013502	ESY12_g51791_DN3_SP5_c0.t1	XP_020883212.1
OG0013503	ESY12_g51795_DN3_SP2_c0.t1	XP_020883211.1
OG0013504	ESY12_g51851_DN3_SP0_c0.t1	XP_002880186.1
OG0013505	ESY12_g51875_DN3_SP2_c0.t1	XP_002882018.1
OG0013506	ESY12_g51917_DN3_SP2_c0.t1	XP_002882004.1
OG0013507	ESY12_g51921_DN3_SP6_c0.t1	XP_020885615.1
OG0013508	ESY12_g51983_DN3_SP0_c0.t1	XP_020883852.1
OG0013510	ESY12_g52043_DN3_SP1_c0.t1	XP_002881973.1
OG0013511	ESY12_g52057_DN3_SP0_c0.t1	XP_020884935.1
OG0013512	ESY12_g52060_DN3_SP0_c0.t1	XP_020885805.1
OG0013513	ESY12_g52070_DN3_SP7_c0.t1	XP_020883954.1
OG0013514	ESY12_g52083_DN3_SP0_c0.t1	XP_020884818.1
OG0013515	ESY12_g52085_DN2_SP0_c0.t1	XP_002880109.1
OG0013516	ESY12_g52096_DN3_SP0_c0.t1	XP_002880102.1
OG0013518	ESY12_g52136_DN2_SP0_c0.t1	XP_002881945.1
OG0013519	ESY12_g52189_DN3_SP0_c0.t1	XP_002880057.1
OG0013520	ESY1_g7920_DN3_SP2_c0.t1	XP_002875756.1
OG0013521	ESY12_g51453_DN3_SP0_c0.t1	XP_002880053.1
OG0013522	ESY12_g51472_DN3_SP0_c0.t1	XP_020884587.1
OG0013523	ESY12_g51496_DN3_SP0_c0.t1	XP_020884990.1
OG0013524	ESY12_g51504_DN3_SP0_c0.t1	XP_002880029.1
OG0013525	ESY12_g51535_DN2_SP0_c0.t1	XP_020884150.1
OG0013526	ESY12_g51541_DN3_SP0_c0.t1	XP_020884937.1
OG0013527	ESY12_g51545_DN3_SP3_c0.t1	XP_002880014.1
OG0013528	ESY12_g51574_DN3_SP0_c0.t1	XP_020882995.1
OG0013529	ESY12_g51583_DN3_SP8_c0.t1	XP_020883571.1
OG0013530	ESY12_g51585_DN3_SP2_c6.t1	XP_020884015.1
OG0013531	ESY12_g51335_DN3_SP3_c0.t1	XP_002881846.1
OG0013532	ESY15_g64399_DN3_SP8_c0.t1	XP_002865685.1
OG0013533	ESY12_g51298_DN3_SP0_c0.t1	XP_002881829.1
OG0013534	ESY12_g51293_DN3_SP2_c0.t1	XP_020884228.1
OG0013535	ESY12_g51276_DN3_SP1_c0.t1	XP_020884529.1
OG0013536	ESY12_g51201_DN3_SP8_c0.t1	XP_020883283.1, XP_002879947.1
OG0013537	ESY12_g51202_DN3_SP8_c0.t1	XP_020884178.1
OG0013538	ESY12_g51207_DN2_SP0_c0.t1, ESY12_g51206_DN3_SP0_c0.t1	XP_002879948.1
OG0013539	ESY1_g12079_DN3_SP0_c0.t1, ESY12_g51208_DN3_SP8_c0.t1	XP_020883061.1
OG0013540	ESY12_g51209_DN3_SP0_c0.t1	XP_020884198.1
OG0013541	ESY12_g51127_DN1_SP8_c16.t1	XP_002881770.1
OG0013542	ESY12_g51118_DN3_SP0_c0.t1	XP_002879921.1
OG0013543	ESY3_g32610_DN3_SP2_c0.t1, ESY8_g60846_DN1_SP0_c0.t1	XP_020886961.1
OG0013544	ESY3_g32609_DN3_SP0_c0.t1	XP_020886967.1
OG0013545	ESY3_g32601_DN3_SP0_c0.t1	XP_020886518.1
OG0013546	ESY3_g32579_DN3_SP0_c15.t1	XP_020888144.1
OG0013547	ESY15_g64861_DN3_SP8_c0.t1	XP_002872353.1
OG0013548	ESY3_g32520_DN3_SP7_c9.t1	XP_020886915.1
OG0013549	ESY3_g32491_DN3_SP0_c0.t1	XP_002882229.2
OG0013551	ESY3_g32447_DN3_SP1_c0.t1	XP_020889329.1
OG0013552	ESY3_g32401_DN3_SP5_c0.t1	XP_020888489.1
OG0013553	ESY3_g32342_DN3_SP0_c0.t1	XP_002882281.1
OG0013554	ESY3_g32331_DN3_SP0_c0.t1	XP_020888667.1
OG0013555	ESY3_g32278_DN3_SP8_c0.t1	XP_020888719.1
OG0013556	ESY3_g32259_DN3_SP6_c0.t1	XP_002884400.1
OG0013557	ESY3_g32250_DN3_SP0_c0.t1	XP_002882301.1
OG0013558	ESY3_g32249_DN3_SP8_c0.t1	XP_002884405.1
OG0013559	ESY3_g32240_DN3_SP0_c0.t1	XP_002882302.1
OG0013560	ESY3_g32214_DN3_SP4_c0.t1	XP_020887000.1
OG0013561	ESY3_g32173_DN3_SP0_c0.t1	XP_002882316.1
OG0013562	ESY3_g32171_DN3_SP5_c0.t1	XP_020887021.1
OG0013563	ESY3_g32044_DN2_SP0_c0.t1	XP_002884440.1
OG0013564	ESY3_g32033_DN3_SP0_c0.t1	XP_020889022.1
OG0013565	ESY3_g31996_DN2_SP0_c0.t1	XP_002882362.1
OG0013566	ESY3_g31995_DN3_SP0_c0.t1	XP_020887167.1
OG0013567	ESY3_g31974_DN2_SP0_c0.t1, ESY3_g31975_DN1_SP0_c0.t1	XP_020888475.1
OG0013568	ESY3_g31970_DN3_SP7_c0.t1	XP_020888429.1
OG0013569	ESY3_g31952_DN2_SP4_c0.t1, ESY3_g31951_DN3_SP2_c0.t1	XP_020886532.1
OG0013571	ESY3_g31920_DN3_SP8_c0.t1	XP_020886923.1
OG0013572	ESY3_g31912_DN3_SP0_c0.t1	XP_002882379.1
OG0013573	ESY3_g31898_DN3_SP5_c0.t1	XP_002882386.1
OG0013574	ESY3_g31825_DN3_SP0_c12.t1	XP_020886359.1
OG0013575	ESY3_g31789_DN3_SP0_c0.t1	XP_020886784.1
OG0013576	ESY3_g31774_DN3_SP7_c0.t1	XP_002884508.2
OG0013577	ESY3_g31764_DN3_SP0_c0.t1	XP_020889080.1
OG0013578	ESY3_g31674_DN3_SP8_c0.t1	XP_002882428.1
OG0013579	ESY3_g31659_DN1_SP0_c0.t1	XP_020886152.1
OG0013581	ESY3_g31616_DN2_SP0_c0.t1	XP_002884543.1
OG0013582	ESY3_g31614_DN3_SP8_c0.t1	XP_002884545.1
OG0013583	ESY3_g31589_DN3_SP8_c0.t1	XP_020885890.1
OG0013584	ESY3_g31569_DN3_SP8_c7.t1	XP_002882452.1
OG0013585	ESY3_g31535_DN3_SP0_c0.t1	XP_002862189.2, XP_020887552.1
OG0013586	ESY3_g31524_DN3_SP0_c0.t1	XP_020887521.1
OG0013587	ESY3_g31517_DN3_SP0_c0.t1	XP_002882477.1
OG0013588	ESY3_g31512_DN3_SP8_c0.t1	XP_002884593.1
OG0013589	ESY3_g31492_DN3_SP8_c0.t1	XP_020888786.1
OG0013590	ESY3_g31439_DN3_SP0_c0.t1, ESY15_g64347_DN3_SP0_c0.t1	XP_020887599.1
OG0013591	ESY3_g31481_DN3_SP7_c0.t1	XP_020887530.1
OG0013592	ESY3_g31420_DN3_SP8_c0.t1	XP_002884628.1
OG0013593	ESY3_g31419_DN3_SP2_c0.t1	XP_002882514.1
OG0013594	ESY3_g31413_DN3_SP6_c0.t1	XP_020868838.1, XP_002884631.1
OG0013595	ESY3_g31383_DN3_SP6_c0.t1	XP_020889423.1
OG0013596	ESY3_g31374_DN2_SP0_c0.t1	XP_002884649.1
OG0013597	ESY3_g30915_DN1_SP0_c0.t1, ESY3_g30702_DN3_SP4_c0.t1	XP_002882545.1
OG0013598	ESY3_g30704_DN3_SP0_c0.t1	XP_020886955.1
OG0013599	ESY3_g30746_DN3_SP0_c0.t1	XP_020886574.1
OG0013600	ESY3_g30760_DN3_SP8_c0.t1	XP_020887908.1
OG0013601	ESY3_g30780_DN3_SP8_c0.t1	XP_020887902.1
OG0013602	ESY3_g30814_DN3_SP0_c0.t1	XP_020886663.1
OG0013603	ESY3_g30819_DN3_SP8_c0.t1	XP_002884706.1
OG0013604	ESY3_g30821_DN3_SP0_c0.t1	XP_020873275.1
OG0013605	ESY3_g30832_DN3_SP2_c17.t1	XP_002882598.1
OG0013606	ESY3_g30835_DN3_SP0_c0.t1	XP_020887081.1
OG0013607	ESY3_g30852_DN3_SP8_c0.t1	XP_020889485.1
OG0013608	ESY3_g30944_DN2_SP0_c0.t1, ESY3_g30942_DN3_SP0_c0.t1	XP_020887257.1
OG0013609	ESY3_g30954_DN3_SP5_c0.t1	XP_020887445.1
OG0013610	ESY3_g30968_DN3_SP0_c0.t1	XP_002882632.1
OG0013611	ESY3_g31026_DN3_SP8_c0.t1	XP_020887300.1
OG0013612	ESY3_g31028_DN3_SP0_c0.t1	XP_020885987.1
OG0013613	ESY6_g49308_DN3_SP0_c0.t1	XP_020889510.1
OG0013614	ESY3_g31044_DN3_SP0_c0.t1	XP_020887299.1
OG0013615	ESY3_g31047_DN3_SP0_c0.t1	XP_020887946.1
OG0013616	ESY3_g31086_DN3_SP8_c0.t1	XP_002882667.1
OG0013617	ESY8_g60450_DN1_SP0_c0.t1, ESY3_g31130_DN2_SP0_c0.t1	XP_002884801.1
OG0013618	ESY3_g31135_DN3_SP0_c0.t1	XP_002884802.1
OG0013619	ESY3_g31156_DN3_SP0_c0.t1	XP_002882698.1
OG0013620	ESY3_g31157_DN3_SP0_c0.t1, ESY3_g31120_DN3_SP0_c0.t1	XP_020885972.1
OG0013621	ESY3_g31158_DN2_SP0_c0.t1, ESY3_g31159_DN2_SP0_c0.t1	XP_020885975.1
OG0013622	ESY3_g31168_DN3_SP7_c0.t1	XP_002884816.1
OG0013623	ESY3_g31177_DN3_SP0_c0.t1	XP_020886080.1
OG0013625	ESY3_g31204_DN3_SP0_c0.t1	XP_002882715.1
OG0013626	ESY3_g31220_DN3_SP0_c6.t1	XP_002882718.1
OG0013627	ESY3_g31224_DN3_SP8_c0.t1	XP_020888279.1
OG0013628	ESY3_g31272_DN3_SP0_c0.t1	XP_020888214.1
OG0013629	ESY3_g31285_DN3_SP0_c0.t1	XP_020888317.1
OG0013630	ESY3_g31359_DN3_SP4_c0.t1	XP_020888222.1
OG0013631	ESY3_g31349_DN3_SP8_c0.t1	XP_002882766.1
OG0013632	ESY3_g31343_DN3_SP0_c0.t1	XP_020888274.1
OG0013633	ESY3_g30020_DN3_SP3_c0.t1	XP_002882769.1
OG0013634	ESY3_g30065_DN2_SP0_c0.t1	XP_002884899.1
OG0013635	ESY3_g30070_DN2_SP0_c0.t1	XP_002884901.1
OG0013636	ESY3_g30082_DN3_SP0_c0.t1	XP_002882779.1
OG0013637	ESY3_g30101_DN3_SP3_c0.t1	XP_020886407.1
OG0013638	ESY3_g30115_DN2_SP0_c0.t1	XP_020886586.1
OG0013639	ESY3_g30135_DN2_SP0_c0.t1	XP_002884933.2
OG0013640	ESY3_g30164_DN3_SP0_c0.t1	XP_002882806.2
OG0013641	ESY3_g30175_DN3_SP8_c0.t1	XP_002884953.1
OG0013642	ESY3_g30244_DN3_SP0_c0.t1	XP_020888179.1
OG0013644	ESY1_g8143_DN2_SP0_c0.t1	XP_002875794.1
OG0013645	ESY3_g30324_DN3_SP0_c0.t1	XP_002885007.1
OG0013646	ESY3_g30408_DN3_SP0_c0.t1	XP_002882878.2
OG0013647	ESY3_g30438_DN3_SP0_c0.t1	XP_020886816.1
OG0013648	ESY3_g30453_DN3_SP1_c0.t1	XP_020886337.1
OG0013650	ESY3_g30506_DN3_SP6_c0.t1	XP_020888816.1
OG0013651	ESY3_g30532_DN3_SP0_c0.t1	XP_002885073.1
OG0013652	ESY3_g30537_DN3_SP0_c0.t1	XP_002885074.1
OG0013653	ESY3_g30540_DN3_SP8_c0.t1, ESY2_g36950_DN3_SP0_c0.t1	XP_002882922.1
OG0013654	ESY3_g30544_DN3_SP0_c0.t1	XP_002885077.1
OG0013655	ESY3_g30555_DN3_SP8_c0.t1	XP_020886011.1
OG0013656	ESY3_g30567_DN3_SP1_c0.t1	XP_002882937.1
OG0013657	ESY3_g30599_DN2_SP0_c0.t1	XP_020888063.1
OG0013658	ESY3_g30606_DN3_SP8_c0.t1	XP_020887646.1
OG0013659	ESY8_g60594_DN3_SP0_c0.t1	XP_002870752.1
OG0013660	ESY3_g30614_DN3_SP4_c0.t1	XP_002885104.2
OG0013661	ESY3_g30635_DN3_SP0_c0.t1	XP_002882963.1
OG0013662	ESY3_g30650_DN3_SP0_c0.t1	XP_020886235.1
OG0013663	ESY3_g30654_DN2_SP4_c16.t1	XP_020886109.1
OG0013664	ESY3_g30009_DN3_SP8_c0.t1	XP_002882977.1
OG0013666	ESY3_g29976_DN3_SP2_c11.t1	XP_002883000.1
OG0013667	ESY3_g29975_DN3_SP1_c0.t1	XP_020889168.1
OG0013668	ESY3_g29896_DN3_SP7_c0.t1	XP_020889185.1
OG0013669	ESY3_g29893_DN3_SP0_c0.t1	XP_002885165.1
OG0013670	ESY3_g29880_DN3_SP1_c0.t1	XP_002883033.1
OG0013671	ESY3_g29877_DN3_SP0_c0.t1	XP_002883035.1
OG0013672	ESY3_g29872_DN3_SP7_c0.t1, ESY3_g29874_DN1_SP0_c0.t1	XP_020889214.1
OG0013673	ESY3_g29867_DN3_SP7_c0.t1	XP_020889124.1
OG0013674	ESY3_g29847_DN3_SP0_c0.t1	XP_002883040.1
OG0013675	ESY3_g29846_DN3_SP8_c0.t1	XP_020889172.1
OG0013676	ESY3_g29832_DN3_SP4_c0.t1	XP_002885189.1
OG0013677	ESY3_g29814_DN3_SP0_c0.t1	XP_020889112.1
OG0013678	ESY3_g29810_DN3_SP0_c0.t1	XP_002885203.2
OG0013679	ESY3_g29808_DN3_SP0_c0.t1	XP_002883056.1
OG0013680	ESY3_g29805_DN3_SP3_c0.t1	XP_002883058.1
OG0013681	ESY3_g29788_DN3_SP2_c0.t1	XP_002885218.1
OG0013682	ESY3_g29779_DN3_SP6_c0.t1	XP_002883073.1
OG0013683	ESY3_g29774_DN2_SP0_c0.t1	XP_020889165.1
OG0013684	ESY3_g29770_DN3_SP0_c0.t1	XP_002883077.1
OG0013685	ESY3_g29769_DN3_SP1_c0.t1	XP_020889212.1
OG0013686	ESY3_g29768_DN3_SP0_c0.t1	XP_002885222.2
OG0013687	ESY3_g29760_DN3_SP7_c0.t1	XP_002883083.1
OG0013688	ESY3_g29759_DN3_SP0_c0.t1	XP_020889086.1
OG0013689	ESY3_g29737_DN3_SP0_c0.t1	XP_002883096.1
OG0013690	ESY3_g29736_DN3_SP0_c0.t1	XP_002883097.1
OG0013691	ESY3_g29668_DN2_SP1_c0.t1	XP_020889437.1
OG0013692	ESY3_g29627_DN3_SP8_c0.t1	XP_020886258.1
OG0013693	ESY3_g29474_DN3_SP6_c0.t1	XP_020886273.1
OG0013694	ESY3_g29440_DN3_SP0_c0.t1	XP_002883176.2
OG0013695	ESY3_g29439_DN2_SP0_c0.t1	XP_020888444.1
OG0013696	ESY3_g29424_DN2_SP8_c0.t1	XP_002883185.1
OG0013697	ESY3_g29376_DN3_SP0_c0.t1	XP_002885325.1
OG0013698	ESY3_g29352_DN3_SP0_c0.t1	XP_002883208.1
OG0013699	ESY3_g29329_DN3_SP8_c0.t1	XP_002885344.1
OG0013700	ESY3_g29277_DN3_SP0_c0.t1	XP_020886761.1
OG0013701	ESY3_g29258_DN3_SP8_c0.t1	XP_002885358.1
OG0013702	ESY3_g29253_DN3_SP0_c0.t1	XP_020888383.1
OG0013703	ESY3_g29235_DN3_SP0_c0.t1	XP_002885372.1
OG0013704	ESY3_g29234_DN3_SP1_c0.t1	XP_020887514.1
OG0013705	ESY3_g29233_DN3_SP8_c0.t1	XP_020887511.1
OG0013706	ESY3_g29232_DN3_SP0_c0.t1	XP_002885374.1
OG0013707	ESY3_g29220_DN3_SP0_c0.t1	XP_020888560.1
OG0013709	ESY2_g34016_DN3_SP4_c0.t1	XP_002886636.1
OG0013710	ESY3_g29178_DN3_SP0_c0.t1	XP_002883266.1
OG0013711	ESY3_g29167_DN3_SP8_c0.t1	XP_020887200.1
OG0013712	ESY3_g29155_DN3_SP8_c0.t1	XP_002883275.1
OG0013713	ESY3_g29140_DN3_SP3_c0.t1	XP_020888431.1
OG0013714	ESY8_g60841_DN2_SP0_c0.t1, ESY2_g34576_DN3_SP0_c0.t1	XP_020872938.1
OG0013715	ESY8_g60896_DN1_SP0_c0.t1	XP_002870799.1
OG0013716	ESY13_g57632_DN3_SP7_c0.t1	XP_020873236.1
OG0013717	ESY8_g60983_DN3_SP0_c0.t1	XP_020872190.1
OG0013718	ESY8_g61017_DN3_SP8_c0.t1	XP_002870832.1
OG0013719	ESY8_g61024_DN3_SP0_c0.t1	XP_020874728.1
OG0013720	ESY8_g61106_DN3_SP8_c0.t1	XP_020875523.1
OG0013721	ESY8_g61131_DN3_SP8_c0.t1	XP_020875065.1
OG0013722	ESY8_g61202_DN3_SP0_c0.t1	XP_002870874.1
OG0013723	ESY8_g61296_DN3_SP8_c0.t1, ESY12_g52135_DN3_SP0_c0.t1	XP_020872348.1
OG0013724	ESY2_g35254_DN3_SP0_c0.t1, ESY8_g61335_DN3_SP0_c0.t1	XP_020873885.1
OG0013725	ESY8_g61347_DN3_SP8_c0.t1	XP_002870553.1
OG0013726	ESY2_g34298_DN3_SP8_c0.t1	XP_020869920.1
OG0013727	ESY8_g61363_DN3_SP0_c0.t1	XP_020875109.1
OG0013728	ESY8_g61381_DN3_SP0_c0.t1	XP_020875331.1
OG0013729	ESY7_g17597_DN3_SP0_c0.t1	XP_020875005.1
OG0013730	ESY17_g40163_DN3_SP3_c0.t1	XP_020875446.1
OG0013731	ESY17_g39983_DN3_SP8_c0.t1	XP_020872553.1
OG0013732	ESY15_g65042_DN3_SP8_c0.t1	XP_020889964.1
OG0013733	ESY3_g28260_DN3_SP0_c0.t1	XP_002885598.1
OG0013734	ESY3_g28286_DN3_SP7_c0.t1	XP_020887228.1
OG0013735	ESY4_g23949_DN3_SP0_c0.t1	XP_020888993.1
OG0013736	ESY3_g28443_DN3_SP3_c0.t1	XP_002885564.1
OG0013737	ESY3_g28505_DN3_SP1_c0.t1	XP_002883418.1
OG0013738	ESY3_g28511_DN3_SP0_c0.t1	XP_020889512.1
OG0013739	ESY3_g28637_DN3_SP0_c0.t1, ESY22_g40697_DN3_SP0_c0.t1	XP_002883397.1
OG0013740	ESY3_g28663_DN3_SP8_c10.t1	XP_020886678.1
OG0013741	ESY3_g28816_DN3_SP0_c0.t1	XP_020886699.1
OG0013742	ESY3_g28800_DN3_SP0_c0.t1	XP_002885509.1
OG0013743	ESY3_g28790_DN3_SP0_c0.t1	XP_002883366.2
OG0013744	ESY11_g54350_DN3_SP4_c0.t1	XP_020890901.1
OG0013745	ESY3_g28891_DN3_SP0_c0.t1	XP_020882282.1, XP_002883349.1
OG0013746	ESY3_g28969_DN1_SP0_c0.t1, ESY10_g14628_DN3_SP8_c0.t1	XP_002885474.1
OG0013747	ESY3_g28977_DN3_SP6_c0.t1	XP_002883319.1
OG0013748	ESY3_g28995_DN3_SP0_c0.t1	XP_002885460.1
OG0013749	ESY3_g29001_DN3_SP8_c0.t1	XP_002885454.1
OG0013750	ESY3_g29039_DN3_SP8_c0.t1	XP_002885445.1
OG0013751	ESY3_g29091_DN3_SP0_c0.t1	XP_020889383.1
OG0013752	ESY4_g24605_DN3_SP8_c0.t1	XP_020874370.1
OG0013753	ESY2_g34247_DN3_SP0_c0.t1	XP_020869485.1
OG0013754	ESY19_g41749_DN3_SP0_c0.t1, ESY2_g35255_DN3_SP5_c0.t1	XP_002887020.1
OG0013755	ESY2_g35266_DN3_SP8_c0.t1	XP_020890509.1
OG0013756	ESY2_g35341_DN3_SP0_c0.t1	XP_002888410.1
OG0013757	ESY2_g34372_DN2_SP3_c0.t1	XP_002886829.1
OG0013758	ESY2_g34381_DN3_SP8_c0.t1	XP_020891134.1
OG0013759	ESY2_g34382_DN3_SP0_c0.t1	XP_002886911.1
OG0013760	ESY2_g34295_DN2_SP0_c0.t1	XP_002891891.1
OG0013761	ESY2_g34277_DN3_SP0_c32.t1	XP_002894592.1
OG0013762	ESY2_g34273_DN3_SP8_c0.t1	XP_020867358.1
OG0013763	ESY7_g16932_DN3_SP8_c0.t1	XP_002871851.1
OG0013764	ESY7_g17017_DN3_SP3_c0.t1	XP_020876128.1
OG0013765	ESY7_g17022_DN3_SP8_c0.t1	XP_020879063.1
OG0013767	ESY7_g17035_DN3_SP3_c0.t1	XP_002873894.2
OG0013768	ESY7_g17037_DN3_SP8_c0.t1	XP_020876826.1
OG0013769	ESY8_g59258_DN3_SP0_c0.t1	XP_002880740.1
OG0013770	ESY8_g59515_DN3_SP0_c0.t1	XP_002880533.2
OG0013771	ESY7_g17069_DN3_SP6_c0.t1	XP_020879008.1
OG0013772	ESY15_g64234_DN3_SP1_c0.t1	XP_002865730.1
OG0013773	ESY10_g15936_DN3_SP1_c0.t1	XP_020885698.1
OG0013774	ESY15_g64744_DN3_SP0_c0.t1	XP_020871697.1
OG0013775	ESY15_g64742_DN3_SP0_c0.t1	XP_002863889.1
