Orthogroup	Noccaea_praecox	Brassica_oleracea
OG0013809	Np006G336860	XP_013634598.1
OG0013810	Np006G336110	XP_013634163.1
OG0013811	Np006G336120	XP_013636388.1
OG0013812	Np006G336160, Np001G062670	XP_013629048.1
OG0013813	Np005G309600	XP_013604546.1
OG0013814	Np006G340000	XP_013634354.1
OG0013816	Np004G241130	XP_013585903.1
OG0013817	Np004G239990	XP_013638515.1
OG0013818	Np004G239650	XP_013587009.1
OG0013819	Np004G239630	XP_013587006.1
OG0013822	Np004G239370	XP_013586865.1
OG0013823	Np004G243860, Np004G243930, Np004G243310	XP_013638374.1
OG0013824	Np004G238990	XP_013587158.1
OG0013826	Np004G238850	XP_013583885.1
OG0013827	Np004G238720	XP_013586011.1
OG0013828	Np004G238660	XP_013602407.1
OG0013829	Np004G238250	XP_013638461.1
OG0013830	Np004G238080	XP_013613982.1
OG0013831	Np004G237620	XP_013585938.1
OG0013832	Np004G237790	XP_013600069.1
OG0013833	Np004G237880	XP_013604574.1
OG0013834	Np004G237900	XP_013600614.1
OG0013835	Np004G237490	XP_013584176.1
OG0013836	Np004G237180	XP_013583685.1
OG0013838	Np004G236540	XP_013599968.1
OG0013839	Np004G236530	XP_013604635.1
OG0013840	Np004G236430	XP_013584568.1
OG0013841	Np004G236360	XP_013605792.1
OG0013842	Np004G236190	XP_013602368.1
OG0013843	Np004G235920	XP_013587319.1
OG0013844	Np004G235890	XP_013601522.1, XP_013602539.1
OG0013845	Np004G235690	XP_013585823.1
OG0013846	Np004G235610	XP_013599428.1
OG0013847	Np004G235470	XP_013593777.1
OG0013848	Np004G234990	XP_013605307.1
OG0013849	Np004G234660	XP_013638539.1
OG0013850	Np004G234420	XP_013585827.1
OG0013851	Np004G234020, Np004G234100	XP_013638809.1
OG0013852	Np002G113680, Np004G233990	XP_013585420.1
OG0013853	Np004G233980	XP_013583670.1
OG0013854	Np004G233800	XP_013583892.1
OG0013855	Np004G233760	XP_013604224.1, XP_013637738.1
OG0013856	Np004G233610	XP_013637769.1
OG0013857	Np004G233470	XP_013637695.1
OG0013858	Np004G232760	XP_013585275.1
OG0013859	Np004G231720	XP_013600729.1
OG0013860	Np004G231700	XP_013638052.1
OG0013861	Np004G231560	XP_013585923.1
OG0013863	Np004G230390	XP_013602468.1
OG0013864	Np004G228970	XP_013585978.1
OG0013865	Np004G228890	XP_013637844.1
OG0013866	Np004G227900	XP_013585408.1
OG0013867	Np004G226980	XP_013595496.1
OG0013868	Np004G226940	XP_013597593.1
OG0013869	Np004G226900	XP_013584449.1
OG0013870	Np004G226130	XP_013637686.1
OG0013871	Np004G225850	XP_013585709.1
OG0013872	Np004G224650	XP_013630473.1
OG0013873	Np004G208840	XP_013623243.1
OG0013874	Np004G208980	XP_013587429.1
OG0013875	Np004G209710	XP_013585062.1
OG0013876	Np002G091320	XP_013591643.1
OG0013877	Np004G209970	XP_013628731.1
OG0013878	Np004G210090	XP_013598058.1
OG0013879	Np004G202210	XP_013592190.1
OG0013880	Np005G282280	XP_013638233.1
OG0013881	Np005G282070	XP_013583411.1, XP_013593894.1
OG0013882	Np005G281750	XP_013610385.1
OG0013883	Np005G281740	XP_013601814.1
OG0013884	Np005G281500	XP_013607702.1
OG0013885	Np005G281190	XP_013638012.1
OG0013886	Np005G281140	XP_013590429.1
OG0013887	Np005G281120	XP_013637973.1
OG0013888	Np005G270000	XP_013596608.1
OG0013889	Np006G364180	XP_013634801.1, XP_013633264.1
OG0013890	Np006G364540	XP_013636633.1
OG0013891	Np006G364430	XP_013633925.1
OG0013892	Np006G364590	XP_013604843.1
OG0013893	Np005G263240	XP_013587204.1
OG0013894	Np006G364720	XP_013603275.1
OG0013895	Np006G364730	XP_013631300.1
OG0013897	Np006G364820	XP_013599834.1
OG0013898	Np006G364400	XP_013605070.1
OG0013899	Np006G364370	XP_013631146.1
OG0013900	Np006G366810	XP_013632084.1
OG0013901	Np006G367990	XP_013631135.1
OG0013902	Np002G076940	XP_013587858.1
OG0013903	Np002G076950	XP_013588769.1
OG0013904	Np006G368520	XP_013614104.1
OG0013905	Np006G368900	XP_013635561.1
OG0013906	Np006G369120	XP_013633616.1
OG0013907	Np006G369450	XP_013604491.1
OG0013908	Np006G369480	XP_013635322.1
OG0013909	Np006G369530	XP_013636791.1
OG0013910	Np006G370150	XP_013603067.1
OG0013911	Np006G370510	XP_013599621.1
OG0013912	Np006G370710	XP_013605174.1
OG0013913	Np006G371170	XP_013632254.1, XP_013600926.1
OG0013915	Np004G241200	XP_013586620.1
OG0013916	Np004G241780	XP_013605883.1
OG0013917	Np004G241790	XP_013602980.1
OG0013918	Np004G242090	XP_013602015.1
OG0013919	Np004G242360	XP_013587067.1
OG0013920	Np004G242600	XP_013605413.1
OG0013921	Np004G243030, Np004G243060	XP_013600374.1
OG0013922	Np004G243110	XP_013583642.1
OG0013923	Np004G243170	XP_013639205.1
OG0013924	Np004G243260	XP_013584470.1
OG0013925	Np004G243480	XP_013585951.1
OG0013926	Np004G244010	XP_013585099.1
OG0013927	Np004G244490	XP_013586903.1
OG0013928	Np004G244850	XP_013604067.1
OG0013929	Np004G244870	XP_013584817.1
OG0013930	Np004G245960	XP_013638046.1
OG0013931	Np004G246180, Np002G119650	XP_013604313.1
OG0013932	Np004G246190	XP_013638734.1
OG0013933	Np004G246390	XP_013605103.1
OG0013934	Np004G246530	XP_013583659.1, XP_013602969.1
OG0013935	Np004G247510	XP_013600115.1
OG0013936	Np004G247600	XP_013602187.1
OG0013937	Np004G247830	XP_013602239.1
OG0013938	Np007G388890	XP_013623377.1
OG0013939	Np007G388880	XP_013625875.1
OG0013940	Np001G015690	XP_013621323.1
OG0013941	Np004G249160	XP_013604872.1, XP_013587202.1
OG0013942	Np004G249100	XP_013585779.1
OG0013943	Np004G249540	XP_013600452.1, XP_013584648.1
OG0013944	Np004G249580	XP_013603405.1, XP_013585353.1
OG0013945	Np004G249690	XP_013586743.1
OG0013946	Np004G249730	XP_013604520.1
OG0013947	Np004G249750	XP_013638816.1
OG0013948	Np004G249800	XP_013586906.1
OG0013949	Np004G249860	XP_013585586.1
OG0013950	Np004G250620	XP_013585615.1
OG0013951	Np004G250770	XP_013585618.1
OG0013952	Np004G250870	XP_013586150.1
OG0013953	Np004G250930	XP_013605580.1
OG0013954	Np001G062550	XP_013592449.1
OG0013955	Np004G251530	XP_013585860.1
OG0013956	Np004G252090	XP_013601871.1, XP_013604129.1
OG0013957	Np004G252180	XP_013605731.1, XP_013639128.1
OG0013958	Np004G252310	XP_013599516.1
OG0013959	Np004G252520	XP_013603984.1
OG0013960	Np004G252620	XP_013602728.1
OG0013961	Np004G252630	XP_013638358.1
OG0013962	Np004G253000	XP_013583528.1
OG0013963	Np004G253300	XP_013583573.1, XP_013583572.1
OG0013964	Np004G253470	XP_013583920.1
OG0013965	Np004G253610	XP_013600663.1, XP_013586828.1
OG0013966	Np004G253940	XP_013638439.1, XP_013638209.1
OG0013967	Np004G254230	XP_013586745.1, XP_013615425.1
OG0013968	Np004G254310	XP_013637832.1
OG0013969	Np004G254660	XP_013639106.1, XP_013602596.1
OG0013970	Np004G255040	XP_013583972.1
OG0013971	Np004G255250	XP_013586537.1
OG0013972	Np004G255290	XP_013587082.1
OG0013973	Np004G255470	XP_013603308.1, XP_013638514.1
OG0013974	Np004G255750	XP_013586664.1
OG0013975	Np004G255960	XP_013585046.1
OG0013976	Np004G256040	XP_013604528.1, XP_013584453.1
OG0013977	Np004G256080	XP_013585846.1
OG0013978	Np004G256970	XP_013586955.1
OG0013979	Np004G257210	XP_013605144.1
OG0013980	Np004G257350	XP_013600930.1
OG0013981	Np004G257380	XP_013607607.1, XP_013587290.1
OG0013982	Np004G257750	XP_013585040.1
OG0013983	Np004G258300	XP_013638187.1
OG0013984	Np004G258410	XP_013585626.1
OG0013985	Np004G258570	XP_013584114.1
OG0013986	Np004G258600	XP_013584313.1
OG0013987	Np004G258630	XP_013605912.1
OG0013988	Np004G258650	XP_013600529.1
OG0013989	Np004G258720	XP_013587184.1
OG0013990	Np004G259080	XP_013584713.1
OG0013991	Np004G258980	XP_013586126.1
OG0013992	Np004G259250	XP_013586789.1
OG0013993	Np004G259460, Np004G259490	XP_013586169.1
OG0013994	Np004G259530	XP_013604783.1
OG0013995	Np004G259570	XP_013586067.1
OG0013996	Np004G259600	XP_013605223.1
OG0013997	Np002G078300	XP_013592280.1
OG0013998	Np004G259920	XP_013584058.1
OG0013999	Np003G140840	XP_013606176.1
OG0014000	Np003G141510	XP_013629782.1
OG0014001	Np003G147010	XP_013611754.1
OG0014002	Np003G141390	XP_013612462.1
OG0014003	Np003G141360	XP_013629322.1
OG0014004	Np003G140980	XP_013607031.1
OG0014005	Np003G141680	XP_013611509.1
OG0014006	Np003G142400	XP_013627466.1
OG0014007	Np003G142620	XP_013613328.1, XP_013619284.1
OG0014008	Np003G142630	XP_013630817.1
OG0014009	Np003G142640	XP_013619553.1
OG0014010	Np003G142680	XP_013611983.1
OG0014011	Np003G142710	XP_013606233.1
OG0014012	Np003G142910	XP_013618600.1
OG0014013	Np003G142920	XP_013625158.1
OG0014014	Np003G143090	XP_013609247.1
OG0014015	Np003G143220	XP_013620343.1
OG0014016	Np003G143250	XP_013620341.1
OG0014017	Np003G143590	XP_013612755.1
OG0014018	Np003G143860	XP_013612629.1
OG0014019	Np003G143940	XP_013611975.1
OG0014020	Np003G144170	XP_013621669.1
OG0014021	Np003G144350	XP_013616071.1
OG0014022	Np003G144430	XP_013613024.1
OG0014023	Np003G144740	XP_013628879.1
OG0014024	Np003G144730	XP_013608412.1, XP_013628881.1
OG0014025	Np003G144960	XP_013615726.1
OG0014026	Np003G145620	XP_013615091.1
OG0014027	Np002G075330	XP_013612801.1
OG0014028	Np003G145700	XP_013608731.1
OG0014029	Np003G145980	XP_013616845.1, XP_013616846.1
OG0014030	Np003G146320	XP_013614127.1, XP_013613165.1
OG0014031	Np003G146390	XP_013616834.1
OG0014032	Np003G146520	XP_013609678.1
OG0014033	Np003G146780	XP_013612708.1
OG0014034	Np003G147050	XP_013607173.1
OG0014035	Np003G147270	XP_013612728.1
OG0014036	Np001G014110	XP_013593401.1
OG0014037	Np001G014240	XP_013608808.1
OG0014038	Np001G014260	XP_013613001.1
OG0014039	Np001G014290	XP_013621453.1
OG0014040	Np001G014340	XP_013612813.1
OG0014041	Np001G014470	XP_013606222.1
OG0014042	Np001G041010	XP_013599151.1
OG0014043	Np001G014840	XP_013598394.1
OG0014044	Np001G015230	XP_013612828.1
OG0014045	Np001G015680	XP_013598301.1
OG0014046	Np001G016940	XP_013596450.1
OG0014047	Np001G017010	XP_013598909.1
OG0014048	Np001G017090	XP_013593955.1
OG0014049	Np001G017130	XP_013597866.1
OG0014050	Np001G017800	XP_013599240.1
OG0014051	Np001G017250	XP_013596202.1
OG0014052	Np003G140340	XP_013625507.1
OG0014053	Np003G132600	XP_013619669.1
OG0014054	Np003G132740	XP_013610867.1
OG0014055	Np003G132640	XP_013611955.1
OG0014056	Np005G308970, Np003G141730	XP_013616285.1
OG0014057	Np003G132350	XP_013607223.1
OG0014058	Np003G132310	XP_013619406.1
OG0014059	Np003G132280	XP_013623355.1
OG0014060	Np003G132120	XP_013612623.1
OG0014061	Np001G018150	XP_013599177.1
OG0014062	Np003G131530	XP_013616681.1
OG0014063	Np003G131450	XP_013606582.1
OG0014064	Np003G131320	XP_013611743.1
OG0014065	Np003G131180	XP_013609891.1
OG0014066	Np003G131070, Np007G397400	XP_013606321.1
OG0014067	Np003G130990	XP_013611869.1
OG0014068	Np003G130750	XP_013625527.1
OG0014069	Np003G130660, Np003G137480	XP_013611095.1
OG0014070	Np003G130520	XP_013611632.1
OG0014071	Np003G130490	XP_013628953.1
OG0014072	Np003G130250	XP_013609326.1
OG0014073	Np003G130050	XP_013610582.1
OG0014074	Np003G129470	XP_013607157.1
OG0014075	Np003G129490	XP_013611151.1
OG0014076	Np003G129610, Np003G132780	XP_013611016.1
OG0014077	Np003G129620	XP_013611014.1
OG0014078	Np003G129360	XP_013622271.1
OG0014079	Np003G129330	XP_013606163.1
OG0014080	Np003G129300	XP_013629984.1
OG0014081	Np003G129240	XP_013613048.1
OG0014082	Np003G129200	XP_013611346.1
OG0014083	Np003G128960	XP_013612909.1
OG0014084	Np001G013640	XP_013598374.1
OG0014085	Np001G013170	XP_013620507.1
OG0014087	Np001G012780	XP_013593505.1
OG0014088	Np001G011570	XP_013598626.1
OG0014089	Np001G011700	XP_013598756.1
OG0014090	Np001G011740	XP_013615402.1, XP_013596401.1
OG0014091	Np001G011490	XP_013599012.1
OG0014092	Np001G011430	XP_013612130.1
OG0014093	Np001G011060	XP_013612742.1
OG0014094	Np001G010870	XP_013597850.1
OG0014095	Np007G388580	XP_013628789.1
OG0014096	Np001G010030	XP_013598061.1, XP_013613816.1
OG0014097	Np001G010000	XP_013618045.1, XP_013618055.1
OG0014098	Np001G009700	XP_013598341.1
OG0014099	Np001G009170	XP_013595266.1
OG0014100	Np001G009110	XP_013593125.1
OG0014101	Np001G008740	XP_013606905.1
OG0014102	Np005G276750	XP_013583279.1
OG0014103	Np001G007920	XP_013621853.1
OG0014104	Np001G007820, Np001G007810	XP_013616090.1
OG0014105	Np001G007470, Np001G007490	XP_013616559.1
OG0014106	Np001G007090	XP_013621957.1
OG0014107	Np001G007000	XP_013621955.1
OG0014108	Np001G006970	XP_013630022.1
OG0014109	Np001G006880	XP_013625382.1
OG0014110	Np001G006790	XP_013629434.1
OG0014111	Np001G006620	XP_013612824.1
OG0014112	Np001G006610	XP_013612825.1
OG0014113	Np003G154100	XP_013613213.1
OG0014114	Np003G154250	XP_013606990.1
OG0014115	Np003G154610	XP_013611527.1
OG0014116	Np001G053280	XP_013605113.1
OG0014117	Np001G053180	XP_013596674.1, XP_013603494.1
OG0014118	Np001G053120	XP_013603238.1
OG0014119	Np001G053060	XP_013604421.1
OG0014120	Np001G052730	XP_013637746.1
OG0014121	Np001G052480	XP_013595648.1
OG0014122	Np001G052200	XP_013599512.1
OG0014123	Np005G268320	XP_013602580.1
OG0014124	Np001G052030	XP_013599331.1, XP_013638538.1
OG0014125	Np001G051770	XP_013604545.1
OG0014126	Np001G051010	XP_013598095.1
OG0014127	Np001G050910	XP_013606649.1
OG0014128	Np001G050820	XP_013601582.1
OG0014129	Np001G050370	XP_013608973.1
OG0014130	Np001G050300	XP_013606958.1
OG0014131	Np001G050100	XP_013613849.1
OG0014132	Np001G049940	XP_013603671.1
OG0014133	Np001G049330	XP_013622140.1
OG0014134	Np001G049120	XP_013606740.1
OG0014135	Np001G048260	XP_013622523.1
OG0014136	Np001G048190	XP_013628990.1, XP_013615184.1
OG0014137	Np001G048060	XP_013600831.1, XP_013618856.1
OG0014138	Np003G180000, Np003G180010	XP_013612295.1
OG0014139	Np001G047670	XP_013622416.1
OG0014140	Np001G047560	XP_013630173.1
OG0014141	Np001G047200	XP_013627033.1
OG0014142	Np001G047130	XP_013629932.1
OG0014143	Np001G047100, Np001G047110	XP_013627935.1
OG0014144	Np001G046770	XP_013623585.1
OG0014145	Np001G046760	XP_013628324.1
OG0014146	Np001G046350	XP_013603044.1
OG0014147	Np001G046160	XP_013630602.1
OG0014148	Np001G045870	XP_013622291.1
OG0014149	Np002G080310	XP_013592430.1
OG0014150	Np001G045560	XP_013628840.1
OG0014151	Np001G045500	XP_013628772.1
OG0014152	Np001G045350	XP_013627827.1
OG0014153	Np001G045000	XP_013628265.1
OG0014154	Np001G044960	XP_013617657.1, XP_013622796.1
OG0014155	Np001G044790	XP_013614816.1
OG0014156	Np001G044710	XP_013629951.1
OG0014157	Np001G044570	XP_013604653.1
OG0014158	Np001G043850	XP_013629308.1
OG0014159	Np001G043830	XP_013630520.1
OG0014160	Np001G043820	XP_013630521.1
OG0014161	Np001G043710	XP_013623573.1
OG0014162	Np006G323890	XP_013637470.1
OG0014163	Np003G175330	XP_013613472.1
OG0014164	Np004G190240	XP_013591540.1
OG0014165	Np002G091240	XP_013616553.1
OG0014166	Np002G091610	XP_013621142.1
OG0014167	Np002G090800	XP_013591458.1
OG0014168	Np002G121180	XP_013609690.1
OG0014169	Np002G090500	XP_013588273.1, XP_013635957.1
OG0014170	Np002G090380	XP_013592776.1
OG0014171	Np002G088850	XP_013591054.1
OG0014172	Np002G088750	XP_013590439.1
OG0014173	Np002G071010	XP_013588194.1
OG0014174	Np002G087320	XP_013621334.1
OG0014175	Np002G087240	XP_013591372.1
OG0014176	Np002G087120	XP_013587844.1
OG0014179	Np002G086130	XP_013588033.1
OG0014180	Np002G085460	XP_013620520.1
OG0014181	Np002G085080	XP_013592387.1
OG0014182	Np002G084950	XP_013590460.1
OG0014183	Np002G084030	XP_013587915.1, XP_013617866.1
OG0014184	Np002G083910	XP_013592279.1, XP_013615124.1
OG0014185	Np002G083820	XP_013590316.1
OG0014186	Np002G083690	XP_013591901.1
OG0014187	Np002G083650	XP_013592443.1
OG0014188	Np002G083510	XP_013591766.1
OG0014189	Np002G083320	XP_013587820.1
OG0014190	Np002G083310	XP_013588740.1
OG0014191	Np002G083150	XP_013592354.1
OG0014192	Np002G083140	XP_013589996.1
OG0014193	Np002G073710	XP_013591794.1
OG0014194	Np002G074510	XP_013619514.1
OG0014195	Np002G074590	XP_013621044.1
OG0014196	Np002G074760	XP_013592658.1
OG0014197	Np002G075160	XP_013591433.1
OG0014198	Np002G075190	XP_013592800.1
OG0014199	Np002G075390	XP_013588753.1
OG0014200	Np002G075470	XP_013591593.1
OG0014202	Np002G075900	XP_013592201.1
OG0014203	Np002G076200	XP_013618165.1
OG0014204	Np002G076550	XP_013592002.1
OG0014205	Np002G076990	XP_013591845.1
OG0014206	Np001G018670	XP_013603100.1, XP_013617836.1
OG0014207	Np002G077070	XP_013592393.1
OG0014208	Np002G077220	XP_013619629.1
OG0014212	Np002G078130	XP_013591562.1
OG0014213	Np002G078400	XP_013588235.1
OG0014214	Np002G078460	XP_013588320.1
OG0014215	Np002G078690	XP_013589735.1
OG0014216	Np002G078860	XP_013589731.1
OG0014217	Np002G078980	XP_013621051.1
OG0014218	Np002G079240	XP_013592373.1
OG0014219	Np002G079300	XP_013588557.1
OG0014221	Np002G079490	XP_013590280.1
OG0014222	Np002G079600	XP_013620629.1
OG0014223	Np002G079650	XP_013592435.1, XP_013592434.1
OG0014224	Np002G079990	XP_013621660.1
OG0014225	Np002G080050, Np002G080720	XP_013591748.1
OG0014226	Np002G080140, Np002G080620	XP_013589976.1
OG0014227	Np002G080190	XP_013592744.1
OG0014228	Np002G080220	XP_013589903.1
OG0014229	Np006G342960, Np002G080280	XP_013618901.1
OG0014230	Np002G080370, Np002G080410	XP_013592296.1
OG0014231	Np002G081090	XP_013618173.1
OG0014232	Np002G081330	XP_013588186.1
OG0014233	Np002G081400	XP_013592649.1
OG0014234	Np002G081780	XP_013588775.1
OG0014235	Np002G081960	XP_013592151.1
OG0014236	Np002G082100	XP_013591927.1
OG0014237	Np002G082170, Np002G082130	XP_013589950.1
OG0014238	Np004G238610	XP_013586927.1
OG0014239	Np002G082440	XP_013587799.1
OG0014240	Np002G082450	XP_013590928.1
OG0014241	Np002G082540	XP_013590047.1
OG0014242	Np002G082690	XP_013595051.1
OG0014243	Np002G072820	XP_013590319.1
OG0014244	Np002G072720	XP_013590227.1
OG0014245	Np002G072620	XP_013591566.1
OG0014246	Np002G072530	XP_013592755.1
OG0014247	Np002G072340	XP_013590372.1
OG0014248	Np002G072310	XP_013591503.1
OG0014249	Np002G072230	XP_013614491.1
OG0014250	Np002G072160	XP_013588031.1
OG0014251	Np002G072140	XP_013588800.1
OG0014252	Np002G071450	XP_013621653.1
OG0014253	Np002G071160	XP_013621446.1
OG0014254	Np002G070820	XP_013620331.1
OG0014255	Np002G070810	XP_013590966.1
OG0014256	Np002G070770	XP_013619409.1
OG0014257	Np005G311740, Np002G070760	XP_013619987.1
OG0014258	Np002G070740	XP_013614601.1
OG0014259	Np002G070410	XP_013592150.1
OG0014260	Np002G070320	XP_013589771.1, XP_013591426.1
OG0014261	Np002G070250	XP_013591429.1
OG0014262	Np002G070290	XP_013621292.1
OG0014263	Np002G070110	XP_013590432.1
OG0014264	Np002G070130	XP_013590433.1
OG0014265	Np007G408710	XP_013586039.1
OG0014266	Np007G408380	XP_013586572.1
OG0014267	Np004G190620, Np007G407910	XP_013603213.1
OG0014268	Np007G406560	XP_013622337.1
OG0014269	Np007G406530	XP_013620743.1, XP_013634069.1
OG0014270	Np003G164410	XP_013622495.1
OG0014271	Np007G406100	XP_013590171.1
OG0014272	Np007G406090	XP_013610663.1
OG0014273	Np007G406040	XP_013586287.1
OG0014274	Np007G405320	XP_013586089.1, XP_013610355.1
OG0014275	Np007G404960	XP_013584865.1
OG0014276	Np007G404940	XP_013586291.1
OG0014277	Np007G404910	XP_013587263.1
OG0014278	Np007G404580	XP_013638788.1
OG0014279	Np007G404430	XP_013638087.1
OG0014280	Np007G402980	XP_013638259.1
OG0014281	Np007G402920	XP_013636811.1
OG0014282	Np007G390120	XP_013609904.1
OG0014283	Np003G175130	XP_013625444.1
OG0014284	Np007G390330	XP_013595086.1, XP_013585037.1
OG0014285	Np007G390350	XP_013624843.1
OG0014286	Np007G390700	XP_013638670.1
OG0014287	Np007G391280	XP_013586357.1
OG0014288	Np007G391530	XP_013637668.1
OG0014289	Np007G391820	XP_013625584.1
OG0014290	Np007G392160	XP_013617034.1
OG0014291	Np007G392320	XP_013638837.1
OG0014292	Np007G392810	XP_013625172.1
OG0014293	Np007G392860	XP_013609253.1
OG0014294	Np007G393180	XP_013583810.1
OG0014295	Np007G393640	XP_013587405.1
OG0014296	Np007G394020	XP_013585024.1
OG0014297	Np006G359280	XP_013635864.1
OG0014298	Np007G394500	XP_013637980.1
OG0014300	Np007G395010	XP_013584624.1, XP_013590344.1
OG0014301	Np007G395190	XP_013638363.1
OG0014303	Np007G395910	XP_013585100.1
OG0014304	Np007G395920	XP_013587229.1
OG0014305	Np007G395930	XP_013587233.1
OG0014306	Np004G197690	XP_013600441.1
OG0014307	Np007G396390	XP_013587669.1
OG0014308	Np007G396420	XP_013628994.1
OG0014309	Np004G197200	XP_013588561.1
OG0014310	Np007G397510	XP_013586259.1
OG0014311	Np007G397640	XP_013608310.1
OG0014312	Np007G397650	XP_013615007.1
OG0014314	Np007G399220	XP_013586738.1
OG0014315	Np007G399640	XP_013638176.1
OG0014317	Np011G436160	XP_013587235.1
OG0014319	Np007G380470	XP_013637802.1
OG0014320	Np007G380530	XP_013638789.1
OG0014321	Np007G380570	XP_013587460.1
OG0014322	Np007G380590	XP_013587464.1
OG0014323	Np007G381600, Np007G381550	XP_013587700.1
OG0014324	Np007G381410	XP_013638067.1
OG0014325	Np007G381340	XP_013583663.1
OG0014326	Np007G381250	XP_013587722.1
OG0014327	Np007G381230	XP_013586214.1
OG0014328	Np007G381970	XP_013592599.1
OG0014329	Np007G382360	XP_013615173.1
OG0014330	Np007G383440	XP_013587118.1
OG0014331	Np003G148180	XP_013611339.1
OG0014332	Np007G383760	XP_013623659.1
OG0014333	Np007G383950	XP_013637764.1
OG0014334	Np007G384650	XP_013599205.1
OG0014335	Np007G384870	XP_013598382.1
OG0014336	Np007G384910	XP_013598076.1
OG0014337	Np007G385250	XP_013593128.1
OG0014338	Np005G306400	XP_013631755.1
OG0014339	Np007G386110	XP_013622095.1
OG0014340	Np007G386860	XP_013599088.1
OG0014341	Np007G389550	XP_013593317.1
OG0014342	Np007G386960	XP_013598168.1
OG0014343	Np007G386970	XP_013626342.1
OG0014344	Np007G387360	XP_013592995.1
OG0014345	Np007G387460	XP_013593302.1
OG0014346	Np007G387890	XP_013625537.1
OG0014347	Np007G387900	XP_013630210.1
OG0014348	Np007G388020	XP_013599010.1
OG0014349	Np007G388790	XP_013629776.1
OG0014350	Np007G388770	XP_013622049.1
OG0014351	Np007G388730	XP_013625146.1
OG0014352	Np007G379890	XP_013629752.1
OG0014353	Np007G374720	XP_013606906.1
OG0014354	Np007G400510, Np007G413140	XP_013586713.1
OG0014355	Np007G389730	XP_013598064.1
OG0014356	Np007G389660	XP_013597805.1
OG0014357	Np007G389650	XP_013597806.1
OG0014358	Np007G389540	XP_013593149.1
OG0014359	Np007G389510	XP_013593097.1
OG0014360	Np007G389350	XP_013598770.1
OG0014361	Np007G389090	XP_013630468.1
OG0014362	Np007G380050	XP_013622161.1
OG0014363	Np007G378110	XP_013593987.1
OG0014364	Np007G380170	XP_013630624.1
OG0014365	Np007G379710	XP_013630426.1
OG0014366	Np007G379530	XP_013612807.1
OG0014367	Np007G379480, Np007G379460	XP_013606493.1
OG0014368	Np007G379190	XP_013595687.1
OG0014369	Np007G379170	XP_013599295.1
OG0014370	Np005G263460	XP_013593971.1
OG0014371	Np007G378980	XP_013610132.1
OG0014372	Np007G378580	XP_013598522.1
OG0014373	Np007G378470	XP_013622938.1
OG0014374	Np004G251460	XP_013586915.1
OG0014375	Np007G377890	XP_013599319.1
OG0014376	Np007G377860	XP_013629246.1
OG0014377	Np007G377720	XP_013625805.1
OG0014378	Np007G377390	XP_013628971.1
OG0014379	Np004G203830	XP_013600149.1
OG0014380	Np007G376930	XP_013625372.1
OG0014381	Np007G376570	XP_013592966.1
OG0014382	Np007G376490, Np007G376460	XP_013612852.1
OG0014383	Np007G376000	XP_013594396.1
OG0014384	Np007G375750	XP_013598528.1
OG0014385	Np007G375530	XP_013593177.1
OG0014386	Np007G374560	XP_013595392.1
OG0014387	Np007G374140	XP_013611482.1
OG0014388	Np007G374130	XP_013599045.1
OG0014389	Np007G374000	XP_013592974.1
OG0014390	Np007G373970	XP_013629373.1
OG0014391	Np007G373960	XP_013593914.1
OG0014392	Np007G373590, Np006G329760, Np003G150310, Np006G329750	XP_013598500.1
OG0014393	Np007G373290	XP_013610977.1, XP_013607622.1
OG0014394	Np007G373110	XP_013605296.1
OG0014395	Np007G372570	XP_013593195.1
OG0014396	Np007G372500	XP_013614011.1
OG0014397	Np007G372310, Np007G372330	XP_013598282.1
OG0014398	Np007G371970	XP_013625811.1
OG0014399	Np007G371870	XP_013600402.1
OG0014400	Np007G371760	XP_013598371.1
OG0014401	Np007G371650	XP_013592932.1
OG0014402	Np007G371680	XP_013595881.1
OG0014403	Np004G190070	XP_013601507.1
OG0014404	Np004G190120	XP_013585582.1
OG0014405	Np004G190640	XP_013591967.1
OG0014406	Np001G035890, Np001G056750	XP_013629242.1
OG0014407	Np004G191100	XP_013591742.1
OG0014408	Np004G191160	XP_013588445.1
OG0014409	Np004G191190	XP_013625006.1, XP_013591406.1
OG0014410	Np001G032610	XP_013611122.1
OG0014411	Np004G191320	XP_013630079.1
OG0014412	Np004G192440	XP_013588175.1
OG0014413	Np004G192500	XP_013628660.1
OG0014414	Np004G192790	XP_013592253.1
OG0014415	Np004G193240	XP_013592050.1, XP_013629056.1
OG0014417	Np004G193970	XP_013590757.1
OG0014418	Np004G194150	XP_013591776.1
OG0014419	Np004G194360	XP_013587988.1
OG0014420	Np004G194370	XP_013592225.1
OG0014421	Np004G194380	XP_013592223.1
OG0014422	Np004G194500	XP_013588481.1
OG0014423	Np004G194800	XP_013592361.1
OG0014424	Np004G195180	XP_013592880.1
OG0014425	Np004G195240	XP_013592760.1, XP_013628708.1
OG0014426	Np004G195490	XP_013629783.1
OG0014427	Np004G196250	XP_013587584.1
OG0014428	Np004G196030	XP_013589896.1
OG0014429	Np004G195720	XP_013592893.1
OG0014430	Np002G089970	XP_013589977.1
OG0014432	Np004G196600	XP_013592865.1
OG0014433	Np004G196710	XP_013583812.1
OG0014434	Np004G196900	XP_013629444.1
OG0014435	Np004G196940	XP_013622182.1
OG0014436	Np004G197650	XP_013588125.1
OG0014437	Np004G197750	XP_013591822.1
