Orthogroup	Noccaea_praecox	Euclidium_syriacum
OG0017309	Np001G012020	ESY6_g50031_DN3_SP0_c0.t1
OG0017310	Np001G011590	ESY6_g50074_DN3_SP0_c0.t1
OG0017311	Np001G011730	ESY6_g50067_DN3_SP8_c2.t1
OG0017312	Np001G011480	ESY6_g50081_DN3_SP0_c0.t1
OG0017313	Np001G011210	ESY6_g50109_DN3_SP6_c8.t1
OG0017316	Np001G010210	ESY6_g50196_DN3_SP0_c0.t1
OG0017317	Np001G010120	ESY7_g19419_DN3_SP8_c0.t1
OG0017319	Np003G161080	ESY6_g47953_DN2_SP0_c0.t1
OG0017320	Np001G009090	ESY6_g49495_DN3_SP8_c0.t1
OG0017321	Np001G008610	ESY6_g49434_DN3_SP2_c0.t1
OG0017322	Np001G008510	ESY6_g49429_DN3_SP0_c0.t1
OG0017324	Np001G007900	ESY6_g49406_DN2_SP0_c0.t1
OG0017326	Np001G006630	ESY6_g49756_DN3_SP1_c0.t1
OG0017327	Np003G154320	ESY6_g48607_DN3_SP8_c0.t1
OG0017328	Np003G154380	ESY6_g48599_DN3_SP1_c0.t1
OG0017331	Np001G052650	ESY1_g10095_DN3_SP1_c0.t1
OG0017332	Np001G052510	ESY1_g10079_DN3_SP0_c0.t1
OG0017333	Np001G052350	ESY1_g10046_DN3_SP0_c0.t1
OG0017336	Np001G051230	ESY1_g9838_DN3_SP0_c0.t1
OG0017337	Np003G147570	ESY6_g49866_DN3_SP0_c0.t1
OG0017338	Np001G049620	ESY1_g9326_DN3_SP0_c0.t1
OG0017339	Np001G049510	ESY1_g9310_DN3_SP6_c0.t1
OG0017340	Np001G048820	ESY1_g9200_DN3_SP8_c0.t1
OG0017341	Np001G048300	ESY1_g9112_DN3_SP4_c0.t1
OG0017342	Np001G048200	ESY1_g9090_DN3_SP1_c0.t1
OG0017343	Np001G047810	ESY11_g54980_DN3_SP0_c0.t1
OG0017345	Np001G047220	ESY1_g8520_DN3_SP0_c0.t1
OG0017346	Np001G046740	ESY1_g8283_DN3_SP8_c0.t1
OG0017348	Np001G046220	ESY1_g8112_DN3_SP8_c0.t1
OG0017349	Np005G306050	ESY15_g65509_DN2_SP0_c0.t1
OG0017350	Np001G044920	ESY2_g33652_DN3_SP0_c0.t1
OG0017351	Np001G044080	ESY4_g25807_DN3_SP0_c0.t1
OG0017352	Np001G044130	ESY7_g19184_DN1_SP0_c0.t1
OG0017353	Np001G043950	ESY1_g7105_DN3_SP3_c0.t1
OG0017354	Np001G043260	ESY1_g6748_DN2_SP3_c0.t1
OG0017355	Np001G018320	ESY6_g49337_DN3_SP2_c0.t1
OG0017357	Np002G091160	ESY19_g41791_DN3_SP7_c0.t1
OG0017358	Np003G140620	ESY7_g17702_DN3_SP0_c0.t1
OG0017359	Np002G090670	ESY21_g55186_DN2_SP5_c0.t1
OG0017360	Np002G090770	ESY19_g41786_DN3_SP0_c0.t1
OG0017361	Np002G088250	ESY2_g34404_DN3_SP8_c0.t1
OG0017362	Np002G087520	ESY2_g35370_DN3_SP8_c0.t1
OG0017363	Np002G087410	ESY2_g35375_DN3_SP0_c0.t1
OG0017364	Np006G368790	ESY15_g65036_DN3_SP1_c0.t1
OG0017365	Np002G087010	ESY2_g35412_DN3_SP0_c0.t1
OG0017366	Np002G086960	ESY2_g35415_DN3_SP8_c21.t1
OG0017367	Np002G086470	ESY2_g35447_DN3_SP0_c0.t1
OG0017368	Np002G085060	ESY2_g35585_DN3_SP7_c0.t1
OG0017370	Np002G084650	ESY2_g35600_DN3_SP0_c27.t1
OG0017371	Np002G084340	ESY2_g35626_DN3_SP0_c0.t1
OG0017372	Np002G084080	ESY2_g35637_DN3_SP0_c0.t1
OG0017374	Np002G083630	ESY2_g35679_DN2_SP0_c0.t1
OG0017375	Np002G074220	ESY2_g35059_DN3_SP5_c18.t1, ESY11_g53745_DN3_SP0_c0.t1
OG0017376	Np002G074240	ESY2_g35065_DN3_SP1_c0.t1
OG0017377	Np002G074920	ESY2_g34612_DN3_SP8_c0.t1
OG0017378	Np002G074950	ESY2_g34615_DN3_SP8_c0.t1
OG0017379	Np002G075050	ESY2_g34627_DN1_SP0_c0.t1
OG0017382	Np002G076090	ESY2_g34707_DN3_SP2_c0.t1
OG0017383	Np002G076110	ESY2_g34709_DN2_SP0_c0.t1
OG0017384	Np002G076810	ESY2_g34773_DN3_SP0_c0.t1
OG0017385	Np002G077260	ESY2_g34820_DN3_SP0_c0.t1
OG0017386	Np002G077430	ESY2_g34828_DN3_SP0_c0.t1
OG0017387	Np004G235760	ESY5_g4034_DN3_SP2_c0.t1
OG0017388	Np002G078590	ESY2_g35966_DN3_SP5_c0.t1
OG0017389	Np002G079000	ESY2_g34992_DN3_SP4_c0.t1
OG0017390	Np002G079360	ESY2_g34959_DN2_SP0_c0.t1
OG0017391	Np003G147360	ESY6_g49875_DN3_SP0_c13.t1
OG0017392	Np002G079800	ESY2_g34922_DN3_SP1_c0.t1
OG0017393	Np005G309760	ESY4_g25049_DN1_SP0_c0.t1
OG0017394	Np002G080320	ESY2_g34876_DN3_SP0_c0.t1
OG0017395	Np002G080800	ESY2_g34866_DN3_SP6_c0.t1
OG0017396	Np002G081130	ESY2_g35930_DN1_SP0_c0.t1
OG0017397	Np002G081270	ESY2_g35921_DN3_SP0_c0.t1
OG0017398	Np002G081410	ESY2_g35896_DN3_SP5_c0.t1
OG0017399	Np002G081650	ESY2_g35876_DN2_SP0_c0.t1
OG0017400	Np002G082240	ESY2_g35828_DN3_SP6_c0.t1
OG0017401	Np002G073290	ESY2_g36114_DN3_SP0_c0.t1
OG0017402	Np002G072990	ESY2_g36153_DN3_SP8_c0.t1
OG0017403	Np002G072550	ESY2_g36778_DN2_SP0_c0.t1
OG0017404	Np002G072110	ESY2_g36689_DN3_SP0_c0.t1
OG0017405	Np002G072060	ESY2_g36684_DN2_SP0_c0.t1
OG0017406	Np002G071670	ESY2_g36658_DN3_SP2_c0.t1
OG0017407	Np002G071540	ESY2_g36646_DN3_SP0_c0.t1
OG0017408	Np002G071390	ESY2_g36632_DN3_SP0_c0.t1
OG0017409	Np002G070560	ESY2_g36532_DN3_SP0_c0.t1
OG0017411	Np002G070220	ESY2_g36481_DN3_SP7_c0.t1
OG0017412	Np002G070200	ESY2_g36479_DN3_SP8_c0.t1
OG0017413	Np002G070170	ESY2_g36475_DN3_SP7_c0.t1
OG0017414	Np007G408320	ESY3_g30138_DN3_SP0_c0.t1
OG0017415	Np007G407980	ESY3_g30168_DN3_SP7_c0.t1
OG0017416	Np007G407770	ESY3_g30192_DN3_SP8_c0.t1
OG0017417	Np007G407360	ESY3_g30233_DN3_SP4_c0.t1
OG0017418	Np007G406940	ESY3_g30258_DN3_SP1_c0.t1
OG0017419	Np007G406700	ESY3_g30272_DN3_SP0_c0.t1
OG0017422	Np007G404740	ESY3_g30518_DN3_SP0_c0.t1
OG0017423	Np007G404590	ESY3_g30530_DN3_SP1_c0.t1
OG0017424	Np007G404570	ESY3_g30533_DN3_SP8_c6.t1
OG0017425	Np007G404030	ESY3_g30568_DN3_SP0_c0.t1
OG0017427	Np007G390560	ESY3_g29982_DN3_SP8_c0.t1
OG0017428	Np004G237730	ESY3_g29947_DN3_SP0_c0.t1
OG0017430	Np007G393270	ESY3_g29740_DN3_SP0_c0.t1
OG0017431	Np007G394350	ESY3_g29673_DN3_SP8_c0.t1
OG0017432	Np003G163140	ESY3_g29671_DN2_SP2_c0.t1
OG0017433	Np007G395380	ESY3_g29549_DN3_SP0_c0.t1
OG0017434	Np007G395940	ESY3_g29475_DN3_SP0_c0.t1
OG0017435	Np007G396930	ESY3_g29389_DN3_SP5_c0.t1
OG0017436	Np007G396970	ESY3_g29385_DN3_SP0_c0.t1
OG0017437	Np007G397080	ESY3_g29382_DN2_SP0_c0.t1
OG0017438	Np007G397470	ESY3_g29375_DN3_SP8_c0.t1
OG0017439	Np007G397480	ESY3_g29374_DN3_SP0_c5.t1
OG0017440	Np007G381650	ESY3_g29009_DN3_SP0_c0.t1
OG0017441	Np007G381270	ESY3_g29087_DN3_SP8_c0.t1
OG0017442	Np007G381260	ESY3_g29088_DN3_SP0_c0.t1
OG0017443	Np007G381870	ESY3_g29001_DN3_SP8_c0.t1
OG0017445	Np007G383220	ESY3_g28792_DN3_SP0_c47.t1
OG0017447	Np007G383560	ESY3_g28820_DN3_SP5_c0.t1
OG0017448	Np007G384320	ESY3_g28550_DN1_SP0_c0.t1
OG0017450	Np007G387040	ESY4_g23338_DN3_SP0_c0.t1, ESY3_g27944_DN2_SP0_c0.t1
OG0017451	Np007G387050	ESY12_g51117_DN3_SP3_c0.t1
OG0017453	Np007G387590	ESY3_g27592_DN3_SP4_c0.t1
OG0017454	Np006G363620	ESY8_g59298_DN3_SP8_c0.t1
OG0017455	Np007G389050	ESY2_g36268_DN3_SP8_c0.t1
OG0017456	Np005G294480	ESY11_g52785_DN3_SP0_c0.t1
OG0017457	Np007G380030	ESY7_g18871_DN3_SP0_c0.t1
OG0017459	Np007G389600	ESY11_g52413_DN3_SP0_c31.t1
OG0017460	Np007G379790	ESY11_g53263_DN2_SP0_c36.t1
OG0017462	Np007G377690	ESY11_g53744_DN3_SP7_c0.t1
OG0017464	Np007G376180	ESY11_g53965_DN3_SP0_c0.t1
OG0017465	Np007G375920	ESY11_g54027_DN3_SP6_c0.t1
OG0017466	Np007G375550	ESY11_g54098_DN3_SP0_c0.t1
OG0017467	Np007G375380	ESY11_g54132_DN3_SP8_c0.t1
OG0017468	Np007G374530	ESY11_g54298_DN3_SP7_c0.t1
OG0017469	Np007G373730	ESY11_g54398_DN3_SP0_c0.t1
OG0017470	Np007G373410	ESY11_g54609_DN3_SP2_c0.t1
OG0017471	Np007G372440	ESY11_g54815_DN3_SP0_c0.t1
OG0017472	Np007G372190	ESY11_g54878_DN3_SP3_c0.t1
OG0017474	Np005G276510	ESY4_g23990_DN3_SP8_c0.t1
OG0017475	Np007G371640	ESY20_g13275_DN3_SP6_c0.t1
OG0017476	Np003G144060	ESY11_g54976_DN3_SP6_c0.t1
OG0017477	Np007G371690	ESY11_g54971_DN3_SP2_c0.t1
OG0017478	Np007G371540	ESY11_g54999_DN3_SP0_c0.t1
OG0017479	Np007G371520	ESY11_g55002_DN2_SP4_c0.t1
OG0017480	Np004G190130	ESY2_g36433_DN3_SP8_c0.t1
OG0017481	Np004G190560	ESY2_g36374_DN3_SP0_c0.t1
OG0017482	Np004G190730	ESY2_g36348_DN3_SP6_c0.t1
OG0017483	Np004G190880	ESY2_g36316_DN3_SP0_c0.t1
OG0017484	Np004G191300	ESY2_g36272_DN3_SP0_c0.t1
OG0017485	Np004G191440	ESY2_g36259_DN3_SP0_c0.t1
OG0017487	Np004G191500	ESY2_g36252_DN3_SP1_c0.t1
OG0017489	Np004G192260	ESY2_g36198_DN3_SP6_c0.t1
OG0017491	Np004G193500	ESY2_g36958_DN3_SP0_c0.t1
OG0017492	Np004G193530	ESY2_g36961_DN3_SP2_c0.t1
OG0017493	Np004G194230	ESY2_g37038_DN3_SP0_c15.t1
OG0017494	Np004G194290	ESY2_g37048_DN3_SP0_c0.t1
OG0017496	Np004G196540	ESY2_g37443_DN3_SP8_c0.t1
OG0017497	Np004G196840	ESY2_g37485_DN3_SP0_c0.t1
OG0017498	Np004G197160	ESY2_g37557_DN2_SP4_c0.t1
OG0017499	Np004G198670	ESY2_g37856_DN3_SP1_c13.t1
OG0017500	Np004G198760	ESY2_g37877_DN3_SP7_c0.t1
OG0017501	Np004G198790	ESY2_g37885_DN3_SP0_c0.t1
OG0017502	Np004G199160	ESY2_g37958_DN3_SP8_c0.t1
OG0017504	Np004G199630	ESY2_g38037_DN3_SP8_c0.t1
OG0017506	Np005G300750	ESY2_g38366_DN3_SP2_c0.t1
OG0017507	Np005G302050	ESY2_g38599_DN3_SP7_c0.t1
OG0017508	Np005G302320	ESY2_g38690_DN3_SP0_c0.t1
OG0017510	Np004G213850	ESY4_g23659_DN3_SP8_c0.t1
OG0017513	Np001G054110	ESY1_g10336_DN3_SP4_c0.t1
OG0017514	Np001G054130	ESY1_g10341_DN3_SP0_c0.t1
OG0017515	Np001G054930	ESY1_g10451_DN3_SP1_c0.t1
OG0017516	Np001G055020	ESY1_g10466_DN3_SP0_c0.t1
OG0017517	Np001G061810, Np001G055270	ESY1_g10508_DN3_SP4_c18.t1
OG0017518	Np001G055340	ESY1_g11185_DN3_SP7_c0.t1
OG0017520	Np001G056590	ESY1_g11051_DN3_SP8_c0.t1
OG0017521	Np001G056600	ESY1_g11049_DN3_SP0_c0.t1
OG0017522	Np001G056720	ESY1_g11035_DN3_SP0_c0.t1, ESY1_g11036_DN3_SP0_c0.t1
OG0017523	Np001G057070	ESY1_g11003_DN3_SP8_c0.t1
OG0017524	Np001G057520	ESY1_g10955_DN3_SP6_c0.t1
OG0017525	Np001G057330	ESY1_g10979_DN3_SP0_c0.t1
OG0017526	Np001G057370	ESY1_g10973_DN3_SP8_c0.t1
OG0017527	Np001G058410	ESY1_g10815_DN3_SP0_c0.t1
OG0017528	Np001G058570	ESY1_g10799_DN3_SP0_c0.t1
OG0017530	Np001G059010	ESY1_g10763_DN3_SP0_c0.t1
OG0017531	Np001G059200	ESY1_g10746_DN3_SP8_c0.t1
OG0017532	Np001G059230	ESY1_g10744_DN3_SP3_c0.t1
OG0017533	Np001G059470	ESY1_g10696_DN3_SP1_c0.t1
OG0017534	Np001G059870	ESY1_g10645_DN3_SP8_c0.t1
OG0017535	Np001G059760	ESY1_g10662_DN2_SP0_c85.t1
OG0017536	Np001G060090	ESY1_g10579_DN3_SP6_c0.t1
OG0017537	Np001G060530	ESY1_g10538_DN3_SP5_c0.t1
OG0017538	Np001G059740, Np002G088800, Np001G060820	ESY1_g11835_DN2_SP0_c0.t1
OG0017540	Np001G062260	ESY1_g11648_DN3_SP8_c0.t1
OG0017541	Np001G063590	ESY1_g11400_DN3_SP0_c13.t1
OG0017542	Np001G063760	ESY1_g11371_DN2_SP0_c0.t1
OG0017543	Np001G064270	ESY1_g11301_DN3_SP8_c0.t1
OG0017544	Np005G290770	ESY1_g11900_DN3_SP0_c0.t1
OG0017545	Np001G065110	ESY1_g11904_DN3_SP0_c0.t1
OG0017546	Np001G066160	ESY1_g12065_DN3_SP0_c0.t1
OG0017547	Np001G053910	ESY1_g10310_DN3_SP1_c0.t1
OG0017548	Np001G066600	ESY1_g12172_DN3_SP2_c0.t1
OG0017549	Np001G066640	ESY1_g12175_DN3_SP6_c0.t1
OG0017550	Np001G067890	ESY1_g12364_DN3_SP0_c0.t1
OG0017551	Np001G068440	ESY1_g12424_DN3_SP0_c0.t1
OG0017552	Np001G068950	ESY1_g12485_DN3_SP0_c0.t1
OG0017553	Np001G069140	ESY1_g12498_DN3_SP0_c0.t1
OG0017554	Np001G069810	ESY1_g12573_DN3_SP0_c0.t1
OG0017555	Np001G069900	ESY1_g12582_DN3_SP0_c14.t1
OG0017556	Np001G066770	ESY1_g12206_DN3_SP1_c0.t1
OG0017557	Np004G190380	ESY2_g36399_DN3_SP0_c0.t1
OG0017558	Np004G193880	ESY2_g36990_DN3_SP2_c0.t1
OG0017559	Np004G194200	ESY2_g37034_DN3_SP7_c0.t1
OG0017560	Np004G195620	ESY2_g37266_DN3_SP0_c0.t1
OG0017562	Np005G301910	ESY2_g38585_DN3_SP1_c0.t1
OG0017563	Np001G045650	ESY9_g44585_DN1_SP0_c0.t1
OG0017564	Np001G047680	ESY1_g8652_DN3_SP0_c0.t1
OG0017565	Np001G050940	ESY1_g9795_DN2_SP0_c0.t1
OG0017566	Np001G054360	ESY1_g10365_DN3_SP0_c0.t1
OG0017567	Np001G054120	ESY1_g10340_DN3_SP4_c0.t1
OG0017568	Np001G053330	ESY1_g10174_DN3_SP0_c0.t1
OG0017569	Np001G055370	ESY1_g11182_DN3_SP8_c0.t1
OG0017572	Np001G057480	ESY1_g10959_DN3_SP0_c0.t1
OG0017573	Np001G057500	ESY1_g10956_DN3_SP6_c0.t1
OG0017574	Np001G057570	ESY1_g10948_DN3_SP0_c0.t1
OG0017575	Np001G058810	ESY1_g10773_DN3_SP0_c0.t1
OG0017576	Np001G059480	ESY1_g10695_DN3_SP8_c0.t1
OG0017577	Np001G059990	ESY1_g10616_DN3_SP3_c0.t1
OG0017578	Np001G060410	ESY1_g10546_DN2_SP0_c0.t1
OG0017579	Np001G063440	ESY1_g11418_DN3_SP8_c0.t1
OG0017580	Np001G069470	ESY1_g12539_DN2_SP0_c0.t1
OG0017581	Np001G000190	ESY6_g50750_DN3_SP8_c0.t1
OG0017583	Np001G001720	ESY6_g50345_DN3_SP0_c0.t1
OG0017584	Np001G032700	ESY10_g14742_DN3_SP2_c0.t1
OG0017586	Np003G182570	ESY7_g16015_DN3_SP3_c0.t1, ESY2_g37721_DN2_SP0_c0.t1
OG0017587	Np003G181130	ESY18_g63296_DN3_SP0_c0.t1
OG0017588	Np003G184170	ESY9_g42831_DN2_SP0_c0.t1
OG0017589	Np006G339970	ESY9_g44053_DN3_SP8_c0.t1
OG0017590	Np006G335570	ESY9_g45282_DN3_SP0_c0.t1
OG0017591	Np006G334720, Np006G334800, Np006G334830	ESY9_g45401_DN3_SP0_c0.t1
OG0017592	Np006G332900	ESY9_g45625_DN3_SP0_c0.t1
OG0017593	Np006G330600	ESY12_g51055_DN3_SP3_c0.t1
OG0017595	Np006G329460	ESY12_g51250_DN1_SP5_c0.t1
OG0017596	Np006G329080	ESY12_g51270_DN2_SP0_c0.t1
OG0017597	Np006G328220	ESY12_g51588_DN3_SP0_c0.t1
OG0017598	Np006G321820, Np004G241450	ESY12_g51384_DN3_SP6_c0.t1
OG0017599	Np002G072540	ESY2_g36775_DN3_SP0_c0.t1
OG0017600	Np002G074330	ESY2_g35071_DN3_SP0_c0.t1
OG0017602	Np002G078600	ESY2_g35965_DN3_SP0_c0.t1
OG0017603	Np005G277240	ESY16_g62103_DN3_SP6_c0.t1, ESY16_g62102_DN3_SP0_c0.t1
OG0017604	Np002G081670	ESY2_g35873_DN2_SP0_c0.t1
OG0017605	Np005G276870	ESY4_g23888_DN3_SP6_c0.t1
OG0017607	Np005G274170	ESY4_g24516_DN2_SP0_c0.t1
OG0017608	Np005G272900	ESY4_g24716_DN2_SP0_c0.t1
OG0017609	Np005G271560	ESY4_g24965_DN3_SP0_c0.t1, ESY4_g24961_DN3_SP0_c0.t1
OG0017610	Np005G263490	ESY4_g25907_DN3_SP0_c0.t1
OG0017611	Np005G263410	ESY4_g25948_DN3_SP0_c0.t1
OG0017612	Np005G265160	ESY4_g25573_DN3_SP0_c0.t1
OG0017614	Np004G259290	ESY5_g5517_DN1_SP0_c0.t1
OG0017616	Np004G256350	ESY5_g5086_DN3_SP0_c0.t1
OG0017617	Np004G254180	ESY5_g4776_DN3_SP0_c0.t1
OG0017618	Np004G252910	ESY5_g4626_DN2_SP0_c0.t1
OG0017619	Np004G252740	ESY5_g4608_DN3_SP0_c0.t1
OG0017620	Np004G251160	ESY5_g3089_DN3_SP0_c0.t1
OG0017621	Np004G251070	ESY5_g3108_DN3_SP0_c0.t1
OG0017623	Np004G242680	ESY5_g2758_DN3_SP5_c0.t1
OG0017624	Np004G242350	ESY5_g2788_DN3_SP7_c0.t1
OG0017625	Np004G240900	ESY5_g2920_DN3_SP0_c0.t1
OG0017628	Np004G232220	ESY5_g2303_DN3_SP6_c0.t1
OG0017629	Np004G231020, Np004G231030	ESY5_g2145_DN3_SP0_c0.t1
OG0017630	Np002G084050	ESY2_g35640_DN3_SP0_c0.t1
OG0017631	Np002G085180	ESY2_g35572_DN3_SP0_c0.t1
OG0017632	Np002G086090	ESY2_g35481_DN3_SP4_c0.t1
OG0017633	Np002G086880	ESY2_g35421_DN3_SP0_c0.t1
OG0017635	Np002G089550	ESY2_g34473_DN2_SP0_c0.t1
OG0017636	Np001G037790, Np002G106810	ESY2_g34231_DN3_SP0_c0.t1
OG0017637	Np002G111520	ESY2_g34175_DN3_SP0_c0.t1
OG0017638	Np002G116550	ESY2_g33946_DN3_SP0_c0.t1
OG0017639	Np002G120070	ESY2_g33670_DN3_SP0_c0.t1
OG0017641	Np002G123840	ESY7_g16120_DN2_SP0_c0.t1, ESY2_g33333_DN3_SP0_c0.t1
OG0017643	Np007G377410	ESY11_g53816_DN3_SP0_c0.t1
OG0017644	Np005G286940	ESY9_g43641_DN3_SP0_c0.t1
OG0017645	Np007G384560	ESY3_g28472_DN3_SP8_c0.t1
OG0017646	Np005G277510	ESY16_g62164_DN2_SP0_c0.t1, ESY16_g62165_DN3_SP0_c0.t1
OG0017648	Np007G402970	ESY3_g30600_DN3_SP0_c0.t1
OG0017649	Np006G325570, Np002G085670, Np002G085680	ESY2_g33747_DN3_SP0_c0.t1
OG0017650	Np007G408620	ESY3_g30111_DN3_SP6_c0.t1
OG0017651	Np007G410590	ESY3_g31228_DN3_SP2_c0.t1
OG0017652	Np007G412690	ESY3_g31028_DN3_SP0_c0.t1
OG0017653	Np007G414350	ESY3_g30778_DN3_SP0_c11.t1
OG0017654	Np007G417490	ESY3_g31582_DN3_SP1_c0.t1
OG0017656	Np005G318720, Np007G420430	ESY3_g31992_DN3_SP0_c0.t1
OG0017657	Np007G424560	ESY3_g32601_DN3_SP0_c0.t1
OG0017658	Np003G127130	ESY7_g19418_DN3_SP0_c0.t1
OG0017659	Np003G131360	ESY7_g18811_DN3_SP0_c0.t1
OG0017660	Np005G279900	ESY13_g56247_DN3_SP3_c0.t1
OG0017661	Np003G132290, Np004G226790	ESY7_g18728_DN3_SP2_c0.t1
OG0017662	Np003G132750	ESY7_g18483_DN3_SP8_c0.t1
OG0017664	Np005G299720, Np002G108430, Np003G132920	ESY7_g18499_DN3_SP0_c0.t1
OG0017665	Np006G371390	ESY8_g59945_DN2_SP0_c0.t1
OG0017666	Np006G348780, Np003G189670, Np006G354220	ESY20_g13346_DN3_SP0_c0.t1
OG0017667	Np006G365830	ESY8_g59444_DN3_SP0_c0.t1
OG0017668	Np005G285100	ESY9_g43793_DN3_SP0_c0.t1
OG0017669	Np005G285800	ESY9_g43740_DN3_SP0_c0.t1
OG0017670	Np005G287530	ESY9_g43440_DN3_SP0_c0.t1
OG0017671	Np005G287750	ESY9_g43474_DN3_SP0_c0.t1
OG0017672	Np004G213920	ESY4_g23664_DN3_SP2_c0.t1
OG0017673	Np004G211400	ESY5_g3685_DN3_SP0_c0.t1
OG0017674	Np004G210610	ESY4_g22148_DN3_SP8_c12.t1
OG0017675	Np004G201240	ESY5_g1941_DN2_SP0_c0.t1
OG0017679	Np006G355730	ESY1_g10384_DN1_SP0_c0.t1, ESY8_g58396_DN3_SP0_c0.t1, ESY8_g58386_DN3_SP0_c0.t1
OG0017680	Np001G062540	ESY1_g11593_DN2_SP0_c42.t1
OG0017682	Np006G359720	ESY8_g58896_DN2_SP0_c0.t1
OG0017683	Np006G359380	ESY8_g58921_DN3_SP0_c0.t1
OG0017684	Np006G360870	ESY8_g59047_DN3_SP0_c0.t1
OG0017685	Np003G135090	ESY7_g17777_DN3_SP3_c0.t1
OG0017687	Np003G138380	ESY7_g18227_DN2_SP0_c0.t1
OG0017688	Np001G016730	ESY15_g64374_DN3_SP0_c0.t1
OG0017689	Np005G316830	ESY8_g60354_DN3_SP0_c0.t1, ESY8_g60352_DN3_SP0_c0.t1
OG0017690	Np005G317310	ESY8_g60336_DN3_SP8_c0.t1
OG0017692	Np001G023570	ESY10_g14046_DN3_SP0_c0.t1
OG0017693	Np003G158680	ESY6_g48106_DN3_SP0_c0.t1
OG0017694	Np003G153620	ESY2_g33794_DN3_SP0_c0.t1
OG0017695	Np003G153130	ESY6_g48719_DN3_SP0_c0.t1
OG0017696	Np003G151050	ESY6_g48980_DN2_SP8_c0.t1
OG0017699	Np001G013770	ESY6_g49899_DN2_SP0_c0.t1
OG0017700	Np001G006100	ESY6_g49702_DN3_SP0_c0.t1
OG0017701	Np001G003320	ESY6_g50525_DN3_SP6_c0.t1
OG0017703	Np004G250940	ESY5_g3136_DN2_SP0_c0.t1
OG0017704	Np004G228390	ESY11_g54696_DN2_SP0_c0.t1, ESY5_g1760_DN2_SP0_c0.t1
OG0017707	Np004G206720	ESY7_g19252_DN1_SP0_c0.t1, ESY10_g14432_DN3_SP0_c17.t1, ESY16_g61822_DN2_SP0_c14.t1, ESY4_g26471_DN3_SP0_c0.t1, ESY4_g26469_DN3_SP0_c0.t1, ESY7_g19254_DN1_SP0_c0.t1, ESY4_g26051_DN2_SP0_c0.t1, ESY6_g48126_DN2_SP0_c0.t1, ESY8_g59363_DN2_SP0_c0.t1, ESY7_g19257_DN3_SP0_c0.t1, ESY7_g19256_DN2_SP0_c0.t1, ESY5_g2847_DN1_SP0_c17.t1, ESY10_g14431_DN2_SP0_c38.t1, ESY4_g26472_DN1_SP0_c0.t1, ESY2_g37650_DN3_SP0_c1.t1
OG0017709	Np002G097430	ESY2_g35315_DN3_SP0_c0.t1
OG0017710	Np002G073690	ESY2_g35030_DN3_SP0_c0.t1
OG0017711	Np007G412250	ESY6_g49722_DN2_SP0_c0.t1, ESY6_g49720_DN3_SP0_c0.t1
OG0017718	Np001G056640	ESY1_g11044_DN3_SP0_c0.t1
OG0017719	Np001G054720	ESY1_g10409_DN3_SP0_c0.t1
OG0017720	Np003G136900	ESY7_g18060_DN3_SP0_c0.t1
OG0017721	Np001G012070	ESY6_g50026_DN2_SP0_c0.t1
OG0017723	Np005G282240	ESY13_g57600_DN3_SP2_c0.t1
OG0017724	Np004G204270, Np004G203920	ESY4_g24935_DN3_SP0_c0.t1
OG0017726	Np006G321870, Np005G285740	ESY1_g11200_DN3_SP0_c0.t1, ESY8_g60600_DN3_SP0_c0.t1, ESY4_g26276_DN3_SP0_c0.t1, ESY4_g22566_DN2_SP0_c0.t1
OG0017727	Np004G227500	ESY16_g61524_DN3_SP0_c0.t1
OG0017728	Np005G312910, Np005G312930, Np005G312890	ESY8_g61184_DN3_SP0_c0.t1, ESY8_g61160_DN3_SP0_c0.t1
OG0017735	Np006G326750, Np003G153800, Np006G326760, Np006G336460	ESY20_g12772_DN3_SP0_c0.t1, ESY5_g3130_DN1_SP0_c0.t1
OG0017756	Np005G270570	ESY4_g25096_DN1_SP0_c0.t1
OG0017758	Np001G067670	ESY20_g13207_DN3_SP0_c12.t1
OG0017759	Np005G265460	ESY4_g25546_DN3_SP1_c0.t1
OG0017761	Np005G263140	ESY4_g26000_DN3_SP2_c0.t1
OG0017764	Np004G205320	ESY16_g61670_DN3_SP0_c0.t1
OG0017765	Np005G296120	ESY16_g61635_DN3_SP7_c0.t1
OG0017767	Np002G108400	ESY2_g34204_DN3_SP0_c0.t1
OG0017768	Np002G115490	ESY2_g34024_DN3_SP3_c0.t1
OG0017769	Np002G115610	ESY2_g34017_DN3_SP8_c6.t1
OG0017770	Np002G116360	ESY2_g33965_DN3_SP0_c0.t1
OG0017772	Np001G028170	ESY10_g14654_DN3_SP0_c0.t1
OG0017773	Np001G027950	ESY10_g14647_DN3_SP0_c0.t1
OG0017775	Np001G027770	ESY10_g14629_DN3_SP8_c0.t1
OG0017779	Np001G024910	ESY10_g14302_DN3_SP0_c0.t1
OG0017782	Np001G022370	ESY10_g13891_DN3_SP0_c0.t1
OG0017783	Np001G022020	ESY10_g13869_DN3_SP2_c0.t1
OG0017784	Np001G021020	ESY10_g13721_DN3_SP0_c0.t1
OG0017787	Np001G019720	ESY21_g55398_DN3_SP3_c0.t1
OG0017789	Np002G095280	ESY2_g35247_DN3_SP0_c0.t1
OG0017790	Np002G095760	ESY10_g14518_DN3_SP0_c0.t1
OG0017791	Np002G096950	ESY2_g35292_DN3_SP0_c0.t1
OG0017792	Np002G097710	ESY2_g35325_DN3_SP0_c0.t1
