Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0016809	Np003G135340	XP_020877303.1
OG0016810	Np003G135280	XP_002871359.1
OG0016811	Np003G135270	XP_002873382.1
OG0016812	Np003G134510, Np003G134540, Np003G134490	XP_020877925.1
OG0016813	Np003G134230	XP_002871306.2
OG0016814	Np003G134170	XP_020878898.1
OG0016815	Np003G134130	XP_020878236.1
OG0016816	Np003G133320	XP_020876117.1
OG0016817	Np005G292490	XP_002868009.1
OG0016818	Np005G292350	XP_020872369.1
OG0016819	Np005G291960	XP_002870053.1
OG0016820	Np005G291260	XP_002870032.1
OG0016821	Np005G290430	XP_002867963.1
OG0016822	Np005G290170	XP_020874434.1
OG0016823	Np005G289960	XP_002867941.1
OG0016824	Np005G289460	XP_020872409.1
OG0016825	Np005G288620	XP_002869946.1
OG0016826	Np005G288600	XP_020872050.1
OG0016827	Np005G288400	XP_002869936.1
OG0016828	Np005G288260	XP_002867881.1
OG0016829	Np005G287350	XP_020874074.1
OG0016830	Np005G287580	XP_002869899.1
OG0016831	Np005G286960	XP_002867843.2
OG0016832	Np005G286720	XP_020873439.1
OG0016833	Np005G286360	XP_020873370.1
OG0016834	Np005G285490	XP_020873474.1
OG0016835	Np004G206430	XP_002893772.1
OG0016836	Np004G208400	XP_002893808.2
OG0016837	Np004G208540	XP_020868489.1
OG0016838	Np004G224140	XP_002891110.1
OG0016839	Np004G204030	XP_020868813.1
OG0016840	Np004G204670	XP_020870292.1
OG0016841	Np001G042870	XP_002870428.1
OG0016842	Np004G202410	XP_002891298.1
OG0016843	Np004G203450	XP_002893943.1
OG0016844	Np004G203640	XP_020869128.1
OG0016845	Np003G155110	XP_002866241.1
OG0016846	Np004G200640	XP_020870936.1
OG0016847	Np004G200800	XP_002891361.1
OG0016848	Np004G200880	XP_020868435.1
OG0016849	Np004G200900	XP_002894037.1
OG0016850	Np004G210460	XP_002893484.1
OG0016851	Np004G210450	XP_020870503.1
OG0016852	Np004G201940	XP_020870160.1
OG0016853	Np004G210680	XP_020870196.1
OG0016854	Np004G210500	XP_020869939.1
OG0016855	Np004G211220	XP_020868995.1
OG0016856	Np004G211230	XP_020869960.1
OG0016858	Np004G211740	XP_002890786.1
OG0016859	Np004G212640	XP_020867240.1
OG0016860	Np004G212870	XP_020867535.1
OG0016861	Np006G363760	XP_020883596.1
OG0016862	Np006G363750	XP_002878863.1
OG0016863	Np004G213010	XP_002890830.1
OG0016864	Np004G213050	XP_002893582.1
OG0016865	Np004G213520	XP_002893609.1
OG0016866	Np004G213930	XP_020867053.1
OG0016867	Np004G214100	XP_020869494.1
OG0016869	Np005G266720	XP_020872814.1
OG0016870	Np005G267240	XP_002869062.1
OG0016871	Np005G267390	XP_002869056.1
OG0016872	Np005G267900	XP_020875620.1
OG0016874	Np003G141340	XP_002869013.1
OG0016875	Np005G268920	XP_020874415.1
OG0016876	Np006G368510	XP_002878628.1
OG0016877	Np005G262630	XP_020874588.1
OG0016878	Np005G262300	XP_002868939.1
OG0016879	Np005G262000	XP_002868929.1
OG0016880	Np005G261860	XP_002866879.1
OG0016881	Np005G261770	XP_020874439.1
OG0016882	Np005G261700	XP_020874126.1
OG0016883	Np005G261210	XP_002866832.1
OG0016884	Np005G260950	XP_002868878.1
OG0016885	Np005G260650	XP_020872800.1
OG0016886	Np005G260560	XP_002868856.1
OG0016887	Np005G260370	XP_002866805.1
OG0016888	Np005G260320	XP_020873871.1
OG0016889	Np005G260140	XP_020875711.1
OG0016890	Np005G260060, Np005G318760	XP_020872529.1
OG0016891	Np005G260030	XP_020872201.1
OG0016892	Np005G309450	XP_002868396.1
OG0016893	Np005G310620	XP_020873943.1
OG0016894	Np005G311010	XP_002870493.2, XP_002870495.1
OG0016895	Np005G312390	XP_020875716.1
OG0016896	Np005G312420	XP_020872371.1
OG0016897	Np005G315120	XP_002870791.1
OG0016898	Np005G315130	XP_020872972.1
OG0016900	Np005G315980	XP_002868697.1
OG0016901	Np005G316140	XP_002868691.1
OG0016903	Np004G248690	XP_020868762.1
OG0016904	Np007G424950	XP_020886666.1
OG0016905	Np001G045590	XP_020880659.1
OG0016906	Np004G217100	XP_020867081.1
OG0016907	Np003G184620	XP_002874524.1
OG0016908	Np003G175440	XP_020877521.1
OG0016909	Np001G046960	XP_002877551.1
OG0016910	Np006G342530	XP_020885700.1
OG0016911	Np006G343590	XP_002879469.2
OG0016912	Np006G343900	XP_002881292.1
OG0016913	Np001G041560	XP_002865435.2
OG0016914	Np001G041690	XP_002863684.1
OG0016915	Np001G042220	XP_020869244.1
OG0016916	Np001G042930	XP_020876968.1
OG0016917	Np001G043020	XP_002865567.1, XP_002865566.1
OG0016918	Np003G177680, Np003G177770	XP_002872481.1
OG0016919	Np003G177860	XP_002872483.1
OG0016920	Np003G179670	XP_002874655.1
OG0016921	Np003G180550	XP_002872587.1
OG0016922	Np003G182350, Np007G400100	XP_020877657.1
OG0016923	Np003G182930	XP_002874791.1
OG0016924	Np003G183030	XP_020878596.1, XP_002874793.1
OG0016925	Np003G184010	XP_020876496.1
OG0016926	Np003G184700	XP_002874835.2
OG0016927	Np003G184870	XP_020876423.1
OG0016928	Np004G251000	XP_002892454.1
OG0016929	Np001G039600	XP_020869320.1
OG0016930	Np001G036980	XP_002863465.1
OG0016931	Np007G405700	XP_020886596.1
OG0016932	Np005G309830	XP_002870422.1
OG0016933	Np003G126990	XP_002863334.1
OG0016934	Np001G032100	XP_002865111.2
OG0016935	Np002G079430	XP_002865130.1
OG0016936	Np001G032680	XP_020871866.1
OG0016937	Np005G310090	XP_020874473.1
OG0016938	Np001G031540	XP_002863342.1
OG0016939	Np005G310050	XP_020874807.1
OG0016940	Np005G309920	XP_002870426.2
OG0016941	Np007G388530	XP_020886463.1
OG0016942	Np007G388550	XP_002885750.2
OG0016943	Np005G310000	XP_002868421.1
OG0016944	Np007G389190	XP_020886282.1
OG0016945	Np005G310390	XP_020874830.1
OG0016946	Np005G309770	XP_020874290.1
OG0016947	Np005G307860	XP_020875762.1
OG0016948	Np005G308260	XP_020876178.1
OG0016949	Np005G309340	XP_020872699.1
OG0016950	Np005G307070	XP_002870359.1
OG0016951	Np005G306290	XP_002870337.2
OG0016952	Np005G306040	XP_002870332.2
OG0016953	Np005G304030	XP_020874242.1
OG0016954	Np005G304010	XP_002870275.1
OG0016955	Np005G303990	XP_020874251.1
OG0016956	Np005G303850	XP_020874809.1
OG0016957	Np005G303530	XP_020874555.1
OG0016958	Np005G302920	XP_002870237.1
OG0016959	Np005G316160	XP_002870743.1
OG0016960	Np005G316180	XP_020872951.1
OG0016961	Np001G000180	XP_020871738.1
OG0016962	Np005G317720	XP_020874713.1
OG0016963	Np005G318100	XP_020874308.1
OG0016965	Np005G319630	XP_002868586.1
OG0016966	Np005G319680, Np005G319700	XP_002868583.1
OG0016967	Np005G319990	XP_020874693.1
OG0016969	Np005G319430	XP_020874355.1
OG0016970	Np003G188050	XP_002872893.1
OG0016971	Np006G320440	XP_020883656.1
OG0016972	Np006G320510	XP_020885098.1
OG0016973	Np001G012660	XP_020882915.1
OG0016974	Np006G321130	XP_020884110.1
OG0016975	Np006G321370	XP_020884422.1
OG0016976	Np006G322180	XP_002882093.1
OG0016977	Np006G322280	XP_020883296.1
OG0016978	Np006G322660	XP_020882699.1
OG0016979	Np006G323090	XP_020883019.1
OG0016981	Np006G324900	XP_002880149.2
OG0016983	Np006G326010	XP_020883433.1
OG0016984	Np006G326200	XP_020882651.1
OG0016985	Np006G326290	XP_020885148.1
OG0016986	Np001G064680	XP_020881016.1
OG0016987	Np006G327080	XP_020883362.1
OG0016988	Np006G327360	XP_002881890.1
OG0016989	Np005G292200, Np006G327880	XP_002880007.1
OG0016990	Np006G329340	XP_002881807.1
OG0016991	Np006G330030, Np006G329990	XP_020884164.1
OG0016992	Np006G330140	XP_020883865.1
OG0016995	Np003G125250	XP_020876632.1
OG0016996	Np003G125410	XP_002873011.2
OG0016997	Np003G125450	XP_002870921.1
OG0016998	Np003G125500	XP_020878692.1
OG0016999	Np003G125530	XP_002873014.1
OG0017000	Np003G125780	XP_002873022.1
OG0017001	Np003G125810	XP_020878113.1
OG0017002	Np003G126180	XP_020879312.1
OG0017003	Np003G126390	XP_002870960.1
OG0017004	Np003G126400	XP_020878999.1
OG0017005	Np003G126580	XP_002870970.1
OG0017006	Np003G126980	XP_020877320.1
OG0017007	Np003G127660	XP_020879485.1
OG0017008	Np003G128530	XP_020878423.1
OG0017009	Np003G147720	XP_002871897.1
OG0017011	Np003G148620	XP_002873993.1
OG0017012	Np003G148570	XP_020879152.1
OG0017013	Np003G149290	XP_020877552.1
OG0017014	Np003G149490	XP_020876822.1
OG0017015	Np003G150380	XP_020877316.1
OG0017016	Np003G150750	XP_020879278.1
OG0017017	Np003G150940	XP_002872020.2
OG0017018	Np003G152350	XP_002866357.1
OG0017019	Np003G152900	XP_002866334.2
OG0017020	Np001G006570	XP_002866534.1
OG0017021	Np001G005660	XP_002866564.1
OG0017022	Np001G005450	XP_020869712.1
OG0017023	Np001G005120	XP_020881892.1
OG0017024	Np001G004950	XP_020869254.1
OG0017025	Np001G003970	XP_002864925.1
OG0017026	Np001G003740	XP_002864932.1
OG0017027	Np001G003670	XP_002866647.1
OG0017028	Np001G003520	XP_020879780.1
OG0017029	Np001G003510	XP_020871936.1
OG0017030	Np001G002970	XP_020882360.1
OG0017031	Np001G002880	XP_002864963.2
OG0017033	Np001G002560	XP_002866691.1
OG0017034	Np001G002470	XP_020884736.1
OG0017035	Np001G002370	XP_002866697.2
OG0017036	Np001G002340	XP_002864995.2
OG0017037	Np001G001810	XP_020890136.1
OG0017038	Np001G001530	XP_002865039.1
OG0017039	Np001G001130	XP_002864968.1
OG0017040	Np001G000860	XP_020867755.1
OG0017041	Np001G000550	XP_002887679.1
OG0017042	Np001G000240	XP_020871822.1
OG0017044	Np003G189890	XP_020878527.1
OG0017045	Np003G189440	XP_002875033.1
OG0017046	Np003G188690	XP_020878288.1
OG0017047	Np003G188260	XP_002872919.1
OG0017048	Np003G188240	XP_020879360.1
OG0017049	Np003G188160	XP_002875013.1
OG0017050	Np003G188030	XP_002874983.1
OG0017051	Np004G210470	XP_020870153.1
OG0017052	Np003G187100	XP_020878972.1
OG0017053	Np003G186490	XP_002872832.1
OG0017054	Np001G040100	XP_020882661.1
OG0017055	Np001G040800	XP_020871033.1
OG0017056	Np001G040970	XP_020871031.1
OG0017057	Np001G040980	XP_020871044.1
OG0017058	Np001G041210	XP_002865418.1
OG0017059	Np006G357300	XP_002879414.2
OG0017060	Np006G355680	XP_002881202.1
OG0017061	Np006G355610	XP_002881198.1
OG0017062	Np006G355220	XP_020883431.1
OG0017063	Np006G348300, Np006G354620	XP_002879306.1
OG0017065	Np006G347260	XP_002879267.1
OG0017066	Np006G351440	XP_020874440.1, XP_020885229.1
OG0017067	Np006G360560	XP_002879213.1
OG0017068	Np006G360040	XP_020885249.1
OG0017069	Np006G359780	XP_002881005.1
OG0017070	Np006G359690	XP_002881000.1
OG0017071	Np006G359210	XP_002879098.1
OG0017072	Np006G358880	XP_020883811.1
OG0017073	Np006G358830	XP_002880952.1
OG0017074	Np006G358250	XP_020885561.1
OG0017075	Np006G361370	XP_020883133.1
OG0017076	Np006G361650	XP_020883665.1
OG0017077	Np006G362210	XP_002880816.1
OG0017078	Np006G362230	XP_002878995.1
OG0017079	Np006G362250	XP_020885257.1
OG0017080	Np006G362440	XP_020884780.1
OG0017081	Np006G362510	XP_002878969.1
OG0017083	Np006G362850	XP_020884531.1
OG0017084	Np006G362900	XP_002880762.1
OG0017085	Np006G363020	XP_020885231.1
OG0017086	Np006G363210	XP_020874706.1
OG0017087	Np006G363200	XP_002880709.1
OG0017088	Np005G277670	XP_020872611.1
OG0017089	Np005G277830	XP_020875635.1
OG0017090	Np005G277960	XP_002869562.1
OG0017091	Np005G278040	XP_002867506.1
OG0017092	Np005G278050	XP_002869566.1
OG0017093	Np005G278120	XP_002867510.1
OG0017094	Np007G424980	XP_002884268.1
OG0017095	Np007G424960	XP_020886667.1
OG0017096	Np007G425130	XP_020888081.1
OG0017097	Np007G425190	XP_020886461.1
OG0017098	Np007G425390	XP_020886564.1
OG0017099	Np007G425480	XP_020886381.1
OG0017100	Np005G279260	XP_020873660.1
OG0017101	Np005G279150	XP_002869608.1
OG0017102	Np005G278980	XP_020873483.1
OG0017103	Np005G278690	XP_002867537.1
OG0017104	Np005G278910	XP_002869597.1
OG0017105	Np007G423860	XP_020886123.1
OG0017106	Np007G423730	XP_020886902.1
OG0017107	Np007G423030	XP_020889333.1
OG0017108	Np007G422920	XP_020886252.1
OG0017109	Np007G422900	XP_020886847.1
OG0017110	Np007G422510	XP_020887190.1
OG0017111	Np007G422330	XP_020887898.1
OG0017112	Np007G422120	XP_020888663.1
OG0017113	Np007G421750	XP_002882300.1
OG0017114	Np007G421240	XP_002884423.1
OG0017115	Np005G318400, Np007G420330	XP_020888475.1
OG0017116	Np007G420090, Np007G420100	XP_002884468.1
OG0017118	Np007G419180	XP_020886782.1
OG0017119	Np007G418790	XP_002882417.1
OG0017120	Np007G418020	XP_002884536.1
OG0017121	Np007G418010	XP_020887893.1
OG0017123	Np007G417680	XP_020886925.1
OG0017124	Np007G417660	XP_020886926.1
OG0017125	Np007G417010	XP_020887523.1
OG0017126	Np007G416930	XP_002882475.1
OG0017129	Np007G416250	XP_002882501.2
OG0017130	Np007G415760	XP_002884639.1
OG0017131	Np007G415490	XP_002884647.1
OG0017132	Np007G415280	XP_020889567.1
OG0017133	Np007G415130	XP_002882544.1
OG0017134	Np007G414620	XP_002882565.1
OG0017135	Np007G414590	XP_002884676.1
OG0017136	Np007G414090	XP_002884702.1
OG0017137	Np006G331810	XP_002879864.1
OG0017138	Np006G332790	XP_020884180.1
OG0017139	Np006G333530, Np006G333490	XP_002881665.1
OG0017140	Np006G333560	XP_020884598.1
OG0017141	Np006G333670	XP_002881659.1, XP_002879803.1
OG0017142	Np006G334160	XP_002881633.1
OG0017143	Np006G334330	XP_002862909.1, XP_002879785.1
OG0017144	Np006G334620	XP_002881623.1
OG0017145	Np006G334640	XP_020885531.1
OG0017146	Np006G339540	XP_020883730.1
OG0017147	Np006G338480	XP_002881465.1
OG0017148	Np006G337980	XP_020883838.1
OG0017149	Np006G337100	XP_002881512.1
OG0017150	Np006G336840	XP_020882976.1
OG0017151	Np006G336780	XP_002881548.1
OG0017152	Np006G335430	XP_020882844.1
OG0017153	Np004G241030	XP_002890098.1
OG0017154	Np004G240760	XP_002892871.1
OG0017155	Np004G240250	XP_020867561.1
OG0017156	Np004G239660	XP_002892913.2
OG0017157	Np004G239600	XP_020870429.1
OG0017158	Np004G239170	XP_002890199.1
OG0017159	Np004G239050	XP_020866550.1
OG0017160	Np004G238930	XP_002890213.1
OG0017161	Np004G238380	XP_020867666.1
OG0017162	Np004G237530	XP_002892999.1
OG0017163	Np004G237770	XP_002892984.1
OG0017164	Np004G237290	XP_020866418.1
OG0017165	Np004G237230	XP_002893004.1
OG0017166	Np004G237190	XP_020867222.1
OG0017167	Np004G237020	XP_020868934.1
OG0017168	Np004G236570	XP_020867020.1
OG0017169	Np004G236060	XP_020870087.1
OG0017170	Np004G235930	XP_020870295.1
OG0017171	Np004G196350	XP_002891592.1
OG0017172	Np004G234500	XP_002890416.2
OG0017173	Np004G233900	XP_020869214.1
OG0017174	Np004G233680	XP_020867400.1
OG0017175	Np004G233600	XP_020866891.1
OG0017176	Np004G233510	XP_002890455.1
OG0017177	Np004G233350	XP_002890465.1
OG0017178	Np004G232470	XP_020867413.1
OG0017179	Np004G232040	XP_020866447.1
OG0017180	Np004G231950	XP_020867352.1
OG0017181	Np004G231750	XP_020866587.1
OG0017182	Np004G231730	XP_002890528.1
OG0017183	Np004G231290	XP_020868531.1
OG0017184	Np004G231080	XP_002890549.1
OG0017185	Np004G230950	XP_020866282.1
OG0017186	Np004G229210	XP_020868788.1
OG0017187	Np004G229100	XP_020868087.1
OG0017188	Np004G227840, Np004G227880, Np004G226640	XP_020868236.1
OG0017189	Np004G226840	XP_020868965.1
OG0017191	Np004G209250	XP_020866581.1
OG0017192	Np004G209530	XP_002893435.1
OG0017193	Np004G210340	XP_002893472.1
OG0017194	Np004G210330	XP_020869066.1
OG0017195	Np004G210320	XP_002890730.1
OG0017196	Np005G282260	XP_020873233.1
OG0017197	Np006G330660	XP_002879907.2
OG0017198	Np005G281010	XP_020873420.1
OG0017199	Np005G280550	XP_020873388.1
OG0017200	Np005G277260	XP_020872158.1
OG0017202	Np006G364740	XP_002878810.1
OG0017203	Np006G364410	XP_002880653.1
OG0017204	Np006G365740	XP_020883248.1
OG0017205	Np006G366130	XP_020884063.1
OG0017206	Np006G367410	XP_020884086.1
OG0017207	Np006G367960	XP_020883069.1, XP_020882977.1
OG0017208	Np006G368530	XP_020885776.1
OG0017209	Np006G368750	XP_020884786.1
OG0017210	Np006G369380	XP_020885783.1
OG0017211	Np006G369520	XP_020883043.1
OG0017212	Np006G369900	XP_020884490.1
OG0017213	Np006G370540	XP_002880385.1
OG0017214	Np006G370650	XP_020883934.1
OG0017215	Np006G356730	XP_020883929.1
OG0017216	Np006G371020	XP_002880362.1
OG0017217	Np004G241800	XP_002892821.1
OG0017218	Np004G242650	XP_002892791.1
OG0017219	Np004G243340	XP_002892762.1
OG0017220	Np004G243680	XP_020870946.1
OG0017221	Np004G244590	XP_002889976.1
OG0017222	Np004G244630	XP_020870521.1
OG0017223	Np004G245140	XP_002892696.1
OG0017224	Np007G414680, Np004G246870	XP_002892647.1
OG0017225	Np004G247070	XP_020866055.1
OG0017226	Np004G247760	XP_020869794.1
OG0017227	Np004G247820	XP_002889837.1
OG0017228	Np004G247880	XP_002892596.1
OG0017229	Np004G248540	XP_020870493.1
OG0017230	Np004G249210	XP_020868176.1
OG0017231	Np004G249120	XP_002892533.1
OG0017233	Np004G249920	XP_002892494.1
OG0017234	Np002G108240	XP_020868305.1
OG0017235	Np004G250020	XP_020867891.1
OG0017238	Np003G132860	XP_002871250.1
OG0017239	Np004G250760	XP_020868668.1
OG0017240	Np004G252320	XP_020869242.1
OG0017241	Np004G253340	XP_002892339.1
OG0017242	Np004G253510	XP_020867246.1
OG0017243	Np004G253820	XP_002889574.1
OG0017244	Np004G254300	XP_020867981.1
OG0017245	Np004G254530	XP_002892286.1
OG0017246	Np004G255080	XP_002892259.2
OG0017247	Np004G255150	XP_002892257.1
OG0017248	Np004G255650	XP_002892229.1
OG0017249	Np004G255910	XP_020867545.1
OG0017250	Np004G256230	XP_020867266.1
OG0017251	Np004G256290	XP_002889489.1
OG0017252	Np004G256770	XP_002892172.2
OG0017253	Np004G256730	XP_020870437.1
OG0017254	Np004G256720	XP_020870438.1
OG0017255	Np004G256650	XP_002889473.1
OG0017256	Np004G256560	XP_002889477.1
OG0017257	Np004G257090	XP_002889453.1
OG0017258	Np004G257190	XP_020868082.1
OG0017259	Np004G258120	XP_020870707.1
OG0017260	Np004G258230	XP_020869556.1
OG0017261	Np004G259390	XP_002889353.2
OG0017262	Np004G259520	XP_002892039.1
OG0017263	Np004G259820	XP_002892026.1
OG0017264	Np004G259890	XP_002892022.1
OG0017265	Np003G141490	XP_002873677.2
OG0017266	Np003G141460	XP_020877561.1
OG0017267	Np003G141440	XP_002873672.1
OG0017268	Np003G141380	XP_002871620.1
OG0017269	Np003G141870	XP_002871641.1
OG0017270	Np003G141880	XP_002871642.1
OG0017271	Np003G141890	XP_002871645.2
OG0017272	Np003G142290	XP_002873720.1
OG0017273	Np003G142130	XP_002871655.1
OG0017274	Np003G143240	XP_002873762.1
OG0017275	Np003G143480	XP_002871717.1
OG0017276	Np003G143900	XP_002873789.2
OG0017277	Np003G144980	XP_002871776.1
OG0017278	Np003G145020	XP_002871777.1
OG0017279	Np003G145150	XP_002873853.1
OG0017280	Np002G089630	XP_020891207.1
OG0017281	Np003G146750	XP_002871850.1
OG0017282	Np003G146870	XP_020878389.1
OG0017283	Np003G146890	XP_002873925.1
OG0017284	Np003G147240	XP_020878276.1
OG0017285	Np001G015090	XP_002874375.1
OG0017286	Np001G015430	XP_020876895.1
OG0017287	Np001G015790	XP_002872319.1
OG0017288	Np001G016190	XP_002865744.1
OG0017289	Np001G016350	XP_020871665.1
OG0017290	Np001G016680	XP_020868402.1
OG0017291	Np001G017790	XP_020886834.1, XP_020871699.1
OG0017292	Np001G017580	XP_002865649.1
OG0017293	Np003G140510	XP_002873623.1
OG0017294	Np003G140450	XP_002873621.1
OG0017295	Np003G132540	XP_002873281.1
OG0017296	Np001G024800	XP_020881183.1
OG0017297	Np004G190290	XP_002891872.1
OG0017298	Np001G018110	XP_002863846.1
OG0017299	Np003G130290	XP_020875953.1
OG0017300	Np003G130260	XP_020876043.1
OG0017301	Np003G130090	XP_002873201.1
OG0017302	Np003G129940	XP_002873197.1
OG0017303	Np003G129560	XP_020876005.1
OG0017304	Np001G013090	XP_020876194.1
OG0017305	Np001G013160	XP_002872172.2
OG0017306	Np001G013030	XP_020879275.1
OG0017307	Np004G238030	XP_020866824.1
OG0017308	Np001G012130	XP_002874226.1
OG0017309	Np001G012020	XP_020878650.1
OG0017310	Np001G011590	XP_020879443.1
OG0017311	Np001G011730	XP_020878373.1
OG0017312	Np001G011480	XP_020878968.1
OG0017313	Np001G011210	XP_002874166.1
OG0017314	Np001G011170	XP_020876098.1
OG0017315	Np001G011140	XP_002874158.1
OG0017316	Np001G010210	XP_002874112.2
OG0017317	Np001G010120	XP_002872036.1
OG0017319	Np003G161080	XP_002864358.1
OG0017320	Np001G009090	XP_020871474.1
OG0017321	Np001G008610	XP_002864758.1
OG0017322	Np001G008510	XP_020871022.1
OG0017323	Np001G008470	XP_020871837.1
OG0017324	Np001G007900	XP_002864771.1
OG0017326	Np001G006630	XP_020888132.1
OG0017327	Np003G154320	XP_020886519.1
OG0017328	Np003G154380	XP_020884474.1
OG0017330	Np001G053080	XP_020879935.1
OG0017331	Np001G052650	XP_002876062.1
OG0017332	Np001G052510	XP_002876051.1
OG0017333	Np001G052350	XP_002876047.1
OG0017334	Np001G052150	XP_002877756.1
OG0017336	Np001G051230	XP_020879797.1
OG0017337	Np003G147570	XP_020878091.1
OG0017338	Np001G049620	XP_002875933.1
OG0017339	Np001G049510	XP_002877634.1
OG0017340	Np001G048820	XP_002875909.1
OG0017341	Np001G048300	XP_002877606.1
OG0017342	Np001G048200	XP_020880356.1
OG0017343	Np001G047810	XP_020881544.1
OG0017345	Np001G047220	XP_002877565.1
OG0017346	Np001G046740	XP_020880765.1
OG0017347	Np001G046600	XP_002877513.1
OG0017348	Np001G046220	XP_002877491.1
OG0017349	Np005G306050	XP_002868306.2
OG0017350	Np001G044920	XP_020882333.1
OG0017351	Np001G044080	XP_020882326.1
OG0017352	Np001G044130	XP_020882327.1
OG0017353	Np001G043950	XP_002877331.1
OG0017354	Np001G043260	XP_020880183.1
OG0017355	Np001G018320	XP_002873983.1
OG0017356	Np002G090930	XP_002887144.1
OG0017357	Np002G091160	XP_020890981.1
OG0017358	Np003G140620	XP_002871585.1
OG0017359	Np002G090670	XP_002888633.1
OG0017360	Np002G090770	XP_002887148.1
OG0017361	Np002G088250	XP_002888685.1
OG0017362	Np002G087520	XP_002888705.1
OG0017363	Np002G087410	XP_020889982.1
OG0017364	Np006G368790	XP_002864008.1
OG0017365	Np002G087010	XP_020890389.1
OG0017366	Np002G086960	XP_002887239.1
OG0017367	Np002G086470	XP_020890538.1
OG0017368	Np002G085060	XP_020891070.1
OG0017369	Np002G085050	XP_020891067.1
OG0017370	Np002G084650	XP_002888793.1
OG0017371	Np002G084340	XP_002887339.1
OG0017372	Np002G084080	XP_002888819.1
OG0017373	Np002G084060	XP_020866188.1, XP_020889709.1
OG0017374	Np002G083630	XP_020890592.1
OG0017375	Np002G074220	XP_020889797.1
OG0017376	Np002G074240	XP_020890666.1
OG0017377	Np002G074920	XP_002887686.1
OG0017378	Np002G074950	XP_020891155.1
OG0017379	Np002G075050	XP_002889139.1
OG0017380	Np002G075520	XP_002887666.1
OG0017382	Np002G076090	XP_020890180.1
OG0017383	Np002G076110	XP_020891319.1
OG0017384	Np002G076810	XP_002889066.1
OG0017385	Np002G077260	XP_020865899.1
OG0017386	Np002G077430	XP_020889665.1
OG0017387	Np004G235760	XP_002893065.1
OG0017388	Np002G078590	XP_002887568.1
OG0017389	Np002G079000	XP_002887551.1
OG0017390	Np002G079360	XP_020891466.1
OG0017391	Np003G147360	XP_002873946.2
OG0017392	Np002G079800	XP_020889879.1
OG0017393	Np005G309760	XP_020873887.1
OG0017394	Np002G080320	XP_002887503.1
OG0017395	Np002G080800	XP_020890520.1
OG0017396	Np002G081130	XP_020891597.1
OG0017397	Np002G081270	XP_002888923.1
OG0017398	Np002G081410	XP_020890507.1
OG0017399	Np002G081650	XP_002887466.1
OG0017400	Np002G082240	XP_020890795.1
OG0017401	Np002G073290	XP_020890467.1
OG0017402	Np002G072990	XP_020890459.1
OG0017403	Np002G072550	XP_002889232.2
OG0017404	Np002G072110	XP_020890016.1
OG0017405	Np002G072060	XP_020865602.1
OG0017406	Np002G071670	XP_020890546.1
OG0017407	Np002G071540	XP_002887806.1
OG0017408	Np002G071390	XP_020891161.1
OG0017409	Np002G070560	XP_020890175.1
OG0017411	Np002G070220	XP_020891641.1
OG0017412	Np002G070200	XP_020891640.1
OG0017413	Np002G070170	XP_020891107.1
OG0017414	Np007G408320	XP_020885864.1
OG0017415	Np007G407980	XP_002884949.1
OG0017416	Np007G407770	XP_020888715.1
OG0017417	Np007G407360	XP_020888685.1
OG0017418	Np007G406940	XP_020888911.1
OG0017419	Np007G406700	XP_020888926.1
OG0017422	Np007G404740	XP_020888829.1
OG0017423	Np007G404590	XP_020886303.1
OG0017424	Np007G404570	XP_002882915.1
OG0017425	Np007G404030	XP_020887705.1
OG0017427	Np007G390560	XP_020887440.1
OG0017428	Np004G237730	XP_020889149.1
OG0017429	Np007G391510	XP_002883027.1
OG0017430	Np007G393270	XP_002883094.1
OG0017431	Np007G394350	XP_002883132.1
OG0017432	Np003G163140	XP_020889532.1
OG0017433	Np007G395380	XP_020887457.1
OG0017434	Np007G395940	XP_020887981.1
OG0017435	Np007G396930	XP_020887491.1
OG0017436	Np007G396970	XP_002885321.2
OG0017437	Np007G397080	XP_002885324.1
OG0017438	Np007G397470	XP_020887587.1
OG0017439	Np007G397480	XP_020886411.1
OG0017440	Np007G381650	XP_020887249.1
OG0017441	Np007G381270	XP_002885434.1
OG0017442	Np007G381260	XP_020889387.1
OG0017443	Np007G381870	XP_002885454.1
OG0017445	Np007G383220	XP_020886716.1
OG0017446	Np003G168100	XP_020873069.1
OG0017447	Np007G383560	XP_002885522.1
OG0017448	Np007G384320	XP_020888865.1
OG0017449	Np007G385260	XP_002883453.1
OG0017450	Np007G387040	XP_002883523.1
OG0017451	Np007G387050	XP_020887899.1
OG0017452	Np007G387410	XP_002883551.1
OG0017453	Np007G387590	XP_020887087.1
OG0017454	Np006G363620	XP_002880696.1
OG0017455	Np007G389050	XP_020887057.1
OG0017456	Np005G294480	XP_020889549.1
OG0017457	Np007G380030	XP_020888617.1
OG0017458	Np007G379850	XP_002883803.1
OG0017459	Np007G389600	XP_002885810.1
OG0017460	Np007G379790	XP_002885891.1
OG0017461	Np007G379500	XP_002883829.2
OG0017463	Np007G377380	XP_020886225.1
OG0017464	Np007G376180	XP_020887614.1
OG0017465	Np007G375920	XP_020889261.1
OG0017466	Np007G375550	XP_020887343.1, XP_020886304.1
OG0017467	Np007G375380	XP_020885852.1
OG0017468	Np007G374530	XP_020888399.1
OG0017469	Np007G373730	XP_002886259.2
OG0017470	Np007G373410	XP_020888902.1
