Orthogroup	Noccaea_praecox	Odontarrhena_muralis
OG0016790	Np003G155990	Om006G249350
OG0016791	Np003G155930	Om006G249260
OG0016792	Np003G155120	Om006G248340
OG0016794	Np003G138220	Om004G163520
OG0016795	Np003G138070	Om004G163760
OG0016796	Np003G137880	Om004G164030
OG0016797	Np003G137710	Om004G164270
OG0016798	Np003G137380	Om004G164560
OG0016799	Np003G137260	Om004G164660
OG0016800	Np003G137200	Om004G164740
OG0016802	Np003G136790	Om004G165420
OG0016803	Np003G136590	Om004G165670
OG0016804	Np003G136580	Om004G165680
OG0016805	Np003G136320	Om004G165990
OG0016806	Np003G136220	Om004G166170
OG0016807	Np003G135510	Om004G166830
OG0016808	Np003G135420	Om004G166960
OG0016809	Np003G135340	Om004G167050
OG0016810	Np003G135280	Om004G167090
OG0016811	Np003G135270	Om004G167100
OG0016812	Np003G134510, Np003G134540	Om004G167740
OG0016813	Np003G134230	Om004G167990
OG0016814	Np003G134170	Om004G168050
OG0016815	Np003G134130	Om004G168090
OG0016816	Np003G133320	Om004G168940
OG0016817	Np005G292490	Om001G001500
OG0016818	Np005G292350	Om001G001770
OG0016819	Np005G291960	Om001G001980
OG0016820	Np005G291260	Om001G002650
OG0016821	Np005G290430	Om001G003250
OG0016822	Np005G290170	Om001G003730
OG0016823	Np005G289960	Om001G004080
OG0016824	Np005G289460	Om001G004590, Om001G004580
OG0016825	Np005G288620	Om001G005560
OG0016826	Np005G288600	Om001G005580
OG0016827	Np005G288400	Om001G005910
OG0016828	Np005G288260	Om001G006060
OG0016829	Np005G287350	Om001G006660
OG0016830	Np005G287580	Om001G006960
OG0016831	Np005G286960	Om001G007400
OG0016832	Np005G286720	Om001G007800
OG0016833	Np005G286360	Om001G008110
OG0016834	Np005G285490	Om001G008940
OG0016835	Np004G206430	Om001G012350
OG0016836	Np004G208400	Om001G012930
OG0016837	Np004G208540	Om001G013090
OG0016838	Np004G224140	Om001G013490
OG0016839	Np004G204030	Om001G013530
OG0016840	Np004G204670	Om001G014280
OG0016841	Np001G042870	Om003G092720
OG0016842	Np004G202410	Om001G015030
OG0016843	Np004G203450	Om001G016590
OG0016844	Np004G203640	Om001G016700
OG0016845	Np003G155110	Om006G248320
OG0016846	Np004G200640	Om007G287130
OG0016847	Np004G200800	Om007G287230
OG0016848	Np004G200880	Om007G287280
OG0016849	Np004G200900	Om007G287300
OG0016850	Np004G210460	Om007G287370
OG0016851	Np004G210450	Om007G287380
OG0016852	Np004G201940	Om007G287550
OG0016853	Np004G210680	Om007G288180
OG0016854	Np004G210500	Om007G287920
OG0016855	Np004G211220	Om007G288670
OG0016856	Np004G211230	Om007G288680
OG0016858	Np004G211740	Om007G289160
OG0016859	Np004G212640	Om007G289930
OG0016860	Np004G212870	Om007G290130
OG0016861	Np006G363760	Om001G023110
OG0016863	Np004G213010	Om007G290220
OG0016864	Np004G213050	Om007G290260
OG0016865	Np004G213520	Om007G290810
OG0016866	Np004G213930	Om007G291120
OG0016867	Np004G214100	Om007G291260
OG0016869	Np005G266720	Om001G034820
OG0016871	Np005G267390	Om001G035400
OG0016872	Np005G267900	Om001G035970
OG0016874	Np003G141340	Om001G037050
OG0016875	Np005G268920	Om001G037450
OG0016877	Np005G262630	Om001G039110
OG0016878	Np005G262300	Om001G039520
OG0016879	Np005G262000	Om001G039800
OG0016880	Np005G261860	Om001G039900
OG0016881	Np005G261770	Om001G040070
OG0016882	Np005G261700	Om001G040200
OG0016883	Np005G261210	Om001G040760
OG0016884	Np005G260950	Om001G040960
OG0016885	Np005G260650	Om001G041240
OG0016886	Np005G260560	Om001G041350
OG0016887	Np005G260370	Om001G041580
OG0016888	Np005G260320	Om001G041610
OG0016889	Np005G260140	Om001G041770
OG0016890	Np005G260060, Np005G318760	Om001G041860
OG0016891	Np005G260030	Om001G041890
OG0016892	Np005G309450	Om002G085090
OG0016893	Np005G310620	Om008G341500
OG0016895	Np005G312390	Om007G314180
OG0016896	Np005G312420	Om007G314160
OG0016897	Np005G315120	Om004G132060
OG0016900	Np005G315980	Om007G316120
OG0016901	Np005G316140	Om007G316190
OG0016903	Np004G248690	Om005G188670
OG0016904	Np007G424950	Om002G042510
OG0016906	Np004G217100	Om007G292540
OG0016907	Np003G184620	Om008G347920
OG0016908	Np003G175440	Om008G345310
OG0016909	Np001G046960	Om006G266110
OG0016911	Np006G343590	Om008G340780
OG0016912	Np006G343900	Om008G340940
OG0016913	Np001G041560	Om008G341140
OG0016914	Np001G041690	Om008G341270
OG0016915	Np001G042220	Om008G341960
OG0016916	Np001G042930	Om008G342920
OG0016919	Np003G177860	Om008G346440
OG0016920	Np003G179670	Om008G350550
OG0016921	Np003G180550	Om008G351540
OG0016922	Np003G182350, Np007G400100	Om008G353170
OG0016923	Np003G182930	Om008G353610
OG0016924	Np003G183030	Om008G353680
OG0016925	Np003G184010	Om008G354680
OG0016926	Np003G184700	Om008G355170
OG0016927	Np003G184870	Om008G355460
OG0016928	Np004G251000	Om005G186320
OG0016929	Np001G039600	Om008G356210
OG0016930	Np001G036980	Om008G358590
OG0016931	Np007G405700	Om002G059260
OG0016932	Np005G309830	Om003G106020
OG0016933	Np003G126990	Om004G175230
OG0016934	Np001G032100	Om008G362770
OG0016935	Np002G079430	Om008G362230
OG0016936	Np001G032680	Om005G212740
OG0016937	Np005G310090	Om003G106160
OG0016938	Np001G031540	Om003G100280
OG0016939	Np005G310050	Om005G190830
OG0016940	Np005G309920	Om003G106060
OG0016941	Np007G388530	Om002G075920
OG0016942	Np007G388550	Om002G075960
OG0016943	Np005G310000	Om003G106110
OG0016944	Np007G389190	Om002G077330
OG0016945	Np005G310390	Om003G106760
OG0016946	Np005G309770	Om003G105900
OG0016947	Np005G307860	Om003G104740
OG0016948	Np005G308260	Om003G104410
OG0016949	Np005G309340	Om003G103960
OG0016950	Np005G307070	Om003G103780
OG0016951	Np005G306290	Om003G103470
OG0016952	Np005G306040	Om003G103350
OG0016953	Np005G304030	Om003G102270
OG0016954	Np005G304010	Om003G102240
OG0016955	Np005G303990	Om003G102220
OG0016956	Np005G303850	Om003G102150
OG0016957	Np005G303530	Om003G101920
OG0016958	Np005G302920	Om003G101520
OG0016959	Np005G316160	Om007G316220
OG0016960	Np005G316180	Om007G316250
OG0016961	Np001G000180	Om006G229080
OG0016962	Np005G317720	Om007G317010
OG0016963	Np005G318100	Om007G317320
OG0016965	Np005G319630	Om007G318300
OG0016966	Np005G319680, Np005G319700	Om007G318260
OG0016967	Np005G319990	Om007G318230
OG0016969	Np005G319430	Om007G318380
OG0016970	Np003G188050	Om006G242150
OG0016971	Np006G320440	Om008G318650
OG0016972	Np006G320510	Om008G318690
OG0016973	Np001G012660	Om006G239980
OG0016974	Np006G321130	Om008G319280
OG0016975	Np006G321370	Om008G319480
OG0016976	Np006G322180	Om008G320190
OG0016977	Np006G322280	Om008G320260
OG0016978	Np006G322660	Om008G320650
OG0016979	Np006G323090	Om008G321120
OG0016981	Np006G324900	Om008G322730
OG0016982	Np006G325340	Om008G323040, Om008G323050
OG0016983	Np006G326010	Om008G323990
OG0016984	Np006G326200	Om008G324120
OG0016985	Np006G326290	Om008G324300
OG0016986	Np001G064680	Om003G123690
OG0016987	Np006G327080	Om008G325350
OG0016988	Np006G327360	Om008G325560
OG0016989	Np005G292200, Np006G327880	Om008G326080
OG0016990	Np006G329340	Om008G327660
OG0016991	Np006G330030, Np006G329990	Om008G327850
OG0016992	Np006G330140	Om008G327980
OG0016995	Np003G125250	Om004G176960
OG0016996	Np003G125410	Om004G176780
OG0016997	Np003G125450	Om004G176740
OG0016998	Np003G125500	Om004G176710
OG0016999	Np003G125530	Om004G176680
OG0017000	Np003G125780	Om004G176410
OG0017001	Np003G125810	Om004G176380
OG0017002	Np003G126180	Om004G176080
OG0017003	Np003G126390	Om004G175870
OG0017004	Np003G126400	Om004G175910
OG0017005	Np003G126580	Om004G175730
OG0017006	Np003G126980	Om004G175240
OG0017007	Np003G127660	Om004G174330
OG0017008	Np003G128530	Om004G173390
OG0017009	Np003G147720	Om006G241170
OG0017011	Np003G148620	Om006G242070
OG0017012	Np003G148570	Om006G242010
OG0017013	Np003G149290	Om006G242760
OG0017014	Np003G149490	Om006G242920
OG0017015	Np003G150380	Om006G243740
OG0017016	Np003G150750	Om006G244130
OG0017017	Np003G150940	Om006G244270
OG0017018	Np003G152350	Om006G245550
OG0017019	Np003G152900	Om006G246030
OG0017020	Np001G006570	Om006G234630
OG0017021	Np001G005660	Om006G234010
OG0017022	Np001G005450	Om006G233850
OG0017023	Np001G005120	Om006G233540
OG0017024	Np001G004950	Om006G233440
OG0017025	Np001G003970	Om006G232550
OG0017026	Np001G003740	Om006G232370
OG0017027	Np001G003670	Om006G232290
OG0017028	Np001G003520	Om006G232130
OG0017029	Np001G003510	Om006G232120
OG0017030	Np001G002970	Om006G231680
OG0017031	Np001G002880	Om006G231600
OG0017033	Np001G002560	Om006G231270
OG0017034	Np001G002470	Om006G231180
OG0017035	Np001G002370	Om006G231020
OG0017036	Np001G002340	Om006G230980
OG0017037	Np001G001810	Om006G230480
OG0017038	Np001G001530	Om006G230250
OG0017039	Np001G001130	Om006G229920
OG0017040	Np001G000860	Om006G229730
OG0017041	Np001G000550	Om006G229390
OG0017042	Np001G000240	Om006G229130
OG0017043	Np001G000150	Om006G229060
OG0017044	Np003G189890	Om004G157030
OG0017045	Np003G189440	Om004G157470
OG0017046	Np003G188690	Om004G158210
OG0017047	Np003G188260	Om004G158480
OG0017048	Np003G188240	Om004G158500
OG0017051	Np004G210470	Om007G287360
OG0017053	Np003G186490	Om004G160010
OG0017054	Np001G040100	Om007G293010
OG0017055	Np001G040800	Om007G277700
OG0017056	Np001G040970	Om007G277780
OG0017057	Np001G040980	Om007G277790
OG0017058	Np001G041210	Om007G277930
OG0017059	Np006G357300	Om007G278980
OG0017060	Np006G355680	Om007G280000
OG0017061	Np006G355610	Om007G280040
OG0017062	Np006G355220	Om007G280370
OG0017063	Np006G348300, Np006G354620	Om007G280880
OG0017065	Np006G347260	Om007G281410
OG0017068	Np006G360040	Om007G283100
OG0017069	Np006G359780	Om007G283320
OG0017070	Np006G359690	Om007G283400
OG0017071	Np006G359210	Om007G283660
OG0017072	Np006G358880	Om007G283940
OG0017073	Np006G358830	Om007G283980
OG0017074	Np006G358250	Om007G284350
OG0017075	Np006G361370	Om007G285070
OG0017076	Np006G361650	Om007G285250
OG0017077	Np006G362210	Om007G285490
OG0017078	Np006G362230	Om007G285520
OG0017079	Np006G362250	Om007G285530
OG0017080	Np006G362440	Om004G149450
OG0017081	Np006G362510	Om007G297680
OG0017085	Np006G363020	Om004G132250
OG0017086	Np006G363210	Om005G228250
OG0017087	Np006G363200	Om004G150840
OG0017088	Np005G277670	Om001G020670
OG0017089	Np005G277830	Om002G072620
OG0017091	Np005G278040	Om001G020200
OG0017092	Np005G278050	Om001G020190
OG0017093	Np005G278120	Om001G020070
OG0017094	Np007G424980	Om002G042480
OG0017095	Np007G424960	Om002G042500
OG0017096	Np007G425130	Om002G042390
OG0017097	Np007G425190	Om002G042320
OG0017098	Np007G425390	Om002G042110
OG0017099	Np007G425480	Om002G042010
OG0017100	Np005G279260	Om001G017790
OG0017103	Np005G278690	Om001G019080
OG0017104	Np005G278910	Om001G018730
OG0017105	Np007G423860	Om002G043410
OG0017106	Np007G423730	Om002G043500
OG0017107	Np007G423030	Om006G263580, Om002G044140
OG0017108	Np007G422920	Om002G044260
OG0017109	Np007G422900	Om002G044290
OG0017110	Np007G422510	Om002G044640
OG0017111	Np007G422330	Om002G044760
OG0017112	Np007G422120	Om002G044980
OG0017113	Np007G421750	Om002G045170
OG0017114	Np007G421240	Om002G045710
OG0017115	Np005G318400, Np007G420330	Om002G046410
OG0017116	Np007G420090, Np007G420100	Om002G046580
OG0017118	Np007G419180	Om002G047300
OG0017119	Np007G418790	Om002G047590
OG0017120	Np007G418020	Om002G048150
OG0017121	Np007G418010	Om002G048160
OG0017123	Np007G417680	Om002G048400
OG0017124	Np007G417660	Om002G048420
OG0017125	Np007G417010	Om002G049080
OG0017126	Np007G416930	Om002G049130
OG0017129	Np007G416250	Om002G049660
OG0017131	Np007G415490	Om002G050120
OG0017132	Np007G415280	Om002G050330
OG0017133	Np007G415130	Om002G050470
OG0017134	Np007G414620	Om002G050810
OG0017135	Np007G414590	Om002G050840
OG0017136	Np007G414090	Om002G051290
OG0017137	Np006G331810	Om008G330100
OG0017138	Np006G332790	Om008G331250
OG0017139	Np006G333530, Np006G333490	Om008G331710
OG0017140	Np006G333560	Om008G331740
OG0017141	Np006G333670	Om008G331820
OG0017142	Np006G334160	Om008G332370
OG0017144	Np006G334620	Om008G332850
OG0017146	Np006G339540	Om008G337610
OG0017147	Np006G338480	Om008G336670
OG0017149	Np006G337100	Om008G335530
OG0017150	Np006G336840	Om008G335140
OG0017151	Np006G336780	Om008G335080
OG0017152	Np006G335430	Om008G333760
OG0017153	Np004G241030	Om005G196030
OG0017154	Np004G240760	Om005G196250
OG0017155	Np004G240250	Om005G196860
OG0017156	Np004G239660	Om005G197480
OG0017157	Np004G239600	Om005G197540
OG0017158	Np004G239170	Om005G198180
OG0017159	Np004G239050	Om005G198240
OG0017160	Np004G238930	Om005G198350
OG0017161	Np004G238380	Om005G198980
OG0017162	Np004G237530	Om005G199960
OG0017163	Np004G237770	Om005G199640
OG0017164	Np004G237290	Om005G200150
OG0017165	Np004G237230	Om005G200270
OG0017166	Np004G237190	Om005G200320
OG0017167	Np004G237020	Om005G200490
OG0017168	Np004G236570	Om005G200980
OG0017169	Np004G236060	Om005G201460
OG0017170	Np004G235930	Om005G201540
OG0017171	Np004G196350	Om003G096570
OG0017172	Np004G234500	Om005G203090
OG0017173	Np004G233900	Om005G203770
OG0017174	Np004G233680	Om005G203980
OG0017175	Np004G233600	Om005G204070
OG0017176	Np004G233510	Om005G204120
OG0017177	Np004G233350	Om005G204210
OG0017178	Np004G232470	Om005G204790
OG0017179	Np004G232040	Om005G205070
OG0017180	Np004G231950	Om005G205140
OG0017181	Np004G231750	Om005G205240
OG0017182	Np004G231730	Om005G205160
OG0017183	Np004G231290	Om005G205380
OG0017184	Np004G231080	Om005G205640
OG0017185	Np004G230950	Om005G205710
OG0017186	Np004G229210	Om004G144540
OG0017187	Np004G229100	Om004G144600
OG0017189	Np004G226840	Om004G145500
OG0017191	Np004G209250	Om004G147270
OG0017192	Np004G209530	Om002G048440
OG0017195	Np004G210320	Om001G008950
OG0017196	Np005G282260	Om004G151270
OG0017197	Np006G330660	Om005G211840, Om008G328680, Om008G328690
OG0017198	Np005G281010	Om007G286220
OG0017199	Np005G280550	Om007G286600
OG0017200	Np005G277260	Om001G021440
OG0017202	Np006G364740	Om004G154510
OG0017204	Np006G365740	Om006G239180
OG0017206	Np006G367410	Om004G152010
OG0017208	Np006G368530	Om004G154170
OG0017209	Np006G368750	Om004G154020
OG0017210	Np006G369380	Om004G153540
OG0017211	Np006G369520	Om004G153480
OG0017212	Np006G369900	Om004G155990
OG0017213	Np006G370540	Om004G156030
OG0017214	Np006G370650	Om004G156140
OG0017215	Np006G356730	Om004G156320
OG0017216	Np006G371020	Om004G156370
OG0017217	Np004G241800	Om005G195130
OG0017218	Np004G242650	Om005G194190
OG0017219	Np004G243340	Om005G193470
OG0017220	Np004G243670, Np004G243680	Om005G193220
OG0017221	Np004G244590	Om005G192440
OG0017222	Np004G244630	Om005G192400
OG0017223	Np004G245140	Om005G192060
OG0017224	Np007G414680, Np004G246870	Om005G190450
OG0017225	Np004G247070	Om005G190230
OG0017226	Np004G247760	Om005G189610
OG0017227	Np004G247820	Om005G189500
OG0017228	Np004G247880	Om005G189460
OG0017229	Np004G248540	Om005G188830
OG0017230	Np004G249210	Om005G188170
OG0017231	Np004G249120	Om005G188250
OG0017233	Np004G249920	Om005G187280
OG0017234	Np002G108240	Om005G216940
OG0017235	Np004G250020	Om005G187200
OG0017238	Np003G132860	Om004G169370
OG0017239	Np004G250760	Om005G186560
OG0017240	Np004G252320	Om005G184820
OG0017241	Np004G253340	Om005G183870
OG0017242	Np004G253510	Om005G183700
OG0017244	Np004G254300	Om005G182980
OG0017245	Np004G254530	Om005G182760
OG0017246	Np004G255080	Om005G182220
OG0017247	Np004G255150	Om005G182190
OG0017248	Np004G255650	Om005G181500
OG0017249	Np004G255910	Om005G181760
OG0017250	Np004G256230	Om005G181140
OG0017251	Np004G256290	Om005G181080
OG0017252	Np004G256770	Om005G180550
OG0017253	Np004G256730	Om005G180650
OG0017254	Np004G256720	Om005G180700
OG0017255	Np004G256650	Om005G180770
OG0017256	Np004G256560	Om007G292970
OG0017257	Np004G257090	Om005G180230
OG0017258	Np004G257190	Om005G180080
OG0017259	Np004G258120	Om005G179150
OG0017260	Np004G258230	Om005G179110
OG0017261	Np004G259390	Om005G178130
OG0017262	Np004G259520	Om005G177920
OG0017263	Np004G259820	Om005G177660
OG0017264	Np004G259890	Om005G177590
OG0017265	Np003G141490	Om007G301130
OG0017266	Np003G141460	Om007G301220
OG0017267	Np003G141440	Om007G301240
OG0017268	Np003G141380	Om007G301310
OG0017269	Np003G141870	Om007G300480
OG0017270	Np003G141880	Om007G300470
OG0017271	Np003G141890	Om007G300450
OG0017272	Np003G142290	Om007G299970
OG0017273	Np003G142130	Om007G300120
OG0017274	Np003G143240	Om007G298710
OG0017275	Np003G143480	Om007G298310
OG0017276	Np003G143900	Om007G297860
OG0017277	Np003G144980	Om007G296730
OG0017278	Np003G145020	Om007G296690
OG0017279	Np003G145150	Om007G296520
OG0017280	Np002G089630	Om005G211170
OG0017281	Np003G146750	Om007G295010
OG0017282	Np003G146870	Om007G295110
OG0017283	Np003G146890	Om007G295130
OG0017284	Np003G147240	Om007G294740
OG0017285	Np001G015090	Om007G293580, Om003G097240
OG0017286	Np001G015430	Om007G293390
OG0017287	Np001G015790	Om007G303260
OG0017288	Np001G016190	Om007G303490
OG0017289	Np001G016350	Om007G303530
OG0017291	Np001G017790	Om007G308130
OG0017292	Np001G017580	Om009G364010
OG0017293	Np003G140510	Om004G161050
OG0017294	Np003G140450	Om004G161150
OG0017295	Np003G132540	Om004G169790
OG0017296	Np001G024800	Om006G274090
OG0017297	Np004G190290	Om003G089610
OG0017298	Np001G018110	Om006G241550
OG0017299	Np003G130290	Om004G171810
OG0017300	Np003G130260	Om004G171840
OG0017301	Np003G130090	Om004G171870
OG0017302	Np003G129940	Om004G171980
OG0017303	Np003G129560	Om004G172390
OG0017304	Np001G013090	Om006G240270
OG0017305	Np001G013160	Om006G240340
OG0017307	Np004G238030	Om005G199460
OG0017308	Np001G012130	Om006G239480
OG0017309	Np001G012020	Om006G239390
OG0017310	Np001G011590	Om006G238960
OG0017311	Np001G011730	Om006G239030
OG0017312	Np001G011480	Om006G238900
OG0017313	Np001G011210	Om006G238680
OG0017314	Np001G011170	Om006G238630
OG0017315	Np001G011140	Om006G238620
OG0017316	Np001G010210	Om006G237630
OG0017317	Np001G010120	Om006G237580
OG0017319	Np003G161080	Om003G116520
OG0017320	Np001G009090	Om006G236570
OG0017321	Np001G008610	Om006G236200
OG0017322	Np001G008510	Om006G236110
OG0017323	Np001G008470	Om006G236040
OG0017324	Np001G007900	Om006G235970
OG0017326	Np001G006630	Om006G234730
OG0017327	Np003G154320	Om006G247580
OG0017328	Np003G154380	Om006G247640
OG0017330	Np001G053080	Om006G257420
OG0017331	Np001G052650	Om006G257840
OG0017332	Np001G052510	Om006G258120
OG0017333	Np001G052350	Om006G258250
OG0017334	Np001G052150	Om006G258380
OG0017336	Np001G051230	Om006G259260
OG0017337	Np003G147570	Om006G241110
OG0017338	Np001G049620	Om006G261170
OG0017339	Np001G049510	Om006G261290
OG0017340	Np001G048820	Om006G262300
OG0017341	Np001G048300	Om006G262820
OG0017342	Np001G048200	Om006G263050
OG0017343	Np001G047810	Om006G263770
OG0017346	Np001G046740	Om006G266500
OG0017347	Np001G046600	Om006G266720
OG0017348	Np001G046220	Om006G267140
OG0017349	Np005G306050	Om003G103360
OG0017351	Np001G044080	Om006G268840
OG0017352	Np001G044130	Om006G269090
OG0017354	Np001G043260	Om006G268400
OG0017355	Np001G018320	Om002G050490
OG0017356	Np002G090930	Om005G211960
OG0017357	Np002G091160	Om005G212050
OG0017358	Np003G140620	Om004G160930
OG0017359	Np002G090670	Om005G211800
OG0017360	Np002G090770	Om005G211860
OG0017361	Np002G088250	Om005G210250
OG0017362	Np002G087520	Om005G209740
OG0017363	Np002G087410	Om005G209710
OG0017364	Np006G368790	Om005G178340
OG0017365	Np002G087010	Om005G209360
OG0017366	Np002G086960	Om005G209330
OG0017367	Np002G086470	Om005G208990
OG0017368	Np002G085060	Om005G207380
OG0017369	Np002G085050	Om005G207370
OG0017370	Np002G084650	Om005G207180
OG0017371	Np002G084340	Om005G206900
OG0017372	Np002G084080	Om005G206740
OG0017373	Np002G084060	Om005G206720
OG0017374	Np002G083630	Om005G206230
OG0017375	Np002G074220	Om004G134060
OG0017376	Np002G074240	Om004G134090
OG0017377	Np002G074920	Om004G134760
OG0017378	Np002G074950	Om004G134790
OG0017379	Np002G075050	Om004G134880
OG0017380	Np002G075520	Om004G135290
OG0017382	Np002G076090	Om004G135770
OG0017383	Np002G076110	Om004G135790
OG0017384	Np002G076810	Om004G136630
OG0017385	Np002G077260	Om004G137080
OG0017386	Np002G077430	Om004G137350
OG0017387	Np004G235760	Om005G201700
OG0017388	Np002G078590	Om004G138780
OG0017389	Np002G079000	Om004G139100
OG0017390	Np002G079360	Om004G139650
OG0017391	Np003G147360	Om006G241040
OG0017392	Np002G079800	Om004G140070
OG0017393	Np005G309760	Om007G285170
OG0017394	Np002G080320	Om004G140680
OG0017395	Np002G080800	Om004G140780
OG0017396	Np002G081130	Om004G141150
OG0017397	Np002G081270	Om004G141350
OG0017398	Np002G081410	Om004G141780
OG0017399	Np002G081650	Om004G141990
OG0017400	Np002G082240	Om004G142430
OG0017401	Np002G073290	Om004G133030
OG0017402	Np002G072990	Om004G132670
OG0017403	Np002G072550	Om004G132140
OG0017404	Np002G072110	Om004G131690
OG0017405	Np002G072060	Om004G131600
OG0017406	Np002G071670	Om004G131360
OG0017407	Np002G071540	Om004G131230
OG0017408	Np002G071390	Om004G131110
OG0017409	Np002G070560	Om004G130060
OG0017411	Np002G070220	Om004G129650
OG0017412	Np002G070200	Om004G129630
OG0017413	Np002G070170	Om004G129610
OG0017414	Np007G408320	Om002G056860
OG0017415	Np007G407980	Om002G057170
OG0017416	Np007G407770	Om002G057430
OG0017417	Np007G407360	Om002G057840
OG0017418	Np007G406940	Om002G058060
OG0017419	Np007G406700	Om002G058180
OG0017422	Np007G404740	Om002G060210
OG0017423	Np007G404590	Om002G060320
OG0017424	Np007G404570	Om002G060340
OG0017425	Np007G404030	Om002G060670
OG0017427	Np007G390560	Om002G062240
OG0017428	Np004G237730	Om002G062570, Om002G062580
OG0017429	Np007G391510	Om002G063150
OG0017430	Np007G393270	Om002G064620
OG0017431	Np007G394350	Om002G065490
OG0017433	Np007G395380	Om002G066170
OG0017434	Np007G395940	Om002G066580
OG0017435	Np007G396930	Om002G067030
OG0017436	Np007G396970	Om002G067070
OG0017437	Np007G397080	Om002G067130
OG0017438	Np007G397470	Om002G067160
OG0017439	Np007G397480	Om002G067170
OG0017440	Np007G381650	Om002G069610
OG0017441	Np007G381270	Om002G069380
OG0017442	Np007G381260	Om002G069360
OG0017443	Np007G381870	Om002G069700
OG0017445	Np007G383220	Om002G070790
OG0017446	Np003G168100	Om003G112780
OG0017447	Np007G383560	Om002G071070
OG0017448	Np007G384320	Om002G071850
OG0017449	Np007G385260	Om002G072760
OG0017450	Np007G387040	Om002G074120
OG0017451	Np007G387050	Om002G074130
OG0017452	Np007G387410	Om002G074440
OG0017453	Np007G387590	Om002G074740
OG0017454	Np006G363620	Om004G150520
OG0017455	Np007G389050	Om002G076470
OG0017456	Np005G294480	Om002G078850
OG0017457	Np007G380030	Om008G327400
OG0017458	Np007G379850	Om002G079480
OG0017459	Np007G389600	Om002G077710
OG0017460	Np007G379790	Om002G079560
OG0017461	Np007G379500	Om002G080150
OG0017462	Np007G377690	Om002G082110
OG0017464	Np007G376180	Om002G083750
OG0017465	Np007G375920	Om002G084020
OG0017466	Np007G375550	Om002G084360
OG0017467	Np007G375380	Om002G084530
OG0017468	Np007G374530	Om002G085730
OG0017469	Np007G373730	Om002G086180
OG0017470	Np007G373410	Om002G087000
OG0017471	Np007G372440	Om002G087870
OG0017472	Np007G372190	Om002G088080
OG0017473	Np007G372120	Om002G088170
OG0017474	Np005G276510	Om001G022570
OG0017475	Np007G371640	Om002G088560
OG0017476	Np003G144060	Om008G324690
OG0017477	Np007G371690	Om002G088530
OG0017478	Np007G371540	Om002G088640
OG0017479	Np007G371520	Om002G088650
OG0017480	Np004G190130	Om003G089440
OG0017481	Np004G190560	Om003G089820
OG0017482	Np004G190730	Om003G090040
OG0017483	Np004G190880	Om003G090190
OG0017484	Np004G191300	Om003G090690
OG0017485	Np004G191440	Om003G090920
OG0017486	Np004G191490	Om003G090950
OG0017487	Np004G191500	Om003G090960
OG0017488	Np004G191720	Om003G091250
OG0017489	Np004G192260	Om003G091870
OG0017490	Np004G192580	Om003G092260
OG0017491	Np004G193500	Om003G093510
OG0017492	Np004G193530	Om003G093530
OG0017493	Np004G194230	Om003G094280
OG0017494	Np004G194290	Om003G094390
OG0017496	Np004G196540	Om003G096860
OG0017497	Np004G196840	Om003G097280
OG0017498	Np004G197160	Om003G097640
OG0017499	Np004G198670	Om003G098900
OG0017500	Np004G198760	Om003G099000
OG0017501	Np004G198790	Om003G099030
OG0017502	Np004G199160	Om003G099250
OG0017503	Np004G199220	Om003G099340
OG0017504	Np004G199630	Om003G099650
OG0017506	Np005G300750	Om003G100180
OG0017507	Np005G302050	Om003G100890
OG0017508	Np005G302320	Om003G101130
OG0017509	Np005G302330	Om003G101140, Om003G101200, Om003G101170
OG0017510	Np004G213850	Om007G291010
OG0017511	Np006G341970	Om008G340080
OG0017512	Np006G342050	Om008G340150
OG0017513	Np001G054110	Om006G256360
OG0017514	Np001G054130	Om006G256340
OG0017515	Np001G054930	Om006G255650
OG0017516	Np001G055020	Om006G255550
OG0017517	Np001G061810, Np001G055270	Om006G255280
OG0017518	Np001G055340	Om006G255250
OG0017519	Np001G056540	Om006G254340
OG0017520	Np001G056590	Om006G254260
OG0017521	Np001G056600	Om006G254250
OG0017522	Np001G056720	Om006G254180
OG0017523	Np001G057070	Om006G253790
OG0017524	Np001G057520	Om006G253280
OG0017525	Np001G057330	Om006G253610
OG0017526	Np001G057370	Om006G253550
OG0017527	Np001G058410	Om006G252660
OG0017528	Np001G058570	Om006G252470
OG0017530	Np001G059010	Om006G252030
OG0017531	Np001G059200	Om006G251910
OG0017532	Np001G059230	Om006G251890
OG0017533	Np001G059470	Om006G251640
OG0017534	Np001G059870	Om006G251170
OG0017535	Np001G059760	Om006G251310
OG0017536	Np001G060090	Om006G250890
OG0017537	Np001G060530	Om006G250490
OG0017538	Np001G059740, Np002G088800, Np001G060820	Om003G119520
OG0017540	Np001G062260	Om003G120690
OG0017541	Np001G063590	Om003G122440
OG0017542	Np001G063760	Om003G122640
OG0017543	Np001G064270	Om003G123070
OG0017544	Np005G290770	Om003G124170
OG0017545	Np001G065110	Om003G124220
OG0017546	Np001G066160	Om003G125080
OG0017547	Np001G053910	Om006G256570
OG0017549	Np001G066640	Om003G125880
OG0017550	Np001G067890	Om003G127260
OG0017551	Np001G068440	Om003G127790
OG0017552	Np001G068950	Om003G128200
OG0017553	Np001G069140	Om003G128360
OG0017554	Np001G069810	Om003G129190
OG0017555	Np001G069900	Om003G129270
OG0017556	Np001G066770	Om003G125980
OG0017557	Np004G190380	Om003G089690
