Orthogroup	Noccaea_praecox	Camelina_sativa
OG0016551	Np004G250110	XP_010475733.1, XP_010489693.1, XP_010458177.1
OG0016552	Np004G248300	XP_019095238.1, XP_010496982.1, XP_010491200.1, XP_010462623.1
OG0016553	Np004G247360	XP_010476031.2, XP_010492533.1
OG0016555	Np004G245970	XP_010476147.1, XP_010458618.1, XP_019095195.1, XP_019098955.1
OG0016556	Np004G243240	XP_010495477.1, XP_010476372.1, XP_019091444.1
OG0016557	Np004G242170	XP_010458950.1, XP_010476505.1, XP_019094406.1, XP_019090997.1
OG0016558	Np004G240940	XP_010459072.1, XP_010476625.1, XP_019099011.1
OG0016559	Np004G238510	XP_010459347.1, XP_010480515.1, XP_010497782.1, XP_010498108.1
OG0016560	Np004G238160	XP_010498159.1, XP_010459396.1
OG0016561	Np004G235720	XP_010498401.1, XP_010477201.1, XP_010459654.1
OG0016562	Np004G234900	XP_010498494.1, XP_010459746.1
OG0016563	Np002G085810	XP_010471008.1, XP_010512083.1, XP_010415682.1
OG0016565	Np002G090900	XP_010511741.1, XP_010470711.1, XP_010415366.1
OG0016566	Np002G118400	XP_010473377.1, XP_010430178.1, XP_010418133.1
OG0016567	Np003G156650	XP_019087658.1
OG0016568	Np004G242370	XP_010494189.1, XP_010442174.1
OG0016569	Np007G385420	XP_010490084.2, XP_010466733.1, XP_010512873.1
OG0016570	Np007G404480	XP_010487344.1, XP_010465474.1, XP_010502680.1
OG0016571	Np007G410120	XP_019101238.1, XP_019096361.1, XP_010489781.1, XP_010464884.1
OG0016572	Np007G411220	XP_019096274.1, XP_010464771.1, XP_010491875.1
OG0016573	Np007G412780	XP_010478182.1, XP_019096756.1, XP_010464646.1
OG0016574	Np007G415450	XP_010464367.1, XP_010486304.1, XP_010452198.1
OG0016575	Np007G417380	XP_010468042.1, XP_010468043.1, XP_010417979.1, XP_010489696.1, XP_010489694.1
OG0016576	Np007G424400, Np007G424380	XP_010485531.1, XP_010463564.1, XP_010416604.1, XP_019092633.1
OG0016577	Np003G125850	XP_010423914.1, XP_010452023.1, XP_010490605.1
OG0016578	Np003G128630	XP_010490919.1, XP_010452311.1, XP_010423622.1
OG0016579	Np003G131200	XP_010491142.1, XP_010423401.1, XP_010452507.1
OG0016580	Np003G132080	XP_010452583.1, XP_010423331.1, XP_010491214.1, XP_010491217.1
OG0016581	Np003G132330	XP_010491243.1, XP_010423314.1, XP_010452605.1
OG0016582	Np003G132970	XP_010452675.1, XP_019084475.1, XP_010491323.1, XP_010424739.1
OG0016583	Np006G370920	XP_010416864.1, XP_010429020.1, XP_010472102.1
OG0016585	Np004G206410	XP_010499900.1, XP_010461181.1, XP_010478775.1
OG0016586	Np004G205960	XP_010478733.1, XP_010461123.1
OG0016587	Np006G362950	XP_010448692.1, XP_010445171.2, XP_010433893.1
OG0016588	Np005G286260	XP_010434102.1, XP_010439399.1, XP_010448966.1, XP_010497265.1
OG0016589	Np004G202260	XP_010500163.1, XP_010518647.1, XP_010479061.1
OG0016591	Np005G296110	XP_010434713.1, XP_010440048.1, XP_010449663.1
OG0016592	Np004G210730	XP_010499290.1, XP_010460564.1, XP_010478147.1
OG0016593	Np003G185180	XP_010422460.1
OG0016594	Np006G355710	XP_010510138.1, XP_010469655.1, XP_010414066.1
OG0016595	Np006G354100, Np006G348890	XP_010418746.1, XP_010473940.1, XP_010513187.1
OG0016596	Np006G353570, Np006G347210	XP_010469838.1, XP_010510339.1, XP_010414251.1
OG0016597	Np006G358000	XP_010417908.1, XP_010510759.1, XP_019093164.1
OG0016598	Np003G134060	XP_010495105.1
OG0016599	Np003G135750	XP_010452947.1, XP_010422973.1, XP_010491584.1
OG0016600	Np003G136360	XP_010491665.1, XP_010422889.1, XP_010453032.1
OG0016602	Np003G139560	XP_010492024.1, XP_010419848.1, XP_010453338.1
OG0016603	Np003G140420	XP_010419951.1, XP_010492128.1, XP_010453448.1
OG0016604	Np003G140740	XP_010419999.1, XP_010492169.1
OG0016606	Np001G017330	XP_010442303.1, XP_010493700.1, XP_010482117.1
OG0016608	Np005G313410	XP_010436757.1, XP_010450930.1, XP_010450933.1
OG0016609	Np001G049650	XP_010450744.1, XP_019085540.1, XP_010503541.1
OG0016610	Np004G227920	XP_010498968.1, XP_010460223.1, XP_010477772.1
OG0016611	Np003G154810	XP_010483386.1, XP_010453310.1
OG0016612	Np003G152830, Np003G153020	XP_010483579.1, XP_010443706.1, XP_010455063.1
OG0016613	Np001G012030	XP_010421314.1, XP_010493722.1, XP_010454801.1
OG0016615	Np001G068780	XP_010427614.2
OG0016616	Np004G209300	XP_010477944.1, XP_019091251.1, XP_010499121.1
OG0016617	Np004G210350	XP_019094791.1, XP_010499235.1
OG0016618	Np005G308250	XP_010499373.1, XP_010460641.1, XP_010478218.1
OG0016619	Np004G197220	XP_019096362.1, XP_010463335.1, XP_019094563.1
OG0016621	Np007G382580	XP_010419157.1, XP_010488222.1, XP_010466474.1, XP_010510895.1
OG0016625	Np007G375390	XP_010489417.1, XP_010467575.1, XP_010413479.1
OG0016626	Np001G036620	XP_010429208.1, XP_010417032.1, XP_010472271.1
OG0016627	Np006G365580	XP_010417210.1, XP_010472463.1, XP_019085118.1
OG0016630	Np001G047530	XP_010503376.1, XP_010515075.1, XP_010426216.1
OG0016631	Np001G051170	XP_010426528.1, XP_010503666.1, XP_010412681.1, XP_010412682.1
OG0016632	Np001G051260	XP_010426549.1, XP_010515371.1
OG0016633	Np001G063830, Np001G063990, Np001G063910	XP_010422960.1, XP_010423084.1
OG0016635	Np003G184290	XP_010431788.1, XP_010455840.1, XP_010422380.1
OG0016638	Np005G284310, Np005G284320	XP_010448778.1, XP_010433945.1, XP_010451250.1
OG0016640	Np005G307720	XP_019095677.1, XP_019087683.1
OG0016641	Np004G254730	XP_010484871.1, XP_010475213.1
OG0016657	Np005G276710	XP_010438493.1, XP_010448013.1
OG0016658	Np005G276470	XP_019088549.1, XP_019086092.1, XP_019088907.1
OG0016659	Np005G276420	XP_010447981.1, XP_010433219.1, XP_010438456.1
OG0016660	Np005G276400	XP_010447978.1, XP_010438449.1, XP_010433217.1
OG0016661	Np004G202020	XP_010438445.1, XP_010433211.1, XP_010447972.1
OG0016662	Np005G275910	XP_010433162.1, XP_010447915.1, XP_010438383.1
OG0016663	Np005G275480	XP_010438338.1, XP_019089312.1, XP_019087780.1, XP_010433136.1
OG0016664	Np005G275350	XP_010433121.1, XP_010438323.1, XP_010447879.1
OG0016665	Np005G274660	XP_010433064.1, XP_010438260.1
OG0016666	Np005G274400	XP_010438227.1
OG0016667	Np005G274230	XP_019089314.1, XP_010438220.1
OG0016668	Np005G274220	XP_010433029.1, XP_010447770.1
OG0016669	Np005G272140	XP_010447586.1, XP_010447589.1, XP_010438055.1, XP_010432879.1
OG0016670	Np005G272080	XP_010438051.1, XP_010432873.1
OG0016671	Np005G271240	XP_010432807.1, XP_010447488.1
OG0016672	Np005G270250	XP_010447383.1, XP_010432718.1
OG0016673	Np005G262840	XP_010437855.1, XP_010447344.1, XP_010432667.1
OG0016675	Np005G263600	XP_010447236.1, XP_010437759.1, XP_010436276.1, XP_010432556.1
OG0016676	Np005G263680	XP_010447225.1, XP_010432549.1, XP_010437752.1
OG0016677	Np005G263730	XP_019086775.1
OG0016679	Np003G153860, Np005G264470	XP_010437654.1, XP_010447120.1, XP_010432448.1
OG0016680	Np007G405030	XP_010465393.1, XP_010487287.1, XP_019100704.1
OG0016681	Np005G265380	XP_010432378.1, XP_010437568.1
OG0016682	Np004G215380	XP_010499668.1, XP_010478561.1
OG0016683	Np004G215900	XP_010478890.1, XP_010460968.1
OG0016684	Np004G216000	XP_010499696.1, XP_010478897.1
OG0016685	Np004G216130, Np004G216080	XP_010478899.1, XP_019099325.1
OG0016686	Np004G205030	XP_010461044.1, XP_010478649.1, XP_010501735.1
OG0016687	Np004G205100	XP_010478658.1, XP_019091625.1, XP_010499779.1
OG0016688	Np005G309650	XP_010440694.1, XP_010450349.1
OG0016689	Np005G317560	XP_010414901.1, XP_010470348.1, XP_010511195.1
OG0016690	Np002G106050	XP_010511213.1, XP_010414921.1
OG0016691	Np002G107520	XP_010480228.1, XP_010414969.1, XP_010511257.1
OG0016692	Np002G107960	XP_010511276.1, XP_010480242.1
OG0016693	Np002G111290	XP_010511298.1, XP_010480270.1, XP_010415007.1
OG0016694	Np002G113120	XP_010414769.1, XP_010511090.1
OG0016695	Np002G113380	XP_010470265.1, XP_010511107.1, XP_010414744.1
OG0016696	Np002G113810	XP_010470253.1, XP_010511069.1
OG0016697	Np002G114160	XP_019101051.1, XP_010470225.1, XP_010414707.1
OG0016698	Np002G115560	XP_010510978.1, XP_010414610.1, XP_010470159.1
OG0016699	Np002G115970	XP_010510951.1, XP_010473219.1, XP_010417975.1
OG0016700	Np002G115990	XP_010510949.1, XP_010417978.1
OG0016701	Np002G116060	XP_019083617.1, XP_010510946.1
OG0016702	Np002G116660	XP_010418023.1, XP_010473259.1, XP_010510906.1
OG0016703	Np002G117310	XP_010418056.1, XP_010430096.1, XP_010473308.1
OG0016704	Np002G119380	XP_010418185.1, XP_010430247.1
OG0016705	Np001G026670	XP_010502161.1, XP_010502159.1, XP_010502160.1, XP_010502156.1
OG0016706	Np001G026420	XP_010502185.1, XP_010497040.1, XP_010424967.1, XP_010513922.1
OG0016707	Np001G026260	XP_010502208.1, XP_010513954.1, XP_010424980.1
OG0016708	Np001G025340	XP_019085884.1, XP_010514025.1, XP_010502266.1
OG0016710	Np001G024850	XP_010514090.1, XP_010502330.1, XP_010425106.1
OG0016712	Np001G023740	XP_010425195.1, XP_019102172.1, XP_010502425.1
OG0016713	Np001G023410	XP_010514201.1, XP_010502462.1, XP_010425233.2
OG0016714	Np001G023050	XP_019085932.1, XP_010514234.1, XP_010506970.1
OG0016715	Np001G022530	XP_010425371.1, XP_010502573.1
OG0016716	Np001G022260	XP_010514323.1, XP_010425381.1
OG0016717	Np001G020510	XP_010502773.1, XP_010514478.1
OG0016718	Np001G020230	XP_010502801.1
OG0016719	Np001G020130	XP_019085428.1
OG0016720	Np001G019850	XP_010502847.1, XP_010514550.1
OG0016721	Np001G018860	XP_010425733.1, XP_010412463.1, XP_010502960.1
OG0016722	Np007G385870	XP_010488481.1, XP_010466770.1, XP_010513098.1
OG0016724	Np001G018430	XP_010514689.1, XP_010495870.1
OG0016725	Np002G093230	XP_010415261.1, XP_010511626.1, XP_010470605.1
OG0016726	Np002G093490	XP_010511613.1, XP_010415245.1, XP_010470592.1
OG0016727	Np002G093990	XP_010470553.1, XP_010415216.1
OG0016728	Np002G094720	XP_019082625.1, XP_010470524.1, XP_010511478.1
OG0016729	Np002G095380	XP_010415177.1, XP_010470506.1
OG0016730	Np002G096940	XP_010511515.1, XP_010470464.1, XP_010415137.1
OG0016731	Np002G097850	XP_019083191.1, XP_010511450.1
OG0016732	Np002G097910	XP_019100917.1, XP_019083190.1
OG0016733	Np002G099540	XP_010496214.1, XP_010415062.1
OG0016734	Np002G099860	XP_010470385.1, XP_010414815.1, XP_010511390.1
OG0016735	Np002G100530	XP_019083161.1, XP_019101561.1
OG0016736	Np002G102630	XP_010511139.1, XP_010470327.1
OG0016737	Np002G111490	XP_010415013.1, XP_010511307.1
OG0016739	Np002G124790	XP_010496631.1, XP_010473735.1, XP_010430619.1
OG0016740	Np002G124770	XP_010430612.1, XP_010473731.1
OG0016741	Np002G124310	XP_010473710.1, XP_010418509.1, XP_010430576.1
OG0016742	Np002G121010	XP_010430365.1, XP_010418292.1
OG0016743	Np002G120810	XP_010418276.1, XP_010473500.1, XP_010430354.1
OG0016744	Np002G119900	XP_010430290.1, XP_010418230.1
OG0016745	Np002G119770	XP_010430272.1, XP_010473446.1
OG0016746	Np002G119850	XP_010473452.1, XP_010430282.1, XP_010418221.1
OG0016747	Np007G408900	XP_010465027.1, XP_010486974.1, XP_010499127.1
OG0016748	Np005G280200	XP_010448372.1, XP_010438833.1
OG0016750	Np005G279700	XP_010433546.1, XP_010448321.1, XP_010438798.1
OG0016751	Np005G279660	XP_010433541.1, XP_010448317.1, XP_010438793.1
OG0016752	Np006G331150	XP_010508817.1, XP_010507667.1, XP_010412975.1
OG0016753	Np007G413720	XP_010469281.1, XP_010486474.1, XP_010464549.1
OG0016754	Np007G413300	XP_010486528.1, XP_010464601.1, XP_010473998.1
OG0016755	Np007G413210	XP_010474920.1, XP_010486535.1, XP_010464615.1
OG0016756	Np007G412890	XP_010486552.1, XP_010476767.1
OG0016758	Np003G127550	XP_010423730.1, XP_010452211.1, XP_010490813.1
OG0016759	Np007G412570	XP_010464663.1, XP_010480055.1
OG0016760	Np007G411920	XP_010464711.1, XP_010486641.1
OG0016761	Np007G411500	XP_010486676.1, XP_010464740.1
OG0016762	Np007G411010	XP_010468114.2, XP_010464792.1, XP_010489870.1
OG0016763	Np006G327010	XP_010422919.1, XP_010453005.1, XP_019097261.1
OG0016764	Np007G410340	XP_010464856.1, XP_010486809.2
OG0016765	Np007G379950	XP_010488840.1, XP_019089021.1, XP_010467179.1
OG0016766	Np001G005230	XP_019095822.1, XP_019094009.1
OG0016767	Np003G175260	XP_010455227.1, XP_010421731.1, XP_010438663.1
OG0016768	Np003G173920	XP_010442490.1, XP_010441552.1, XP_010482314.1
OG0016769	Np003G173900	XP_010442492.1, XP_010482315.1, XP_010441596.1
OG0016770	Np003G172860	XP_010482349.1, XP_010442520.1, XP_010442033.1
OG0016771	Np003G172670	XP_010442537.1, XP_010482361.1, XP_010442161.1
OG0016772	Np003G170980	XP_019090920.1, XP_010482425.1, XP_010442579.1
OG0016773	Np003G170320	XP_010442859.1, XP_010482432.1, XP_010442584.1
OG0016774	Np003G167750	XP_010443668.1, XP_010442681.1, XP_010482517.1
OG0016775	Np003G167710	XP_010482519.1, XP_010442682.1, XP_010443694.1
OG0016776	Np003G167490	XP_010443940.1, XP_010442688.1, XP_010482525.1
OG0016777	Np003G167440	XP_010443981.1, XP_010482528.1, XP_019087840.1
OG0016778	Np003G166490	XP_019091174.1, XP_019095386.1, XP_019087173.1
OG0016779	Np003G166430	XP_010444597.1, XP_010482572.1
OG0016780	Np003G165140	XP_010445240.1, XP_010482653.1, XP_010442822.1
OG0016781	Np003G165100	XP_019088763.1, XP_010445265.1, XP_010482657.1
OG0016782	Np003G164510	XP_010445531.1, XP_010442863.1, XP_010482691.1
OG0016783	Np003G163800	XP_010482749.1, XP_010442915.1
OG0016784	Np003G160390	XP_010482954.1, XP_010443139.1
OG0016785	Np003G158720	XP_019087107.1, XP_010450185.1, XP_010485148.1
OG0016786	Np003G158050	XP_010450929.1, XP_010443282.1, XP_010483106.1
OG0016787	Np003G157360	XP_010451315.1, XP_010443313.1
OG0016788	Np003G156940	XP_019087220.1, XP_010451532.1, XP_010483166.1
OG0016789	Np003G156450	XP_010483207.1, XP_010451800.1, XP_010443382.1
OG0016790	Np003G155990	XP_010452070.1, XP_010483253.1
OG0016791	Np003G155930	XP_010452150.1, XP_010483270.1, XP_010443435.1
OG0016792	Np003G155120	XP_010443505.1, XP_010483352.1, XP_010452991.1
OG0016794	Np003G138220	XP_010491893.1, XP_010453206.1
OG0016795	Np003G138070	XP_010419716.2, XP_010491876.2
OG0016796	Np003G137880	XP_010491851.1, XP_010453175.1, XP_010419688.1
OG0016797	Np003G137710	XP_010491809.1, XP_010419668.1, XP_010453153.1
OG0016798	Np003G137380	XP_010491787.1, XP_010453131.1
OG0016799	Np003G137260	XP_010453123.2, XP_010491775.1, XP_010419642.1
OG0016800	Np003G137200	XP_010453115.1, XP_010491768.1
OG0016802	Np003G136790	XP_010422839.1, XP_010491718.1
OG0016803	Np003G136590	XP_010422857.1, XP_010453058.1, XP_010491695.1
OG0016804	Np003G136580	XP_010491694.1, XP_010453054.1
OG0016805	Np003G136320	XP_010453027.1, XP_010422897.1, XP_010491660.1
OG0016806	Np003G136220	XP_010422915.1, XP_010453010.1, XP_010491644.1
OG0016807	Np003G135510	XP_010422986.1, XP_010452929.1, XP_010491567.1
OG0016808	Np003G135420	XP_019084443.1, XP_010491549.1, XP_019090641.1
OG0016809	Np003G135340	XP_010491541.1, XP_010452898.1
OG0016810	Np003G135280	XP_010452892.1
OG0016811	Np003G135270	XP_010423022.1, XP_010491537.1, XP_010452893.1
OG0016812	Np003G134510, Np003G134540, Np003G134490	XP_010491457.1, XP_010423113.1
OG0016813	Np003G134230	XP_010423139.1, XP_010491427.1, XP_019090313.1
OG0016814	Np003G134170	XP_010423146.1, XP_010452773.1
OG0016815	Np003G134130	XP_010491421.1, XP_010423152.1, XP_010452770.1
OG0016816	Np003G133320	XP_010452699.1, XP_010491346.1
OG0016817	Np005G292490	XP_010434577.1, XP_010449502.1
OG0016818	Np005G292350	XP_019087395.1, XP_019089111.1, XP_019086250.1
OG0016819	Np005G291960	XP_010434552.1, XP_010439870.1, XP_010517553.1
OG0016820	Np005G291260	XP_010449490.1, XP_010449491.1, XP_010434508.1
OG0016821	Np005G290430	XP_010439777.1, XP_010449426.1
OG0016822	Np005G290170	XP_019088857.1, XP_010434435.1, XP_010439739.1
OG0016823	Np005G289960	XP_010434426.1, XP_010439721.1, XP_010449360.1
OG0016824	Np005G289460	XP_010449315.1, XP_010434373.1, XP_010439671.1
OG0016825	Np005G288620	XP_010449218.1, XP_010439612.1, XP_010434316.1
OG0016826	Np005G288600	XP_010434313.1, XP_010449216.1, XP_010439610.1
OG0016827	Np005G288400	XP_019089634.1, XP_010439587.1
OG0016828	Np005G288260	XP_010439575.1, XP_010449169.1
OG0016829	Np005G287350	XP_010439527.1, XP_010449132.1
OG0016830	Np005G287580	XP_010439503.1, XP_010434209.1, XP_010449100.1
OG0016831	Np005G286960	XP_010449054.1, XP_010434173.1, XP_010439470.1
OG0016832	Np005G286720	XP_010434142.1, XP_010439441.1, XP_010449016.1
OG0016833	Np005G286360	XP_010448976.1, XP_010439410.1, XP_010434112.1
OG0016834	Np005G285490	XP_010434055.1, XP_019088492.1
OG0016835	Np004G206430	XP_010499901.1, XP_010461186.1
OG0016836	Np004G208400	XP_019094312.1, XP_010499947.1, XP_010461233.2
OG0016837	Np004G208540	XP_010463123.1, XP_010499957.2
OG0016838	Np004G224140	XP_010478913.1, XP_010500004.1, XP_010461279.1
OG0016839	Np004G204030	XP_010500010.1, XP_010478918.1
OG0016840	Np004G204670	XP_010478961.1, XP_010500054.1, XP_010461336.1
OG0016841	Np001G042870	XP_010450366.1, XP_010440706.1, XP_010435428.1
OG0016842	Np004G202410	XP_010479059.1, XP_010500162.1, XP_010461454.1
OG0016843	Np004G203450	XP_010500100.1, XP_010461394.1, XP_010479003.1
OG0016844	Np004G203640	XP_010478987.1, XP_010501843.1
OG0016845	Np003G155110	XP_010453004.2, XP_010483353.1
OG0016846	Np004G200640	XP_010461557.1, XP_010500282.1, XP_010479161.1
OG0016847	Np004G200800	XP_010500269.1, XP_010461542.1
OG0016848	Np004G200880	XP_010461535.1, XP_010479137.1
OG0016849	Np004G200900	XP_010479132.1, XP_010500255.1, XP_010461528.1, XP_019098745.1
OG0016850	Np004G210460	XP_010460523.1, XP_010499250.1, XP_010478111.1
OG0016851	Np004G210450	XP_010460522.1, XP_019095598.1, XP_010478109.1
OG0016852	Np004G201940	XP_010479074.1, XP_010461473.1
OG0016853	Np004G210680	XP_010460558.1, XP_010478141.1, XP_010499282.1
OG0016854	Np004G210500	XP_010460526.1, XP_010478115.1, XP_010499252.1
OG0016855	Np004G211220	XP_010478199.1, XP_010460619.1
OG0016856	Np004G211230	XP_019090805.1, XP_019094459.1, XP_019099247.1
OG0016858	Np004G211740	XP_010460669.1, XP_010499417.1
OG0016859	Np004G212640	XP_010478324.1, XP_010460733.1, XP_010499466.1, XP_010499467.1
OG0016860	Np004G212870	XP_010460739.1, XP_010478334.1, XP_010499479.1
OG0016861	Np006G363760	XP_010472557.1, XP_010429555.1
OG0016862	Np006G363750	XP_010423772.1, XP_010417323.1, XP_010429556.1
OG0016863	Np004G213010	XP_010460753.1, XP_010499497.1, XP_010478349.1
OG0016864	Np004G213050	XP_010478351.1, XP_010460754.1
OG0016865	Np004G213520	XP_019094637.1, XP_019091418.1, XP_019097311.1
OG0016866	Np004G213930	XP_010478464.1, XP_010460850.1
OG0016867	Np004G214100	XP_019099292.1, XP_010460865.1, XP_010478484.1
OG0016869	Np005G266720	XP_010432264.1, XP_010446909.1
OG0016870	Np005G267240	XP_010437426.1, XP_010432233.1, XP_010446881.1
OG0016871	Np005G267390	XP_010437413.1, XP_010446869.1
OG0016872	Np005G267900	XP_010437363.1, XP_010432188.1, XP_010446812.1
OG0016874	Np003G141340	XP_010446721.1, XP_010432112.1, XP_010437286.1
OG0016875	Np005G268920	XP_010446692.1, XP_010437253.1, XP_010432083.1
OG0016876	Np006G368510	XP_010472259.1, XP_010429195.1, XP_010417025.1
OG0016877	Np005G262630	XP_010446600.1, XP_010437160.2, XP_010432006.1
OG0016878	Np005G262300	XP_010437128.1, XP_010446580.1
OG0016879	Np005G262000	XP_010446539.1, XP_019086181.1, XP_010437101.1
OG0016880	Np005G261860	XP_010431947.1, XP_010446527.1, XP_010437096.1
OG0016881	Np005G261770	XP_019086979.1
OG0016882	Np005G261700	XP_010446501.1, XP_010437074.1, XP_019086947.1
OG0016883	Np005G261210	XP_010446445.1, XP_010437026.1
OG0016884	Np005G260950	XP_010446420.1, XP_010436998.1
OG0016885	Np005G260650	XP_010431832.1, XP_010446397.1, XP_010436978.1
OG0016886	Np005G260560	XP_010436971.1, XP_010431816.1, XP_010446388.1
OG0016887	Np005G260370	XP_010446364.1, XP_010436950.1, XP_010431793.1
OG0016888	Np005G260320	XP_010446358.1, XP_010431789.1
OG0016889	Np005G260140	XP_019088059.1, XP_010431767.1
OG0016890	Np005G260060, Np005G318760	XP_010446333.1, XP_010431756.1
OG0016891	Np005G260030	XP_010436911.1, XP_019089541.1
OG0016892	Np005G309450	XP_010440676.1, XP_010450323.1, XP_010435380.1
OG0016893	Np005G310620	XP_010435476.1
OG0016894	Np005G311010	XP_019086482.1, XP_019089410.1, XP_019087960.1
OG0016895	Np005G312390	XP_010450521.1, XP_010440876.1, XP_010435599.1
OG0016896	Np005G312420	XP_010440879.1, XP_010450525.1
OG0016897	Np005G315120	XP_010436798.2, XP_010445651.1, XP_010451827.1
OG0016898	Np005G315130	XP_010441049.1, XP_010450820.1, XP_010435832.1
OG0016900	Np005G315980	XP_010450764.2, XP_010435843.1, XP_010441095.1
OG0016901	Np005G316140	XP_010441100.1, XP_010497457.1
OG0016903	Np004G248690	XP_010458354.1, XP_010475880.1
OG0016904	Np007G424950	XP_010496314.1, XP_010435646.2
OG0016905	Np001G045590	XP_010514911.1, XP_010426015.1, XP_010503196.1
OG0016906	Np004G217100	XP_010499733.1, XP_010478600.1, XP_010461004.1
OG0016907	Np003G184620	XP_010455241.1, XP_010496540.1, XP_010438532.1
OG0016908	Np003G175440	XP_010421743.1, XP_010455255.1, XP_010436470.1, XP_010436454.1
OG0016909	Np001G046960	XP_010515040.1, XP_010426169.1, XP_010503329.1
OG0016910	Np006G342530	XP_010509769.1, XP_010413751.1, XP_019082514.1
OG0016911	Np006G343590	XP_010469432.1, XP_010413813.1
OG0016912	Np006G343900	XP_010413834.1, XP_010469450.1
OG0016913	Np001G041560	XP_010494308.1, XP_010442046.1, XP_010481879.1
OG0016914	Np001G041690	XP_019097242.1, XP_019095853.1, XP_019088104.1
OG0016915	Np001G042220	XP_010481940.1, XP_010494238.1
OG0016916	Np001G042930	XP_010421645.1, XP_010455141.1, XP_010494029.1
OG0016917	Np001G043020	XP_010442193.1, XP_010496076.1
OG0016918	Np003G177680, Np003G177770	XP_010421904.1, XP_010437768.1, XP_010455387.1
OG0016919	Np003G177860	XP_010437678.1, XP_010421918.1, XP_010455398.1
OG0016920	Np003G179670	XP_010436658.1, XP_010422020.1, XP_010455484.1
OG0016921	Np003G180550	XP_010422099.1, XP_010434930.1, XP_010455552.1
OG0016922	Np003G182350, Np007G400100	XP_010455678.1, XP_010433519.1
OG0016923	Np003G182930	XP_010455719.1, XP_010433113.1
OG0016924	Np003G183030	XP_019098174.1, XP_019084094.1, XP_010468179.1
OG0016925	Np003G184010	XP_010431913.1, XP_010455833.1, XP_010422368.1
OG0016926	Np003G184700	XP_019084666.1
OG0016927	Np003G184870	XP_010431466.1, XP_010422426.1
OG0016928	Np004G251000	XP_010488746.1, XP_010475627.1
OG0016929	Np001G039600	XP_010494483.1, XP_010441875.1
OG0016930	Np001G036980	XP_010481548.1, XP_010441688.1, XP_010494679.1
OG0016931	Np007G405700	XP_010419150.1, XP_010465324.1, XP_010487231.1
OG0016932	Np005G309830	XP_010440697.1, XP_010435407.1
OG0016933	Np003G126990	XP_010490744.1, XP_010423824.1, XP_010452127.1
OG0016934	Np001G032100	XP_019095452.1, XP_010441433.1
OG0016935	Np002G079430	XP_010484743.1, XP_010441483.1, XP_010494956.1
OG0016936	Np001G032680	XP_010494925.1, XP_010441504.1, XP_010481371.1
OG0016937	Np005G310090	XP_010440736.1, XP_010435440.1, XP_010450386.1
OG0016938	Np001G031540	XP_010495819.2, XP_019087152.1, XP_010484730.1
OG0016939	Np005G310050	XP_010440735.1, XP_010450385.1, XP_010436674.1
OG0016940	Np005G309920	XP_010450362.1, XP_010435425.1, XP_010440701.1
OG0016941	Np007G388530	XP_010514371.1, XP_010488672.1
OG0016942	Np007G388550	XP_010514409.1, XP_010466989.1, XP_010488675.1
OG0016943	Np005G310000	XP_010450379.1, XP_010435438.1, XP_010440720.1
OG0016944	Np007G389190	XP_010488769.1, XP_010467093.1, XP_010412684.1
OG0016945	Np005G310390	XP_010440754.1, XP_010450408.1
OG0016946	Np005G309770	XP_010450355.1, XP_010435402.1
OG0016947	Np005G307860	XP_010450266.1, XP_010440643.1, XP_010435315.1
OG0016948	Np005G308260	XP_010495981.1, XP_010450297.1
OG0016949	Np005G309340	XP_010450193.1, XP_010435249.1
OG0016950	Np005G307070	XP_010450175.1, XP_010440544.1, XP_010435232.1
OG0016951	Np005G306290	XP_010450128.1, XP_010435192.1
OG0016952	Np005G306040	XP_010450091.1, XP_010445456.2
OG0016953	Np005G304030	XP_010435060.1, XP_010449980.1, XP_010440383.1
OG0016954	Np005G304010	XP_010449976.1, XP_010440378.1, XP_010435055.1
OG0016955	Np005G303990	XP_010440375.1, XP_010435052.1
OG0016956	Np005G303850	XP_010434999.1, XP_010449967.1, XP_010440372.1
OG0016957	Np005G303530	XP_010495894.1, XP_010440340.1, XP_010435021.1
OG0016958	Np005G302920	XP_019087073.1, XP_010434326.1, XP_010434981.1
OG0016959	Np005G316160	XP_010441105.1, XP_010450757.1, XP_010435972.1
OG0016960	Np005G316180	XP_019089236.1, XP_019087508.1, XP_019086567.1
OG0016961	Np001G000180	XP_010444840.1, XP_010465957.1
OG0016962	Np005G317720	XP_010450662.1, XP_010441193.1, XP_010435973.1
OG0016963	Np005G318100	XP_010436003.1, XP_010441223.1
OG0016965	Np005G319630	XP_010447632.1, XP_010441320.1, XP_019086047.1
OG0016966	Np005G319680, Np005G319700	XP_010436112.1, XP_010447730.1, XP_010441325.1
OG0016967	Np005G319990	XP_010436126.1, XP_010447923.1, XP_010441349.1
OG0016969	Np005G319430	XP_019091859.1, XP_010436135.1
OG0016970	Np003G188050	XP_010428292.1, XP_010422723.1
OG0016971	Np006G320440	XP_010507814.1
OG0016972	Np006G320510	XP_010506854.1, XP_010507817.1
OG0016973	Np001G012660	XP_010467941.1, XP_010489103.1, XP_010416327.1
OG0016974	Np006G321130	XP_010518457.1, XP_010507878.1, XP_010506790.1
OG0016975	Np006G321370	XP_019102006.1, XP_010507783.1
OG0016976	Np006G322180	XP_010506709.1, XP_010518380.1, XP_010512816.1
