Orthogroup	Noccaea_praecox	Cardamine_glauca
OG0014362	Np007G380050	Cg004G147480
OG0014363	Np007G378110	Cg004G150290, Cg004G151180
OG0014364	Np007G380170	Cg004G147060
OG0014365	Np007G379710	Cg004G148110
OG0014366	Np007G379530	Cg004G148310
OG0014367	Np007G379480, Np007G379460	Cg004G148370
OG0014368	Np007G379190	Cg004G148780
OG0014369	Np007G379170	Cg004G148840
OG0014370	Np005G263460	Cg001G007010
OG0014371	Np007G378980	Cg004G149270
OG0014372	Np007G378580	Cg008G283630, Cg008G283620
OG0014373	Np007G378470	Cg004G150490, Cg004G149430
OG0014374	Np004G251460	Cg006G238130
OG0014375	Np007G377890	Cg004G151540, Cg001G030450
OG0014376	Np007G377860	Cg004G151630
OG0014378	Np007G377390	Cg004G151290
OG0014379	Np004G203830	Cg006G207360
OG0014380	Np007G376930	Cg004G152600
OG0014381	Np007G376570	Cg006G210500
OG0014382	Np007G376490, Np007G376460	Cg004G152880
OG0014383	Np007G376000	Cg004G153340
OG0014384	Np007G375750	Cg004G153640
OG0014385	Np007G375530	Cg004G153790
OG0014386	Np007G374560	Cg004G154600
OG0014387	Np007G374140	Cg004G154890
OG0014388	Np007G374130	Cg004G154900
OG0014389	Np007G374000	Cg004G155200
OG0014390	Np007G373970	Cg004G155220
OG0014391	Np007G373960	Cg004G155230
OG0014392	Np007G373590, Np006G329760, Np003G150310, Np006G329750	Cg004G155610
OG0014394	Np007G373110	Cg004G155950
OG0014395	Np007G372570	Cg004G156290
OG0014396	Np007G372500	Cg004G156360
OG0014397	Np007G372310, Np007G372330	Cg004G156580
OG0014398	Np007G371970	Cg004G156880
OG0014399	Np007G371870	Cg004G156960
OG0014400	Np007G371760	Cg004G157070
OG0014401	Np007G371650	Cg004G157190
OG0014402	Np007G371680	Cg004G157160
OG0014403	Np004G190070	Cg006G194040
OG0014404	Np004G190120	Cg006G194080
OG0014405	Np004G190640	Cg006G194510
OG0014406	Np001G035890, Np001G056750	Cg006G194520
OG0014407	Np004G191100	Cg006G194810
OG0014408	Np004G191160	Cg006G194850
OG0014409	Np004G191190	Cg006G194880
OG0014410	Np001G032610	Cg008G325320
OG0014411	Np004G191320	Cg006G195000, Cg002G063390
OG0014412	Np004G192440	Cg006G195810
OG0014413	Np004G192500	Cg006G195860
OG0014414	Np004G192790	Cg006G196030
OG0014415	Np004G193240	Cg006G196390
OG0014417	Np004G193970	Cg006G196890
OG0014418	Np004G194150	Cg006G197010
OG0014419	Np004G194360	Cg006G197290
OG0014420	Np004G194370	Cg006G197300
OG0014421	Np004G194380	Cg006G197310
OG0014422	Np004G194500	Cg006G197410
OG0014423	Np004G194800	Cg006G197540
OG0014424	Np004G195180	Cg006G197990
OG0014425	Np004G195240	Cg006G198040
OG0014426	Np004G195490	Cg006G198220
OG0014427	Np004G196250	Cg006G198890
OG0014428	Np004G196030	Cg006G198690
OG0014429	Np004G195720	Cg006G198410
OG0014430	Np002G089970	Cg007G268060
OG0014431	Np004G196530	Cg006G199190
OG0014432	Np004G196600	Cg006G199220
OG0014433	Np004G196710	Cg006G199350
OG0014434	Np004G196900	Cg003G083010, Cg006G199530
OG0014435	Np004G196940	Cg006G199560
OG0014436	Np004G197650	Cg006G199800
OG0014437	Np004G197750	Cg006G199900
OG0014438	Np004G198080	Cg006G200060
OG0014439	Np007G395660	Cg004G135750
OG0014440	Np004G198250	Cg006G200230
OG0014441	Np004G198290	Cg006G200260
OG0014442	Np004G198570	Cg006G200520
OG0014443	Np004G198590	Cg006G200580
OG0014444	Np004G198730	Cg006G200750
OG0014445	Np004G198510	Cg006G200470
OG0014446	Np004G199310	Cg006G201350
OG0014447	Np004G199620	Cg006G201520
OG0014448	Np004G199710	Cg006G201610
OG0014449	Np005G300710	Cg001G024980
OG0014450	Np005G301210	Cg001G025130
OG0014451	Np001G057320	Cg002G052310
OG0014452	Np005G301250	Cg001G025170
OG0014453	Np005G301490	Cg001G025320
OG0014454	Np005G301690	Cg001G025420
OG0014455	Np005G302010	Cg001G025510
OG0014457	Np006G341750	Cg005G171920
OG0014459	Np001G053830	Cg002G054900
OG0014460	Np001G053880	Cg002G054840
OG0014461	Np001G018870	Cg002G067880
OG0014462	Np001G054220	Cg002G054570
OG0014463	Np001G054230	Cg002G054560
OG0014464	Np003G170570, Np001G054240	Cg002G054550
OG0014465	Np001G054330	Cg002G054490
OG0014466	Np001G054540	Cg002G054370
OG0014467	Np001G054700	Cg002G054210
OG0014468	Np001G054850	Cg002G054110
OG0014469	Np001G054920	Cg002G054060
OG0014470	Np002G090070	Cg007G268010
OG0014471	Np001G056200, Np004G197600	Cg002G053260
OG0014472	Np001G056240	Cg002G053150
OG0014473	Np001G056780	Cg002G052680
OG0014474	Np001G057170	Cg002G052490
OG0014475	Np001G053740	Cg002G054970
OG0014476	Np003G141750	Cg008G295080
OG0014477	Np001G053630	Cg002G055060
OG0014478	Np001G053610	Cg002G055080
OG0014479	Np001G053370	Cg002G055270
OG0014480	Np001G057540	Cg002G052120
OG0014481	Np001G057590	Cg002G052070
OG0014482	Np001G058310	Cg002G051690
OG0014483	Np001G058760	Cg002G051350
OG0014484	Np001G058840	Cg002G051250
OG0014485	Np001G058850	Cg002G051230
OG0014486	Np001G059000	Cg002G051170
OG0014487	Np001G059330	Cg002G050900
OG0014488	Np001G060200	Cg002G050150
OG0014489	Np001G060300	Cg002G050110
OG0014490	Np006G331430	Cg005G165550
OG0014491	Np001G060680	Cg002G049840
OG0014492	Np001G061200	Cg002G049580
OG0014493	Np001G061250	Cg002G049530
OG0014494	Np001G061290	Cg002G049500
OG0014495	Np001G061730	Cg002G049090
OG0014496	Np001G062700	Cg002G048400
OG0014497	Np001G062920	Cg002G048200
OG0014498	Np001G062990	Cg002G048140
OG0014499	Np001G063330	Cg002G047860
OG0014500	Np001G063560	Cg002G047730
OG0014501	Np001G064370	Cg002G047350
OG0014502	Np001G064410	Cg002G047330
OG0014503	Np001G064440	Cg002G047320
OG0014504	Np001G064650	Cg002G047100
OG0014506	Np001G065120	Cg002G046710
OG0014507	Np001G065300	Cg002G046670
OG0014508	Np001G065360	Cg002G046530
OG0014509	Np001G065790	Cg002G046310
OG0014510	Np001G066140	Cg002G046210
OG0014511	Np001G060950	Cg002G049610
OG0014512	Np001G066430	Cg002G045970
OG0014513	Np001G066500	Cg002G045920
OG0014514	Np001G066710	Cg002G045760
OG0014515	Np001G066850	Cg002G045650
OG0014516	Np001G067410	Cg002G045200
OG0014517	Np001G067630	Cg002G045050
OG0014518	Np001G067880	Cg002G044880
OG0014520	Np001G041580, Np001G068140	Cg002G044650
OG0014521	Np001G068150	Cg002G044640
OG0014522	Np001G068160	Cg002G044630
OG0014523	Np001G068390	Cg002G044480
OG0014524	Np001G068770, Np001G068730	Cg002G044160
OG0014525	Np001G069270	Cg002G043830
OG0014526	Np001G069590	Cg002G043570
OG0014527	Np001G069600	Cg002G043560
OG0014528	Np001G069760	Cg002G043430
OG0014530	Np001G069880	Cg002G043300
OG0014531	Np007G389440	Cg002G043220
OG0014532	Np007G389450	Cg002G043210
OG0014533	Np006G324710	Cg002G043170
OG0014534	Np004G194170	Cg006G197090
OG0014537	Np001G057860	Cg002G051870
OG0014538	Np002G105700, Np001G060070	Cg002G050250
OG0014539	Np001G038660	Cg008G321550
OG0014541	Np002G077860	Cg003G096480, Cg007G276100
OG0014542	Np001G042720	Cg008G316640
OG0014543	Np006G331490, Np006G340320	Cg005G171030
OG0014544	Np006G339870	Cg005G170670
OG0014545	Np006G335070	Cg005G167630
OG0014546	Np006G320450	Cg004G120590
OG0014547	Np002G070750	Cg004G155050, Cg007G281220
OG0014548	Np002G073120	Cg007G279380
OG0014549	Np002G073760	Cg007G278780
OG0014550	Np002G079620	Cg007G274630
OG0014551	Np005G272920	Cg001G009850
OG0014552	Np007G411530	Cg004G126270
OG0014553	Np005G271100	Cg001G008580
OG0014555	Np005G263370	Cg001G007090
OG0014556	Np007G418900	Cg004G121180
OG0014557	Np004G259900	Cg006G245430
OG0014558	Np004G251700	Cg006G238300
OG0014559	Np004G244620	Cg006G233040
OG0014560	Np004G242140	Cg006G231390
OG0014561	Np004G240150	Cg006G229820
OG0014562	Np002G086370	Cg007G270190
OG0014563	Np002G086850	Cg007G269900
OG0014564	Np002G089450, Np002G089310	Cg007G268540
OG0014565	Np006G361700	Cg008G324050
OG0014566	Np002G119870	Cg007G248060
OG0014568	Np007G372280	Cg004G156590
OG0014569	Np007G375010	Cg004G154180
OG0014570	Np007G387760	Cg004G142910
OG0014571	Np007G386160	Cg004G141800
OG0014572	Np007G396910	Cg004G136360
OG0014573	Np007G406290	Cg004G129980
OG0014574	Np007G412210	Cg004G125740
OG0014575	Np003G131710	Cg008G287150
OG0014576	Np003G132690	Cg008G287800
OG0014578	Np005G283220	Cg001G017120
OG0014579	Np005G286740	Cg001G019320
OG0014581	Np005G293700	Cg001G023240
OG0014582	Np005G295770	Cg001G023710
OG0014583	Np004G219490	Cg006G214040
OG0014584	Np004G211750	Cg006G217830
OG0014586	Np005G280870	Cg001G015440
OG0014587	Np006G360620	Cg005G177560
OG0014589	Np003G140530	Cg008G293830
OG0014590	Np003G141290	Cg008G294590
OG0014591	Np003G144820	Cg008G297780
OG0014592	Np001G017350	Cg008G311660, Cg008G309840
OG0014593	Np005G320010	Cg001G042670
OG0014594	Np003G154790	Cg003G105790
OG0014595	Np003G153060	Cg003G107080
OG0014596	Np003G150450, Np003G150440	Cg008G302190
OG0014597	Np003G150240	Cg008G301970
OG0014598	Np003G150220, Np007G379410	Cg008G301950, Cg008G301940
OG0014599	Np003G148240	Cg008G300520
OG0014600	Np001G002760, Np001G002680, Np001G002650	Cg003G113800
OG0014601	Np001G002160	Cg003G114280
OG0014603	Np004G235910	Cg006G226420
OG0014611	Np007G375170	Cg004G154030
OG0014613	Np006G363980	Cg036G336870, Cg013G330350
OG0014614	Np006G334840, Np006G334820	Cg005G167440
OG0014616	Np001G056690	Cg002G052720
OG0014618	Np007G419810, Np007G419710, Np007G419860, Np007G419890, Np007G419670, Np007G419760, Np007G419940, Np007G421820, Np007G421870, Np007G421860, Np007G421880, Np007G421810	Cg003G084920
OG0014620	Np005G265420	Cg001G005440
OG0014637	Np005G276520	Cg001G012190
OG0014638	Np005G276280	Cg004G154940
OG0014639	Np005G276240	Cg001G011950
OG0014640	Np005G276170	Cg001G011910
OG0014641	Np005G276120	Cg001G011860
OG0014643	Np005G275960	Cg001G011760
OG0014644	Np002G075290	Cg007G277840
OG0014645	Np005G275720	Cg001G011570
OG0014646	Np005G275710	Cg001G011560
OG0014647	Np005G275540	Cg001G011440
OG0014648	Np005G275450	Cg001G011370
OG0014649	Np005G275430	Cg001G011350
OG0014650	Np005G275260	Cg001G011200
OG0014651	Np005G275250	Cg001G011190
OG0014652	Np005G275100	Cg001G011080
OG0014653	Np005G275030	Cg001G011040
OG0014654	Np005G274990	Cg001G011000
OG0014655	Np005G274930	Cg001G010980
OG0014656	Np005G310100	Cg007G278200
OG0014657	Np005G274760	Cg001G010820
OG0014659	Np005G274650	Cg001G010740
OG0014660	Np005G274640	Cg001G010730
OG0014661	Np005G273430	Cg001G010170
OG0014662	Np005G272750	Cg001G009690
OG0014663	Np005G272710	Cg001G009660
OG0014664	Np006G366310	Cg005G190470
OG0014665	Np005G272640	Cg001G009600
OG0014666	Np005G260010	Cg001G000070
OG0014667	Np005G272340	Cg001G009400
OG0014668	Np005G272250	Cg001G009320
OG0014669	Np005G272190	Cg001G009290
OG0014670	Np005G271830	Cg001G009160
OG0014671	Np005G271790	Cg001G009130
OG0014672	Np004G250530	Cg006G237290
OG0014673	Np005G271600	Cg001G008960
OG0014674	Np005G271340	Cg001G008730
OG0014675	Np005G271320	Cg001G008710
OG0014676	Np005G271310	Cg001G008700
OG0014677	Np005G271170	Cg001G008610
OG0014678	Np005G271110	Cg001G008590
OG0014680	Np005G270460	Cg001G008160
OG0014681	Np005G270420	Cg001G008140
OG0014682	Np005G270300	Cg001G008060
OG0014683	Np006G363660	Cg005G187700
OG0014684	Np005G269990	Cg001G007750
OG0014685	Np005G263020	Cg001G007410
OG0014686	Np005G262890	Cg001G007530
OG0014687	Np005G262850	Cg001G007550
OG0014689	Np005G264510	Cg001G006030
OG0014690	Np005G263610	Cg001G006870
OG0014691	Np005G263650	Cg001G006830
OG0014692	Np005G263670	Cg001G006820
OG0014693	Np005G263690	Cg001G006800
OG0014695	Np005G263950	Cg001G006570
OG0014696	Np005G264570	Cg001G005970
OG0014697	Np005G264380	Cg001G006150
OG0014698	Np005G264210	Cg001G006300
OG0014699	Np005G264150	Cg001G006360
OG0014700	Np005G264650	Cg001G005900
OG0014701	Np005G264630	Cg001G005930
OG0014702	Np005G264890	Cg001G005690
OG0014703	Np005G265170	Cg001G005600
OG0014704	Np007G376580	Cg004G152800
OG0014705	Np005G270450	Cg004G156780
OG0014706	Np005G266070	Cg001G004970
OG0014707	Np005G266170	Cg001G004900
OG0014708	Np005G266310	Cg001G004860
OG0014709	Np004G215370	Cg006G215140
OG0014710	Np004G215890	Cg006G214920
OG0014711	Np004G215960	Cg006G214740
OG0014712	Np004G216880	Cg006G214460
OG0014713	Np004G216960	Cg006G214440
OG0014714	Np004G217470	Cg006G214270
OG0014715	Np004G217480	Cg006G214260
OG0014716	Np004G219710	Cg006G213870
OG0014717	Np004G205040	Cg006G213830
OG0014718	Np004G205070	Cg006G213800
OG0014719	Np004G205080	Cg006G213790
OG0014720	Np004G205140	Cg006G213720
OG0014721	Np004G205310	Cg006G213430
OG0014722	Np004G205490	Cg006G213400
OG0014723	Np005G312570	Cg001G024030
OG0014724	Np005G312560	Cg001G024040
OG0014725	Np005G297390	Cg001G024260
OG0014726	Np005G298050	Cg001G024300
OG0014727	Np005G298060	Cg001G024310
OG0014728	Np005G298090	Cg001G024330
OG0014729	Np005G298800	Cg001G024440
OG0014730	Np005G299410	Cg001G024600
OG0014731	Np005G300160	Cg001G024820
OG0014732	Np005G300280	Cg001G024910
OG0014733	Np002G103160	Cg007G258000
OG0014734	Np002G103580	Cg007G256710
OG0014735	Np002G106040	Cg007G256020
OG0014736	Np002G091750	Cg007G267430
OG0014737	Np002G107060	Cg007G254980
OG0014738	Np002G106770	Cg007G254600
OG0014739	Np002G111030	Cg007G254130
OG0014740	Np002G111310	Cg007G253740
OG0014741	Np002G111510	Cg007G253340
OG0014742	Np002G113050	Cg007G252420
OG0014744	Np006G336660	Cg005G168620
OG0014745	Np005G274710	Cg001G010810
OG0014746	Np002G115770	Cg007G250690
OG0014747	Np002G116070	Cg007G250540
OG0014748	Np002G116860	Cg007G249910
OG0014749	Np002G117240	Cg007G250170
OG0014750	Np002G117660	Cg007G249350
OG0014751	Np002G118910	Cg007G248600
OG0014752	Np002G119590	Cg007G248350
OG0014753	Np001G032860	Cg002G075800
OG0014754	Np001G027860	Cg002G075530
OG0014755	Np001G027830	Cg002G075510
OG0014756	Np001G027500	Cg002G075430
OG0014757	Np001G027130	Cg002G075270
OG0014758	Np001G026950	Cg002G075190
OG0014759	Np001G026910	Cg002G075170
OG0014760	Np001G026780	Cg002G075150
OG0014761	Np001G026680	Cg002G075110
OG0014762	Np001G026590	Cg002G075030
OG0014763	Np001G026460	Cg002G074980
OG0014764	Np001G026120	Cg002G074730
OG0014765	Np001G025180	Cg002G074340
OG0014766	Np001G025070	Cg002G074250
OG0014767	Np001G025060	Cg002G074240
OG0014768	Np001G024940	Cg001G041620
OG0014769	Np001G024630	Cg002G073750
OG0014770	Np001G024610	Cg002G073730
OG0014771	Np001G024270	Cg002G073590
OG0014772	Np001G024240	Cg002G073570
OG0014773	Np001G023940	Cg002G073390
OG0014774	Np001G023460	Cg002G073000
OG0014775	Np001G023120	Cg002G072760
OG0014776	Np001G023100	Cg002G072730
OG0014777	Np001G023040	Cg002G072670
OG0014778	Np001G023020	Cg002G072640
OG0014779	Np001G022940	Cg002G072560
OG0014780	Np001G022400	Cg002G072110
OG0014781	Np001G022220	Cg002G071950
OG0014782	Np001G022050	Cg002G071900
OG0014783	Np001G021880	Cg002G071670
OG0014784	Np001G021730	Cg002G071550
OG0014785	Np001G021470, Np001G021590	Cg002G071430
OG0014786	Np001G021380	Cg002G071370
OG0014787	Np001G021070	Cg002G071200
OG0014788	Np001G020810	Cg002G070940
OG0014789	Np001G020610	Cg002G070750
OG0014790	Np001G020460	Cg002G070630
OG0014791	Np001G020220	Cg002G068610
OG0014792	Np001G020210	Cg002G068640
OG0014793	Np001G019840	Cg002G069180
OG0014794	Np001G019620	Cg002G069540
OG0014795	Np001G019580	Cg002G069580
OG0014796	Np005G315390	Cg001G039370
OG0014797	Np001G018740	Cg002G067520, Cg008G310120
OG0014798	Np001G018540	Cg002G065530
OG0014799	Np005G314140	Cg001G038470
OG0014800	Np002G118250	Cg007G248950
OG0014801	Np002G092630	Cg007G267080
OG0014802	Np002G093200	Cg007G266970
OG0014803	Np002G093250	Cg007G266940
OG0014804	Np002G093960	Cg007G266480
OG0014805	Np002G094780, Np002G094970	Cg007G265680
OG0014806	Np002G095310	Cg007G265500
OG0014807	Np002G095930	Cg007G265350
OG0014808	Np002G096160	Cg007G265200
OG0014809	Np002G096990	Cg007G264740
OG0014810	Np002G097170	Cg007G264650
OG0014811	Np002G097290	Cg007G264570
OG0014813	Np002G097870	Cg007G263160
OG0014814	Np002G099320	Cg007G263720, Cg007G262360
OG0014815	Np002G099770	Cg007G261600
OG0014816	Np002G099810	Cg007G252210
OG0014817	Np002G101180	Cg007G260360
OG0014818	Np007G410490, Np002G101290	Cg007G260580
OG0014819	Np002G113700	Cg007G260760
OG0014820	Np002G098320	Cg007G260790
OG0014821	Np002G102450	Cg004G149820, Cg004G150860
OG0014822	Np002G102320	Cg007G259650
OG0014823	Np004G212000	Cg007G258680
OG0014824	Np003G186690	Cg007G258360
OG0014826	Np002G124820	Cg007G245490
OG0014827	Np001G052400	Cg002G056040
OG0014828	Np001G023920	Cg002G073360
OG0014829	Np002G124420	Cg007G245760
OG0014830	Np002G124350	Cg007G245810
OG0014831	Np002G124330	Cg007G245830
OG0014832	Np002G124250	Cg007G245890
OG0014833	Np002G123390	Cg007G246360
OG0014834	Np002G123220	Cg007G246460
OG0014835	Np002G122860	Cg007G246600
OG0014836	Np002G122590	Cg007G246830
OG0014837	Np002G122570	Cg007G246850
OG0014838	Np002G122530	Cg007G246860
OG0014839	Np002G122440	Cg007G246910
OG0014840	Np002G122420	Cg007G246920
OG0014841	Np002G121700	Cg007G247140
OG0014842	Np002G121230	Cg007G247400
OG0014843	Np002G121000	Cg007G247520
OG0014844	Np002G120830	Cg007G247610
OG0014845	Np002G120800	Cg007G247640
OG0014846	Np002G120770	Cg007G247660
OG0014847	Np002G120240	Cg007G247840
OG0014848	Np007G408880	Cg004G128260
OG0014849	Np005G276950	Cg001G012660
OG0014850	Np005G279950	Cg001G014840
OG0014851	Np005G279780	Cg001G014680
OG0014852	Np005G279640	Cg001G014540
OG0014853	Np005G279510	Cg001G014460
OG0014854	Np006G330550	Cg005G164820
OG0014855	Np005G310690	Cg001G034300
OG0014856	Np006G330640	Cg005G164910
OG0014857	Np006G330820	Cg005G165070
OG0014858	Np006G330690	Cg005G164960
OG0014859	Np006G330950	Cg005G165150
OG0014860	Np006G331160	Cg005G165360
OG0014861	Np006G331210	Cg005G165400
OG0014862	Np007G413790	Cg004G124720
OG0014863	Np007G413750	Cg004G124740
OG0014864	Np007G413660	Cg004G124830
OG0014865	Np007G413620	Cg004G124870
OG0014866	Np007G413520	Cg004G124940
OG0014867	Np007G413410	Cg004G125070
OG0014868	Np007G413270	Cg004G125200
OG0014869	Np007G413110	Cg004G125290
OG0014870	Np007G413080	Cg004G125320
OG0014871	Np007G413070	Cg004G125330
OG0014872	Np007G412800	Cg004G125450
OG0014873	Np007G412790	Cg004G125460
OG0014874	Np007G412730	Cg004G125520
OG0014875	Np003G128040	Cg008G284370
OG0014876	Np007G412530	Cg004G125670
OG0014877	Np007G412520	Cg004G125680
OG0014878	Np007G412080	Cg004G125840
OG0014879	Np007G411990	Cg004G125920
OG0014880	Np007G411950	Cg004G125960
OG0014881	Np007G411910	Cg004G126020
OG0014882	Np007G411410	Cg004G126370
OG0014883	Np003G157710	Cg003G103840
OG0014884	Np007G410910	Cg004G126830
OG0014885	Np007G411070	Cg004G126700
OG0014886	Np007G410880	Cg004G126850
OG0014887	Np007G410810	Cg004G126900
OG0014888	Np007G410510	Cg004G127060
OG0014889	Np007G409410	Cg004G127820
OG0014890	Np007G409290	Cg004G127930
OG0014891	Np007G409350	Cg004G127870
OG0014892	Np007G409060	Cg004G128110
OG0014893	Np003G175310	Cg003G088270
OG0014894	Np003G175000	Cg003G092050
OG0014895	Np003G175270	Cg003G088370
OG0014896	Np003G188340	Cg003G091430
OG0014897	Np007G381710	Cg004G138620
OG0014898	Np003G173110	Cg003G095410, Cg016G334220
OG0014899	Np004G251140	Cg006G237860
OG0014900	Np003G172620	Cg003G096400
OG0014901	Np003G172600	Cg003G096410
OG0014902	Np003G172200	Cg003G096720
OG0014903	Np003G171840	Cg003G097010
OG0014904	Np003G170960	Cg003G097420
OG0014905	Np003G184480	Cg003G097770
OG0014906	Np003G168370	Cg003G098100
OG0014907	Np003G168360	Cg003G098110
OG0014908	Np003G168020	Cg003G098180
OG0014909	Np003G167830	Cg003G098210
OG0014910	Np002G119830	Cg003G098240
OG0014911	Np003G167090	Cg003G098600
OG0014912	Np003G166810	Cg003G098730
OG0014913	Np003G166800	Cg003G098740
OG0014915	Np003G166480	Cg003G098810
OG0014916	Np003G166470	Cg003G098840
OG0014917	Np003G165990	Cg003G099120
OG0014918	Np003G165680	Cg003G099270
OG0014919	Np003G165470	Cg003G099320
OG0014920	Np003G165070	Cg003G099530
OG0014921	Np003G164150	Cg003G100190
OG0014922	Np003G164450	Cg003G099930
OG0014923	Np003G164820	Cg003G099790
OG0014924	Np003G163860	Cg003G100330
OG0014925	Np003G163830	Cg003G100350
OG0014926	Np003G163640	Cg003G100510
OG0014927	Np003G161690	Cg003G100880
OG0014928	Np003G162750, Np003G158910	Cg003G101630
OG0014929	Np003G161070	Cg003G102100
OG0014930	Np004G236900	Cg006G227200
OG0014931	Np003G160290	Cg003G102590
OG0014932	Np003G159690	Cg003G102710
OG0014933	Np003G159550	Cg003G102770
OG0014934	Np003G159410	Cg003G102880
OG0014935	Np003G158310	Cg003G103400
OG0014936	Np003G158220	Cg003G103500
OG0014937	Np003G158060	Cg003G103610
OG0014939	Np003G157380	Cg003G104050
OG0014940	Np003G157210	Cg003G104190
OG0014941	Np003G157200	Cg003G104200
OG0014942	Np003G156540	Cg003G104570
OG0014943	Np003G156520	Cg003G104590
OG0014944	Np003G156500	Cg003G104600
OG0014945	Np003G156010	Cg003G105000
OG0014946	Np003G155670	Cg003G105230
OG0014947	Np003G155570	Cg003G105250
OG0014948	Np003G155330	Cg003G105340
OG0014949	Np003G155220	Cg003G105410
OG0014950	Np003G155140	Cg003G105480
OG0014951	Np003G154900	Cg003G105720
OG0014952	Np003G154880	Cg003G105740
OG0014953	Np003G175010	Cg003G085840
OG0014954	Np003G175120	Cg003G085850
OG0014955	Np003G140140	Cg008G293550
OG0014956	Np003G140210	Cg008G293560
OG0014957	Np003G139790	Cg008G293250
OG0014958	Np003G139580	Cg008G293050
OG0014959	Np003G139010	Cg008G292610
OG0014960	Np003G138560	Cg008G292320
OG0014961	Np003G138210	Cg008G292010
OG0014962	Np003G138170	Cg008G291980
OG0014963	Np003G138040	Cg008G291870
OG0014964	Np003G137940	Cg008G291800
OG0014965	Np003G137900	Cg008G291780
OG0014966	Np003G137680	Cg008G291570
OG0014967	Np003G137510	Cg008G291510
OG0014968	Np003G137460	Cg008G291490
OG0014969	Np006G335940	Cg005G168230
OG0014970	Np003G137310	Cg008G291380
OG0014971	Np003G137270	Cg008G291350
OG0014972	Np003G137240	Cg008G291320
OG0014973	Np003G137040	Cg008G291140
OG0014974	Np003G137020	Cg008G291130
OG0014975	Np003G136830	Cg008G290960
OG0014976	Np003G136800	Cg008G290930
OG0014977	Np003G136770	Cg008G290880
OG0014978	Np003G136690	Cg008G290830
OG0014979	Np002G075830, Np003G136500	Cg008G290620
OG0014980	Np003G136490	Cg008G290610
OG0014981	Np003G136260	Cg008G290400
OG0014982	Np003G135910	Cg008G290050
OG0014983	Np003G135860	Cg008G290000
OG0014984	Np003G135680	Cg008G289850
OG0014985	Np003G135660	Cg008G289840
OG0014986	Np003G135260	Cg008G289590
OG0014987	Np003G134600	Cg008G289190
OG0014988	Np003G134570	Cg008G289160
OG0014989	Np003G134210	Cg008G288860
OG0014990	Np003G133550	Cg008G288440
OG0014991	Np003G133440	Cg008G288320
OG0014992	Np003G133340	Cg008G288210
OG0014993	Np003G133270	Cg008G288150
OG0014994	Np005G296100	Cg001G023820
OG0014995	Np005G295430	Cg001G023630
OG0014996	Np005G295410	Cg001G023610
OG0014997	Np005G293610	Cg001G023170
OG0014998	Np005G293480	Cg001G023160
OG0014999	Np005G291740	Cg001G022450
OG0015000	Np005G291570	Cg001G022330
OG0015001	Np005G291370	Cg001G022180
OG0015002	Np005G291350	Cg001G022160
OG0015003	Np005G291200	Cg001G022120
OG0015004	Np005G291000	Cg001G021940
OG0015005	Np005G290850	Cg001G021920
OG0015006	Np005G290370	Cg001G021610
OG0015007	Np005G290220	Cg001G021520
OG0015008	Np005G290030	Cg001G021350
OG0015009	Np005G289410	Cg001G021050
OG0015010	Np005G289400	Cg001G021040
OG0015011	Np005G289330	Cg001G020950
OG0015012	Np005G288670	Cg001G020680
OG0015013	Np005G288120, Np001G032330	Cg001G020290
OG0015014	Np005G286970	Cg001G020240
OG0015015	Np005G287090	Cg001G020180
OG0015016	Np004G237850	Cg006G227980
OG0015017	Np005G287520	Cg001G019860
OG0015018	Np005G287620	Cg001G019770
OG0015019	Np003G141170	Cg008G294450
OG0015020	Np005G287760	Cg001G019670
OG0015021	Np005G288070	Cg001G019540
OG0015022	Np005G286930	Cg001G019500
OG0015023	Np005G286880	Cg001G019460
OG0015024	Np005G286760	Cg001G019350
OG0015025	Np005G286470	Cg001G019210
OG0015026	Np005G286410	Cg001G019170
OG0015027	Np005G286230	Cg001G019020
OG0015028	Np005G285250	Cg001G018460
OG0015029	Np005G284860	Cg001G018270
OG0015030	Np005G284680	Cg001G018090
OG0015031	Np005G284640	Cg001G018050
OG0015033	Np005G283020	Cg001G016950
OG0015034	Np005G282770	Cg001G016790
OG0015035	Np004G205750	Cg001G033500
OG0015036	Np004G205780	Cg006G213000
OG0015037	Np004G205810	Cg006G212950
OG0015038	Np004G205980	Cg006G212880
OG0015039	Np004G206010	Cg006G212800
OG0015040	Np004G206130	Cg006G212410
OG0015041	Np004G206160	Cg006G212390
OG0015042	Np004G206230	Cg006G212360
OG0015043	Np004G206290	Cg006G212260
OG0015044	Np004G208590	Cg006G210730
OG0015045	Np004G208640	Cg006G210670
OG0015046	Np004G208690	Cg006G210550
OG0015047	Np005G308830	Cg006G210380
OG0015048	Np004G204300	Cg006G209460
OG0015049	Np004G204390	Cg006G209340
OG0015050	Np004G204400	Cg006G209320
OG0015051	Np004G204610	Cg006G209130
OG0015052	Np004G204780	Cg006G208530
OG0015053	Np004G204870	Cg006G207850
OG0015054	Np004G204880	Cg006G204520, Cg006G207880
OG0015055	Np004G204890	Cg006G207890
OG0015056	Np004G204930	Cg006G208160
OG0015057	Np004G202590	Cg006G204740
OG0015058	Np004G202840	Cg006G205040
OG0015059	Np004G202930	Cg006G205190
OG0015060	Np004G203170	Cg006G206130
OG0015061	Np004G203280	Cg006G206430
OG0015062	Np004G203430	Cg006G206030
OG0015063	Np004G203310	Cg006G205650
OG0015065	Np004G202050	Cg006G204210
