Orthogroup	Noccaea_praecox	Cardamine_amara
OG0015347	Np003G125380	evm.model.RL_4.3389.4.687c86de
OG0015348	Np003G125390	evm.model.RL_4.3388
OG0015349	Np003G125730	evm.model.RL_4.3357
OG0015350	Np003G125770	evm.model.RL_4.3353
OG0015352	Np003G126100	evm.model.RL_4.3335
OG0015353	Np003G126160	evm.model.RL_4.3332
OG0015354	Np003G126370	evm.model.RL_4.3317.4.687c86de
OG0015355	Np003G126440	evm.model.RL_4.3311
OG0015356	Np003G126860	evm.model.RL_4.3276
OG0015357	Np003G126930	evm.model.RL_4.3267
OG0015358	Np003G127200	evm.model.RL_4.3234
OG0015359	Np003G127230	evm.model.RL_4.3232
OG0015360	Np003G127260	evm.model.RL_4.3230
OG0015361	Np003G127460	evm.model.RL_4.3209
OG0015362	Np003G127570	evm.model.RL_8.1389.1.687c855b
OG0015363	Np003G127640	evm.model.RL_4.3191
OG0015364	Np003G127680	evm.model.RL_4.3187
OG0015365	Np003G128090	evm.model.RL_4.3165
OG0015366	Np003G136110	evm.model.RL_4.2596
OG0015367	Np003G128140	evm.model.RL_4.3161
OG0015368	Np003G128260	evm.model.RL_4.3146
OG0015369	Np003G128350	evm.model.RL_4.3141
OG0015370	Np003G128420	evm.model.RL_4.3135
OG0015372	Np003G128800	evm.model.RL_4.3103
OG0015373	Np003G128810	evm.model.RL_4.3102
OG0015374	Np003G147330	evm.model.RL_4.1714
OG0015375	Np003G148460	evm.model.RL_4.1623
OG0015376	Np003G148350	evm.model.RL_4.1634
OG0015377	Np003G149160	evm.model.RL_4.1571
OG0015378	Np003G149230	evm.model.RL_4.1565
OG0015379	Np005G277360	evm.model.RL_2.2285
OG0015380	Np003G149370	evm.model.RL_4.1556
OG0015381	Np003G149440	evm.model.RL_4.1552
OG0015382	Np003G149790	evm.model.RL_4.1535
OG0015383	Np003G150000	evm.model.RL_4.1518.1.687c86d4
OG0015384	Np003G150140	evm.model.RL_4.1511
OG0015385	Np003G150330	evm.model.RL_4.1485.3.687c86d4
OG0015386	Np003G150470	evm.model.RL_4.1473
OG0015387	Np003G150550	evm.model.RL_4.1467
OG0015388	Np003G150830	evm.model.RL_4.1453
OG0015389	Np003G151430	evm.model.RL_8.2142
OG0015390	Np003G151640	evm.model.RL_8.2127.3.687c855f
OG0015391	Np003G151700	evm.model.RL_8.2124.1.687c855f
OG0015393	Np002G092140	evm.model.RL_3.1107
OG0015394	Np003G152220	evm.model.RL_8.2079
OG0015395	Np003G152510	evm.model.RL_8.2061
OG0015396	Np003G152580	evm.model.RL_8.2054
OG0015397	Np003G153090	evm.model.RL_8.2022
OG0015398	Np003G153630	evm.model.RL_8.1984_evm.model.RL_8.1986.1.687c97c3
OG0015399	Np003G153040	evm.model.RL_8.2027
OG0015400	Np003G153310	evm.model.RL_8.2006
OG0015401	Np001G006550	evm.model.RL_8.2389
OG0015402	Np001G006150	evm.model.RL_8.2399
OG0015403	Np001G006110	evm.model.RL_8.2402
OG0015404	Np001G006070	evm.model.RL_8.2405
OG0015405	Np001G006060	evm.model.RL_8.2406
OG0015406	Np001G006040	evm.model.RL_8.2408.2.687c8561
OG0015407	Np001G005990	evm.model.RL_8.2410
OG0015408	Np001G005980	evm.model.RL_8.2411
OG0015409	Np001G005640	evm.model.RL_8.2431
OG0015410	Np001G005220	evm.model.RL_8.2470, evm.model.RL_8.2462
OG0015411	Np001G005180	evm.model.RL_8.2474
OG0015412	Np006G335480	evm.model.RL_6.1947
OG0015413	Np001G004800	evm.model.RL_8.2501
OG0015414	Np001G004660	evm.model.RL_8.2513
OG0015415	Np001G004630	evm.model.RL_8.2515
OG0015416	Np001G004570	evm.model.RL_8.2518
OG0015417	Np001G004510	evm.model.RL_8.2525
OG0015418	Np001G004460	evm.model.RL_8.2528.1.687c8561
OG0015419	Np001G004360	evm.model.RL_8.2534
OG0015420	Np001G004270	evm.model.RL_8.2542
OG0015421	Np001G004220	evm.model.RL_8.2549
OG0015422	Np001G003950	evm.model.RL_8.2568
OG0015423	Np001G003840	evm.model.RL_8.2573
OG0015424	Np001G003500	evm.model.RL_8.2600
OG0015426	Np001G003100	evm.model.RL_8.2627
OG0015427	Np001G002930	evm.model.RL_8.2639
OG0015428	Np001G002870	evm.model.RL_8.2648
OG0015430	Np001G002490	evm.model.RL_8.2681
OG0015431	Np001G002460	evm.model.RL_8.2683
OG0015432	Np001G002410	evm.model.RL_8.2690
OG0015433	Np001G002330	evm.model.RL_8.2698
OG0015434	Np001G002280	evm.model.RL_8.2703
OG0015435	Np001G002220	evm.model.RL_8.2708
OG0015436	Np001G002030	evm.model.RL_8.2720
OG0015437	Np001G002020	evm.model.RL_8.2721
OG0015438	Np001G001960	evm.model.RL_8.2725
OG0015439	Np001G001610	evm.model.RL_8.2746
OG0015440	Np006G363890	evm.model.RL_6.457
OG0015441	Np001G001430	evm.model.RL_8.2770
OG0015442	Np001G001380	evm.model.RL_8.2773
OG0015443	Np001G000960	evm.model.RL_8.2792
OG0015444	Np003G175650	evm.model.RL_8.2803
OG0015445	Np001G000760	evm.model.RL_8.2805
OG0015446	Np001G000640	evm.model.RL_5.2416
OG0015447	Np001G000600	evm.model.RL_8.2822
OG0015448	Np001G000400	evm.model.RL_8.2828
OG0015449	Np001G000340	evm.model.RL_8.2833
OG0015450	Np001G000300	evm.model.RL_8.2844.1.687c8563
OG0015451	Np001G000170	evm.model.RL_8.2857
OG0015452	Np001G000040	evm.model.RL_7.2655
OG0015453	Np003G189810	evm.model.RL_8.17
OG0015454	Np003G189060	evm.model.RL_8.93
OG0015455	Np003G189270	evm.model.RL_8.65
OG0015456	Np003G189510	evm.model.RL_8.50
OG0015457	Np003G188790	evm.model.RL_8.108
OG0015458	Np003G188780	evm.model.RL_8.109
OG0015459	Np003G188450	evm.model.RL_8.124
OG0015460	Np003G188390	evm.model.RL_8.129
OG0015461	Np003G188290	evm.model.RL_8.141
OG0015462	Np003G187650	evm.model.RL_8.202
OG0015463	Np003G187500	evm.model.RL_8.190
OG0015464	Np003G187230	evm.model.RL_8.170
OG0015465	Np003G187120	evm.model.RL_8.160
OG0015466	Np003G186580	evm.model.RL_8.272
OG0015467	Np003G186390	evm.model.RL_8.283
OG0015468	Np003G186370	evm.model.RL_8.285
OG0015469	Np003G186340	evm.model.RL_8.286
OG0015470	Np003G185930	evm.model.RL_8.2583
OG0015472	Np001G040110	evm.model.RL_4.441
OG0015473	Np001G040170	evm.model.RL_4.447.1.687c86ce
OG0015474	Np001G040190	evm.model.RL_4.449
OG0015475	Np001G040220	evm.model.RL_4.450
OG0015476	Np001G040420	evm.model.RL_4.467
OG0015477	Np001G040550	evm.model.RL_4.478
OG0015478	Np001G040600	evm.model.RL_4.482
OG0015479	Np001G040760	evm.model.RL_4.492
OG0015480	Np001G040790	evm.model.RL_4.496
OG0015481	Np001G040810	evm.model.RL_4.498
OG0015482	Np001G041280	evm.model.RL_4.535
OG0015483	Np006G356470, Np006G356330	evm.model.RL_6.1316
OG0015484	Np006G357530	evm.model.RL_6.1381
OG0015485	Np006G357050	evm.model.RL_6.1351
OG0015486	Np006G356080	evm.model.RL_6.1305
OG0015487	Np006G356030	evm.model.RL_6.1300
OG0015488	Np006G356020	evm.model.RL_6.1299, evm.model.RL_1.2402
OG0015489	Np006G355810	evm.model.RL_6.1288
OG0015490	Np006G355190	evm.model.RL_6.1243
OG0015491	Np006G355050	evm.model.RL_6.1230
OG0015492	Np006G355020	evm.model.RL_6.1229
OG0015493	Np006G346720, Np006G354030	evm.model.RL_6.1176
OG0015494	Np006G347930, Np006G352760	evm.model.RL_6.1125
OG0015495	Np006G352470	evm.model.RL_6.1113
OG0015496	Np006G352200	evm.model.RL_6.1088
OG0015497	Np006G360230	evm.model.RL_6.1012
OG0015498	Np006G359910	evm.model.RL_6.986
OG0015499	Np006G359740	evm.model.RL_6.972
OG0015500	Np006G359600	evm.model.RL_6.966
OG0015501	Np006G359550	evm.model.RL_6.962
OG0015502	Np006G359090	evm.model.RL_6.934
OG0015503	Np006G358940	evm.model.RL_6.919
OG0015504	Np006G358890	evm.model.RL_6.913
OG0015505	Np006G358870	evm.model.RL_6.911
OG0015506	Np006G358820	evm.model.RL_6.907
OG0015507	Np006G358760	evm.model.RL_6.903
OG0015509	Np006G361490	evm.model.RL_6.770
OG0015510	Np006G361430	evm.model.RL_6.772
OG0015511	Np006G361270	evm.model.RL_6.785
OG0015512	Np006G361210	evm.model.RL_6.799
OG0015514	Np006G360880	evm.model.RL_6.824
OG0015515	Np006G361760	evm.model.RL_6.747
OG0015516	Np006G361770, Np006G361800	evm.model.RL_6.744
OG0015517	Np006G362020	evm.model.RL_6.733
OG0015518	Np006G362060	evm.model.RL_6.729
OG0015519	Np006G362090	evm.model.RL_6.741
OG0015520	Np004G191080	evm.model.RL_6.720
OG0015521	Np001G006440	evm.model.RL_1.2925
OG0015522	Np006G362330	evm.model.RL_5.619.2.687c88ae
OG0015523	Np002G074540	evm.model.RL_8.19
OG0015524	Np006G362410	evm.model.RL_6.583
OG0015525	Np006G362520	evm.model.RL_6.565
OG0015526	Np006G362710	evm.model.RL_6.550
OG0015528	Np006G362780	evm.model.RL_6.544
OG0015529	Np006G362860	evm.model.RL_6.537
OG0015530	Np006G362910	evm.model.RL_6.534
OG0015531	Np006G363030	evm.model.RL_6.530
OG0015532	Np006G363150	evm.model.RL_6.510
OG0015533	Np006G363230	evm.model.RL_6.498
OG0015534	Np005G278000	evm.model.RL_2.2254
OG0015535	Np007G424820	evm.model.RL_1.68.2.687c87e9
OG0015536	Np007G424890	evm.model.RL_1.58
OG0015537	Np007G425200	evm.model.RL_1.34
OG0015538	Np007G425250	evm.model.RL_1.30
OG0015539	Np004G210930	evm.model.RL_5.3084.2.687c88bf
OG0015540	Np007G425360	evm.model.RL_1.23
OG0015541	Np007G425420	evm.model.RL_1.19
OG0015542	Np007G425450	evm.model.RL_1.16
OG0015543	Np007G425460	evm.model.RL_1.15
OG0015544	Np007G425490	evm.model.RL_1.12
OG0015545	Np003G124880	evm.model.RL_1.3
OG0015546	Np001G060480	evm.model.RL_1.764
OG0015547	Np003G124940	evm.model.RL_4.3433
OG0015548	Np003G124960	evm.model.RL_4.3430
OG0015549	Np003G124970	evm.model.RL_4.3429
OG0015550	Np003G125000	evm.model.RL_6.1122
OG0015551	Np003G125010	evm.model.RL_4.3427
OG0015552	Np003G125070	evm.model.RL_4.3421
OG0015553	Np003G125080	evm.model.RL_4.3418
OG0015554	Np003G125090	evm.model.RL_4.3417
OG0015555	Np005G279070	evm.model.RL_2.2172.3.687c86e5
OG0015556	Np005G278760	evm.model.RL_2.2198
OG0015557	Np007G424440	evm.model.RL_1.102
OG0015558	Np007G424370	evm.model.RL_1.107
OG0015559	Np007G423900	evm.model.RL_1.124
OG0015560	Np007G423870	evm.model.RL_1.125
OG0015562	Np007G423780	evm.model.RL_1.130
OG0015563	Np007G423660	evm.model.RL_1.140.1.687c87e9
OG0015564	Np007G423590	evm.model.RL_1.141
OG0015565	Np007G423430	evm.model.RL_1.160
OG0015566	Np007G423180	evm.model.RL_1.181
OG0015567	Np007G423140	evm.model.RL_1.185
OG0015568	Np007G423120	evm.model.RL_1.187
OG0015569	Np007G422990	evm.model.RL_1.203
OG0015570	Np007G422850	evm.model.RL_1.216
OG0015571	Np007G422760	evm.model.RL_1.224
OG0015572	Np007G422710	evm.model.RL_1.225
OG0015573	Np007G422400	evm.model.RL_1.246
OG0015574	Np007G422020	evm.model.RL_1.271
OG0015575	Np007G421700	evm.model.RL_1.289
OG0015576	Np007G421610	evm.model.RL_1.296
OG0015577	Np007G421420	evm.model.RL_1.307
OG0015578	Np007G420910	evm.model.RL_1.334
OG0015579	Np007G420830	evm.model.RL_1.344
OG0015580	Np007G420730	evm.model.RL_1.352
OG0015581	Np007G420150	evm.model.RL_1.391
OG0015582	Np007G420010	evm.model.RL_1.399
OG0015583	Np007G419280	evm.model.RL_1.436
OG0015584	Np007G419090	evm.model.RL_1.449.1.687c87ea
OG0015585	Np007G418750	evm.model.RL_1.473.1.687c87ea
OG0015586	Np007G418890	evm.model.RL_1.463
OG0015587	Np007G418520	evm.model.RL_1.489
OG0015588	Np007G418510	evm.model.RL_1.490
OG0015589	Np007G418370	evm.model.RL_1.503
OG0015590	Np007G418230	evm.model.RL_1.507
OG0015591	Np001G065630	evm.model.RL_7.346
OG0015592	Np007G417220	evm.model.RL_1.572
OG0015593	Np007G417130	evm.model.RL_1.578
OG0015594	Np007G416370	evm.model.RL_1.626
OG0015595	Np007G416240	evm.model.RL_1.639
OG0015596	Np007G408700	evm.model.RL_1.1167
OG0015597	Np007G416150	evm.model.RL_1.644.2.687c87eb
OG0015598	Np007G416040	evm.model.RL_1.647
OG0015599	Np007G415960	evm.model.RL_1.654
OG0015600	Np007G415910	evm.model.RL_1.632, evm.model.RL_1.656
OG0015601	Np007G415740	evm.model.RL_1.674
OG0015603	Np007G415410	evm.model.RL_1.691
OG0015604	Np007G415310	evm.model.RL_1.700
OG0015605	Np007G415180	evm.model.RL_1.711
OG0015606	Np007G415150	evm.model.RL_1.715
OG0015607	Np007G415120	evm.model.RL_1.718
OG0015608	Np007G415000	evm.model.RL_1.730
OG0015609	Np007G414850	evm.model.RL_1.738
OG0015610	Np007G414820	evm.model.RL_1.740
OG0015611	Np007G414600	evm.model.RL_1.754
OG0015612	Np007G413950	evm.model.RL_1.804
OG0015613	Np007G413910	evm.model.RL_1.806
OG0015614	Np006G331860	evm.model.RL_6.2149
OG0015615	Np006G331950	evm.model.RL_6.2146
OG0015616	Np006G332370	evm.model.RL_6.2125
OG0015617	Np006G332760	evm.model.RL_6.2108
OG0015618	Np006G332830	evm.model.RL_6.2104
OG0015619	Np006G333400	evm.model.RL_6.2075
OG0015620	Np006G333420	evm.model.RL_6.2073
OG0015621	Np006G334150	evm.model.RL_6.2032
OG0015622	Np006G333780	evm.model.RL_6.2055
OG0015623	Np006G334360	evm.model.RL_6.2024
OG0015626	Np006G339810	evm.model.RL_6.1680
OG0015627	Np006G339330	evm.model.RL_6.1724
OG0015628	Np001G014860	evm.model.RL_8.989
OG0015629	Np006G339210	evm.model.RL_6.1733
OG0015631	Np006G338390	evm.model.RL_6.1771
OG0015632	Np006G338080	evm.model.RL_6.1794, evm.model.RL_6.1791
OG0015633	Np006G338010	evm.model.RL_6.1797
OG0015634	Np006G337800	evm.model.RL_6.1873
OG0015635	Np006G337830	evm.model.RL_6.1874
OG0015637	Np006G337690	evm.model.RL_6.1864
OG0015638	Np006G337640	evm.model.RL_6.1860
OG0015639	Np006G337630	evm.model.RL_6.1859
OG0015640	Np006G337520	evm.model.RL_6.1848
OG0015641	Np006G337080	evm.model.RL_6.1831
OG0015642	Np006G336910	evm.model.RL_6.1818
OG0015643	Np006G336890	evm.model.RL_6.1816
OG0015644	Np006G335090	evm.model.RL_6.1973
OG0015645	Np006G335180	evm.model.RL_6.1966
OG0015646	Np006G335220	evm.model.RL_6.1963
OG0015647	Np006G335870	evm.model.RL_6.1922
OG0015648	Np006G335930	evm.model.RL_6.1919
OG0015649	Np006G336090	evm.model.RL_6.1911
OG0015650	Np007G402500	evm.model.RL_6.644
OG0015650	Np002G102230	evm.model.RL_6.653
OG0015651	Np006G339990	evm.model.RL_6.1668
OG0015652	Np004G240650	evm.model.RL_5.1420
OG0015653	Np004G240620	evm.model.RL_5.1423.2.687c88b4
OG0015654	Np004G240160	evm.model.RL_5.1459
OG0015655	Np004G240000	evm.model.RL_5.1474
OG0015656	Np004G239750	evm.model.RL_5.1490
OG0015657	Np004G239570	evm.model.RL_5.1507
OG0015658	Np004G239240	evm.model.RL_5.1538
OG0015659	Np004G239090	evm.model.RL_5.1551
OG0015660	Np004G238900	evm.model.RL_5.1568
OG0015661	Np004G238550	evm.model.RL_5.1587
OG0015662	Np004G238560	evm.model.RL_5.1586.1.687c88b5
OG0015663	Np004G238580	evm.model.RL_5.1584
OG0015665	Np004G238710	evm.model.RL_5.1577
OG0015666	Np004G238450	evm.model.RL_5.1595
OG0015667	Np004G238260	evm.model.RL_5.1607
OG0015668	Np004G237630	evm.model.RL_5.1650
OG0015669	Np004G237710	evm.model.RL_5.1643
OG0015670	Np004G237740	evm.model.RL_5.1641
OG0015671	Np004G237870	evm.model.RL_5.1631
OG0015672	Np002G080400, Np002G080360	evm.model.RL_3.1780
OG0015673	Np004G237040	evm.model.RL_5.1704
OG0015674	Np004G236880	evm.model.RL_5.1719
OG0015675	Np004G236810	evm.model.RL_5.1722
OG0015676	Np004G236700	evm.model.RL_5.1730
OG0015677	Np004G236620	evm.model.RL_5.1743
OG0015678	Np004G236580	evm.model.RL_5.1747
OG0015679	Np004G236340	evm.model.RL_5.1766
OG0015680	Np004G236240	evm.model.RL_5.1769
OG0015681	Np004G236210	evm.model.RL_5.1772
OG0015682	Np004G236120	evm.model.RL_5.1774
OG0015683	Np004G235370	evm.model.RL_5.1842
OG0015684	Np004G234970	evm.model.RL_5.3684
OG0015685	Np004G234940	evm.model.RL_5.3681
OG0015686	Np004G234840	evm.model.RL_5.3674
OG0015687	Np004G234570	evm.model.RL_5.3658
OG0015688	Np004G234310	evm.model.RL_5.3637
OG0015689	Np004G233790	evm.model.RL_5.3598
OG0015690	Np004G233730	evm.model.RL_5.3592
OG0015691	Np004G233690	evm.model.RL_5.3591
OG0015692	Np004G233490	evm.model.RL_5.3581
OG0015693	Np004G233380	evm.model.RL_5.3576
OG0015694	Np004G233360	evm.model.RL_5.3575
OG0015695	Np004G254640	evm.model.RL_5.395
OG0015696	Np004G232660	evm.model.RL_5.3549
OG0015697	Np004G232580	evm.model.RL_5.3544
OG0015698	Np004G232160	evm.model.RL_5.3517
OG0015699	Np004G231970	evm.model.RL_5.3504
OG0015700	Np004G231850	evm.model.RL_5.3496
OG0015701	Np004G231390	evm.model.RL_5.3486
OG0015702	Np004G231200	evm.model.RL_5.3471
OG0015703	Np004G231190	evm.model.RL_5.3470
OG0015704	Np004G231090	evm.model.RL_5.3464
OG0015705	Np004G230960	evm.model.RL_5.3453
OG0015706	Np004G230680	evm.model.RL_5.3447
OG0015707	Np004G230250	evm.model.RL_5.3427
OG0015708	Np004G229490	evm.model.RL_5.3393
OG0015709	Np004G229200	evm.model.RL_5.3384
OG0015710	Np004G228840	evm.model.RL_5.3375
OG0015711	Np004G252590	evm.model.RL_5.554
OG0015712	Np004G226620	evm.model.RL_5.3311
OG0015713	Np004G226230	evm.model.RL_5.3299
OG0015714	Np004G225810	evm.model.RL_5.3280.1.687c88c1
OG0015715	Np002G087590	evm.model.RL_3.1293
OG0015716	Np004G224760	evm.model.RL_5.3263
OG0015717	Np002G088360	evm.model.RL_3.1265
OG0015718	Np004G208940	evm.model.RL_5.3249
OG0015719	Np004G209090	evm.model.RL_5.3238
OG0015720	Np004G209180	evm.model.RL_5.3228
OG0015721	Np004G209550	evm.model.RL_5.3201.1.687c88c0
OG0015722	Np004G209840	evm.model.RL_5.3179
OG0015723	Np004G209880	evm.model.RL_5.3176
OG0015724	Np004G235460	evm.model.RL_5.1835
OG0015725	Np004G202060	evm.model.RL_5.2306
OG0015726	Np004G202100	evm.model.RL_5.2309
OG0015727	Np004G210280	evm.model.RL_5.3143
OG0015728	Np005G282650	evm.model.RL_2.1937
OG0015729	Np005G282570	evm.model.RL_2.1943
OG0015730	Np005G282350	evm.model.RL_2.1951
OG0015731	Np005G282230	evm.model.RL_2.1959
OG0015732	Np005G282080	evm.model.RL_2.1966
OG0015733	Np005G282010	evm.model.RL_2.1976
OG0015734	Np006G363860	evm.model.RL_6.462
OG0015735	Np005G281780	evm.model.RL_2.1985
OG0015736	Np005G281730	evm.model.RL_2.1989
OG0015737	Np005G281620	evm.model.RL_2.1994
OG0015738	Np005G281610	evm.model.RL_2.1995
OG0015739	Np005G281470	evm.model.RL_2.2006.2.687c86e4
OG0015740	Np005G281250	evm.model.RL_2.2018
OG0015741	Np005G281180	evm.model.RL_2.2023
OG0015742	Np005G281000	evm.model.RL_2.2041
OG0015743	Np005G280860	evm.model.RL_2.2050
OG0015744	Np005G280630, Np005G280590	evm.model.RL_2.2067
OG0015745	Np005G280720	evm.model.RL_2.2060
OG0015746	Np005G280740	evm.model.RL_2.2058
OG0015747	Np003G167310	evm.model.RL_8.1288
OG0015748	Np004G250890	evm.model.RL_5.704
OG0015749	Np005G277250	evm.model.RL_2.2296
OG0015750	Np005G277330	evm.model.RL_2.2288
OG0015751	Np006G364170	evm.model.RL_6.426
OG0015752	Np006G364840	evm.model.RL_6.381
OG0015753	Np006G364760	evm.model.RL_6.390
OG0015754	Np006G365540	evm.model.RL_6.354
OG0015755	Np006G366640	evm.model.RL_6.270
OG0015756	Np006G366820	evm.model.RL_6.252
OG0015757	Np006G367080, Np006G367140	evm.model.RL_6.239
OG0015758	Np006G367400	evm.model.RL_6.233
OG0015759	Np006G367480	evm.model.RL_6.228
OG0015760	Np005G277230	evm.model.RL_2.2297
OG0015761	Np006G367810	evm.model.RL_6.211
OG0015762	Np006G368170	evm.model.RL_6.193
OG0015763	Np006G368710	evm.model.RL_6.158
OG0015764	Np001G057460	evm.model.RL_7.941
OG0015765	Np006G368920	evm.model.RL_6.144
OG0015766	Np006G369370	evm.model.RL_6.112
OG0015768	Np006G369510	evm.model.RL_6.99
OG0015769	Np006G370120	evm.model.RL_6.77
OG0015770	Np006G370020	evm.model.RL_6.72
OG0015771	Np006G370480	evm.model.RL_6.60
OG0015772	Np006G371090	evm.model.RL_6.23
OG0015773	Np007G375940	evm.model.RL_6.13
OG0015774	Np006G371270	evm.model.RL_6.11
OG0015776	Np004G242130	evm.model.RL_5.1300
OG0015777	Np004G242310	evm.model.RL_5.1282
OG0015778	Np004G242420	evm.model.RL_5.1272
OG0015779	Np004G242440	evm.model.RL_5.1271.2.687c88b3
OG0015780	Np004G242460	evm.model.RL_5.1269
OG0015781	Np004G242580	evm.model.RL_5.1262
OG0015782	Np004G242800	evm.model.RL_5.1246
OG0015783	Np004G242840	evm.model.RL_5.1242.1.687c88b3
OG0015784	Np004G243020	evm.model.RL_5.1228
OG0015785	Np004G242980, Np004G202550	evm.model.RL_5.1233
OG0015786	Np004G243190	evm.model.RL_5.1212
OG0015787	Np004G243420	evm.model.RL_5.1199
OG0015788	Np004G244110	evm.model.RL_5.1176
OG0015790	Np004G244200	evm.model.RL_5.1171
OG0015791	Np004G244520	evm.model.RL_5.1154
OG0015792	Np004G245010, Np004G245060	evm.model.RL_5.1125
OG0015793	Np004G245160	evm.model.RL_5.1119
OG0015794	Np004G245310	evm.model.RL_5.1112
OG0015795	Np004G245420	evm.model.RL_5.1106
OG0015796	Np004G245510	evm.model.RL_5.1101
OG0015797	Np004G245670	evm.model.RL_5.1089
OG0015798	Np004G245660	evm.model.RL_5.1093
OG0015799	Np004G245850	evm.model.RL_5.1075
OG0015800	Np004G246370	evm.model.RL_5.1044
OG0015801	Np004G246590	evm.model.RL_5.1032
OG0015802	Np004G246820	evm.model.RL_5.1018
OG0015803	Np002G118720	evm.model.RL_3.311
OG0015804	Np004G247030	evm.model.RL_5.1001
OG0015805	Np004G247380	evm.model.RL_5.982
OG0015806	Np004G247730	evm.model.RL_5.954
OG0015807	Np004G247790	evm.model.RL_5.948
OG0015808	Np004G247810	evm.model.RL_5.945
OG0015809	Np004G247940	evm.model.RL_5.935
OG0015810	Np004G248180	evm.model.RL_5.920
OG0015811	Np004G248200	evm.model.RL_5.917
OG0015812	Np004G248430	evm.model.RL_5.901
OG0015813	Np004G248630	evm.model.RL_5.886
OG0015814	Np004G249240	evm.model.RL_5.841
OG0015815	Np004G249220	evm.model.RL_5.843
OG0015816	Np004G249170	evm.model.RL_5.847
OG0015817	Np004G249110	evm.model.RL_5.852
OG0015818	Np004G248840	evm.model.RL_5.867
OG0015819	Np004G249440, Np004G249400	evm.model.RL_5.826
OG0015820	Np004G249710	evm.model.RL_5.805
OG0015821	Np004G249720	evm.model.RL_5.804
OG0015822	Np004G249840	evm.model.RL_5.791
OG0015823	Np004G249890	evm.model.RL_5.787
OG0015824	Np004G249910	evm.model.RL_5.785
OG0015825	Np004G250060	evm.model.RL_5.774
OG0015826	Np004G250180	evm.model.RL_5.763
OG0015827	Np004G250470	evm.model.RL_5.737
OG0015828	Np004G250680	evm.model.RL_5.720
OG0015829	Np004G250570	evm.model.RL_5.730
OG0015830	Np004G251250	evm.model.RL_5.661
OG0015831	Np004G251750	evm.model.RL_5.621
OG0015832	Np004G251730	evm.model.RL_5.624
OG0015833	Np001G018300	evm.model.RL_7.2037
OG0015834	Np004G251970	evm.model.RL_5.606
OG0015835	Np004G252230	evm.model.RL_5.583
OG0015836	Np004G252570	evm.model.RL_5.556
OG0015837	Np004G252650	evm.model.RL_5.549
OG0015838	Np004G252690	evm.model.RL_5.546
OG0015839	Np004G253130	evm.model.RL_5.512
OG0015840	Np004G252800	evm.model.RL_5.536.3.687c88ad
OG0015841	Np004G252870	evm.model.RL_5.534
OG0015842	Np004G253020	evm.model.RL_5.523
OG0015843	Np004G253040	evm.model.RL_5.521
OG0015844	Np004G253170	evm.model.RL_5.509
OG0015845	Np004G253180	evm.model.RL_5.508
OG0015846	Np004G253200	evm.model.RL_5.506
OG0015847	Np004G253280	evm.model.RL_5.501
OG0015848	Np004G253770	evm.model.RL_5.456
OG0015849	Np004G253890	evm.model.RL_5.443
OG0015850	Np001G017710	evm.model.RL_4.804
OG0015851	Np004G253900	evm.model.RL_5.442
OG0015852	Np004G253920	evm.model.RL_5.440
OG0015853	Np004G254490	evm.model.RL_5.406
OG0015854	Np004G254550	evm.model.RL_5.402
OG0015855	Np004G254980	evm.model.RL_5.370
OG0015856	Np004G255000	evm.model.RL_5.368
OG0015857	Np004G251440	evm.model.RL_5.363
OG0015858	Np004G255140	evm.model.RL_5.354
OG0015859	Np004G255210	evm.model.RL_5.351
OG0015860	Np004G255220	evm.model.RL_5.350
OG0015861	Np004G255300	evm.model.RL_5.340
OG0015862	Np004G255700	evm.model.RL_5.309
OG0015863	Np005G302060	evm.model.RL_2.1117
OG0015864	Np004G256300	evm.model.RL_5.258
OG0015865	Np004G256330	evm.model.RL_5.255
OG0015867	Np004G256830	evm.model.RL_5.214
OG0015868	Np004G244360, Np004G256540	evm.model.RL_5.238
OG0015869	Np004G257010	evm.model.RL_5.204
OG0015870	Np004G257020	evm.model.RL_5.203
OG0015871	Np004G257030	evm.model.RL_5.202
OG0015872	Np004G257150	evm.model.RL_5.185
OG0015873	Np004G257310	evm.model.RL_5.170.2.687c88aa
OG0015874	Np004G257610	evm.model.RL_5.137
OG0015875	Np004G257720	evm.model.RL_5.125
OG0015876	Np004G257790, Np004G257780	evm.model.RL_5.118
OG0015877	Np004G258070	evm.model.RL_5.92
OG0015878	Np004G257930	evm.model.RL_5.102
OG0015879	Np004G258240	evm.model.RL_5.84
OG0015880	Np004G258260	evm.model.RL_5.83
OG0015881	Np004G258690	evm.model.RL_5.47
OG0015882	Np004G258860	evm.model.RL_5.31
OG0015883	Np004G259340	evm.model.RL_8.2880
OG0015884	Np004G259400	evm.model.RL_8.2886
OG0015885	Np004G259540	evm.model.RL_8.2894
OG0015886	Np004G259560	evm.model.RL_8.2895
OG0015887	Np004G259580	evm.model.RL_8.2896
OG0015888	Np004G259620	evm.model.RL_8.2899.1.687c8563
OG0015889	Np004G259660	evm.model.RL_8.2903
OG0015890	Np004G259680	evm.model.RL_8.2904
OG0015891	Np004G259750	evm.model.RL_8.2911
OG0015892	Np004G259840	evm.model.RL_8.2919
OG0015893	Np004G259910	evm.model.RL_8.2926
OG0015894	Np003G140760	evm.model.RL_4.2237
OG0015895	Np003G141480	evm.model.RL_4.2172
OG0015896	Np003G141300	evm.model.RL_4.2183
