Orthogroup	Noccaea_praecox	Brassica_napus
OG0017133	Np007G415130	XP_013696840.2, XP_013750519.2
OG0017134	Np007G414620	XP_013693029.2, XP_013750494.2
OG0017135	Np007G414590	XP_048600790.1, XP_048616300.1
OG0017136	Np007G414090	XP_048600770.1, XP_013724157.2
OG0017137	Np006G331810	XP_013730874.2, XP_013748070.1
OG0017138	Np006G332790	XP_048609378.1, XP_013692474.1
OG0017139	Np006G333530, Np006G333490	XP_013716927.1, XP_013734589.2
OG0017140	Np006G333560	XP_048634591.1, XP_048611112.1
OG0017141	Np006G333670	XP_013752227.2, XP_022557938.1
OG0017142	Np006G334160	XP_013734616.1, XP_048608550.1
OG0017143	Np006G334330	XP_013745136.2, XP_013699136.2
OG0017144	Np006G334620	XP_013734636.2, XP_013705432.1
OG0017145	Np006G334640	XP_048608538.1, XP_048631699.1
OG0017146	Np006G339540	XP_013744705.2, XP_013687549.2
OG0017147	Np006G338480	XP_013669889.1, XP_013752267.2, XP_048636559.1
OG0017148	Np006G337980	XP_048631643.1, XP_013688848.2
OG0017149	Np006G337100	XP_013748344.2, XP_013692065.2
OG0017150	Np006G336840	XP_048611074.1, XP_013703492.1
OG0017151	Np006G336780	XP_013752258.2, XP_013691521.1
OG0017152	Np006G335430	XP_013706274.2, XP_013748233.2
OG0017153	Np004G241030	XP_048614077.1, XP_048638290.1
OG0017154	Np004G240760	XP_048614079.1, XP_013641491.2
OG0017155	Np004G240250	XP_013641684.1, XP_013692133.1
OG0017156	Np004G239660	XP_022564597.1, XP_048597640.1, XP_022559480.1, XP_022542933.1
OG0017157	Np004G239600	XP_013712348.2
OG0017158	Np004G239170	XP_013641603.1, XP_013659018.2
OG0017159	Np004G239050	XP_013731197.2, XP_013712604.1
OG0017160	Np004G238930	XP_013641565.2, XP_013744568.2
OG0017161	Np004G238380	XP_013641757.2, XP_048614167.1
OG0017162	Np004G237530	XP_022566520.1, XP_013657270.1
OG0017163	Np004G237770	XP_022568364.1
OG0017164	Np004G237290	XP_013723267.2, XP_013646690.2
OG0017165	Np004G237230	XP_013641829.2, XP_013723283.2
OG0017166	Np004G237190	XP_013641831.2, XP_013723376.2
OG0017167	Np004G237020	XP_048621102.1, XP_048597564.1
OG0017168	Np004G236570	XP_013657233.2, XP_013728121.1
OG0017169	Np004G236060	XP_013697862.1
OG0017170	Np004G235930	XP_013746569.1, XP_013737951.2
OG0017171	Np004G196350	XP_013682295.1, XP_048637780.1, XP_048616363.1
OG0017172	Np004G234500	XP_048638501.1, XP_022566257.2
OG0017173	Np004G233900	XP_048612746.1, XP_013646847.2
OG0017174	Np004G233680	XP_013642354.2, XP_013696359.1
OG0017175	Np004G233600	XP_013696457.1, XP_013642358.2
OG0017176	Np004G233510	XP_013698348.1, XP_013642363.1
OG0017177	Np004G233350	XP_013642371.1, XP_013698274.1
OG0017178	Np004G232470	XP_013687853.2
OG0017179	Np004G232040	XP_013748598.1, XP_013697223.2
OG0017180	Np004G231950	XP_013730479.2, XP_013722084.2
OG0017181	Np004G231750	NP_001302970.1, XP_013707538.1
OG0017182	Np004G231730	XP_013725996.1, XP_013697033.3
OG0017183	Np004G231290	XP_013696767.1, XP_013725987.1
OG0017184	Np004G231080	XP_013697994.3, XP_013726030.1
OG0017185	Np004G230950	XP_013731421.2, XP_048592706.1
OG0017186	Np004G229210	XP_013662845.2, XP_022546732.1
OG0017187	Np004G229100	XP_013662852.1, XP_022552058.2
OG0017188	Np004G227840, Np004G227880, Np004G226640	XP_013729675.2, XP_013665635.1
OG0017189	Np004G226840	XP_022546722.2, XP_013662731.2
OG0017191	Np004G209250	XP_013642122.1, XP_013693279.1
OG0017192	Np004G209530	XP_048592643.1, XP_013726905.2
OG0017193	Np004G210340	XP_013685350.1, XP_013663224.1
OG0017194	Np004G210330	XP_013659646.1, XP_013653003.1
OG0017195	Np004G210320	XP_013721645.2, XP_048592627.1
OG0017196	Np005G282260	XP_013739196.2, XP_013692372.2
OG0017197	Np006G330660	XP_013688013.1, XP_013747849.2
OG0017198	Np005G281010	XP_048600139.1, XP_013740191.1
OG0017199	Np005G280550	XP_013706088.2, XP_013738069.1
OG0017200	Np005G277260	XP_013738044.2, XP_013671647.1
OG0017202	Np006G364740	XP_013729583.2, XP_022573899.1
OG0017203	Np006G364410	XP_048597395.1, XP_048620962.1
OG0017204	Np006G365740	XP_013747031.1, XP_022568287.2
OG0017205	Np006G366130	XP_022545483.2, XP_013743867.2
OG0017206	Np006G367410	XP_013664108.2
OG0017207	Np006G367960	XP_013691015.2, XP_013746958.2
OG0017209	Np006G368750	XP_013708213.1, XP_013664146.2
OG0017210	Np006G369380	XP_013664187.2, XP_022563274.1
OG0017211	Np006G369520	XP_013717072.2, XP_013671380.2
OG0017212	Np006G369900	XP_013706593.1, XP_048621037.1
OG0017213	Np006G370540	XP_013660957.2, XP_013710355.1
OG0017214	Np006G370650	XP_013660966.2, XP_048621045.1
OG0017215	Np006G356730	XP_013716968.1, XP_048633542.1
OG0017216	Np006G371020	XP_048621055.1, XP_013664314.2
OG0017217	Np004G241800	XP_013696726.1, XP_013641429.2
OG0017218	Np004G242650	XP_013664688.1, XP_013712660.1
OG0017219	Np004G243340	XP_022565646.1, XP_013646549.2
OG0017221	Np004G244590	XP_013696443.1, XP_013708916.2
OG0017222	Np004G244630	XP_048594182.1, XP_013657318.1
OG0017223	Np004G245140	XP_013677860.2, XP_013732371.1
OG0017224	Np007G414680, Np004G246870	XP_022576385.1, XP_022558685.1
OG0017225	Np004G247070	XP_013645354.2, XP_013695117.1
OG0017226	Np004G247760	XP_048597790.1, XP_048621336.1
OG0017227	Np004G247820	XP_013653112.3, XP_048638091.1
OG0017228	Np004G247880	XP_013716194.2, XP_013708721.2
OG0017229	Np004G248540	XP_013750797.3, XP_048594228.1
OG0017230	Np004G249210	XP_013697779.2, XP_013640963.1
OG0017231	Np004G249120	XP_013640953.1, XP_013693570.1
OG0017233	Np004G249920	XP_013646451.1, XP_048613872.1
OG0017234	Np002G108240	XP_048601861.1, XP_048633136.1
OG0017235	Np004G250020	XP_013712375.1, XP_013641025.2
OG0017238	Np003G132860	XP_013722483.1, XP_013725597.1
OG0017239	Np004G250760	XP_013710670.1, XP_013641075.2
OG0017240	Np004G252320	XP_013696973.2, XP_013687146.2
OG0017241	Np004G253340	XP_013716542.1
OG0017242	Np004G253510	XP_013660640.1, XP_022546206.1
OG0017243	Np004G253820	XP_022571454.2, XP_013659043.2
OG0017244	Np004G254300	XP_048613760.1, XP_013665688.1
OG0017245	Np004G254530	XP_022558380.2, XP_013666682.2
OG0017246	Np004G255080	XP_013719912.2, XP_013697109.2
OG0017247	Np004G255150	XP_022546211.2
OG0017248	Np004G255650	XP_013666458.2
OG0017249	Np004G255910	XP_013666484.2, XP_013695084.2
OG0017250	Np004G256230	XP_013666399.2, XP_013698377.1
OG0017251	Np004G256290	XP_013664835.2
OG0017252	Np004G256770	XP_013660304.1
OG0017253	Np004G256730	XP_013664853.2
OG0017254	Np004G256720	XP_048613664.1, XP_013719283.1
OG0017255	Np004G256650	XP_048597937.1
OG0017256	Np004G256560	XP_013719173.2, XP_013697681.2
OG0017257	Np004G257090	XP_013719202.1, XP_013694203.2
OG0017258	Np004G257190	XP_013695534.2, XP_013697461.1
OG0017259	Np004G258120	XP_013666370.2, XP_013693196.2
OG0017260	Np004G258230	XP_013698066.1, XP_013666382.1
OG0017261	Np004G259390	XP_048599255.1, XP_048614463.1
OG0017262	Np004G259520	XP_013665584.1, XP_048614451.1
OG0017263	Np004G259820	XP_013722200.2, XP_048598003.1
OG0017264	Np004G259890	XP_013696670.1, XP_013666252.1
OG0017265	Np003G141490	XP_013726185.2
OG0017266	Np003G141460	XP_013726113.2
OG0017267	Np003G141440	XP_013713892.1, XP_013740165.2
OG0017268	Np003G141380	XP_013667679.2, XP_013714535.1
OG0017269	Np003G141870	XP_013726156.2
OG0017270	Np003G141880	XP_013726157.2
OG0017271	Np003G141890	XP_013662364.2
OG0017272	Np003G142290	XP_048598251.1, XP_013720938.1
OG0017273	Np003G142130	XP_013659909.2
OG0017274	Np003G143240	XP_022560264.2, XP_013665971.2
OG0017275	Np003G143480	XP_048626735.1, XP_022550704.2
OG0017276	Np003G143900	XP_013652426.2, XP_048602373.1
OG0017277	Np003G144980	XP_013722346.1, XP_013683106.2
OG0017278	Np003G145020	XP_048605248.1, XP_048605051.1
OG0017279	Np003G145150	XP_013722363.1, XP_048598182.1
OG0017280	Np002G089630	XP_013649301.2, XP_013701768.1
OG0017281	Np003G146750	XP_013680533.1, XP_013740228.1
OG0017282	Np003G146870	XP_048624087.1, XP_048599111.1
OG0017283	Np003G146890	XP_013730477.1, XP_013680541.1
OG0017284	Np003G147240	XP_013663209.1, XP_013665929.1
OG0017285	Np001G015090	XP_013707575.2, XP_013703143.2
OG0017286	Np001G015430	XP_022543443.2, XP_013677675.1
OG0017287	Np001G015790	XP_013647330.1, XP_013647359.1
OG0017288	Np001G016190	XP_013663050.1, XP_013677986.1
OG0017289	Np001G016350	XP_013660813.2
OG0017290	Np001G016680	XP_013644153.2, XP_013703693.2
OG0017291	Np001G017790	XP_013724296.1, XP_013660768.2
OG0017292	Np001G017580	XP_013644308.1, XP_013663325.1
OG0017293	Np003G140510	XP_013667907.3, XP_048598294.1
OG0017294	Np003G140450	XP_048625965.1, XP_013727263.1
OG0017295	Np003G132540	XP_048598515.1, XP_048623170.1
OG0017296	Np001G024800	XP_048624513.1, XP_013734426.2
OG0017297	Np004G190290	XP_048636870.1, XP_013702471.1
OG0017298	Np001G018110	XP_013644261.1, XP_022543503.2
OG0017299	Np003G130290	XP_013737850.1, XP_013715239.2
OG0017300	Np003G130260	XP_013715597.2, XP_013737848.1
OG0017301	Np003G130090	XP_048598563.1, XP_013741473.1
OG0017302	Np003G129940	XP_013724259.2, XP_013682514.2
OG0017303	Np003G129560	XP_048624343.1, XP_013678550.1
OG0017304	Np001G013090	XP_013643748.1, XP_013703673.1
OG0017305	Np001G013160	XP_022562193.1, XP_013647244.2
OG0017306	Np001G013030	XP_013705673.1, XP_013659801.2
OG0017307	Np004G238030	XP_013641733.2, XP_013723369.2
OG0017308	Np001G012130	XP_013676512.1, XP_048591070.1
OG0017309	Np001G012020	XP_048617919.1, XP_048591068.1
OG0017310	Np001G011590	XP_013660999.3, XP_048625709.1
OG0017311	Np001G011730	XP_013643425.2, XP_013708430.1
OG0017312	Np001G011480	XP_013643437.2
OG0017313	Np001G011210	XP_013647151.2, XP_013732889.2, XP_048620247.1
OG0017314	Np001G011170	XP_013643460.2, XP_013732893.2
OG0017315	Np001G011140	XP_013643461.2, XP_022543376.2
OG0017316	Np001G010210	XP_013721897.1, XP_048604351.1
OG0017317	Np001G010120	XP_048617955.1, XP_048632651.1
OG0017319	Np003G161080	XP_013703179.2, XP_048607425.1
OG0017320	Np001G009090	XP_013677643.2
OG0017321	Np001G008610	XP_013718123.1, XP_013642808.2
OG0017322	Np001G008510	XP_048595426.1, XP_013749387.2
OG0017323	Np001G008470	XP_048607588.1, XP_013718239.2, XP_013642795.2
OG0017324	Np001G007900	XP_013731363.1, XP_013723421.2
OG0017326	Np001G006630	XP_013661200.2, XP_013696511.1
OG0017327	Np003G154320	XP_013680588.2, XP_013740275.2
OG0017328	Np003G154380	XP_013732247.1, XP_022570721.1
OG0017330	Np001G053080	XP_048597006.1, XP_013659781.1
OG0017331	Np001G052650	XP_013752396.2, XP_013695703.1
OG0017332	Np001G052510	XP_013748728.1, XP_013693452.1
OG0017333	Np001G052350	XP_013737032.1, XP_013721799.1
OG0017334	Np001G052150	XP_013711869.2, XP_013675494.1
OG0017336	Np001G051230	XP_013672321.1, XP_013700963.2
OG0017337	Np003G147570	XP_022555499.1, XP_013676035.1
OG0017338	Np001G049620	XP_013646874.2, XP_013732706.1
OG0017339	Np001G049510	XP_048590846.1, XP_013683205.3
OG0017340	Np001G048820	XP_013672108.1, XP_048633016.1
OG0017341	Np001G048300	XP_022555356.1, XP_048590828.1
OG0017342	Np001G048200	XP_022555359.1, XP_048632986.1
OG0017343	Np001G047810	XP_022566042.1, XP_013721715.2
OG0017345	Np001G047220	XP_013731682.1, NP_001303153.1
OG0017346	Np001G046740	XP_048638646.1, XP_048606724.1
OG0017347	Np001G046600	XP_022550733.2, XP_013711883.2
OG0017348	Np001G046220	XP_013642557.2, XP_013704365.1
OG0017349	Np005G306050	XP_048607619.1, XP_048590832.1
OG0017350	Np001G044920	XP_013642498.2, XP_022571247.1
OG0017351	Np001G044080	XP_022543226.2, XP_013749622.2
OG0017352	Np001G044130	XP_048630132.1, XP_013749620.2
OG0017353	Np001G043950	XP_013647415.2, XP_013700363.2, XP_048630001.1, NP_001303171.1
OG0017354	Np001G043260	XP_013707472.1, XP_013661400.1
OG0017355	Np001G018320	XP_048591264.1, XP_013706301.3
OG0017356	Np002G090930	XP_013652274.2, XP_048591963.1
OG0017357	Np002G091160	XP_013649254.2, XP_048617057.1
OG0017358	Np003G140620	XP_013679847.1
OG0017359	Np002G090670	XP_013674341.2, XP_013698847.1
OG0017360	Np002G090770	XP_013702335.1, XP_048591880.1
OG0017361	Np002G088250	XP_013649342.2, XP_013701942.2
OG0017362	Np002G087520	XP_013652319.1
OG0017363	Np002G087410	XP_013716777.2, XP_013649893.1
OG0017364	Np006G368790	XP_048633577.1, XP_013725600.2
OG0017365	Np002G087010	XP_013699330.2, XP_048592021.1
OG0017366	Np002G086960	XP_022544853.1, XP_022560265.2
OG0017367	Np002G086470	XP_013751898.1, XP_048615705.1
OG0017368	Np002G085060	XP_013743688.1, XP_013649052.1
OG0017369	Np002G085050	XP_013691191.2, XP_013649030.2
OG0017370	Np002G084650	XP_048592087.1, XP_048617280.1
OG0017371	Np002G084340	XP_048616066.1, XP_048592105.1, XP_013698622.2
OG0017372	Np002G084080	XP_013690963.2, XP_048604379.1
OG0017373	Np002G084060	XP_013649442.2, XP_013702248.1
OG0017374	Np002G083630	XP_013693306.1
OG0017375	Np002G074220	XP_013720079.1, XP_013652469.1
OG0017376	Np002G074240	XP_013648663.2, XP_013648676.1
OG0017377	Np002G074920	XP_048592302.1, NP_001303032.1
OG0017378	Np002G074950	XP_048617715.1, XP_048591713.1
OG0017379	Np002G075050	XP_013681351.2, XP_013718331.2
OG0017380	Np002G075520	XP_013681458.2, XP_013648714.2
OG0017382	Np002G076090	XP_022565772.1, XP_048592271.1
OG0017383	Np002G076110	XP_013648733.1, XP_013652108.1
OG0017384	Np002G076810	XP_048617440.1, XP_013717895.1
OG0017385	Np002G077260	XP_048592246.1, XP_048617427.1
OG0017386	Np002G077430	XP_013718661.1, XP_013674878.2
OG0017387	Np004G235760	XP_013641864.1, XP_048612663.1
OG0017388	Np002G078590	XP_013699431.1, XP_013649938.1
OG0017389	Np002G079000	XP_022551906.1, XP_013674874.2
OG0017390	Np002G079360	XP_013649758.2, XP_022560857.2
OG0017391	Np003G147360	XP_013667370.2, XP_022563980.1
OG0017392	Np002G079800	XP_013712607.1, XP_013676723.1
OG0017393	Np005G309760	XP_013744438.1, XP_013670899.1
OG0017394	Np002G080320	XP_048592170.1, XP_048617361.1
OG0017395	Np002G080800	XP_048591755.1, XP_048615994.1
OG0017396	Np002G081130	XP_013699004.2, XP_013649641.1
OG0017397	Np002G081270	XP_013649630.1, XP_013649627.1
OG0017398	Np002G081410	XP_022566216.1, XP_013702553.1
OG0017399	Np002G081650	XP_048613373.1, XP_013675046.3
OG0017400	Np002G082240	XP_048592146.1, XP_048617339.1
OG0017401	Np002G073290	XP_013649973.1, XP_013650153.2
OG0017402	Np002G072990	XP_013650127.2, XP_048617536.1
OG0017403	Np002G072550	XP_048617561.1, XP_048592366.1
OG0017404	Np002G072110	XP_013648614.2, XP_013702917.2
OG0017405	Np002G072060	XP_048603407.1, XP_048628039.1
OG0017406	Np002G071670	XP_013650299.2, XP_013726930.1
OG0017407	Np002G071540	XP_048603414.1, XP_048611752.1
OG0017408	Np002G071390	XP_013727010.2, XP_013650318.2
OG0017409	Np002G070560	XP_013709014.1, XP_048608498.1
OG0017411	Np002G070220	XP_013648543.1, XP_013678629.1
OG0017412	Np002G070200	XP_013680822.1, XP_013652056.1
OG0017413	Np002G070170	XP_013678634.1, XP_013648534.1
OG0017414	Np007G408320	XP_013673198.1, XP_022567380.1
OG0017415	Np007G407980	XP_013673221.2, XP_048600592.1
OG0017416	Np007G407770	XP_013686399.2, XP_013684758.1
OG0017417	Np007G407360	XP_013737766.3, XP_013749813.2
OG0017418	Np007G406940	XP_013749822.2, XP_013737782.1
OG0017419	Np007G406700	XP_048635099.1, XP_013737796.3
OG0017422	Np007G404740	XP_013644754.1, XP_013665150.1
OG0017423	Np007G404590	XP_022558440.1, XP_013693353.3
OG0017424	Np007G404570	XP_013736296.1, XP_013684844.1
OG0017425	Np007G404030	XP_048612971.1, XP_013701277.2
OG0017427	Np007G390560	XP_013697278.1, XP_013749728.2
OG0017428	Np004G237730	XP_048612573.1, XP_013749715.1
OG0017429	Np007G391510	XP_013697682.1, XP_048612913.1
OG0017430	Np007G393270	XP_013718762.1, XP_022575345.2
OG0017431	Np007G394350	XP_013686181.2, XP_013641953.1
OG0017432	Np003G163140	XP_022576078.1, XP_022568314.1
OG0017433	Np007G395380	XP_013749349.2, XP_013744121.1
OG0017434	Np007G395940	XP_013751567.2, XP_048630711.1, XP_022555913.1
OG0017435	Np007G396930	XP_048635387.1, XP_048628697.1, XP_048615433.1
OG0017436	Np007G396970	XP_048628683.1, XP_013707805.1, XP_013721345.1
OG0017437	Np007G397080	XP_048609152.1, XP_048632477.1
OG0017438	Np007G397470	XP_013648065.1, XP_013641207.1
OG0017439	Np007G397480	XP_013641195.1, XP_013648067.1
OG0017440	Np007G381650	XP_013681214.1, XP_022572293.1
OG0017441	Np007G381270	XP_048628222.1, XP_013692562.2
OG0017442	Np007G381260	XP_022553924.1, XP_022572290.1
OG0017443	Np007G381870	XP_013681218.1, XP_013741137.1
OG0017445	Np007G383220	XP_022566747.1, XP_013751606.3
OG0017446	Np003G168100	XP_022549650.1, XP_022553795.1, XP_022573252.1
OG0017447	Np007G383560	XP_013695427.1, XP_048627839.1, XP_013752560.1, XP_048627845.1
OG0017448	Np007G384320	XP_013717769.1, XP_048592532.1
OG0017449	Np007G385260	XP_022575872.1, XP_013652644.1
OG0017450	Np007G387040	XP_048619548.1, XP_048592486.1
OG0017451	Np007G387050	XP_048632557.1, XP_022555371.1
OG0017452	Np007G387410	XP_013657047.2, XP_013714339.1
OG0017453	Np007G387590	XP_013731688.2, XP_048619545.1
OG0017454	Np006G363620	XP_013687162.1, XP_013744071.2
OG0017455	Np007G389050	XP_022569684.2, XP_048593170.1
OG0017456	Np005G294480	XP_048601399.1, XP_048637980.1
OG0017457	Np007G380030	XP_013661409.1, XP_013707185.1
OG0017458	Np007G379850	XP_013685093.1, XP_013736718.2
OG0017459	Np007G389600	XP_013707704.2, XP_013652892.1
OG0017460	Np007G379790	XP_048591411.1, XP_048619936.1
OG0017461	Np007G379500	XP_048593208.1, XP_013706113.1
OG0017462	Np007G377690	XP_013686577.1, XP_013742653.2
OG0017463	Np007G377380	XP_048618782.1
OG0017464	Np007G376180	XP_048618510.1, XP_048593270.1
OG0017465	Np007G375920	XP_048595572.1, XP_013696096.1
OG0017466	Np007G375550	XP_048590989.1, XP_013643360.2
OG0017467	Np007G375380	XP_048593233.1, XP_013714359.1
OG0017468	Np007G374530	XP_013645820.1, XP_013682276.1
OG0017469	Np007G373730	XP_013691419.3, XP_048593158.1
OG0017470	Np007G373410	XP_013648060.2
OG0017471	Np007G372440	XP_013664467.1, XP_048597535.1
OG0017472	Np007G372190	XP_013682633.1, XP_013652708.1
OG0017473	Np007G372120	XP_013675981.1, XP_013652704.1
OG0017474	Np005G276510	XP_013656369.2, XP_013712384.2
OG0017475	Np007G371640	XP_048619680.1, XP_013706850.1
OG0017476	Np003G144060	XP_013681567.2, XP_048626858.1
OG0017477	Np007G371690	XP_048593067.1, XP_013652658.2
OG0017478	Np007G371540	XP_013664293.1, XP_022563167.1
OG0017479	Np007G371520	XP_013711144.1, XP_013664296.1
OG0017480	Np004G190130	XP_013685969.2, XP_013748639.2
OG0017481	Np004G190560	XP_048637674.1, XP_013711529.1
OG0017482	Np004G190730	XP_013714633.2, XP_013649399.2
OG0017483	Np004G190880	XP_013646262.2, XP_022576178.1
OG0017484	Np004G191300	XP_048629865.1, XP_048636896.1, XP_013702216.1
OG0017485	Np004G191440	XP_013640389.1, XP_013643669.1
OG0017486	Np004G191490	XP_013711792.1, XP_013740565.1
OG0017487	Np004G191500	XP_013740549.1, XP_013711793.1
OG0017488	Np004G191720	XP_048637697.1, XP_048615592.1, XP_013674115.2, XP_013740436.1
OG0017489	Np004G192260	XP_013672977.1, XP_013654603.1
OG0017490	Np004G192580	XP_013670336.2, XP_048628181.1, XP_013740160.2
OG0017491	Np004G193500	XP_013640586.2, XP_013698820.2
OG0017492	Np004G193530	XP_048616638.1
OG0017493	Np004G194230	XP_013699152.1
OG0017494	Np004G194290	XP_013700957.2, XP_013672134.1
OG0017496	Np004G196540	XP_013701899.2, XP_048637788.1
OG0017497	Np004G196840	XP_013735834.2, XP_048606475.1
OG0017498	Np004G197160	XP_013720618.1, XP_048591370.1
OG0017499	Np004G198670	XP_022564032.1, XP_013655568.3
OG0017500	Np004G198760	XP_013655575.2, XP_048593531.1
OG0017501	Np004G198790	XP_048637954.1
OG0017502	Np004G199160	XP_013677503.2, XP_022576263.2
OG0017503	Np004G199220	XP_048637960.1, XP_022576268.2
OG0017504	Np004G199630	XP_013655607.1, XP_013718764.1
OG0017506	Np005G300750	XP_013743780.1, XP_013701333.1
OG0017507	Np005G302050	XP_013654715.1
OG0017508	Np005G302320	XP_013688297.1, XP_013653886.1
OG0017509	Np005G302330	XP_013700845.2, XP_013741270.2
OG0017510	Np004G213850	XP_048606252.1, XP_013656803.1
OG0017511	Np006G341970	XP_048630447.1, XP_013744879.2, XP_013692256.1
OG0017512	Np006G342050	XP_048634422.1, XP_013729099.3
OG0017513	Np001G054110	XP_013707175.1, XP_013745799.1
OG0017514	Np001G054130	XP_048610186.1, XP_013742723.1, XP_013745794.1
OG0017515	Np001G054930	XP_013663126.2, XP_013663266.2
OG0017516	Np001G055020	XP_013714178.1, XP_048633970.1
OG0017517	Np001G061810, Np001G055270	XP_013684786.1, XP_013721705.2
OG0017518	Np001G055340	XP_013663100.1, XP_013663239.1
OG0017519	Np001G056540	XP_013737893.2, XP_013742860.2
OG0017520	Np001G056590	XP_013661149.1, XP_013678303.2
OG0017521	Np001G056600	XP_013739816.3, XP_013745517.2
OG0017522	Np001G056720	XP_013675847.2, XP_013742570.1
OG0017523	Np001G057070	XP_048610861.1, XP_048633942.1
OG0017524	Np001G057520	XP_013727628.1, XP_013742485.1
OG0017525	Np001G057330	XP_022567175.1, XP_022574516.1
OG0017526	Np001G057370	XP_048620584.1, XP_048597096.1
OG0017527	Np001G058410	XP_013708492.1, XP_013736866.1
OG0017528	Np001G058570	XP_013711106.1, XP_013711105.2
OG0017530	Np001G059010	XP_013692943.2, XP_013712351.2
OG0017531	Np001G059200	XP_013742347.1, XP_013652728.1
OG0017532	Np001G059230	XP_022555772.2, XP_013711923.2
OG0017533	Np001G059470	XP_013711322.2, XP_013655908.2
OG0017534	Np001G059870	XP_013655929.1, XP_013663468.2
OG0017535	Np001G059760	XP_048597132.1, XP_048620639.1
OG0017536	Np001G060090	XP_022556678.1, XP_013742306.1
OG0017537	Np001G060530	XP_048597142.1, XP_013663290.2
OG0017538	Np001G059740, Np002G088800, Np001G060820	XP_013747491.1, XP_048633897.1
OG0017540	Np001G062260	XP_013748965.1, XP_013711402.2
OG0017541	Np001G063590	XP_013648336.2, XP_013724410.1
OG0017542	Np001G063760	XP_013663683.1, XP_013742852.2
OG0017543	Np001G064270	NP_001302799.1, NP_001302766.1
OG0017544	Np005G290770	XP_013651985.2, XP_013702754.2
OG0017545	Np001G065110	XP_013710671.1, XP_013659988.2
OG0017546	Np001G066160	XP_022563809.1, XP_013712311.2
OG0017547	Np001G053910	XP_013745719.2, XP_013737116.1
OG0017548	Np001G066600	XP_048597293.1, XP_048626956.1, XP_013710660.1
OG0017549	Np001G066640	XP_013712139.1, XP_048597299.1
OG0017550	Np001G067890	XP_013648484.2, XP_013730229.1
OG0017551	Np001G068440	XP_013663952.2, XP_013639961.2
OG0017552	Np001G068950	XP_048597337.1, XP_013639955.2
OG0017553	Np001G069140	XP_013716844.1
OG0017554	Np001G069810	XP_048620917.1, XP_048597368.1
OG0017555	Np001G069900	NP_001303209.1, XP_048597367.1
OG0017556	Np001G066770	XP_013648421.2, XP_013750200.1
OG0017557	Np004G190380	XP_013649423.2, NP_001302851.1
OG0017558	Np004G193880	XP_013703003.1, NP_001303231.1
OG0017559	Np004G194200	XP_048616431.1, XP_013672164.1
OG0017560	Np004G195620	XP_013640758.1, XP_013685537.1
OG0017562	Np005G301910	XP_013655720.1, XP_013710006.2
OG0017563	Np001G045650	XP_048599767.1
OG0017564	Np001G047680	XP_022574811.1, XP_022550734.1
OG0017565	Np001G050940	XP_013700511.2, XP_048632541.1
OG0017566	Np001G054360	XP_013746592.1, XP_013690412.1
OG0017567	Np001G054120	XP_013745784.2, XP_048618803.1
OG0017568	Np001G053330	XP_013662926.2, XP_013663034.1
OG0017569	Np001G055370	XP_013663237.1, XP_013663098.2
OG0017572	Np001G057480	XP_013708304.2, XP_048597100.1
OG0017573	Np001G057500	XP_013708445.1, XP_013711609.2
OG0017574	Np001G057570	XP_013742490.1, XP_013727623.1
OG0017575	Np001G058810	XP_013742323.1, XP_013677434.2
OG0017576	Np001G059480	XP_013655910.2, XP_013711325.1
OG0017577	Np001G059990	XP_013654754.1, XP_013659881.2
OG0017578	Np001G060410	XP_013663433.2, XP_013663286.1
OG0017579	Np001G063440	XP_013714918.1, XP_013648347.2
OG0017580	Np001G069470	XP_013660321.1, XP_013746297.1
OG0017581	Np001G000190	XP_013688503.1, XP_013661378.1
OG0017583	Np001G001720	XP_022569861.1, XP_013650747.1
OG0017584	Np001G032700	XP_013706293.2, XP_013697256.1
OG0017586	Np003G182570	XP_013735500.2, XP_048606943.1
OG0017587	Np003G181130	XP_013713980.1, XP_013718601.1
OG0017588	Np003G184170	XP_048636613.1, XP_013739983.1, XP_022566469.2
OG0017589	Np006G339970	XP_013734321.1, XP_013683545.1
OG0017590	Np006G335570	XP_013705373.1, XP_013748230.2
OG0017591	Np006G334720, Np006G334800, Np006G334830	XP_013701121.2, XP_013747468.3
OG0017592	Np006G332900	XP_013748036.1, XP_048636438.1
OG0017593	Np006G330600	XP_048635447.1, XP_048610391.1
OG0017595	Np006G329460	XP_013747800.2, XP_048609271.1
OG0017596	Np006G329080	XP_013747795.2, XP_013686294.2
OG0017597	Np006G328220	XP_013724349.1, XP_013683772.1
OG0017598	Np006G321820	XP_022574703.1, XP_013692187.1
OG0017599	Np002G072540	XP_048617563.1, XP_013652542.1
OG0017600	Np002G074330	XP_013652481.2, XP_013720132.2
OG0017601	Np002G076780	XP_022575830.1, XP_048615928.1, XP_013717849.1
OG0017602	Np002G078600	XP_013701450.1, XP_013652450.1
OG0017603	Np005G277240	XP_013705653.1, XP_013741588.1
OG0017604	Np002G081670	XP_013675601.1, XP_013719850.1
OG0017605	Np005G276870	XP_013750384.2, XP_013671669.1
OG0017606	Np005G276820	XP_013673934.2, XP_013669963.1
OG0017607	Np005G274170	XP_048637097.1, XP_022558215.2
OG0017608	Np005G272900	XP_013705738.1, XP_013741655.1
OG0017609	Np005G271560	XP_048601216.1, XP_013650212.2
OG0017610	Np005G263490	XP_013735169.2, XP_013660106.2
OG0017611	Np005G263410	XP_022572762.1, XP_013705531.1
