Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0015397	Np003G153090	AT5G59400.1
OG0015398	Np003G153630	AT5G59250.1
OG0015399	Np003G153040	AT5G59450.1
OG0015400	Np003G153310	AT5G59070.1
OG0015401	Np001G006550	AT5G63120.2
OG0015402	Np001G006150	AT5G63260.2
OG0015403	Np001G006110	AT5G63300.2
OG0015404	Np001G006070	AT5G63380.1
OG0015405	Np001G006060	AT5G63390.1
OG0015406	Np001G006040	AT5G63410.1
OG0015407	Np001G005990	AT5G63420.1
OG0015408	Np001G005980	AT5G63440.2
OG0015409	Np001G005640	AT5G63630.2
OG0015410	Np001G005220	AT5G63910.1
OG0015411	Np001G005180	AT5G63950.1
OG0015412	Np006G335480	AT2G38410.1
OG0015413	Np001G004800	AT5G64220.1
OG0015414	Np001G004660	AT5G64320.1
OG0015415	Np001G004630	AT5G64340.1
OG0015416	Np001G004570	AT5G64360.2
OG0015417	Np001G004510	AT5G64420.1
OG0015418	Np001G004460	AT5G64460.1
OG0015419	Np001G004360	AT5G64510.1
OG0015420	Np001G004270	AT5G64600.1
OG0015421	Np001G004220	AT5G64660.1
OG0015422	Np001G003950	AT5G64830.1
OG0015423	Np001G003840	AT5G64880.1
OG0015424	Np001G003500	AT5G65165.1
OG0015426	Np001G003100	AT5G65400.2
OG0015427	Np001G002930	AT5G65520.1
OG0015428	Np001G002870	AT5G65613.1
OG0015430	Np001G002490	AT5G65890.1
OG0015431	Np001G002460	AT5G65910.1
OG0015432	Np001G002410	AT5G67610.2
OG0015433	Np001G002330	AT5G67530.1
OG0015434	Np001G002280	AT5G67480.2
OG0015435	Np001G002220	AT5G67430.1
OG0015436	Np001G002030	AT5G67330.1
OG0015437	Np001G002020	AT5G67320.1
OG0015438	Np001G001960	AT5G67280.1
OG0015439	Np001G001610	AT5G67050.1
OG0015440	Np006G363890	AT2G25490.1
OG0015441	Np001G001430	AT5G66860.1
OG0015442	Np001G001380	AT5G66820.1
OG0015443	Np001G000960	AT5G66675.1
OG0015444	Np003G175650	AT5G49555.1
OG0015445	Np001G000760	AT5G66530.1
OG0015446	Np001G000640	AT5G66420.2
OG0015447	Np001G000600	AT5G66300.1
OG0015448	Np001G000400	AT5G66240.2
OG0015449	Np001G000340	AT5G66200.1
OG0015450	Np001G000300	AT5G66160.1
OG0015451	Np001G000170	AT5G66050.1
OG0015452	Np001G000040	AT5G65950.1
OG0015453	Np003G189810	AT4G00060.1
OG0015454	Np003G189060	AT4G00750.1
OG0015455	Np003G189270	AT4G00490.1
OG0015456	Np003G189510	AT4G00335.1
OG0015457	Np003G188790	AT4G01240.1
OG0015458	Np003G188780	AT4G01230.2
OG0015459	Np003G188450	AT4G01080.1
OG0015460	Np003G188390	AT4G01030.1
OG0015461	Np003G188290	AT4G00940.1
OG0015462	Np003G187650	AT4G01700.1
OG0015463	Np003G187500	AT4G01810.1
OG0015464	Np003G187230	AT4G01990.1
OG0015465	Np003G187120	AT4G02075.1
OG0015466	Np003G186580	AT4G02485.1
OG0015467	Np003G186390	AT4G02610.1
OG0015468	Np003G186370	AT4G02630.1
OG0015469	Np003G186340	AT4G02640.2
OG0015470	Np003G185930	AT5G64980.1
OG0015472	Np001G040110	AT5G44240.1
OG0015473	Np001G040170	AT5G44180.1
OG0015474	Np001G040190	AT5G44160.1
OG0015475	Np001G040220	AT5G44150.1
OG0015476	Np001G040420	AT5G44030.2
OG0015477	Np001G040550	AT5G43950.1
OG0015478	Np001G040600	AT5G43920.1
OG0015479	Np001G040760	AT5G43830.1
OG0015480	Np001G040790	AT5G43810.1
OG0015481	Np001G040810	AT5G43780.1
OG0015482	Np001G041280	AT5G43420.1
OG0015483	Np006G356470, Np006G356330	AT2G32250.1
OG0015484	Np006G357530	AT2G32930.2
OG0015485	Np006G357050	AT2G32640.1
OG0015486	Np006G356080	AT2G32090.1
OG0015487	Np006G356030	AT2G32040.1
OG0015488	Np006G356020	AT2G32030.1
OG0015489	Np006G355810	AT2G31940.1
OG0015490	Np006G355190	AT2G31440.1
OG0015491	Np006G355050	AT2G31340.1
OG0015492	Np006G355020	AT2G31320.1
OG0015493	Np006G346720, Np006G354030	AT2G30890.1
OG0015494	Np006G347930, Np006G352760	AT2G30320.1
OG0015495	Np006G352470	AT2G30170.1
OG0015496	Np006G352200	AT2G29970.1
OG0015497	Np006G360230	AT2G29070.2
OG0015498	Np006G359910	AT2G28810.1
OG0015499	Np006G359740	AT2G28660.1
OG0015500	Np006G359600	AT2G28620.1
OG0015501	Np006G359550	AT2G28570.1
OG0015502	Np006G359090	AT2G28320.1
OG0015503	Np006G358940	AT2G28190.1
OG0015504	Np006G358890	AT2G28150.1
OG0015505	Np006G358870	AT2G28130.1
OG0015506	Np006G358820	AT2G28100.1
OG0015507	Np006G358760	AT2G28080.1
OG0015509	Np006G361490	AT2G27060.1
OG0015510	Np006G361430	AT2G27090.1
OG0015511	Np006G361270	AT2G27150.1
OG0015512	Np006G361210	AT2G27200.1
OG0015514	Np006G360880	AT2G27380.1
OG0015515	Np006G361760	AT2G26890.1
OG0015516	Np006G361770, Np006G361800	AT2G26870.1
OG0015517	Np006G362020	AT2G26710.1
OG0015518	Np006G362060	AT2G26695.1
OG0015519	Np006G362090	AT2G26830.1
OG0015520	Np004G191080	AT2G26590.1
OG0015521	Np001G006440	AT2G42160.1
OG0015522	Np006G362330	AT1G07700.3
OG0015523	Np002G074540	AT4G00090.1
OG0015524	Np006G362410	AT2G26530.1
OG0015525	Np006G362520	AT2G26460.1
OG0015526	Np006G362710	AT2G26300.1
OG0015527	Np006G362750	AT2G26290.1
OG0015528	Np006G362780	AT2G26260.1
OG0015529	Np006G362860	AT2G26200.1
OG0015530	Np006G362910	AT2G26170.1
OG0015531	Np006G363030	AT2G26100.1
OG0015532	Np006G363150	AT2G25890.2
OG0015533	Np006G363230	AT2G25800.1
OG0015534	Np005G278000	AT4G27430.1
OG0015535	Np007G424820	AT3G01510.1
OG0015536	Np007G424890	AT3G01570.1
OG0015537	Np007G425200	AT3G01820.1
OG0015538	Np007G425250	AT3G01860.1
OG0015539	Np004G210930	AT1G28120.1
OG0015540	Np007G425360	AT3G01960.1
OG0015541	Np007G425420	AT3G02000.1
OG0015542	Np007G425450	AT3G02040.1
OG0015543	Np007G425460	AT3G19340.1
OG0015544	Np007G425490, Np004G189960	AT3G02060.1
OG0015545	Np003G124880	AT5G01980.1
OG0015546	Np001G060480	AT3G08560.1
OG0015547	Np003G124940	AT5G01950.7
OG0015548	Np003G124960	AT5G01920.1
OG0015549	Np003G124970	AT5G01910.1
OG0015550	Np003G125000	AT2G30290.2
OG0015551	Np003G125010	AT5G01890.1
OG0015552	Np003G125070	AT5G01840.1
OG0015553	Np003G125080	AT5G01820.1
OG0015554	Np003G125090	AT5G01810.1
OG0015555	Np005G279070	AT4G26555.1
OG0015556	Np005G278760	AT4G26790.1
OG0015557	Np007G424440	AT3G01210.1
OG0015558	Np007G424370	AT3G01170.1
OG0015559	Np007G423900	AT3G02110.1
OG0015560	Np007G423870	AT3G02120.1
OG0015561	Np007G423850	AT3G02130.1
OG0015562	Np007G423780	AT3G02180.1
OG0015563	Np007G423660	AT3G02290.5
OG0015564	Np007G423590	AT3G02300.2
OG0015565	Np007G423430	AT3G02450.1
OG0015566	Np007G423180	AT3G02645.1
OG0015567	Np007G423140	AT3G02690.1
OG0015568	Np007G423120	AT3G02710.1
OG0015569	Np007G422990	AT3G02820.2
OG0015570	Np007G422850	AT3G02920.1
OG0015571	Np007G422760	AT3G03000.1
OG0015572	Np007G422710	AT3G03010.1
OG0015573	Np007G422400	AT3G03270.1
OG0015574	Np007G422020	AT3G03520.1
OG0015575	Np007G421700	AT3G03670.1
OG0015576	Np007G421610	AT3G03750.2
OG0015577	Np007G421420	AT3G03880.1
OG0015578	Np007G420910	AT3G04140.1
OG0015579	Np007G420830	AT3G04260.1
OG0015580	Np007G420730	AT3G04350.1
OG0015581	Np007G420150	AT3G04740.1
OG0015582	Np007G420010	AT3G04820.1
OG0015583	Np007G419280	AT3G05150.2
OG0015584	Np007G419090	AT3G05270.1
OG0015585	Np007G418750	AT3G05510.1
OG0015586	Np007G418890	AT3G05410.2
OG0015587	Np007G418520	AT3G05625.1
OG0015588	Np007G418510	AT3G05630.1
OG0015589	Np007G418370	AT3G05720.1
OG0015590	Np007G418230	AT3G05760.1
OG0015591	Np001G065630	AT3G60961.1, AT3G60180.1
OG0015592	Np007G417220	AT3G06380.1
OG0015593	Np007G417130	AT3G06430.1
OG0015594	Np007G416370	AT3G06840.1
OG0015595	Np007G416240	AT3G06960.1
OG0015596	Np007G408700	AT3G12685.1
OG0015597	Np007G416150	AT3G07030.5
OG0015598	Np007G416040	AT3G07060.1
OG0015599	Np007G415960	AT3G07130.2
OG0015600	Np007G415910	AT3G07150.1
OG0015601	Np007G415740	AT3G07310.1
OG0015603	Np007G415410	AT3G07480.1
OG0015604	Np007G415310	AT3G07550.1
OG0015605	Np007G415180	AT3G07640.1
OG0015606	Np007G415150	AT3G07670.1
OG0015607	Np007G415120	AT3G07700.3
OG0015608	Np007G415000	AT3G07780.2
OG0015609	Np007G414850	AT3G07860.1
OG0015610	Np007G414820	AT3G07870.1
OG0015611	Np007G414600	AT3G08010.1
OG0015612	Np007G413950	AT3G08970.1
OG0015613	Np007G413910	AT3G08990.1
OG0015614	Np006G331860	AT2G40280.1
OG0015615	Np006G331950	AT2G40270.1
OG0015616	Np006G332370	AT2G40110.1
OG0015617	Np006G332760	AT2G39950.1
OG0015618	Np006G332830	AT2G39910.1
OG0015619	Np006G333400	AT2G39670.2
OG0015620	Np006G333420	AT2G39650.1
OG0015621	Np006G334150	AT2G39190.2
OG0015622	Np006G333780	AT2G39435.1
OG0015623	Np006G334360	AT2G39090.1
OG0015625	Np006G334500	AT2G39000.1
OG0015626	Np006G339810	AT2G35920.3
OG0015627	Np006G339330	AT2G36305.1
OG0015628	Np001G014860	AT3G12350.1
OG0015629	Np006G339210	AT2G36370.1
OG0015631	Np006G338390	AT2G36810.1
OG0015632	Np006G338080	AT2G36980.1
OG0015633	Np006G338010	AT2G37010.1
OG0015634	Np006G337800	AT2G37100.1
OG0015635	Np006G337830	AT2G37090.1
OG0015636	Np007G388080	AT3G25440.1
OG0015637	Np006G337690	AT2G37195.2
OG0015638	Np006G337640	AT2G37230.1
OG0015639	Np006G337630	AT2G37240.1
OG0015640	Np006G337520	AT2G37340.1
OG0015641	Np006G337080	AT2G37530.1
OG0015642	Np006G336910	AT2G37640.1
OG0015643	Np006G336890	AT2G37660.1
OG0015644	Np006G335090	AT2G38660.1
OG0015645	Np006G335180	AT2G38580.1
OG0015646	Np006G335220	AT2G38550.1
OG0015647	Np006G335870	AT2G38160.3
OG0015648	Np006G335930	AT2G38140.1
OG0015649	Np006G336090	AT2G38070.1
OG0015651	Np006G339990	AT2G35780.1
OG0015652	Np004G240650	AT1G15700.1
OG0015653	Np004G240620	AT1G15740.1
OG0015654	Np004G240160	AT1G16070.1
OG0015655	Np004G240000	AT1G16280.1
OG0015656	Np004G239750	AT1G16445.1
OG0015657	Np004G239570	AT1G16650.3
OG0015658	Np004G239240	AT1G16960.1
OG0015659	Np004G239090	AT1G17080.1
OG0015660	Np004G238900	AT1G17260.1
OG0015661	Np004G238550	AT1G17490.1
OG0015662	Np004G238560	AT1G17480.1
OG0015663	Np004G238580	AT1G17460.2
OG0015664	Np004G238620	AT1G17430.1
OG0015665	Np004G238710	AT1G17370.1
OG0015666	Np004G238450	AT1G17580.1
OG0015667	Np004G238260	AT1G17745.2
OG0015668	Np004G237630	AT1G18265.1
OG0015669	Np004G237710	AT1G18180.1
OG0015670	Np004G237740	AT1G18160.1
OG0015671	Np004G237870	AT1G18030.1
OG0015672	Np002G080400, Np002G080360	AT1G73720.1
OG0015673	Np004G237040	AT1G18680.1
OG0015674	Np004G236880	AT1G18810.1
OG0015675	Np004G236810	AT1G18850.1
OG0015676	Np004G236700	AT1G18960.1
OG0015677	Np004G236620	AT1G19090.1
OG0015678	Np004G236580	AT1G19120.1
OG0015679	Np004G236340	AT1G19310.1
OG0015680	Np004G236240	AT1G19340.1
OG0015681	Np004G236210	AT1G19370.1
OG0015682	Np004G236120	AT1G19430.1
OG0015683	Np004G235370	AT1G20120.1
OG0015684	Np004G234970	AT1G20530.1
OG0015685	Np004G234940	AT1G20560.1
OG0015686	Np004G234840	AT1G20650.1
OG0015687	Np004G234570	AT1G20870.1
OG0015688	Np004G234310	AT1G21060.1
OG0015689	Np004G233790	AT1G21560.2
OG0015690	Np004G233730	AT1G21640.2
OG0015691	Np004G233690	AT1G21650.3
OG0015692	Np004G233490	AT1G21722.1
OG0015693	Np004G233380	AT1G21760.1
OG0015694	Np004G233360	AT1G21780.1
OG0015695	Np004G254640	AT1G05330.1
OG0015696	Np004G232660	AT1G22140.1
OG0015697	Np004G232580	AT1G22190.1
OG0015698	Np004G232160	AT1G22480.1
OG0015699	Np004G231970	AT1G22610.1
OG0015700	Np004G231850	AT1G22690.1
OG0015701	Np004G231390	AT1G22800.1
OG0015702	Np004G231200	AT1G22930.1
OG0015703	Np004G231190	AT1G22940.1
OG0015704	Np004G231090	AT1G23000.2
OG0015705	Np004G230960	AT1G23100.1
OG0015706	Np004G230680	AT1G23180.1
OG0015707	Np004G230250	AT1G23390.1
OG0015708	Np004G229490	AT1G23860.1
OG0015709	Np004G229200	AT1G24040.1
OG0015710	Np004G228840	AT1G24130.1
OG0015711	Np004G252590	AT1G07040.1
OG0015712	Np004G226620	AT1G26760.1
OG0015713	Np004G226230	AT1G26650.1
OG0015714	Np004G225810	AT1G26460.1
OG0015715	Np002G087590	AT1G69070.2
OG0015716	Np004G224760	AT1G26220.1
OG0015717	Np002G088360	AT1G68780.1
OG0015718	Np004G208940	AT1G26090.1
OG0015719	Np004G209090	AT1G25500.2
OG0015720	Np004G209180	AT1G25420.1
OG0015721	Np004G209550	AT1G24706.2
OG0015722	Np004G209840	AT1G24450.1
OG0015723	Np004G209880	AT1G24420.1
OG0015724	Np004G235460	AT1G20050.1
OG0015725	Np004G202060	AT1G44960.1
OG0015726	Np004G202100	AT1G44920.1
OG0015727	Np004G210280	AT1G27460.1
OG0015728	Np005G282650	AT4G24210.1
OG0015729	Np005G282570	AT4G24270.2
OG0015730	Np005G282350	AT4G24370.1
OG0015731	Np005G282230	AT4G24480.1
OG0015732	Np005G282080	AT4G24530.1
OG0015733	Np005G282010	AT4G24610.2
OG0015734	Np006G363860	AT2G25530.1
OG0015735	Np005G281780	AT4G24710.3
OG0015736	Np005G281730	AT4G24750.1
OG0015737	Np005G281620	AT4G24800.1
OG0015738	Np005G280430, Np005G281610	AT4G24805.1
OG0015739	Np005G281470	AT4G24930.1
OG0015740	Np005G281250	AT4G25070.2
OG0015741	Np005G281180	AT4G25120.1
OG0015742	Np005G281000	AT4G25280.1
OG0015743	Np005G280860	AT4G25370.1
OG0015744	Np005G280630, Np005G280590	AT4G25540.1
OG0015745	Np005G280720	AT4G25450.1
OG0015746	Np005G280740	AT4G25434.8
OG0015747	Np003G167310	AT5G51880.1
OG0015748	Np004G250890	AT1G08460.1
OG0015749	Np005G277250	AT4G27790.1
OG0015750	Np005G277330	AT4G27700.1
OG0015751	Np006G364170	AT2G25270.1
OG0015752	Np006G364840	AT2G24800.1
OG0015753	Np006G364760	AT2G24860.1
OG0015754	Np006G365540	AT2G24580.1
OG0015755	Np006G366640	AT2G23890.2
OG0015756	Np006G366820	AT2G23660.1
OG0015757	Np006G367080, Np006G367140	AT2G23460.1
OG0015758	Np006G367400	AT2G23380.1
OG0015759	Np006G367480	AT2G23320.1
OG0015760	Np005G277230	AT4G27800.1
OG0015761	Np006G367810	AT2G23093.1
OG0015762	Np006G368170	AT2G22840.1
OG0015763	Np006G368710	AT2G22570.1
OG0015764	Np001G057460	AT3G54380.1
OG0015765	Np006G368920	AT2G22450.1
OG0015766	Np006G369370	AT2G22080.1
OG0015768	Np006G369510	AT2G21960.1
OG0015769	Np006G370120	AT2G21710.1
OG0015770	Np006G370020	AT2G21620.2
OG0015771	Np006G370480	AT2G21520.2
OG0015772	Np006G371090	AT2G21140.1
OG0015773	Np007G375940	AT2G21045.1
OG0015774	Np006G371270	AT2G20980.1
OG0015776	Np004G242130	AT1G14520.3
OG0015777	Np004G242310	AT1G14390.1
OG0015778	Np004G242420	AT1G14310.1
OG0015779	Np004G242440	AT1G14300.2
OG0015780	Np004G242460	AT1G14280.1
OG0015781	Np004G242580	AT1G14205.1
OG0015782	Np004G242800	AT1G14030.1
OG0015783	Np004G242840	AT1G13990.3
OG0015784	Np004G243020	AT1G13820.1
OG0015785	Np004G242980, Np004G202550	AT1G13890.1
OG0015786	Np004G243190	AT1G13670.1
OG0015787	Np004G243420	AT1G13570.1
OG0015788	Np004G244110	AT1G13220.3
OG0015789	Np004G243690	AT1G13400.1
OG0015790	Np004G244200	AT1G13170.2
OG0015791	Np004G244520	AT1G12970.1
OG0015792	Np004G245010, Np004G245060	AT1G12650.1
OG0015793	Np004G245160	AT1G12570.1
OG0015794	Np004G245310	AT1G12480.1
OG0015795	Np004G245420	AT1G12430.2
OG0015796	Np004G245510	AT1G12370.2
OG0015797	Np004G245670	AT1G12244.1
OG0015798	Np004G245660	AT1G12250.1
OG0015799	Np004G245850	AT1G12050.1
OG0015800	Np004G246370	AT1G11760.1
OG0015801	Np004G246590	AT1G11660.1
OG0015802	Np004G246820	AT1G11545.1
OG0015803	Np002G118720	AT1G61780.1
OG0015804	Np004G247030	AT1G11380.1
OG0015805	Np004G247380	AT1G11200.1
OG0015806	Np004G247730	AT1G10880.1
OG0015807	Np004G247790	AT1G10830.1
OG0015808	Np004G247810	AT1G10800.2
OG0015809	Np004G247940	AT1G10700.1
OG0015810	Np004G248180	AT1G10550.1
OG0015811	Np004G248200	AT1G10530.1
OG0015812	Np004G248430	AT1G10385.1
OG0015813	Np004G248630	AT1G10240.1
OG0015814	Np004G249240	AT1G09810.1
OG0015815	Np004G249220	AT1G09815.1
OG0015816	Np004G249170	AT1G09850.1
OG0015817	Np004G249110	AT1G09900.1
OG0015818	Np004G248840	AT1G10050.3
OG0015819	Np004G249440, Np004G249400	AT1G09680.1
OG0015820	Np004G249710	AT1G09450.1
OG0015821	Np004G249720	AT1G09440.1
OG0015822	Np004G249840	AT1G09300.1
OG0015823	Np004G249890	AT1G09250.1
OG0015824	Np004G249910	AT1G09240.1
OG0015825	Np004G250060	AT1G09160.1
OG0015826	Np004G250180	AT1G09030.1
OG0015827	Np004G250470	AT1G08770.1
OG0015828	Np004G250680	AT1G08590.1
OG0015829	Np004G250570	AT1G08670.1
OG0015830	Np004G251250	AT1G08125.2
OG0015831	Np004G251750	AT1G07710.1
OG0015832	Np004G251730	AT1G07725.1
OG0015833	Np001G018300	AT3G32940.1
OG0015834	Np004G251970	AT1G07530.1
OG0015835	Np004G252230	AT1G07320.1
OG0015836	Np004G252570	AT1G07060.2
OG0015837	Np004G252650	AT1G07000.1
OG0015838	Np004G252690	AT1G06970.1
OG0015839	Np004G253130	AT1G06550.1
OG0015840	Np004G252800	AT1G06840.1
OG0015841	Np004G252870	AT1G06820.1
OG0015842	Np004G253020	AT1G06710.1
OG0015843	Np004G253040	AT1G06690.1
OG0015844	Np004G253170	AT1G06520.1
OG0015845	Np004G253180	AT1G06510.1
OG0015846	Np004G253200	AT1G06500.1
OG0015847	Np004G253280	AT1G06450.1
OG0015848	Np004G253770	AT1G05950.1
OG0015849	Np004G253890	AT1G05840.1
OG0015850	Np001G017710	AT5G48440.1
OG0015851	Np004G253900	AT1G05835.1
OG0015852	Np004G253920	AT1G05820.1
OG0015853	Np004G254490	AT1G05440.1
OG0015854	Np004G254550	AT1G05380.1
OG0015856	Np004G255000	AT1G05100.1
OG0015857	Np004G251440	AT1G05055.1
OG0015858	Np004G255140	AT1G04990.1
OG0015859	Np004G255210	AT1G04970.1
OG0015860	Np004G255220	AT1G04960.2
OG0015861	Np004G255300	AT1G04890.1
OG0015862	Np004G255700	AT1G04570.1
OG0015863	Np005G302060	AT5G20660.1
OG0015864	Np004G256300	AT1G04020.1
OG0015865	Np004G256330	AT1G03990.1
OG0015867	Np004G256830	AT1G03560.1
OG0015868	Np004G244360, Np004G256540	AT1G03830.2
OG0015869	Np004G257010	AT1G03430.1
OG0015870	Np004G257020	AT1G03390.1
OG0015871	Np004G257030	AT1G03380.1
OG0015872	Np004G257150	AT1G03250.2
OG0015873	Np004G257310	AT1G03090.2
OG0015874	Np004G257610	AT1G02820.1
OG0015875	Np004G257720	AT1G02700.1
OG0015876	Np004G257790, Np004G257780	AT1G02640.1
OG0015877	Np004G258070	AT1G02390.1
OG0015878	Np004G257930	AT1G02475.1
OG0015879	Np004G258240	AT1G02330.1
OG0015880	Np004G258260	AT1G02310.2
OG0015881	Np004G258690	AT1G01280.1
OG0015882	Np004G258860	AT1G01430.1
OG0015883	Np004G259340	AT1G01720.1
OG0015884	Np004G259400	AT1G01770.1
OG0015885	Np004G259540	AT1G01880.1
OG0015886	Np004G259560	AT1G01900.1
OG0015887	Np004G259580	AT1G01910.1
OG0015888	Np004G259620	AT1G01940.1
OG0015889	Np004G259660	AT1G01970.1
OG0015890	Np004G259680	AT1G01990.1
OG0015891	Np004G259750	AT1G02060.1
OG0015892	Np004G259840	AT1G02120.1
OG0015893	Np004G259910	AT1G02170.1
OG0015894	Np003G140760	AT5G13890.1
OG0015895	Np003G141480	AT5G14550.1
OG0015896	Np003G141300	AT5G14410.2
OG0015897	Np003G141100	AT5G14220.4
OG0015898	Np003G141030	AT5G14140.1
OG0015899	Np003G140950	AT5G14080.1
OG0015900	Np003G141580	AT5G14660.1
OG0015901	Np003G141660	AT5G14740.1
OG0015902	Np003G141690	AT5G14770.1
OG0015903	Np003G142440	AT5G15510.2
OG0015904	Np003G142360	AT5G15440.1
OG0015905	Np003G142280	AT5G15330.2
OG0015906	Np003G142200	AT5G15280.1
OG0015907	Np003G142050	AT5G15170.1
OG0015908	Np003G142860	AT5G15900.2
OG0015909	Np003G143290	AT5G16260.1
OG0015910	Np007G423320	AT3G02540.1
OG0015911	Np003G143160	AT5G16140.1
OG0015912	Np003G143600	AT5G16510.1
OG0015913	Np003G143750	AT5G16630.1
OG0015914	Np003G143970	AT5G16810.1
OG0015915	Np003G144070	AT5G16870.1
OG0015916	Np003G144110	AT5G16920.1
OG0015917	Np003G144410	AT5G17240.1
OG0015918	Np003G144690	AT5G17380.1
OG0015919	Np003G144670	AT5G17360.1
OG0015920	Np003G144780	AT5G17460.1
OG0015921	Np003G144920	AT5G17570.1
OG0015922	Np003G144990	AT5G17640.1
OG0015923	Np003G145010	AT5G17660.1
OG0015924	Np003G145310	AT5G17930.1
OG0015925	Np003G145370	AT5G17980.1
OG0015926	Np003G145720	AT5G18210.2
OG0015927	Np003G145730	AT5G18220.1
OG0015928	Np003G145940	AT5G18390.1
OG0015929	Np003G145960	AT5G18410.1
OG0015930	Np004G250660	AT1G08610.1
OG0015931	Np003G146480	AT5G18660.1
OG0015932	Np003G146620	AT5G18750.1
OG0015933	Np003G146630	AT5G18760.1
OG0015934	Np003G146690	AT5G18840.1
OG0015935	Np003G147040	AT5G19151.1
OG0015936	Np001G013880	AT5G26240.1
OG0015937	Np001G014250	AT5G26600.1
OG0015939	Np001G014330	AT5G26810.1
OG0015940	Np001G014770	AT5G27710.1
OG0015941	Np001G014910	AT5G27560.1
OG0015942	Np001G015100	AT5G27390.2
OG0015943	Np001G015110	AT5G27395.1
OG0015944	Np001G015560	AT5G28080.2
OG0015945	Np001G016200	AT5G49600.1
OG0015946	Np001G049470	AT3G48810.1
OG0015947	Np001G016220	AT5G49570.1
OG0015948	Np007G402770	AT4G26310.2
OG0015949	Np001G016760	AT5G49060.1
OG0015950	Np001G017200	AT5G48740.1
OG0015951	Np001G017680	AT5G48460.1
OG0015952	Np001G017840	AT5G48310.1
OG0015953	Np001G017760	AT5G48390.1
OG0015954	Np003G144030	AT5G16850.1
OG0015955	Np003G132560	AT5G06850.1
OG0015956	Np002G117960	AT5G06905.1
OG0015957	Np003G140700	AT5G13840.1
OG0015958	Np003G140690	AT5G13830.1
OG0015959	Np003G132480	AT5G06790.1
OG0015960	Np003G132110	AT5G06540.1
OG0015961	Np001G018120	AT5G47970.1
OG0015962	Np004G202530	AT1G44750.1
OG0015963	Np001G018080	AT5G48040.1
OG0015964	Np003G131740	AT5G06340.1
OG0015966	Np003G131440	AT5G06130.2
OG0015967	Np003G131370	AT5G06090.1
OG0015968	Np003G131190	AT5G05960.1
OG0015969	Np003G131170	AT5G05940.1
OG0015970	Np003G131160	AT5G05930.1
OG0015971	Np003G130800	AT5G05810.1
OG0015972	Np003G130780	AT5G05790.1
OG0015973	Np003G130730	AT5G05740.1
OG0015974	Np003G130700	AT5G05700.1
OG0015975	Np003G130680	AT5G05680.1
OG0015976	Np003G130380	AT5G05365.1
OG0015977	Np007G404600	AT3G15130.1
OG0015978	Np003G130060	AT5G05230.1
OG0015979	Np003G129960	AT5G05160.1
OG0015980	Np003G129880	AT5G05100.1
OG0015981	Np003G129550	AT5G04895.1
OG0015982	Np004G239100	AT1G17070.1
OG0015983	Np003G129230	AT5G04610.1
OG0015984	Np003G129160	AT5G04520.1
OG0015985	Np003G129010	AT5G04420.1
OG0015986	Np001G013670	AT5G26060.1
OG0015987	Np001G013650	AT5G26040.2
OG0015988	Np001G013630	AT5G26010.1
OG0015989	Np001G013540	AT5G25940.1
OG0015990	Np001G012790	AT5G25320.1
OG0015991	Np001G012560	AT5G25210.2
OG0015992	Np001G012250	AT5G24920.1
OG0015993	Np001G012160	AT5G24870.1
OG0015994	Np001G012100	AT5G24820.1
OG0015995	Np001G012040	AT5G24760.1
OG0015996	Np001G011600	AT5G24320.2
OG0015997	Np001G011680	AT5G24350.2
OG0015998	Np001G011820	AT5G24490.1
OG0015999	Np001G011830	AT5G24500.1
OG0016000	Np001G011330	AT5G24140.1
OG0016001	Np001G011240	AT5G24100.1
OG0016002	Np001G011000	AT5G23880.1
OG0016003	Np001G010970	AT5G23850.1
OG0016004	Np001G010920	AT5G23730.1
OG0016005	Np007G388590	AT2G04360.2
OG0016006	Np001G010630	AT5G23520.1
OG0016007	Np001G010550	AT5G23430.1
OG0016009	Np001G010040	AT5G23060.1
OG0016010	Np001G009800	AT5G60940.1
OG0016011	Np001G009780	AT5G60960.1
OG0016012	Np001G009760	AT3G26850.1
OG0016013	Np001G009560	AT5G61140.2
OG0016014	Np001G009300	AT5G61370.1
OG0016015	Np001G009280	AT5G61390.1
OG0016016	Np001G008930	AT5G61580.1
OG0016017	Np001G008820	AT5G61670.1
OG0016018	Np001G007930	AT5G62030.1
OG0016019	Np001G007890	AT5G62070.1
OG0016020	Np001G007670	AT5G62220.1
OG0016021	Np001G007540	AT5G62310.1
OG0016022	Np001G007530	AT5G62320.1
OG0016023	Np001G007200	AT5G62570.1
OG0016024	Np001G007110	AT5G62630.1
OG0016025	Np001G006980	AT5G62750.1
OG0016026	Np001G006810	AT5G62900.1
OG0016027	Np001G006680	AT5G62990.1
OG0016028	Np001G006590	AT5G63080.1
OG0016029	Np003G154050	AT5G58760.1
OG0016030	Np003G154240	AT5G58610.3
OG0016031	Np003G154350	AT5G58550.1
OG0016032	Np003G154360	AT5G58540.1
OG0016033	Np003G154460	AT5G58480.1
OG0016034	Np003G154520	AT5G58450.1
OG0016035	Np003G154760	AT5G58240.1
OG0016036	Np003G154780	AT5G58220.1
OG0016037	Np001G053070	AT3G51320.1
OG0016038	Np001G052990	AT3G51250.1
OG0016039	Np001G052740	AT3G51050.1
OG0016040	Np001G052370	AT3G50770.1
OG0016041	Np001G051950	AT3G50430.1
OG0016042	Np001G051830	AT3G50400.1
