Orthogroup	Noccaea_praecox	Capsella_rubella
OG0014151	Np001G045500	XP_006292321.1
OG0014152	Np001G045350	XP_006291331.1
OG0014153	Np001G045000	XP_023637957.1
OG0014154	Np001G044960	XP_006291100.1
OG0014155	Np001G044790	XP_006290667.1
OG0014156	Np001G044710	XP_006290935.1
OG0014157	Np001G044570	XP_006290724.1
OG0014158	Np001G043850	XP_006293325.2, XP_023634671.1
OG0014159	Np001G043830	XP_006291366.1
OG0014160	Np001G043820	XP_006291737.1
OG0014161	Np001G043710	XP_006291975.1
OG0014162	Np006G323890	XP_006293744.1
OG0014163	Np003G175330	XP_023636941.1
OG0014164	Np004G190240	XP_023633622.1
OG0014165	Np002G091240	XP_006300633.2
OG0014166	Np002G091610	XP_006300904.1
OG0014167	Np002G090800	XP_006302412.1
OG0014168	Np002G121180	XP_006301277.1
OG0014169	Np002G090500	XP_006300889.1
OG0014170	Np002G090380	XP_006302704.1
OG0014171	Np002G088850	XP_006301542.1
OG0014172	Np002G088750	XP_006303087.1
OG0014173	Np002G071010	XP_006302258.1
OG0014174	Np002G087320	XP_006301086.1
OG0014175	Np002G087240	XP_006302697.1
OG0014176	Np002G087120	XP_006302411.1
OG0014179	Np002G086130	XP_006300627.2
OG0014180	Np002G085460	XP_006302287.1
OG0014181	Np002G085080	XP_006302440.2
OG0014182	Np002G084950	XP_006302894.1
OG0014183	Np002G084030	XP_006302096.1
OG0014184	Np002G083910	XP_006301839.1
OG0014185	Np002G083820	XP_023643288.1
OG0014186	Np002G083690	XP_006301205.1
OG0014187	Np002G083650	XP_006301077.1
OG0014188	Np002G083510	XP_006301141.1
OG0014189	Np002G083320	XP_023643670.1
OG0014190	Np002G083310	XP_006301391.1
OG0014191	Np002G083150	XP_006302261.1
OG0014192	Np002G083140	XP_006302340.1
OG0014193	Np002G073710	XP_006300322.1
OG0014194	Np002G074510	XP_006301156.1
OG0014195	Np002G074590	XP_006300671.1
OG0014196	Np002G074760	XP_023643679.1
OG0014197	Np002G075160	XP_006300361.1
OG0014198	Np002G075190	XP_006301565.1
OG0014199	Np002G075390	XP_006302073.1
OG0014200	Np002G075470	XP_006300947.1
OG0014202	Np002G075900	XP_023644327.1
OG0014203	Np002G076200	XP_006302513.2
OG0014204	Np002G076550	XP_006300747.1
OG0014205	Np002G076990	XP_006302606.1
OG0014206	Np001G018670	XP_006303067.1
OG0014207	Np002G077070	XP_006302092.1
OG0014208	Np002G077220	XP_006300917.1, XP_023644522.1
OG0014210	Np002G077830	XP_023644068.1
OG0014211	Np002G078120	XP_006301043.1
OG0014212	Np002G078130	XP_006300584.1
OG0014213	Np002G078400	XP_006302160.1
OG0014214	Np002G078460	XP_006300802.1
OG0014215	Np002G078690	XP_023643368.1
OG0014216	Np002G078860	XP_006300805.1
OG0014217	Np002G078980	XP_006300841.2
OG0014218	Np002G079240	XP_023643262.1
OG0014219	Np002G079300	XP_023643704.1
OG0014221	Np002G079490	XP_006302425.1
OG0014222	Np002G079600	XP_006300384.1
OG0014223	Np002G079650	XP_006301424.1
OG0014224	Np002G079990	XP_023643507.1
OG0014225	Np002G080050, Np002G080720	XP_023642958.1
OG0014226	Np002G080140, Np002G080620	XP_023642899.1
OG0014227	Np002G080190	XP_023643538.1
OG0014228	Np002G080220	XP_006300364.2
OG0014229	Np006G342960, Np002G080280	XP_006302836.1
OG0014230	Np002G080370, Np002G080410	XP_006300679.1
OG0014231	Np002G081090	XP_006302464.1
OG0014232	Np002G081330	XP_006302144.1
OG0014233	Np002G081400	XP_023642943.1
OG0014235	Np002G081960	XP_023642965.1
OG0014236	Np002G082100	XP_023643612.1
OG0014237	Np002G082170, Np002G082130	XP_006301633.1
OG0014238	Np004G238610	XP_006306911.1
OG0014239	Np002G082440	XP_006300828.2
OG0014240	Np002G082450	XP_006301629.1
OG0014241	Np002G082540	XP_023643622.1
OG0014242	Np002G082690	XP_006302221.1
OG0014243	Np002G072820	XP_006301306.1
OG0014244	Np002G072720	XP_006302947.1
OG0014245	Np002G072620	XP_023643577.1
OG0014246	Np002G072530	XP_006300395.2
OG0014247	Np002G072340	XP_023643993.1
OG0014248	Np002G072310	XP_023644070.1
OG0014249	Np002G072230	XP_006301897.1
OG0014250	Np002G072160	XP_006302130.1
OG0014251	Np002G072140	XP_023643190.1
OG0014252	Np002G071450	XP_006302925.1
OG0014253	Np002G071160	XP_023643492.1
OG0014254	Np002G070820	XP_023644378.1
OG0014255	Np002G070810	XP_023643882.1
OG0014256	Np002G070770	XP_006301281.1
OG0014257	Np005G311740, Np002G070760	XP_006301563.1
OG0014258	Np002G070740	XP_006299931.2
OG0014259	Np002G070410	XP_006300794.1
OG0014260	Np002G070320	XP_006300386.2
OG0014261	Np002G070250	XP_023644149.1
OG0014262	Np002G070290	XP_006301441.1
OG0014263	Np002G070110	XP_006301640.1
OG0014264	Np002G070130	XP_023644167.1
OG0014265	Np007G408710	XP_023641285.1
OG0014266	Np007G408380	XP_006291014.1
OG0014267	Np004G190620, Np007G407910	XP_006300234.1
OG0014268	Np007G406560	XP_006296696.1
OG0014269	Np007G406530	XP_023642612.1
OG0014270	Np003G164410	XP_023642597.1
OG0014271	Np007G406100	XP_006298801.1
OG0014272	Np007G406090	XP_006298979.1
OG0014273	Np007G406040	XP_006297223.1
OG0014274	Np007G405320	XP_006296603.2
OG0014275	Np007G404960	XP_006300241.1
OG0014276	Np007G404940	XP_006297254.1
OG0014277	Np007G404910	XP_023642386.1
OG0014278	Np007G404580	XP_006298313.2
OG0014279	Np007G404430	XP_023642145.1
OG0014280	Np007G402980	XP_023642684.1
OG0014281	Np007G402920	XP_006299359.1
OG0014282	Np007G390120	XP_023642716.1
OG0014283	Np003G175130	XP_006288571.1
OG0014284	Np007G390330	XP_006300103.1
OG0014285	Np007G390350	XP_023641599.1
OG0014286	Np007G390700	XP_006297882.1
OG0014287	Np007G391280	XP_006297304.2
OG0014288	Np007G391530	XP_006297187.1
OG0014289	Np007G391820	XP_006298483.1
OG0014290	Np007G392160	XP_006298043.2
OG0014291	Np007G392320	XP_006297734.1
OG0014292	Np007G392810	XP_006297014.1
OG0014293	Np007G392860	XP_006298790.1
OG0014294	Np007G393180	XP_006299054.1
OG0014295	Np007G393640	XP_006297202.1
OG0014296	Np007G394020	XP_006298957.1
OG0014297	Np006G359280	XP_023640869.1
OG0014298	Np007G394500	XP_023642702.1
OG0014300	Np007G395010	XP_006299842.1
OG0014301	Np007G395190	XP_006299375.1
OG0014303	Np007G395910	XP_006298745.1
OG0014304	Np007G395920	XP_006296929.2
OG0014305	Np007G395930	XP_023641830.1
OG0014306	Np004G197690	XP_006306175.1
OG0014307	Np007G396390	XP_006297988.1
OG0014308	Np007G396420	XP_006299232.1
OG0014309	Np004G197200	XP_006303249.1
OG0014310	Np007G397510	XP_006296879.1
OG0014311	Np007G397640	XP_006296869.1
OG0014312	Np007G397650	XP_006297358.1
OG0014314	Np007G399220	XP_006297113.1
OG0014315	Np007G399640	XP_006296624.1
OG0014317	Np011G436160	XP_006297698.1
OG0014319	Np007G380470	XP_006297133.1
OG0014320	Np007G380530	XP_006299878.1
OG0014321	Np007G380570	XP_006297730.1
OG0014322	Np007G380590	XP_006298296.1
OG0014323	Np007G381600, Np007G381550	XP_006298732.1
OG0014324	Np007G381410	XP_006298007.2
OG0014325	Np007G381340	XP_006298250.2
OG0014326	Np007G381250	XP_006297135.1
OG0014327	Np007G381230	XP_023641159.1
OG0014328	Np007G381970	XP_023642664.1
OG0014329	Np007G382360	XP_006298586.1
OG0014330	Np007G383440	XP_023642494.1
OG0014331	Np003G148180	XP_023636648.1
OG0014332	Np007G383760	XP_006299940.1
OG0014333	Np007G383950	XP_006297648.1
OG0014334	Np007G384650	XP_006298259.1
OG0014335	Np007G384870	XP_023642508.1
OG0014336	Np007G384910	XP_023641770.1
OG0014337	Np007G385250	XP_006297744.2
OG0014338	Np005G306400	XP_006284234.1
OG0014339	Np007G386110	XP_006298301.1
OG0014340	Np007G386860	XP_006299509.1
OG0014341	Np007G389550	XP_006297413.1
OG0014342	Np007G386960	XP_006297253.1
OG0014343	Np007G386970	XP_006298632.2
OG0014344	Np007G387360	XP_023641990.1
OG0014345	Np007G387460	XP_006297695.2
OG0014346	Np007G387890	XP_006298734.1
OG0014347	Np007G387900	XP_023642023.1
OG0014348	Np007G388020	XP_006299062.1
OG0014349	Np007G388790	XP_023641573.1
OG0014350	Np007G388770	XP_006297309.1
OG0014351	Np007G388730	XP_006298032.1
OG0014352	Np007G379890	XP_006296972.1
OG0014353	Np007G374720	XP_006299793.1
OG0014354	Np007G400510, Np007G413140	XP_006299399.2
OG0014355	Np007G389730	XP_006297186.1
OG0014356	Np007G389660	XP_006297020.1
OG0014357	Np007G389650	XP_023641737.1
OG0014358	Np007G389540	XP_006297624.1
OG0014359	Np007G389510	XP_006298511.2
OG0014360	Np007G389350	XP_006297583.1
OG0014361	Np007G389090	XP_006296708.1
OG0014362	Np007G380050	XP_006297328.1
OG0014363	Np007G378110	XP_006298616.1
OG0014364	Np007G380170	XP_006297071.1
OG0014365	Np007G379710	XP_023642288.1
OG0014366	Np007G379530	XP_023642576.1
OG0014367	Np007G379480, Np007G379460	XP_023641533.1
OG0014368	Np007G379190	XP_006298726.1
OG0014369	Np007G379170	XP_006297176.2
OG0014370	Np005G263460	XP_023633962.1
OG0014371	Np007G378980	XP_006297197.1
OG0014372	Np007G378580	XP_006287077.1
OG0014373	Np007G378470	XP_006297389.1
OG0014374	Np004G251460	XP_006306913.1
OG0014375	Np007G377890	XP_006296983.2
OG0014376	Np007G377860	XP_023642792.1
OG0014377	Np007G377720	XP_006298909.1
OG0014378	Np007G377390	XP_006299964.2
OG0014379	Np004G203830	XP_006307564.1
OG0014380	Np007G376930	XP_006298307.1
OG0014381	Np007G376570	XP_006307221.1
OG0014382	Np007G376490, Np007G376460	XP_006297162.1
OG0014383	Np007G376000	XP_006297340.1, XP_023642429.1
OG0014384	Np007G375750	XP_023642723.1
OG0014385	Np007G375530	XP_006299385.1
OG0014386	Np007G374560	XP_006297927.1
OG0014387	Np007G374140	XP_006296964.1
OG0014388	Np007G374130	XP_023642457.1
OG0014389	Np007G374000	XP_006296974.2
OG0014390	Np007G373970	XP_006296987.1
OG0014391	Np007G373960	XP_006297852.1
OG0014392	Np007G373590, Np006G329760, Np003G150310, Np006G329750	XP_006300135.1
OG0014393	Np007G373290	XP_006299734.1, XP_006299784.2
OG0014394	Np007G373110	XP_006298045.1
OG0014395	Np007G372570	XP_006297034.2
OG0014396	Np007G372500	XP_006300027.1
OG0014397	Np007G372310, Np007G372330	XP_006296647.1
OG0014398	Np007G371970	XP_006298730.1
OG0014399	Np007G371870	XP_006297644.1
OG0014400	Np007G371760	XP_023642373.1
OG0014401	Np007G371650	XP_006297425.1
OG0014402	Np007G371680	XP_006298316.1
OG0014403	Np004G190070	XP_006303769.1
OG0014404	Np004G190120	XP_023645059.1
OG0014405	Np004G190640	XP_023645507.1
OG0014406	Np001G035890, Np001G056750	XP_006303391.1
OG0014407	Np004G191100	XP_006304933.1
OG0014408	Np004G191160	XP_006305207.1
OG0014409	Np004G191190	XP_023645249.1
OG0014410	Np001G032610	XP_006279490.1
OG0014411	Np004G191320	XP_023645802.1
OG0014412	Np004G192440	XP_006307146.1
OG0014413	Np004G192500	XP_006306272.2
OG0014414	Np004G192790	XP_006303232.1
OG0014415	Np004G193240	XP_006307524.2
OG0014417	Np004G193970	XP_006305391.1
OG0014418	Np004G194150	XP_006305780.1
OG0014419	Np004G194360	XP_006306897.1
OG0014420	Np004G194370	XP_006305087.1
OG0014421	Np004G194380	XP_006304948.1
OG0014422	Np004G194500	XP_006305590.1
OG0014423	Np004G194800	XP_006307729.2
OG0014424	Np004G195180	XP_023645879.1
OG0014425	Np004G195240	XP_006303644.1
OG0014426	Np004G195490	XP_006307385.1
OG0014427	Np004G196250	XP_006306778.1
OG0014428	Np004G196030	XP_006303566.1
OG0014429	Np004G195720	XP_006306946.1
OG0014430	Np002G089970	XP_023644120.1
OG0014431	Np004G196530	XP_006303962.1
OG0014432	Np004G196600	XP_006305048.1
OG0014433	Np004G196710	XP_023645185.1
OG0014434	Np004G196900	XP_006306595.1
OG0014435	Np004G196940	XP_023645452.1
OG0014436	Np004G197650	XP_006307645.1
OG0014437	Np004G197750	XP_023644850.1
OG0014438	Np004G198080	XP_006305198.1
OG0014439	Np007G395660	XP_023642538.1
OG0014440	Np004G198250	XP_006305746.1
OG0014441	Np004G198290	XP_006303632.1
OG0014442	Np004G198570	XP_023632548.1
OG0014443	Np004G198590	XP_006306610.1
OG0014444	Np004G198730	XP_006304910.1
OG0014445	Np004G198510	XP_006305885.1
OG0014446	Np004G199310	XP_006304891.1
OG0014447	Np004G199620	XP_006304702.1
OG0014448	Np004G199710	XP_006305350.1
OG0014449	Np005G300710	XP_006284042.1
OG0014450	Np005G301210	XP_023633656.1
OG0014451	Np001G057320	XP_023637862.1
OG0014452	Np005G301250	XP_006282826.2
OG0014453	Np005G301490	XP_023635354.1
OG0014454	Np005G301690	XP_006284808.1
OG0014455	Np005G302010	XP_006283024.1
OG0014456	Np006G341740	XP_006296015.1
OG0014457	Np006G341750	XP_006293433.1
OG0014458	Np001G061210, Np006G341870	XP_006295340.1
OG0014459	Np001G053830	XP_023638770.1
OG0014460	Np001G053880	XP_006291374.1
OG0014461	Np001G018870	XP_006293002.1
OG0014462	Np001G054220	XP_023638755.1
OG0014463	Np001G054230	XP_006291785.1
OG0014464	Np003G170570, Np001G054240	XP_006292015.1
OG0014465	Np001G054330	XP_006291176.1
OG0014466	Np001G054540	XP_006293263.1
OG0014467	Np001G054700	XP_006292688.1
OG0014468	Np001G054850	XP_006291062.1
OG0014469	Np001G054920	XP_006291522.2
OG0014470	Np002G090070	XP_006301220.1
OG0014471	Np001G056200, Np004G197600	XP_006292489.1
OG0014472	Np001G056240	XP_006290465.1
OG0014473	Np001G056780	XP_006291519.1
OG0014474	Np001G057170	XP_006291033.1
OG0014475	Np001G053740	XP_006291190.2
OG0014476	Np003G141750	XP_006287162.1
OG0014477	Np001G053630	XP_006291668.1
OG0014478	Np001G053610	XP_006291630.2
OG0014479	Np001G053370	XP_006291288.1
OG0014480	Np001G057540	XP_006293149.1
OG0014481	Np001G057590	XP_006292418.1
OG0014482	Np001G058310	XP_006290746.1
OG0014483	Np001G058760	XP_006291476.1
OG0014484	Np001G058840	XP_006290865.1
OG0014485	Np001G058850	XP_006290263.1
OG0014486	Np001G059000	XP_006290685.1
OG0014487	Np001G059330	XP_023638641.1
OG0014488	Np001G060200	XP_006291485.1
OG0014489	Np001G060300	XP_006293087.1
OG0014490	Np006G331430	XP_006293886.1
OG0014491	Np001G060680	XP_006292990.1
OG0014492	Np001G061200	XP_023638128.1
OG0014493	Np001G061250	XP_006291776.1
OG0014494	Np001G061290	XP_006291817.1
OG0014495	Np001G061730	XP_023638589.1
OG0014496	Np001G062700	XP_006290276.1
OG0014497	Np001G062920	XP_023639311.1
OG0014498	Np001G062990	XP_006292988.2
OG0014499	Np001G063330	XP_006292847.1
OG0014500	Np001G063560	XP_006290675.1
OG0014501	Np001G064370	XP_023637859.1
OG0014502	Np001G064410	XP_006290498.1
OG0014503	Np001G064440	XP_006290894.2
OG0014504	Np001G064650	XP_006291531.2
OG0014506	Np001G065120	XP_006292056.1
OG0014507	Np001G065300	XP_006290753.1
OG0014508	Np001G065360	XP_006291543.1
OG0014509	Np001G065790	XP_023638265.1
OG0014510	Np001G066140	XP_006291451.2
OG0014511	Np001G060950	XP_006290433.1
OG0014512	Np001G066430	XP_023638045.1
OG0014513	Np001G066500	XP_006293062.1
OG0014514	Np001G066710	XP_006282259.1
OG0014515	Np001G066850	XP_006291494.1
OG0014516	Np001G067410	XP_006293132.1
OG0014517	Np001G067630	XP_006292392.1
OG0014518	Np001G067880	XP_023638771.1
OG0014520	Np001G041580, Np001G068140	XP_006292924.1
OG0014521	Np001G068150	XP_006293160.1
OG0014522	Np001G068160	XP_006290508.1
OG0014523	Np001G068390	XP_006291115.1
OG0014524	Np001G068770, Np001G068730	XP_006290289.1
OG0014525	Np001G069270	XP_006293300.1
OG0014526	Np001G069590	XP_006291238.1
OG0014527	Np001G069600	XP_023639031.1
OG0014529	Np001G069850	XP_006292384.1
OG0014530	Np001G069880	XP_006292109.1
OG0014531	Np007G389440	XP_006293229.1
OG0014532	Np007G389450	XP_023638368.1
OG0014533	Np006G324710	XP_006293077.1
OG0014534	Np004G194170	XP_006306529.1
OG0014537	Np001G057860	XP_006290961.1
OG0014538	Np002G105700, Np001G060070	XP_006291930.1
OG0014541	Np002G077860	XP_023644324.1
OG0014542	Np001G042720	XP_006279494.1
OG0014543	Np006G331490, Np006G340320	XP_006295158.1
OG0014544	Np006G339870	XP_006296146.1
OG0014545	Np006G335070	XP_023639462.1
OG0014546	Np006G320450	XP_006298535.1
OG0014547	Np002G070750	XP_006301978.1
OG0014548	Np002G073120	XP_006301170.1
OG0014549	Np002G073760	XP_006302672.1
OG0014550	Np002G079620	XP_006302087.1
OG0014551	Np005G272920	XP_006282769.1
OG0014553	Np005G271100	XP_006283502.1
OG0014555	Np005G263370	XP_006282992.1
OG0014556	Np007G418900	XP_006299631.2
OG0014557	Np004G259900	XP_023644679.1
OG0014558	Np004G251700	XP_006305443.2
OG0014559	Np004G244620	XP_006307455.1
OG0014560	Np004G242140	XP_023645500.1
OG0014561	Np004G240150	XP_023632812.1
OG0014562	Np002G086370	XP_023643277.1
OG0014563	Np002G086850	XP_023644134.1
OG0014564	Np002G089450, Np002G089310	XP_006300820.1
OG0014565	Np006G361700	XP_023643593.1
OG0014566	Np002G119870	XP_006300951.1
OG0014568	Np007G372280	XP_023642787.1
OG0014569	Np007G375010	XP_006298649.2
OG0014570	Np007G387760	XP_006297984.1
OG0014571	Np007G386160	XP_006298268.2
OG0014572	Np007G396910	XP_006297200.1
OG0014573	Np007G406290	XP_006298326.1
OG0014574	Np007G412210	XP_023642587.1
OG0014575	Np003G131710	XP_006289618.1
OG0014576	Np003G132690	XP_006288446.1
OG0014578	Np005G283220	XP_023635123.1
OG0014579	Np005G286740	XP_006285095.1
OG0014580	Np005G290070	XP_006285872.1
OG0014581	Np005G293700	XP_023633855.1
OG0014582	Np005G295770	XP_006285199.1
OG0014583	Np004G219490	XP_023645330.1
OG0014584	Np004G211750	XP_006306537.1
OG0014585	Np005G280570	XP_006286169.1
OG0014586	Np005G280870	XP_006285281.1
OG0014587	Np006G360620	XP_006294944.1
OG0014589	Np003G140530	XP_023637169.1
OG0014590	Np003G141290	XP_006289426.2
OG0014591	Np003G144820	XP_006289966.1
OG0014592	Np001G017350	XP_023635260.1, XP_006291726.1
OG0014593	Np005G320010	XP_023634334.1, XP_023635032.1
OG0014594	Np003G154790	XP_006281465.2
OG0014595	Np003G153060	XP_023638986.1
OG0014596	Np003G150450, Np003G150440	XP_006287721.1
OG0014597	Np003G150240	XP_006288990.1
OG0014598	Np003G150220, Np007G379410	XP_006289607.2, XP_006289502.1
OG0014599	Np003G148240	XP_006289073.1
OG0014600	Np001G002760, Np001G002680, Np001G002650	XP_006279667.1
OG0014601	Np001G002160	XP_023633483.1
OG0014603	Np004G235910	XP_006305812.1
OG0014607	Np002G096190	XP_023644272.1
OG0014610	Np007G376210	XP_023641947.1, XP_006297967.1, XP_023641946.1
OG0014611	Np007G375170	XP_006298534.1
OG0014613	Np006G363980	XP_006293772.2
OG0014614	Np006G334840, Np006G334820	XP_006295897.1
OG0014616	Np001G056690	XP_006293260.1
OG0014618	Np007G419810, Np007G419710, Np007G419860, Np007G419890, Np007G419670, Np007G419760, Np007G419940, Np007G421820, Np007G421870, Np007G421860, Np007G421880, Np007G421810	XP_023637130.1
OG0014620	Np005G265420	XP_006284839.1
OG0014637	Np005G276520	XP_006286011.1
OG0014638	Np005G276280	XP_006299332.1
OG0014639	Np005G276240	XP_006285432.1
OG0014640	Np005G276170	XP_006284063.1
OG0014641	Np005G276120	XP_006285784.1
OG0014643	Np005G275960	XP_006286132.1
OG0014644	Np002G075290	XP_006300895.1
OG0014645	Np005G275720	XP_006284532.1
OG0014646	Np005G275710	XP_006285995.1
OG0014647	Np005G275540	XP_023634120.1
OG0014648	Np005G275450	XP_006285646.1
OG0014649	Np005G275430	XP_006284472.1
OG0014650	Np005G275260	XP_006283793.1
OG0014651	Np005G275250	XP_006284336.1
OG0014652	Np005G275100	XP_006283052.1
OG0014653	Np005G275030	XP_006282897.2
OG0014654	Np005G274990	XP_006282664.1
OG0014655	Np005G274930	XP_006284138.1
OG0014656	Np005G310100	XP_006300611.1
OG0014657	Np005G274760	XP_006294012.1
OG0014659	Np005G274650	XP_006294480.1
OG0014660	Np005G274640	XP_006294960.1
OG0014661	Np005G273430	XP_006285674.1
OG0014662	Np005G272750	XP_006284642.2
OG0014663	Np005G272710	XP_006284792.1
OG0014664	Np006G366310	XP_006293373.2
OG0014665	Np005G272640	XP_006282675.1
OG0014666	Np005G260010	XP_006285782.1
OG0014667	Np005G272340	XP_006284411.1
OG0014668	Np005G272250	XP_006283303.1
OG0014669	Np005G272190	XP_023634008.1
OG0014670	Np005G271830	XP_006283264.1
OG0014671	Np005G271790	XP_006283853.1
OG0014672	Np004G250530	XP_006306705.1
OG0014673	Np005G271600	XP_006284104.1
OG0014674	Np005G271340	XP_006284169.2
OG0014675	Np005G271320	XP_006285327.1
OG0014676	Np005G271310	XP_006282612.2
OG0014677	Np005G271170	XP_006283546.1
OG0014678	Np005G271110	XP_006283678.1
OG0014680	Np005G270460	XP_006284455.1
OG0014681	Np005G270420	XP_006283206.1
OG0014682	Np005G270300	XP_023633901.1
OG0014683	Np006G363660	XP_006294374.1
OG0014684	Np005G269990	XP_023635321.1
OG0014685	Np005G263020	XP_006284574.1
OG0014686	Np005G262890	XP_006285526.1
OG0014687	Np005G262850	XP_006283300.2
OG0014689	Np005G264510	XP_006283479.1
OG0014690	Np005G263610	XP_006282959.1
OG0014691	Np005G263650	XP_023634221.1
OG0014692	Np005G263670	XP_023634215.1
OG0014693	Np005G263690	XP_006284011.1
OG0014695	Np005G263950	XP_006285149.1
OG0014696	Np005G264570	XP_006285695.1
OG0014697	Np005G264380	XP_023635235.1
OG0014698	Np005G264210	XP_023635555.1
OG0014699	Np005G264150	XP_006285043.1
OG0014700	Np005G264650	XP_006284378.1
OG0014701	Np005G264630	XP_023639826.1, XP_023635399.1
OG0014702	Np005G264890	XP_006284171.1
OG0014703	Np005G265170	XP_006284791.1
OG0014704	Np007G376580	XP_006299838.1
OG0014705	Np005G270450	XP_023641993.1
OG0014706	Np005G266070	XP_006283772.2
OG0014707	Np005G266170	XP_006283193.1
OG0014708	Np005G266310	XP_006284015.1
OG0014709	Np004G215370	XP_006305672.1
OG0014710	Np004G215890	XP_023645248.1
OG0014711	Np004G215960	XP_006304872.1
OG0014712	Np004G216880	XP_006306929.1
OG0014713	Np004G216960	XP_006304811.1
OG0014714	Np004G217470	XP_006307294.1
OG0014715	Np004G217480	XP_006305833.1
OG0014716	Np004G219710	XP_023645546.1
OG0014717	Np004G205040	XP_006304218.1
OG0014718	Np004G205070	XP_023644440.1
OG0014719	Np004G205080	XP_006307334.1
OG0014720	Np004G205140	XP_006304723.2
OG0014721	Np004G205310	XP_006307290.2
OG0014722	Np004G205490	XP_006304148.1
OG0014723	Np005G312570	XP_006285003.1
OG0014724	Np005G312560	XP_006282749.1
OG0014725	Np005G297390	XP_006282848.1
OG0014726	Np005G298050	XP_023635295.1
OG0014727	Np005G298060	XP_023635297.1
OG0014728	Np005G298090	XP_006284142.2
OG0014729	Np005G298800	XP_006286156.1
OG0014730	Np005G299410	XP_023634516.1
OG0014731	Np005G300160	XP_023635200.1
OG0014732	Np005G300280	XP_006282522.1
OG0014733	Np002G103160	XP_006300408.1
OG0014734	Np002G103580	XP_006290310.1
OG0014735	Np002G106040	XP_006302547.2
OG0014736	Np002G091750	XP_023643164.1
OG0014737	Np002G107060	XP_006300606.1
OG0014738	Np002G106770	XP_006300310.1
OG0014739	Np002G111030	XP_006301295.1
OG0014740	Np002G111310	XP_023643367.1
OG0014741	Np002G111510	XP_006302802.1
OG0014742	Np002G113050	XP_006302348.1
OG0014744	Np006G336660	XP_006295890.1
OG0014745	Np005G274710	XP_006295561.1
OG0014746	Np002G115770	XP_023643490.1
OG0014747	Np002G116070	XP_006302526.1
OG0014748	Np002G116860	XP_006302973.1
OG0014749	Np002G117240	XP_023643502.1
OG0014750	Np002G117660	XP_006300659.1
OG0014751	Np002G118910	XP_006302821.1
OG0014752	Np002G119590	XP_023643112.1
OG0014753	Np001G032860	XP_023638781.1
OG0014754	Np001G027860	XP_006291409.1
OG0014755	Np001G027830	XP_006290438.2
OG0014756	Np001G027500	XP_023639293.1
OG0014757	Np001G027130	XP_006292582.1
OG0014758	Np001G026950	XP_006291984.1
OG0014759	Np001G026910	XP_006291608.1
OG0014760	Np001G026780	XP_006290885.1
OG0014761	Np001G026680	XP_023638495.1
OG0014762	Np001G026590	XP_006291802.1
OG0014763	Np001G026460	XP_006290421.1
OG0014764	Np001G026120	XP_006290632.1
OG0014765	Np001G025180	XP_006292485.1
OG0014766	Np001G025070	XP_006291507.2
OG0014767	Np001G025060	XP_023638383.1
OG0014768	Np001G024940	XP_006292399.1
OG0014769	Np001G024630	XP_006291759.1
OG0014770	Np001G024610	XP_006290721.1
OG0014771	Np001G024270	XP_006293016.1
OG0014772	Np001G024240	XP_023638670.1
OG0014773	Np001G023940	XP_006293157.1
OG0014774	Np001G023460	XP_006292768.1
OG0014775	Np001G023120	XP_006291719.1
OG0014776	Np001G023100	XP_023638393.1
OG0014777	Np001G023040	XP_023637845.1
OG0014778	Np001G023020	XP_006291579.1
OG0014779	Np001G022940	XP_006293183.1
OG0014780	Np001G022400	XP_006291416.1
OG0014781	Np001G022220	XP_006290539.1
OG0014782	Np001G022050	XP_006290914.1
OG0014783	Np001G021880	XP_006291532.2
OG0014784	Np001G021730	XP_006290852.1
OG0014785	Np001G021470, Np001G021590	XP_023638213.1
OG0014786	Np001G021380	XP_006291431.1
OG0014787	Np001G021070	XP_006291738.1
OG0014788	Np001G020810	XP_006291066.1
OG0014789	Np001G020610	XP_006290795.1
OG0014790	Np001G020460	XP_023637797.1
OG0014791	Np001G020220	XP_023639006.1
OG0014792	Np001G020210	XP_006290699.1
OG0014793	Np001G019840	XP_006291503.1
OG0014794	Np001G019620	XP_006290676.1
OG0014795	Np001G019580	XP_023639312.1
OG0014796	Np005G315390	XP_023635377.1
OG0014797	Np001G018740	XP_006293163.1
OG0014798	Np001G018540	XP_006293004.1
OG0014799	Np005G314140	XP_006284829.1
OG0014800	Np002G118250	XP_006302291.1
OG0014801	Np002G092630	XP_006302282.1
OG0014802	Np002G093200	XP_006300450.1
OG0014803	Np002G093250	XP_006302786.1
OG0014804	Np002G093960	XP_006300314.1
OG0014805	Np002G094780, Np002G094970	XP_023643360.1
OG0014806	Np002G095310	XP_006302104.1
OG0014807	Np002G095930	XP_006300544.1
OG0014808	Np002G096160	XP_006300520.1
OG0014809	Np002G096990	XP_006302313.2
OG0014810	Np002G097170	XP_006302171.1
OG0014811	Np002G097290	XP_006300806.1
OG0014812	Np002G097620	XP_006302540.1
OG0014813	Np002G097870	XP_006301548.1
OG0014814	Np002G099320	XP_006288177.1
OG0014815	Np002G099770	XP_023643188.1
OG0014816	Np002G099810	XP_006300706.2
OG0014817	Np002G101180	XP_023644058.1
OG0014818	Np007G410490, Np002G101290	XP_006300479.1
OG0014819	Np002G113700	XP_006302143.2
OG0014820	Np002G098320	XP_006279426.2
OG0014821	Np002G102450	XP_006279918.1
OG0014822	Np002G102320	XP_006279425.1
OG0014823	Np004G212000	XP_023642882.1
