Orthogroup	Noccaea_praecox	Arabis_alpina
OG0016120	Np002G084550	Aa_G163330.h1.t1
OG0016121	Np002G084410	Aa_G413020.h1.t1
OG0016122	Np002G084040	Aa_G232170.h1.t1
OG0016123	Np002G084020	Aa_G232200.h1.t1, Aa_G232190.h1.t1
OG0016124	Np002G083880	Aa_G170750.h1.t1
OG0016125	Np002G083850	Aa_G170790.h1.t1
OG0016126	Np002G083800	Aa_G297620.h1.t1
OG0016127	Np002G083670	Aa_G319530.h1.t1
OG0016128	Np002G083620	Aa_G319470.h1.t1
OG0016129	Np002G083580	Aa_G149300.h1.t1
OG0016130	Np002G083540	Aa_G149350.h1.t1
OG0016131	Np002G083530	Aa_G149360.h1.t1
OG0016132	Np002G083500	Aa_G245900.h1.t1
OG0016133	Np002G083480	Aa_G245880.h1.t1
OG0016134	Np002G083440	Aa_G245840.h1.t1
OG0016135	Np002G083410	Aa_G245820.h1.t1
OG0016136	Np002G083020	Aa_G475200.h1.t1
OG0016137	Np002G073780	Aa_G485910.h1.t1
OG0016138	Np002G073970	Aa_G204310.h1.t1
OG0016139	Np002G074210	Aa_G204290.h1.t1
OG0016140	Np002G074260	Aa_G787050.h1.t1
OG0016141	Np002G074600	Aa_G314210.h1.t1
OG0016142	Np002G074700	Aa_G129480.h1.t1
OG0016143	Np002G074960	Aa_G129290.h1.t1
OG0016144	Np002G075040	Aa_G654170.h1.t1
OG0016145	Np002G075220	Aa_G104350.h1.t1
OG0016146	Np002G075660	Aa_G193630.h1.t1
OG0016148	Np002G075970	Aa_G418910.h1.t1
OG0016149	Np002G076100	Aa_G418990.h1.t1
OG0016151	Np007G389030	Aa_G211290.h1.t1
OG0016152	Np002G076400	Aa_G111100.h1.t1, Aa_G111090.h1.t1
OG0016153	Np002G076420	Aa_G111120.h1.t1
OG0016154	Np002G076490	Aa_G111190.h1.t1
OG0016155	Np002G076500	Aa_G111200.h1.t1
OG0016156	Np002G076770	Aa_G87750.h1.t1
OG0016157	Np002G076790	Aa_G87760.h1.t1
OG0016158	Np002G076890	Aa_G87820.h1.t1
OG0016159	Np002G076960	Aa_G87860.h1.t1
OG0016160	Np002G077270	Aa_G281730.h1.t1
OG0016161	Np002G077680	Aa_G64870.h1.t1
OG0016162	Np002G077700	Aa_G64850.h1.t1
OG0016163	Np002G077820	Aa_G64760.h1.t1
OG0016164	Np004G201610	Aa_G128400.h1.t1, Aa_G356250.h1.t1
OG0016165	Np002G077960	Aa_G198500.h1.t1
OG0016166	Np002G077980	Aa_G198480.h1.t1
OG0016167	Np002G078020	Aa_G198420.h1.t1
OG0016168	Np002G078190	Aa_G348820.h1.t1
OG0016169	Np002G078470	Aa_G259450.h1.t1
OG0016170	Np002G078580	Aa_G476890.h1.t1
OG0016171	Np002G078670	Aa_G477030.h1.t1, Aa_G201440.h1.t1
OG0016172	Np002G078740	Aa_G477070.h1.t1
OG0016173	Np002G078870	Aa_G64500.h1.t1
OG0016174	Np002G078990	Aa_G64600.h1.t1
OG0016175	Np002G079050, Np002G080590	Aa_G492790.h1.t1
OG0016176	Np002G079060, Np002G080580	Aa_G492800.h1.t1
OG0016177	Np002G079080, Np002G080560, Np002G079100	Aa_G492850.h1.t1
OG0016178	Np002G079130	Aa_G492870.h1.t1
OG0016179	Np002G079370	Aa_G283770.h1.t1
OG0016180	Np002G079380	Aa_G639690.h1.t1
OG0016181	Np002G079480	Aa_G449840.h1.t1
OG0016182	Np002G079840	Aa_G30590.h1.t1
OG0016183	Np002G080040	Aa_G30500.h1.t1
OG0016185	Np002G080820	Aa_G203160.h1.t1
OG0016186	Np002G081150	Aa_G303460.h1.t1
OG0016187	Np002G081240	Aa_G303360.h1.t1
OG0016188	Np002G081280	Aa_G708440.h1.t1
OG0016189	Np002G081420	Aa_G640620.h1.t1
OG0016190	Np002G081460	Aa_G341850.h1.t1
OG0016191	Np002G081490	Aa_G341820.h1.t1
OG0016192	Np002G081560	Aa_G341800.h1.t1
OG0016193	Np002G081580	Aa_G341770.h1.t1
OG0016194	Np002G081660	Aa_G579200.h1.t1
OG0016195	Np002G082090	Aa_G187280.h1.t1
OG0016196	Np002G082370, Np002G082270	Aa_G187120.h1.t1
OG0016197	Np002G082410	Aa_G199380.h1.t1
OG0016198	Np002G082430	Aa_G199360.h1.t1
OG0016199	Np002G072980	Aa_G457930.h1.t1
OG0016200	Np002G072850	Aa_G370310.h1.t1
OG0016201	Np002G072840	Aa_G293050.h1.t1
OG0016202	Np002G072810	Aa_G293070.h1.t1
OG0016203	Np002G072770	Aa_G293170.h1.t1
OG0016204	Np002G072380	Aa_G336920.h1.t1
OG0016205	Np002G072040	Aa_G457390.h1.t1
OG0016206	Np002G071640	Aa_G293650.h1.t1
OG0016207	Np002G071530	Aa_G293550.h1.t1
OG0016208	Np002G070610	Aa_G385690.h1.t1
OG0016209	Np002G070600	Aa_G385700.h1.t1
OG0016210	Np002G070510	Aa_G389020.h1.t1
OG0016211	Np002G070490	Aa_G484930.h1.t1, Aa_G484920.h1.t1, Aa_G389040.h1.t1
OG0016212	Np002G070450	Aa_G706640.h1.t1
OG0016213	Np002G070280	Aa_G239090.h1.t1
OG0016214	Np002G070090	Aa_G239250.h1.t1
OG0016215	Np002G070140	Aa_G239190.h1.t1
OG0016216	Np002G070150	Aa_G239180.h1.t1
OG0016217	Np002G070160	Aa_G239170.h1.t1
OG0016218	Np007G408530	Aa_G40040.h1.t1
OG0016219	Np007G408370	Aa_G720240.h1.t1
OG0016220	Np007G408070	Aa_G378960.h1.t1
OG0016221	Np007G408000	Aa_G374050.h1.t1
OG0016222	Np007G407370	Aa_G463650.h1.t1
OG0016223	Np007G407030	Aa_G546600.h1.t1
OG0016224	Np007G406960	Aa_G207830.h1.t1
OG0016225	Np007G406710	Aa_G327430.h1.t1
OG0016226	Np007G406300	Aa_G237670.h1.t1
OG0016227	Np007G405960	Aa_G483870.h1.t1
OG0016228	Np007G405110	Aa_G140320.h1.t1
OG0016229	Np007G404980	Aa_G1480.h1.t1
OG0016230	Np007G404690	Aa_G1230.h1.t1
OG0016231	Np007G403900	Aa_G235030.h1.t1
OG0016232	Np007G403540	Aa_G424020.h1.t1
OG0016233	Np007G402780	Aa_G32080.h1.t1
OG0016234	Np007G390110	Aa_G233750.h1.t1
OG0016235	Np007G390140	Aa_G233780.h1.t1
OG0016236	Np007G390440	Aa_G223390.h1.t1, Aa_G223380.h1.t1
OG0016237	Np007G390530	Aa_G223470.h1.t1
OG0016238	Np007G390540	Aa_G223480.h1.t1
OG0016239	Np007G390550	Aa_G223490.h1.t1
OG0016240	Np007G390580	Aa_G223520.h1.t1
OG0016242	Np007G391290	Aa_G317050.h1.t1
OG0016243	Np007G391470	Aa_G97050.h1.t1
OG0016244	Np007G391680	Aa_G20490.h1.t1
OG0016245	Np007G391690	Aa_G20480.h1.t1
OG0016246	Np007G391730	Aa_G20450.h1.t1
OG0016247	Np007G391830	Aa_G20380.h1.t1
OG0016248	Np007G391860	Aa_G20350.h1.t1
OG0016249	Np007G392170	Aa_G753450.h1.t1
OG0016250	Np007G392530	Aa_G53620.h1.t1
OG0016251	Np007G392610	Aa_G53550.h1.t1
OG0016253	Np007G392770	Aa_G587220.h1.t1
OG0016254	Np007G393260	Aa_G176880.h1.t1
OG0016255	Np007G393320	Aa_G176940.h1.t1
OG0016256	Np007G393570	Aa_G176990.h1.t1
OG0016257	Np007G393690	Aa_G63010.h1.t1
OG0016258	Np007G393750	Aa_G62970.h1.t1
OG0016259	Np007G394280	Aa_G82030.h1.t1
OG0016260	Np007G394530	Aa_G104740.h1.t1
OG0016263	Np007G395230	Aa_G342900.h1.t1
OG0016264	Np007G395760	Aa_G382270.h1.t1
OG0016265	Np007G395900	Aa_G240050.h1.t1
OG0016267	Np007G396940	Aa_G164460.h1.t1
OG0016268	Np007G397090	Aa_G164570.h1.t1
OG0016269	Np007G397520	Aa_G164650.h1.t1
OG0016270	Np007G397530	Aa_G164660.h1.t1
OG0016271	Np007G397660	Aa_G50760.h1.t1
OG0016272	Np011G436130	Aa_G250560.h1.t1
OG0016273	Np002G119640	Aa_G222510.h1.t1
OG0016274	Np007G380360	Aa_G133340.h1.t1
OG0016275	Np007G380380	Aa_G133330.h1.t1
OG0016276	Np007G380490	Aa_G133260.h1.t1
OG0016277	Np007G387420	Aa_G284680.h1.t1
OG0016278	Np007G381700	Aa_G72030.h1.t1
OG0016279	Np007G381470	Aa_G229450.h1.t1
OG0016280	Np007G381430	Aa_G229420.h1.t1
OG0016281	Np007G382460	Aa_G858190.h1.t1
OG0016282	Np007G382750	Aa_G538150.h1.t1
OG0016283	Np007G383210	Aa_G96530.h1.t1
OG0016284	Np007G384230	Aa_G330880.h1.t1
OG0016285	Np007G384360	Aa_G239900.h1.t1
OG0016286	Np007G384690	Aa_G87440.h1.t1
OG0016287	Np007G385810	Aa_G227300.h1.t1
OG0016289	Np007G386150	Aa_G199050.h1.t1
OG0016290	Np007G386180	Aa_G199020.h1.t1
OG0016291	Np007G387030	Aa_G306430.h1.t1
OG0016292	Np007G387260	Aa_G400010.h1.t1
OG0016293	Np007G387290	Aa_G399990.h1.t1
OG0016294	Np006G363680	Aa_G35850.h1.t1
OG0016295	Np007G387680	Aa_G76900.h1.t1
OG0016296	Np007G387600	Aa_G380120.h1.t1
OG0016297	Np007G387820	Aa_G77010.h1.t1
OG0016298	Np007G388190	Aa_G204590.h1.t1
OG0016299	Np007G388070	Aa_G680660.h1.t1
OG0016300	Np007G388870	Aa_G390.h1.t1
OG0016301	Np007G388720	Aa_G240.h1.t1
OG0016302	Np005G292530	Aa_G354210.h1.t1
OG0016303	Np003G165290	Aa_G238050.h1.t1
OG0016304	Np007G379840	Aa_G105300.h1.t1
OG0016305	Np007G389840	Aa_G116410.h1.t1
OG0016306	Np007G389320	Aa_G302840.h1.t1
OG0016307	Np007G379870	Aa_G105330.h1.t1
OG0016309	Np007G379720	Aa_G105230.h1.t1
OG0016310	Np007G379680	Aa_G105210.h1.t1
OG0016311	Np007G379700, Np007G379650	Aa_G105200.h1.t1
OG0016312	Np007G379640	Aa_G105190.h1.t1
OG0016313	Np007G379600	Aa_G105180.h1.t1
OG0016314	Np007G379590	Aa_G105170.h1.t1
OG0016315	Np007G379490	Aa_G105110.h1.t1
OG0016316	Np007G379450	Aa_G105090.h1.t1
OG0016317	Np007G379270	Aa_G105050.h1.t1
OG0016318	Np007G379210	Aa_G395310.h1.t1
OG0016319	Np005G309570	Aa_G298700.h1.t1
OG0016320	Np007G378450	Aa_G269150.h1.t1
OG0016321	Np007G378420	Aa_G675140.h1.t1
OG0016322	Np007G378330	Aa_G284860.h1.t1
OG0016323	Np007G378270	Aa_G246810.h1.t1
OG0016324	Np007G378260	Aa_G246780.h1.t1
OG0016325	Np007G378070	Aa_G548590.h1.t1, Aa_G384680.h1.t1
OG0016326	Np007G377300	Aa_G543470.h1.t1
OG0016327	Np007G377010	Aa_G323520.h1.t1
OG0016328	Np007G376760	Aa_G70100.h1.t1
OG0016329	Np007G376660	Aa_G70080.h1.t1
OG0016330	Np007G376290	Aa_G436180.h1.t1
OG0016331	Np007G376150	Aa_G421720.h1.t1
OG0016332	Np007G375600	Aa_G329610.h1.t1
OG0016333	Np007G375130, Np001G021540	Aa_G197450.h1.t1
OG0016334	Np007G375110, Np001G021520	Aa_G197440.h1.t1
OG0016335	Np007G374950	Aa_G235660.h1.t1
OG0016336	Np007G374380	Aa_G483720.h1.t1
OG0016337	Np007G374600	Aa_G415500.h1.t1
OG0016338	Np007G374650	Aa_G415550.h1.t1
OG0016339	Np007G374680	Aa_G99890.h1.t1
OG0016340	Np007G374750	Aa_G99990.h1.t1
OG0016341	Np007G374030	Aa_G185840.h1.t1
OG0016343	Np007G373560	Aa_G244910.h1.t1
OG0016344	Np007G373440	Aa_G244960.h1.t1
OG0016345	Np007G372980	Aa_G726600.h1.t1
OG0016346	Np007G372720	Aa_G64150.h1.t1
OG0016347	Np007G372680	Aa_G64230.h1.t1
OG0016348	Np007G372540	Aa_G513460.h1.t1
OG0016349	Np007G372430	Aa_G166630.h1.t1
OG0016350	Np007G372410	Aa_G166620.h1.t1
OG0016351	Np007G372260	Aa_G166510.h1.t1
OG0016352	Np006G323240	Aa_G505080.h1.t1
OG0016353	Np007G371700	Aa_G440890.h1.t1
OG0016354	Np007G371550	Aa_G505110.h1.t1
OG0016355	Np004G190510	Aa_G109010.h1.t1
OG0016356	Np004G190540	Aa_G109040.h1.t1
OG0016357	Np004G190630	Aa_G378670.h1.t1
OG0016358	Np004G190700	Aa_G420920.h1.t1
OG0016359	Np004G190860	Aa_G193180.h1.t1
OG0016360	Np004G190940	Aa_G193230.h1.t1
OG0016361	Np004G191230	Aa_G231470.h1.t1
OG0016362	Np004G191430	Aa_G375440.h1.t1
OG0016363	Np004G191550	Aa_G176050.h1.t1
OG0016364	Np007G406580	Aa_G243370.h1.t1
OG0016365	Np004G192010	Aa_G608290.h1.t1
OG0016366	Np007G405990	Aa_G458820.h1.t1
OG0016368	Np004G192590	Aa_G643170.h1.t1
OG0016369	Np004G193250	Aa_G501510.h1.t1
OG0016370	Np004G193440	Aa_G381980.h1.t1
OG0016372	Np004G194050	Aa_G173580.h1.t1
OG0016373	Np004G194060	Aa_G173590.h1.t1
OG0016374	Np004G194080	Aa_G173610.h1.t1
OG0016375	Np004G194210	Aa_G465530.h1.t1
OG0016376	Np004G194250	Aa_G465570.h1.t1
OG0016377	Np004G194340	Aa_G386140.h1.t1
OG0016378	Np004G194510	Aa_G256030.h1.t1
OG0016379	Np004G194600	Aa_G256060.h1.t1
OG0016380	Np004G194700	Aa_G568110.h1.t1
OG0016381	Np004G194740	Aa_G219710.h1.t1
OG0016382	Np004G194780	Aa_G219730.h1.t1
OG0016383	Np004G196210	Aa_G410600.h1.t1
OG0016384	Np004G195980	Aa_G431680.h1.t1
OG0016385	Np004G195970	Aa_G431670.h1.t1
OG0016386	Np004G195770	Aa_G415040.h1.t1
OG0016387	Np004G195690	Aa_G582080.h1.t1
OG0016388	Np004G195610	Aa_G370060.h1.t1
OG0016389	Np004G195600	Aa_G370070.h1.t1
OG0016390	Np004G196430	Aa_G36860.h1.t1
OG0016391	Np004G196510	Aa_G36830.h1.t1
OG0016392	Np004G196580	Aa_G178400.h1.t1
OG0016393	Np004G196950	Aa_G459430.h1.t1
OG0016395	Np004G197140	Aa_G656560.h1.t1
OG0016396	Np004G197190	Aa_G92510.h1.t1
OG0016397	Np004G197290	Aa_G92570.h1.t1
OG0016398	Np004G198160	Aa_G513230.h1.t1
OG0016399	Np004G198180	Aa_G581490.h1.t1
OG0016400	Np004G198190	Aa_G581500.h1.t1
OG0016401	Np004G198210	Aa_G705460.h1.t1
OG0016402	Np004G198240	Aa_G95900.h1.t1
OG0016403	Np004G198400	Aa_G689710.h1.t1
OG0016404	Np004G199290	Aa_G110640.h1.t1
OG0016405	Np004G199450	Aa_G110740.h1.t1
OG0016406	Np004G199600	Aa_G110800.h1.t1
OG0016407	Np004G199680	Aa_G110870.h1.t1
OG0016408	Np002G088600	Aa_G57610.h1.t1
OG0016409	Np004G199890	Aa_G57570.h1.t1
OG0016410	Np004G200030	Aa_G57550.h1.t1
OG0016411	Np004G199920	Aa_G57530.h1.t1
OG0016412	Np004G200110	Aa_G418770.h1.t1
OG0016413	Np005G300350	Aa_G380700.h1.t1
OG0016414	Np005G301070	Aa_G461360.h1.t1
OG0016415	Np005G301370	Aa_G507540.h1.t1
OG0016416	Np005G302090	Aa_G565100.h1.t1
OG0016418	Np005G302120	Aa_G727550.h1.t1
OG0016419	Np006G341620	Aa_G562820.h1.t1
OG0016420	Np004G213970	Aa_G138790.h1.t1
OG0016421	Np006G342030	Aa_G12140.h1.t1
OG0016422	Np001G053810	Aa_G485510.h1.t1
OG0016423	Np001G053930	Aa_G300250.h1.t1
OG0016424	Np001G054160	Aa_G339250.h1.t1
OG0016425	Np001G054310	Aa_G114520.h1.t1
OG0016427	Np001G054780	Aa_G153530.h1.t1
OG0016428	Np001G054790	Aa_G153540.h1.t1
OG0016429	Np001G054810	Aa_G153560.h1.t1
OG0016430	Np001G055450	Aa_G211570.h1.t1
OG0016431	Np007G415350	Aa_G174480.h1.t1
OG0016432	Np004G238240	Aa_G454410.h1.t1
OG0016433	Np001G056220	Aa_G14140.h1.t1
OG0016434	Np001G056840	Aa_G582250.h1.t1
OG0016435	Np001G056850	Aa_G582240.h1.t1
OG0016436	Np001G053680	Aa_G236130.h1.t1
OG0016437	Np001G053760	Aa_G235910.h1.t1
OG0016438	Np001G053640	Aa_G236070.h1.t1
OG0016439	Np001G053570	Aa_G178540.h1.t1
OG0016440	Np001G053420	Aa_G123020.h1.t1
OG0016441	Np004G230160	Aa_G62340.h1.t1
OG0016442	Np001G053400	Aa_G122990.h1.t1
OG0016443	Np001G053410	Aa_G123000.h1.t1
OG0016444	Np001G057580	Aa_G319020.h1.t1
OG0016445	Np001G057760	Aa_G511040.h1.t1
OG0016446	Np001G058090	Aa_G381340.h1.t1
OG0016447	Np001G058320	Aa_G381370.h1.t1
OG0016448	Np001G058340	Aa_G381390.h1.t1
OG0016449	Np001G058900	Aa_G99110.h1.t1
OG0016450	Np001G059020	Aa_G718090.h1.t1
OG0016451	Np001G059060	Aa_G306790.h1.t1
OG0016452	Np001G060030	Aa_G287280.h1.t1
OG0016453	Np001G060140	Aa_G287160.h1.t1
OG0016454	Np001G060360	Aa_G224880.h1.t1
OG0016455	Np001G060390	Aa_G224850.h1.t1
OG0016456	Np001G060580	Aa_G373090.h1.t1
OG0016457	Np001G060910	Aa_G728360.h1.t1
OG0016458	Np001G061220	Aa_G174920.h1.t1
OG0016459	Np001G061370	Aa_G483480.h1.t1
OG0016460	Np001G061530	Aa_G238710.h1.t1
OG0016461	Np001G061680	Aa_G520460.h1.t1
OG0016462	Np001G062290	Aa_G114860.h1.t1
OG0016463	Np001G062360	Aa_G114820.h1.t1
OG0016464	Np001G062390	Aa_G114790.h1.t1
OG0016465	Np001G062560	Aa_G317240.h1.t1
OG0016466	Np001G062630	Aa_G494450.h1.t1
OG0016467	Np001G062640	Aa_G345780.h1.t1
OG0016468	Np001G062810	Aa_G221040.h1.t1
OG0016469	Np001G057710	Aa_G600790.h1.t1
OG0016470	Np001G063310	Aa_G433120.h1.t1
OG0016471	Np001G063320	Aa_G433130.h1.t1
OG0016472	Np001G063420	Aa_G433210.h1.t1
OG0016473	Np001G064060	Aa_G114290.h1.t1
OG0016474	Np005G302770	Aa_G340610.h1.t1
OG0016475	Np001G064770	Aa_G686850.h1.t1
OG0016476	Np001G065020	Aa_G132800.h1.t1
OG0016477	Np007G388990	Aa_G53670.h1.t1
OG0016478	Np001G065270	Aa_G349370.h1.t1
OG0016479	Np001G065220	Aa_G349410.h1.t1
OG0016480	Np001G065610	Aa_G103330.h1.t1
OG0016481	Np001G065980	Aa_G77380.h1.t1, Aa_G282460.h1.t1
OG0016482	Np001G066270	Aa_G208910.h1.t1
OG0016483	Np001G066680	Aa_G48750.h1.t1
OG0016484	Np001G066930	Aa_G57910.h1.t1, Aa_G479270.h1.t1
OG0016485	Np001G067250	Aa_G81060.h1.t1
OG0016486	Np001G067370	Aa_G80990.h1.t1
OG0016487	Np001G067420	Aa_G572560.h1.t1
OG0016489	Np001G067860	Aa_G33550.h1.t1
OG0016490	Np001G067950	Aa_G2200.h1.t1
OG0016491	Np001G068170	Aa_G2370.h1.t1
OG0016492	Np001G068450	Aa_G2550.h1.t1
OG0016493	Np001G068640	Aa_G167690.h1.t1
OG0016494	Np001G068650	Aa_G167700.h1.t1
OG0016495	Np001G069220	Aa_G364290.h1.t1
OG0016498	Np001G069530	Aa_G163650.h1.t1
OG0016499	Np001G069570	Aa_G163690.h1.t1
OG0016500	Np001G069750	Aa_G272980.h1.t1
OG0016502	Np001G069790	Aa_G273000.h1.t1
OG0016503	Np001G069800	Aa_G273010.h1.t1
OG0016504	Np001G069860	Aa_G273090.h1.t1
OG0016505	Np001G069890	Aa_G273120.h1.t1
OG0016506	Np001G069950	Aa_G273170.h1.t1
OG0016507	Np001G069970	Aa_G273190.h1.t1
OG0016508	Np001G070000	Aa_G273230.h1.t1
OG0016509	Np001G068270	Aa_G273240.h1.t1
OG0016510	Np004G190270	Aa_G205640.h1.t1
OG0016511	Np004G194400	Aa_G386190.h1.t1
OG0016513	Np005G301900	Aa_G551000.h1.t1
OG0016515	Np005G308510	Aa_G183990.h1.t1
OG0016516	Np001G052620, Np001G052600	Aa_G682340.h1.t1
OG0016517	Np001G055380	Aa_G212750.h1.t1
OG0016518	Np001G056650	Aa_G297400.h1.t1
OG0016519	Np001G062580	Aa_G317210.h1.t1
OG0016521	Np001G018050	Aa_G451520.h1.t1
OG0016522	Np001G064950	Aa_G322960.h1.t1
OG0016523	Np006G367770	Aa_G418350.h1.t1
OG0016524	Np001G065800	Aa_G77410.h1.t1
OG0016525	Np001G066910	Aa_G57930.h1.t1
OG0016526	Np001G067920	Aa_G2160.h1.t1
OG0016527	Np005G300270	Aa_G49560.h1.t1
OG0016529	Np001G034120	Aa_G295550.h1.t1
OG0016530	Np001G032650	Aa_G63480.h1.t1
OG0016532	Np001G024810	Aa_G536730.h1.t1
OG0016533	Np006G341010	Aa_G263990.h1.t1
OG0016535	Np006G335720	Aa_G66220.h1.t1
OG0016537	Np006G321890	Aa_G453120.h1.t1
OG0016539	Np002G074980	Aa_G129270.h1.t1
OG0016540	Np005G310530	Aa_G44190.h1.t1
OG0016541	Np005G277650	Aa_G217500.h1.t1
OG0016542	Np005G262920	Aa_G404990.h1.t1
OG0016543	Np003G173170	Aa_G415920.h1.t1
OG0016545	Np005G260070	Aa_G541040.h1.t1
OG0016546	Np004G258510	Aa_G290630.h1.t1
OG0016547	Np004G255730	Aa_G38860.h1.t1
OG0016548	Np004G253850	Aa_G220620.h1.t1, Aa_G220630.h1.t1
OG0016549	Np004G252290	Aa_G275860.h1.t1
OG0016550	Np004G250360	Aa_G80660.h1.t1
OG0016551	Np004G250110	Aa_G19200.h1.t1
OG0016552	Np004G248300	Aa_G226630.h1.t1
OG0016553	Np004G247360	Aa_G432820.h1.t1, Aa_G432830.h1.t1
OG0016555	Np004G245970	Aa_G298970.h1.t1
OG0016556	Np004G243240	Aa_G118480.h1.t1
OG0016557	Np004G242170	Aa_G512560.h1.t1, Aa_G242530.h1.t1, Aa_G135920.h1.t1, Aa_G525450.h1.t1, Aa_G651620.h1.t1, Aa_G135930.h1.t1
OG0016558	Np004G240940	Aa_G121370.h1.t1
OG0016559	Np004G238510	Aa_G528300.h1.t1
OG0016560	Np004G238160	Aa_G80330.h1.t1
OG0016561	Np004G235720	Aa_G526710.h1.t1
OG0016562	Np004G234900	Aa_G148920.h1.t1
OG0016563	Np002G085810	Aa_G504910.h1.t1
OG0016565	Np002G090900	Aa_G56030.h1.t1
OG0016566	Np002G118400	Aa_G587100.h1.t1
OG0016568	Np004G242370	Aa_G39600.h1.t1
OG0016569	Np007G385420	Aa_G178950.h1.t1
OG0016571	Np007G410120	Aa_G397580.h1.t1
OG0016574	Np007G415450	Aa_G174580.h1.t1
OG0016576	Np007G424400, Np007G424380	Aa_G14690.h1.t1
OG0016577	Np003G125850	Aa_G18600.h1.t1
OG0016578	Np003G128630	Aa_G140760.h1.t1
OG0016579	Np003G131200	Aa_G195220.h1.t1
OG0016580	Np003G132080	Aa_G508370.h1.t1
OG0016581	Np003G132330	Aa_G420760.h1.t1
OG0016582	Np003G132970	Aa_G244250.h1.t1
OG0016583	Np006G370920	Aa_G314640.h1.t1
OG0016584	Np004G208780	Aa_G554660.h1.t1
OG0016585	Np004G206410	Aa_G300850.h1.t1
OG0016586	Np004G205960	Aa_G380490.h1.t1
OG0016588	Np005G286260	Aa_G360780.h1.t1
OG0016589	Np004G202260	Aa_G101140.h1.t1
OG0016591	Np005G296110	Aa_G96390.h1.t1
OG0016592	Np004G210730	Aa_G130670.h1.t1
OG0016593	Np003G185180	Aa_G133010.h1.t1
OG0016594	Np006G355710	Aa_G154720.h1.t1
OG0016595	Np006G354100, Np006G348890	Aa_G86180.h1.t1, Aa_G289870.h1.t1
OG0016596	Np006G353570, Np006G347210	Aa_G470370.h1.t1
OG0016599	Np003G135750	Aa_G231040.h1.t1
OG0016600	Np003G136360	Aa_G579970.h1.t1
OG0016602	Np003G139560	Aa_G155090.h1.t1
OG0016603	Np003G140420	Aa_G526410.h1.t1
OG0016604	Np003G140740	Aa_G290030.h1.t1
OG0016605	Np001G014540	Aa_G146550.h1.t1
OG0016606	Np001G017330	Aa_G627290.h1.t1
OG0016607	Np001G017430	Aa_G28470.h1.t1
OG0016608	Np005G313410	Aa_G417820.h1.t1
OG0016609	Np001G049650	Aa_G106810.h1.t1
OG0016610	Np004G227920	Aa_G126630.h1.t1
OG0016611	Np003G154810	Aa_G31460.h1.t1
OG0016612	Np003G152830, Np003G153020	Aa_G28100.h1.t1
OG0016613	Np001G012030	Aa_G775280.h1.t1
OG0016614	Np004G258010, Np004G258350	Aa_G211750.h1.t1
OG0016616	Np004G209300	Aa_G797470.h1.t1
OG0016617	Np004G210350	Aa_G593940.h1.t1
OG0016618	Np005G308250	Aa_G271080.h1.t1
OG0016621	Np007G382580	Aa_G117950.h1.t1
OG0016625	Np007G375390	Aa_G459710.h1.t1
OG0016626	Np001G036620	Aa_G251650.h1.t1
OG0016627	Np006G365580	Aa_G41560.h1.t1
OG0016630	Np001G047530	Aa_G254300.h1.t1
OG0016631	Np001G051170	Aa_G446190.h1.t1, Aa_G522290.h1.t1
OG0016635	Np003G184290	Aa_G137380.h1.t1
OG0016657	Np005G276710	Aa_G512400.h1.t1
OG0016660	Np005G276400	Aa_G44700.h1.t1
OG0016661	Np004G202020	Aa_G55490.h1.t1
OG0016662	Np005G275910	Aa_G182720.h1.t1
OG0016663	Np005G275480	Aa_G2770.h1.t1
OG0016664	Np005G275350	Aa_G69570.h1.t1
OG0016665	Np005G274660	Aa_G301310.h1.t1
OG0016666	Np005G274400	Aa_G506700.h1.t1
OG0016667	Np005G274230	Aa_G543300.h1.t1
OG0016668	Np005G274220	Aa_G172870.h1.t1
OG0016669	Np005G272140	Aa_G32950.h1.t1
OG0016670	Np005G272080	Aa_G222370.h1.t1
OG0016671	Np005G271240	Aa_G45830.h1.t1
OG0016672	Np005G270250	Aa_G9800.h1.t1
OG0016673	Np005G262840	Aa_G631710.h1.t1
OG0016675	Np005G263600	Aa_G328820.h1.t1
OG0016676	Np005G263680	Aa_G328750.h1.t1
OG0016677	Np005G263730	Aa_G397130.h1.t1
OG0016679	Np003G153860, Np005G264470	Aa_G570530.h1.t1
OG0016681	Np005G265380	Aa_G752220.h1.t1
OG0016682	Np004G215380	Aa_G299150.h1.t1
OG0016683	Np004G215900	Aa_G414410.h1.t1
OG0016684	Np004G216000	Aa_G434730.h1.t1
OG0016685	Np004G216130, Np004G216080	Aa_G434760.h1.t1
OG0016686	Np004G205030	Aa_G109200.h1.t1
OG0016687	Np004G205100	Aa_G109280.h1.t1
OG0016688	Np005G309650	Aa_G70980.h1.t1
OG0016689	Np005G317560	Aa_G510100.h1.t1
OG0016690	Np002G106050	Aa_G256210.h1.t1
OG0016691	Np002G107520	Aa_G123150.h1.t1
OG0016692	Np002G107960	Aa_G123220.h1.t1
OG0016693	Np002G111290	Aa_G7630.h1.t1
OG0016694	Np002G113120	Aa_G100800.h1.t1
OG0016695	Np002G113380	Aa_G348390.h1.t1
OG0016696	Np002G113810	Aa_G202700.h1.t1
OG0016699	Np002G115970	Aa_G645830.h1.t1
OG0016700	Np002G115990	Aa_G748930.h1.t1
OG0016701	Np002G116060	Aa_G262060.h1.t1
OG0016702	Np002G116660	Aa_G392510.h1.t1
