Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0015415	Np001G004630	El007G326120
OG0015416	Np001G004570	El007G326100
OG0015417	Np001G004510	El007G325990
OG0015418	Np001G004460	El007G325950
OG0015419	Np001G004360	El007G325900
OG0015420	Np001G004270	El007G325820
OG0015421	Np001G004220	El007G325760
OG0015422	Np001G003950	El007G325480
OG0015423	Np001G003840	El007G325430
OG0015424	Np001G003500	El007G325090
OG0015426	Np001G003100	El007G324740
OG0015427	Np001G002930	El007G324590
OG0015428	Np001G002870	El007G324510
OG0015430	Np001G002490	El007G324150
OG0015431	Np001G002460	El007G324090
OG0015432	Np001G002410	El007G323970
OG0015433	Np001G002330	El007G323890
OG0015434	Np001G002280	El007G323840
OG0015435	Np001G002220	El007G323790
OG0015436	Np001G002030	El007G323660
OG0015437	Np001G002020	El007G323650
OG0015438	Np001G001960	El007G323570
OG0015439	Np001G001610	El007G323310
OG0015440	Np006G363890	El006G314440
OG0015441	Np001G001430	El007G323100
OG0015442	Np001G001380	El007G323070
OG0015443	Np001G000960	El007G322800
OG0015444	Np003G175650	El007G322610
OG0015445	Np001G000760	El007G322580
OG0015446	Np001G000640	El007G322460
OG0015447	Np001G000600	El007G322350
OG0015448	Np001G000400	El007G322290
OG0015449	Np001G000340	El007G322230
OG0015450	Np001G000300	El007G322170
OG0015451	Np001G000170	El007G322050
OG0015452	Np001G000040	El007G321920
OG0015453	Np003G189810	El001G000100
OG0015454	Np003G189060	El001G000840
OG0015455	Np003G189270	El001G000590
OG0015456	Np003G189510	El001G000440
OG0015457	Np003G188790	El001G001030
OG0015458	Np003G188780	El001G001040
OG0015459	Np003G188450	El001G001180
OG0015460	Np003G188390	El001G001240
OG0015461	Np003G188290	El001G001330
OG0015462	Np003G187650	El001G001910
OG0015463	Np003G187500	El001G002040
OG0015464	Np003G187230	El001G002240
OG0015465	Np003G187120	El001G002360
OG0015466	Np003G186580	El001G003030
OG0015467	Np003G186390	El001G003180
OG0015468	Np003G186370	El001G003200
OG0015469	Np003G186340	El001G003210
OG0015470	Np003G185930	El007G325300
OG0015472	Np001G040110	El007G360340
OG0015473	Np001G040170	El007G360250
OG0015474	Np001G040190	El007G360230
OG0015475	Np001G040220	El007G360220
OG0015476	Np001G040420	El007G360010
OG0015477	Np001G040550	El007G359870
OG0015478	Np001G040600	El007G359840
OG0015479	Np001G040760	El007G359720
OG0015480	Np001G040790	El007G359690
OG0015481	Np001G040810	El007G359670
OG0015482	Np001G041280	El007G359040
OG0015483	Np006G356470, Np006G356330	El006G300000
OG0015484	Np006G357530	El006G299110
OG0015485	Np006G357050	El006G299500
OG0015486	Np006G356080	El006G300130
OG0015487	Np006G356030	El006G300200
OG0015488	Np006G356020	El006G300220
OG0015489	Np006G355810	El006G300370
OG0015490	Np006G355190	El006G300980
OG0015491	Np006G355050	El006G301110
OG0015492	Np006G355020	El006G301120
OG0015493	Np006G346720, Np006G354030	El006G301740
OG0015494	Np006G347930, Np006G352760	El006G302370
OG0015495	Np006G352470	El006G302580
OG0015496	Np006G352200	El006G302930
OG0015497	Np006G360230	El006G304150
OG0015498	Np006G359910	El006G304500
OG0015499	Np006G359740	El006G304860
OG0015500	Np006G359600	El006G304930
OG0015501	Np006G359550	El006G304980
OG0015502	Np006G359090	El006G305420
OG0015503	Np006G358940	El006G305610
OG0015504	Np006G358890	El006G305670
OG0015505	Np006G358870	El006G305700
OG0015506	Np006G358820	El006G305780
OG0015507	Np006G358760	El006G305810
OG0015509	Np006G361490	El006G308210
OG0015510	Np006G361430	El006G308140
OG0015511	Np006G361270	El006G307970
OG0015512	Np006G361210	El006G307490
OG0015514	Np006G360880	El006G307180
OG0015515	Np006G361760	El006G309220
OG0015516	Np006G361770, Np006G361800	El006G309230
OG0015517	Np006G362020	El006G309910
OG0015518	Np006G362060	El006G309960
OG0015519	Np006G362090	El006G309400
OG0015520	Np004G191080	El006G310960
OG0015521	Np001G006440	El006G286980
OG0015522	Np006G362330	El002G090320
OG0015523	Np002G074540	El001G000120
OG0015524	Np006G362410	El006G311360
OG0015525	Np006G362520	El001G077220
OG0015526	Np006G362710	El006G312420
OG0015527	Np006G362750	El006G312500
OG0015528	Np006G362780	El007G364010
OG0015529	Np006G362860	El006G312760
OG0015530	Np006G362910	El006G312810
OG0015531	Np006G363030	El006G313220
OG0015532	Np006G363150	El006G313560
OG0015533	Np006G363230	El006G313710
OG0015534	Np005G278000	El003G156790
OG0015535	Np007G424820	El005G235520
OG0015536	Np007G424890	El005G235440
OG0015537	Np007G425200	El005G235140
OG0015538	Np007G425250	El005G235100
OG0015539	Np004G210930	El002G113740
OG0015540	Np007G425360	El005G235010
OG0015541	Np007G425420	El005G234960
OG0015542	Np007G425450	El005G234900, El002G097550
OG0015543	Np007G425460	El005G256850
OG0015545	Np003G124880	El001G082290
OG0015546	Np001G060480	El006G316860
OG0015547	Np003G124940	El001G082260
OG0015548	Np003G124960	El001G082230
OG0015549	Np003G124970	El001G082220
OG0015550	Np003G125000	El006G302400
OG0015551	Np003G125010	El001G082200
OG0015552	Np003G125070	El001G082110
OG0015553	Np003G125080	El001G082090
OG0015554	Np003G125090	El001G082080
OG0015555	Np005G279070	El003G157870
OG0015556	Np005G278760	El003G157530
OG0015557	Np007G424440	El005G235940
OG0015558	Np007G424370	El005G235990
OG0015559	Np007G423900	El005G236250
OG0015560	Np007G423870	El005G236260
OG0015561	Np007G423850	El005G236280
OG0015562	Np007G423780	El005G236350
OG0015563	Np007G423660	El005G236450
OG0015564	Np007G423590	El005G236460
OG0015565	Np007G423430	El005G236600
OG0015566	Np007G423180	El005G236880
OG0015567	Np007G423140	El005G236930
OG0015568	Np007G423120	El005G236960
OG0015569	Np007G422990	El005G237070
OG0015570	Np007G422850	El005G237210
OG0015571	Np007G422760	El005G237290
OG0015572	Np007G422710	El005G237300
OG0015573	Np007G422400	El005G237560
OG0015574	Np007G422020	El005G237840
OG0015575	Np007G421700	El005G238090
OG0015576	Np007G421610	El005G238200
OG0015577	Np007G421420	El005G238440
OG0015578	Np007G420910	El005G238740
OG0015579	Np007G420830	El005G238870
OG0015580	Np007G420730	El005G238960
OG0015581	Np007G420150	El005G239500
OG0015583	Np007G419280	El005G240020
OG0015584	Np007G419090	El005G240160
OG0015585	Np007G418750	El005G240420
OG0015586	Np007G418890	El005G240310
OG0015587	Np007G418520	El005G240590
OG0015588	Np007G418510	El005G240600
OG0015589	Np007G418370	El005G240690
OG0015590	Np007G418230	El005G240760
OG0015591	Np001G065630	El001G031870
OG0015592	Np007G417220	El005G241550
OG0015593	Np007G417130	El005G241610
OG0015594	Np007G416370	El005G242130
OG0015595	Np007G416240	El005G242240
OG0015596	Np007G408700	El005G248490
OG0015597	Np007G416150	El005G242300
OG0015598	Np007G416040	El005G242320
OG0015599	Np007G415960	El005G242400
OG0015600	Np007G415910	El005G242420
OG0015601	Np007G415740	El005G242580
OG0015603	Np007G415410	El005G242780
OG0015604	Np007G415310	El005G242860
OG0015605	Np007G415180	El005G243000
OG0015606	Np007G415150	El005G243080
OG0015607	Np007G415120	El005G243110
OG0015608	Np007G415000	El005G243240
OG0015609	Np007G414850	El005G243310
OG0015610	Np007G414820	El005G243320
OG0015611	Np007G414600	El005G243470
OG0015612	Np007G413950	El005G244110
OG0015613	Np007G413910	El005G244130
OG0015614	Np006G331860	El006G289300
OG0015615	Np006G331950	El006G289310
OG0015616	Np006G332370	El006G289590
OG0015617	Np006G332760	El006G289810
OG0015618	Np006G332830	El006G289860
OG0015619	Np006G333400	El006G290190
OG0015620	Np006G333420	El006G290210
OG0015621	Np006G334150	El006G290830
OG0015622	Np006G333780	El006G290510
OG0015623	Np006G334360	El006G290940
OG0015625	Np006G334500	El006G291060
OG0015626	Np006G339810	El006G295020
OG0015627	Np006G339330	El006G294540
OG0015628	Np001G014860	El005G248160
OG0015629	Np006G339210	El006G294410
OG0015631	Np006G338390	El006G293760
OG0015632	Np006G338080	El006G293560
OG0015633	Np006G338010	El006G293540
OG0015634	Np006G337800	El006G293430
OG0015635	Np006G337830	El006G293440
OG0015636	Np007G388080	El005G268980
OG0015637	Np006G337690	El006G293310
OG0015638	Np006G337640	El006G293270
OG0015639	Np006G337630	El006G293230
OG0015640	Np006G337520	El006G293130
OG0015641	Np006G337080	El006G292830
OG0015642	Np006G336910	El006G292680
OG0015643	Np006G336890	El006G292660
OG0015644	Np006G335090	El006G291530
OG0015645	Np006G335180	El006G291600
OG0015646	Np006G335220	El006G291630
OG0015647	Np006G335870	El006G292080
OG0015648	Np006G335930	El006G292120
OG0015649	Np006G336090	El006G292190
OG0015651	Np006G339990	El006G295200
OG0015652	Np004G240650	El002G099730
OG0015653	Np004G240620	El002G099770
OG0015654	Np004G240160	El002G100130
OG0015655	Np004G240000	El002G100270
OG0015656	Np004G239750	El002G100430
OG0015657	Np004G239570	El002G100630
OG0015658	Np004G239240	El002G101010
OG0015659	Np004G239090	El002G101160
OG0015660	Np004G238900	El002G101350
OG0015661	Np004G238550	El002G101610
OG0015662	Np004G238560	El002G101600
OG0015663	Np004G238580	El002G101580
OG0015664	Np004G238620	El002G101540
OG0015665	Np004G238710	El002G101470
OG0015666	Np004G238450	El002G101700
OG0015667	Np004G238260	El002G101880
OG0015668	Np004G237630	El002G102380
OG0015669	Np004G237710	El002G102320
OG0015670	Np004G237740	El002G102300
OG0015671	Np004G237870	El002G102130
OG0015672	Np002G080400, Np002G080360	El004G226100
OG0015673	Np004G237040	El002G102870
OG0015674	Np004G236880	El002G102990
OG0015675	Np004G236810	El002G103040
OG0015676	Np004G236700	El002G103200
OG0015677	Np004G236620	El002G103330
OG0015678	Np004G236580	El002G103370
OG0015679	Np004G236340	El002G103600
OG0015680	Np004G236240	El002G103630
OG0015681	Np004G236210	El002G103660
OG0015682	Np004G236120	El002G103730
OG0015683	Np004G235370	El002G104450
OG0015684	Np004G234970	El002G104880
OG0015685	Np004G234940	El002G104920
OG0015686	Np004G234840	El002G105010
OG0015687	Np004G234570	El002G105230
OG0015688	Np004G234310	El002G105450
OG0015689	Np004G233790	El002G106020
OG0015690	Np004G233730	El002G106090
OG0015691	Np004G233690	El002G106110
OG0015692	Np004G233490	El002G106210
OG0015693	Np004G233380	El002G106250
OG0015694	Np004G233360	El002G106270
OG0015696	Np004G232660	El002G107060, El002G106640
OG0015697	Np004G232580	El002G107130
OG0015698	Np004G232160	El002G107550
OG0015699	Np004G231970	El002G107720
OG0015700	Np004G231850	El002G107800
OG0015701	Np004G231390	El002G107970
OG0015702	Np004G231200	El002G108140
OG0015703	Np004G231190	El002G108150
OG0015704	Np004G231090	El002G108220
OG0015705	Np004G230960	El002G108380
OG0015706	Np004G230680	El002G108480
OG0015707	Np004G230250	El002G108730
OG0015709	Np004G229200	El002G109360
OG0015710	Np004G228840	El002G109500
OG0015711	Np004G252590	El002G089490
OG0015712	Np004G226620	El002G111440
OG0015713	Np004G226230	El002G111310
OG0015714	Np004G225810	El002G111130
OG0015715	Np002G087590	El004G220130
OG0015716	Np004G224760	El002G110840
OG0015717	Np002G088360	El004G219640
OG0015718	Np004G208940	El002G111810
OG0015719	Np004G209090	El002G111950
OG0015720	Np004G209180	El002G112050
OG0015721	Np004G209550	El002G112440
OG0015722	Np004G209840	El002G112660
OG0015723	Np004G209880	El002G112700
OG0015724	Np004G235460	El002G104370
OG0015725	Np004G202060	El002G128440
OG0015726	Np004G202100	El002G128410
OG0015727	Np004G210280	El002G113100
OG0015728	Np005G282650	El003G160570
OG0015729	Np005G282570	El003G160500
OG0015730	Np005G282350	El003G160380
OG0015731	Np005G282230	El003G160240
OG0015732	Np005G282080	El003G160190
OG0015733	Np005G282010	El003G160110
OG0015734	Np006G363860	El006G314400
OG0015735	Np005G281780	El003G160010
OG0015736	Np005G281730	El003G159970
OG0015737	Np005G281620	El003G159890
OG0015738	Np005G280430, Np005G281610	El003G159880
OG0015739	Np005G281470	El003G159780
OG0015740	Np005G281250	El003G159560
OG0015741	Np005G281180	El003G159510
OG0015742	Np005G281000	El003G159320
OG0015743	Np005G280860	El003G159170
OG0015744	Np005G280630, Np005G280590	El003G158970
OG0015745	Np005G280720	El003G159060
OG0015746	Np005G280740	El003G159080
OG0015747	Np003G167310	El007G341830
OG0015748	Np004G250890	El002G091180
OG0015749	Np005G277250	El003G156260
OG0015750	Np005G277330	El003G156350
OG0015751	Np006G364170	El006G315080
OG0015752	Np006G364840	El006G316070
OG0015753	Np006G364760	El006G315990
OG0015754	Np006G365540	El006G316750
OG0015755	Np006G366640	El006G317960
OG0015756	Np006G366820	El006G318260
OG0015757	Np006G367080, Np006G367140	El006G318440
OG0015758	Np006G367400	El006G318550
OG0015759	Np006G367480	El006G318650
OG0015760	Np005G277230	El003G156240
OG0015761	Np006G367810	El006G318950
OG0015762	Np006G368170	El006G319290
OG0015763	Np006G368710	El006G319630
OG0015764	Np001G057460	El001G025130
OG0015765	Np006G368920	El006G319820
OG0015766	Np006G369370	El006G320270
OG0015768	Np006G369510	El006G320370
OG0015769	Np006G370120	El006G320640
OG0015770	Np006G370020	El006G320700
OG0015771	Np006G370480	El006G321060
OG0015772	Np006G371090	El006G321560
OG0015773	Np007G375940	El006G321660
OG0015774	Np006G371270	El006G321680
OG0015776	Np004G242130	El002G098540
OG0015777	Np004G242310	El002G098320
OG0015778	Np004G242420	El002G098210
OG0015779	Np004G242440	El002G098200
OG0015780	Np004G242460	El002G098180
OG0015781	Np004G242580	El002G098100
OG0015782	Np004G242800	El002G097890
OG0015783	Np004G242840	El002G097840
OG0015784	Np004G243020	El002G097480
OG0015785	Np004G242980, Np004G202550	El002G097530
OG0015786	Np004G243190	El002G097320
OG0015787	Np004G243420	El002G097190
OG0015788	Np004G244110	El002G096870
OG0015790	Np004G244200	El002G096780
OG0015791	Np004G244520	El002G096540
OG0015792	Np004G245010, Np004G245060	El002G096150
OG0015793	Np004G245160	El002G096060
OG0015794	Np004G245310	El002G095960
OG0015795	Np004G245420	El002G095900
OG0015796	Np004G245510	El002G095840
OG0015797	Np004G245670	El002G095720
OG0015798	Np004G245660	El002G095730
OG0015799	Np004G245850	El002G095490
OG0015800	Np004G246370	El002G095120
OG0015801	Np004G246590	El002G094970
OG0015802	Np004G246820	El002G094810
OG0015803	Np002G118720	El004G199120
OG0015804	Np004G247030	El002G094650
OG0015805	Np004G247380	El002G094370
OG0015806	Np004G247730	El002G093950
OG0015807	Np004G247790	El002G093900
OG0015808	Np004G247810	El002G093870
OG0015809	Np004G247940	El002G093760
OG0015810	Np004G248180	El002G093550
OG0015811	Np004G248200	El002G093510
OG0015812	Np004G248430	El002G093350
OG0015813	Np004G248630	El002G093210
OG0015814	Np004G249240	El002G092630
OG0015815	Np004G249220	El002G092650
OG0015816	Np004G249170	El002G092810
OG0015817	Np004G249110	El002G092860
OG0015818	Np004G248840	El002G093030
OG0015819	Np004G249440, Np004G249400	El002G092480
OG0015820	Np004G249710	El002G092260
OG0015821	Np004G249720	El002G092250
OG0015822	Np004G249840	El002G092080
OG0015823	Np004G249890	El002G092000
OG0015824	Np004G249910	El002G091980
OG0015825	Np004G250060	El002G091880
OG0015826	Np004G250180	El002G091780
OG0015827	Np004G250470	El002G091520
OG0015828	Np004G250680	El002G091320
OG0015829	Np004G250570	El002G091410
OG0015830	Np004G251250	El002G090820
OG0015831	Np004G251750	El002G090340
OG0015832	Np004G251730	El002G090360
OG0015833	Np001G018300	El001G046660
OG0015834	Np004G251970	El002G090100
OG0015835	Np004G252230	El002G089820
OG0015836	Np004G252570	El002G089510
OG0015837	Np004G252650	El002G089430
OG0015838	Np004G252690	El002G089370
OG0015839	Np004G253130	El002G088930
OG0015840	Np004G252800	El002G089230
OG0015841	Np004G252870	El002G089210
OG0015842	Np004G253020	El002G089090
OG0015843	Np004G253040	El002G089060
OG0015844	Np004G253170	El002G088900
OG0015845	Np004G253180	El002G088890
OG0015846	Np004G253200	El002G088870
OG0015847	Np004G253280	El002G088820
OG0015848	Np004G253770	El002G088300
OG0015849	Np004G253890	El002G107330, El002G088150
OG0015850	Np001G017710	El007G348760
OG0015851	Np004G253900	El002G106690, El002G088140
OG0015852	Np004G253920	El002G088120
OG0015853	Np004G254490	El002G087650
OG0015854	Np004G254550	El002G087600
OG0015855	Np004G254980	El002G087260
OG0015856	Np004G255000	El002G087240
OG0015857	Np004G251440	El002G087180
OG0015858	Np004G255140	El002G087100
OG0015859	Np004G255210	El002G087070
OG0015860	Np004G255220	El002G087060
OG0015861	Np004G255300	El002G086970
OG0015862	Np004G255700	El002G086590
OG0015863	Np005G302060	El001G059370
OG0015864	Np004G256300	El002G085890
OG0015865	Np004G256330	El002G085860
OG0015867	Np004G256830	El002G085400
OG0015868	Np004G244360, Np004G256540	El002G085640
OG0015869	Np004G257010	El002G085260
OG0015870	Np004G257020	El002G085240
OG0015871	Np004G257030	El002G085230
OG0015872	Np004G257150	El002G085080
OG0015873	Np004G257310	El002G084890
OG0015874	Np004G257610	El002G084530
OG0015875	Np004G257720	El002G084400
OG0015876	Np004G257790, Np004G257780	El002G084290
OG0015877	Np004G258070	El002G084080
OG0015878	Np004G257930	El002G084180
OG0015879	Np004G258240	El002G084010
OG0015880	Np004G258260	El002G083990
OG0015881	Np004G258690	El002G083580
OG0015882	Np004G258860	El002G083410
OG0015883	Np004G259340	El003G180190, El002G083010
OG0015884	Np004G259400	El002G082960
OG0015885	Np004G259540	El002G082790
OG0015886	Np004G259560	El002G082780
OG0015887	Np004G259580	El002G082770
OG0015888	Np004G259620	El002G082720
OG0015889	Np004G259660	El002G082690
OG0015890	Np004G259680	El002G082670
OG0015891	Np004G259750	El002G082580
OG0015892	Np004G259840	El002G082500
OG0015893	Np004G259910	El002G082430
OG0015894	Np003G140760	El001G067730
OG0015895	Np003G141480	El001G066930
OG0015896	Np003G141300	El001G067080
OG0015897	Np003G141100	El001G067320
OG0015898	Np003G141030	El001G067420
OG0015899	Np003G140950	El001G067490
OG0015900	Np003G141580	El001G066820
OG0015901	Np003G141660	El001G066730
OG0015902	Np003G141690	El001G066700
OG0015903	Np003G142440	El001G065930
OG0015904	Np003G142360	El001G066010
OG0015905	Np003G142280	El001G066090
OG0015906	Np003G142200	El001G066170
OG0015907	Np003G142050	El001G066310
OG0015908	Np003G142860	El001G065440
OG0015909	Np003G143290	El001G065070
OG0015910	Np007G423320	El005G236710
OG0015911	Np003G143160	El001G065200
OG0015912	Np003G143600	El001G064490
OG0015913	Np003G143750	El001G064330
OG0015914	Np003G143970	El001G064140
OG0015915	Np003G144070	El001G064080
OG0015916	Np003G144110	El001G064030
OG0015917	Np003G144410	El001G063740
OG0015918	Np003G144690	El001G063580
OG0015919	Np003G144670	El001G063600
OG0015920	Np003G144780	El001G063500
OG0015921	Np003G144920	El001G063300
OG0015922	Np003G144990	El001G063230
OG0015923	Np003G145010	El001G063200
OG0015924	Np003G145310	El001G062800
OG0015925	Np003G145370	El001G062700
OG0015926	Np003G145720	El001G062450
OG0015927	Np003G145730	El001G062440
OG0015928	Np003G145940	El001G062310
OG0015929	Np003G145960	El001G062280
OG0015930	Np004G250660	El002G091340
OG0015931	Np003G146480	El001G061980
OG0015932	Np003G146620	El001G061780
OG0015933	Np003G146630	El001G061770
OG0015934	Np003G146690	El001G061660
OG0015935	Np003G147040	El001G061240
OG0015936	Np001G013880	El001G051510
OG0015937	Np001G014250	El001G051080
OG0015939	Np001G014330	El001G050880
OG0015940	Np001G014770	El001G049950
OG0015941	Np001G014910	El001G049630
OG0015942	Np001G015100	El001G049380
OG0015943	Np001G015110	El001G049370
OG0015945	Np001G016200	El007G345230
OG0015946	Np001G049470	El001G018480
OG0015947	Np001G016220	El007G345260
OG0015948	Np007G402770	El003G158160
OG0015949	Np001G016760	El007G346280
OG0015950	Np001G017200	El007G347410
OG0015951	Np001G017680	El007G348740
OG0015952	Np001G017840	El007G349380
OG0015953	Np001G017760	El007G348980
OG0015954	Np003G144030	El001G064100
OG0015955	Np003G132560	El001G075000
OG0015956	Np002G117960	El001G074940
OG0015957	Np003G140700	El001G067790
OG0015958	Np003G140690	El001G067800
OG0015959	Np003G132480	El001G075100
OG0015960	Np003G132110	El001G075370
OG0015961	Np001G018120	El006G317870
OG0015962	Np004G202530	El002G128100
OG0015963	Np001G018080	El007G350660
OG0015964	Np003G131740	El001G075590
OG0015966	Np003G131440	El001G076070
OG0015967	Np003G131370	El001G076130
OG0015968	Np003G131190	El001G076260
OG0015969	Np003G131170	El001G076280
OG0015970	Np003G131160	El001G076290
OG0015971	Np003G130800	El001G076430
OG0015972	Np003G130780	El001G076450
OG0015973	Np003G130730	El001G076500
OG0015974	Np003G130700	El001G076530
OG0015975	Np003G130680	El001G076560
OG0015976	Np003G130380	El001G076910
OG0015977	Np007G404600	El005G251560
OG0015978	Np003G130060	El001G077060
OG0015979	Np003G129960	El001G077140
OG0015980	Np003G129880	El001G077250
OG0015981	Np003G129550	El001G077600
OG0015982	Np004G239100	El002G101150
OG0015983	Np003G129230	El001G077940
OG0015984	Np003G129160	El001G078000
OG0015985	Np003G129010	El001G078100
OG0015986	Np001G013670	El001G051820
OG0015987	Np001G013650	El001G051840
OG0015988	Np001G013630	El001G051860
OG0015989	Np001G013540	El001G052190
OG0015990	Np001G012790	El001G053040
OG0015991	Np001G012560	El001G053520
OG0015992	Np001G012250	El001G054320
OG0015993	Np001G012160	El001G054470
OG0015994	Np001G012100	El001G054520
OG0015995	Np001G012040	El001G054730
OG0015996	Np001G011600	El001G055540
OG0015997	Np001G011680	El001G055510
OG0015998	Np001G011820	El001G055290
OG0015999	Np001G011830	El001G055280
OG0016000	Np001G011330	El001G055800
OG0016001	Np001G011240	El001G055850
OG0016002	Np001G011000	El001G056160
OG0016003	Np001G010970	El001G056190
OG0016004	Np001G010920	El001G056320
OG0016005	Np007G388590	El005G269420
OG0016006	Np001G010630	El001G056520
OG0016007	Np001G010550	El001G056600
OG0016008	Np001G010160	El001G057000
OG0016009	Np001G010040	El001G057110
OG0016010	Np001G009800	El007G329960
OG0016011	Np001G009780	El007G329940
OG0016012	Np001G009760	El001G041380
OG0016013	Np001G009560	El007G329750
OG0016014	Np001G009300	El007G329460
OG0016015	Np001G009280	El007G329440
OG0016016	Np001G008930	El007G329210
OG0016017	Np001G008820	El007G329090
OG0016018	Np001G007930	El007G328690
OG0016019	Np001G007890	El007G328640
OG0016020	Np001G007670	El007G328470
OG0016021	Np001G007540	El007G328380
OG0016022	Np001G007530	El007G328370
OG0016023	Np001G007200	El007G328090
OG0016024	Np001G007110	El007G328010
OG0016025	Np001G006980	El007G327860
OG0016026	Np001G006810	El007G327730
OG0016027	Np001G006680	El007G327640
OG0016028	Np001G006590	El007G327510
OG0016029	Np003G154050	El007G332660
OG0016030	Np003G154240	El007G332820
OG0016031	Np003G154350	El007G332920
OG0016032	Np003G154360	El007G332930
OG0016033	Np003G154460	El007G333000
OG0016034	Np003G154520	El006G304230, El007G333040
OG0016035	Np003G154760	El007G333300
OG0016036	Np003G154780	El007G333320
OG0016037	Np001G053070	El001G021570
OG0016038	Np001G052990	El001G021490
OG0016039	Np001G052740	El001G021320
OG0016040	Np001G052370	El001G020900
OG0016041	Np001G051950	El001G020530
OG0016042	Np001G051830	El001G020490
OG0016043	Np001G051750	El001G020440
OG0016044	Np001G051530	El001G020320
OG0016045	Np001G051310	El001G020210
OG0016046	Np001G051180	El001G020060
OG0016047	Np001G050800	El001G019620
OG0016048	Np001G050660	El001G019540
OG0016049	Np001G050610	El001G019510
OG0016050	Np001G011850	El001G055260
OG0016051	Np001G050280	El001G019210
OG0016052	Np001G049930	El001G018830
OG0016053	Np001G049820	El001G018650
OG0016054	Np001G049780	El001G018630
OG0016055	Np004G213100	El002G115940
OG0016056	Np001G048520	El001G018070
OG0016057	Np001G048490	El001G018040
OG0016058	Np001G048440	El001G018000
OG0016059	Np001G048390	El001G017920
OG0016060	Np001G048250	El001G017840
OG0016061	Np001G048210	El001G017790
OG0016062	Np001G006670	El007G327620
OG0016063	Np001G048110	El001G017710
OG0016064	Np001G048070	El001G017670
OG0016065	Np001G047960	El001G017520
OG0016066	Np001G047840	El001G017460
OG0016067	Np001G047710	El001G017370
OG0016068	Np001G047640	El001G017290
OG0016069	Np001G047540	El001G017210
OG0016070	Np001G047470	El001G017130
OG0016071	Np001G047460	El001G017120
OG0016072	Np001G047210	El001G016840
OG0016073	Np001G047160	El001G016780
OG0016074	Np001G047150	El001G016770
OG0016075	Np001G047140	El001G016760
OG0016076	Np001G047090	El001G016710
OG0016077	Np001G046750	El001G016350
OG0016078	Np001G046640	El001G016170
OG0016079	Np001G046590	El001G016080
OG0016080	Np001G046290	El001G015810
OG0016081	Np001G045460	El001G014760
OG0016082	Np001G045060	El001G014290
OG0016083	Np005G307270	El001G014200, El005G260980
OG0016084	Np001G044060	El001G012680
OG0016085	Np001G043490	El001G011870
OG0016086	Np001G043470	El001G011820
OG0016087	Np001G043170	El001G011770
OG0016088	Np003G143890	El001G011740
OG0016089	Np001G043150	El001G040280
OG0016090	Np001G043120	El003G190950
OG0016091	Np004G257800	El002G084280
OG0016092	Np002G089770	El004G218830
OG0016093	Np002G091760	El004G217730
OG0016094	Np002G089960	El004G218720
OG0016095	Np002G089710	El004G218870
OG0016096	Np002G090620	El004G218430
OG0016097	Np002G088820	El004G219470
OG0016098	Np002G088300	El004G219700
OG0016099	Np007G408910	El005G248300
OG0016100	Np002G088700	El004G219560
OG0016101	Np002G088140	El004G219810
OG0016102	Np002G087780	El004G219940
OG0016103	Np002G087770	El004G219960
OG0016104	Np002G087650	El004G220070
OG0016105	Np002G087630	El004G220080
OG0016106	Np002G087420	El004G220240
OG0016107	Np002G087200	El004G220420
OG0016108	Np001G007410, Np002G087210	El004G220430
OG0016109	Np002G086950	El004G220640
OG0016110	Np002G086940	El004G220650
OG0016111	Np002G086740	El004G220800, El007G360500
OG0016112	Np002G086200	El004G221160
OG0016113	Np002G086040	El004G221360
OG0016114	Np002G085860	El004G221480
OG0016115	Np002G085740	El004G221680
OG0016116	Np002G085660	El004G221750
OG0016118	Np002G085040	El004G222270
OG0016119	Np002G084840	El004G222290
OG0016120	Np002G084550	El004G222480
OG0016121	Np002G084410	El004G222680
OG0016122	Np002G084040	El004G222990
OG0016123	Np002G084020	El004G223010
OG0016124	Np002G083880	El004G223150
OG0016125	Np002G083850	El004G223170
OG0016126	Np002G083800	El004G223210
OG0016127	Np002G083670	El004G223300
OG0016128	Np002G083620	El004G223360
OG0016129	Np002G083580	El004G223420
OG0016130	Np002G083540	El004G223480
OG0016131	Np002G083530	El004G223490
OG0016132	Np002G083500	El004G223520
OG0016133	Np002G083480	El004G223540
OG0016134	Np002G083440	El004G223580
OG0016135	Np002G083410	El004G223600
OG0016136	Np002G083020	El004G223990
OG0016137	Np002G073780	El004G231460
OG0016138	Np002G073970	El004G231260
OG0016139	Np002G074210	El004G231240
OG0016140	Np002G074260	El004G231080
OG0016141	Np002G074600	El004G230760
OG0016142	Np002G074700	El004G230700
OG0016143	Np002G074960	El004G230520
OG0016144	Np002G075040	El004G230450
OG0016145	Np002G075220	El004G230250
OG0016146	Np002G075660	El004G229900
OG0016148	Np002G075970	El004G229660
OG0016149	Np002G076100	El004G229570
OG0016150	Np002G076270, Np002G076210	El004G229490
OG0016151	Np007G389030	El005G270070
OG0016152	Np002G076400	El004G229400
OG0016153	Np002G076420	El004G229380
OG0016154	Np002G076490	El004G229280
OG0016155	Np002G076500	El004G229270
OG0016156	Np002G076770	El004G229060
OG0016157	Np002G076790	El004G229040
OG0016158	Np002G076890	El004G228950
OG0016159	Np002G076960	El004G228900
OG0016160	Np002G077270	El004G228620
OG0016161	Np002G077680	El004G228290
OG0016162	Np002G077700	El004G228260
OG0016163	Np002G077820	El004G228160
