Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0015786	Np004G243190	As008G183710
OG0015787	Np004G243420	As008G183870
OG0015788	Np004G244110	As008G183920
OG0015789	Np004G243690	As008G184080
OG0015790	Np004G244200	As008G184170
OG0015791	Np004G244520	As008G184360
OG0015792	Np004G245010, Np004G245060	As008G184620
OG0015793	Np004G245160	As008G184670
OG0015794	Np004G245310	As008G184740
OG0015795	Np004G245420	As008G184780
OG0015796	Np004G245510	As008G184870
OG0015797	Np004G245670	As008G185070
OG0015798	Np004G245660	As008G185080
OG0015799	Np004G245850	As008G185280
OG0015800	Np004G246370	As008G185610
OG0015801	Np004G246590	As008G185760
OG0015802	Np004G246820	As008G185930
OG0015803	Np002G118720	As008G185940
OG0015804	Np004G247030	As008G186070
OG0015805	Np004G247380	As008G186280
OG0015806	Np004G247730	As008G186670
OG0015807	Np004G247790	As008G186730
OG0015808	Np004G247810	As008G186750
OG0015809	Np004G247940	As008G186860
OG0015810	Np004G248180	As008G187050
OG0015811	Np004G248200	As008G187080
OG0015812	Np004G248430	As008G187210
OG0015813	Np004G248630	As008G187360
OG0015814	Np004G249240	As008G187500
OG0015815	Np004G249220	As008G187520
OG0015816	Np004G249170	As008G187570
OG0015817	Np004G249110	As008G187620
OG0015818	Np004G248840	As008G187790
OG0015819	Np004G249440, Np004G249400	As008G188100
OG0015820	Np004G249710	As008G188330
OG0015821	Np004G249720	As008G188340
OG0015822	Np004G249840	As008G188490
OG0015823	Np004G249890	As008G188620
OG0015824	Np004G249910	As008G188700
OG0015825	Np004G250060	As008G188800
OG0015826	Np004G250180	As008G189010
OG0015827	Np004G250470	As008G189510
OG0015828	Np004G250680	As008G189900
OG0015829	Np004G250570	As008G189950
OG0015830	Np004G251250	As008G190890
OG0015831	Np004G251750	As008G191890
OG0015832	Np004G251730	As008G192030
OG0015833	Np001G018300	As008G192290
OG0015834	Np004G251970	As008G192560
OG0015835	Np004G252230	As008G192900
OG0015836	Np004G252570	As008G193090
OG0015837	Np004G252650	As008G193170
OG0015838	Np004G252690	As008G193190
OG0015839	Np004G253130	As008G193290
OG0015840	Np004G252800	As008G193310
OG0015841	Np004G252870	As008G193320
OG0015842	Np004G253020	As008G193420
OG0015843	Np004G253040	As008G193480
OG0015844	Np004G253170	As008G193580
OG0015845	Np004G253180	As008G193590
OG0015846	Np004G253200	As008G193610
OG0015847	Np004G253280	As008G193670
OG0015848	Np004G253770	As008G194250
OG0015849	Np004G253890	As008G194350
OG0015850	Np001G017710	As008G194360
OG0015851	Np004G253900	As008G194370
OG0015852	Np004G253920	As008G194390
OG0015853	Np004G254490	As008G194860
OG0015854	Np004G254550	As008G194910
OG0015855	Np004G254980	As008G195260
OG0015856	Np004G255000	As008G195290
OG0015857	Np004G251440	As008G195430
OG0015858	Np004G255140	As008G195480
OG0015859	Np004G255210	As008G195540
OG0015860	Np004G255220	As008G195550
OG0015861	Np004G255300	As008G195640
OG0015862	Np004G255700	As008G196010
OG0015863	Np005G302060	As008G196120
OG0015864	Np004G256300	As008G196580
OG0015865	Np004G256330	As008G196620
OG0015867	Np004G256830	As008G196800
OG0015868	Np004G244360, Np004G256540	As008G197000
OG0015869	Np004G257010	As008G197110
OG0015870	Np004G257020	As008G197120
OG0015871	Np004G257030	As008G197130
OG0015872	Np004G257150	As008G197250
OG0015873	Np004G257310	As008G197400
OG0015874	Np004G257610	As008G197670
OG0015875	Np004G257720	As008G197810
OG0015876	Np004G257790, Np004G257780	As008G197860
OG0015877	Np004G258070	As008G197960
OG0015878	Np004G257930	As008G198050
OG0015879	Np004G258240	As008G198150
OG0015880	Np004G258260	As008G198170
OG0015881	Np004G258690	As008G198600
OG0015882	Np004G258860	As008G198940
OG0015883	Np004G259340	As008G199100
OG0015884	Np004G259400	As008G199150
OG0015885	Np004G259540	As008G199250
OG0015886	Np004G259560	As008G199260
OG0015887	Np004G259580	As008G199280
OG0015888	Np004G259620	As008G199320
OG0015889	Np004G259660	As008G199360
OG0015890	Np004G259680	As008G199370
OG0015891	Np004G259750	As008G199440
OG0015892	Np004G259840	As008G199570
OG0015893	Np004G259910	As008G199660
OG0015894	Np003G140760	As009G199730
OG0015895	Np003G141480	As009G199900
OG0015896	Np003G141300	As009G200020
OG0015897	Np003G141100	As009G200180
OG0015898	Np003G141030	As009G200260
OG0015899	Np003G140950	As009G200320
OG0015900	Np003G141580	As009G200400
OG0015901	Np003G141660	As009G200500
OG0015902	Np003G141690	As009G200540
OG0015903	Np003G142440	As009G201040
OG0015904	Np003G142360	As009G201100
OG0015905	Np003G142280	As009G201220
OG0015906	Np003G142200	As009G201290
OG0015907	Np003G142050	As009G201430
OG0015908	Np003G142860	As009G201700
OG0015909	Np003G143290	As009G202160, As009G201880
OG0015910	Np007G423320	As009G201980
OG0015911	Np003G143160	As009G202030
OG0015912	Np003G143600	As009G202470
OG0015913	Np003G143750	As009G202580
OG0015914	Np003G143970	As009G202770
OG0015915	Np003G144070	As009G202830
OG0015916	Np003G144110	As009G202870
OG0015917	Np003G144410	As009G203130
OG0015918	Np003G144690	As009G203320
OG0015919	Np003G144670	As009G203360
OG0015920	Np003G144780	As009G203410
OG0015921	Np003G144920	As009G203510
OG0015922	Np003G144990	As009G203590
OG0015923	Np003G145010	As009G203610
OG0015924	Np003G145310	As009G203920
OG0015925	Np003G145370	As009G203950
OG0015926	Np003G145720	As009G204100
OG0015927	Np003G145730	As009G204110
OG0015928	Np003G145940	As009G204200
OG0015929	Np003G145960	As009G204250
OG0015930	Np004G250660	As009G204270
OG0015931	Np003G146480	As009G204530
OG0015932	Np003G146620	As009G204590
OG0015933	Np003G146630	As009G204610
OG0015934	Np003G146690	As009G204660
OG0015935	Np003G147040	As009G205030
OG0015936	Np001G013880	As009G205210
OG0015937	Np001G014250	As009G205590
OG0015939	Np001G014330	As009G205680
OG0015940	Np001G014770	As009G206060
OG0015941	Np001G014910	As009G206200
OG0015942	Np001G015100	As009G206530
OG0015943	Np001G015110	As009G206540
OG0015944	Np001G015560	As009G206970
OG0015945	Np001G016200	As009G207240
OG0015946	Np001G049470	As009G207330
OG0015947	Np001G016220	As009G207340
OG0015948	Np007G402770	As009G207550
OG0015949	Np001G016760	As009G207910
OG0015950	Np001G017200	As009G208690
OG0015951	Np001G017680	As009G208910
OG0015952	Np001G017840	As009G209100
OG0015953	Np001G017760	As009G209240
OG0015954	Np003G144030	As009G210020
OG0015955	Np003G132560	As009G210720
OG0015956	Np002G117960	As009G210770
OG0015957	Np003G140700	As009G211440
OG0015958	Np003G140690	As009G211450
OG0015959	Np003G132480	As009G211510
OG0015960	Np003G132110, Np003G135540	As009G211930
OG0015961	Np001G018120	As009G212040
OG0015962	Np004G202530	As009G212050
OG0015963	Np001G018080	As009G212070
OG0015964	Np003G131740	As009G212300
OG0015966	Np003G131440	As009G212600
OG0015967	Np003G131370	As009G212640
OG0015968	Np003G131190	As009G212750
OG0015969	Np003G131170	As009G212770
OG0015970	Np003G131160	As009G212790
OG0015971	Np003G130800	As009G212970
OG0015972	Np003G130780	As009G212990
OG0015973	Np003G130730	As009G213030
OG0015974	Np003G130700	As009G213060
OG0015975	Np003G130680	As009G213080
OG0015976	Np003G130380	As009G213340
OG0015977	Np007G404600	As009G213850
OG0015978	Np003G130060	As009G213870
OG0015979	Np003G129960	As009G213940
OG0015980	Np003G129880	As009G213990
OG0015981	Np003G129550	As009G214090
OG0015982	Np004G239100	As009G214280
OG0015983	Np003G129230	As009G214450
OG0015984	Np003G129160	As009G214540
OG0015985	Np003G129010	As009G214630
OG0015986	Np001G013670	As009G214840
OG0015987	Np001G013650	As009G214850
OG0015988	Np001G013630	As009G214870
OG0015989	Np001G013540	As009G214940
OG0015990	Np001G012790	As009G215370
OG0015991	Np001G012560	As009G215470
OG0015992	Np001G012250	As009G215700
OG0015993	Np001G012160	As009G215750
OG0015994	Np001G012100	As009G215780
OG0015995	Np001G012040	As009G215840
OG0015996	Np001G011600	As009G216100
OG0015997	Np001G011680	As009G216150
OG0015998	Np001G011820	As009G216270
OG0015999	Np001G011830	As009G216280
OG0016000	Np001G011330	As009G216480
OG0016001	Np001G011240	As009G216530
OG0016002	Np001G011000	As009G216780
OG0016003	Np001G010970	As009G216800
OG0016004	Np001G010920	As009G216870
OG0016005	Np007G388590	As009G216950
OG0016006	Np001G010630	As009G217060
OG0016007	Np001G010550	As009G217100
OG0016008	Np001G010160	As009G217370
OG0016009	Np001G010040	As009G217420
OG0016010	Np001G009800	As009G217630
OG0016011	Np001G009780	As009G217650
OG0016012	Np001G009760	As009G217660
OG0016013	Np001G009560	As009G217790
OG0016014	Np001G009300	As009G217970
OG0016015	Np001G009280	As009G217990
OG0016016	Np001G008930	As009G218190
OG0016017	Np001G008820	As009G218260
OG0016018	Np001G007930	As009G218550
OG0016019	Np001G007890	As009G218590
OG0016020	Np001G007670	As009G218690
OG0016021	Np001G007540	As009G218790
OG0016022	Np001G007530	As009G218810
OG0016023	Np001G007200	As009G219030
OG0016024	Np001G007110	As009G219080
OG0016025	Np001G006980	As009G219170
OG0016026	Np001G006810	As009G219320
OG0016027	Np001G006680	As009G219400
OG0016028	Np001G006590	As009G219460
OG0016029	Np003G154050	As009G219590
OG0016030	Np003G154240	As009G219740
OG0016031	Np003G154350	As009G219820
OG0016032	Np003G154360	As009G219830
OG0016033	Np003G154460	As009G219890
OG0016034	Np003G154520	As009G219930
OG0016035	Np003G154760	As009G220140
OG0016036	Np003G154780	As009G220160
OG0016037	Np001G053070	As010G220340
OG0016038	Np001G052990	As010G220380
OG0016039	Np001G052740	As010G220500
OG0016040	Np001G052370	As010G220750
OG0016041	Np001G051950	As010G221020
OG0016042	Np001G051830	As010G221060
OG0016043	Np001G051750	As010G221100
OG0016044	Np001G051530	As010G221210
OG0016045	Np001G051310	As010G221260
OG0016046	Np001G051180	As010G221320
OG0016047	Np001G050800	As010G221540
OG0016048	Np001G050660	As010G221630
OG0016049	Np001G050610	As010G221670
OG0016050	Np001G011850	As010G221780
OG0016051	Np001G050280	As010G221910
OG0016052	Np001G049930	As010G222190
OG0016053	Np001G049820	As010G222250
OG0016054	Np001G049780	As010G222270
OG0016055	Np004G213100	As010G222470
OG0016056	Np001G048520	As010G222730
OG0016057	Np001G048490	As010G222750
OG0016058	Np001G048440	As010G222790
OG0016059	Np001G048390	As010G222850
OG0016060	Np001G048250	As010G222890
OG0016061	Np001G048210	As010G222950
OG0016062	Np001G006670	As010G222960
OG0016063	Np001G048110	As010G223020
OG0016064	Np001G048070	As010G223060
OG0016065	Np001G047960	As010G223150
OG0016066	Np001G047840	As010G223270
OG0016067	Np001G047710	As010G223330
OG0016068	Np001G047640	As010G223380
OG0016069	Np001G047540	As010G223460
OG0016070	Np001G047470	As010G223500
OG0016071	Np001G047460	As010G223510
OG0016072	Np001G047210	As010G223600
OG0016073	Np001G047160	As010G223640
OG0016074	Np001G047150	As010G223650
OG0016075	Np001G047140	As010G223660
OG0016076	Np001G047090	As010G223690
OG0016077	Np001G046750	As010G224090
OG0016078	Np001G046640	As010G224180
OG0016079	Np001G046590	As010G224280
OG0016080	Np001G046290	As010G224480
OG0016081	Np001G045460	As010G224980
OG0016082	Np001G045060	As010G225260
OG0016083	Np005G307270	As010G225320
OG0016084	Np001G044060	As010G226200
OG0016085	Np001G043490	As010G226850
OG0016086	Np001G043470	As010G226900
OG0016087	Np001G043170	As010G227020
OG0016088	Np003G143890	As010G227060
OG0016089	Np001G043150	As010G227080
OG0016090	Np001G043120	As010G227190
OG0016091	Np004G257800	As010G227480
OG0016092	Np002G089770	As010G228590
OG0016093	Np002G091760	As010G229120
OG0016094	Np002G089960	As010G229300
OG0016095	Np002G089710	As010G229620
OG0016096	Np002G090620	As010G229760
OG0016097	Np002G088820	As010G231290
OG0016098	Np002G088300	As010G231330
OG0016099	Np007G408910	As010G231500
OG0016100	Np002G088700	As010G231570
OG0016101	Np002G088140	As010G231710
OG0016102	Np002G087780	As010G231820
OG0016103	Np002G087770	As010G231830
OG0016104	Np002G087650	As010G231870
OG0016105	Np002G087630	As010G232010
OG0016106	Np002G087420	As010G232200
OG0016107	Np002G087200	As010G232430
OG0016108	Np001G007410, Np002G087210	As010G232440
OG0016109	Np002G086950	As010G232610
OG0016110	Np002G086940	As010G232620
OG0016111	Np002G086740	As010G232710
OG0016112	Np002G086200	As010G232890
OG0016113	Np002G086040	As010G233020
OG0016114	Np002G085860	As010G233070
OG0016115	Np002G085740	As010G233150
OG0016116	Np002G085660	As010G233200
OG0016118	Np002G085040	As010G233570
OG0016119	Np002G084840	As010G233590
OG0016120	Np002G084550	As010G233740
OG0016121	Np002G084410	As010G233820
OG0016122	Np002G084040	As010G234020
OG0016123	Np002G084020	As010G234040
OG0016124	Np002G083880	As010G234150
OG0016125	Np002G083850	As010G234170
OG0016126	Np002G083800	As010G234220
OG0016127	Np002G083670	As010G234290
OG0016128	Np002G083620	As010G234340
OG0016129	Np002G083580	As010G234390
OG0016130	Np002G083540	As010G234470
OG0016131	Np002G083530	As010G234480
OG0016132	Np002G083500	As010G234510
OG0016133	Np002G083480	As010G234530
OG0016134	Np002G083440	As010G234570
OG0016135	Np002G083410	As010G234600
OG0016136	Np002G083020	As010G234920
OG0016137	Np002G073780	As010G235300
OG0016138	Np002G073970	As010G235440
OG0016139	Np002G074210	As010G235470
OG0016140	Np002G074260	As010G235540
OG0016141	Np002G074600	As010G235760
OG0016142	Np002G074700	As010G235800
OG0016143	Np002G074960	As010G236030
OG0016144	Np002G075040	As010G236100
OG0016145	Np002G075220	As010G236230
OG0016146	Np002G075660	As010G236550
OG0016148	Np002G075970	As010G236730
OG0016149	Np002G076100	As010G236830
OG0016150	Np002G076270, Np002G076210	As010G236910
OG0016151	Np007G389030	As010G236960
OG0016152	Np002G076400	As010G237000
OG0016153	Np002G076420	As010G237020
OG0016154	Np002G076490	As010G237090
OG0016155	Np002G076500	As010G237100
OG0016156	Np002G076770	As010G237270
OG0016157	Np002G076790	As010G237300
OG0016158	Np002G076890	As010G237350
OG0016159	Np002G076960	As010G237400
OG0016160	Np002G077270	As010G237640
OG0016161	Np002G077680	As010G237840
OG0016162	Np002G077700	As010G237870
OG0016163	Np002G077820	As010G237940
OG0016164	Np004G201610	As010G237960
OG0016165	Np002G077960	As010G238130
OG0016166	Np002G077980	As010G238150
OG0016167	Np002G078020	As010G238180
OG0016168	Np002G078190	As010G238290
OG0016169	Np002G078470	As010G238500
OG0016170	Np002G078580	As010G238550
OG0016171	Np002G078670	As010G238640
OG0016172	Np002G078740	As010G238670
OG0016173	Np002G078870	As010G238760
OG0016174	Np002G078990	As010G238850
OG0016175	Np002G079050, Np002G080590	As010G238890
OG0016176	Np002G079060, Np002G080580	As010G238900
OG0016177	Np002G079080, Np002G080560, Np002G079100	As010G238960
OG0016178	Np002G079130	As010G238990
OG0016179	Np002G079370	As010G239200
OG0016180	Np002G079380	As010G239210
OG0016181	Np002G079480	As010G239240
OG0016182	Np002G079840	As010G239460
OG0016183	Np002G080040	As010G239540
OG0016184	Np002G080270	As010G239770
OG0016185	Np002G080820	As010G239950
OG0016186	Np002G081150	As010G240230
OG0016187	Np002G081240	As010G240270
OG0016188	Np002G081280	As010G240310
OG0016189	Np002G081420	As010G240540
OG0016190	Np002G081460	As010G240570
OG0016191	Np002G081490	As010G240600
OG0016192	Np002G081560	As010G240620
OG0016193	Np002G081580	As010G240680, As010G240660
OG0016194	Np002G081660	As010G240820
OG0016195	Np002G082090	As010G241080
OG0016196	Np002G082370, Np002G082270	As010G241240
OG0016197	Np002G082410	As010G241260
OG0016198	Np002G082430	As010G241280
OG0016199	Np002G072980	As010G242130
OG0016200	Np002G072850	As010G242250
OG0016201	Np002G072840	As010G242260
OG0016202	Np002G072810	As010G242290
OG0016203	Np002G072770	As010G242350
OG0016204	Np002G072380	As010G242640, As010G242630
OG0016205	Np002G072040	As010G242970
OG0016206	Np002G071640	As010G243150
OG0016207	Np002G071530	As010G243250
OG0016208	Np002G070610	As010G244050
OG0016209	Np002G070600	As010G244060
OG0016210	Np002G070510	As010G244170
OG0016211	Np002G070490	As010G244200
OG0016212	Np002G070450	As010G244240
OG0016213	Np002G070280	As010G244390
OG0016214	Np002G070090	As010G244500
OG0016215	Np002G070140	As010G244550
OG0016216	Np002G070150	As010G244560
OG0016217	Np002G070160	As010G244570
OG0016218	Np007G408530	As011G244690
OG0016219	Np007G408370	As011G244780
OG0016220	Np007G408070	As011G244950
OG0016221	Np007G408000	As011G244990
OG0016222	Np007G407370	As011G245520
OG0016223	Np007G407030	As011G245620
OG0016224	Np007G406960	As011G245640
OG0016225	Np007G406710	As011G245730
OG0016226	Np007G406300	As011G246040
OG0016227	Np007G405960	As011G246260
OG0016228	Np007G405110	As011G246880
OG0016229	Np007G404980	As011G246980
OG0016230	Np007G404690	As011G247190
OG0016231	Np007G403900	As011G247590
OG0016232	Np007G403540	As011G247700
OG0016233	Np007G402780	As011G247880
OG0016234	Np007G390110	As011G248100
OG0016235	Np007G390140	As011G248130
OG0016236	Np007G390440	As011G248350
OG0016237	Np007G390530	As011G248430
OG0016238	Np007G390540	As011G248440
OG0016239	Np007G390550	As011G248450
OG0016240	Np007G390580	As011G248480
OG0016241	Np001G058050	As011G248790, As011G248800
OG0016242	Np007G391290	As011G248820
OG0016243	Np007G391470	As011G248960
OG0016244	Np007G391680	As011G249100
OG0016245	Np007G391690	As011G249110
OG0016246	Np007G391730	As011G249130
OG0016247	Np007G391830	As011G249170
OG0016248	Np007G391860	As011G249190
OG0016249	Np007G392170	As011G249320
OG0016250	Np007G392530	As011G249480
OG0016251	Np007G392610	As011G249550
OG0016253	Np007G392770	As011G249650
OG0016254	Np007G393260	As011G249940
OG0016255	Np007G393320	As011G249990
OG0016256	Np007G393570	As011G250060
OG0016257	Np007G393690	As011G250110
OG0016258	Np007G393750	As011G250160
OG0016259	Np007G394280	As011G250430
OG0016260	Np007G394530	As011G250640
OG0016262	Np007G395130	As011G250960
OG0016263	Np007G395230	As011G251050
OG0016264	Np007G395760	As011G251210
OG0016265	Np007G395900	As011G257300, As011G251280
OG0016266	Np007G396920	As011G251680
OG0016267	Np007G396940	As011G251700
OG0016268	Np007G397090	As011G251810
OG0016269	Np007G397520	As011G251890
OG0016270	Np007G397530	As011G251900
OG0016271	Np007G397660	As011G252000
OG0016272	Np011G436130	As011G252770
OG0016273	Np002G119640	As011G252900
OG0016274	Np007G380360	As011G252940
OG0016275	Np007G380380	As011G252960
OG0016276	Np007G380490	As011G253040
OG0016277	Np007G387420	As011G253250
OG0016278	Np007G381700	As011G253380
OG0016279	Np007G381470	As011G253500
OG0016280	Np007G381430	As011G253540
OG0016281	Np007G382460	As011G254020
OG0016282	Np007G382750	As011G254210
OG0016283	Np007G383210	As011G254460
OG0016284	Np007G384230	As011G255100
OG0016285	Np007G384360	As011G255240
OG0016286	Np007G384690	As011G255390
OG0016287	Np007G385800, Np007G385810	As011G255940
OG0016288	Np007G386100	As011G256190
OG0016289	Np007G386150	As011G256230
OG0016290	Np007G386180	As011G256250
OG0016291	Np007G387030	As011G256580
OG0016292	Np007G387260	As011G256710
OG0016293	Np007G387290	As011G256740
OG0016294	Np006G363680	As011G256790
OG0016295	Np007G387680	As011G257160
OG0016296	Np007G387600	As011G257500
OG0016297	Np007G387820	As011G257620
OG0016298	Np007G388190	As011G258430
OG0016299	Np007G388070	As011G258650
OG0016300	Np007G388870	As011G258660
OG0016301	Np007G388720	As011G258930
OG0016302	Np005G292530	As011G259270
OG0016303	Np003G165290	As011G260650
OG0016304	Np007G379840	As011G260930
OG0016305	Np007G389840	As011G261100
OG0016306	Np007G389320	As011G261580
OG0016307	Np007G379870	As011G261770
OG0016308	Np007G380180, Np007G380210	As011G261860
OG0016309	Np007G379720	As011G262040
OG0016310	Np007G379680	As011G262060
OG0016311	Np007G379700, Np007G379650	As011G262090
OG0016312	Np007G379640	As011G262100
OG0016313	Np007G379600	As011G262110
OG0016314	Np007G379590	As011G262120
OG0016315	Np007G379490	As011G262200
OG0016316	Np007G379450	As011G262220
OG0016317	Np007G379270	As011G262290
OG0016318	Np007G379210	As011G262300
OG0016319	Np005G309570	As011G262360
OG0016320	Np007G378450	As011G262580
OG0016321	Np007G378420	As011G262620
OG0016322	Np007G378330	As011G262650
OG0016323	Np007G378270	As011G262700
OG0016324	Np007G378260	As011G262710
OG0016325	Np007G378070	As011G262860
OG0016326	Np007G377300	As011G263400
OG0016327	Np007G377010	As011G263540
OG0016328	Np007G376760	As011G263680
OG0016329	Np007G376660	As011G263710
OG0016330	Np007G376290	As011G264160
OG0016331	Np007G376150	As011G264250
OG0016332	Np007G375600	As011G264640
OG0016333	Np007G375130, Np001G021540	As011G264890
OG0016334	Np007G375110, Np001G021520	As011G264910
OG0016335	Np007G374950	As011G265030
OG0016336	Np007G374380	As011G265180
OG0016337	Np007G374600	As011G265350
OG0016338	Np007G374650	As011G265400
OG0016339	Np007G374680	As011G265430
OG0016340	Np007G374750	As011G265480
OG0016341	Np007G374030	As011G265650
OG0016343	Np007G373560	As011G266030
OG0016344	Np007G373440	As011G266050
OG0016345	Np007G372980	As011G266400
OG0016346	Np007G372720	As011G266530
OG0016347	Np007G372680	As011G266580
OG0016348	Np007G372540	As011G266630
OG0016349	Np007G372430	As011G266740
OG0016350	Np007G372410	As011G266750
OG0016351	Np007G372260	As011G266940
OG0016352	Np006G323240	As011G267410
OG0016353	Np007G371700	As011G267550
OG0016354	Np007G371550	As011G267590
OG0016355	Np004G190510	As012G267940
OG0016356	Np004G190540	As012G267970
OG0016357	Np004G190630	As012G268040
OG0016358	Np004G190700	As012G268120
OG0016359	Np004G190860	As012G268290
OG0016360	Np004G190940	As012G268360
OG0016361	Np004G191230	As012G268710
OG0016362	Np004G191430	As012G268850
OG0016363	Np004G191550	As012G268920
OG0016364	Np007G406580	As012G268940
OG0016365	Np004G192010	As012G269190
OG0016366	Np007G405990	As012G269230
OG0016367	Np004G192380	As012G269420
OG0016368	Np004G192590	As012G269520
OG0016369	Np004G193250	As012G269850
OG0016370	Np004G193440	As012G269950
OG0016371	Np004G193690	As012G270100
OG0016372	Np004G194050	As012G270420
OG0016373	Np004G194060	As012G270430
OG0016374	Np004G194080	As012G270450
OG0016375	Np004G194210	As012G270530
OG0016376	Np004G194250	As012G270570
OG0016377	Np004G194340	As012G270630
OG0016378	Np004G194510	As012G270740
OG0016379	Np004G194600	As012G270770
OG0016380	Np004G194700	As012G270860
OG0016381	Np004G194740	As012G270880
OG0016382	Np004G194780	As012G270900
OG0016383	Np004G196210	As012G271630
OG0016384	Np004G195980	As012G271710
OG0016385	Np004G195970	As012G271720
OG0016386	Np004G195770	As012G271780
OG0016387	Np004G195690	As012G271850
OG0016388	Np004G195610	As012G271910
OG0016389	Np004G195600	As012G271920
OG0016390	Np004G196430	As012G271990
OG0016391	Np004G196510	As012G272030
OG0016392	Np004G196580	As012G272080
OG0016393	Np004G196950	As012G272370
OG0016395	Np004G197140	As012G272480
OG0016396	Np004G197190	As012G272510
OG0016397	Np004G197290	As012G272580
OG0016398	Np004G198160	As012G272850
OG0016399	Np004G198180	As012G272870
OG0016400	Np004G198190	As012G272880
OG0016401	Np004G198210	As012G272890
OG0016402	Np004G198240	As012G272930
OG0016403	Np004G198400	As012G273040
OG0016404	Np004G199290	As012G273630
OG0016405	Np004G199450	As012G273740
OG0016406	Np004G199600	As012G273800
OG0016407	Np004G199680	As012G273880
OG0016408	Np002G088600	As012G273970, As022G292030
OG0016409	Np004G199890	As012G274020
OG0016410	Np004G200030	As012G274030
OG0016411	Np004G199920	As012G274050
OG0016412	Np004G200110	As012G274140
OG0016413	Np005G300350	As012G274220
OG0016414	Np005G301070	As012G274350
OG0016415	Np005G301370	As012G274500
OG0016416	Np005G302090	As012G274750
OG0016418	Np005G302120	As012G274780
OG0016419	Np006G341620	As012G275010
OG0016420	Np004G213970	As012G275020
OG0016421	Np006G342030	As012G275370
OG0016422	Np001G053810	As012G275470
OG0016423	Np001G053930	As012G275560
OG0016424	Np001G054160	As012G275760
OG0016425	Np001G054310	As012G275910
OG0016426	Np001G054650	As012G276050
OG0016427	Np001G054780	As012G276170
OG0016428	Np001G054790	As012G276180
OG0016429	Np001G054810	As012G276190
OG0016430	Np001G055450	As012G276610
OG0016431	Np007G415350	As012G276810, As012G276650
OG0016432	Np004G238240	As012G277080
OG0016433	Np001G056220	As012G277100
OG0016434	Np001G056840	As012G277870
OG0016435	Np001G056850	As012G277890
OG0016436	Np001G053680	As012G278500
OG0016437	Np001G053760	As012G278550
OG0016438	Np001G053640	As012G278860
OG0016439	Np001G053570	As012G279010
OG0016440	Np001G053420	As012G279080
OG0016441	Np004G230160	As012G279420
OG0016442	Np001G053400	As012G279460
OG0016443	Np001G053410	As012G279750
OG0016444	Np001G057580	As012G280170
OG0016445	Np001G057760	As012G280290
OG0016446	Np001G058090	As012G280720
OG0016447	Np001G058320	As012G280880
OG0016448	Np001G058340	As012G280930
OG0016449	Np001G058900	As012G281720
OG0016450	Np001G059020	As012G281750
OG0016451	Np001G059060	As012G281790
OG0016452	Np001G060030	As012G282550
OG0016453	Np001G060140	As012G282640
OG0016454	Np001G060360	As012G282720
OG0016455	Np001G060390	As012G282750
OG0016456	Np001G060580	As012G282900
OG0016457	Np001G060910	As012G283090
OG0016458	Np001G061220	As012G283180
OG0016459	Np001G061370	As012G283340
OG0016460	Np001G061530	As012G283570
OG0016461	Np001G061680	As012G283660
OG0016462	Np001G062290	As012G284060
OG0016463	Np001G062360	As012G284080
OG0016464	Np001G062390	As012G284110
OG0016465	Np001G062560	As012G284210
OG0016466	Np001G062630	As012G284250
OG0016467	Np001G062640	As012G284260
OG0016468	Np001G062810	As012G284420
OG0016469	Np001G057710	As012G284710
OG0016470	Np001G063310	As012G284730
OG0016471	Np001G063320	As012G284740
OG0016472	Np001G063420	As012G284810
OG0016473	Np001G064060	As012G285070
OG0016474	Np005G302770	As012G285420
OG0016475	Np001G064770	As012G285570
OG0016476	Np001G065020	As012G285740
OG0016477	Np007G388990	As012G285780
OG0016478	Np001G065270	As012G285920
OG0016479	Np001G065220	As012G285950
OG0016480	Np001G065610	As012G286100
OG0016481	Np001G065980	As012G286260
OG0016482	Np001G066270	As012G286610
OG0016483	Np001G066680	As012G286970
OG0016484	Np001G066930	As012G287160
OG0016485	Np001G067250	As012G287410
OG0016486	Np001G067370	As012G287470
OG0016487	Np001G067420	As012G287530
OG0016488	Np001G067560, Np003G157270	As012G287650
OG0016489	Np001G067860	As012G287790
OG0016490	Np001G067950	As012G287870
OG0016491	Np001G068170	As012G288000
OG0016492	Np001G068450	As012G288110
OG0016493	Np001G068640	As012G288290
OG0016494	Np001G068650	As012G288300
OG0016495	Np001G069220	As012G288600
OG0016496	Np001G069170	As012G288620
OG0016498	Np001G069530	As012G288960
OG0016499	Np001G069570	As012G289000
OG0016500	Np001G069750	As012G289180
OG0016501	Np001G069770	As012G289200
OG0016502	Np001G069790	As012G289210
OG0016503	Np001G069800	As012G289220
OG0016504	Np001G069860	As012G289300
OG0016505	Np001G069890	As012G289330
OG0016506	Np001G069950	As012G289410
OG0016507	Np001G069970	As012G289430
OG0016508	Np001G070000	As012G289480
OG0016509	Np001G068270	As012G289490
OG0016657	Np005G276710	As001G000110
OG0016658	Np005G276470	As001G000300
OG0016659	Np005G276420	As001G000320
OG0016660	Np005G276400	As001G000340
OG0016661	Np004G202020	As001G000380
OG0016662	Np005G275910	As001G000710
OG0016663	Np005G275480	As001G000940
OG0016664	Np005G275350	As001G001060
OG0016665	Np005G274660	As001G001690
OG0016666	Np005G274400	As001G001910
OG0016667	Np005G274230	As001G002050
OG0016668	Np005G274220	As001G002060
OG0016669	Np005G272140	As001G003520
