Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0014225	Np002G080050, Np002G080720	AL2G33790
OG0014226	Np002G080140, Np002G080620	AL2G33700
OG0014227	Np002G080190	AL2G33670
OG0014228	Np002G080220	AL2G33640
OG0014229	Np006G342960, Np002G080280	AL2G33580
OG0014230	Np002G080370, Np002G080410	AL2G33510
OG0014231	Np002G081090	AL2G33240
OG0014232	Np002G081330	AL2G33010
OG0014233	Np002G081400	AL2G32950
OG0014234	Np002G081780	AL2G32560
OG0014235	Np002G081960	AL2G32450
OG0014236	Np002G082100	AL2G32350
OG0014237	Np002G082170, Np002G082130	AL2G32310
OG0014238	Np004G238610	AL1G29720
OG0014239	Np002G082440	AL2G32160
OG0014240	Np002G082450	AL2G32150
OG0014241	Np002G082540	AL2G32080
OG0014242	Np002G082690	AL2G31950
OG0014243	Np002G072820	AL2G39360
OG0014244	Np002G072720	AL2G39450
OG0014245	Np002G072620	AL2G39540
OG0014246	Np002G072530	AL2G39620
OG0014247	Np002G072340	AL2G39920
OG0014248	Np002G072310	AL2G39960
OG0014249	Np002G072230	AL2G39970
OG0014250	Np002G072160	AL2G40050
OG0014251	Np002G072140	AL2G40070
OG0014252	Np002G071450	AL2G40530
OG0014253	Np002G071160	AL2G40790
OG0014254	Np002G070820	AL2G41100
OG0014255	Np002G070810	AL2G41110
OG0014256	Np002G070770	AL2G41160
OG0014257	Np005G311740, Np002G070760	AL2G41170
OG0014258	Np002G070740	AL2G41210
OG0014259	Np002G070410	AL2G41530
OG0014260	Np002G070320	AL2G41590
OG0014261	Np002G070250	nbis-gene-625
OG0014262	Np002G070290	AL2G41670
OG0014263	Np002G070110	AL2G41790
OG0014264	Np002G070130	AL2G41760
OG0014265	Np007G408710	AL3G24350
OG0014266	Np007G408380	AL3G24620
OG0014267	Np004G190620, Np007G407910	AL3G24980
OG0014268	Np007G406560	AL3G26020
OG0014269	Np007G406530	AL3G26040
OG0014270	Np003G164410	AL8G27830
OG0014271	Np007G406100	AL3G26260
OG0014272	Np007G406090	AL3G26280
OG0014273	Np007G406040	AL3G26320
OG0014274	Np007G405320	AL3G26920
OG0014275	Np007G404960	AL3G27200
OG0014276	Np007G404940	AL3G27220
OG0014277	Np007G404910	AL3G27250
OG0014278	Np007G404580	AL3G27540
OG0014279	Np007G404430	AL3G27680
OG0014280	Np007G402980	AL3G28220
OG0014281	Np007G402920	AL3G28260
OG0014282	Np007G390120	AL3G28560
OG0014283	Np003G175130	AL6G41290
OG0014284	Np007G390330	AL3G28720
OG0014285	Np007G390350	AL3G28740
OG0014286	Np007G390700	AL3G29120
OG0014287	Np007G391280	AL3G29420
OG0014288	Np007G391530	AL3G29730
OG0014289	Np007G391820	nbis-gene-716
OG0014290	Np007G392160	AL3G30170
OG0014291	Np007G392320	AL3G30290
OG0014292	Np007G392810	AL3G30710
OG0014293	Np007G392860	AL3G30770
OG0014294	Np007G393180	AL3G30990
OG0014295	Np007G393640	AL3G31200
OG0014296	Np007G394020	AL3G31450
OG0014297	Np006G359280	AL4G21600
OG0014298	Np007G394500	AL3G31800
OG0014300	Np007G395010	AL3G32150
OG0014301	Np007G395190	AL3G32260
OG0014303	Np007G395910	AL3G32580
OG0014304	Np007G395920	AL3G32590
OG0014305	Np007G395930	AL3G32600
OG0014306	Np004G197690	AL1G57240
OG0014307	Np007G396390	AL3G32860
OG0014308	Np007G396420	AL3G32880
OG0014309	Np004G197200	AL1G57500
OG0014310	Np007G397510	AL3G33230
OG0014311	Np007G397640	AL3G33410
OG0014312	Np007G397650	AL3G33450
OG0014314	Np007G399220	AL3G34000
OG0014317	Np011G436160	AL3G34280
OG0014319	Np007G380470	AL3G34700
OG0014320	Np007G380530	AL3G34770
OG0014321	Np007G380570	AL3G34800
OG0014323	Np007G381600, Np007G381550	AL3G35620
OG0014324	Np007G381410	AL3G35430
OG0014325	Np007G381340	AL3G35400
OG0014326	Np007G381250	AL3G35340
OG0014327	Np007G381230	AL3G35330
OG0014328	Np007G381970	AL3G35800
OG0014329	Np007G382360	AL3G36030
OG0014330	Np007G383440	AL3G36890
OG0014331	Np003G148180	AL6G31480
OG0014332	Np007G383760	AL3G37190
OG0014333	Np007G383950	AL3G37400
OG0014334	Np007G384650	AL3G38060
OG0014335	Np007G384870	AL3G38240
OG0014336	Np007G384910	AL3G38260
OG0014337	Np007G385250	AL3G38570
OG0014338	Np005G306400	AL7G42440
OG0014339	Np007G386110	AL3G39330
OG0014340	Np007G386860	AL3G39790
OG0014341	Np007G389550	AL3G39860
OG0014342	Np007G386960	AL3G39870
OG0014343	Np007G386970	nbis-gene-782
OG0014344	Np007G387360	AL3G40250
OG0014345	Np007G387460	AL3G40490
OG0014346	Np007G387890	AL3G41120
OG0014347	Np007G387900	AL3G41150
OG0014348	Np007G388020	AL8G12580, AL3G41270
OG0014349	Np007G388790	AL3G42370
OG0014350	Np007G388770	AL3G42350
OG0014351	Np007G388730	AL3G42220
OG0014352	Np007G379890	AL3G45350
OG0014353	Np007G374720	AL3G51510
OG0014354	Np007G400510, Np007G413140	AL3G43950
OG0014355	Np007G389730	AL3G43800
OG0014356	Np007G389660	AL3G43680
OG0014357	Np007G389650	AL3G43670
OG0014358	Np007G389540	AL3G43520
OG0014359	Np007G389510	AL3G43430
OG0014360	Np007G389350	AL3G43300
OG0014361	Np007G389090	AL3G42830
OG0014362	Np007G380050	AL3G45030
OG0014363	Np007G378110	AL3G47340
OG0014364	Np007G380170	AL3G44790
OG0014365	Np007G379710	AL3G45660
OG0014366	Np007G379530	AL3G45850, AL3G41850
OG0014367	Np007G379480, Np007G379460	AL3G45930
OG0014368	Np007G379190	nbis-gene-846
OG0014369	Np007G379170	AL3G46380
OG0014370	Np005G263460	AL7G18200
OG0014371	Np007G378980	AL3G46560
OG0014372	Np007G378580	AL6G12130
OG0014373	Np007G378470	AL3G46830
OG0014374	Np004G251460	AL1G18300
OG0014375	Np007G377890	nbis-gene-862
OG0014376	Np007G377860	AL3G47680
OG0014377	Np007G377720	AL3G47790
OG0014378	Np007G377390	AL3G52550
OG0014379	Np004G203830	AL1G51310
OG0014380	Np007G376930	AL3G49410
OG0014381	Np007G376570	AL1G48920
OG0014382	Np007G376490, Np007G376460	AL3G49810
OG0014383	Np007G376000	AL3G50250
OG0014384	Np007G375750	AL3G50520
OG0014385	Np007G375530	AL3G50700
OG0014386	Np007G374560	AL3G51690
OG0014387	Np007G374140	AL3G52090
OG0014388	Np007G374130	AL3G52100
OG0014389	Np007G374000	AL3G53020
OG0014390	Np007G373970	AL2G11780, AL3G52990
OG0014391	Np007G373960	AL3G52980
OG0014392	Np007G373590, Np006G329760, Np003G150310, Np006G329750	AL3G49010
OG0014393	Np007G373290	AL3G35900
OG0014394	Np007G373110	AL3G48610
OG0014395	Np007G372570	AL3G48120
OG0014396	Np007G372500	AL3G48050
OG0014397	Np007G372310, Np007G372330	AL3G47850
OG0014398	Np007G371970	AL3G53530
OG0014399	Np007G371870	AL3G53650
OG0014400	Np007G371760	AL3G53780
OG0014401	Np007G371650	AL3G53890
OG0014402	Np007G371680	AL3G53860
OG0014403	Np004G190070	AL1G64570
OG0014404	Np004G190120	AL1G64530
OG0014405	Np004G190640	AL1G63940
OG0014407	Np004G191100	AL1G63500
OG0014408	Np004G191160	AL1G63430
OG0014409	Np004G191190	AL1G63400
OG0014410	Np001G032610	AL8G10230
OG0014411	Np004G191320	AL1G63290
OG0014412	Np004G192440	AL1G62460
OG0014413	Np004G192500	AL1G62410
OG0014414	Np004G192790	AL1G62180
OG0014415	Np004G193240	AL1G61700
OG0014418	Np004G194150	AL1G61040
OG0014419	Np004G194360	AL1G60770
OG0014420	Np004G194370	AL1G60760
OG0014421	Np004G194380	AL1G60740
OG0014422	Np004G194500	AL1G60510, AL1G60540
OG0014423	Np004G194800	AL1G60250
OG0014424	Np004G195180	AL1G59800
OG0014425	Np004G195240	AL1G59670
OG0014426	Np004G195490	AL1G59440
OG0014427	Np004G196250	AL1G58620
OG0014428	Np004G196030	AL1G58880
OG0014429	Np004G195720	AL1G59170
OG0014430	Np002G089970	AL2G26830
OG0014431	Np004G196530	AL1G58260
OG0014432	Np004G196600	AL1G58210
OG0014433	Np004G196710	AL1G58080
OG0014434	Np004G196900	AL1G57830
OG0014435	Np004G196940	AL1G57790
OG0014436	Np004G197650	AL1G57300
OG0014437	Np004G197750	AL1G57170
OG0014438	Np004G198080	AL1G56940
OG0014439	Np007G395660	AL3G32450
OG0014440	Np004G198250	AL1G56370, AL1G56560
OG0014441	Np004G198290	AL1G56340
OG0014442	Np004G198570	AL1G55990
OG0014443	Np004G198590	AL1G55920
OG0014444	Np004G198730	AL1G55730
OG0014445	Np004G198510	AL1G56040
OG0014446	Np004G199310	AL1G55190
OG0014447	Np004G199620	AL1G54960
OG0014448	Np004G199710	AL1G54870
OG0014449	Np005G300710	AL7G38780
OG0014450	Np005G301210	AL7G39000
OG0014451	Np001G057320	AL5G35270
OG0014452	Np005G301250	AL7G39040
OG0014453	Np005G301490	AL7G39250
OG0014455	Np005G302010	AL7G39480
OG0014456	Np006G341740	AL4G30670
OG0014457	Np006G341750	AL4G30660
OG0014458	Np001G061210, Np006G341870	AL4G30560
OG0014459	Np001G053830	AL5G32440
OG0014460	Np001G053880	AL5G32500
OG0014461	Np001G018870	AL5G19290
OG0014462	Np001G054220	AL5G32800
OG0014463	Np001G054230	AL5G32810
OG0014464	Np003G170570, Np001G054240	AL5G32820
OG0014465	Np001G054330	AL5G32920
OG0014466	Np001G054540	AL5G33090
OG0014467	Np001G054700	AL5G33300
OG0014468	Np001G054850	AL5G33430
OG0014469	Np001G054920	AL5G33470
OG0014470	Np002G090070	AL2G26890
OG0014471	Np001G056200, Np004G197600	AL5G34270
OG0014472	Np001G056240	AL5G34320
OG0014473	Np001G056780	AL5G34860
OG0014474	Np001G057170	AL5G35110, AL5G35100
OG0014475	Np001G053740	AL1G42920, AL5G32360
OG0014476	Np003G141750	AL6G25640
OG0014477	Np001G053630	AL5G32240
OG0014478	Np001G053610	AL5G32220
OG0014479	Np001G053370	AL5G32020
OG0014480	Np001G057540	AL5G35510
OG0014481	Np001G057590	AL5G35560
OG0014482	Np001G058310	AL5G35960
OG0014483	Np001G058760	AL5G36260
OG0014484	Np001G058840	AL5G36400
OG0014485	Np001G058850	AL5G36410
OG0014486	Np001G059000	AL5G36480
OG0014487	Np001G059330	AL5G36700
OG0014488	Np001G060200	AL5G37490
OG0014489	Np001G060300	AL5G37530
OG0014490	Np006G331430	AL4G38400
OG0014491	Np001G060680	AL5G37850
OG0014492	Np001G061200	AL5G38090
OG0014493	Np001G061250	AL5G38140
OG0014494	Np001G061290	AL5G38200
OG0014495	Np001G061730	AL5G38670
OG0014496	Np001G062700	AL5G39560
OG0014497	Np001G062920	AL5G39780
OG0014498	Np001G062990	AL5G39840
OG0014499	Np001G063330	AL5G40240
OG0014500	Np001G063560	AL5G40380
OG0014501	Np001G064370	AL5G40990
OG0014502	Np001G064410	AL5G41020
OG0014503	Np001G064440	AL5G41030
OG0014504	Np001G064650	AL5G41290
OG0014506	Np001G065120	AL5G42000
OG0014507	Np001G065300	AL5G42070
OG0014508	Np001G065360	AL5G42280
OG0014509	Np001G065790	nbis-gene-1401
OG0014510	Np001G066140	AL5G42630
OG0014511	Np001G060950	AL5G38060
OG0014512	Np001G066430	AL5G42920
OG0014513	Np001G066500	AL5G42990
OG0014514	Np001G066710	AL5G43180
OG0014515	Np001G066850	AL5G43290
OG0014516	Np001G067410	AL5G43900
OG0014517	Np001G067630	AL5G44180
OG0014518	Np001G067880	AL5G44360
OG0014520	Np001G041580, Np001G068140	AL5G44600
OG0014521	Np001G068150	AL5G44620
OG0014522	Np001G068160	AL5G44630
OG0014523	Np001G068390	AL5G44830
OG0014524	Np001G068770, Np001G068730	AL5G45260
OG0014525	Np001G069270	AL5G45650
OG0014526	Np001G069590	AL5G45980
OG0014527	Np001G069600	AL5G45990
OG0014528	Np001G069760	AL5G46140
OG0014529	Np001G069850	AL5G46250
OG0014530	Np001G069880	AL5G46280
OG0014531	Np007G389440	AL5G46360
OG0014532	Np007G389450	AL5G46370
OG0014533	Np006G324710	AL5G46410
OG0014534	Np004G194170	AL1G60960
OG0014537	Np001G057860	AL5G35790
OG0014538	Np002G105700, Np001G060070	AL5G37340
OG0014539	Np001G038660	AL8G14570, AL8G14620
OG0014542	Np001G042720	AL8G19070
OG0014543	Np006G331490, Np006G340320	AL4G31620
OG0014544	Np006G339870	AL4G31990
OG0014545	Np006G335070	AL4G35960
OG0014546	Np006G320450	AL3G15190
OG0014547	Np002G070750	AL2G41180
OG0014548	Np002G073120	AL2G39110
OG0014549	Np002G073760	AL2G38460
OG0014550	Np002G079620	AL2G34050
OG0014551	Np005G272920	AL7G21490
OG0014552	Np007G411530	AL3G22060
OG0014553	Np005G271100	AL7G19970
OG0014555	Np005G263370	AL7G18320
OG0014556	Np007G418900	AL3G15950
OG0014557	Np004G259900	AL1G10060
OG0014558	Np004G251700	AL1G17970
OG0014559	Np004G244620	AL1G24510
OG0014560	Np004G242140	AL1G26480
OG0014561	Np004G240150	AL1G28240
OG0014562	Np002G086370	AL2G28990
OG0014563	Np002G086850	AL2G28680
OG0014564	Np002G089450, Np002G089310	AL2G27260
OG0014565	Np006G361700	AL1G64840
OG0014566	Np002G119870	AL2G13560
OG0014568	Np007G372280	AL3G47840
OG0014569	Np007G375010	AL3G51200
OG0014570	Np007G387760	AL3G40800
OG0014571	Np007G386160	AL3G39350
OG0014572	Np007G396910	AL3G33040
OG0014573	Np007G406290	AL286U10010, AL3G26230
OG0014574	Np007G412210	AL3G21470
OG0014575	Np003G131710	AL6G16350
OG0014576	Np003G132690	AL6G17140
OG0014578	Np005G283220	AL7G29570, AL7G29580
OG0014579	Np005G286740	AL7G32270
OG0014580	Np005G290070	AL7G34800
OG0014581	Np005G293700	AL7G36870
OG0014582	Np005G295770	AL7G37420
OG0014583	Np004G219490	AL1G46230
OG0014584	Np004G211750	AL1G42700
OG0014585	Np005G280570	AL7G27540
OG0014586	Np005G280870	AL7G27770
OG0014587	Np006G360620	AL1G30300, AL558U10030, AL4G23980
OG0014589	Np003G140530	AL6G24310
OG0014590	Np003G141290	AL6G25110
OG0014591	Np003G144820	AL6G28580
OG0014592	Np001G017350	AL8G21650
OG0014593	Np005G320010	AL7G47480
OG0014594	Np003G154790	AL8G34310
OG0014595	Np003G153060	AL8G35900
OG0014596	Np003G150450, Np003G150440	AL6G33420
OG0014597	Np003G150240	AL6G33210
OG0014598	Np003G150220, Np007G379410	AL6G33160, AL6G33180
OG0014599	Np003G148240	AL6G31570
OG0014600	Np001G002760, Np001G002680, Np001G002650	AL8G43460
OG0014601	Np001G002160	AL8G43910
OG0014603	Np004G235910	AL7G11150, AL1G32330
OG0014607	Np002G096190	AL2G23710
OG0014608	Np002G110650	AL8G21940, AL7G11630, AL2G19900, AL2G22230, AL6G41900, AL4G20700, AL5G12730, AL1G50720, AL9U11480
OG0014610	Np007G376210	AL3G50020, AL3G50010
OG0014611	Np007G375170	AL3G50960
OG0014613	Np006G363980	AL4G16850
OG0014614	Np006G334840, Np006G334820	AL4G36130
OG0014616	Np001G056690	AL5G34810
OG0014618	Np007G419810, Np007G419710, Np007G419860, Np007G419890, Np007G419670, Np007G419760, Np007G419940, Np007G421820, Np007G421870, Np007G421860, Np007G421880, Np007G421810	AL6G43480
OG0014620	Np005G265420	AL7G16400
OG0014621	Np007G377570, Np007G375610, Np007G375580, Np007G375570	AL7G43040, AL5G12100, AL5G12090, AL5G12080
OG0014637	Np005G276520	AL7G24210
OG0014638	Np005G276280	AL3G53180
OG0014639	Np005G276240	AL7G23980
OG0014640	Np005G276170	AL7G23950
OG0014641	Np005G276120	AL7G23890
OG0014643	Np005G275960	AL7G23760
OG0014644	Np002G075290	AL2G37340
OG0014645	Np005G275720	AL7G23490
OG0014646	Np005G275710	AL7G23480
OG0014647	Np005G275540	AL7G23360
OG0014648	Np005G275450	AL7G23290
OG0014649	Np005G275430	AL7G23270
OG0014650	Np005G275260	AL7G23120
OG0014651	Np005G275250	AL7G23100
OG0014652	Np005G275100	AL7G22950
OG0014653	Np005G275030	AL7G22900
OG0014654	Np005G274990	AL7G22860
OG0014655	Np005G274930	AL7G22790
OG0014656	Np005G310100	AL2G37770
OG0014657	Np005G274760	AL7G22560
OG0014659	Np005G274650	AL7G22440
OG0014660	Np005G274640	AL7G22430
OG0014661	Np005G273430	AL7G21840
OG0014662	Np005G272750	AL7G21300
OG0014663	Np005G272710	AL7G21270
OG0014664	Np006G366310	AL4G14320
OG0014665	Np005G272640	AL7G21190
OG0014666	Np005G260010	AL7G10080
OG0014667	Np005G272340	AL7G20960
OG0014668	Np005G272250	AL7G20880
OG0014669	Np005G272190	nbis-gene-1740
OG0014670	Np005G271830	AL7G20670
OG0014671	Np005G271790	AL7G20640
OG0014672	Np004G250530	AL1G19160
OG0014673	Np005G271600	AL7G20440
OG0014674	Np005G271340	AL7G20220
OG0014675	Np005G271320	AL7G20200
OG0014676	Np005G271310	AL7G20170
OG0014677	Np005G271170	AL7G20050
OG0014678	Np005G271110	AL7G19980
OG0014680	Np005G270460	AL7G19500
OG0014681	Np005G270420	AL7G19490
OG0014682	Np005G270300	AL7G19420
OG0014683	Np006G363660	AL4G17090
OG0014684	Np005G269990	AL7G19130
OG0014685	Np005G263020	AL7G18810
OG0014686	Np005G262890	AL7G18920
OG0014687	Np005G262850	AL7G18940
OG0014689	Np005G264510	AL7G17050
OG0014690	Np005G263610	AL7G18060
OG0014691	Np005G263650	AL7G18030
OG0014692	Np005G263670	AL7G18010
OG0014693	Np005G263690	AL7G17980
OG0014694	Np023G439430, Np031G440100, Np031G440140, Np019G438820, Np019G438800, Np023G439410	AL9U11970
OG0014695	Np005G263950	AL7G17730
OG0014696	Np005G264570	AL7G16990
OG0014697	Np005G264380	AL7G17230
OG0014698	Np005G264210	AL7G17390
OG0014699	Np005G264150	AL7G17470
OG0014700	Np005G264650	AL7G16910
OG0014701	Np005G264630	AL7G16930
OG0014702	Np005G264890	AL7G16680
OG0014703	Np005G265170	AL7G16580
OG0014704	Np007G376580	AL3G49690
OG0014705	Np005G270450	AL3G53380
OG0014706	Np005G266070	AL7G15930
OG0014707	Np005G266170	AL7G15850
OG0014708	Np005G266310	AL7G15810
OG0014709	Np004G215370	AL1G49390
OG0014710	Np004G215890	AL1G49670
OG0014711	Np004G215960	AL1G49590
OG0014712	Np004G216880	AL1G45850
OG0014713	Np004G216960	AL1G45870
OG0014714	Np004G217470	AL1G46000
OG0014715	Np004G217480	AL1G46010
OG0014716	Np004G219710	AL1G46350
OG0014717	Np004G205040	AL1G46410
OG0014719	Np004G205080	AL1G46470
OG0014720	Np004G205140	AL1G46560
OG0014721	Np004G205310	AL1G46750
OG0014722	Np004G205490	AL1G46770
OG0014723	Np005G312570	AL7G37700
OG0014724	Np005G312560	AL7G37710
OG0014725	Np005G297390	AL7G37800
OG0014726	Np005G298050	AL6G36200, AL7G37840
OG0014727	Np005G298060	AL7G37850
OG0014728	Np005G298090	AL7G37880
OG0014729	Np005G298800	AL7G38030
OG0014730	Np005G299410	AL7G38200
OG0014731	Np005G300160	AL7G38600
OG0014732	Np005G300280	AL7G38710
OG0014733	Np002G103160	AL1G64860
OG0014734	Np002G103580	AL5G39200
OG0014735	Np002G106040	AL1G65240
OG0014736	Np002G091750	AL2G26100
OG0014737	Np002G107060	AL1G65690
OG0014738	Np002G106770	AL1G65780
OG0014739	Np002G111030	AL1G66170
OG0014740	Np002G111310	AL1G66480
OG0014741	Np002G111510	AL1G66660
OG0014742	Np002G113050	AL2G18050
OG0014745	Np005G274710	AL7G22550
OG0014746	Np002G115770	AL2G16430
OG0014747	Np002G116070	AL2G16220
OG0014748	Np002G116860	AL2G15640
OG0014749	Np002G117240	AL2G15470
OG0014750	Np002G117660	AL2G15150
OG0014751	Np002G118910	AL2G14140
OG0014752	Np002G119590	AL2G13750
OG0014753	Np001G032860	AL5G10020
OG0014754	Np001G027860	AL5G10310
OG0014755	Np001G027830	nbis-gene-1180
OG0014756	Np001G027500	AL5G10440
OG0014758	Np001G026950	AL5G10740
OG0014759	Np001G026910	AL5G10760
OG0014760	Np001G026780	AL5G10780
OG0014761	Np001G026680	AL5G10820
OG0014762	Np001G026590	AL5G10930
OG0014763	Np001G026460	AL5G10970
OG0014764	Np001G026120	AL5G11350
OG0014765	Np001G025180	AL5G11990
OG0014766	Np001G025070	AL5G12440
OG0014767	Np001G025060	AL5G12510
OG0014768	Np001G024940	AL5G12650
OG0014769	Np001G024630	AL5G13180
OG0014770	Np001G024610	AL5G13210
OG0014771	Np001G024270	AL5G13400
OG0014772	Np001G024240	AL5G13440
OG0014773	Np001G023940	AL5G13630, AL5G13660
OG0014774	Np001G023460	AL5G14350
OG0014775	Np001G023120	AL5G14610
OG0014776	Np001G023100	AL5G14640
OG0014777	Np001G023040	AL5G14730
OG0014778	Np001G023020	AL5G14780
OG0014779	Np001G022940	AL5G14870
OG0014780	Np001G022400	AL5G15370
OG0014781	Np001G022220	AL5G15570
OG0014782	Np001G022050	AL5G15610
OG0014783	Np001G021880	AL5G15880
OG0014784	Np001G021730	AL5G15980
OG0014785	Np001G021470, Np001G021590	AL5G16160
OG0014786	Np001G021380	AL5G16240
OG0014787	Np001G021070	AL5G16450
OG0014788	Np001G020810	AL5G16850
OG0014789	Np001G020610	AL5G17010
OG0014790	Np001G020460	AL5G17170
OG0014791	Np001G020220	nbis-gene-1234
OG0014792	Np001G020210	AL5G17490
OG0014793	Np001G019840	AL5G18100
OG0014794	Np001G019620	nbis-gene-1244
OG0014795	Np001G019580	AL5G18490
OG0014796	Np005G315390	AL7G50940
OG0014797	Np001G018740	nbis-gene-1257
OG0014798	Np001G018540	AL5G19980
OG0014799	Np005G314140	AL7G51670
OG0014800	Np002G118250	AL2G14640
OG0014801	Np002G092630	AL2G25720
OG0014802	Np002G093200	AL2G25490
OG0014803	Np002G093250	AL2G25440
OG0014804	Np002G093960	AL2G25040
OG0014805	Np002G094780, Np002G094970	AL2G24280
OG0014806	Np002G095310	AL2G24070
OG0014807	Np002G095930	AL2G23880
OG0014808	Np002G096160	AL2G23730
OG0014809	Np002G096990	AL2G23270
OG0014810	Np002G097170	AL2G23210
OG0014811	Np002G097290	AL2G22860
OG0014812	Np002G097620	AL2G22700
OG0014813	Np002G097870	AL2G22480
OG0014814	Np002G099320	AL2G20260
OG0014815	Np002G099770	AL2G19830
OG0014816	Np002G099810	AL2G19710
OG0014817	Np002G101180	AL2G19510
OG0014818	Np007G410490, Np002G101290	nbis-gene-447
OG0014819	Np002G113700	AL2G19270
OG0014820	Np002G098320	AL2G19260
OG0014821	Np002G102450	AL8G41170
OG0014822	Np002G102320	AL2G19160
OG0014823	Np004G212000	AL1G64670
OG0014824	Np003G186690	AL1G64640
OG0014825	Np002G079590	AL2G19130
OG0014826	Np002G124820	AL2G10030
OG0014827	Np001G052400	nbis-gene-1344
OG0014828	Np001G023920	AL5G13690
OG0014829	Np002G124420	AL2G10270
OG0014830	Np002G124350	AL2G10370
OG0014831	Np002G124330	AL2G10400
OG0014832	Np002G124250	AL2G10470
OG0014833	Np002G123390	AL2G11180
OG0014834	Np002G123220	AL2G11320
OG0014835	Np002G122860	AL2G11550
OG0014836	Np002G122590	AL2G11730
OG0014837	Np002G122570	AL2G11760
OG0014838	Np002G122530	AL2G11770
OG0014839	Np002G122440	AL2G11810
OG0014840	Np002G122420	AL2G11820
OG0014841	Np002G121700	AL2G12350
OG0014842	Np002G121230	AL2G12680
OG0014843	Np002G121000	AL2G12910
OG0014844	Np002G120830	AL2G13000
OG0014845	Np002G120800	AL2G13020
OG0014846	Np002G120770	AL2G13040
OG0014847	Np002G120240	AL2G13350
OG0014848	Np007G408880	nbis-gene-698
OG0014849	Np005G276950	AL7G24610
OG0014850	Np005G279950	AL7G27100
OG0014851	Np005G279780	AL7G26930
OG0014852	Np005G279640	AL7G26790
OG0014853	Np005G279510	AL7G26720
OG0014854	Np006G330550	AL4G39170
OG0014855	Np005G310690	AL7G45090
OG0014856	Np006G330640	AL4G39090
OG0014857	Np006G330820	AL4G38890
OG0014858	Np006G330690	AL4G39020
OG0014859	Np006G330950	AL4G38790
OG0014860	Np006G331160	AL4G38570
OG0014861	Np006G331210	AL4G38530
OG0014862	Np007G413790	AL3G20120
OG0014863	Np007G413750	AL3G20150
OG0014864	Np007G413660	AL3G20320
OG0014865	Np007G413620	AL3G20360
OG0014866	Np007G413520	AL3G20460
OG0014867	Np007G413410	AL3G20630
OG0014868	Np007G413270	AL3G20750
OG0014869	Np007G413110	AL3G20900
OG0014870	Np007G413080	AL3G20940
OG0014871	Np007G413070	AL3G20950
OG0014872	Np007G412800	AL3G21080
OG0014873	Np007G412790	AL3G21090
OG0014874	Np007G412730	AL3G21150
OG0014875	Np003G128040	AL6G13130
OG0014876	Np007G412530	AL3G21390
OG0014877	Np007G412520	AL3G21400
OG0014878	Np007G412080	AL3G21570
OG0014879	Np007G411990	AL3G21650
OG0014880	Np007G411950	AL3G21690
OG0014881	Np007G411910	AL3G21730
OG0014882	Np007G411410	AL3G22170, AL1G36750
OG0014883	Np003G157710	AL8G32140
OG0014884	Np007G410910	AL3G22600
OG0014885	Np007G411070	AL3G22480
OG0014886	Np007G410880	AL3G22630
OG0014887	Np007G410810	nbis-gene-689
OG0014888	Np007G410510	AL3G22850
OG0014889	Np007G409410	AL3G23650
OG0014890	Np007G409290	AL3G23820
OG0014891	Np007G409350	AL3G23730
OG0014892	Np007G409060	AL3G23990
OG0014893	Np003G175310	AL6G41780
OG0014894	Np003G175000	AL8G23510
OG0014895	Np003G175270	AL6G41350
OG0014896	Np003G188340	AL8G23780
OG0014897	Np007G381710	nbis-gene-748
OG0014898	Np003G173110	AL8G24340, AL6G39810
OG0014899	Np004G251140	AL1G18600
OG0014900	Np003G172620	AL8G24790
OG0014901	Np003G172600	AL8G24800
OG0014902	Np003G172200	AL63U10060, AL8G24890
OG0014903	Np003G171840	AL8G24990
OG0014904	Np003G170960	AL8G25220
OG0014905	Np003G184480	AL8G25560
OG0014906	Np003G168370	AL64U10020
OG0014907	Np003G168360	AL64U10010
OG0014908	Np003G168020	AL8G25920
OG0014909	Np003G167830	AL8G25940
OG0014910	Np002G119830	AL8G25970
OG0014911	Np003G167090	AL8G26300
OG0014912	Np003G166810	AL8G26470
OG0014913	Np003G166800	AL8G26480
OG0014914	Np003G166520	AL8G26550
OG0014915	Np003G166480	AL8G26560
OG0014916	Np003G166470	AL8G26570
OG0014917	Np003G165990	AL8G26790
OG0014918	Np003G165680	AL8G26980
OG0014919	Np003G165470	AL8G27010
OG0014920	Np003G165070	AL8G27270
OG0014921	Np003G164150	AL8G28030
OG0014922	Np003G164450	AL8G27790
OG0014923	Np003G164820	AL8G27640
OG0014924	Np003G163860	AL8G28150
OG0014925	Np003G163830	AL8G28170
OG0014926	Np003G163640	AL8G28310
OG0014927	Np003G161690	AL8G28920
OG0014928	Np003G162750, Np003G158910	AL8G29740
OG0014929	Np003G161070	AL8G30280
OG0014930	Np004G236900	AL1G31300
OG0014931	Np003G160290	AL8G30850
OG0014932	Np003G159690	AL8G31000
OG0014933	Np003G159550	AL8G31070
OG0014934	Np003G159410	AL8G31150
OG0014935	Np003G158310	AL8G31750
OG0014936	Np003G158220	AL8G31840
OG0014937	Np003G158060	AL8G31930
OG0014939	Np003G157380	AL8G32410
OG0014940	Np003G157210	AL8G32550
OG0014941	Np003G157200	AL8G32560
OG0014942	Np003G156540	AL8G32940
OG0014943	Np003G156520	AL8G32960
OG0014944	Np003G156500	AL8G32970
OG0014945	Np003G156010	AL8G33370
