Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0012515	Np002G075920	CARHR070300
OG0012516	Np002G076060	CARHR070220
OG0012517	Np002G076180	CARHR070130
OG0012518	Np002G076700, Np001G048560, Np003G159810	CARHR069840
OG0012519	Np002G077030	CARHR069580
OG0012520	Np002G078260	CARHR068520
OG0012522	Np002G078410	CARHR068440, CARHR068450
OG0012523	Np002G078760	CARHR068190
OG0012524	Np002G078820	CARHR068180
OG0012526	Np002G079980	CARHR067120
OG0012527	Np002G080130, Np006G359370	CARHR066990
OG0012528	Np002G080240	CARHR066890
OG0012529	Np002G080810	CARHR066730
OG0012530	Np002G081440	CARHR066130
OG0012531	Np002G082480	CARHR065370
OG0012532	Np002G082610	CARHR065220
OG0012533	Np002G073280	CARHR072050
OG0012534	Np002G073230	CARHR072100
OG0012535	Np002G073020	CARHR072310
OG0012536	Np002G072650	CARHR072730
OG0012537	Np002G072640	CARHR072740
OG0012538	Np002G072500	CARHR072830, CARHR072840
OG0012539	Np002G072420	CARHR072880
OG0012540	Np002G071990	CARHR073230
OG0012541	Np002G071750	CARHR073350
OG0012542	Np002G071370	CARHR073690
OG0012544	Np002G070310	CARHR074540
OG0012545	Np002G070260	CARHR074580
OG0012546	Np002G070180	CARHR143590
OG0012547	Np002G070070	CARHR074670
OG0012548	Np002G070100	CARHR074700, CARHR262770, CARHR262750
OG0012549	Np002G070120	CARHR049040, CARHR074750
OG0012550	Np007G408650	CARHR087240
OG0012551	Np007G407890	CARHR087830
OG0012552	Np007G407870	CARHR087840
OG0012553	Np004G191970	CARHR044440
OG0012554	Np007G405970	CARHR089050
OG0012555	Np007G405660	CARHR089430
OG0012556	Np007G405500	CARHR089310
OG0012557	Np007G405150	CARHR089690
OG0012558	Np007G404550	CARHR090160
OG0012559	Np007G404530	CARHR090190
OG0012560	Np007G404500	CARHR090220
OG0012561	Np007G390010	CARHR090880
OG0012562	Np007G390260	CARHR091140
OG0012563	Np007G391230	CARHR091720
OG0012564	Np007G391560	CARHR092100
OG0012565	Np007G391670	CARHR092170
OG0012566	Np007G391870	CARHR092290
OG0012567	Np007G391930	CARHR092320
OG0012568	Np007G391940	CARHR092340
OG0012569	Np007G392480	CARHR092650, CARHR092660
OG0012570	Np007G392870	CARHR093010
OG0012571	Np007G392880	CARHR093020
OG0012572	Np007G392890	CARHR093030
OG0012573	Np007G392960	CARHR093080
OG0012574	Np007G394080	CARHR093620
OG0012575	Np007G394260	CARHR093710
OG0012576	Np007G394330	CARHR093780
OG0012577	Np007G394520	CARHR093900
OG0012578	Np007G394900	CARHR094120
OG0012579	Np007G395210	CARHR094330
OG0012580	Np007G395860	CARHR094580
OG0012581	Np007G395960	CARHR094650
OG0012582	Np007G396380	CARHR094870
OG0012583	Np007G397630	CARHR095380
OG0012584	Np007G398090	CARHR095550
OG0012585	Np007G398750	CARHR095700
OG0012586	Np007G400190	CARHR096140
OG0012587	Np007G380510	CARHR096650
OG0012588	Np004G195920	CARHR041180
OG0012589	Np007G380670	CARHR096810
OG0012590	Np007G381730	CARHR097570
OG0012591	Np005G303840	CARHR221570
OG0012592	Np007G383880	CARHR165870
OG0012593	Np007G384020	CARHR098980
OG0012594	Np007G384270	CARHR099120
OG0012595	Np007G384900	CARHR099500
OG0012596	Np007G385400	CARHR099730
OG0012597	Np007G385440	CARHR099770
OG0012598	Np007G385610	CARHR099860
OG0012600	Np004G250500	CARHR008670
OG0012601	Np007G385890	CARHR100010
OG0012602	Np007G386330	CARHR100340
OG0012603	Np003G167990	CARHR104040
OG0012604	Np007G387380	CARHR100970
OG0012605	Np007G388420, Np007G388430	CARHR102070
OG0012606	Np007G388180	CARHR101870
OG0012607	Np007G388670	CARHR102430
OG0012608	Np007G380120	CARHR105000
OG0012609	Np007G374730	CARHR108770
OG0012610	Np007G389710	CARHR103800
OG0012611	Np007G389520	CARHR103570
OG0012612	Np007G389330	CARHR103360
OG0012613	Np007G389220	CARHR103270
OG0012614	Np007G400640, Np005G311410	CARHR105130, CARHR106410
OG0012615	Np007G379820	CARHR104780
OG0012616	Np007G379810	CARHR043820
OG0012617	Np007G378940, Np007G378930	CARHR284800
OG0012618	Np007G378510	CARHR105400
OG0012619	Np007G378340	CARHR105640
OG0012620	Np007G377840	CARHR106240
OG0012621	Np007G377830	CARHR106250
OG0012622	Np007G377660	CARHR106360, CARHR106350
OG0012623	Np007G377280	CARHR106700
OG0012624	Np007G376860	CARHR107010
OG0012625	Np007G376770	CARHR107040
OG0012626	Np006G335550	CARHR132970
OG0012627	Np007G376650	CARHR107150
OG0012628	Np007G376060	CARHR293660
OG0012629	Np007G375800	CARHR107670
OG0012630	Np007G375790	CARHR107680
OG0012631	Np007G375640	CARHR107880
OG0012632	Np001G021530, Np007G375120	CARHR108460
OG0012633	Np007G375030	CARHR108520
OG0012634	Np007G374960	CARHR108570
OG0012635	Np007G374460	CARHR109080
OG0012636	Np007G419420, Np007G374710	CARHR108850, CARHR108820
OG0012637	Np007G373890	CARHR109530
OG0012638	Np007G373620	CARHR109730
OG0012639	Np007G373360	CARHR109900
OG0012640	Np007G373100	CARHR237330, CARHR110080
OG0012641	Np007G372610	CARHR110390, CARHR266410
OG0012642	Np007G372400	CARHR110680
OG0012643	Np007G372000	CARHR111050
OG0012644	Np007G371630	CARHR046100, CARHR111500
OG0012645	Np004G190170	CARHR045920
OG0012646	Np004G190230	CARHR045820
OG0012648	Np004G190570, Np004G190490	CARHR045560
OG0012649	Np004G191110	CARHR045140
OG0012650	Np004G192270	CARHR044220
OG0012651	Np004G192640	CARHR043910
OG0012652	Np004G192830	CARHR043760
OG0012653	Np004G192870	CARHR043690
OG0012654	Np004G193490	CARHR043340
OG0012655	Np004G193910	CARHR043090
OG0012656	Np004G194030	CARHR042970
OG0012657	Np004G194470	CARHR042490
OG0012659	Np004G195230	CARHR041910
OG0012660	Np004G195250	CARHR041880
OG0012661	Np004G195460, Np004G194690, Np002G095050	CARHR041730
OG0012662	Np004G196190	CARHR041010
OG0012663	Np004G196040	CARHR041090
OG0012664	Np004G196360, Np004G199800	CARHR040830
OG0012665	Np004G196410	CARHR040720
OG0012666	Np004G196420	CARHR040710
OG0012667	Np004G196700	CARHR040460
OG0012668	Np004G197170	CARHR040000
OG0012669	Np004G197280	CARHR039940
OG0012670	Np004G197670	CARHR039860
OG0012671	Np004G198220	CARHR039450, CARHR039440
OG0012672	Np004G195990	CARHR041110
OG0012673	Np004G198930	CARHR038840
OG0012674	Np004G198690	CARHR038960
OG0012675	Np004G198780	CARHR038870
OG0012676	Np004G199330	CARHR038150
OG0012677	Np004G199490	CARHR038040
OG0012678	Np004G199690	CARHR041400, CARHR037910
OG0012679	Np004G199700	CARHR037900
OG0012680	Np005G300840, Np005G300890	CARHR222590
OG0012681	Np005G301050	CARHR222530
OG0012682	Np005G301390	CARHR290680
OG0012683	Np005G301710	CARHR290420
OG0012684	Np005G301890	CARHR290380
OG0012685	Np005G302000	CARHR290340
OG0012686	Np006G341190	CARHR129050
OG0012687	Np006G341930	CARHR128630
OG0012688	Np006G342020	CARHR128550
OG0012689	Np001G053850	CARHR161590
OG0012690	Np001G053870	CARHR161640
OG0012691	Np001G054070	CARHR161860
OG0012692	Np001G054350	CARHR162080
OG0012693	Np001G054480	CARHR162160
OG0012694	Np001G054610	CARHR162250
OG0012695	Np001G054730	CARHR162390, CARHR162360
OG0012696	Np001G055060	CARHR162700
OG0012697	Np001G055350	CARHR162900
OG0012698	Np001G056150	CARHR163220
OG0012699	Np001G056300	CARHR163370
OG0012700	Np001G012120	CARHR188620
OG0012701	Np001G056810	CARHR163800
OG0012702	Np001G057020, Np001G056980	CARHR163910
OG0012703	Np001G053540	CARHR161320
OG0012704	Np001G057350	CARHR164180
OG0012705	Np001G057560	CARHR164380
OG0012706	Np001G058330	CARHR164850
OG0012707	Np001G058470	CARHR164970
OG0012708	Np001G059070	CARHR284680, CARHR165410
OG0012709	Np001G059310	CARHR165580
OG0012710	Np001G059410	CARHR165630
OG0012711	Np001G059540	CARHR165720, CARHR237430
OG0012712	Np001G059650	CARHR165830
OG0012713	Np001G060460	CARHR166460
OG0012714	Np001G060490	CARHR166480
OG0012715	Np001G060760	CARHR166680
OG0012716	Np001G060770	CARHR166690
OG0012717	Np001G060810	CARHR166710
OG0012718	Np001G061300	CARHR166980
OG0012719	Np001G061310	CARHR166990
OG0012720	Np005G309610	CARHR217150, CARHR217140
OG0012721	Np001G061660	CARHR167300
OG0012722	Np001G061720	CARHR119890
OG0012723	Np001G061740	CARHR167390
OG0012724	Np001G061900	CARHR167500
OG0012725	Np001G062710	CARHR168220
OG0012726	Np001G063490	CARHR168980, CARHR184080
OG0012727	Np001G063500	CARHR168990
OG0012728	Np006G328100	CARHR137810
OG0012729	Np001G064280	CARHR169450
OG0012730	Np001G064310	CARHR169480
OG0012731	Np001G064920	CARHR170050
OG0012732	Np001G065050	CARHR170120
OG0012733	Np001G066240	CARHR170860
OG0012734	Np001G066250	CARHR170870
OG0012735	Np001G066670	CARHR171230
OG0012736	Np001G068280	CARHR172410
OG0012737	Np001G068610	CARHR172660
OG0012738	Np001G068890	CARHR172840
OG0012739	Np001G069200	CARHR173080
OG0012740	Np001G069630	CARHR173500
OG0012741	Np001G069710	CARHR291710
OG0012743	Np006G363170	CARHR115360
OG0012744	Np004G197760	CARHR039760
OG0012746	Np001G057360	CARHR164190
OG0012747	Np003G155380	CARHR171640, CARHR159500, CARHR166880
OG0012750	Np001G066200	CARHR170790
OG0012751	Np004G257630	CARHR002120
OG0012752	Np001G036850	CARHR176250
OG0012753	Np006G363300	CARHR115470
OG0012754	Np004G226430	CARHR025240
OG0012755	Np006G330390	CARHR136430
OG0012756	Np002G073010	CARHR072320
OG0012757	Np002G075020	CARHR070870
OG0012758	Np002G078700	CARHR068210
OG0012759	Np005G276140	CARHR236410
OG0012760	Np005G276060	CARHR236460
OG0012763	Np002G115640	CARHR052380
OG0012764	Np005G269680	CARHR246100
OG0012765	Np005G308670	CARHR003710, CARHR102190
OG0012766	Np004G253320	CARHR006030
OG0012767	Np004G251150	CARHR008010
OG0012768	Np004G232840	CARHR022360
OG0012770	Np005G319760	CARHR058050
OG0012771	Np003G188720	CARHR249110
OG0012772	Np002G123460	CARHR047020
OG0012774	Np007G374220	CARHR109240
OG0012776	Np007G396140	CARHR094780
OG0012777	Np007G403930	CARHR090450
OG0012778	Np007G408520	CARHR087350
OG0012780	Np003G132040	CARHR206710
OG0012781	Np005G310230	CARHR217820, CARHR217830, CARHR217840, CARHR261050
OG0012782	Np006G369920, Np006G369930	CARHR112490
OG0012784	Np005G295950	CARHR223820
OG0012785	Np004G200720	CARHR037080
OG0012787	Np003G132160, Np006G358460	CARHR120570
OG0012788	Np003G133740	CARHR205430
OG0012789	Np003G140640	CARHR199650
OG0012790	Np003G140790	CARHR199510
OG0012792	Np003G143390	CARHR196990
OG0012793	Np003G144370	CARHR196010
OG0012794	Np001G023350	CARHR146800
OG0012795	Np003G156900	CARHR270630
OG0012796	Np003G155250	CARHR271560
OG0012799	Np002G116200	CARHR284630
OG0012800	Np003G148520	CARHR192570
OG0012801	Np001G009420	CARHR275010
OG0012802	Np004G194350	CARHR042570, CARHR172770, CARHR042580, CARHR042590, CARHR172780
OG0012804	Np004G230520	CARHR023710
OG0012805	Np004G209990	CARHR027010
OG0012806	Np004G192470	CARHR248630
OG0012807	Np004G202820	CARHR035820
OG0012810	Np006G369200	CARHR113430, CARHR113420
OG0012813	Np003G161200	CARHR204800
OG0012814	Np003G138750	CARHR201140
OG0012815	Np003G142420, Np003G142430	CARHR197810
OG0012816	Np003G145180	CARHR195360
OG0012818	Np003G151120	CARHR190620
OG0012819	Np005G279230	CARHR234000
OG0012822	Np001G017620	CARHR183590
OG0012823	Np001G017470	CARHR183460
OG0012824	Np001G016690	CARHR182490
OG0012825	Np022G439360	CARHR060450, CARHR287220
OG0012827	Np003G188890	CARHR248980
OG0012828	Np002G071690	CARHR073440
OG0012836	Np005G276830	CARHR235820
OG0012837	Np005G276700	CARHR235940
OG0012839	Np005G276200	CARHR236360
OG0012840	Np005G275940	CARHR236550
OG0012841	Np004G200150	CARHR236850
OG0012842	Np005G275120	CARHR237240
OG0012843	Np005G275000	CARHR237360
OG0012844	Np006G330700	CARHR136150
OG0012845	Np005G274580	CARHR237770
OG0012846	Np005G273390	CARHR238260
OG0012847	Np005G273200	CARHR238400
OG0012848	Np005G273080	CARHR238480
OG0012849	Np005G272720	CARHR238700
OG0012850	Np005G272690	CARHR238730
OG0012851	Np005G272470	CARHR238890
OG0012852	Np005G272380	CARHR238990
OG0012853	Np005G272170	CARHR239150
OG0012854	Np005G271760	CARHR239340
OG0012855	Np005G271090	CARHR239850
OG0012856	Np005G270970	CARHR239950
OG0012857	Np005G270530	CARHR240180
OG0012858	Np005G270480	CARHR240220
OG0012859	Np005G270290	CARHR240350
OG0012860	Np005G270160	CARHR240470
OG0012861	Np005G270040	CARHR240560
OG0012862	Np005G269960	CARHR240630
OG0012863	Np005G263090	CARHR240980
OG0012864	Np005G263030	CARHR240910
OG0012865	Np005G262830	CARHR240760
OG0012866	Np005G269900	CARHR240690
OG0012867	Np005G263190	CARHR241100
OG0012868	Np005G263630	CARHR241580
OG0012869	Np005G263590	CARHR241550
OG0012870	Np005G263570	CARHR241520
OG0012871	Np005G263640	CARHR241600
OG0012872	Np005G263720	CARHR241660
OG0012873	Np005G263830	CARHR241740
OG0012875	Np005G264130	CARHR242020
OG0012876	Np005G264550	CARHR242510
OG0012877	Np005G264240	CARHR242150
OG0012878	Np005G264600	CARHR242470
OG0012879	Np005G265440	CARHR243110
OG0012880	Np005G265450	CARHR243120
OG0012881	Np005G265760	CARHR243360
OG0012882	Np005G267700	CARHR244490
OG0012883	Np005G265990	CARHR243450
OG0012884	Np007G388900	CARHR102870, CARHR102880
OG0012885	Np004G214970	CARHR005140, CARHR030550
OG0012886	Np004G215050	CARHR030570
OG0012887	Np004G215580	CARHR030780
OG0012889	Np004G205150	CARHR031750
OG0012890	Np004G205210	CARHR031860, CARHR031840
OG0012891	Np004G205480	CARHR032030
OG0012892	Np005G298410	CARHR223310
OG0012893	Np005G299350	CARHR223090
OG0012894	Np005G299420	CARHR223050
OG0012895	Np005G299430	CARHR223040
OG0012896	Np005G299680	CARHR222890
OG0012897	Np005G300070	CARHR222790
OG0012898	Np005G300240	CARHR222740
OG0012899	Np002G103460	CARHR055590
OG0012900	Np006G354530, Np006G348540	CARHR055640
OG0012901	Np002G104130	CARHR055670
OG0012902	Np002G106250, Np005G264940	CARHR056020
OG0012903	Np002G106490	CARHR284480
OG0012904	Np002G107280	CARHR287540
OG0012905	Np002G107070	CARHR287530, CARHR287510
OG0012906	Np002G107710	CARHR289860
OG0012907	Np002G107970	CARHR055350
OG0012908	Np002G108270	CARHR055200
OG0012909	Np002G112220	CARHR054430
OG0012910	Np002G112180	CARHR104770
OG0012911	Np002G113190	CARHR053750, CARHR053760
OG0012912	Np002G113470	CARHR284180
OG0012913	Np002G113840	CARHR283940
OG0012914	Np002G114140	CARHR283850
OG0012915	Np002G114730	CARHR053350
OG0012916	Np002G114640	CARHR053470
OG0012917	Np002G114950	CARHR053250
OG0012918	Np002G115020	CARHR053170
OG0012919	Np002G116090	CARHR052540
OG0012920	Np002G116220	CARHR052430
OG0012921	Np002G116350	CARHR052370
OG0012922	Np002G116640	CARHR051800
OG0012923	Np002G116430	CARHR052290
OG0012924	Np002G116950	CARHR051930
OG0012925	Np002G117360	CARHR051670
OG0012927	Np002G117390	CARHR051650
OG0012928	Np004G247490	CARHR011310
OG0012929	Np002G117700	CARHR051450
OG0012930	Np002G117770	CARHR051350, CARHR051360
OG0012931	Np002G118850	CARHR050460
OG0012932	Np001G029780	CARHR143690
OG0012933	Np001G028180	CARHR143730
OG0012934	Np001G028160	CARHR143740
OG0012935	Np001G027890	CARHR143840
OG0012936	Np001G027070	CARHR144140
OG0012937	Np001G026960	CARHR144200
OG0012938	Np001G026940	CARHR144220
OG0012939	Np001G026650	CARHR144320
OG0012940	Np001G026380	CARHR144500
OG0012941	Np001G026270	CARHR144580
OG0012942	Np001G025510	CARHR144990
OG0012943	Np001G025310	CARHR145100
OG0012944	Np001G024990	CARHR145390
OG0012945	Np001G024960	CARHR145420
OG0012946	Np004G242850	CARHR014350
OG0012947	Np001G024750	CARHR145660
OG0012948	Np001G024230	CARHR146000
OG0012949	Np001G023910	CARHR146280
OG0012950	Np001G023730	CARHR146480
OG0012951	Np001G023260	CARHR146880
OG0012952	Np001G023110	CARHR146950
OG0012953	Np001G022970	CARHR147120
OG0012954	Np001G022920	CARHR147170, CARHR147160
OG0012955	Np001G022600	CARHR147390
OG0012956	Np001G022460	CARHR147520
OG0012957	Np001G022380	CARHR147610
OG0012958	Np001G022210	CARHR147750
OG0012959	Np001G022060	CARHR147810
OG0012960	Np001G021720	CARHR148140
OG0012961	Np001G021670	CARHR148200
OG0012962	Np001G021370	CARHR148340
OG0012963	Np001G021360	CARHR148350
OG0012964	Np001G021330	CARHR148380
OG0012965	Np001G020990	CARHR148590
OG0012966	Np005G318160	CARHR213820
OG0012967	Np001G020770	CARHR148850
OG0012968	Np001G020440	CARHR149200
OG0012969	Np001G020430	CARHR149220
OG0012970	Np001G020240	CARHR149490
OG0012971	Np001G020040	CARHR149860
OG0012972	Np001G019710	CARHR286660
OG0012973	Np001G019700	CARHR286650
OG0012974	Np001G019640	CARHR286600
OG0012975	Np001G019460	CARHR165190
OG0012976	Np001G019070	CARHR152280
OG0012977	Np001G018990	CARHR152350
OG0012978	Np001G018500	CARHR153470
OG0012979	Np001G018480	CARHR097530
OG0012980	Np005G313600	CARHR213940
OG0012981	Np002G092730	CARHR059640
OG0012982	Np003G150910	CARHR059630
OG0012983	Np002G093420	CARHR059480
OG0012984	Np002G093440	CARHR059460
OG0012985	Np005G313120, Np002G093770	CARHR059040
OG0012986	Np002G094270	CARHR058850
OG0012987	Np002G095780	CARHR058190
OG0012988	Np002G095990	CARHR292310
OG0012989	Np002G096030	CARHR292320
OG0012990	Np002G097780	CARHR057310
OG0012991	Np002G098500	CARHR057120, CARHR153910
OG0012992	Np002G098690	CARHR057050
OG0012993	Np002G098810	CARHR056990
OG0012994	Np002G099550	CARHR056840
OG0012995	Np005G309850	CARHR055500
OG0012996	Np004G196980	CARHR055530
OG0012997	Np007G384720	CARHR103400
OG0012998	Np002G124780	CARHR046240
OG0012999	Np002G124560	CARHR046380
OG0013000	Np002G124080	CARHR046640
OG0013001	Np002G124040	CARHR046650
OG0013002	Np002G123890	CARHR046720
OG0013003	Np002G123880	CARHR046730
OG0013004	Np002G123810	CARHR046810
OG0013005	Np002G123730	CARHR046860
OG0013006	Np002G123690	CARHR046890
OG0013007	Np002G123680	CARHR046900
OG0013008	Np002G123670	CARHR046910
OG0013009	Np002G123490	CARHR046990
OG0013010	Np002G123170, Np003G180990	CARHR047410
OG0013011	Np002G122870	CARHR047650
OG0013012	Np002G122660	CARHR047860
OG0013013	Np002G122450	CARHR047920
OG0013014	Np002G122350	CARHR048110
OG0013015	Np004G244830	CARHR013100
OG0013016	Np002G121420	CARHR048550
OG0013017	Np002G121240	CARHR048680
OG0013018	Np002G120780	CARHR049080
OG0013019	Np002G120750	CARHR049110
OG0013020	Np002G119980	CARHR049460
OG0013021	Np004G245920	CARHR012360
OG0013022	Np002G119890	CARHR049560
OG0013023	Np002G119880	CARHR049570
OG0013024	Np005G280150	CARHR233280
OG0013025	Np005G279880	CARHR233500
OG0013026	Np005G279830	CARHR233540
OG0013027	Np005G279770	CARHR233570
OG0013028	Np005G279650	CARHR233700
OG0013029	Np005G310960	CARHR216250
OG0013031	Np006G330590	CARHR136260
OG0013032	Np006G330730	CARHR136120
OG0013033	Np006G330710	CARHR136140
OG0013034	Np006G330930	CARHR135980
OG0013035	Np006G331250	CARHR135750
OG0013036	Np006G331410	CARHR135670
OG0013037	Np007G413840, Np007G412300, Np007G413870	CARHR083370
OG0013038	Np007G413650	CARHR083560
OG0013039	Np007G413610, Np007G413590	CARHR083630
OG0013040	Np007G413200, Np007G413160	CARHR084060
OG0013041	Np007G413150	CARHR084070
OG0013042	Np007G412720	CARHR084430
OG0013043	Np007G412590	CARHR286790, CARHR084510
OG0013044	Np005G282480	CARHR231740
OG0013045	Np007G412490, Np006G331290	CARHR084580
OG0013046	Np007G412200	CARHR084630
OG0013048	Np007G412160	CARHR084660
OG0013049	Np007G411900	CARHR084890
OG0013050	Np007G411880	CARHR084910
OG0013051	Np003G147740	CARHR193250
OG0013052	Np007G411490	CARHR085210
OG0013053	Np007G411470	CARHR085230
OG0013054	Np007G411420	CARHR085270
OG0013055	Np007G411180	CARHR085410
OG0013056	Np004G247350	CARHR011470
OG0013057	Np007G410640	CARHR085780
OG0013058	Np007G410230	CARHR086110
OG0013059	Np007G410180	CARHR086140
OG0013060	Np007G409440	CARHR086570
OG0013061	Np007G409430	CARHR086580
OG0013062	Np007G409370	CARHR086640
OG0013063	Np007G409330	CARHR086680
OG0013064	Np006G348190, Np006G354730	CARHR191160
OG0013065	Np007G409090	CARHR086850
OG0013066	Np005G276930	CARHR235730
OG0013067	Np006G335390	CARHR133150
OG0013068	Np003G174750	CARHR258950
OG0013069	Np001G050780	CARHR258860
OG0013070	Np003G174730	CARHR258850
OG0013071	Np003G174480	CARHR258790
OG0013072	Np003G174270	CARHR258740
OG0013073	Np003G173910	CARHR258530
OG0013074	Np003G173780	CARHR258490
OG0013075	Np003G173730	CARHR258460
OG0013076	Np003G173180	CARHR258300
OG0013077	Np003G173090	CARHR258240
OG0013078	Np003G172870	CARHR273810
OG0013079	Np003G172110	CARHR257580
OG0013080	Np007G387880	CARHR101560
OG0013081	Np003G169880	CARHR257020
OG0013082	Np003G184380	CARHR256890
OG0013083	Np003G184440	CARHR256800
OG0013084	Np002G097310, Np001G035540	CARHR264320
OG0013085	Np004G203580	CARHR264530
OG0013086	Np003G167700	CARHR264660
OG0013087	Np003G152990	CARHR264850
OG0013088	Np003G167000	CARHR264970
OG0013089	Np003G166440	CARHR265140
OG0013090	Np003G166090	CARHR265270
OG0013091	Np003G165130, Np003G164060	CARHR265720
OG0013092	Np003G164670	CARHR265930
OG0013093	Np003G163820	CARHR266610
OG0013094	Np005G277280	CARHR235480
OG0013095	Np003G162200	CARHR267280
OG0013096	Np003G162190	CARHR267270
OG0013097	Np003G162140	CARHR267220
OG0013098	Np003G162010	CARHR267100
OG0013099	Np003G161970	CARHR267070
OG0013100	Np003G161960	CARHR267060
OG0013101	Np003G161780	CARHR267020
OG0013102	Np003G162460	CARHR267490
OG0013103	Np003G162520	CARHR267580
OG0013104	Np003G163090	CARHR267800
OG0013105	Np007G380020	CARHR105110
OG0013106	Np003G161180	CARHR268130
OG0013107	Np003G161030	CARHR268180
OG0013108	Np003G161020	CARHR268190
OG0013109	Np003G161010	CARHR268200
OG0013110	Np003G160950	CARHR268220
OG0013111	Np003G160940	CARHR268230
OG0013112	Np003G160710	CARHR268330
OG0013113	Np003G160370	CARHR268580
OG0013114	Np005G278800	CARHR234370
OG0013115	Np003G160330	CARHR268610
OG0013116	Np003G159620	CARHR268810
OG0013117	Np003G159350	CARHR268960
OG0013118	Np003G159240	CARHR269060
OG0013119	Np003G158620	CARHR269320
OG0013121	Np003G158270	CARHR269530
OG0013122	Np003G158010	CARHR269720
OG0013123	Np003G157620	CARHR270070
OG0013124	Np003G156380	CARHR270920
OG0013125	Np003G156240	CARHR271020
OG0013126	Np003G156220	CARHR271050
OG0013127	Np003G156080	CARHR271130
OG0013128	Np003G156070	CARHR271140
OG0013129	Np003G155910	CARHR271290
OG0013130	Np003G155340	CARHR271510
OG0013131	Np003G155200	CARHR271630
OG0013132	Np003G154970	CARHR271890
OG0013133	Np003G154930	CARHR271920
OG0013134	Np005G296060	CARHR287310
OG0013135	Np001G010240	CARHR190360
OG0013136	Np001G018240	CARHR184430
OG0013137	Np003G140040	CARHR200130
OG0013138	Np003G139990	CARHR200190
OG0013139	Np003G139970	CARHR200210
OG0013140	Np003G139640	CARHR200490
OG0013141	Np003G139530	CARHR200590
OG0013142	Np003G139350	CARHR200640
OG0013143	Np003G139160	CARHR200790
OG0013144	Np003G139140	CARHR200810
OG0013145	Np003G139060	CARHR200900
OG0013147	Np003G139000	CARHR200970
OG0013148	Np003G138530	CARHR201320
OG0013150	Np003G138370	CARHR201540
OG0013151	Np003G138320	CARHR201570
OG0013152	Np003G138290	CARHR201600
OG0013153	Np003G138140	CARHR201700
OG0013154	Np003G137960	CARHR201870
OG0013155	Np003G137950, Np003G137970	CARHR201880
OG0013156	Np003G137860	CARHR201980
OG0013157	Np003G137850	CARHR201990
OG0013158	Np003G137230	CARHR202420
OG0013159	Np003G137210	CARHR202450
OG0013160	Np003G136480	CARHR203100
OG0013161	Np003G136040	CARHR203580
OG0013162	Np003G136000	CARHR203620
OG0013163	Np003G135700	CARHR203910
OG0013164	Np003G135500	CARHR204010
OG0013165	Np003G135480	CARHR204030
OG0013166	Np003G135400	CARHR204110
OG0013167	Np003G133960, Np003G135250	CARHR204260
OG0013168	Np003G135230, Np003G134520	CARHR204290
OG0013169	Np003G135210	CARHR204300
OG0013170	Np003G135150	CARHR204330
OG0013171	Np003G134810	CARHR204570
OG0013172	Np001G010500	CARHR190120
OG0013173	Np003G134550	CARHR204810
OG0013174	Np003G134290	CARHR205070
OG0013175	Np003G134280	CARHR205080
OG0013176	Np003G133820	CARHR205370
OG0013177	Np003G133750	CARHR205420
OG0013178	Np003G133730	CARHR205440
OG0013179	Np003G133210	CARHR205860
OG0013180	Np001G007870	CARHR275880
OG0013181	Np003G132930	CARHR036420, CARHR205980
OG0013182	Np005G295500	CARHR223980
OG0013183	Np005G294540	CARHR224240
OG0013184	Np005G293990	CARHR224340
OG0013185	Np005G293640	CARHR224450
OG0013186	Np005G293630	CARHR224460
OG0013188	Np005G292160	CARHR224990
OG0013189	Np005G292110	CARHR225060
OG0013190	Np005G292080	CARHR225070
OG0013191	Np001G036380	CARHR175980
OG0013192	Np005G291470	CARHR225390
OG0013193	Np005G291210	CARHR225500
OG0013194	Np005G291050	CARHR225590
OG0013195	Np005G291010	CARHR225630
OG0013196	Np005G290840	CARHR225680
OG0013198	Np005G290420	CARHR225930
OG0013199	Np005G290390	CARHR225950
OG0013200	Np005G290380	CARHR225960
OG0013201	Np005G290060	CARHR226160
OG0013202	Np005G288650	CARHR226930
OG0013203	Np001G062080, Np001G058290	CARHR167630
OG0013205	Np005G269320	CARHR245800
OG0013206	Np005G288130	CARHR227300
OG0013207	Np005G287660	CARHR227870
OG0013208	Np005G287990	CARHR227990
OG0013209	Np005G286810	CARHR228320
OG0013210	Np005G286160	CARHR228820
OG0013211	Np005G285770	CARHR229090
OG0013212	Np002G086300	CARHR062910
OG0013213	Np005G285460	CARHR229280
OG0013214	Np005G284950	CARHR229560, CARHR229550
OG0013216	Np005G283280	CARHR231110
OG0013217	Np005G283210	CARHR231180
OG0013218	Np005G283100	CARHR231290
OG0013219	Np005G283080	CARHR231300
OG0013220	Np005G282810	CARHR231510
OG0013221	Np004G205770	CARHR032200
OG0013223	Np004G206310	CARHR032770
OG0013224	Np004G206340	CARHR032850
OG0013225	Np003G148310	CARHR192750
OG0013226	Np005G280340	CARHR233090
OG0013227	Np003G132830	CARHR206060, CARHR206070
OG0013228	Np004G206910	CARHR033210
OG0013229	Np004G208470	CARHR033620
OG0013230	Np004G208510	CARHR033660
OG0013231	Np004G208650	CARHR033750
OG0013232	Np004G208760	CARHR033840
OG0013233	Np004G224340	CARHR033940
OG0013234	Np004G204200, Np004G203990	CARHR287280
OG0013235	Np004G220170, Np004G203940, Np004G204230	CARHR034130
