Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0016077	Ag001G052920	El001G016350
OG0016078	Ag003G259120	El001G016170
OG0016079	Ag001G052280	El001G016080
OG0016081	Ag010G740760, Ag001G050560	El001G014760
OG0016082	Ag010G740610, Ag001G050290	El001G014290
OG0016083	Ag003G294360	El001G014200, El005G260980
OG0016084	Ag008G706630	El001G012680
OG0016085	Ag005G425290	El001G011870
OG0016086	Ag008G674450	El001G011820
OG0016087	Ag001G051870	El001G011770
OG0016088	Ag002G188530	El001G011740
OG0016089	Ag001G099470	El001G040280
OG0016090	Ag008G675130	El003G190950
OG0016091	Ag004G299600	El002G084280
OG0016092	Ag004G353930	El004G218830
OG0016093	Ag004G355810	El004G217730
OG0016094	Ag004G354250	El004G218720
OG0016095	Ag004G353870	El004G218870
OG0016096	Ag004G354700	El004G218430
OG0016097	Ag004G351710	El004G219470
OG0016098	Ag004G350810	El004G219700
OG0016099	Ag005G471150	El005G248300
OG0016100	Ag004G351380	El004G219560
OG0016101	Ag004G350600	El004G219810
OG0016102	Ag004G350510	El004G219940
OG0016103	Ag004G350500	El004G219960
OG0016104	Ag004G350440	El004G220070
OG0016105	Ag004G350430	El004G220080
OG0016106	Ag004G349900	El004G220240
OG0016107	Ag004G349330	El004G220420
OG0016109	Ag004G348870	El004G220640
OG0016110	Ag004G348860	El004G220650
OG0016111	Ag004G348420	El004G220800, El007G360500
OG0016112	Ag004G347430	El004G221160
OG0016113	Ag004G346750, Ag006G576530	El004G221360
OG0016114	Ag004G346430	El004G221480
OG0016115	Ag004G346150	El004G221680
OG0016116	Ag004G345990	El004G221750
OG0016117	Ag008G719840	El001G051720
OG0016118	Ag004G344630	El004G222270
OG0016119	Ag004G344550	El004G222290
OG0016120	Ag004G344180	El004G222480
OG0016121	Ag004G344070	El004G222680
OG0016122	Ag004G343450	El004G222990
OG0016123	Ag004G343390	El004G223010
OG0016124	Ag004G343250	El004G223150
OG0016125	Ag004G343130	El004G223170
OG0016126	Ag004G343090	El004G223210
OG0016127	Ag004G342810	El004G223300
OG0016128	Ag004G342680	El004G223360
OG0016129	Ag004G342610	El004G223420
OG0016130	Ag004G342500	El004G223480
OG0016131	Ag004G342490	El004G223490
OG0016132	Ag004G342430	El004G223520
OG0016133	Ag004G342410	El004G223540
OG0016134	Ag004G342330	El004G223580
OG0016135	Ag004G342260	El004G223600
OG0016136	Ag003G240660	El004G223990
OG0016137	Ag003G214910	El004G231460
OG0016138	Ag003G215190	El004G231260
OG0016139	Ag003G215260	El004G231240
OG0016140	Ag003G215360	El004G231080
OG0016141	Ag003G216810	El004G230760
OG0016142	Ag003G217010	El004G230700
OG0016143	Ag003G218080	El004G230520
OG0016144	Ag003G218160	El004G230450
OG0016145	Ag003G218680	El004G230250
OG0016146	Ag003G219360	El004G229900
OG0016148	Ag003G219690	El004G229660
OG0016149	Ag003G219830	El004G229570
OG0016150	Ag003G220010	El004G229490
OG0016151	Ag005G425720	El005G270070
OG0016152	Ag003G220170	El004G229400
OG0016153	Ag003G220360	El004G229380
OG0016154	Ag003G220670	El004G229280
OG0016155	Ag003G220680	El004G229270
OG0016156	Ag003G221890	El004G229060
OG0016157	Ag003G222130	El004G229040
OG0016158	Ag003G222400	El004G228950
OG0016159	Ag003G222480	El004G228900
OG0016160	Ag003G223490	El004G228620
OG0016161	Ag003G224750	El004G228290
OG0016162	Ag003G225120	El004G228260
OG0016163	Ag003G225610	El004G228160
OG0016164	Ag007G584390	El002G128950
OG0016165	Ag003G226150	El004G228020
OG0016166	Ag003G226190	El004G228000
OG0016167	Ag003G226250	El004G227970
OG0016168	Ag003G227040	El004G227800
OG0016169	Ag003G227640	El004G227620
OG0016170	Ag003G228200	El004G227540
OG0016171	Ag003G228670	El004G227460
OG0016172	Ag003G228710	El004G227420
OG0016173	Ag003G229370	El004G227320
OG0016174	Ag003G229580	El004G227230
OG0016175	Ag003G229900	El004G227180
OG0016176	Ag003G229910	El004G227170
OG0016177	Ag003G230470	El004G227120
OG0016178	Ag003G230640	El004G227080
OG0016179	Ag003G231640	El004G226870
OG0016180	Ag003G231650	El004G226860
OG0016181	Ag003G231770	El004G226800
OG0016182	Ag003G233240	El004G226550
OG0016185	Ag003G235020	El004G226020
OG0016186	Ag003G236440, Ag006G540890	El004G225640
OG0016187	Ag003G236620	El004G225560
OG0016188	Ag003G236730	El004G225490
OG0016189	Ag003G237150	El004G225290
OG0016190	Ag003G237580	El004G225250
OG0016191	Ag003G237610	El006G306340, El004G225220
OG0016192	Ag003G237630	El004G225200
OG0016193	Ag003G237810	El004G225170
OG0016194	Ag003G238170	El004G225100
OG0016195	Ag003G238990	El004G224770
OG0016196	Ag003G239300	El004G224590
OG0016197	Ag003G239460	El004G224570
OG0016198	Ag003G239660	El004G224550
OG0016199	Ag003G212710	El004G232220
OG0016200	Ag003G212470	El004G232320
OG0016201	Ag003G212460	El004G232330
OG0016202	Ag003G212420	El004G232360
OG0016203	Ag003G212290	El004G232420
OG0016204	Ag003G211870	El004G232760
OG0016205	Ag003G211190	El004G233110
OG0016206	Ag003G210640	El004G233350
OG0016207	Ag003G210510	El004G233450
OG0016208	Ag003G208200	El004G234330
OG0016209	Ag003G208190	El004G234340
OG0016210	Ag003G208060	El004G234440
OG0016211	Ag003G207960	El004G234450
OG0016212	Ag003G207900	El004G234500
OG0016213	Ag003G207630	El004G234650
OG0016214	Ag003G207820	El004G234810
OG0016215	Ag003G207760	El004G234760
OG0016216	Ag003G207750	El004G234750
OG0016217	Ag003G207740	El004G234740
OG0016218	Ag005G470570	El005G248610
OG0016219	Ag006G516370, Ag005G470300	El005G248760
OG0016220	Ag005G469910	El005G249030
OG0016222	Ag005G469000	El005G249490
OG0016223	Ag005G468490	El005G249650
OG0016224	Ag005G468460	El007G347790
OG0016225	Ag005G468310	El005G249780
OG0016226	Ag005G467800	El005G250130
OG0016227	Ag005G466440	El007G352460, El005G250350
OG0016228	Ag005G465150	El005G251110
OG0016229	Ag005G464930	El005G251210
OG0016230	Ag005G464500	El005G251480
OG0016231	Ag005G463790	El005G251980
OG0016233	Ag005G462870	El005G252360
OG0016234	Ag005G462440	El005G252580
OG0016235	Ag005G462410	El005G252640
OG0016236	Ag005G461690	El005G252930
OG0016237	Ag005G461490	El005G253000
OG0016238	Ag005G461480	El005G253010
OG0016239	Ag005G461470	El005G253020
OG0016240	Ag005G461440	El005G253050
OG0016241	Ag007G595700	El002G120110, El002G120070
OG0016242	Ag005G460930	El005G253340
OG0016243	Ag005G460010	El005G253530
OG0016245	Ag005G459610	El005G253730
OG0016246	Ag005G459530	El005G253750
OG0016247	Ag005G459320	El005G253850
OG0016248	Ag005G459290	El005G253880
OG0016249	Ag005G458950, Ag005G454460	El005G254060
OG0016250	Ag005G458040	El005G254310
OG0016251	Ag005G457910	El005G254380
OG0016252	Ag005G457880	El005G254410
OG0016253	Ag005G457570	El005G254500
OG0016254	Ag005G456570	El005G254790
OG0016255	Ag005G456520	El005G254870
OG0016256	Ag005G456350	El005G255060
OG0016257	Ag005G456230	El005G255150
OG0016258	Ag005G456150	El005G255220
OG0016259	Ag005G454850	El005G255670
OG0016260	Ag005G454530, Ag005G453660	El005G255860
OG0016261	Ag003G274270, Ag005G453440	El005G255980
OG0016263	Ag005G452670	El005G256310
OG0016264	Ag005G451010	El005G256530
OG0016265	Ag005G450750	El005G256610
OG0016266	Ag005G448860	El005G257140
OG0016267	Ag005G448810	El005G257160
OG0016268	Ag005G448630	El005G257250
OG0016269	Ag005G448470	El005G257330
OG0016270	Ag005G448400	El005G257340
OG0016271	Ag005G448160	El005G257480
OG0016272	Ag005G445900	El005G258310
OG0016273	Ag004G378700	El004G198400, El004G198390
OG0016274	Ag005G444720	El005G258590
OG0016275	Ag005G444710	El005G258680
OG0016276	Ag005G444590	El005G258750
OG0016277	Ag005G428490	El005G268160
OG0016278	Ag005G441330	El005G259850
OG0016279	Ag005G441660	El005G259650
OG0016280	Ag005G441750	El005G259570
OG0016281	Ag005G439600	El005G260840
OG0016282	Ag005G439160	El005G261030
OG0016283	Ag005G438330	El005G261330
OG0016284	Ag005G435790	El005G264030
OG0016285	Ag005G435560	El005G264430
OG0016289	Ag005G431190	El005G267140
OG0016290	Ag005G431160	El005G267170
OG0016291	Ag005G429730	El005G267730
OG0016292	Ag005G428960	El005G267880
OG0016293	Ag005G428920	El005G267910
OG0016294	Ag003G231970	El006G314170
OG0016295	Ag007G601240	El005G268460
OG0016297	Ag005G427470	El005G268630
OG0016298	Ag004G332830	El005G269220
OG0016299	Ag005G426880	El005G268970
OG0016300	Ag005G425880	El005G269900
OG0016301	Ag005G426100	El005G269560
OG0016302	Ag007G636910	El005G271450
OG0016303	Ag008G683560	El007G340910
OG0016304	Ag005G423530, Ag005G422720	El005G271860
OG0016307	Ag007G649370	El005G271890
OG0016308	Ag004G299150	El005G271500
OG0016309	Ag005G420290	El005G271950
OG0016310	Ag005G420490	El005G271980
OG0016311	Ag005G420370	El005G271990
OG0016312	Ag005G420450	El005G272000
OG0016313	Ag005G420350	El005G272020
OG0016314	Ag005G420320	El005G272040
OG0016315	Ag001G032350	El005G272200
OG0016316	Ag005G419990	El005G272220
OG0016317	Ag005G419950	El005G272310
OG0016318	Ag005G419940	El005G272350
OG0016319	Ag001G041980	El003G181930
OG0016321	Ag005G419670	El005G272690
OG0016322	Ag008G701770	El005G272720
OG0016323	Ag005G419520	El005G272760
OG0016324	Ag005G419440	El005G272770
OG0016325	Ag005G419160	El005G273090
OG0016326	Ag005G417950	El005G273680
OG0016327	Ag005G417710	El005G273880
OG0016328	Ag005G417360	El005G274040
OG0016329	Ag005G417310	El005G274120
OG0016330	Ag005G416880	El005G274710
OG0016331	Ag002G103360, Ag005G416360	El005G274580
OG0016332	Ag005G414080	El005G275200
OG0016333	Ag002G201160	El005G275540
OG0016335	Ag005G412850	El005G275720
OG0016336	Ag005G410490	El005G276930
OG0016337	Ag005G410980	El005G276700
OG0016338	Ag005G411090	El005G276650
OG0016339	Ag005G411240	El005G276630
OG0016340	Ag008G701790	El005G276450
OG0016341	Ag005G409040	El005G277310
OG0016342	Ag005G408110	El005G277540
OG0016343	Ag005G407180	El005G277770
OG0016344	Ag005G406980	El005G277830
OG0016345	Ag005G405370	El005G278140
OG0016346	Ag014G742020	El005G278340
OG0016347	Ag014G741970	El005G278360
OG0016348	Ag005G402470	El005G278460
OG0016349	Ag005G402730	El005G278560
OG0016350	Ag005G402740	El005G278570
OG0016351	Ag005G402990	El005G278690
OG0016353	Ag001G072510	El005G279260
OG0016354	Ag005G436890	El005G279560
OG0016355	Ag001G000860	El002G141050
OG0016356	Ag001G000880	El002G141020
OG0016357	Ag001G000990	El002G140950
OG0016358	Ag001G001090	El002G140830
OG0016359	Ag001G001370	El002G140660
OG0016360	Ag001G001480	El002G140590
OG0016361	Ag001G002390	El002G140320
OG0016362	Ag001G002840	El002G140130
OG0016363	Ag001G002960	El002G140510, El002G140040
OG0016364	Ag005G468110	El005G249900
OG0016365	Ag001G003820	El005G262580, El002G139710
OG0016366	Ag005G466470	El005G250320
OG0016367	Ag001G004600	El002G139380
OG0016368	Ag001G005100	El002G139240
OG0016369	Ag001G006520	El002G138370
OG0016370	Ag001G006820	El002G138530
OG0016371	Ag001G007120	El002G138020
OG0016372	Ag001G007630	El002G137700
OG0016373	Ag001G007650	El002G137690
OG0016374	Ag001G007710	El002G137660
OG0016375	Ag001G008070	El002G137490
OG0016376	Ag001G008270	El002G137450
OG0016377	Ag001G008390	El002G137350
OG0016378	Ag001G008740	El002G137070
OG0016379	Ag001G008940	El002G137040
OG0016380	Ag001G009050	El002G136890
OG0016381	Ag001G009170	El002G136830
OG0016382	Ag001G009260	El002G136790
OG0016383	Ag001G012230	El002G135200
OG0016384	Ag001G011860	El002G135400
OG0016385	Ag001G011850	El002G135410
OG0016386	Ag001G011600	El006G319860
OG0016387	Ag001G011240	El002G135700
OG0016388	Ag001G011010	El002G135780
OG0016389	Ag001G011000	El002G135790
OG0016390	Ag001G014030	El002G134860
OG0016391	Ag001G014120	El002G134830
OG0016392	Ag001G014460	El002G134770
OG0016393	Ag001G016230	El002G134430
OG0016394	Ag001G016580	El002G134230
OG0016395	Ag001G016910	El002G134180
OG0016396	Ag001G017090	El002G134150
OG0016397	Ag001G017530	El002G134060
OG0016398	Ag001G019840	El002G133520
OG0016399	Ag001G019880	El002G133480
OG0016400	Ag001G019890	El002G133470
OG0016401	Ag001G020400	El002G133460
OG0016402	Ag001G020720	El002G133390
OG0016403	Ag001G021280	El002G133250
OG0016404	Ag001G024880	El002G132220
OG0016405	Ag001G024920	El002G132020
OG0016406	Ag001G025590	El002G131880
OG0016407	Ag001G026040	El002G131790
OG0016409	Ag001G026880	El002G131490
OG0016410	Ag001G027220	El002G131470
OG0016411	Ag001G027290	El002G131430
OG0016412	Ag001G027730	El002G131370
OG0016413	Ag001G028460	El003G171380
OG0016414	Ag001G029380	El003G171530
OG0016415	Ag001G031210, Ag001G029930	El003G171860
OG0016416	Ag001G031910	El003G172270
OG0016417	Ag001G032170	El003G172290, El007G343600
OG0016418	Ag001G032110	El007G343590
OG0016420	Ag007G580470	El002G117180
OG0016421	Ag002G160610	El006G296830
OG0016422	Ag001G065160	El001G022270
OG0016423	Ag001G064670	El001G022380
OG0016424	Ag001G064440	El001G022570
OG0016425	Ag001G064270	El001G022650
OG0016426	Ag001G069060	El001G022930
OG0016427	Ag001G069220	El001G023030
OG0016428	Ag001G069230	El001G023040
OG0016429	Ag001G069250	El001G023060
OG0016430	Ag001G071570	El001G023690
OG0016432	Ag004G328210	El002G101900
OG0016434	Ag001G073620	El001G024580
OG0016435	Ag001G073660	El001G024610, El001G024620
OG0016436	Ag001G065900	El001G022150
OG0016437	Ag001G065540	El001G022220
OG0016438	Ag001G066160	El001G022060
OG0016439	Ag001G066260	El001G022010
OG0016440	Ag001G066620	El001G021900
OG0016441	Ag003G242250	El002G108800
OG0016442	Ag001G066640	El001G021880
OG0016443	Ag001G066630	El001G021890
OG0016444	Ag001G075320	El001G025270
OG0016445	Ag001G075820	El001G025430
OG0016446	Ag001G076210	El001G025640
OG0016447	Ag001G076420	El001G025700
OG0016448	Ag001G076440	El001G025730
OG0016449	Ag001G078260	El001G026220
OG0016450	Ag001G078310	El001G026290
OG0016451	Ag001G078460	El001G026320
OG0016452	Ag001G080450	El001G027310
OG0016453	Ag001G080670	El001G027430
OG0016454	Ag001G080930	El001G027530
OG0016455	Ag001G081040	El001G027560
OG0016456	Ag001G081550	El001G027740
OG0016457	Ag001G082060	El001G028000
OG0016458	Ag001G082370	El001G028100
OG0016459	Ag001G083030	El001G028260
OG0016460	Ag001G083500	El001G028420
OG0016461	Ag001G083790	El001G028560
OG0016462	Ag001G085040	El001G029000
OG0016463	Ag001G085140	El001G029040
OG0016464	Ag001G085190	El001G029080
OG0016465	Ag001G085490	El001G029290
OG0016466	Ag001G085650	El001G029340
OG0016467	Ag001G085660	El001G029350
OG0016468	Ag001G086000	El001G029510
OG0016469	Ag001G075740	El001G025390
OG0016470	Ag001G087950	El001G030080
OG0016471	Ag001G087960	El001G030090
OG0016472	Ag001G088040	El001G030160
OG0016473	Ag001G088820	El001G030460
OG0016474	Ag001G090620	El003G187780
OG0016475	Ag001G090810	El001G031100
OG0016476	Ag001G091310	El001G031340
OG0016477	Ag005G425730	El005G270030
OG0016478	Ag001G091770	El001G031590
OG0016479	Ag001G091810	El001G031630
OG0016480	Ag001G092360	El001G031850
OG0016481	Ag001G092720	El001G032050
OG0016482	Ag001G093070	El001G032240
OG0016483	Ag001G093680	El001G032790
OG0016484	Ag001G093990, Ag001G093940	El001G033040
OG0016485	Ag001G094630	El001G033380
OG0016486	Ag001G094840	El001G033500
OG0016487	Ag001G094930	El001G033550
OG0016488	Ag001G095200	El001G033710
OG0016489	Ag001G095580	El001G033950
OG0016490	Ag001G096000	El001G034090
OG0016491	Ag001G096410	El001G034290
OG0016492	Ag001G096810	El001G034480
OG0016493	Ag001G097390	El001G034630
OG0016494	Ag001G097400	El001G034640
OG0016495	Ag001G098130	El001G035110
OG0016496	Ag001G098080	El001G034990
OG0016497	Ag001G098430	El001G035370
OG0016498	Ag001G098470	El001G035410
OG0016499	Ag001G098510	El001G035450
OG0016500	Ag001G098750	El001G035640
OG0016501	Ag001G098770	El001G035660
OG0016502	Ag001G098790	El001G035670
OG0016503	Ag001G098800	El001G035680
OG0016504	Ag001G098880	El001G035780
OG0016505	Ag001G098910	El001G035810
OG0016506	Ag001G098980	El001G035870
OG0016507	Ag001G099000	El001G035890
OG0016508	Ag001G099040	El001G035930
OG0016509	Ag001G099050	El001G035940
OG0016510	Ag004G314220, Ag001G000320	El005G271060, El002G141320
OG0016511	Ag001G008530	El002G137220
OG0016512	Ag001G009530, Ag001G009380	El002G136710
OG0016512	Ag001G009540	El002G136700
OG0016513	Ag001G031820	El003G172190
OG0016514	Ag002G103390, Ag001G037050, Ag005G405390, Ag007G603970, Ag005G421660, Ag003G291470, Ag003G225110, Ag008G668000, Ag002G102630, Ag008G668120	El001G046410
OG0016515	Ag001G039090	El007G348180
OG0016516	Ag001G059910, Ag001G063310	El001G021190
OG0016517	Ag001G070970	El001G023610
OG0016518	Ag001G073270	El001G024460
OG0016519	Ag001G085510, Ag002G120050	El001G029300
OG0016520	Ag001G085900, Ag002G119620, Ag001G085800	El001G029470
OG0016521	Ag001G090850	El007G350400
OG0016522	Ag001G091240, Ag005G470190	El001G031310
OG0016523	Ag001G092620	El006G318920
OG0016524	Ag001G092680	El001G032020
OG0016525	Ag001G093920	El001G033020
OG0016526	Ag001G095840	El003G153510, El001G034030
OG0016527	Ag001G102060	El003G171320
OG0016528	Ag002G107160, Ag002G110660, Ag002G110710, Ag002G107260	El007G364190
OG0016529	Ag002G120240	El007G365810
OG0016530	Ag002G123670	El007G366940
OG0016531	Ag002G124480, Ag002G124900	El007G361620
OG0016533	Ag002G162240	El006G296080
OG0016535	Ag002G175840	El006G291930
OG0016536	Ag002G196610	El006G285680
OG0016537	Ag002G204670	El006G280810
OG0016538	Ag004G318310	El006G319180
OG0016539	Ag003G218100	El004G230500
OG0016540	Ag003G218250	El003G183510
OG0016541	Ag003G251980	El003G156660
OG0016542	Ag003G278050	El003G149860
OG0016543	Ag003G278540	El007G344190
OG0016544	Ag003G284480, Ag003G285650, Ag003G283320	El003G189950
OG0016545	Ag003G297050	El003G141720
OG0016546	Ag004G298760	El002G083770
OG0016547	Ag004G302600	El002G086560
OG0016548	Ag004G304910	El002G088230
OG0016549	Ag004G306740	El002G089770
OG0016550	Ag004G309060	El006G311330
OG0016551	Ag004G309300	El002G091830
OG0016552	Ag004G311900	El002G093410
OG0016553	Ag004G313360	El002G094410
OG0016555	Ag004G315100	El002G095390
OG0016556	Ag004G318500, Ag004G370330	El002G097680, El002G097300
OG0016558	Ag004G322940	El002G099450
OG0016559	Ag004G327560	El002G101640
OG0016560	Ag004G328560	El002G101970
OG0016562	Ag004G334570	El002G104960
OG0016563	Ag004G346270	El004G221540
OG0016565	Ag004G355010	El004G218230
OG0016566	Ag004G376790	El004G199270
OG0016568	Ag004G395670, Ag004G391160	El007G357000
OG0016569	Ag005G433840, Ag005G432480	El005G265670
OG0016570	Ag005G464270	El005G251710
OG0016571	Ag005G472460	El005G247320
OG0016572	Ag005G474480	El005G246220
OG0016573	Ag005G476380	El005G245080
OG0016574	Ag005G479640	El005G242740
OG0016575	Ag005G482020	El005G241400, El003G169390
OG0016576	Ag005G490320	El005G235980
OG0016577	Ag006G492280	El001G081250
OG0016578	Ag006G497320	El001G078460
OG0016579	Ag006G501880	El001G076250
OG0016580	Ag006G504640	El001G075390
OG0016581	Ag006G505090	El001G075250
OG0016582	Ag006G506850	El001G074610
OG0016583	Ag006G520750	El006G321440
OG0016584	Ag006G535970	El002G123030
OG0016585	Ag006G539940, Ag006G537450	El002G121260
OG0016586	Ag006G540770	El002G120550
OG0016587	Ag006G548360	El003G161570
OG0016588	Ag006G555910	El003G163820
OG0016589	Ag006G560950	El002G128290
OG0016591	Ag006G577880	El003G169940, El003G169960
OG0016592	Ag007G583880	El002G113600
OG0016593	Ag007G586500	El001G004220
OG0016594	Ag007G590420	El006G300420
OG0016596	Ag007G592250	El006G302080
OG0016597	Ag007G596800	El006G306570
OG0016598	Ag007G600530	El001G073870
OG0016599	Ag007G602500	El001G072490
OG0016600	Ag007G604190	El001G071920
OG0016601	Ag007G606610	El001G070490
OG0016602	Ag007G610030	El001G068860
OG0016603	Ag007G612080	El001G068060
OG0016604	Ag007G612930	El001G067750
OG0016606	Ag007G643970	El007G347720
OG0016607	Ag007G644040	El007G347900
OG0016608	Ag007G646820	El003G187120
OG0016609	Ag008G691490	El001G018610
OG0016610	Ag008G692970	El002G109840
OG0016611	Ag008G705380	El007G333340
OG0016613	Ag008G721930	El001G054740
OG0016658	Ag003G254080	El003G155490
OG0016659	Ag003G254100	El003G155460
OG0016660	Ag003G254120	El003G155440
OG0016664	Ag003G257020	El003G154460
OG0016665	Ag003G259030	El003G153380
OG0016666	Ag003G260230, Ag003G260210	El003G153120
OG0016667	Ag003G260500	El003G153050
OG0016668	Ag003G260510	El003G153040
OG0016669	Ag003G268360	El003G151670
OG0016670	Ag003G268740	El003G151610
OG0016671	Ag003G271450	El003G151050
OG0016672	Ag003G279180	El003G150320
OG0016673	Ag003G278140	El003G149940
OG0016675	Ag003G276010	El003G149200
OG0016676	Ag003G275880	El003G149140
OG0016677	Ag003G275820	El003G149100
OG0016679	Ag003G280990	El003G148290
OG0016680	Ag007G602790, Ag005G465180	El005G251170
OG0016681	Ag003G282700	El003G147670
OG0016682	Ag007G579550	El002G118200
OG0016683	Ag007G579210	El002G118670
OG0016684	Ag007G579130	El002G118730
OG0016685	Ag007G579110	El002G118770
OG0016686	Ag007G578300	El002G119640
OG0016687	Ag007G578220	El002G119730
OG0016688	Ag007G580540	El003G182080
OG0016689	Ag004G364630	El004G210540
OG0016690	Ag004G364990, Ag004G365520	El004G209390
OG0016691	Ag004G366270	El004G208610
OG0016692	Ag004G366410	El004G208330
OG0016693	Ag004G366790	El004G206930
OG0016694	Ag004G368210	El004G204660
OG0016695	Ag004G368550	El004G203390
OG0016696	Ag004G369030, Ag007G652180	El004G203050
OG0016697	Ag004G369160	El004G202780
OG0016698	Ag004G370540	El004G201460
OG0016699	Ag004G371690	El004G201100
OG0016700	Ag004G371730	El004G201090
OG0016701	Ag004G371820	El004G201060
OG0016702	Ag004G373180	El004G200470
OG0016703	Ag004G374130	El004G200080
OG0016704	Ag004G378290	El004G198650
OG0016709	Ag008G662040	El001G038200
OG0016710	Ag008G662050	El001G038210
OG0016712	Ag008G663420	El001G039190
OG0016714	Ag008G665620	El001G040260
OG0016715	Ag008G666620	El001G040860
OG0016716	Ag008G667160	El001G041140
OG0016717	Ag008G670850	El001G042650
OG0016718	Ag008G671850, Ag004G324710	El001G042970
OG0016719	Ag002G112860, Ag002G108860	El001G043060
OG0016720	Ag008G672300	El001G043660
OG0016721	Ag006G562120	El001G045210
OG0016722	Ag005G431770	El005G266770
OG0016725	Ag004G356870	El004G217170
OG0016726	Ag004G357550	El004G217010
OG0016727	Ag004G358030	El004G216300
OG0016728	Ag004G358570	El004G215780
OG0016729	Ag004G359240	El004G215560
OG0016731	Ag004G366750	El004G213690
OG0016732	Ag004G343600	El004G213610
OG0016733	Ag004G363890	El004G212170
OG0016735	Ag004G363470	El004G211610
OG0016736	Ag004G363750	El004G211050
OG0016738	Ag004G364400	El004G210850
OG0016739	Ag004G402050	El004G193800
OG0016740	Ag004G401930, Ag007G592840	El004G193850
OG0016741	Ag004G400400	El004G194150
OG0016742	Ag004G381410	El004G197340
OG0016743	Ag004G380960	El004G197540
OG0016744	Ag004G379530	El004G198170
OG0016745	Ag004G379080	El004G198300
OG0016746	Ag004G379150	El004G198250
OG0016747	Ag005G471140	El005G248320
OG0016748	Ag003G245950	El003G158700
OG0016749	Ag005G454890	El003G158390
OG0016752	Ag002G188000, Ag002G187980	El006G288790
OG0016753	Ag005G478020	El005G244310
OG0016754	Ag005G476920	El005G244710
OG0016755	Ag005G476770	El005G244800
OG0016756	Ag005G476560	El005G244990
OG0016758	Ag006G495310	El001G079520
OG0016759	Ag005G476030	El005G245310
OG0016760	Ag005G475690	El005G245730
OG0016761	Ag005G474830	El005G246010
OG0016762	Ag005G474150	El005G246430
OG0016763	Ag007G603710	El001G072090
OG0016764	Ag005G473030	El005G247000
OG0016765	Ag005G464580	El005G271810
OG0016766	Ag008G730450	El007G326640
OG0016767	Ag001G040260	El001G011520
OG0016769	Ag001G032000	El007G344520
OG0016773	Ag008G677140	El007G343090
OG0016774	Ag008G680530	El007G342060
OG0016776	Ag008G680920	El007G341970
OG0016779	Ag008G681620	El007G341410
OG0016780	Ag002G187740	El007G340770
OG0016781	Ag008G683760	El007G340740
OG0016782	Ag008G684900	El007G340110
OG0016783	Ag008G686600	El007G339610
OG0016784	Ag008G694930	El007G337030
OG0016786	Ag008G698420	El007G335830
OG0016787	Ag008G699790	El007G335320
OG0016788	Ag008G700410	El007G335080
OG0016789	Ag008G701460	El007G334720
OG0016790	Ag008G702670	El007G334270
OG0016791	Ag008G703010	El007G334190
OG0016793	Ag007G609440	El001G069140
OG0016794	Ag007G607640	El001G070060
OG0016795	Ag007G607430	El001G070220
OG0016797	Ag007G606590	El001G070510
OG0016798	Ag007G606110	El001G070930
OG0016799	Ag007G605930	El001G071020
OG0016800	Ag007G605840	El001G071080
OG0016801	Ag007G605590	El001G071210
OG0016802	Ag007G604930, Ag006G493770	El001G071490
OG0016804	Ag007G604480	El001G071690
OG0016805	Ag007G604100	El001G071960
OG0016806	Ag007G603740	El001G072070
OG0016807	Ag007G602250	El001G072660
OG0016808	Ag007G602150	El001G072760
OG0016809	Ag007G602060	El001G072840
OG0016810	Ag008G680420, Ag007G602020	El001G072880
OG0016811	Ag007G602010	El001G072890
OG0016812	Ag007G601090	El001G073490
OG0016813	Ag007G600690	El001G073730
OG0016814	Ag005G430260, Ag007G600610	El001G073790
OG0016815	Ag007G600590	El001G073830
OG0016816	Ag006G508170	El001G074400
OG0016817	Ag006G575770	El003G168600
OG0016819	Ag006G575260	El003G168330
OG0016820	Ag006G574220	El003G167870
OG0016821	Ag006G572980	El003G167240
OG0016822	Ag006G571820	El003G166920
OG0016823	Ag006G571240	El003G166670
OG0016824	Ag006G569890	El003G166280
OG0016825	Ag006G559730	El003G165660
OG0016826	Ag006G559820	El003G165640
OG0016827	Ag006G561160	El003G165480
OG0016828	Ag006G561380	El003G165380
OG0016829	Ag006G563480	El003G165020
OG0016830	Ag006G564120	El003G164840
OG0016831	Ag006G565690	El003G164560
OG0016833	Ag006G567580	El003G163940
OG0016834	Ag006G553000, Ag002G118640	El003G163230
OG0016835	Ag006G539920, Ag006G537430	El002G121280
OG0016836	Ag006G536640, Ag006G539230	El002G122270
OG0016837	Ag006G536460, Ag006G538980	El002G122560
OG0016838	Ag006G535740	El002G123340
OG0016839	Ag006G535670	El002G123440
OG0016840	Ag006G534870	El002G124920
OG0016841	Ag001G005970	El003G182710
OG0016843	Ag006G531040	El002G126750
OG0016844	Ag001G027380	El002G126270
OG0016845	Ag008G705000	El007G333600
OG0016846	Ag007G585130	El002G130280
OG0016847	Ag007G584990	El002G130130
OG0016848	Ag007G584890	El002G129680
OG0016849	Ag007G584860	El002G129440
OG0016850	Ag007G584780	El002G113270
OG0016851	Ag007G584770	El002G113260
OG0016852	Ag007G584550	El002G128700
OG0016853	Ag007G583940	El002G113550
OG0016854	Ag007G584130	El002G113310
OG0016855	Ag007G583320	El002G113970
OG0016856	Ag007G583270	El002G113990
OG0016858	Ag007G582710	El002G114620
