Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0012975	Ag001G077370	Aa_G507210.h1.t1
OG0012976	Ag007G584400	Aa_G247600.h1.t1
OG0012977	Ag008G699830	Aa_G247640.h1.t1
OG0012980	Ag007G647200	Aa_G110090.h1.t1
OG0012981	Ag004G356610	Aa_G108700.h1.t1, Aa_G108700.h2.t1
OG0012982	Ag004G356660	Aa_G108690.h2.t1, Aa_G108690.h1.t1
OG0012983	Ag004G357180	Aa_G21320.h1.t1
OG0012984	Ag004G357270	Aa_G510250.h1.t1
OG0012986	Ag004G358240	Aa_G454580.h1.t1
OG0012987	Ag004G359640	Aa_G149770.h1.t1
OG0012988	Ag004G359900, Ag002G193810	Aa_G30810.h1.t1
OG0012989	Ag004G359980	Aa_G30800.h1.t1
OG0012990	Ag004G362490	Aa_G562950.h1.t1
OG0012991	Ag004G363670	Aa_G664060.h1.t1
OG0012992	Ag004G364120	Aa_G474720.h1.t1
OG0012993	Ag004G364100	Aa_G474690.h1.t1
OG0012994	Ag004G363880	Aa_G714830.h1.t1
OG0012995	Ag007G645800	Aa_G212960.h1.t1, Aa_G213100.h1.t1
OG0012996	Ag004G364370	Aa_G204520.h1.t1
OG0012997	Ag006G539070, Ag006G536540	Aa_G87470.h1.t1
OG0012998	Ag004G401970	Aa_G615230.h1.t1
OG0012999	Ag004G401650	Aa_G683720.h1.t1
OG0013000	Ag004G400020	Aa_G186150.h1.t1
OG0013002	Ag004G397990, Ag004G397970	Aa_G135560.h1.t1
OG0013003	Ag004G397980, Ag004G397950	Aa_G135550.h1.t1
OG0013004	Ag004G397070	Aa_G324240.h1.t1
OG0013005	Ag004G396990	Aa_G324260.h1.t1
OG0013006	Ag004G396530, Ag004G392000	Aa_G324280.h1.t1
OG0013007	Ag004G396510, Ag004G391980	Aa_G324290.h1.t1
OG0013008	Ag004G396490, Ag004G391920	Aa_G701650.h1.t1
OG0013009	Ag004G395400, Ag004G390610	Aa_G361530.h1.t1
OG0013010	Ag004G394410, Ag004G389440	Aa_G65820.h1.t1
OG0013011	Ag004G388850, Ag004G393800	Aa_G234460.h1.t1
OG0013012	Ag004G386980	Aa_G462410.h1.t1
OG0013013	Ag004G386470	Aa_G316680.h1.t1
OG0013014	Ag004G386120	Aa_G167420.h1.t1, Aa_G72520.h1.t1
OG0013015	Ag004G316680	Aa_G292010.h1.t1
OG0013016	Ag004G382530	Aa_G579360.h1.t1
OG0013017	Ag004G381900	Aa_G274730.h1.t1
OG0013018	Ag004G380860	Aa_G357370.h1.t1
OG0013019	Ag004G380820	Aa_G262900.h1.t1
OG0013020	Ag004G379680	Aa_G211440.h1.t1
OG0013021	Ag004G315150	Aa_G739690.h1.t1
OG0013022	Ag004G379490	Aa_G408930.h1.t1
OG0013023	Ag004G379450	Aa_G408890.h1.t1
OG0013024	Ag001G008460	Aa_G740.h1.t1
OG0013028	Ag006G515580	Aa_G42960.h1.t1
OG0013029	Ag007G644890	Aa_G333580.h1.t1
OG0013030	Ag002G190230	Aa_G124010.h1.t1
OG0013031	Ag002G189600	Aa_G88470.h1.t1
OG0013032	Ag002G188780, Ag002G188770	Aa_G144300.h1.t1
OG0013033	Ag002G188820	Aa_G684880.h1.t1
OG0013034	Ag003G241020, Ag002G188420	Aa_G281390.h1.t1
OG0013035	Ag002G187860	Aa_G401720.h1.t1
OG0013036	Ag002G187450	Aa_G371030.h1.t1, Aa_G144120.h1.t1
OG0013037	Ag005G478190	Aa_G24070.h1.t1
OG0013038	Ag005G477890	Aa_G101340.h1.t1
OG0013039	Ag005G477790	Aa_G643950.h1.t1
OG0013040	Ag005G476760	Aa_G34740.h1.t1
OG0013041	Ag005G476750	Aa_G34730.h1.t1
OG0013042	Ag005G476260	Aa_G324480.h1.t1
OG0013043	Ag005G476050	Aa_G616430.h1.t1
OG0013044	Ag002G118900	Aa_G92230.h1.t1
OG0013045	Ag005G475980	Aa_G569390.h1.t1
OG0013046	Ag005G475920	Aa_G551280.h1.t1
OG0013047	Ag005G475900	Aa_G322260.h1.t1
OG0013048	Ag005G475890	Aa_G322250.h1.t1, Aa_G322180.h1.t1
OG0013049	Ag005G475660, Ag004G360630	Aa_G338750.h1.t1
OG0013050	Ag005G475640	Aa_G678920.h1.t1
OG0013051	Ag008G719430	Aa_G181280.h1.t1
OG0013052	Ag005G474820	Aa_G137110.h1.t1
OG0013053	Ag005G474780	Aa_G137090.h1.t1
OG0013054	Ag005G474730, Ag002G106720	Aa_G137050.h1.t1
OG0013055	Ag005G474470	Aa_G136910.h1.t1
OG0013056	Ag004G313370	Aa_G804110.h1.t1
OG0013057	Ag005G473680	Aa_G195540.h1.t1
OG0013058	Ag005G472720	Aa_G216030.h1.t1
OG0013059	Ag005G472660	Aa_G397630.h1.t1
OG0013060	Ag005G471840	Aa_G5420.h1.t1
OG0013061	Ag005G471830	Aa_G5380.h1.t1
OG0013062	Ag005G471740	Aa_G5320.h1.t1
OG0013063	Ag005G471700	Aa_G5280.h1.t1
OG0013064	Ag007G591500	Aa_G359480.h1.t1
OG0013065	Ag005G471400	Aa_G40550.h1.t1
OG0013066	Ag007G582350	Aa_G391290.h1.t1
OG0013068	Ag001G041320	Aa_G82830.h1.t1
OG0013069	Ag001G041340	Aa_G184800.h1.t1
OG0013070	Ag001G047110, Ag001G045680	Aa_G82850.h1.t1
OG0013071	Ag001G046870, Ag001G044570	Aa_G201660.h1.t1
OG0013072	Ag001G040640	Aa_G201710.h1.t1
OG0013073	Ag004G326830	Aa_G161730.h1.t1
OG0013074	Ag001G040980	Aa_G209960.h1.t1
OG0013075	Ag001G040390	Aa_G73920.h1.t1
OG0013076	Ag003G278550	Aa_G415910.h1.t1
OG0013077	Ag001G041080	Aa_G142850.h1.t1
OG0013078	Ag004G384740	Aa_G125950.h1.t1
OG0013080	Ag005G427210	Aa_G86390.h1.t1
OG0013081	Ag008G677130	Aa_G153080.h1.t1
OG0013082	Ag008G676600, Ag008G676590	Aa_G83890.h1.t1
OG0013083	Ag002G160170	Aa_G83960.h1.t1
OG0013084	Ag001G094810	Aa_G338430.h1.t1
OG0013085	Ag008G680270	Aa_G101880.h1.t1
OG0013088	Ag008G681220	Aa_G620250.h1.t1
OG0013089	Ag008G681610, Ag008G668450	Aa_G247210.h1.t1
OG0013090	Ag008G681750	Aa_G411490.h1.t1
OG0013092	Ag008G684640	Aa_G308730.h1.t1
OG0013093	Ag008G686480	Aa_G198290.h1.t1
OG0013094	Ag003G252640	Aa_G212570.h1.t1
OG0013095	Ag008G690150, Ag008G688280	Aa_G88150.h1.t1
OG0013096	Ag008G690160, Ag008G688270	Aa_G88160.h1.t1
OG0013098	Ag008G688210, Ag008G690240	Aa_G141240.h1.t1
OG0013099	Ag008G687980	Aa_G141190.h1.t1
OG0013100	Ag008G687970	Aa_G141180.h1.t1
OG0013101	Ag008G687850	Aa_G141150.h1.t1
OG0013103	Ag008G689590, Ag008G688910	Aa_G54510.h1.t1
OG0013104	Ag001G057760, Ag008G685470	Aa_G123530.h1.t1
OG0013105	Ag002G104720	Aa_G188670.h1.t1
OG0013107	Ag008G694020	Aa_G149110.h1.t1
OG0013108	Ag008G694030	Aa_G149100.h1.t1
OG0013109	Ag008G694040	Aa_G149090.h1.t1
OG0013111	Ag008G694110	Aa_G149060.h1.t1
OG0013113	Ag008G694950	Aa_G167200.h1.t1
OG0013114	Ag003G250690	Aa_G86640.h1.t1
OG0013115	Ag008G695180	Aa_G723910.h1.t1
OG0013116	Ag008G695640	Aa_G48390.h1.t1
OG0013117	Ag008G696200	Aa_G679180.h1.t1
OG0013118	Ag008G697180, Ag008G696360	Aa_G417970.h1.t1
OG0013119	Ag008G696830	Aa_G441230.h1.t1
OG0013121	Ag008G698270	Aa_G216690.h1.t1
OG0013122	Ag008G698440	Aa_G574520.h1.t1
OG0013123	Ag008G699280	Aa_G308050.h1.t1
OG0013124	Ag008G701230	Aa_G69000.h1.t1
OG0013125	Ag008G702020	Aa_G69100.h1.t1
OG0013126	Ag008G702140	Aa_G69120.h1.t1
OG0013127	Ag008G702390	Aa_G307380.h1.t1
OG0013128	Ag008G702400	Aa_G307390.h1.t1
OG0013130	Ag008G704350	Aa_G227630.h1.t1
OG0013131	Ag008G704560	Aa_G31750.h1.t1, Aa_G672120.h1.t1
OG0013132	Ag008G705210	Aa_G31570.h1.t1
OG0013133	Ag008G705250	Aa_G31540.h1.t1
OG0013134	Ag001G039890	Aa_G96350.h1.t1
OG0013135	Ag008G724340	Aa_G97880.h1.t1
OG0013136	Ag007G644300	Aa_G90160.h1.t1
OG0013137	Ag007G611490	Aa_G19560.h1.t1
OG0013138	Ag007G611380	Aa_G19510.h1.t1
OG0013139	Ag007G611310	Aa_G19490.h1.t1
OG0013141	Ag007G609680	Aa_G155040.h1.t1
OG0013142	Ag007G609610	Aa_G154990.h1.t1
OG0013143	Ag007G609390	Aa_G623430.h1.t1
OG0013144	Ag007G609370	Aa_G623410.h1.t1
OG0013145	Ag007G609220	Aa_G256610.h1.t1
OG0013146	Ag007G609190	Aa_G256590.h1.t1
OG0013147	Ag007G609120	Aa_G256510.h1.t1
OG0013148	Ag007G608210	Aa_G756420.h1.t1
OG0013149	Ag007G608070	Aa_G267660.h1.t1
OG0013150	Ag007G607870	Aa_G267530.h1.t1
OG0013151	Ag007G607840	Aa_G267490.h1.t1
OG0013152	Ag007G607710	Aa_G711960.h1.t1
OG0013153	Ag007G607510	Aa_G116860.h1.t1
OG0013154	Ag007G607320	Aa_G158440.h1.t1
OG0013155	Ag007G607260	Aa_G158450.h1.t1
OG0013156	Ag007G607090	Aa_G158530.h1.t1
OG0013157	Ag007G607080	Aa_G158540.h1.t1
OG0013158	Ag007G605880	Aa_G168780.h1.t1
OG0013159	Ag007G605850	Aa_G168730.h1.t1
OG0013160	Ag007G604360	Aa_G356440.h1.t1
OG0013161	Ag007G603350	Aa_G152870.h1.t1
OG0013162	Ag007G603270	Aa_G309210.h1.t1
OG0013163	Ag007G602460	Aa_G231000.h1.t1
OG0013164	Ag007G602240	Aa_G365580.h1.t1
OG0013165	Ag007G602220	Aa_G365550.h1.t1
OG0013166	Ag007G602120	Aa_G130490.h2.t1, Aa_G130490.h1.t1
OG0013167	Ag007G601930	Aa_G130340.h1.t1
OG0013168	Ag007G601890	Aa_G521510.h1.t1
OG0013169	Ag007G601830	Aa_G521500.h1.t1
OG0013170	Ag002G108140, Ag007G601760	Aa_G521450.h1.t1
OG0013171	Ag007G601400	Aa_G210720.h1.t1
OG0013172	Ag008G724010	Aa_G104760.h1.t1
OG0013173	Ag007G601100	Aa_G319160.h1.t1
OG0013174	Ag007G600750	Aa_G392880.h1.t1
OG0013175	Ag007G600740	Aa_G392870.h1.t1
OG0013176	Ag007G600280	Aa_G76450.h1.t1
OG0013177	Ag007G600110	Aa_G76390.h1.t1
OG0013179	Ag006G507390	Aa_G504160.h1.t1
OG0013180	Ag008G726940	Aa_G131140.h1.t1
OG0013181	Ag006G506710	Aa_G244270.h1.t1
OG0013182	Ag006G577700	Aa_G96170.h1.t1
OG0013183	Ag006G577460	Aa_G73700.h1.t1
OG0013184	Ag006G577260	Aa_G520150.h1.t1
OG0013185	Ag006G577140	Aa_G267160.h1.t1
OG0013186	Ag006G577130	Aa_G267150.h1.t1
OG0013187	Ag006G576430	Aa_G575620.h1.t1
OG0013188	Ag006G575440	Aa_G176430.h1.t1
OG0013189	Ag006G575330	Aa_G176490.h1.t1
OG0013190	Ag006G575320	Aa_G176500.h1.t1
OG0013191	Ag002G107610, Ag002G111220	Aa_G543750.h1.t1
OG0013192	Ag006G574390	Aa_G339920.h1.t1
OG0013193	Ag006G574200	Aa_G646880.h1.t1
OG0013194	Ag006G573950	Aa_G587500.h1.t1
OG0013195	Ag006G573900	Aa_G150190.h1.t1
OG0013196	Ag006G573800	Aa_G150230.h1.t1
OG0013197	Ag006G572690, Ag006G572660	Aa_G203410.h1.t1
OG0013198	Ag006G573370	Aa_G78000.h1.t1, Aa_G247000.h1.t1
OG0013199	Ag006G573500, Ag006G573490	Aa_G78050.h1.t1
OG0013201	Ag006G571290	Aa_G659670.h1.t1
OG0013202	Ag006G559700	Aa_G203940.h1.t1
OG0013203	Ag001G084790	Aa_G401950.h1.t1
OG0013204	Ag006G559710	Aa_G203930.h1.t1
OG0013205	Ag003G291150	Aa_G672600.h1.t1
OG0013206	Ag006G561510	Aa_G581660.h1.t1
OG0013207	Ag006G564460	Aa_G59050.h1.t1
OG0013208	Ag006G564880	Aa_G58930.h1.t1
OG0013209	Ag006G565950	Aa_G599220.h1.t1
OG0013210	Ag006G555450, Ag006G555510	Aa_G117500.h1.t1
OG0013211	Ag006G553800	Aa_G380870.h1.t1
OG0013212	Ag004G347680	Aa_G529230.h1.t1
OG0013214	Ag006G551790	Aa_G147720.h1.t1
OG0013216	Ag006G545160, Ag006G542460	Aa_G417320.h1.t1
OG0013217	Ag006G545010, Ag006G542610	Aa_G692590.h1.t1
OG0013219	Ag006G544480, Ag006G543110	Aa_G124410.h1.t1
OG0013220	Ag006G541680	Aa_G186970.h1.t1
OG0013221	Ag006G541090	Aa_G376030.h1.t1
OG0013222	Ag006G540740	Aa_G380520.h1.t1
OG0013224	Ag006G540140, Ag006G538130	Aa_G353110.h1.t1
OG0013225	Ag008G718490	Aa_G68260.h1.t1
OG0013226	Ag007G585520	Aa_G29650.h1.t1
OG0013227	Ag006G506240	Aa_G244370.h1.t1
OG0013228	Ag006G536930, Ag006G539450	Aa_G433770.h1.t1
OG0013229	Ag006G536510, Ag006G539060	Aa_G397310.h1.t1
OG0013230	Ag006G538990, Ag006G536470	Aa_G377070.h1.t1
OG0013231	Ag006G538770, Ag006G536270	Aa_G376990.h1.t1
OG0013232	Ag006G536030	Aa_G276620.h1.t1
OG0013233	Ag006G535780	Aa_G372590.h1.t1
OG0013236	Ag006G535070	Aa_G200340.h1.t1
OG0013237	Ag006G535010	Aa_G472460.h1.t1
OG0013238	Ag006G533910	Aa_G239590.h1.t1
OG0013239	Ag006G532550	Aa_G82590.h1.t1
OG0013240	Ag005G478110	Aa_G101460.h1.t1
OG0013241	Ag007G579830	Aa_G476240.h1.t1
OG0013242	Ag006G531030	Aa_G115070.h1.t1
OG0013243	Ag007G584590	Aa_G533090.h1.t1
OG0013245	Ag007G585220	Aa_G29380.h1.t1
OG0013246	Ag007G585090	Aa_G332870.h1.t1
OG0013247	Ag003G249790	Aa_G127520.h1.t1
OG0013248	Ag003G248090	Aa_G192680.h1.t1
OG0013249	Ag003G248080	Aa_G162390.h1.t1, Aa_G192690.h1.t1
OG0013250	Ag007G584540	Aa_G128500.h1.t1
OG0013251	Ag007G584320	Aa_G171170.h1.t1
OG0013252	Ag007G583980	Aa_G130770.h1.t1
OG0013253	Ag007G584000	Aa_G130790.h1.t1
OG0013254	Ag007G583650	Aa_G48120.h1.t1
OG0013255	Ag007G583560	Aa_G48170.h1.t1
OG0013256	Ag007G583540	Aa_G48190.h1.t1
OG0013257	Ag007G583020	Aa_G650830.h1.t1
OG0013258	Ag007G582790	Aa_G205000.h1.t1
OG0013259	Ag007G582590	Aa_G456650.h1.t1
OG0013260	Ag007G582460	Aa_G366270.h1.t1
OG0013261	Ag008G713710, Ag005G428910	Aa_G399980.h1.t1
OG0013262	Ag007G582320	Aa_G348080.h1.t1
OG0013263	Ag007G582120	Aa_G223770.h1.t1
OG0013264	Ag007G581530	Aa_G657760.h1.t1
OG0013265	Ag007G580800	Aa_G482970.h1.t1
OG0013266	Ag003G285440	Aa_G527810.h1.t1
OG0013267	Ag003G285480	Aa_G527850.h1.t1
OG0013268	Ag003G286030	Aa_G157090.h1.t1
OG0013269	Ag003G286890	Aa_G514730.h1.t1
OG0013270	Ag003G286940	Aa_G514700.h1.t1
OG0013271	Ag003G287020	Aa_G514650.h1.t1
OG0013272	Ag005G414680	Aa_G459740.h1.t1
OG0013274	Ag003G288600	Aa_G179480.h1.t1
OG0013275	Ag002G166170, Ag003G288610	Aa_G179490.h1.t1
OG0013276	Ag003G288640	Aa_G179530.h1.t1
OG0013277	Ag003G288740	Aa_G179560.h1.t1
OG0013278	Ag003G288880	Aa_G467510.h1.t1
OG0013279	Ag003G289080	Aa_G670480.h1.t1
OG0013280	Ag003G289180	Aa_G493160.h1.t1
OG0013281	Ag003G289680	Aa_G637750.h1.t1
OG0013282	Ag003G290290	Aa_G139500.h1.t1
OG0013283	Ag003G290300	Aa_G139490.h1.t1
OG0013284	Ag003G290410	Aa_G139410.h1.t1
OG0013285	Ag003G291230	Aa_G153340.h1.t1
OG0013286	Ag003G292340	Aa_G237350.h1.t1
OG0013287	Ag001G072530	Aa_G14030.h1.t1
OG0013288	Ag003G293000, Ag003G292990	Aa_G503350.h1.t1
OG0013289	Ag003G293030	Aa_G503360.h1.t1
OG0013290	Ag003G293070	Aa_G503400.h1.t1
OG0013291	Ag003G293430	Aa_G437420.h1.t1
OG0013292	Ag003G293450	Aa_G437430.h1.t1
OG0013293	Ag003G293460	Aa_G437440.h1.t1
OG0013294	Ag007G584120	Aa_G130900.h1.t1
OG0013295	Ag003G293510	Aa_G381670.h1.t1
OG0013296	Ag003G294780	Aa_G205220.h1.t1
OG0013297	Ag003G294890	Aa_G205230.h1.t1
OG0013298	Ag003G294900	Aa_G205240.h1.t1, Aa_G658830.h1.t1
OG0013299	Ag003G295110	Aa_G352060.h1.t1
OG0013300	Ag003G295190	Aa_G352010.h1.t1
OG0013301	Ag003G295480	Aa_G351900.h1.t1
OG0013302	Ag003G296370	Aa_G137940.h1.t1
OG0013303	Ag003G296550	Aa_G138000.h1.t1
OG0013304	Ag003G296610	Aa_G138040.h1.t1
OG0013305	Ag003G296840	Aa_G219240.h1.t1
OG0013306	Ag003G297040	Aa_G541050.h1.t1
OG0013307	Ag003G296960	Aa_G219360.h1.t1
OG0013308	Ag003G296920	Aa_G219320.h1.t1
OG0013309	Ag003G297090	Aa_G487100.h1.t1
OG0013310	Ag006G521770	Aa_G279270.h1.t1
OG0013311	Ag003G285540	Aa_G280760.h1.t1
OG0013312	Ag007G644870	Aa_G65120.h1.t1
OG0013313	Ag007G583190	Aa_G65170.h1.t1
OG0013314	Ag007G645000	Aa_G503640.h1.t1
OG0013315	Ag007G645480	Aa_G495190.h1.t1
OG0013316	Ag004G307000	Aa_G575760.h1.t1
OG0013317	Ag007G645730	Aa_G512950.h1.t1, Aa_G754570.h1.t1
OG0013318	Ag007G645770	Aa_G213110.h1.t1, Aa_G212950.h1.t1
OG0013319	Ag007G645870	Aa_G481850.h1.t1
OG0013320	Ag007G645990	Aa_G505940.h1.t1
OG0013321	Ag007G646220	Aa_G336580.h1.t1
OG0013322	Ag007G646700	Aa_G439620.h1.t1
OG0013323	Ag007G646880	Aa_G417840.h1.t1
OG0013324	Ag007G647060	Aa_G253930.h1.t1
OG0013325	Ag007G647240	Aa_G110050.h1.t1
OG0013326	Ag007G647250	Aa_G110030.h1.t1
OG0013327	Ag007G647260	Aa_G110020.h1.t1, Aa_G575750.h1.t1
OG0013328	Ag007G647750	Aa_G365260.h1.t1
OG0013329	Ag007G648070	Aa_G245670.h2.t1, Aa_G245670.h1.t1
OG0013330	Ag007G649090	Aa_G169280.h1.t1
OG0013331	Ag004G333730	Aa_G582870.h1.t1
OG0013332	Ag007G649470, Ag005G462980	Aa_G582880.h1.t1
OG0013333	Ag007G629560	Aa_G126150.h1.t1
OG0013334	Ag007G578850	Aa_G463010.h1.t1
OG0013335	Ag002G197740	Aa_G424480.h1.t1
OG0013336	Ag002G146100	Aa_G318200.h1.t1
OG0013337	Ag007G643700	Aa_G139030.h1.t1
OG0013339	Ag002G163240	Aa_G52050.h1.t1
OG0013340	Ag002G162860	Aa_G549310.h1.t1
OG0013341	Ag009G736880, Ag002G151900	Aa_G71390.h1.t1
OG0013342	Ag002G153520, Ag002G156070	Aa_G3440.h1.t1
OG0013343	Ag002G155930, Ag002G153310	Aa_G61200.h1.t1
OG0013345	Ag002G155860, Ag002G153280	Aa_G61180.h1.t1
OG0013346	Ag002G155790, Ag002G153130	Aa_G61150.h1.t1
OG0013347	Ag002G149270, Ag002G155670	Aa_G61130.h1.t1
OG0013348	Ag008G719070	Aa_G230450.h1.t1
OG0013349	Ag002G120260	Aa_G243870.h1.t1
OG0013350	Ag005G415090	Aa_G249530.h1.t1, Aa_G120130.h1.t1
OG0013351	Ag006G533410	Aa_G287830.h1.t1
OG0013352	Ag002G107780, Ag002G111330	Aa_G151110.h1.t1
OG0013353	Ag004G313160	Aa_G151120.h1.t1
OG0013355	Ag002G160220	Aa_G339540.h1.t1
OG0013356	Ag002G158760	Aa_G113380.h1.t1
OG0013357	Ag002G158750	Aa_G113370.h1.t1
OG0013358	Ag002G158630	Aa_G408580.h1.t1, Aa_G440110.h1.t1
OG0013359	Ag002G163550	Aa_G11100.h1.t1
OG0013360	Ag003G256630	Aa_G32560.h2.t1, Aa_G32560.h1.t1
OG0013363	Ag002G158250	Aa_G32720.h1.t1
OG0013364	Ag002G158120	Aa_G584480.h1.t1
OG0013365	Ag002G157700	Aa_G595760.h1.t1
OG0013366	Ag007G584420	Aa_G128410.h1.t1
OG0013367	Ag002G157280	Aa_G150460.h1.t1
OG0013368	Ag002G154630, Ag002G157090	Aa_G150610.h1.t1
OG0013369	Ag001G024930	Aa_G110730.h1.t1
OG0013370	Ag002G156950, Ag002G154520	Aa_G612990.h1.t1
OG0013371	Ag002G156810, Ag002G154400	Aa_G39560.h1.t1
OG0013372	Ag002G156520, Ag002G154070	Aa_G39510.h1.t1
OG0013373	Ag002G156410, Ag002G153980	Aa_G39500.h1.t1
OG0013374	Ag002G163740	Aa_G39460.h1.t1, Aa_G39470.h1.t1
OG0013375	Ag007G587310	Aa_G316850.h1.t1
OG0013376	Ag002G153970, Ag002G156390	Aa_G39430.h1.t1
OG0013377	Ag002G174970	Aa_G150800.h1.t1
OG0013378	Ag002G153960, Ag002G156350	Aa_G39410.h1.t1
OG0013379	Ag002G153920, Ag002G156310	Aa_G39390.h1.t1
OG0013380	Ag002G153870, Ag002G156260	Aa_G671970.h1.t1
OG0013381	Ag008G724480	Aa_G97970.h1.t1
OG0013382	Ag002G164600	Aa_G24680.h1.t1
OG0013383	Ag002G152670	Aa_G540030.h1.t1
OG0013384	Ag004G375440	Aa_G177280.h1.t1
OG0013385	Ag002G149080	Aa_G294850.h1.t1
OG0013386	Ag002G148560	Aa_G660740.h1.t1
OG0013387	Ag002G148510	Aa_G453800.h1.t1
OG0013388	Ag006G540110, Ag006G538110	Aa_G610230.h1.t1
OG0013389	Ag002G148090	Aa_G224020.h1.t1
OG0013390	Ag002G146850	Aa_G275310.h1.t1
OG0013391	Ag002G146490	Aa_G573290.h1.t1
OG0013392	Ag002G146070	Aa_G318190.h1.t1
OG0013393	Ag002G145990	Aa_G341460.h1.t1
OG0013395	Ag002G145630	Aa_G39290.h1.t1
OG0013397	Ag002G145110	Aa_G452390.h1.t1, Aa_G502180.h1.t1
OG0013398	Ag002G144970	Aa_G409230.h1.t1
OG0013399	Ag002G143330	Aa_G546070.h1.t1
OG0013400	Ag002G143720	Aa_G35230.h1.t1
OG0013401	Ag002G143100	Aa_G35040.h1.t1
OG0013402	Ag002G140560	Aa_G320470.h1.t1
OG0013403	Ag002G140440	Aa_G320520.h1.t1
OG0013404	Ag002G133350	Aa_G257030.h1.t1
OG0013405	Ag002G133190	Aa_G373300.h1.t1
OG0013406	Ag002G131810	Aa_G137430.h1.t1
OG0013407	Ag002G133180	Aa_G373290.h1.t1
OG0013409	Ag002G127670	Aa_G103130.h1.t1
OG0013410	Ag002G125360	Aa_G123770.h1.t1
OG0013411	Ag002G124920	Aa_G123690.h1.t1
OG0013412	Ag002G124420	Aa_G616010.h1.t1
OG0013413	Ag002G103780	Aa_G149500.h1.t1
OG0013414	Ag002G103590	Aa_G149560.h1.t1
OG0013415	Ag002G103600	Aa_G149550.h1.t1
OG0013416	Ag002G103730	Aa_G149530.h1.t1, Aa_G149510.h1.t1
OG0013418	Ag002G104710	Aa_G118030.h1.t1
OG0013419	Ag002G104950	Aa_G176660.h1.t1
OG0013420	Ag002G105260	Aa_G176620.h1.t1
OG0013422	Ag002G106080	Aa_G677440.h1.t1
OG0013424	Ag002G116220	Aa_G208120.h1.t1
OG0013425	Ag008G718820	Aa_G68400.h1.t1
OG0013426	Ag002G114730, Ag002G122960	Aa_G315540.h1.t1
OG0013427	Ag002G122860, Ag002G114670	Aa_G315550.h1.t1
OG0013428	Ag001G042060	Aa_G70990.h1.t1
OG0013429	Ag005G425770	Aa_G211230.h1.t1
OG0013430	Ag001G043050	Aa_G255320.h1.t1
OG0013431	Ag001G043100	Aa_G255360.h1.t1
OG0013432	Ag005G426830	Aa_G183470.h1.t1
OG0013433	Ag001G043310	Aa_G391450.h1.t1
OG0013434	Ag005G427500	Aa_G76990.h1.t1
OG0013435	Ag001G043960, Ag001G039310	Aa_G183930.h1.t1
OG0013436	Ag005G429740	Aa_G306440.h1.t1
OG0013437	Ag001G038390	Aa_G79950.h1.t1
OG0013438	Ag001G038130	Aa_G79750.h1.t1
OG0013439	Ag001G037870	Aa_G203540.h1.t1
OG0013440	Ag001G037730	Aa_G115740.h1.t1
OG0013441	Ag001G037460	Aa_G250890.h1.t1
OG0013442	Ag002G146730	Aa_G617990.h1.t1
OG0013443	Ag001G036800	Aa_G54990.h1.t1
OG0013444	Ag001G036550	Aa_G362580.h1.t1
OG0013445	Ag001G035020	Aa_G31140.h1.t1
OG0013446	Ag004G349020	Aa_G594600.h1.t1
OG0013447	Ag001G034540	Aa_G418490.h1.t1
OG0013448	Ag001G034440	Aa_G346170.h1.t1
OG0013449	Ag001G034410	Aa_G346190.h1.t1
OG0013450	Ag001G033560	Aa_G37880.h1.t1
OG0013451	Ag001G033520	Aa_G608530.h1.t1
OG0013452	Ag007G649950	Aa_G151520.h1.t1
OG0013453	Ag007G650820	Aa_G149780.h1.t1
OG0013454	Ag007G651750	Aa_G545960.h1.t1
OG0013455	Ag007G653890	Aa_G266770.h1.t1
OG0013456	Ag007G655740	Aa_G298300.h1.t1
OG0013457	Ag007G656280	Aa_G165280.h1.t1
OG0013458	Ag001G065350	Aa_G184990.h1.t1
OG0013459	Ag002G186010	Aa_G184920.h1.t1
OG0013460	Ag007G592820	Aa_G184830.h1.t1
OG0013461	Ag002G206600	Aa_G13080.h1.t1
OG0013462	Ag002G206400	Aa_G12890.h1.t1
OG0013463	Ag002G206310	Aa_G12850.h1.t1
OG0013464	Ag002G206210	Aa_G206170.h1.t1
OG0013465	Ag002G206190	Aa_G206150.h1.t1
OG0013466	Ag002G206080	Aa_G241290.h1.t1
OG0013467	Ag002G205990	Aa_G241210.h1.t1
OG0013468	Ag002G205720	Aa_G226090.h1.t1
OG0013469	Ag002G204600	Aa_G593450.h1.t1
OG0013470	Ag002G204590	Aa_G178010.h1.t1
OG0013471	Ag002G204440	Aa_G494570.h1.t1, Aa_G177950.h1.t1
OG0013472	Ag002G204420	Aa_G177930.h1.t1
OG0013473	Ag002G203720	Aa_G332610.h1.t1
OG0013474	Ag002G203440	Aa_G196870.h1.t1
OG0013475	Ag002G203380	Aa_G196820.h1.t1
OG0013476	Ag002G203340	Aa_G536050.h1.t1
OG0013477	Ag002G203320	Aa_G536070.h1.t1
OG0013478	Ag002G203250	Aa_G381020.h1.t1
OG0013479	Ag002G202950	Aa_G16870.h1.t1
OG0013480	Ag002G202810	Aa_G16970.h1.t1
OG0013481	Ag002G202780	Aa_G17000.h1.t1
OG0013482	Ag002G202680	Aa_G17110.h1.t1
OG0013483	Ag002G202660	Aa_G17130.h1.t1
OG0013484	Ag002G202000	Aa_G16020.h1.t1
OG0013485	Ag002G201470	Aa_G289670.h1.t1
