Orthogroup	Alyssum_gmelinii	Conringia_planisiliqua
OG0012636	Ag003G218360, Ag005G411270	CP10_g43687_DN3_SP4_c.t1
OG0012637	Ag005G408480	CP10_g43621_DN3_SP0_c.t1
OG0012638	Ag005G407310, Ag008G676850	CP10_g43601_DN3_SP0_c.t1
OG0012639	Ag005G406480	CP10_g43581_DN2_SP0_c.t1
OG0012640	Ag005G405440	CP10_g43565_DN3_SP0_c.t1
OG0012641	Ag014G741820	CP10_g43532_DN3_SP1_c.t1
OG0012642	Ag003G274260, Ag005G402890	CP12_g31286_DN1_SP0_c.t1, CP10_g43520_DN3_SP0_c.t1
OG0012643	Ag005G403610	CP12_g29849_DN3_SP7_c.t1
OG0012644	Ag005G404340	CP12_g29817_DN1_SP0_c.t1, CP12_g29816_DN3_SP0_c.t1
OG0012645	Ag001G000170, Ag007G629690	CP7_g46468_DN3_SP0_c.t1
OG0012646	Ag001G000300	CP7_g46462_DN3_SP6_c.t1
OG0012647	Ag001G000910	CP7_g46435_DN2_SP4_c.t1
OG0012648	Ag001G000920	CP7_g46434_DN3_SP7_c.t1, CP27_g41943_DN2_SP0_c.t1
OG0012649	Ag001G002080	CP7_g46395_DN3_SP0_c.t1
OG0012651	Ag001G005240	CP7_g46288_DN3_SP1_c.t1
OG0012652	Ag001G006120	CP7_g46273_DN3_SP1_c.t1
OG0012653	Ag001G006160	CP7_g46267_DN3_SP5_c.t1
OG0012655	Ag001G007460	CP1_g37840_DN3_SP8_c.t1
OG0012656	Ag001G007610	CP1_g37847_DN3_SP6_c.t1
OG0012657	Ag001G008680	CP1_g37885_DN2_SP0_c.t1
OG0012658	Ag001G009370, Ag001G009490	CP1_g37911_DN3_SP0_c.t1
OG0012659	Ag001G010490	CP1_g37953_DN3_SP6_c.t1
OG0012660	Ag001G010520	CP1_g37955_DN3_SP7_c.t1
OG0012661	Ag001G010750	CP1_g37970_DN3_SP6_c.t1
OG0012662	Ag001G012150	CP1_g38024_DN3_SP1_c.t1
OG0012663	Ag001G011940	CP1_g38013_DN3_SP7_c.t1
OG0012664	Ag001G013330	CP1_g38043_DN3_SP1_c.t1
OG0012665	Ag001G013960	CP1_g38049_DN3_SP8_c.t1
OG0012666	Ag001G013980	CP1_g38050_DN3_SP7_c.t1
OG0012667	Ag001G015100	CP1_g38070_DN3_SP5_c.t1
OG0012668	Ag001G017080	CP1_g38109_DN3_SP8_c.t1
OG0012669	Ag001G017490	CP1_g38115_DN3_SP8_c.t1
OG0012671	Ag001G020690	CP1_g38166_DN3_SP8_c.t1
OG0012672	Ag001G011900	CP1_g38011_DN3_SP0_c.t1
OG0012673	Ag001G024150	CP1_g38231_DN3_SP6_c.t1
OG0012674	Ag001G023430	CP1_g38219_DN3_SP1_c.t1
OG0012675	Ag001G023550	CP1_g38225_DN3_SP0_c.t1
OG0012676	Ag001G025280	CP1_g38276_DN3_SP0_c.t1, CP8_g53322_DN3_SP0_c.t1, CP8_g53321_DN3_SP0_c.t1
OG0012677	Ag001G025550	CP1_g38288_DN3_SP8_c.t1
OG0012678	Ag001G026130	CP1_g38303_DN3_SP2_c.t1
OG0012679	Ag001G026140	CP1_g38305_DN3_SP6_c.t1
OG0012680	Ag001G028870	CP6_g7228_DN3_SP8_c.t1
OG0012681	Ag001G029360	CP6_g7233_DN3_SP8_c.t1
OG0012682	Ag001G031230, Ag001G029950	CP6_g7265_DN3_SP6_c.t1
OG0012683	Ag001G031700, Ag001G030550	CP6_g7282_DN3_SP6_c.t1, CP1_g39175_DN3_SP0_c.t1
OG0012684	Ag001G030360, Ag001G031540	CP6_g7289_DN3_SP5_c.t1
OG0012685	Ag001G031840	CP6_g7294_DN3_SP0_c.t1
OG0012686	Ag005G432170	CP4_g25252_DN3_SP3_c.t1
OG0012688	Ag002G160620	CP4_g25295_DN3_SP8_c.t1
OG0012689	Ag001G064990	CP3_g14173_DN3_SP0_c.t1
OG0012690	Ag001G064970	CP3_g14171_DN3_SP2_c.t1
OG0012691	Ag001G064570	CP3_g14156_DN3_SP1_c.t1
OG0012692	Ag007G633600, Ag001G064220	CP3_g14135_DN3_SP7_c.t1
OG0012693	Ag001G068530	CP3_g14129_DN3_SP8_c.t1
OG0012694	Ag001G068830	CP3_g14110_DN3_SP0_c.t1
OG0012695	Ag001G069180	CP3_g14101_DN3_SP8_c.t1
OG0012696	Ag001G070050	CP3_g14079_DN3_SP3_c.t1
OG0012699	Ag001G072630	CP3_g14013_DN3_SP2_c.t1
OG0012700	Ag008G721800	CP2_g48399_DN2_SP0_c.t1
OG0012701	Ag001G073510	CP3_g13969_DN3_SP1_c.t1
OG0012702	Ag001G074020	CP3_g13959_DN3_SP8_c.t1
OG0012703	Ag001G066310	CP3_g14199_DN3_SP1_c.t1
OG0012704	Ag001G074820	CP3_g13932_DN3_SP3_c.t1
OG0012705	Ag001G075300	CP3_g13912_DN3_SP6_c.t1
OG0012706	Ag001G076430	CP3_g13861_DN3_SP8_c.t1
OG0012707	Ag001G076660	CP3_g13852_DN3_SP1_c.t1
OG0012708	Ag001G078470	CP3_g13809_DN3_SP8_c.t1
OG0012709	Ag001G078840	CP3_g13797_DN3_SP8_c.t1
OG0012710	Ag001G079080	CP3_g13790_DN3_SP8_c.t1
OG0012712	Ag001G079560	CP3_g13775_DN3_SP0_c.t1
OG0012713	Ag001G081190	CP3_g13715_DN3_SP8_c.t1
OG0012714	Ag001G081240	CP3_g13713_DN3_SP4_c.t1
OG0012715	Ag001G081900	CP3_g13693_DN3_SP0_c.t1
OG0012716	Ag001G081910	CP3_g13692_DN3_SP0_c.t1
OG0012717	Ag001G081930	CP3_g13690_DN2_SP0_c.t1
OG0012718	Ag001G082950	CP3_g13670_DN1_SP0_c.t1
OG0012719	Ag001G082960	CP3_g13668_DN2_SP7_c.t1
OG0012720	Ag001G042050	CP4_g25388_DN3_SP2_c.t1
OG0012721	Ag001G083710	CP3_g13634_DN3_SP0_c.t1
OG0012722	Ag001G083880	CP3_g13629_DN3_SP2_c.t1
OG0012723	Ag001G083900	CP3_g13627_DN3_SP3_c.t1
OG0012724	Ag001G084330	CP3_g13618_DN3_SP5_c.t1
OG0012725	Ag001G085740	CP3_g13557_DN3_SP0_c.t1
OG0012726	Ag001G088130	CP3_g13498_DN1_SP0_c.t1
OG0012728	Ag002G195110	CP4_g24455_DN3_SP7_c.t1
OG0012729	Ag001G089580	CP3_g13468_DN3_SP7_c.t1
OG0012730	Ag001G089600	CP3_g13466_DN3_SP2_c.t1
OG0012731	Ag001G019970, Ag001G020230, Ag001G020280, Ag011G740850	CP3_g13420_DN1_SP0_c.t1
OG0012732	Ag001G091480	CP3_g13413_DN3_SP1_c.t1
OG0012733	Ag001G093030	CP3_g13341_DN3_SP1_c.t1
OG0012735	Ag001G093660	CP3_g13309_DN3_SP2_c.t1
OG0012736	Ag001G096500	CP3_g13184_DN3_SP1_c.t1
OG0012737	Ag001G097220, Ag005G416700	CP3_g13156_DN3_SP7_c.t1
OG0012738	Ag001G097670	CP3_g13143_DN3_SP8_c.t1
OG0012739	Ag001G098120	CP3_g13121_DN2_SP8_c.t1
OG0012740	Ag001G098570	CP3_g13083_DN3_SP0_c.t1
OG0012741	Ag001G098700	CP3_g13076_DN3_SP8_c.t1
OG0012743	Ag006G525470, Ag001G016310, Ag006G541400	CP18_g12624_DN3_SP4_c.t1
OG0012744	Ag001G018160	CP1_g38133_DN3_SP1_c.t1
OG0012745	Ag001G040810	CP23_g21691_DN2_SP0_c.t1, CP115_g10373_DN2_SP0_c.t1, CP13_g20670_DN2_SP0_c.t1, CP25_g55806_DN1_SP0_c.t1
OG0012746	Ag001G074830	CP3_g13930_DN3_SP1_c.t1
OG0012751	Ag004G299820, Ag004G299830, Ag001G097960, Ag003G223350	CP1_g36791_DN2_SP0_c.t1
OG0012752	Ag002G105690	CP13_g19945_DN3_SP0_c.t1
OG0012753	Ag002G131850	CP16_g55688_DN3_SP0_c.t1
OG0012754	Ag006G573170, Ag002G166690	CP7_g45307_DN2_SP0_c.t1
OG0012755	Ag002G190410	CP4_g24586_DN3_SP0_c.t1
OG0012756	Ag003G212770	CP9_g29514_DN3_SP7_c.t1
OG0012757	Ag003G218140	CP9_g29382_DN3_SP1_c.t1
OG0012758	Ag003G228700	CP9_g29126_DN3_SP4_c.t1
OG0012759	Ag003G254870	CP5_g1133_DN3_SP4_c.t1
OG0012760	Ag003G255060	CP5_g1127_DN3_SP0_c.t1
OG0012761	Ag003G266620, Ag003G265800, Ag005G407090	CP12_g31156_DN3_SP0_c.t1
OG0012762	Ag003G268580	CP5_g866_DN3_SP0_c.t1, CP15_g34555_DN3_SP0_c.t1
OG0012767	Ag004G308170	CP1_g37099_DN2_SP0_c.t1
OG0012768	Ag004G338390	CP7_g45584_DN3_SP2_c.t1
OG0012770	Ag004G356020	CP9_g28283_DN3_SP4_c.t1
OG0012771	Ag006G516110, Ag004G368130	CP8_g54592_DN3_SP0_c.t1
OG0012772	Ag004G390570, Ag004G390560	CP2_g48887_DN2_SP0_c.t1
OG0012774	Ag005G410140	CP10_g43648_DN3_SP0_c.t1
OG0012775	Ag005G443180, Ag005G444390	CP12_g30439_DN3_SP8_c.t1
OG0012776	Ag005G450220	CP12_g30277_DN3_SP0_c.t1
OG0012777	Ag005G463820	CP12_g29878_DN3_SP0_c.t1
OG0012778	Ag005G470560	CP10_g43240_DN3_SP0_c.t1
OG0012780	Ag006G504560	CP11_g33240_DN3_SP0_c.t1
OG0012781	Ag006G507410	CP5_g2135_DN1_SP0_c.t1
OG0012782	Ag006G521490	CP16_g54785_DN3_SP0_c.t1
OG0012784	Ag006G577820	CP6_g7116_DN2_SP0_c.t1
OG0012786	Ag007G595960	CP4_g25927_DN3_SP0_c.t1
OG0012787	Ag007G596470	CP4_g25974_DN3_SP2_c.t1
OG0012788	Ag007G600100	CP11_g33123_DN3_SP0_c.t1
OG0012790	Ag007G612970	CP11_g32577_DN3_SP0_c.t1
OG0012791	Ag007G617820	CP11_g32443_DN3_SP0_c.t1
OG0012792	Ag007G621890	CP11_g32339_DN3_SP0_c.t1
OG0012794	Ag008G664920	CP13_g19421_DN1_SP0_c.t1
OG0012795	Ag008G700520	CP8_g53677_DN3_SP0_c.t1
OG0012796	Ag008G704510	CP8_g53777_DN3_SP0_c.t1
OG0012798	Ag008G714120	CP8_g54131_DN3_SP0_c.t1
OG0012800	Ag008G718130	CP8_g54296_DN3_SP3_c.t1
OG0012803	Ag008G728880, Ag008G728920, Ag008G728890	CP13_g20499_DN3_SP0_c.t1
OG0012836	Ag003G253490	CP5_g1192_DN3_SP8_c.t1
OG0012837	Ag003G253750	CP5_g1180_DN3_SP0_c.t1
OG0012838	Ag003G253930	CP5_g1168_DN3_SP0_c.t1
OG0012839	Ag007G607730	CP5_g1137_DN3_SP0_c.t1
OG0012840	Ag003G255310	CP5_g1117_DN3_SP0_c.t1
OG0012841	Ag003G256610	CP1_g38354_DN3_SP0_c.t1
OG0012842	Ag003G258050	CP5_g1058_DN3_SP0_c.t1
OG0012843	Ag003G258370	CP5_g1047_DN3_SP0_c.t1
OG0012844	Ag002G188860	CP4_g24617_DN3_SP6_c.t1
OG0012845	Ag003G259160	CP5_g1020_DN3_SP8_c.t1
OG0012846	Ag003G261890	CP5_g966_DN3_SP8_c.t1
OG0012847	Ag003G266100, Ag003G265310	CP5_g947_DN3_SP8_c.t1
OG0012848	Ag003G264840, Ag003G262870, Ag003G264150	CP5_g938_DN3_SP8_c.t1
OG0012849	Ag003G266840	CP5_g914_DN3_SP7_c.t1
OG0012850	Ag003G266960	CP5_g910_DN3_SP1_c.t1
OG0012851	Ag003G267580	CP5_g897_DN3_SP0_c.t1
OG0012852	Ag003G267880	CP5_g886_DN3_SP0_c.t1, CP21_g10562_DN2_SP0_c.t1
OG0012853	Ag003G268310	CP5_g871_DN3_SP0_c.t1
OG0012854	Ag003G269040	CP5_g853_DN3_SP1_c.t1
OG0012855	Ag003G271990	CP5_g808_DN3_SP1_c.t1
OG0012856	Ag005G477800, Ag003G272350	CP5_g797_DN3_SP3_c.t1
OG0012857	Ag003G279680	CP5_g780_DN1_SP0_c.t1
OG0012858	Ag003G279530	CP5_g776_DN3_SP1_c.t1
OG0012859	Ag003G279260	CP5_g764_DN3_SP0_c.t1
OG0012860	Ag003G279010	CP5_g755_DN3_SP2_c.t1
OG0012861	Ag003G278740	CP5_g749_DN3_SP7_c.t1
OG0012862	Ag003G278480	CP5_g741_DN3_SP8_c.t1
OG0012863	Ag003G277630	CP5_g713_DN3_SP4_c.t1
OG0012864	Ag003G277780	CP5_g718_DN3_SP7_c.t1
OG0012865	Ag003G278150	CP5_g732_DN3_SP8_c.t1
OG0012866	Ag003G278250	CP5_g737_DN3_SP1_c.t1
OG0012867	Ag003G277280	CP5_g704_DN3_SP8_c.t1
OG0012868	Ag003G275990	CP5_g666_DN1_SP0_c.t1
OG0012869	Ag003G276190, Ag003G276090, Ag003G276050	CP5_g669_DN3_SP8_c.t1
OG0012870	Ag003G276260, Ag003G276290	CP5_g672_DN3_SP7_c.t1
OG0012871	Ag003G287030, Ag003G275970	CP5_g665_DN3_SP0_c.t1
OG0012872	Ag003G275830	CP5_g659_DN2_SP0_c.t1
OG0012873	Ag003G275420	CP5_g647_DN3_SP8_c.t1
OG0012874	Ag006G528400, Ag006G549670	CP33_g3685_DN2_SP0_c.t1
OG0012875	Ag003G273940	CP5_g624_DN3_SP8_c.t1
OG0012876	Ag003G281220	CP5_g580_DN3_SP8_c.t1
OG0012877	Ag003G273610	CP5_g615_DN3_SP2_c.t1
OG0012878	Ag003G281410	CP5_g575_DN3_SP7_c.t1
OG0012879	Ag003G282800, Ag003G283470, Ag003G283460	CP5_g528_DN3_SP0_c.t1
OG0012880	Ag003G282810	CP5_g527_DN3_SP4_c.t1
OG0012881	Ag003G283480	CP5_g504_DN3_SP3_c.t1
OG0012882	Ag003G287870	CP5_g400_DN3_SP1_c.t1
OG0012883	Ag003G284170	CP5_g496_DN3_SP1_c.t1
OG0012884	Ag003G292670	CP12_g31141_DN3_SP0_c.t1
OG0012885	Ag007G579700	CP7_g44797_DN3_SP2_c.t1
OG0012886	Ag007G579670	CP7_g44795_DN3_SP2_c.t1
OG0012887	Ag007G579320	CP7_g44769_DN3_SP7_c.t1
OG0012888	Ag007G579180	CP7_g44760_DN2_SP0_c.t1
OG0012889	Ag007G578190	CP7_g44653_DN3_SP7_c.t1
OG0012890	Ag007G578150	CP7_g44650_DN3_SP7_c.t1
OG0012892	Ag001G101610	CP6_g7162_DN3_SP8_c.t1
OG0012893	Ag001G101810	CP6_g7179_DN3_SP5_c.t1
OG0012894	Ag001G101870	CP6_g7182_DN3_SP1_c.t1
OG0012895	Ag001G101880	CP6_g7183_DN3_SP0_c.t1
OG0012896	Ag001G101950	CP6_g7194_DN3_SP7_c.t1
OG0012897	Ag001G074390	CP5_g1576_DN3_SP0_c.t1, CP6_g7204_DN3_SP6_c.t1
OG0012898	Ag001G101830	CP6_g7212_DN3_SP8_c.t1
OG0012899	Ag004G364590	CP28_g33933_DN3_SP8_c.t1
OG0012900	Ag004G364640	CP2_g50843_DN3_SP5_c.t1
OG0012901	Ag004G365340, Ag004G364750	CP2_g50620_DN3_SP8_c.t1
OG0012902	Ag004G365570, Ag004G365030	CP2_g50316_DN3_SP0_c.t1
OG0012903	Ag004G365760, Ag004G365220	CP2_g50240_DN3_SP0_c.t1
OG0012904	Ag004G365250, Ag004G365790, Ag001G090580	CP2_g50060_DN3_SP3_c.t1
OG0012906	Ag004G366370	CP2_g49949_DN3_SP4_c.t1
OG0012907	Ag004G366400	CP2_g49918_DN3_SP7_c.t1
OG0012908	Ag004G366450	CP2_g49903_DN3_SP5_c.t1
OG0012909	Ag004G367380	CP2_g49666_DN3_SP8_c.t1
OG0012910	Ag004G367470	CP2_g49674_DN3_SP8_c.t1
OG0012911	Ag004G368320	CP2_g49482_DN3_SP8_c.t1
OG0012912	Ag004G368690	CP2_g49433_DN3_SP6_c.t1
OG0012914	Ag004G369140	CP2_g49392_DN3_SP8_c.t1
OG0012915	Ag004G369750	CP2_g49362_DN3_SP8_c.t1
OG0012916	Ag004G369450	CP2_g49369_DN3_SP8_c.t1
OG0012917	Ag004G370020	CP2_g49346_DN3_SP4_c.t1
OG0012918	Ag004G370110	CP2_g49337_DN3_SP8_c.t1
OG0012919	Ag004G371870	CP2_g49263_DN3_SP8_c.t1
OG0012920	Ag004G372120	CP2_g49249_DN3_SP8_c.t1
OG0012921	Ag004G372300	CP2_g49245_DN3_SP4_c.t1
OG0012922	Ag004G373080	CP2_g49226_DN3_SP0_c.t1
OG0012923	Ag004G372520	CP2_g49240_DN3_SP0_c.t1
OG0012924	Ag004G373500	CP2_g49216_DN3_SP6_c.t1
OG0012925	Ag004G374250, Ag005G420040	CP2_g49179_DN3_SP0_c.t1
OG0012927	Ag004G374410	CP2_g49177_DN3_SP7_c.t1
OG0012928	Ag004G313110	CP1_g37406_DN3_SP0_c.t1
OG0012929	Ag004G374880	CP2_g49158_DN3_SP0_c.t1
OG0012930	Ag004G375140	CP2_g49153_DN3_SP0_c.t1
OG0012932	Ag008G658400, Ag003G280130	CP13_g19699_DN3_SP8_c.t1
OG0012934	Ag004G382670	CP13_g19693_DN3_SP8_c.t1
OG0012935	Ag001G067590	CP13_g19683_DN3_SP8_c.t1
OG0012936	Ag005G469950	CP13_g19655_DN3_SP3_c.t1
OG0012937	Ag008G657920, Ag008G659120	CP13_g19650_DN3_SP8_c.t1
OG0012938	Ag007G608030	CP13_g19648_DN3_SP4_c.t1
OG0012939	Ag008G658890, Ag008G659550	CP13_g19636_DN3_SP8_c.t1
OG0012940	Ag008G660260	CP13_g19618_DN3_SP8_c.t1
OG0012941	Ag001G032700	CP13_g19610_DN3_SP2_c.t1
OG0012942	Ag004G385190	CP13_g19573_DN3_SP8_c.t1
OG0012943	Ag008G660800	CP13_g19561_DN3_SP6_c.t1
OG0012944	Ag008G661570	CP13_g19539_DN3_SP2_c.t1
OG0012945	Ag008G661750	CP13_g19536_DN1_SP0_c.t1
OG0012946	Ag004G319470	CP1_g37700_DN3_SP8_c.t1
OG0012947	Ag004G333060	CP13_g19515_DN1_SP0_c.t1
OG0012948	Ag008G662750, Ag005G471810	CP13_g19488_DN3_SP8_c.t1
OG0012949	Ag008G663190	CP13_g19466_DN2_SP0_c.t1
OG0012950	Ag008G663440	CP13_g19456_DN3_SP8_c.t1
OG0012951	Ag008G665120	CP13_g19416_DN3_SP8_c.t1
OG0012953	Ag008G665970	CP13_g19397_DN3_SP3_c.t1
OG0012954	Ag008G666120	CP13_g19393_DN3_SP0_c.t1
OG0012955	Ag008G666360	CP13_g19370_DN3_SP7_c.t1
OG0012957	Ag008G666990	CP13_g19353_DN3_SP0_c.t1
OG0012958	Ag008G667230	CP13_g19340_DN3_SP0_c.t1
OG0012959	Ag008G667250	CP13_g19338_DN3_SP8_c.t1
OG0012960	Ag008G667960	CP13_g19314_DN3_SP2_c.t1
OG0012961	Ag008G668300	CP13_g19310_DN3_SP0_c.t1
OG0012962	Ag008G668610	CP13_g19297_DN3_SP4_c.t1
OG0012963	Ag008G668690	CP13_g19296_DN3_SP0_c.t1
OG0012964	Ag008G668780	CP13_g19293_DN3_SP8_c.t1
OG0012965	Ag008G669060	CP13_g19277_DN3_SP0_c.t1
OG0012966	Ag007G654160	CP5_g1343_DN3_SP0_c.t1, CP5_g1342_DN3_SP0_c.t1
OG0012967	Ag008G669750	CP13_g19256_DN3_SP8_c.t1
OG0012968	Ag008G670940	CP13_g19233_DN3_SP0_c.t1
OG0012969	Ag008G671060	CP13_g19232_DN3_SP0_c.t1
OG0012970	Ag008G671860	CP13_g19220_DN3_SP8_c.t1
OG0012971	Ag005G435870, Ag005G415500	CP13_g19205_DN3_SP4_c.t1
OG0012972	Ag008G725040	CP13_g19181_DN3_SP0_c.t1
OG0012973	Ag008G672230	CP13_g19180_DN3_SP2_c.t1
OG0012974	Ag004G342830	CP13_g19178_DN3_SP8_c.t1
OG0012975	Ag001G077370	CP13_g19158_DN3_SP2_c.t1
OG0012976	Ag007G584400	CP13_g19133_DN3_SP8_c.t1
OG0012977	Ag008G699830	CP13_g19128_DN3_SP5_c.t1
OG0012980	Ag007G647200	CP5_g1630_DN3_SP4_c.t1
OG0012981	Ag004G356610	CP9_g28256_DN3_SP0_c.t1
OG0012982	Ag004G356660	CP9_g28255_DN3_SP0_c.t1
OG0012983	Ag004G357180	CP39_g21143_DN3_SP8_c.t1
OG0012984	Ag004G357270	CP39_g21142_DN2_SP0_c.t1
OG0012985	Ag004G357700	CP9_g28231_DN3_SP0_c.t1
OG0012986	Ag004G358240	CP9_g28214_DN3_SP7_c.t1
OG0012987	Ag004G359640	CP9_g28169_DN3_SP8_c.t1
OG0012988	Ag004G359900, Ag002G193810	CP9_g28156_DN3_SP0_c.t1
OG0012989	Ag004G359980	CP9_g28155_DN3_SP8_c.t1
OG0012990	Ag004G362490	CP9_g27885_DN3_SP3_c.t1
OG0012991	Ag004G363670	CP9_g27785_DN3_SP0_c.t1
OG0012992	Ag004G364120	CP9_g27741_DN3_SP0_c.t1
OG0012993	Ag004G364100	CP9_g27714_DN3_SP8_c.t1
OG0012994	Ag004G363880	CP9_g27639_DN3_SP3_c.t1
OG0012995	Ag007G645800	CP5_g2389_DN3_SP7_c.t1
OG0012996	Ag004G364370	CP28_g34061_DN2_SP0_c.t1
OG0012997	Ag006G539070, Ag006G536540	CP5_g2123_DN3_SP0_c.t1, CP12_g30715_DN3_SP7_c.t1
OG0012998	Ag004G401970	CP13_g19045_DN3_SP8_c.t1
OG0012999	Ag004G401650	CP13_g19061_DN3_SP0_c.t1
OG0013000	Ag004G400020	CP13_g19089_DN3_SP0_c.t1
OG0013002	Ag004G397990, Ag004G397970	CP13_g19100_DN3_SP2_c.t1
OG0013003	Ag004G397980, Ag004G397950	CP13_g19101_DN3_SP8_c.t1
OG0013004	Ag004G397070	CP2_g48875_DN3_SP8_c.t1
OG0013005	Ag004G396990	CP2_g48877_DN3_SP1_c.t1
OG0013006	Ag004G396530, Ag004G392000	CP2_g48879_DN3_SP8_c.t1
OG0013007	Ag004G396510, Ag004G391980	CP2_g48880_DN3_SP1_c.t1
OG0013008	Ag004G396490, Ag004G391920	CP2_g48881_DN3_SP8_c.t1
OG0013009	Ag004G395400, Ag004G390610	CP2_g48884_DN3_SP8_c.t1
OG0013010	Ag004G394410, Ag004G389440	CP2_g48903_DN3_SP3_c.t1
OG0013011	Ag004G388850, Ag004G393800	CP2_g48910_DN3_SP8_c.t1
OG0013012	Ag004G386980	CP2_g48935_DN3_SP0_c.t1, CP2_g48929_DN3_SP1_c.t1
OG0013013	Ag004G386470	CP2_g48937_DN3_SP8_c.t1
OG0013014	Ag004G386120	CP2_g48942_DN3_SP1_c.t1
OG0013015	Ag004G316680	CP1_g37579_DN3_SP3_c.t1
OG0013016	Ag004G382530	CP2_g48968_DN3_SP5_c.t1
OG0013017	Ag004G381900	CP2_g48980_DN3_SP0_c.t1
OG0013018	Ag004G380860	CP2_g49004_DN3_SP0_c.t1
OG0013019	Ag004G380820	CP2_g49007_DN3_SP0_c.t1
OG0013020	Ag004G379680	CP2_g49036_DN3_SP8_c.t1
OG0013021	Ag004G315150	CP2_g49040_DN1_SP0_c.t1
OG0013022	Ag004G379490	CP2_g49043_DN3_SP8_c.t1
OG0013023	Ag004G379450	CP16_g54729_DN3_SP1_c.t1
OG0013024	Ag001G008460	CP19_g18059_DN3_SP1_c.t1
OG0013028	Ag006G515580	CP19_g18020_DN3_SP0_c.t1
OG0013029	Ag007G644890	CP5_g1948_DN3_SP8_c.t1
OG0013030	Ag002G190230	CP4_g24591_DN3_SP2_c.t1
OG0013031	Ag002G189600	CP4_g24603_DN3_SP0_c.t1
OG0013032	Ag002G188780, Ag002G188770	CP4_g24620_DN3_SP3_c.t1
OG0013033	Ag002G188820	CP4_g24618_DN3_SP1_c.t1
OG0013034	Ag003G241020, Ag002G188420	CP4_g24632_DN3_SP3_c.t1
OG0013035	Ag002G187860	CP4_g24654_DN3_SP3_c.t1
OG0013036	Ag002G187450	CP4_g24665_DN3_SP2_c.t1
OG0013037	Ag005G478190	CP10_g42870_DN3_SP0_c.t1
OG0013038	Ag005G477890	CP10_g42886_DN3_SP5_c.t1
OG0013040	Ag005G476760	CP10_g42925_DN3_SP0_c.t1
OG0013041	Ag005G476750	CP10_g42926_DN3_SP8_c.t1
OG0013042	Ag005G476260	CP10_g42958_DN3_SP8_c.t1
OG0013043	Ag005G476050	CP10_g42965_DN3_SP0_c.t1
OG0013044	Ag002G118900	CP19_g18217_DN3_SP0_c.t1
OG0013045	Ag005G475980	CP10_g42972_DN2_SP0_c.t1
OG0013046	Ag005G475920	CP10_g42976_DN3_SP0_c.t1
OG0013047	Ag005G475900	CP10_g42978_DN3_SP4_c.t1
OG0013048	Ag005G475890	CP10_g42979_DN3_SP4_c.t1
OG0013049	Ag005G475660, Ag004G360630	CP10_g43001_DN3_SP3_c.t1
OG0013050	Ag005G475640	CP10_g43003_DN3_SP8_c.t1
OG0013051	Ag008G719430	CP8_g54366_DN3_SP8_c.t1
OG0013052	Ag005G474820	CP10_g43028_DN3_SP0_c.t1
OG0013053	Ag005G474780	CP10_g43030_DN3_SP0_c.t1
OG0013054	Ag005G474730, Ag002G106720	CP10_g43034_DN3_SP8_c.t1
OG0013055	Ag005G474470	CP10_g43051_DN3_SP2_c.t1
OG0013056	Ag004G313370	CP1_g37419_DN3_SP1_c.t1
OG0013057	Ag005G473680	CP10_g43087_DN3_SP8_c.t1
OG0013058	Ag005G472720	CP10_g43117_DN3_SP2_c.t1
OG0013059	Ag005G472660	CP10_g43120_DN3_SP8_c.t1
OG0013060	Ag005G471840	CP10_g43166_DN3_SP6_c.t1
OG0013061	Ag005G471830	CP10_g43167_DN3_SP8_c.t1
OG0013062	Ag005G471740	CP10_g43173_DN3_SP8_c.t1
OG0013063	Ag005G471700	CP10_g43177_DN3_SP0_c.t1
OG0013064	Ag007G591500	CP4_g25634_DN3_SP4_c.t1
OG0013065	Ag005G471400	CP10_g43194_DN3_SP8_c.t1
OG0013066	Ag007G582350	CP5_g1200_DN3_SP5_c.t1
OG0013068	Ag001G041320	CP26_g51204_DN3_SP8_c.t1
OG0013070	Ag001G047110, Ag001G045680	CP69_g34235_DN3_SP4_c.t1
OG0013071	Ag001G046870, Ag001G044570	CP8_g52189_DN3_SP8_c.t1
OG0013072	Ag001G040640	CP8_g52281_DN3_SP8_c.t1
OG0013074	Ag001G040980	CP8_g52542_DN3_SP7_c.t1
OG0013075	Ag001G040390	CP8_g52594_DN3_SP3_c.t1
OG0013076	Ag003G278550	CP8_g52725_DN3_SP1_c.t1
OG0013077	Ag001G041080	CP8_g52731_DN3_SP8_c.t1
OG0013078	Ag004G384740	CP8_g52843_DN3_SP8_c.t1
OG0013080	Ag005G427210	CP12_g30908_DN2_SP0_c.t1
OG0013081	Ag008G677130	CP8_g52992_DN3_SP8_c.t1
OG0013082	Ag008G676600, Ag008G676590	CP8_g53012_DN3_SP0_c.t1
OG0013083	Ag002G160170	CP8_g53018_DN3_SP2_c.t1
OG0013084	Ag001G094810	CP8_g53059_DN3_SP4_c.t1
OG0013085	Ag008G680270	CP8_g53107_DN3_SP0_c.t1
OG0013088	Ag008G681220	CP8_g53149_DN3_SP8_c.t1
OG0013089	Ag008G681610, Ag008G668450	CP8_g53174_DN3_SP1_c.t1
OG0013090	Ag008G681750	CP8_g53184_DN3_SP0_c.t1
OG0013092	Ag008G684640	CP8_g53245_DN3_SP6_c.t1
OG0013093	Ag008G686480	CP8_g53312_DN3_SP8_c.t1
OG0013094	Ag003G252640	CP5_g1226_DN3_SP8_c.t1
