Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_NCBI
OG0017309	Ag008G721940	XP_020878650.1
OG0017310	Ag008G722580	XP_020879443.1
OG0017311	Ag008G722470	XP_020878373.1
OG0017312	Ag008G722650	XP_020878968.1
OG0017313	Ag008G722990	XP_002874166.1
OG0017314	Ag008G723100	XP_020876098.1
OG0017315	Ag008G723110	XP_002874158.1
OG0017316	Ag008G724360, Ag008G724350	XP_002874112.2
OG0017317	Ag008G724430	XP_002872036.1
OG0017318	Ag008G725660	XP_002866424.1
OG0017319	Ag008G693890	XP_002864358.1
OG0017320	Ag008G726070	XP_020871474.1
OG0017321	Ag003G259860	XP_002864758.1
OG0017323	Ag008G726820	XP_020871837.1
OG0017324	Ag008G726910	XP_002864771.1
OG0017325	Ag008G727050	XP_002866475.1
OG0017326	Ag008G728790	XP_020888132.1
OG0017327	Ag008G706130	XP_020886519.1
OG0017328	Ag008G706040	XP_020884474.1
OG0017329	Ag008G705970	XP_020884186.1
OG0017331	Ag001G059830, Ag001G063390	XP_002876062.1
OG0017332	Ag001G062980	XP_002876051.1
OG0017333	Ag001G062370	XP_002876047.1
OG0017334	Ag001G061780	XP_002877756.1
OG0017335	Ag001G060470	XP_002876018.2
OG0017337	Ag008G719470	XP_020878091.1
OG0017338	Ag008G691330	XP_002875933.1
OG0017340	Ag001G056390	XP_002875909.1
OG0017341	Ag001G055830	XP_002877606.1
OG0017342	Ag001G055580	XP_020880356.1
OG0017343	Ag001G054650	XP_020881544.1
OG0017344	Ag001G054180	XP_020879672.1
OG0017345	Ag001G053660	XP_002877565.1
OG0017346	Ag001G052910	XP_020880765.1
OG0017347	Ag006G575750	XP_002877513.1
OG0017348	Ag001G052020	XP_002877491.1
OG0017349	Ag001G037480	XP_002868306.2
OG0017353	Ag008G673380	XP_002877331.1
OG0017354	Ag008G674580	XP_020880183.1
OG0017355	Ag005G479320	XP_002873983.1
OG0017356	Ag004G355070, Ag002G194700	XP_002887144.1
OG0017357	Ag004G355260	XP_020890981.1
OG0017358	Ag007G612490	XP_002871585.1
OG0017359	Ag004G354750	XP_002888633.1
OG0017360	Ag004G354850	XP_002887148.1
OG0017361	Ag004G350740	XP_002888685.1
OG0017362	Ag004G350030	XP_002888705.1
OG0017363	Ag004G349890	XP_020889982.1
OG0017364	Ag004G298220	XP_002864008.1
OG0017365	Ag004G348960	XP_020890389.1
OG0017366	Ag004G348900	XP_002887239.1
OG0017367	Ag004G348160	XP_020890538.1
OG0017368	Ag004G344650	XP_020891070.1
OG0017369	Ag004G344640	XP_020891067.1
OG0017370	Ag004G344340	XP_002888793.1
OG0017371	Ag004G343900	XP_002887339.1
OG0017373	Ag004G343470	XP_020866188.1, XP_020889709.1
OG0017374	Ag004G342690	XP_020890592.1
OG0017375	Ag003G215280	XP_020889797.1
OG0017376	Ag003G215330	XP_020890666.1
OG0017377	Ag003G218030	XP_002887686.1
OG0017378	Ag003G218070	XP_020891155.1
OG0017379	Ag003G218190	XP_002889139.1
OG0017380	Ag003G219010, Ag004G373300	XP_002887666.1
OG0017381	Ag003G219620	XP_020891474.1
OG0017382	Ag003G219750	XP_020890180.1
OG0017383	Ag003G219870	XP_020891319.1
OG0017384	Ag003G222150	XP_002889066.1
OG0017385	Ag003G223480	XP_020865899.1
OG0017386	Ag003G224130	XP_020889665.1
OG0017387	Ag004G332570	XP_002893065.1
OG0017388	Ag003G228210	XP_002887568.1
OG0017389	Ag003G229590, Ag003G229600	XP_002887551.1
OG0017390	Ag003G231620	XP_020891466.1
OG0017391	Ag008G719540	XP_002873946.2
OG0017392	Ag003G233040	XP_020889879.1
OG0017393	Ag001G042080	XP_020873887.1
OG0017394	Ag003G234420	XP_002887503.1
OG0017395	Ag003G235000	XP_020890520.1
OG0017396	Ag003G236420	XP_020891597.1
OG0017397	Ag003G236680	XP_002888923.1
OG0017398	Ag003G237140	XP_020890507.1
OG0017399	Ag003G238030	XP_002887466.1
OG0017400	Ag003G239200	XP_020890795.1
OG0017401	Ag003G213630	XP_020890467.1
OG0017402	Ag003G212720	XP_020890459.1
OG0017404	Ag003G211520	XP_020890016.1
OG0017405	Ag003G211270	XP_020865602.1
OG0017406	Ag003G210660	XP_020890546.1
OG0017407	Ag003G210520	XP_002887806.1
OG0017408	Ag003G210230	XP_020891161.1
OG0017409	Ag003G208150	XP_020890175.1
OG0017411	Ag003G207670	XP_020891641.1
OG0017412	Ag003G207690	XP_020891640.1
OG0017413	Ag003G207730	XP_020891107.1
OG0017415	Ag005G469860	XP_002884949.1
OG0017416	Ag005G469630	XP_020888715.1
OG0017417	Ag005G468990	XP_020888685.1
OG0017418	Ag005G468440	XP_020888911.1
OG0017419	Ag005G468300	XP_020888926.1
OG0017420	Ag005G465450	XP_020886815.1
OG0017421	Ag005G465430	XP_002882884.1
OG0017422	Ag005G464540	XP_020888829.1
OG0017424	Ag005G464390	XP_002882915.1
OG0017425	Ag005G463870	XP_020887705.1
OG0017426	Ag005G462990	XP_020889493.1
OG0017427	Ag005G461460	XP_020887440.1
OG0017428	Ag005G461090	XP_020889149.1
OG0017429	Ag005G459970	XP_002883027.1
OG0017430	Ag005G456560	XP_002883094.1
OG0017431	Ag005G454770	XP_002883132.1
OG0017432	Ag005G454750	XP_020889532.1
OG0017434	Ag005G450620	XP_020887981.1
OG0017435	Ag005G448850	XP_020887491.1
OG0017437	Ag005G448640	XP_002885324.1
OG0017438	Ag005G448530	XP_020887587.1
OG0017439	Ag005G448520	XP_020886411.1
OG0017440	Ag005G441370	XP_020887249.1
OG0017441	Ag005G441970	XP_002885434.1
OG0017443	Ag005G441240	XP_002885454.1
OG0017444	Ag005G441230	XP_020888456.1
OG0017445	Ag005G438320	XP_020886716.1
OG0017447	Ag005G437540	XP_002885522.1
OG0017448	Ag005G435670	XP_020888865.1
OG0017449	Ag005G432690, Ag005G434000	XP_002883453.1
OG0017450	Ag005G429720	XP_002883523.1
OG0017451	Ag005G429710	XP_020887899.1
OG0017452	Ag005G428500	XP_002883551.1
OG0017453	Ag005G427670	XP_020887087.1
OG0017454	Ag006G530820	XP_002880696.1
OG0017455	Ag005G425690	XP_020887057.1
OG0017456	Ag005G420930	XP_020889549.1
OG0017457	Ag007G614960	XP_020888617.1
OG0017459	Ag005G424820	XP_002885810.1
OG0017460	Ag005G420510	XP_002885891.1
OG0017461	Ag005G420090	XP_002883829.2
OG0017465	Ag005G415950	XP_020889261.1
OG0017466	Ag005G414150	XP_020887343.1, XP_020886304.1
OG0017467	Ag005G414660	XP_020885852.1
OG0017468	Ag005G410670	XP_020888399.1
OG0017469	Ag005G409320	XP_002886259.2
OG0017470	Ag005G406620	XP_020888902.1
OG0017471	Ag005G402640	XP_002886001.1
OG0017472	Ag005G403150	XP_002886274.1
OG0017473	Ag005G403400	XP_020887253.1
OG0017475	Ag005G404330	XP_002884222.1
OG0017476	Ag002G197890	XP_002886304.1
OG0017478	Ag005G404440	XP_002886313.1
OG0017479	Ag005G404450	XP_002884230.1
OG0017480	Ag001G000110	XP_020870487.1
OG0017481	Ag001G000900	XP_002891857.1
OG0017482	Ag001G001140	XP_002894523.1
OG0017483	Ag001G001380	XP_002891845.1
OG0017484	Ag001G002450	XP_020868739.1
OG0017485	Ag001G002860	XP_002891818.1
OG0017486	Ag001G002930	XP_020870242.1
OG0017487	Ag001G002940	XP_020870244.1
OG0017488	Ag001G003520	XP_002891797.1
OG0017489	Ag001G004370	XP_002891781.1
OG0017490	Ag001G005070	XP_002891766.1
OG0017491	Ag001G006960	XP_020867151.1
OG0017492	Ag001G006980	XP_002891728.1
OG0017493	Ag001G008100	XP_002891705.1
OG0017494	Ag001G008350	XP_002894385.1
OG0017495	Ag001G014110	XP_002894263.1
OG0017496	Ag001G014370	XP_002894260.1
OG0017498	Ag001G017020	XP_002891545.1
OG0017499	Ag001G023280	XP_020868357.1
OG0017500	Ag001G023540	XP_020867901.1
OG0017501	Ag001G023620	XP_020866339.1
OG0017502	Ag001G024560	XP_002894123.1
OG0017503	Ag001G024710	XP_002872815.1
OG0017504	Ag001G025830	XP_020868394.1
OG0017505	Ag001G028450	XP_020873960.1
OG0017506	Ag001G028500	XP_002868147.1
OG0017507	Ag001G031900	XP_002870209.1
OG0017508	Ag001G032840	XP_020874637.1
OG0017510	Ag007G580600	XP_002893618.1
OG0017511	Ag002G160690	XP_002881340.1
OG0017512	Ag002G160590	XP_020882747.1
OG0017513	Ag001G064520	XP_020880642.1
OG0017514	Ag001G064500	XP_020880637.1
OG0017515	Ag001G069810	XP_020881946.1
OG0017516	Ag001G069960	XP_002877887.1
OG0017517	Ag001G070870	XP_002877896.1
OG0017518	Ag001G070930	XP_002876179.1
OG0017519	Ag001G073020	XP_002876221.1
OG0017520	Ag001G073130	XP_020880452.1
OG0017521	Ag001G073230	XP_002876224.1
OG0017522	Ag001G073360	XP_020881323.1
OG0017523	Ag001G074050	XP_020881320.1
OG0017524	Ag001G075200	XP_002877978.1
OG0017525	Ag001G074800	XP_002876249.1
OG0017526	Ag001G074860	XP_020882447.1
OG0017527	Ag001G076490	XP_020879704.1
OG0017528	Ag001G076810	XP_002878012.1
OG0017530	Ag001G078300	XP_020880457.1
OG0017531	Ag001G078630	XP_020880022.1
OG0017532	Ag001G078650	XP_002878034.1
OG0017533	Ag001G079170	XP_002876317.1
OG0017534	Ag001G080040	XP_002878051.1
OG0017535	Ag001G079920	XP_002876337.1
OG0017536	Ag001G080550	XP_002878065.1
OG0017537	Ag001G081280	XP_002878080.1
OG0017539	Ag001G084360	XP_020881527.1
OG0017540	Ag001G084990	XP_002878159.1
OG0017541	Ag001G088470	XP_002878232.1
OG0017542	Ag001G088810	XP_020880573.1
OG0017543	Ag001G089570	XP_002876486.1
OG0017544	Ag001G091550	XP_020880945.1
OG0017545	Ag001G091630	XP_020879728.1
OG0017546	Ag001G092800	XP_020880129.1
OG0017547	Ag001G064690	XP_020882541.1
OG0017548	Ag001G093590	XP_002876581.1
OG0017549	Ag001G093630	XP_002876583.1
OG0017550	Ag001G095720	XP_002876639.1
OG0017551	Ag001G096780	XP_002876666.1
OG0017552	Ag001G097800	XP_002878468.1
OG0017553	Ag001G098010	XP_002878474.1
OG0017554	Ag001G098830	XP_020882121.1
OG0017555	Ag001G098940	XP_002876723.1
OG0017556	Ag001G093750	XP_020880421.1
OG0017557	Ag001G000570	XP_002894549.1
OG0017558	Ag001G007410	XP_002894409.1
OG0017559	Ag001G008060	XP_002891706.1
OG0017560	Ag001G011020	XP_020870338.1
OG0017562	Ag001G031830	XP_020873152.1
OG0017563	Ag001G051280	XP_020879601.1
OG0017564	Ag001G054540	XP_002875868.1
OG0017565	Ag001G058700	XP_020882613.1
OG0017566	Ag001G064150	XP_020880987.1
OG0017567	Ag001G064510	XP_002877845.1
OG0017568	Ag001G066980	XP_002876093.1
OG0017569	Ag001G070960	XP_020881378.1
OG0017570	Ag001G071070	XP_002876185.1
OG0017570	Ag001G071030, Ag001G071020	XP_002876184.1
OG0017571	Ag001G072820	XP_002868728.1, XP_002868722.1, XP_002870747.1
OG0017572	Ag001G075150	XP_020881773.1
OG0017573	Ag001G075180	XP_020879620.1
OG0017574	Ag001G075310	XP_020879948.1
OG0017575	Ag001G077410	XP_002876289.1
OG0017576	Ag001G079220	XP_002876318.1
OG0017577	Ag001G080420	XP_002878056.1
OG0017578	Ag001G081060	XP_002876357.1
OG0017579	Ag001G088060	XP_002878227.1
OG0017580	Ag001G098370	XP_002878491.1
OG0017581	Ag001G099240	XP_002866777.2
OG0017583	Ag002G117580	XP_020880974.1
OG0017584	Ag002G123720	XP_020868374.1
OG0017586	Ag002G142300	XP_020877647.1
OG0017587	Ag002G145190	XP_020876523.1
OG0017588	Ag002G161760	XP_020882980.1
OG0017589	Ag002G164770	XP_020883735.1
OG0017590	Ag002G176220	XP_020882755.1
OG0017591	Ag002G178250	XP_002879768.1
OG0017592	Ag002G184010	XP_002881682.1
OG0017593	Ag002G189570	XP_020883488.1
OG0017594	Ag002G191500, Ag002G191630	XP_020883264.1
OG0017595	Ag002G191810	XP_020885343.1
OG0017596	Ag002G192910	XP_020885050.1
OG0017597	Ag002G194930	XP_002881865.1
OG0017598	Ag002G204750	XP_020885331.1
OG0017599	Ag003G211990	XP_020865900.1
OG0017600	Ag003G215540	XP_002889164.1
OG0017601	Ag004G384890, Ag003G222020, Ag003G222040, Ag003G221970, Ag003G221990, Ag003G226790	XP_020891707.1
OG0017602	Ag003G228240	XP_002889004.1
OG0017603	Ag003G234520, Ag003G252720	XP_002869540.1
OG0017604	Ag003G238180	XP_002888900.1
OG0017605	Ag003G253380	XP_002869521.1
OG0017606	Ag003G253540	XP_002867465.1
OG0017607	Ag003G260610	XP_020875181.1
OG0017608	Ag003G263840, Ag003G263180	XP_020874482.1
OG0017609	Ag003G270450	XP_002867287.1
OG0017610	Ag003G276490	XP_002869216.1
OG0017611	Ag003G276630	XP_020872332.1
OG0017612	Ag003G282270	XP_002867111.1
OG0017613	Ag003G285360	XP_002893877.1
OG0017614	Ag004G297880	XP_020869976.1
OG0017615	Ag004G297900	XP_020879696.1
OG0017616	Ag004G301940	XP_020869465.1
OG0017617	Ag004G304540	XP_002889559.1
OG0017618	Ag004G305950	XP_020868600.1
OG0017619	Ag004G306040	XP_002892365.1
OG0017620	Ag004G308160	XP_002892444.1
OG0017621	Ag004G308290	XP_020869183.1
OG0017622	Ag004G314480	XP_002889888.1
OG0017623	Ag004G319710	XP_002892790.1
OG0017624	Ag004G320230	XP_020870391.1
OG0017625	Ag004G322980	XP_020866838.1
OG0017627	Ag004G332800	XP_002890355.1
OG0017628	Ag004G339560	XP_020868432.1
OG0017629	Ag004G341350	XP_020869404.1
OG0017630	Ag004G343460	XP_020889708.1
OG0017632	Ag004G347100, Ag004G346910	XP_002888745.1
OG0017633	Ag004G348840	XP_020889785.1
OG0017634	Ag004G350300	XP_020889701.1
OG0017635	Ag004G353360	XP_002887178.1
OG0017636	Ag004G365910	XP_020868274.1
OG0017637	Ag004G366930	XP_020868946.1
OG0017638	Ag004G372760	XP_002888125.1
OG0017639	Ag004G379830	XP_020891305.1
OG0017640	Ag004G383890	XP_020890705.1, XP_020871415.1
OG0017641	Ag004G397170	XP_002887917.1
OG0017642	Ag005G402800	XP_002885997.2
OG0017643	Ag005G418030	XP_020889359.1
OG0017644	Ag006G565730, Ag005G432090, Ag005G432100	XP_020873714.1
OG0017645	Ag005G435120	XP_020888480.1
OG0017646	Ag005G458090, Ag005G439790	XP_020874018.1, XP_020874017.1
OG0017647	Ag005G453490	XP_002885268.1
OG0017648	Ag005G463030	XP_020887647.1
OG0017649	Ag005G467360, Ag005G467410, Ag005G466500	XP_002872473.1, XP_002872474.1
OG0017650	Ag005G470650	XP_002884924.1
OG0017651	Ag005G473540	XP_020888319.1
OG0017652	Ag005G476220	XP_020885987.1
OG0017653	Ag005G478680	XP_020887358.1
OG0017654	Ag005G482140	XP_020889250.1
OG0017655	Ag005G483880	XP_020874229.1
OG0017656	Ag005G485400	XP_020886592.1
OG0017657	Ag005G490540	XP_020886518.1
OG0017658	Ag006G494270	XP_020876634.1
OG0017659	Ag006G502810	XP_002873236.1
OG0017660	Ag006G503990	XP_002869637.1
OG0017661	Ag006G505010	XP_002871224.1
OG0017662	Ag006G506100	XP_020878708.1
OG0017663	Ag006G506170, Ag006G506160, Ag008G707720	XP_002866313.2
OG0017664	Ag006G506700	XP_020877918.1
OG0017665	Ag006G518400	XP_002879963.1
OG0017666	Ag006G519530	XP_020879137.1
OG0017667	Ag006G528010	XP_002878748.1
OG0017668	Ag006G552180	XP_002869819.2
OG0017669	Ag006G554250	XP_020873777.1
OG0017670	Ag006G564050	XP_020875589.1
OG0017671	Ag006G564530	XP_020872906.1
OG0017672	Ag007G580520	XP_020867054.1
OG0017673	Ag007G583130	XP_020866526.1
OG0017674	Ag007G584010	XP_020870634.1
OG0017675	Ag007G584260	XP_002894031.1
OG0017676	Ag007G584690	XP_002894003.1
OG0017677	Ag007G584870	XP_020869926.1
OG0017678	Ag007G586240	XP_020873840.1
OG0017680	Ag007G591340	XP_002876435.1
OG0017681	Ag007G592070	XP_020883428.1
OG0017682	Ag007G595300	XP_002862704.1, XP_002881002.1
OG0017683	Ag007G595670	XP_020882741.1
OG0017684	Ag007G597040	XP_020885829.1
OG0017685	Ag007G601730	XP_020877930.1
OG0017686	Ag007G603870	XP_002871398.1
OG0017687	Ag007G607880	XP_002871488.1
OG0017688	Ag007G642400	XP_020871316.1
OG0017689	Ag007G651080	XP_002870232.1
OG0017690	Ag007G651580	XP_020872393.1
OG0017691	Ag007G655780	XP_002870648.1
OG0017692	Ag008G663910	XP_002875269.1
OG0017693	Ag008G696640	XP_002864416.1
OG0017694	Ag008G707600	XP_020890342.1
OG0017695	Ag008G708580	XP_020867792.1
OG0017696	Ag008G713680	XP_020879585.1
OG0017698	Ag008G717470	XP_020879992.1
OG0017699	Ag008G719780	XP_020878525.1
OG0017700	Ag008G729250	XP_020871757.1
OG0017701	Ag008G732640	XP_020871777.1
OG0017751	Ag002G199460	XP_020872535.1
OG0017752	Ag003G255100	XP_020874604.1
OG0017753	Ag003G258490	XP_020872537.1
OG0017754	Ag003G268100	XP_020875706.1
OG0017755	Ag003G271440	XP_002869309.1
OG0017756	Ag003G279810	XP_020872423.1
OG0017757	Ag006G549660	YP_009357312.1, YP_009357326.1
OG0017758	Ag006G540700	XP_002891605.1
OG0017759	Ag003G282820	XP_020872044.1
OG0017760	Ag003G284030	XP_020874359.1
OG0017761	Ag003G277370	XP_002867211.2
OG0017762	Ag007G578280, Ag001G058540	XP_020870216.1
OG0017763	Ag007G578140	XP_020869844.1
OG0017764	Ag007G578060	XP_002890994.1
OG0017765	Ag001G101160	XP_020873934.1
OG0017766	Ag004G364620	XP_002891902.2
OG0017767	Ag004G366550	XP_002891959.1
OG0017768	Ag004G370460	XP_020890169.1
OG0017769	Ag004G370700	XP_020890491.1
OG0017771	Ag004G377860	XP_020891312.1
OG0017774	Ag012G741070, Ag008G658350	XP_020881290.1
OG0017777	Ag007G584250	XP_002876773.1
OG0017779	Ag008G661940	XP_002875187.1
OG0017781	Ag008G662280	XP_020881394.1, XP_020881399.1
OG0017782	Ag008G667020	XP_020879982.1
OG0017783	Ag008G667430	XP_002875340.1
OG0017784	Ag008G669030	XP_020882607.1
OG0017786	Ag008G671260	XP_020880856.1
OG0017787	Ag001G017000	XP_020881937.1
OG0017788	Ag004G400220	XP_020880646.1
OG0017790	Ag004G359530	XP_002876785.1
OG0017791	Ag004G361080	XP_002888465.1
OG0017792	Ag004G363040	XP_002888427.1
OG0017793	Ag004G362260	XP_002886950.1
OG0017794	Ag004G364470	XP_002864369.1
OG0017795	Ag004G400150	XP_020891375.1
OG0017796	Ag004G386050	XP_002886403.1
OG0017797	Ag005G476630	XP_002884751.2
OG0017799	Ag005G472210	XP_020888220.1
OG0017804	Ag008G683770	XP_002864195.1
OG0017806	Ag006G573940	XP_002870024.1
OG0017808	Ag008G687750	XP_002866001.1
OG0017809	Ag008G701210	XP_020879931.1
OG0017810	Ag008G704110	XP_020881654.1
OG0017811	Ag007G611390	XP_002873605.1
OG0017812	Ag007G610260	XP_020877360.1
OG0017813	Ag007G607670	XP_002873523.1
OG0017814	Ag007G604420	XP_020878311.1
OG0017815	Ag007G603780	XP_002871397.1
OG0017816	Ag007G602180	XP_020878495.1
OG0017817	Ag007G601510	XP_002871343.1
OG0017818	Ag007G601460	XP_020878164.1, XP_020878145.1
OG0017821	Ag007G599580	XP_002871275.1
OG0017823	Ag006G577220	XP_002870091.1
OG0017824	Ag006G576650	XP_020872063.1
OG0017825	Ag005G435150	XP_020886952.1
OG0017827	Ag006G571150	XP_020874816.1
OG0017828	Ag006G564480	XP_020872908.1
OG0017829	Ag006G552130	XP_020873491.1
OG0017831	Ag006G542000	XP_020873697.1
OG0017832	Ag006G540100, Ag006G538090	XP_002893770.1
OG0017833	Ag006G535510	XP_002891160.1
OG0017834	Ag006G535410	XP_020868791.1
OG0017835	Ag006G534030	XP_002893919.1
OG0017836	Ag006G533680	XP_020866534.1
OG0017838	Ag006G532000	XP_002893972.2
OG0017841	Ag007G581320	XP_020867375.1
OG0017842	Ag007G581090	XP_020867373.1
OG0017843	Ag007G580500	XP_020869351.1
OG0017844	Ag007G580430	XP_020866069.1
OG0017845	Ag003G285800	XP_020875519.1
OG0017846	Ag003G286110	XP_002869070.1
OG0017847	Ag003G290370	XP_020874495.1
OG0017848	Ag003G290800	XP_002868999.1
OG0017849	Ag003G291070	XP_020873166.1
OG0017850	Ag003G291270	XP_020874623.1
OG0017851	Ag003G292080	XP_002866932.1
OG0017854	Ag003G294510	XP_020872065.1
OG0017855	Ag007G645720	XP_002870539.2
OG0017856	Ag007G645860	XP_002868533.2
OG0017857	Ag007G647040	XP_020872361.1
OG0017858	Ag007G648700	XP_020872937.1
OG0017859	Ag002G162050	XP_002881367.2
OG0017860	Ag002G162740	XP_020883105.1
OG0017861	Ag006G561870	XP_002872426.1
OG0017862	Ag007G618480, Ag002G187260	XP_002872417.2
OG0017863	Ag002G160560	XP_020883005.1
OG0017864	Ag004G368600	XP_020883190.1
OG0017865	Ag002G199880	XP_020871545.1
OG0017867	Ag004G334780	XP_002863791.1
OG0017869	Ag002G148270	XP_020878460.1
OG0017873	Ag002G146870	XP_020876558.1
OG0017874	Ag002G145880	XP_002872578.1
OG0017875	Ag002G143560	XP_002874735.2
OG0017876	Ag002G141650	XP_020877692.1
OG0017877	Ag002G102990, Ag002G102750	XP_002865279.2
OG0017878	Ag002G104520	XP_020866142.1
OG0017879	Ag002G106230	XP_002865222.1
OG0017880	Ag002G113500	XP_020885397.1
OG0017881	Ag002G117680	XP_020881207.1
OG0017882	Ag002G119310	XP_002865167.1
OG0017883	Ag002G120520	XP_020865684.1
OG0017885	Ag002G123710	XP_020871862.1
OG0017887	Ag001G042210	XP_020873187.1
OG0017889	Ag001G043030	XP_002863230.2
OG0017890	Ag001G043480	XP_002863200.1
OG0017893	Ag001G044140, Ag001G039300	XP_020876554.1
OG0017894	Ag001G038530	XP_020874767.1
OG0017896	Ag007G614500	XP_020872046.1
OG0017897	Ag007G614520	XP_002868316.1
OG0017899	Ag001G036980	XP_002868294.1
OG0017900	Ag001G036560	XP_020872162.1
OG0017901	Ag001G033290	XP_002870229.2
OG0017902	Ag020G743080, Ag001G087370, Ag001G087380	XP_002878210.1
OG0017903	Ag007G652200	XP_002870698.1
OG0017904	Ag007G655580	XP_020875463.1
OG0017906	Ag002G204360	XP_002882091.1
OG0017907	Ag002G203680	XP_002882074.1
OG0017908	Ag002G201710	XP_002882013.2
OG0017909	Ag002G201510	XP_002882007.1
OG0017910	Ag002G200160	XP_020884775.1
OG0017911	Ag002G198880	XP_002880097.1
OG0017912	Ag002G196480	XP_002880024.1
OG0017913	Ag002G196040	XP_002881883.1
OG0017914	Ag002G195850	XP_002880012.1
OG0017915	Ag002G195540	XP_002881874.1
OG0017916	Ag002G192950	XP_020884631.1
OG0017917	Ag002G193370	XP_020884224.1
OG0017918	Ag006G491270	XP_020876309.1
OG0017919	Ag006G491300	XP_020879337.1
OG0017920	Ag006G491320	XP_020879361.1
OG0017921	Ag006G491510	XP_020877922.1
OG0017922	Ag006G492040	XP_002873023.1
OG0017924	Ag006G495940	XP_002873105.1
OG0017925	Ag008G719260	XP_020877023.1
OG0017926	Ag008G717500	XP_002871955.1
OG0017927	Ag008G710980	XP_020886409.1
OG0017928	Ag008G709210	XP_020886190.1
OG0017929	Ag008G707020	XP_020881014.1
OG0017930	Ag008G731280	XP_002864904.1
OG0017931	Ag008G731690	XP_002864917.1
OG0017933	Ag001G099640	XP_002866759.1
OG0017934	Ag001G099440	XP_020871938.1
OG0017936	Ag006G518910	XP_002875050.1
OG0017937	Ag001G094950	XP_020878530.1
OG0017938	Ag006G519460	XP_020879346.1
OG0017939	Ag006G517280	XP_002872950.2
OG0017941	Ag006G515780	XP_002874995.1
OG0017942	Ag006G514910	XP_020877582.1
OG0017943	Ag006G510860	XP_002872842.1
OG0017944	Ag003G282010, Ag007G588320	XP_002879445.1
OG0017945	Ag007G590550	XP_020882665.1
OG0017946	Ag007G593540	XP_020885477.1
OG0017947	Ag007G593690	XP_020885083.1
OG0017948	Ag004G307610	XP_020868709.1
OG0017949	Ag007G597600	XP_002879063.1
OG0017950	Ag001G008700	XP_020870234.1
OG0017951	Ag003G246440	XP_020884535.1
OG0017953	Ag001G100350	XP_002882179.1
OG0017954	Ag001G100450	XP_002882174.1
OG0017955	Ag005G481760	XP_020887543.1
OG0017956	Ag001G100700	XP_020885945.1
OG0017957	Ag001G100980	XP_020886562.1
OG0017958	Ag001G101020	XP_020886382.1
OG0017959	Ag006G493220	XP_002872982.1
OG0017960	Ag006G490760	XP_002884684.2
OG0017961	Ag006G490830	XP_020875800.1
OG0017962	Ag006G491140	XP_002872990.1
OG0017966	Ag005G488480	XP_020889335.1
OG0017967	Ag005G487830	XP_002884370.1
OG0017968	Ag005G487420	XP_002884382.1
OG0017969	Ag005G487330	XP_002882296.2
OG0017970	Ag005G487210	XP_020887851.1
OG0017971	Ag005G487050	XP_020888938.1
OG0017972	Ag005G485480	XP_020885937.1
OG0017973	Ag005G485340	XP_020887954.1
OG0017975	Ag005G404280, Ag005G474770	XP_020871578.1
OG0017976	Ag005G484000	XP_002884507.2
OG0017977	Ag005G484010	XP_020888112.1
OG0017978	Ag005G483280	XP_002884521.2
OG0017979	Ag005G482940	XP_020886800.1
OG0017980	Ag005G481640	XP_002882465.1
OG0017981	Ag005G479560	XP_020887989.1
OG0017982	Ag005G479420	XP_020885964.1
OG0017984	Ag005G478540	XP_020887214.1
OG0017985	Ag005G478460	XP_002884698.1
OG0017986	Ag002G180990	XP_002881650.1
OG0017987	Ag002G166620	XP_020883184.1
OG0017988	Ag002G166780	XP_002879603.1
OG0017989	Ag002G166910	XP_020884562.1
OG0017991	Ag002G175210	XP_002881563.2
OG0017993	Ag004G322850	XP_002892860.2
OG0017994	Ag004G323090	XP_002890108.1
OG0017995	Ag004G323120	XP_002890109.1
OG0017996	Ag004G325740	XP_002892929.1
OG0017997	Ag004G327980	XP_002892961.1
OG0017998	Ag004G329720	XP_020869445.1
OG0017999	Ag004G330400	XP_020869728.1
OG0018000	Ag004G331590	XP_020869850.1
OG0018001	Ag004G333780	XP_020868233.1
OG0018002	Ag004G333870	XP_020869060.1
OG0018003	Ag004G333890	XP_002890375.1
OG0018004	Ag004G333960	XP_020869054.1
OG0018005	Ag004G337280	XP_020870306.1
OG0018006	Ag004G339590	XP_020870940.1
OG0018008	Ag004G340700	XP_020867328.1
OG0018009	Ag003G241440	XP_002890570.1
OG0018014	Ag003G234350	XP_020868731.1
OG0018015	Ag007G586310	XP_020873504.1
OG0018016	Ag007G598650	XP_020873718.1
OG0018017	Ag007G586050	XP_002869674.1
OG0018019	Ag006G526290	XP_020884417.1
OG0018028	Ag006G522770	XP_002880440.1
OG0018029	Ag006G521160	XP_020885613.1
OG0018030	Ag004G317760	XP_020870350.1
OG0018031	Ag004G313550	XP_002892635.1
OG0018032	Ag004G312270	XP_002889820.1
OG0018033	Ag004G310450	XP_002892514.1
OG0018034	Ag004G309140	XP_002889724.1
OG0018035	Ag004G307480	XP_020870228.1
OG0018036	Ag004G306820	XP_002892395.2
OG0018037	Ag004G305220	XP_002889587.1
OG0018038	Ag004G305110	XP_002892317.1
OG0018039	Ag004G304360	XP_020867978.1
OG0018040	Ag004G304100	XP_020868613.1
OG0018041	Ag004G303160	XP_020870541.1
OG0018042	Ag004G303030	XP_002892245.1
OG0018043	Ag004G302080	XP_020870597.1
OG0018044	Ag004G302060	XP_002892197.1
OG0018045	Ag004G301140	XP_002889462.1
