Orthogroup	Alyssum_gmelinii	Brassica_napus
OG0012143	Ag007G595120	XP_013744189.1, XP_013676420.2
OG0012144	Ag007G595580	XP_013744165.1, XP_013732575.1
OG0012145	Ag006G504930, Ag007G595710	XP_048610474.1, XP_013647666.2
OG0012146	Ag007G595820	XP_013744145.1, XP_013652963.1
OG0012147	Ag007G595830	XP_013744143.1, XP_048633766.1
OG0012148	Ag007G596420	XP_013691351.1, XP_013651792.2, XP_013747067.1
OG0012149	Ag007G596510	XP_013686223.1, XP_013647628.2
OG0012150	Ag007G596640	NP_001302965.1, XP_013720440.1
OG0012151	Ag007G596750	XP_013692626.2, XP_013653678.2
OG0012152	Ag007G596760	XP_013743985.2, XP_048612440.1
OG0012154	Ag007G596980	XP_013720546.1
OG0012155	Ag007G596960	XP_013695258.1, XP_013688303.2, XP_013653686.1
OG0012156	Ag007G597790	XP_048592805.1
OG0012157	Ag001G019160, Ag001G018900, Ag001G019250	XP_048613040.1, XP_013662276.2
OG0012158	Ag002G176490	XP_048620922.1, XP_048597373.1
OG0012159	Ag004G320610	XP_013653265.2, XP_013726882.1, XP_013726881.1
OG0012160	Ag006G526600	XP_013711975.2, XP_048597379.1
OG0012161	Ag006G525560	XP_048633719.1, XP_013696801.2
OG0012162	Ag006G528210	XP_013693568.1, XP_048597385.1, XP_013709871.2
OG0012163	Ag006G549270, Ag006G547160	XP_013693232.1, XP_013744067.1
OG0012164	Ag004G311430	XP_013741721.2, XP_048600236.1
OG0012165	Ag005G490590	XP_013730610.1, XP_048614336.1
OG0012166	Ag001G100370	XP_048614352.1, NP_001302516.1, XP_013670635.2
OG0012167	Ag001G100750	XP_013677293.2, XP_013695851.1
OG0012168	Ag006G490680	XP_013723189.1, XP_013728083.1, XP_048629396.1
OG0012169	Ag006G490730	XP_013680248.1, XP_048625392.1
OG0012170	Ag003G272220	XP_013707652.3, XP_048619261.1
OG0012171	Ag001G088650	XP_013742152.2, XP_013724492.1
OG0012172	Ag005G490330	XP_048614311.1, XP_013750981.1, XP_048598822.1
OG0012173	Ag005G490290	XP_048614313.1, XP_013750978.1
OG0012174	Ag005G488710	XP_048636157.1, XP_048614254.1
OG0012175	Ag005G488070	XP_048600841.1, XP_048631964.1
OG0012176	Ag005G487220	XP_013745030.2, XP_048632196.1
OG0012177	Ag005G487000, Ag008G704270	XP_048628746.1, XP_022570581.2
OG0012178	Ag005G486930	XP_048633222.1, XP_013729372.2
OG0012179	Ag005G486920	XP_013742300.1, XP_048591802.1, XP_048628749.1
OG0012180	Ag005G486180	XP_013731680.2, XP_048636178.1
OG0012182	Ag005G485990	XP_048632207.1, XP_013745045.1
OG0012183	Ag005G485520	XP_048614527.1, XP_013640655.1
OG0012184	Ag005G485410	XP_013742243.2, XP_013660575.2
OG0012185	Ag005G485180	XP_013750443.1, XP_013735779.1
OG0012186	Ag005G485010	XP_013750438.1, XP_048632222.1
OG0012188	Ag005G484230	XP_013732121.2, XP_013732403.1, XP_013750694.1, XP_013750731.2
OG0012189	Ag005G483920	XP_048636105.1, XP_013640270.1
OG0012190	Ag005G483330	XP_013695130.2, XP_048636090.1
OG0012191	Ag001G095550	XP_013730218.1, XP_013648472.2
OG0012192	Ag005G482210, Ag002G107740, Ag002G111290	XP_013730890.2, XP_013673685.2, XP_013673684.1
OG0012193	Ag005G481590, Ag005G481580	XP_048636049.1, XP_013693416.1
OG0012195	Ag006G504360	XP_013723771.1, XP_022553315.1, XP_013715338.2
OG0012196	Ag005G480790	XP_013696807.1, XP_013644003.2
OG0012197	Ag005G480720	XP_013684665.1, XP_022555155.2
OG0012198	Ag005G480680	XP_013640810.2, XP_048600825.1
OG0012199	Ag001G045180, Ag001G047280	XP_013686787.1, XP_013721176.1
OG0012200	Ag005G480340	XP_013706885.1, XP_013750620.2
OG0012201	Ag005G480300	XP_013706875.1, XP_013750616.1
OG0012202	Ag005G478560	XP_013693226.1, XP_013750461.2
OG0012203	Ag008G711140, Ag002G186640	XP_022557813.2, XP_013687728.2
OG0012204	Ag002G186620	XP_013748083.1, XP_013748074.1, XP_013748197.1
OG0012205	Ag002G186350	XP_013744936.1, XP_013688649.2
OG0012206	Ag002G185650	XP_013748064.1, XP_048609369.1
OG0012207	Ag002G184790	XP_013717052.2, XP_048631727.1
OG0012208	Ag002G183920	XP_013744827.2, XP_013687693.2
OG0012209	Ag002G180550	XP_013734602.3, XP_048631713.1
OG0012210	Ag002G179730	XP_013740591.2, XP_013706116.1
OG0012211	Ag002G179610	XP_022554822.1, XP_013734626.1
OG0012212	Ag002G165430	XP_022574289.1, XP_013687911.1, XP_013680789.1
OG0012213	Ag002G166800	XP_048631430.1, XP_013748440.1, XP_048610572.1
OG0012215	Ag002G167920	XP_013748419.2, XP_048636551.1, XP_013711748.1
OG0012216	Ag002G168190	XP_048611036.1, XP_048626435.1, XP_048611027.1
OG0012217	Ag002G168530	XP_013748403.2, XP_013671285.1, XP_048636563.1
OG0012218	Ag002G169370	XP_048628242.1, XP_013748398.2, XP_048627906.1, XP_013671292.1
OG0012219	Ag002G170610	XP_013694768.2, XP_013684050.2
OG0012220	Ag002G174710	XP_013723940.1, XP_013734714.2
OG0012221	Ag002G174940	XP_013668496.1, XP_013748378.2
OG0012222	Ag002G176460	XP_013748232.2, XP_013703749.2
OG0012223	Ag008G725130	XP_048617974.1, XP_013736958.2
OG0012224	Ag001G064300	XP_013710652.2, XP_013663146.1
OG0012225	Ag004G322720	XP_013641531.2, XP_013749560.1
OG0012226	Ag004G323110	XP_013662209.2, XP_013712179.2
OG0012227	Ag004G323190	XP_048625780.1, XP_013641490.2, NP_001302804.1, XP_048594126.1
OG0012228	Ag004G323490	XP_048638302.1, XP_048614082.1
OG0012229	Ag004G323580	XP_022546805.2, XP_013710701.2, XP_048621181.1
OG0012230	Ag004G324930	XP_013681889.2, XP_013701342.1
OG0012231	Ag004G325070	XP_013710348.1, XP_013710347.1, XP_048638332.1
OG0012232	Ag004G325440	XP_013660467.1, XP_013641622.1
OG0012233	Ag004G325470	XP_013711053.2, XP_013682935.2
OG0012234	Ag004G325490	XP_013710392.2, XP_013681011.2
OG0012235	Ag004G325660	XP_013660455.1, XP_013641613.1
OG0012236	Ag004G326070	XP_013641607.1, XP_013660445.1
OG0012237	Ag004G328600	XP_013723318.2, XP_013641742.3
OG0012238	Ag004G329400	XP_022571231.1, XP_022547103.2
OG0012239	Ag004G329930, Ag004G329940	XP_022559415.2, XP_013645315.2
OG0012240	Ag004G329950	XP_013646688.2, XP_048614182.1
OG0012241	Ag004G331570	XP_048622415.1, XP_048622414.1, XP_013657236.2
OG0012242	Ag004G331750	XP_048621085.1, XP_013664642.1, XP_048612640.1
OG0012243	Ag004G331910	XP_022543008.1, XP_013693748.2
OG0012244	Ag004G332330	XP_013646708.2, XP_048626860.1, XP_013695497.1
OG0012245	Ag004G332520	XP_048612658.1, XP_048638459.1
OG0012246	Ag004G334240	XP_013734162.1, XP_048619748.1
OG0012247	Ag004G334550	XP_048626840.1, XP_013706372.1
OG0012248	Ag004G335160	XP_022567742.1, XP_013642255.2
OG0012249	Ag004G336760	XP_013692507.1, XP_048638519.1, XP_013671982.1
OG0012250	Ag004G338030	XP_013721792.1, XP_048618705.1, XP_013651610.2
OG0012251	Ag003G215800	XP_013696135.2, XP_013650021.1
OG0012252	Ag004G338400	XP_013728294.1, XP_048594010.1, XP_013748575.1, XP_013697434.2
OG0012253	Ag004G338650	XP_013752338.1, XP_013695568.1, XP_022551108.1, XP_013651618.2
OG0012254	Ag004G338670	XP_013693930.1, XP_048592728.1, XP_013752341.1, XP_013693574.1
OG0012255	Ag004G338830	XP_013651622.2, XP_013752344.1, XP_013695584.2
OG0012256	Ag004G341020	XP_013697354.2, XP_013726003.1
OG0012257	Ag004G341040	XP_013726035.1, XP_013712280.2
OG0012258	Ag003G241810	XP_013727090.1, XP_013669942.2, XP_048614929.1
OG0012259	Ag003G242150	XP_022571149.2, XP_013662884.1
OG0012260	Ag003G242560	XP_013697116.1, XP_013696648.1
OG0012261	Ag001G024900, Ag001G025320, Ag001G025300	XP_013697534.2, XP_013662837.2
OG0012262	Ag003G242760	XP_048592691.1, XP_013653302.2
OG0012263	Ag003G244510	XP_048593959.1, XP_013674909.1, XP_013738679.1
OG0012265	Ag003G245370	XP_048592662.1, XP_013721743.1
OG0012266	Ag003G245610	XP_013693773.1, XP_048594936.1
OG0012267	Ag003G245710	XP_013721781.1, XP_048592657.1, XP_022560039.2
OG0012269	Ag003G247780	XP_013657116.1, XP_013657183.1
OG0012270	Ag006G506060	XP_022545959.1, XP_048606802.1
OG0012271	Ag006G502290	XP_013662574.2, XP_013662668.1
OG0012272	Ag004G312490	XP_048621340.1, XP_048597797.1
OG0012273	Ag004G309590	XP_013655330.1, XP_013654578.2
OG0012274	Ag010G739960, Ag001G049720	XP_022550696.1, XP_013724763.2
OG0012275	Ag004G306320	XP_048600093.1, XP_013739169.1
OG0012276	Ag006G530270	XP_013739352.2, XP_013671218.2
OG0012277	Ag007G598350	XP_022562751.2, XP_022572617.2, XP_013739398.1, XP_013671226.1
OG0012278	Ag001G052230	XP_013671797.1, XP_013642575.2
OG0012279	Ag007G598390	XP_022563084.2, XP_013671232.2, XP_013739463.1
OG0012280	Ag007G598610	XP_013654427.2, XP_013671255.2, XP_013706115.2, XP_013654375.1
OG0012281	Ag007G585570	XP_022572631.1, XP_013738070.1, XP_013703829.2
OG0012282	Ag007G586010	XP_013741165.2, XP_048600148.1, XP_022561773.2
OG0012283	Ag006G525000	XP_013662313.1, XP_013664020.1
OG0012284	Ag008G686230	XP_013671142.1, XP_048629700.1
OG0012286	Ag006G525150	XP_013734982.2, XP_013693280.2
OG0012287	Ag001G086410	XP_013666877.1, XP_013731600.2
OG0012288	Ag002G177060	XP_022557958.1, XP_048633657.1
OG0012289	Ag003G285790	XP_013743770.1, XP_013747018.1
OG0012291	Ag007G631370	XP_013747000.2, XP_022571065.2
OG0012292	Ag006G524340	XP_013743811.2, XP_013647951.1
OG0012293	Ag008G719420	XP_048608051.1, XP_013682022.2
OG0012294	Ag006G523620	XP_013746956.1, XP_048612290.1
OG0012296	Ag006G522640	XP_013664177.2, XP_048633571.1, XP_048612262.1
OG0012297	Ag006G522320	XP_048597485.1, XP_048621023.1
OG0012298	Ag006G522300, Ag007G591960	XP_013671391.2, XP_013716895.2
OG0012299	Ag006G522290	XP_022548127.2, XP_013711381.2
OG0012300	Ag006G521580	XP_013657985.3, XP_013709716.2
OG0012301	Ag006G520980	XP_013660968.2, XP_013712060.1
OG0012303	Ag006G520800	XP_013743513.1, XP_013717069.1
OG0012304	Ag002G104740	XP_013670717.1, XP_013681739.1
OG0012305	Ag006G518120	XP_013670244.1, XP_013710372.1
OG0012306	Ag006G518160	XP_013716920.2, XP_048633534.1
OG0012307	Ag006G518210	XP_013711193.1, XP_013725653.1
OG0012308	Ag001G059130, Ag006G518270	XP_022571248.2, XP_013685235.2, XP_013709900.1, XP_013664304.2
OG0012309	Ag006G518370	XP_013741787.3, XP_022570073.2, XP_048622186.1
OG0012310	Ag004G322440	XP_048597677.1, XP_048621212.1
OG0012311	Ag004G320080, Ag004G320070	XP_013657378.1, XP_013727226.1, XP_013641280.2
OG0012312	Ag004G319870, Ag004G319880	XP_013712152.1, XP_013676212.2
OG0012313	Ag004G319740	XP_048614013.1, XP_013727240.2, XP_013664690.1, XP_013707954.1
OG0012314	Ag004G318620	XP_022558638.1, XP_048590920.1
OG0012315	Ag004G317880	XP_013675213.2, XP_013655234.2
OG0012316	Ag004G317050	XP_013708898.2, XP_048597744.1
OG0012318	Ag004G316720	XP_048638182.1, XP_048613968.1
OG0012319	Ag004G315420	XP_013671760.2, XP_013697629.1
OG0012321	Ag004G315230	XP_013677886.1, XP_013655289.2
OG0012322	Ag004G315020	XP_048594199.1, XP_048622321.1
OG0012323	Ag004G314950	XP_013752121.1, XP_048638205.1
OG0012324	Ag004G313960	XP_013685138.2, XP_013697558.1
OG0012325	Ag004G314700	XP_013708272.2, XP_048621305.1
OG0012326	Ag004G313050, Ag004G313020	XP_013708569.1, XP_013716151.2
OG0012327	Ag004G312870	XP_048638108.1, XP_013653126.1
OG0012328	Ag004G312820	XP_048613933.1, XP_048638099.1
OG0012328	Ag004G312800	XP_048622288.1
OG0012330	Ag004G311340, Ag004G312070	XP_013645702.1, XP_013653088.2
OG0012331	Ag004G311810	XP_013640920.1, XP_048638075.1, XP_013645808.1
OG0012332	Ag004G310660	XP_048621363.1, XP_013640965.2, XP_022558612.1
OG0012333	Ag004G309550, Ag004G310910	XP_013716360.1, XP_013714201.2
OG0012334	Ag004G310570	XP_013750842.1, XP_013657716.1
OG0012335	Ag004G310540	XP_048613887.1, XP_013645144.2
OG0012336	Ag004G309840	XP_048622250.1, XP_013750867.1, XP_013657690.1
OG0012337	Ag004G309430	XP_013750875.1, XP_022546153.1
OG0012338	Ag003G252800	XP_022554675.1
OG0012339	Ag001G080140	XP_013655930.1, XP_013663467.2
OG0012340	Ag004G309150	XP_013716082.2, XP_013672610.2
OG0012341	Ag004G309040	XP_048621380.1, XP_013716462.2
OG0012342	Ag004G308680	NP_001302836.1, XP_013641072.2
OG0012343	Ag004G308830	XP_013697002.2, XP_013641055.2
OG0012344	Ag004G308620	XP_013710946.1, XP_048638020.1
OG0012345	Ag005G409810, Ag004G308890	XP_013698401.2, XP_013641053.2
OG0012346	Ag004G308460	XP_013641086.1, XP_013712228.1
OG0012347	Ag004G308380	XP_013711711.1, XP_013641098.2
OG0012348	Ag004G307760	XP_013641133.2, XP_013711962.1
OG0012349	Ag008G702290, Ag005G438630	XP_013679180.2, XP_013740316.2
OG0012350	Ag001G096840	XP_013696046.2, XP_013648508.1
OG0012351	Ag006G525910	XP_013675800.2, XP_048612415.1
OG0012353	Ag004G306600	XP_013687149.1, XP_013696852.2
OG0012354	Ag004G306060	XP_013660223.1, XP_013697032.1, XP_013716241.1
OG0012355	Ag007G591780	XP_013701986.1, XP_048634830.1
OG0012356	Ag004G391180, Ag004G395680	XP_013747098.2, XP_013690636.1
OG0012357	Ag004G304020	XP_013666680.1, XP_022558987.1
OG0012358	Ag004G303150	XP_013697385.1, XP_013666434.2
OG0012359	Ag004G302810	XP_048599374.1, XP_013660285.1
OG0012360	Ag004G302740	XP_022547255.2, XP_048621986.1
OG0012361	Ag004G302450	XP_013666483.2, XP_048613684.1
OG0012362	Ag004G302160	XP_048626635.1, XP_048594317.1, XP_013697184.2
OG0012363	Ag004G301480	XP_013696941.2, XP_048599348.1, XP_013699404.2
OG0012364	Ag004G301510	XP_013719172.2, XP_013696942.1
OG0012365	Ag004G301740	XP_013664846.1
OG0012366	Ag004G300270	XP_048599309.1, XP_013693809.1
OG0012367	Ag004G300030	XP_013693813.2, XP_013696909.1
OG0012368	Ag004G299890	XP_048613620.1, XP_013719155.2, XP_013694420.2
OG0012369	Ag004G299570	XP_013695521.1, XP_013693742.1, XP_013666361.1
OG0012370	Ag004G299140	XP_048597977.1, XP_013669618.2
OG0012371	Ag004G298550	XP_022548937.1, XP_013698166.2
OG0012372	Ag004G298490	XP_048615026.1, XP_022548939.2
OG0012373	Ag004G298280	XP_013666317.2, XP_013691596.2
OG0012374	Ag004G298320	XP_013691673.2, XP_048599268.1
OG0012375	Ag004G298340	XP_048627653.1, XP_048627070.1, XP_013703261.2, XP_048608585.1
OG0012376	Ag004G298370	XP_013677141.3
OG0012378	Ag004G297350	XP_013722203.2, XP_013730457.1
OG0012379	Ag007G612950	XP_013666241.2, XP_013712722.1
OG0012380	Ag003G285600, Ag007G614580	XP_013714562.1, XP_013667688.1
OG0012381	Ag007G613930	XP_013714494.1, XP_013676673.2
OG0012382	Ag001G100190	XP_013729703.2
OG0012383	Ag007G617010	XP_048604464.1
OG0012384	Ag007G617250	XP_013682308.1, XP_048598260.1
OG0012385	Ag006G577300	XP_013676839.1, XP_013721652.1
OG0012386	Ag007G618520	XP_048598249.1, XP_013720909.1
OG0012387	Ag007G618200	XP_013720983.2, XP_013720970.1
OG0012388	Ag007G619510	XP_013667785.2, XP_013720928.1
OG0012389	Ag007G619900	XP_013720878.1, XP_013666025.1
OG0012390	Ag007G620130	XP_013729477.2, XP_013728557.1, XP_013728728.1
OG0012391	Ag007G620140	XP_013720959.1, XP_013667800.2, XP_013667799.2, XP_022565355.1
OG0012392	Ag007G621020	XP_013667614.2, XP_013720926.1
OG0012393	Ag007G621210	XP_013663612.2, XP_013743384.2
OG0012394	Ag007G621790	XP_013649845.1, XP_048602360.1
OG0012395	Ag007G622570	XP_048607957.1, XP_022550706.2
OG0012396	Ag004G381520	XP_048598218.1, XP_013667575.2, XP_048625064.1
OG0012397	Ag007G623170	XP_013683043.2, XP_048598208.1
OG0012398	Ag007G626470	XP_048605247.1, XP_048605030.1
OG0012399	Ag007G630360	XP_048599122.1, XP_048624992.1, XP_048627046.1
OG0012400	Ag007G630350	XP_048599123.1, XP_022555331.1, XP_022551548.2
OG0012401	Ag007G630250	XP_013683176.2, XP_013667497.2
OG0012402	Ag007G629940	XP_013667481.1, XP_013683188.2
OG0012403	Ag007G632670	XP_048602419.1, XP_013727731.1
OG0012404	Ag007G632680	XP_048605436.1, XP_013727730.3, XP_048624966.1
OG0012405	Ag007G624160	XP_013673337.3, XP_013649821.2
OG0012406	Ag007G636500	XP_022561473.1, XP_048629321.1, XP_013678054.2
OG0012407	Ag007G636560	XP_022552945.2, XP_048629322.1, XP_022561469.1
OG0012408	Ag007G636630	XP_022569036.1, XP_022547985.2
OG0012409	Ag007G637280	XP_013677689.3, XP_013706911.2
OG0012410	Ag004G348140, Ag003G238860	XP_013702389.2, XP_013728857.1
OG0012411	Ag007G642190	XP_013699342.1, XP_013675467.2, XP_013657935.3
OG0012412	Ag003G280850	XP_013721246.1, XP_013675374.1
OG0012413	Ag007G642850, Ag002G193680	XP_013699492.1, XP_013677956.1
OG0012414	Ag001G080720	XP_013644187.2, XP_013644337.2
OG0012416	Ag006G505980	XP_013743239.2, XP_013715568.2
OG0012417	Ag006G527990, Ag006G505850	XP_013743189.2, XP_013715205.2
OG0012418	Ag006G505300	XP_013715431.2, XP_048623174.1, XP_013693124.2, XP_013718826.1
OG0012419	Ag006G504840	XP_022549415.2, XP_013670847.1
OG0012420	Ag006G504830	XP_013715517.2, XP_048623180.1
OG0012421	Ag003G293570	XP_022562098.1, XP_013644262.3
OG0012422	Ag007G611770	XP_022554587.1, XP_013728241.2, XP_022554342.1
OG0012423	Ag006G504350, Ag006G504340	XP_048598524.1, XP_013684194.3
OG0012424	Ag006G504250	XP_048607775.1, XP_013722475.1, XP_013723809.1
OG0012425	Ag006G503710	XP_048598534.1, XP_013684181.2
OG0012426	Ag006G500620	XP_048598557.1, XP_013741480.1
OG0012427	Ag008G700720	XP_013685083.1, XP_022569089.1
OG0012428	Ag006G499100	XP_013715398.1, XP_022554240.1, XP_048624349.1
OG0012429	Ag006G499050	XP_013729412.3, XP_048598575.1
OG0012431	Ag008G720180	XP_013644014.1, XP_013643775.2
OG0012432	Ag008G721090	XP_048591082.1, XP_048629457.1, XP_013707182.1
OG0012433	Ag008G722820	XP_013643442.2, XP_013707865.2
OG0012434	Ag008G722930	XP_013647150.2, XP_013710478.2
OG0012435	Ag008G723090	XP_013643457.2, XP_013732894.1
OG0012436	Ag008G723790	XP_022561983.2, XP_048591013.1
OG0012437	Ag008G724000	XP_013741210.1, XP_013736877.1, XP_013643511.1
OG0012438	Ag008G724260	XP_048632647.1, XP_013736883.1
OG0012439	Ag008G724270	XP_013678209.2, XP_013721887.2
OG0012440	Ag008G724290, Ag008G724300, Ag008G724560	XP_048604349.1, XP_048602647.1
OG0012441	Ag008G724630, Ag004G372080	XP_013730938.1, XP_013672918.1
OG0012442	Ag008G725090	XP_013736963.1, XP_013706333.2
OG0012443	Ag008G726020	XP_048632672.1, XP_048617996.1, XP_013674494.2, XP_013649110.2
OG0012444	Ag008G726780	XP_048627447.1, XP_048607591.1, XP_013718250.2, XP_013642805.1
OG0012445	Ag008G727850	XP_048607557.1, XP_013733721.2
OG0012446	Ag003G258410, Ag004G332920, Ag008G727870	XP_013733739.1, XP_013721033.1
OG0012447	Ag008G727940	XP_013703824.2, XP_013661177.2
OG0012448	Ag008G728640	XP_048637861.1, XP_013647030.1, XP_013721032.1
OG0012449	Ag008G706480	XP_013727122.2, XP_013716676.2, XP_013737725.2
OG0012450	Ag008G706400	XP_013716586.2, XP_048598936.1, XP_048624898.1
OG0012451	Ag008G705570, Ag008G705560, Ag008G705710	XP_013683754.2, XP_013682916.2
OG0012452	Ag008G705440	XP_013732039.1, XP_013682436.1
OG0012453	Ag001G062600	XP_013698186.1, XP_013701719.2
OG0012454	Ag001G062010	XP_048613843.1, XP_013710917.2
OG0012455	Ag001G061730	XP_013677890.1
OG0012456	Ag001G061100	XP_013730622.1, XP_013642684.1
OG0012457	Ag001G060920	XP_013717886.1, XP_013646936.1, XP_048596971.1
OG0012459	Ag005G455750	XP_022554911.1, XP_048602253.1, XP_048632623.1
OG0012460	Ag008G692640	XP_022564660.2, XP_013713976.1, XP_013646862.2
OG0012461	Ag008G691530	XP_013646870.1, XP_013732705.1
OG0012462	Ag008G691200	XP_013745287.2
OG0012463	Ag008G691120	XP_013683203.2
OG0012464	Ag008G690810	XP_048637357.1, XP_013706610.2
OG0012465	Ag001G056280	XP_048590831.1, XP_022567722.2
OG0012466	Ag001G055910	XP_013725132.1, XP_013741173.1
OG0012467	Ag001G054360	XP_022550090.1, XP_013642636.1, XP_013642667.1
OG0012468	Ag001G054370	XP_022555550.2, XP_022575277.1
OG0012469	Ag001G053910	NP_001302577.1, XP_013664332.1
OG0012470	Ag001G053830	XP_013691539.1, XP_013664330.2
OG0012471	Ag006G526020, Ag001G052870	XP_013647834.2, XP_048590728.1, XP_013642585.2
OG0012472	Ag008G707700	XP_013729610.1, XP_022549049.2
OG0012473	Ag001G052080	XP_013707367.1, XP_013642752.1
OG0012474	Ag003G212220	XP_013642560.2, XP_013642562.2
OG0012475	Ag001G051930	XP_013642555.2, XP_013711453.1, XP_048600551.1
OG0012476	Ag001G050920, Ag002G111010	XP_013750034.1
OG0012477	Ag001G050190, Ag010G740400	XP_022563188.2, XP_022543185.2, XP_048629598.1, XP_013672580.1
OG0012478	Ag010G739970, Ag001G049730	XP_022573568.1, XP_022550697.1
OG0012480	Ag008G671590	XP_013642741.1, XP_013714672.1
OG0012481	Ag001G089190	XP_013672139.2, XP_013648863.1
OG0012482	Ag004G389810, Ag004G389770, Ag004G394820	XP_013723377.1, XP_048607543.1
OG0012483	Ag004G396300, Ag004G396290, Ag004G391780	XP_022543776.1
OG0012484	Ag004G355330	XP_013706341.1, XP_013751899.1
OG0012485	Ag001G074680	XP_013751850.1, XP_013698887.2
OG0012486	Ag004G355890	XP_013751792.1, XP_013701830.2
OG0012487	Ag004G356040	XP_048616846.1, XP_048591941.1
OG0012488	Ag003G222790	XP_013711357.1, XP_013664087.2
OG0012489	Ag004G354420	XP_013701156.2, XP_013652278.2
OG0012490	Ag004G356400	XP_013649214.2, XP_013702286.1
OG0012491	Ag004G354590	XP_048591972.1, XP_048617078.1
OG0012492	Ag004G350930	XP_022559724.1, XP_013651399.2, XP_013716681.2
OG0012493	Ag004G351230	XP_013716664.2, XP_048602315.1, XP_048611553.1, XP_013701235.1, XP_048591999.1
OG0012494	Ag004G351240	XP_013651403.1, XP_048610841.1, XP_013716657.2
OG0012495	Ag004G350320	XP_013649353.2, XP_013702608.2
OG0012496	Ag005G482830	XP_048592025.1, XP_013700661.2
OG0012497	Ag004G349000	XP_013649870.2, XP_013649093.2, XP_013693125.1
OG0012498	Ag004G348990	XP_013649370.2, XP_013702163.1
OG0012499	Ag003G237710	XP_048616015.1, XP_013648834.2
OG0012500	Ag005G468030, Ag004G346020	XP_013649234.1, XP_013743709.1
OG0012501	Ag004G345160	XP_048617262.1, XP_013714412.2
OG0012502	Ag004G344850	XP_013701021.2, XP_013691231.1, XP_013649027.2
OG0012503	Ag004G343580	XP_013649440.2, XP_013701855.1
OG0012504	Ag004G343300	XP_013693180.2, XP_013648969.1
OG0012505	Ag004G342400, Ag001G025840	XP_013674784.1, XP_013649502.1
OG0012506	Ag003G214620	XP_013649982.1, XP_013650163.1
OG0012507	Ag003G215150	XP_013695963.2, XP_013649998.1
OG0012508	Ag003G215520	XP_013652478.1, XP_013720112.1
OG0012509	Ag003G217040, Ag003G251290	XP_048614856.1, XP_013693770.2, XP_048602838.1
OG0012510	Ag003G217050, Ag005G418060	XP_013686440.3, NP_001303207.1, XP_048591708.1
OG0012511	Ag003G218040	XP_048603151.1, XP_048617482.1, XP_013696287.2
OG0012512	Ag003G218590, Ag003G218580	XP_048592289.1, XP_022569912.2
OG0012513	Ag003G218630	XP_013685377.2, XP_013692947.2
OG0012514	Ag003G218930	XP_013670343.1, XP_013741488.1, XP_013652491.1
OG0012515	Ag003G219590, Ag003G219580	XP_048617462.1, XP_013650102.2
OG0012516	Ag003G219720	XP_013648734.2, XP_013648728.1
OG0012517	Ag003G219990	XP_048605233.1, XP_013693690.1, XP_013723517.2, XP_013717922.1
OG0012518	Ag003G221790	XP_013717810.1, XP_013698606.1
OG0012519	Ag003G222830	XP_013717809.1, XP_048592251.1, XP_013702536.1
OG0012521	Ag008G672840, Ag003G227280	XP_013649928.1, XP_013699131.1
OG0012522	Ag003G227610	XP_013648891.1
OG0012523	Ag003G228830, Ag003G229010	XP_013649951.2, XP_013700638.2
OG0012524	Ag003G229030, Ag003G228850	XP_013649953.2, XP_013700636.1
OG0012526	Ag003G233550	XP_048617370.1, XP_013649731.1
OG0012527	Ag003G233900	XP_048591753.1, XP_048615983.1
OG0012528	Ag003G234230	XP_048617362.1, XP_013649668.2
OG0012529	Ag003G235010	XP_013702116.1, XP_013649656.1
OG0012530	Ag003G237240	XP_048616011.1, XP_022559766.1, XP_048591768.1
OG0012531	Ag003G239700, Ag008G695550	XP_013649552.1, XP_013701653.1
OG0012532	Ag003G239970	XP_013702967.1, XP_013649542.1
OG0012533	Ag003G213620	XP_048617527.1, XP_048592346.1
OG0012534	Ag003G213480	XP_048617528.1, XP_013650143.2
OG0012535	Ag003G212780	XP_013650128.1, XP_048606200.1, XP_013685898.1
OG0012536	Ag003G212140	XP_048592363.1, XP_048617556.1, XP_048626872.1
OG0012537	Ag003G212120	XP_048626875.1, XP_048617558.1, XP_048592365.1
OG0012538	Ag003G211940	XP_048629897.1, XP_048628024.1, XP_013676820.1
OG0012540	Ag003G211050	XP_048616292.1, XP_013701609.2, XP_013726963.1, XP_048617581.1, XP_013650286.2
OG0012541	Ag003G210540	XP_048628922.1, XP_048611722.1, XP_013676852.2
OG0012542	Ag003G210210	XP_013648586.2, XP_013702486.2
OG0012543	Ag003G207920	XP_013680539.1, XP_013652058.1, XP_048592443.1
OG0012544	Ag003G207430	XP_013711877.1, XP_013678628.1, XP_013648544.2
OG0012545	Ag003G207470	XP_013683654.2, XP_013714868.2
OG0012546	Ag003G207720	XP_013648541.1, XP_013678632.1
OG0012547	Ag005G476150, Ag003G207830	XP_048624362.1, XP_013668289.2
OG0012548	Ag003G207800	XP_013680447.1, XP_013648537.1
OG0012549	Ag003G207780	XP_013648538.1, XP_013678637.1
OG0012550	Ag005G470690	XP_048600611.1, XP_048615172.1, XP_013640078.1
OG0012551	Ag005G469780	XP_022550981.1, XP_013673227.1
OG0012552	Ag005G469730	XP_022550973.1, XP_013673229.2
OG0012553	Ag001G003700, Ag001G003710	XP_013672989.1, XP_013740330.2
OG0012554	Ag005G466450	XP_013686349.1, XP_013643967.2
OG0012555	Ag005G465860	XP_013739425.2, XP_013689729.1
OG0012556	Ag005G465700	XP_013706589.2, XP_013690303.1, XP_013680573.2, XP_013741013.1
