Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0012243	Ag004G331910	evm.model.RL_5.1755
OG0012244	Ag004G332330	evm.model.RL_5.1787
OG0012245	Ag004G332520	evm.model.RL_5.1800
OG0012246	Ag004G334240	evm.model.RL_5.3691
OG0012247	Ag004G334550	evm.model.RL_5.3680
OG0012248	Ag004G335160	evm.model.RL_5.3662
OG0012249	Ag004G336760	evm.model.RL_5.3614
OG0012250	Ag004G338030	evm.model.RL_5.3568
OG0012251	Ag003G215800	evm.model.RL_3.2182
OG0012252	Ag004G338400	evm.model.RL_5.3558
OG0012253	Ag004G338650	evm.model.RL_5.3547
OG0012254	Ag004G338670	evm.model.RL_5.3545
OG0012255	Ag004G338830	evm.model.RL_5.3539
OG0012256	Ag004G341020	evm.model.RL_5.3469
OG0012257	Ag004G341040	evm.model.RL_5.3467
OG0012258	Ag003G241810	evm.model.RL_5.3433
OG0012259	Ag003G242150	evm.model.RL_5.3426
OG0012260	Ag003G242560	evm.model.RL_5.3403
OG0012261	Ag001G024900, Ag001G025320, Ag001G025300	evm.model.RL_5.3389
OG0012262	Ag003G242760	evm.model.RL_5.3386
OG0012263	Ag003G244510	evm.model.RL_5.3314
OG0012265	Ag003G245370	evm.model.RL_5.3279
OG0012266	Ag003G245610	evm.model.RL_5.3269
OG0012267	Ag003G245710	evm.model.RL_5.3264
OG0012269	Ag003G247780	evm.model.RL_5.3250
OG0012270	Ag006G506060	evm.model.RL_5.3216
OG0012271	Ag006G502290	evm.model.RL_5.3197
OG0012272	Ag004G312490	evm.model.RL_5.937
OG0012273	Ag004G309590	evm.model.RL_5.783
OG0012274	Ag010G739960, Ag001G049720	evm.model.RL_7.1860
OG0012275	Ag004G306320	evm.model.RL_2.1953
OG0012276	Ag006G530270	evm.model.RL_2.1979
OG0012277	Ag007G598350	evm.model.RL_2.1984
OG0012278	Ag001G052230	evm.model.RL_7.2012
OG0012279	Ag007G598390	evm.model.RL_2.1990
OG0012280	Ag007G598610	evm.model.RL_2.2008
OG0012281	Ag007G585570	evm.model.RL_2.2074
OG0012282	Ag007G586010	evm.model.RL_2.2055
OG0012283	Ag006G525000	evm.model.RL_6.447, evm.model.RL_6.448, evm.model.RL_6.452
OG0012284	Ag008G686230	evm.model.RL_8.1438
OG0012286	Ag006G525150	evm.model.RL_6.445
OG0012288	Ag002G177060	evm.model.RL_6.331
OG0012289	Ag003G285790	evm.model.RL_6.290
OG0012291	Ag007G631370	evm.model.RL_6.280
OG0012292	Ag006G524340	evm.model.RL_6.262
OG0012293	Ag008G719420	evm.model.RL_4.1684
OG0012294	Ag006G523620	evm.model.RL_6.195
OG0012296	Ag006G522640	evm.model.RL_6.132
OG0012297	Ag006G522320	evm.model.RL_6.116
OG0012298	Ag006G522300, Ag007G591960	evm.model.RL_6.114
OG0012299	Ag006G522290	evm.model.RL_6.113
OG0012300	Ag006G521580	evm.model.RL_6.70
OG0012301	Ag006G520980	evm.model.RL_6.43
OG0012303	Ag006G520800	evm.model.RL_6.37
OG0012304	Ag002G104740	evm.model.RL_4.276
OG0012305	Ag006G518120	evm.model.RL_6.19
OG0012306	Ag006G518160	evm.model.RL_6.16
OG0012307	Ag006G518210	evm.model.RL_6.12
OG0012308	Ag001G059130, Ag006G518270	evm.model.RL_6.9
OG0012309	Ag006G518370	evm.model.RL_6.2898
OG0012310	Ag004G322440	evm.model.RL_5.1360.1.687c88b3, evm.model.RL_6.343
OG0012311	Ag004G320080, Ag004G320070	evm.model.RL_5.1270
OG0012312	Ag004G319870, Ag004G319880	evm.model.RL_5.1263
OG0012313	Ag004G319740	evm.model.RL_5.1258
OG0012314	Ag004G318620	evm.model.RL_5.1213
OG0012315	Ag004G317880	evm.model.RL_5.1184
OG0012316	Ag004G317050	evm.model.RL_5.1151
OG0012318	Ag004G316720	evm.model.RL_5.1137.1.687c88b2
OG0012319	Ag004G315420	evm.model.RL_5.1087
OG0012321	Ag004G315230	evm.model.RL_5.1076
OG0012322	Ag004G315020	evm.model.RL_5.1063.3.687c88b1
OG0012324	Ag004G313960	evm.model.RL_5.1012
OG0012325	Ag004G314700	evm.model.RL_5.1048
OG0012326	Ag004G313050, Ag004G313020	evm.model.RL_5.967
OG0012327	Ag004G312870	evm.model.RL_8.2268, evm.model.RL_5.957
OG0012328	Ag004G312820	evm.model.RL_5.953
OG0012330	Ag004G311340, Ag004G312070	evm.model.RL_5.916
OG0012331	Ag004G311810	evm.model.RL_5.899
OG0012332	Ag004G310660	evm.model.RL_5.840
OG0012333	Ag004G309550, Ag004G310910	evm.model.RL_5.855
OG0012334	Ag004G310570	evm.model.RL_5.833
OG0012335	Ag004G310540	evm.model.RL_5.830
OG0012336	Ag004G309840	evm.model.RL_5.790
OG0012337	Ag004G309430	evm.model.RL_5.780
OG0012338	Ag003G252800	evm.model.RL_2.2302
OG0012339	Ag001G080140	evm.model.RL_7.767
OG0012340	Ag004G309150	evm.model.RL_5.757
OG0012341	Ag004G309040	evm.model.RL_5.744
OG0012342	Ag004G308680	evm.model.RL_5.716
OG0012343	Ag004G308830	evm.model.RL_5.731
OG0012344	Ag004G308620	evm.model.RL_5.710
OG0012345	Ag005G409810, Ag004G308890	evm.model.RL_5.733
OG0012346	Ag004G308460	evm.model.RL_5.697
OG0012347	Ag004G308380	evm.model.RL_5.690
OG0012348	Ag004G307760	evm.model.RL_5.643
OG0012349	Ag008G702290, Ag005G438630	evm.model.RL_8.1804
OG0012350	Ag001G096840	evm.model.RL_7.140, evm.model.RL_3.558
OG0012351	Ag006G525910	evm.model.RL_6.463
OG0012353	Ag004G306600	evm.model.RL_5.574
OG0012354	Ag004G306060	evm.model.RL_5.543
OG0012355	Ag007G591780	evm.model.RL_6.1193
OG0012356	Ag004G391180, Ag004G395680	evm.model.RL_6.479
OG0012357	Ag004G304020	evm.model.RL_4.2767
OG0012358	Ag004G303150	evm.model.RL_5.344
OG0012359	Ag004G302810	evm.model.RL_5.320
OG0012360	Ag004G302740	evm.model.RL_5.318
OG0012361	Ag004G302450	evm.model.RL_5.294
OG0012362	Ag004G302160	evm.model.RL_5.272
OG0012363	Ag004G301480	evm.model.RL_5.229
OG0012364	Ag004G301510	evm.model.RL_5.231
OG0012365	Ag004G301740	evm.model.RL_5.243
OG0012366	Ag004G300270	evm.model.RL_5.172, evm.model.RL_5.171
OG0012367	Ag004G300030	evm.model.RL_5.152
OG0012368	Ag004G299890	evm.model.RL_5.144
OG0012369	Ag004G299570	evm.model.RL_5.112
OG0012370	Ag004G299140	evm.model.RL_5.24, evm.model.RL_5.77
OG0012371	Ag004G298550	evm.model.RL_5.48
OG0012372	Ag004G298490	evm.model.RL_5.42
OG0012373	Ag004G298280	evm.model.RL_5.18
OG0012374	Ag004G298320	evm.model.RL_5.20
OG0012375	Ag004G298340	evm.model.RL_5.21
OG0012378	Ag004G297350	evm.model.RL_8.2920
OG0012379	Ag007G612950	evm.model.RL_4.2236
OG0012380	Ag003G285600, Ag007G614580	evm.model.RL_4.2168
OG0012381	Ag007G613930	evm.model.RL_4.2190
OG0012382	Ag001G100190	evm.model.RL_1.79
OG0012383	Ag007G617010	evm.model.RL_4.2127
OG0012384	Ag007G617250	evm.model.RL_4.2121
OG0012385	Ag006G577300	evm.model.RL_2.1284
OG0012387	Ag007G618200	evm.model.RL_4.2095
OG0012388	Ag007G619510	evm.model.RL_4.2066
OG0012389	Ag007G619900	evm.model.RL_4.2058
OG0012390	Ag007G620130	evm.model.RL_4.2050
OG0012391	Ag007G620140	evm.model.RL_4.2049
OG0012392	Ag007G621020	evm.model.RL_4.2034
OG0012393	Ag007G621210	evm.model.RL_4.2024
OG0012394	Ag007G621790	evm.model.RL_4.2011
OG0012395	Ag007G622570	evm.model.RL_4.1986
OG0012396	Ag004G381520	evm.model.RL_4.1979.2.687c86d6
OG0012397	Ag007G623170	evm.model.RL_4.1968
OG0012398	Ag007G626470	evm.model.RL_4.1881
OG0012399	Ag007G630360	evm.model.RL_4.1800
OG0012400	Ag007G630350	evm.model.RL_4.1799
OG0012401	Ag007G630250	evm.model.RL_4.1794
OG0012402	Ag007G629940	evm.model.RL_4.1783
OG0012403	Ag007G632670	evm.model.RL_4.1730
OG0012404	Ag007G632680	evm.model.RL_4.1729
OG0012405	Ag007G624160	evm.model.RL_4.1944
OG0012406	Ag007G636500	evm.model.RL_4.1060
OG0012407	Ag007G636560	evm.model.RL_4.1056
OG0012408	Ag007G636630	evm.model.RL_4.1052
OG0012409	Ag007G637280	evm.model.RL_4.1020
OG0012410	Ag004G348140, Ag003G238860	evm.model.RL_3.1364
OG0012411	Ag007G642190	evm.model.RL_4.919
OG0012412	Ag003G280850	evm.model.RL_4.889
OG0012413	Ag007G642850, Ag002G193680	evm.model.RL_4.865
OG0012414	Ag001G080720	evm.model.RL_4.847
OG0012416	Ag006G505980	evm.model.RL_4.2851
OG0012417	Ag006G527990, Ag006G505850	evm.model.RL_4.2855.1.687c86db
OG0012419	Ag006G504840	evm.model.RL_7.516, evm.model.RL_4.2885.1.687c86dc
OG0012420	Ag006G504830	evm.model.RL_4.2886
OG0012421	Ag003G293570	evm.model.RL_4.759
OG0012422	Ag007G611770	evm.model.RL_4.2278.2.687c86d8
OG0012423	Ag006G504350, Ag006G504340	evm.model.RL_4.2902
OG0012424	Ag006G504250	evm.model.RL_4.2905
OG0012425	Ag006G503710	evm.model.RL_4.2918
OG0012426	Ag006G500620	evm.model.RL_4.2994
OG0012427	Ag008G700720	evm.model.RL_8.1770
OG0012428	Ag006G499100	evm.model.RL_4.3057
OG0012429	Ag006G499050	evm.model.RL_4.3059
OG0012430	Ag006G498190	evm.model.RL_4.3083
OG0012431	Ag008G720180	evm.model.RL_4.1161
OG0012432	Ag008G721090	evm.model.RL_4.1211
OG0012433	Ag008G722820	evm.model.RL_4.1310
OG0012434	Ag008G722930	evm.model.RL_4.1322
OG0012435	Ag008G723090	evm.model.RL_4.1332
OG0012436	Ag008G723790	evm.model.RL_4.1367
OG0012437	Ag008G724000	evm.model.RL_4.1386
OG0012438	Ag008G724260	evm.model.RL_4.1401
OG0012439	Ag008G724270	evm.model.RL_4.1402
OG0012440	Ag008G724290, Ag008G724300, Ag008G724560	evm.model.RL_4.1403
OG0012441	Ag008G724630, Ag004G372080	evm.model.RL_8.2149
OG0012442	Ag008G725090	evm.model.RL_8.2176
OG0012443	Ag008G726020	evm.model.RL_8.2223
OG0012444	Ag008G726780	evm.model.RL_8.2265
OG0012445	Ag008G727850	evm.model.RL_8.2323
OG0012446	Ag003G258410, Ag004G332920	evm.model.RL_8.2325
OG0012447	Ag008G727940	evm.model.RL_8.2331
OG0012449	Ag008G706480	evm.model.RL_8.1954
OG0012450	Ag008G706400	evm.model.RL_8.1949, evm.model.RL_8.1946
OG0012451	Ag008G705570	evm.model.RL_8.1905
OG0012452	Ag008G705440	evm.model.RL_8.1900
OG0012453	Ag001G062600	evm.model.RL_7.1307, evm.model.RL_7.1309
OG0012454	Ag001G062010	evm.model.RL_7.1317
OG0012455	Ag001G061730	evm.model.RL_7.1321
OG0012456	Ag001G061100	evm.model.RL_7.1390, evm.model.RL_7.1353, evm.model.RL_6.519, evm.model.RL_7.1312
OG0012457	Ag001G060920	evm.model.RL_7.1356
OG0012459	Ag005G455750	evm.model.RL_7.1447
OG0012460	Ag008G692640	evm.model.RL_7.1459
OG0012461	Ag008G691530	evm.model.RL_7.1489
OG0012462	Ag008G691200	evm.model.RL_7.1496
OG0012463	Ag008G691120	evm.model.RL_7.1503
OG0012464	Ag008G690810	evm.model.RL_7.1510
OG0012465	Ag001G056280	evm.model.RL_7.1533
OG0012466	Ag001G055910	evm.model.RL_7.1546
OG0012467	Ag001G054360	evm.model.RL_7.1617
OG0012468	Ag001G054370	evm.model.RL_7.1618
OG0012469	Ag001G053910	evm.model.RL_7.1631
OG0012470	Ag001G053830	evm.model.RL_7.1632, evm.model.RL_8.330
OG0012471	Ag006G526020, Ag001G052870	evm.model.RL_7.1676
OG0012472	Ag008G707700	evm.model.RL_8.1990
OG0012473	Ag001G052080	evm.model.RL_7.1708
OG0012474	Ag003G212220	evm.model.RL_7.1723
OG0012475	Ag001G051930	evm.model.RL_7.1727
OG0012476	Ag001G050920, Ag002G111010	evm.model.RL_7.1779
OG0012477	Ag001G050190, Ag010G740400	evm.model.RL_7.1830
OG0012478	Ag010G739970, Ag001G049730	evm.model.RL_7.1859
OG0012480	Ag008G671590	evm.model.RL_7.1992
OG0012481	Ag001G089190	evm.model.RL_7.1978
OG0012482	Ag004G389810, Ag004G389770, Ag004G394820	evm.model.RL_7.1981.1.687c84bb
OG0012483	Ag004G396300, Ag004G396290, Ag004G391780	evm.model.RL_7.1964
OG0012484	Ag004G355330	evm.model.RL_3.1147
OG0012485	Ag001G074680	evm.model.RL_3.1140
OG0012486	Ag004G355890	evm.model.RL_3.1120
OG0012487	Ag004G356040	evm.model.RL_3.1114
OG0012488	Ag003G222790	evm.model.RL_6.301
OG0012489	Ag004G354420	evm.model.RL_3.1180
OG0012490	Ag004G356400	evm.model.RL_3.1105
OG0012491	Ag004G354590	evm.model.RL_3.1171
OG0012492	Ag004G350930	evm.model.RL_3.1269
OG0012493	Ag004G351230	evm.model.RL_3.1264
OG0012494	Ag004G351240	evm.model.RL_3.1263
OG0012495	Ag004G350320	evm.model.RL_3.1292
OG0012496	Ag005G482830	evm.model.RL_3.1326
OG0012497	Ag004G349000	evm.model.RL_3.1330
OG0012498	Ag004G348990	evm.model.RL_3.1331
OG0012499	Ag003G237710	evm.model.RL_3.1710
OG0012500	Ag005G468030, Ag004G346020	evm.model.RL_3.1415
OG0012501	Ag004G345160	evm.model.RL_3.1438
OG0012502	Ag004G344850	evm.model.RL_3.1448
OG0012503	Ag004G343580	evm.model.RL_3.1511, evm.model.RL_3.1509_evm.model.RL_3.1510_evm.model.RL_3.1508.9.687c975f
OG0012504	Ag004G343300	evm.model.RL_3.1527
OG0012505	Ag004G342400, Ag001G025840	evm.model.RL_3.1568
OG0012506	Ag003G214620	evm.model.RL_3.2227
OG0012508	Ag003G215520	evm.model.RL_3.2186
OG0012509	Ag003G217040, Ag003G251290	evm.model.RL_3.2162
OG0012510	Ag003G217050, Ag005G418060	evm.model.RL_3.2161
OG0012511	Ag003G218040	evm.model.RL_3.2152
OG0012512	Ag003G218590, Ag003G218580	evm.model.RL_3.2136
OG0012513	Ag003G218630	evm.model.RL_3.2132
OG0012514	Ag003G218930	evm.model.RL_3.2110
OG0012515	Ag003G219590, Ag003G219580	evm.model.RL_3.2084
OG0012516	Ag003G219720	evm.model.RL_3.2076
OG0012517	Ag003G219990	evm.model.RL_3.2067
OG0012518	Ag003G221790	evm.model.RL_3.2041
OG0012519	Ag003G222830	evm.model.RL_3.2016
OG0012521	Ag008G672840, Ag003G227280	evm.model.RL_3.1928.1.687c84bd
OG0012522	Ag003G227610	evm.model.RL_3.1924
OG0012523	Ag003G228830, Ag003G229010	evm.model.RL_3.1900
OG0012524	Ag003G229030, Ag003G228850	evm.model.RL_3.1899
OG0012526	Ag003G233550	evm.model.RL_3.1812
OG0012527	Ag003G233900	evm.model.RL_3.1798
OG0012528	Ag003G234230	evm.model.RL_3.1789
OG0012529	Ag003G235010	evm.model.RL_3.1773
OG0012530	Ag003G237240	evm.model.RL_3.1718
OG0012531	Ag003G239700, Ag008G695550	evm.model.RL_3.1637
OG0012532	Ag003G239970	evm.model.RL_3.1626
OG0012533	Ag003G213620	evm.model.RL_3.2251
OG0012534	Ag003G213480	evm.model.RL_3.2256, evm.model.RL_3.2286
OG0012535	Ag003G212780	evm.model.RL_3.2272
OG0012536	Ag003G212140	evm.model.RL_3.2311
OG0012537	Ag003G212120	evm.model.RL_3.2312
OG0012538	Ag003G211940	evm.model.RL_3.2322.1.687c84be
OG0012540	Ag003G211050	evm.model.RL_3.2357
OG0012541	Ag003G210540	evm.model.RL_3.2362
OG0012542	Ag003G210210	evm.model.RL_3.2392
OG0012543	Ag003G207920	evm.model.RL_3.2470
OG0012544	Ag003G207430	evm.model.RL_3.2486
OG0012545	Ag003G207470	evm.model.RL_3.2490
OG0012546	Ag003G207720	evm.model.RL_5.5
OG0012547	Ag005G476150, Ag003G207830	evm.model.RL_3.2498
OG0012548	Ag003G207800	evm.model.RL_3.2501
OG0012549	Ag003G207780	evm.model.RL_3.215, evm.model.RL_3.2503
OG0012551	Ag005G469780	evm.model.RL_1.1230
OG0012552	Ag005G469730	evm.model.RL_1.1232
OG0012553	Ag001G003700, Ag001G003710	evm.model.RL_5.3870
OG0012554	Ag005G466450	evm.model.RL_1.1339
OG0012555	Ag005G465860	evm.model.RL_1.1364
OG0012556	Ag005G465700	evm.model.RL_1.1373
OG0012557	Ag005G465160	evm.model.RL_1.1393
OG0012558	Ag005G464360	evm.model.RL_1.1436
OG0012559	Ag005G464340	evm.model.RL_1.1438
OG0012561	Ag003G208120, Ag004G322870, Ag005G462660	evm.model.RL_1.1503
OG0012562	Ag005G462290	evm.model.RL_1.1524
OG0012563	Ag005G460980	evm.model.RL_1.1582
OG0012564	Ag005G459860	evm.model.RL_1.1609
OG0012565	Ag005G459690	evm.model.RL_1.1614
OG0012566	Ag005G459230	evm.model.RL_1.1629
OG0012567	Ag005G459170	evm.model.RL_1.1633
OG0012568	Ag005G459140	evm.model.RL_1.1634
OG0012570	Ag005G457340	evm.model.RL_1.1685
OG0012571	Ag005G457330	evm.model.RL_1.1686
OG0012572	Ag005G457320	evm.model.RL_1.1687
OG0012573	Ag005G457240	evm.model.RL_1.1691
OG0012574	Ag005G455350	evm.model.RL_1.1739.1.687c87ee
OG0012575	Ag005G454870	evm.model.RL_1.1747
OG0012576	Ag005G454790	evm.model.RL_1.1753
OG0012577	Ag005G454540, Ag005G453670	evm.model.RL_1.1763
OG0012578	Ag005G453370	evm.model.RL_1.1783
OG0012579	Ag005G452680	evm.model.RL_1.1801.5.687c87ee
OG0012580	Ag005G450810	evm.model.RL_1.1823
OG0012581	Ag005G450630	evm.model.RL_1.1830
OG0012582	Ag005G449740, Ag005G449720	evm.model.RL_1.1848
OG0012583	Ag002G140020	evm.model.RL_1.1900
OG0012584	Ag005G447260	evm.model.RL_1.1921
OG0012585	Ag005G446660	evm.model.RL_1.1930
OG0012586	Ag005G446020	evm.model.RL_1.1962
OG0012587	Ag005G444530, Ag005G443320	evm.model.RL_1.2003
OG0012588	Ag001G011800	evm.model.RL_5.1952
OG0012589	Ag005G444190, Ag005G442920, Ag005G444200	evm.model.RL_1.2018
OG0012590	Ag005G441260, Ag005G441310	evm.model.RL_1.2086
OG0012592	Ag005G436740	evm.model.RL_7.782
OG0012593	Ag005G436180	evm.model.RL_1.2203
OG0012594	Ag005G435740	evm.model.RL_1.2216
OG0012595	Ag005G433590, Ag005G434410	evm.model.RL_1.2256
OG0012596	Ag005G433890, Ag005G432530	evm.model.RL_1.2276
OG0012597	Ag005G432410, Ag005G433750	evm.model.RL_1.2280
OG0012598	Ag005G432070	evm.model.RL_1.2289
OG0012599	Ag005G431940	evm.model.RL_1.2292
OG0012600	Ag004G308930	evm.model.RL_5.735
OG0012601	Ag005G431750	evm.model.RL_1.2299
OG0012602	Ag005G430960	evm.model.RL_1.2323
OG0012603	Ag005G421370	evm.model.RL_1.2581
OG0012604	Ag005G428660	evm.model.RL_1.2368
OG0012605	Ag005G426680	evm.model.RL_1.2446
OG0012606	Ag005G426720	evm.model.RL_1.2436
OG0012607	Ag007G649610, Ag005G426150	evm.model.RL_1.2469
OG0012608	Ag003G226360, Ag002G157010	evm.model.RL_1.2595
OG0012609	Ag005G411290	evm.model.RL_1.3007
OG0012610	Ag005G424240, Ag007G619350	evm.model.RL_1.2560
OG0012611	Ag004G375750	evm.model.RL_1.2545
OG0012612	Ag005G425310	evm.model.RL_1.2532
OG0012613	Ag005G425400	evm.model.RL_1.2524
OG0012615	Ag005G421580	evm.model.RL_1.2626
OG0012616	Ag005G420590	evm.model.RL_5.3811
OG0012617	Ag005G419850	evm.model.RL_1.2715
OG0012618	Ag005G419790	evm.model.RL_1.2724
OG0012619	Ag005G419580	evm.model.RL_1.2738
OG0012620	Ag005G418660	evm.model.RL_1.2786
OG0012621	Ag005G418650	evm.model.RL_1.2787
OG0012622	Ag005G418570	evm.model.RL_1.2800, evm.model.RL_1.2798
OG0012623	Ag005G417930	evm.model.RL_1.2824
OG0012624	Ag005G417560	evm.model.RL_1.2854
OG0012626	Ag002G176260	evm.model.RL_6.1942
OG0012627	Ag004G312690, Ag005G417300	evm.model.RL_1.2862, evm.model.RL_1.2863
OG0012628	Ag005G416270	evm.model.RL_1.2908
OG0012629	Ag005G415690	evm.model.RL_1.2934
OG0012630	Ag005G415680	evm.model.RL_1.2935
OG0012631	Ag005G414070	evm.model.RL_1.2947
OG0012632	Ag005G413540, Ag005G413100	evm.model.RL_1.2978
OG0012633	Ag005G413330, Ag005G412960	evm.model.RL_1.2985
OG0012634	Ag005G412860	evm.model.RL_1.2990
OG0012635	Ag005G410580	evm.model.RL_1.3030
OG0012636	Ag003G218360, Ag005G411270	evm.model.RL_1.3011, evm.model.RL_1.3009
OG0012637	Ag005G408480	evm.model.RL_1.3094
OG0012638	Ag005G407310, Ag008G676850	evm.model.RL_1.3109
OG0012639	Ag005G406480	evm.model.RL_1.3128
OG0012640	Ag005G405440	evm.model.RL_2.2471, evm.model.RL_1.3143
OG0012641	Ag014G741820	evm.model.RL_1.3170
OG0012642	Ag003G274260, Ag005G402890	evm.model.RL_1.3191
OG0012643	Ag005G403610	evm.model.RL_1.3225
OG0012644	Ag005G404340	evm.model.RL_1.3275
OG0012645	Ag001G000170, Ag007G629690	evm.model.RL_5.4004
OG0012646	Ag001G000300	evm.model.RL_5.3991
OG0012647	Ag001G000910	evm.model.RL_5.3967
OG0012648	Ag001G000920	evm.model.RL_5.3966
OG0012649	Ag001G002080	evm.model.RL_5.3926.2.687c88c6
OG0012650	Ag001G004380	evm.model.RL_5.3854
OG0012651	Ag001G005240	evm.model.RL_5.3828
OG0012652	Ag001G006120	evm.model.RL_5.3807
OG0012653	Ag001G006160	evm.model.RL_5.3803
OG0012654	Ag001G006940	evm.model.RL_5.3772
OG0012655	Ag001G007460	evm.model.RL_5.3748
OG0012656	Ag001G007610	evm.model.RL_5.3741
OG0012657	Ag001G008680	evm.model.RL_5.3704
OG0012659	Ag001G010490	evm.model.RL_5.1899
OG0012660	Ag001G010520	evm.model.RL_5.1901
OG0012661	Ag001G010750	evm.model.RL_5.1916
OG0012662	Ag001G012150	evm.model.RL_5.1965
OG0012663	Ag001G011940	evm.model.RL_5.1960
OG0012664	Ag001G013330	evm.model.RL_5.1977.1.687c88b8
OG0012665	Ag001G013960	evm.model.RL_5.1979
OG0012666	Ag001G013980	evm.model.RL_5.1980
OG0012667	Ag001G015100	evm.model.RL_5.2002, evm.model.RL_5.2001
OG0012668	Ag001G017080	evm.model.RL_5.2038
OG0012669	Ag001G017490	evm.model.RL_5.2045
OG0012670	Ag001G017870	evm.model.RL_5.2051
OG0012671	Ag001G020690	evm.model.RL_5.2082.2.687c88b9
OG0012672	Ag001G011900	evm.model.RL_5.1958
OG0012673	Ag001G024150	evm.model.RL_5.2132
OG0012674	Ag001G023430	evm.model.RL_5.2122
OG0012675	Ag001G023550	evm.model.RL_5.2129
OG0012676	Ag001G025280	evm.model.RL_5.2156
OG0012677	Ag001G025550	evm.model.RL_5.2170
OG0012678	Ag001G026130	evm.model.RL_5.2183
OG0012679	Ag001G026140	evm.model.RL_5.2184
OG0012680	Ag001G028870	evm.model.RL_2.1169
OG0012681	Ag001G029360	evm.model.RL_2.1163
OG0012682	Ag001G031230, Ag001G029950	evm.model.RL_2.1147
OG0012683	Ag001G031700, Ag001G030550	evm.model.RL_2.1131
OG0012684	Ag001G030360, Ag001G031540	evm.model.RL_2.1128
OG0012685	Ag001G031840	evm.model.RL_2.1123
OG0012686	Ag005G432170	evm.model.RL_6.1578
OG0012687	Ag002G160770	evm.model.RL_6.1542
OG0012688	Ag002G160620	evm.model.RL_6.1535
OG0012689	Ag001G064990	evm.model.RL_7.1193
OG0012690	Ag001G064970	evm.model.RL_7.1190
OG0012691	Ag001G064570	evm.model.RL_7.1174
OG0012692	Ag007G633600, Ag001G064220	evm.model.RL_7.1154
OG0012693	Ag001G068530	evm.model.RL_7.1148
OG0012694	Ag001G068830	evm.model.RL_7.1137
OG0012696	Ag001G070050	evm.model.RL_7.1104
OG0012699	Ag001G072630	evm.model.RL_7.1041
OG0012700	Ag008G721800	evm.model.RL_4.1243
OG0012701	Ag001G073510	evm.model.RL_7.990
OG0012702	Ag001G074020	evm.model.RL_7.981
OG0012703	Ag001G066310	evm.model.RL_7.1221
OG0012704	Ag001G074820	evm.model.RL_7.951, evm.model.RL_7.956
OG0012705	Ag001G075300	evm.model.RL_7.932
OG0012706	Ag001G076430	evm.model.RL_7.1920, evm.model.RL_7.889, evm.model.RL_7.1918
OG0012707	Ag001G076660	evm.model.RL_7.875, evm.model.RL_7.879, evm.model.RL_7.877
OG0012708	Ag001G078470	evm.model.RL_7.823
OG0012709	Ag001G078840	evm.model.RL_7.808
OG0012710	Ag001G079080	evm.model.RL_7.804
OG0012711	Ag001G079280	evm.model.RL_7.792
OG0012712	Ag001G079560	evm.model.RL_7.785
OG0012713	Ag001G081190	evm.model.RL_7.748
OG0012714	Ag001G081240	evm.model.RL_7.750
OG0012715	Ag001G081900	evm.model.RL_7.714
OG0012716	Ag001G081910	evm.model.RL_7.713
OG0012717	Ag001G081930	evm.model.RL_7.711
OG0012718	Ag001G082950	evm.model.RL_7.683
OG0012719	Ag001G082960	evm.model.RL_7.682
OG0012720	Ag001G042050	evm.model.RL_2.647
OG0012721	Ag001G083710	evm.model.RL_7.654
OG0012722	Ag001G083880	evm.model.RL_6.818
OG0012723	Ag001G083900	evm.model.RL_7.647
OG0012724	Ag001G084330	evm.model.RL_7.637
OG0012725	Ag001G085740	evm.model.RL_7.563
OG0012727	Ag001G088140	evm.model.RL_7.502
OG0012728	Ag002G195110	evm.model.RL_6.2398
OG0012729	Ag001G089580	evm.model.RL_7.456
OG0012730	Ag001G089600	evm.model.RL_7.454
OG0012731	Ag001G019970, Ag001G020230, Ag001G020280, Ag011G740850	evm.model.RL_7.393
OG0012733	Ag001G093030	evm.model.RL_7.320
OG0012734	Ag001G093050	evm.model.RL_7.319
OG0012735	Ag001G093660	evm.model.RL_7.281
OG0012736	Ag001G096500	evm.model.RL_7.163, evm.model.RL_7.157
OG0012737	Ag001G097220, Ag005G416700	evm.model.RL_7.131
OG0012738	Ag001G097670	evm.model.RL_7.110
OG0012739	Ag001G098120	evm.model.RL_7.84
OG0012740	Ag001G098570	evm.model.RL_7.45
OG0012741	Ag001G098700	evm.model.RL_7.38
OG0012742	Ag001G033140	evm.model.RL_5.1989
OG0012743	Ag006G525470, Ag001G016310, Ag006G541400	evm.model.RL_6.508
OG0012744	Ag001G018160	evm.model.RL_5.2059
OG0012746	Ag001G074830	evm.model.RL_7.955, evm.model.RL_7.950
OG0012747	Ag001G078060, Ag001G078080, Ag001G077320, Ag001G097690, Ag001G097120, Ag001G097750, Ag001G097700	evm.model.RL_7.241
OG0012748	Ag001G079720, Ag001G079830, Ag001G079700	evm.model.RL_3.1306, evm.model.RL_3.1930
OG0012751	Ag004G299820, Ag004G299830, Ag001G097960, Ag003G223350	evm.model.RL_5.135
OG0012752	Ag002G105690	evm.model.RL_4.256.1.687c86cd
OG0012753	Ag002G131850	evm.model.RL_6.493
OG0012754	Ag006G573170, Ag002G166690	evm.model.RL_5.3307
OG0012755	Ag002G190410	evm.model.RL_6.2263
OG0012756	Ag003G212770	evm.model.RL_3.2274
OG0012757	Ag003G218140	evm.model.RL_3.2143.1.687c84bd
