Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0012029	Ag002G194730	XP_013636735.1
OG0012030	Ag002G193250	XP_013633955.1
OG0012031	Ag002G191730	XP_013636461.1
OG0012032	Ag002G192270	XP_013628860.1
OG0012033	Ag002G192640, Ag008G707540	XP_013636966.1
OG0012034	Ag006G491440	XP_013627275.1
OG0012035	Ag006G491770	XP_013613290.1
OG0012036	Ag006G491930	XP_013628913.1
OG0012037	Ag001G020390, Ag006G492930	XP_013611620.1
OG0012038	Ag006G493840	XP_013616030.1
OG0012039	Ag006G494720	XP_013616739.1, XP_013626310.1
OG0012040	Ag006G496570	XP_013606836.1
OG0012041	Ag006G496590	XP_013609215.1
OG0012042	Ag008G719650, Ag008G719660	XP_013621341.1
OG0012043	Ag008G719630	XP_013618093.1
OG0012044	Ag008G717990	XP_013619853.1
OG0012045	Ag008G717980	XP_013613021.1
OG0012046	Ag008G718110	XP_013621317.1, XP_013611413.1
OG0012047	Ag008G718270	XP_013621950.1
OG0012048	Ag008G718050	XP_013611494.1
OG0012049	Ag008G716410	XP_013620681.1
OG0012050	Ag008G716400	XP_013611001.1
OG0012051	Ag008G716380	XP_013611003.1
OG0012052	Ag008G716310	XP_013611156.1
OG0012053	Ag008G715150	XP_013612874.1
OG0012054	Ag008G714980	XP_013618984.1
OG0012055	Ag008G714430	XP_013613467.1
OG0012056	Ag003G255940, Ag007G612100	XP_013608772.1
OG0012057	Ag008G711730, Ag008G711740	XP_013618305.1
OG0012058	Ag004G321120, Ag008G710610	XP_013620591.1
OG0012059	Ag008G707490	XP_013613153.1
OG0012060	Ag008G707110	XP_013611950.1
OG0012061	Ag008G707000	XP_013606735.1, XP_013623681.1
OG0012062	Ag008G729210	XP_013584765.1, XP_013618249.1
OG0012063	Ag008G729510	XP_013609417.1
OG0012064	Ag008G730250	XP_013629169.1
OG0012065	Ag008G730260	XP_013629170.1
OG0012066	Ag008G730470	XP_013616695.1
OG0012067	Ag008G730810	XP_013623533.1
OG0012068	Ag008G731130	XP_013628595.1
OG0012069	Ag008G731700	XP_013610911.1
OG0012070	Ag008G731920	XP_013612019.1
OG0012071	Ag008G732210	XP_013625335.1
OG0012072	Ag008G732650	XP_013628736.1
OG0012073	Ag008G733030	XP_013628746.1
OG0012074	Ag008G733060	XP_013629464.1
OG0012075	Ag008G733640	XP_013612570.1
OG0012076	Ag008G734420	XP_013597940.1
OG0012077	Ag008G734470	XP_013610002.1, XP_013595618.1
OG0012078	Ag008G734480	XP_013592992.1
OG0012079	Ag008G734570	XP_013599327.1
OG0012080	Ag008G734610	XP_013598390.1, XP_013634584.1
OG0012081	Ag008G734860	XP_013599333.1
OG0012082	Ag001G099360	XP_013618032.1
OG0012083	Ag001G099300	XP_013611997.1
OG0012084	Ag006G519140	XP_013608803.1
OG0012085	Ag006G516670	XP_013630084.1
OG0012086	Ag004G297800	XP_013600302.1
OG0012087	Ag006G517250	XP_013622658.1
OG0012088	Ag004G298210	XP_013586882.1
OG0012089	Ag004G298530	XP_013600564.1
OG0012090	Ag006G514930	XP_013611272.1
OG0012091	Ag006G513520	XP_013618478.1
OG0012092	Ag006G513090	XP_013625598.1
OG0012093	Ag006G513190	XP_013612697.1, XP_013612701.1
OG0012094	Ag006G513310	XP_013606504.1
OG0012095	Ag006G513270	XP_013612679.1
OG0012098	Ag006G512620	XP_013612775.1
OG0012099	Ag006G512240	XP_013615215.1
OG0012100	Ag006G512210	XP_013610740.1
OG0012101	Ag006G511820	XP_013612236.1
OG0012102	Ag006G511490	XP_013612743.1
OG0012104	Ag006G510280	XP_013610981.1
OG0012105	Ag006G509910	XP_013629026.1
OG0012106	Ag007G599410	XP_013612370.1
OG0012107	Ag007G599210	XP_013612923.1
OG0012108	Ag007G599200	XP_013606643.1
OG0012109	Ag007G599190	XP_013606644.1
OG0012110	Ag007G598980	XP_013608631.1
OG0012111	Ag007G598940	XP_013608982.1
OG0012112	Ag007G586440	XP_013614309.1, XP_013606121.1
OG0012113	Ag007G586520	XP_013606322.1
OG0012114	Ag007G586550	XP_013610580.1
OG0012115	Ag002G200410, Ag005G457940	XP_013610994.1
OG0012116	Ag007G586750	XP_013612991.1
OG0012117	Ag007G586980	XP_013598016.1
OG0012118	Ag007G587010	XP_013609886.1, XP_013594793.1
OG0012119	Ag007G587030	XP_013597937.1
OG0012120	Ag007G587510	XP_013595637.1
OG0012121	Ag007G587750	XP_013616010.1
OG0012122	Ag007G588160	XP_013631466.1, XP_013631761.1
OG0012123	Ag007G588880	XP_013630154.1
OG0012124	Ag007G589420	XP_013635643.1
OG0012125	Ag007G589770	XP_013629502.1
OG0012126	Ag007G589910	XP_013637589.1
OG0012127	Ag007G590660	XP_013631819.1
OG0012128	Ag007G590840	XP_013623910.1, XP_013614507.1
OG0012129	Ag007G590970	XP_013629620.1
OG0012130	Ag007G591310	XP_013637274.1
OG0012131	Ag007G591390	XP_013636995.1
OG0012132	Ag007G591930	XP_013635251.1
OG0012133	Ag007G592380	XP_013631394.1
OG0012134	Ag007G593330, Ag007G593320	XP_013636381.1
OG0012135	Ag007G593380	XP_013637361.1
OG0012136	Ag007G593560	XP_013632113.1, XP_013622776.1
OG0012137	Ag007G593610	XP_013631310.1
OG0012138	Ag007G593890	XP_013636134.1
OG0012139	Ag005G455700, Ag007G594570	XP_013635157.1
OG0012140	Ag007G594600	XP_013618684.1
OG0012141	Ag007G594660	XP_013631052.1, XP_013632183.1
OG0012142	Ag007G593790	XP_013636351.1
OG0012143	Ag007G595120	XP_013637149.1
OG0012144	Ag007G595580	XP_013632070.1
OG0012145	Ag006G504930, Ag007G595710	XP_013635862.1
OG0012146	Ag007G595820	XP_013636795.1
OG0012147	Ag007G595830	XP_013637209.1
OG0012148	Ag007G596420	XP_013635252.1, XP_013635040.1
OG0012149	Ag007G596510	XP_013631489.1
OG0012150	Ag007G596640	XP_013633800.1
OG0012151	Ag007G596750	XP_013631822.1
OG0012152	Ag007G596760	XP_013637544.1
OG0012154	Ag007G596980	XP_013631335.1
OG0012155	Ag007G596960	XP_013625942.1, XP_013636789.1
OG0012156	Ag007G597790	XP_013635548.1
OG0012157	Ag001G019160, Ag001G018900, Ag001G019250	XP_013638252.1
OG0012158	Ag002G176490	XP_013604970.1
OG0012159	Ag004G320610	XP_013593599.1
OG0012160	Ag006G526600	XP_013605100.1, XP_013615640.1
OG0012161	Ag006G525560	XP_013635958.1
OG0012162	Ag006G528210	XP_013621845.1, XP_013605690.1
OG0012163	Ag006G549270, Ag006G547160	XP_013630993.1
OG0012164	Ag004G311430	XP_013600660.1
OG0012165	Ag005G490590	XP_013587132.1
OG0012166	Ag001G100370	XP_013586460.1
OG0012167	Ag001G100750	XP_013620468.1
OG0012168	Ag006G490680	XP_013622753.1, XP_013621319.1
OG0012169	Ag006G490730	XP_013621885.1
OG0012170	Ag003G272220	XP_013592945.1, XP_013599014.1
OG0012171	Ag001G088650	XP_013600440.1
OG0012172	Ag005G490330	XP_013586500.1
OG0012173	Ag005G490290	XP_013583626.1, XP_013639111.1
OG0012174	Ag005G488710	XP_013637846.1
OG0012175	Ag005G488070	XP_013638854.1
OG0012176	Ag005G487220	XP_013622365.1
OG0012177	Ag005G487000, Ag008G704270	XP_013633520.1
OG0012178	Ag005G486930	XP_013630049.1
OG0012179	Ag005G486920	XP_013619927.1
OG0012180	Ag005G486180	XP_013638145.1
OG0012182	Ag005G485990	XP_013622105.1
OG0012183	Ag005G485520	XP_013583856.1
OG0012184	Ag005G485410	XP_013628174.1
OG0012185	Ag005G485180	XP_013628378.1
OG0012186	Ag005G485010	XP_013625658.1
OG0012187	Ag003G253130	XP_013595140.1
OG0012188	Ag005G484230	XP_013584223.1, XP_013638262.1
OG0012189	Ag005G483920	XP_013586684.1
OG0012190	Ag005G483330	XP_013584632.1
OG0012191	Ag001G095550	XP_013588916.1
OG0012192	Ag005G482210, Ag002G107740, Ag002G111290	XP_013634681.1, XP_013634718.1, XP_013634709.1
OG0012193	Ag005G481590, Ag005G481580	XP_013583987.1
OG0012195	Ag006G504360	XP_013612662.1
OG0012196	Ag005G480790	XP_013586831.1
OG0012197	Ag005G480720	XP_013629691.1
OG0012198	Ag005G480680	XP_013619667.1
OG0012199	Ag001G045180, Ag001G047280	XP_013631317.1
OG0012200	Ag005G480340	XP_013586894.1
OG0012201	Ag005G480300	XP_013587384.1
OG0012202	Ag005G478560	XP_013638423.1
OG0012203	Ag008G711140, Ag002G186640	XP_013631126.1
OG0012204	Ag002G186620	XP_013635679.1
OG0012205	Ag002G186350	XP_013634189.1
OG0012206	Ag002G185650	XP_013631915.1
OG0012207	Ag002G184790	XP_013628526.1
OG0012208	Ag002G183920	XP_013637148.1
OG0012209	Ag002G180550	XP_013629078.1
OG0012210	Ag002G179730	XP_013627281.1
OG0012211	Ag002G179610	XP_013628857.1
OG0012212	Ag002G165430	XP_013634605.1, XP_013627249.1
OG0012213	Ag002G166800	XP_013633603.1
OG0012215	Ag002G167920	XP_013637457.1
OG0012216	Ag002G168190	XP_013637105.1
OG0012217	Ag002G168530	XP_013636149.1
OG0012218	Ag002G169370	XP_013633784.1
OG0012219	Ag002G170610	XP_013637585.1
OG0012220	Ag002G174710	XP_013622457.1
OG0012221	Ag002G174940	XP_013631161.1
OG0012222	Ag002G176460	XP_013632075.1
OG0012223	Ag008G725130	XP_013595728.1
OG0012224	Ag001G064300	XP_013604238.1
OG0012225	Ag004G322720	XP_013638343.1
OG0012226	Ag004G323110	XP_013604951.1
OG0012227	Ag004G323190	XP_013638313.1
OG0012228	Ag004G323490	XP_013638108.1
OG0012229	Ag004G323580	XP_013604162.1
OG0012230	Ag004G324930	XP_013603939.1
OG0012231	Ag004G325070	XP_013603082.1, XP_013585304.1
OG0012232	Ag004G325440	XP_013585664.1
OG0012233	Ag004G325470	XP_013599666.1
OG0012234	Ag004G325490	XP_013602864.1
OG0012235	Ag004G325660	XP_013585546.1
OG0012236	Ag004G326070	XP_013638444.1
OG0012237	Ag004G328600	XP_013613974.1
OG0012238	Ag004G329400	XP_013583784.1, XP_013603335.1
OG0012239	Ag004G329930, Ag004G329940	XP_013637934.1
OG0012240	Ag004G329950	XP_013583935.1
OG0012241	Ag004G331570	XP_013615796.1, XP_013600885.1
OG0012242	Ag004G331750	XP_013605129.1, XP_013637674.1
OG0012243	Ag004G331910	XP_013584405.1
OG0012244	Ag004G332330	XP_013584059.1
OG0012245	Ag004G332520	XP_013583766.1
OG0012246	Ag004G334240	XP_013595647.1
OG0012247	Ag004G334550	XP_013584007.1, XP_013595585.1
OG0012248	Ag004G335160	XP_013586497.1
OG0012249	Ag004G336760	XP_013586495.1
OG0012250	Ag004G338030	XP_013639332.1
OG0012251	Ag003G215800	XP_013590624.1
OG0012252	Ag004G338400	XP_013605725.1, XP_013587134.1
OG0012253	Ag004G338650	XP_013584672.1, XP_013596161.1
OG0012254	Ag004G338670	XP_013595619.1, XP_013584551.1
OG0012255	Ag004G338830	XP_013596736.1, XP_013584383.1
OG0012256	Ag004G341020	XP_013586924.1
OG0012257	Ag004G341040	XP_013638106.1
OG0012258	Ag003G241810	XP_013585148.1, XP_013585109.1, XP_013615556.1
OG0012259	Ag003G242150	XP_013637733.1
OG0012260	Ag003G242560	XP_013587378.1
OG0012261	Ag001G024900, Ag001G025320, Ag001G025300	XP_013587417.1
OG0012262	Ag003G242760	XP_013595450.1
OG0012263	Ag003G244510	XP_013603558.1, XP_013585128.1
OG0012265	Ag003G245370	XP_013595529.1
OG0012266	Ag003G245610	XP_013638647.1
OG0012267	Ag003G245710	XP_013597670.1
OG0012269	Ag003G247780	XP_013621995.1
OG0012270	Ag006G506060	XP_013625725.1
OG0012271	Ag006G502290	XP_013638388.1
OG0012272	Ag004G312490	XP_013599625.1
OG0012273	Ag004G309590	XP_013602742.1
OG0012274	Ag010G739960, Ag001G049720	XP_013607539.1
OG0012275	Ag004G306320	XP_013589539.1
OG0012276	Ag006G530270	XP_013587913.1
OG0012277	Ag007G598350	XP_013597182.1, XP_013599514.1
OG0012278	Ag001G052230	XP_013622994.1
OG0012279	Ag007G598390	XP_013593509.1, XP_013617704.1
OG0012280	Ag007G598610	XP_013594407.1, XP_013597463.1
OG0012281	Ag007G585570	XP_013595725.1
OG0012282	Ag007G586010	XP_013584362.1, XP_013595124.1
OG0012283	Ag006G525000	XP_013600922.1
OG0012284	Ag008G686230	XP_013628933.1
OG0012286	Ag006G525150	XP_013622351.1
OG0012287	Ag001G086410	XP_013630711.1
OG0012288	Ag002G177060	XP_013634159.1
OG0012289	Ag003G285790	XP_013634345.1
OG0012291	Ag007G631370	XP_013636246.1
OG0012292	Ag006G524340	XP_013636687.1
OG0012293	Ag008G719420	XP_013625445.1, XP_013619144.1
OG0012294	Ag006G523620	XP_013634385.1
OG0012296	Ag006G522640	XP_013636191.1
OG0012297	Ag006G522320	XP_013603074.1
OG0012298	Ag006G522300, Ag007G591960	XP_013631914.1
OG0012299	Ag006G522290	XP_013604791.1
OG0012300	Ag006G521580	XP_013601784.1
OG0012301	Ag006G520980	XP_013599841.1
OG0012303	Ag006G520800	XP_013607790.1, XP_013637221.1
OG0012304	Ag002G104740	XP_013595375.1
OG0012305	Ag006G518120	XP_013603357.1
OG0012306	Ag006G518160	XP_013631861.1
OG0012307	Ag006G518210	XP_013604933.1
OG0012308	Ag001G059130, Ag006G518270	XP_013630474.1, XP_013602624.1
OG0012309	Ag006G518370	XP_013605664.1
OG0012310	Ag004G322440	XP_013602052.1
OG0012311	Ag004G320080, Ag004G320070	XP_013600608.1, XP_013637946.1
OG0012312	Ag004G319870, Ag004G319880	XP_013605414.1
OG0012313	Ag004G319740	XP_013600087.1
OG0012314	Ag004G318620	XP_013585183.1
OG0012315	Ag004G317880	XP_013603293.1
OG0012316	Ag004G317050	XP_013601045.1
OG0012318	Ag004G316720	XP_013586925.1
OG0012319	Ag004G315420	XP_013638103.1
OG0012321	Ag004G315230	XP_013602146.1
OG0012322	Ag004G315020	XP_013614395.1
OG0012323	Ag004G314950	XP_013584427.1
OG0012324	Ag004G313960	XP_013587116.1
OG0012325	Ag004G314700	XP_013599966.1
OG0012326	Ag004G313050, Ag004G313020	XP_013600251.1
OG0012327	Ag004G312870	XP_013585539.1
OG0012328	Ag004G312800	XP_013603577.1
OG0012330	Ag004G311340, Ag004G312070	XP_013638940.1
OG0012331	Ag004G311810	XP_013585684.1
OG0012332	Ag004G310660	XP_013604873.1, XP_013586021.1
OG0012333	Ag004G309550, Ag004G310910	XP_013603005.1
OG0012334	Ag004G310570	XP_013605505.1
OG0012335	Ag004G310540	XP_013639149.1
OG0012336	Ag004G309840	XP_013604204.1
OG0012337	Ag004G309430	XP_013605288.1
OG0012339	Ag001G080140	XP_013605283.1
OG0012340	Ag004G309150	XP_013599711.1
OG0012341	Ag004G309040	XP_013604813.1
OG0012342	Ag004G308680	XP_013586635.1
OG0012343	Ag004G308830	XP_013586193.1
OG0012344	Ag004G308620	XP_013586149.1
OG0012345	Ag005G409810, Ag004G308890	XP_013586545.1
OG0012346	Ag004G308460	XP_013587580.1
OG0012347	Ag004G308380	XP_013586804.1, XP_013615607.1, XP_013639135.1
OG0012348	Ag004G307760	XP_013586916.1
OG0012349	Ag008G702290, Ag005G438630	XP_013625799.1
OG0012350	Ag001G096840	XP_013591934.1
OG0012351	Ag006G525910	XP_013630876.1
OG0012353	Ag004G306600	XP_013586794.1
OG0012354	Ag004G306060	XP_013586737.1, XP_013601874.1
OG0012355	Ag007G591780	XP_013636725.1
OG0012356	Ag004G391180, Ag004G395680	XP_013634823.1
OG0012357	Ag004G304020	XP_013587382.1
OG0012358	Ag004G303150	XP_013587080.1
OG0012359	Ag004G302810	XP_013585210.1, XP_013603809.1
OG0012360	Ag004G302740	XP_013605045.1
OG0012361	Ag004G302450	XP_013584321.1
OG0012362	Ag004G302160	XP_013605236.1
OG0012363	Ag004G301480	XP_013586891.1, XP_013600918.1
OG0012364	Ag004G301510	XP_013600968.1, XP_013623927.1, XP_013583660.1
OG0012365	Ag004G301740	XP_013601897.1, XP_013603897.1
OG0012366	Ag004G300270	XP_013638544.1
OG0012367	Ag004G300030	XP_013605019.1
OG0012368	Ag004G299890	XP_013638393.1, XP_013600960.1
OG0012369	Ag004G299570	XP_013638706.1
OG0012370	Ag004G299140	XP_013602333.1
OG0012371	Ag004G298550	XP_013587528.1
OG0012372	Ag004G298490	XP_013585416.1
OG0012373	Ag004G298280	XP_013586127.1
OG0012374	Ag004G298320	XP_013584351.1
OG0012375	Ag004G298340	XP_013623404.1
OG0012376	Ag004G298370	XP_013604057.1
OG0012378	Ag004G297350	XP_013601042.1
OG0012379	Ag007G612950	XP_013610972.1, XP_013619931.1
OG0012380	Ag003G285600, Ag007G614580	XP_013611700.1
OG0012381	Ag007G613930	XP_013630189.1
OG0012382	Ag001G100190	XP_013638768.1
OG0012383	Ag007G617010	XP_013612511.1
OG0012384	Ag007G617250	XP_013619873.1, XP_013610347.1
OG0012385	Ag006G577300	XP_013588195.1
OG0012386	Ag007G618520	XP_013610990.1
OG0012387	Ag007G618200	XP_013608717.1
OG0012388	Ag007G619510	XP_013606238.1
OG0012389	Ag007G619900	XP_013615565.1, XP_013609656.1
OG0012390	Ag007G620130	XP_013625166.1
OG0012391	Ag007G620140	XP_013605980.1, XP_013605981.1
OG0012392	Ag007G621020	XP_013613090.1
OG0012393	Ag007G621210	XP_013621331.1
OG0012394	Ag007G621790	XP_013621211.1
OG0012395	Ag007G622570	XP_013629404.1
OG0012396	Ag004G381520	XP_013606102.1
OG0012397	Ag007G623170	XP_013612686.1
OG0012398	Ag007G626470	XP_013615719.1
OG0012399	Ag007G630360	XP_013611441.1
OG0012400	Ag007G630350	XP_013616853.1
OG0012401	Ag007G630250	XP_013612290.1
OG0012402	Ag007G629940	XP_013606104.1
OG0012403	Ag007G632670	XP_013620928.1
OG0012404	Ag007G632680	XP_013620926.1, XP_013613119.1
OG0012405	Ag007G624160	XP_013614393.1
OG0012406	Ag007G636500	XP_013616570.1
OG0012407	Ag007G636560	XP_013618105.1
OG0012408	Ag007G636630	XP_013611183.1
OG0012409	Ag007G637280	XP_013598776.1
OG0012410	Ag004G348140, Ag003G238860	XP_013587819.1
OG0012411	Ag007G642190	XP_013619516.1
OG0012412	Ag003G280850	XP_013619576.1
OG0012413	Ag007G642850, Ag002G193680	XP_013621362.1
OG0012414	Ag001G080720	XP_013598686.1
OG0012415	Ag003G217850, Ag001G035410, Ag002G134750	XP_013585491.1
OG0012416	Ag006G505980	XP_013611374.1
OG0012417	Ag006G527990, Ag006G505850	XP_013611956.1
OG0012418	Ag006G505300	XP_013609712.1, XP_013616348.1
OG0012419	Ag006G504840	XP_013611651.1
OG0012420	Ag006G504830	XP_013613333.1
OG0012421	Ag003G293570	XP_013598817.1
OG0012422	Ag007G611770	XP_013629340.1
OG0012423	Ag006G504350, Ag006G504340	XP_013612661.1
OG0012424	Ag006G504250	XP_013622195.1
OG0012425	Ag006G503710	XP_013613288.1
OG0012426	Ag006G500620	XP_013610020.1
OG0012427	Ag008G700720	XP_013620934.1
OG0012428	Ag006G499100	XP_013610399.1, XP_013626905.1
OG0012429	Ag006G499050	XP_013611753.1
OG0012430	Ag006G498190	XP_013616271.1
OG0012431	Ag008G720180	XP_013593443.1
OG0012432	Ag008G721090	XP_013599124.1
OG0012433	Ag008G722820	XP_013594099.1
OG0012434	Ag008G722930	XP_013597064.1
OG0012435	Ag008G723090	XP_013597810.1
OG0012436	Ag008G723790	XP_013597528.1
OG0012437	Ag008G724000	XP_013596214.1
OG0012438	Ag008G724260	XP_013598660.1
OG0012439	Ag008G724270	XP_013618054.1
OG0012440	Ag008G724290, Ag008G724300, Ag008G724560	XP_013618042.1
OG0012441	Ag008G724630, Ag004G372080	XP_013593421.1
OG0012442	Ag008G725090	XP_013598328.1
OG0012443	Ag008G726020	XP_013595028.1, XP_013617951.1
OG0012444	Ag008G726780	XP_013630228.1
OG0012445	Ag008G727850	XP_013629313.1
OG0012446	Ag003G258410, Ag004G332920, Ag008G727870	XP_013623059.1
OG0012447	Ag008G727940	XP_013608995.1
OG0012448	Ag008G728640	XP_013625647.1
OG0012449	Ag008G706480	XP_013613214.1
OG0012450	Ag008G706400	XP_013609006.1
OG0012451	Ag008G705570, Ag008G705560, Ag008G705710	XP_013620761.1
OG0012452	Ag008G705440	XP_013629091.1
OG0012453	Ag001G062600	XP_013605777.1
OG0012454	Ag001G062010	XP_013583771.1
OG0012455	Ag001G061730	XP_013602458.1
OG0012456	Ag001G061100	XP_013620393.1
OG0012457	Ag001G060920	XP_013590391.1, XP_013603812.1
OG0012459	Ag005G455750	XP_013604084.1, XP_013615867.1
OG0012460	Ag008G692640	XP_013615680.1, XP_013603411.1, XP_013603300.1
OG0012461	Ag008G691530	XP_013603245.1
OG0012462	Ag008G691200	XP_013590262.1
OG0012463	Ag008G691120	XP_013623351.1
OG0012464	Ag008G690810	XP_013597611.1
OG0012465	Ag001G056280	XP_013629686.1
OG0012466	Ag001G055910	XP_013602486.1
OG0012467	Ag001G054360	XP_013594772.1, XP_013630464.1
OG0012468	Ag001G054370	XP_013624511.1
OG0012469	Ag001G053910	XP_013622369.1
OG0012470	Ag001G053830	XP_013630293.1
OG0012471	Ag006G526020, Ag001G052870	XP_013628194.1
OG0012472	Ag008G707700	XP_013612931.1
OG0012473	Ag001G052080	XP_013623208.1
OG0012474	Ag003G212220	XP_013630362.1
OG0012475	Ag001G051930	XP_013629415.1, XP_013603034.1
OG0012477	Ag001G050190, Ag010G740400	XP_013629754.1, XP_013614605.1
OG0012478	Ag010G739970, Ag001G049730	XP_013590095.1
OG0012480	Ag008G671590	XP_013629377.1, XP_013638040.1
OG0012481	Ag001G089190	XP_013613671.1
OG0012482	Ag004G389810, Ag004G389770, Ag004G394820	XP_013625218.1
OG0012483	Ag004G396300, Ag004G396290, Ag004G391780	XP_013622405.1
OG0012484	Ag004G355330	XP_013591764.1
OG0012485	Ag001G074680	XP_013590099.1
OG0012486	Ag004G355890	XP_013592362.1
OG0012487	Ag004G356040	XP_013590150.1, XP_013617116.1
OG0012488	Ag003G222790	XP_013605243.1
OG0012489	Ag004G354420	XP_013590882.1
OG0012490	Ag004G356400	XP_013592883.1
OG0012491	Ag004G354590	XP_013592773.1
OG0012492	Ag004G350930	XP_013590580.1, XP_013619458.1
OG0012493	Ag004G351230	XP_013619896.1, XP_013591101.1
OG0012494	Ag004G351240	XP_013618926.1
OG0012495	Ag004G350320	XP_013592404.1
OG0012496	Ag005G482830	XP_013588768.1
OG0012497	Ag004G349000	XP_013616247.1, XP_013592711.1
OG0012498	Ag004G348990	XP_013592446.1
OG0012499	Ag003G237710	XP_013591781.1
OG0012500	Ag005G468030, Ag004G346020	XP_013588702.1
OG0012501	Ag004G345160	XP_013591463.1, XP_013591466.1
OG0012502	Ag004G344850	XP_013590972.1, XP_013616097.1
OG0012503	Ag004G343580	XP_013592107.1
OG0012504	Ag004G343300	XP_013592896.1
OG0012505	Ag004G342400, Ag001G025840	XP_013589726.1
OG0012506	Ag003G214620	XP_013592093.1
OG0012507	Ag003G215150	XP_013591735.1
OG0012508	Ag003G215520	XP_013590633.1
OG0012509	Ag003G217040, Ag003G251290	XP_013618009.1
OG0012510	Ag003G217050, Ag005G418060	XP_013592161.1
OG0012511	Ag003G218040	XP_013591662.1
OG0012512	Ag003G218590, Ag003G218580	XP_013591432.1
OG0012513	Ag003G218630	XP_013620817.1
OG0012514	Ag003G218930	XP_013590128.1
OG0012515	Ag003G219590, Ag003G219580	XP_013590355.1
OG0012516	Ag003G219720	XP_013588313.1
OG0012517	Ag003G219990	XP_013620809.1, XP_013591771.1
OG0012518	Ag003G221790	XP_013587832.1
OG0012519	Ag003G222830	XP_013592394.1
OG0012521	Ag008G672840, Ag003G227280	XP_013588405.1
OG0012523	Ag003G228830, Ag003G229010	XP_013589739.1
OG0012524	Ag003G229030, Ag003G228850	XP_013589738.1
OG0012526	Ag003G233550	XP_013591906.1
OG0012527	Ag003G233900	XP_013588754.1
OG0012528	Ag003G234230	XP_013590603.1
OG0012529	Ag003G235010	XP_013591885.1
OG0012530	Ag003G237240	XP_013615846.1, XP_013589497.1
OG0012531	Ag003G239700, Ag008G695550	XP_013592186.1
OG0012532	Ag003G239970	XP_013592767.1
OG0012533	Ag003G213620	XP_013592587.1
OG0012534	Ag003G213480	XP_013591596.1
OG0012535	Ag003G212780	XP_013625009.1, XP_013589840.1
OG0012536	Ag003G212140	XP_013588796.1
OG0012537	Ag003G212120	XP_013590764.1
OG0012538	Ag003G211940	XP_013621148.1
OG0012540	Ag003G211050	XP_013591404.1, XP_013587775.1
OG0012541	Ag003G210540	XP_013621633.1
OG0012542	Ag003G210210	XP_013592237.1, XP_013594305.1
OG0012543	Ag003G207920	XP_013590236.1, XP_013588117.1
OG0012544	Ag003G207430	XP_013589767.1
OG0012545	Ag003G207470	XP_013619099.1
OG0012546	Ag003G207720	XP_013591820.1
OG0012547	Ag005G476150, Ag003G207830	XP_013612079.1
OG0012548	Ag003G207800	XP_013590431.1
OG0012549	Ag003G207780	XP_013590435.1
OG0012550	Ag005G470690	XP_013591017.1, XP_013585064.1
OG0012551	Ag005G469780	XP_013610971.1
OG0012552	Ag005G469730	XP_013610947.1
OG0012553	Ag001G003700, Ag001G003710	XP_013630745.1, XP_013589083.1
OG0012554	Ag005G466450	XP_013625311.1
OG0012555	Ag005G465860	XP_013583886.1
OG0012556	Ag005G465700	XP_013585565.1, XP_013626252.1
OG0012557	Ag005G465160	XP_013638603.1
OG0012558	Ag005G464360	XP_013586660.1
OG0012559	Ag005G464340	XP_013586659.1
OG0012560	Ag005G464280	XP_013584761.1
OG0012561	Ag003G208120, Ag004G322870, Ag005G462660	XP_013609977.1
OG0012562	Ag005G462290	XP_013623114.1
OG0012563	Ag005G460980	XP_013622320.1
OG0012564	Ag005G459860	XP_013609509.1
OG0012565	Ag005G459690	XP_013613067.1
OG0012566	Ag005G459230	XP_013587374.1
OG0012567	Ag005G459170	XP_013638612.1
OG0012568	Ag005G459140	XP_013623077.1, XP_013609482.1
OG0012569	Ag005G458130	XP_013585736.1
OG0012570	Ag005G457340	XP_013637804.1
OG0012571	Ag005G457330	XP_013637805.1
OG0012572	Ag005G457320	XP_013637803.1
OG0012573	Ag005G457240	XP_013587133.1
OG0012574	Ag005G455350	XP_013638673.1
OG0012575	Ag005G454870	XP_013592495.1
OG0012576	Ag005G454790	XP_013615385.1, XP_013583895.1, XP_013614990.1
OG0012577	Ag005G454540, Ag005G453670	XP_013587473.1
OG0012578	Ag005G453370	XP_013637976.1
OG0012579	Ag005G452680	XP_013587236.1
OG0012580	Ag005G450810	XP_013587420.1
OG0012581	Ag005G450630	XP_013586665.1
OG0012582	Ag005G449740, Ag005G449720	XP_013638436.1
OG0012583	Ag002G140020	XP_013615991.1
OG0012584	Ag005G447260	XP_013638437.1
OG0012585	Ag005G446660	XP_013622073.1
OG0012586	Ag005G446020	XP_013586586.1
OG0012587	Ag005G444530, Ag005G443320	XP_013638935.1
OG0012588	Ag001G011800	XP_013587853.1
OG0012589	Ag005G444190, Ag005G442920, Ag005G444200	XP_013584017.1
OG0012590	Ag005G441260, Ag005G441310	XP_013638845.1
OG0012592	Ag005G436740	XP_013607335.1
OG0012593	Ag005G436180	XP_013586334.1, XP_013639455.1
OG0012594	Ag005G435740	XP_013597004.1
OG0012595	Ag005G433590, Ag005G434410	XP_013598381.1
OG0012596	Ag005G433890, Ag005G432530	XP_013593240.1
OG0012597	Ag005G432410, Ag005G433750	XP_013623165.1
OG0012598	Ag005G432070	XP_013598120.1
OG0012599	Ag005G431940	XP_013593871.1
OG0012600	Ag004G308930	XP_013638383.1
