Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0015199	Ag002G154140, Ag002G156580	XP_006403394.1
OG0015200	Ag008G719050	XP_006400545.1
OG0015201	Ag007G587300	XP_006403176.1
OG0015202	Ag002G164580	XP_006400487.1
OG0015203	Ag002G153950	XP_006405260.1
OG0015204	Ag002G148800	XP_006397108.1
OG0015205	Ag002G148520	XP_006397097.1
OG0015206	Ag002G148380	XP_006397091.1
OG0015207	Ag002G148290	XP_006397090.1
OG0015208	Ag002G148280	XP_006397088.1
OG0015209	Ag002G147980	XP_006397076.1
OG0015210	Ag002G147860	XP_006397061.1
OG0015211	Ag002G147500	XP_006397027.1
OG0015213	Ag002G147170	XP_006397006.1
OG0015214	Ag002G146960	XP_006396990.1
OG0015215	Ag002G146910	XP_024009870.1
OG0015216	Ag002G146860	XP_006396986.2
OG0015217	Ag002G146600	XP_006396958.1
OG0015218	Ag002G146340	XP_006396937.1
OG0015219	Ag002G146230	XP_006396931.1
OG0015220	Ag002G146170	XP_024009911.1
OG0015221	Ag002G145230	XP_024010184.1
OG0015222	Ag002G145250	XP_006396883.1
OG0015223	Ag002G143420	XP_006396837.1
OG0015224	Ag002G143700	XP_024010102.1
OG0015225	Ag002G144660, Ag002G144130	XP_006396797.1
OG0015226	Ag007G644790	XP_006395217.1
OG0015227	Ag006G552230	XP_006413647.1
OG0015228	Ag002G140790	XP_006396723.1
OG0015229	Ag002G140690	XP_006396719.1
OG0015230	Ag002G140430	XP_006396703.1
OG0015231	Ag002G140320	XP_006396696.1
OG0015232	Ag002G140230	XP_006396691.1
OG0015233	Ag002G139800	XP_006396680.1
OG0015234	Ag002G137620	XP_024010036.1
OG0015235	Ag002G132370	XP_006396642.1
OG0015236	Ag002G129650	XP_006396620.1
OG0015237	Ag002G127390	XP_006398055.1
OG0015238	Ag002G125430	XP_006398088.1
OG0015239	Ag002G125420	XP_006398089.1
OG0015240	Ag002G124930	XP_006398103.1
OG0015241	Ag002G103620	XP_006398198.2
OG0015242	Ag002G104770	XP_024010937.1
OG0015243	Ag002G106030	XP_024011024.1
OG0015244	Ag002G106200	XP_006398265.1
OG0015245	Ag002G110190, Ag002G106590	XP_006398270.2
OG0015246	Ag003G235200	XP_006390538.1
OG0015247	Ag002G107430, Ag002G110990	XP_006398278.1
OG0015248	Ag002G111210, Ag002G107600	XP_006398279.1
OG0015249	Ag001G002040, Ag001G002160	XP_024005934.1
OG0015250	Ag002G109320, Ag002G113310	XP_006398325.1
OG0015251	Ag002G113460	XP_006398328.1
OG0015252	Ag002G116420	XP_006398334.1
OG0015253	Ag004G312890	XP_006398485.1
OG0015254	Ag005G409130	XP_006403018.1
OG0015255	Ag002G120990, Ag002G115390	XP_006398398.1
OG0015256	Ag001G042290	XP_006403068.1
OG0015257	Ag001G042790	XP_024013083.1
OG0015258	Ag002G114800, Ag002G123010	XP_006398434.1
OG0015259	Ag002G122990, Ag002G114780	XP_006398432.2
OG0015260	Ag001G042890	XP_006395951.1
OG0015261	Ag005G426160	XP_006418568.1
OG0015262	Ag006G496690	XP_006395937.1
OG0015263	Ag005G425750	XP_006418531.1
OG0015264	Ag001G045010	XP_024007533.1
OG0015265	Ag001G043320	XP_024004368.1
OG0015266	Ag005G426960	XP_006418632.1
OG0015267	Ag006G502240	XP_006413466.1
OG0015268	Ag004G313330	XP_006414971.2
OG0015269	Ag005G427900	XP_006418686.1
OG0015270	Ag001G043790, Ag001G045820	XP_006418687.1
OG0015271	Ag001G039050	XP_006414934.1
OG0015272	Ag001G038630	XP_024005696.1
OG0015273	Ag001G038300	XP_006414866.1
OG0015274	Ag001G037920	XP_006414835.1
OG0015275	Ag007G614460	XP_006414823.1
OG0015276	Ag001G036960	XP_024005712.1
OG0015277	Ag001G036660	XP_006414706.1
OG0015278	Ag001G036620	XP_006414705.1
OG0015279	Ag005G435830	XP_006406074.1
OG0015280	Ag001G035000	XP_006414632.1
OG0015281	Ag001G033820	XP_006414512.1
OG0015282	Ag001G033570	XP_006414494.1
OG0015283	Ag007G649740	XP_006405583.1
OG0015284	Ag007G650340	XP_006405560.1
OG0015285	Ag007G651350	XP_006405514.1
OG0015286	Ag007G651360	XP_006405513.1
OG0015287	Ag007G652630	XP_024014784.1
OG0015288	Ag007G654790	XP_006405424.1
OG0015289	Ag007G656000	XP_024014637.1
OG0015290	Ag001G073940	XP_024014709.1
OG0015291	Ag002G206650	XP_006397998.1
OG0015292	Ag002G206590	XP_006397992.1
OG0015293	Ag002G206560	XP_006390324.1
OG0015295	Ag002G206320	XP_006397973.1
OG0015296	Ag002G206300	XP_006397972.1
OG0015297	Ag002G206290	XP_006397971.1
OG0015298	Ag002G206100	XP_006397955.1
OG0015299	Ag002G206090	XP_006397953.1
OG0015300	Ag002G206040	XP_006397949.1
OG0015301	Ag002G206010	XP_006397947.1
OG0015302	Ag002G205980	XP_006397944.1
OG0015303	Ag005G463140	XP_006406950.1
OG0015304	Ag002G204640	XP_006397898.1
OG0015305	Ag002G204400	XP_006397882.1
OG0015306	Ag002G204380	XP_006397880.1
OG0015307	Ag002G204000	XP_006397861.1
OG0015308	Ag002G203820	XP_006397856.1
OG0015309	Ag002G203660	XP_024010868.1
OG0015310	Ag002G203520	XP_006397838.1
OG0015311	Ag002G203350	XP_006397822.2
OG0015313	Ag002G202690	XP_006397762.1
OG0015314	Ag002G202020	XP_006397741.1
OG0015315	Ag002G202010	XP_006397740.1
OG0015316	Ag002G201990	XP_006397738.1
OG0015317	Ag002G201540	XP_006397718.1
OG0015318	Ag002G201430	XP_006397704.1
OG0015319	Ag002G201370	XP_006397701.1
OG0015320	Ag002G201240	XP_024010818.1
OG0015321	Ag002G201210	XP_006397696.1
OG0015322	Ag002G200970	XP_006397684.1
OG0015323	Ag002G200950	XP_006397682.1
OG0015324	Ag002G200640	XP_006397672.1
OG0015326	Ag002G200060	XP_006397651.1
OG0015327	Ag002G199160	XP_006397612.1
OG0015328	Ag002G198690	XP_006397586.1
OG0015329	Ag002G198560	XP_006397573.1
OG0015330	Ag002G197760	XP_024010872.1
OG0015331	Ag002G197330	XP_006397527.1
OG0015332	Ag002G197130	XP_024010792.1
OG0015333	Ag002G197100	XP_006397510.1
OG0015334	Ag002G196680	XP_006397488.1
OG0015335	Ag002G196300	XP_006411582.1
OG0015336	Ag002G195990	XP_006411569.2
OG0015337	Ag002G195940, Ag002G195930, Ag002G195800	XP_006411562.1
OG0015338	Ag002G195590	XP_006411556.1
OG0015339	Ag002G195390	XP_006411544.1
OG0015340	Ag002G195250	XP_006411543.1
OG0015341	Ag002G194940	XP_006411535.1
OG0015342	Ag002G194760	XP_006411521.1
OG0015343	Ag002G194020	XP_006411502.1
OG0015344	Ag002G192870	XP_006411465.1
OG0015345	Ag002G193380	XP_006411486.1
OG0015346	Ag002G191050	XP_006411419.2
OG0015347	Ag006G491520	XP_006398608.1
OG0015348	Ag006G491530	XP_006398610.1
OG0015349	Ag006G491960	XP_006398638.1
OG0015350	Ag006G492010	XP_006398644.1
OG0015351	Ag006G492310	XP_006398655.1
OG0015352	Ag006G492420	XP_006398661.1
OG0015353	Ag006G492670	XP_006398668.1
OG0015354	Ag006G492880	XP_006398682.1
OG0015355	Ag006G492940	XP_006398689.1
OG0015356	Ag006G493550	XP_024011898.1
OG0015357	Ag006G493800	XP_006398727.1
OG0015358	Ag006G494590	XP_006398757.1
OG0015359	Ag006G494690	XP_006398759.1
OG0015360	Ag006G494730	XP_006398761.2
OG0015361	Ag006G495150	XP_006398772.1
OG0015362	Ag004G327290	XP_006398781.1, XP_024010209.1
OG0015363	Ag006G495510	XP_006398791.1
OG0015364	Ag006G495610	XP_006398797.1
OG0015365	Ag006G496140	XP_006398823.1
OG0015366	Ag007G603410	XP_024012050.1
OG0015367	Ag006G496230	XP_006398827.1
OG0015368	Ag006G496640	XP_024011450.1, XP_006398839.1
OG0015370	Ag006G496860	XP_006398852.1
OG0015371	Ag006G497210	XP_006398866.1
OG0015372	Ag006G497820	XP_006398884.2
OG0015373	Ag006G497830	XP_024011978.1
OG0015374	Ag008G719490	XP_006400494.1
OG0015375	Ag008G718200	XP_006400590.1
OG0015376	Ag008G718410	XP_006400579.1
OG0015377	Ag008G717040	XP_024011491.1
OG0015378	Ag008G716820	XP_006400656.1
OG0015379	Ag004G369130	XP_006413043.1
OG0015380	Ag008G716630	XP_006400671.1
OG0015381	Ag008G716570	XP_006400675.1
OG0015382	Ag008G716370	XP_006400693.1
OG0015383	Ag008G716130	XP_024011959.1
OG0015384	Ag008G716000	XP_006400717.2
OG0015385	Ag008G715310	XP_006400735.1
OG0015386	Ag008G715010	XP_006400745.1
OG0015387	Ag008G714820	XP_024012706.1
OG0015388	Ag008G714150	XP_006400778.1
OG0015389	Ag008G712780	XP_006400817.1
OG0015390	Ag008G712400	XP_006400831.1
OG0015391	Ag008G712340	XP_006400836.2
OG0015393	Ag004G356340	XP_006391295.1
OG0015394	Ag008G710620	XP_006400887.1
OG0015395	Ag008G710110	XP_006400911.2
OG0015396	Ag008G709870	XP_006400919.1, XP_006405742.2
OG0015397	Ag008G708880	XP_024012426.1
OG0015398	Ag008G707590	XP_006401006.1
OG0015399	Ag008G708940	XP_006400957.1
OG0015400	Ag008G708100	XP_006400985.2
OG0015401	Ag008G729030	XP_006394312.1
OG0015402	Ag008G729200	XP_006394295.1
OG0015403	Ag008G729230	XP_006394291.2
OG0015404	Ag008G729330	XP_024007548.1
OG0015405	Ag008G729340	XP_006394283.1
OG0015406	Ag008G729360	XP_006394281.1
OG0015407	Ag008G729480	XP_006394279.1
OG0015408	Ag008G729490	XP_006394278.1
OG0015409	Ag008G729760	XP_024007054.1
OG0015410	Ag008G730460	XP_024007619.1
OG0015411	Ag008G730530	XP_006394224.1
OG0015412	Ag002G176410	XP_006411053.1
OG0015413	Ag008G730880	XP_006394184.1
OG0015414	Ag008G731050	XP_006394167.2
OG0015415	Ag008G731070	XP_024007486.1
OG0015416	Ag008G731100	XP_006394161.1
OG0015417	Ag008G731230	XP_006394155.1
OG0015418	Ag008G731260	XP_006394152.1
OG0015419	Ag008G731320	XP_006394145.1
OG0015420	Ag008G731500	XP_024007652.1
OG0015421	Ag008G731600	XP_006394128.1
OG0015422	Ag008G731880	XP_006394105.1
OG0015423	Ag008G731940	XP_024007326.1
OG0015424	Ag008G732530	XP_006394071.1
OG0015425	Ag008G732690	XP_006394052.1
OG0015426	Ag008G732950	XP_024007089.1
OG0015427	Ag008G733130	XP_006394020.2
OG0015428	Ag008G733310, Ag008G733240	XP_006394008.1
OG0015429	Ag008G733410	XP_024007620.1
OG0015430	Ag008G733720	XP_006393975.1
OG0015431	Ag008G733740	XP_006393973.1
OG0015432	Ag008G733860	XP_006393968.1
OG0015433	Ag008G734010	XP_006393961.1
OG0015434	Ag008G734060	XP_006393954.1
OG0015435	Ag008G734110	XP_006393946.1
OG0015436	Ag008G734290	XP_006393930.1
OG0015437	Ag008G734300	XP_006393929.1
OG0015438	Ag008G734380	XP_006393926.1
OG0015439	Ag008G734670	XP_006393903.1
OG0015440	Ag006G525200	XP_006405190.1
OG0015441	Ag008G734850	XP_006393883.1
OG0015442	Ag008G734880	XP_006393880.1
OG0015444	Ag001G099950	XP_006414439.1
OG0015445	Ag001G099920	XP_006393846.1
OG0015446	Ag001G099780	XP_006393835.1
OG0015447	Ag001G099530	XP_006393830.1
OG0015448	Ag001G099460	XP_006393815.1
OG0015449	Ag001G099390	XP_006405329.1
OG0015450	Ag001G099340	XP_006393803.2
OG0015451	Ag001G099220	XP_006393792.1
OG0015452	Ag001G099120	XP_024006692.1
OG0015454	Ag006G516860	XP_006396270.1
OG0015455	Ag006G517260	XP_006396247.1
OG0015456	Ag006G520040	XP_006396234.1
OG0015457	Ag006G516160	XP_024009784.1
OG0015458	Ag006G516140	XP_024009785.1
OG0015459	Ag006G515620	XP_006396304.1
OG0015460	Ag006G515510	XP_024009807.1
OG0015461	Ag006G515320	XP_006396320.1
OG0015462	Ag006G513710	XP_006396366.1
OG0015463	Ag003G221100	XP_006396372.1
OG0015464	Ag006G512660, Ag006G512670	XP_006396396.1
OG0015465	Ag006G512560	XP_006396406.2
OG0015466	Ag006G510170	XP_006396460.1
OG0015467	Ag006G510000	XP_006396476.1
OG0015468	Ag006G509980	XP_006396477.1
OG0015469	Ag006G509970	XP_006396478.1
OG0015470	Ag008G732400	XP_006396513.1
OG0015471	Ag007G599480	XP_006396516.2
OG0015472	Ag007G586650	XP_006403125.1
OG0015473	Ag007G586740	XP_006403132.2
OG0015474	Ag007G586760	XP_024013273.1
OG0015475	Ag007G586770	XP_006403135.1
OG0015476	Ag007G586990	XP_006403149.1
OG0015477	Ag007G587080	XP_006403160.2
OG0015478	Ag007G587120	XP_006403164.1
OG0015479	Ag007G587280	XP_006403175.1
OG0015480	Ag007G587320	XP_024013249.1
OG0015481	Ag007G587330	XP_006403192.1
OG0015482	Ag007G587850	XP_006403239.1
OG0015483	Ag007G589280	XP_024004256.1
OG0015484	Ag007G588700	XP_006410430.2
OG0015485	Ag007G589780	XP_006410394.1
OG0015486	Ag007G589900	XP_006410346.1
OG0015487	Ag007G589960	XP_006410341.1
OG0015488	Ag007G589970	XP_006410340.1
OG0015489	Ag007G590310	XP_006410327.1
OG0015490	Ag007G591100	XP_006410281.1
OG0015491	Ag007G591280	XP_006410265.1
OG0015492	Ag007G591300	XP_006410264.2
OG0015493	Ag007G591940	XP_006410188.2
OG0015494	Ag007G592630	XP_006410132.1
OG0015495	Ag007G592810	XP_006410090.1
OG0015496	Ag007G593520	XP_006410047.1
OG0015497	Ag007G594680	XP_006409950.1
OG0015498	Ag007G595070	XP_024004261.1
OG0015499	Ag007G595280	XP_006409899.1
OG0015500	Ag007G595370	XP_024003723.1
OG0015501	Ag007G595480	XP_024016675.1
OG0015502	Ag007G595890	XP_006415101.2, XP_024016856.1
OG0015503	Ag007G596070	XP_024016854.1
OG0015504	Ag007G596100	XP_006409836.1
OG0015505	Ag007G596120	XP_024003832.1
OG0015506	Ag007G596160	XP_024003636.1
OG0015507	Ag007G596220	XP_006409826.1
OG0015508	Ag007G596490	XP_006409796.1
OG0015509	Ag007G597670	XP_006408667.1
OG0015510	Ag007G597650	XP_006408664.1
OG0015511	Ag007G597480	XP_024015827.1
OG0015512	Ag007G597350	XP_006408622.1
OG0015513	Ag007G597250	XP_024016053.1
OG0015514	Ag007G597050	XP_006408712.1
OG0015515	Ag007G597850	XP_006408610.1
OG0015516	Ag007G597860	XP_006408611.1
OG0015517	Ag007G598000	XP_006397283.1
OG0015518	Ag007G598040	XP_006409720.1
OG0015519	Ag007G598050	XP_006408728.1
OG0015520	Ag007G598250	XP_024016729.1, XP_006398332.1
OG0015521	Ag008G729310	XP_006394306.1
OG0015522	Ag003G272360	XP_006413425.1
OG0015523	Ag006G519020	XP_006396207.1
OG0015525	Ag006G527390	XP_006398022.1
OG0015526	Ag006G526570	XP_006408736.1
OG0015528	Ag006G527190	XP_006408783.1
OG0015529	Ag006G526660	XP_006408793.1
OG0015530	Ag006G527290	XP_006408861.1
OG0015531	Ag006G525730	XP_006408850.1
OG0015532	Ag001G093580	XP_024016084.1
OG0015533	Ag001G083610	XP_006408799.1
OG0015534	Ag003G251620	XP_006413076.1
OG0015535	Ag001G100380	XP_006408516.2
OG0015536	Ag001G100470	XP_006408525.1
OG0015537	Ag001G100790	XP_006408551.1
OG0015538	Ag001G100830	XP_006408554.1
OG0015539	Ag007G583680	XP_006415693.1
OG0015540	Ag001G100940	XP_006408558.1
OG0015541	Ag001G100990	XP_006408562.1
OG0015542	Ag001G101030	XP_006408568.1
OG0015543	Ag001G101040	XP_006408573.2
OG0015544	Ag001G101070	XP_006408576.1
OG0015545	Ag006G490710	XP_006398553.2
OG0015546	Ag006G490750	XP_006409560.1
OG0015547	Ag006G490780	XP_024011824.1
OG0015548	Ag006G490850	XP_006398563.1
OG0015549	Ag006G490860	XP_006398564.2
OG0015550	Ag006G490880	XP_024012169.1
OG0015551	Ag006G490890	XP_006398567.1
OG0015552	Ag006G491100	XP_006398574.1
OG0015553	Ag006G491000	XP_006398575.1
OG0015554	Ag006G490990	XP_006398577.1
OG0015555	Ag004G399480	XP_024005414.1
OG0015556	Ag003G250810	XP_006413139.1
OG0015557	Ag005G490380	XP_006408473.1
OG0015558	Ag005G490310	XP_024015417.1
OG0015559	Ag005G489990	XP_006408447.1
OG0015561	Ag005G489960	XP_024015000.1
OG0015562	Ag005G489910	XP_006408438.1
OG0015563	Ag005G489780	XP_006408428.1
OG0015564	Ag005G489760	XP_006408427.1
OG0015565	Ag005G489370	XP_006408417.1
OG0015566	Ag005G489030	XP_006408397.1
OG0015567	Ag005G488980, Ag005G488850	XP_006408392.1
OG0015568	Ag005G488720	XP_006408390.1
OG0015569	Ag005G488550	XP_006408380.1
OG0015570	Ag005G488380	XP_006408362.1
OG0015571	Ag005G488230	XP_006408355.1
OG0015572	Ag005G488210	XP_006408353.1
OG0015573	Ag005G487890	XP_006408321.1
OG0015574	Ag005G487320	XP_006408294.1
OG0015575	Ag005G486950	XP_006408278.1
OG0015576	Ag005G486830	XP_006408270.1
OG0015578	Ag005G486010	XP_006408219.1
OG0015579	Ag005G485840	XP_006408205.1
OG0015580	Ag005G485680	XP_006408193.1
OG0015581	Ag005G484970	XP_006408156.1
OG0015582	Ag005G484890	XP_024015156.1
OG0015584	Ag005G484110	XP_006408093.1
OG0015585	Ag005G483490	XP_024015347.1
OG0015586	Ag005G483890	XP_006408081.1
OG0015587	Ag005G483270	XP_006408047.1
OG0015588	Ag005G483260	XP_024015791.1
OG0015589	Ag005G483020	XP_006408037.1
OG0015590	Ag005G482930	XP_024015416.1
OG0015591	Ag001G092400	XP_006402614.1
OG0015592	Ag005G481570	XP_006407954.1
OG0015593	Ag005G481480	XP_006407947.1
OG0015594	Ag005G480760	XP_006407897.1
OG0015595	Ag005G480630	XP_006407886.1
OG0015596	Ag005G470820	XP_006407306.1
OG0015597	Ag005G480540	XP_024015239.1
OG0015598	Ag005G480510	XP_024015315.1
OG0015599	Ag005G480400	XP_006407866.1
OG0015600	Ag005G480380	XP_024015473.1
OG0015601	Ag005G480200	XP_006407850.1
OG0015602	Ag005G480160	XP_006407846.1
OG0015603	Ag005G479610	XP_024015593.1
OG0015604	Ag005G479510	XP_006407825.1
OG0015605	Ag005G479390	XP_006407813.1
OG0015606	Ag005G479360	XP_006407809.1
OG0015607	Ag005G479330	XP_024014874.1
OG0015608	Ag005G479240	XP_006407798.1
OG0015609	Ag005G479150	XP_006407788.1
OG0015610	Ag005G479140	XP_006407787.1
OG0015611	Ag005G478970	XP_006407772.1
OG0015612	Ag005G478260	XP_006407724.1
OG0015613	Ag005G478230	XP_024015125.1
OG0015614	Ag002G186000	XP_006411284.1
OG0015615	Ag002G185880	XP_006411282.1
OG0015616	Ag002G185070	XP_006411259.1
OG0015617	Ag002G184140	XP_024016813.1
OG0015618	Ag002G184100	XP_006411235.1
OG0015619	Ag002G182430	XP_006411194.1
OG0015620	Ag002G182350	XP_006411191.1
OG0015621	Ag002G180250	XP_006411144.1
OG0015622	Ag002G181450	XP_006411168.1
OG0015623	Ag002G180060	XP_006411133.2
OG0015624	Ag002G179670	XP_006411127.1
OG0015625	Ag002G179420	XP_006411122.1
OG0015626	Ag002G164970	XP_006410762.2
OG0015627	Ag002G166640	XP_006410802.1
OG0015628	Ag002G178460	XP_006397356.1
OG0015630	Ag002G108160, Ag002G167840	XP_006410832.2
OG0015631	Ag002G168430	XP_024016674.1
OG0015632	Ag002G170120, Ag002G170340	XP_006409895.1
OG0015633	Ag002G170490	XP_006410878.1
OG0015634	Ag002G171000	XP_006410890.1
OG0015635	Ag002G170910	XP_006410889.1
OG0015636	Ag005G426870	XP_024009714.1
OG0015637	Ag002G171270	XP_006410899.1
OG0015638	Ag002G171360	XP_006410903.1
OG0015639	Ag002G171510	XP_006410904.1
OG0015640	Ag002G171770	XP_006410917.1
OG0015641	Ag002G172580	XP_006410940.1
OG0015642	Ag002G173060	XP_006410954.1
OG0015643	Ag002G173170	XP_006410956.1
OG0015644	Ag002G177750	XP_006411084.1
OG0015645	Ag002G177430	XP_024004292.1
OG0015646	Ag002G177070	XP_006411070.1
OG0015647	Ag002G175470	XP_024003859.1
OG0015648	Ag002G175440	XP_024003827.1
OG0015649	Ag002G175150	XP_006411008.2
OG0015650	Ag008G684190	XP_024013099.1
OG0015651	Ag002G164710	XP_006410747.1
OG0015652	Ag004G323570	XP_006416888.1
OG0015653	Ag004G323610	XP_024008291.1
OG0015654	Ag004G324510	XP_006416848.1
OG0015655	Ag004G324820	XP_006416833.1
OG0015656	Ag004G325010	XP_006416817.1
OG0015657	Ag004G325360	XP_006416795.1
OG0015658	Ag004G326060	XP_006416755.1
OG0015659	Ag004G326260	XP_006416745.1
OG0015660	Ag004G326860	XP_006416724.1
OG0015661	Ag004G327520	XP_024009083.1
OG0015662	Ag004G327510	XP_006416698.1
OG0015663	Ag004G327490	XP_024008695.1
OG0015664	Ag004G327450	XP_006416704.1
OG0015665	Ag004G327340	XP_006416710.1
OG0015666	Ag004G327620	XP_006416687.1
OG0015667	Ag004G328170	XP_006416669.1
OG0015668	Ag004G329640	XP_006416625.1
OG0015669	Ag004G329430	XP_006416632.2
OG0015670	Ag004G329390	XP_006416637.1
OG0015671	Ag004G329230	XP_024008504.1
OG0015672	Ag003G234570	XP_006390516.2
OG0015673	Ag004G330420	XP_006416578.1
OG0015674	Ag004G330980	XP_006416563.1
OG0015675	Ag005G452300	XP_006416558.1
OG0015676	Ag004G331530	XP_006416547.1
OG0015677	Ag004G331670	XP_024008813.1
OG0015678	Ag004G331780	XP_006416534.1, XP_006418764.2
OG0015679	Ag004G332010	XP_006416519.1
OG0015680	Ag004G332060	XP_024009208.1
OG0015681	Ag004G332090	XP_024008657.1
OG0015682	Ag004G332150	XP_006416505.1
OG0015683	Ag004G333630	XP_006416431.1
OG0015684	Ag004G334480	XP_006416388.1
OG0015685	Ag004G334510	XP_006416384.1
OG0015686	Ag004G334660	XP_006416375.1
OG0015687	Ag004G335310	XP_006416354.1
OG0015688	Ag004G335980	XP_006416336.1
OG0015689	Ag004G337410	XP_006416289.1
OG0015690	Ag004G337470	XP_006416282.1
OG0015691	Ag004G337480	XP_024008117.1
OG0015692	Ag004G337780	XP_006416270.1
OG0015693	Ag004G337890	XP_024008180.1
OG0015694	Ag004G337910	XP_006416264.1
OG0015695	Ag004G303920	XP_024008097.1
OG0015696	Ag004G338600	XP_006416229.1
OG0015697	Ag004G338690	XP_006416222.1
OG0015698	Ag004G339600	XP_006416195.1
OG0015699	Ag004G339870	XP_006416181.2
OG0015700	Ag004G340220	XP_024008600.1
OG0015701	Ag004G340620	XP_024008267.1
OG0015702	Ag004G340980	XP_006416141.1
OG0015703	Ag008G715760, Ag004G341010	XP_006416137.1
OG0015704	Ag004G341110	XP_006416132.1
OG0015705	Ag004G344060	XP_006416125.1, XP_006390824.1
OG0015706	Ag003G241400	XP_006416117.1
OG0015708	Ag003G242610	XP_006416049.1
OG0015709	Ag003G242820	XP_006416034.1
OG0015710	Ag003G243010	XP_006416026.1
OG0015711	Ag004G306200	XP_006417851.1
OG0015712	Ag003G244690	XP_006415954.1
OG0015713	Ag003G245000	XP_006415943.1
OG0015714	Ag003G245290	XP_006415925.1
OG0015715	Ag003G275980	XP_006391059.1
OG0015717	Ag004G351210	XP_006391098.1
OG0015718	Ag003G247770	XP_006415892.1
OG0015719	Ag003G247300	XP_006415879.1
OG0015720	Ag001G092700	XP_006415870.1
OG0015721	Ag003G246530	XP_006415827.2
OG0015722	Ag003G211880	XP_006415803.1
OG0015723	Ag001G055130	XP_006415800.1
OG0015724	Ag004G333450	XP_006416441.1
OG0015725	Ag004G343360	XP_006393685.1
OG0015726	Ag008G723300	XP_006393687.1
OG0015727	Ag006G528740	XP_006415757.1
OG0015728	Ag007G590870	XP_006413461.1
OG0015729	Ag005G478250	XP_006413452.1
OG0015730	Ag004G306890	XP_006413441.1
OG0015731	Ag001G031200, Ag001G029920	XP_006413423.2
OG0015732	Ag007G580440	XP_006413418.1
OG0015733	Ag007G647880	XP_006413410.1
OG0015734	Ag006G525180	XP_024014201.1
OG0015735	Ag007G598360	XP_006413395.2
OG0015736	Ag007G598400	XP_006413388.1
OG0015737	Ag007G598420	XP_006413383.1
OG0015738	Ag002G177950	XP_006413382.1
OG0015739	Ag008G662330	XP_006413370.1
OG0015740	Ag007G598740	XP_006413349.1
OG0015741	Ag007G598830	XP_024005128.1
OG0015742	Ag007G586180	XP_006413322.1
OG0015743	Ag007G586060	XP_006413313.1
OG0015744	Ag007G585630	XP_006413297.1
OG0015745	Ag007G585920	XP_006413302.1
OG0015746	Ag007G585940	XP_024005592.1
OG0015747	Ag001G095490	XP_006401900.2
OG0015748	Ag004G308570	XP_006417687.1
OG0015749	Ag003G252690	XP_006413028.1
OG0015750	Ag003G252530	XP_024005087.1
OG0015751	Ag006G524980	XP_006405145.2
OG0015752	Ag003G231850	XP_006405046.1
OG0015753	Ag006G526360	XP_006405055.2
OG0015754	Ag001G010560	XP_024014093.1
OG0015755	Ag006G524260	XP_006404871.1
OG0015756	Ag005G484740	XP_006404852.1
OG0015757	Ag006G524010	XP_006404835.1
OG0015758	Ag006G523960	XP_006404822.1
OG0015759	Ag006G523850	XP_006404816.1
OG0015760	Ag003G252730	XP_006413026.1
OG0015761	Ag006G523740	XP_006404778.1
OG0015762	Ag006G523600	XP_006404750.1
OG0015763	Ag006G523170	XP_006404720.1
OG0015764	Ag001G075140	XP_006403582.1
OG0015765	Ag006G522960	XP_006404701.1
OG0015766	Ag006G522280	XP_006404659.2
OG0015767	Ag006G522180	XP_006404649.1
OG0015768	Ag006G522170	XP_006404650.1
OG0015769	Ag006G521680	XP_006404627.1
OG0015770	Ag006G521590	XP_006404617.1
OG0015771	Ag006G521450	XP_006404603.1
OG0015772	Ag006G517950, Ag006G517970	XP_006404552.1
OG0015773	Ag006G518190	XP_006409311.1
OG0015774	Ag006G518220	XP_006404542.1
OG0015776	Ag004G320920	XP_006417002.1
OG0015777	Ag004G320590	XP_006417015.1
OG0015778	Ag004G320100	XP_006417029.1
OG0015779	Ag004G320090	XP_024008377.1
OG0015780	Ag004G320060	XP_006417031.1
OG0015781	Ag004G319860	XP_006417040.2
OG0015782	Ag004G319420	XP_006417064.2
OG0015783	Ag004G319460	XP_006417068.1
OG0015784	Ag004G319110	XP_006417085.1
OG0015785	Ag004G319170	XP_006417081.1
OG0015786	Ag004G318610	XP_024008993.1
OG0015787	Ag004G318340	XP_006417115.1
OG0015788	Ag004G317730	XP_006417143.1
OG0015790	Ag004G317490	XP_006417148.1
OG0015791	Ag004G317080	XP_006417170.1
OG0015792	Ag004G316250	XP_006417212.2
OG0015793	Ag004G316150	XP_006417220.1
OG0015794	Ag004G315950	XP_006417230.1
OG0015795	Ag004G315800	XP_024008288.1
OG0015796	Ag004G315730	XP_006417242.1
OG0015797	Ag004G315450	XP_006417254.1
OG0015798	Ag004G315460	XP_006417253.1
OG0015799	Ag004G315220	XP_006417270.1
OG0015800	Ag004G314640	XP_024008477.1
OG0015801	Ag004G314440	XP_006417329.1
OG0015802	Ag004G314060	XP_006417347.1
OG0015803	Ag004G377320	XP_006391966.1
OG0015804	Ag004G313680	XP_024007720.1
OG0015805	Ag004G313320	XP_006417379.1
OG0015806	Ag004G312830	XP_006417407.1
OG0015807	Ag004G312720	XP_006417412.1
OG0015808	Ag004G312640	XP_006417415.2
OG0015809	Ag004G312440	XP_024009136.1
OG0015810	Ag004G312130	XP_006417453.1
OG0015811	Ag004G312100	XP_024009140.1
OG0015812	Ag004G311820	XP_006417472.1
OG0015813	Ag004G311500	XP_006417485.1
