Orthogroup	Alyssum_gmelinii	Cardamine_hirsuta
OG0017398	Ag003G237140	CARHR066170
OG0017399	Ag003G238030	CARHR065970
OG0017400	Ag003G239200	CARHR065500
OG0017401	Ag003G213630	CARHR072040
OG0017402	Ag003G212720	CARHR072350
OG0017404	Ag003G211520	CARHR073150
OG0017405	Ag003G211270	CARHR036700
OG0017406	Ag003G210660	CARHR073470
OG0017407	Ag003G210520	CARHR073590
OG0017408	Ag003G210230	CARHR073670
OG0017409	Ag003G208150	CARHR074350
OG0017410	Ag003G207350	CARHR074480
OG0017411	Ag003G207670	CARHR074630
OG0017412	Ag003G207690	CARHR074650
OG0017413	Ag003G207730	CARHR074770
OG0017415	Ag005G469860	CARHR087750
OG0017416	Ag005G469630	CARHR087940
OG0017417	Ag005G468990	CARHR088230
OG0017418	Ag005G468440	CARHR088440
OG0017419	Ag005G468300	CARHR088520
OG0017420	Ag005G465450	CARHR089530
OG0017421	Ag005G465430	CARHR089540
OG0017422	Ag005G464540	CARHR090010
OG0017424	Ag005G464390	CARHR090140
OG0017426	Ag005G462990	CARHR090720
OG0017427	Ag005G461460	CARHR091500
OG0017428	Ag005G461090	CARHR091680
OG0017429	Ag005G459970	CARHR092040
OG0017431	Ag005G454770	CARHR093800
OG0017432	Ag005G454750	CARHR093820
OG0017434	Ag005G450620	CARHR094640
OG0017435	Ag005G448850	CARHR095080
OG0017437	Ag005G448640	CARHR095170
OG0017438	Ag005G448530	CARHR095250
OG0017439	Ag005G448520	CARHR095260
OG0017440	Ag005G441370	CARHR097480
OG0017441	Ag005G441970	CARHR097230
OG0017443	Ag005G441240	CARHR097590
OG0017444	Ag005G441230	CARHR097600
OG0017445	Ag005G438320	CARHR098360
OG0017447	Ag005G437540	CARHR098590
OG0017448	Ag005G435670	CARHR099170
OG0017449	Ag005G432690, Ag005G434000	CARHR099700
OG0017450	Ag005G429720	CARHR100610
OG0017451	Ag005G429710	CARHR100620
OG0017452	Ag005G428500	CARHR101050
OG0017453	Ag005G427670	CARHR101200
OG0017454	Ag006G530820	CARHR115590
OG0017455	Ag005G425690	CARHR103040
OG0017456	Ag005G420930	CARHR104000
OG0017457	Ag007G614960	CARHR105120
OG0017459	Ag005G424820	CARHR103620
OG0017460	Ag005G420510	CARHR104740
OG0017461	Ag005G420090	CARHR105340
OG0017462	Ag005G418580	CARHR106340
OG0017465	Ag005G415950	CARHR281790, CARHR107600
OG0017466	Ag005G414150	CARHR107960
OG0017467	Ag005G414660	CARHR108210
OG0017468	Ag005G410670	CARHR109050
OG0017469	Ag005G409320	CARHR109410
OG0017470	Ag005G406620	CARHR109870
OG0017471	Ag005G402640	CARHR110610
OG0017472	Ag005G403150	CARHR110860
OG0017473	Ag005G403400	CARHR110910
OG0017475	Ag005G404330	CARHR283700
OG0017476	Ag002G197890	CARHR111460
OG0017478	Ag005G404440	CARHR111620
OG0017479	Ag005G404450	CARHR111640
OG0017480	Ag001G000110	CARHR045970
OG0017481	Ag001G000900	CARHR045570
OG0017482	Ag001G001140	CARHR045400
OG0017483	Ag001G001380	CARHR045280
OG0017484	Ag001G002450	CARHR044920
OG0017485	Ag001G002860	CARHR044790
OG0017486	Ag001G002930	CARHR044750
OG0017487	Ag001G002940	CARHR044740
OG0017488	Ag001G003520	CARHR044590
OG0017489	Ag001G004370	CARHR044230
OG0017490	Ag001G005070	CARHR043970
OG0017491	Ag001G006960	CARHR043330
OG0017492	Ag001G006980	CARHR043310
OG0017493	Ag001G008100	CARHR042740
OG0017494	Ag001G008350	CARHR042670
OG0017495	Ag001G014110	CARHR040680, CARHR040600
OG0017496	Ag001G014370	CARHR040620
OG0017498	Ag001G017020	CARHR040010
OG0017499	Ag001G023280	CARHR038980
OG0017500	Ag001G023540	CARHR038880
OG0017501	Ag001G023620	CARHR038860
OG0017502	Ag001G024560	CARHR038300
OG0017503	Ag001G024710	CARHR251090
OG0017504	Ag001G025830	CARHR037960
OG0017505	Ag001G028450	CARHR222670
OG0017506	Ag001G028500	CARHR222630
OG0017507	Ag001G031900	CARHR290290
OG0017508	Ag001G032840	CARHR290140
OG0017510	Ag007G580600	CARHR029850
OG0017511	Ag002G160690	CARHR128600
OG0017512	Ag002G160590	CARHR128530
OG0017513	Ag001G064520	CARHR161900
OG0017514	Ag001G064500	CARHR161930
OG0017515	Ag001G069810	CARHR162590
OG0017516	Ag001G069960	CARHR162670
OG0017517	Ag001G070870	CARHR162870
OG0017518	Ag001G070930	CARHR162890
OG0017519	Ag001G073020	CARHR163610
OG0017520	Ag001G073130	CARHR163650
OG0017521	Ag001G073230	CARHR163660
OG0017522	Ag001G073360	CARHR163760
OG0017523	Ag001G074050	CARHR163930
OG0017524	Ag001G075200	CARHR164340
OG0017525	Ag001G074800	CARHR164160
OG0017526	Ag001G074860	CARHR164210
OG0017527	Ag001G076490	CARHR164920
OG0017528	Ag001G076810	CARHR165060
OG0017530	Ag001G078300	CARHR165360
OG0017531	Ag001G078630	CARHR165480
OG0017532	Ag001G078650	CARHR165530
OG0017533	Ag001G079170	CARHR165690
OG0017534	Ag001G080040	CARHR166010
OG0017535	Ag001G079920	CARHR165930
OG0017536	Ag001G080550	CARHR166150
OG0017537	Ag001G081280	CARHR166500
OG0017539	Ag001G084360	CARHR167510
OG0017540	Ag001G084990	CARHR167740
OG0017541	Ag001G088470	CARHR169040
OG0017542	Ag001G088810	CARHR169190
OG0017543	Ag001G089570	CARHR169440
OG0017544	Ag001G091550	CARHR170180
OG0017545	Ag001G091630	CARHR170200
OG0017546	Ag001G092800	CARHR170730
OG0017547	Ag001G064690	CARHR161660
OG0017548	Ag001G093590	CARHR171170
OG0017549	Ag001G093630	CARHR171200
OG0017550	Ag001G095720	CARHR172140
OG0017551	Ag001G096780	CARHR172530
OG0017552	Ag001G097800	CARHR172910
OG0017553	Ag001G098010	CARHR173000
OG0017554	Ag001G098830	CARHR291620
OG0017555	Ag001G098940	CARHR291530
OG0017556	Ag001G093750	CARHR171300
OG0017557	Ag001G000570	CARHR045740
OG0017558	Ag001G007410	CARHR043110
OG0017559	Ag001G008060	CARHR042780
OG0017560	Ag001G011020	CARHR041610
OG0017562	Ag001G031830	CARHR290360
OG0017563	Ag001G051280	CARHR154300
OG0017564	Ag001G054540	CARHR156520
OG0017565	Ag001G058700	CARHR158890
OG0017566	Ag001G064150	CARHR162110
OG0017567	Ag001G064510	CARHR161920
OG0017568	Ag001G066980	CARHR161110
OG0017569	Ag001G070960	CARHR162920
OG0017571	Ag001G072820	CARHR215170
OG0017572	Ag001G075150	CARHR164300
OG0017573	Ag001G075180	CARHR164320
OG0017574	Ag001G075310	CARHR164390
OG0017575	Ag001G077410	CARHR165230
OG0017576	Ag001G079220	CARHR165700
OG0017577	Ag001G080420	CARHR166080
OG0017578	Ag001G081060	CARHR166430
OG0017579	Ag001G088060	CARHR168950
OG0017580	Ag001G098370	CARHR173340
OG0017581	Ag001G099240	CARHR281690
OG0017583	Ag002G117580	CARHR175780, CARHR145950, CARHR280530
OG0017584	Ag002G123720	CARHR066190
OG0017586	Ag002G142300	CARHR253740
OG0017587	Ag002G145190	CARHR254730
OG0017590	Ag002G176220	CARHR132960
OG0017591	Ag002G178250	CARHR292910, CARHR133560
OG0017592	Ag002G184010	CARHR134800
OG0017593	Ag002G189570	CARHR136250
OG0017594	Ag002G191630	CARHR137010
OG0017595	Ag002G191810	CARHR136960
OG0017596	Ag002G192910	CARHR137120
OG0017597	Ag002G194930	CARHR137770
OG0017598	Ag002G204750	CARHR142520
OG0017599	Ag003G211990	CARHR072790
OG0017600	Ag003G215540	CARHR071340
OG0017601	Ag004G384890, Ag003G222020, Ag003G222040, Ag003G221970, Ag003G221990, Ag003G226790	CARHR069790
OG0017602	Ag003G228240	CARHR068300
OG0017604	Ag003G238180	CARHR065950
OG0017605	Ag003G253380	CARHR235770
OG0017606	Ag003G253540	CARHR235830
OG0017607	Ag003G260610	CARHR238030
OG0017608	Ag003G263840, Ag003G263180	CARHR238550
OG0017609	Ag003G270450	CARHR239550
OG0017610	Ag003G276490	CARHR241430
OG0017611	Ag003G276630	CARHR241360
OG0017612	Ag003G282270	CARHR242790
OG0017615	Ag004G297900	CARHR286740
OG0017616	Ag004G301940	CARHR003310
OG0017617	Ag004G304540	CARHR005210
OG0017618	Ag004G305950	CARHR006500
OG0017619	Ag004G306040	CARHR006590
OG0017620	Ag004G308160	CARHR008000
OG0017621	Ag004G308290	CARHR008130
OG0017622	Ag004G314480	CARHR012000
OG0017623	Ag004G319710	CARHR014530
OG0017624	Ag004G320230	CARHR014790
OG0017625	Ag004G322980	CARHR015960
OG0017627	Ag004G332800	CARHR020320
OG0017628	Ag004G339560	CARHR022800
OG0017629	Ag004G341350	CARHR023440
OG0017630	Ag004G343460	CARHR064380
OG0017632	Ag004G347100, Ag004G346910	CARHR063040
OG0017633	Ag004G348840	CARHR062470
OG0017634	Ag004G350300	CARHR061960
OG0017635	Ag004G353360	CARHR061060
OG0017636	Ag004G365910	CARHR289740
OG0017637	Ag004G366930	CARHR054800
OG0017638	Ag004G372760	CARHR051730
OG0017641	Ag004G397170	CARHR046780
OG0017642	Ag005G402800	CARHR110670, CARHR110660
OG0017643	Ag005G418030	CARHR106620
OG0017644	Ag006G565730, Ag005G432090, Ag005G432100	CARHR228170
OG0017645	Ag005G435120	CARHR099310
OG0017646	Ag005G458090, Ag005G439790	CARHR235260, CARHR235250
OG0017647	Ag005G453490	CARHR094020
OG0017648	Ag005G463030	CARHR090680
OG0017649	Ag005G467360, Ag005G467410, Ag005G466500	CARHR131260
OG0017650	Ag005G470650	CARHR087270
OG0017651	Ag005G473540	CARHR085820
OG0017652	Ag005G476220	CARHR084460
OG0017653	Ag005G478680	CARHR082960
OG0017654	Ag005G482140	CARHR080650
OG0017655	Ag005G483880	CARHR286880
OG0017656	Ag005G485400	CARHR078770
OG0017657	Ag005G490540	CARHR075690
OG0017658	Ag006G494270	CARHR210340
OG0017659	Ag006G502810	CARHR206780
OG0017660	Ag006G503990	CARHR233490
OG0017661	Ag006G505010	CARHR206580
OG0017662	Ag006G506100	CARHR206100
OG0017663	Ag006G506170, Ag006G506160, Ag008G707720	CARHR285350
OG0017665	Ag006G518400	CARHR115950
OG0017666	Ag006G519530	CARHR248260
OG0017667	Ag006G528010	CARHR117720
OG0017668	Ag006G552180	CARHR229450
OG0017669	Ag006G554250	CARHR228990
OG0017670	Ag006G564050	CARHR227760
OG0017671	Ag006G564530	CARHR227930
OG0017672	Ag007G580520	CARHR029910
OG0017673	Ag007G583130	CARHR027920
OG0017674	Ag007G584010	CARHR027290
OG0017675	Ag007G584260	CARHR036670
OG0017676	Ag007G584690	CARHR036190
OG0017677	Ag007G584870	CARHR036900
OG0017678	Ag007G586240	CARHR232630
OG0017679	Ag007G590370	CARHR125630
OG0017680	Ag007G591340	CARHR168040, CARHR168060
OG0017681	Ag007G592070	CARHR124240
OG0017682	Ag007G595300	CARHR121760
OG0017683	Ag007G595670	CARHR121490
OG0017684	Ag007G597040	CARHR119990
OG0017685	Ag007G601730	CARHR204370
OG0017686	Ag007G603870	CARHR203330
OG0017687	Ag007G607880	CARHR201530
OG0017688	Ag007G642400	CARHR182630
OG0017689	Ag007G651080	CARHR222340
OG0017690	Ag007G651580	CARHR261770
OG0017691	Ag007G655780	CARHR213200
OG0017692	Ag008G663910	CARHR288540
OG0017693	Ag008G696640	CARHR269270
OG0017694	Ag008G707600	CARHR285310
OG0017695	Ag008G708580	CARHR285730
OG0017696	Ag008G713680	CARHR190660
OG0017698	Ag008G717470	CARHR162520, CARHR162530, CARHR278920, CARHR148010, CARHR148050, CARHR065350
OG0017699	Ag008G719780	CARHR187440, CARHR187450
OG0017700	Ag008G729250	CARHR277170
OG0017701	Ag008G732640	CARHR279170
OG0017751	Ag002G199460	CARHR236450, CARHR235620
OG0017752	Ag003G255100	CARHR236480
OG0017753	Ag003G258490	CARHR237510
OG0017754	Ag003G268100	CARHR239060
OG0017755	Ag003G271440	CARHR239780
OG0017756	Ag003G279810	CARHR240140
OG0017757	Ag006G549660	CARHR282520
OG0017757	Ag006G528420, Ag006G549640	CARHR282340
OG0017759	Ag003G282820	CARHR243130
OG0017760	Ag003G284030	CARHR243440
OG0017761	Ag003G277370	CARHR241030
OG0017762	Ag007G578280, Ag001G058540	CARHR031650
OG0017763	Ag007G578140	CARHR031870
OG0017764	Ag007G578060	CARHR031960
OG0017765	Ag001G101160	CARHR223710
OG0017766	Ag004G364620	CARHR055620
OG0017767	Ag004G366550	CARHR055180
OG0017768	Ag004G370460	CARHR052980
OG0017769	Ag004G370700	CARHR052880
OG0017771	Ag004G377860	CARHR050450
OG0017774	Ag012G741070, Ag008G658350	CARHR143850
OG0017777	Ag007G584250	CARHR144310
OG0017779	Ag008G661940	CARHR145450
OG0017781	Ag008G662280	CARHR145740
OG0017782	Ag008G667020	CARHR147630
OG0017783	Ag008G667430	CARHR147850
OG0017784	Ag008G669030	CARHR148570
OG0017786	Ag008G671260	CARHR149380
OG0017787	Ag001G017000	CARHR286670
OG0017788	Ag004G400220	CARHR153890
OG0017790	Ag004G359530	CARHR144520
OG0017791	Ag004G361080	CARHR057810
OG0017792	Ag004G363040	CARHR057380
OG0017793	Ag004G362260	CARHR057340
OG0017794	Ag004G364470	CARHR268340
OG0017795	Ag004G400150	CARHR046590
OG0017796	Ag004G386050	CARHR048120
OG0017799	Ag005G472210	CARHR086310
OG0017806	Ag006G573940	CARHR225600
OG0017809	Ag008G701210	CARHR270950
OG0017811	Ag007G611390	CARHR200180
OG0017812	Ag007G610260	CARHR200420
OG0017813	Ag007G607670	CARHR201620
OG0017814	Ag007G604420	CARHR203050
OG0017815	Ag007G603780	CARHR203340
OG0017817	Ag007G601510	CARHR204480
OG0017818	Ag007G601460	CARHR204540
OG0017821	Ag007G599580	CARHR205630
OG0017822	Ag006G508490	CARHR205650
OG0017823	Ag006G577220	CARHR224380
OG0017825	Ag005G435150	CARHR099300
OG0017827	Ag006G571150	CARHR226230
OG0017828	Ag006G564480	CARHR227890
OG0017829	Ag006G552130	CARHR229470
OG0017831	Ag006G542000	CARHR230990
OG0017832	Ag006G540100, Ag006G538090	CARHR032890
OG0017833	Ag006G535510	CARHR262000
OG0017834	Ag006G535410	CARHR286320
OG0017835	Ag006G534030	CARHR035070
OG0017836	Ag006G533680	CARHR033330
OG0017838	Ag006G532000	CARHR035750
OG0017841	Ag007G581320	CARHR029420
OG0017842	Ag007G581090	CARHR029370
OG0017843	Ag007G580500	CARHR029930
OG0017844	Ag007G580430	CARHR030020
OG0017845	Ag003G285800	CARHR243850
OG0017847	Ag003G290370	CARHR245520
OG0017848	Ag003G290800	CARHR245620
OG0017849	Ag003G291070	CARHR245760
OG0017850	Ag003G291270	CARHR245880
OG0017851	Ag003G292080	CARHR246170
OG0017854	Ag003G294510	CARHR247200
OG0017855	Ag007G645720	CARHR215350
OG0017856	Ag007G645860	CARHR215160
OG0017857	Ag007G647040	CARHR291860
OG0017858	Ag007G648700	CARHR262700
OG0017859	Ag002G162050	CARHR129120
OG0017860	Ag002G162740	CARHR129360
OG0017861	Ag006G561870	CARHR260170
OG0017862	Ag007G618480, Ag002G187260	CARHR259790
OG0017863	Ag002G160560	CARHR128460
OG0017864	Ag004G368600	CARHR127680
OG0017867	Ag004G334780	CARHR285150
OG0017869	Ag002G148270	CARHR256610
OG0017873	Ag002G146870	CARHR255660
OG0017874	Ag002G145880	CARHR255220
OG0017875	Ag002G143560	CARHR254340
OG0017876	Ag002G141650	CARHR253610
OG0017877	Ag002G102990, Ag002G102750	CARHR177450
OG0017878	Ag002G104520	CARHR176480
OG0017879	Ag002G106230	CARHR176160
OG0017880	Ag002G113500	CARHR175460
OG0017881	Ag002G117680	CARHR174910
OG0017882	Ag002G119310	CARHR174780
OG0017885	Ag002G123710	CARHR173530
OG0017887	Ag001G042210	CARHR217280
OG0017889	Ag001G043030	CARHR217980
OG0017890	Ag001G043480	CARHR218280
OG0017893	Ag001G044140, Ag001G039300	CARHR218720
OG0017894	Ag001G038530	CARHR219270
OG0017896	Ag007G614500	CARHR220070
OG0017897	Ag007G614520	CARHR220060
OG0017899	Ag001G036980	CARHR220490
OG0017900	Ag001G036560	CARHR220730
OG0017901	Ag001G033290	CARHR289990
OG0017902	Ag020G743080, Ag001G087370, Ag001G087380	CARHR168670
OG0017904	Ag007G655580	CARHR213300
OG0017906	Ag002G204360	CARHR142240
OG0017907	Ag002G203680	CARHR141880
OG0017908	Ag002G201710	CARHR140640
OG0017909	Ag002G201510	CARHR140560
OG0017910	Ag002G200160	CARHR139950
OG0017911	Ag002G198880	CARHR139390
OG0017912	Ag002G196480	CARHR138170
OG0017913	Ag002G196040	CARHR138040
OG0017914	Ag002G195850	CARHR137990
OG0017915	Ag002G195540	CARHR137880
OG0017916	Ag002G192950	CARHR137140
OG0017917	Ag002G193370	CARHR137280
OG0017918	Ag006G491270	CARHR212050
OG0017919	Ag006G491300	CARHR212030
OG0017920	Ag006G491320	CARHR212020
OG0017921	Ag006G491510	CARHR211880
OG0017922	Ag006G492040	CARHR211520
OG0017924	Ag006G495940	CARHR209740
OG0017925	Ag008G719260	CARHR193240
OG0017926	Ag008G717500	CARHR192100
OG0017927	Ag008G710980	CARHR273730
OG0017928	Ag008G709210	CARHR273080
OG0017929	Ag008G707020	CARHR272850
OG0017930	Ag008G731280	CARHR278450
OG0017931	Ag008G731690	CARHR278700
OG0017933	Ag001G099640	CARHR281350
OG0017934	Ag001G099440	CARHR281500
OG0017936	Ag006G518910	CARHR248070
OG0017937	Ag001G094950	CARHR248080
OG0017938	Ag006G519460	CARHR248250
OG0017939	Ag006G517280	CARHR248570, CARHR000050
OG0017941	Ag006G515780	CARHR249160
OG0017943	Ag006G510860	CARHR250600
OG0017945	Ag007G590550	CARHR125520
OG0017946	Ag007G593540	CARHR123200
OG0017947	Ag007G593690	CARHR123030
OG0017948	Ag004G307610	CARHR007670
OG0017949	Ag007G597600	CARHR119480
OG0017950	Ag001G008700	CARHR042470
OG0017951	Ag003G246440	CARHR118370
OG0017953	Ag001G100350	CARHR075470
OG0017954	Ag001G100450	CARHR075370
OG0017955	Ag005G481760	CARHR080860
OG0017956	Ag001G100700	CARHR075200
OG0017957	Ag001G100980	CARHR074960
OG0017958	Ag001G101020	CARHR074910
OG0017959	Ag006G493220	CARHR212380
OG0017960	Ag006G490760	CARHR082870
OG0017961	Ag006G490830	CARHR212290
OG0017962	Ag006G491140	CARHR212200
OG0017966	Ag005G488480	CARHR076870
OG0017967	Ag005G487830	CARHR077350
OG0017968	Ag005G487420	CARHR077480
OG0017969	Ag005G487330	CARHR077520
OG0017970	Ag005G487210	CARHR077590
OG0017971	Ag005G487050	CARHR077600
OG0017975	Ag005G404280, Ag005G474770	CARHR183970
OG0017976	Ag005G484000	CARHR079700
OG0017977	Ag005G484010	CARHR079690
OG0017978	Ag005G483280	CARHR080060
OG0017979	Ag005G482940	CARHR080220
OG0017980	Ag005G481640	CARHR080880
OG0017982	Ag005G479420	CARHR082320
OG0017984	Ag005G478540	CARHR083120
OG0017985	Ag005G478460	CARHR083140
OG0017986	Ag002G180990	CARHR134150
OG0017987	Ag002G166620	CARHR130560
OG0017989	Ag002G166910	CARHR130640
OG0017991	Ag002G175210	CARHR132680
OG0017993	Ag004G322850	CARHR015850
OG0017994	Ag004G323090	CARHR016080
OG0017995	Ag004G323120	CARHR016100
OG0017996	Ag004G325740	CARHR017420
OG0017997	Ag004G327980	CARHR018260
OG0017998	Ag004G329720	CARHR018920
OG0017999	Ag004G330400	CARHR019180
OG0018000	Ag004G331590	CARHR019650
OG0018001	Ag004G333780	CARHR020670
OG0018002	Ag004G333870	CARHR020720
OG0018003	Ag004G333890	CARHR020730
OG0018004	Ag004G333960	CARHR020780
OG0018005	Ag004G337280	CARHR021900
OG0018006	Ag004G339590	CARHR022810
OG0018008	Ag004G340700	CARHR023180
OG0018009	Ag003G241440	CARHR023650
OG0018014	Ag003G234350	CARHR026810
OG0018015	Ag007G586310	CARHR231850
OG0018017	Ag007G586050	CARHR232800
OG0018028	Ag006G522770	CARHR113580
OG0018029	Ag006G521160	CARHR112300
OG0018030	Ag004G317760	CARHR013630
OG0018031	Ag004G313550	CARHR011540
OG0018033	Ag004G310450	CARHR009600
OG0018034	Ag004G309140	CARHR008850
OG0018035	Ag004G307480	CARHR007530
OG0018036	Ag004G306820	CARHR007060
OG0018037	Ag004G305220	CARHR005670
OG0018038	Ag004G305110	CARHR005570
OG0018039	Ag004G304360	CARHR005090
OG0018040	Ag004G304100	CARHR004950
OG0018041	Ag004G303160	CARHR004320
OG0018042	Ag004G303030	CARHR004230
OG0018043	Ag004G302080	CARHR003480
OG0018044	Ag004G302060	CARHR003450
OG0018045	Ag004G301140	CARHR002900
OG0018046	Ag004G299800	CARHR002100
OG0018047	Ag004G298650	CARHR001250
OG0018049	Ag004G297540	CARHR000400
OG0018050	Ag004G297530	CARHR000390
OG0018051	Ag004G297480	CARHR000350
OG0018053	Ag007G613350	CARHR199180
OG0018054	Ag007G614690, Ag002G170770	CARHR198670
OG0018055	Ag007G616910	CARHR198340
OG0018056	Ag007G617990	CARHR198010
OG0018057	Ag007G627170	CARHR195460
OG0018058	Ag007G628530	CARHR194970
OG0018059	Ag007G631200	CARHR194760
OG0018060	Ag007G629080	CARHR194060
OG0018061	Ag007G635240	CARHR186660
OG0018063	Ag007G638220	CARHR185110
OG0018066	Ag007G612170	CARHR199780
OG0018067	Ag004G338990	CARHR184230
OG0018069	Ag006G501640	CARHR207400
OG0018070	Ag006G499790	CARHR216350, CARHR208160
OG0018071	Ag006G499030	CARHR208500
OG0018072	Ag008G722510	CARHR189110
OG0018074	Ag008G725760	CARHR275110
OG0018075	Ag008G725800	CARHR275160
OG0018077	Ag008G726090	CARHR275310
OG0018078	Ag008G726600	CARHR275590
OG0018079	Ag008G706270	CARHR272480
OG0018081	Ag008G691680	CARHR057370
OG0018082	Ag008G691460	CARHR157740
OG0018083	Ag001G052740	CARHR155510
OG0018084	Ag008G668510	CARHR222320
OG0018085	Ag008G674570	CARHR153440
OG0018086	Ag003G218240	CARHR023450
OG0018087	Ag006G523700	CARHR152360
OG0018090	Ag004G351200	CARHR061610
OG0018091	Ag004G350580	CARHR061750
OG0018092	Ag004G350270	CARHR061970
OG0018094	Ag004G343260	CARHR064520
OG0018095	Ag004G342420	CARHR291050
OG0018096	Ag003G218260	CARHR070810
OG0018097	Ag003G218700	CARHR070680
OG0018098	Ag003G218810	CARHR070600
OG0018099	Ag003G220690	CARHR069930
OG0018100	Ag003G224100	CARHR069240
OG0018101	Ag003G226990	CARHR068600
OG0018102	Ag003G227240	CARHR068500
OG0018103	Ag003G227490	CARHR068470
OG0018104	Ag003G229510	CARHR068020
OG0018105	Ag003G229560	CARHR067990
OG0018108	Ag003G237840	CARHR066010
OG0018109	Ag002G206750	CARHR143510
OG0018110	Ag003G239090	CARHR065540
OG0018112	Ag003G211760	CARHR072960
OG0018113	Ag003G211610	CARHR073080
OG0018114	Ag003G207650	CARHR074610
OG0018115	Ag005G470610	CARHR087300
OG0018117	Ag005G469840	CARHR087770
OG0018118	Ag005G469710	CARHR087860
OG0018119	Ag005G469700	CARHR087870
OG0018121	Ag005G468340	CARHR088490
OG0018122	Ag005G464430	CARHR090100
OG0018123	Ag005G463920	CARHR090370
OG0018125	Ag005G454760	CARHR093810
OG0018126	Ag005G439360	CARHR098030, CARHR098020
OG0018128	Ag005G436490	CARHR098920
OG0018129	Ag005G431950	CARHR099880
OG0018130	Ag005G431820	CARHR099900
OG0018131	Ag002G187890	CARHR217420
OG0018133	Ag005G425780	CARHR102890
OG0018134	Ag005G420810	CARHR105150
OG0018136	Ag005G424800	CARHR103670
OG0018137	Ag005G424810	CARHR103630
OG0018138	Ag006G561990	CARHR105070
OG0018139	Ag005G420560	CARHR104750
OG0018141	Ag003G219930	CARHR106000
OG0018142	Ag003G219880	CARHR106300
OG0018143	Ag005G417820	CARHR106800
OG0018144	Ag005G415590	CARHR107690
OG0018146	Ag005G407190	CARHR109750
OG0018147	Ag005G404040	CARHR111290
OG0018148	Ag001G001000	CARHR111350
OG0018149	Ag001G005700	CARHR043860
OG0018150	Ag001G007620	CARHR042950
OG0018152	Ag001G009920	CARHR042130
OG0018153	Ag001G023160	CARHR038990
OG0018154	Ag001G021720	CARHR039180
OG0018155	Ag001G024960	CARHR038110
OG0018156	Ag001G000030	CARHR046070
OG0018158	Ag001G069950	CARHR162660
OG0018159	Ag001G071580	CARHR162950
OG0018160	Ag001G072000	CARHR163050
OG0018161	Ag001G076650	CARHR164940
OG0018162	Ag001G081390	CARHR166520
OG0018164	Ag001G081590	CARHR166580
OG0018166	Ag001G084800	CARHR167640
OG0018167	Ag001G085390	CARHR168000
OG0018168	Ag001G088030	CARHR168920
OG0018169	Ag001G089630	CARHR169500
OG0018170	Ag001G092740	CARHR170690
OG0018172	Ag001G097680	CARHR172860
OG0018173	Ag001G003810	CARHR044430
OG0018175	Ag001G042070	CARHR217180
OG0018176	Ag001G061370	CARHR160010
OG0018177	Ag001G067520	CARHR160810
OG0018178	Ag001G071770	CARHR163140
OG0018180	Ag001G072920	CARHR163510
OG0018181	Ag001G079980	CARHR165950
OG0018183	Ag001G085260	CARHR167880
OG0018185	Ag001G096430	CARHR172390
OG0018186	Ag001G098290	CARHR173260
OG0018188	Ag001G099630	CARHR163090
OG0018189	Ag002G121480, Ag002G113740, Ag002G121750, Ag002G113690, Ag002G121370, Ag002G113920, Ag002G113830, Ag002G121610, Ag002G114090, Ag002G107150, Ag002G110640, Ag002G113660, Ag002G113790, Ag002G121570, Ag002G114930, Ag002G121360, Ag002G113910, Ag002G113900, Ag002G114020, Ag002G121640	CARHR174250
OG0018190	Ag002G117670	CARHR174980
OG0018191	Ag002G123820	CARHR027000
OG0018192	Ag002G157570	CARHR181310
OG0018193	Ag002G158010	CARHR181020
OG0018194	Ag002G163560	CARHR129610
OG0018195	Ag002G176680	CARHR133130
OG0018196	Ag002G178600	CARHR196800
OG0018197	Ag002G184590, Ag002G184290, Ag002G184450, Ag002G183290	CARHR100940
OG0018198	Ag002G192210	CARHR136890
OG0018199	Ag002G204350	CARHR142230
OG0018200	Ag003G209100	CARHR074080
OG0018201	Ag003G212700, Ag003G212690	CARHR072370
OG0018202	Ag003G214330	CARHR071860, CARHR071870
OG0018203	Ag003G223220	CARHR069490
OG0018204	Ag003G235140	CARHR066680
OG0018205	Ag003G238690	CARHR065680
OG0018206	Ag003G252930	CARHR235600
OG0018207	Ag003G259880	CARHR237890
OG0018208	Ag003G269010	CARHR235880
OG0018209	Ag003G287850	CARHR244470
OG0018210	Ag004G299510, Ag004G299520	CARHR001820
OG0018211	Ag004G303530, Ag004G303540	CARHR184180
OG0018212	Ag004G303960	CARHR004870
OG0018213	Ag004G305440	CARHR005890
OG0018214	Ag004G306050	CARHR006600
OG0018215	Ag004G307420	CARHR007480
OG0018216	Ag004G307630	CARHR007690
OG0018217	Ag004G308310	CARHR008150
OG0018218	Ag004G314360	CARHR011940
OG0018219	Ag008G700600, Ag008G700700, Ag008G700640, Ag008G700620, Ag008G700690, Ag004G321530	CARHR015290
OG0018220	Ag004G322810	CARHR015820
OG0018221	Ag004G332500	CARHR020190
OG0018222	Ag004G339840	CARHR022970
OG0018223	Ag004G344660	CARHR231690
OG0018224	Ag004G345110	CARHR063660
OG0018225	Ag004G347090, Ag004G346900	CARHR063050
OG0018226	Ag004G354460	CARHR060670
OG0018227	Ag004G355980	CARHR059920
OG0018228	Ag004G367980	CARHR053910
OG0018231	Ag004G397040, Ag004G380340	CARHR262300
OG0018232	Ag004G398070	CARHR046680
