Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_Rawat
OG0016589	Ag006G560950	AL1G52510
OG0016590	Ag006G570370	AL3G31480
OG0016591	Ag006G577880	AL7G37580
OG0016592	Ag007G583880	AL1G41450
OG0016594	Ag007G590420	AL4G27200
OG0016595	Ag007G591880	AL4G25890
OG0016596	Ag007G592250	AL4G25460
OG0016597	Ag007G596800	AL4G22820, AL5G38340
OG0016598	Ag007G600530	nbis-gene-1484
OG0016599	Ag007G602500	AL6G19940
OG0016600	Ag007G604190	AL6G20570
OG0016601	Ag007G606610	AL6G21790
OG0016602	Ag007G610030	AL6G23450
OG0016603	Ag007G612080	AL6G24210
OG0016604	Ag007G612930	AL6G24520
OG0016606	Ag007G643970	AL8G21670
OG0016607	Ag007G644040	AL8G21580, AL43U10050
OG0016608	Ag007G646820	AL7G52450
OG0016609	Ag008G691490	AL5G28470
OG0016610	Ag008G692970	AL1G38410
OG0016611	Ag008G705380	AL8G34300
OG0016612	Ag008G708960	AL8G35940
OG0016613	Ag008G721930	AL6G36340
OG0016659	Ag003G254100	AL7G24140
OG0016660	Ag003G254120	AL7G24110
OG0016664	Ag003G257020	AL7G23240
OG0016665	Ag003G259030	AL7G22450
OG0016666	Ag003G260230, Ag003G260210	AL7G22210
OG0016667	Ag003G260500	AL7G22110
OG0016668	Ag003G260510	AL7G22100
OG0016669	Ag003G268360	AL7G20770
OG0016670	Ag003G268740	AL7G20720
OG0016671	Ag003G271450	AL7G20120
OG0016672	Ag003G279180	AL7G19370
OG0016675	Ag003G276010	AL7G18070
OG0016676	Ag003G275880	AL7G18000
OG0016677	Ag003G275820	AL7G17950
OG0016679	Ag003G280990	AL7G17100
OG0016680	Ag007G602790, Ag005G465180	AL3G27130
OG0016681	Ag003G282700	AL7G16450
OG0016682	Ag007G579550	AL1G49340
OG0016683	Ag007G579210	AL1G49640
OG0016684	Ag007G579130	AL1G49580
OG0016685	Ag007G579110	AL1G49560
OG0016686	Ag007G578300	AL1G46400
OG0016687	Ag007G578220	AL1G46540
OG0016688	Ag007G580540	AL7G43950
OG0016689	Ag004G364630	AL1G64980
OG0016691	Ag004G366270	AL1G65890
OG0016692	Ag004G366410	AL1G65970
OG0016693	Ag004G366790	AL1G66460
OG0016694	Ag004G368210	AL2G18130
OG0016695	Ag004G368550	AL2G18470
OG0016696	Ag004G369030, Ag007G652180	AL2G17770
OG0016697	Ag004G369160	AL2G17540
OG0016698	Ag004G370540	AL2G16640
OG0016699	Ag004G371690	AL2G16270
OG0016700	Ag004G371730	AL2G16260
OG0016701	Ag004G371820	AL2G16230
OG0016702	Ag004G373180	AL2G15750
OG0016703	Ag004G374130	AL2G15370
OG0016704	Ag004G378290	AL2G13850
OG0016709	Ag008G662040	AL5G12860
OG0016710	Ag008G662050	AL5G12870
OG0016712	Ag008G663420	AL5G14010
OG0016713	Ag008G664690	AL5G14420
OG0016714	Ag008G665620	AL5G14720
OG0016715	Ag008G666620	AL5G15250
OG0016716	Ag008G667160	AL5G15520
OG0016717	Ag008G670850	AL5G17090
OG0016718	Ag008G671850, Ag004G324710	AL5G17430
OG0016719	Ag002G112860, Ag002G108860	AL5G17590
OG0016720	Ag008G672300	AL5G18090
OG0016721	Ag006G562120	AL5G19330
OG0016722	Ag005G431770	AL3G39010
OG0016725	Ag004G356870	AL2G25480
OG0016726	Ag004G357550	AL2G25350
OG0016727	Ag004G358030	AL2G25020
OG0016728	Ag004G358570	AL2G24300
OG0016729	Ag004G359240	AL2G24060
OG0016731	Ag004G366750	AL2G22510
OG0016732	Ag004G343600	AL2G22410, AL2G22440
OG0016733	Ag004G363890	AL2G20240
OG0016735	Ag004G363470	AL2G19620
OG0016736	Ag004G363750	AL2G19180
OG0016738	Ag004G364400	AL1G64750
OG0016739	Ag004G402050	AL2G10060
OG0016740	Ag004G401930, Ag007G592840	AL1G56680
OG0016741	Ag004G400400	AL2G10420
OG0016742	Ag004G381410	AL2G12860
OG0016743	Ag004G380960	AL2G13010
OG0016744	Ag004G379530	AL2G13530
OG0016745	Ag004G379080	AL2G13620
OG0016746	Ag004G379150	AL2G13580
OG0016747	Ag005G471140	nbis-gene-696
OG0016748	Ag003G245950	AL7G27260
OG0016749	Ag005G454890	AL7G26890
OG0016752	Ag002G188000, Ag002G187980	AL4G38580
OG0016753	Ag005G478020	AL3G20180
OG0016755	Ag005G476770	AL3G20850
OG0016756	Ag005G476560	AL3G21010
OG0016758	Ag006G495310	AL6G12680
OG0016759	Ag005G476030	AL3G21340
OG0016760	Ag005G475690	AL3G21720
OG0016761	Ag005G474830	AL3G22090
OG0016763	Ag007G603710	AL6G20370
OG0016764	Ag005G473030	AL3G23000
OG0016765	Ag005G464580	AL3G45300
OG0016766	Ag008G730450	AL8G41140
OG0016767	Ag001G040260	AL6G41330
OG0016769	Ag001G032000	AL8G24100
OG0016773	Ag008G677140	AL8G25280
OG0016774	Ag008G680530	AL8G26020
OG0016776	Ag008G680920	AL8G26110
OG0016779	Ag008G681620	AL8G26610
OG0016780	Ag002G187740	nbis-gene-2108
OG0016781	Ag008G683760	AL8G27230
OG0016782	Ag008G684900	AL8G27710
OG0016783	Ag008G686600	AL8G28210
OG0016784	Ag008G694930	AL8G30750
OG0016785	Ag008G696540	AL8G31410
OG0016786	Ag008G698420	AL8G31940
OG0016787	Ag008G699790	AL8G32430
OG0016788	Ag008G700410	AL8G32700
OG0016789	Ag008G701460	AL8G33010
OG0016790	Ag008G702670	AL8G33390
OG0016792	Ag008G704990	AL8G34030
OG0016793	Ag007G609440	AL6G23160
OG0016794	Ag007G607640	AL6G22270
OG0016795	Ag007G607430	AL6G22110
OG0016797	Ag007G606590	AL6G21770
OG0016798	Ag007G606110	AL6G21570
OG0016799	Ag007G605930	AL6G21460
OG0016800	Ag007G605840	AL6G21400
OG0016801	Ag007G605590	AL6G21250
OG0016802	Ag007G604930, Ag006G493770	AL6G20970
OG0016804	Ag007G604480	AL6G20790
OG0016805	Ag007G604100	AL6G20520
OG0016806	Ag007G603740	AL6G20390
OG0016807	Ag007G602250	AL6G19800
OG0016808	Ag007G602150	AL6G19720
OG0016809	Ag007G602060	AL6G19620
OG0016810	Ag008G680420, Ag007G602020	AL6G19530
OG0016811	Ag007G602010	AL6G19520
OG0016812	Ag007G601090	AL6G18710
OG0016813	Ag007G600690	AL6G18440
OG0016814	Ag005G430260, Ag007G600610	AL6G18360
OG0016815	Ag007G600590	AL6G18330
OG0016816	Ag006G508170	AL6G17680
OG0016817	Ag006G575770	AL7G36310
OG0016819	Ag006G575260	AL7G36060
OG0016820	Ag006G574220	AL7G35640
OG0016821	Ag006G572980	AL7G35130
OG0016822	Ag006G571820	AL7G34890
OG0016823	Ag006G571240	AL7G34740
OG0016824	Ag006G569890	AL7G34400
OG0016825	Ag006G559730	AL7G33680
OG0016827	Ag006G561160	AL7G33540
OG0016828	Ag006G561380	AL7G33440
OG0016829	Ag006G563480	AL7G33080
OG0016830	Ag006G564120	AL7G32900
OG0016831	Ag006G565690	AL7G32570
OG0016833	Ag006G567580	nbis-gene-1805
OG0016834	Ag006G553000, Ag002G118640	AL7G31270
OG0016835	Ag006G539920, Ag006G537430	AL1G47880
OG0016837	Ag006G536460, Ag006G538980	nbis-gene-209
OG0016838	Ag006G535740	AL1G49120
OG0016839	Ag006G535670	AL1G49800
OG0016840	Ag006G534870	AL1G50750
OG0016841	Ag001G005970	AL7G44170
OG0016843	Ag006G531040	AL1G51590
OG0016844	Ag001G027380	AL1G51480
OG0016845	Ag008G705000	AL8G34040
OG0016846	Ag007G585130	AL1G53880
OG0016847	Ag007G584990	AL1G53700
OG0016848	Ag007G584890	AL1G53530
OG0016849	Ag007G584860	AL1G53440
OG0016850	Ag007G584780	AL1G41190
OG0016851	Ag007G584770	AL1G41180
OG0016852	Ag007G584550	AL1G52790
OG0016853	Ag007G583940	AL1G41400
OG0016854	Ag007G584130	AL1G41210
OG0016855	Ag007G583320	AL1G41900
OG0016856	Ag007G583270	AL1G41920
OG0016858	Ag007G582710	AL1G42680
OG0016859	Ag007G581930	AL1G43380
OG0016860	Ag007G581740	AL1G43530
OG0016861	Ag003G246510	AL4G17010
OG0016863	Ag007G581600	AL1G43610
OG0016864	Ag007G581560	AL1G43650
OG0016866	Ag007G580510	AL1G44540
OG0016867	Ag007G580390	AL1G44640
OG0016868	Ag007G580150	AL1G44800
OG0016869	Ag003G285840	AL7G15600
OG0016870	Ag003G286580	AL7G15330
OG0016871	Ag003G286840	AL7G15220
OG0016872	Ag003G288410	AL7G14800
OG0016873	Ag003G289330	AL7G14230
OG0016874	Ag003G289710	AL7G13950
OG0016875	Ag003G290610	AL7G13710
OG0016877	Ag003G292520	AL7G12640
OG0016878	Ag003G293080	AL7G12320
OG0016879	Ag003G293620	AL7G12000
OG0016880	Ag003G294000	AL7G11900
OG0016881	Ag003G294270	nbis-gene-1692
OG0016882	Ag003G294490	AL7G11580
OG0016883	Ag003G295290	AL7G11110
OG0016884	Ag003G295780	AL7G10920
OG0016885	Ag003G296360	AL7G10680
OG0016886	Ag003G296560	AL7G10590
OG0016887	Ag003G296790	AL7G10410
OG0016888	Ag003G296830	AL7G10370
OG0016889	Ag003G296980	AL7G10220
OG0016891	Ag003G297100	AL7G10100
OG0016892	Ag005G412660	AL7G43720
OG0016893	Ag002G158090	AL7G44840
OG0016895	Ag007G645740	AL7G46480
OG0016896	Ag007G645880	AL7G46510
OG0016899	Ag007G648340	AL7G50920
OG0016900	Ag007G649390	AL7G50470
OG0016901	Ag007G649670	AL7G50280
OG0016902	Ag002G161960	AL4G30940
OG0016903	Ag004G311300	AL1G20870
OG0016904	Ag001G100540	AL3G10520
OG0016905	Ag007G598120	AL5G24560
OG0016906	Ag007G578770	AL1G45920
OG0016909	Ag001G053040	AL5G26450
OG0016911	Ag002G159050	AL4G29450
OG0016912	Ag002G158770	AL4G29300
OG0016913	Ag002G158370	AL8G17180
OG0016915	Ag002G157530	AL8G18220
OG0016916	Ag002G156210, Ag002G153710	AL6G39820
OG0016917	Ag008G713530	nbis-gene-2053, nbis-gene-2052
OG0016920	Ag002G146950	AL6G45020
OG0016921	Ag002G145640	AL6G45880
OG0016922	Ag002G142660	AL6G47270
OG0016923	Ag002G140960	AL6G47690
OG0016924	Ag002G140750	AL6G35610, AL6G47770
OG0016925	Ag002G132960	AL6G48550
OG0016926	Ag002G130930, Ag002G130690	AL6G48770
OG0016928	Ag004G308410	AL1G18760
OG0016929	Ag002G126830	AL8G15280
OG0016930	Ag002G104850	AL8G13040
OG0016931	Ag005G465910	AL3G26660
OG0016932	Ag001G042250	AL7G44050
OG0016933	Ag006G493860	AL8G10390
OG0016934	Ag002G123550	AL8G10330
OG0016935	Ag002G114300	AL8G10790
OG0016936	Ag002G123700	AL8G11090
OG0016937	Ag001G042480	AL7G44390
OG0016939	Ag001G042820	AL7G44370
OG0016940	Ag001G042360	AL7G44140
OG0016941	Ag005G426490	AL3G41970
OG0016942	Ag005G426470	AL3G42000
OG0016943	Ag001G042520	AL7G44300
OG0016945	Ag004G333950	AL7G44540
OG0016946	Ag005G448240	AL7G44010
OG0016947	Ag001G043490	AL9U11370
OG0016948	Ag001G045860, Ag001G043680	AL9U10970
OG0016949	Ag001G038690	AL7G43140
OG0016950	Ag001G038290	AL7G42820
OG0016951	Ag001G037800	AL7G42330
OG0016952	Ag001G037470	AL7G42200
OG0016954	Ag001G034980	nbis-gene-1860
OG0016955	Ag001G034960	AL7G40960
OG0016956	Ag001G034680	AL7G40890
OG0016957	Ag001G034390	AL7G40590
OG0016958	Ag001G033720	AL7G40100
OG0016959	Ag007G649720	AL7G50250
OG0016960	Ag007G614540	nbis-gene-1934
OG0016961	Ag001G099230	AL8G45550
OG0016962	Ag007G652560	AL7G49360
OG0016963	Ag007G654130	AL7G49080
OG0016964	Ag007G656330	AL7G47950
OG0016965	Ag007G656410	AL7G47840
OG0016966	Ag007G656590	AL7G47770
OG0016968	Ag003G255250	AL7G47380
OG0016969	Ag007G657260	AL7G47370
OG0016970	Ag008G717920, Ag008G717970	AL6G51980
OG0016971	Ag002G206740	AL4G47700
OG0016972	Ag002G206670	AL4G47680
OG0016973	Ag008G721100	AL4G47420
OG0016974	Ag002G206030	AL4G47100
OG0016975	Ag002G205810	AL4G46970
OG0016976	Ag002G204410	AL4G46390
OG0016977	Ag002G204310	AL4G46310
OG0016978	Ag002G203710	AL4G45990
OG0016979	Ag002G203120	AL4G45510
OG0016980	Ag002G201740	AL4G44650
OG0016981	Ag002G200930	AL4G44090
OG0016982	Ag002G200080, Ag002G200090	AL4G43790
OG0016983	Ag002G198670	AL4G42970
OG0016984	Ag002G198550	AL4G42860
OG0016985	Ag002G198470	AL4G42770
OG0016986	Ag001G090660	AL5G41330
OG0016987	Ag002G196860	nbis-gene-1149
OG0016988	Ag002G196590	AL4G41840
OG0016989	Ag002G195610	AL4G41470
OG0016990	Ag002G191770	AL4G40220
OG0016991	Ag002G191130	AL4G39650
OG0016992	Ag002G190810	AL4G39520
OG0016993	Ag006G491230	AL6G10320
OG0016994	Ag006G491240	AL6G10330
OG0016996	Ag006G491560	AL6G10600
OG0016997	Ag006G491600	nbis-gene-1433
OG0016998	Ag006G491620	AL6G10720
OG0016999	Ag006G491660	AL6G10750
OG0017000	Ag006G492030	AL6G10990
OG0017001	Ag006G492160	AL6G11020
OG0017002	Ag006G492690	AL6G11280
OG0017003	Ag006G492890	AL6G11420
OG0017004	Ag006G492900	AL6G11430
OG0017005	Ag006G493230	AL6G11630
OG0017006	Ag006G493850	AL6G12040
OG0017007	Ag006G495590	AL6G12790
OG0017008	Ag006G497180	AL6G13670
OG0017009	Ag008G719390	AL6G31150
OG0017010	Ag008G718210	AL6G31770
OG0017011	Ag008G718000	AL6G31920
OG0017012	Ag008G718090	AL6G31850
OG0017013	Ag008G716700, Ag008G716720	AL6G32510
OG0017014	Ag008G716520	AL6G32640
OG0017015	Ag008G715120	AL6G33360
OG0017016	Ag008G714390	AL6G33670
OG0017017	Ag008G714030	AL6G33920
OG0017018	Ag007G656250	AL8G36470
OG0017019	Ag008G709120	AL8G36010
OG0017020	Ag008G728990	AL8G40160
OG0017021	Ag008G729740	AL8G40730
OG0017022	Ag008G730170	AL8G40860
OG0017023	Ag008G730590	AL8G41270
OG0017024	Ag008G730750	AL8G41360
OG0017025	Ag008G731860	AL8G42290
OG0017026	Ag008G732080	AL8G42440
OG0017027	Ag008G732250	AL8G42540
OG0017028	Ag008G732510	nbis-gene-2210
OG0017029	Ag008G732520	AL8G42660
OG0017030	Ag008G733070	AL8G43080
OG0017031	Ag008G733180	AL8G43380, AL8G43170
OG0017032	Ag008G733450	AL8G43420
OG0017033	Ag008G733620	AL8G43540
OG0017034	Ag008G733730	AL8G43610
OG0017035	Ag008G733910	AL8G43730
OG0017036	Ag008G734000	AL8G43760
OG0017037	Ag008G734500	AL8G44170
OG0017038	Ag008G734750	AL8G44420
OG0017039	Ag005G486940	AL8G43240
OG0017040	Ag001G100010	AL8G44920
OG0017041	Ag001G099590	AL2G37570
OG0017042	Ag001G099290	AL8G45480
OG0017044	Ag007G626370, Ag006G518870	AL6G53510
OG0017045	Ag006G520060	AL6G53130
OG0017046	Ag006G515930	AL6G52220
OG0017047	Ag006G515180	AL6G52490
OG0017048	Ag006G515160	AL6G52540
OG0017049	Ag006G514950	AL6G52640
OG0017051	Ag007G584800	AL1G41200
OG0017052	Ag006G512530	AL6G51140
OG0017053	Ag006G510090	AL6G50510
OG0017054	Ag007G586640	AL8G15770
OG0017056	Ag007G587430	AL8G16610
OG0017057	Ag007G587440	AL8G16620
OG0017058	Ag007G587710	AL8G16770
OG0017059	Ag007G588930	AL4G28220
OG0017060	Ag007G590450	AL4G27160
OG0017062	Ag007G591030, Ag007G591020, Ag001G070250	AL4G26740
OG0017063	Ag007G591590	AL4G26280
OG0017064	Ag007G591970	AL4G25820
OG0017065	Ag007G592270	AL4G25430
OG0017067	Ag007G594110	AL4G23940
OG0017068	Ag007G594930	AL4G23490
OG0017069	Ag007G595250	AL4G23230
OG0017070	Ag007G595330	AL4G23160
OG0017071	Ag007G595770	AL4G21630
OG0017072	Ag007G596110	AL4G22010
OG0017073	Ag007G596150	AL4G22050
OG0017074	Ag007G596610	AL4G22530
OG0017075	Ag007G597630	AL4G20800
OG0017076	Ag007G597800	AL4G20170
OG0017077	Ag007G598130	AL4G19680
OG0017078	Ag007G598230	AL4G19640
OG0017079	Ag007G598240	AL4G19550
OG0017080	Ag006G527430	AL4G19360
OG0017081	Ag007G623940	AL4G19300
OG0017082	Ag003G293010	AL4G19000
OG0017083	Ag006G526500	AL4G18760
OG0017085	Ag003G212190	AL4G18280
OG0017086	Ag004G400000	AL7G49450
OG0017087	Ag006G525450	nbis-gene-994
OG0017088	Ag003G251880	AL7G25260
OG0017089	Ag003G251820	AL7G25280
OG0017091	Ag003G251390	AL7G25410
OG0017092	Ag003G251400	AL7G25420
OG0017093	Ag003G251450	AL7G25470
OG0017094	Ag001G100590	AL3G10490
OG0017095	Ag001G100550	AL3G10510
OG0017096	Ag001G100730	AL3G10380
OG0017097	Ag001G100780	AL3G10320
OG0017098	Ag001G100970	AL3G10110
OG0017099	Ag001G101060	AL3G10040
OG0017102	Ag003G250030	AL7G26270
OG0017105	Ag005G489970	AL3G11360
OG0017106	Ag005G489850	AL3G11460
OG0017107	Ag005G488590	AL3G12200
OG0017108	Ag005G488460	AL3G12300
OG0017109	Ag005G488410	AL3G12330
OG0017110	Ag005G487990	AL3G12800
OG0017111	Ag005G487840	AL3G13260, AL3G12930
OG0017112	Ag005G487580	AL3G13120
OG0017113	Ag005G486990	AL3G13420
OG0017114	Ag005G486230	AL3G13920
OG0017115	Ag005G485270	AL3G14680
OG0017116	Ag005G484950	AL3G14890
OG0017117	Ag005G484860	nbis-gene-658
OG0017118	Ag005G484140	AL3G15680
OG0017119	Ag005G483530	AL3G16080
OG0017120	Ag005G482840	AL3G16560
OG0017121	Ag005G482810	AL3G16570
OG0017122	Ag005G482520	AL3G16740, AL549U10010
OG0017123	Ag005G482360	AL3G16860
OG0017124	Ag005G482340	AL3G16880
OG0017125	Ag005G481440	AL3G17470
OG0017126	Ag005G481370	AL3G17530
OG0017127	Ag005G481300	AL3G17600
OG0017128	Ag005G480750	AL3G17970
OG0017129	Ag005G480640	AL3G18120
OG0017130	Ag005G480220	AL3G18590
OG0017131	Ag005G479740	AL3G18710
OG0017132	Ag005G479480	AL3G18920
OG0017133	Ag005G479340	AL3G19050
OG0017134	Ag005G478990	AL3G19370
OG0017135	Ag005G478960	AL3G19400
OG0017136	Ag005G478390	AL3G19860
OG0017137	Ag002G186280	AL4G38130
OG0017139	Ag002G182040	AL4G37030
OG0017140	Ag002G181930	AL4G36980
OG0017141	Ag002G181820	AL4G36900, AL4G36920
OG0017142	Ag002G180220	AL4G36480
OG0017144	Ag002G178910	AL4G36230
OG0017145	Ag002G178760	AL4G36200
OG0017146	Ag002G166060	AL4G32230
OG0017147	Ag002G168300	AL4G32940
OG0017148	Ag002G170520	AL4G33340
OG0017150	Ag002G173650	AL4G34610
OG0017151	Ag002G173810	AL4G34660
OG0017152	Ag002G176670	AL4G35710
OG0017153	Ag004G322860	AL1G27420
OG0017154	Ag004G323100	AL1G27640
OG0017155	Ag004G324340	AL1G28140
OG0017157	Ag004G325270	AL1G28750
OG0017158	Ag004G326170	AL1G29190
OG0017159	Ag004G326350	AL1G29320
OG0017160	Ag004G326510	AL1G29470
OG0017161	Ag004G327960	AL1G29960
OG0017162	Ag004G329760	AL1G30780
OG0017163	Ag004G329360	AL1G30510
OG0017164	Ag004G330030	AL1G30930
OG0017165	Ag004G330210	AL1G30990
OG0017166	Ag004G330260	AL1G31030
OG0017167	Ag004G330460	AL1G31150
OG0017168	Ag004G331790	AL1G31710
OG0017169	Ag004G332260	AL1G32240
OG0017170	Ag004G332390	AL1G32310
OG0017171	Ag001G012900	AL1G58470
OG0017172	Ag004G335570	AL1G33950
OG0017173	Ag004G337090	AL1G34650
OG0017174	Ag004G337490	AL1G34800
OG0017175	Ag004G337700	AL1G34840
OG0017176	Ag004G337750	AL1G34880
OG0017177	Ag004G337920	AL1G34990
OG0017179	Ag004G339730	AL1G36080
OG0017180	Ag004G339890	AL1G36160
OG0017181	Ag004G340370	AL1G47170
OG0017182	Ag004G339950	AL1G36270
OG0017183	Ag004G340760	AL1G36400
OG0017184	Ag004G341150	AL1G36580
OG0017187	Ag003G242910	AL1G37900
OG0017190	Ag003G245770	AL1G39580
OG0017191	Ag002G142570	AL1G39950
OG0017192	Ag005G482330	AL1G40250
OG0017195	Ag006G552850	AL1G40910
OG0017198	Ag007G586190	AL7G27870
OG0017200	Ag003G252680	AL7G24870
OG0017202	Ag004G318170	AL4G16000
OG0017204	Ag001G006530	AL4G14830
OG0017206	Ag006G523950	AL4G13280
OG0017208	Ag006G523350	AL4G12190
OG0017209	Ag006G523080	AL4G12060
OG0017210	Ag006G522270	AL4G11380
OG0017211	Ag006G522160	AL4G11270
OG0017212	Ag006G521460	AL4G10720
OG0017213	Ag006G521350	AL4G10670
OG0017214	Ag006G521080	AL4G10550
OG0017215	Ag006G520620	AL4G10300
OG0017216	Ag006G520580	AL4G10270
OG0017217	Ag004G321210	AL1G26670
OG0017218	Ag004G319730	AL1G26030
OG0017219	Ag004G318440	AL1G25390
OG0017220	Ag004G318050, Ag004G318040	AL1G25170
OG0017221	Ag001G038190, Ag004G316960	AL1G24530
OG0017222	Ag004G316830	AL1G24500
OG0017225	Ag004G313650	AL1G22450
OG0017226	Ag004G312760	AL1G21800
OG0017227	Ag004G312630	AL1G21720
OG0017228	Ag004G312590	AL1G21680
OG0017229	Ag004G311730	AL1G21040
OG0017230	Ag004G310720	AL1G20420
OG0017231	Ag004G310810	nbis-gene-59
OG0017232	Ag004G310110	AL1G19940
OG0017233	Ag004G309600	AL1G19720
OG0017234	Ag004G366420	AL1G66100
OG0017235	Ag004G309450	AL1G19660
OG0017237	Ag004G309330	AL1G19580
OG0017238	Ag006G506290	AL6G17290
OG0017239	Ag004G308660	AL1G18960
OG0017240	Ag004G306620	AL1G17390
OG0017241	Ag004G305510	AL1G16410
OG0017242	Ag004G305360	AL1G16230
OG0017243	Ag004G304930	AL1G15840
OG0017244	Ag004G304380	AL1G15510
OG0017246	Ag004G303270	AL1G14760
OG0017247	Ag004G303240	AL1G14720
OG0017248	Ag004G302680	AL1G14300
OG0017249	Ag004G302420	AL1G14000
OG0017250	Ag004G302050	AL1G13700
OG0017251	Ag004G302000	AL1G13640
OG0017252	Ag004G301240	AL1G13150
OG0017253	Ag004G301360	AL1G13180
OG0017254	Ag004G301380	AL1G13190
OG0017255	Ag004G301500	AL1G13300
OG0017256	Ag007G586680	AL1G13370
OG0017257	Ag004G300660	AL1G12830
OG0017258	Ag004G300490	AL1G12670
OG0017259	Ag004G299280	AL1G11720
OG0017260	Ag004G299240	AL1G11670
OG0017261	Ag004G297770	AL1G10580
OG0017262	Ag004G297650	AL1G10480
OG0017263	Ag004G297390	AL1G10130
OG0017264	Ag004G297320	AL1G10070
OG0017265	Ag007G614550	AL6G25330
OG0017266	Ag007G614340	AL6G25280
OG0017267	Ag007G614240	AL6G25260
OG0017268	Ag007G614080	AL6G25180
OG0017269	Ag007G616920	AL6G25780
OG0017270	Ag007G616930	AL6G25790
OG0017271	Ag007G616980	AL6G25830
OG0017272	Ag007G618160	AL6G26220
OG0017273	Ag007G617760	AL6G26100
OG0017274	Ag007G621340	AL6G27080
OG0017275	Ag007G622260	nbis-gene-1528
OG0017276	Ag007G623400	AL6G27750
OG0017277	Ag007G626480	AL6G28720
OG0017278	Ag007G626540	AL6G28760
OG0017279	Ag007G627620	AL6G28870
OG0017280	Ag004G353750, Ag004G353740	AL2G27120
OG0017281	Ag007G629270	AL6G30270
OG0017283	Ag007G631880	AL6G30390
OG0017284	Ag007G633090	AL6G30780
OG0017285	Ag007G637090	AL6G39610
OG0017286	Ag007G637550	AL6G40110
OG0017287	Ag007G641490	AL6G40710
OG0017288	Ag007G641140	AL8G23420
OG0017289	Ag007G641010	AL8G23240
OG0017291	Ag005G404920	nbis-gene-2058
OG0017292	Ag006G555470	AL8G21480
OG0017293	Ag007G612220	AL6G24290
OG0017294	Ag007G612120	AL6G24240
OG0017295	Ag006G505590	AL6G16950
OG0017296	Ag008G662170	AL5G12910
OG0017297	Ag001G000360	AL1G64300
OG0017299	Ag006G500310	AL6G15150
OG0017300	Ag006G500270	AL6G15120
OG0017301	Ag006G500090	AL6G15090
OG0017302	Ag006G499940	AL6G14990
OG0017303	Ag006G499250	AL6G14590
OG0017304	Ag008G720530	AL6G37280
OG0017305	Ag008G720450	AL6G37370
OG0017306	Ag008G720670	AL6G37210
OG0017307	Ag004G328720	AL1G30280
OG0017308	Ag008G721790	AL6G36490
OG0017309	Ag008G721940	AL6G36330
OG0017310	Ag008G722580	AL6G35830
OG0017311	Ag008G722470	AL6G35960
OG0017312	Ag008G722650	AL6G35730
OG0017313	Ag008G722990	AL6G35430
OG0017314	Ag008G723100	AL6G35330
OG0017315	Ag008G723110	AL6G35320
OG0017316	Ag008G724360, Ag008G724350	AL6G34350
OG0017317	Ag008G724430	AL6G34300
OG0017318	Ag008G725660	AL8G37940
OG0017319	Ag008G693890	AL8G30270
OG0017320	Ag008G726070	AL8G38200
OG0017321	Ag003G259860	AL8G38630
OG0017323	Ag008G726820	AL8G38750
OG0017324	Ag008G726910	AL8G38840
OG0017325	Ag008G727050	AL8G38980
OG0017326	Ag008G728790	AL3G51110
OG0017327	Ag008G706130	AL8G34810
OG0017328	Ag008G706040	nbis-gene-2168
OG0017329	Ag008G705970	AL8G34710
OG0017331	Ag001G059830, Ag001G063390	AL5G31400
OG0017332	Ag001G062980	AL5G31230
OG0017333	Ag001G062370	AL5G30980
OG0017334	Ag001G061780	AL5G30780
OG0017335	Ag001G060470	AL5G30360
OG0017337	Ag008G719470	AL6G31050
OG0017338	Ag008G691330	AL5G28430
OG0017340	Ag001G056390	AL5G27930
OG0017341	Ag001G055830	AL5G27660
OG0017342	Ag001G055580	AL5G27540
OG0017343	Ag001G054650	AL5G27200
OG0017344	Ag001G054180	AL5G27070
OG0017345	Ag001G053660	AL5G26730
OG0017346	Ag001G052910	AL5G26180
OG0017347	Ag006G575750	AL5G25810
OG0017348	Ag001G052020	AL5G25400
OG0017349	Ag001G037480	AL7G42210
OG0017353	Ag008G673380	AL5G22420
OG0017354	Ag008G674580	AL5G21330
OG0017355	Ag005G479320	AL6G31690
OG0017356	Ag004G355070, Ag002G194700	AL2G26490
OG0017357	Ag004G355260	AL2G26420
OG0017358	Ag007G612490	AL6G24390
OG0017359	Ag004G354750	AL2G26680
OG0017360	Ag004G354850	AL2G26590
OG0017361	Ag004G350740	AL2G27800
OG0017362	Ag004G350030	AL2G28270
OG0017363	Ag004G349890	AL2G28300
OG0017364	Ag004G298220	AL8G23560
OG0017365	Ag004G348960	AL2G28590
OG0017366	Ag004G348900	AL2G28620
OG0017367	Ag004G348160	AL2G28880
OG0017368	Ag004G344650	AL2G30040
OG0017369	Ag004G344640	AL2G30050
OG0017370	Ag004G344340	AL2G30190
OG0017371	Ag004G343900	AL2G30480
OG0017373	Ag004G343470	AL2G30660
OG0017374	Ag004G342690	AL6G46970, AL2G31150
OG0017375	Ag003G215280	AL2G38240
OG0017376	Ag003G215330	AL2G38190
OG0017377	Ag003G218030	AL2G37690
OG0017378	Ag003G218070	AL2G37660
OG0017379	Ag003G218190	AL2G37560
OG0017380	Ag003G219010, Ag004G373300	AL2G37180
OG0017381	Ag003G219620	AL2G36880
OG0017382	Ag003G219750	AL2G36770
OG0017383	Ag003G219870	AL2G36750
OG0017384	Ag003G222150	AL2G36280
