Orthogroup	Alyssum_gmelinii	Capsella_rubella
OG0012640	Ag005G405440	XP_006297856.1
OG0012641	Ag014G741820	XP_006297075.1
OG0012642	Ag003G274260, Ag005G402890	XP_023641704.1
OG0012644	Ag005G404340	XP_006297565.1
OG0012645	Ag001G000170, Ag007G629690	XP_006289717.1, XP_023644734.1
OG0012646	Ag001G000300	XP_006304094.1
OG0012647	Ag001G000910	XP_023632662.1
OG0012648	Ag001G000920	XP_023632661.1
OG0012649	Ag001G002080	XP_023645941.1
OG0012650	Ag001G004380	XP_006305171.1
OG0012651	Ag001G005240	XP_006307233.1
OG0012652	Ag001G006120	XP_006305475.1
OG0012653	Ag001G006160	XP_006306740.1
OG0012654	Ag001G006940	XP_006305195.2
OG0012655	Ag001G007460	XP_006305136.1
OG0012656	Ag001G007610	XP_006306220.1
OG0012657	Ag001G008680	XP_006305541.1
OG0012659	Ag001G010490	XP_023645419.1
OG0012660	Ag001G010520	XP_006304376.1
OG0012661	Ag001G010750	XP_006303168.2
OG0012662	Ag001G012150	XP_006305286.1
OG0012663	Ag001G011940	XP_006304584.1
OG0012664	Ag001G013330	XP_023646048.1
OG0012665	Ag001G013960	XP_006303353.1
OG0012666	Ag001G013980	XP_006306875.1
OG0012667	Ag001G015100	XP_023645599.1
OG0012668	Ag001G017080	XP_006305046.1
OG0012669	Ag001G017490	XP_006305627.2
OG0012670	Ag001G017870	XP_006304839.1
OG0012671	Ag001G020690	XP_023645294.1
OG0012672	Ag001G011900	XP_006305719.1, XP_023633005.1
OG0012673	Ag001G024150	XP_006305971.1
OG0012674	Ag001G023430	XP_006307060.1
OG0012675	Ag001G023550	XP_006306863.1
OG0012676	Ag001G025280	XP_006306642.1
OG0012677	Ag001G025550	XP_023645244.1
OG0012678	Ag001G026130	XP_006304457.1
OG0012679	Ag001G026140	XP_023645313.1
OG0012680	Ag001G028870	XP_006284341.1
OG0012681	Ag001G029360	XP_023635268.1
OG0012682	Ag001G031230, Ag001G029950	XP_023633662.1
OG0012683	Ag001G031700, Ag001G030550	XP_006283008.1
OG0012684	Ag001G030360, Ag001G031540	XP_023634017.1
OG0012685	Ag001G031840	XP_006283568.1
OG0012686	Ag005G432170	XP_023639941.1
OG0012687	Ag002G160770	XP_006294731.1
OG0012688	Ag002G160620	XP_006294790.1
OG0012689	Ag001G064990	XP_006291938.1
OG0012690	Ag001G064970	XP_006291289.1
OG0012691	Ag001G064570	XP_023638003.1
OG0012692	Ag007G633600, Ag001G064220	XP_006292375.2
OG0012693	Ag001G068530	XP_023638154.1
OG0012694	Ag001G068830	XP_006291844.1
OG0012695	Ag001G069180	XP_006291461.1
OG0012696	Ag001G070050	XP_006291164.1
OG0012699	Ag001G072630	XP_006292038.1
OG0012700	Ag008G721800	XP_006287361.1
OG0012701	Ag001G073510	XP_006290815.1
OG0012702	Ag001G074020	XP_023637907.1
OG0012703	Ag001G066310	XP_023638673.1
OG0012704	Ag001G074820	XP_006291297.2
OG0012705	Ag001G075300	XP_006292685.1
OG0012706	Ag001G076430	XP_006290526.1
OG0012707	Ag001G076660	XP_023638332.1
OG0012708	Ag001G078470	XP_006290755.1
OG0012709	Ag001G078840	XP_006291890.1
OG0012710	Ag001G079080	XP_006290997.1
OG0012711	Ag001G079280	XP_006290818.1
OG0012712	Ag001G079560	XP_006291267.1
OG0012713	Ag001G081190	XP_023637953.1
OG0012714	Ag001G081240	XP_006291149.1
OG0012715	Ag001G081900	XP_006290891.1
OG0012716	Ag001G081910	XP_006291489.1
OG0012717	Ag001G081930	XP_006293144.1
OG0012718	Ag001G082950	XP_006293180.2
OG0012719	Ag001G082960	XP_023638029.1
OG0012720	Ag001G042050	XP_023634544.1
OG0012721	Ag001G083710	XP_006292207.1
OG0012722	Ag001G083880	XP_023639152.1
OG0012723	Ag001G083900	XP_006291243.1
OG0012724	Ag001G084330	XP_006303504.1
OG0012725	Ag001G085740	XP_006291402.1
OG0012727	Ag001G088140	XP_006291574.1
OG0012728	Ag002G195110	XP_006294302.1
OG0012729	Ag001G089580	XP_006290805.1
OG0012730	Ag001G089600	XP_006291151.1
OG0012731	Ag001G019970, Ag001G020230, Ag001G020280, Ag011G740850	XP_006291883.1
OG0012733	Ag001G093030	XP_006292084.1
OG0012734	Ag001G093050	XP_006291643.1
OG0012735	Ag001G093660	XP_006290680.1
OG0012736	Ag001G096500	XP_006291789.1
OG0012737	Ag001G097220, Ag005G416700	XP_006291022.1
OG0012738	Ag001G097670	XP_006291839.1
OG0012739	Ag001G098120	XP_006292090.1
OG0012740	Ag001G098570	XP_006290546.1
OG0012741	Ag001G098700	XP_023638418.1
OG0012743	Ag006G525470, Ag001G016310, Ag006G541400	XP_006295693.1
OG0012744	Ag001G018160	XP_006305034.1
OG0012746	Ag001G074830	XP_006292799.1
OG0012750	Ag001G092910	XP_023638258.1
OG0012751	Ag004G299820, Ag004G299830, Ag001G097960, Ag003G223350	XP_006306322.1
OG0012752	Ag002G105690	XP_023643810.1
OG0012753	Ag002G131850	XP_006295167.1, XP_006295129.1
OG0012754	Ag006G573170, Ag002G166690	XP_006304770.1
OG0012755	Ag002G190410	XP_006294288.1
OG0012756	Ag003G212770	XP_006302731.2
OG0012757	Ag003G218140	XP_006302208.2
OG0012759	Ag003G254870	XP_006285528.1
OG0012760	Ag003G255060	XP_006283600.1
OG0012761	Ag005G407090	XP_023637018.1
OG0012763	Ag004G371490	XP_006301438.2
OG0012764	Ag003G291920	XP_006285739.1
OG0012765	Ag004G302410	XP_006306485.1
OG0012766	Ag004G305540	XP_006305594.1
OG0012767	Ag004G308170	XP_006305875.1
OG0012768	Ag004G338390	XP_006304002.1
OG0012770	Ag004G356020	XP_023643716.1
OG0012771	Ag006G516110, Ag004G368130	XP_023637474.1
OG0012772	Ag004G390570, Ag004G390560	XP_023643214.1
OG0012773	Ag004G397850	XP_006300425.1
OG0012774	Ag005G410140	XP_006299324.1
OG0012775	Ag005G443180, Ag005G444390	XP_023642211.1
OG0012776	Ag005G450220	XP_006299353.1
OG0012777	Ag005G463820	XP_023642052.1
OG0012778	Ag005G470560	XP_006300061.1
OG0012779	Ag005G474430	XP_006298090.1
OG0012780	Ag006G504560	XP_006288845.1
OG0012781	Ag006G507410	XP_023634306.1
OG0012782	Ag006G521490	XP_006294113.1
OG0012784	Ag006G577820	XP_006284709.1
OG0012785	Ag007G585060	XP_006305305.1
OG0012786	Ag007G595960	XP_006294310.2
OG0012787	Ag007G596470	XP_006296291.1
OG0012789	Ag007G612510	XP_023636657.1
OG0012790	Ag007G612970	XP_006287906.2
OG0012791	Ag007G617820	XP_006289587.1
OG0012792	Ag007G621890	XP_006287669.1
OG0012793	Ag007G624600	XP_006289862.1
OG0012794	Ag008G664920	XP_006292037.2
OG0012795	Ag008G700520	XP_006279744.1
OG0012796	Ag008G704510	XP_006281520.1, XP_006282118.1
OG0012799	Ag008G716040	XP_023641966.1
OG0012800	Ag008G718130	XP_006286824.2
OG0012801	Ag008G725640	XP_006281493.1
OG0012802	Ag008G728050	XP_023644548.1
OG0012836	Ag003G253490	XP_006284191.1
OG0012837	Ag003G253750	XP_006282631.1
OG0012838	Ag003G253930	XP_006283251.1
OG0012839	Ag007G607730	XP_006283182.1
OG0012840	Ag003G255310	XP_006284953.1
OG0012841	Ag003G256610	XP_006282919.1
OG0012842	Ag003G258050	XP_006283729.1
OG0012843	Ag003G258370	XP_006282700.1
OG0012844	Ag002G188860	XP_023640169.1
OG0012845	Ag003G259160	XP_006294454.1
OG0012846	Ag003G261890	XP_006286203.1
OG0012847	Ag003G266100, Ag003G265310	XP_006283977.1
OG0012848	Ag003G264840, Ag003G262870, Ag003G264150	XP_006285794.1
OG0012849	Ag003G266840	XP_006285253.2
OG0012850	Ag003G266960	XP_006283545.2
OG0012851	Ag003G267580	XP_006284271.1
OG0012852	Ag003G267880	XP_006282632.1
OG0012853	Ag003G268310	XP_006284107.1
OG0012854	Ag003G269040	XP_023635407.1
OG0012855	Ag003G271990	XP_006284456.1
OG0012856	Ag005G477800, Ag003G272350	XP_006282570.1
OG0012857	Ag003G279680	XP_006283312.1
OG0012858	Ag003G279530	XP_006285637.1
OG0012859	Ag003G279260	XP_006283173.1
OG0012860	Ag003G279010	XP_006285422.1
OG0012861	Ag003G278740	XP_023634756.1
OG0012862	Ag003G278480	XP_006283859.1
OG0012863	Ag003G277630	XP_006284257.2
OG0012864	Ag006G513220, Ag003G277780	XP_006283222.1
OG0012865	Ag003G278150	XP_006283540.2
OG0012866	Ag003G278250	XP_023635612.1
OG0012867	Ag003G277280	XP_006283447.2
OG0012868	Ag003G275990	XP_006285071.1
OG0012869	Ag003G276190, Ag003G276090, Ag003G276050	XP_006285468.1
OG0012870	Ag003G276260, Ag003G276290	XP_006284305.1
OG0012871	Ag003G287030, Ag003G275970	XP_006283128.1
OG0012872	Ag003G275830	XP_006282860.1
OG0012873	Ag003G275420	XP_006284841.1
OG0012875	Ag003G273940	XP_006284750.1
OG0012876	Ag003G281220	XP_006284233.1
OG0012877	Ag003G273610	XP_006282493.1
OG0012878	Ag003G281410	XP_023634171.1
OG0012879	Ag003G282800, Ag003G283470, Ag003G283460	XP_006285733.1
OG0012880	Ag003G282810	XP_006286114.1
OG0012881	Ag003G283480	XP_006283982.1
OG0012882	Ag003G287870	XP_023635060.1
OG0012883	Ag003G284170	XP_006283478.1
OG0012884	Ag003G292670	XP_006299811.2
OG0012885	Ag007G579700	XP_023632779.1
OG0012886	Ag007G579670	XP_006307534.1
OG0012887	Ag007G579320	XP_006305715.1
OG0012888	Ag007G579180	XP_006304931.1
OG0012889	Ag007G578190	XP_023633280.1
OG0012890	Ag007G578150	XP_006303398.1
OG0012892	Ag001G101610	XP_006286253.1
OG0012893	Ag001G101810	XP_006282581.1
OG0012894	Ag001G101870	XP_023634517.1
OG0012895	Ag001G101880	XP_006283534.1
OG0012896	Ag001G101950	XP_006282596.1
OG0012897	Ag001G074390	XP_006285731.1
OG0012898	Ag001G101830	XP_006283198.1
OG0012899	Ag004G364590	XP_006301240.1
OG0012900	Ag004G364640	XP_006300403.1
OG0012901	Ag004G365340, Ag004G364750	XP_006302072.1
OG0012902	Ag004G365570, Ag004G365030	XP_006300519.1
OG0012903	Ag004G365760, Ag004G365220	XP_006301397.1
OG0012904	Ag004G365250, Ag004G365790, Ag001G090580	XP_006302705.2
OG0012905	Ag004G365820	XP_023643326.1, XP_006300394.1
OG0012906	Ag004G366370	XP_006301099.2
OG0012907	Ag004G366400	XP_006302224.1
OG0012908	Ag004G366450	XP_006302721.1
OG0012909	Ag004G367380	XP_006302070.2
OG0012910	Ag004G367470	XP_006298118.1
OG0012911	Ag004G368320	XP_006301681.1
OG0012912	Ag004G368690	XP_023643555.1
OG0012913	Ag004G369040	XP_006302405.2
OG0012914	Ag004G369140	XP_023644003.1
OG0012915	Ag004G369750	XP_023644039.1
OG0012916	Ag004G369450	XP_006302628.1
OG0012917	Ag004G370020	XP_006301638.1
OG0012918	Ag004G370110	XP_006302375.1
OG0012919	Ag004G371870	XP_006301054.1
OG0012920	Ag004G372120	XP_006300800.1
OG0012921	Ag004G372300	XP_023643506.1
OG0012922	Ag004G373080	XP_006302106.1
OG0012923	Ag004G372520	XP_023643249.1
OG0012924	Ag004G373500	XP_006300768.1
OG0012925	Ag004G374250, Ag005G420040	XP_023643154.1
OG0012927	Ag004G374410	XP_006300981.1
OG0012928	Ag004G313110	XP_023632840.1
OG0012929	Ag004G374880	XP_006300457.1
OG0012930	Ag004G375140	XP_006302941.1
OG0012931	Ag004G377850	XP_006302374.1
OG0012932	Ag008G658400, Ag003G280130	XP_006291282.1
OG0012934	Ag004G382670	XP_006290656.1
OG0012935	Ag001G067590	XP_006290652.2
OG0012936	Ag005G469950	XP_006291937.1
OG0012937	Ag008G657920, Ag008G659120	XP_006293165.1
OG0012938	Ag007G608030	XP_006291059.1
OG0012939	Ag008G658890, Ag008G659550	XP_023638731.1
OG0012940	Ag008G660260	XP_006290762.1
OG0012941	Ag001G032700	XP_006290525.1
OG0012942	Ag004G385190	XP_006291544.1
OG0012943	Ag008G660800	XP_023638733.1
OG0012944	Ag008G661570	XP_006291819.1, XP_006290845.1
OG0012945	Ag008G661750	XP_006292987.1
OG0012946	Ag004G319470	XP_006306189.1
OG0012947	Ag004G333060	XP_006290385.1
OG0012948	Ag008G662750, Ag005G471810	XP_006290771.1
OG0012949	Ag008G663190	XP_006290718.1
OG0012950	Ag008G663440	XP_006290715.1
OG0012951	Ag008G665120	XP_006291487.1
OG0012953	Ag008G665970	XP_023638453.1
OG0012954	Ag008G666120	XP_006292902.2
OG0012955	Ag008G666360	XP_006290725.1
OG0012957	Ag008G666990	XP_006290754.1
OG0012958	Ag008G667230	XP_006290605.1
OG0012959	Ag008G667250	XP_006290983.1
OG0012960	Ag008G667960	XP_006290924.1
OG0012961	Ag008G668300	XP_006290367.1
OG0012962	Ag008G668610	XP_023638540.1
OG0012963	Ag008G668690	XP_006292954.1
OG0012964	Ag008G668780	XP_023639253.1
OG0012965	Ag008G669060	XP_006292252.1
OG0012966	Ag007G654160	XP_023635306.1
OG0012967	Ag008G669750	XP_006291262.1
OG0012968	Ag008G670940	XP_006292647.1
OG0012969	Ag008G671060	XP_006292464.1
OG0012970	Ag008G671860	XP_006291165.1
OG0012971	Ag005G435870, Ag005G415500	XP_023638769.1
OG0012972	Ag008G725040	XP_006290938.1
OG0012973	Ag008G672230	XP_006291012.1
OG0012974	Ag004G342830	XP_006291054.1
OG0012975	Ag001G077370	XP_006290485.2
OG0012976	Ag007G584400	XP_006292035.2
OG0012977	Ag008G699830	XP_006291179.1
OG0012980	Ag007G647200	XP_006282882.1
OG0012981	Ag004G356610	XP_006302312.1
OG0012982	Ag004G356660	XP_006302233.1
OG0012983	Ag004G357180	XP_006302762.1
OG0012984	Ag004G357270	XP_006302685.1
OG0012985	Ag004G357700	XP_006302936.1
OG0012986	Ag004G358240	XP_006300526.1
OG0012987	Ag004G359640	XP_006300850.2
OG0012988	Ag004G359900, Ag002G193810	XP_006302286.1
OG0012989	Ag004G359980	XP_006300693.1
OG0012990	Ag004G362490	XP_023642983.1
OG0012991	Ag004G363670	XP_023644107.1
OG0012992	Ag004G364120	XP_006301513.1
OG0012993	Ag004G364100	XP_006302298.1
OG0012994	Ag004G363880	XP_006302639.1
OG0012995	Ag007G645800	XP_023643423.1
OG0012996	Ag004G364370	XP_006302891.1
OG0012997	Ag006G539070, Ag006G536540	XP_006302590.1
OG0012998	Ag004G401970	XP_006301844.2
OG0012999	Ag004G401650	XP_006300654.1
OG0013000	Ag004G400020	XP_006300433.2
OG0013002	Ag004G397990, Ag004G397970	XP_006301005.1
OG0013003	Ag004G397980, Ag004G397950	XP_006302761.1
OG0013004	Ag004G397070	XP_006300735.1
OG0013005	Ag004G396990	XP_006302293.1
OG0013006	Ag004G396530, Ag004G392000	XP_006301285.1
OG0013007	Ag004G396510, Ag004G391980	XP_006300824.1
OG0013008	Ag004G396490, Ag004G391920	XP_006302556.1
OG0013009	Ag004G395400, Ag004G390610	XP_006301476.1
OG0013010	Ag004G394410, Ag004G389440	XP_006300536.2
OG0013011	Ag004G388850, Ag004G393800	XP_006301088.1
OG0013012	Ag004G386980	XP_006302103.1
OG0013013	Ag004G386470	XP_023643685.1
OG0013014	Ag004G386120	XP_006300597.1
OG0013015	Ag004G316680	XP_006306548.1
OG0013016	Ag004G382530	XP_006301892.1
OG0013017	Ag004G381900	XP_006302694.1
OG0013018	Ag004G380860	XP_023644028.1
OG0013019	Ag004G380820	XP_023642827.1
OG0013020	Ag004G379680	XP_023644160.1
OG0013021	Ag004G315150	XP_006301243.1
OG0013022	Ag004G379490	XP_006301773.1
OG0013023	Ag004G379450	XP_006302719.1
OG0013024	Ag001G008460	XP_006282730.1
OG0013028	Ag006G515580	XP_006283810.1
OG0013029	Ag007G644890	XP_023634514.1
OG0013031	Ag002G189600	XP_006294440.1
OG0013032	Ag002G188780, Ag002G188770	XP_023639885.1
OG0013033	Ag002G188820	XP_023639848.1
OG0013034	Ag003G241020, Ag002G188420	XP_023640640.1
OG0013035	Ag002G187860	XP_023640054.1
OG0013036	Ag002G187450	XP_006293999.1
OG0013037	Ag005G478190	XP_006297646.1
OG0013038	Ag005G477890	XP_006300118.1
OG0013039	Ag005G477790	XP_006298410.2
OG0013040	Ag005G476760	XP_006296758.1
OG0013041	Ag005G476750	XP_023641155.1
OG0013042	Ag005G476260	XP_006299081.1
OG0013043	Ag005G476050	XP_006296678.1
OG0013044	Ag002G118900	XP_006282868.2
OG0013045	Ag005G475980	XP_006299338.1
OG0013046	Ag005G475920	XP_006297876.2
OG0013047	Ag005G475900	XP_023641306.1
OG0013048	Ag005G475890	XP_006296840.1
OG0013049	Ag005G475660, Ag004G360630	XP_023642290.1
OG0013050	Ag005G475640	XP_006299471.1
OG0013051	Ag008G719430	XP_006286972.1
OG0013052	Ag005G474820	XP_006299718.1
OG0013053	Ag005G474780	XP_023641144.1
OG0013054	Ag005G474730, Ag002G106720	XP_006296680.1
OG0013055	Ag005G474470	XP_006297588.1
OG0013056	Ag004G313370	XP_006304219.1
OG0013057	Ag005G473680	XP_023642263.1
OG0013058	Ag005G472720	XP_023641417.1
OG0013059	Ag005G472660	XP_006297210.1
OG0013060	Ag005G471840	XP_006300197.2
OG0013061	Ag005G471830	XP_023641445.1
OG0013062	Ag005G471740	XP_006297160.1
OG0013063	Ag005G471700	XP_006297892.1
OG0013064	Ag007G591500	XP_023636744.1
OG0013065	Ag005G471400	XP_006298936.1
OG0013066	Ag007G582350	XP_006284301.1
OG0013067	Ag002G176700	XP_006295334.1
OG0013068	Ag001G041320	XP_023645834.1
OG0013070	Ag001G047110, Ag001G045680	XP_006280077.1
OG0013071	Ag001G046870, Ag001G044570	XP_006279924.1
OG0013072	Ag001G040640	XP_023645529.1
OG0013073	Ag004G326830	XP_023642618.1
OG0013074	Ag001G040980	XP_006280512.1
OG0013075	Ag001G040390	XP_006279567.1
OG0013076	Ag003G278550	XP_006280073.1
OG0013077	Ag001G041080	XP_006280130.1
OG0013078	Ag004G384740	XP_006280394.1
OG0013080	Ag005G427210	XP_006297781.2
OG0013081	Ag008G677130	XP_006281874.1
OG0013082	Ag008G676600, Ag008G676590	XP_006279812.1
OG0013083	Ag002G160170	XP_006280932.1
OG0013084	Ag001G094810	XP_006281124.2
OG0013085	Ag008G680270	XP_006280760.1
OG0013088	Ag008G681220	XP_006282306.1
OG0013089	Ag008G681610, Ag008G668450	XP_006282327.2
OG0013090	Ag008G681750	XP_006279891.1
OG0013092	Ag008G684640	XP_006281204.1
OG0013093	Ag008G686480	XP_006279475.1
OG0013094	Ag003G252640	XP_006285291.1
OG0013095	Ag008G690150, Ag008G688280	XP_006282129.1
OG0013096	Ag008G690160, Ag008G688270	XP_006280403.1
OG0013098	Ag008G688210, Ag008G690240	XP_006280556.1
OG0013099	Ag008G687980	XP_006280274.1
OG0013100	Ag008G687970	XP_006280655.1
OG0013101	Ag008G687850	XP_006279644.1
OG0013102	Ag008G688610, Ag008G689880	XP_006279653.1
OG0013103	Ag008G689590, Ag008G688910	XP_023637847.1
OG0013104	Ag001G057760, Ag008G685470	XP_006281782.1
OG0013105	Ag002G104720	XP_006297489.1
OG0013107	Ag008G694020	XP_006281189.1
OG0013108	Ag008G694030	XP_006281274.1
OG0013109	Ag008G694040	XP_006280355.1
OG0013110	Ag008G694100	XP_006280576.1
OG0013111	Ag008G694110	XP_023633324.1
OG0013113	Ag008G694950	XP_006280239.2
OG0013114	Ag003G250690	XP_006282598.2
OG0013115	Ag008G695180	XP_006280613.1
OG0013116	Ag008G695640	XP_006280279.1
OG0013117	Ag008G696200	XP_006281273.1
OG0013118	Ag008G697180, Ag008G696360	XP_006280016.1
OG0013119	Ag008G696830	XP_006301149.1, XP_006280585.1
OG0013120	Ag008G697550	XP_006281316.1
OG0013121	Ag008G698270	XP_023642800.1
OG0013122	Ag008G698440	XP_023639883.1
OG0013123	Ag008G699280	XP_006280789.1
OG0013124	Ag008G701230	XP_006282102.2
OG0013125	Ag008G702020	XP_006281234.1
OG0013126	Ag008G702140	XP_006279953.1
OG0013127	Ag008G702390	XP_023641609.1
OG0013128	Ag008G702400	XP_006281157.1
OG0013129	Ag008G703120	XP_006281314.1
OG0013130	Ag008G704350	XP_006281231.1
OG0013131	Ag008G704560	XP_006280039.1
OG0013132	Ag008G705210	XP_006280154.1
OG0013133	Ag008G705250	XP_006279762.1
OG0013134	Ag001G039890	XP_006288114.1
OG0013135	Ag008G724340	XP_006288105.1
OG0013136	Ag007G644300	XP_023637009.1
OG0013137	Ag007G611490	XP_006287828.2
OG0013138	Ag007G611380	XP_006286776.1
OG0013139	Ag007G611310	XP_006288566.1
OG0013141	Ag007G609680	XP_006287403.1
OG0013142	Ag007G609610	XP_006286708.2
OG0013143	Ag007G609390	XP_023637026.1
OG0013144	Ag007G609370	XP_006287958.1
OG0013145	Ag007G609220	XP_006287306.1
OG0013146	Ag007G609190	XP_006287489.1
OG0013147	Ag007G609120	XP_023636280.1
OG0013148	Ag007G608210	XP_006288451.1
OG0013149	Ag007G608070	XP_006287567.1
OG0013150	Ag007G607870	XP_006288663.1
OG0013151	Ag007G607840	XP_006286515.1
OG0013152	Ag007G607710	XP_006288425.1
OG0013153	Ag007G607510	XP_006289742.1
OG0013154	Ag007G607320	XP_006287169.1
OG0013155	Ag007G607260	XP_023636391.1
OG0013156	Ag007G607090	XP_006288660.1
OG0013157	Ag007G607080	XP_023636034.1
OG0013158	Ag007G605880	XP_006289085.1
OG0013159	Ag007G605850	XP_006289611.1
OG0013160	Ag007G604360	XP_006287606.1
OG0013161	Ag007G603350	XP_006288461.1
OG0013162	Ag007G603270	XP_006287941.1
OG0013163	Ag007G602460	XP_006288139.1
OG0013164	Ag007G602240	XP_006287052.1
OG0013165	Ag007G602220	XP_006288444.1
OG0013166	Ag007G602120	XP_023635900.1
OG0013167	Ag007G601930	XP_023636319.1
OG0013168	Ag007G601890	XP_006286366.1
OG0013169	Ag007G601830	XP_006289809.1
OG0013170	Ag002G108140, Ag007G601760	XP_006287204.1
OG0013171	Ag007G601400	XP_023637177.1
OG0013172	Ag008G724010	XP_006287149.1
OG0013173	Ag007G601100	XP_006286449.1
OG0013174	Ag007G600750	XP_006288180.1
OG0013175	Ag007G600740	XP_023635925.1
OG0013176	Ag007G600280	XP_006286920.2
OG0013177	Ag007G600110	XP_006288535.1
OG0013178	Ag007G600090	XP_006287677.1
OG0013179	Ag006G507390	XP_006287024.1
OG0013180	Ag008G726940	XP_006281693.1
OG0013181	Ag006G506710	XP_023637690.1
OG0013182	Ag006G577700	XP_006283964.1
OG0013183	Ag006G577460	XP_006284213.1
OG0013184	Ag006G577260	XP_023634988.1
OG0013185	Ag006G577140	XP_023633683.1
OG0013186	Ag006G577130	XP_006285651.1
OG0013187	Ag006G576430	XP_006283440.1
OG0013188	Ag006G575440	XP_023635661.1
OG0013189	Ag006G575330	XP_023634433.1
OG0013190	Ag006G575320	XP_006283619.1
OG0013191	Ag002G107610, Ag002G111220	XP_023634888.1
OG0013192	Ag006G574390	XP_006283427.1
OG0013193	Ag006G574200	XP_006283258.1
OG0013194	Ag006G573950	XP_023633950.1
OG0013195	Ag006G573900	XP_023634508.1
OG0013196	Ag006G573800	XP_006283035.1
OG0013197	Ag006G572690, Ag006G572660	XP_006282883.1
OG0013198	Ag006G573370	XP_006282433.2
OG0013199	Ag006G573500, Ag006G573490	XP_006282535.2
OG0013201	Ag006G571290	XP_006284507.1
OG0013202	Ag006G559700	XP_006283284.1
OG0013203	Ag001G084790	XP_006290586.1
OG0013204	Ag006G559710	XP_023634477.1
OG0013205	Ag003G291150	XP_006285851.1
OG0013206	Ag006G561510	XP_006284140.1
OG0013207	Ag006G564460	XP_006286154.1
OG0013208	Ag006G564880	XP_006285180.2
OG0013209	Ag006G565950	XP_006286008.2
OG0013210	Ag006G555450, Ag006G555510	XP_006282576.2
OG0013211	Ag006G553800	XP_006283121.2
OG0013212	Ag004G347680	XP_006300708.1
OG0013213	Ag006G552800	XP_006284984.2
OG0013214	Ag006G551790	XP_006286266.1
OG0013216	Ag006G545160, Ag006G542460	XP_006284134.1
OG0013217	Ag006G545010, Ag006G542610	XP_006282849.2
OG0013219	Ag006G544480, Ag006G543110	XP_006284429.1
OG0013220	Ag006G541680	XP_006284401.1
OG0013221	Ag006G541090	XP_006307574.1
OG0013222	Ag006G540740	XP_023645915.1
OG0013223	Ag006G538150, Ag006G540160	XP_006305106.1
OG0013224	Ag006G540140, Ag006G538130	XP_023645298.1
OG0013225	Ag008G718490	XP_006289228.1
OG0013226	Ag007G585520	XP_023633861.1
OG0013227	Ag006G506240	XP_006287728.1
OG0013228	Ag006G536930, Ag006G539450	XP_006305773.1
OG0013229	Ag006G536510, Ag006G539060	XP_023645300.1
OG0013230	Ag006G538990, Ag006G536470	XP_023645526.1
OG0013231	Ag006G538770, Ag006G536270	XP_006306586.1
OG0013232	Ag006G536030	XP_006305228.1
OG0013233	Ag006G535780	XP_006303445.1
OG0013234	Ag006G535420	XP_006303662.1
OG0013235	Ag006G535350	XP_023632841.1
OG0013236	Ag006G535070	XP_023645953.1
OG0013237	Ag006G535010	XP_006307553.1
OG0013238	Ag006G533910	XP_006305691.1
OG0013239	Ag006G532550	XP_023646064.1
OG0013240	Ag005G478110	XP_006299083.1
OG0013241	Ag007G579830	XP_006305790.1
OG0013242	Ag006G531030	XP_006307008.1
OG0013243	Ag007G584590	XP_006306871.1
OG0013245	Ag007G585220	XP_006303352.1
OG0013246	Ag007G585090	XP_006307362.1
OG0013247	Ag003G249790	XP_023645323.1
OG0013249	Ag003G248080	XP_023645322.1
OG0013250	Ag007G584540	XP_006306377.1
OG0013251	Ag007G584320	XP_006305551.1
OG0013252	Ag007G583980	XP_006303902.1
OG0013253	Ag007G584000	XP_006307494.1
OG0013254	Ag007G583650	XP_006305494.1
OG0013255	Ag007G583560	XP_006305491.2
OG0013256	Ag007G583540	XP_006305220.1
OG0013257	Ag007G583020	XP_023644676.1
OG0013258	Ag007G582790	XP_006307488.1
OG0013259	Ag007G582590	XP_006306142.2
OG0013260	Ag007G582460	XP_006303506.2
OG0013261	Ag008G713710, Ag005G428910	XP_006299053.2
OG0013262	Ag007G582320	XP_006305267.1
OG0013263	Ag007G582120	XP_006306787.1
OG0013264	Ag007G581530	XP_006307207.1
OG0013265	Ag007G580800	XP_023644910.1
OG0013266	Ag003G285440	XP_006282960.1
OG0013267	Ag003G285480	XP_006285677.1
OG0013268	Ag003G286030	XP_006284954.1
OG0013269	Ag003G286890	XP_023633908.1
OG0013270	Ag003G286940	XP_006282758.2
OG0013271	Ag003G287020	XP_006285911.1
OG0013272	Ag005G414680	XP_006296848.1
OG0013273	Ag003G288340	XP_006283267.1
OG0013274	Ag003G288600	XP_006282854.1
OG0013275	Ag002G166170, Ag003G288610	XP_006284660.1
OG0013276	Ag003G288640	XP_023634396.1
OG0013277	Ag003G288740	XP_023634185.1
OG0013278	Ag003G288880	XP_023634194.1
OG0013279	Ag003G289080	XP_006283063.1
OG0013280	Ag003G289180	XP_006283489.2
OG0013281	Ag003G289680	XP_006283453.1
OG0013282	Ag003G290290	XP_023634762.1
OG0013283	Ag003G290300	XP_023635093.1
OG0013284	Ag003G290410	XP_006286153.1
OG0013285	Ag003G291230	XP_006284651.2
OG0013286	Ag003G292340	XP_023635691.1
OG0013287	Ag001G072530	XP_006290829.2
OG0013288	Ag003G293000, Ag003G292990	XP_006283375.1
OG0013289	Ag003G293030	XP_006284730.1
OG0013290	Ag003G293070	XP_006283343.1
OG0013291	Ag003G293430	XP_006283901.1
OG0013292	Ag003G293450	XP_006282671.2
