Orthogroup	Cardamine_hirsuta	Brassica_oleracea
OG0015521	CARHR107570	XP_013629038.1
OG0015522	CARHR007470	XP_013593297.1
OG0015523	CARHR248130	XP_013611478.1
OG0015524	CARHR120050	XP_013623678.1
OG0015525	CARHR114530	XP_013604969.1
OG0015526	CARHR115230	XP_013599626.1
OG0015527	CARHR115130	XP_013634614.1
OG0015528	CARHR115100	XP_013600106.1
OG0015529	CARHR115020	XP_013630978.1
OG0015530	CARHR114940	XP_013630295.1
OG0015531	CARHR114820	XP_013633696.1
OG0015532	CARHR115320	XP_013635177.1
OG0015533	CARHR115440	XP_013636156.1
OG0015534	CARHR235100	XP_013600782.1
OG0015535	CARHR075440	XP_013622536.1
OG0015536	CARHR075360	XP_013622760.1
OG0015537	CARHR075110	XP_013628679.1
OG0015538	CARHR075070	XP_013629399.1
OG0015539	CARHR027590	XP_013625411.1
OG0015540	CARHR075000	XP_013585063.1
OG0015541	CARHR074970	XP_013622249.1
OG0015542	CARHR074920	XP_013614027.1
OG0015543	CARHR074900	XP_013608564.1, XP_013583478.1
OG0015545	CARHR212330	XP_013621838.1
OG0015546	CARHR082860	XP_013638249.1
OG0015547	CARHR212300	XP_013629356.1
OG0015548	CARHR212270	XP_013628643.1
OG0015549	CARHR212260	XP_013626896.1
OG0015551	CARHR212240	XP_013621320.1
OG0015552	CARHR212190	XP_013618787.1
OG0015553	CARHR212170	XP_013621381.1
OG0015554	CARHR212160	XP_013620481.1
OG0015555	CARHR234140	XP_013598718.1
OG0015556	CARHR234410	XP_013617881.1
OG0015557	CARHR075830	XP_013622991.1
OG0015558	CARHR075880	XP_013638836.1
OG0015559	CARHR076070	XP_013638260.1
OG0015560	CARHR076080	XP_013584375.1
OG0015561	CARHR076100	XP_013635565.1
OG0015562	CARHR076150	XP_013622661.1
OG0015563	CARHR076250	XP_013638656.1
OG0015564	CARHR076260	XP_013584595.1
OG0015565	CARHR076420	XP_013637784.1
OG0015566	CARHR076650	XP_013589088.1
OG0015567	CARHR076690	XP_013633100.1
OG0015568	CARHR076710	XP_013633049.1
OG0015569	CARHR076830	XP_013587447.1
OG0015570	CARHR076950	XP_013584610.1
OG0015571	CARHR077020	XP_013637540.1
OG0015572	CARHR077030	XP_013637528.1
OG0015573	CARHR077290	XP_013583656.1
OG0015574	CARHR077530	XP_013638385.1
OG0015575	CARHR077730	XP_013627010.1
OG0015576	CARHR077800	XP_013586549.1
OG0015577	CARHR078000	XP_013584029.1
OG0015578	CARHR078270	XP_013584229.1
OG0015579	CARHR078410	XP_013628483.1
OG0015580	CARHR078530	XP_013628383.1
OG0015581	CARHR078990	XP_013585536.1
OG0015582	CARHR079070	XP_013630112.1
OG0015583	CARHR079470	XP_013639252.1
OG0015584	CARHR079610	XP_013586785.1
OG0015585	CARHR079900	XP_013623471.1
OG0015586	CARHR079750	XP_013587744.1
OG0015587	CARHR080070	XP_013626135.1
OG0015588	CARHR080080	XP_013625086.1
OG0015589	CARHR080170	XP_013637756.1
OG0015590	CARHR080230	XP_013584206.1
OG0015591	CARHR170500	XP_013604180.1
OG0015592	CARHR080900	XP_013638617.1
OG0015593	CARHR080960	XP_013587086.1
OG0015594	CARHR081450	XP_013588660.1
OG0015595	CARHR081560	XP_013616349.1
OG0015596	CARHR087200	XP_013639680.1
OG0015597	CARHR081620	XP_013627009.1
OG0015598	CARHR081650	XP_013638337.1
OG0015599	CARHR081730	XP_013638133.1
OG0015600	CARHR081750	XP_013587177.1
OG0015601	CARHR081960	XP_013587149.1
OG0015602	CARHR081990	XP_013638496.1
OG0015603	CARHR082130	XP_013583630.1
OG0015604	CARHR082230	XP_013586888.1
OG0015605	CARHR082340	XP_013625333.1
OG0015606	CARHR082380	XP_013627092.1
OG0015607	CARHR082410	XP_013585316.1
OG0015608	CARHR082490	XP_013619131.1
OG0015609	CARHR082580	XP_013625938.1
OG0015610	CARHR082600	XP_013622524.1
OG0015611	CARHR082760	XP_013628390.1
OG0015612	CARHR083310	XP_013638086.1
OG0015613	CARHR083330	XP_013584079.1
OG0015614	CARHR135350	XP_013622305.1
OG0015615	CARHR135330	XP_013637265.1
OG0015616	CARHR135080	XP_013634030.1
OG0015617	CARHR134870	XP_013636554.1
OG0015618	CARHR134830	XP_013628734.1
OG0015619	CARHR134510	XP_013631422.1
OG0015620	CARHR134490	XP_013622923.1
OG0015621	CARHR133940	XP_013628419.1
OG0015622	CARHR134280	XP_013622427.1
OG0015623	CARHR133850	XP_013637199.1
OG0015624	CARHR133800	XP_013627707.1
OG0015625	CARHR133780	XP_013631999.1
OG0015626	CARHR130170	XP_013630114.1
OG0015627	CARHR130580	XP_013625854.1
OG0015628	CARHR287100	XP_013622036.1
OG0015629	CARHR130670	XP_013637141.1
OG0015630	CARHR130890	XP_013635691.1
OG0015631	CARHR131190	XP_013636385.1
OG0015632	CARHR131450	XP_013632222.1
OG0015633	CARHR131490	XP_013634772.1
OG0015634	CARHR131610	XP_013634870.1
OG0015635	CARHR131600	XP_013633936.1
OG0015636	CARHR101740	XP_013594074.1
OG0015637	CARHR131710	XP_013626513.1
OG0015638	CARHR132360	XP_013626562.1
OG0015639	CARHR132350	XP_013631990.1
OG0015640	CARHR132250	XP_013622004.1
OG0015641	CARHR132080	XP_013626355.1
OG0015642	CARHR131940	XP_013630878.1
OG0015643	CARHR131920	XP_013636181.1
OG0015644	CARHR133330	XP_013637033.1
OG0015645	CARHR133260	XP_013625080.1
OG0015646	CARHR133230, CARHR035360	XP_013631138.1
OG0015647	CARHR132760	XP_013636471.1
OG0015648	CARHR132730	XP_013633913.1
OG0015649	CARHR132650	XP_013632303.1
OG0015651	CARHR130030	XP_013631231.1
OG0015652	CARHR016190	XP_013602008.1
OG0015653	CARHR016230	XP_013585651.1
OG0015654	CARHR016580	XP_013638687.1
OG0015655	CARHR016750	XP_013604401.1
OG0015656	CARHR016920	XP_013602726.1
OG0015657	CARHR017120	XP_013583636.1
OG0015658	CARHR017470	XP_013602875.1
OG0015659	CARHR017610	XP_013602186.1
OG0015660	CARHR017850	XP_013603129.1
OG0015661	CARHR018090	XP_013638586.1
OG0015662	CARHR018080	XP_013587704.1
OG0015663	CARHR018060	XP_013638558.1
OG0015664	CARHR018020	XP_013602600.1
OG0015665	CARHR017970	XP_013599485.1
OG0015666	CARHR018180	XP_013604611.1
OG0015667	CARHR018350	XP_013604677.1
OG0015668	CARHR018820	XP_013585939.1
OG0015669	CARHR018750	XP_013585263.1
OG0015670	CARHR018720	XP_013585261.1
OG0015671	CARHR018620	XP_013583984.1
OG0015672	CARHR066790	XP_013588461.1
OG0015673	CARHR019310	XP_013602840.1
OG0015674	CARHR019460	XP_013600336.1
OG0015675	CARHR019500	XP_013638186.1
OG0015676	CARHR019590	XP_013605421.1
OG0015677	CARHR019680	XP_013585341.1
OG0015678	CARHR019720	XP_013603087.1
OG0015679	CARHR019900	XP_013638271.1
OG0015680	CARHR019930	XP_013638889.1
OG0015681	CARHR019960	XP_013587673.1
OG0015682	CARHR020010	XP_013587056.1
OG0015683	CARHR020610	XP_013596692.1
OG0015684	CARHR021000	XP_013639011.1
OG0015685	CARHR021030	XP_013586658.1
OG0015686	CARHR021110	XP_013605691.1
OG0015687	CARHR021300	XP_013596857.1
OG0015688	CARHR021500	XP_013587251.1
OG0015689	CARHR021930	XP_013585494.1
OG0015690	CARHR021990	XP_013585496.1
OG0015691	CARHR022000	XP_013604223.1
OG0015692	CARHR022100	XP_013585388.1
OG0015693	CARHR022150	XP_013586671.1
OG0015694	CARHR022160	XP_013586672.1
OG0015695	CARHR004820	XP_013584163.1
OG0015696	CARHR022490	XP_013584572.1
OG0015697	CARHR022540	XP_013637722.1
OG0015698	CARHR022820	XP_013584934.1
OG0015699	CARHR022980	XP_013585567.1
OG0015700	CARHR023060	XP_013637716.1
OG0015701	CARHR023160	XP_013638547.1
OG0015702	CARHR023310	XP_013585829.1
OG0015703	CARHR023320	XP_013586922.1
OG0015704	CARHR023380	XP_013614911.1
OG0015705	CARHR023480	XP_013584941.1
OG0015706	CARHR023620	XP_013605300.1
OG0015707	CARHR023830	XP_013587681.1
OG0015708	CARHR024260	XP_013637729.1
OG0015709	CARHR024340	XP_013587017.1
OG0015710	CARHR024420	XP_013584097.1
OG0015711	CARHR006730	XP_013638360.1
OG0015712	CARHR025200	XP_013637863.1
OG0015713	CARHR025320	XP_013638452.1
OG0015714	CARHR025500	XP_013585707.1
OG0015715	CARHR061950	XP_013620917.1
OG0015716	CARHR025690	XP_013622544.1
OG0015717	CARHR061600	XP_013588279.1
OG0015718	CARHR025840	XP_013621994.1
OG0015719	CARHR025960	XP_013622689.1
OG0015720	CARHR026070	XP_013593829.1
OG0015721	CARHR026420	XP_013628429.1
OG0015722	CARHR026680	XP_013583724.1
OG0015723	CARHR026710	XP_013585279.1
OG0015724	CARHR020520	XP_013598723.1
OG0015725	CARHR036160	XP_013588630.1
OG0015726	CARHR036150	XP_013588016.1
OG0015727	CARHR027060	XP_013621735.1
OG0015728	CARHR231630	XP_013636114.1
OG0015729	CARHR231700	XP_013599417.1
OG0015730	CARHR231780	XP_013599460.1
OG0015731	CARHR231870, CARHR218950	XP_013607902.1
OG0015732	CARHR231930	XP_013607759.1
OG0015733	CARHR232000	XP_013603445.1
OG0015734	CARHR115890	XP_013602083.1
OG0015735	CARHR232090	XP_013585587.1
OG0015736	CARHR232120	XP_013601827.1
OG0015737	CARHR232190	XP_013599525.1, XP_013584627.1
OG0015738	CARHR232210	XP_013599563.1
OG0015739	CARHR232330	XP_013636951.1
OG0015740	CARHR232460	XP_013599575.1
OG0015741	CARHR232510	XP_013598539.1
OG0015742	CARHR232690	XP_013599668.1
OG0015743	CARHR232780	XP_013593743.1
OG0015744	CARHR232960	XP_013594053.1
OG0015745	CARHR232880	XP_013605257.1
OG0015746	CARHR232860	XP_013621002.1
OG0015747	CARHR264790	XP_013606437.1
OG0015748	CARHR008340	XP_013600856.1
OG0015749	CARHR235510	XP_013601597.1
OG0015750	CARHR235430	XP_013600956.1
OG0015751	CARHR116270	XP_013599529.1
OG0015752	CARHR294560	XP_013602944.1
OG0015753	CARHR116800	XP_013634374.1
OG0015754	CARHR117360	XP_013631930.1
OG0015755	CARHR184860	XP_013631685.1
OG0015757	CARHR293100	XP_013636343.1
OG0015758	CARHR293010	XP_013637234.1
OG0015759	CARHR292960	XP_013633620.1
OG0015760	CARHR235530	XP_013593205.1
OG0015761	CARHR114450	XP_013600652.1
OG0015762	CARHR114150	XP_013622252.1
OG0015763	CARHR113760	XP_013603147.1
OG0015764	CARHR164290	XP_013590253.1, XP_013588179.1
OG0015765	CARHR113630	XP_013599527.1
OG0015766	CARHR113210	XP_013604792.1
OG0015767	CARHR113060, CARHR113050	XP_013600134.1
OG0015768	CARHR113040	XP_013633780.1
OG0015769	CARHR112700	XP_013604786.1
OG0015770	CARHR112610	XP_013605209.1
OG0015771	CARHR112450	XP_013604616.1
OG0015772	CARHR111970	XP_013631943.1
OG0015773	CARHR111880	XP_013596853.1
OG0015774	CARHR111860	XP_013630475.1
OG0015775	CARHR115960	XP_013637306.1
OG0015776	CARHR015000	XP_013584218.1
OG0015777	CARHR014830	XP_013585321.1
OG0015778	CARHR014730	XP_013584139.1
OG0015779	CARHR014720	XP_013583731.1
OG0015780	CARHR014700	XP_013587621.1
OG0015781	CARHR014620	XP_013605416.1
OG0015782	CARHR014400	XP_013599993.1
OG0015783	CARHR014360	XP_013583828.1
OG0015784	CARHR014210	XP_013638820.1
OG0015785	CARHR014260	XP_013603693.1
OG0015786	CARHR014070	XP_013584532.1
OG0015787	CARHR013890	XP_013638990.1
OG0015788	CARHR013600	XP_013586091.1
OG0015789	CARHR013770	XP_013585232.1, XP_013603876.1
OG0015790	CARHR013540	XP_013587094.1
OG0015791	CARHR013310	XP_013601057.1
OG0015792	CARHR012940	XP_013602345.1
OG0015793	CARHR012850	XP_013600920.1
OG0015794	CARHR012780	XP_013586286.1
OG0015795	CARHR012720	XP_013587307.1
OG0015796	CARHR012660	XP_013613821.1
OG0015797	CARHR012550	XP_013605546.1
OG0015798	CARHR012560	XP_013605545.1
OG0015799	CARHR012410	XP_013638135.1
OG0015800	CARHR012080	XP_013605106.1
OG0015801	CARHR011970	XP_013587185.1
OG0015802	CARHR011830	XP_013587316.1
OG0015803	CARHR050560	XP_013609317.1
OG0015804	CARHR011620	XP_013583514.1
OG0015805	CARHR011430	XP_013599920.1
OG0015806	CARHR011100	XP_013639163.1
OG0015807	CARHR011050	XP_013638489.1
OG0015808	CARHR011020	XP_013638906.1
OG0015809	CARHR010880	XP_013638658.1
OG0015810	CARHR010710	XP_013602447.1
OG0015811	CARHR010680	XP_013603694.1
OG0015812	CARHR010520	XP_013603063.1
OG0015813	CARHR010360	XP_013585848.1
OG0015814	CARHR009800	XP_013638518.1
OG0015815	CARHR009820	XP_013637699.1
OG0015816	CARHR009870	XP_013587201.1
OG0015817	CARHR009960	XP_013585784.1
OG0015818	CARHR010160	XP_013601932.1
OG0015819	CARHR009650	XP_013586944.1
OG0015820	CARHR009420	XP_013602293.1
OG0015821	CARHR009410	XP_013586742.1
OG0015822	CARHR009270	XP_013604203.1
OG0015823	CARHR009230	XP_013585657.1
OG0015824	CARHR009200	XP_013585655.1
OG0015825	CARHR009090	XP_013601410.1
OG0015826	CARHR008930	XP_013585147.1
OG0015827	CARHR008690	XP_013585601.1
OG0015828	CARHR008490	XP_013605814.1
OG0015829	CARHR008600	XP_013603849.1
OG0015830	CARHR007930	XP_013614526.1
OG0015831	CARHR007490	XP_013586760.1
OG0015832	CARHR007520	XP_013587570.1
OG0015833	CARHR153580	XP_013597898.1
OG0015834	CARHR007300	XP_013614698.1
OG0015835	CARHR007030	XP_013585959.1
OG0015836	CARHR006750	XP_013638274.1
OG0015837	CARHR006680	XP_013638478.1
OG0015838	CARHR006640	XP_013604027.1, XP_013603415.1
OG0015839	CARHR006160	XP_013600474.1
OG0015840	CARHR006530	XP_013583524.1
OG0015841	CARHR006510	XP_013599462.1
OG0015842	CARHR006390	XP_013583522.1
OG0015843	CARHR006370	XP_013604704.1
OG0015844	CARHR006140	XP_013638958.1
OG0015845	CARHR006130	XP_013585928.1
OG0015846	CARHR006110	XP_013603452.1
OG0015847	CARHR006060	XP_013603559.1
OG0015848	CARHR005480	XP_013604476.1
OG0015849	CARHR005370	XP_013604638.1
OG0015850	CARHR183670	XP_013595430.1
OG0015851	CARHR005380	XP_013605077.1
OG0015852	CARHR005350	XP_013603145.1
OG0015853	CARHR004930	XP_013584508.1
OG0015854	CARHR004890	XP_013585857.1
OG0015855	CARHR004590	XP_013601887.1
OG0015856	CARHR004560	XP_013584126.1
OG0015857	CARHR004500	XP_013600038.1
OG0015858	CARHR004410	XP_013586676.1
OG0015859	CARHR004380	XP_013637890.1
OG0015860	CARHR004370	XP_013583593.1
OG0015861	CARHR004280	XP_013585133.1
OG0015862	CARHR003920	XP_013585530.1
OG0015863	CARHR290280	XP_013601614.1
OG0015864	CARHR003370	XP_013602208.1
OG0015865	CARHR003340	XP_013587594.1
OG0015866	CARHR003330	XP_013585274.1
OG0015867	CARHR002920	XP_013585136.1
OG0015868	CARHR003160	XP_013605649.1
OG0015869	CARHR002780	XP_013584171.1
OG0015870	CARHR002770	XP_013586191.1
OG0015871	CARHR002760	XP_013586189.1
OG0015872	CARHR002550	XP_013587721.1
OG0015873	CARHR002440	XP_013604418.1
OG0015874	CARHR002140	XP_013584103.1
OG0015875	CARHR002000	XP_013586297.1
OG0015876	CARHR001930	XP_013586382.1
OG0015877	CARHR001710	XP_013585755.1
OG0015878	CARHR001800	XP_013638370.1
OG0015879	CARHR001640	XP_013637998.1
OG0015880	CARHR001620	XP_013584571.1
OG0015881	CARHR001190	XP_013584455.1
OG0015882	CARHR001010	XP_013637830.1
OG0015883	CARHR000620	XP_013585836.1
OG0015884	CARHR000550	XP_013605764.1
OG0015885	CARHR000470	XP_013604782.1
OG0015886	CARHR000460	XP_013587215.1
OG0015887	CARHR000450	XP_013605224.1
OG0015888	CARHR000410	XP_013602635.1
OG0015889	CARHR000380	XP_013585078.1
OG0015891	CARHR000280	XP_013631644.1
OG0015892	CARHR000210	XP_013585429.1
OG0015893	CARHR000150	XP_013605600.1
OG0015894	CARHR199540	XP_013606867.1
OG0015895	CARHR198760	XP_013612196.1
OG0015896	CARHR198900	XP_013609725.1
OG0015897	CARHR199120	XP_013611514.1
OG0015898	CARHR199200	XP_013629217.1
OG0015899	CARHR199280	XP_013606358.1
OG0015900	CARHR198660	XP_013606175.1
OG0015901	CARHR198570	XP_013620501.1
OG0015902	CARHR198540	XP_013611507.1
OG0015903	CARHR197800	XP_013618364.1
OG0015904	CARHR197880	XP_013630512.1
OG0015905	CARHR197960	XP_013613097.1
OG0015906	CARHR198030	XP_013621084.1
OG0015907	CARHR198140	XP_013622975.1
OG0015908	CARHR197410	XP_013613144.1
OG0015909	CARHR197050	XP_013606680.1
OG0015910	CARHR076540	XP_013630535.1
OG0015911	CARHR197160	XP_013611216.1
OG0015912	CARHR196720	XP_013613043.1
OG0015913	CARHR196570	XP_013621676.1
OG0015914	CARHR196350	XP_013618222.1
OG0015915	CARHR196290	XP_013611201.1
OG0015916	CARHR196240	XP_013619599.1
OG0015917	CARHR195970	XP_013618498.1
OG0015918	CARHR195830	XP_013612332.1
OG0015919	CARHR195850	XP_013607368.1
OG0015920	CARHR195750	XP_013618368.1
OG0015921	CARHR195610	XP_013609488.1
OG0015922	CARHR195540	XP_013611613.1
OG0015923	CARHR195520	XP_013613095.1
OG0015924	CARHR195170	XP_013619509.1
OG0015925	CARHR195090	XP_013608582.1
OG0015926	CARHR194850	XP_013608396.1
OG0015927	CARHR194840	XP_013608395.1
OG0015928	CARHR194640	XP_013628231.1
OG0015929	CARHR194610	XP_013628230.1
OG0015930	CARHR008520	XP_013604962.1
OG0015931	CARHR194360	XP_013611638.1
OG0015932	CARHR194240	XP_013612800.1
OG0015933	CARHR194230	XP_013613674.1
OG0015934	CARHR194150	XP_013608948.1
OG0015935	CARHR193790	XP_013620546.1
OG0015936	CARHR187130	XP_013599187.1
OG0015937	CARHR186840	XP_013599274.1
OG0015938	CARHR186740, CARHR186730, CARHR107860, CARHR058520	XP_013617890.1
OG0015939	CARHR186720	XP_013597129.1
OG0015940	CARHR186230	XP_013609016.1
OG0015941	CARHR186120	XP_013607126.1
OG0015942	CARHR185990	XP_013592956.1
OG0015943	CARHR185980	XP_013592955.1
OG0015944	CARHR185010	XP_013606398.1, XP_013593644.1
OG0015945	CARHR185570	XP_013619884.1, XP_013597221.1
OG0015946	CARHR157620	XP_013608987.1
OG0015947	CARHR287990	XP_013598614.1
OG0015948	CARHR233880	XP_013585897.1
OG0015949	CARHR182660	XP_013614996.1
OG0015950	CARHR183120	XP_013598685.1
OG0015951	CARHR183620	XP_013612393.1
OG0015952	CARHR183980	XP_013593545.1
OG0015953	CARHR183800	XP_013594237.1
OG0015954	CARHR196310	XP_013611192.1
OG0015955	CARHR206320	XP_013630136.1
OG0015956	CARHR206250	XP_013619730.1
OG0015957	CARHR199590	XP_013621985.1
OG0015958	CARHR199600	XP_013610136.1
OG0015959	CARHR206390	XP_013609638.1
OG0015961	CARHR184310	XP_013595467.1
OG0015962	CARHR036000	XP_013588393.1
OG0015963	CARHR184240	XP_013593961.1
OG0015964	CARHR207080	XP_013609015.1
OG0015965	CARHR206980	XP_013613289.1
OG0015966	CARHR206840	XP_013620420.1
OG0015967	CARHR206790	XP_013610058.1
OG0015968	CARHR207260	XP_013609778.1
OG0015969	CARHR207280	XP_013606634.1
OG0015970	CARHR207290	XP_013608920.1
OG0015971	CARHR207450	XP_013611870.1
OG0015972	CARHR207470	XP_013608729.1
OG0015973	CARHR207520	XP_013621981.1
OG0015974	CARHR207580	XP_013606203.1
OG0015975	CARHR207600	XP_013611520.1
OG0015976	CARHR207870	XP_013605961.1
OG0015977	CARHR090110	XP_013630780.1, XP_013624207.1
OG0015978	CARHR208000	XP_013613332.1
OG0015979	CARHR208100	XP_013612575.1
OG0015980	CARHR208170	XP_013623050.1
OG0015981	CARHR208370	XP_013611008.1
OG0015982	CARHR017600	XP_013604761.1
OG0015983	CARHR208680	XP_013613046.1
OG0015984	CARHR208750, CARHR034630	XP_013629460.1
OG0015985	CARHR208890	XP_013628919.1
OG0015986	CARHR187340	XP_013597101.1
OG0015987	CARHR187290	XP_013598375.1
OG0015988	CARHR187270	XP_013596354.1
OG0015989	CARHR187500	XP_013614297.1
OG0015990	CARHR188140	XP_013593501.1
OG0015991	CARHR188280	XP_013594037.1
OG0015992	CARHR188520	XP_013596400.1
OG0015993	CARHR188580	XP_013593305.1
OG0015994	CARHR188640	XP_013596902.1
OG0015995	CARHR188730	XP_013618372.1
OG0015996	CARHR189130	XP_013598624.1
OG0015997	CARHR189090	XP_013597551.1
OG0015998	CARHR188930	XP_013606276.1
OG0015999	CARHR188920	XP_013618329.1
OG0016000	CARHR189440	XP_013616616.1, XP_013595020.1
OG0016001	CARHR189490	XP_013609769.1
OG0016002	CARHR189680	XP_013599219.1
OG0016003	CARHR189710	XP_013593491.1
OG0016004	CARHR189800	XP_013609040.1
OG0016005	CARHR102220	XP_013595292.1
OG0016006	CARHR190020	XP_013598327.1
OG0016007	CARHR190080	XP_013599082.1
OG0016009	CARHR190470	XP_013599226.1
OG0016010	CARHR274620	XP_013597476.1
OG0016011	CARHR274640	XP_013597473.1
OG0016012	CARHR147920	XP_013597474.1
OG0016013	CARHR274830	XP_013620466.1
OG0016014	CARHR275130	XP_013594210.1
OG0016015	CARHR275150	XP_013606856.1
OG0016016	CARHR275370	XP_013597616.1
OG0016017	CARHR275470	XP_013607043.1
OG0016018	CARHR275820	XP_013630682.1
OG0016019	CARHR275860	XP_013630352.1
OG0016020	CARHR276000	XP_013629844.1
OG0016021	CARHR276100	XP_013623687.1
OG0016022	CARHR276110	XP_013627224.1
OG0016023	CARHR276350	XP_013629618.1
OG0016024	CARHR276440	XP_013630686.1
OG0016025	CARHR276540	XP_013627693.1
OG0016026	CARHR276710	XP_013626297.1
OG0016027	CARHR276800	XP_013611845.1
OG0016028	CARHR276890	XP_013608993.1
OG0016029	CARHR272670	XP_013616255.1
OG0016030	CARHR272460	XP_013613311.1
OG0016031	CARHR272380	XP_013611405.1
OG0016032	CARHR272370	XP_013611407.1
OG0016033	CARHR272310	XP_013611402.1
OG0016034	CARHR272270	XP_013612468.1
OG0016035	CARHR272040	XP_013612026.1
OG0016036	CARHR272020	XP_013616398.1
OG0016037	CARHR160900	XP_013605704.1
OG0016038	CARHR160830	XP_013599553.1
OG0016039	CARHR160630	XP_013598820.1
OG0016040	CARHR160280	XP_013595717.1
OG0016041	CARHR159940	XP_013616888.1
OG0016042	CARHR159910	XP_013590409.1
OG0016043	CARHR159850	XP_013603964.1
OG0016044	CARHR159600	XP_013599488.1
OG0016045	CARHR159170	XP_013594105.1
OG0016046	CARHR159060	XP_013599096.1
OG0016047	CARHR158780	XP_013604994.1
OG0016048	CARHR158670	XP_013600130.1
OG0016049	CARHR158600	XP_013630266.1
OG0016050	CARHR188910	XP_013599438.1
OG0016051	CARHR158260	XP_013625986.1
OG0016052	CARHR157910	XP_013603672.1
OG0016053	CARHR157810	XP_013605140.1
OG0016054	CARHR157790	XP_013602380.1
OG0016055	CARHR029540	XP_013585371.1
OG0016056	CARHR157200	XP_013599555.1
OG0016057	CARHR157170	XP_013602358.1
OG0016058	CARHR157150	XP_013605180.1
OG0016059	CARHR157070	XP_013625231.1
OG0016060	CARHR157000	XP_013602976.1
OG0016061	CARHR156950	XP_013604335.1
OG0016062	CARHR276810	XP_013626184.1
OG0016064	CARHR156850	XP_013604541.1
OG0016065	CARHR156730	XP_013604321.1
OG0016066	CARHR156640	XP_013629960.1
OG0016067	CARHR156550	XP_013625548.1
OG0016068	CARHR156480	XP_013628696.1
OG0016069	CARHR156380	XP_013630012.1
OG0016070	CARHR156300	XP_013630119.1
OG0016071	CARHR156290	XP_013621734.1
OG0016072	CARHR156130	XP_013623336.1
OG0016073	CARHR156090	XP_013630641.1
OG0016074	CARHR156080	XP_013630643.1
OG0016075	CARHR156070	XP_013622462.1
OG0016076	CARHR156040	XP_013630713.1
OG0016077	CARHR155610	XP_013628322.1
OG0016078	CARHR155520	XP_013625282.1
OG0016079	CARHR154880	XP_013603209.1
OG0016080	CARHR155230	XP_013638549.1
OG0016081	CARHR149920	XP_013625649.1
OG0016082	CARHR150430	XP_013622843.1
OG0016083	CARHR150610	XP_013627421.1
OG0016084	CARHR104480	XP_013625709.1
OG0016085	CARHR098710	XP_013623257.1
OG0016086	CARHR153370	XP_013627998.1
OG0016087	CARHR184560	XP_013630164.1
OG0016088	CARHR152570	XP_013611085.1
OG0016089	CARHR147050	XP_013614076.1
OG0016090	CARHR152510	XP_013586241.1
OG0016091	CARHR001920	XP_013604819.1, XP_013585204.1
OG0016092	CARHR060870	XP_013592808.1
OG0016093	CARHR060060	XP_013592606.1
OG0016094	CARHR060760	XP_013616249.1
OG0016095	CARHR060910	XP_013589972.1
OG0016096	CARHR060550	XP_013591896.1
OG0016097	CARHR061440	XP_013590283.1
OG0016098	CARHR061660	XP_013588322.1
OG0016099	CARHR087030	XP_013626043.1
OG0016100	CARHR061530	XP_013620298.1
OG0016101	CARHR061720	XP_013619123.1
OG0016102	CARHR061800	XP_013592596.1
OG0016103	CARHR061810	XP_013592594.1
OG0016104	CARHR061890	XP_013592303.1
OG0016105	CARHR061900	XP_013621546.1
OG0016106	CARHR062080	XP_013591642.1
OG0016107	CARHR062230	XP_013591377.1
OG0016108	CARHR062240	XP_013591375.1
OG0016109	CARHR062440	XP_013589957.1
OG0016110	CARHR062450	XP_013592786.1
OG0016111	CARHR062560	XP_013616554.1
OG0016112	CARHR062940	XP_013591089.1
OG0016113	CARHR292590, CARHR063080	XP_013590025.1
OG0016114	CARHR063170	XP_013591292.1
OG0016116	CARHR063320	XP_013592638.1
OG0016117	CARHR187380	XP_013594995.1, XP_013617901.1
OG0016118	CARHR063860	XP_013592565.1
OG0016119	CARHR063900	XP_013590223.1
OG0016120	CARHR064080	XP_013592633.1
OG0016121	CARHR064180	XP_013588217.1
OG0016122	CARHR064390	XP_013615948.1
OG0016123	CARHR064410	XP_013617206.1
OG0016124	CARHR064540	XP_013592550.1
OG0016125	CARHR064580	XP_013590037.1
OG0016126	CARHR064620	XP_013592157.1
OG0016127	CARHR291240	XP_013592647.1
OG0016128	CARHR291180	XP_013591783.1
OG0016129	CARHR291140	XP_013591788.1
OG0016130	CARHR291100	XP_013593255.1
OG0016131	CARHR291090	XP_013588070.1
OG0016132	CARHR291060	XP_013591769.1
OG0016133	CARHR291040	XP_013591768.1
OG0016134	CARHR290990	XP_013590234.1
OG0016135	CARHR290970	XP_013592358.1
OG0016136	CARHR064910	XP_013619114.1
OG0016137	CARHR071590	XP_013620155.1
OG0016138	CARHR071470	XP_013588029.1
OG0016139	CARHR071450	XP_013588003.1
OG0016140	CARHR071380	XP_013588632.1
OG0016141	CARHR071170	XP_013592343.1
OG0016142	CARHR071140	XP_013618012.1
OG0016143	CARHR070970	XP_013618408.1
OG0016144	CARHR070860	XP_013588685.1
OG0016145	CARHR070700	XP_013592820.1
OG0016146	CARHR070420	XP_013614945.1
OG0016147	CARHR070320	XP_013588772.1, XP_013592878.1
OG0016148	CARHR070260	XP_013592234.1
OG0016149	CARHR070180	XP_013588657.1
OG0016150	CARHR070110	XP_013590123.1
OG0016151	CARHR103010	XP_013629077.1
OG0016152	CARHR070030	XP_013591075.1
OG0016153	CARHR070010	XP_013592505.1
OG0016154	CARHR069950	XP_013591530.1
OG0016155	CARHR069940	XP_013591529.1
OG0016156	CARHR069800	XP_013590339.1
