Orthogroup	Cardamine_hirsuta	Cochlearia_excelsa
OG0017063	CARHR124680	g51234
OG0017064	CARHR124350	g51226
OG0017065	CARHR124020	g39907
OG0017066	CARHR123400	g37891
OG0017068	CARHR122110	g40012
OG0017069	CARHR121800	g39989
OG0017070	CARHR121750	g39983
OG0017071	CARHR121350	g40037
OG0017072	CARHR120990	g37820
OG0017073	CARHR120870	g37818
OG0017074	CARHR120470	g40088
OG0017075	CARHR119430	g40133
OG0017076	CARHR119100	g40151
OG0017077	CARHR118580	g40187
OG0017078	CARHR118550	g40189
OG0017079	CARHR118520	g40190
OG0017080	CARHR287290	g38270
OG0017081	CARHR293320	g36792, g36789
OG0017082	CARHR118430	g38280
OG0017083	CARHR115040	g38292
OG0017084	CARHR114950	g38294
OG0017085	CARHR114840	g38300
OG0017086	CARHR261610	g36838
OG0017087	CARHR115400	g38308
OG0017088	CARHR235190	g47630
OG0017089	CARHR235170	g23631
OG0017090	CARHR235140	g17084
OG0017091	CARHR235060	g23639
OG0017092	CARHR235050	g17090
OG0017093	CARHR234990	g17093
OG0017094	CARHR075260	g12719
OG0017095	CARHR075280	g7939
OG0017096	CARHR075170	g7944
OG0017097	CARHR075120	g7948
OG0017098	CARHR074980	g5138
OG0017099	CARHR074880	g12726
OG0017100	CARHR233970	g17133
OG0017101	CARHR234080	g23694
OG0017102	CARHR234200	g47592
OG0017103	CARHR234480	g23670
OG0017104	CARHR234290	g17124
OG0017105	CARHR076090	g12690, g7903
OG0017106	CARHR076180	g7893
OG0017109	CARHR076920	g7843
OG0017110	CARHR077210	g12656
OG0017111	CARHR077340	g12642
OG0017112	CARHR077470	g7823
OG0017113	CARHR077690	g7817
OG0017114	CARHR078140	g7796
OG0017116	CARHR079010	g12821
OG0017117	CARHR079120	g12830
OG0017118	CARHR079580	g12561
OG0017119	CARHR079860	g12555
OG0017120	CARHR080270	g12526
OG0017121	CARHR080290	g12525
OG0017122	CARHR080440	g12514
OG0017125	CARHR080990	g12487
OG0017126	CARHR081040	g7643
OG0017127	CARHR081110	g7639
OG0017128	CARHR081460	g12469
OG0017129	CARHR081550	g7617
OG0017130	CARHR081940	g7601
OG0017131	CARHR082050	g12443
OG0017132	CARHR082260	g7581
OG0017133	CARHR082400	g7572
OG0017134	CARHR082730	g7554
OG0017135	CARHR082750	g12993
OG0017136	CARHR083190	g7531
OG0017137	CARHR135400	g37354
OG0017138	CARHR134840	g51834
OG0017139	CARHR134460	g37323
OG0017140	CARHR134440	g51785
OG0017142	CARHR133930	g37311
OG0017143	CARHR133900	g51755
OG0017144	CARHR133640	g51743
OG0017145	CARHR133620	g51742
OG0017146	CARHR130380	g51570
OG0017147	CARHR131090	g51601
OG0017148	CARHR131510	g38054
OG0017151	CARHR131800	g38084
OG0017152	CARHR133120	g37275
OG0017153	CARHR015860	g31590
OG0017154	CARHR016070	g49944
OG0017155	CARHR016480	g31629
OG0017157	CARHR017060	g49976
OG0017159	CARHR017660	g49992
OG0017160	CARHR017840	g31690
OG0017161	CARHR018240, CARHR033600	g50011
OG0017162	CARHR018950	g31771
OG0017163	CARHR018700	g50030
OG0017164	CARHR019110	g31784
OG0017165	CARHR019170	g50048
OG0017167	CARHR019320	g27415
OG0017168	CARHR019730	g31820
OG0017169	CARHR020060	g31855
OG0017170	CARHR020130	g27434
OG0017175	CARHR022030	g32001
OG0017176	CARHR022070	g32005
OG0017177	CARHR022170	g27497
OG0017178	CARHR022690	g32026
OG0017179	CARHR035320, CARHR022910	g50248
OG0017181	CARHR032220	g27791
OG0017182	CARHR023090	g27530
OG0017183	CARHR023210	g50258
OG0017184	CARHR023390	g27543
OG0017185	CARHR023490	g32053
OG0017186	CARHR024330	g32084
OG0017187	CARHR024380	g32081
OG0017188	CARHR024860	g32125
OG0017189	CARHR025180	g50348
OG0017190	CARHR025740	g32182
OG0017191	CARHR026110	g50386
OG0017192	CARHR026430	g32238
OG0017194	CARHR027090	g27635
OG0017195	CARHR027100	g27634
OG0017196	CARHR231840	g23837
OG0017197	CARHR136190	g37379
OG0017198	CARHR232680	g23780
OG0017199	CARHR233000	g23751
OG0017200	CARHR235500	g23609
OG0017202	CARHR116770	g38351
OG0017203	CARHR116540	g38339
OG0017204	CARHR117660	g50983
OG0017205	CARHR117920	g50977
OG0017206	CARHR293000	g38435
OG0017207	CARHR114510	g38453, g25576
OG0017209	CARHR113720	g36929
OG0017210	CARHR113200	g38510
OG0017211	CARHR113030	g36944
OG0017216	CARHR112030	g50855
OG0017217	CARHR015200	g31543
OG0017218	CARHR014560	g31504
OG0017219	CARHR013950	g49879
OG0017220	CARHR013780	g31456
OG0017222	CARHR120940, CARHR013180	g31412
OG0017223	CARHR012870	g31393
OG0017224	CARHR011760	g31319
OG0017225	CARHR011600	g31311
OG0017228	CARHR010970	g31273
OG0017230	CARHR009830	g49706
OG0017231	CARHR009930	g31225
OG0017233	CARHR009190	g27063
OG0017234	CARHR055230	g41115
OG0017235	CARHR009130	g31164
OG0017237	CARHR009010	g31160
OG0017238	CARHR206040	g5568
OG0017239	CARHR008430	g27028
OG0017240	CARHR006960	g49562
OG0017241	CARHR006010	g49544
OG0017242	CARHR005780	g30989
OG0017243	CARHR005430	g30961
OG0017244	CARHR005110	g30941
OG0017245	CARHR004900	g49495
OG0017247	CARHR004400	g49479
OG0017248	CARHR003970	g30881
OG0017249	CARHR003720	g26934
OG0017250	CARHR003440	g30852
OG0017251	CARHR003380	g30847
OG0017252	CARHR002980	g26912
OG0017253	CARHR003020	g30836
OG0017255	CARHR003080	g30838
OG0017258	CARHR002520	g30810
OG0017259	CARHR001690	g26889
OG0017261	CARHR000560	g26865
OG0017263	CARHR000230	g49286
OG0017264	CARHR000170	g19281
OG0017265	CARHR198750	g5180
OG0017266	CARHR198780	g29305
OG0017267	CARHR198800	g5183
OG0017268	CARHR198860	g5185
OG0017269	CARHR198330	g5147
OG0017270	CARHR198320	g5146
OG0017271	CARHR198300	g5143
OG0017273	CARHR198070	g5127
OG0017275	CARHR196830	g5046
OG0017277	CARHR195550	g28992
OG0017278	CARHR195510	g4984
OG0017279	CARHR195390	g29011
OG0017280	CARHR060970	g18018
OG0017281	CARHR194100	g29076
OG0017282	CARHR193970	g41448
OG0017283	CARHR193960	g41447
OG0017284	CARHR193670	g4870
OG0017285	CARHR186000	g10151
OG0017286	CARHR185750	g4707
OG0017287	CARHR185300	g4732
OG0017289	CARHR182020	g10189, g4662
OG0017291	CARHR183840	g10275
OG0017292	CARHR183490	g10254
OG0017293	CARHR199760	g5255
OG0017294	CARHR199810	g5259
OG0017295	CARHR206340	g29654
OG0017296	CARHR145610	g1533
OG0017297	CARHR045770	g27978
OG0017298	CARHR184300	g10297
OG0017299	CARHR207930	g29732
OG0017302	CARHR208110	g29743
OG0017303	CARHR208360	g5660
OG0017305	CARHR187830	g10067
OG0017306	CARHR188010	g600
OG0017307	CARHR018550	g31740
OG0017308	CARHR188610	g10026
OG0017309	CARHR188760	g10025
OG0017311	CARHR189040	g10011
OG0017312	CARHR189210	g533
OG0017314	CARHR189550	g512
OG0017315	CARHR189570	g9993
OG0017316	CARHR190370	g466
OG0017317	CARHR190420	g9954
OG0017318	CARHR275030	g428
OG0017319	CARHR268160	g39397
OG0017320	CARHR275280	g418
OG0017321	CARHR275630	g393
OG0017322	CARHR275690	g9881
OG0017323	CARHR275790	g18603
OG0017324	CARHR275850	g381
OG0017325	CARHR275960	g374, g46967
OG0017327	CARHR272410	g28721
OG0017328	CARHR272350	g28722
OG0017329	CARHR272320	g1189
OG0017330	CARHR160910	g52844, g52834
OG0017331	CARHR160550	g2511
OG0017333	CARHR160270	g2545
OG0017334	CARHR160150	g19354
OG0017335	CARHR159590	g2589
OG0017336	CARHR159100	g2596
OG0017338	CARHR157720	g2679
OG0017339	CARHR157660	g2684
OG0017340	CARHR157250	g2706
OG0017341	CARHR157020	g19468
OG0017342	CARHR156940	g19481
OG0017343	CARHR156600	g19490
OG0017344	CARHR156470	g19501
OG0017345	CARHR156140	g2770
OG0017346	CARHR155590	g19525
OG0017347	CARHR154870	g11419
OG0017348	CARHR155260	g19552
OG0017349	CARHR220200	g24566
OG0017351	CARHR104460	g11462
OG0017352	CARHR104390	g19606
OG0017353	CARHR104580	g3292
OG0017354	CARHR153450	g11512
OG0017355	CARHR192690	g10309
OG0017357	CARHR060310	g44882
OG0017358	CARHR199670	g5246
OG0017360	CARHR060480	g41605
OG0017361	CARHR061670	g44792
OG0017362	CARHR062050	g45779
OG0017363	CARHR062090	g44774
OG0017364	CARHR259160	g38487
OG0017365	CARHR062400	g43213
OG0017366	CARHR062430	g45801
OG0017367	CARHR062700	g44737
OG0017368	CARHR063840	g44693
OG0017369	CARHR063850	g44692
OG0017370	CARHR064010	g45878
OG0017371	CARHR064220	g45888
OG0017372	CARHR064350	g45901
OG0017373	CARHR064370	g45902
OG0017374	CARHR291190	g44651
OG0017375	CARHR071440	g46400
OG0017376	CARHR071400	g13611
OG0017377	CARHR071010	g46365
OG0017378	CARHR070980	g46358
OG0017379	CARHR070840	g46350
OG0017380	CARHR070520	g46307
OG0017381	CARHR070270	g46305
OG0017382	CARHR070190	g44391
OG0017384	CARHR069770	g17972
OG0017385	CARHR069410	g46238
OG0017386	CARHR069210	g44433
OG0017388	CARHR068310	g44487
OG0017390	CARHR067610	g46137
OG0017391	CARHR193540	g648
OG0017392	CARHR067230	g44548
OG0017393	CARHR217230	g17926
OG0017394	CARHR066810	g44557
OG0017395	CARHR066740	g46084
OG0017396	CARHR066460	g44570
OG0017398	CARHR066170	g46046
OG0017400	CARHR065500	g46006
OG0017401	CARHR072040	g46459
OG0017402	CARHR072350	g44351
OG0017403	CARHR072780	g46502
OG0017404	CARHR073150	g44320
OG0017407	CARHR073590	g46543
OG0017408	CARHR073670	g46549
OG0017411	CARHR074630	g44271
OG0017412	CARHR074650	g44270
OG0017414	CARHR087490	g7269
OG0017415	CARHR087750	g13156
OG0017416	CARHR087940	g7248
OG0017417	CARHR088230	g7230
OG0017420	CARHR089530	g7152
OG0017421	CARHR089540	g7151
OG0017422	CARHR090010	g12154
OG0017423	CARHR090120	g7115
OG0017424	CARHR090140	g7114
OG0017427	CARHR091500	g7021
OG0017429	CARHR092040	g6992
OG0017431	CARHR093800	g6875
OG0017432	CARHR093820	g6873
OG0017433	CARHR094400	g11979
OG0017434	CARHR094640	g6818
OG0017438	CARHR095250	g6777
OG0017439	CARHR095260	g11954
OG0017440	CARHR097480	g13392
OG0017441	CARHR097230	g11872
OG0017443	CARHR097590	g6659
OG0017444	CARHR097600	g6637
OG0017445	CARHR098360	g11819
OG0017446	CARHR264380	g28345
OG0017449	CARHR099700	g6512
OG0017451	CARHR100620	g13501, g11720
OG0017452	CARHR101050	g6441
OG0017453	CARHR101200	g11686
OG0017454	CARHR115590	g38323
OG0017455	CARHR103040	g13570
OG0017456	CARHR104000	g6332
OG0017458	CARHR104800	g13667
OG0017459	CARHR103620	g13587
OG0017460	CARHR104740	g6221
OG0017461	CARHR105340	g13678
OG0017462	CARHR106340	g6144
OG0017463	CARHR106650	g14201
OG0017464	CARHR293510	g6108
OG0017467	CARHR108210	g13999
OG0017468	CARHR109050	g6004
OG0017469	CARHR109410	g13945
OG0017470	CARHR109870	g13803
OG0017471	CARHR110610	g5934
OG0017472	CARHR110860	g5914
OG0017473	CARHR110910	g5908
OG0017474	CARHR236130	g47666
OG0017475	CARHR283700	g47383
OG0017476	CARHR111460	g5932
OG0017477	CARHR111410	g5889
OG0017478	CARHR111620	g13836
OG0017479	CARHR111640	g13834
OG0017480	CARHR045970	g17980
OG0017481	CARHR045570	g54366
OG0017482	CARHR045400	g54310
OG0017483	CARHR045280	g36722
OG0017484	CARHR044920	g54332
OG0017485	CARHR044790	g36697
OG0017486	CARHR044750	g36695
OG0017489	CARHR044230	g36676
OG0017490	CARHR043970	g36661
OG0017492	CARHR043310	g36602
OG0017493	CARHR042740	g36580
OG0017495	CARHR040680	g54207
OG0017497	CARHR040340	g36432
OG0017498	CARHR040010	g28063
OG0017499	CARHR038980	g54109
OG0017500	CARHR038880	g36366
OG0017501	CARHR038860	g54101
OG0017502	CARHR038300	g54086
OG0017503	CARHR251090	g54085
OG0017504	CARHR037960	g28106
OG0017505	CARHR222670	g47150
OG0017506	CARHR222630	g17592
OG0017508	CARHR290140	g17638
OG0017509	CARHR290120	g17639
OG0017510	CARHR029850	g50539
OG0017512	CARHR128530	g51446
OG0017515	CARHR162590	g19223
OG0017516	CARHR162670	g11323
OG0017517	CARHR162870	g2388
OG0017518	CARHR162890	g19211
OG0017519	CARHR163610	g2335
OG0017520	CARHR163650	g19176
OG0017521	CARHR163660	g19175
OG0017523	CARHR163930	g2316
OG0017524	CARHR164340	g19152
OG0017525	CARHR164160	g19160
OG0017526	CARHR164210	g2299
OG0017527	CARHR164920	g2253
OG0017528	CARHR165060	g2238
OG0017529	CARHR165100	g11282
OG0017530	CARHR165360	g2216
OG0017532	CARHR165530	g19082
OG0017533	CARHR165690	g11276
OG0017534	CARHR166010	g2181
OG0017535	CARHR165930	g2183
OG0017536	CARHR166150	g2170
OG0017537	CARHR166500	g19030
OG0017538	CARHR166720	g2138
OG0017539	CARHR167510	g2088
OG0017541	CARHR169040	g18943
OG0017542	CARHR169190	g18921
OG0017543	CARHR169440	g11202
OG0017544	CARHR170180	g1958
OG0017547	CARHR161660	g19280
OG0017548	CARHR171170	g1891
OG0017549	CARHR171200	g1890
OG0017550	CARHR172140	g1812
OG0017551	CARHR172530	g11155
OG0017553	CARHR173000	g1747
OG0017555	CARHR291530	g18702
OG0017557	CARHR045740	g54371
OG0017558	CARHR043110	g36586
OG0017559	CARHR042780	g54268
OG0017560	CARHR041610	g36502
OG0017562	CARHR290360	g24415
OG0017563	CARHR154300	g16717
OG0017564	CARHR156520	g2747
OG0017565	CARHR158890	g2603
OG0017566	CARHR162110	g2413
OG0017567	CARHR161920	g2423
OG0017568	CARHR161110	g2468
OG0017572	CARHR164300	g11299
OG0017573	CARHR164320	g19154
OG0017574	CARHR164390	g2286
OG0017575	CARHR165230	g11279
OG0017576	CARHR165700	g19072
OG0017577	CARHR166080	g19052
OG0017579	CARHR168950	g18947
OG0017580	CARHR173340	g18756
OG0017581	CARHR281690	g9621
OG0017583	CARHR280530	g18679
OG0017584	CARHR066190	g10837
OG0017586	CARHR253740	g40407
OG0017590	CARHR132960	g37270
OG0017592	CARHR134800	g51824
OG0017593	CARHR136250	g37380
OG0017596	CARHR137120	g2045, g37423
OG0017597	CARHR137770	g38194
OG0017598	CARHR142520	g37715
OG0017599	CARHR072790	g46503
OG0017600	CARHR071340	g46392
OG0017602	CARHR068300	g44488
OG0017604	CARHR065950	g44585
OG0017605	CARHR235770	g23579
OG0017606	CARHR235830	g23577
OG0017607	CARHR238030	g16991
OG0017611	CARHR241360	g23192
OG0017612	CARHR242790	g18214
OG0017616	CARHR003310	g49438
OG0017617	CARHR005210	g30947
OG0017618	CARHR006500	g31026
OG0017619	CARHR006590	g31033
OG0017620	CARHR008000	g49608
OG0017621	CARHR008130	g49616
OG0017623	CARHR014530	g31502
OG0017624	CARHR014790	g31521
OG0017625	CARHR015960	g31599
OG0017627	CARHR020320	g50098
OG0017628	CARHR022800	g50245
OG0017630	CARHR064380	g45903
OG0017631	CARHR063750	g45862
OG0017632	CARHR063040	g44709
OG0017633	CARHR062470	g45803
OG0017634	CARHR061960	g44778
OG0017635	CARHR061060	g41564
OG0017637	CARHR054800	g1709
OG0017638	CARHR051730	g41001
OG0017642	CARHR110670, CARHR110660	g13817
OG0017643	CARHR106620	g6138
OG0017644	CARHR228170	g24006
OG0017647	CARHR094020	g13314
OG0017648	CARHR090680	g12119
OG0017650	CARHR087270	g7286
OG0017651	CARHR085820	g12328
OG0017652	CARHR084460	g37792, g13065
OG0017653	CARHR082960	g7543
OG0017654	CARHR080650	g12922
OG0017655	CARHR286880	g46921
OG0017659	CARHR206780	g28318
OG0017660	CARHR233490	g47568
OG0017662	CARHR206100	g45470
OG0017663	CARHR285350	g28707
OG0017667	CARHR117720	g38384
OG0017670	CARHR227760	g17364
OG0017672	CARHR029910	g50542
OG0017673	CARHR027920	g50472
OG0017674	CARHR027290	g27641
OG0017675	CARHR036670	g28126
OG0017676	CARHR036190	g36177
OG0017677	CARHR036900	g53987
OG0017681	CARHR124240	g39893
OG0017682	CARHR121760	g39984
OG0017683	CARHR121490	g51085
OG0017684	CARHR119990	g40112
OG0017685	CARHR204370	g5487
OG0017686	CARHR203330	g29527
OG0017687	CARHR201530	g5363
OG0017688	CARHR182630	g4535
OG0017689	CARHR222340	g18099
OG0017690	CARHR261770	g16846
OG0017691	CARHR213200	g16799
OG0017692	CARHR288540	g10622
OG0017693	CARHR269270	g28531
OG0017694	CARHR285310	g1244
OG0017695	CARHR285730	g1266
OG0017696	CARHR190660	g28854
OG0017699	CARHR187450	g632
OG0017700	CARHR277170	g306
OG0017703	CARHR008280	g31118
OG0017710	CARHR071670	g46429
OG0017717	CARHR104510	g11463
OG0017718	CARHR163690	g1273
OG0017719	CARHR162350	g19238
OG0017720	CARHR202730, CARHR202720	g29491
OG0017721	CARHR188670	g561
OG0017723	CARHR231860	g23835
OG0017726	CARHR229100	g17307
OG0017727	CARHR223260, CARHR223280	g52644
OG0017728	CARHR214600	g46759
OG0017729	CARHR257670, CARHR257680	g28284, g28283
OG0017751	CARHR236450, CARHR235620	g17030
OG0017753	CARHR237510	g17004
OG0017754	CARHR239060	g23349
OG0017755	CARHR239780	g23300
OG0017757	CARHR282520	g19691, g19738
OG0017759	CARHR243130	g23043
OG0017760	CARHR243440	g47907
OG0017763	CARHR031870	g32617
OG0017764	CARHR031960	g50649
OG0017765	CARHR223710	g24291
OG0017766	CARHR055620	g43853
OG0017767	CARHR055180	g43985
OG0017768	CARHR052980	g44104
OG0017769	CARHR052880	g44108
OG0017771	CARHR050450	g40936
OG0017772	CARHR143750	g10815
OG0017773	CARHR143800	g10811
OG0017775	CARHR143940	g10801
OG0017776	CARHR144070	g10794
OG0017778	CARHR145400	g10682
OG0017779	CARHR145450	g1527
OG0017780	CARHR145580	g1532, g16690
OG0017781	CARHR145740	g1542
OG0017783	CARHR147850	g10547
OG0017784	CARHR148570	g1616, g10502
OG0017785	CARHR148600	g10499, g10575
OG0017786	CARHR149380	g10454
OG0017787	CARHR286670	g10408
OG0017788	CARHR153890	g10364
OG0017789	CARHR058250	g44997
OG0017791	CARHR057810	g45044
OG0017792	CARHR057380	g18057
OG0017793	CARHR057340	g45066
OG0017794	CARHR268340	g28498
OG0017795	CARHR046590	g40776
OG0017797	CARHR084160	g7473
OG0017798	CARHR235490	g47645
OG0017799	CARHR086310	g7354
OG0017800	CARHR259250	g25952
OG0017801	CARHR258350	g26815
OG0017802	CARHR257210	g28301
OG0017803	CARHR264350	g1327
OG0017805	CARHR265800	g894
OG0017806	CARHR225600	g47282
OG0017809	CARHR270950	g28620
OG0017811	CARHR200180	g29365
OG0017812	CARHR200420	g5292
OG0017813	CARHR201620	g29434
OG0017814	CARHR203050	g45528
OG0017817	CARHR204480	g29579
OG0017818	CARHR204540	g29583
OG0017820	CARHR205150	g5520
OG0017821	CARHR205630	g5539
OG0017822	CARHR205650	g5541
OG0017825	CARHR099300	g6536
OG0017826	CARHR225710	g24157
OG0017827	CARHR226230	g24127
OG0017829	CARHR229470	g47427
OG0017832	CARHR032890	g32674
OG0017834	CARHR286320	g50509
OG0017835	CARHR035070	g27929
OG0017838	CARHR035750	g28174
OG0017839	CARHR035620	g35935
OG0017840	CARHR028120	g32364
OG0017841	CARHR029420	g32426
OG0017842	CARHR029370	g32432
OG0017843	CARHR029930	g50544
OG0017844	CARHR030020	g32474
OG0017845	CARHR243850	g22994
OG0017847	CARHR245520	g47980
OG0017848	CARHR245620	g22852
OG0017849	CARHR245760	g47984
OG0017850	CARHR245880	g47990
OG0017852	CARHR246410	g22792
OG0017853	CARHR246740	g22761
OG0017854	CARHR247200	g22714
OG0017855	CARHR215350	g46793
OG0017857	CARHR291860	g18096
OG0017858	CARHR262700	g16890
OG0017860	CARHR129360	g51505
OG0017861	CARHR260170	g40247
OG0017862	CARHR259790	g40233
OG0017863	CARHR128460	g51442
OG0017864	CARHR127680	g51374
OG0017866	CARHR181940	g36992
OG0017867	CARHR285150	g18446
OG0017868	CARHR260860, CARHR260600	g40281
OG0017869	CARHR256610	g40299
OG0017871	CARHR255930, CARHR255920	g40328
OG0017872	CARHR255700	g40337
OG0017873	CARHR255660	g25764
OG0017874	CARHR255220	g40361
OG0017875	CARHR254340	g40388
OG0017880	CARHR175460	g40620
OG0017884	CARHR217710	g25207
OG0017885	CARHR173530	g10838
OG0017887	CARHR217280	g25284
OG0017888	CARHR216760	g46861
OG0017889	CARHR217980	g46935
OG0017890	CARHR218280	g24906
OG0017891	CARHR218310	g54007
OG0017892	CARHR218420	g24799
OG0017893	CARHR218720	g24728
OG0017894	CARHR219270	g24654
OG0017895	CARHR219680	g47016
OG0017896	CARHR220070	g24575
OG0017897	CARHR220060	g24574
OG0017900	CARHR220730	g24526
OG0017904	CARHR213300	g16805
OG0017905	CARHR142490	g37713
OG0017906	CARHR142240	g50802
OG0017908	CARHR140640	g52249
OG0017909	CARHR140560	g37605
OG0017911	CARHR139390	g37535
OG0017914	CARHR137990	g37473
OG0017915	CARHR137880	g52082
OG0017916	CARHR137140	g52026
OG0017918	CARHR212050	g5850
OG0017920	CARHR212020	g5848
OG0017923	CARHR170720	g18824
OG0017924	CARHR209740	g45360
OG0017926	CARHR192100	g28920
OG0017927	CARHR273730	g28796, g28775
OG0017928	CARHR273080	g1275
OG0017931	CARHR278700	g209
OG0017932	CARHR281250	g9631
OG0017933	CARHR281350	g19635
OG0017934	CARHR281500	g19629
OG0017936	CARHR248070	g47143
OG0017940	CARHR249100	g39478
OG0017943	CARHR250600	g39584
OG0017945	CARHR125520	g37916
OG0017946	CARHR123200	g39959
OG0017948	CARHR007670	g49597, g31084
OG0017949	CARHR119480	g40131
OG0017950	CARHR042470	g54260
OG0017951	CARHR118370	g36800
OG0017952	CARHR115450	g38316
OG0017954	CARHR075370	g12717
OG0017956	CARHR075200	g11241
OG0017958	CARHR074910	g16992
OG0017959	CARHR212380	g27965
OG0017963	CARHR234550	g47610
OG0017964	CARHR234500	g23669
OG0017965	CARHR234390	g17119
OG0017967	CARHR077350	g12641
OG0017968	CARHR077480	g12633
OG0017969	CARHR077520	g7821
OG0017970	CARHR077590	g12776
OG0017971	CARHR077600	g12777
OG0017974	CARHR079000	g12588
OG0017975	CARHR183970	g7421
OG0017976	CARHR079700	g12858
OG0017977	CARHR079690	g7706
OG0017978	CARHR080060	g12544
OG0017979	CARHR080220	g12878
OG0017982	CARHR082320	g7577
OG0017983	CARHR082630	g7559
OG0017984	CARHR083120	g13004
OG0017985	CARHR083140	g7533
OG0017986	CARHR134150	g51768
OG0017987	CARHR130560	g37162
OG0017990	CARHR132280	g37206
OG0017994	CARHR016080	g27307
OG0017995	CARHR016100	g31605
OG0017998	CARHR018920	g31769
OG0017999	CARHR019180	g27411
OG0018000	CARHR019650	g50063
OG0018001	CARHR020670	g50124
OG0018002	CARHR020720	g27454
OG0018003	CARHR020730	g27455
OG0018004	CARHR020780	g50130
OG0018005	CARHR021900	g50199
OG0018006	CARHR022810	g32037
OG0018007	CARHR226110, CARHR178910	g27792
OG0018008	CARHR023180	g50256
OG0018009	CARHR023650	g32063
OG0018010	CARHR024110	g32093
OG0018011	CARHR024870	g32126
OG0018012	CARHR025470	g32159
OG0018013	CARHR026130	g489
OG0018014	CARHR026810	g27632
OG0018015	CARHR231850	g23836
OG0018017	CARHR232800	g17170
OG0018018	CARHR116650	g38346
OG0018021	CARHR117760	g38386
OG0018023	CARHR184630	g38405
OG0018024	CARHR262860	g36911
OG0018026	CARHR292940	g38440
OG0018027	CARHR113940	g50916
OG0018028	CARHR113580	g38496
OG0018030	CARHR013630	g31441
OG0018031	CARHR011540	g27148
OG0018033	CARHR009600	g27092
OG0018034	CARHR008850	g49650
OG0018036	CARHR007060	g31059
OG0018037	CARHR005670	g26967
OG0018038	CARHR005570	g30972
OG0018039	CARHR005090	g26960
OG0018040	CARHR004950	g30932
OG0018041	CARHR004320	g30896
OG0018042	CARHR004230	g49466
OG0018043	CARHR003480	g30856
OG0018044	CARHR003450	g30853
OG0018045	CARHR002900	g49421
OG0018046	CARHR002100	g30791
OG0018048	CARHR000970	g49323
OG0018050	CARHR000390	g26860
OG0018051	CARHR000350	g26857
OG0018053	CARHR199180	g45651
OG0018054	CARHR198670	g29299
OG0018055	CARHR198340	g29279
OG0018056	CARHR198010	g29260
OG0018057	CARHR195460	g4967, g4966
OG0018058	CARHR194970	g4936
OG0018060	CARHR194060	g4898
OG0018061	CARHR186660	g4809
OG0018063	CARHR185110	g10166
OG0018064	CARHR185260	g10172
OG0018066	CARHR199780	g5257
OG0018067	CARHR184230	g10293
OG0018068	CARHR206890	g29694
OG0018069	CARHR207400	g29705
OG0018071	CARHR208500	g5666
OG0018074	CARHR275110	g9906
OG0018076	CARHR275290	g18598
OG0018077	CARHR275310	g9892
OG0018078	CARHR275590	g395
OG0018079	CARHR272480	g1206
OG0018080	CARHR158810	g19389
OG0018081	CARHR057370	g2648
OG0018082	CARHR157740	g2677
OG0018083	CARHR155510	g11411
OG0018084	CARHR222320	g3469
OG0018085	CARHR153440	g11511
OG0018086	CARHR023450	g19462
OG0018087	CARHR152360	g1045
OG0018088	CARHR153630	g3080
OG0018091	CARHR061750	g45762
OG0018092	CARHR061970	g44777
OG0018094	CARHR064520	g45912
OG0018095	CARHR291050	g45941
OG0018096	CARHR070810	g46347
OG0018098	CARHR070600	g46325
OG0018100	CARHR069240	g46234
OG0018102	CARHR068500	g44476
OG0018103	CARHR068470	g46183
OG0018104	CARHR068020	g46160
OG0018105	CARHR067990	g44510
OG0018106	CARHR067890	g46151
OG0018107	CARHR067210	g46123
OG0018109	CARHR143510	g31526
OG0018111	CARHR072850	g46508
OG0018113	CARHR073080	g44325
OG0018115	CARHR087300	g7284
OG0018116	CARHR087480	g7270
OG0018117	CARHR087770	g13159
OG0018118	CARHR087860	g7253
OG0018120	CARHR151450	g3094
OG0018121	CARHR088490	g12218
OG0018122	CARHR090100	g12149
OG0018124	CARHR093350	g6909
OG0018125	CARHR093810	g6874
OG0018126	CARHR098030, CARHR098020	g13409
OG0018128	CARHR098920	g6559
OG0018130	CARHR099900	g6490
OG0018131	CARHR217420	g37364
OG0018133	CARHR102890	g6361
OG0018134	CARHR105150	g6244
OG0018135	CARHR104980	g6309
OG0018136	CARHR103670	g11108
OG0018138	CARHR105070	g13665
OG0018139	CARHR104750	g13670
OG0018140	CARHR105420	g14318
OG0018141	CARHR106000	g14235
OG0018142	CARHR106300	g13704
OG0018144	CARHR107690	g14021, g53180
OG0018145	CARHR109130	g6001
OG0018147	CARHR111290	g13826
OG0018148	CARHR111350	g13843
OG0018149	CARHR043860	g36638
OG0018150	CARHR042950	g36585
OG0018151	CARHR042340	g54253
OG0018152	CARHR042130	g36532
OG0018156	CARHR046070	g27971
OG0018158	CARHR162660	g19218
OG0018159	CARHR162950	g2383
OG0018160	CARHR163050	g19205
OG0018161	CARHR164940	g2255
OG0018162	CARHR166520	g2150, g19028
OG0018164	CARHR166580	g19024
OG0018165	CARHR166670	g11260
OG0018166	CARHR167640	g2104
OG0018168	CARHR168920	g18949
OG0018169	CARHR169500	g18910
OG0018170	CARHR170690	g1917
OG0018172	CARHR172860	g1756
OG0018175	CARHR217180	g46915
OG0018176	CARHR160010	g11361
OG0018177	CARHR160810	g19320
OG0018178	CARHR163140	g11317
OG0018180	CARHR163510	g2339
OG0018181	CARHR165950	g19059
OG0018186	CARHR173260	g18749
