Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0015135	CARHR294080	ESY4_g26941_DN3_SP0_c0.t1
OG0015136	CARHR294120	ESY4_g26937_DN3_SP1_c0.t1
OG0015137	CARHR294130	ESY4_g26936_DN3_SP5_c0.t1
OG0015138	CARHR294180	ESY5_g3372_DN3_SP0_c0.t1
OG0015139	CARHR294200	ESY4_g26930_DN3_SP0_c0.t1
OG0015140	CARHR293890	ESY4_g26956_DN3_SP8_c0.t1
OG0015141	CARHR217120	ESY17_g39210_DN3_SP5_c0.t1
OG0015142	CARHR215730	ESY7_g17597_DN3_SP0_c0.t1
OG0015143	CARHR216510	ESY17_g40010_DN3_SP0_c0.t1
OG0015145	CARHR216430	ESY17_g40071_DN3_SP0_c0.t1
OG0015146	CARHR057090	ESY2_g34385_DN3_SP4_c16.t1
OG0015147	CARHR215460	ESY17_g40276_DN3_SP0_c0.t1
OG0015148	CARHR215380	ESY17_g40311_DN3_SP8_c0.t1
OG0015149	CARHR214920	ESY8_g61297_DN3_SP8_c0.t1
OG0015150	CARHR214880	ESY8_g61295_DN3_SP0_c0.t1
OG0015151	CARHR214680	ESY8_g61203_DN3_SP2_c0.t1
OG0015152	CARHR213920	ESY8_g61037_DN3_SP7_c0.t1
OG0015153	CARHR214060	ESY8_g61020_DN2_SP0_c0.t1
OG0015154	CARHR288760	ESY8_g60994_DN3_SP4_c0.t1
OG0015155	CARHR263160	ESY8_g60890_DN2_SP0_c0.t1
OG0015156	CARHR262690	ESY8_g60801_DN3_SP8_c0.t1
OG0015157	CARHR262450	ESY8_g60599_DN3_SP2_c0.t1
OG0015158	CARHR262440	ESY8_g60598_DN3_SP7_c0.t1
OG0015159	CARHR176290	ESY7_g16827_DN3_SP6_c0.t1
OG0015160	CARHR030490	ESY16_g62023_DN3_SP0_c0.t1
OG0015161	CARHR129260	ESY9_g43864_DN3_SP8_c0.t1
OG0015164	CARHR154200	ESY2_g33516_DN3_SP4_c0.t1
OG0015165	CARHR154260	ESY1_g7921_DN3_SP0_c0.t1
OG0015166	CARHR031210	ESY16_g61814_DN3_SP0_c0.t1
OG0015167	CARHR129710	ESY9_g43917_DN3_SP0_c26.t1
OG0015168	CARHR129650	ESY9_g43908_DN3_SP8_c0.t1
OG0015170	CARHR129560	ESY9_g43902_DN3_SP0_c0.t1
OG0015171	CARHR129520	ESY9_g43890_DN3_SP5_c0.t1
OG0015172	CARHR033860	ESY14_g20589_DN3_SP8_c0.t1
OG0015173	CARHR260370	ESY19_g41464_DN3_SP1_c0.t1
OG0015174	CARHR259780	ESY25_g62652_DN3_SP0_c20.t1
OG0015175	CARHR259750	ESY2_g38084_DN3_SP7_c0.t1
OG0015176	CARHR259660	ESY21_g55114_DN3_SP0_c0.t1
OG0015177	CARHR259590	ESY10_g15060_DN2_SP0_c0.t1, ESY9_g42795_DN3_SP0_c0.t1
OG0015178	CARHR259580	ESY19_g41785_DN3_SP2_c0.t1
OG0015179	CARHR034980	ESY14_g21094_DN3_SP6_c0.t1
OG0015180	CARHR259370	ESY19_g41641_DN3_SP1_c0.t1
OG0015181	CARHR128390	ESY1_g5819_DN2_SP0_c0.t1
OG0015182	CARHR128260	ESY5_g3750_DN3_SP0_c0.t1
OG0015183	CARHR128240	ESY1_g5836_DN3_SP0_c0.t1
OG0015185	CARHR127920	ESY1_g6162_DN3_SP8_c0.t1
OG0015186	CARHR127760	ESY10_g15053_DN3_SP6_c0.t1
OG0015187	CARHR127750	ESY10_g15054_DN3_SP0_c0.t1
OG0015188	CARHR127620	ESY16_g61720_DN3_SP0_c0.t1
OG0015190	CARHR180720	ESY2_g33476_DN3_SP0_c0.t1
OG0015192	CARHR180800	ESY1_g5966_DN3_SP0_c0.t1
OG0015193	CARHR181150	ESY50_g41171_DN3_SP0_c0.t1
OG0015194	CARHR181120	ESY1_g5952_DN3_SP0_c0.t1
OG0015195	CARHR181260	ESY1_g6383_DN2_SP0_c0.t1
OG0015196	CARHR181720	ESY1_g6230_DN3_SP1_c0.t1
OG0015197	CARHR181660	ESY3_g32156_DN2_SP0_c0.t1
OG0015198	CARHR181870	ESY1_g6459_DN3_SP0_c0.t1
OG0015199	CARHR285100	ESY1_g6568_DN3_SP8_c0.t1
OG0015200	CARHR193030	ESY6_g49291_DN3_SP6_c0.t1
OG0015201	CARHR179670	ESY6_g49202_DN3_SP0_c0.t1
OG0015202	CARHR284960	ESY8_g58159_DN3_SP0_c0.t1
OG0015203	CARHR284920	ESY1_g6619_DN3_SP8_c20.t1
OG0015205	CARHR261210	ESY2_g38539_DN2_SP8_c11.t1
OG0015207	CARHR256640	ESY25_g62609_DN3_SP8_c0.t1
OG0015208	CARHR256620	ESY25_g62608_DN2_SP1_c0.t1
OG0015209	CARHR256310	ESY25_g62591_DN3_SP2_c0.t1
OG0015210	CARHR256180	ESY2_g33478_DN3_SP2_c0.t1
OG0015211	CARHR255960	ESY18_g64050_DN3_SP0_c0.t1
OG0015212	CARHR255870	ESY18_g63989_DN3_SP2_c0.t1
OG0015213	CARHR255800	ESY3_g32461_DN3_SP0_c0.t1
OG0015214	CARHR255690	ESY18_g63913_DN3_SP1_c0.t1
OG0015215	CARHR255670	ESY18_g63911_DN3_SP2_c0.t1
OG0015217	CARHR255510	ESY18_g63713_DN3_SP1_c22.t1
OG0015218	CARHR255400	ESY18_g63658_DN3_SP0_c0.t1
OG0015219	CARHR255350	ESY18_g63620_DN3_SP0_c0.t1
OG0015220	CARHR255320	ESY18_g63582_DN3_SP0_c0.t1
OG0015221	CARHR254800	ESY18_g63306_DN3_SP8_c0.t1
OG0015222	CARHR254790	ESY18_g63305_DN3_SP7_c0.t1
OG0015223	CARHR254430	ESY18_g63091_DN3_SP3_c0.t1
OG0015224	CARHR254300	ESY18_g63053_DN3_SP0_c0.t1
OG0015226	CARHR259290	ESY15_g64800_DN3_SP0_c0.t1
OG0015227	CARHR229440	ESY9_g43792_DN2_SP0_c0.t1
OG0015228	CARHR253430	ESY7_g16125_DN1_SP0_c0.t1
OG0015230	CARHR253150	ESY7_g16178_DN3_SP2_c0.t1
OG0015231	CARHR253090	ESY7_g16207_DN3_SP8_c0.t1
OG0015232	CARHR253040	ESY7_g16221_DN3_SP7_c0.t1
OG0015233	CARHR252930	ESY7_g16297_DN3_SP1_c0.t1
OG0015234	CARHR252740	ESY7_g16348_DN3_SP0_c0.t1, ESY7_g18993_DN3_SP0_c0.t1
OG0015236	CARHR252340	ESY7_g16479_DN3_SP0_c0.t1
OG0015237	CARHR178650	ESY7_g16582_DN3_SP0_c0.t1
OG0015238	CARHR178260	ESY7_g16643_DN3_SP8_c0.t1
OG0015240	CARHR178160	ESY7_g16664_DN3_SP1_c0.t1
OG0015241	CARHR176840	ESY7_g16775_DN3_SP7_c0.t1
OG0015242	CARHR176410	ESY7_g16812_DN3_SP0_c0.t1
OG0015243	CARHR176220	ESY7_g16838_DN3_SP3_c0.t1
OG0015244	CARHR176170	ESY7_g16848_DN2_SP4_c0.t1
OG0015245	CARHR176120	ESY7_g16857_DN3_SP0_c0.t1
OG0015246	CARHR066620	ESY2_g34851_DN3_SP8_c0.t1
OG0015247	CARHR176010	ESY10_g15258_DN3_SP0_c0.t1
OG0015248	CARHR175990	ESY10_g15254_DN3_SP0_c0.t1
OG0015249	CARHR045090, CARHR045120	ESY2_g36288_DN3_SP6_c0.t1
OG0015251	CARHR175480	ESY10_g14550_DN3_SP0_c13.t1
OG0015252	CARHR175370	ESY10_g15089_DN3_SP0_c0.t1
OG0015253	CARHR002750	ESY10_g14738_DN3_SP7_c0.t1
OG0015254	CARHR104130	ESY11_g53019_DN3_SP0_c0.t1
OG0015255	CARHR174430	ESY10_g14909_DN3_SP8_c0.t1
OG0015256	CARHR217310	ESY17_g39102_DN3_SP8_c0.t1
OG0015257	CARHR217620	ESY17_g39882_DN3_SP0_c0.t1
OG0015258	CARHR173950	ESY10_g14811_DN3_SP1_c0.t1
OG0015259	CARHR173970	ESY10_g14824_DN3_SP1_c0.t1
OG0015260	CARHR217050	ESY17_g39838_DN3_SP0_c0.t1
OG0015261	CARHR102420	ESY3_g27150_DN3_SP8_c0.t1
OG0015262	CARHR216840	ESY1_g10261_DN3_SP0_c0.t1
OG0015263	CARHR102920	ESY11_g53892_DN3_SP8_c0.t1
OG0015264	CARHR216780	ESY16_g61499_DN3_SP0_c0.t1
OG0015265	CARHR218170	ESY17_g39772_DN3_SP8_c0.t1
OG0015266	CARHR101710	ESY3_g27494_DN3_SP7_c0.t1
OG0015267	CARHR231580	ESY4_g22317_DN3_SP0_c0.t1
OG0015268	CARHR218370	ESY8_g59724_DN3_SP7_c0.t1
OG0015269	CARHR101170	ESY3_g27595_DN3_SP0_c0.t1
OG0015271	CARHR218820	ESY7_g18593_DN3_SP0_c0.t1
OG0015272	CARHR219230	ESY15_g65693_DN3_SP4_c0.t1
OG0015273	CARHR219440	ESY15_g65879_DN3_SP1_c46.t1
OG0015274	CARHR219940	ESY27_g13450_DN3_SP1_c0.t1
OG0015275	CARHR220030	ESY27_g13409_DN3_SP0_c0.t1
OG0015276	CARHR220500	ESY15_g65437_DN3_SP0_c0.t1
OG0015277	CARHR220670	ESY22_g40640_DN3_SP7_c0.t1
OG0015278	CARHR220680	ESY22_g40641_DN3_SP0_c0.t1
OG0015279	CARHR099080	ESY3_g28584_DN3_SP0_c0.t1
OG0015280	CARHR221440, CARHR221430	ESY22_g40906_DN3_SP0_c0.t1
OG0015281	CARHR222170	ESY2_g38864_DN3_SP7_c0.t1
OG0015282	CARHR097490	ESY2_g38805_DN3_SP0_c0.t1
OG0015283	CARHR262280	ESY8_g60521_DN3_SP6_c0.t1
OG0015284	CARHR262070	ESY8_g60431_DN3_SP8_c0.t1
OG0015285	CARHR261810	ESY8_g60345_DN3_SP0_c0.t1
OG0015286	CARHR261800	ESY8_g60340_DN3_SP6_c0.t1
OG0015287	CARHR261570	ESY8_g60298_DN3_SP0_c0.t1
OG0015288	CARHR213710	ESY8_g60201_DN3_SP0_c0.t1
OG0015289	CARHR212990	ESY8_g60107_DN3_SP0_c0.t1
OG0015290	CARHR103070	ESY8_g59966_DN1_SP0_c0.t1
OG0015291	CARHR143460	ESY12_g52324_DN3_SP2_c0.t1
OG0015292	CARHR143370	ESY15_g65839_DN2_SP0_c0.t1
OG0015293	CARHR143350	ESY12_g52310_DN3_SP2_c0.t1
OG0015294	CARHR143310	ESY12_g52307_DN3_SP0_c0.t1
OG0015295	CARHR143160	ESY12_g52291_DN3_SP3_c0.t1
OG0015296	CARHR143140	ESY12_g52277_DN3_SP0_c0.t1
OG0015297	CARHR143130	ESY12_g52276_DN3_SP4_c0.t1
OG0015298	CARHR143000	ESY12_g52252_DN3_SP4_c0.t1
OG0015299	CARHR142990	ESY12_g52251_DN3_SP0_c9.t1
OG0015300	CARHR142950	ESY12_g52237_DN3_SP3_c0.t1
OG0015301	CARHR213370, CARHR142920	ESY12_g52234_DN3_SP8_c0.t1
OG0015302	CARHR142890	ESY12_g52230_DN3_SP8_c0.t1
OG0015303	CARHR090660	ESY12_g51391_DN3_SP8_c0.t1
OG0015304	CARHR142430	ESY12_g51395_DN3_SP4_c0.t1
OG0015305	CARHR142270	ESY12_g51596_DN3_SP1_c0.t1
OG0015306	CARHR142250	ESY12_g51598_DN3_SP0_c0.t1
OG0015307	CARHR142050	ESY12_g51638_DN3_SP8_c0.t1
OG0015308	CARHR141980	ESY12_g51657_DN3_SP0_c0.t1
OG0015309	CARHR141860	ESY12_g51673_DN3_SP0_c0.t1
OG0015310	CARHR141770	ESY12_g51691_DN3_SP2_c0.t1
OG0015311	CARHR141630	ESY12_g51713_DN1_SP0_c0.t1
OG0015312	CARHR141320	ESY12_g51762_DN3_SP0_c0.t1
OG0015313	CARHR141150	ESY12_g51789_DN3_SP8_c0.t1
OG0015314	CARHR140840	ESY12_g51849_DN3_SP0_c0.t1
OG0015315	CARHR140830	ESY12_g51850_DN3_SP0_c0.t1
OG0015317	CARHR140580	ESY12_g51904_DN3_SP1_c0.t1
OG0015318	CARHR140460	ESY12_g51924_DN3_SP8_c0.t1
OG0015319	CARHR140440	ESY12_g51926_DN3_SP0_c0.t1
OG0015320	CARHR140400	ESY12_g51954_DN3_SP0_c0.t1
OG0015321	CARHR140370	ESY12_g51945_DN3_SP6_c0.t1
OG0015322	CARHR140290	ESY12_g51976_DN1_SP0_c0.t1
OG0015323	CARHR140270	ESY12_g51979_DN3_SP8_c0.t1
OG0015324	CARHR140160	ESY12_g52007_DN3_SP7_c0.t1
OG0015325	CARHR140110	ESY12_g52015_DN3_SP0_c0.t1
OG0015326	CARHR139930	ESY12_g52036_DN3_SP0_c0.t1
OG0015327	CARHR139520	ESY12_g52093_DN3_SP6_c0.t1
OG0015328	CARHR139270	ESY12_g52125_DN3_SP4_c0.t1
OG0015329	CARHR139160	ESY12_g52141_DN3_SP0_c0.t1
OG0015330	CARHR138830	ESY12_g52189_DN3_SP0_c0.t1
OG0015331	CARHR138670	ESY12_g52206_DN3_SP6_c0.t1
OG0015332	CARHR138550	ESY12_g51469_DN3_SP0_c0.t1
OG0015333	CARHR138510	ESY12_g51472_DN3_SP0_c0.t1
OG0015334	CARHR138310	ESY4_g24845_DN3_SP0_c0.t1
OG0015335	CARHR138150	ESY12_g51530_DN3_SP7_c0.t1
OG0015336	CARHR138020	ESY12_g51546_DN3_SP8_c0.t1
OG0015337	CARHR137970	ESY12_g51556_DN2_SP0_c0.t1
OG0015338	CARHR137930	ESY12_g51565_DN3_SP5_c0.t1
OG0015339	CARHR137840	ESY12_g51576_DN3_SP0_c0.t1
OG0015340	CARHR137830	ESY12_g51577_DN3_SP6_c0.t1
OG0015341	CARHR137780	ESY12_g51587_DN3_SP4_c0.t1
OG0015342	CARHR137730	ESY12_g51359_DN3_SP8_c0.t1
OG0015343	CARHR137490	ESY12_g51335_DN3_SP3_c0.t1
OG0015344	CARHR137070	ESY12_g51267_DN3_SP5_c0.t1
OG0015345	CARHR137290	ESY12_g51297_DN2_SP3_c17.t1
OG0015346	CARHR136650	ESY12_g51159_DN3_SP0_c0.t1
OG0015347	CARHR211870	ESY7_g19613_DN3_SP7_c0.t1
OG0015348	CARHR211860	ESY7_g19611_DN3_SP6_c0.t1
OG0015349	CARHR211580, CARHR132710	ESY7_g19579_DN3_SP7_c0.t1
OG0015350	CARHR211540	ESY7_g19574_DN3_SP0_c0.t1
OG0015351	CARHR211400	ESY7_g19554_DN2_SP0_c0.t1
OG0015352	CARHR211360	ESY7_g19545_DN3_SP0_c0.t1
OG0015353	CARHR211320	ESY7_g19538_DN3_SP8_c0.t1
OG0015354	CARHR211180	ESY7_g19525_DN3_SP4_c0.t1
OG0015355	CARHR211120	ESY7_g19516_DN3_SP6_c0.t1
OG0015356	CARHR210730	ESY7_g19462_DN3_SP5_c0.t1
OG0015357	CARHR210640	ESY7_g19447_DN3_SP0_c0.t1
OG0015358	CARHR210260	ESY7_g19398_DN3_SP8_c0.t1
OG0015359	CARHR210240	ESY7_g19384_DN3_SP0_c0.t1
OG0015360	CARHR210220	ESY7_g19382_DN3_SP0_c12.t1
OG0015361	CARHR210060	ESY7_g19356_DN3_SP4_c4.t1
OG0015362	CARHR265950	ESY7_g19331_DN3_SP1_c0.t1
OG0015363	CARHR209920	ESY7_g19317_DN3_SP0_c0.t1
OG0015364	CARHR209870	ESY7_g19305_DN3_SP2_c0.t1
OG0015365	CARHR209640	ESY7_g19241_DN3_SP3_c0.t1
OG0015366	CARHR203490	ESY7_g17925_DN3_SP8_c0.t1
OG0015367	CARHR209600	ESY7_g19237_DN2_SP0_c0.t1
OG0015368	CARHR209460	ESY7_g19217_DN3_SP0_c16.t1
OG0015369	CARHR209400	ESY7_g19213_DN3_SP8_c0.t1, ESY7_g18592_DN2_SP0_c0.t1
OG0015370	CARHR209340	ESY7_g19201_DN3_SP0_c0.t1
OG0015371	CARHR209180	ESY7_g19166_DN2_SP2_c0.t1
OG0015372	CARHR209000	ESY7_g19113_DN3_SP3_c0.t1
OG0015373	CARHR208990	ESY7_g19112_DN3_SP0_c0.t1
OG0015374	CARHR193580	ESY6_g49871_DN3_SP0_c0.t1
OG0015375	CARHR192600	ESY6_g49233_DN3_SP0_c0.t1
OG0015376	CARHR192710	ESY6_g49247_DN3_SP8_c0.t1
OG0015377	CARHR191990	ESY6_g49161_DN2_SP0_c24.t1
OG0015378	CARHR191940	ESY6_g49155_DN3_SP7_c0.t1
OG0015379	CARHR235400	ESY16_g62101_DN3_SP1_c0.t1
OG0015380	CARHR191850	ESY6_g49144_DN3_SP8_c0.t1
OG0015381	CARHR191810	ESY6_g49137_DN3_SP0_c0.t1
OG0015382	CARHR191660	ESY6_g49117_DN3_SP5_c0.t1
OG0015383	CARHR191480	ESY6_g49069_DN3_SP8_c0.t1
OG0015384	CARHR191410	ESY6_g49062_DN3_SP0_c0.t1
OG0015385	CARHR191250	ESY6_g49038_DN3_SP8_c0.t1
OG0015386	CARHR191120	ESY6_g49028_DN3_SP0_c0.t1
OG0015387	CARHR191060	ESY6_g49023_DN3_SP8_c0.t1
OG0015388	CARHR190840	ESY6_g49002_DN3_SP6_c0.t1
OG0015389	CARHR274420	ESY6_g48954_DN3_SP8_c10.t1
OG0015390	CARHR274260	ESY6_g48941_DN3_SP8_c0.t1
OG0015391	CARHR274230	ESY6_g48938_DN3_SP0_c0.t1
OG0015393	CARHR059780	ESY10_g14501_DN3_SP0_c0.t1
OG0015394	CARHR273670	ESY6_g48865_DN3_SP7_c0.t1
OG0015395	CARHR273410	ESY6_g48830_DN3_SP2_c0.t1
OG0015396	CARHR273350	ESY6_g48821_DN3_SP0_c0.t1
OG0015397	CARHR285770	ESY6_g48724_DN3_SP5_c0.t1
OG0015398	CARHR285290	ESY6_g48676_DN3_SP7_c0.t1
OG0015399	CARHR285820	ESY6_g48729_DN3_SP0_c0.t1
OG0015400	CARHR285560	ESY6_g48691_DN3_SP4_c0.t1
OG0015401	CARHR276950	ESY6_g49746_DN3_SP7_c0.t1
OG0015402	CARHR277110	ESY6_g49709_DN3_SP0_c0.t1
OG0015403	CARHR277140	ESY6_g49704_DN2_SP0_c0.t1, ESY6_g49705_DN2_SP0_c0.t1
OG0015404	CARHR277210	ESY6_g49698_DN3_SP1_c0.t1
OG0015405	CARHR277220	ESY6_g49697_DN3_SP6_c13.t1
OG0015406	CARHR277240	ESY6_g49694_DN3_SP3_c0.t1
OG0015407	CARHR277280	ESY6_g49685_DN3_SP8_c0.t1
OG0015408	CARHR277290	ESY6_g49684_DN3_SP8_c0.t1
OG0015409	CARHR277510	ESY6_g49649_DN3_SP5_c0.t1
OG0015410	CARHR277830	ESY6_g49603_DN3_SP0_c0.t1
OG0015411	CARHR277860	ESY6_g49598_DN3_SP0_c0.t1
OG0015412	CARHR133030	ESY9_g45310_DN3_SP1_c0.t1
OG0015413	CARHR278140	ESY11_g54843_DN3_SP4_c0.t1
OG0015415	CARHR278270	ESY6_g50696_DN2_SP0_c0.t1
OG0015416	CARHR278300	ESY6_g50692_DN3_SP0_c0.t1
OG0015417	CARHR278390	ESY6_g50681_DN3_SP0_c0.t1
OG0015418	CARHR278420	ESY6_g50676_DN3_SP8_c14.t1
OG0015419	CARHR278480	ESY6_g50669_DN3_SP1_c0.t1
OG0015420	CARHR278560	ESY6_g50658_DN2_SP5_c0.t1
OG0015421	CARHR278630	ESY6_g50635_DN3_SP0_c0.t1
OG0015422	CARHR278840	ESY6_g50608_DN3_SP0_c0.t1
OG0015423	CARHR278890	ESY6_g50599_DN2_SP0_c0.t1
OG0015424	CARHR279080	ESY6_g50540_DN3_SP4_c0.t1
OG0015425	CARHR279230	ESY6_g50517_DN3_SP6_c0.t1
OG0015426	CARHR279370, CARHR279380	ESY6_g50503_DN3_SP0_c0.t1
OG0015427	CARHR279500	ESY6_g50485_DN3_SP0_c0.t1
OG0015429	CARHR279670	ESY6_g50463_DN3_SP0_c0.t1
OG0015430	CARHR279890	ESY6_g50423_DN3_SP5_c0.t1
OG0015432	CARHR279980	ESY6_g50430_DN3_SP0_c0.t1
OG0015433	CARHR280050	ESY6_g50439_DN3_SP7_c0.t1
OG0015434	CARHR280110	ESY6_g50415_DN3_SP0_c0.t1
OG0015435	CARHR280160	ESY6_g50410_DN3_SP0_c0.t1
OG0015436	CARHR280280	ESY6_g50398_DN2_SP7_c0.t1
OG0015437	CARHR280290	ESY6_g50396_DN3_SP8_c0.t1
OG0015438	CARHR280340	ESY6_g50388_DN3_SP4_c0.t1
OG0015439	CARHR280600	ESY6_g50352_DN3_SP0_c0.t1
OG0015440	CARHR115980	ESY8_g59335_DN1_SP0_c0.t1
OG0015441	CARHR280810	ESY6_g50343_DN3_SP0_c0.t1
OG0015442	CARHR280840	ESY6_g50332_DN3_SP0_c0.t1
OG0015443	CARHR281050	ESY6_g50286_DN2_SP0_c0.t1, ESY9_g43333_DN1_SP0_c0.t1
OG0015444	CARHR281200	ESY6_g50277_DN3_SP7_c0.t1
OG0015445	CARHR281220	ESY6_g50274_DN3_SP2_c0.t1
OG0015446	CARHR034750	ESY6_g50249_DN3_SP2_c0.t1
OG0015447	CARHR281410	ESY6_g50242_DN3_SP3_c0.t1
OG0015448	CARHR281480	ESY6_g50217_DN3_SP8_c0.t1
OG0015449	CARHR281530	ESY6_g50224_DN3_SP0_c0.t1
OG0015450	CARHR281580	ESY6_g50229_DN3_SP0_c7.t1
OG0015451	CARHR281710	ESY6_g50752_DN3_SP2_c0.t1
OG0015452	CARHR281820	ESY6_g50764_DN3_SP6_c0.t1
OG0015453	CARHR248110	ESY20_g13363_DN3_SP0_c0.t1, ESY10_g14475_DN1_SP0_c0.t1
OG0015454	CARHR248920	ESY20_g12989_DN3_SP0_c0.t1
OG0015455	CARHR248610	ESY20_g12952_DN3_SP7_c0.t1
OG0015456	CARHR248420	ESY20_g12932_DN3_SP1_c0.t1
OG0015457	CARHR249060	ESY20_g13018_DN2_SP0_c0.t1
OG0015460	CARHR249300	ESY20_g13045_DN3_SP0_c0.t1
OG0015461	CARHR249400	ESY20_g13063_DN1_SP0_c0.t1
OG0015462	CARHR249970	ESY20_g13131_DN2_SP0_c0.t1
OG0015463	CARHR249790	ESY20_g13157_DN3_SP8_c0.t1
OG0015464	CARHR249690	ESY20_g12915_DN3_SP0_c0.t1
OG0015466	CARHR250790	ESY20_g13265_DN3_SP7_c0.t1
OG0015467	CARHR250900	ESY20_g13282_DN3_SP8_c0.t1
OG0015468	CARHR250920	ESY20_g13284_DN3_SP0_c0.t1
OG0015469	CARHR250940	ESY20_g13285_DN3_SP0_c0.t1
OG0015470	CARHR293790	ESY6_g50569_DN3_SP0_c0.t1
OG0015471	CARHR251280	ESY8_g58344_DN3_SP8_c0.t1
OG0015472	CARHR178990	ESY8_g58210_DN3_SP8_c0.t1
OG0015473	CARHR179080	ESY8_g58197_DN3_SP0_c0.t1
OG0015474	CARHR179110	ESY8_g58193_DN3_SP4_c0.t1
OG0015475	CARHR179120	ESY8_g58183_DN3_SP0_c15.t1
OG0015476	CARHR179260	ESY8_g58155_DN3_SP8_c0.t1
OG0015477	CARHR179450	ESY8_g58134_DN3_SP0_c16.t1
OG0015478	CARHR179500	ESY8_g58127_DN3_SP1_c0.t1
OG0015479	CARHR179610	ESY20_g12660_DN3_SP2_c0.t1
OG0015480	CARHR179680	ESY20_g12661_DN3_SP8_c0.t1
OG0015481	CARHR179700	ESY20_g12663_DN3_SP8_c0.t1
OG0015482	CARHR180180	ESY20_g12870_DN3_SP0_c0.t1
OG0015483	CARHR126040	ESY20_g13332_DN3_SP0_c24.t1
OG0015484	CARHR126860	ESY20_g12746_DN3_SP0_c0.t1
OG0015485	CARHR126480	ESY20_g12698_DN3_SP8_c0.t1
OG0015486	CARHR125890	ESY8_g58348_DN3_SP5_c0.t1
OG0015487	CARHR125850	ESY8_g58356_DN3_SP8_c0.t1
OG0015488	CARHR125820	ESY8_g58358_DN2_SP0_c0.t1
OG0015489	CARHR125650	ESY8_g58394_DN2_SP0_c0.t1
OG0015490	CARHR125090	ESY8_g58462_DN3_SP7_c0.t1
OG0015491	CARHR124960	ESY8_g58486_DN3_SP7_c0.t1
OG0015492	CARHR124940	ESY8_g58490_DN3_SP1_c0.t1
OG0015494	CARHR123640	ESY8_g58665_DN3_SP0_c0.t1
OG0015495	CARHR123490	ESY8_g58686_DN3_SP3_c0.t1
OG0015496	CARHR123210	ESY8_g58721_DN3_SP0_c0.t1
OG0015497	CARHR122350	ESY8_g58827_DN3_SP0_c0.t1
OG0015498	CARHR121950	ESY8_g58866_DN3_SP0_c0.t1
OG0015499	CARHR121770	ESY8_g58895_DN3_SP1_c0.t1
OG0015500	CARHR121650	ESY8_g58901_DN3_SP8_c0.t1
OG0015501	CARHR121580	ESY8_g58906_DN2_SP0_c0.t1
OG0015503	CARHR121080	ESY8_g58959_DN3_SP8_c0.t1
OG0015504	CARHR121000	ESY8_g58967_DN3_SP4_c0.t1
OG0015505	CARHR120970	ESY8_g58969_DN2_SP0_c13.t1
OG0015506	CARHR120860	ESY8_g58975_DN3_SP0_c0.t1
OG0015507	CARHR120810	ESY8_g58980_DN3_SP2_c0.t1
OG0015508	CARHR120540	ESY8_g58997_DN2_SP0_c0.t1
OG0015509	CARHR119390, CARHR152910	ESY8_g59093_DN3_SP0_c0.t1
OG0015510	CARHR119420	ESY8_g59091_DN3_SP2_c0.t1
OG0015511	CARHR119530	ESY8_g59080_DN3_SP0_c0.t1
OG0015512	CARHR119700	ESY8_g59073_DN3_SP1_c0.t1
OG0015513	CARHR119760, CARHR119750	ESY8_g59061_DN2_SP0_c0.t1
OG0015514	CARHR119970	ESY8_g59048_DN3_SP0_c0.t1
OG0015515	CARHR119040	ESY8_g59124_DN3_SP8_c0.t1
OG0015516	CARHR119030	ESY8_g59125_DN2_SP3_c0.t1
OG0015517	CARHR118790	ESY8_g59153_DN3_SP8_c13.t1
OG0015518	CARHR118750	ESY8_g59157_DN2_SP0_c0.t1
OG0015519	CARHR119010	ESY8_g59158_DN3_SP2_c0.t1
OG0015520	CARHR118490	ESY8_g59176_DN3_SP6_c0.t1
OG0015521	CARHR107570	ESY8_g59180_DN3_SP0_c0.t1
OG0015522	CARHR007470	ESY8_g59198_DN3_SP4_c0.t1
OG0015523	CARHR248130	ESY20_g13361_DN3_SP0_c0.t1
OG0015524	CARHR120050	ESY8_g59206_DN3_SP0_c0.t1
OG0015525	CARHR114530	ESY8_g59214_DN3_SP2_c0.t1
OG0015526	CARHR115230	ESY8_g59235_DN3_SP8_c0.t1
OG0015527	CARHR115130	ESY8_g59236_DN3_SP6_c0.t1
OG0015529	CARHR115020	ESY8_g59245_DN3_SP0_c0.t1
OG0015530	CARHR114940	ESY8_g59249_DN3_SP6_c0.t1
OG0015531	CARHR114820	ESY8_g59256_DN3_SP1_c0.t1
OG0015532	CARHR115320	ESY2_g36645_DN3_SP0_c0.t1
OG0015533	CARHR115440	ESY8_g59279_DN3_SP8_c0.t1
OG0015534	CARHR235100	ESY16_g62204_DN3_SP0_c0.t1
OG0015535	CARHR075440	ESY3_g32632_DN3_SP4_c0.t1
OG0015536	CARHR075360	ESY3_g32640_DN3_SP1_c0.t1
OG0015537	CARHR075110	ESY3_g32668_DN3_SP0_c0.t1
OG0015538	CARHR075070	ESY3_g32672_DN3_SP0_c0.t1
OG0015539	CARHR027590	ESY4_g22614_DN3_SP2_c0.t1
OG0015540	CARHR075000	ESY3_g32679_DN2_SP0_c0.t1
OG0015541	CARHR074970	ESY3_g32686_DN3_SP0_c0.t1
OG0015542	CARHR074920	ESY3_g32690_DN2_SP5_c0.t1
OG0015543	CARHR074900	ESY6_g50768_DN3_SP8_c0.t1
