Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0015513	CARHR119760, CARHR119750	CP4_g26128_DN3_SP0_c.t1
OG0015514	CARHR119970	CP4_g26092_DN2_SP0_c.t1
OG0015515	CARHR119040	CP4_g26773_DN3_SP8_c.t1
OG0015516	CARHR119030	CP4_g26748_DN2_SP7_c.t1
OG0015517	CARHR118790	CP24_g47446_DN3_SP8_c.t1
OG0015518	CARHR118750	CP24_g47260_DN3_SP0_c.t1
OG0015519	CARHR119010	CP24_g47229_DN3_SP6_c.t1
OG0015520	CARHR118490	CP24_g46990_DN3_SP6_c.t1
OG0015521	CARHR107570	CP2_g47992_DN3_SP6_c.t1
OG0015522	CARHR007470	CP19_g18205_DN3_SP8_c.t1
OG0015523	CARHR248130	CP8_g54677_DN3_SP6_c.t1
OG0015524	CARHR120050	CP18_g11619_DN3_SP0_c.t1
OG0015525	CARHR114530	CP18_g11840_DN3_SP7_c.t1
OG0015526	CARHR115230	CP18_g12132_DN3_SP8_c.t1
OG0015527	CARHR115130	CP18_g12154_DN3_SP5_c.t1
OG0015528	CARHR115100	CP18_g12166_DN3_SP4_c.t1
OG0015529	CARHR115020	CP18_g12286_DN3_SP1_c.t1
OG0015530	CARHR114940	CP18_g12311_DN3_SP6_c.t1
OG0015531	CARHR114820	CP18_g12510_DN3_SP7_c.t1
OG0015532	CARHR115320	CP18_g12619_DN3_SP0_c.t1
OG0015533	CARHR115440	CP16_g55716_DN3_SP8_c.t1
OG0015534	CARHR235100	CP5_g1269_DN3_SP0_c.t1
OG0015535	CARHR075440	CP10_g42145_DN3_SP7_c.t1
OG0015536	CARHR075360	CP10_g42138_DN3_SP6_c.t1
OG0015537	CARHR075110	CP10_g42114_DN3_SP1_c.t1
OG0015538	CARHR075070	CP10_g42111_DN2_SP0_c.t1
OG0015539	CARHR027590	CP7_g45081_DN3_SP8_c.t1
OG0015540	CARHR075000	CP10_g42105_DN2_SP0_c.t1
OG0015541	CARHR074970	CP10_g42100_DN3_SP0_c.t1
OG0015542	CARHR074920	CP10_g42096_DN3_SP5_c.t1
OG0015543	CARHR074900	CP10_g42095_DN3_SP8_c.t1
OG0015544	CARHR074870	CP10_g42091_DN3_SP8_c.t1
OG0015545	CARHR212330	CP11_g33769_DN2_SP0_c.t1
OG0015546	CARHR082860	CP7_g44843_DN3_SP8_c.t1
OG0015547	CARHR212300	CP11_g33765_DN3_SP5_c.t1
OG0015548	CARHR212270	CP11_g33762_DN3_SP7_c.t1
OG0015549	CARHR212260	CP11_g33761_DN3_SP0_c.t1
OG0015550	CARHR123610	CP10_g42221_DN3_SP0_c.t1
OG0015551	CARHR212240	CP11_g33758_DN2_SP1_c.t1
OG0015552	CARHR212190	CP11_g33752_DN2_SP0_c.t1
OG0015553	CARHR212170	CP11_g33751_DN3_SP0_c.t1
OG0015554	CARHR212160	CP11_g33750_DN3_SP0_c.t1
OG0015555	CARHR234140	CP19_g17983_DN3_SP5_c.t1
OG0015557	CARHR075830	CP10_g42178_DN3_SP6_c.t1
OG0015558	CARHR075880	CP10_g42183_DN3_SP0_c.t1
OG0015559	CARHR076070	CP10_g42204_DN3_SP8_c.t1
OG0015560	CARHR076080	CP10_g42205_DN3_SP1_c.t1
OG0015561	CARHR076100	CP10_g42207_DN2_SP0_c.t1
OG0015562	CARHR076150	CP10_g42212_DN3_SP8_c.t1
OG0015563	CARHR076250	CP10_g42226_DN3_SP8_c.t1
OG0015564	CARHR076260	CP10_g42227_DN3_SP8_c.t1
OG0015565	CARHR076420	CP10_g42240_DN3_SP8_c.t1
OG0015566	CARHR076650	CP10_g42258_DN2_SP0_c.t1
OG0015568	CARHR076710	CP10_g42263_DN3_SP8_c.t1
OG0015569	CARHR076830	CP10_g42274_DN3_SP0_c.t1
OG0015570	CARHR076950	CP10_g42287_DN3_SP1_c.t1
OG0015571	CARHR077020	CP10_g42295_DN3_SP0_c.t1
OG0015572	CARHR077030	CP10_g42296_DN3_SP3_c.t1
OG0015573	CARHR077290	CP10_g42322_DN3_SP7_c.t1
OG0015574	CARHR077530	CP10_g42345_DN3_SP8_c.t1
OG0015575	CARHR077730	CP10_g42360_DN3_SP2_c.t1
OG0015576	CARHR077800	CP10_g42367_DN3_SP0_c.t1
OG0015577	CARHR078000	CP10_g42385_DN3_SP2_c.t1, CP10_g42384_DN3_SP2_c.t1
OG0015578	CARHR078270	CP10_g42413_DN3_SP2_c.t1
OG0015579	CARHR078410	CP10_g42418_DN3_SP8_c.t1
OG0015581	CARHR078990	CP10_g42463_DN3_SP7_c.t1
OG0015582	CARHR079070	CP10_g42469_DN3_SP7_c.t1
OG0015583	CARHR079470	CP10_g42503_DN3_SP7_c.t1
OG0015584	CARHR079610	CP10_g42517_DN3_SP1_c.t1
OG0015585	CARHR079900	CP10_g42541_DN3_SP1_c.t1
OG0015586	CARHR079750	CP10_g42533_DN3_SP3_c.t1
OG0015587	CARHR080070	CP10_g42554_DN3_SP8_c.t1
OG0015588	CARHR080080	CP10_g42555_DN3_SP8_c.t1
OG0015589	CARHR080170	CP10_g42564_DN3_SP5_c.t1
OG0015590	CARHR080230	CP10_g42570_DN3_SP7_c.t1
OG0015591	CARHR170500	CP3_g13373_DN3_SP6_c.t1
OG0015592	CARHR080900	CP10_g42639_DN3_SP2_c.t1
OG0015593	CARHR080960	CP10_g42645_DN3_SP8_c.t1
OG0015594	CARHR081450	CP10_g42690_DN3_SP1_c.t1
OG0015595	CARHR081560	CP10_g42702_DN3_SP4_c.t1
OG0015597	CARHR081620	CP10_g42709_DN3_SP1_c.t1
OG0015598	CARHR081650	CP10_g42713_DN3_SP2_c.t1
OG0015599	CARHR081730	CP10_g42720_DN3_SP8_c.t1
OG0015600	CARHR081750	CP10_g42722_DN3_SP0_c.t1
OG0015601	CARHR081960	CP10_g42739_DN3_SP5_c.t1
OG0015602	CARHR081990	CP10_g42743_DN3_SP0_c.t1
OG0015603	CARHR082130	CP10_g42755_DN2_SP0_c.t1
OG0015604	CARHR082230	CP10_g42765_DN3_SP0_c.t1
OG0015605	CARHR082340	CP10_g42776_DN3_SP1_c.t1
OG0015606	CARHR082380	CP10_g42779_DN3_SP8_c.t1
OG0015607	CARHR082410	CP10_g42782_DN3_SP8_c.t1
OG0015608	CARHR082490	CP10_g42789_DN3_SP8_c.t1
OG0015609	CARHR082580	CP10_g42797_DN3_SP6_c.t1
OG0015610	CARHR082600	CP10_g42798_DN3_SP0_c.t1
OG0015611	CARHR082760	CP10_g42811_DN3_SP8_c.t1
OG0015612	CARHR083310	CP10_g42863_DN3_SP5_c.t1
OG0015613	CARHR083330	CP10_g42866_DN3_SP3_c.t1
OG0015614	CARHR135350	CP4_g24692_DN3_SP6_c.t1
OG0015615	CARHR135330	CP4_g24694_DN3_SP1_c.t1
OG0015616	CARHR135080	CP4_g24711_DN3_SP8_c.t1
OG0015617	CARHR134870	CP4_g24730_DN3_SP0_c.t1
OG0015618	CARHR134830	CP4_g24734_DN3_SP0_c.t1
OG0015619	CARHR134510	CP4_g24759_DN3_SP8_c.t1
OG0015620	CARHR134490	CP4_g24761_DN3_SP5_c.t1
OG0015621	CARHR133940	CP4_g24804_DN3_SP4_c.t1
OG0015622	CARHR134280	CP4_g24780_DN3_SP0_c.t1
OG0015623	CARHR133850	CP4_g24812_DN3_SP8_c.t1
OG0015624	CARHR133800	CP4_g24817_DN3_SP2_c.t1
OG0015625	CARHR133780	CP4_g24820_DN3_SP5_c.t1
OG0015626	CARHR130170	CP4_g25147_DN3_SP8_c.t1
OG0015627	CARHR130580	CP4_g25114_DN3_SP0_c.t1
OG0015628	CARHR287100	CP30_g9991_DN3_SP1_c.t1
OG0015629	CARHR130670	CP4_g25104_DN3_SP0_c.t1, CP4_g25103_DN3_SP0_c.t1
OG0015630	CARHR130890	CP4_g25081_DN3_SP0_c.t1
OG0015631	CARHR131190	CP4_g25062_DN3_SP8_c.t1
OG0015633	CARHR131490	CP4_g25041_DN3_SP8_c.t1
OG0015634	CARHR131610	CP4_g25030_DN2_SP0_c.t1
OG0015635	CARHR131600	CP4_g25031_DN3_SP4_c.t1
OG0015636	CARHR101740	CP12_g30961_DN3_SP3_c.t1
OG0015637	CARHR131710	CP4_g25021_DN3_SP7_c.t1
OG0015638	CARHR132360	CP4_g25017_DN3_SP0_c.t1
OG0015639	CARHR132350	CP4_g25016_DN3_SP1_c.t1
OG0015640	CARHR132250	CP4_g25003_DN3_SP8_c.t1
OG0015641	CARHR132080	CP4_g24981_DN3_SP0_c.t1
OG0015642	CARHR131940	CP4_g24967_DN2_SP8_c.t1
OG0015643	CARHR131920	CP4_g24965_DN3_SP7_c.t1
OG0015644	CARHR133330	CP4_g24859_DN3_SP5_c.t1
OG0015645	CARHR133260	CP4_g24864_DN3_SP1_c.t1
OG0015646	CARHR133230, CARHR035360	CP4_g24869_DN3_SP0_c.t1
OG0015647	CARHR132760	CP4_g24908_DN3_SP0_c.t1
OG0015648	CARHR132730	CP4_g24911_DN3_SP7_c.t1
OG0015649	CARHR132650	CP4_g24918_DN3_SP0_c.t1
OG0015652	CARHR016190	CP7_g46164_DN3_SP0_c.t1
OG0015653	CARHR016230	CP7_g46161_DN3_SP8_c.t1
OG0015654	CARHR016580	CP7_g46127_DN3_SP6_c.t1
OG0015655	CARHR016750	CP7_g46114_DN3_SP8_c.t1
OG0015656	CARHR016920	CP7_g46099_DN3_SP0_c.t1
OG0015657	CARHR017120	CP7_g46082_DN3_SP2_c.t1
OG0015658	CARHR017470	CP7_g46050_DN3_SP8_c.t1
OG0015659	CARHR017610	CP7_g46039_DN3_SP6_c.t1
OG0015660	CARHR017850	CP7_g46020_DN3_SP8_c.t1
OG0015661	CARHR018090	CP7_g45997_DN3_SP0_c.t1
OG0015662	CARHR018080	CP7_g45998_DN3_SP4_c.t1
OG0015663	CARHR018060	CP7_g46000_DN3_SP0_c.t1
OG0015664	CARHR018020	CP7_g46003_DN3_SP4_c.t1
OG0015665	CARHR017970	CP7_g46008_DN3_SP7_c.t1
OG0015666	CARHR018180	CP7_g45989_DN3_SP7_c.t1
OG0015667	CARHR018350	CP7_g45975_DN3_SP8_c.t1
OG0015668	CARHR018820	CP7_g45932_DN2_SP0_c.t1
OG0015669	CARHR018750	CP7_g45938_DN2_SP7_c.t1
OG0015670	CARHR018720	CP7_g45940_DN3_SP8_c.t1
OG0015671	CARHR018620	CP7_g45950_DN3_SP5_c.t1
OG0015672	CARHR066790	CP9_g29007_DN3_SP8_c.t1
OG0015673	CARHR019310	CP7_g45886_DN3_SP6_c.t1
OG0015674	CARHR019460	CP7_g45874_DN3_SP0_c.t1
OG0015675	CARHR019500	CP7_g45868_DN3_SP0_c.t1
OG0015676	CARHR019590	CP7_g45859_DN3_SP1_c.t1
OG0015677	CARHR019680	CP7_g45848_DN3_SP0_c.t1
OG0015678	CARHR019720	CP7_g45844_DN3_SP7_c.t1
OG0015679	CARHR019900	CP7_g45825_DN3_SP0_c.t1
OG0015680	CARHR019930	CP7_g45821_DN3_SP2_c.t1
OG0015681	CARHR019960	CP7_g45818_DN3_SP0_c.t1
OG0015682	CARHR020010	CP7_g45813_DN3_SP8_c.t1
OG0015683	CARHR020610	CP7_g45753_DN3_SP1_c.t1
OG0015684	CARHR021000	CP7_g45712_DN3_SP0_c.t1
OG0015685	CARHR021030	CP7_g45709_DN2_SP3_c.t1
OG0015687	CARHR021300	CP7_g45681_DN2_SP0_c.t1
OG0015688	CARHR021500	CP7_g45665_DN3_SP1_c.t1
OG0015689	CARHR021930	CP7_g45623_DN3_SP0_c.t1
OG0015690	CARHR021990	CP7_g45617_DN3_SP8_c.t1
OG0015691	CARHR022000	CP7_g45616_DN3_SP7_c.t1
OG0015692	CARHR022100	CP7_g45605_DN2_SP0_c.t1
OG0015693	CARHR022150	CP7_g45600_DN3_SP7_c.t1
OG0015694	CARHR022160	CP7_g45598_DN3_SP8_c.t1
OG0015695	CARHR004820	CP1_g36825_DN3_SP0_c.t1
OG0015696	CARHR022490	CP7_g45572_DN3_SP3_c.t1
OG0015697	CARHR022540	CP7_g45567_DN3_SP0_c.t1
OG0015698	CARHR022820	CP7_g45539_DN2_SP1_c.t1
OG0015699	CARHR022980	CP7_g45524_DN2_SP0_c.t1
OG0015700	CARHR023060	CP7_g45516_DN3_SP0_c.t1
OG0015701	CARHR023160	CP7_g45504_DN3_SP8_c.t1
OG0015702	CARHR023310	CP7_g45490_DN3_SP3_c.t1
OG0015703	CARHR023320	CP7_g45489_DN3_SP7_c.t1
OG0015704	CARHR023380	CP7_g45483_DN3_SP0_c.t1
OG0015705	CARHR023480	CP7_g45475_DN3_SP6_c.t1
OG0015706	CARHR023620	CP7_g45465_DN3_SP7_c.t1
OG0015707	CARHR023830	CP7_g45443_DN3_SP0_c.t1
OG0015708	CARHR024260	CP7_g45399_DN3_SP8_c.t1
OG0015709	CARHR024340	CP7_g45387_DN3_SP7_c.t1
OG0015710	CARHR024420	CP7_g45379_DN3_SP0_c.t1
OG0015711	CARHR006730	CP1_g36989_DN3_SP6_c.t1
OG0015712	CARHR025200	CP7_g45311_DN3_SP0_c.t1
OG0015713	CARHR025320	CP7_g45300_DN3_SP0_c.t1
OG0015714	CARHR025500	CP7_g45284_DN3_SP2_c.t1
OG0015715	CARHR061950	CP9_g28494_DN3_SP1_c.t1
OG0015716	CARHR025690	CP7_g45267_DN2_SP0_c.t1
OG0015717	CARHR061600	CP9_g28466_DN3_SP3_c.t1
OG0015718	CARHR025840	CP7_g45252_DN3_SP5_c.t1
OG0015719	CARHR025960	CP7_g45238_DN3_SP8_c.t1
OG0015720	CARHR026070	CP7_g45229_DN3_SP6_c.t1
OG0015721	CARHR026420	CP7_g45198_DN3_SP8_c.t1
OG0015722	CARHR026680	CP7_g45174_DN3_SP0_c.t1
OG0015723	CARHR026710	CP7_g45171_DN3_SP0_c.t1
OG0015724	CARHR020520	CP7_g45761_DN3_SP3_c.t1
OG0015725	CARHR036160	CP1_g38673_DN3_SP5_c.t1
OG0015726	CARHR036150	CP1_g38676_DN3_SP3_c.t1
OG0015727	CARHR027060	CP7_g45133_DN3_SP2_c.t1
OG0015728	CARHR231630	CP19_g18230_DN2_SP0_c.t1
OG0015729	CARHR231700	CP19_g18223_DN3_SP3_c.t1
OG0015730	CARHR231780	CP19_g18214_DN3_SP0_c.t1
OG0015731	CARHR231870, CARHR218950	CP19_g18204_DN3_SP4_c.t1
OG0015732	CARHR231930	CP19_g18196_DN3_SP7_c.t1
OG0015733	CARHR232000	CP19_g18189_DN3_SP8_c.t1
OG0015734	CARHR115890	CP16_g55380_DN3_SP8_c.t1
OG0015735	CARHR232090	CP19_g18180_DN3_SP7_c.t1
OG0015736	CARHR232120	CP19_g18176_DN3_SP6_c.t1
OG0015737	CARHR232190	CP19_g18169_DN3_SP8_c.t1
OG0015738	CARHR232210	CP19_g18168_DN3_SP0_c.t1
OG0015739	CARHR232330	CP19_g18156_DN2_SP8_c.t1
OG0015740	CARHR232460	CP19_g18142_DN3_SP0_c.t1
OG0015741	CARHR232510	CP19_g18136_DN3_SP4_c.t1
OG0015742	CARHR232690	CP19_g18118_DN3_SP2_c.t1
OG0015743	CARHR232780	CP19_g18108_DN3_SP2_c.t1
OG0015744	CARHR232960	CP19_g18090_DN3_SP3_c.t1
OG0015745	CARHR232880	CP19_g18098_DN3_SP8_c.t1
OG0015746	CARHR232860	CP19_g18100_DN3_SP6_c.t1
OG0015747	CARHR264790	CP8_g53127_DN3_SP8_c.t1
OG0015748	CARHR008340	CP1_g37126_DN3_SP5_c.t1
OG0015749	CARHR235510	CP5_g1223_DN3_SP5_c.t1
OG0015750	CARHR235430	CP5_g1231_DN3_SP8_c.t1
OG0015751	CARHR116270	CP16_g55278_DN3_SP3_c.t1
OG0015752	CARHR294560	CP16_g55177_DN3_SP7_c.t1
OG0015753	CARHR116800	CP16_g55188_DN3_SP5_c.t1
OG0015754	CARHR117360	CP16_g55136_DN3_SP0_c.t1
OG0015755	CARHR184860	CP16_g55035_DN3_SP8_c.t1
OG0015757	CARHR293100	CP16_g55000_DN3_SP8_c.t1
OG0015758	CARHR293010	CP16_g54993_DN3_SP4_c.t1
OG0015759	CARHR292960	CP16_g54985_DN3_SP8_c.t1
OG0015760	CARHR235530	CP5_g1220_DN3_SP5_c.t1
OG0015761	CARHR114450	CP16_g54947_DN3_SP7_c.t1
OG0015762	CARHR114150	CP16_g54918_DN3_SP6_c.t1
OG0015764	CARHR164290	CP3_g13921_DN3_SP1_c.t1
OG0015765	CARHR113630	CP16_g54875_DN3_SP8_c.t1
OG0015766	CARHR113210	CP16_g54837_DN2_SP0_c.t1
OG0015767	CARHR113060, CARHR113050	CP16_g54825_DN3_SP6_c.t1
OG0015768	CARHR113040	CP16_g54824_DN3_SP8_c.t1
OG0015769	CARHR112700	CP16_g54800_DN3_SP6_c.t1
OG0015770	CARHR112610	CP16_g54791_DN3_SP8_c.t1
OG0015771	CARHR112450	CP16_g54781_DN3_SP8_c.t1
OG0015772	CARHR111970	CP16_g54739_DN3_SP1_c.t1
OG0015773	CARHR111880	CP10_g43804_DN3_SP3_c.t1
OG0015774	CARHR111860	CP16_g54728_DN3_SP0_c.t1
OG0015775	CARHR115960	CP16_g54719_DN3_SP7_c.t1
OG0015776	CARHR015000	CP1_g37760_DN3_SP8_c.t1
OG0015777	CARHR014830	CP1_g37744_DN3_SP8_c.t1
OG0015778	CARHR014730	CP1_g37735_DN3_SP8_c.t1
OG0015779	CARHR014720	CP1_g37734_DN3_SP6_c.t1
OG0015780	CARHR014700	CP1_g37732_DN3_SP0_c.t1
OG0015781	CARHR014620	CP1_g37723_DN3_SP6_c.t1
OG0015782	CARHR014400	CP1_g37705_DN3_SP8_c.t1
OG0015783	CARHR014360	CP1_g37701_DN3_SP2_c.t1
OG0015784	CARHR014210	CP1_g37686_DN3_SP7_c.t1
OG0015785	CARHR014260	CP1_g37691_DN3_SP8_c.t1
OG0015786	CARHR014070	CP1_g37671_DN3_SP0_c.t1
OG0015787	CARHR013890	CP1_g37654_DN3_SP8_c.t1
OG0015788	CARHR013600	CP1_g37625_DN3_SP0_c.t1
OG0015789	CARHR013770	CP1_g37642_DN3_SP1_c.t1
OG0015790	CARHR013540	CP1_g37620_DN3_SP8_c.t1
OG0015791	CARHR013310	CP1_g37598_DN3_SP0_c.t1
OG0015792	CARHR012940	CP1_g37566_DN3_SP1_c.t1
OG0015793	CARHR012850	CP1_g37559_DN3_SP8_c.t1
OG0015794	CARHR012780	CP1_g37549_DN3_SP5_c.t1
OG0015795	CARHR012720	CP1_g37544_DN3_SP8_c.t1
OG0015796	CARHR012660	CP1_g37539_DN3_SP7_c.t1
OG0015797	CARHR012550	CP1_g37526_DN3_SP1_c.t1
OG0015798	CARHR012560	CP1_g37527_DN3_SP7_c.t1
OG0015799	CARHR012410	CP1_g37513_DN3_SP8_c.t1
OG0015800	CARHR012080	CP1_g37476_DN3_SP0_c.t1
OG0015801	CARHR011970	CP1_g37463_DN3_SP8_c.t1
OG0015802	CARHR011830	CP1_g37451_DN3_SP8_c.t1
OG0015803	CARHR050560	CP2_g49096_DN3_SP8_c.t1
OG0015804	CARHR011620	CP1_g37432_DN3_SP4_c.t1
OG0015805	CARHR011430	CP1_g37416_DN3_SP3_c.t1
OG0015806	CARHR011100	CP1_g37387_DN3_SP5_c.t1
OG0015807	CARHR011050	CP1_g37382_DN3_SP8_c.t1
OG0015808	CARHR011020	CP1_g37379_DN2_SP0_c.t1
OG0015809	CARHR010880	CP1_g37369_DN3_SP8_c.t1
OG0015810	CARHR010710	CP1_g37346_DN3_SP6_c.t1
OG0015811	CARHR010680	CP1_g37344_DN3_SP2_c.t1
OG0015812	CARHR010520	CP1_g37327_DN3_SP8_c.t1
OG0015814	CARHR009800	CP1_g37264_DN3_SP0_c.t1
OG0015815	CARHR009820	CP1_g37266_DN3_SP1_c.t1
OG0015816	CARHR009870	CP1_g37270_DN3_SP8_c.t1
OG0015817	CARHR009960	CP12_g31271_DN2_SP0_c.t1
OG0015818	CARHR010160	CP1_g37291_DN3_SP3_c.t1
OG0015820	CARHR009420	CP1_g37226_DN3_SP1_c.t1
OG0015821	CARHR009410	CP1_g37225_DN3_SP8_c.t1
OG0015822	CARHR009270	CP1_g37209_DN3_SP8_c.t1
OG0015823	CARHR009230	CP1_g37204_DN2_SP0_c.t1
OG0015824	CARHR009200	CP1_g37203_DN3_SP0_c.t1
OG0015825	CARHR009090	CP1_g37193_DN3_SP8_c.t1
OG0015826	CARHR008930	CP1_g37182_DN3_SP0_c.t1
OG0015827	CARHR008690	CP1_g37159_DN3_SP0_c.t1
OG0015828	CARHR008490	CP1_g37140_DN3_SP0_c.t1
OG0015829	CARHR008600	CP1_g37150_DN3_SP0_c.t1
OG0015830	CARHR007930	CP1_g37092_DN3_SP7_c.t1
OG0015831	CARHR007490	CP1_g37060_DN3_SP8_c.t1
OG0015832	CARHR007520	CP1_g37058_DN3_SP0_c.t1
OG0015833	CARHR153580	CP2_g48838_DN3_SP0_c.t1
OG0015834	CARHR007300	CP1_g37034_DN2_SP0_c.t1
OG0015836	CARHR006750	CP1_g36991_DN3_SP0_c.t1
OG0015837	CARHR006680	CP1_g36985_DN3_SP1_c.t1
OG0015838	CARHR006640	CP1_g36982_DN3_SP2_c.t1
OG0015839	CARHR006160	CP1_g36941_DN3_SP6_c.t1
OG0015840	CARHR006530	CP1_g36972_DN3_SP4_c.t1
OG0015841	CARHR006510	CP1_g36970_DN3_SP8_c.t1
OG0015842	CARHR006390	CP1_g36956_DN1_SP0_c.t1
OG0015843	CARHR006370	CP1_g36951_DN3_SP8_c.t1
OG0015844	CARHR006140	CP1_g36938_DN3_SP4_c.t1
OG0015845	CARHR006130	CP1_g36937_DN3_SP0_c.t1
OG0015846	CARHR006110	CP1_g36935_DN1_SP0_c.t1
OG0015847	CARHR006060	CP1_g36930_DN3_SP0_c.t1
OG0015848	CARHR005480	CP1_g36887_DN3_SP0_c.t1
OG0015849	CARHR005370	CP1_g36878_DN3_SP8_c.t1
OG0015850	CARHR183670	CP2_g48786_DN3_SP2_c.t1
OG0015851	CARHR005380	CP1_g36877_DN1_SP0_c.t1
OG0015852	CARHR005350	CP1_g36875_DN3_SP2_c.t1
OG0015853	CARHR004930	CP1_g36835_DN3_SP0_c.t1
OG0015854	CARHR004890	CP1_g36830_DN3_SP0_c.t1
OG0015856	CARHR004560	CP1_g36564_DN3_SP0_c.t1
OG0015857	CARHR004500	CP1_g36569_DN3_SP7_c.t1
OG0015858	CARHR004410	CP1_g36575_DN3_SP2_c.t1
OG0015859	CARHR004380	CP1_g36578_DN3_SP4_c.t1
OG0015860	CARHR004370	CP1_g36580_DN3_SP2_c.t1
OG0015861	CARHR004280	CP1_g36589_DN3_SP0_c.t1
OG0015863	CARHR290280	CP6_g7299_DN3_SP1_c.t1
OG0015864	CARHR003370	CP1_g36674_DN3_SP0_c.t1
OG0015865	CARHR003340	CP1_g36677_DN3_SP1_c.t1
OG0015866	CARHR003330	CP1_g36678_DN3_SP2_c.t1
OG0015867	CARHR002920	CP1_g36717_DN3_SP0_c.t1
OG0015868	CARHR003160	CP1_g36694_DN3_SP0_c.t1
OG0015869	CARHR002780	CP1_g36728_DN3_SP8_c.t1
OG0015870	CARHR002770	CP1_g36731_DN3_SP0_c.t1
OG0015871	CARHR002760	CP1_g36732_DN3_SP1_c.t1
OG0015872	CARHR002550	CP1_g36743_DN3_SP6_c.t1
OG0015873	CARHR002440	CP1_g36758_DN3_SP8_c.t1
OG0015874	CARHR002140	CP1_g36789_DN3_SP0_c.t1
OG0015875	CARHR002000	CP1_g36799_DN3_SP3_c.t1
OG0015876	CARHR001930	CP10_g42646_DN3_SP0_c.t1, CP1_g36806_DN3_SP8_c.t1
OG0015877	CARHR001710	CP1_g36542_DN3_SP2_c.t1
OG0015878	CARHR001800	CP1_g36813_DN3_SP8_c.t1
OG0015879	CARHR001640	CP1_g36534_DN3_SP7_c.t1
OG0015880	CARHR001620	CP1_g36532_DN3_SP4_c.t1
OG0015881	CARHR001190	CP1_g36489_DN3_SP7_c.t1
OG0015883	CARHR000620	CP1_g36442_DN3_SP8_c.t1
OG0015884	CARHR000550	CP1_g36438_DN3_SP7_c.t1
OG0015885	CARHR000470	CP1_g36430_DN3_SP0_c.t1
OG0015886	CARHR000460	CP1_g36429_DN3_SP1_c.t1
OG0015887	CARHR000450	CP1_g36427_DN3_SP8_c.t1
OG0015888	CARHR000410	CP1_g36423_DN2_SP8_c.t1
OG0015889	CARHR000380	CP1_g36420_DN3_SP1_c.t1
OG0015891	CARHR000280	CP1_g36412_DN1_SP0_c.t1
OG0015892	CARHR000210	CP1_g36404_DN3_SP2_c.t1
OG0015893	CARHR000150	CP10_g43515_DN3_SP8_c.t1
OG0015894	CARHR199540	CP11_g32580_DN3_SP0_c.t1
OG0015895	CARHR198760	CP11_g32511_DN3_SP8_c.t1
OG0015896	CARHR198900	CP11_g32526_DN1_SP1_c.t1
OG0015897	CARHR199120	CP11_g32546_DN3_SP8_c.t1
OG0015898	CARHR199200	CP11_g32553_DN3_SP5_c.t1
OG0015899	CARHR199280	CP11_g32560_DN3_SP4_c.t1
OG0015900	CARHR198660	CP11_g32501_DN3_SP6_c.t1
OG0015901	CARHR198570	CP11_g32493_DN3_SP7_c.t1
OG0015902	CARHR198540	CP11_g32489_DN2_SP0_c.t1
OG0015903	CARHR197800	CP11_g32420_DN3_SP1_c.t1
OG0015904	CARHR197880	CP11_g32427_DN3_SP8_c.t1
OG0015905	CARHR197960	CP11_g32434_DN3_SP8_c.t1
OG0015906	CARHR198030	CP11_g32441_DN2_SP0_c.t1
OG0015907	CARHR198140	CP11_g32452_DN3_SP8_c.t1
OG0015909	CARHR197050	CP11_g32346_DN3_SP2_c.t1
OG0015910	CARHR076540	CP10_g42248_DN3_SP8_c.t1
OG0015911	CARHR197160	CP11_g32358_DN3_SP8_c.t1
OG0015912	CARHR196720	CP11_g32319_DN3_SP0_c.t1
OG0015913	CARHR196570	CP11_g32307_DN3_SP1_c.t1
OG0015914	CARHR196350	CP11_g32284_DN3_SP8_c.t1
OG0015915	CARHR196290	CP11_g32275_DN3_SP8_c.t1
OG0015916	CARHR196240	CP11_g32271_DN3_SP0_c.t1
OG0015917	CARHR195970	CP11_g32251_DN3_SP1_c.t1
OG0015918	CARHR195830	CP11_g32234_DN3_SP8_c.t1
OG0015919	CARHR195850	CP11_g32236_DN1_SP0_c.t1
OG0015920	CARHR195750	CP11_g32225_DN3_SP0_c.t1
OG0015921	CARHR195610	CP11_g32214_DN3_SP6_c.t1
OG0015922	CARHR195540	CP11_g32207_DN3_SP8_c.t1
OG0015923	CARHR195520	CP11_g32205_DN3_SP3_c.t1
OG0015924	CARHR195170	CP11_g32180_DN3_SP1_c.t1
OG0015925	CARHR195090	CP11_g32176_DN3_SP0_c.t1
OG0015926	CARHR194850	CP8_g54513_DN3_SP7_c.t1
OG0015927	CARHR194840	CP8_g54512_DN3_SP8_c.t1
OG0015928	CARHR194640	CP8_g54501_DN3_SP0_c.t1
OG0015929	CARHR194610	CP8_g54499_DN3_SP8_c.t1
OG0015930	CARHR008520	CP1_g37143_DN3_SP0_c.t1
OG0015931	CARHR194360	CP8_g54473_DN3_SP0_c.t1
OG0015932	CARHR194240	CP8_g54467_DN3_SP0_c.t1
OG0015933	CARHR194230	CP8_g54466_DN3_SP6_c.t1
OG0015934	CARHR194150	CP8_g54456_DN3_SP8_c.t1
OG0015935	CARHR193790	CP8_g54418_DN3_SP3_c.t1
OG0015936	CARHR187130	CP2_g48520_DN3_SP8_c.t1
OG0015937	CARHR186840	CP2_g48549_DN3_SP0_c.t1
OG0015940	CARHR186230	CP2_g48585_DN3_SP2_c.t1
