Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0015541	CARHR074970	Ag001G100990
OG0015542	CARHR074920	Ag001G101030
OG0015543	CARHR074900	Ag001G101040
OG0015544	CARHR074870	Ag001G101070
OG0015545	CARHR212330	Ag006G490710
OG0015546	CARHR082860	Ag006G490750
OG0015547	CARHR212300	Ag006G490780
OG0015548	CARHR212270	Ag006G490850
OG0015549	CARHR212260	Ag006G490860
OG0015550	CARHR123610	Ag006G490880
OG0015551	CARHR212240	Ag006G490890
OG0015552	CARHR212190	Ag006G491100
OG0015553	CARHR212170	Ag006G491000
OG0015554	CARHR212160	Ag006G490990
OG0015555	CARHR234140	Ag004G399480
OG0015556	CARHR234410	Ag003G250810
OG0015557	CARHR075830	Ag005G490380
OG0015558	CARHR075880	Ag005G490310
OG0015559	CARHR076070	Ag005G489990
OG0015560	CARHR076080	Ag005G489980
OG0015561	CARHR076100	Ag005G489960
OG0015562	CARHR076150	Ag005G489910
OG0015563	CARHR076250	Ag005G489780
OG0015564	CARHR076260	Ag005G489760
OG0015565	CARHR076420	Ag005G489370
OG0015566	CARHR076650	Ag005G489030
OG0015567	CARHR076690	Ag005G488980, Ag005G488850
OG0015568	CARHR076710	Ag005G488720
OG0015569	CARHR076830	Ag005G488550
OG0015570	CARHR076950	Ag005G488380
OG0015571	CARHR077020	Ag005G488230
OG0015572	CARHR077030	Ag005G488210
OG0015573	CARHR077290	Ag005G487890
OG0015574	CARHR077530	Ag005G487320
OG0015575	CARHR077730	Ag005G486950
OG0015576	CARHR077800	Ag005G486830
OG0015577	CARHR078000	Ag005G486430
OG0015578	CARHR078270	Ag005G486010
OG0015579	CARHR078410	Ag005G485840
OG0015580	CARHR078530	Ag005G485680
OG0015581	CARHR078990	Ag005G484970
OG0015582	CARHR079070	Ag005G484890
OG0015583	CARHR079470	Ag005G484330
OG0015584	CARHR079610	Ag005G484110
OG0015585	CARHR079900	Ag005G483490
OG0015586	CARHR079750	Ag005G483890
OG0015587	CARHR080070	Ag005G483270
OG0015588	CARHR080080	Ag005G483260
OG0015589	CARHR080170	Ag005G483020
OG0015590	CARHR080230	Ag005G482930
OG0015591	CARHR170500	Ag001G092400
OG0015592	CARHR080900	Ag005G481570
OG0015593	CARHR080960	Ag005G481480
OG0015594	CARHR081450	Ag005G480760
OG0015595	CARHR081560	Ag005G480630
OG0015596	CARHR087200	Ag005G470820
OG0015597	CARHR081620	Ag005G480540
OG0015598	CARHR081650	Ag005G480510
OG0015599	CARHR081730	Ag005G480400
OG0015600	CARHR081750	Ag005G480380
OG0015601	CARHR081960	Ag005G480200
OG0015602	CARHR081990	Ag005G480160
OG0015603	CARHR082130	Ag005G479610
OG0015604	CARHR082230	Ag005G479510
OG0015605	CARHR082340	Ag005G479390
OG0015606	CARHR082380	Ag005G479360
OG0015607	CARHR082410	Ag005G479330
OG0015608	CARHR082490	Ag005G479240
OG0015609	CARHR082580	Ag005G479150
OG0015610	CARHR082600	Ag005G479140
OG0015611	CARHR082760	Ag005G478970
OG0015612	CARHR083310	Ag005G478260
OG0015613	CARHR083330	Ag005G478230
OG0015614	CARHR135350	Ag002G186000
OG0015615	CARHR135330	Ag002G185880
OG0015616	CARHR135080	Ag002G185070
OG0015617	CARHR134870	Ag002G184140
OG0015618	CARHR134830	Ag002G184100
OG0015619	CARHR134510	Ag002G182430
OG0015620	CARHR134490	Ag002G182350
OG0015621	CARHR133940	Ag002G180250
OG0015622	CARHR134280	Ag002G181450
OG0015623	CARHR133850	Ag002G180060
OG0015624	CARHR133800	Ag002G179670
OG0015625	CARHR133780	Ag002G179420
OG0015626	CARHR130170	Ag002G164970
OG0015627	CARHR130580	Ag002G166640
OG0015628	CARHR287100	Ag002G178460
OG0015629	CARHR130670	Ag002G166940
OG0015630	CARHR130890	Ag002G108160, Ag002G167840
OG0015631	CARHR131190	Ag002G168430
OG0015632	CARHR131450	Ag002G170120, Ag002G170340
OG0015633	CARHR131490	Ag002G170490
OG0015634	CARHR131610	Ag002G171000
OG0015635	CARHR131600	Ag002G170910
OG0015636	CARHR101740	Ag005G426870
OG0015637	CARHR131710	Ag002G171270
OG0015638	CARHR132360	Ag002G171360
OG0015639	CARHR132350	Ag002G171510
OG0015640	CARHR132250	Ag002G171770
OG0015641	CARHR132080	Ag002G172580
OG0015642	CARHR131940	Ag002G173060
OG0015643	CARHR131920	Ag002G173170
OG0015644	CARHR133330	Ag002G177750
OG0015645	CARHR133260	Ag002G177430
OG0015646	CARHR133230, CARHR035360	Ag002G177070
OG0015647	CARHR132760	Ag002G175470
OG0015648	CARHR132730	Ag002G175440
OG0015649	CARHR132650	Ag002G175150
OG0015651	CARHR130030	Ag002G164710
OG0015652	CARHR016190	Ag004G323570
OG0015653	CARHR016230	Ag004G323610
OG0015654	CARHR016580	Ag004G324510
OG0015655	CARHR016750	Ag004G324820
OG0015656	CARHR016920	Ag004G325010
OG0015657	CARHR017120	Ag004G325360
OG0015658	CARHR017470	Ag004G326060
OG0015659	CARHR017610	Ag004G326260
OG0015660	CARHR017850	Ag004G326860
OG0015661	CARHR018090	Ag004G327520
OG0015662	CARHR018080	Ag004G327510
OG0015663	CARHR018060	Ag004G327490
OG0015664	CARHR018020	Ag004G327450
OG0015665	CARHR017970	Ag004G327340
OG0015666	CARHR018180	Ag004G327620
OG0015667	CARHR018350	Ag004G328170
OG0015668	CARHR018820	Ag004G329640
OG0015669	CARHR018750	Ag004G329430
OG0015670	CARHR018720	Ag004G329390
OG0015671	CARHR018620	Ag004G329230
OG0015672	CARHR066790	Ag003G234570
OG0015673	CARHR019310	Ag004G330420
OG0015674	CARHR019460	Ag004G330980
OG0015675	CARHR019500	Ag005G452300
OG0015676	CARHR019590	Ag004G331530
OG0015677	CARHR019680	Ag004G331670
OG0015678	CARHR019720	Ag004G331780
OG0015679	CARHR019900	Ag004G332010
OG0015680	CARHR019930	Ag004G332060
OG0015681	CARHR019960	Ag004G332090
OG0015682	CARHR020010	Ag004G332150
OG0015683	CARHR020610	Ag004G333630
OG0015684	CARHR021000	Ag004G334480
OG0015685	CARHR021030	Ag004G334510
OG0015686	CARHR021110	Ag004G334660
OG0015687	CARHR021300	Ag004G335310
OG0015688	CARHR021500	Ag004G335980
OG0015689	CARHR021930	Ag004G337410
OG0015690	CARHR021990	Ag004G337470
OG0015691	CARHR022000	Ag004G337480
OG0015692	CARHR022100	Ag004G337780
OG0015693	CARHR022150	Ag004G337890
OG0015694	CARHR022160	Ag004G337910
OG0015695	CARHR004820	Ag004G303920
OG0015696	CARHR022490	Ag004G338600
OG0015697	CARHR022540	Ag004G338690
OG0015698	CARHR022820	Ag004G339600
OG0015699	CARHR022980	Ag004G339870
OG0015700	CARHR023060	Ag004G340220
OG0015701	CARHR023160	Ag004G340620
OG0015702	CARHR023310	Ag004G340980
OG0015703	CARHR023320	Ag008G715760, Ag004G341010
OG0015704	CARHR023380	Ag004G341110
OG0015705	CARHR023480	Ag004G344060
OG0015706	CARHR023620	Ag003G241400
OG0015708	CARHR024260	Ag003G242610
OG0015709	CARHR024340	Ag003G242820
OG0015710	CARHR024420	Ag003G243010
OG0015711	CARHR006730	Ag004G306200
OG0015712	CARHR025200	Ag003G244690
OG0015713	CARHR025320	Ag003G245000
OG0015714	CARHR025500	Ag003G245290
OG0015715	CARHR061950	Ag003G275980
OG0015717	CARHR061600	Ag004G351210
OG0015718	CARHR025840	Ag003G247770
OG0015719	CARHR025960	Ag003G247300
OG0015720	CARHR026070	Ag001G092700
OG0015721	CARHR026420	Ag003G246530
OG0015722	CARHR026680	Ag003G211880
OG0015723	CARHR026710	Ag001G055130
OG0015724	CARHR020520	Ag004G333450
OG0015725	CARHR036160	Ag004G343360
OG0015726	CARHR036150	Ag008G723300
OG0015727	CARHR027060	Ag006G528740
OG0015728	CARHR231630	Ag007G590870
OG0015729	CARHR231700	Ag005G478250
OG0015730	CARHR231780	Ag004G306890
OG0015731	CARHR231870, CARHR218950	Ag001G031200, Ag001G029920
OG0015732	CARHR231930	Ag007G580440
OG0015733	CARHR232000	Ag007G647880
OG0015734	CARHR115890	Ag006G525180
OG0015735	CARHR232090	Ag007G598360
OG0015736	CARHR232120	Ag007G598400
OG0015737	CARHR232190	Ag007G598420
OG0015738	CARHR232210	Ag002G177950
OG0015739	CARHR232330	Ag008G662330
OG0015740	CARHR232460	Ag007G598740
OG0015741	CARHR232510	Ag007G598830
OG0015742	CARHR232690	Ag007G586180
OG0015743	CARHR232780	Ag007G586060
OG0015744	CARHR232960	Ag007G585630
OG0015745	CARHR232880	Ag007G585920
OG0015746	CARHR232860	Ag007G585940
OG0015747	CARHR264790	Ag001G095490
OG0015748	CARHR008340	Ag004G308570
OG0015749	CARHR235510	Ag003G252690
OG0015750	CARHR235430	Ag003G252530
OG0015751	CARHR116270	Ag006G524980
OG0015752	CARHR294560	Ag003G231850
OG0015753	CARHR116800	Ag006G526360
OG0015754	CARHR117360	Ag001G010560
OG0015755	CARHR184860	Ag006G524260
OG0015757	CARHR293100	Ag006G524010
OG0015758	CARHR293010	Ag006G523960
OG0015759	CARHR292960	Ag006G523850
OG0015760	CARHR235530	Ag003G252730
OG0015761	CARHR114450	Ag006G523740
OG0015762	CARHR114150	Ag006G523600
OG0015763	CARHR113760	Ag006G523170
OG0015764	CARHR164290	Ag001G075140
OG0015765	CARHR113630	Ag006G522960
OG0015766	CARHR113210	Ag006G522280
OG0015767	CARHR113060, CARHR113050	Ag006G522180
OG0015768	CARHR113040	Ag006G522170
OG0015769	CARHR112700	Ag006G521680
OG0015770	CARHR112610	Ag006G521590
OG0015771	CARHR112450	Ag006G521450
OG0015772	CARHR111970	Ag006G517950, Ag006G517970
OG0015773	CARHR111880	Ag006G518190
OG0015774	CARHR111860	Ag006G518220
OG0015776	CARHR015000	Ag004G320920
OG0015777	CARHR014830	Ag004G320590
OG0015778	CARHR014730	Ag004G320100
OG0015779	CARHR014720	Ag004G320090
OG0015780	CARHR014700	Ag004G320060
OG0015781	CARHR014620	Ag004G319860
OG0015782	CARHR014400	Ag004G319420
OG0015783	CARHR014360	Ag004G319460
OG0015784	CARHR014210	Ag004G319110
OG0015785	CARHR014260	Ag004G319170
OG0015786	CARHR014070	Ag004G318610
OG0015787	CARHR013890	Ag004G318340
OG0015788	CARHR013600	Ag004G317730
OG0015790	CARHR013540	Ag004G317490
OG0015791	CARHR013310	Ag004G317080
OG0015792	CARHR012940	Ag004G316250
OG0015793	CARHR012850	Ag004G316150
OG0015794	CARHR012780	Ag004G315950
OG0015795	CARHR012720	Ag004G315800
OG0015796	CARHR012660	Ag004G315730
OG0015797	CARHR012550	Ag004G315450
OG0015798	CARHR012560	Ag004G315460
OG0015799	CARHR012410	Ag004G315220
OG0015800	CARHR012080	Ag004G314640
OG0015801	CARHR011970	Ag004G314440
OG0015802	CARHR011830	Ag004G314060
OG0015803	CARHR050560	Ag004G377320
OG0015804	CARHR011620	Ag004G313680
OG0015805	CARHR011430	Ag004G313320
OG0015806	CARHR011100	Ag004G312830
OG0015807	CARHR011050	Ag004G312720
OG0015808	CARHR011020	Ag004G312640
OG0015809	CARHR010880	Ag004G312440
OG0015810	CARHR010710	Ag004G312130
OG0015811	CARHR010680	Ag004G312100
OG0015812	CARHR010520	Ag004G311820
OG0015813	CARHR010360	Ag004G311500
OG0015814	CARHR009800	Ag004G310670
OG0015815	CARHR009820	Ag004G310710
OG0015816	CARHR009870	Ag004G310770
OG0015818	CARHR010160	Ag004G311100
OG0015819	CARHR009650	Ag004G310500
OG0015820	CARHR009420	Ag004G310140
OG0015821	CARHR009410	Ag004G310130
OG0015822	CARHR009270	Ag004G309850
OG0015823	CARHR009230	Ag004G309650
OG0015824	CARHR009200	Ag004G309620
OG0015825	CARHR009090	Ag004G309370
OG0015826	CARHR008930	Ag004G309230
OG0015827	CARHR008690	Ag004G308950
OG0015828	CARHR008490	Ag004G308720
OG0015829	CARHR008600	Ag004G308820
OG0015830	CARHR007930	Ag004G308030
OG0015831	CARHR007490	Ag004G307430
OG0015832	CARHR007520	Ag004G307460
OG0015833	CARHR153580	Ag005G418150
OG0015834	CARHR007300	Ag004G307160
OG0015835	CARHR007030	Ag004G306800
OG0015836	CARHR006750	Ag004G306250
OG0015837	CARHR006680	Ag004G306130
OG0015838	CARHR006640	Ag004G306100
OG0015839	CARHR006160	Ag004G305670
OG0015840	CARHR006530	Ag004G305980
OG0015841	CARHR006510	Ag004G305960
OG0015842	CARHR006390	Ag004G305810
OG0015843	CARHR006370	Ag004G305780
OG0015844	CARHR006140	Ag004G305640
OG0015845	CARHR006130	Ag004G305630
OG0015846	CARHR006110	Ag004G305610
OG0015847	CARHR006060	Ag004G305570
OG0015848	CARHR005480	Ag004G304980
OG0015849	CARHR005370	Ag004G304860
OG0015850	CARHR183670	Ag007G634830
OG0015851	CARHR005380	Ag004G304850
OG0015852	CARHR005350	Ag004G304830
OG0015853	CARHR004930	Ag004G304080
OG0015854	CARHR004890	Ag004G303980
OG0015855	CARHR004590	Ag004G303510
OG0015856	CARHR004560	Ag004G303490
OG0015857	CARHR004500	Ag004G307780
OG0015858	CARHR004410	Ag004G303250
OG0015859	CARHR004380	Ag004G303220
OG0015860	CARHR004370	Ag004G303210
OG0015861	CARHR004280	Ag004G303090
OG0015862	CARHR003920	Ag004G302630
OG0015863	CARHR290280	Ag006G565530
OG0015864	CARHR003370	Ag004G301990
OG0015865	CARHR003340	Ag004G301960
OG0015866	CARHR003330	Ag004G301950
OG0015867	CARHR002920	Ag004G301160
OG0015868	CARHR003160	Ag004G301620
OG0015869	CARHR002780	Ag004G300830
OG0015870	CARHR002770	Ag004G300740
OG0015871	CARHR002760	Ag004G300730
OG0015872	CARHR002550	Ag004G300600
OG0015873	CARHR002440	Ag004G300260
OG0015874	CARHR002140	Ag004G299850
OG0015875	CARHR002000	Ag004G299720
OG0015876	CARHR001930	Ag004G299610
OG0015877	CARHR001710	Ag004G299310
OG0015878	CARHR001800	Ag004G299470
OG0015879	CARHR001640	Ag004G299230
OG0015880	CARHR001620	Ag004G299210
OG0015881	CARHR001190	Ag004G298540
OG0015882	CARHR001010, CARHR001030	Ag004G298400
OG0015883	CARHR000620	Ag004G297820
OG0015884	CARHR000550	Ag004G297760
OG0015885	CARHR000470	Ag004G297630
OG0015886	CARHR000460	Ag004G297620
OG0015887	CARHR000450	Ag004G297610
OG0015888	CARHR000410	Ag004G297550
OG0015889	CARHR000380	Ag004G297520
OG0015891	CARHR000280	Ag004G297440, Ag004G297430
OG0015892	CARHR000210	Ag004G297370
OG0015893	CARHR000150	Ag004G297300
OG0015894	CARHR199540	Ag007G612940
OG0015895	CARHR198760	Ag007G614440
OG0015896	CARHR198900	Ag007G614040
OG0015897	CARHR199120	Ag007G613510
OG0015898	CARHR199200	Ag007G613330
OG0015899	CARHR199280	Ag007G613260
OG0015900	CARHR198660	Ag007G614700
OG0015901	CARHR198570	Ag007G615580
OG0015902	CARHR198540	Ag007G615850
OG0015903	CARHR197800	Ag007G618940
OG0015904	CARHR197880	Ag007G618610
OG0015905	CARHR197960	Ag007G618150
OG0015906	CARHR198030	Ag007G617970, Ag007G617960
OG0015907	CARHR198140	Ag007G617520, Ag007G617530
OG0015908	CARHR197410	Ag007G620150
OG0015909	CARHR197050	Ag007G621690
OG0015910	CARHR076540	Ag005G489160
OG0015911	CARHR197160	Ag007G621170
OG0015912	CARHR196720	Ag007G622560
OG0015913	CARHR196570	Ag007G623050
OG0015914	CARHR196350	Ag007G623860
OG0015915	CARHR196290	Ag007G624020
OG0015916	CARHR196240	Ag007G624070
OG0015917	CARHR195970	Ag007G624690
OG0015918	CARHR195830	Ag007G625220
OG0015919	CARHR195850	Ag007G625200
OG0015920	CARHR195750	Ag007G625490
OG0015921	CARHR195610	Ag007G626140
OG0015922	CARHR195540	Ag007G626490
OG0015923	CARHR195520	Ag007G626530
OG0015924	CARHR195170	Ag007G628110
OG0015925	CARHR195090	Ag007G628320
OG0015926	CARHR194850	Ag007G631460
OG0015927	CARHR194840	Ag007G631450
OG0015928	CARHR194640	Ag007G631100
OG0015929	CARHR194610	Ag007G630940
OG0015930	CARHR008520	Ag004G308740
OG0015931	CARHR194360	Ag007G630010
OG0015932	CARHR194240	Ag007G629640
OG0015933	CARHR194230	Ag007G629630
OG0015934	CARHR194150	Ag007G629420
OG0015935	CARHR193790	Ag007G632610
OG0015936	CARHR187130	Ag007G633960
OG0015937	CARHR186840	Ag007G634910
OG0015939	CARHR186720	Ag007G635020
OG0015940	CARHR186230	Ag007G636520
OG0015941	CARHR186120	Ag003G210920
OG0015942	CARHR185990	Ag007G637100
OG0015943	CARHR185980	Ag007G637110
OG0015944	CARHR185010	Ag007G637820
OG0015945	CARHR185570	Ag007G641130
OG0015946	CARHR157620	Ag008G691110
OG0015947	CARHR287990	Ag007G640990
OG0015948	CARHR233880	Ag005G462860
OG0015951	CARHR183620	Ag007G643120
OG0015953	CARHR183800	Ag001G029180
OG0015954	CARHR196310	Ag007G624000
OG0015955	CARHR206320	Ag006G505610
OG0015956	CARHR206250	Ag006G505710, Ag006G505750
OG0015957	CARHR199590	Ag007G612890
OG0015958	CARHR199600	Ag007G612880
OG0015959	CARHR206390	Ag006G505410
OG0015960	CARHR206660	Ag006G504680
OG0015961	CARHR184310	Ag007G644760
OG0015962	CARHR036000	Ag006G532510
OG0015963	CARHR184240	Ag007G644770
OG0015964	CARHR207080	Ag006G504220
OG0015965	CARHR206980	Ag006G503720
OG0015966	CARHR206840	Ag006G503060
OG0015967	CARHR206790	Ag006G502840
OG0015968	CARHR207260	Ag006G501870
OG0015969	CARHR207280	Ag006G501850
OG0015970	CARHR207290	Ag006G501840
OG0015971	CARHR207450	Ag006G501560
OG0015972	CARHR207470	Ag006G501510
OG0015973	CARHR207520	Ag006G501320
OG0015974	CARHR207580	Ag006G501230
OG0015975	CARHR207600	Ag006G501190
OG0015976	CARHR207870	Ag006G500450
OG0015977	CARHR090110	Ag005G464420, Ag005G464410
OG0015978	CARHR208000	Ag006G500030
OG0015979	CARHR208100	Ag006G499960
OG0015980	CARHR208170	Ag006G499780
OG0015981	CARHR208370	Ag006G499240
OG0015982	CARHR017600	Ag004G326250
OG0015983	CARHR208680	Ag006G498580
OG0015984	CARHR208750	Ag006G498230
OG0015985	CARHR208890	Ag006G498120
OG0015986	CARHR187340	Ag008G719910
OG0015987	CARHR187290	Ag008G719930
OG0015988	CARHR187270	Ag008G719960
OG0015989	CARHR187500	Ag008G720130
OG0015990	CARHR188140	Ag008G721020
OG0015991	CARHR188280	Ag008G721170
OG0015992	CARHR188520	Ag008G721610
OG0015993	CARHR188580	Ag008G721700
OG0015994	CARHR188640	Ag008G721830
OG0015995	CARHR188730	Ag008G721920
OG0015996	CARHR189130	Ag008G722570
OG0015997	CARHR189090	Ag008G722500
OG0015998	CARHR188930	Ag008G722350
OG0015999	CARHR188920	Ag008G722340
OG0016001	CARHR189490	Ag008G722970
OG0016002	CARHR189680	Ag008G723390
OG0016003	CARHR189710	Ag008G723450
OG0016004	CARHR189800	Ag008G723510
OG0016005	CARHR102220	Ag005G426410
OG0016006	CARHR190020	Ag008G723850
OG0016007	CARHR190080	Ag008G723920
OG0016009	CARHR190470	Ag008G724500
OG0016010	CARHR274620	Ag008G724940
OG0016011	CARHR274640	Ag008G724970
OG0016012	CARHR147920	Ag008G724980
OG0016013	CARHR274830	Ag008G725300
OG0016015	CARHR275150	Ag008G725790
OG0016016	CARHR275370	Ag008G726140
OG0016017	CARHR275470	Ag008G726240
OG0016018	CARHR275820	Ag008G726870
OG0016019	CARHR275860	Ag008G726920
OG0016020	CARHR276000	Ag008G727100
OG0016021	CARHR276100	Ag008G727200
OG0016022	CARHR276110	Ag008G727210
OG0016023	CARHR276350	Ag008G727890
OG0016024	CARHR276440	Ag008G728120
OG0016025	CARHR276540	Ag008G728310
OG0016026	CARHR276710	Ag008G728610
OG0016027	CARHR276800	Ag008G728710
OG0016028	CARHR276890	Ag008G728960
OG0016029	CARHR272670	Ag008G706640
OG0016030	CARHR272460	Ag008G706220
OG0016031	CARHR272380	Ag008G706090
OG0016032	CARHR272370	Ag008G706080
OG0016033	CARHR272310	Ag008G705960
OG0016034	CARHR272270	Ag008G705910
OG0016035	CARHR272040	Ag008G705420
OG0016036	CARHR272020	Ag008G705400
OG0016037	CARHR160900	Ag001G067380
OG0016038	CARHR160830	Ag001G067470
OG0016039	CARHR160630	Ag001G059430, Ag001G059610
OG0016040	CARHR160280	Ag001G062450
OG0016041	CARHR159940	Ag001G061230
OG0016042	CARHR159910	Ag001G061190
OG0016043	CARHR159850	Ag005G404140
OG0016044	CARHR159600	Ag001G060480
OG0016045	CARHR159170	Ag001G060060
OG0016047	CARHR158780	Ag001G058090
OG0016048	CARHR158670	Ag008G693250
OG0016049	CARHR158600	Ag008G693200
OG0016050	CARHR188910	Ag008G722290
OG0016051	CARHR158260	Ag008G692620
OG0016052	CARHR157910	Ag008G691760
OG0016053	CARHR157810	Ag008G691620
OG0016054	CARHR157790	Ag008G691600
OG0016055	CARHR029540	Ag007G581470
OG0016056	CARHR157200	Ag001G056170
OG0016057	CARHR157170	Ag001G056120
OG0016058	CARHR157150	Ag001G056080
OG0016059	CARHR157070	Ag001G055900
OG0016060	CARHR157000	Ag001G055670
OG0016061	CARHR156950	Ag001G055610
OG0016062	CARHR276810	Ag008G728730
OG0016063	CARHR156890	Ag001G054930
OG0016064	CARHR156850	Ag001G055020
OG0016065	CARHR156730	Ag001G055320
OG0016066	CARHR156640	Ag001G055540
OG0016067	CARHR156550	Ag001G054580
OG0016068	CARHR156480	Ag001G054390
OG0016069	CARHR156380	Ag001G054320
OG0016071	CARHR156290	Ag001G054000
OG0016072	CARHR156130	Ag001G053460
OG0016073	CARHR156090	Ag001G053530
OG0016074	CARHR156080	Ag001G053540
OG0016075	CARHR156070	Ag001G053560
OG0016076	CARHR156040	Ag001G053620
OG0016077	CARHR155610	Ag001G052920
OG0016078	CARHR155520	Ag003G259120
OG0016079	CARHR154880	Ag001G052280
OG0016081	CARHR149920	Ag010G740760, Ag001G050560
OG0016082	CARHR150430	Ag010G740610, Ag001G050290
OG0016083	CARHR150610	Ag003G294360
OG0016084	CARHR104480	Ag008G706630
OG0016085	CARHR098710	Ag005G425290
OG0016086	CARHR153370	Ag008G674450
OG0016087	CARHR184560	Ag001G051870
OG0016088	CARHR152570	Ag002G188530
OG0016089	CARHR147050	Ag001G099470
OG0016090	CARHR152510	Ag008G675130
OG0016091	CARHR001920	Ag004G299600
OG0016092	CARHR060870	Ag004G353930
OG0016093	CARHR060060	Ag004G355810
OG0016094	CARHR060760	Ag004G354250
OG0016095	CARHR060910	Ag004G353870
OG0016096	CARHR060550	Ag004G354700
OG0016097	CARHR061440	Ag004G351710
OG0016098	CARHR061660	Ag004G350810
OG0016099	CARHR087030	Ag005G471150
OG0016100	CARHR061530	Ag004G351380
OG0016101	CARHR061720	Ag004G350600
OG0016102	CARHR061800	Ag004G350510
OG0016103	CARHR061810	Ag004G350500
OG0016104	CARHR061890	Ag004G350440
OG0016105	CARHR061900	Ag004G350430
OG0016106	CARHR062080	Ag004G349900
OG0016107	CARHR062230	Ag004G349330
OG0016109	CARHR062440	Ag004G348870
OG0016110	CARHR062450	Ag004G348860
OG0016111	CARHR062560	Ag004G348420
OG0016112	CARHR062940	Ag004G347430
OG0016113	CARHR292590	Ag004G346750, Ag006G576530
OG0016114	CARHR063170	Ag004G346430
OG0016116	CARHR063320	Ag004G345990
OG0016117	CARHR187380	Ag008G719840
OG0016118	CARHR063860	Ag004G344630
OG0016119	CARHR063900	Ag004G344550
OG0016120	CARHR064080	Ag004G344180
OG0016121	CARHR064180	Ag004G344070
OG0016122	CARHR064390	Ag004G343450
OG0016123	CARHR064410	Ag004G343390
OG0016124	CARHR064540	Ag004G343250
OG0016125	CARHR064580	Ag004G343130
OG0016126	CARHR064620	Ag004G343090
OG0016127	CARHR291240	Ag004G342810
OG0016128	CARHR291180	Ag004G342680
OG0016129	CARHR291140	Ag004G342610
OG0016130	CARHR291100	Ag004G342500
OG0016131	CARHR291090	Ag004G342490
OG0016132	CARHR291060	Ag004G342430
OG0016133	CARHR291040	Ag004G342410
OG0016134	CARHR290990	Ag004G342330
OG0016135	CARHR290970	Ag004G342260
OG0016136	CARHR064910	Ag003G240660
OG0016137	CARHR071590	Ag003G214910
OG0016138	CARHR071470	Ag003G215190
OG0016139	CARHR071450	Ag003G215260
OG0016140	CARHR071380	Ag003G215360
OG0016141	CARHR071170	Ag003G216810
OG0016142	CARHR071140	Ag003G217010
OG0016143	CARHR070970	Ag003G218080
OG0016144	CARHR070860	Ag003G218160
OG0016145	CARHR070700	Ag003G218680
OG0016146	CARHR070420	Ag003G219360
OG0016148	CARHR070260	Ag003G219690
OG0016149	CARHR070180	Ag003G219830
OG0016150	CARHR070110	Ag003G220010
OG0016151	CARHR103010	Ag005G425720
OG0016152	CARHR070030	Ag003G220170
OG0016153	CARHR070010	Ag003G220360
OG0016154	CARHR069950	Ag003G220670
OG0016155	CARHR069940	Ag003G220680
OG0016156	CARHR069800	Ag003G221890
OG0016157	CARHR069780	Ag003G222130
OG0016158	CARHR069700	Ag003G222400
OG0016159	CARHR069650	Ag003G222480
OG0016160	CARHR069400	Ag003G223490
OG0016161	CARHR069060	Ag003G224750
OG0016162	CARHR069040	Ag003G225120
OG0016163	CARHR068960	Ag003G225610
OG0016164	CARHR036460	Ag007G584390
OG0016165	CARHR068850	Ag003G226150
OG0016166	CARHR068830	Ag003G226190
OG0016167	CARHR068780	Ag003G226250
OG0016168	CARHR068590	Ag003G227040
OG0016169	CARHR068410	Ag003G227640
OG0016170	CARHR068320	Ag003G228200
OG0016171	CARHR068240	Ag003G228670
OG0016172	CARHR068200	Ag003G228710
OG0016173	CARHR068080	Ag003G229370
OG0016174	CARHR067970	Ag003G229580
OG0016175	CARHR067910	Ag003G229900
OG0016176	CARHR067930	Ag003G229910
OG0016177	CARHR067850	Ag003G230470
OG0016178	CARHR067810	Ag003G230640
OG0016179	CARHR067590	Ag003G231640
OG0016180	CARHR067580	Ag003G231650
OG0016181	CARHR067510	Ag003G231770
OG0016182	CARHR067170	Ag003G233240
OG0016185	CARHR066720	Ag003G235020
OG0016186	CARHR066430	Ag003G236440, Ag006G540890
OG0016187	CARHR066390	Ag003G236620
OG0016188	CARHR066370	Ag003G236730
OG0016189	CARHR066160	Ag003G237150
OG0016190	CARHR066110	Ag003G237580
OG0016191	CARHR066080	Ag003G237610
OG0016192	CARHR066060	Ag003G237630
OG0016193	CARHR066030	Ag003G237810
OG0016194	CARHR065960	Ag003G238170
OG0016195	CARHR065600	Ag003G238990
OG0016196	CARHR065460	Ag003G239300
OG0016197	CARHR065440	Ag003G239460
OG0016198	CARHR065410	Ag003G239660
OG0016199	CARHR072360	Ag003G212710
OG0016200	CARHR072500	Ag003G212470
OG0016201	CARHR072510	Ag003G212460
OG0016202	CARHR072540	Ag003G212420
OG0016203	CARHR072640	Ag003G212290
OG0016205	CARHR073220	Ag003G211190
OG0016206	CARHR073480	Ag003G210640
OG0016207	CARHR073600	Ag003G210510
OG0016208	CARHR074300	Ag003G208200
OG0016209	CARHR074310	Ag003G208190
OG0016210	CARHR074400	Ag003G208060
OG0016211	CARHR074420	Ag003G207960
OG0016212	CARHR074450	Ag003G207900
OG0016213	CARHR074590	Ag003G207630
OG0016214	CARHR074690	Ag003G207820
OG0016215	CARHR122860	Ag003G207760
OG0016216	CARHR063820	Ag003G207750
OG0016217	CARHR074760	Ag003G207740
OG0016218	CARHR087340	Ag005G470570
OG0016219	CARHR087470	Ag006G516370, Ag005G470300
OG0016220	CARHR087700	Ag005G469910
OG0016222	CARHR088220	Ag005G469000
