Orthogroup	Cardamine_hirsuta	Capsella_rubella
OG0016918	CARHR260950	XP_006288465.1
OG0016919	CARHR261020	XP_006289482.1
OG0016920	CARHR255680	XP_006288463.1
OG0016921	CARHR255110	XP_006286373.1
OG0016922	CARHR253800	XP_006287388.1
OG0016923	CARHR253460	XP_006287437.1
OG0016924	CARHR253410	XP_006290219.2
OG0016925	CARHR252550	XP_006288906.1
OG0016926	CARHR252380	XP_023636444.1
OG0016927	CARHR252190	XP_006287956.1
OG0016928	CARHR008230	XP_006307081.1
OG0016929	CARHR178580	XP_006281657.1
OG0016930	CARHR176350	XP_006281352.1
OG0016931	CARHR089460	XP_023641093.1
OG0016932	CARHR217300	XP_006286251.1
OG0016933	CARHR173770	XP_023637127.1
OG0016934	CARHR173690	XP_006281318.1
OG0016935	CARHR174120	XP_006280662.1
OG0016936	CARHR216590	XP_023636249.1
OG0016937	CARHR217680	XP_006283281.1
OG0016938	CARHR173900	XP_006282278.1
OG0016939	CARHR217590	XP_006282833.1
OG0016940	CARHR217370	XP_006284211.1
OG0016941	CARHR102110	XP_006296899.1
OG0016942	CARHR102180	XP_006300041.1
OG0016943	CARHR217480	XP_006283919.1
OG0016944	CARHR103250	XP_023646003.1
OG0016945	CARHR217000	XP_006283334.1
OG0016946	CARHR217250	XP_006286219.2
OG0016947	CARHR218330	XP_023635058.1
OG0016948	CARHR218610	XP_023635077.1
OG0016949	CARHR219180	XP_006283081.2
OG0016950	CARHR219460	XP_023634472.1
OG0016951	CARHR220090	XP_006282716.1
OG0016952	CARHR220210	XP_023634931.1
OG0016953	CARHR221420	XP_006283247.1
OG0016954	CARHR221470	XP_006285282.1
OG0016955	CARHR221490	XP_006282519.1
OG0016956	CARHR221550	XP_006283295.1
OG0016957	CARHR221860	XP_006286144.1
OG0016958	CARHR222210	XP_006283925.1
OG0016959	CARHR262290	XP_006284264.1
OG0016960	CARHR262260	XP_023634351.1
OG0016961	CARHR281700	XP_006280520.1
OG0016962	CARHR261520	XP_023634127.1
OG0016963	CARHR261290	XP_006284132.1
OG0016964	CARHR213840	XP_006284262.1
OG0016965	CARHR287610	XP_006284823.1
OG0016966	CARHR212860	XP_006285823.1
OG0016967	CARHR212810	XP_006285424.1
OG0016968	CARHR212710	XP_006284475.1
OG0016969	CARHR212700	XP_006286074.1
OG0016970	CARHR250260	XP_006290153.1
OG0016971	CARHR143500	XP_006294521.1
OG0016972	CARHR143450	XP_006296016.1
OG0016974	CARHR142940	XP_006296068.1
OG0016975	CARHR142800	XP_006295982.1
OG0016977	CARHR142200	XP_006295780.1
OG0016978	CARHR141900	XP_006293549.1
OG0016980	CARHR140670	XP_006293484.2
OG0016981	CARHR140250	XP_006295645.2
OG0016984	CARHR139150	XP_023640812.1
OG0016985	CARHR139090	XP_006296456.1
OG0016986	CARHR169820	XP_006290261.1
OG0016987	CARHR138430	XP_023640199.1
OG0016988	CARHR138240	XP_006294124.1
OG0016990	CARHR136980	XP_006295802.1
OG0016991	CARHR136680	XP_006294191.2
OG0016992	CARHR136560	XP_023640270.1
OG0016993	CARHR212090	XP_023636160.1
OG0016994	CARHR212080	XP_006287224.1
OG0016995	CARHR212010	XP_023635984.1
OG0016996	CARHR211840	XP_006288448.1
OG0016997	CARHR211800	XP_006287912.1
OG0016998	CARHR211780	XP_023635947.1
OG0016999	CARHR211750	XP_006287830.1
OG0017000	CARHR211530	XP_006288482.1
OG0017001	CARHR211490	XP_006287391.1
OG0017002	CARHR211290	XP_023637495.1
OG0017003	CARHR211170	XP_006287743.1
OG0017004	CARHR211150	XP_006288692.1
OG0017005	CARHR211010	XP_006287195.1
OG0017006	CARHR210570	XP_023637421.1
OG0017007	CARHR209900	XP_006288878.1
OG0017009	CARHR193270	XP_006286439.1
OG0017010	CARHR192610	XP_006286787.2
OG0017011	CARHR192480	XP_006287153.1
OG0017012	CARHR192530	XP_006287101.1
OG0017013	CARHR191900	XP_023636169.1
OG0017014	CARHR191790	XP_006286974.1
OG0017015	CARHR191200	XP_006288210.1
OG0017016	CARHR190940	XP_006287106.2
OG0017017	CARHR190760	XP_006289497.2
OG0017018	CARHR273510	XP_006279474.1
OG0017019	CARHR285890	XP_006282282.1
OG0017020	CARHR276940	XP_006279797.1
OG0017021	CARHR277490	XP_006279547.1
OG0017022	CARHR277630	XP_006281427.2
OG0017024	CARHR278000	XP_006280465.1
OG0017025	CARHR278820	XP_006281261.2
OG0017026	CARHR293830	XP_006281672.1
OG0017027	CARHR293740	XP_006281610.1
OG0017028	CARHR279060	XP_006281930.1
OG0017029	CARHR279070	XP_006279728.1
OG0017032	CARHR279700	XP_006279946.1
OG0017033	CARHR279810	XP_006281497.1
OG0017034	CARHR279900	XP_006280206.1
OG0017035	CARHR280020	XP_006279544.1
OG0017036	CARHR280060	XP_006281728.2
OG0017037	CARHR280450	XP_006280704.1
OG0017038	CARHR280720	XP_023635568.1
OG0017040	CARHR281150	XP_006279499.1
OG0017041	CARHR070850	XP_006302987.1
OG0017042	CARHR281640	XP_006281271.1
OG0017044	CARHR248030	XP_006289979.1
OG0017045	CARHR248440	XP_023637225.1
OG0017046	CARHR249140	XP_006288275.1
OG0017047	CARHR249430	XP_006286958.1
OG0017048	CARHR212650	XP_006287058.1
OG0017049	CARHR249510	XP_006287463.1
OG0017050	CARHR250250, CARHR250240	XP_006289877.1
OG0017051	CARHR027170	XP_006303972.1
OG0017052	CARHR249590	XP_006290144.1
OG0017053	CARHR250830	XP_006288629.1
OG0017054	CARHR178980	XP_023635433.1
OG0017055	CARHR179690	XP_006280433.1
OG0017056	CARHR179910	XP_006282375.1
OG0017057	CARHR179920	XP_006281167.1
OG0017058	CARHR180100	XP_023633488.1
OG0017059	CARHR126670	XP_006293465.1
OG0017060	CARHR125560	XP_006293957.1
OG0017061	CARHR125530	XP_006294510.1
OG0017062	CARHR125120	XP_006295526.2
OG0017063	CARHR124680	XP_006295360.1
OG0017064	CARHR124350	XP_006294907.2
OG0017065	CARHR124020	XP_006293988.1
OG0017066	CARHR123400	XP_006293981.1
OG0017067	CARHR122650	XP_006295431.1
OG0017068	CARHR122110	XP_006294171.1
OG0017069	CARHR121800	XP_006294916.1
OG0017070	CARHR121750	XP_006293428.1
OG0017071	CARHR121350	XP_006295161.1
OG0017072	CARHR120990	XP_006294973.1
OG0017073	CARHR120870	XP_006295501.1
OG0017074	CARHR120470	XP_006294571.1
OG0017075	CARHR119430	XP_006293662.1
OG0017076	CARHR119100	XP_006294319.2
OG0017077	CARHR118580	XP_006294627.1
OG0017079	CARHR118520	XP_006295133.1
OG0017080	CARHR287290	XP_006293946.1
OG0017081	CARHR293320	XP_006293529.1
OG0017082	CARHR118430	XP_023640609.1
OG0017083	CARHR115040	XP_006295051.1
OG0017084	CARHR114950	XP_006296365.1
OG0017085	CARHR114840	XP_006294717.2
OG0017086	CARHR261610	XP_006283351.1
OG0017087	CARHR115400	XP_006294577.1
OG0017088	CARHR235190	XP_006285304.1
OG0017089	CARHR235170	XP_006284381.1
OG0017090	CARHR235140	XP_006283883.1
OG0017091	CARHR235060	XP_023635496.1
OG0017092	CARHR235050	XP_006282740.2
OG0017093	CARHR234990	XP_006285719.2
OG0017094	CARHR075260	XP_006298295.1
OG0017095	CARHR075280	XP_006297903.2
OG0017096	CARHR075170	XP_006297148.1
OG0017097	CARHR075120	XP_006299859.1
OG0017098	CARHR074980	XP_006298324.1
OG0017099	CARHR074880	XP_006300086.1
OG0017100	CARHR233970	XP_006284935.2
OG0017101	CARHR234080	XP_006285965.1
OG0017102	CARHR234200	XP_006283742.1
OG0017103	CARHR234480	XP_006284354.2
OG0017104	CARHR234290	XP_006285690.1
OG0017105	CARHR076090	XP_006299561.1
OG0017106	CARHR076180	XP_023641693.1
OG0017107	CARHR076800	XP_006300194.1
OG0017108	CARHR076890	XP_006297680.1
OG0017109	CARHR076920	XP_023641527.1
OG0017110	CARHR077210	XP_006298522.1
OG0017111	CARHR077340	XP_006296598.1
OG0017112	CARHR077470	XP_006299072.1
OG0017113	CARHR077690	XP_006297416.1
OG0017114	CARHR078140	XP_006297514.1
OG0017116	CARHR079010	XP_006296608.1
OG0017117	CARHR079110	XP_023642810.1
OG0017118	CARHR079580	XP_006300029.1
OG0017119	CARHR079860	XP_023642058.1
OG0017120	CARHR080270	XP_023642214.1
OG0017121	CARHR080290	XP_006298085.1
OG0017122	CARHR080440	XP_006298965.1
OG0017124	CARHR080540	XP_006298636.1
OG0017125	CARHR080990	XP_023641831.1
OG0017126	CARHR081040	XP_006297136.1
OG0017127	CARHR081110	XP_006299136.2
OG0017128	CARHR081460	XP_023642306.1
OG0017129	CARHR081550	XP_023642186.1
OG0017130	CARHR081940	XP_006298951.1
OG0017131	CARHR082050	XP_006298457.2
OG0017132	CARHR082260	XP_006299004.2
OG0017133	CARHR082400	XP_023641530.1
OG0017134	CARHR082730	XP_006297635.2
OG0017135	CARHR082750	XP_006297031.1
OG0017136	CARHR083190	XP_006297094.1
OG0017137	CARHR135400	XP_006294775.1
OG0017138	CARHR134840	XP_023639748.1
OG0017140	CARHR134440	XP_006294312.1
OG0017141	CARHR134390	XP_023640752.1
OG0017142	CARHR133930	XP_006296384.1
OG0017143	CARHR133900	XP_006294345.1
OG0017144	CARHR133640	XP_006296161.1
OG0017145	CARHR133620	XP_023639586.1
OG0017146	CARHR130380	XP_006295527.1
OG0017147	CARHR131090	XP_006295397.1
OG0017148	CARHR131510	XP_006295772.1
OG0017149	CARHR132100	XP_023639884.1
OG0017150	CARHR131860	XP_006294974.1
OG0017151	CARHR131800	XP_023640408.1
OG0017152	CARHR133120	XP_006293561.1
OG0017153	CARHR015860	XP_006304675.1
OG0017154	CARHR016070	XP_023644801.1
OG0017155	CARHR016480	XP_006307448.1
OG0017156	CARHR016990	XP_023632960.1
OG0017157	CARHR017060	XP_006305615.1
OG0017158	CARHR017560	XP_006307304.1
OG0017159	CARHR017660	XP_006307083.2
OG0017160	CARHR017840	XP_006306625.1
OG0017161	CARHR018240, CARHR033600	XP_006303549.1
OG0017162	CARHR018950	XP_006305013.1
OG0017163	CARHR018700	XP_006307097.1
OG0017164	CARHR019110	XP_006305385.2
OG0017165	CARHR019170	XP_006306880.1
OG0017166	CARHR274870, CARHR019210	XP_006304738.1
OG0017167	CARHR019320	XP_006306248.1
OG0017168	CARHR019730	XP_006304228.1
OG0017169	CARHR020060	XP_006303620.1
OG0017170	CARHR020130	XP_006305516.1
OG0017172	CARHR021390	XP_006304763.2
OG0017173	CARHR021870	XP_006305325.1
OG0017175	CARHR022030	XP_006304666.1
OG0017176	CARHR022070	XP_006305154.1
OG0017177	CARHR022170	XP_006305355.2
OG0017178	CARHR022690	XP_006307203.1
OG0017179	CARHR035320, CARHR022910	XP_006307141.1
OG0017180	CARHR023000	XP_006304302.1
OG0017181	CARHR032220	XP_006307217.1
OG0017182	CARHR023090	XP_006306223.1
OG0017183	CARHR023210	XP_006303895.1
OG0017184	CARHR023390	XP_006307094.1
OG0017185	CARHR023490	XP_006303522.1
OG0017186	CARHR024330	XP_006304514.1
OG0017188	CARHR024860	XP_006305616.1
OG0017189	CARHR025180	XP_006304366.1
OG0017190	CARHR025740	XP_023646010.1
OG0017191	CARHR026110	XP_006306382.1
OG0017192	CARHR026430	XP_006303733.2
OG0017193	CARHR027110	XP_006304413.1
OG0017194	CARHR027090	XP_006303924.1
OG0017195	CARHR027100	XP_006307463.1
OG0017196	CARHR231840	XP_006285458.1
OG0017197	CARHR136190	XP_023641016.1
OG0017198	CARHR232680	XP_006282784.2
OG0017199	CARHR233000	XP_006285597.1
OG0017200	CARHR235500	XP_006284016.1
OG0017202	CARHR116770	XP_006295300.1
OG0017203	CARHR116540	XP_006294117.1
OG0017204	CARHR117660	XP_006295632.1
OG0017205	CARHR117920	XP_006295855.1
OG0017206	CARHR293000	XP_006296258.1
OG0017207	CARHR114510	XP_006295878.1
OG0017209	CARHR113720	XP_006293624.2
OG0017210	CARHR113200	XP_023639428.1
OG0017211	CARHR113030	XP_006295523.1
OG0017212	CARHR112460	XP_023640013.1
OG0017213	CARHR112410	XP_006296082.1
OG0017214	CARHR112260	XP_006293601.1
OG0017215	CARHR112060	XP_006295725.1
OG0017216	CARHR112030	XP_023640150.1
OG0017217	CARHR015200	XP_006305892.1
OG0017218	CARHR014560	XP_006306344.1
OG0017219	CARHR013950	XP_006305948.1
OG0017220	CARHR013780	XP_023645389.1
OG0017221	CARHR013220	XP_006303870.1
OG0017222	CARHR120940, CARHR013180	XP_006307710.2
OG0017223	CARHR012870	XP_006305232.1
OG0017224	CARHR011760	XP_006306543.2
OG0017225	CARHR011600	XP_023644694.1
OG0017226	CARHR011080	XP_023645083.1
OG0017227	CARHR011010	XP_023632645.1
OG0017228	CARHR010970	XP_006307419.1
OG0017229	CARHR010440	XP_023644878.1
OG0017230	CARHR009830	XP_006303544.1
OG0017231	CARHR009930	XP_006304407.2
OG0017232	CARHR009380	XP_006305957.1
OG0017233	CARHR009190	XP_023632624.1
OG0017234	CARHR055230	XP_006302867.1
OG0017235	CARHR009130	XP_006303773.1
OG0017237	CARHR009010	XP_023645698.1
OG0017238	CARHR206040	XP_006289108.1
OG0017239	CARHR008430	XP_006303278.1
OG0017240	CARHR006960	XP_023632847.1
OG0017241	CARHR006010	XP_006304189.1
OG0017242	CARHR005780	XP_023645042.1
OG0017243	CARHR005430	XP_006306029.1
OG0017244	CARHR005110	XP_006307375.1
OG0017245	CARHR004900	XP_006306150.1
OG0017246	CARHR004440	XP_006305365.1
OG0017247	CARHR004400	XP_006304927.1
OG0017248	CARHR003970	XP_006304690.1
OG0017249	CARHR003720	XP_023645948.1
OG0017250	CARHR003440	XP_023645022.1
OG0017251	CARHR003380	XP_006304427.1
OG0017252	CARHR002980	XP_006305658.2
OG0017253	CARHR003020	XP_006305052.1
OG0017254	CARHR003030	XP_006306319.1
OG0017255	CARHR003080	XP_006306750.1
OG0017257	CARHR002700, CARHR002630	XP_006306230.1
OG0017258	CARHR002520	XP_006305317.2
OG0017259	CARHR001690	XP_006307239.1
OG0017260	CARHR001650	XP_006305595.1
OG0017261	CARHR000560	XP_006304659.1
OG0017262	CARHR000490	XP_006306162.1
OG0017263	CARHR000230	XP_006305182.2
OG0017264	CARHR000170	XP_006306047.1
OG0017265	CARHR198750	XP_006286495.1
OG0017266	CARHR198780	XP_006289322.1
OG0017267	CARHR198800	XP_006288066.2
OG0017268	CARHR198860	XP_006289899.1
OG0017269	CARHR198330	XP_006288192.1
OG0017270	CARHR198320	XP_006289247.1
OG0017271	CARHR198300	XP_006286634.1
OG0017272	CARHR197950	XP_006290195.1
OG0017273	CARHR198070	XP_006287705.2
OG0017275	CARHR196830	XP_006287468.1
OG0017276	CARHR196440	XP_006289356.1
OG0017277	CARHR195550	XP_006289865.1
OG0017278	CARHR195510	XP_006286620.1
OG0017279	CARHR195390	XP_006286507.2
OG0017280	CARHR060970	XP_006301428.1
OG0017281	CARHR194100	XP_006288998.1
OG0017282	CARHR193970	XP_023637060.1
OG0017283	CARHR193960	XP_006286393.1
OG0017284	CARHR193670	XP_006287893.2
OG0017285	CARHR186000	XP_023637219.1
OG0017286	CARHR185750	XP_006286774.1
OG0017287	CARHR185300	XP_006289170.1
OG0017289	CARHR182020	XP_006281170.2
OG0017290	CARHR182470	XP_006279996.1
OG0017291	CARHR183840	XP_006280409.2
OG0017292	CARHR183490	XP_006280966.1
OG0017293	CARHR199760	XP_006286905.1
OG0017294	CARHR199810	XP_006286900.1
OG0017295	CARHR206340	XP_006289734.1
OG0017296	CARHR145610	XP_023638381.1
OG0017297	CARHR045770	XP_006304636.1
OG0017298	CARHR184300	XP_006281058.1
OG0017299	CARHR207930	XP_023637205.1
OG0017300	CARHR207970	XP_006289653.1
OG0017301	CARHR207980	XP_006289769.1
OG0017302	CARHR208110	XP_023637673.1
OG0017303	CARHR208360	XP_006289440.1
OG0017304	CARHR187910	XP_006289476.1
OG0017305	CARHR187830	XP_006289956.1
OG0017306	CARHR188010	XP_006289519.2
OG0017307	CARHR018550	XP_023645428.1
OG0017308	CARHR188610	XP_006288524.1
OG0017309	CARHR188760	XP_006286876.1
OG0017310	CARHR189140	XP_006287713.2
OG0017311	CARHR189040	XP_006287225.1
OG0017312	CARHR189210	XP_006289565.1
OG0017313	CARHR189510	XP_006286357.2
OG0017314	CARHR189550	XP_006289708.2
OG0017315	CARHR189570	XP_023636974.1
OG0017316	CARHR190370	XP_006289314.1
OG0017317	CARHR190420	XP_023635962.1
OG0017318	CARHR275030	XP_006281921.1
OG0017319	CARHR268160	XP_006279473.1
OG0017320	CARHR275280	XP_006282139.1
OG0017321	CARHR275630	XP_023641005.1
OG0017322	CARHR275690	XP_006280572.1
OG0017323	CARHR275790	XP_023642342.1
OG0017324	CARHR275850	XP_023633440.1
OG0017325	CARHR275960	XP_006280092.1
OG0017326	CARHR276840	XP_023639591.1
OG0017327	CARHR272410	XP_006281182.1
OG0017328	CARHR272350	XP_006280208.1
OG0017329	CARHR272320	XP_006281734.1
OG0017330	CARHR160910	XP_006290392.1
OG0017331	CARHR160550	XP_006292490.1
OG0017332	CARHR160430	XP_023638356.1
OG0017333	CARHR160270	XP_006292628.1
OG0017334	CARHR160150	XP_023639084.1
OG0017335	CARHR159590	XP_006290681.1
OG0017336	CARHR159100	XP_006292615.1
OG0017337	CARHR193360	XP_006286435.1
OG0017338	CARHR157720	XP_006292379.1
OG0017339	CARHR157660	XP_006291256.2
OG0017340	CARHR157250	XP_006290327.1
OG0017341	CARHR157020	XP_006290923.1
OG0017342	CARHR156940	XP_006290543.1
OG0017343	CARHR156600	XP_006291354.1
OG0017344	CARHR156470	XP_006292761.1
OG0017345	CARHR156140	XP_006291025.2
OG0017346	CARHR155590	XP_006293159.1
OG0017347	CARHR154870	XP_006290707.1
OG0017348	CARHR155260	XP_006291528.1
OG0017349	CARHR220200	XP_006283664.1
OG0017351	CARHR104460	XP_006292966.1
OG0017352	CARHR104390	XP_006290369.1
OG0017353	CARHR104580	XP_023638603.1
OG0017354	CARHR153450	XP_023638686.1
OG0017355	CARHR192690	XP_006289921.1
OG0017357	CARHR060310	XP_006300354.1
OG0017358	CARHR199670	XP_006289562.1
OG0017359	CARHR060530	XP_006302369.1
OG0017360	CARHR060480	XP_006300845.2
OG0017361	CARHR061670	XP_006301727.1
OG0017362	CARHR062050	XP_006301241.1
OG0017363	CARHR062090	XP_006300934.1
OG0017364	CARHR259160	XP_006279890.1
OG0017365	CARHR062400	XP_023644367.1
OG0017366	CARHR062430	XP_023643279.1
OG0017367	CARHR062700	XP_006300387.1
OG0017368	CARHR063840	XP_023643130.1
OG0017369	CARHR063850	XP_023643128.1
OG0017370	CARHR064010	XP_006300400.1
OG0017371	CARHR064220	XP_006302185.1
OG0017372	CARHR064350	XP_006301573.1
OG0017373	CARHR064370	XP_006302549.1
OG0017374	CARHR291190	XP_006300817.1
OG0017375	CARHR071440	XP_006301191.1
OG0017376	CARHR071400	XP_006302665.2
OG0017377	CARHR071010	XP_006302284.1
OG0017378	CARHR070980	XP_006300581.1
OG0017379	CARHR070840	XP_006301167.2
OG0017380	CARHR070520	XP_006301154.1
OG0017381	CARHR070270	XP_006302476.1
OG0017382	CARHR070190	XP_023643391.1
OG0017383	CARHR070170	XP_023643988.1
OG0017384	CARHR069770	XP_006301239.1
OG0017385	CARHR069410	XP_006302588.1
OG0017386	CARHR069210	XP_006301090.1
OG0017387	CARHR020260	XP_023644885.1
OG0017388	CARHR068310	XP_006300538.2
OG0017390	CARHR067610	XP_023643708.1
OG0017391	CARHR193540	XP_006287271.1
OG0017392	CARHR067230	XP_006302366.2
OG0017393	CARHR217230	XP_006283250.2
OG0017394	CARHR066810	XP_023643198.1
OG0017395	CARHR066740	XP_006301238.1
OG0017396	CARHR066460	XP_023643404.1
OG0017398	CARHR066170	XP_006302001.2
OG0017399	CARHR065970	XP_006301604.1
OG0017400	CARHR065500	XP_006300677.1
OG0017401	CARHR072040	XP_023643483.1
OG0017402	CARHR072350	XP_023642968.1
OG0017403	CARHR072780	XP_023643643.1
OG0017404	CARHR073150	XP_006300415.1
OG0017405	CARHR036700	XP_006301385.2
OG0017406	CARHR073470	XP_023642912.1
OG0017407	CARHR073590	XP_023642905.1
OG0017408	CARHR073670	XP_023644062.1
OG0017409	CARHR074350	XP_023643980.1
OG0017410	CARHR074480	XP_023642839.1
OG0017411	CARHR074630	XP_006301534.1
OG0017412	CARHR074650	XP_023642973.1
OG0017413	CARHR074770	XP_023644162.1
OG0017414	CARHR087490	XP_006299041.1
OG0017415	CARHR087750	XP_023641447.1
OG0017416	CARHR087940	XP_006296816.1
OG0017417	CARHR088230	XP_006297495.1
OG0017418	CARHR088440	XP_006298208.2
OG0017419	CARHR088520	XP_023642155.1
OG0017420	CARHR089530	XP_023641401.1
OG0017421	CARHR089540	XP_006299283.1
OG0017422	CARHR090010	XP_006298363.1
OG0017423	CARHR090120	XP_006298064.1
OG0017424	CARHR090140	XP_006300173.1
OG0017426	CARHR090720	XP_006298845.1
OG0017427	CARHR091500	XP_006297178.2
OG0017428	CARHR091680	XP_006297675.1
OG0017429	CARHR092040	XP_006299044.1
OG0017431	CARHR093800	XP_006297257.1
OG0017432	CARHR093820	XP_006296788.1
OG0017433	CARHR094400	XP_006299548.1
OG0017434	CARHR094640	XP_023641829.1
OG0017435	CARHR095080	XP_023642139.1
OG0017436	CARHR095120	XP_023641254.1
OG0017437	CARHR095170	XP_006299640.1
OG0017438	CARHR095250	XP_006297032.1
OG0017439	CARHR095260	XP_023642683.1
OG0017440	CARHR097480	XP_006299891.1
OG0017441	CARHR097230	XP_006297327.2
OG0017442	CARHR097210	XP_023641794.1
OG0017443	CARHR097590	XP_006299035.1
OG0017444	CARHR097600	XP_023641806.1
OG0017445	CARHR098360	XP_006299139.1
OG0017446	CARHR264380	XP_023645230.1
OG0017447	CARHR098590	XP_006299960.1
OG0017448	CARHR099170	XP_006298771.1
OG0017449	CARHR099700	XP_006300253.1
OG0017450	CARHR100610	XP_006298630.1
OG0017451	CARHR100620	XP_006297492.1
OG0017452	CARHR101050	XP_006296590.1
OG0017453	CARHR101200	XP_006299363.1
OG0017454	CARHR115590	XP_006293552.1
OG0017455	CARHR103040	XP_006296928.1
OG0017456	CARHR104000	XP_023634126.1
OG0017457	CARHR105120	XP_006297991.1
OG0017458	CARHR104800	XP_023642414.1
OG0017459	CARHR103620	XP_006297396.1
OG0017460	CARHR104740	XP_006297356.1
OG0017461	CARHR105340	XP_023642287.1
OG0017462	CARHR106340	XP_006298412.1
OG0017463	CARHR106650	XP_006297524.1
OG0017464	CARHR293510	XP_006299587.1
OG0017465	CARHR281790, CARHR107600	XP_006299666.1
OG0017466	CARHR107960	XP_006298508.1
OG0017467	CARHR108210	XP_006299706.1
OG0017468	CARHR109050	XP_023642781.1
OG0017469	CARHR109410	XP_006296702.1
OG0017470	CARHR109870	XP_006297958.1
OG0017471	CARHR110610	XP_006297999.1
OG0017472	CARHR110860	XP_006297159.1
OG0017473	CARHR110910	XP_023642098.1
OG0017474	CARHR236130	XP_006282649.1
OG0017475	CARHR283700	XP_006297401.1
OG0017476	CARHR111460	XP_006297235.1
OG0017477	CARHR111410	XP_006298516.2
OG0017478	CARHR111620	XP_006296638.1
OG0017479	CARHR111640	XP_006298953.1
OG0017480	CARHR045970	XP_006303374.1
OG0017481	CARHR045570	XP_006304676.1
OG0017482	CARHR045400	XP_006303547.1
OG0017483	CARHR045280	XP_023645937.1
OG0017484	CARHR044920	XP_006303638.1
OG0017485	CARHR044790	XP_006303264.1
OG0017486	CARHR044750	XP_006306418.1
OG0017487	CARHR044740	XP_006305563.1
OG0017488	CARHR044590	XP_006303683.1
OG0017489	CARHR044230	XP_006305033.1
OG0017490	CARHR043970	XP_006306082.1
OG0017491	CARHR043330	XP_006307450.1
OG0017492	CARHR043310	XP_023644845.1
OG0017493	CARHR042740	XP_023644590.1
OG0017494	CARHR042670	XP_006303334.1
OG0017495	CARHR040680, CARHR040600	XP_006307478.1
OG0017496	CARHR040620	XP_006305418.1
OG0017497	CARHR040340	XP_006307231.1
OG0017498	CARHR040010	XP_006304298.1
OG0017499	CARHR038980	XP_006306952.1
OG0017500	CARHR038880	XP_006303513.2
OG0017501	CARHR038860	XP_006306015.1
OG0017502	CARHR038300	XP_006306606.1
OG0017503	CARHR251090	XP_023636925.1
OG0017504	CARHR037960	XP_006306511.1
OG0017505	CARHR222670	XP_006283195.1
OG0017506	CARHR222630	XP_006284187.1
OG0017507	CARHR290290	XP_006284694.1
OG0017508	CARHR290140	XP_006283023.1
OG0017509	CARHR290120	XP_006283356.1
OG0017510	CARHR029850	XP_006306994.1
OG0017511	CARHR128600	XP_006294334.1
OG0017512	CARHR128530	XP_006296471.1
OG0017513	CARHR161900	XP_006292491.1
OG0017514	CARHR161930	XP_006290973.1
OG0017515	CARHR162590	XP_006291539.2
OG0017516	CARHR162670	XP_006292081.1
OG0017517	CARHR162870	XP_006293048.1
OG0017518	CARHR162890	XP_023638217.1
OG0017519	CARHR163610	XP_006292855.1
OG0017520	CARHR163650	XP_006290633.1
OG0017521	CARHR163660	XP_006292997.2
OG0017522	CARHR163760	XP_006290887.2
OG0017523	CARHR163930	XP_006290975.1
OG0017524	CARHR164340	XP_006293102.1
OG0017525	CARHR164160	XP_006292272.1
OG0017526	CARHR164210	XP_006290482.1
OG0017527	CARHR164920	XP_006293095.1
OG0017528	CARHR165060	XP_023638553.1
OG0017529	CARHR165100	XP_023638117.1
OG0017530	CARHR165360	XP_023637998.1
OG0017531	CARHR165480	XP_006291521.2
OG0017532	CARHR165530	XP_006290530.1
OG0017533	CARHR165690	XP_023638398.1
OG0017534	CARHR166010	XP_006291798.1
OG0017535	CARHR165930	XP_006291866.1
OG0017536	CARHR166150	XP_006292224.1
OG0017537	CARHR166500	XP_023637956.1
OG0017538	CARHR166720	XP_006299657.1, XP_006293020.1
OG0017539	CARHR167510	XP_006292101.1
OG0017540	CARHR167740	XP_006290623.1
OG0017541	CARHR169040	XP_006290604.1
OG0017542	CARHR169190	XP_023638505.1
OG0017543	CARHR169440	XP_006292391.1
OG0017545	CARHR170200	XP_006290356.1
OG0017546	CARHR170730	XP_006293212.1
OG0017547	CARHR161660	XP_006292829.1
OG0017548	CARHR171170	XP_006292786.1
OG0017549	CARHR171200	XP_023638033.1
OG0017550	CARHR172140	XP_006291316.1
OG0017551	CARHR172530	XP_023638049.1
OG0017552	CARHR172910	XP_006293045.1
OG0017553	CARHR173000	XP_006292494.1
OG0017554	CARHR291620	XP_006293175.1
OG0017555	CARHR291530	XP_006292397.1
OG0017556	CARHR171300	XP_006291733.1
OG0017557	CARHR045740	XP_006304448.1
OG0017558	CARHR043110	XP_006305416.1
OG0017559	CARHR042780	XP_006304576.1
OG0017560	CARHR041610	XP_006307213.1
OG0017562	CARHR290360	XP_006284214.1
OG0017563	CARHR154300	XP_006291198.1
OG0017564	CARHR156520	XP_006291571.1
OG0017565	CARHR158890	XP_006293240.1
OG0017566	CARHR162110	XP_006291191.1
OG0017567	CARHR161920	XP_006292369.2
OG0017568	CARHR161110	XP_006291174.1
OG0017569	CARHR162920	XP_006290889.1
OG0017572	CARHR164300	XP_006292979.1
OG0017573	CARHR164320	XP_006291664.1
OG0017574	CARHR164390	XP_006292191.1
OG0017575	CARHR165230	XP_023638518.1
OG0017576	CARHR165700	XP_006291466.1
OG0017577	CARHR166080	XP_006290419.1
OG0017578	CARHR166430	XP_006291125.1
OG0017579	CARHR168950	XP_006290784.1
OG0017580	CARHR173340	XP_006292483.1
OG0017581	CARHR281690	XP_006280909.1
OG0017583	CARHR145950	XP_023645787.1
OG0017584	CARHR066190	XP_006291021.2
OG0017586	CARHR253740	XP_023636281.1
