Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0016998	CARHR211780	Aa_G54080.h1.t1
OG0016999	CARHR211750	Aa_G54110.h1.t1
OG0017000	CARHR211530	Aa_G419130.h1.t1
OG0017001	CARHR211490	Aa_G443030.h1.t1
OG0017002	CARHR211290	Aa_G18790.h1.t1
OG0017003	CARHR211170	Aa_G274540.h1.t1
OG0017004	CARHR211150	Aa_G274550.h1.t1
OG0017005	CARHR211010	Aa_G85280.h1.t1
OG0017006	CARHR210570	Aa_G260720.h1.t1
OG0017007	CARHR209900	Aa_G170150.h1.t1
OG0017009	CARHR193270	Aa_G181260.h1.t1
OG0017010	CARHR192610	Aa_G68120.h1.t1
OG0017011	CARHR192480	Aa_G15710.h1.t1
OG0017012	CARHR192530	Aa_G642590.h1.t1
OG0017013	CARHR191900	Aa_G633690.h2.t1, Aa_G633690.h1.t1
OG0017014	CARHR191790	Aa_G404700.h1.t1
OG0017015	CARHR191200	Aa_G459160.h1.t1
OG0017016	CARHR190940	Aa_G173870.h1.t1
OG0017017	CARHR190760	Aa_G470830.h1.t1
OG0017018	CARHR273510	Aa_G33870.h1.t1
OG0017020	CARHR276940	Aa_G320930.h1.t1
OG0017021	CARHR277490	Aa_G75920.h1.t1
OG0017022	CARHR277630	Aa_G76010.h1.t1
OG0017024	CARHR278000	Aa_G268330.h1.t1
OG0017025	CARHR278820	Aa_G20850.h1.t1
OG0017026	CARHR293830	Aa_G20730.h1.t1
OG0017028	CARHR279060	Aa_G37140.h1.t1
OG0017032	CARHR279700	Aa_G500390.h1.t1
OG0017033	CARHR279810	Aa_G23360.h1.t1
OG0017034	CARHR279900	Aa_G23440.h1.t1
OG0017035	CARHR280020	Aa_G23550.h1.t1
OG0017036	CARHR280060	Aa_G23580.h1.t1
OG0017037	CARHR280450	Aa_G165870.h1.t1
OG0017038	CARHR280720	Aa_G180850.h1.t1
OG0017039	CARHR280970	Aa_G147070.h1.t1
OG0017040	CARHR281150	Aa_G43640.h1.t1, Aa_G43650.h1.t1
OG0017041	CARHR070850	Aa_G43980.h1.t1
OG0017042	CARHR281640	Aa_G113840.h1.t1
OG0017044	CARHR248030	Aa_G136070.h1.t1
OG0017045	CARHR248440	Aa_G299940.h1.t1
OG0017047	CARHR249430	Aa_G67760.h1.t1
OG0017049	CARHR249510	Aa_G78400.h1.t1
OG0017050	CARHR250250, CARHR250240	Aa_G53140.h1.t1
OG0017051	CARHR027170	Aa_G438560.h1.t1
OG0017053	CARHR250830	Aa_G179930.h1.t1
OG0017054	CARHR178980	Aa_G215370.h1.t1
OG0017055	CARHR179690	Aa_G316870.h1.t1
OG0017056	CARHR179910	Aa_G203740.h1.t1
OG0017057	CARHR179920	Aa_G203750.h1.t1
OG0017058	CARHR180100	Aa_G519850.h1.t1
OG0017059	CARHR126670	Aa_G257880.h1.t1
OG0017060	CARHR125560	Aa_G154750.h1.t1
OG0017061	CARHR125530	Aa_G154780.h1.t1
OG0017063	CARHR124680	Aa_G589120.h1.t1
OG0017064	CARHR124350	Aa_G85980.h1.t1
OG0017066	CARHR123400	Aa_G597540.h1.t1
OG0017067	CARHR122650	Aa_G541540.h1.t1
OG0017068	CARHR122110	Aa_G412160.h1.t1
OG0017069	CARHR121800	Aa_G578980.h1.t1
OG0017070	CARHR121750	Aa_G60280.h1.t1
OG0017073	CARHR120870	Aa_G561370.h1.t1
OG0017075	CARHR119430	Aa_G624460.h1.t1
OG0017076	CARHR119100	Aa_G236330.h1.t1
OG0017077	CARHR118580	Aa_G205320.h1.t1
OG0017078	CARHR118550	Aa_G205290.h1.t1
OG0017080	CARHR287290	Aa_G363360.h2.t1, Aa_G363360.h1.t1
OG0017082	CARHR118430	Aa_G371760.h1.t1
OG0017083	CARHR115040	Aa_G709550.h1.t1
OG0017084	CARHR114950	Aa_G290460.h1.t1
OG0017085	CARHR114840	Aa_G495960.h1.t1
OG0017086	CARHR261610	Aa_G515740.h1.t1
OG0017087	CARHR115400	Aa_G515720.h1.t1
OG0017088	CARHR235190	Aa_G217480.h1.t1
OG0017089	CARHR235170	Aa_G217460.h1.t1
OG0017090	CARHR235140	Aa_G774590.h1.t1
OG0017091	CARHR235060	Aa_G107230.h1.t1
OG0017092	CARHR235050	Aa_G107240.h1.t1
OG0017093	CARHR234990	Aa_G107280.h1.t1
OG0017094	CARHR075260	Aa_G451670.h1.t1
OG0017096	CARHR075170	Aa_G52640.h1.t1
OG0017097	CARHR075120	Aa_G52570.h1.t1
OG0017098	CARHR074980	Aa_G52430.h1.t1
OG0017099	CARHR074880	Aa_G52320.h1.t1
OG0017100	CARHR233970	Aa_G514880.h1.t1
OG0017101	CARHR234080	Aa_G228010.h1.t1
OG0017102	CARHR234200	Aa_G69800.h1.t1
OG0017103	CARHR234480	Aa_G86560.h1.t1
OG0017104	CARHR234290	Aa_G618310.h1.t1
OG0017106	CARHR076180	Aa_G71600.h1.t1
OG0017108	CARHR076890	Aa_G250270.h1.t1
OG0017109	CARHR076920	Aa_G111970.h1.t1
OG0017110	CARHR077210	Aa_G111630.h1.t1, Aa_G111610.h1.t1, Aa_G111620.h1.t1
OG0017111	CARHR077340	Aa_G267860.h1.t1
OG0017112	CARHR077470	Aa_G47610.h1.t1
OG0017113	CARHR077690	Aa_G44970.h1.t1
OG0017114	CARHR078140	Aa_G618730.h1.t1
OG0017116	CARHR079010	Aa_G4460.h1.t1
OG0017117	CARHR079120, CARHR079110	Aa_G4540.h1.t1
OG0017118	CARHR079580	Aa_G5050.h1.t1
OG0017119	CARHR079860	Aa_G75730.h1.t1
OG0017120	CARHR080270	Aa_G269300.h1.t1
OG0017121	CARHR080290	Aa_G269310.h1.t1
OG0017124	CARHR080540	Aa_G163190.h1.t1
OG0017125	CARHR080990	Aa_G49840.h1.t1
OG0017126	CARHR081040	Aa_G49940.h1.t1
OG0017127	CARHR081110	Aa_G47410.h1.t1
OG0017128	CARHR081460	Aa_G47040.h1.t1
OG0017129	CARHR081550	Aa_G47860.h1.t1
OG0017130	CARHR081940	Aa_G174760.h1.t1
OG0017131	CARHR082050	Aa_G174610.h1.t1
OG0017132	CARHR082260	Aa_G174400.h1.t1
OG0017133	CARHR082400	Aa_G174260.h1.t1
OG0017134	CARHR082730	Aa_G258680.h1.t1
OG0017135	CARHR082750	Aa_G302000.h1.t1
OG0017136	CARHR083190	Aa_G24250.h1.t1
OG0017137	CARHR135400	Aa_G431230.h1.t1
OG0017138	CARHR134840	Aa_G38300.h1.t1
OG0017139	CARHR134460	Aa_G461840.h1.t1
OG0017140	CARHR134440	Aa_G461870.h1.t1
OG0017141	CARHR134390	Aa_G651890.h1.t1
OG0017142	CARHR133930	Aa_G202470.h1.t1
OG0017144	CARHR133640	Aa_G486510.h1.t1
OG0017145	CARHR133620	Aa_G486490.h1.t1
OG0017146	CARHR130380	Aa_G313380.h1.t1
OG0017147	CARHR131090	Aa_G25220.h1.t1
OG0017148	CARHR131510	Aa_G570370.h1.t1
OG0017149	CARHR132100	Aa_G786600.h1.t1
OG0017150	CARHR131860	Aa_G272390.h1.t1
OG0017151	CARHR131800	Aa_G272440.h1.t1
OG0017153	CARHR015860	Aa_G121300.h1.t1
OG0017154	CARHR016070	Aa_G112430.h1.t1
OG0017155	CARHR016480	Aa_G179710.h1.t1
OG0017157	CARHR017060	Aa_G103870.h1.t1
OG0017159	CARHR017660	Aa_G275010.h1.t1
OG0017160	CARHR017840	Aa_G349050.h1.t1
OG0017161	CARHR018240, CARHR033600	Aa_G278370.h1.t1
OG0017162	CARHR018950	Aa_G718700.h1.t1
OG0017163	CARHR018700	Aa_G190840.h1.t1
OG0017164	CARHR019110	Aa_G132420.h1.t1
OG0017165	CARHR019170	Aa_G271530.h1.t1
OG0017166	CARHR274870, CARHR019210	Aa_G119000.h1.t1
OG0017167	CARHR019320	Aa_G119170.h1.t1
OG0017168	CARHR019730	Aa_G192220.h1.t1
OG0017169	CARHR020060	Aa_G323750.h1.t1
OG0017170	CARHR020130	Aa_G93290.h1.t1
OG0017172	CARHR021390	Aa_G33360.h1.t1
OG0017173	CARHR021870	Aa_G374370.h1.t1
OG0017175	CARHR022030	Aa_G454220.h1.t1
OG0017176	CARHR022070	Aa_G454170.h1.t1
OG0017177	CARHR022170	Aa_G444760.h1.t1
OG0017178	CARHR022690	Aa_G292670.h1.t1
OG0017179	CARHR035320, CARHR022910	Aa_G528430.h1.t1
OG0017180	CARHR023000	Aa_G372740.h1.t1
OG0017182	CARHR023090	Aa_G372760.h1.t1
OG0017183	CARHR023210	Aa_G121850.h1.t1
OG0017184	CARHR023390	Aa_G785690.h1.t1
OG0017185	CARHR023490	Aa_G367280.h1.t1
OG0017186	CARHR024330	Aa_G273990.h1.t1
OG0017187	CARHR024380	Aa_G274040.h1.t1
OG0017188	CARHR024860	Aa_G126660.h1.t1
OG0017189	CARHR025180	Aa_G579820.h1.t1
OG0017190	CARHR025740	Aa_G283510.h1.t1
OG0017191	CARHR026110	Aa_G637000.h1.t1
OG0017192	CARHR026430	Aa_G431830.h1.t1
OG0017193	CARHR027110	Aa_G59010.h1.t1
OG0017195	CARHR027100	Aa_G419780.h1.t1
OG0017196	CARHR231840	Aa_G255790.h1.t1
OG0017197	CARHR136190	Aa_G88540.h1.t1
OG0017198	CARHR232680	Aa_G90880.h1.t1
OG0017199	CARHR233000	Aa_G29720.h1.t1
OG0017202	CARHR116770	Aa_G393150.h1.t1
OG0017203	CARHR116540	Aa_G321370.h1.t1
OG0017204	CARHR117660	Aa_G310050.h1.t1
OG0017205	CARHR117920	Aa_G436800.h1.t1, Aa_G436840.h1.t1
OG0017206	CARHR293000	Aa_G253070.h1.t1
OG0017207	CARHR114510	Aa_G157400.h1.t1
OG0017209	CARHR113720	Aa_G311480.h1.t1
OG0017210	CARHR113200	Aa_G100270.h1.t1
OG0017211	CARHR113030	Aa_G145590.h1.t1
OG0017212	CARHR112460	Aa_G287850.h1.t1
OG0017213	CARHR112410	Aa_G50370.h1.t1
OG0017214	CARHR112260	Aa_G157640.h1.t1
OG0017215	CARHR112060	Aa_G10090.h1.t1
OG0017216	CARHR112030	Aa_G10110.h1.t1
OG0017217	CARHR015200	Aa_G115600.h1.t1
OG0017219	CARHR013950	Aa_G666630.h1.t1
OG0017220	CARHR013780	Aa_G563210.h1.t1
OG0017221	CARHR013220	Aa_G26530.h1.t1
OG0017222	CARHR120940, CARHR013180	Aa_G292140.h1.t1
OG0017223	CARHR012870	Aa_G319720.h1.t1
OG0017225	CARHR011600	Aa_G89320.h1.t1
OG0017226	CARHR011080	Aa_G43350.h1.t1
OG0017227	CARHR011010	Aa_G43260.h1.t1
OG0017228	CARHR010970	Aa_G43210.h1.t1
OG0017229	CARHR010440	Aa_G446460.h1.t1
OG0017230	CARHR009830	Aa_G635790.h1.t1
OG0017231	CARHR009930	Aa_G550180.h1.t1
OG0017232	CARHR009380	Aa_G193950.h1.t1
OG0017233	CARHR009190	Aa_G19050.h1.t1
OG0017234	CARHR055230	Aa_G123240.h1.t1
OG0017235	CARHR009130	Aa_G19100.h1.t1
OG0017237	CARHR009010	Aa_G19170.h1.t1
OG0017238	CARHR206040	Aa_G244330.h1.t1
OG0017239	CARHR008430	Aa_G442660.h1.t1
OG0017240	CARHR006960	Aa_G275940.h1.t1
OG0017242	CARHR005780	Aa_G23000.h1.t1
OG0017243	CARHR005430	Aa_G220580.h1.t1
OG0017244	CARHR005110	Aa_G79450.h1.t1
OG0017245	CARHR004900	Aa_G219110.h1.t1
OG0017246	CARHR004440	Aa_G493500.h1.t1
OG0017247	CARHR004400	Aa_G286330.h1.t1
OG0017248	CARHR003970	Aa_G38950.h1.t1
OG0017249	CARHR003720	Aa_G341330.h1.t1
OG0017250	CARHR003440	Aa_G400400.h1.t1
OG0017251	CARHR003380	Aa_G400330.h1.t1
OG0017252	CARHR002980	Aa_G134790.h1.t1
OG0017253	CARHR003020	Aa_G134760.h1.t1
OG0017254	CARHR003030	Aa_G134750.h1.t1
OG0017255	CARHR003080	Aa_G134680.h1.t1
OG0017257	CARHR002700, CARHR002630	Aa_G135090.h1.t1
OG0017258	CARHR002520	Aa_G358020.h1.t1
OG0017259	CARHR001690	Aa_G452080.h1.t1
OG0017260	CARHR001650	Aa_G687260.h1.t1
OG0017261	CARHR000560	Aa_G94400.h1.t1
OG0017262	CARHR000490	Aa_G94480.h1.t1
OG0017263	CARHR000230	Aa_G106210.h1.t1
OG0017264	CARHR000170	Aa_G106300.h1.t1
OG0017265	CARHR198750	Aa_G524170.h1.t1
OG0017266	CARHR198780	Aa_G524210.h1.t1
OG0017267	CARHR198800	Aa_G258020.h1.t1
OG0017268	CARHR198860	Aa_G258100.h1.t1
OG0017269	CARHR198330	Aa_G450450.h1.t1
OG0017270	CARHR198320	Aa_G450460.h1.t1
OG0017271	CARHR198300	Aa_G499750.h1.t1
OG0017273	CARHR198070	Aa_G321020.h1.t1
OG0017275	CARHR196830	Aa_G539760.h1.t1
OG0017276	CARHR196440	Aa_G79090.h1.t1
OG0017277	CARHR195550	Aa_G387530.h1.t1
OG0017278	CARHR195510	Aa_G325630.h1.t1
OG0017279	CARHR195390	Aa_G106540.h1.t1
OG0017280	CARHR060970	Aa_G286650.h1.t1
OG0017281	CARHR194100	Aa_G726460.h1.t1
OG0017282	CARHR193970	Aa_G83660.h1.t1
OG0017283	CARHR193960	Aa_G83640.h1.t1
OG0017284	CARHR193670	Aa_G362830.h1.t1
OG0017285	CARHR186000	Aa_G430230.h1.t1
OG0017286	CARHR185750	Aa_G251190.h1.t1
OG0017287	CARHR185300	Aa_G414160.h1.t1
OG0017289	CARHR182020	Aa_G196480.h1.t1
OG0017291	CARHR183840	Aa_G102140.h1.t1
OG0017292	CARHR183490	Aa_G28500.h1.t1
OG0017293	CARHR199760	Aa_G209460.h1.t1
OG0017294	CARHR199810	Aa_G526430.h1.t1
OG0017295	CARHR206340	Aa_G386460.h1.t1
OG0017296	CARHR145610	Aa_G536740.h1.t1
OG0017297	CARHR045770	Aa_G205670.h1.t1
OG0017298	CARHR184300	Aa_G286990.h1.t1
OG0017299	CARHR207930	Aa_G170550.h1.t1
OG0017300	CARHR207970	Aa_G170580.h1.t1
OG0017301	CARHR207980	Aa_G353240.h1.t1
OG0017302	CARHR208110	Aa_G353360.h1.t1
OG0017303	CARHR208360	Aa_G304010.h1.t1
OG0017304	CARHR187910	Aa_G550360.h1.t1
OG0017305	CARHR187830	Aa_G552770.h1.t1
OG0017306	CARHR188010	Aa_G517850.h1.t1
OG0017307	CARHR018550	Aa_G557380.h1.t1
OG0017308	CARHR188610	Aa_G169060.h1.t1
OG0017309	CARHR188760	Aa_G392300.h1.t1, Aa_G571960.h1.t1
OG0017310	CARHR189140	Aa_G45980.h1.t1
OG0017311	CARHR189040	Aa_G45480.h1.t1
OG0017312	CARHR189210	Aa_G46040.h1.t1
OG0017313	CARHR189510	Aa_G46260.h1.t1
OG0017314	CARHR189550	Aa_G377420.h1.t1
OG0017315	CARHR189570	Aa_G377410.h1.t1
OG0017317	CARHR190420	Aa_G97930.h1.t1
OG0017318	CARHR275030	Aa_G448750.h1.t1
OG0017319	CARHR268160	Aa_G149160.h1.t1
OG0017320	CARHR275280	Aa_G401230.h1.t1
OG0017322	CARHR275690	Aa_G61480.h1.t1
OG0017323	CARHR275790	Aa_G61420.h1.t1
OG0017324	CARHR275850	Aa_G131170.h1.t1
OG0017325	CARHR275960	Aa_G131040.h1.t1
OG0017326	CARHR276840	Aa_G492210.h1.t1
OG0017327	CARHR272410	Aa_G93890.h1.t1
OG0017328	CARHR272350	Aa_G93820.h1.t1
OG0017329	CARHR272320	Aa_G93790.h1.t1
OG0017332	CARHR160430	Aa_G11460.h1.t1
OG0017333	CARHR160270	Aa_G661340.h1.t1
OG0017334	CARHR160150	Aa_G649780.h1.t1
OG0017335	CARHR159590	Aa_G131550.h1.t1
OG0017337	CARHR193360	Aa_G181310.h1.t1
OG0017339	CARHR157660	Aa_G106910.h1.t1
OG0017340	CARHR157250	Aa_G197590.h1.t1
OG0017341	CARHR157020	Aa_G363990.h1.t1
OG0017342	CARHR156940	Aa_G343920.h1.t1
OG0017343	CARHR156600	Aa_G658660.h1.t1
OG0017344	CARHR156470	Aa_G563860.h1.t1
OG0017345	CARHR156140	Aa_G487880.h1.t1
OG0017346	CARHR155590	Aa_G88890.h1.t1
OG0017347	CARHR154870	Aa_G578530.h1.t1
OG0017348	CARHR155260	Aa_G99360.h1.t1
OG0017349	CARHR220200	Aa_G250910.h1.t1
OG0017350	CARHR150740	Aa_G647980.h1.t1
OG0017351	CARHR104460	Aa_G115940.h1.t1
OG0017352	CARHR104390	Aa_G115920.h1.t1
OG0017353	CARHR104580	Aa_G403400.h1.t1
OG0017354	CARHR153450	Aa_G337480.h1.t1
OG0017355	CARHR192690	Aa_G174230.h1.t1
OG0017357	CARHR060310	Aa_G282890.h1.t1
OG0017358	CARHR199670	Aa_G209600.h1.t1
OG0017359	CARHR060530	Aa_G469580.h1.t1
OG0017360	CARHR060480	Aa_G490610.h1.t1
OG0017361	CARHR061670	Aa_G299390.h1.t1
OG0017362	CARHR062050	Aa_G690520.h1.t1
OG0017363	CARHR062090	Aa_G538480.h1.t1
OG0017364	CARHR259160	Aa_G161440.h1.t1
OG0017365	CARHR062400	Aa_G665520.h1.t1
OG0017366	CARHR062430	Aa_G452760.h1.t1
OG0017367	CARHR062700	Aa_G585180.h1.t1
OG0017368	CARHR063840	Aa_G17760.h1.t1
OG0017369	CARHR063850	Aa_G17770.h1.t1
OG0017370	CARHR064010	Aa_G163390.h1.t1
OG0017371	CARHR064220	Aa_G610780.h1.t1
OG0017372	CARHR064350	Aa_G232130.h1.t1
OG0017373	CARHR064370	Aa_G232150.h1.t1
OG0017374	CARHR291190	Aa_G319480.h1.t1
OG0017375	CARHR071440	Aa_G204280.h1.t1
OG0017377	CARHR071010	Aa_G129360.h1.t1
OG0017378	CARHR070980	Aa_G129300.h1.t1
OG0017379	CARHR070840	Aa_G654150.h1.t1
OG0017380	CARHR070520	Aa_G215550.h1.t1
OG0017381	CARHR070270	Aa_G418900.h1.t1
OG0017382	CARHR070190	Aa_G418980.h1.t1
OG0017383	CARHR070170	Aa_G738880.h2.t1, Aa_G738880.h1.t1
OG0017385	CARHR069410	Aa_G281720.h1.t1
OG0017386	CARHR069210	Aa_G656100.h1.t1
OG0017387	CARHR020260	Aa_G544380.h1.t1
OG0017389	CARHR067960	Aa_G64610.h1.t1
OG0017392	CARHR067230	Aa_G30640.h1.t1
OG0017393	CARHR217230	Aa_G70950.h1.t1
OG0017395	CARHR066740	Aa_G203140.h1.t1
OG0017396	CARHR066460	Aa_G303500.h1.t1
OG0017400	CARHR065500	Aa_G187170.h1.t1
OG0017401	CARHR072040	Aa_G343720.h1.t1
OG0017402	CARHR072350	Aa_G457940.h1.t1
OG0017403	CARHR072780	Aa_G80370.h1.t1
OG0017405	CARHR036700	Aa_G457370.h1.t1
OG0017406	CARHR073470	Aa_G293670.h1.t1
OG0017407	CARHR073590	Aa_G293560.h1.t1
OG0017408	CARHR073670	Aa_G21760.h1.t1
OG0017409	CARHR074350	Aa_G385740.h1.t1
OG0017410	CARHR074480	Aa_G738070.h1.t1
OG0017411	CARHR074630	Aa_G239130.h1.t1
OG0017412	CARHR074650	Aa_G239140.h1.t1
OG0017413	CARHR074770	Aa_G239160.h1.t1
OG0017414	CARHR087490	Aa_G745100.h1.t1
OG0017415	CARHR087750	Aa_G374030.h1.t1
OG0017416	CARHR087940	Aa_G175970.h1.t1
OG0017417	CARHR088230	Aa_G606960.h1.t1
OG0017418	CARHR088440	Aa_G207850.h1.t1
OG0017419	CARHR088520	Aa_G327420.h1.t1
OG0017420	CARHR089530	Aa_G340260.h1.t1
OG0017421	CARHR089540	Aa_G340250.h1.t1
OG0017422	CARHR090010	Aa_G1270.h1.t1
OG0017423	CARHR090120	Aa_G1150.h1.t1
OG0017424	CARHR090140	Aa_G1130.h1.t1
OG0017426	CARHR090720	Aa_G31970.h1.t1
OG0017427	CARHR091500	Aa_G223500.h1.t1
OG0017428	CARHR091680	Aa_G367460.h1.t1
OG0017429	CARHR092040	Aa_G97020.h1.t1
OG0017433	CARHR094400	Aa_G108150.h1.t1
OG0017434	CARHR094640	Aa_G240100.h1.t1
OG0017435	CARHR095080	Aa_G164450.h1.t1
OG0017436	CARHR095120	Aa_G164500.h1.t1
OG0017438	CARHR095250	Aa_G164590.h1.t1
OG0017439	CARHR095260	Aa_G164600.h1.t1
OG0017440	CARHR097480	Aa_G388640.h1.t1
OG0017441	CARHR097230	Aa_G227440.h1.t1
OG0017443	CARHR097590	Aa_G171740.h2.t1, Aa_G171740.h1.t1
OG0017444	CARHR097600	Aa_G171730.h1.t1
OG0017445	CARHR098360	Aa_G96520.h1.t1
OG0017446	CARHR264380	Aa_G101950.h1.t1
OG0017447	CARHR098590	Aa_G516000.h1.t1
OG0017449	CARHR099700	Aa_G428270.h1.t1
OG0017451	CARHR100620	Aa_G306420.h1.t1
OG0017453	CARHR101200	Aa_G380110.h1.t1
OG0017454	CARHR115590	Aa_G35810.h1.t1
OG0017455	CARHR103040	Aa_G313880.h1.t1
OG0017457	CARHR105120	Aa_G105430.h1.t1
OG0017458	CARHR104800	Aa_G105310.h1.t1
OG0017459	CARHR103620	Aa_G116280.h1.t1
OG0017460	CARHR104740	Aa_G105240.h1.t1
OG0017461	CARHR105340	Aa_G105120.h1.t1
OG0017462	CARHR106340	Aa_G81660.h1.t1
OG0017463	CARHR106650	Aa_G529380.h1.t1
OG0017464	CARHR293510	Aa_G421740.h1.t1
OG0017465	CARHR281790, CARHR107600	Aa_G314470.h1.t1
OG0017466	CARHR107960	Aa_G329650.h1.t1
OG0017467	CARHR108210	Aa_G459720.h1.t1
OG0017468	CARHR109050	Aa_G325970.h1.t1
OG0017469	CARHR109410	Aa_G185860.h1.t1
OG0017470	CARHR109870	Aa_G143430.h1.t1
OG0017471	CARHR110610	Aa_G166640.h1.t1
OG0017472	CARHR110860	Aa_G639390.h1.t1
OG0017473	CARHR110910	Aa_G422290.h1.t1
OG0017474	CARHR236130	Aa_G44550.h1.t1
OG0017475	CARHR283700	Aa_G440800.h1.t1
OG0017476	CARHR111460	Aa_G440830.h1.t1
OG0017477	CARHR111410	Aa_G440880.h1.t1
OG0017478	CARHR111620	Aa_G505120.h1.t1
OG0017479	CARHR111640	Aa_G601340.h1.t1
OG0017480	CARHR045970	Aa_G205530.h1.t1
OG0017481	CARHR045570	Aa_G109050.h1.t1
OG0017482	CARHR045400	Aa_G420900.h1.t1
OG0017483	CARHR045280	Aa_G193190.h1.t1
OG0017484	CARHR044920	Aa_G231520.h1.t1
OG0017485	CARHR044790	Aa_G375430.h1.t1
OG0017486	CARHR044750	Aa_G375390.h1.t1
OG0017487	CARHR044740	Aa_G793800.h1.t1
OG0017489	CARHR044230	Aa_G127870.h1.t1
OG0017490	CARHR043970	Aa_G643180.h1.t1
OG0017491	CARHR043330	Aa_G230470.h1.t1
OG0017492	CARHR043310	Aa_G230490.h1.t1
OG0017493	CARHR042740	Aa_G465550.h1.t1
OG0017494	CARHR042670	Aa_G625050.h1.t1
OG0017495	CARHR040680	Aa_G36840.h1.t1
OG0017496	CARHR040620	Aa_G36800.h1.t1
OG0017497	CARHR040340	Aa_G416520.h1.t1
OG0017498	CARHR040010	Aa_G656540.h1.t1
OG0017499	CARHR038980	Aa_G273820.h1.t1
OG0017500	CARHR038880	Aa_G273770.h1.t1
OG0017501	CARHR038860	Aa_G273750.h1.t1
OG0017502	CARHR038300	Aa_G255160.h1.t1
OG0017503	CARHR251090	Aa_G110600.h1.t1
OG0017504	CARHR037960	Aa_G110830.h1.t1
OG0017505	CARHR222670	Aa_G380710.h1.t1
OG0017506	CARHR222630	Aa_G380670.h1.t1
OG0017507	CARHR290290	Aa_G565090.h1.t1
OG0017508	CARHR290140	Aa_G428410.h1.t1
OG0017509	CARHR290120	Aa_G428460.h1.t1
OG0017510	CARHR029850	Aa_G138690.h1.t1
OG0017511	CARHR128600	Aa_G12190.h1.t1
OG0017513	CARHR161900	Aa_G339170.h1.t1
OG0017514	CARHR161930	Aa_G339190.h1.t1
OG0017515	CARHR162590	Aa_G555620.h1.t1
OG0017518	CARHR162890	Aa_G212790.h1.t1
OG0017519	CARHR163610	Aa_G394520.h1.t1
OG0017520	CARHR163650	Aa_G367690.h1.t1
OG0017522	CARHR163760	Aa_G393840.h1.t1
OG0017523	CARHR163930	Aa_G265940.h1.t1
OG0017524	CARHR164340	Aa_G416670.h1.t1
OG0017525	CARHR164160	Aa_G277050.h1.t1
OG0017526	CARHR164210	Aa_G277010.h1.t1
OG0017527	CARHR164920	Aa_G301490.h1.t1
OG0017528	CARHR165060	Aa_G501200.h1.t1
OG0017529	CARHR165100	Aa_G501160.h1.t1
OG0017530	CARHR165360	Aa_G718080.h1.t1
OG0017531	CARHR165480	Aa_G462080.h1.t1
OG0017532	CARHR165530	Aa_G462100.h1.t1
OG0017533	CARHR165690	Aa_G213660.h1.t1
OG0017534	CARHR166010	Aa_G302290.h1.t1
OG0017536	CARHR166150	Aa_G287220.h1.t1
OG0017537	CARHR166500	Aa_G378310.h1.t1
OG0017539	CARHR167510	Aa_G369780.h1.t1
OG0017540	CARHR167740	Aa_G114880.h1.t1
OG0017541	CARHR169040	Aa_G114120.h1.t1
OG0017542	CARHR169190	Aa_G114280.h1.t1
OG0017543	CARHR169440	Aa_G262300.h1.t1
OG0017544	CARHR170180	Aa_G132720.h1.t1
OG0017545	CARHR170200	Aa_G132670.h1.t1
OG0017546	CARHR170730	Aa_G77310.h1.t1
OG0017547	CARHR161660	Aa_G300230.h1.t1
OG0017548	CARHR171170	Aa_G48670.h1.t1
OG0017549	CARHR171200	Aa_G48710.h1.t1
OG0017550	CARHR172140	Aa_G33580.h1.t1
OG0017551	CARHR172530	Aa_G2540.h1.t1
OG0017552	CARHR172910	Aa_G167880.h1.t1
OG0017553	CARHR173000	Aa_G236560.h1.t1
OG0017554	CARHR291620	Aa_G273040.h1.t1
OG0017555	CARHR291530	Aa_G273140.h1.t1
OG0017556	CARHR171300	Aa_G48800.h1.t1
OG0017557	CARHR045740	Aa_G108910.h1.t1
OG0017558	CARHR043110	Aa_G173480.h1.t1
OG0017559	CARHR042780	Aa_G465520.h1.t1
OG0017560	CARHR041610	Aa_G370050.h1.t1
OG0017562	CARHR290360	Aa_G550990.h1.t1
OG0017564	CARHR156520	Aa_G377260.h1.t1
OG0017565	CARHR158890	Aa_G52850.h1.t1
OG0017566	CARHR162110	Aa_G114560.h1.t1
OG0017567	CARHR161920	Aa_G339180.h1.t1
OG0017568	CARHR161110	Aa_G122890.h1.t1
OG0017569	CARHR162920	Aa_G212760.h1.t1
OG0017571	CARHR215170	Aa_G184880.h1.t1
OG0017572	CARHR164300	Aa_G300550.h1.t1
OG0017573	CARHR164320	Aa_G416650.h1.t1
OG0017574	CARHR164390	Aa_G319010.h1.t1
OG0017575	CARHR165230	Aa_G601480.h1.t1
OG0017576	CARHR165700	Aa_G492390.h1.t1, Aa_G213670.h1.t1
OG0017577	CARHR166080	Aa_G287310.h1.t1
OG0017578	CARHR166430	Aa_G224840.h1.t1
OG0017579	CARHR168950	Aa_G433220.h1.t1
OG0017581	CARHR281690	Aa_G113800.h1.t1
OG0017584	CARHR066190	Aa_G63530.h1.t1
OG0017586	CARHR253740	Aa_G93520.h1.t1
OG0017587	CARHR254730	Aa_G452360.h1.t1
OG0017590	CARHR132960	Aa_G542810.h1.t1
OG0017591	CARHR292910, CARHR133560	Aa_G269510.h1.t1
OG0017592	CARHR134800	Aa_G38250.h1.t1
OG0017593	CARHR136250	Aa_G88480.h1.t1
