Orthogroup	Cardamine_hirsuta	Brassica_napus
OG0017253	CARHR003020	XP_013664853.2
OG0017254	CARHR003030	XP_048613664.1, XP_013719283.1
OG0017255	CARHR003080	XP_048597937.1
OG0017257	CARHR002700, CARHR002630	XP_013719202.1, XP_013694203.2
OG0017258	CARHR002520	XP_013695534.2, XP_013697461.1
OG0017259	CARHR001690	XP_013666370.2, XP_013693196.2
OG0017260	CARHR001650	XP_013698066.1, XP_013666382.1
OG0017261	CARHR000560	XP_048599255.1, XP_048614463.1
OG0017262	CARHR000490	XP_013665584.1, XP_048614451.1
OG0017263	CARHR000230	XP_013722200.2, XP_048598003.1
OG0017264	CARHR000170	XP_013696670.1, XP_013666252.1
OG0017265	CARHR198750	XP_013726185.2
OG0017266	CARHR198780	XP_013726113.2
OG0017267	CARHR198800	XP_013713892.1, XP_013740165.2
OG0017268	CARHR198860	XP_013667679.2, XP_013714535.1
OG0017269	CARHR198330	XP_013726156.2
OG0017270	CARHR198320	XP_013726157.2
OG0017271	CARHR198300	XP_013662364.2
OG0017272	CARHR197950	XP_048598251.1, XP_013720938.1
OG0017273	CARHR198070	XP_013659909.2
OG0017275	CARHR196830	XP_048626735.1, XP_022550704.2
OG0017276	CARHR196440	XP_013652426.2, XP_048602373.1
OG0017277	CARHR195550	XP_013722346.1, XP_013683106.2
OG0017278	CARHR195510	XP_048605248.1, XP_048605051.1
OG0017279	CARHR195390	XP_013722363.1, XP_048598182.1
OG0017280	CARHR060970	XP_013649301.2, XP_013701768.1
OG0017281	CARHR194100	XP_013680533.1, XP_013740228.1
OG0017282	CARHR193970	XP_048624087.1, XP_048599111.1
OG0017283	CARHR193960	XP_013730477.1, XP_013680541.1
OG0017284	CARHR193670	XP_013663209.1, XP_013665929.1
OG0017285	CARHR186000	XP_013707575.2, XP_013703143.2
OG0017286	CARHR185750	XP_022543443.2, XP_013677675.1
OG0017287	CARHR185300	XP_013647330.1, XP_013647359.1
OG0017289	CARHR182020	XP_013660813.2
OG0017290	CARHR182470	XP_013644153.2, XP_013703693.2
OG0017291	CARHR183840	XP_013724296.1, XP_013660768.2
OG0017292	CARHR183490	XP_013644308.1, XP_013663325.1
OG0017293	CARHR199760	XP_013667907.3, XP_048598294.1
OG0017294	CARHR199810	XP_048625965.1, XP_013727263.1
OG0017295	CARHR206340	XP_048598515.1, XP_048623170.1
OG0017296	CARHR145610	XP_048624513.1, XP_013734426.2
OG0017297	CARHR045770	XP_048636870.1, XP_013702471.1
OG0017298	CARHR184300	XP_013644261.1, XP_022543503.2
OG0017299	CARHR207930	XP_013737850.1, XP_013715239.2
OG0017300	CARHR207970	XP_013715597.2, XP_013737848.1
OG0017301	CARHR207980	XP_048598563.1, XP_013741473.1
OG0017302	CARHR208110	XP_013724259.2, XP_013682514.2
OG0017303	CARHR208360	XP_048624343.1, XP_013678550.1
OG0017304	CARHR187910	XP_013643748.1, XP_013703673.1
OG0017305	CARHR187830	XP_022562193.1, XP_013647244.2
OG0017306	CARHR188010	XP_013705673.1, XP_013659801.2
OG0017307	CARHR018550	XP_013641733.2, XP_013723369.2
OG0017308	CARHR188610	XP_013676512.1, XP_048591070.1
OG0017309	CARHR188760	XP_048617919.1, XP_048591068.1
OG0017310	CARHR189140	XP_013660999.3, XP_048625709.1
OG0017311	CARHR189040	XP_013643425.2, XP_013708430.1
OG0017312	CARHR189210	XP_013643437.2
OG0017313	CARHR189510	XP_013647151.2, XP_013732889.2, XP_048620247.1
OG0017314	CARHR189550	XP_013643460.2, XP_013732893.2
OG0017315	CARHR189570	XP_013643461.2, XP_022543376.2
OG0017316	CARHR190370	XP_013721897.1, XP_048604351.1
OG0017317	CARHR190420	XP_048617955.1, XP_048632651.1
OG0017318	CARHR275030	XP_013705657.2, XP_022573410.2
OG0017319	CARHR268160	XP_013703179.2, XP_048607425.1
OG0017320	CARHR275280	XP_013677643.2
OG0017321	CARHR275630	XP_013718123.1, XP_013642808.2
OG0017322	CARHR275690	XP_048595426.1, XP_013749387.2
OG0017323	CARHR275790	XP_048607588.1, XP_013718239.2, XP_013642795.2
OG0017324	CARHR275850	XP_013731363.1, XP_013723421.2
OG0017325	CARHR275960	XP_022566096.1, XP_013642851.1
OG0017326	CARHR276840	XP_013661200.2, XP_013696511.1
OG0017327	CARHR272410	XP_013680588.2, XP_013740275.2
OG0017328	CARHR272350	XP_013732247.1, XP_022570721.1
OG0017329	CARHR272320	XP_013716562.1, XP_013668946.2
OG0017330	CARHR160910	XP_048597006.1, XP_013659781.1
OG0017331	CARHR160550	XP_013752396.2, XP_013695703.1
OG0017332	CARHR160430	XP_013748728.1, XP_013693452.1
OG0017333	CARHR160270	XP_013737032.1, XP_013721799.1
OG0017334	CARHR160150	XP_013711869.2, XP_013675494.1
OG0017335	CARHR159590	XP_013642687.1, XP_013706216.1
OG0017336	CARHR159100	XP_013672321.1, XP_013700963.2
OG0017337	CARHR193360	XP_022555499.1, XP_013676035.1
OG0017338	CARHR157720	XP_013646874.2, XP_013732706.1
OG0017339	CARHR157660	XP_048590846.1, XP_013683205.3
OG0017340	CARHR157250	XP_013672108.1, XP_048633016.1
OG0017341	CARHR157020	XP_022555356.1, XP_048590828.1
OG0017342	CARHR156940	XP_022555359.1, XP_048632986.1
OG0017343	CARHR156600	XP_022566042.1, XP_013721715.2
OG0017344	CARHR156470	XP_013639889.1, XP_048590823.1
OG0017345	CARHR156140	XP_013731682.1, NP_001303153.1
OG0017346	CARHR155590	XP_048638646.1, XP_048606724.1
OG0017347	CARHR154870	XP_022550733.2, XP_013711883.2
OG0017348	CARHR155260	XP_013642557.2, XP_013704365.1
OG0017349	CARHR220200	XP_048607619.1, XP_048590832.1
OG0017350	CARHR150740	XP_013642498.2, XP_022571247.1
OG0017351	CARHR104460	XP_022543226.2, XP_013749622.2
OG0017352	CARHR104390	XP_048630132.1, XP_013749620.2
OG0017353	CARHR104580	XP_013647415.2, XP_013700363.2, XP_048630001.1, NP_001303171.1
OG0017354	CARHR153450	XP_013707472.1, XP_013661400.1
OG0017355	CARHR192690	XP_048591264.1, XP_013706301.3
OG0017357	CARHR060310	XP_013649254.2, XP_048617057.1
OG0017358	CARHR199670	XP_013679847.1
OG0017359	CARHR060530	XP_013674341.2, XP_013698847.1
OG0017360	CARHR060480	XP_013702335.1, XP_048591880.1
OG0017361	CARHR061670	XP_013649342.2, XP_013701942.2
OG0017362	CARHR062050	XP_013652319.1
OG0017363	CARHR062090	XP_013716777.2, XP_013649893.1
OG0017364	CARHR259160	XP_048633577.1, XP_013725600.2
OG0017365	CARHR062400	XP_013699330.2, XP_048592021.1
OG0017366	CARHR062430	XP_022544853.1, XP_022560265.2
OG0017367	CARHR062700	XP_013751898.1, XP_048615705.1
OG0017368	CARHR063840	XP_013743688.1, XP_013649052.1
OG0017369	CARHR063850	XP_013691191.2, XP_013649030.2
OG0017370	CARHR064010	XP_048592087.1, XP_048617280.1
OG0017371	CARHR064220	XP_048616066.1
OG0017372	CARHR064350	XP_013690963.2, XP_048604379.1
OG0017373	CARHR064370	XP_013649442.2, XP_013702248.1
OG0017374	CARHR291190	XP_013693306.1
OG0017375	CARHR071440	XP_013720079.1, XP_013652469.1
OG0017376	CARHR071400	XP_013648663.2, XP_013648676.1
OG0017377	CARHR071010	XP_048592302.1, NP_001303032.1
OG0017378	CARHR070980	XP_048617715.1, XP_048591713.1
OG0017379	CARHR070840	XP_013681351.2, XP_013718331.2
OG0017380	CARHR070520	XP_013681458.2, XP_013648714.2
OG0017381	CARHR070270	XP_013648735.1, XP_013648726.1
OG0017382	CARHR070190	XP_022565772.1, XP_048592271.1
OG0017383	CARHR070170	XP_013648733.1, XP_013652108.1
OG0017384	CARHR069770	XP_048617440.1, XP_013717895.1
OG0017385	CARHR069410	XP_048592246.1, XP_048617427.1
OG0017386	CARHR069210	XP_013718661.1, XP_013674878.2
OG0017387	CARHR020260	XP_013641864.1, XP_048612663.1
OG0017388	CARHR068310	XP_013699431.1, XP_013649938.1
OG0017389	CARHR067960	XP_022551906.1, XP_013674874.2
OG0017390	CARHR067610	XP_013649758.2, XP_022560857.2
OG0017391	CARHR193540	XP_013667370.2, XP_022563980.1
OG0017392	CARHR067230	XP_013712607.1, XP_013676723.1
OG0017393	CARHR217230	XP_013744438.1, XP_013670899.1
OG0017394	CARHR066810	XP_048592170.1, XP_048617361.1
OG0017395	CARHR066740	XP_048591755.1, XP_048615994.1
OG0017396	CARHR066460	XP_013699004.2, XP_013649641.1
OG0017397	CARHR066380	XP_013649630.1, XP_013649627.1
OG0017398	CARHR066170	XP_022566216.1, XP_013702553.1
OG0017399	CARHR065970	XP_048613373.1, XP_013675046.3
OG0017400	CARHR065500	XP_048592146.1, XP_048617339.1
OG0017401	CARHR072040	XP_013649973.1, XP_013650153.2
OG0017402	CARHR072350	XP_013650127.2, XP_048617536.1
OG0017403	CARHR072780	XP_048617561.1, XP_048592366.1
OG0017404	CARHR073150	XP_013648614.2, XP_013702917.2
OG0017405	CARHR036700	XP_048603407.1, XP_048628039.1
OG0017406	CARHR073470	XP_013650299.2, XP_013726930.1
OG0017407	CARHR073590	XP_048603414.1, XP_048611752.1
OG0017408	CARHR073670	XP_013727010.2, XP_013650318.2
OG0017409	CARHR074350	XP_013709014.1, XP_048608498.1
OG0017410	CARHR074480	XP_013648551.1
OG0017411	CARHR074630	XP_013648543.1, XP_013678629.1
OG0017412	CARHR074650	XP_013680822.1, XP_013652056.1
OG0017413	CARHR074770	XP_013678634.1, XP_013648534.1
OG0017414	CARHR087490	XP_013673198.1, XP_022567380.1
OG0017415	CARHR087750	XP_013673221.2, XP_048600592.1
OG0017416	CARHR087940	XP_013686399.2, XP_013684758.1
OG0017417	CARHR088230	XP_013737766.3, XP_013749813.2
OG0017418	CARHR088440	XP_013749822.2, XP_013737782.1
OG0017419	CARHR088520	XP_048635099.1, XP_013737796.3
OG0017420	CARHR089530	XP_022565800.1, XP_013719799.2
OG0017421	CARHR089540	XP_013677256.1, XP_048635808.1
OG0017422	CARHR090010	XP_013644754.1, XP_013665150.1
OG0017423	CARHR090120	XP_022558440.1, XP_013693353.3
OG0017424	CARHR090140	XP_013736296.1, XP_013684844.1
OG0017426	CARHR090720	XP_013736311.1, XP_013702910.1
OG0017427	CARHR091500	XP_013697278.1, XP_013749728.2
OG0017428	CARHR091680	XP_048612573.1, XP_013749715.1
OG0017429	CARHR092040	XP_013697682.1, XP_048612913.1
OG0017431	CARHR093800	XP_013686181.2, XP_013641953.1
OG0017432	CARHR093820	XP_022576078.1, XP_022568314.1
OG0017433	CARHR094400	XP_013749349.2, XP_013744121.1
OG0017434	CARHR094640	XP_013751567.2, XP_048630711.1, XP_022555913.1
OG0017435	CARHR095080	XP_048635387.1, XP_048628697.1, XP_048615433.1
OG0017436	CARHR095120	XP_048628683.1, XP_013707805.1, XP_013721345.1
OG0017437	CARHR095170	XP_048609152.1, XP_048632477.1
OG0017438	CARHR095250	XP_013648065.1, XP_013641207.1
OG0017439	CARHR095260	XP_013641195.1, XP_013648067.1
OG0017440	CARHR097480	XP_013681214.1, XP_022572293.1
OG0017441	CARHR097230	XP_048628222.1, XP_013692562.2
OG0017442	CARHR097210	XP_022558904.1, XP_022575265.1, XP_022553924.1, XP_022572290.1
OG0017443	CARHR097590	XP_013681218.1, XP_013741137.1
OG0017444	CARHR097600	XP_048626505.1, XP_013743113.2, XP_013692605.2
OG0017445	CARHR098360	XP_022566747.1, XP_013751606.3
OG0017446	CARHR264380	XP_022553795.1, XP_022573252.1
OG0017447	CARHR098590	XP_013695427.1, XP_048627839.1, XP_013752560.1, XP_048627845.1
OG0017448	CARHR099170	XP_013717769.1, XP_048592532.1
OG0017449	CARHR099700	XP_022575872.1, XP_013652644.1
OG0017450	CARHR100610	XP_048619548.1, XP_048592486.1
OG0017451	CARHR100620	XP_048632557.1, XP_022555371.1
OG0017452	CARHR101050	XP_013657047.2, XP_013714339.1
OG0017453	CARHR101200	XP_013731688.2, XP_048619545.1
OG0017454	CARHR115590	XP_013687162.1, XP_013744071.2
OG0017455	CARHR103040	XP_022569684.2, XP_048593170.1
OG0017456	CARHR104000	XP_048601399.1, XP_048637980.1
OG0017457	CARHR105120	XP_013661409.1, XP_013707185.1
OG0017458	CARHR104800	XP_013685093.1, XP_013736718.2
OG0017459	CARHR103620	XP_013707704.2, XP_013652892.1
OG0017460	CARHR104740	XP_048591411.1, XP_048619936.1
OG0017461	CARHR105340	XP_048593208.1, XP_013706113.1
OG0017462	CARHR106340	XP_013686577.1, XP_013742653.2
OG0017463	CARHR106650	XP_048618782.1
OG0017464	CARHR293510	XP_048618510.1, XP_048593270.1
OG0017465	CARHR281790, CARHR107600	XP_048595572.1, XP_013696096.1
OG0017466	CARHR107960	XP_048590989.1, XP_013643360.2
OG0017467	CARHR108210	XP_048593233.1, XP_013714359.1
OG0017468	CARHR109050	XP_013645820.1, XP_013682276.1
OG0017469	CARHR109410	XP_013691419.3, XP_048593158.1
OG0017470	CARHR109870	XP_013648060.2
OG0017471	CARHR110610	XP_013664467.1, XP_048597535.1
OG0017472	CARHR110860	XP_013682633.1, XP_013652708.1
OG0017473	CARHR110910	XP_013675981.1, XP_013652704.1
OG0017474	CARHR236130	XP_013656369.2, XP_013712384.2
OG0017475	CARHR283700	XP_048619680.1, XP_013706850.1
OG0017476	CARHR111460	XP_013681567.2, XP_048626858.1
OG0017477	CARHR111410	XP_048593067.1, XP_013652658.2
OG0017478	CARHR111620	XP_013664293.1, XP_022563167.1
OG0017479	CARHR111640	XP_013711144.1, XP_013664296.1
OG0017480	CARHR045970	XP_013685969.2, XP_013748639.2
OG0017481	CARHR045570	XP_048637674.1, XP_013711529.1
OG0017482	CARHR045400	XP_013714633.2, XP_013649399.2
OG0017483	CARHR045280	XP_013646262.2, XP_022576178.1
OG0017484	CARHR044920	XP_048629865.1, XP_048636896.1, XP_013702216.1
OG0017485	CARHR044790	XP_013640389.1, XP_013643669.1
OG0017486	CARHR044750	XP_013711792.1, XP_013740565.1
OG0017487	CARHR044740	XP_013740549.1, XP_013711793.1
OG0017488	CARHR044590	XP_048637697.1, XP_048615592.1, XP_013674115.2, XP_013740436.1
OG0017489	CARHR044230	XP_013672977.1, XP_013654603.1
OG0017490	CARHR043970	XP_013670336.2, XP_048628181.1, XP_013740160.2
OG0017491	CARHR043330	XP_013640586.2, XP_013698820.2
OG0017492	CARHR043310	XP_048616638.1
OG0017493	CARHR042740	XP_013699152.1
OG0017494	CARHR042670	XP_013700957.2, XP_013672134.1
OG0017495	CARHR040680, CARHR040600	XP_013699229.1, XP_022576230.2
OG0017496	CARHR040620	XP_013701899.2, XP_048637788.1
OG0017497	CARHR040340	XP_013735834.2, XP_048606475.1
OG0017498	CARHR040010	XP_013720618.1, XP_048591370.1
OG0017499	CARHR038980	XP_022564032.1, XP_013655568.3
OG0017500	CARHR038880	XP_013655575.2, XP_048593531.1
OG0017501	CARHR038860	XP_048637954.1
OG0017502	CARHR038300	XP_013677503.2, XP_022576263.2
OG0017503	CARHR251090	XP_048637960.1, XP_022576268.2
OG0017504	CARHR037960	XP_013655607.1, XP_013718764.1
OG0017505	CARHR222670	XP_048626039.1, XP_013662702.1
OG0017506	CARHR222630	XP_013743780.1, XP_013701333.1
OG0017507	CARHR290290	XP_013654715.1
OG0017508	CARHR290140	XP_013688297.1, XP_013653886.1
OG0017509	CARHR290120	XP_013700845.2, XP_013741270.2
OG0017510	CARHR029850	XP_048606252.1, XP_013656803.1
OG0017511	CARHR128600	XP_048630447.1, XP_013744879.2, XP_013692256.1
OG0017512	CARHR128530	XP_048634422.1, XP_013729099.3
OG0017513	CARHR161900	XP_013707175.1, XP_013745799.1
OG0017514	CARHR161930	XP_048610186.1, XP_013742723.1, XP_013745794.1
OG0017515	CARHR162590	XP_013663126.2, XP_013663266.2
OG0017516	CARHR162670	XP_013714178.1, XP_048633970.1
OG0017517	CARHR162870	XP_013684786.1, XP_013721705.2
OG0017518	CARHR162890	XP_013663100.1, XP_013663239.1
OG0017519	CARHR163610	XP_013737893.2, XP_013742860.2
OG0017520	CARHR163650	XP_013661149.1, XP_013678303.2
OG0017521	CARHR163660	XP_013739816.3, XP_013745517.2
OG0017522	CARHR163760	XP_013675847.2, XP_013742570.1
OG0017523	CARHR163930	XP_048610861.1, XP_048633942.1
OG0017524	CARHR164340	XP_013727628.1, XP_013742485.1
OG0017525	CARHR164160	XP_022567175.1, XP_022574516.1
OG0017526	CARHR164210	XP_048620584.1, XP_048597096.1
OG0017527	CARHR164920	XP_013708492.1, XP_013736866.1
OG0017528	CARHR165060	XP_013711106.1, XP_013711105.2
OG0017529	CARHR165100	XP_013708481.2, XP_013730275.1
OG0017530	CARHR165360	XP_013692943.2, XP_013712351.2
OG0017531	CARHR165480	XP_013742347.1, XP_013652728.1
OG0017532	CARHR165530	XP_022555772.2, XP_013711923.2
OG0017533	CARHR165690	XP_013711322.2, XP_013655908.2
OG0017534	CARHR166010	XP_013655929.1, XP_013663468.2
OG0017535	CARHR165930	XP_048597132.1, XP_048620639.1
OG0017536	CARHR166150	XP_022556678.1, XP_013742306.1
OG0017537	CARHR166500	XP_048597142.1, XP_013663290.2
OG0017538	CARHR166720	XP_013747491.1, XP_048633897.1
OG0017539	CARHR167510	XP_013648403.2, XP_013706322.1
OG0017540	CARHR167740	XP_013748965.1, XP_013711402.2
OG0017541	CARHR169040	XP_013648336.2, XP_013724410.1
OG0017542	CARHR169190	XP_013663683.1, XP_013742852.2
OG0017543	CARHR169440	NP_001302799.1, NP_001302766.1
OG0017544	CARHR170180	XP_013651985.2, XP_013702754.2
OG0017545	CARHR170200	XP_013710671.1, XP_013659988.2
OG0017546	CARHR170730	XP_022563809.1, XP_013712311.2
OG0017547	CARHR161660	XP_013745719.2, XP_013737116.1
OG0017548	CARHR171170	XP_048597293.1, XP_048626956.1, XP_013710660.1
OG0017549	CARHR171200	XP_013712139.1, XP_048597299.1
OG0017550	CARHR172140	XP_013648484.2, XP_013730229.1
OG0017551	CARHR172530	XP_013663952.2, XP_013639961.2
OG0017552	CARHR172910	XP_048597337.1, XP_013639955.2
OG0017553	CARHR173000	XP_013716844.1
OG0017554	CARHR291620	XP_048620917.1, XP_048597368.1
OG0017555	CARHR291530	NP_001303209.1, XP_048597367.1
OG0017556	CARHR171300	XP_013648421.2, XP_013750200.1
OG0017557	CARHR045740	XP_013649423.2, NP_001302851.1
OG0017558	CARHR043110	XP_013703003.1, NP_001303231.1
OG0017559	CARHR042780	XP_048616431.1, XP_013672164.1
OG0017560	CARHR041610	XP_013640758.1, XP_013685537.1
OG0017562	CARHR290360	XP_013655720.1, XP_013710006.2
OG0017563	CARHR154300	XP_048599767.1
OG0017564	CARHR156520	XP_022574811.1, XP_022550734.1
OG0017565	CARHR158890	XP_013700511.2, XP_048632541.1
OG0017566	CARHR162110	XP_013746592.1, XP_013690412.1
OG0017567	CARHR161920	XP_013745784.2, XP_048618803.1
OG0017568	CARHR161110	XP_013662926.2, XP_013663034.1
OG0017569	CARHR162920	XP_013663237.1, XP_013663098.2
OG0017572	CARHR164300	XP_013708304.2, XP_048597100.1
OG0017573	CARHR164320	XP_013708445.1, XP_013711609.2
OG0017574	CARHR164390	XP_013742490.1, XP_013727623.1
OG0017575	CARHR165230	XP_013742323.1, XP_013677434.2
OG0017576	CARHR165700	XP_013655910.2, XP_013711325.1
OG0017577	CARHR166080	XP_013654754.1, XP_013659881.2
OG0017578	CARHR166430	XP_013663433.2, XP_013663286.1
OG0017579	CARHR168950	XP_013714918.1, XP_013648347.2
OG0017580	CARHR173340	XP_013660321.1, XP_013746297.1
OG0017581	CARHR281690	XP_013688503.1, XP_013661378.1
OG0017583	CARHR280530	XP_022569861.1, XP_013650747.1
OG0017584	CARHR066190	XP_013706293.2, XP_013697256.1
OG0017586	CARHR253740	XP_013735500.2, XP_048606943.1
OG0017587	CARHR254730	XP_013713980.1, XP_013718601.1
OG0017590	CARHR132960	XP_013705373.1, XP_013748230.2
OG0017591	CARHR292910, CARHR133560	XP_013701121.2, XP_013747468.3
OG0017592	CARHR134800	XP_013748036.1, XP_048636438.1
OG0017593	CARHR136250	XP_048635447.1, XP_048610391.1
OG0017594	CARHR137370	XP_048611189.1
OG0017595	CARHR136960	XP_013747800.2, XP_048609271.1
OG0017596	CARHR137120	XP_013747795.2, XP_013686294.2
OG0017597	CARHR137770	XP_013724349.1, XP_013683772.1
OG0017598	CARHR142520	XP_022574703.1, XP_013692187.1
OG0017599	CARHR072790	XP_048617563.1, XP_013652542.1
OG0017600	CARHR071340	XP_013652481.2, XP_013720132.2
OG0017601	CARHR069790	XP_022575830.1, XP_048615928.1, XP_013717849.1
OG0017602	CARHR068300	XP_013701450.1, XP_013652450.1
OG0017604	CARHR065950	XP_013675601.1, XP_013719850.1
OG0017605	CARHR235770	XP_013750384.2, XP_013671669.1
OG0017606	CARHR235830	XP_013673934.2, XP_013669963.1
OG0017607	CARHR238030	XP_048637097.1, XP_022558215.2
OG0017608	CARHR238550	XP_013705738.1, XP_013741655.1
OG0017609	CARHR239550	XP_048601216.1, XP_013650212.2
OG0017610	CARHR241430	XP_013735169.2, XP_013660106.2
OG0017611	CARHR241360	XP_022572762.1, XP_013705531.1
OG0017612	CARHR242790	XP_013724992.1, XP_048619320.1
OG0017615	CARHR286740	XP_013690838.1, XP_013647454.2, XP_013690118.2, XP_013647455.2
OG0017616	CARHR003310	XP_013660298.2
OG0017617	CARHR005210	XP_013660591.2, XP_013660588.2, XP_013660596.2
OG0017618	CARHR006500	XP_013664551.2, NP_001302858.1
OG0017619	CARHR006590	XP_048621418.1, XP_013716327.2
OG0017620	CARHR008000	XP_013641107.2, XP_013710526.2
OG0017621	CARHR008130	XP_013712332.2, XP_013641100.2
OG0017622	CARHR012000	XP_013654538.2, XP_013709305.3
OG0017623	CARHR014530	XP_013664685.1, XP_013709974.1
OG0017624	CARHR014790	XP_048638231.1, XP_048614019.1
OG0017625	CARHR015960	XP_013749810.1, XP_013641501.2
OG0017627	CARHR020320	XP_013710634.2, XP_013646705.1, XP_013705678.2
OG0017628	CARHR022800	XP_048596942.1, XP_022558475.2
OG0017629	CARHR023440	XP_013707450.2, XP_048618659.1
OG0017630	CARHR064380	XP_013702765.1, XP_013649445.1
OG0017631	CARHR063750	XP_013717532.1, XP_048602301.1
OG0017632	CARHR063040	XP_013671148.2, XP_048592052.1
OG0017633	CARHR062480	XP_048616086.1
OG0017633	CARHR062470	XP_048591850.1
OG0017634	CARHR061960	XP_013652315.2, XP_013700689.2
OG0017635	CARHR061060	XP_048611425.1
OG0017636	CARHR289740	XP_013730266.1, XP_048595897.1, XP_013681961.2
OG0017637	CARHR054800	XP_022565675.1
OG0017638	CARHR051730	XP_013658138.2, XP_013725324.1
OG0017641	CARHR046780	XP_013681177.2, XP_013673876.1
OG0017642	CARHR110670, CARHR110660	XP_013709777.1, XP_013732279.1, XP_022543752.1
OG0017643	CARHR106620	XP_013725833.2, XP_013736836.2
OG0017644	CARHR228170	XP_022571717.1, XP_013671172.2
OG0017645	CARHR099310	XP_048602238.1, XP_013703136.2
OG0017647	CARHR094020	XP_048594243.1, XP_022550906.2
OG0017648	CARHR090680	XP_022558787.1, XP_013701532.1
OG0017650	CARHR087270	XP_013685649.1, XP_013749919.2
OG0017651	CARHR085820	XP_013640167.2, XP_022558459.1
OG0017652	CARHR084460	XP_048635972.1, XP_022571472.1
OG0017653	CARHR082960	XP_013648124.2, XP_013736099.2
OG0017654	CARHR080650	XP_013693009.2, XP_013732683.2
OG0017655	CARHR286880	XP_048608641.1, XP_013734753.2
OG0017656	CARHR078770	XP_048599105.1, XP_013660576.2
OG0017657	CARHR075690	XP_022570289.2
OG0017658	CARHR210340	XP_022553474.2, XP_048602619.1
OG0017659	CARHR206780	XP_013715523.2, XP_013728509.2
OG0017660	CARHR233490	XP_013671574.2, XP_013741537.1
OG0017661	CARHR206580	XP_048603011.1, XP_013718922.1
OG0017662	CARHR206100	XP_013715435.3, XP_013746787.2
OG0017663	CARHR285350	XP_048624040.1, XP_022549050.2
OG0017665	CARHR115950	XP_048631917.1, XP_013684049.1
OG0017666	CARHR248260	XP_013731248.2, XP_048595099.1
OG0017667	CARHR117720	XP_048633654.1
OG0017668	CARHR229450	XP_013640042.1, XP_022571130.2
OG0017669	CARHR228990	XP_013734015.1, XP_013669921.2
OG0017670	CARHR227760	XP_013671125.2, XP_013737412.1
OG0017671	CARHR227930	XP_013647281.2, XP_013653898.2
OG0017672	CARHR029910	XP_013662456.1, XP_013703999.1
OG0017673	CARHR027920	XP_048596070.1, XP_013731410.1
OG0017674	CARHR027290	XP_013685321.2, XP_022545894.1
OG0017675	CARHR036670	XP_048627983.1, XP_048628948.1, XP_013751461.2, XP_048612942.1
OG0017676	CARHR036190	XP_013667439.1, XP_048627702.1, XP_013724241.2
OG0017677	CARHR036900	XP_013666816.2, XP_013698280.2
OG0017678	CARHR232630	XP_013669941.1, XP_013670624.1, XP_013655123.1, XP_013707568.1
OG0017679	CARHR125630	XP_013728545.2, XP_048636752.1
OG0017680	CARHR168040, CARHR168060	XP_013667120.2, XP_048597192.1
OG0017681	CARHR124240	XP_013699065.1, XP_013733934.1, XP_048609939.1, XP_013722577.2
OG0017682	CARHR121760	XP_013647686.2, XP_048610459.1
OG0017683	CARHR121490	XP_013647664.1, XP_022555753.1
OG0017684	CARHR119990	XP_013692915.2, XP_013653689.1
OG0017685	CARHR204370	XP_013715531.2, XP_048598428.1
OG0017686	CARHR203330	XP_013687204.1, XP_022569124.1, XP_048598870.1
OG0017687	CARHR201530	XP_013651751.1
OG0017688	CARHR182630	XP_013699439.1, XP_013642678.1
OG0017689	CARHR222340	XP_013747687.2, XP_013664488.1
OG0017690	CARHR261770	XP_013746800.2, XP_013720371.1
OG0017691	CARHR213200	XP_013647804.2, XP_013699363.1
OG0017692	CARHR288540	XP_013734432.1, XP_013712846.1
OG0017693	CARHR269270	XP_013696745.1, XP_013745077.1
OG0017694	CARHR285310	XP_013729603.2, XP_013716677.2
OG0017695	CARHR285730	XP_013716694.2, XP_013714017.2
OG0017696	CARHR190660	XP_013724040.1, XP_048599002.1
OG0017698	CARHR162520, CARHR162530	XP_048633960.1
OG0017699	CARHR187440	XP_013643993.2, XP_048591103.1
OG0017700	CARHR277170	XP_013661215.2, XP_013705288.2, XP_013727492.1
OG0017701	CARHR279170	XP_013723099.2, XP_048626570.1, XP_013645763.2
OG0017703	CARHR008280	XP_013641085.2, XP_013712227.3
OG0017709	CARHR057540	XP_013747353.2, XP_013731065.2, XP_048607421.1, XP_048627393.1, XP_048607418.1
OG0017710	CARHR071670	XP_048592333.1, XP_048615943.1, XP_048627437.1, XP_048590910.1
OG0017712	CARHR047530	XP_048623612.1
OG0017712	CARHR051000, CARHR047600	XP_048612624.1
OG0017716	CARHR130110	XP_013681899.1, XP_013734322.1, XP_013679999.1
OG0017717	CARHR104510	XP_048607658.1, XP_013656720.1, XP_013642722.2, XP_013665847.2
OG0017718	CARHR163690	XP_048611792.1
OG0017719	CARHR162350	XP_048597049.1, XP_048620541.1, XP_048634030.1
OG0017720	CARHR202720	XP_013731647.1, XP_013666124.2
OG0017721	CARHR188670	XP_013747354.1, XP_013647219.2
OG0017722	CARHR293190, CARHR293170, CARHR255230, CARHR255240, CARHR293200	XP_048625078.1, XP_013667593.2
OG0017723	CARHR231860	XP_013686480.1, XP_048597557.1
OG0017727	CARHR229540	XP_013733790.1
OG0017729	CARHR257670	XP_048624569.1, XP_048598657.1
OG0017731	CARHR264200	XP_022543994.2
OG0017732	CARHR056300, CARHR257110, CARHR114090, CARHR106770, CARHR123560, CARHR123550	XP_048628099.1, XP_048626473.1, XP_048629883.1, XP_048607147.1, XP_048632639.1
