Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0015255	CARHR174430	Om008G361870
OG0015256	CARHR217310	Om003G106050
OG0015257	CARHR217620	Om003G106130
OG0015258	CARHR173950	Om008G362510
OG0015259	CARHR173970	Om008G362490
OG0015260	CARHR217050	Om003G106370
OG0015261	CARHR102420	Om002G076110
OG0015262	CARHR216840	Om004G173730
OG0015263	CARHR102920	Om002G076790
OG0015264	CARHR216780	Om003G105620
OG0015265	CARHR218170	Om003G105030
OG0015266	CARHR101710	Om002G075290
OG0015267	CARHR231580	Om004G170870
OG0015268	CARHR218370	Om005G190030
OG0015269	CARHR101170	Om002G074560
OG0015270	CARHR101160	Om003G104360
OG0015271	CARHR218820	Om003G104190
OG0015272	CARHR219230	Om003G103900
OG0015273	CARHR219440	Om003G103790
OG0015274	CARHR219940	Om003G103600
OG0015275	CARHR220030	Om003G103550
OG0015276	CARHR220500	Om003G103180
OG0015277	CARHR220670	Om003G102690
OG0015278	CARHR220680	Om003G102680
OG0015279	CARHR099080	Om002G071760
OG0015280	CARHR221440, CARHR221430	Om003G102260
OG0015281	CARHR222170	Om003G101560
OG0015282	CARHR097490	Om003G101430
OG0015283	CARHR262280	Om007G316230
OG0015284	CARHR262070	Om007G316410
OG0015285	CARHR261810	Om007G316770
OG0015286	CARHR261800	Om007G316780
OG0015287	CARHR261570	Om007G316990
OG0015288	CARHR213710	Om007G317510
OG0015289	CARHR212990	Om007G318130
OG0015290	CARHR103070	Om006G253710
OG0015291	CARHR143460	Om008G318710
OG0015293	CARHR143350	Om008G318800
OG0015294	CARHR143310	Om008G318840
OG0015295	CARHR143160	Om008G319000
OG0015296	CARHR143140	Om008G319020
OG0015297	CARHR143130	Om008G319030
OG0015298	CARHR143000	Om008G319200
OG0015299	CARHR142990	Om008G319210
OG0015300	CARHR142950	Om008G319270
OG0015301	CARHR142920	Om008G319290
OG0015302	CARHR142890	Om008G319340
OG0015303	CARHR090660	Om002G061160
OG0015304	CARHR142430	Om008G320010
OG0015305	CARHR142270	Om008G320200
OG0015306	CARHR142250	Om008G320220
OG0015307	CARHR142050	Om008G320490
OG0015308	CARHR141980	Om008G320550
OG0015309	CARHR141860	Om008G320700
OG0015310	CARHR141770	Om008G320830
OG0015311	CARHR141630	Om008G321000
OG0015312	CARHR141320	Om008G321300
OG0015313	CARHR141150	Om008G321490
OG0015314	CARHR140840	Om008G321850
OG0015315	CARHR140830	Om008G321860
OG0015316	CARHR140810	Om008G321880
OG0015317	CARHR140580	Om008G322240
OG0015318	CARHR140460	Om008G322340
OG0015319	CARHR140440	Om008G322360
OG0015320	CARHR140400	Om008G322480
OG0015321	CARHR140370	Om008G322510
OG0015322	CARHR140290	Om008G322680
OG0015323	CARHR140270	Om008G322700
OG0015324	CARHR140160	Om008G322830
OG0015325	CARHR140110	Om008G322890
OG0015326	CARHR139930	Om008G323070
OG0015327	CARHR139520	Om008G323590
OG0015328	CARHR139270	Om008G323960
OG0015329	CARHR139160	Om008G324110
OG0015330	CARHR138830	Om008G324810
OG0015331	CARHR138670	Om008G325030
OG0015332	CARHR138550	Om008G325170
OG0015333	CARHR138510	Om008G325200
OG0015334	CARHR138310	Om008G325470
OG0015335	CARHR138150	Om008G325690
OG0015336	CARHR138020	Om008G325870
OG0015337	CARHR137970	Om008G326020
OG0015338	CARHR137930	Om008G326100
OG0015339	CARHR137840	Om008G326210
OG0015340	CARHR137830	Om008G326220
OG0015341	CARHR137780	Om008G326310
OG0015342	CARHR137730	Om008G326380
OG0015343	CARHR137490	Om008G326660
OG0015344	CARHR137070	Om008G327220
OG0015345	CARHR137290	Om008G326910
OG0015346	CARHR136650	Om008G327880
OG0015347	CARHR211870	Om004G176820
OG0015348	CARHR211860	Om004G176810
OG0015349	CARHR211580, CARHR132710	Om004G176480
OG0015350	CARHR211540	Om004G176430
OG0015351	CARHR211400	Om004G176230
OG0015352	CARHR211360	Om004G176180
OG0015353	CARHR211320	Om004G176120
OG0015354	CARHR211180	Om004G175860
OG0015355	CARHR211120	Om004G175960
OG0015356	CARHR210730	Om004G175480
OG0015357	CARHR210640	Om004G175310
OG0015358	CARHR210260	Om004G174820
OG0015359	CARHR210240	Om004G174770
OG0015360	CARHR210220	Om004G174750
OG0015361	CARHR210060	Om004G174530
OG0015362	CARHR265950	Om005G198550
OG0015363	CARHR209920	Om004G174350
OG0015364	CARHR209870	Om004G174310
OG0015365	CARHR209640	Om004G173950
OG0015366	CARHR203490	Om004G166300
OG0015367	CARHR209600	Om004G173890
OG0015368	CARHR209460	Om004G173740
OG0015369	CARHR209400	Om004G173670
OG0015370	CARHR209340	Om004G173600
OG0015371	CARHR209180	Om004G173360
OG0015372	CARHR209000	Om004G173090
OG0015373	CARHR208990	Om004G173080
OG0015374	CARHR193580	Om006G241090
OG0015375	CARHR192600	Om006G241940
OG0015376	CARHR192710	Om006G241830
OG0015377	CARHR191990	Om006G242610
OG0015378	CARHR191940	Om006G242700
OG0015379	CARHR235400	Om001G021200
OG0015380	CARHR191850	Om006G242820
OG0015381	CARHR191810	Om006G242890
OG0015382	CARHR191660	Om006G243080
OG0015383	CARHR191480	Om006G243360
OG0015384	CARHR191410	Om006G243440
OG0015385	CARHR191250	Om006G243700
OG0015386	CARHR191120	Om006G243800
OG0015387	CARHR191060	Om006G243890
OG0015388	CARHR190840	Om006G244200
OG0015389	CARHR274420	Om006G244570
OG0015390	CARHR274260	Om006G244760
OG0015391	CARHR274230	Om006G244800
OG0015392	CARHR106120, CARHR122510	Om002G068930
OG0015393	CARHR059780	Om005G212550
OG0015394	CARHR273670	Om006G245400
OG0015395	CARHR273410	Om006G245670
OG0015396	CARHR273350	Om006G245730
OG0015397	CARHR285770	Om006G246250
OG0015398	CARHR285290	Om006G246770
OG0015399	CARHR285820	Om006G246160
OG0015400	CARHR285560	Om006G246560
OG0015401	CARHR276950	Om006G234590
OG0015402	CARHR277110	Om006G234390
OG0015403	CARHR277140	Om006G234350
OG0015404	CARHR277210	Om006G234290
OG0015405	CARHR277220	Om006G234280
OG0015406	CARHR277240	Om006G234260
OG0015407	CARHR277280	Om006G234220
OG0015408	CARHR277290	Om006G234210
OG0015409	CARHR277510	Om006G233990
OG0015410	CARHR277830	Om006G233630
OG0015411	CARHR277860	Om006G233600
OG0015412	CARHR133030	Om008G333870
OG0015413	CARHR278140	Om006G233260
OG0015414	CARHR278250	Om006G233170
OG0015415	CARHR278270	Om006G233150
OG0015416	CARHR278300	Om006G233120
OG0015417	CARHR278390	Om006G233030
OG0015418	CARHR278420	Om006G232980
OG0015419	CARHR278480	Om006G232900
OG0015420	CARHR278560	Om006G232820
OG0015421	CARHR278630	Om006G232750
OG0015422	CARHR278840	Om006G232530
OG0015423	CARHR278890	Om006G232460
OG0015424	CARHR279080	Om006G232110
OG0015425	CARHR279230	Om006G231970
OG0015426	CARHR279370, CARHR279380	Om006G231790
OG0015427	CARHR279500	Om006G231640
OG0015429	CARHR279670	Om006G231450
OG0015430	CARHR279890	Om006G231190
OG0015431	CARHR279910	Om006G231170
OG0015432	CARHR279980	Om006G231070
OG0015433	CARHR280050	Om006G230970
OG0015434	CARHR280110	Om006G230910
OG0015435	CARHR280160	Om006G230860
OG0015436	CARHR280280	Om006G230720
OG0015437	CARHR280290	Om006G230700
OG0015438	CARHR280340	Om006G230610
OG0015439	CARHR280600	Om006G230300
OG0015440	CARHR115980	Om006G270980
OG0015441	CARHR280810	Om006G230090
OG0015442	CARHR280840	Om006G230060
OG0015443	CARHR281050	Om006G229830
OG0015444	CARHR281200	Om006G229670
OG0015445	CARHR281220	Om006G229630
OG0015446	CARHR034750	Om006G229490
OG0015447	CARHR281410	Om006G229330
OG0015448	CARHR281480	Om006G229270
OG0015449	CARHR281530	Om006G229230
OG0015450	CARHR281580	Om006G229180
OG0015451	CARHR281710	Om006G229070
OG0015452	CARHR281820	Om006G228970
OG0015453	CARHR248110	Om004G157100
OG0015454	CARHR248920	Om004G157900
OG0015455	CARHR248610	Om004G157640
OG0015456	CARHR248420	Om004G157440
OG0015458	CARHR249070	Om004G158120
OG0015459	CARHR249210	Om004G158270
OG0015460	CARHR249300	Om004G158340
OG0015461	CARHR249400	Om004G158430
OG0015462	CARHR249970	Om004G158910
OG0015463	CARHR249790	Om004G136270
OG0015464	CARHR249690	Om004G159200
OG0015465	CARHR249600	Om004G159300
OG0015466	CARHR250790	Om004G159950
OG0015467	CARHR250900	Om004G160090
OG0015468	CARHR250920	Om004G160110
OG0015469	CARHR250940	Om004G160130
OG0015470	CARHR293790	Om006G232190
OG0015471	CARHR251280	Om004G160490
OG0015472	CARHR178990	Om007G293000
OG0015473	CARHR179080	Om007G292920
OG0015474	CARHR179110	Om007G292890
OG0015475	CARHR179120	Om007G292880
OG0015476	CARHR179260	Om007G277420
OG0015477	CARHR179450	Om007G277520
OG0015478	CARHR179500	Om007G277540
OG0015479	CARHR179610	Om007G277640
OG0015480	CARHR179680	Om007G277690
OG0015481	CARHR179700	Om007G277710
OG0015482	CARHR180180	Om007G278030
OG0015483	CARHR126040	Om007G279220
OG0015484	CARHR126860	Om007G278790
OG0015485	CARHR126480	Om007G279580
OG0015486	CARHR125890	Om007G279690
OG0015487	CARHR125850	Om007G279760
OG0015488	CARHR125820	Om007G279770
OG0015489	CARHR125650	Om007G279920
OG0015490	CARHR125090	Om007G280440
OG0015491	CARHR124960	Om007G280590
OG0015492	CARHR124940	Om007G280620
OG0015493	CARHR124370	Om007G281150
OG0015494	CARHR123640	Om007G281720
OG0015495	CARHR123490	Om007G281840
OG0015496	CARHR123210	Om007G282110
OG0015497	CARHR122350	Om007G282950
OG0015498	CARHR121950	Om007G283220
OG0015499	CARHR121770	Om007G283380
OG0015500	CARHR121650	Om007G283430
OG0015501	CARHR121580	Om007G283480
OG0015502	CARHR121250	Om007G283760
OG0015503	CARHR121080	Om007G283900
OG0015504	CARHR121000	Om007G283930
OG0015505	CARHR120970	Om007G283950
OG0015506	CARHR120860	Om007G283990
OG0015507	CARHR120810	Om007G284050
OG0015508	CARHR120540	Om007G284270
OG0015509	CARHR119390	Om007G285110
OG0015510	CARHR119420	Om007G285090
OG0015511	CARHR119530	Om007G285010
OG0015512	CARHR119700	Om007G284930
OG0015514	CARHR119970	Om007G284770
OG0015515	CARHR119040	Om007G285290
OG0015516	CARHR119030	Om007G285300
OG0015517	CARHR118790	Om007G285430
OG0015518	CARHR118750	Om007G285450
OG0015519	CARHR119010	Om007G285460
OG0015520	CARHR118490	Om007G285540
OG0015521	CARHR107570	Om006G234300
OG0015522	CARHR007470	Om001G028820
OG0015523	CARHR248130	Om004G157120
OG0015524	CARHR120050	Om005G199380
OG0015525	CARHR114530	Om004G149390
OG0015526	CARHR115230	Om004G151030
OG0015528	CARHR115100	Om002G062040
OG0015529	CARHR115020	Om004G150970
OG0015530	CARHR114940	Om002G059890
OG0015531	CARHR114820	Om004G150380
OG0015532	CARHR115320	Om003G125840
OG0015533	CARHR115440	Om004G150890
OG0015534	CARHR235100	Om001G020370
OG0015535	CARHR075440	Om002G042650
OG0015536	CARHR075360	Om002G042570
OG0015537	CARHR075110	Om002G042310
OG0015538	CARHR075070	Om002G042260
OG0015539	CARHR027590	Om007G288380
OG0015540	CARHR075000	Om002G042160
OG0015541	CARHR074970	Om002G042090
OG0015542	CARHR074920	Om002G042040
OG0015543	CARHR074900	Om002G042030
OG0015544	CARHR074870	Om002G042000
OG0015545	CARHR212330	Om004G177460
OG0015546	CARHR082860	Om004G177420
OG0015547	CARHR212300	Om004G177390
OG0015548	CARHR212270	Om004G177360
OG0015549	CARHR212260	Om004G177350
OG0015550	CARHR123610	Om004G177320
OG0015551	CARHR212240	Om004G177310
OG0015552	CARHR212190	Om004G177220
OG0015553	CARHR212170	Om004G177170
OG0015554	CARHR212160	Om004G177150
OG0015555	CARHR234140	Om002G065070
OG0015556	CARHR234410	Om006G233940
OG0015557	CARHR075830	Om002G043010
OG0015558	CARHR075880	Om002G043060
OG0015559	CARHR076070	Om002G043390
OG0015560	CARHR076080	Om002G043400
OG0015561	CARHR076100	Om002G043420
OG0015562	CARHR076150	Om002G043470
OG0015563	CARHR076250	Om002G043600
OG0015564	CARHR076260	Om002G043610
OG0015565	CARHR076420	Om002G043750
OG0015566	CARHR076650	Om002G043980, Om006G272850
OG0015567	CARHR076690	Om002G044020
OG0015568	CARHR076710	Om002G044040
OG0015569	CARHR076830	Om002G044180
OG0015570	CARHR076950	Om002G044310
OG0015571	CARHR077020	Om002G044430
OG0015572	CARHR077030	Om002G044440
OG0015573	CARHR077290	Om002G044710
OG0015574	CARHR077530	Om002G045050
OG0015575	CARHR077730	Om002G045230
OG0015576	CARHR077800	Om002G045300
OG0015577	CARHR078000	Om002G045510
OG0015578	CARHR078270	Om002G045860
OG0015579	CARHR078410	Om002G045940
OG0015580	CARHR078530	Om002G046220
OG0015581	CARHR078990	Om002G046560
OG0015582	CARHR079070	Om002G046630
OG0015583	CARHR079470	Om002G047140
OG0015584	CARHR079610	Om002G047330
OG0015585	CARHR079900	Om002G047620
OG0015586	CARHR079750	Om002G047530
OG0015587	CARHR080070	Om002G047820
OG0015588	CARHR080080	Om002G047830
OG0015589	CARHR080170	Om002G048000
OG0015590	CARHR080230	Om002G048080
OG0015591	CARHR170500	Om003G124750
OG0015592	CARHR080900	Om002G048960
OG0015593	CARHR080960	Om002G049020
OG0015594	CARHR081450	Om002G049520
OG0015595	CARHR081560	Om002G049670
OG0015596	CARHR087200	Om002G056470, Om001G039140
OG0015597	CARHR081620	Om002G049740
OG0015598	CARHR081650	Om002G049770
OG0015599	CARHR081730	Om002G049840
OG0015600	CARHR081750	Om002G049860
OG0015601	CARHR081960	Om002G050020
OG0015602	CARHR081990	Om002G050050
OG0015603	CARHR082130	Om002G050210
OG0015604	CARHR082230	Om002G050300
OG0015605	CARHR082340	Om002G050420
OG0015606	CARHR082380	Om002G050450
OG0015607	CARHR082410	Om002G050480
OG0015608	CARHR082490	Om002G050580
OG0015609	CARHR082580	Om002G050650
OG0015610	CARHR082600	Om002G050660
OG0015611	CARHR082760	Om002G050830
OG0015612	CARHR083310	Om002G051410
OG0015613	CARHR083330	Om002G051450
OG0015614	CARHR135350	Om008G330160
OG0015615	CARHR135330	Om008G330190
OG0015616	CARHR135080	Om008G330600
OG0015617	CARHR134870	Om008G331280
OG0015618	CARHR134830	Om008G331240
OG0015619	CARHR134510	Om008G331640
OG0015620	CARHR134490	Om008G331670
OG0015621	CARHR133940	Om008G332340
OG0015622	CARHR134280	Om008G331970
OG0015623	CARHR133850	Om008G332520
OG0015624	CARHR133800	Om008G332610
OG0015625	CARHR133780	Om008G332650
OG0015626	CARHR130170	Om008G337970
OG0015627	CARHR130580	Om008G337380
OG0015628	CARHR287100	Om008G332970
OG0015629	CARHR130670	Om008G337210
OG0015630	CARHR130890	Om008G336880
OG0015631	CARHR131190	Om008G336580
OG0015632	CARHR131450	Om008G336340
OG0015633	CARHR131490	Om008G336270
OG0015634	CARHR131610	Om008G336100
OG0015635	CARHR131600	Om008G336110
OG0015636	CARHR101740	Om002G075310
OG0015637	CARHR131710	Om008G335970
OG0015638	CARHR132360	Om008G335930
OG0015639	CARHR132350	Om008G335920
OG0015640	CARHR132250	Om008G335800
OG0015641	CARHR132080	Om008G335430
OG0015642	CARHR131940	Om008G335240
OG0015643	CARHR131920	Om008G335220
OG0015644	CARHR133330	Om008G333340
OG0015645	CARHR133260	Om008G333430
OG0015646	CARHR133230, CARHR035360	Om008G333540
OG0015647	CARHR132760	Om008G334250
OG0015648	CARHR132730	Om008G334300
OG0015649	CARHR132650	Om008G334560
OG0015651	CARHR130030	Om008G338120
OG0015652	CARHR016190	Om005G196450
OG0015653	CARHR016230	Om005G196490
OG0015654	CARHR016580	Om005G196990
OG0015655	CARHR016750	Om005G197180
OG0015656	CARHR016920	Om005G197390
OG0015657	CARHR017120	Om005G197610
OG0015658	CARHR017470	Om005G198020
OG0015659	CARHR017610	Om005G198100
OG0015660	CARHR017850	Om005G198390
OG0015661	CARHR018090	Om005G198780
OG0015662	CARHR018080	Om005G198770
OG0015663	CARHR018060	Om005G198750
OG0015664	CARHR018020	Om005G198710
OG0015665	CARHR017970	Om005G198630
OG0015666	CARHR018180	Om005G198870
OG0015667	CARHR018350	Om005G199160
OG0015668	CARHR018820	Om005G199810
OG0015669	CARHR018750	Om005G199700
OG0015670	CARHR018720	Om005G199670
OG0015671	CARHR018620	Om005G199560
OG0015672	CARHR066790	Om004G140700
OG0015673	CARHR019310	Om005G200470
OG0015674	CARHR019460	Om005G200680
OG0015675	CARHR019500	Om005G200720
OG0015676	CARHR019590	Om005G200840
OG0015677	CARHR019680	Om005G200930
OG0015678	CARHR019720	Om005G200970
OG0015679	CARHR019900	Om005G201230
OG0015680	CARHR019930	Om005G201260
OG0015681	CARHR019960	Om005G201290
OG0015682	CARHR020010	Om005G201390
OG0015683	CARHR020610	Om005G202260
OG0015684	CARHR021000	Om005G202610
OG0015685	CARHR021030	Om005G202640
OG0015686	CARHR021110	Om005G202710
OG0015687	CARHR021300	Om005G203030
OG0015688	CARHR021500	Om005G203260
OG0015689	CARHR021930	Om005G203890
OG0015690	CARHR021990	Om005G203960
OG0015691	CARHR022000	Om005G203970
OG0015692	CARHR022100	Om005G204140
OG0015693	CARHR022150	Om005G204180
OG0015694	CARHR022160	Om005G204200
OG0015695	CARHR004820	Om005G182660
OG0015696	CARHR022490	Om005G204630
OG0015697	CARHR022540	Om005G204680
OG0015698	CARHR022820	Om005G204980
OG0015699	CARHR022980	Om005G205120
OG0015700	CARHR023060	Om005G205200
OG0015701	CARHR023160	Om005G205330
OG0015702	CARHR023310	Om005G205550
OG0015703	CARHR023320	Om005G205570
OG0015704	CARHR023380	Om005G205630
OG0015705	CARHR023480	Om005G206950
OG0015706	CARHR023620	Om004G143400
OG0015707	CARHR023830	Om004G143760
OG0015708	CARHR024260	Om004G144460
OG0015709	CARHR024340	Om004G144550
OG0015710	CARHR024420	Om004G144690
OG0015711	CARHR006730	Om005G184550
OG0015712	CARHR025200	Om004G145510
OG0015713	CARHR025320	Om004G145990
OG0015714	CARHR025500	Om004G146220
OG0015715	CARHR061950	Om005G209830
OG0015716	CARHR025690	Om004G146590
OG0015717	CARHR061600	Om005G210360
OG0015718	CARHR025840	Om004G146780
OG0015719	CARHR025960	Om004G147020
OG0015720	CARHR026070	Om003G124950
OG0015721	CARHR026420	Om004G147610
OG0015722	CARHR026680	Om004G131990
OG0015723	CARHR026710	Om006G263420
OG0015724	CARHR020520	Om005G202140
OG0015725	CARHR036160	Om004G149350
OG0015726	CARHR036150	Om006G238540
OG0015727	CARHR027060	Om004G151810
OG0015728	CARHR231630	Om007G280240
OG0015729	CARHR231700	Om002G051420
OG0015730	CARHR231780	Om005G185130
OG0015732	CARHR231930	Om007G291210
OG0015733	CARHR232000	Om007G315270
OG0015734	CARHR115890	Om004G150560
OG0015735	CARHR232090	Om007G285620
OG0015736	CARHR232120	Om007G285670
OG0015737	CARHR232190	Om007G285690
OG0015738	CARHR232210	Om008G333230
OG0015739	CARHR232330	Om006G273970
OG0015740	CARHR232460	Om007G285930
OG0015741	CARHR232510	Om007G286000
OG0015743	CARHR232780	Om007G286320
OG0015744	CARHR232960	Om007G286560
OG0015745	CARHR232880	Om007G286430, Om011G365030
OG0015746	CARHR232860	Om007G286400
OG0015747	CARHR264790	Om003G127070
OG0015748	CARHR008340	Om005G186450
OG0015749	CARHR235510	Om001G021450
OG0015750	CARHR235430	Om001G021270
OG0015751	CARHR116270	Om004G151690
OG0015752	CARHR294560	Om004G154600
OG0015753	CARHR116800	Om001G007990
OG0015754	CARHR117360	Om003G095560
OG0015755	CARHR184860	Om004G152330, Om004G155250
OG0015757	CARHR293100	Om004G152090
OG0015758	CARHR293010	Om004G152020
OG0015759	CARHR292960	Om004G151310
OG0015760	CARHR235530	Om001G021460
OG0015761	CARHR114450	Om004G154470
OG0015762	CARHR114150	Om004G154340
OG0015763	CARHR113760	Om004G154050
OG0015764	CARHR164290	Om006G253350
OG0015765	CARHR113630	Om004G153820
OG0015766	CARHR113210	Om004G153550
OG0015767	CARHR113060, CARHR113050	Om004G153500
OG0015768	CARHR113040	Om004G153490
OG0015769	CARHR112700	Om004G155840
OG0015770	CARHR112610	Om004G155890
OG0015771	CARHR112450	Om004G156000
OG0015772	CARHR111970	Om004G156420
OG0015773	CARHR111880	Om001G033090
OG0015774	CARHR111860	Om004G156570
OG0015776	CARHR015000	Om005G194750
OG0015777	CARHR014830	Om005G194510
OG0015778	CARHR014730	Om005G194420
OG0015779	CARHR014720	Om005G194410
OG0015780	CARHR014700	Om005G194390
OG0015781	CARHR014620	Om005G194270
OG0015782	CARHR014400	Om005G193980
OG0015783	CARHR014360	Om005G194020
OG0015784	CARHR014210	Om005G193810
OG0015785	CARHR014260	Om005G193860
OG0015786	CARHR014070	Om005G193650
OG0015787	CARHR013890	Om005G193390
OG0015788	CARHR013600	Om005G192940
OG0015790	CARHR013540	Om005G192860
OG0015791	CARHR013310	Om005G192540
OG0015792	CARHR012940	Om005G192130
OG0015793	CARHR012850	Om005G192040
OG0015794	CARHR012780	Om005G191950
OG0015795	CARHR012720	Om005G191880
OG0015796	CARHR012660	Om005G191790
OG0015797	CARHR012550	Om005G191590
OG0015798	CARHR012560	Om005G191600
OG0015799	CARHR012410	Om005G191380
OG0015800	CARHR012080	Om005G190940
OG0015801	CARHR011970	Om005G190810
OG0015802	CARHR011830	Om005G190560
OG0015803	CARHR050560	Om005G223560
OG0015804	CARHR011620	Om005G190290
OG0015805	CARHR011430	Om005G190020
OG0015806	CARHR011100	Om005G189650
OG0015807	CARHR011050	Om005G189530
OG0015808	CARHR011020	Om005G189510
OG0015809	CARHR010880	Om005G189380
OG0015810	CARHR010710	Om005G189170
OG0015811	CARHR010680	Om005G189150
OG0015812	CARHR010520	Om005G188910, Om002G078120
OG0015813	CARHR010360	Om005G188770
OG0015814	CARHR009800	Om005G188130
OG0015815	CARHR009820	Om005G188160
OG0015816	CARHR009870	Om005G188210
OG0015817	CARHR009960	Om005G188260
OG0015818	CARHR010160	Om005G188520
OG0015819	CARHR009650	Om005G187940
OG0015820	CARHR009420	Om005G187550
OG0015821	CARHR009410	Om005G187540
OG0015822	CARHR009270	Om005G187390
OG0015823	CARHR009230	Om005G187320
OG0015824	CARHR009200	Om005G187300
OG0015825	CARHR009090	Om005G187150
OG0015826	CARHR008930	Om005G187040
OG0015827	CARHR008690	Om005G186810
OG0015828	CARHR008490	Om005G186620
OG0015829	CARHR008600	Om005G186720
OG0015830	CARHR007930	Om005G186050
OG0015831	CARHR007490	Om005G185530
OG0015832	CARHR007520	Om005G185560
OG0015833	CARHR153580	Om002G082350
OG0015834	CARHR007300	Om005G185300
OG0015835	CARHR007030	Om005G184990
OG0015836	CARHR006750	Om005G184570
OG0015837	CARHR006680	Om005G184470
OG0015838	CARHR006640	Om005G184440
OG0015839	CARHR006160	Om005G184050
OG0015840	CARHR006530	Om005G184330
OG0015841	CARHR006510	Om005G184310
OG0015842	CARHR006390	Om005G184180
OG0015843	CARHR006370	Om005G184160
OG0015844	CARHR006140	Om005G184020
OG0015845	CARHR006130	Om005G184010
OG0015846	CARHR006110	Om005G183970
OG0015847	CARHR006060	Om005G183920
OG0015848	CARHR005480	Om005G183390
OG0015849	CARHR005370	Om005G183250
OG0015850	CARHR183670	Om007G309140
OG0015851	CARHR005380	Om005G183240
OG0015852	CARHR005350	Om005G183220
OG0015853	CARHR004930	Om005G182800
OG0015854	CARHR004890	Om005G182750
OG0015855	CARHR004590	Om005G182340
OG0015856	CARHR004560	Om005G182320
OG0015857	CARHR004500	Om005G185840
OG0015858	CARHR004410	Om005G182200
OG0015859	CARHR004380	Om005G182160
OG0015860	CARHR004370	Om005G182150
OG0015861	CARHR004280	Om005G182030
OG0015862	CARHR003920	Om005G181550
OG0015863	CARHR290280	Om001G016900
OG0015864	CARHR003370	Om005G181070
OG0015865	CARHR003340	Om005G181040
OG0015866	CARHR003330	Om005G181030
OG0015867	CARHR002920	Om005G180490
OG0015868	CARHR003160	Om005G180830
OG0015869	CARHR002780	Om005G180330
OG0015870	CARHR002770	Om005G180300
OG0015871	CARHR002760	Om005G180290
OG0015872	CARHR002550	Om005G180150
OG0015873	CARHR002440	Om005G179960
OG0015874	CARHR002140	Om005G179620
OG0015875	CARHR002000	Om005G179480
OG0015876	CARHR001930	Om005G179410
OG0015877	CARHR001710	Om005G179170
OG0015878	CARHR001800	Om005G179310
OG0015879	CARHR001640	Om005G179100
OG0015880	CARHR001620	Om005G179080
OG0015881	CARHR001190	Om005G178610
OG0015882	CARHR001010, CARHR001030	Om005G178480
OG0015883	CARHR000620	Om005G178090
OG0015884	CARHR000550	Om005G178140
OG0015885	CARHR000470	Om005G177900
OG0015886	CARHR000460	Om005G177890
OG0015887	CARHR000450	Om005G177880
OG0015888	CARHR000410	Om005G177840
OG0015889	CARHR000380	Om005G177810
OG0015891	CARHR000280	Om005G177720
OG0015892	CARHR000210	Om005G177650
OG0015893	CARHR000150	Om005G177570
OG0015894	CARHR199540	Om007G302100
OG0015895	CARHR198760	Om007G301170
OG0015896	CARHR198900	Om007G301360
OG0015897	CARHR199120	Om007G301620
OG0015898	CARHR199200	Om007G301700
OG0015899	CARHR199280	Om007G301790
OG0015900	CARHR198660	Om007G301030
OG0015901	CARHR198570	Om007G300900
OG0015902	CARHR198540	Om007G300810
OG0015903	CARHR197800	Om007G299750
OG0015904	CARHR197880	Om007G299830
OG0015905	CARHR197960	Om007G299980
OG0015906	CARHR198030	Om007G300070
OG0015908	CARHR197410	Om007G299140
OG0015909	CARHR197050	Om007G298640
OG0015910	CARHR076540	Om002G043840
OG0015911	CARHR197160	Om007G298830
OG0015912	CARHR196720	Om007G298210
OG0015913	CARHR196570	Om007G298050
OG0015914	CARHR196350	Om007G297740
OG0015915	CARHR196290	Om007G297640
OG0015917	CARHR195970	Om007G297310
OG0015918	CARHR195830	Om007G297150
OG0015919	CARHR195850	Om007G297170
OG0015920	CARHR195750	Om007G297060
OG0015921	CARHR195610	Om007G296830
OG0015922	CARHR195540	Om007G296720
OG0015923	CARHR195520	Om007G296700
OG0015924	CARHR195170	Om007G296360
OG0015925	CARHR195090	Om007G296290
OG0015926	CARHR194850	Om007G296060
OG0015927	CARHR194840	Om007G296050
OG0015928	CARHR194640	Om007G295900
OG0015929	CARHR194610	Om007G295870
OG0015930	CARHR008520	Om005G186640
OG0015931	CARHR194360	Om007G295420
OG0015932	CARHR194240	Om007G295320
OG0015933	CARHR194230	Om007G295310
OG0015934	CARHR194150	Om007G295180
OG0015935	CARHR193790	Om007G294860
OG0015936	CARHR187130	Om007G294660
OG0015937	CARHR186840	Om007G294330
OG0015939	CARHR186720	Om007G294280
OG0015940	CARHR186230	Om007G293870
OG0015941	CARHR186120	Om004G131440
OG0015942	CARHR185990	Om007G293570
OG0015943	CARHR185980	Om007G293560
OG0015944	CARHR185010	Om007G293300
OG0015946	CARHR157620	Om006G261320
OG0015947	CARHR287990	Om007G303540
OG0015948	CARHR233880	Om002G061350
OG0015950	CARHR183120	Om007G305980, Om009G363090
OG0015951	CARHR183620	Om010G364920, Om007G309280
OG0015952	CARHR183980	Om007G308030
OG0015953	CARHR183800	Om007G308240
OG0015954	CARHR196310	Om007G297660
OG0015955	CARHR206320	Om004G169760
OG0015956	CARHR206250	Om004G169690
OG0015957	CARHR199590	Om007G302140
OG0015958	CARHR199600	Om007G302150
OG0015959	CARHR206390	Om004G169900
OG0015960	CARHR206660	Om004G170170
OG0015961	CARHR184310	Om002G084040
OG0015962	CARHR036000	Om001G015250
OG0015963	CARHR184240	Om008G358740
OG0015964	CARHR207080	Om004G170390
