Orthogroup	Raphanus_sativus	Alyssum_gmelinii
OG0013512	XP_018446401.1	Ag006G492180
OG0013513	XP_018444725.1, XP_018475230.1	Ag006G492320
OG0013514	XP_018443159.1, XP_018446982.1	Ag006G492430
OG0013515	XP_018444802.1, XP_018444454.1	Ag006G492730
OG0013516	XP_018443068.1	Ag006G492800
OG0013517	XP_018469548.1, XP_018442790.1	Ag006G492920
OG0013518	XP_018464805.1, XP_018445670.1	Ag006G492980
OG0013519	XP_018473009.1	Ag006G493520
OG0013520	XP_018445956.1	Ag006G494040
OG0013521	XP_018445957.1	Ag006G494030
OG0013522	XP_018470956.1, XP_018470955.1	Ag006G495600
OG0013523	XP_018444124.1, XP_018470959.1	Ag006G495620
OG0013524	XP_018476411.1, XP_018475978.1	Ag006G495860
OG0013525	XP_018445507.1	Ag006G496080
OG0013526	XP_018445510.1	Ag006G496090
OG0013527	XP_018445490.1	Ag006G496530
OG0013529	XP_018442598.1	Ag006G496940
OG0013530	XP_018444055.1	Ag006G496960
OG0013531	XP_018445970.1	Ag006G497310
OG0013532	XP_018445409.1	Ag006G497390
OG0013533	XP_018442440.1	Ag006G497440
OG0013534	XP_018446140.1	Ag006G497480
OG0013535	XP_018442820.1, XP_018442674.1	Ag006G497570
OG0013536	XP_018442822.1, XP_018442675.1	Ag006G497580
OG0013537	XP_018459101.1	Ag008G718710
OG0013539	XP_018442277.1	Ag008G719350
OG0013540	XP_018474891.1	Ag008G717720
OG0013541	XP_018446544.1	Ag008G717710
OG0013542	XP_018461659.1, XP_018442710.1	Ag008G716590
OG0013543	XP_018469710.1	Ag008G716260
OG0013544	XP_018445222.1	Ag008G716170
OG0013545	XP_018466651.1, XP_018474262.1	Ag008G716140
OG0013546	XP_018451931.1	Ag008G715990
OG0013547	XP_018471494.1	Ag008G714020
OG0013548	XP_018445853.1	Ag008G714010
OG0013549	XP_018464046.1	Ag008G713700
OG0013550	XP_018471669.1	Ag008G712900
OG0013551	XP_018465696.1, XP_018468248.1	Ag008G712770
OG0013552	XP_018473453.1	Ag008G712760
OG0013553	XP_018476948.1	Ag008G712540
OG0013554	XP_018442299.1	Ag008G712310
OG0013555	XP_018474237.1	Ag008G710650
OG0013556	XP_018462054.1, XP_018456196.1	Ag008G709060
OG0013557	XP_018462850.1, XP_018452915.1	Ag008G708930
OG0013559	XP_018486340.1, XP_018475464.1	Ag007G583850
OG0013561	XP_018456787.1	Ag008G729130
OG0013562	XP_018453336.1	Ag008G729220
OG0013563	XP_018455711.1	Ag008G729620
OG0013564	XP_018493040.1	Ag008G729770
OG0013565	XP_018485532.1, XP_018440987.1	Ag008G730210
OG0013566	XP_018487145.1	Ag008G730570
OG0013567	XP_018488477.1	Ag008G730630
OG0013569	XP_018487123.1, XP_018461889.1	Ag008G730860
OG0013570	XP_018485530.1, XP_018461890.1	Ag008G730960
OG0013571	XP_018441828.1, XP_018459904.1	Ag008G731020
OG0013572	XP_018492655.1	Ag008G731120
OG0013573	XP_018433165.1	Ag008G731220
OG0013574	XP_018490681.1	Ag008G731270
OG0013575	XP_018452489.1	Ag008G731400
OG0013576	XP_018432863.1	Ag008G731490
OG0013577	XP_018453128.1	Ag005G410660
OG0013578	XP_018488637.1	Ag008G731710
OG0013579	XP_018489187.1	Ag003G280820, Ag008G731810
OG0013580	XP_018439352.1	Ag008G732260
OG0013581	XP_018433886.1	Ag008G732580
OG0013582	XP_018465607.1	Ag008G733020
OG0013583	XP_018456204.1	Ag008G733460
OG0013584	XP_018487207.1, XP_018487205.1	Ag008G733470
OG0013585	XP_018486327.1, XP_018488176.1	Ag008G733570
OG0013586	XP_018486653.1, XP_018491202.1	Ag008G733650
OG0013587	XP_018493257.1	Ag008G733790, Ag008G733830
OG0013588	XP_018488950.1	Ag008G734020
OG0013589	XP_018491148.1	Ag008G734050
OG0013590	XP_018434885.1	Ag008G734080
OG0013591	XP_018451997.1	Ag008G734280
OG0013592	XP_018447746.1	Ag008G734360
OG0013593	XP_018452223.1, XP_018438954.1, XP_018438952.1	Ag008G734450
OG0013594	XP_018457743.1	Ag008G734510
OG0013595	XP_018438943.1, XP_018440029.1	Ag008G734560
OG0013596	XP_018439804.1	Ag008G734580
OG0013597	XP_018462264.1, XP_018440049.1	Ag008G734720
OG0013599	XP_018441841.1	Ag003G276410
OG0013600	XP_018433284.1, XP_018465722.1	Ag008G735100
OG0013601	XP_018438343.1	Ag001G100070
OG0013602	XP_018439228.1	Ag001G099610
OG0013603	XP_018461485.1, XP_018478380.1, XP_018455512.1	Ag001G099490
OG0013604	XP_018456208.1, XP_018438939.1	Ag001G099380
OG0013605	XP_018452482.1, XP_018452497.1	Ag001G099310
OG0013606	XP_018438937.1	Ag001G099270
OG0013607	XP_018456537.1	Ag001G099200
OG0013608	XP_018452126.1	Ag001G099180
OG0013609	XP_018458940.1	Ag007G609650, Ag006G519120
OG0013610	XP_018457749.1	Ag006G519170
OG0013611	XP_018466992.1, XP_018458920.1	Ag006G519320
OG0013612	XP_018475319.1	Ag006G516850
OG0013613	XP_018476692.1, XP_018462018.1	Ag006G517180
OG0013614	XP_018456870.1	Ag006G520050
OG0013615	XP_018452370.1	Ag006G520020
OG0013616	XP_018454462.1	Ag006G520000
OG0013617	XP_018456889.1	Ag006G515770
OG0013618	XP_018474383.1, XP_018474367.1	Ag006G515530
OG0013619	XP_018452080.1	Ag006G515520
OG0013620	XP_018454383.1	Ag006G515370
OG0013621	XP_018454771.1, XP_018453309.1	Ag006G515230
OG0013622	XP_018476074.1	Ag006G514920
OG0013623	XP_018453029.1	Ag006G513750
OG0013624	XP_018454672.1	Ag006G513600
OG0013625	XP_018474443.1, XP_018474442.1	Ag006G513080
OG0013626	XP_018474445.1	Ag006G513100
OG0013627	XP_018474449.1, XP_018474441.1	Ag006G512830
OG0013628	XP_018474686.1	Ag006G512650
OG0013629	XP_018476451.1	Ag006G512640
OG0013630	XP_018475958.1	Ag006G512570
OG0013631	XP_018432745.1	Ag004G299750
OG0013632	XP_018455263.1, XP_018465896.1	Ag006G511190
OG0013633	XP_018469337.1	Ag006G509920
OG0013634	XP_018447375.1	Ag007G599550
OG0013635	XP_018455551.1, XP_018455550.1, XP_018456569.1	Ag007G599560
OG0013636	XP_018474536.1	Ag006G508540
OG0013637	XP_018476736.1	Ag007G599470
OG0013638	XP_018456566.1	Ag007G599440
OG0013639	XP_018452478.1	Ag007G599370
OG0013640	XP_018468081.1	Ag007G599170
OG0013641	XP_018457633.1	Ag007G599120
OG0013642	XP_018455283.1	Ag007G598930
OG0013643	XP_018461072.1, XP_018474830.1	Ag007G586420
OG0013644	XP_018456953.1	Ag007G586430
OG0013645	XP_018465664.1, XP_018466224.1	Ag007G586690
OG0013646	XP_018477693.1	Ag007G586940
OG0013647	XP_018463528.1	Ag007G586960
OG0013648	XP_018478278.1	Ag007G587050
OG0013649	XP_018483463.1	Ag007G587340
OG0013650	XP_018477082.1, XP_018481311.1	Ag007G587580
OG0013651	XP_018453368.1, XP_018453379.1	Ag007G587830
OG0013652	XP_018478120.1	Ag007G587940
OG0013653	XP_018466439.1, XP_018466300.1	Ag007G588510
OG0013654	XP_018482765.1	Ag007G588460
OG0013655	XP_018477107.1	Ag007G588410
OG0013656	XP_018434950.1	Ag007G588390
OG0013657	XP_018473174.1	Ag007G589400
OG0013658	XP_018439259.1	Ag007G588710
OG0013659	XP_018475856.1, XP_018474772.1	Ag007G589610
OG0013660	XP_018485126.1	Ag007G589490
OG0013661	XP_018462600.1, XP_018437139.1	Ag007G589850
OG0013662	XP_018433823.1	Ag007G589860
OG0013663	XP_018476938.1, XP_018476874.1	Ag007G590150
OG0013664	XP_018476801.1, XP_018476805.1	Ag007G590200
OG0013665	XP_018438072.1	Ag007G590330
OG0013666	XP_018476009.1, XP_018476017.1	Ag007G590430
OG0013667	XP_018441815.1	Ag007G590630
OG0013668	XP_018442030.1, XP_018442029.1	Ag007G591470
OG0013669	XP_018440794.1	Ag007G591510
OG0013670	XP_018434158.1	Ag007G591660
OG0013671	XP_018478277.1	Ag007G591890
OG0013672	XP_018483620.1	Ag007G591950
OG0013673	XP_018483287.1	Ag007G592060
OG0013674	XP_018483162.1	Ag007G592110
OG0013675	XP_018482346.1	Ag007G592220
OG0013676	XP_018472955.1	Ag007G592620
OG0013677	XP_018473423.1	Ag007G592680
OG0013678	XP_018473260.1	Ag008G681180
OG0013679	XP_018464782.1, XP_018475229.1, XP_018463712.1	Ag007G593550
OG0013680	XP_018441049.1	Ag007G593770
OG0013681	XP_018438267.1	Ag007G593800
OG0013682	XP_018434642.1	Ag007G594730
OG0013683	XP_018479833.1, XP_018483943.1	Ag007G595060
OG0013684	XP_018450235.1	Ag003G296850
OG0013685	XP_018440901.1	Ag007G595840
OG0013686	XP_018439983.1	Ag007G595950
OG0013687	XP_018441742.1	Ag007G596230
OG0013688	XP_018467594.1	Ag007G596250
OG0013689	XP_018439176.1	Ag007G596400
OG0013690	XP_018477493.1	Ag007G596440
OG0013691	XP_018436560.1, XP_018436558.1	Ag007G596740
OG0013692	XP_018436670.1, XP_018477109.1	Ag007G597760
OG0013693	XP_018474989.1	Ag007G597710, Ag007G597720
OG0013694	XP_018481912.1	Ag007G597260
OG0013695	XP_018435166.1	Ag007G597080
OG0013696	XP_018460827.1, XP_018450918.1	Ag007G597920
OG0013697	XP_018436622.1	Ag007G597930
OG0013698	XP_018480594.1, XP_018466977.1	Ag007G598030
OG0013699	XP_018439961.1, XP_018436251.1	Ag007G598110
OG0013700	XP_018472743.1, XP_018459382.1	Ag007G598280
OG0013701	XP_018483937.1	Ag007G598310, Ag002G148020
OG0013702	XP_018432915.1, XP_018432888.1	Ag003G246410
OG0013703	XP_018435090.1	Ag007G628240
OG0013704	XP_018483312.1	Ag007G634310
OG0013705	XP_018486758.1	Ag006G525810
OG0013706	XP_018472946.1	Ag008G716030
OG0013707	XP_018481167.1, XP_018483595.1	Ag006G526650
OG0013708	XP_018465900.1, XP_018487086.1	Ag007G593600
OG0013709	XP_018486137.1	Ag005G486300
OG0013710	XP_018473473.1, XP_018463277.1	Ag006G525800
OG0013711	XP_018489954.1, XP_018489957.1	Ag007G631330
OG0013712	XP_018478609.1	Ag006G525700
OG0013713	XP_018477602.1	Ag006G525490
OG0013714	XP_018475895.1	Ag006G527900
OG0013715	XP_018468138.1	Ag003G252060
OG0013716	XP_018483183.1, XP_018483159.1	Ag003G251000
OG0013717	XP_018490956.1	Ag005G490600
OG0013719	XP_018474390.1, XP_018491627.1	Ag001G100770
OG0013720	XP_018491518.1, XP_018491279.1	Ag001G100800
OG0013721	XP_018491278.1	Ag001G100810
OG0013722	XP_018471093.1, XP_018471088.1	Ag001G100880
OG0013723	XP_018475810.1	Ag006G490840
OG0013724	XP_018468969.1	Ag006G490920
OG0013725	XP_018461847.1, XP_018434055.1	Ag006G491050
OG0013726	XP_018442601.1	Ag006G490980
OG0013727	XP_018453571.1	Ag008G698080
OG0013728	XP_018471194.1	Ag008G694590
OG0013729	XP_018485962.1, XP_018488834.1, XP_018488831.1	Ag005G490180
OG0013730	XP_018433826.1	Ag005G490130
OG0013731	XP_018488631.1	Ag005G489840
OG0013732	XP_018488411.1	Ag005G489800
OG0013733	XP_018435258.1, XP_018435257.1	Ag005G489050
OG0013734	XP_018484691.1	Ag007G643600
OG0013735	XP_018439341.1	Ag005G488790
OG0013737	XP_018493352.1	Ag005G487970
OG0013738	XP_018489247.1	Ag005G487870
OG0013739	XP_018491399.1, XP_018491394.1	Ag005G487820
OG0013740	XP_018481252.1	Ag003G266480, Ag003G265700
OG0013741	XP_018486684.1	Ag005G487230
OG0013742	XP_018489344.1	Ag005G486910
OG0013743	XP_018437045.1	Ag005G486770
OG0013744	XP_018492268.1	Ag005G486750
OG0013745	XP_018488757.1	Ag005G486420
OG0013746	XP_018488695.1	Ag005G486400
OG0013747	XP_018488346.1	Ag005G486020
OG0013748	XP_018491245.1	Ag005G485670
OG0013749	XP_018486723.1, XP_018483063.1	Ag005G485750
OG0013750	XP_018437176.1, XP_018439234.1	Ag005G485470
OG0013751	XP_018486320.1	Ag005G485460
OG0013752	XP_018492883.1	Ag005G485330
OG0013753	XP_018493092.1	Ag005G485220
OG0013754	XP_018490630.1, XP_018490628.1	Ag005G484900
OG0013755	XP_018493360.1	Ag005G484830
OG0013756	XP_018489454.1, XP_018463428.1	Ag005G484670
OG0013757	XP_018485555.1	Ag005G484530
OG0013758	XP_018486615.1	Ag005G484180
OG0013759	XP_018493433.1	Ag005G483990
OG0013760	XP_018491654.1	Ag005G484130
OG0013761	XP_018490942.1, XP_018490944.1, XP_018490804.1	Ag005G483170
OG0013762	XP_018490404.1	Ag005G482960
OG0013763	XP_018489267.1, XP_018489806.1	Ag005G482550
OG0013764	XP_018485521.1	Ag005G482530
OG0013765	XP_018488358.1, XP_018462413.1	Ag005G482070
OG0013766	XP_018488884.1	Ag005G481560
OG0013767	XP_018492022.1	Ag005G481420
OG0013768	XP_018432884.1	Ag005G481160
OG0013769	XP_018455527.1	Ag005G481090
OG0013770	XP_018492936.1	Ag005G480840
OG0013771	XP_018492862.1	Ag005G480390
OG0013772	XP_018491150.1	Ag005G479750
OG0013773	XP_018452904.1, XP_018453213.1	Ag002G146430
OG0013774	XP_018491081.1	Ag005G479300
OG0013775	XP_018492581.1, XP_018488433.1	Ag005G479280
OG0013776	XP_018464766.1, XP_018485543.1	Ag005G478980
OG0013777	XP_018489927.1	Ag005G478870
OG0013778	XP_018493017.1	Ag005G478660
OG0013779	XP_018489611.1, XP_018489624.1	Ag005G478340
OG0013780	XP_018438603.1	Ag002G186510
OG0013781	XP_018474974.1	Ag002G185290, Ag002G185280
OG0013782	XP_018434031.1, XP_018459952.1	Ag002G185060
OG0013783	XP_018492518.1	Ag001G079970
OG0013784	XP_018441554.1	Ag002G184120
OG0013785	XP_018483678.1, XP_018483677.1	Ag002G183140
OG0013786	XP_018483096.1, XP_018466219.1	Ag002G182940
OG0013787	XP_018483095.1	Ag002G182030
OG0013788	XP_018434223.1	Ag002G181900
OG0013789	XP_018440169.1	Ag002G180560
OG0013790	XP_018476630.1	Ag002G180160
OG0013791	XP_018434135.1	Ag002G180140
OG0013792	XP_018473176.1, XP_018466033.1	Ag002G179720
OG0013793	XP_018474912.1	Ag002G179700
OG0013794	XP_018433734.1	Ag002G179080
OG0013795	XP_018458475.1, XP_018462939.1	Ag002G178270
OG0013796	XP_018478310.1	Ag002G177930
OG0013797	XP_018481663.1, XP_018479903.1	Ag002G165520
OG0013798	XP_018434002.1	Ag002G166610
OG0013799	XP_018476503.1, XP_018476474.1	Ag002G167740
OG0013800	XP_018433390.1	Ag002G168060
OG0013801	XP_018433709.1	Ag002G168310
OG0013802	XP_018477941.1	Ag002G168540
OG0013803	XP_018478254.1, XP_018478251.1	Ag002G169580
OG0013804	XP_018441744.1	Ag002G169990
OG0013805	XP_018473091.1, XP_018473270.1	Ag002G170500
OG0013806	XP_018465238.1, XP_018439467.1	Ag002G171660
OG0013807	XP_018440084.1	Ag002G176470
OG0013808	XP_018440085.1	Ag002G172770
OG0013809	XP_018459360.1	Ag002G173330
OG0013810	XP_018482706.1, XP_018462997.1	Ag002G175060
OG0013811	XP_018483359.1	Ag002G175030
OG0013812	XP_018476428.1	Ag001G057960
OG0013813	XP_018450750.1, XP_018450751.1	Ag007G628410
OG0013814	XP_018480533.1, XP_018459732.1	Ag002G164700
OG0013816	XP_018479817.1, XP_018479725.1	Ag004G322740
OG0013817	XP_018493097.1	Ag004G324830
OG0013818	XP_018463604.1, XP_018472885.1	Ag004G325190
OG0013819	XP_018468332.1, XP_018463605.1	Ag004G325210
OG0013820	XP_018472191.1	Ag004G325330
OG0013821	XP_018450739.1	Ag004G325450
OG0013822	XP_018434410.1	Ag004G325550
OG0013823	XP_018469155.1	Ag004G318470
OG0013824	XP_018479393.1, XP_018479379.1	Ag004G326430
OG0013825	XP_018458612.1	Ag004G326920
OG0013826	XP_018489887.1	Ag004G327080
OG0013827	XP_018448242.1	Ag004G334710
OG0013828	XP_018460498.1, XP_018451423.1	Ag004G327400
OG0013829	XP_018442080.1, XP_018442083.1	Ag004G328180
OG0013830	XP_018432683.1, XP_018488274.1	Ag004G328660
OG0013831	XP_018435703.1	Ag004G329650
OG0013832	XP_018450242.1	Ag004G329330
OG0013833	XP_018434372.1	Ag004G328960
OG0013834	XP_018450811.1, XP_018448069.1	Ag004G328780
OG0013835	XP_018482284.1, XP_018462226.1	Ag004G329870
OG0013836	XP_018489314.1	Ag004G330270, Ag004G330250
OG0013838	XP_018448035.1, XP_018448040.1	Ag004G331810
OG0013839	XP_018451757.1, XP_018451749.1	Ag004G331820
OG0013840	XP_018480568.1	Ag004G332600
OG0013841	XP_018450590.1	Ag004G331990
OG0013842	XP_018448135.1	Ag004G332120
OG0013843	XP_018432807.1, XP_018492816.1	Ag004G332400
OG0013844	XP_018447689.1	Ag004G332440
OG0013845	XP_018450525.1, XP_018465119.1	Ag004G332810
OG0013846	XP_018442410.1, XP_018433137.1	Ag004G332990
OG0013847	XP_018433736.1	Ag004G333480
OG0013848	XP_018451612.1	Ag004G334410
OG0013849	XP_018469253.1	Ag004G335080
OG0013851	XP_018469244.1	Ag004G336710
OG0013852	XP_018465455.1, XP_018469317.1	Ag004G336940
OG0013853	XP_018469325.1	Ag004G336950
OG0013854	XP_018480868.1	Ag004G337390, Ag004G337310
OG0013855	XP_018492509.1	Ag004G337440
OG0013856	XP_018490249.1	Ag004G337690
OG0013857	XP_018488708.1	Ag004G337810
OG0013858	XP_018483634.1, XP_018483658.1	Ag004G338470
OG0013859	XP_018464933.1	Ag004G340380
OG0013860	XP_018433878.1	Ag004G340390
OG0013861	XP_018433584.1	Ag004G340410
OG0013862	XP_018441926.1	Ag004G340610
OG0013863	XP_018449416.1, XP_018447421.1	Ag003G241990
OG0013864	XP_018442109.1	Ag003G242920
OG0013865	XP_018486897.1	Ag003G242960
OG0013866	XP_018491692.1	Ag003G243780
OG0013867	XP_018436841.1	Ag003G244370
OG0013868	XP_018441280.1	Ag006G498100, Ag003G244430
OG0013869	XP_018481909.1	Ag003G244450
OG0013870	XP_018441854.1, XP_018441892.1	Ag003G245050
OG0013871	XP_018484239.1	Ag003G245260
OG0013872	XP_018449184.1	Ag003G245760
OG0013874	XP_018433034.1, XP_018440101.1	Ag004G312080
OG0013875	XP_018474048.1	Ag007G611200
OG0013876	XP_018461897.1, XP_018445682.1	Ag004G355610
OG0013877	XP_018447637.1	Ag003G246960
OG0013879	XP_018437821.1	Ag006G528660
OG0013880	XP_018472341.1	Ag001G014360
OG0013882	XP_018467947.1	Ag007G598370
OG0013883	XP_018467941.1	Ag007G598380
OG0013884	XP_018450311.1	Ag007G598570
OG0013885	XP_018471977.1, XP_018472014.1	Ag007G598800, Ag007G598810
OG0013886	XP_018469295.1, XP_018469283.1	Ag007G586320
OG0013887	XP_018458348.1	Ag007G586290
OG0013888	XP_018470881.1	Ag003G278670
OG0013889	XP_018478752.1	Ag006G524990
OG0013890	XP_018484087.1, XP_018479781.1	Ag007G605510
OG0013891	XP_018480688.1, XP_018466138.1	Ag006G525940
OG0013892	XP_018441470.1	Ag006G526180
OG0013893	XP_018468092.1	Ag003G277070
OG0013894	XP_018437723.1, XP_018437724.1	Ag006G526310
OG0013895	XP_018483177.1, XP_018461466.1	Ag006G526320
OG0013897	XP_018433519.1	Ag006G526690
OG0013898	XP_018440882.1	Ag006G575800
OG0013899	XP_018479782.1, XP_018478453.1	Ag006G525380
OG0013900	XP_018480304.1	Ag004G337050
OG0013901	XP_018480278.1	Ag006G523660
OG0013903	XP_018442599.1	Ag003G222470
OG0013904	XP_018483858.1	Ag002G138970
OG0013905	XP_018482379.1, XP_018462362.1	Ag006G522970
OG0013906	XP_018478398.1	Ag006G522610
OG0013907	XP_018440452.1, XP_018440420.1	Ag006G522240
OG0013908	XP_018482421.1	Ag006G522190
OG0013909	XP_018466660.1, XP_018466201.1	Ag006G522150
OG0013910	XP_018437274.1	Ag006G521780
OG0013911	XP_018441192.1	Ag006G521360
OG0013912	XP_018436888.1, XP_018463256.1	Ag006G520920
OG0013914	XP_018452369.1	Ag006G518360
OG0013915	XP_018470112.1	Ag004G322700
OG0013916	XP_018441665.1	Ag004G321250
OG0013917	XP_018437252.1	Ag004G321220
OG0013918	XP_018447781.1	Ag004G321010
OG0013919	XP_018470226.1, XP_018470076.1	Ag004G320200
OG0013920	XP_018433841.1	Ag004G319840
OG0013921	XP_018442002.1	Ag004G318960
OG0013922	XP_018437080.1	Ag004G318830, Ag001G080090
OG0013923	XP_018469198.1	Ag004G318630
OG0013924	XP_018481845.1	Ag004G318480
OG0013926	XP_018488426.1, XP_018442592.1	Ag004G317850
OG0013927	XP_018436628.1, XP_018436668.1	Ag004G317160
OG0013928	XP_018451813.1	Ag004G316470
OG0013929	XP_018481344.1	Ag004G316450
OG0013930	XP_018448937.1	Ag004G315110
OG0013931	XP_018458307.1, XP_018463034.1	Ag004G314860
OG0013932	XP_018465258.1, XP_018438850.1	Ag004G314850
OG0013933	XP_018449118.1	Ag004G314620
OG0013934	XP_018458042.1	Ag004G314500
OG0013935	XP_018447362.1, XP_018447340.1	Ag004G313090
OG0013936	XP_018488410.1	Ag004G312990
OG0013937	XP_018492813.1	Ag004G312620
OG0013938	XP_018485507.1	Ag005G425830
OG0013939	XP_018487146.1	Ag005G425820
OG0013940	XP_018433527.1	Ag004G327360
OG0013941	XP_018488557.1, XP_018488570.1	Ag004G310780
OG0013942	XP_018471940.1, XP_018436509.1	Ag004G310830
OG0013943	XP_018460021.1, XP_018451225.1, XP_018483239.1	Ag004G310430
OG0013944	XP_018468504.1	Ag004G310380
OG0013945	XP_018437025.1	Ag004G310160
OG0013946	XP_018451094.1, XP_018451102.1	Ag004G310120
OG0013947	XP_018461998.1	Ag004G309940
OG0013948	XP_018437951.1	Ag004G309890
OG0013949	XP_018435653.1	Ag004G309830
OG0013950	XP_018433401.1	Ag004G308770
OG0013951	XP_018490646.1	Ag008G679770
OG0013952	XP_018490629.1	Ag006G544590, Ag004G308590
OG0013953	XP_018486152.1, XP_018447110.1	Ag004G308500
OG0013955	XP_018435799.1	Ag004G307600
OG0013956	XP_018450326.1	Ag004G307020
OG0013957	XP_018436188.1	Ag004G306850
OG0013958	XP_018489390.1, XP_018461516.1	Ag004G306660, Ag004G306630
OG0013959	XP_018450859.1, XP_018447631.1	Ag004G306300
OG0013960	XP_018449247.1, XP_018462290.1	Ag004G306160
OG0013961	XP_018475918.1	Ag004G306150
OG0013962	XP_018472611.1	Ag004G305840
OG0013963	XP_018442846.1	Ag002G140460, Ag004G305560
OG0013964	XP_018461812.1, XP_018435598.1	Ag004G305390
OG0013966	XP_018466054.1	Ag004G304800
OG0013967	XP_018434717.1	Ag004G304510
OG0013968	XP_018434658.1	Ag004G304370
OG0013969	XP_018487029.1	Ag004G303900
OG0013970	XP_018467629.1	Ag004G303410
OG0013971	XP_018440698.1	Ag004G303180
OG0013972	XP_018482098.1, XP_018439908.1	Ag004G303130
OG0013973	XP_018490769.1	Ag004G302920
OG0013974	XP_018452694.1, XP_018486873.1	Ag004G302570
OG0013975	XP_018479663.1	Ag004G302310
OG0013976	XP_018489802.1, XP_018471000.1	Ag004G302210
OG0013977	XP_018442047.1	Ag004G302170
OG0013978	XP_018470087.1, XP_018470245.1	Ag004G300870
OG0013979	XP_018451390.1	Ag004G300390
OG0013980	XP_018490621.1, XP_018487896.1	Ag004G300200
OG0013981	XP_018439189.1	Ag004G300150
OG0013982	XP_018470835.1	Ag004G299690
OG0013983	XP_018469938.1	Ag004G299170
OG0013984	XP_018432594.1, XP_018492201.1	Ag004G298850
OG0013985	XP_018490856.1	Ag004G298710
OG0013986	XP_018462599.1, XP_018481967.1	Ag004G298670
OG0013987	XP_018432947.1	Ag004G298640
OG0013988	XP_018485924.1	Ag004G298620
OG0013989	XP_018437812.1	Ag004G298520
OG0013990	XP_018485928.1	Ag004G298200
OG0013991	XP_018432751.1, XP_018436138.1	Ag004G298270
OG0013992	XP_018436364.1	Ag004G297980
OG0013993	XP_018487724.1	Ag004G297660
OG0013994	XP_018490812.1	Ag004G297640, Ag008G698810
OG0013995	XP_018462727.1	Ag006G499310
OG0013996	XP_018492673.1	Ag004G297570
OG0013997	XP_018460680.1, XP_018446943.1	Ag004G297360
OG0013998	XP_018479987.1	Ag004G297290
OG0013999	XP_018445375.1, XP_018445334.1	Ag007G613050
OG0014000	XP_018472976.1, XP_018472964.1	Ag007G614570
OG0014001	XP_018462327.1, XP_018446749.1	Ag007G632530
OG0014002	XP_018446551.1	Ag007G614090
OG0014003	XP_018473685.1, XP_018473686.1	Ag007G614060
OG0014004	XP_018446055.1	Ag007G613280
OG0014005	XP_018446059.1	Ag007G615840
OG0014006	XP_018475336.1	Ag007G618650
OG0014007	XP_018471552.1	Ag007G619390, Ag001G060430
OG0014008	XP_018474811.1, XP_018474687.1, XP_018460441.1	Ag007G619480
OG0014009	XP_018475289.1	Ag007G619490
OG0014010	XP_018442654.1	Ag007G619750
OG0014011	XP_018442178.1	Ag007G619860
OG0014012	XP_018472417.1, XP_018468798.1	Ag007G620200
OG0014013	XP_018476500.1	Ag007G620220
OG0014014	XP_018443929.1	Ag007G621060
OG0014015	XP_018467882.1	Ag007G621280
OG0014016	XP_018467874.1	Ag007G621350
OG0014017	XP_018446290.1	Ag005G488560
OG0014018	XP_018446808.1	Ag007G623160
OG0014019	XP_018445384.1	Ag007G623700
OG0014020	XP_018447016.1, XP_018446991.1, XP_018462892.1	Ag007G624180
OG0014021	XP_018458917.1, XP_018466986.1	Ag007G624570
OG0014022	XP_018443149.1, XP_018442455.1	Ag007G624700
OG0014023	XP_018458524.1	Ag007G625270
OG0014025	XP_018472063.1, XP_018469430.1	Ag007G626460
OG0014026	XP_018442579.1	Ag007G628610
OG0014027	XP_018442632.1, XP_018446333.1	Ag003G218780
OG0014028	XP_018444474.1, XP_018444467.1	Ag007G631470
OG0014029	XP_018460355.1, XP_018468656.1	Ag007G630830
OG0014030	XP_018464808.1, XP_018466329.1, XP_018465384.1	Ag007G630490
OG0014031	XP_018445604.1	Ag007G630270
OG0014032	XP_018443965.1	Ag007G629840
OG0014033	XP_018462344.1, XP_018446989.1	Ag007G629090
OG0014034	XP_018442879.1	Ag007G632640
OG0014035	XP_018472356.1, XP_018443058.1, XP_018446397.1	Ag007G633120
OG0014036	XP_018477967.1	Ag007G634710
OG0014037	XP_018454037.1, XP_018471047.1	Ag007G634900
OG0014038	XP_018471049.1, XP_018455663.1	Ag007G634940
OG0014039	XP_018441510.1	Ag007G634960
OG0014040	XP_018433952.1	Ag007G635140
OG0014041	XP_018451966.1	Ag007G635560
OG0014042	XP_018477930.1, XP_018477655.1	Ag007G587520, Ag002G122220
OG0014043	XP_018484152.1	Ag007G636620
OG0014044	XP_018456983.1	Ag007G637270
OG0014045	XP_018483338.1	Ag007G638540
OG0014046	XP_018480804.1	Ag006G576000
OG0014047	XP_018477705.1	Ag003G227550
OG0014048	XP_018477672.1	Ag004G323550
OG0014049	XP_018483332.1, XP_018484000.1	Ag007G643650
OG0014050	XP_018483967.1, XP_018461201.1	Ag007G642980
OG0014051	XP_018463011.1	Ag003G236700
OG0014052	XP_018475743.1	Ag007G611910
OG0014053	XP_018469825.1	Ag006G505700
OG0014054	XP_018444665.1	Ag006G506090
OG0014055	XP_018445158.1, XP_018445332.1	Ag006G505860
OG0014056	XP_018450473.1	Ag007G615890
OG0014057	XP_018442367.1	Ag006G505110
OG0014058	XP_018469746.1	Ag006G505070, Ag002G118660
OG0014059	XP_018472787.1	Ag006G504990
OG0014060	XP_018446739.1	Ag006G504770
OG0014061	XP_018482550.1	Ag007G644730
