Orthogroup	Raphanus_sativus	Cardamine_amara
OG0013546	XP_018451931.1	evm.model.RL_4.1510
OG0013547	XP_018471494.1	evm.model.RL_4.1444
OG0013548	XP_018445853.1	evm.model.RL_4.1443
OG0013549	XP_018464046.1	evm.model.RL_4.1437
OG0013550	XP_018471669.1	evm.model.RL_8.2143.1.687c855f
OG0013551	XP_018465696.1, XP_018468248.1	evm.model.RL_8.2141
OG0013552	XP_018473453.1	evm.model.RL_8.2140
OG0013553	XP_018476948.1	evm.model.RL_8.2130
OG0013554	XP_018442299.1	evm.model.RL_8.2122
OG0013555	XP_018474237.1	evm.model.RL_8.2081
OG0013556	XP_018462054.1, XP_018456196.1	evm.model.RL_8.2032
OG0013557	XP_018462850.1, XP_018452915.1	evm.model.RL_8.2026
OG0013559	XP_018486340.1, XP_018475464.1	evm.model.RL_5.3099
OG0013561	XP_018456787.1	evm.model.RL_8.2395
OG0013562	XP_018453336.1	evm.model.RL_8.2401
OG0013563	XP_018455711.1	evm.model.RL_8.2421
OG0013564	XP_018493040.1	evm.model.RL_8.2432
OG0013565	XP_018485532.1, XP_018440987.1	evm.model.RL_8.2446
OG0013566	XP_018487145.1	evm.model.RL_8.2478
OG0013567	XP_018488477.1	evm.model.RL_8.2484
OG0013569	XP_018487123.1, XP_018461889.1	evm.model.RL_8.2498
OG0013570	XP_018485530.1, XP_018461890.1	evm.model.RL_8.2504
OG0013571	XP_018441828.1, XP_018459904.1	evm.model.RL_8.2507
OG0013572	XP_018492655.1	evm.model.RL_8.2520
OG0013573	XP_018433165.1	evm.model.RL_8.2524
OG0013574	XP_018490681.1	evm.model.RL_8.2529
OG0013575	XP_018452489.1	evm.model.RL_8.2535
OG0013576	XP_018432863.1	evm.model.RL_8.2541
OG0013577	XP_018453128.1	evm.model.RL_1.3027
OG0013578	XP_018488637.1	evm.model.RL_8.2557
OG0013579	XP_018489187.1	evm.model.RL_8.2562
OG0013580	XP_018439352.1	evm.model.RL_8.2589
OG0013581	XP_018433886.1	evm.model.RL_8.2603
OG0013582	XP_018465607.1	evm.model.RL_8.2631
OG0013583	XP_018456204.1	evm.model.RL_8.2664
OG0013584	XP_018487207.1, XP_018487205.1	evm.model.RL_8.2665
OG0013585	XP_018486327.1, XP_018488176.1	evm.model.RL_8.2668
OG0013586	XP_018486653.1, XP_018491202.1	evm.model.RL_8.2677
OG0013587	XP_018493257.1	evm.model.RL_8.2687
OG0013588	XP_018488950.1	evm.model.RL_8.2699
OG0013589	XP_018491148.1	evm.model.RL_8.2702
OG0013590	XP_018434885.1	evm.model.RL_8.2705
OG0013592	XP_018447746.1	evm.model.RL_8.2724
OG0013593	XP_018452223.1, XP_018438954.1, XP_018438952.1	evm.model.RL_8.2731
OG0013594	XP_018457743.1	evm.model.RL_8.2737
OG0013596	XP_018439804.1	evm.model.RL_8.2739
OG0013597	XP_018462264.1, XP_018440049.1	evm.model.RL_8.2752
OG0013598	XP_018438919.1	evm.model.RL_8.2775
OG0013599	XP_018441841.1	evm.model.RL_8.2776
OG0013600	XP_018433284.1, XP_018465722.1	evm.model.RL_8.2787
OG0013602	XP_018439228.1	evm.model.RL_8.2818
OG0013603	XP_018461485.1, XP_018478380.1, XP_018455512.1	evm.model.RL_8.2826
OG0013604	XP_018456208.1, XP_018438939.1	evm.model.RL_8.2834
OG0013605	XP_018452482.1, XP_018452497.1	evm.model.RL_8.2848
OG0013606	XP_018438937.1	evm.model.RL_8.2852
OG0013607	XP_018456537.1	evm.model.RL_8.2859
OG0013608	XP_018452126.1	evm.model.RL_8.2860
OG0013609	XP_018458940.1	evm.model.RL_8.23
OG0013610	XP_018457749.1	evm.model.RL_8.25
OG0013611	XP_018466992.1, XP_018458920.1	evm.model.RL_8.27
OG0013612	XP_018475319.1	evm.model.RL_8.94
OG0013613	XP_018476692.1, XP_018462018.1	evm.model.RL_8.68
OG0013614	XP_018456870.1	evm.model.RL_8.51
OG0013615	XP_018452370.1	evm.model.RL_8.49
OG0013616	XP_018454462.1	evm.model.RL_8.48
OG0013617	XP_018456889.1	evm.model.RL_8.120
OG0013618	XP_018474383.1, XP_018474367.1	evm.model.RL_8.127
OG0013619	XP_018452080.1	evm.model.RL_8.128
OG0013620	XP_018454383.1	evm.model.RL_8.140
OG0013621	XP_018454771.1, XP_018453309.1	evm.model.RL_8.143
OG0013622	XP_018476074.1	evm.model.RL_8.231
OG0013623	XP_018453029.1	evm.model.RL_8.204
OG0013624	XP_018454672.1	evm.model.RL_8.201.1.687c8555
OG0013625	XP_018474443.1, XP_018474442.1	evm.model.RL_8.197
OG0013626	XP_018474445.1	evm.model.RL_8.195
OG0013627	XP_018474449.1, XP_018474441.1	evm.model.RL_8.176
OG0013628	XP_018474686.1	evm.model.RL_8.169
OG0013629	XP_018476451.1	evm.model.RL_8.168
OG0013630	XP_018475958.1	evm.model.RL_8.161
OG0013631	XP_018432745.1	evm.model.RL_5.128
OG0013632	XP_018455263.1, XP_018465896.1	evm.model.RL_8.255
OG0013633	XP_018469337.1	evm.model.RL_8.290
OG0013634	XP_018447375.1	evm.model.RL_8.312
OG0013636	XP_018474536.1	evm.model.RL_8.310
OG0013637	XP_018476736.1	evm.model.RL_8.320.1.687c8556
OG0013638	XP_018456566.1	evm.model.RL_8.322
OG0013639	XP_018452478.1	evm.model.RL_8.335
OG0013640	XP_018468081.1	evm.model.RL_8.350
OG0013641	XP_018457633.1	evm.model.RL_8.352
OG0013642	XP_018455283.1	evm.model.RL_8.365
OG0013643	XP_018461072.1, XP_018474830.1	evm.model.RL_8.369
OG0013644	XP_018456953.1	evm.model.RL_8.370
OG0013645	XP_018465664.1, XP_018466224.1	evm.model.RL_4.445
OG0013646	XP_018477693.1	evm.model.RL_4.462
OG0013647	XP_018463528.1	evm.model.RL_4.465
OG0013648	XP_018478278.1	evm.model.RL_4.475
OG0013649	XP_018483463.1	evm.model.RL_4.499
OG0013650	XP_018477082.1, XP_018481311.1	evm.model.RL_4.513.1.687c86cf
OG0013651	XP_018453368.1, XP_018453379.1	evm.model.RL_4.533
OG0013652	XP_018478120.1	evm.model.RL_4.537
OG0013653	XP_018466439.1, XP_018466300.1	evm.model.RL_6.1401
OG0013654	XP_018482765.1	evm.model.RL_6.1403
OG0013655	XP_018477107.1	evm.model.RL_6.1409
OG0013656	XP_018434950.1	evm.model.RL_6.1411
OG0013657	XP_018473174.1	evm.model.RL_6.1323
OG0013658	XP_018439259.1	evm.model.RL_6.1380
OG0013659	XP_018475856.1, XP_018474772.1	evm.model.RL_6.1340
OG0013660	XP_018485126.1	evm.model.RL_6.1332
OG0013661	XP_018462600.1, XP_018437139.1	evm.model.RL_6.1308
OG0013662	XP_018433823.1	evm.model.RL_6.1307
OG0013663	XP_018476938.1, XP_018476874.1	evm.model.RL_6.1295
OG0013664	XP_018476801.1, XP_018476805.1	evm.model.RL_6.1292
OG0013665	XP_018438072.1	evm.model.RL_6.1287
OG0013666	XP_018476009.1, XP_018476017.1	evm.model.RL_6.1283
OG0013667	XP_018441815.1	evm.model.RL_6.1274
OG0013668	XP_018442030.1, XP_018442029.1	evm.model.RL_6.1215
OG0013669	XP_018440794.1	evm.model.RL_6.1212
OG0013670	XP_018434158.1	evm.model.RL_6.1198
OG0013671	XP_018478277.1	evm.model.RL_6.1183
OG0013672	XP_018483620.1	evm.model.RL_6.1175
OG0013673	XP_018483287.1	evm.model.RL_6.1168
OG0013674	XP_018483162.1	evm.model.RL_6.1166
OG0013675	XP_018482346.1	evm.model.RL_6.1154
OG0013676	XP_018472955.1	evm.model.RL_6.1126
OG0013677	XP_018473423.1	evm.model.RL_6.1120
OG0013678	XP_018473260.1	evm.model.RL_8.1299
OG0013679	XP_018464782.1, XP_018475229.1, XP_018463712.1	evm.model.RL_6.1086
OG0013680	XP_018441049.1	evm.model.RL_6.1066
OG0013681	XP_018438267.1	evm.model.RL_6.1062
OG0013682	XP_018434642.1	evm.model.RL_6.1009
OG0013683	XP_018479833.1, XP_018483943.1	evm.model.RL_6.988
OG0013684	XP_018450235.1	evm.model.RL_1.2185, evm.model.RL_2.3478
OG0013685	XP_018440901.1	evm.model.RL_6.937
OG0013686	XP_018439983.1	evm.model.RL_6.927
OG0013688	XP_018467594.1	evm.model.RL_6.898
OG0013689	XP_018439176.1	evm.model.RL_6.890
OG0013690	XP_018477493.1	evm.model.RL_6.888
OG0013691	XP_018436560.1, XP_018436558.1	evm.model.RL_6.860
OG0013692	XP_018477109.1	evm.model.RL_6.757
OG0013693	XP_018474989.1	evm.model.RL_6.766
OG0013695	XP_018435166.1	evm.model.RL_6.821
OG0013696	XP_018460827.1, XP_018450918.1	evm.model.RL_6.737
OG0013697	XP_018436622.1	evm.model.RL_6.736
OG0013698	XP_018480594.1, XP_018466977.1	evm.model.RL_6.732
OG0013699	XP_018439961.1, XP_018436251.1	evm.model.RL_5.2272, evm.model.RL_6.726
OG0013700	XP_018472743.1, XP_018459382.1	evm.model.RL_6.719
OG0013701	XP_018483937.1	evm.model.RL_6.724
OG0013702	XP_018432915.1, XP_018432888.1	evm.model.RL_6.1131
OG0013703	XP_018435090.1	evm.model.RL_5.2250
OG0013704	XP_018483312.1	evm.model.RL_6.594
OG0013705	XP_018486758.1	evm.model.RL_6.576
OG0013706	XP_018472946.1	evm.model.RL_6.561
OG0013707	XP_018481167.1, XP_018483595.1	evm.model.RL_6.551
OG0013708	XP_018487086.1	evm.model.RL_6.539
OG0013709	XP_018486137.1	evm.model.RL_1.318
OG0013710	XP_018473473.1, XP_018463277.1	evm.model.RL_6.533
OG0013711	XP_018489954.1, XP_018489957.1	evm.model.RL_6.528
OG0013712	XP_018478609.1	evm.model.RL_6.520
OG0013713	XP_018477602.1	evm.model.RL_6.511
OG0013714	XP_018475895.1	evm.model.RL_6.488
OG0013715	XP_018468138.1	evm.model.RL_2.2267
OG0013716	XP_018483183.1, XP_018483159.1	evm.model.RL_2.2214
OG0013717	XP_018490956.1	evm.model.RL_1.83
OG0013718	XP_018491900.1	evm.model.RL_1.40
OG0013719	XP_018474390.1, XP_018491627.1	evm.model.RL_1.36
OG0013720	XP_018491518.1, XP_018491279.1	evm.model.RL_1.33
OG0013721	XP_018491278.1	evm.model.RL_1.32
OG0013722	XP_018471093.1, XP_018471088.1	evm.model.RL_1.25
OG0013723	XP_018475810.1	evm.model.RL_4.3431
OG0013724	XP_018468969.1	evm.model.RL_4.3425
OG0013725	XP_018461847.1, XP_018434055.1	evm.model.RL_4.3420
OG0013726	XP_018442601.1	evm.model.RL_2.1777
OG0013728	XP_018471194.1	evm.model.RL_8.1600
OG0013729	XP_018485962.1, XP_018488834.1, XP_018488831.1	evm.model.RL_1.115
OG0013730	XP_018433826.1	evm.model.RL_1.117.2.687c87e9
OG0013731	XP_018488631.1	evm.model.RL_1.133
OG0013732	XP_018488411.1	evm.model.RL_1.138
OG0013733	XP_018435258.1, XP_018435257.1	evm.model.RL_1.153, evm.model.RL_1.158
OG0013734	XP_018484691.1	evm.model.RL_4.777, evm.model.RL_8.1201.1.687c855a.1.687c97bf
OG0013735	XP_018439341.1	evm.model.RL_1.186
OG0013736	XP_018487387.1	evm.model.RL_1.220
OG0013738	XP_018489247.1	evm.model.RL_1.248
OG0013739	XP_018491399.1, XP_018491394.1	evm.model.RL_1.254
OG0013740	XP_018481252.1	evm.model.RL_2.2239
OG0013741	XP_018486684.1	evm.model.RL_1.275
OG0013742	XP_018489344.1	evm.model.RL_1.292
OG0013743	XP_018437045.1	evm.model.RL_1.299, evm.model.RL_1.300.2.687c87ea
OG0013744	XP_018492268.1	evm.model.RL_1.302
OG0013745	XP_018488757.1	evm.model.RL_1.308
OG0013746	XP_018488695.1	evm.model.RL_1.309
OG0013747	XP_018488346.1	evm.model.RL_1.333
OG0013748	XP_018491245.1	evm.model.RL_1.353
OG0013749	XP_018486723.1, XP_018483063.1	evm.model.RL_1.348
OG0013750	XP_018437176.1, XP_018439234.1	evm.model.RL_1.367
OG0013751	XP_018486320.1	evm.model.RL_1.368
OG0013752	XP_018492883.1	evm.model.RL_1.375
OG0013753	XP_018493092.1	evm.model.RL_1.379
OG0013754	XP_018490630.1, XP_018490628.1	evm.model.RL_1.398
OG0013755	XP_018493360.1	evm.model.RL_1.404
OG0013756	XP_018489454.1, XP_018463428.1	evm.model.RL_1.413
OG0013757	XP_018485555.1	evm.model.RL_1.420.1.687c87ea
OG0013758	XP_018486615.1	evm.model.RL_1.443
OG0013759	XP_018493433.1	evm.model.RL_1.459
OG0013760	XP_018491654.1	evm.model.RL_1.447
OG0013762	XP_018490404.1	evm.model.RL_1.505
OG0013763	XP_018489267.1, XP_018489806.1	evm.model.RL_1.526
OG0013764	XP_018485521.1	evm.model.RL_1.528
OG0013765	XP_018488358.1, XP_018462413.1	evm.model.RL_1.552
OG0013766	XP_018488884.1	evm.model.RL_1.574
OG0013767	XP_018492022.1	evm.model.RL_1.658
OG0013768	XP_018432884.1	evm.model.RL_1.604
OG0013769	XP_018455527.1	evm.model.RL_1.2507
OG0013770	XP_018492936.1	evm.model.RL_1.620
OG0013771	XP_018492862.1	evm.model.RL_1.655
OG0013772	XP_018491150.1	evm.model.RL_1.682
OG0013773	XP_018452904.1, XP_018453213.1	evm.model.RL_8.670
OG0013775	XP_018492581.1, XP_018488433.1	evm.model.RL_1.722
OG0013776	XP_018464766.1, XP_018485543.1	evm.model.RL_1.753
OG0013777	XP_018489927.1	evm.model.RL_1.758
OG0013778	XP_018493017.1	evm.model.RL_1.776
OG0013779	XP_018489611.1, XP_018489624.1	evm.model.RL_1.798
OG0013780	XP_018438603.1	evm.model.RL_6.2159
OG0013781	XP_018474974.1	evm.model.RL_6.2135
OG0013782	XP_018434031.1, XP_018459952.1	evm.model.RL_6.2124
OG0013783	XP_018492518.1	evm.model.RL_7.776
OG0013784	XP_018441554.1	evm.model.RL_6.2106
OG0013785	XP_018483678.1, XP_018483677.1	evm.model.RL_6.2084
OG0013786	XP_018483096.1, XP_018466219.1	evm.model.RL_6.2076
OG0013787	XP_018483095.1	evm.model.RL_6.2070
OG0013788	XP_018434223.1	evm.model.RL_6.2067
OG0013789	XP_018440169.1	evm.model.RL_6.2040
OG0013790	XP_018476630.1	evm.model.RL_6.2030
OG0013791	XP_018434135.1	evm.model.RL_6.2029
OG0013792	XP_018473176.1, XP_018466033.1	evm.model.RL_6.2019
OG0013793	XP_018474912.1	evm.model.RL_6.930
OG0013794	XP_018433734.1	evm.model.RL_6.2009
OG0013795	XP_018458475.1, XP_018462939.1	evm.model.RL_6.2000
OG0013796	XP_018478310.1	evm.model.RL_6.1981
OG0013797	XP_018481663.1, XP_018479903.1, XP_018474078.1	evm.model.RL_6.1695
OG0013798	XP_018434002.1	evm.model.RL_6.1721
OG0013799	XP_018476503.1, XP_018476474.1	evm.model.RL_6.1751
OG0013800	XP_018433390.1	evm.model.RL_6.1760
OG0013801	XP_018433709.1	evm.model.RL_6.1768
OG0013802	XP_018477941.1	evm.model.RL_6.1776
OG0013803	XP_018478254.1, XP_018478251.1	evm.model.RL_6.1782
OG0013804	XP_018441744.1	evm.model.RL_6.1789, evm.model.RL_6.1792
OG0013805	XP_018473091.1, XP_018473270.1	evm.model.RL_6.1798
OG0013806	XP_018465238.1, XP_018439467.1	evm.model.RL_6.1853
OG0013807	XP_018440084.1	evm.model.RL_6.1826
OG0013808	XP_018440085.1	evm.model.RL_6.1824
OG0013809	XP_018459360.1	evm.model.RL_6.1814
OG0013810	XP_018482706.1, XP_018462997.1	evm.model.RL_6.1910
OG0013811	XP_018483359.1	evm.model.RL_6.1909
OG0013812	XP_018476428.1	evm.model.RL_6.1905
OG0013813	XP_018450750.1, XP_018450751.1	evm.model.RL_2.648
OG0013814	XP_018480533.1, XP_018459732.1	evm.model.RL_6.1667
OG0013816	XP_018479817.1, XP_018479725.1	evm.model.RL_5.1374
OG0013817	XP_018493097.1	evm.model.RL_5.1475
OG0013818	XP_018463604.1, XP_018472885.1	evm.model.RL_5.1498
OG0013819	XP_018468332.1, XP_018463605.1	evm.model.RL_5.1500.1.687c88b4
OG0013820	XP_018472191.1	evm.model.RL_5.1506
OG0013821	XP_018450739.1	evm.model.RL_5.1514
OG0013822	XP_018434410.1	evm.model.RL_5.1525
OG0013823	XP_018469155.1	evm.model.RL_5.1206
OG0013824	XP_018479393.1, XP_018479379.1	evm.model.RL_5.1561
OG0013825	XP_018458612.1	evm.model.RL_5.1572
OG0013826	XP_018489887.1	evm.model.RL_5.1573
OG0013827	XP_018464761.1, XP_018448242.1	evm.model.RL_5.2773
OG0013828	XP_018460498.1, XP_018451423.1	evm.model.RL_5.1579
OG0013829	XP_018442080.1, XP_018442083.1	evm.model.RL_5.1608
OG0013830	XP_018432683.1, XP_018488274.1	evm.model.RL_5.1619
OG0013832	XP_018450242.1	evm.model.RL_5.1637
OG0013833	XP_018434372.1	evm.model.RL_5.1629
OG0013834	XP_018450811.1, XP_018448069.1	evm.model.RL_5.1627
OG0013835	XP_018482284.1, XP_018462226.1	evm.model.RL_5.1670
OG0013836	XP_018489314.1	evm.model.RL_5.1695.1.687c88b6
OG0013837	XP_018438558.1, XP_018485430.1	evm.model.RL_5.1746
OG0013838	XP_018448035.1, XP_018448040.1	evm.model.RL_5.1750.1.687c88b6
OG0013839	XP_018451757.1, XP_018451749.1	evm.model.RL_5.1752
OG0013840	XP_018480568.1	evm.model.RL_5.1759
OG0013841	XP_018450590.1	evm.model.RL_5.1763
OG0013842	XP_018448135.1	evm.model.RL_5.1773
OG0013843	XP_018432807.1, XP_018492816.1	evm.model.RL_5.1791
OG0013844	XP_018447689.1	evm.model.RL_5.1794
OG0013845	XP_018450525.1, XP_018465119.1	evm.model.RL_5.1812
OG0013846	XP_018442410.1, XP_018433137.1	evm.model.RL_5.1817
OG0013847	XP_018433736.1	evm.model.RL_3.1279, evm.model.RL_5.1836
OG0013848	XP_018451612.1	evm.model.RL_5.3685
OG0013849	XP_018469253.1	evm.model.RL_5.3664
OG0013850	XP_018433459.1	evm.model.RL_5.3646
OG0013851	XP_018469244.1	evm.model.RL_5.3616
OG0013852	XP_018465455.1, XP_018469317.1	evm.model.RL_5.3609
OG0013853	XP_018469325.1	evm.model.RL_5.3608
OG0013854	XP_018480868.1	evm.model.RL_5.3599
OG0013855	XP_018492509.1	evm.model.RL_5.3595
OG0013857	XP_018488708.1	evm.model.RL_5.3580
OG0013858	XP_018483634.1, XP_018483658.1	evm.model.RL_5.3555
OG0013859	XP_018464933.1	evm.model.RL_5.3492
OG0013860	XP_018433878.1	evm.model.RL_5.3491
OG0013861	XP_018433584.1	evm.model.RL_5.3489
OG0013862	XP_018441926.1	evm.model.RL_5.3487
OG0013863	XP_018449416.1, XP_018447421.1	evm.model.RL_5.3429
OG0013865	XP_018486897.1	evm.model.RL_5.3377
OG0013866	XP_018491692.1	evm.model.RL_5.3349
OG0013867	XP_018436841.1	evm.model.RL_5.3319
OG0013868	XP_018441280.1	evm.model.RL_5.3318
OG0013869	XP_018481909.1	evm.model.RL_5.3315
OG0013870	XP_018441854.1, XP_018441892.1	evm.model.RL_5.3298
OG0013871	XP_018484239.1	evm.model.RL_5.3284
OG0013872	XP_018449184.1	evm.model.RL_5.3259
OG0013873	XP_018447960.1	evm.model.RL_5.3257
OG0013874	XP_018433034.1, XP_018440101.1	evm.model.RL_5.3245
OG0013875	XP_018474048.1	evm.model.RL_5.3188
OG0013876	XP_018461897.1, XP_018445682.1	evm.model.RL_3.1137
OG0013877	XP_018447637.1	evm.model.RL_5.3170
OG0013879	XP_018437821.1	evm.model.RL_5.2310
OG0013880	XP_018472341.1	evm.model.RL_2.1954
OG0013881	XP_018452676.1, XP_018461367.1, XP_018480984.1	evm.model.RL_2.1967.1.687c86e4
OG0013882	XP_018467947.1	evm.model.RL_2.1987
OG0013883	XP_018467941.1	evm.model.RL_2.1988
OG0013884	XP_018450311.1	evm.model.RL_2.2003.1.687c86e4
OG0013885	XP_018471977.1, XP_018472014.1	evm.model.RL_2.2022
OG0013886	XP_018469295.1, XP_018469283.1	evm.model.RL_2.2027
OG0013887	XP_018458348.1	evm.model.RL_2.2029
OG0013888	XP_018470881.1	evm.model.RL_2.2776
OG0013889	XP_018478752.1	evm.model.RL_6.425
OG0013890	XP_018484087.1, XP_018479781.1	evm.model.RL_6.407
OG0013891	XP_018480688.1, XP_018466138.1	evm.model.RL_6.408
OG0013892	XP_018441470.1	evm.model.RL_6.402
OG0013893	XP_018468092.1	evm.model.RL_2.2828
OG0013894	XP_018437723.1, XP_018437724.1	evm.model.RL_6.394
OG0013895	XP_018483177.1, XP_018461466.1	evm.model.RL_6.393
OG0013897	XP_018433519.1	evm.model.RL_6.384
OG0013898	XP_018440882.1	evm.model.RL_6.413
OG0013899	XP_018479782.1, XP_018478453.1	evm.model.RL_6.415
OG0013900	XP_018480304.1	evm.model.RL_6.253
OG0013901	XP_018480278.1	evm.model.RL_6.205
OG0013902	XP_018442942.1, XP_018446125.1	evm.model.RL_3.2027
OG0013903	XP_018442599.1	evm.model.RL_3.2026
OG0013904	XP_018483858.1	evm.model.RL_6.171
OG0013905	XP_018482379.1, XP_018462362.1	evm.model.RL_6.146
OG0013906	XP_018478398.1	evm.model.RL_6.371, evm.model.RL_6.129
OG0013907	XP_018440452.1, XP_018440420.1	evm.model.RL_6.102
OG0013908	XP_018482421.1	evm.model.RL_6.101
OG0013909	XP_018466660.1, XP_018466201.1	evm.model.RL_6.97
OG0013910	XP_018437274.1	evm.model.RL_6.82
OG0013911	XP_018441192.1	evm.model.RL_6.56
OG0013912	XP_018436888.1, XP_018463256.1	evm.model.RL_6.39
OG0013913	XP_018484986.1, XP_018434502.1	evm.model.RL_6.18
OG0013914	XP_018452369.1	evm.model.RL_5.1465
OG0013915	XP_018470112.1	evm.model.RL_5.1368
OG0013916	XP_018441665.1	evm.model.RL_5.1321
OG0013917	XP_018437252.1	evm.model.RL_5.1320
OG0013918	XP_018447781.1	evm.model.RL_5.1304
OG0013919	XP_018470226.1, XP_018470076.1	evm.model.RL_5.1277
OG0013920	XP_018433841.1	evm.model.RL_5.1260
OG0013921	XP_018442002.1	evm.model.RL_5.1227
OG0013922	XP_018437080.1	evm.model.RL_5.1219
OG0013923	XP_018469198.1	evm.model.RL_5.1214
OG0013924	XP_018481845.1	evm.model.RL_5.1207
OG0013925	XP_018435187.1	evm.model.RL_5.1197
OG0013926	XP_018488426.1, XP_018442592.1	evm.model.RL_5.1182
OG0013927	XP_018436628.1, XP_018436668.1	evm.model.RL_5.1157.2.687c88b2
OG0013928	XP_018451813.1	evm.model.RL_5.1133
OG0013929	XP_018481344.1	evm.model.RL_5.1131
OG0013930	XP_018448937.1	evm.model.RL_5.1068
OG0013931	XP_018458307.1, XP_018463034.1	evm.model.RL_5.1060
OG0013932	XP_018465258.1, XP_018438850.1	evm.model.RL_5.1059
OG0013933	XP_018449118.1	evm.model.RL_5.1042
OG0013934	XP_018458042.1	evm.model.RL_5.1036
OG0013935	XP_018447362.1, XP_018447340.1	evm.model.RL_5.971
OG0013936	XP_018488410.1	evm.model.RL_5.964
OG0013937	XP_018492813.1	evm.model.RL_5.943.2.687c88b0
OG0013938	XP_018485507.1	evm.model.RL_1.2491
OG0013939	XP_018487146.1	evm.model.RL_1.2490
OG0013940	XP_018433527.1	evm.model.RL_4.978
OG0013942	XP_018471940.1, XP_018436509.1	evm.model.RL_5.853.1.687c88af
OG0013944	XP_018468504.1	evm.model.RL_5.816
OG0013945	XP_018437025.1	evm.model.RL_5.807
OG0013946	XP_018451094.1, XP_018451102.1	evm.model.RL_5.803
OG0013947	XP_018461998.1	evm.model.RL_5.799
OG0013948	XP_018437951.1	evm.model.RL_5.795
OG0013949	XP_018435653.1	evm.model.RL_5.789
OG0013950	XP_018433401.1	evm.model.RL_5.725
OG0013951	XP_018490646.1	evm.model.RL_5.713
OG0013952	XP_018490629.1	evm.model.RL_5.708
OG0013953	XP_018486152.1, XP_018447110.1	evm.model.RL_5.699
OG0013955	XP_018435799.1	evm.model.RL_5.636
OG0013956	XP_018450326.1	evm.model.RL_5.598
OG0013957	XP_018436188.1	evm.model.RL_5.589
OG0013958	XP_018489390.1, XP_018461516.1	evm.model.RL_5.576
OG0013959	XP_018450859.1, XP_018447631.1	evm.model.RL_5.561
OG0013960	XP_018449247.1, XP_018462290.1	evm.model.RL_5.552
OG0013961	XP_018475918.1	evm.model.RL_5.551
OG0013962	XP_018472611.1	evm.model.RL_5.526
OG0013963	XP_018442846.1	evm.model.RL_5.500
OG0013964	XP_018461812.1, XP_018435598.1	evm.model.RL_5.486
OG0013965	XP_018487125.1	evm.model.RL_2.2658
OG0013966	XP_018466054.1	evm.model.RL_5.438.1.687c88ac
OG0013967	XP_018434717.1	evm.model.RL_6.340
OG0013969	XP_018487029.1	evm.model.RL_5.393
OG0013970	XP_018467629.1	evm.model.RL_5.364
OG0013971	XP_018440698.1	evm.model.RL_5.347
OG0013972	XP_018482098.1, XP_018439908.1	evm.model.RL_5.343
OG0013973	XP_018490769.1	evm.model.RL_5.326
OG0013974	XP_018452694.1, XP_018486873.1	evm.model.RL_5.304
OG0013975	XP_018479663.1	evm.model.RL_5.285
OG0013977	XP_018442047.1	evm.model.RL_5.273
OG0013978	XP_018470087.1, XP_018470245.1	evm.model.RL_5.206
OG0013979	XP_018451390.1	evm.model.RL_5.177
OG0013980	XP_018490621.1, XP_018487896.1	evm.model.RL_5.164
OG0013981	XP_018439189.1	evm.model.RL_5.161
OG0013982	XP_018470835.1	evm.model.RL_5.123
OG0013983	XP_018469938.1	evm.model.RL_5.79
OG0013984	XP_018432594.1, XP_018492201.1	evm.model.RL_5.73
OG0013985	XP_018490856.1	evm.model.RL_5.57
OG0013986	XP_018462599.1, XP_018481967.1	evm.model.RL_5.55
OG0013987	XP_018432947.1	evm.model.RL_5.52
OG0013988	XP_018485924.1	evm.model.RL_5.50.1.687c88a9
OG0013989	XP_018437812.1	evm.model.RL_5.45
OG0013990	XP_018485928.1	evm.model.RL_5.12
OG0013991	XP_018432751.1, XP_018436138.1	evm.model.RL_5.17
OG0013992	XP_018436364.1	evm.model.RL_8.2872, evm.model.RL_3.515
OG0013993	XP_018487724.1	evm.model.RL_8.2891.1.687c8563
OG0013994	XP_018490812.1	evm.model.RL_8.2893
OG0013995	XP_018462727.1	evm.model.RL_6.2326
OG0013996	XP_018492673.1	evm.model.RL_8.2897
OG0013997	XP_018460680.1, XP_018446943.1	evm.model.RL_7.1567
OG0013998	XP_018479987.1	evm.model.RL_8.2927
OG0013999	XP_018445375.1, XP_018445334.1	evm.model.RL_4.2228
OG0014000	XP_018472976.1, XP_018472964.1	evm.model.RL_4.2169
OG0014001	XP_018462327.1, XP_018446749.1	evm.model.RL_4.1740
OG0014002	XP_018446551.1	evm.model.RL_4.2178
OG0014003	XP_018473685.1, XP_018473686.1	evm.model.RL_4.2181
OG0014004	XP_018446055.1	evm.model.RL_4.2217
OG0014005	XP_018446059.1	evm.model.RL_4.2153
OG0014006	XP_018475336.1	evm.model.RL_4.2087
OG0014007	XP_018471552.1	evm.model.RL_4.2070
OG0014008	XP_018474811.1, XP_018474687.1, XP_018460441.1	evm.model.RL_4.2069
OG0014009	XP_018475289.1	evm.model.RL_4.2068
OG0014010	XP_018442654.1	evm.model.RL_4.2063
OG0014011	XP_018442178.1	evm.model.RL_4.2060
OG0014012	XP_018472417.1, XP_018468798.1	evm.model.RL_4.2047
OG0014013	XP_018476500.1	evm.model.RL_4.2046
OG0014014	XP_018443929.1	evm.model.RL_4.2032
OG0014015	XP_018467882.1	evm.model.RL_4.2022
OG0014016	XP_018467874.1	evm.model.RL_4.2019
OG0014017	XP_018446290.1	evm.model.RL_4.1988
OG0014018	XP_018446808.1	evm.model.RL_4.1969
