Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0016905	XP_018436503.1	Cg002G061350
OG0016906	XP_018472272.1	Cg006G214370
OG0016907	XP_018475060.1, XP_018474810.1	Cg003G087850
OG0016908	XP_018446868.1	Cg003G087570
OG0016909	XP_018489167.1	Cg002G059830
OG0016910	XP_018437248.1	Cg005G172280
OG0016911	XP_018482769.1, XP_018482768.1	Cg005G172870
OG0016912	XP_018476657.1	Cg005G173000
OG0016914	XP_018435796.1	Cg008G318680
OG0016915	XP_018452190.1	Cg008G314300
OG0016916	XP_018434412.1	Cg008G307160
OG0016917	XP_018455920.1	Cg011G328860, Cg008G316820
OG0016918	XP_018469157.1	Cg003G084440
OG0016919	XP_018475550.1	Cg003G084310
OG0016920	XP_018452453.1	Cg003G083120
OG0016921	XP_018445190.1	Cg003G082400
OG0016922	XP_018458658.1	Cg003G081280
OG0016923	XP_018457686.1	Cg003G080960
OG0016925	XP_018455213.1	Cg003G080160, Cg003G093840
OG0016927	XP_018457766.1	Cg003G079850, Cg003G094170
OG0016928	XP_018481582.1	Cg006G237690
OG0016929	XP_018477584.1	Cg008G320900
OG0016930	XP_018455420.1	Cg008G322810
OG0016931	XP_018433498.1	Cg004G130480
OG0016933	XP_018446976.1	Cg008G325170
OG0016934	XP_018439541.1	Cg008G325230
OG0016935	XP_018477473.1	Cg008G324850
OG0016936	XP_018439861.1	Cg001G034340
OG0016938	XP_018439043.1	Cg008G325040
OG0016941	XP_018491519.1	Cg004G143570
OG0016942	XP_018485732.1	Cg004G143590
OG0016944	XP_018487737.1	Cg004G145600
OG0016945	XP_018458124.1	Cg001G033630
OG0016947	XP_018447948.1	Cg001G031040
OG0016948	XP_018484279.1	Cg001G030430
OG0016949	XP_018484843.1	Cg001G029330
OG0016950	XP_018477133.1, XP_018477135.1	Cg006G208430
OG0016951	XP_018442416.1	Cg001G028360
OG0016952	XP_018472803.1	Cg001G028140
OG0016953	XP_018443179.1	Cg001G026950
OG0016954	XP_018470165.1	Cg001G026930
OG0016955	XP_018470166.1	Cg001G026910
OG0016956	XP_018466474.1	Cg001G026830
OG0016957	XP_018468483.1	Cg001G026640
OG0016958	XP_018449561.1	Cg001G026030
OG0016959	XP_018478274.1	Cg001G040360
OG0016960	XP_018481880.1	Cg001G040380
OG0016961	XP_018456589.1	Cg003G115820
OG0016962	XP_018478540.1	Cg001G041140
OG0016963	XP_018478405.1	Cg001G041380
OG0016964	XP_018444193.1	Cg001G042330
OG0016965	XP_018480540.1	Cg001G042390
OG0016966	XP_018478140.1	Cg001G042450
OG0016967	XP_018444289.1	Cg001G042650
OG0016968	XP_018458814.1, XP_018443717.1	Cg001G042790
OG0016969	XP_018466341.1, XP_018442233.1	Cg001G042800
OG0016970	XP_018444888.1	Cg003G078030
OG0016971	XP_018470332.1	Cg005G157520
OG0016972	XP_018439185.1	Cg005G157540
OG0016973	XP_018455993.1	Cg005G157790
OG0016974	XP_018482551.1	Cg005G158080
OG0016975	XP_018484032.1	Cg005G158250
OG0016976	XP_018438794.1	Cg005G158770
OG0016978	XP_018437889.1	Cg005G159140
OG0016979	XP_018436463.1, XP_018436462.1	Cg005G159490
OG0016980	XP_018478603.1	Cg005G160320
OG0016981	XP_018481084.1	Cg005G160800
OG0016983	XP_018461827.1, XP_018440874.1	Cg005G161710
OG0016984	XP_018439885.1	Cg005G161810
OG0016985	XP_018476319.1	Cg005G161880
OG0016986	XP_018486845.1	Cg002G047070
OG0016987	XP_018476980.1	Cg005G162540
OG0016988	XP_018476061.1	Cg005G162700
OG0016989	XP_018473056.1, XP_018438524.1	Cg005G163030
OG0016990	XP_018484282.1, XP_018484283.1	Cg005G164080
OG0016992	XP_018439305.1	Cg005G164520
OG0016993	XP_018453351.1	Cg008G282150
OG0016994	XP_018474429.1	Cg008G282160
OG0016995	XP_018474428.1	Cg008G282230
OG0016996	XP_018472192.1	Cg008G282400
OG0016997	XP_018472190.1	Cg008G282440
OG0016998	XP_018470944.1	Cg008G282460
OG0016999	XP_018455747.1	Cg008G282490
OG0017000	XP_018458248.1	Cg008G282690
OG0017001	XP_018446449.1	Cg008G282720
OG0017002	XP_018474711.1	Cg008G282890
OG0017003	XP_018469822.1	Cg008G283010
OG0017004	XP_018446880.1	Cg008G283020
OG0017005	XP_018443124.1	Cg008G283150
OG0017006	XP_018456405.1	Cg008G283540
OG0017007	XP_018444159.1	Cg008G284180
OG0017008	XP_018442286.1, XP_018442287.1	Cg008G284820
OG0017009	XP_018444567.1	Cg008G300160
OG0017010	XP_018444983.1	Cg008G300710
OG0017011	XP_018476185.1	Cg008G300840
OG0017012	XP_018443860.1, XP_018443387.1	Cg008G300790
OG0017013	XP_018476931.1	Cg008G301380
OG0017014	XP_018446277.1	Cg008G301500
OG0017015	XP_018474499.1	Cg008G302130
OG0017016	XP_018446346.1, XP_018464968.1	Cg008G302390
OG0017017	XP_018471326.1	Cg008G302550
OG0017018	XP_018452030.1	Cg003G107600
OG0017019	XP_018469493.1	Cg003G107160
OG0017020	XP_018466011.1, XP_018457672.1	Cg003G110920
OG0017021	XP_018457899.1	Cg003G111420
OG0017022	XP_018485814.1	Cg003G111550
OG0017023	XP_018488484.1	Cg003G111850
OG0017024	XP_018456385.1	Cg003G111930
OG0017025	XP_018491641.1	Cg003G112770
OG0017026	XP_018432772.1	Cg003G112930
OG0017027	XP_018432837.1	Cg003G113140
OG0017028	XP_018438471.1	Cg003G113020
OG0017029	XP_018490878.1	Cg003G113010
OG0017031	XP_018490557.1	Cg003G113580
OG0017032	XP_018457995.1	Cg003G113760
OG0017033	XP_018432590.1, XP_018491199.1	Cg003G113880
OG0017034	XP_018492366.1	Cg003G113980
OG0017035	XP_018488953.1	Cg003G114100
OG0017036	XP_018488952.1	Cg003G114130
OG0017037	XP_018440030.1	Cg003G114550
OG0017038	XP_018456930.1	Cg003G114800
OG0017039	XP_018434756.1	Cg003G115050
OG0017040	XP_018452944.1	Cg003G115230
OG0017041	XP_018453365.1	Cg007G278010
OG0017042	XP_018481915.1, XP_018483779.1	Cg003G115750
OG0017043	XP_018456539.1	Cg003G115840
OG0017044	XP_018457084.1	Cg003G075900
OG0017045	XP_018456871.1	Cg003G076260, Cg014G333320
OG0017046	XP_018466932.1	Cg003G076930, Cg014G332670
OG0017047	XP_018457171.1	Cg003G077200, Cg014G332410
OG0017048	XP_018472011.1	Cg003G077220, Cg014G332390
OG0017049	XP_018474379.1, XP_018474378.1	Cg003G077300, Cg014G332320
OG0017050	XP_018468323.1	Cg014G331660, Cg003G078020
OG0017051	XP_018474294.1	Cg006G218980
OG0017053	XP_018453107.1	Cg003G078600, Cg014G330950
OG0017054	XP_018455811.1	Cg008G320460
OG0017055	XP_018481502.1, XP_018467188.1	Cg008G319670
OG0017056	XP_018433483.1	Cg008G319570
OG0017057	XP_018452274.1	Cg008G319540
OG0017059	XP_018472667.1	Cg005G173900
OG0017060	XP_018484660.1	Cg005G174820
OG0017062	XP_018482092.1	Cg005G175170
OG0017063	XP_018478692.1	Cg005G175590
OG0017064	XP_018476667.1	Cg005G175880
OG0017065	XP_018477640.1	Cg005G176150
OG0017066	XP_018482746.1	Cg005G176800
OG0017068	XP_018436850.1	Cg005G178100
OG0017069	XP_018436663.1	Cg005G178430
OG0017070	XP_018482213.1	Cg005G178510
OG0017071	XP_018477914.1	Cg005G178880
OG0017072	XP_018436661.1	Cg005G179220
OG0017073	XP_018440004.1	Cg005G179280
OG0017074	XP_018464779.1, XP_018483047.1, XP_018483020.1	Cg005G179690
OG0017075	XP_018476843.1	Cg005G182080
OG0017076	XP_018434473.1	Cg005G182480
OG0017077	XP_018477048.1	Cg005G183500
OG0017078	XP_018458589.1	Cg005G183540
OG0017079	XP_018466116.1	Cg005G184360
OG0017080	XP_018472115.1	Cg005G184970
OG0017081	XP_018474850.1	Cg005G185040, Cg005G185070
OG0017082	XP_018478295.1	Cg005G185400
OG0017083	XP_018484811.1	Cg005G186040
OG0017084	XP_018478563.1, XP_018478565.1	Cg005G186150
OG0017085	XP_018486025.1	Cg005G186220
OG0017086	XP_018485204.1	Cg001G041040
OG0017088	XP_018471522.1	Cg001G013180
OG0017089	XP_018457787.1	Cg001G013210
OG0017090	XP_018470199.1, XP_018468983.1	Cg001G013240
OG0017091	XP_018480674.1	Cg001G013340
OG0017092	XP_018447074.1	Cg001G013350
OG0017093	XP_018447855.1	Cg001G013390
OG0017094	XP_018432713.1	Cg004G116370
OG0017095	XP_018490991.1	Cg004G116390
OG0017096	XP_018491626.1	Cg004G116290
OG0017097	XP_018491516.1	Cg004G116220
OG0017099	XP_018438888.1	Cg004G115960
OG0017100	XP_018478328.1, XP_018465523.1	Cg001G014290
OG0017101	XP_018472262.1	Cg001G014200
OG0017102	XP_018470982.1	Cg001G014070
OG0017103	XP_018455995.1	Cg001G013810
OG0017104	XP_018470773.1	Cg001G014000
OG0017105	XP_018490061.1	Cg004G117250
OG0017106	XP_018488657.1	Cg004G117370
OG0017107	XP_018489057.1	Cg004G117930
OG0017108	XP_018486230.1	Cg004G118050
OG0017109	XP_018440353.1	Cg004G118080
OG0017110	XP_018488544.1	Cg004G118360
OG0017111	XP_018491391.1	Cg004G118490
OG0017112	XP_018485943.1	Cg004G118610
OG0017113	XP_018440539.1	Cg004G119350
OG0017114	XP_018493481.1	Cg004G119710
OG0017116	XP_018486453.1	Cg004G120440
OG0017117	XP_018489460.1	Cg004G120530
OG0017118	XP_018491651.1	Cg004G121030
OG0017119	XP_018485786.1	Cg004G121250
OG0017120	XP_018437935.1	Cg004G121650
OG0017121	XP_018488846.1	Cg004G121660
OG0017123	XP_018486505.1	Cg004G121930
OG0017124	XP_018491647.1	Cg004G121950
OG0017125	XP_018493317.1	Cg004G122430
OG0017126	XP_018493087.1	Cg004G122480
OG0017127	XP_018432959.1	Cg004G122600
OG0017128	XP_018491533.1	Cg004G122900
OG0017129	XP_018488977.1	Cg004G123020
OG0017130	XP_018441875.1	Cg004G123360
OG0017131	XP_018441279.1	Cg004G123490
OG0017132	XP_018486412.1, XP_018487438.1	Cg004G123670
OG0017133	XP_018491080.1	Cg004G123810
OG0017134	XP_018485541.1	Cg004G124080
OG0017135	XP_018441620.1	Cg004G124110
OG0017136	XP_018434431.1	Cg004G124490
OG0017137	XP_018458710.1	Cg005G165810
OG0017138	XP_018440567.1	Cg005G166290
OG0017139	XP_018474405.1	Cg005G166660
OG0017140	XP_018485067.1	Cg005G166680
OG0017141	XP_018437448.1	Cg005G166740
OG0017142	XP_018475866.1	Cg005G167090
OG0017143	XP_018478442.1	Cg005G167140
OG0017144	XP_018458035.1	Cg005G167360
OG0017145	XP_018458418.1, XP_018464164.1	Cg005G167380
OG0017146	XP_018477537.1	Cg005G170420
OG0017147	XP_018433708.1	Cg005G169810
OG0017148	XP_018474061.1	Cg005G169500
OG0017149	XP_018438057.1	Cg005G168990
OG0017150	XP_018459354.1	Cg005G168780
OG0017151	XP_018438411.1	Cg005G168740
OG0017152	XP_018439792.1	Cg005G167890
OG0017153	XP_018472491.1	Cg006G230540
OG0017154	XP_018435982.1	Cg006G230320
OG0017155	XP_018488906.1	Cg006G229910
OG0017156	XP_018465318.1, XP_018459776.1, XP_018484539.1	Cg006G229450
OG0017157	XP_018460754.1, XP_018459790.1	Cg006G229380
OG0017158	XP_018481228.1	Cg006G228940
OG0017159	XP_018467120.1	Cg006G228850
OG0017160	XP_018440858.1	Cg006G228720
OG0017161	XP_018490832.1	Cg006G228350
OG0017162	XP_018451668.1	Cg006G227690
OG0017163	XP_018450241.1	Cg006G227890
OG0017164	XP_018467829.1	Cg006G227550
OG0017165	XP_018441947.1	Cg006G227490
OG0017167	XP_018441395.1	Cg006G227320
OG0017168	XP_018451576.1, XP_018451172.1	Cg006G226880
OG0017169	XP_018438214.1	Cg006G226520
OG0017170	XP_018447494.1	Cg006G226440
OG0017171	XP_018484449.1, XP_018484415.1	Cg006G199000
OG0017172	XP_018487856.1	Cg006G225060
OG0017173	XP_018482682.1	Cg006G224510
OG0017174	XP_018433109.1	Cg006G224360
OG0017175	XP_018488642.1	Cg006G224330
OG0017176	XP_018488665.1	Cg006G224290
OG0017177	XP_018488691.1	Cg006G224190
OG0017178	XP_018440775.1	Cg006G223630
OG0017179	XP_018433573.1	Cg006G223400
OG0017180	XP_018449404.1	Cg006G223290
OG0017181	XP_018441206.1	Cg006G213010
OG0017182	XP_018433858.1	Cg006G223200
OG0017183	XP_018440569.1	Cg006G223080
OG0017184	XP_018491845.1	Cg006G222880
OG0017185	XP_018437941.1	Cg006G222770
OG0017186	XP_018440344.1	Cg006G221930
OG0017187	XP_018449834.1	Cg006G221880
OG0017189	XP_018470427.1	Cg006G221050
OG0017191	XP_018442534.1	Cg006G220080
OG0017192	XP_018490158.1	Cg006G219760
OG0017193	XP_018451445.1, XP_018451435.1	Cg006G219090
OG0017194	XP_018451444.1, XP_018451434.1, XP_018434549.1	Cg006G219100
OG0017195	XP_018493453.1	Cg006G219110
OG0017196	XP_018469917.1	Cg001G016460
OG0017197	XP_018435219.1	Cg005G164930
OG0017198	XP_018459285.1, XP_018472398.1	Cg001G015530
OG0017199	XP_018482344.1	Cg001G015210
OG0017200	XP_018471283.1	Cg001G012870
OG0017203	XP_018437303.1	Cg005G188880, Cg005G188890
OG0017204	XP_018477821.1	Cg005G190340
OG0017205	XP_018478092.1	Cg005G190070
OG0017206	XP_018441945.1, XP_018437348.1	Cg005G191340
OG0017207	XP_018480933.1	Cg005G191710
OG0017208	XP_018480274.1	Cg005G192090
OG0017209	XP_018434310.1	Cg005G192250
OG0017210	XP_018440309.1, XP_018440278.1	Cg005G192740
OG0017211	XP_018484490.1	Cg005G192960
OG0017212	XP_018438979.1	Cg005G193310
OG0017213	XP_018438651.1	Cg005G193370
OG0017214	XP_018439372.1	Cg005G193520
OG0017215	XP_018481285.1	Cg005G193720
OG0017216	XP_018436721.1	Cg005G193740
OG0017217	XP_018482015.1	Cg006G231200
OG0017218	XP_018437016.1	Cg006G231830
OG0017219	XP_018479862.1	Cg006G232350
OG0017220	XP_018450403.1, XP_018464559.1	Cg006G232520
OG0017221	XP_018439956.1	Cg006G233020
OG0017222	XP_018451066.1, XP_018451071.1	Cg006G233050
OG0017223	XP_018449402.1	Cg006G233340
OG0017225	XP_018484154.1	Cg006G234590
OG0017226	XP_018488644.1	Cg006G235100
OG0017227	XP_018486959.1	Cg006G235170
OG0017228	XP_018486764.1	Cg006G235210
OG0017229	XP_018440616.1	Cg006G235720
OG0017230	XP_018438302.1	Cg006G236170
OG0017231	XP_018470257.1	Cg006G236100
OG0017232	XP_018451100.1, XP_018451091.1	Cg006G236650
OG0017233	XP_018480313.1	Cg006G236840
OG0017234	XP_018434811.1	Cg007G254220
OG0017235	XP_018434571.1	Cg006G236890
OG0017237	XP_018464820.1, XP_018466924.1	Cg006G236960
OG0017238	XP_018475656.1	Cg008G287920
OG0017239	XP_018480526.1	Cg006G237500
OG0017240	XP_018492533.1, XP_018492546.1	Cg006G238910
OG0017241	XP_018486130.1, XP_018486099.1	Cg006G239830
OG0017242	XP_018447159.1	Cg006G239970
OG0017243	XP_018451235.1	Cg006G240320
OG0017244	XP_018434700.1	Cg006G240700
OG0017245	XP_018436950.1	Cg006G240910
OG0017246	XP_018441128.1	Cg006G241350
OG0017247	XP_018451324.1	Cg006G241380
OG0017248	XP_018435517.1	Cg006G241790
OG0017249	XP_018488081.1	Cg006G242080
OG0017251	XP_018492999.1	Cg006G242410
OG0017252	XP_018491840.1, XP_018491841.1	Cg006G242800
OG0017253	XP_018491848.1	Cg006G242770
OG0017254	XP_018485372.1	Cg006G242760
OG0017255	XP_018485618.1	Cg006G242710
OG0017256	XP_018447679.1	Cg006G242650
OG0017257	XP_018470872.1	Cg006G243080
OG0017258	XP_018449373.1	Cg006G243180
OG0017259	XP_018435014.1	Cg006G243970
OG0017260	XP_018470534.1	Cg006G244030
OG0017261	XP_018434858.1	Cg006G245050
OG0017262	XP_018481161.1	Cg006G245120
OG0017263	XP_018493376.1	Cg006G245360
OG0017264	XP_018433677.1	Cg006G245420
OG0017265	XP_018454227.1	Cg008G294780
OG0017266	XP_018468186.1	Cg008G294740
OG0017267	XP_018473327.1	Cg008G294720
OG0017268	XP_018446552.1	Cg008G294650
OG0017269	XP_018468628.1	Cg008G295210
OG0017270	XP_018467630.1	Cg008G295220
OG0017271	XP_018470607.1	Cg008G295240
OG0017272	XP_018446972.1	Cg008G295670
OG0017273	XP_018468641.1	Cg008G295510
OG0017275	XP_018464748.1, XP_018472779.1	Cg008G296690
OG0017276	XP_018470005.1	Cg008G297000
OG0017277	XP_018445860.1	Cg008G297920
OG0017279	XP_018442107.1	Cg008G298080
OG0017280	XP_018457590.1	Cg007G268390
OG0017281	XP_018474673.1	Cg008G299290
OG0017282	XP_018446488.1	Cg008G299410
OG0017283	XP_018476599.1	Cg008G299430
OG0017284	XP_018446399.1	Cg008G299740
OG0017285	XP_018484308.1	Cg008G307040
OG0017286	XP_018484729.1	Cg008G307290
OG0017287	XP_018482342.1	Cg008G307680
OG0017288	XP_018434481.1	Cg008G307990
OG0017289	XP_018453113.1	Cg008G308330
OG0017290	XP_018481317.1, XP_018479353.1	Cg008G310500, Cg008G308850
OG0017291	XP_018458024.1	Cg008G312510
OG0017292	XP_018478552.1	Cg008G311920
OG0017293	XP_018445731.1	Cg008G293810
OG0017294	XP_018476065.1	Cg008G293760
OG0017295	XP_018445827.1	Cg008G287660
OG0017296	XP_018457722.1	Cg002G073990
OG0017297	XP_018433598.1	Cg006G194270
OG0017298	XP_018480384.1	Cg008G313460
OG0017299	XP_018442551.1	Cg008G286160
OG0017300	XP_018442135.1, XP_018442141.1	Cg008G286140
OG0017301	XP_018444411.1	Cg008G286100
OG0017302	XP_018475436.1	Cg008G286000
OG0017303	XP_018475450.1	Cg008G285760
OG0017304	XP_018480855.1	Cg008G305240
OG0017305	XP_018481806.1	Cg008G305320
OG0017306	XP_018462563.1, XP_018479304.1	Cg008G305170
OG0017307	XP_018468544.1	Cg006G228080
OG0017308	XP_018485091.1	Cg008G304490
OG0017309	XP_018482719.1	Cg008G304360
OG0017311	XP_018477619.1	Cg008G304090
OG0017312	XP_018480206.1	Cg008G303970
OG0017313	XP_018483101.1	Cg008G303710
OG0017314	XP_018460748.1, XP_018461453.1	Cg008G303660
OG0017315	XP_018460747.1, XP_018461451.1	Cg008G303650
OG0017316	XP_018438600.1	Cg008G302890
OG0017317	XP_018480425.1	Cg008G302840
OG0017318	XP_018460507.1, XP_018490382.1	Cg003G109000
OG0017319	XP_018471449.1	Cg003G102090
OG0017320	XP_018457956.1	Cg003G109240
OG0017321	XP_018485836.1	Cg003G109600
OG0017322	XP_018456409.1	Cg003G109680
OG0017323	XP_018492792.1	Cg003G109790
OG0017324	XP_018491730.1	Cg003G109860
OG0017325	XP_018487004.1	Cg003G109970
OG0017326	XP_018457585.1	Cg003G110860
OG0017327	XP_018473161.1	Cg003G106150
OG0017328	XP_018476949.1, XP_018473726.1	Cg003G106100
OG0017329	XP_018456696.1	Cg003G106070
OG0017330	XP_018437908.1	Cg002G055510
OG0017332	XP_018433717.1	Cg002G055930
OG0017333	XP_018478195.1	Cg002G056100
OG0017334	XP_018436113.1	Cg002G056210
OG0017335	XP_018468666.1, XP_018461861.1	Cg002G056690
OG0017336	XP_018469391.1	Cg002G056850
OG0017337	XP_018470486.1	Cg008G300060
OG0017338	XP_018434281.1	Cg002G058000
OG0017339	XP_018492450.1, XP_018492449.1	Cg002G058090
OG0017340	XP_018472395.1	Cg002G058460
OG0017341	XP_018458327.1	Cg002G058690
OG0017342	XP_018471860.1	Cg002G058790
OG0017343	XP_018488791.1	Cg002G059110
OG0017344	XP_018488782.1, XP_018488783.1	Cg002G059240
OG0017345	XP_018441626.1	Cg002G059620
OG0017346	XP_018440442.1	Cg002G060070
OG0017347	XP_018472358.1	Cg002G060250
OG0017348	XP_018442007.1	Cg002G060730
OG0017349	XP_018458329.1	Cg001G028150
OG0017350	XP_018436684.1	Cg002G062160
OG0017351	XP_018437731.1, XP_018437699.1	Cg002G063510
OG0017352	XP_018434828.1, XP_018434812.1	Cg002G063500
OG0017353	XP_018485518.1	Cg002G063730
OG0017354	XP_018490906.1	Cg002G064750
OG0017356	XP_018444776.1	Cg007G267750
OG0017357	XP_018445268.1	Cg007G267670
OG0017358	XP_018471645.1	Cg008G293900
OG0017359	XP_018446614.1	Cg007G267860
OG0017360	XP_018442092.1	Cg007G267810
OG0017361	XP_018451996.1	Cg007G269090
OG0017362	XP_018455362.1	Cg007G269460
OG0017363	XP_018468549.1	Cg007G269740
OG0017364	XP_018483958.1	Cg003G091800
OG0017365	XP_018462191.1, XP_018455937.1	Cg007G269820
OG0017366	XP_018452012.1	Cg007G269840
OG0017367	XP_018472214.1	Cg007G270110
OG0017368	XP_018446296.1	Cg007G271060
OG0017369	XP_018471505.1, XP_018470887.1	Cg007G271070
OG0017370	XP_018456097.1	Cg007G271190
OG0017371	XP_018456046.1	Cg007G271410
OG0017372	XP_018447793.1	Cg007G271580
OG0017373	XP_018456986.1	Cg007G271600
OG0017374	XP_018445252.1, XP_018460191.1	Cg007G271970
OG0017375	XP_018455254.1	Cg007G278610
OG0017376	XP_018442171.1	Cg007G278570
OG0017377	XP_018453054.1	Cg007G278130
OG0017378	XP_018445482.1	Cg007G278100
OG0017379	XP_018470170.1	Cg007G278000
OG0017380	XP_018442525.1	Cg007G277650
OG0017381	XP_018443871.1	Cg007G277350
OG0017382	XP_018445854.1	Cg007G277270
OG0017384	XP_018444704.1	Cg007G276850
OG0017385	XP_018445115.1	Cg007G276450
OG0017386	XP_018468718.1	Cg007G276350
OG0017387	XP_018475076.1	Cg006G226290
OG0017388	XP_018445148.1	Cg007G275460
OG0017389	XP_018468455.1	Cg007G275150
OG0017390	XP_018446864.1	Cg007G274790
OG0017391	XP_018443955.1	Cg008G299890
OG0017394	XP_018456637.1	Cg007G274180
OG0017395	XP_018442182.1	Cg007G274080
OG0017396	XP_018452294.1	Cg007G273840
OG0017397	XP_018456765.1	Cg007G273770
OG0017398	XP_018444343.1, XP_018465327.1, XP_018472052.1	Cg007G273610
OG0017399	XP_018470655.1, XP_018460503.1	Cg007G273440
OG0017400	XP_018457384.1	Cg007G273050
OG0017401	XP_018455907.1	Cg007G279210
OG0017403	XP_018454964.1	Cg007G279830
OG0017404	XP_018446651.1	Cg007G280140
OG0017405	XP_018457625.1	Cg006G203170
OG0017406	XP_018457265.1	Cg007G280350
OG0017407	XP_018471115.1	Cg007G280460
OG0017408	XP_018457646.1	Cg007G280530
OG0017409	XP_018459582.1	Cg007G281380
OG0017410	XP_018445353.1	Cg007G281540
OG0017411	XP_018444531.1	Cg007G281700
OG0017412	XP_018445476.1	Cg007G281720
OG0017413	XP_018445247.1	Cg007G281830
OG0017415	XP_018441839.1	Cg004G128990
OG0017416	XP_018488492.1	Cg004G129170
OG0017417	XP_018493223.1	Cg004G129420
OG0017418	XP_018490839.1	Cg004G129590
OG0017419	XP_018487520.1	Cg004G129680
OG0017420	XP_018491629.1	Cg004G130690
OG0017421	XP_018486831.1	Cg004G130700
OG0017422	XP_018441080.1	Cg004G131190
OG0017423	XP_018492261.1, XP_018488845.1	Cg004G131300
OG0017424	XP_018486310.1	Cg004G131450
OG0017425	XP_018489788.1, XP_018490788.1	Cg004G131700
OG0017426	XP_018490711.1, XP_018489080.1	Cg004G132040
OG0017427	XP_018491015.1	Cg004G132670
OG0017428	XP_018491620.1	Cg004G132890
OG0017429	XP_018492803.1	Cg004G133240
OG0017430	XP_018489349.1, XP_018460932.1	Cg004G134460
OG0017431	XP_018441556.1	Cg004G135100
OG0017432	XP_018490125.1	Cg004G135120
OG0017433	XP_018492007.1	Cg004G135670
OG0017434	XP_018487585.1	Cg004G135920
OG0017435	XP_018491117.1, XP_018465648.1	Cg004G136380
OG0017437	XP_018490226.1, XP_018490206.1	Cg004G136470
OG0017438	XP_018440695.1	Cg004G136520
OG0017439	XP_018441473.1	Cg004G136530
OG0017440	XP_018490567.1	Cg004G138570
OG0017441	XP_018492735.1	Cg004G138310
OG0017443	XP_018486461.1	Cg004G138650
OG0017444	XP_018485898.1	Cg004G138660
OG0017445	XP_018459677.1	Cg004G139680
OG0017446	XP_018474632.1	Cg003G098120
OG0017447	XP_018486516.1	Cg004G139930
OG0017448	XP_018438400.1, XP_018489994.1	Cg004G140630
OG0017449	XP_018440039.1	Cg004G141310
OG0017450	XP_018487238.1	Cg004G142350
OG0017451	XP_018485486.1	Cg004G142360
OG0017452	XP_018485595.1	Cg004G142650
OG0017453	XP_018485460.1	Cg004G142780
OG0017454	XP_018483242.1	Cg001G033790
OG0017455	XP_018492320.1	Cg004G144990
OG0017456	XP_018472234.1	Cg004G146630
OG0017457	XP_018452077.1	Cg004G147600
OG0017458	XP_018491584.1	Cg004G147920
OG0017459	XP_018492564.1	Cg004G146100
OG0017460	XP_018433966.1	Cg004G148010
OG0017461	XP_018460358.1	Cg004G148340
OG0017462	XP_018435178.1	Cg001G038870, Cg004G151770
OG0017463	XP_018492363.1	Cg004G152150
OG0017464	XP_018437363.1	Cg004G153080
OG0017465	XP_018455133.1	Cg004G153440
OG0017467	XP_018434123.1	Cg004G153910
OG0017468	XP_018491774.1	Cg004G154630
OG0017469	XP_018434486.1	Cg004G155030
OG0017470	XP_018439097.1, XP_018465859.1	Cg004G155740
OG0017472	XP_018439880.1	Cg004G156700
OG0017473	XP_018440135.1	Cg004G156750
OG0017474	XP_018449790.1	Cg001G012180
OG0017475	XP_018440786.1	Cg004G157220
OG0017476	XP_018472548.1	Cg004G157200
OG0017477	XP_018440639.1, XP_018434256.1	Cg004G157150
OG0017478	XP_018437956.1	Cg004G157330
OG0017479	XP_018439195.1	Cg004G157360
OG0017480	XP_018435215.1	Cg006G194090
OG0017481	XP_018432912.1	Cg006G194450
OG0017482	XP_018450671.1	Cg006G194590
OG0017483	XP_018483336.1	Cg006G194700
OG0017484	XP_018441346.1	Cg006G194980
OG0017485	XP_018433146.1	Cg006G195070
OG0017486	XP_018447291.1	Cg006G195100
OG0017487	XP_018448162.1	Cg006G195110
OG0017488	XP_018451213.1	Cg006G195290
OG0017489	XP_018447791.1	Cg006G195660
OG0017490	XP_018489936.1	Cg006G195910
OG0017491	XP_018467161.1	Cg006G196600
OG0017492	XP_018491608.1	Cg006G196620
OG0017493	XP_018441959.1	Cg006G197160
OG0017494	XP_018462990.1	Cg006G197230
OG0017495	XP_018470138.1	Cg006G199150
OG0017496	XP_018468767.1	Cg006G199200
OG0017497	XP_018447549.1	Cg006G199470
OG0017498	XP_018468404.1	Cg006G199700
OG0017499	XP_018463800.1	Cg006G200690
OG0017500	XP_018447785.1	Cg006G200790
OG0017501	XP_018483297.1	Cg006G200810
OG0017502	XP_018436222.1	Cg006G201190
OG0017503	XP_018489378.1, XP_018439727.1	Cg003G078850, Cg014G330680
OG0017504	XP_018448136.1	Cg006G201530
OG0017505	XP_018467668.1	Cg001G024950
OG0017506	XP_018448067.1	Cg001G025000
OG0017507	XP_018462777.1, XP_018449223.1	Cg001G025540
OG0017508	XP_018455419.1	Cg001G025650
OG0017510	XP_018447077.1, XP_018447088.1	Cg006G215990
OG0017511	XP_018441221.1	Cg005G172110
OG0017513	XP_018482799.1	Cg002G054630
OG0017514	XP_018458895.1	Cg002G054610
OG0017515	XP_018487278.1	Cg002G054050
OG0017516	XP_018482034.1	Cg002G053930
OG0017518	XP_018485865.1	Cg002G053660
OG0017519	XP_018483825.1	Cg002G052830
OG0017520	XP_018485703.1	Cg002G052780
OG0017521	XP_018464118.1	Cg002G052770
OG0017522	XP_018464825.1	Cg002G052710
OG0017523	XP_018458892.1	Cg002G052530
