Orthogroup	Raphanus_sativus	Erysimum_linariifolium
OG0014451	XP_018492432.1	El001G024970
OG0014452	XP_018472370.1	El003G171600
OG0014453	XP_018448553.1	El003G171960
OG0014454	XP_018468601.1	El003G172110
OG0014455	XP_018471155.1	El003G172220, El003G172240
OG0014456	XP_018476056.1	El006G296510
OG0014457	XP_018476385.1	El006G296520
OG0014458	XP_018480454.1, XP_018461504.1	El006G296700
OG0014459	XP_018433147.1, XP_018433145.1	El001G022290
OG0014460	XP_018433863.1, XP_018433881.1	El001G022340
OG0014461	XP_018433714.1	El001G045200
OG0014462	XP_018439392.1, XP_018439391.1	El001G022580
OG0014463	XP_018439393.1, XP_018439394.1	El001G022590
OG0014464	XP_018439395.1, XP_018439396.1	El001G022600
OG0014465	XP_018478904.1	El001G022660
OG0014466	XP_018482482.1	El001G022780
OG0014467	XP_018462455.1, XP_018438125.1	El001G022950
OG0014468	XP_018485433.1	El001G023070
OG0014469	XP_018486116.1	El001G023160
OG0014470	XP_018456190.1	El004G218600, El004G218620
OG0014471	XP_018487969.1	El001G023960
OG0014472	XP_018460322.1, XP_018484261.1	El001G024000
OG0014473	XP_018486256.1	El001G024530
OG0014474	XP_018490643.1	El001G024790
OG0014475	XP_018484468.1	El001G022200
OG0014476	XP_018442471.1, XP_018444551.1	El001G066640
OG0014477	XP_018434599.1	El001G022050
OG0014478	XP_018437403.1	El001G022030
OG0014479	XP_018477528.1	El001G021850
OG0014480	XP_018484100.1	El001G025230, El005G262900
OG0014481	XP_018489707.1, XP_018490242.1	El001G025280
OG0014482	XP_018491940.1, XP_018491941.1	El001G025690
OG0014483	XP_018484867.1	El001G026150, El001G026040
OG0014484	XP_018477044.1	El001G026170
OG0014485	XP_018483771.1	El001G026180
OG0014486	XP_018432556.1	El001G026270
OG0014487	XP_018458429.1, XP_018490743.1	El001G026540
OG0014488	XP_018461216.1	El001G011570, El001G027470
OG0014489	XP_018461231.1, XP_018462999.1	El001G027510
OG0014490	XP_018480998.1, XP_018461156.1	El006G288980
OG0014491	XP_018458573.1, XP_018460411.1	El001G027840
OG0014492	XP_018488369.1	El001G028090
OG0014493	XP_018458584.1	El001G028140
OG0014494	XP_018488386.1, XP_018488385.1	El001G028170
OG0014495	XP_018493033.1, XP_018493049.1	El001G028650
OG0014496	XP_018445716.1, XP_018446185.1	El001G029410
OG0014497	XP_018465175.1, XP_018480142.1, XP_018480144.1	El001G029640
OG0014498	XP_018481940.1	El001G029720
OG0014499	XP_018480154.1	El001G030100
OG0014500	XP_018485868.1, XP_018485889.1	El001G030240
OG0014501	XP_018459997.1	El001G030690
OG0014502	XP_018492329.1, XP_018462897.1	El001G030710
OG0014503	XP_018461206.1, XP_018461496.1	El001G030720
OG0014504	XP_018446977.1	El001G030980
OG0014506	XP_018488672.1	El001G031530
OG0014508	XP_018466640.1, XP_018493077.1	El001G031770
OG0014509	XP_018478416.1, XP_018478425.1	El001G032010
OG0014510	XP_018489946.1, XP_018488640.1	El001G032110
OG0014511	XP_018492130.1, XP_018488361.1	El001G028030
OG0014512	XP_018486725.1, XP_018486737.1	El001G032380
OG0014513	XP_018485676.1	El001G032440
OG0014514	XP_018483881.1, XP_018482955.1	El001G032800
OG0014515	XP_018445191.1, XP_018445192.1	El001G032960
OG0014516	XP_018442428.1, XP_018442424.1	El001G033540
OG0014517	XP_018480282.1, XP_018462764.1	El001G033830
OG0014518	XP_018444912.1	El001G033970
OG0014520	XP_018488643.1	El001G034250
OG0014521	XP_018488933.1	El001G034270
OG0014522	XP_018491271.1	El001G034280
OG0014523	XP_018462788.1, XP_018445443.1	El001G034410
OG0014524	XP_018486232.1	El001G034740
OG0014525	XP_018477337.1	El001G035160
OG0014526	XP_018483465.1	El001G035470
OG0014527	XP_018478053.1, XP_018483464.1	El001G035480
OG0014528	XP_018459651.1	El001G035650
OG0014529	XP_018488084.1, XP_018488083.1	El001G035770
OG0014530	XP_018488085.1, XP_018459650.1	El001G035800
OG0014531	XP_018445039.1	El001G035900
OG0014532	XP_018454242.1	El001G035910
OG0014533	XP_018450938.1	El001G035950
OG0014536	XP_018456416.1, XP_018437334.1	El001G014280
OG0014537	XP_018465312.1, XP_018467073.1, XP_018480127.1	El001G025500
OG0014538	XP_018486134.1	El001G027370
OG0014539	XP_018455182.1, XP_018435761.1	El007G361900
OG0014541	XP_018444698.1, XP_018443430.1	El001G007280
OG0014542	XP_018457979.1	El007G356870
OG0014543	XP_018482912.1	El006G295520
OG0014544	XP_018482916.1, XP_018482234.1	El006G295060
OG0014545	XP_018472581.1	El008G368760, El006G291510
OG0014546	XP_018470718.1	El007G362520, El007G362530, El005G239690, El005G239670
OG0014547	XP_018448726.1	El001G005260
OG0014548	XP_018442757.1, XP_018444795.1	El004G232090
OG0014549	XP_018450142.1, XP_018450152.1	El004G231480
OG0014550	XP_018443171.1	El004G226700
OG0014551	XP_018471656.1, XP_018471655.1	El003G152360
OG0014553	XP_018485275.1, XP_018459456.1	El003G150950
OG0014554	XP_018481956.1	El003G155800
OG0014555	XP_018470430.1	El003G149430
OG0014556	XP_018488721.1	El005G240300
OG0014557	XP_018433701.1	El002G082440
OG0014558	XP_018448206.1, XP_018465870.1	El002G090390
OG0014559	XP_018450994.1, XP_018451007.1, XP_018451374.1	El002G096440
OG0014561	XP_018470672.1	El002G100140
OG0014562	XP_018460413.1, XP_018452866.1	El004G221060
OG0014563	XP_018455205.1, XP_018466350.1	El004G220730
OG0014564	XP_018461355.1, XP_018445034.1	El004G219140
OG0014565	XP_018464040.1	El004G210770
OG0014566	XP_018469256.1	El004G198220
OG0014567	XP_018490331.1	El005G257930
OG0014568	XP_018454365.1	El005G278670
OG0014569	XP_018452933.1	El005G275680
OG0014570	XP_018432887.1, XP_018492357.1	El005G268590
OG0014571	XP_018486893.1, XP_018486909.1	El005G267150
OG0014572	XP_018488239.1	El005G257130
OG0014573	XP_018464075.1, XP_018463104.1	El005G250140
OG0014574	XP_018492807.1	El005G245460
OG0014575	XP_018442847.1	El001G075830, El001G075620
OG0014576	XP_018444044.1, XP_018442419.1	El001G074850
OG0014578	XP_018479122.1, XP_018449871.1	El003G161190
OG0014579	XP_018448491.1, XP_018450271.1	El003G164240
OG0014580	XP_018463577.1	El003G166730
OG0014581	XP_018449376.1, XP_018449374.1	El003G169200
OG0014582	XP_018457004.1	El003G169810
OG0014583	XP_018447676.1	El002G119510
OG0014584	XP_018488352.1	El002G114630
OG0014585	XP_018481933.1, XP_018463683.1	El003G158950
OG0014586	XP_018472072.1	El003G159180
OG0014587	XP_018478124.1, XP_018478076.1	El006G303500
OG0014588	XP_018450719.1, XP_018450093.1, XP_018458142.1, XP_018458693.1	El003G168620
OG0014589	XP_018476673.1	El001G067960
OG0014590	XP_018444796.1, XP_018469423.1	El001G067090
OG0014591	XP_018442110.1, XP_018459140.1	El001G063450
OG0014593	XP_018444264.1	El003G193290
OG0014594	XP_018473551.1	El007G333330
OG0014595	XP_018467150.1	El007G331720
OG0014596	XP_018448191.1, XP_018448238.1	El001G058110
OG0014597	XP_018445785.1, XP_018443942.1	El001G058320
OG0014599	XP_018471828.1, XP_018475605.1	El001G060130
OG0014600	XP_018488562.1, XP_018488573.1	El007G324320
OG0014601	XP_018452679.1	El007G323760
OG0014602	XP_018464684.1, XP_018458998.1	El002G102910
OG0014603	XP_018450086.1	El002G103890, El004G206490, El004G206440
OG0014607	XP_018444762.1, XP_018444765.1	El004G215160, El004G215150, El004G215140
OG0014611	XP_018437961.1, XP_018437947.1	El005G275520
OG0014612	XP_018461116.1, XP_018478004.1, XP_018440594.1	El006G317650
OG0014613	XP_018435138.1, XP_018483630.1	El006G314650
OG0014614	XP_018482273.1, XP_018484982.1	El006G291300
OG0014616	XP_018490483.1, XP_018460899.1	El001G024480
OG0014620	XP_018469112.1, XP_018482100.1	El003G147630
OG0014623	XP_018469030.1	El007G334920
OG0014637	XP_018468753.1	El003G155540
OG0014638	XP_018482530.1, XP_018482533.1	El005G277200
OG0014639	XP_018470158.1	El003G155300
OG0014640	XP_018450712.1, XP_018448087.1	El003G155270
OG0014641	XP_018469655.1	El003G155220
OG0014642	XP_018467781.1, XP_018468773.1	El003G155190
OG0014643	XP_018478650.1	El003G155100
OG0014644	XP_018456549.1	El004G230190
OG0014645	XP_018470196.1	El003G154840
OG0014646	XP_018470193.1	El003G154830
OG0014647	XP_018471541.1	El003G154650
OG0014648	XP_018483512.1, XP_018481105.1	El003G154560
OG0014649	XP_018483514.1, XP_018483513.1	El003G154540
OG0014650	XP_018450484.1	El003G154360
OG0014651	XP_018470641.1	El003G154350
OG0014652	XP_018470103.1	El003G154220
OG0014653	XP_018470714.1	El003G154160
OG0014654	XP_018447520.1	El003G153800, El003G153960
OG0014655	XP_018477940.1	El003G153930, El003G154050
OG0014656	XP_018483979.1	El004G230630
OG0014657	XP_018481203.1	El003G153580
OG0014659	XP_018472275.1	El003G153370
OG0014660	XP_018470695.1	El003G153360
OG0014661	XP_018484102.1	El003G152760
OG0014662	XP_018472229.1	El003G152210
OG0014663	XP_018483603.1	El003G152180
OG0014664	XP_018436187.1, XP_018440486.1	El006G317440
OG0014665	XP_018470479.1	El003G152120
OG0014666	XP_018477030.1	El003G141640
OG0014667	XP_018485120.1	El003G151840
OG0014668	XP_018470703.1	El003G151750
OG0014669	XP_018472281.1, XP_018463006.1	El003G151720
OG0014670	XP_018446426.1	El003G151570
OG0014671	XP_018471405.1	El003G151540
OG0014672	XP_018492499.1	El002G091480
OG0014673	XP_018447838.1	El003G151340
OG0014674	XP_018451325.1	El003G151140
OG0014675	XP_018482928.1	El003G151120
OG0014676	XP_018447918.1	El003G151110
OG0014677	XP_018472066.1	El003G151010
OG0014678	XP_018482989.1	El003G150960
OG0014679	XP_018471555.1	El003G150800
OG0014680	XP_018470801.1, XP_018468592.1	El003G150520
OG0014681	XP_018471813.1	El003G150490
OG0014682	XP_018468055.1	El003G150420
OG0014683	XP_018441914.1	El006G314080, El006G314090
OG0014684	XP_018469606.1	El003G150120
OG0014685	XP_018471702.1	El003G149780
OG0014686	XP_018470885.1	El003G149890
OG0014687	XP_018447579.1	El003G149930
OG0014689	XP_018470069.1	El003G148250
OG0014690	XP_018471974.1	El003G149190
OG0014691	XP_018468023.1	El003G149160
OG0014692	XP_018468018.1	El003G149150
OG0014693	XP_018468024.1	El003G149130
OG0014695	XP_018464206.1	El003G148900
OG0014696	XP_018445212.1	El003G148190
OG0014697	XP_018470708.1	El003G148380
OG0014698	XP_018472135.1, XP_018450561.1	El003G148550, El003G148540
OG0014699	XP_018471135.1	El003G148680
OG0014700	XP_018470043.1	El003G148130
OG0014701	XP_018470041.1	El003G148150
OG0014702	XP_018457262.1	El003G147900
OG0014703	XP_018468077.1	El003G147790
OG0014704	XP_018440959.1	El005G274180
OG0014705	XP_018434429.1	El005G278850
OG0014706	XP_018447606.1	El003G147140
OG0014707	XP_018469728.1	El003G146980
OG0014708	XP_018462542.1, XP_018471410.1	El003G146940
OG0014709	XP_018487223.1	El002G118190
OG0014710	XP_018451754.1	El002G118580, El002G118560
OG0014711	XP_018459276.1	El002G118720
OG0014712	XP_018492053.1	El002G118950
OG0014713	XP_018451288.1	El002G118970
OG0014714	XP_018447060.1	El002G119120
OG0014715	XP_018432965.1	El002G119130
OG0014716	XP_018459157.1	El002G119600
OG0014717	XP_018473340.1	El002G119650
OG0014719	XP_018440991.1	El002G119710
OG0014720	XP_018475078.1	El002G119750
OG0014721	XP_018432656.1	El002G119930
OG0014722	XP_018435837.1	El002G119950
OG0014723	XP_018456473.1	El003G170100
OG0014724	XP_018456486.1, XP_018465422.1	El003G170110
OG0014725	XP_018457300.1	El003G170400
OG0014727	XP_018449095.1	El003G170450
OG0014728	XP_018452363.1	El003G170470
OG0014729	XP_018446566.1	El003G170620
OG0014730	XP_018471492.1	El003G170810
OG0014731	XP_018477666.1	El003G171250
OG0014732	XP_018470639.1	El003G171330
OG0014733	XP_018433018.1	El004G210740
OG0014734	XP_018454914.1	El004G202990
OG0014735	XP_018467548.1	El004G209380
OG0014736	XP_018446147.1	El004G217740
OG0014737	XP_018457990.1	El004G208860
OG0014738	XP_018441282.1	El004G208800
OG0014739	XP_018434237.1	El004G207480
OG0014740	XP_018452338.1	El004G206900
OG0014741	XP_018457327.1	El004G206420
OG0014742	XP_018456993.1	El004G204740
OG0014743	XP_018433073.1	El004G202680
OG0014745	XP_018440582.1	El003G153570
OG0014746	XP_018457341.1	El004G201310
OG0014747	XP_018466702.1	El004G201050
OG0014748	XP_018452891.1	El004G200320
OG0014749	XP_018434150.1	El004G200150
OG0014750	XP_018440015.1	El004G199770
OG0014751	XP_018454717.1	El004G198890
OG0014752	XP_018458642.1, XP_018458630.1	El004G198530
OG0014753	XP_018439268.1	El001G035990
OG0014754	XP_018439890.1, XP_018439888.1	El001G036230
OG0014755	XP_018439892.1, XP_018437766.1	El001G036250
OG0014756	XP_018439744.1	El001G036310
OG0014757	XP_018455827.1, XP_018482605.1, XP_018481841.1	El001G036510
OG0014758	XP_018436925.1	El001G036580
OG0014759	XP_018477780.1	El001G036600
OG0014760	XP_018484676.1	El001G036630
OG0014761	XP_018439006.1, XP_018439007.1	El001G036670
OG0014762	XP_018436811.1	El001G036780
OG0014763	XP_018459530.1	El001G036830
OG0014764	XP_018455961.1	El001G037120
OG0014765	XP_018483249.1	El001G037880
OG0014766	XP_018434981.1	El001G037970
OG0014767	XP_018434093.1	El001G037980
OG0014768	XP_018452577.1	El001G038100
OG0014769	XP_018454390.1	El001G038510
OG0014770	XP_018434919.1	El001G038530
OG0014771	XP_018478110.1	El001G038730
OG0014772	XP_018478323.1	El001G038800
OG0014773	XP_018435694.1	El001G039000
OG0014774	XP_018454356.1	El001G039790
OG0014775	XP_018481168.1	El001G040100
OG0014776	XP_018454611.1	El001G040120
OG0014777	XP_018441239.1	El001G040270
OG0014778	XP_018482732.1	El001G040310
OG0014779	XP_018455683.1	El001G040390
OG0014780	XP_018477653.1	El001G040960
OG0014781	XP_018483622.1	El001G041190
OG0014782	XP_018484499.1	El001G041230
OG0014783	XP_018483090.1	El001G041460
OG0014784	XP_018477129.1	El001G041590
OG0014785	XP_018457056.1	El001G041740
OG0014786	XP_018478093.1	El001G041800
OG0014787	XP_018434973.1	El001G042070
OG0014788	XP_018455153.1	El001G042410
OG0014789	XP_018478831.1	El001G042540
OG0014790	XP_018441291.1	El001G042700
OG0014791	XP_018435668.1	El001G042990
OG0014792	XP_018484574.1	El001G043000
OG0014793	XP_018477416.1	El001G043670
OG0014794	XP_018482459.1	El001G044050
OG0014795	XP_018480441.1	El001G044150
OG0014796	XP_018459103.1	El003G189150
OG0014797	XP_018439210.1	El001G045620
OG0014798	XP_018483292.1	El001G046230
OG0014799	XP_018481570.1	El003G188040
OG0014800	XP_018458053.1	El004G199350
OG0014801	XP_018454632.1	El004G217270
OG0014802	XP_018470145.1	El004G217180
OG0014803	XP_018467865.1	El004G217150
OG0014804	XP_018443447.1, XP_018464124.1	El004G216320
OG0014805	XP_018446897.1	El004G215710
OG0014806	XP_018445886.1	El004G215570
OG0014807	XP_018468470.1	El004G215330
OG0014808	XP_018444760.1, XP_018444761.1	El004G215180
OG0014809	XP_018443064.1	El004G214810
OG0014810	XP_018462513.1, XP_018448679.1	El004G214560
OG0014811	XP_018445889.1, XP_018445890.1	El004G214280
OG0014812	XP_018446459.1	El004G213990
OG0014813	XP_018442504.1, XP_018461593.1	El004G213680
OG0014814	XP_018449983.1	El004G212560
OG0014815	XP_018453718.1, XP_018462913.1	El004G211810
OG0014816	XP_018446183.1	El004G211740
OG0014817	XP_018446777.1	El004G211490
OG0014818	XP_018444282.1, XP_018442606.1	El004G211190
OG0014819	XP_018450058.1	El004G211140
OG0014820	XP_018461482.1, XP_018467913.1	El004G211090
OG0014821	XP_018472242.1	El007G326610
OG0014822	XP_018470211.1	El004G211020
OG0014823	XP_018453295.1	El002G128590
OG0014824	XP_018451985.1	El004G210910
OG0014826	XP_018456523.1	El004G193780
OG0014827	XP_018433614.1	El001G020920
OG0014828	XP_018458395.1, XP_018478169.1	El001G039070
OG0014829	XP_018457750.1, XP_018457723.1	El004G194050
OG0014830	XP_018454546.1	El004G194110
OG0014831	XP_018456909.1	El004G194130
OG0014832	XP_018452023.1	El004G194260
OG0014833	XP_018454275.1	El004G195160
OG0014834	XP_018455677.1	El004G195470
OG0014835	XP_018456655.1	El004G195700
OG0014836	XP_018456490.1	El004G195940
OG0014837	XP_018456726.1	El004G195960
OG0014838	XP_018453992.1	El004G195980
OG0014839	XP_018457715.1	El004G196050
OG0014840	XP_018465768.1	El004G196060
OG0014841	XP_018452781.1	El004G196540
OG0014842	XP_018457133.1	El004G197090
OG0014843	XP_018457052.1	El004G197350
OG0014844	XP_018457778.1	El004G197530
OG0014845	XP_018452641.1	El004G197550
OG0014846	XP_018456251.1	El004G197570
OG0014847	XP_018454440.1	El004G197980
OG0014848	XP_018490593.1	El005G248340
OG0014849	XP_018449281.1	El003G155960
OG0014850	XP_018469662.1, XP_018470522.1	El003G158540
OG0014852	XP_018448984.1, XP_018449211.1	El003G158290
OG0014853	XP_018480690.1	El003G158220
OG0014854	XP_018474760.1	El006G288190
OG0014856	XP_018481327.1	El006G288310
OG0014857	XP_018484383.1	El006G288520
OG0014858	XP_018434285.1	El006G288360
OG0014859	XP_018439762.1, XP_018464387.1	El006G288630
OG0014860	XP_018441935.1	El006G288800
OG0014861	XP_018478244.1, XP_018434795.1	El006G288850
OG0014862	XP_018489477.1	El005G244260
OG0014863	XP_018438713.1, XP_018439328.1	El005G244280
OG0014864	XP_018439330.1	El005G244380
OG0014865	XP_018440931.1	El005G244420
OG0014866	XP_018491677.1	El005G244480
OG0014867	XP_018492872.1	El005G244630
OG0014868	XP_018487249.1	El005G244740
OG0014869	XP_018433587.1	El005G244850
OG0014870	XP_018434877.1	El005G244910
OG0014871	XP_018437330.1	El005G244920
OG0014872	XP_018491116.1	El005G245060
OG0014873	XP_018486916.1	El005G245070
OG0014874	XP_018491411.1	El005G245130
OG0014875	XP_018468623.1	El001G079080
OG0014876	XP_018492102.1	El005G245340
OG0014877	XP_018492100.1	El005G245350
OG0014878	XP_018492024.1	El005G245560
OG0014879	XP_018432695.1	El005G245660
OG0014880	XP_018490764.1	El005G245700
OG0014881	XP_018432623.1	El005G245740
OG0014882	XP_018488916.1	El005G246090
OG0014883	XP_018445841.1	El007G335560
OG0014884	XP_018489586.1, XP_018489720.1	El005G246500
OG0014885	XP_018486427.1	El005G246360
OG0014886	XP_018488521.1	El005G246550
OG0014887	XP_018434487.1	El005G246620
OG0014888	XP_018486975.1	El005G246870
OG0014889	XP_018492880.1	El005G247850
OG0014890	XP_018441955.1	El005G247990
OG0014891	XP_018487134.1	El005G247900
OG0014892	XP_018491892.1	El005G248150
OG0014893	XP_018475926.1	El001G011480
OG0014894	XP_018456828.1	El007G345160
OG0014895	XP_018473015.1	El001G011510
OG0014896	XP_018471023.1	El007G344880
OG0014897	XP_018486496.1	El005G259870
OG0014898	XP_018454543.1	El007G344180
OG0014899	XP_018436355.1	El002G090910
OG0014900	XP_018444998.1	El007G343630
OG0014901	XP_018468338.1	El007G343580
OG0014902	XP_018472891.1	El007G343500
OG0014903	XP_018455122.1, XP_018459211.1	El007G343360
OG0014904	XP_018473396.1	El007G343130
OG0014905	XP_018459282.1, XP_018475818.1	El007G342790
OG0014907	XP_018472690.1	El007G342280
OG0014908	XP_018448419.1	El007G342160
OG0014909	XP_018471774.1	El007G342140
OG0014910	XP_018443775.1	El007G342100
OG0014911	XP_018456762.1	El007G341710
OG0014912	XP_018476953.1	El007G341550
OG0014913	XP_018476954.1	El007G341540
OG0014914	XP_018476791.1	El007G341480
OG0014915	XP_018456927.1	El007G341460
OG0014916	XP_018476788.1	El007G341450
OG0014917	XP_018469969.1	El007G341200
OG0014918	XP_018470558.1	El007G341050
OG0014919	XP_018469015.1, XP_018470564.1	El007G341000
OG0014920	XP_018469798.1	El007G340710
OG0014921	XP_018473353.1	El007G339840
OG0014922	XP_018448329.1, XP_018476821.1	El007G340030
OG0014923	XP_018455775.1	El007G340210
OG0014924	XP_018457807.1	El007G339670
OG0014925	XP_018450292.1	El007G339640
OG0014926	XP_018452373.1	El007G339460
OG0014927	XP_018447390.1	El007G338870
OG0014928	XP_018470420.1	El007G338000
OG0014929	XP_018455876.1	El007G337510
OG0014931	XP_018457439.1	El007G347980
OG0014932	XP_018454884.1	El007G336690
OG0014933	XP_018472092.1	El007G336620
OG0014934	XP_018476163.1	El007G336530
OG0014935	XP_018455852.1, XP_018452448.1	El007G336030
OG0014936	XP_018456059.1, XP_018465967.1	El007G335940
OG0014937	XP_018474980.1	El007G335840
OG0014939	XP_018456808.1	El007G335340
OG0014940	XP_018457288.1	El007G335220
OG0014941	XP_018457286.1	El007G335210
OG0014942	XP_018476588.1	El007G334820
OG0014943	XP_018452092.1	El007G334800
OG0014944	XP_018455766.1	El007G334790
OG0014945	XP_018470271.1	El007G334310
OG0014946	XP_018457607.1	El007G333940
OG0014947	XP_018454828.1	El007G333920
OG0014948	XP_018474829.1	El007G333810
OG0014949	XP_018476096.1	El007G333720
OG0014950	XP_018447101.1	El007G333630
OG0014951	XP_018456373.1	El007G333400
OG0014952	XP_018476151.1	El007G333380
OG0014953	XP_018452281.1	El005G264570
OG0014954	XP_018462338.1, XP_018454662.1	El001G011600
OG0014955	XP_018470451.1	El001G068310
OG0014956	XP_018468140.1	El001G068300
OG0014957	XP_018475389.1	El001G068610
OG0014958	XP_018474646.1	El001G068840
OG0014959	XP_018470896.1	El001G069360
OG0014960	XP_018446742.1	El001G069660
OG0014961	XP_018468339.1, XP_018443339.1, XP_018443340.1	El001G070080, El001G070070, El006G303810, El001G045160
OG0014962	XP_018471474.1	El001G070110
OG0014963	XP_018445925.1	El001G070240
OG0014964	XP_018445936.1	El001G070330
OG0014965	XP_018446834.1	El001G070350
OG0014966	XP_018467538.1	El001G070560
OG0014967	XP_018442668.1	El001G070840
OG0014968	XP_018446547.1	El001G070870
OG0014969	XP_018436647.1	El006G292090
OG0014970	XP_018445274.1	El001G070980
OG0014971	XP_018445277.1	El001G071010
OG0014972	XP_018471759.1	El001G071040
OG0014973	XP_018476884.1	El001G071220
OG0014974	XP_018454474.1	El001G071230
OG0014975	XP_018444820.1	El001G071450
OG0014976	XP_018476270.1	El001G071480
OG0014977	XP_018446599.1	El001G071550
OG0014978	XP_018445233.1	El001G071610
OG0014979	XP_018443997.1	El001G071790
OG0014980	XP_018446174.1	El001G071810
OG0014981	XP_018442780.1	El001G072040
OG0014982	XP_018470735.1	El002G125140, El001G072370
OG0014983	XP_018446383.1	El001G072420
OG0014984	XP_018445990.1	El001G072580
OG0014985	XP_018450094.1	El001G072590
OG0014986	XP_018442225.1	El001G072910
OG0014987	XP_018476153.1	El001G073440
OG0014988	XP_018468401.1	El001G073470
OG0014989	XP_018473254.1	El001G073750
OG0014990	XP_018446032.1	El001G074170
OG0014991	XP_018475204.1	El001G074270
OG0014992	XP_018445272.1	El001G074370
OG0014993	XP_018444595.1	El001G074460
OG0014994	XP_018471510.1	El003G169920
OG0014995	XP_018447150.1, XP_018447155.1	El003G169730
OG0014996	XP_018471594.1	El003G169710
OG0014997	XP_018480636.1	El003G169140
OG0014998	XP_018483770.1	El003G169130
OG0014999	XP_018450107.1, XP_018460178.1	El003G168190
OG0015000	XP_018471258.1	El003G168050
OG0015001	XP_018451945.1	El003G167910
OG0015002	XP_018470533.1	El003G167890
OG0015003	XP_018467685.1	El003G167840
OG0015004	XP_018483189.1	El003G167570
OG0015005	XP_018448220.1	El003G167540
OG0015006	XP_018480780.1	El003G167110
OG0015007	XP_018471683.1	El003G167000
OG0015008	XP_018467902.1	El003G166700
OG0015009	XP_018471781.1	El003G166260
OG0015010	XP_018478584.1, XP_018471630.1	El003G166250
OG0015011	XP_018470721.1	El003G166200
OG0015012	XP_018451290.1	El003G165750
OG0015013	XP_018471225.1	El003G165330
OG0015014	XP_018472298.1	El003G165260
OG0015015	XP_018472078.1	El003G165190
OG0015016	XP_018450247.1	El002G102150
OG0015017	XP_018469996.1	El003G164900
OG0015018	XP_018470307.1	El003G164800
OG0015019	XP_018446260.1	El001G067230
OG0015020	XP_018471643.1	El003G164730
OG0015021	XP_018471657.1	El003G164590
OG0015022	XP_018468086.1	El003G164530
OG0015023	XP_018471231.1	El003G164490
OG0015024	XP_018481932.1	El003G164260
OG0015025	XP_018469546.1	El003G164120
OG0015026	XP_018471210.1	El003G164070
OG0015027	XP_018463051.1	El003G163720
OG0015028	XP_018470990.1	El003G162980
OG0015029	XP_018447545.1	El003G162800
OG0015030	XP_018472442.1	El003G162620
OG0015031	XP_018478922.1	El003G162580
OG0015033	XP_018470457.1	El003G160940
OG0015034	XP_018454656.1	El003G160670
OG0015035	XP_018450970.1	El002G120340
OG0015036	XP_018492841.1	El002G120400
OG0015037	XP_018468301.1	El002G120440
OG0015038	XP_018451681.1	El002G120630
OG0015039	XP_018485403.1	El002G120650
OG0015040	XP_018441116.1	El002G120960
OG0015041	XP_018443101.1	El002G120980
OG0015042	XP_018485948.1	El002G121020
OG0015043	XP_018439355.1	El002G121070
OG0015045	XP_018485382.1, XP_018485341.1	El002G122640
OG0015046	XP_018438712.1	El002G122910
OG0015047	XP_018450154.1	El002G123240
OG0015048	XP_018461382.1	El002G123940
OG0015049	XP_018449939.1	El002G123850
OG0015050	XP_018459309.1	El002G123820
OG0015051	XP_018447673.1	El002G123580
OG0015052	XP_018489446.1	El002G125020
OG0015053	XP_018450933.1	El002G125220
OG0015054	XP_018486204.1	El002G125240
OG0015055	XP_018465017.1, XP_018475123.1, XP_018447995.1	El002G125250
OG0015056	XP_018486534.1	El002G125410
OG0015057	XP_018437492.1	El002G128000
OG0015058	XP_018432780.1	El002G127770
OG0015059	XP_018438567.1	El002G127610
OG0015060	XP_018438667.1	El002G127240
OG0015061	XP_018448831.1	El002G127080
OG0015062	XP_018442432.1	El002G126910
OG0015063	XP_018453204.1	El002G126760, El002G126780
OG0015064	XP_018449787.1	El002G126310
OG0015065	XP_018470214.1	El002G128450
OG0015066	XP_018450741.1	El003G171350
OG0015067	XP_018482026.1	El002G130620
OG0015068	XP_018484681.1	El002G130480, El002G130440
OG0015069	XP_018447853.1	El002G130150
OG0015070	XP_018481326.1	El002G129420
OG0015071	XP_018451176.1	El002G126140
OG0015072	XP_018433949.1	El002G128850
OG0015073	XP_018433960.1	El002G128860
OG0015074	XP_018433972.1	El002G128920
OG0015075	XP_018440139.1	El007G357060
OG0015076	XP_018488549.1, XP_018449318.1	El002G130960
OG0015077	XP_018447479.1	El002G113530
OG0015078	XP_018485498.1	El005G261590
OG0015079	XP_018438359.1	El002G113390
OG0015080	XP_018451268.1	El002G113400
OG0015081	XP_018483412.1	El007G329320
OG0015082	XP_018448318.1	El002G113850
OG0015083	XP_018440524.1	El002G114000
OG0015084	XP_018450370.1, XP_018448330.1	El002G115090
OG0015085	XP_018489424.1	El002G115660
OG0015086	XP_018439211.1	El002G115840
OG0015087	XP_018464291.1	El002G116050
OG0015088	XP_018434021.1	El002G116080
OG0015089	XP_018468646.1	El002G116180
OG0015090	XP_018490616.1	El002G116200
OG0015091	XP_018479848.1	El002G117170
OG0015092	XP_018442991.1	El002G117300
OG0015093	XP_018484466.1	El002G117350
OG0015094	XP_018469727.1	El003G146900
OG0015095	XP_018468396.1	El003G146670
OG0015096	XP_018449134.1	El003G146340
OG0015097	XP_018480400.1, XP_018482965.1	El003G146250
OG0015098	XP_018451527.1	El003G146190, El003G146220
OG0015099	XP_018482961.1	El003G146130
OG0015100	XP_018451608.1	El003G146090
OG0015101	XP_018470470.1	El003G145980
OG0015102	XP_018483834.1	El003G145800
