Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0014132	AL5G28600	CP3_g14469_DN3_SP2_c.t1
OG0014133	AL5G28130	CP3_g14507_DN3_SP0_c.t1
OG0014134	AL5G27990	CP3_g14522_DN3_SP8_c.t1
OG0014135	AL5G27640	CP3_g14560_DN3_SP0_c.t1
OG0014136	AL5G27530	CP3_g14567_DN3_SP6_c.t1
OG0014137	AL5G27430	CP3_g14575_DN3_SP8_c.t1
OG0014138	AL6G45300	CP20_g4315_DN3_SP3_c.t1
OG0014139	AL5G27110	CP3_g14611_DN2_SP0_c.t1
OG0014140	AL5G27000	CP3_g14627_DN3_SP8_c.t1
OG0014141	AL5G26710	CP3_g14656_DN3_SP0_c.t1
OG0014142	AL5G26640	CP3_g14662_DN3_SP8_c.t1
OG0014143	AL5G26600	CP3_g14663_DN2_SP0_c.t1
OG0014144	AL5G26210	CP3_g14704_DN3_SP0_c.t1
OG0014145	AL5G26200	CP3_g14705_DN3_SP6_c.t1
OG0014146	AL5G25490	CP3_g14742_DN3_SP0_c.t1
OG0014147	AL5G25280	CP3_g14778_DN3_SP8_c.t1
OG0014148	AL5G25000	CP3_g14804_DN3_SP8_c.t1
OG0014149	AL2G33560	CP9_g29011_DN3_SP1_c.t1
OG0014150	AL5G24520	CP3_g14848_DN3_SP0_c.t1
OG0014151	AL5G24480	CP3_g14856_DN3_SP8_c.t1
OG0014152	AL5G24260	CP3_g14865_DN3_SP8_c.t1
OG0014154	AL5G23860	CP3_g14892_DN3_SP1_c.t1
OG0014155	AL5G23580	CP3_g14928_DN3_SP5_c.t1
OG0014156	AL5G23470	CP3_g14935_DN3_SP8_c.t1
OG0014157	AL5G23290	CP3_g15013_DN3_SP7_c.t1
OG0014158	AL5G22270	CP3_g15427_DN3_SP4_c.t1
OG0014159	AL5G22190	CP3_g15509_DN3_SP8_c.t1
OG0014160	AL5G22180	CP3_g15519_DN3_SP7_c.t1
OG0014161	AL5G22060	CP3_g15565_DN3_SP7_c.t1
OG0014162	AL4G44880	CP4_g24154_DN3_SP0_c.t1
OG0014163	AL6G41800	CP14_g23740_DN3_SP4_c.t1
OG0014164	AL5G20770	CP7_g46461_DN3_SP8_c.t1
OG0014165	AL2G26300	CP9_g28324_DN3_SP4_c.t1
OG0014166	AL2G26220	CP9_g28311_DN3_SP8_c.t1
OG0014167	AL2G26580	CP9_g28354_DN3_SP5_c.t1
OG0014168	AL2G12750	CP2_g48986_DN3_SP7_c.t1
OG0014169	AL2G26960	CP9_g28365_DN3_SP6_c.t1
OG0014170	AL2G26980	CP9_g28367_DN3_SP8_c.t1
OG0014171	AL2G27530	CP9_g28448_DN3_SP0_c.t1
OG0014172	AL2G27600	CP9_g28455_DN3_SP0_c.t1
OG0014173	AL2G40920	CP9_g29659_DN3_SP0_c.t1
OG0014174	AL2G28360	CP9_g28518_DN3_SP0_c.t1
OG0014175	AL2G28440	CP9_g28526_DN1_SP0_c.t1
OG0014176	AL2G28490	CP9_g28531_DN3_SP5_c.t1
OG0014177	AL2G28510	CP9_g28533_DN3_SP2_c.t1
OG0014178	AL2G28700	CP9_g28557_DN3_SP1_c.t1
OG0014179	AL22U10070	CP9_g28599_DN3_SP0_c.t1
OG0014180	AL2G29640	CP9_g28645_DN3_SP3_c.t1
OG0014181	AL2G30010	CP9_g28680_DN3_SP3_c.t1
OG0014182	AL2G30070	CP9_g28685_DN3_SP1_c.t1
OG0014183	AL2G30690	CP9_g28738_DN3_SP5_c.t1
OG0014184	AL2G30820	CP9_g28747_DN3_SP0_c.t1
OG0014185	AL2G30910, AL1G14060	CP9_g28758_DN3_SP3_c.t1
OG0014186	AL2G31080	CP9_g28767_DN3_SP0_c.t1
OG0014187	AL2G31120	CP9_g28771_DN3_SP0_c.t1
OG0014188	AL2G31290	CP9_g28785_DN3_SP5_c.t1
OG0014189	AL2G31440	CP9_g28804_DN3_SP1_c.t1
OG0014190	AL2G31430	CP9_g28805_DN3_SP0_c.t1
OG0014191	nbis-gene-1644, AL2G31590	CP9_g28817_DN3_SP3_c.t1
OG0014192	AL2G31600	CP9_g28818_DN3_SP7_c.t1
OG0014193	AL2G38510	CP9_g29461_DN3_SP7_c.t1
OG0014194	AL2G37960	CP9_g29415_DN3_SP1_c.t1
OG0014195	AL2G37890	CP9_g29410_DN3_SP0_c.t1
OG0014196	AL2G37790	CP9_g29399_DN3_SP1_c.t1
OG0014197	AL2G37490	CP9_g29372_DN3_SP8_c.t1
OG0014198	AL2G37440	CP9_g29368_DN3_SP8_c.t1
OG0014199	AL2G37280	CP9_g29353_DN3_SP8_c.t1
OG0014200	AL2G37210	CP9_g29349_DN3_SP8_c.t1
OG0014201	AL2G37090	CP9_g29339_DN2_SP0_c.t1
OG0014202	AL2G36890	CP9_g29321_DN3_SP0_c.t1
OG0014203	AL2G36710	CP9_g29300_DN3_SP7_c.t1
OG0014204	AL2G36450	CP9_g29277_DN3_SP8_c.t1
OG0014205	AL2G36120	CP9_g29251_DN3_SP5_c.t1
OG0014206	AL2G36100	CP2_g48867_DN3_SP1_c.t1
OG0014207	AL2G36060	CP9_g29246_DN3_SP7_c.t1
OG0014208	AL2G35880	CP9_g29232_DN3_SP0_c.t1
OG0014209	AL2G35760	CP9_g29222_DN3_SP0_c.t1
OG0014210	AL2G35530	CP9_g29196_DN1_SP0_c.t1
OG0014211	AL2G35250	CP9_g29170_DN3_SP8_c.t1
OG0014212	AL2G35240	CP9_g29169_DN3_SP0_c.t1
OG0014213	AL2G35030	CP9_g29148_DN3_SP2_c.t1
OG0014214	AL2G34990	CP9_g29145_DN3_SP0_c.t1
OG0014215	AL2G34780	CP9_g29127_DN3_SP0_c.t1
OG0014216	AL2G34670	CP9_g29115_DN3_SP3_c.t1
OG0014217	AL2G34580	CP9_g29106_DN3_SP0_c.t1
OG0014218	AL2G34310	CP9_g29084_DN3_SP0_c.t1
OG0014219	AL2G34260	CP9_g29080_DN3_SP7_c.t1
OG0014221	AL2G34120	CP9_g29065_DN3_SP8_c.t1
OG0014222	AL2G34060	CP9_g29056_DN3_SP2_c.t1
OG0014223	AL2G34030	CP9_g29054_DN3_SP0_c.t1
OG0014224	AL2G33820	CP9_g29037_DN3_SP8_c.t1
OG0014225	AL2G33790	CP9_g29033_DN3_SP8_c.t1
OG0014226	AL2G33700	CP9_g29024_DN3_SP2_c.t1
OG0014227	AL2G33670	CP9_g29022_DN3_SP3_c.t1
OG0014229	AL2G33580	CP9_g29013_DN2_SP0_c.t1
OG0014230	AL2G33510	CP9_g29006_DN3_SP0_c.t1
OG0014231	AL2G33240	CP9_g28980_DN3_SP7_c.t1
OG0014232	AL2G33010	CP9_g28956_DN3_SP5_c.t1
OG0014233	AL2G32950	CP9_g28950_DN3_SP4_c.t1
OG0014235	AL2G32450	CP9_g28916_DN3_SP5_c.t1
OG0014236	AL2G32350	CP9_g28906_DN3_SP8_c.t1
OG0014237	AL2G32310	CP9_g28903_DN3_SP5_c.t1
OG0014238	AL1G29720	CP7_g46002_DN3_SP1_c.t1
OG0014239	AL2G32160	CP9_g28886_DN3_SP0_c.t1
OG0014240	AL2G32150	CP9_g28885_DN3_SP0_c.t1
OG0014241	AL2G32080	CP9_g28877_DN3_SP3_c.t1
OG0014242	AL2G31950	CP9_g28859_DN3_SP8_c.t1
OG0014243	AL2G39360	CP9_g29530_DN3_SP0_c.t1
OG0014244	AL2G39450	CP9_g29540_DN3_SP7_c.t1
OG0014245	AL2G39540	CP9_g29549_DN2_SP0_c.t1
OG0014246	AL2G39620	CP9_g29554_DN3_SP3_c.t1
OG0014247	AL2G39920	CP9_g29571_DN3_SP4_c.t1
OG0014248	AL2G39960	CP9_g29573_DN3_SP8_c.t1
OG0014249	AL2G39970	CP9_g29574_DN3_SP0_c.t1
OG0014250	AL2G40050	CP9_g29581_DN3_SP8_c.t1
OG0014251	AL2G40070	CP9_g29582_DN3_SP6_c.t1
OG0014252	AL2G40530	CP9_g29623_DN3_SP8_c.t1
OG0014253	AL2G40790	CP9_g29644_DN2_SP0_c.t1
OG0014254	AL2G41100	CP9_g29676_DN3_SP7_c.t1
OG0014255	AL2G41110	CP9_g29677_DN3_SP1_c.t1
OG0014256	AL2G41160	CP9_g29682_DN2_SP4_c.t1
OG0014257	AL2G41170	CP9_g29683_DN2_SP0_c.t1
OG0014258	AL2G41210	CP9_g29687_DN2_SP0_c.t1
OG0014259	AL2G41530	CP4_g26842_DN3_SP0_c.t1, CP9_g29720_DN3_SP0_c.t1
OG0014260	AL2G41590	CP9_g29726_DN3_SP2_c.t1
OG0014261	nbis-gene-625	CP9_g29729_DN3_SP0_c.t1
OG0014262	AL2G41670	CP9_g29732_DN3_SP2_c.t1
OG0014263	AL2G41790	CP9_g29747_DN2_SP0_c.t1
OG0014264	AL2G41760	CP9_g29745_DN2_SP1_c.t1
OG0014265	AL3G24350	CP10_g43226_DN3_SP4_c.t1
OG0014266	AL3G24620	CP10_g43250_DN3_SP7_c.t1
OG0014267	AL3G24980	CP10_g43279_DN3_SP8_c.t1
OG0014269	AL3G26040	CP10_g43352_DN2_SP0_c.t1
OG0014270	AL8G27830	CP8_g53281_DN3_SP8_c.t1
OG0014271	AL3G26260	CP10_g43372_DN3_SP0_c.t1
OG0014273	AL3G26320	CP10_g43377_DN3_SP0_c.t1
OG0014274	AL3G26920	CP10_g43430_DN3_SP1_c.t1
OG0014275	AL3G27200	CP10_g43455_DN3_SP2_c.t1
OG0014276	AL3G27220	CP10_g43457_DN3_SP0_c.t1
OG0014277	AL3G27250	CP10_g43460_DN3_SP7_c.t1
OG0014278	AL3G27540	CP10_g43482_DN3_SP1_c.t1
OG0014279	AL3G27680	CP10_g43495_DN3_SP8_c.t1
OG0014280	AL3G28220	CP12_g29899_DN3_SP0_c.t1
OG0014281	AL3G28260	CP12_g29902_DN3_SP8_c.t1
OG0014282	AL3G28560	CP12_g29937_DN3_SP0_c.t1
OG0014283	AL6G41290	CP30_g9994_DN3_SP8_c.t1
OG0014284	AL3G28720	CP12_g29958_DN2_SP0_c.t1
OG0014285	AL3G28740	CP12_g29960_DN3_SP8_c.t1
OG0014286	AL3G29120	CP12_g29988_DN3_SP6_c.t1
OG0014287	AL3G29420	CP12_g30006_DN3_SP8_c.t1
OG0014288	AL3G29730	CP12_g30026_DN3_SP0_c.t1
OG0014289	nbis-gene-716	CP12_g30040_DN3_SP6_c.t1
OG0014290	AL3G30170	CP12_g30058_DN3_SP5_c.t1
OG0014291	AL3G30290	CP12_g30068_DN3_SP2_c.t1
OG0014292	AL3G30710	CP12_g30096_DN3_SP8_c.t1
OG0014293	AL3G30770	CP12_g30100_DN3_SP2_c.t1
OG0014294	AL3G30990	CP12_g30118_DN3_SP3_c.t1
OG0014295	AL3G31200	CP12_g30141_DN3_SP8_c.t1
OG0014296	AL3G31450	CP12_g30157_DN3_SP4_c.t1
OG0014297	AL4G21600	CP4_g25908_DN2_SP0_c.t1
OG0014298	AL3G31800	CP12_g30186_DN3_SP3_c.t1
OG0014300	AL3G32150	CP12_g30216_DN3_SP0_c.t1
OG0014301	AL3G32260	CP12_g30229_DN2_SP0_c.t1
OG0014303	AL3G32580	CP12_g30259_DN3_SP2_c.t1
OG0014304	AL3G32590	CP12_g30260_DN3_SP8_c.t1
OG0014305	AL3G32600	CP12_g30261_DN3_SP6_c.t1
OG0014306	AL1G57240	CP1_g38125_DN3_SP0_c.t1
OG0014307	AL3G32860	CP12_g30288_DN3_SP8_c.t1
OG0014308	AL3G32880	CP12_g30290_DN3_SP8_c.t1
OG0014309	AL1G57500	CP1_g38111_DN3_SP0_c.t1
OG0014310	AL3G33230	CP12_g30322_DN3_SP0_c.t1
OG0014311	AL3G33410	CP12_g30332_DN3_SP4_c.t1
OG0014312	AL3G33450	CP12_g30333_DN3_SP8_c.t1
OG0014313	AL3G33980, AL880U10020	CP12_g30378_DN3_SP0_c.t1
OG0014314	AL3G34000	CP12_g30379_DN3_SP0_c.t1
OG0014316	AL3G34270	CP5_g1867_DN3_SP0_c.t1
OG0014317	AL3G34280	CP12_g30406_DN3_SP8_c.t1
OG0014319	AL3G34700	CP12_g30433_DN3_SP8_c.t1
OG0014320	AL3G34770	CP12_g30438_DN3_SP0_c.t1
OG0014321	AL3G34800	CP12_g30441_DN3_SP8_c.t1
OG0014323	AL3G35620	CP12_g30514_DN3_SP8_c.t1
OG0014324	AL3G35430	CP12_g30495_DN3_SP8_c.t1
OG0014325	AL3G35400	CP12_g30492_DN3_SP3_c.t1
OG0014326	AL3G35340	CP12_g30484_DN3_SP0_c.t1
OG0014327	AL3G35330	CP12_g30483_DN3_SP0_c.t1
OG0014328	AL3G35800	CP12_g30530_DN3_SP0_c.t1
OG0014329	AL3G36030	CP12_g30548_DN3_SP1_c.t1
OG0014330	AL3G36890	CP12_g30623_DN3_SP8_c.t1
OG0014331	AL6G31480	CP8_g54328_DN3_SP0_c.t1
OG0014332	AL3G37190	CP12_g30646_DN3_SP7_c.t1
OG0014333	AL3G37400	CP12_g30659_DN3_SP8_c.t1
OG0014334	AL3G38060	CP12_g30705_DN3_SP5_c.t1
OG0014335	AL3G38240	CP12_g30723_DN3_SP3_c.t1
OG0014336	AL3G38260	CP12_g30725_DN3_SP6_c.t1
OG0014337	AL3G38570	CP12_g30747_DN3_SP7_c.t1
OG0014338	AL7G42440	CP6_g7590_DN3_SP8_c.t1
OG0014339	AL3G39330	CP12_g30779_DN2_SP0_c.t1
OG0014340	AL3G39790	CP12_g30824_DN3_SP0_c.t1
OG0014341	AL3G39860	CP17_g5986_DN3_SP8_c.t1
OG0014342	AL3G39870	CP12_g30831_DN3_SP0_c.t1
OG0014343	nbis-gene-782	CP12_g30832_DN3_SP8_c.t1
OG0014344	AL3G40250	CP12_g30855_DN3_SP0_c.t1
OG0014345	AL3G40490	CP12_g30865_DN2_SP0_c.t1
OG0014346	AL3G41120	CP12_g30909_DN3_SP6_c.t1
OG0014347	AL3G41150	CP12_g30911_DN3_SP8_c.t1
OG0014348	AL8G12580, AL3G41270	CP12_g30929_DN3_SP5_c.t1
OG0014349	AL3G42370	CP12_g31126_DN3_SP0_c.t1
OG0014350	AL3G42350	CP12_g31113_DN3_SP8_c.t1
OG0014351	AL3G42220	CP12_g31088_DN3_SP7_c.t1
OG0014352	AL3G45350	CP15_g35501_DN3_SP8_c.t1
OG0014353	AL3G51510	CP10_g43688_DN3_SP2_c.t1
OG0014354	AL3G43950	CP10_g42927_DN3_SP8_c.t1
OG0014355	AL3G43800	CP17_g5404_DN3_SP3_c.t1
OG0014356	AL3G43680	CP17_g5135_DN3_SP0_c.t1
OG0014357	AL3G43670	CP17_g5134_DN3_SP6_c.t1
OG0014358	AL3G43520	CP17_g6000_DN3_SP8_c.t1
OG0014359	AL3G43430	CP17_g6019_DN2_SP6_c.t1
OG0014360	AL3G43300	CP12_g31754_DN3_SP0_c.t1
OG0014361	AL3G42830	CP12_g31493_DN3_SP0_c.t1
OG0014362	AL3G45030	CP15_g35659_DN3_SP0_c.t1
OG0014363	AL3G47340	CP10_g44064_DN3_SP0_c.t1
OG0014364	AL3G44790	CP15_g35863_DN3_SP4_c.t1
OG0014365	AL3G45660	CP15_g35032_DN3_SP2_c.t1
OG0014366	AL3G45850	CP15_g34895_DN3_SP8_c.t1
OG0014367	AL3G45930	CP15_g34876_DN3_SP0_c.t1
OG0014368	nbis-gene-846	CP15_g34747_DN3_SP0_c.t1
OG0014369	AL3G46380	CP15_g34744_DN3_SP3_c.t1
OG0014370	AL7G18200	CP5_g681_DN3_SP1_c.t1
OG0014371	AL3G46560	CP15_g34510_DN3_SP7_c.t1
OG0014373	AL3G46830	CP17_g5065_DN3_SP0_c.t1
OG0014374	AL1G18300	CP7_g44637_DN3_SP0_c.t1
OG0014375	nbis-gene-862	CP10_g44027_DN3_SP2_c.t1
OG0014376	AL3G47680	CP10_g44022_DN3_SP0_c.t1
OG0014377	AL3G47790	CP10_g44016_DN2_SP0_c.t1
OG0014379	AL1G51310	CP1_g39522_DN3_SP8_c.t1
OG0014380	AL3G49410	CP10_g43901_DN3_SP3_c.t1
OG0014381	AL1G48920	CP10_g43874_DN3_SP0_c.t1
OG0014382	AL3G49810	CP10_g43860_DN3_SP8_c.t1
OG0014384	AL3G50520	CP10_g43789_DN3_SP5_c.t1
OG0014385	AL3G50700	CP10_g43767_DN3_SP0_c.t1
OG0014386	AL3G51690	CP10_g43673_DN3_SP5_c.t1
OG0014387	AL3G52090	CP10_g43644_DN3_SP6_c.t1
OG0014388	AL3G52100	CP10_g43643_DN3_SP8_c.t1, CP6_g8097_DN2_SP0_c.t1
OG0014389	AL3G53020	CP10_g43628_DN3_SP5_c.t1
OG0014390	AL2G11780, AL3G52990	CP10_g43626_DN2_SP0_c.t1
OG0014391	AL3G52980	CP10_g43625_DN3_SP8_c.t1
OG0014392	AL3G49010	CP10_g43596_DN3_SP0_c.t1
OG0014394	AL3G48610	CP10_g43566_DN3_SP8_c.t1
OG0014395	AL3G48120	CP10_g43529_DN3_SP8_c.t1
OG0014396	AL3G48050	CP10_g43525_DN3_SP8_c.t1
OG0014397	AL3G47850	CP10_g43512_DN3_SP0_c.t1
OG0014398	AL3G53530	CP12_g29846_DN3_SP3_c.t1
OG0014399	AL3G53650	CP12_g29837_DN3_SP1_c.t1
OG0014400	AL3G53780	CP12_g29828_DN1_SP0_c.t1
OG0014401	AL3G53890	CP12_g29819_DN3_SP8_c.t1
OG0014402	AL3G53860	CP12_g29822_DN3_SP3_c.t1
OG0014403	AL1G64570	CP7_g46477_DN2_SP5_c.t1
OG0014404	AL1G64530	CP7_g46473_DN3_SP8_c.t1
OG0014405	AL1G63940	CP7_g46429_DN3_SP0_c.t1
OG0014408	AL1G63430	CP7_g46389_DN3_SP1_c.t1
OG0014409	AL1G63400	CP7_g46386_DN3_SP8_c.t1
OG0014410	AL8G10230	CP13_g19722_DN2_SP8_c.t1
OG0014411	AL1G63290	CP7_g46373_DN3_SP6_c.t1
OG0014412	AL1G62460	CP7_g46299_DN3_SP5_c.t1
OG0014413	AL1G62410	CP7_g46295_DN3_SP3_c.t1
OG0014414	AL1G62180	CP7_g46277_DN3_SP3_c.t1
OG0014415	AL1G61700	CP7_g46248_DN3_SP6_c.t1
OG0014416	AL1G61140	CP1_g37842_DN3_SP0_c.t1
OG0014418	AL1G61040	CP1_g37857_DN3_SP0_c.t1
OG0014419	AL1G60770	CP1_g37875_DN3_SP1_c.t1
OG0014420	AL1G60760	CP1_g37876_DN3_SP8_c.t1
OG0014421	AL1G60740	CP1_g37877_DN3_SP7_c.t1
OG0014422	AL1G60510, AL1G60540	CP1_g37888_DN3_SP0_c.t1
OG0014423	AL1G60250	CP1_g37907_DN3_SP8_c.t1
OG0014424	AL1G59800	CP1_g37948_DN3_SP0_c.t1
OG0014425	AL1G59670	CP1_g37954_DN3_SP8_c.t1
OG0014426	AL1G59440	CP1_g37972_DN3_SP5_c.t1
OG0014427	AL1G58620	CP1_g38032_DN3_SP3_c.t1
OG0014428	AL1G58880	CP1_g38012_DN2_SP0_c.t1
OG0014429	AL1G59170	CP1_g37990_DN3_SP6_c.t1
OG0014430	AL2G26830	CP9_g28380_DN3_SP0_c.t1
OG0014431	AL1G58260	CP1_g38059_DN3_SP0_c.t1
OG0014432	AL1G58210	CP1_g38062_DN2_SP0_c.t1
OG0014433	AL1G58080	CP1_g38071_DN3_SP8_c.t1
OG0014434	AL1G57830	CP1_g38086_DN3_SP7_c.t1
OG0014435	AL1G57790	CP1_g38092_DN3_SP0_c.t1
OG0014436	AL1G57300	CP1_g38123_DN3_SP8_c.t1
OG0014437	AL1G57170	CP1_g38132_DN3_SP3_c.t1
OG0014438	AL1G56940	CP1_g38152_DN3_SP6_c.t1
OG0014439	AL3G32450	CP12_g30247_DN3_SP1_c.t1
OG0014440	AL1G56370, AL1G56560	CP1_g38169_DN2_SP7_c.t1
OG0014441	AL1G56340	CP1_g38171_DN3_SP8_c.t1
OG0014442	AL1G55990	CP1_g38201_DN3_SP0_c.t1
OG0014443	AL1G55920	CP1_g38206_DN3_SP8_c.t1
OG0014444	AL1G55730	CP1_g38222_DN3_SP1_c.t1
OG0014445	AL1G56040	CP1_g38196_DN3_SP4_c.t1
OG0014446	AL1G55190	CP1_g38274_DN3_SP8_c.t1
OG0014447	AL1G54960	CP1_g38294_DN3_SP3_c.t1
OG0014448	AL1G54870	CP1_g38306_DN3_SP8_c.t1
OG0014449	AL7G38780	CP6_g7223_DN3_SP5_c.t1
OG0014450	AL7G39000	CP6_g7255_DN3_SP8_c.t1
OG0014451	AL5G35270	CP3_g13935_DN3_SP2_c.t1
OG0014452	AL7G39040	CP6_g7259_DN3_SP8_c.t1, CP12_g30861_DN3_SP0_c.t1
OG0014453	AL7G39250	CP6_g7270_DN3_SP0_c.t1
OG0014455	AL7G39480	CP6_g7295_DN2_SP0_c.t1
OG0014456	AL4G30670	CP4_g25272_DN3_SP8_c.t1
OG0014457	AL4G30660	CP4_g25273_DN3_SP1_c.t1
OG0014458	AL4G30560	CP4_g25283_DN2_SP0_c.t1
OG0014459	AL5G32440	CP3_g14175_DN3_SP0_c.t1
OG0014460	AL5G32500	CP3_g14170_DN3_SP0_c.t1
OG0014461	AL5G19290	CP13_g19121_DN3_SP0_c.t1
OG0014462	AL5G32800	CP3_g14146_DN3_SP6_c.t1
OG0014463	AL5G32810	CP3_g14145_DN3_SP2_c.t1
OG0014464	AL5G32820	CP3_g14144_DN3_SP0_c.t1
OG0014465	AL5G32920	CP3_g14137_DN3_SP0_c.t1
OG0014466	AL5G33090	CP3_g14126_DN3_SP0_c.t1
OG0014467	AL5G33300	CP3_g14105_DN2_SP0_c.t1
OG0014468	AL5G33430	CP3_g14093_DN3_SP5_c.t1
OG0014469	AL5G33470	CP3_g14091_DN2_SP0_c.t1
OG0014470	AL2G26890	CP9_g28373_DN3_SP0_c.t1
OG0014471	AL5G34270	CP3_g14025_DN3_SP0_c.t1
OG0014472	AL5G34320	CP3_g14020_DN3_SP0_c.t1
OG0014473	AL5G34860	CP3_g13972_DN3_SP8_c.t1
OG0014474	AL5G35110, AL5G35100	CP3_g13951_DN3_SP8_c.t1
OG0014475	AL1G42920, AL5G32360	CP3_g14183_DN3_SP8_c.t1
OG0014476	AL6G25640	CP12_g30639_DN3_SP8_c.t1
OG0014477	AL5G32240	CP3_g14192_DN3_SP2_c.t1
OG0014478	AL5G32220	CP3_g14194_DN3_SP2_c.t1
OG0014479	AL5G32020	CP3_g14213_DN3_SP0_c.t1
OG0014480	AL5G35510	CP3_g13914_DN3_SP0_c.t1
OG0014481	AL5G35560	CP3_g13908_DN3_SP6_c.t1
OG0014482	AL5G35960	CP3_g13863_DN3_SP8_c.t1
OG0014483	AL5G36260	CP3_g13834_DN3_SP8_c.t1
OG0014484	AL5G36400	CP3_g13824_DN3_SP8_c.t1
OG0014485	AL5G36410	CP3_g13823_DN3_SP5_c.t1
OG0014486	AL5G36480	CP3_g13818_DN3_SP0_c.t1
OG0014487	AL5G36700	CP3_g13796_DN3_SP7_c.t1
OG0014488	AL5G37490	CP3_g13731_DN3_SP4_c.t1
OG0014489	AL5G37530	CP3_g13726_DN3_SP7_c.t1
OG0014490	AL4G38400	CP4_g24664_DN3_SP7_c.t1
OG0014491	AL5G37850	CP3_g13697_DN3_SP0_c.t1
OG0014492	AL5G38090	CP3_g13679_DN3_SP8_c.t1
OG0014493	AL5G38140	CP3_g13676_DN3_SP0_c.t1
OG0014494	AL5G38200	CP3_g13672_DN3_SP0_c.t1
OG0014495	AL5G38670	CP3_g13628_DN3_SP7_c.t1
OG0014496	AL5G39560	CP3_g13558_DN3_SP7_c.t1
OG0014497	AL5G39780	CP3_g13535_DN3_SP0_c.t1
OG0014498	AL5G39840	CP3_g13527_DN3_SP5_c.t1
OG0014499	AL5G40240	CP3_g13509_DN3_SP6_c.t1
OG0014500	AL5G40380	CP3_g13495_DN3_SP1_c.t1
OG0014501	AL5G40990	CP3_g13463_DN3_SP7_c.t1
OG0014502	AL5G41020	CP3_g13460_DN3_SP8_c.t1
OG0014503	AL5G41030	CP3_g13459_DN3_SP0_c.t1
OG0014504	AL5G41290	CP3_g13448_DN3_SP7_c.t1
OG0014506	AL5G42000	CP3_g13402_DN3_SP0_c.t1
OG0014507	AL5G42070	CP3_g13400_DN3_SP4_c.t1
OG0014508	AL5G42280	CP3_g13384_DN3_SP0_c.t1
OG0014510	AL5G42630	CP3_g13350_DN3_SP7_c.t1
OG0014511	AL5G38060	CP3_g13682_DN3_SP2_c.t1
OG0014512	AL5G42920	CP3_g13328_DN3_SP5_c.t1
OG0014513	AL5G42990	CP3_g13323_DN3_SP0_c.t1
OG0014514	AL5G43180	CP3_g13307_DN3_SP8_c.t1
OG0014515	AL5G43290	CP3_g13294_DN3_SP6_c.t1
OG0014516	AL5G43900	CP3_g13243_DN3_SP3_c.t1
OG0014517	AL5G44180	CP3_g13225_DN3_SP4_c.t1
OG0014518	AL5G44360	CP3_g13212_DN3_SP1_c.t1
OG0014519	AL5G44510	CP3_g13199_DN3_SP1_c.t1
OG0014520	AL5G44600	CP3_g13192_DN3_SP0_c.t1
OG0014521	AL5G44620	CP3_g13191_DN3_SP3_c.t1
OG0014522	AL5G44630	CP3_g13190_DN3_SP8_c.t1
OG0014523	AL5G44830	CP3_g13175_DN3_SP0_c.t1
OG0014524	AL5G45260	CP3_g13147_DN2_SP5_c.t1
OG0014526	AL5G45980	CP3_g13087_DN3_SP8_c.t1
OG0014527	AL5G45990	CP3_g13086_DN3_SP8_c.t1
OG0014528	AL5G46140	CP3_g13071_DN3_SP4_c.t1
OG0014529	AL5G46250	CP3_g13061_DN3_SP0_c.t1
OG0014530	AL5G46280	CP3_g13058_DN3_SP4_c.t1
OG0014531	AL5G46360	CP9_g28750_DN3_SP1_c.t1
OG0014532	AL5G46370	CP9_g28749_DN3_SP5_c.t1
OG0014533	AL5G46410	CP3_g13047_DN3_SP5_c.t1
OG0014537	AL5G35790	CP3_g13883_DN3_SP0_c.t1
OG0014538	AL5G37340	CP3_g13742_DN3_SP0_c.t1
OG0014539	AL8G14570, AL8G14620	CP13_g20083_DN3_SP0_c.t1
OG0014542	AL8G19070	CP22_g17297_DN3_SP8_c.t1
OG0014543	AL4G31620	CP4_g25186_DN3_SP1_c.t1
OG0014544	AL4G31990	CP4_g25150_DN3_SP5_c.t1
OG0014545	AL4G35960	CP4_g24857_DN3_SP4_c.t1
OG0014546	AL3G15190	CP4_g23918_DN2_SP0_c.t1
OG0014547	AL2G41180	CP9_g29684_DN3_SP1_c.t1
OG0014548	AL2G39110	CP9_g29508_DN3_SP0_c.t1
OG0014549	AL2G38460	CP9_g29456_DN3_SP8_c.t1
OG0014550	AL2G34050	CP9_g29055_DN3_SP0_c.t1
OG0014551	AL7G21490	CP5_g932_DN3_SP8_c.t1
OG0014553	AL7G19970	CP5_g809_DN3_SP1_c.t1
OG0014554	AL7G24440	CP5_g1187_DN2_SP0_c.t1
OG0014555	AL7G18320	CP5_g689_DN3_SP6_c.t1
OG0014556	AL3G15950	CP10_g42530_DN3_SP2_c.t1
OG0014557	AL1G10060	CP1_g36398_DN1_SP0_c.t1, CP1_g36397_DN2_SP0_c.t1
OG0014558	AL1G17970	CP1_g37055_DN3_SP2_c.t1
OG0014559	AL1G24510	CP1_g37589_DN3_SP5_c.t1
OG0014562	AL2G28990	CP9_g28585_DN3_SP8_c.t1
OG0014563	AL2G28680	CP9_g28556_DN3_SP0_c.t1
OG0014564	AL2G27260	CP9_g28416_DN3_SP2_c.t1
OG0014565	AL1G64840	CP28_g33951_DN3_SP1_c.t1
OG0014566	AL2G13560	CP2_g49044_DN3_SP3_c.t1
