Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0017269	AL6G25780	Ag007G616920
OG0017270	AL6G25790	Ag007G616930
OG0017271	AL6G25830	Ag007G616980
OG0017272	AL6G26220	Ag007G618160
OG0017273	AL6G26100	Ag007G617760
OG0017274	AL6G27080	Ag007G621340
OG0017275	nbis-gene-1528	Ag007G622260
OG0017276	AL6G27750	Ag007G623400
OG0017277	AL6G28720	Ag007G626480
OG0017278	AL6G28760	Ag007G626540
OG0017279	AL6G28870	Ag007G627620
OG0017280	AL2G27120	Ag004G353750, Ag004G353740
OG0017281	AL6G30270	Ag007G629270
OG0017283	AL6G30390	Ag007G631880
OG0017284	AL6G30780	Ag007G633090
OG0017285	AL6G39610	Ag007G637090
OG0017286	AL6G40110	Ag007G637550
OG0017287	AL6G40710	Ag007G641490
OG0017288	AL8G23420	Ag007G641140
OG0017289	AL8G23240	Ag007G641010
OG0017291	nbis-gene-2058	Ag005G404920
OG0017292	AL8G21480	Ag006G555470
OG0017293	AL6G24290	Ag007G612220
OG0017294	AL6G24240	Ag007G612120
OG0017295	AL6G16950	Ag006G505590
OG0017296	AL5G12910	Ag008G662170
OG0017297	AL1G64300	Ag001G000360
OG0017299	AL6G15150	Ag006G500310
OG0017300	AL6G15120	Ag006G500270
OG0017301	AL6G15090	Ag006G500090
OG0017302	AL6G14990	Ag006G499940
OG0017303	AL6G14590	Ag006G499250
OG0017304	AL6G37280	Ag008G720530
OG0017305	AL6G37370	Ag008G720450
OG0017306	AL6G37210	Ag008G720670
OG0017307	AL1G30280	Ag004G328720
OG0017308	AL6G36490	Ag008G721790
OG0017309	AL6G36330	Ag008G721940
OG0017310	AL6G35830	Ag008G722580
OG0017311	AL6G35960	Ag008G722470
OG0017312	AL6G35730	Ag008G722650
OG0017313	AL6G35430	Ag008G722990
OG0017314	AL6G35330	Ag008G723100
OG0017315	AL6G35320	Ag008G723110
OG0017316	AL6G34350	Ag008G724360, Ag008G724350
OG0017317	AL6G34300	Ag008G724430
OG0017318	AL8G37940	Ag008G725660
OG0017319	AL8G30270	Ag008G693890
OG0017320	AL8G38200	Ag008G726070
OG0017321	AL8G38630	Ag003G259860
OG0017323	AL8G38750	Ag008G726820
OG0017324	AL8G38840	Ag008G726910
OG0017325	AL8G38980	Ag008G727050
OG0017326	AL3G51110	Ag008G728790
OG0017327	AL8G34810	Ag008G706130
OG0017328	nbis-gene-2168	Ag008G706040
OG0017329	AL8G34710	Ag008G705970
OG0017331	AL5G31400	Ag001G059830, Ag001G063390
OG0017332	AL5G31230	Ag001G062980
OG0017333	AL5G30980	Ag001G062370
OG0017334	AL5G30780	Ag001G061780
OG0017335	AL5G30360	Ag001G060470
OG0017337	AL6G31050	Ag008G719470
OG0017338	AL5G28430	Ag008G691330
OG0017340	AL5G27930	Ag001G056390
OG0017341	AL5G27660	Ag001G055830
OG0017342	AL5G27540	Ag001G055580
OG0017343	AL5G27200	Ag001G054650
OG0017344	AL5G27070	Ag001G054180
OG0017345	AL5G26730	Ag001G053660
OG0017346	AL5G26180	Ag001G052910
OG0017347	AL5G25810	Ag006G575750
OG0017348	AL5G25400	Ag001G052020
OG0017349	AL7G42210	Ag001G037480
OG0017353	AL5G22420	Ag008G673380
OG0017354	AL5G21330	Ag008G674580
OG0017355	AL6G31690	Ag005G479320
OG0017356	AL2G26490	Ag004G355070, Ag002G194700
OG0017357	AL2G26420	Ag004G355260
OG0017358	AL6G24390	Ag007G612490
OG0017359	AL2G26680	Ag004G354750
OG0017360	AL2G26590	Ag004G354850
OG0017361	AL2G27800	Ag004G350740
OG0017362	AL2G28270	Ag004G350030
OG0017363	AL2G28300	Ag004G349890
OG0017364	AL8G23560	Ag004G298220
OG0017365	AL2G28590	Ag004G348960
OG0017366	AL2G28620	Ag004G348900
OG0017367	AL2G28880	Ag004G348160
OG0017368	AL2G30040	Ag004G344650
OG0017369	AL2G30050	Ag004G344640
OG0017370	AL2G30190	Ag004G344340
OG0017371	AL2G30480	Ag004G343900
OG0017373	AL2G30660	Ag004G343470
OG0017374	AL6G46970, AL2G31150	Ag004G342690
OG0017375	AL2G38240	Ag003G215280
OG0017376	AL2G38190	Ag003G215330
OG0017377	AL2G37690	Ag003G218030
OG0017378	AL2G37660	Ag003G218070
OG0017379	AL2G37560	Ag003G218190
OG0017380	AL2G37180	Ag003G219010, Ag004G373300
OG0017381	AL2G36880	Ag003G219620
OG0017382	AL2G36770	Ag003G219750
OG0017383	AL2G36750	Ag003G219870
OG0017384	AL2G36280	Ag003G222150
OG0017385	AL2G35870	Ag003G223480
OG0017386	AL2G35780	Ag003G224130
OG0017387	AL1G32460	Ag004G332570
OG0017388	AL2G34880	Ag003G228210
OG0017389	AL2G34560	Ag003G229590, Ag003G229600
OG0017390	AL2G34200	Ag003G231620
OG0017391	AL6G30900	Ag008G719540
OG0017392	AL2G33970	Ag003G233040
OG0017393	AL7G44000	Ag001G042080
OG0017394	AL2G33550	Ag003G234420
OG0017395	AL2G33460	Ag003G235000
OG0017396	AL2G33190	Ag003G236420
OG0017397	AL2G33090	Ag003G236680
OG0017398	AL2G32940	Ag003G237140
OG0017399	AL2G32750	Ag003G238030
OG0017400	AL2G32250	Ag003G239200
OG0017401	AL2G38950	Ag003G213630
OG0017402	AL2G39200	Ag003G212720
OG0017404	AL2G40100	Ag003G211520
OG0017405	AL2G40180	Ag003G211270
OG0017406	AL2G40400	Ag003G210660
OG0017407	AL2G40500	Ag003G210520
OG0017408	AL2G40580	Ag003G210230
OG0017409	AL2G41380	Ag003G208150
OG0017410	AL2G41540	Ag003G207350
OG0017411	AL2G41700	Ag003G207670
OG0017413	AL2G41730	Ag003G207730
OG0017415	AL3G24910	Ag005G469860
OG0017416	AL3G25150	Ag005G469630
OG0017417	AL3G25470	Ag005G468990
OG0017418	AL3G25740	Ag005G468440
OG0017419	AL3G25860	Ag005G468300
OG0017420	AL3G26900	Ag005G465450
OG0017421	AL3G26910	Ag005G465430
OG0017422	AL3G27390	Ag005G464540
OG0017424	AL3G27550	Ag005G464390
OG0017425	AL3G27840	Ag005G463870
OG0017426	AL3G28270	Ag005G462990
OG0017427	AL3G29030	Ag005G461460
OG0017428	AL3G29290	Ag005G461090
OG0017429	AL3G29710	Ag005G459970
OG0017430	AL3G31060	Ag005G456560
OG0017431	AL3G31730	Ag005G454770
OG0017432	nbis-gene-729	Ag005G454750
OG0017435	AL3G33060	Ag005G448850
OG0017437	AL3G33160	Ag005G448640
OG0017438	AL3G33190	Ag005G448530
OG0017439	AL3G33200	Ag005G448520
OG0017440	AL3G35640	Ag005G441370
OG0017441	AL3G35360	Ag005G441970
OG0017443	AL3G35740	Ag005G441240
OG0017444	AL3G35750	Ag005G441230
OG0017445	AL3G36760	Ag005G438320
OG0017447	AL3G37050	Ag005G437540
OG0017448	AL3G37870	Ag005G435670
OG0017449	AL3G38580	Ag005G432690, Ag005G434000
OG0017450	AL3G39970	Ag005G429720
OG0017451	AL3G39980	Ag005G429710
OG0017452	AL3G40440	Ag005G428500
OG0017453	AL3G40620	Ag005G427670
OG0017454	AL4G17260	Ag006G530820
OG0017455	AL3G42770	Ag005G425690
OG0017456	AL3G44100	Ag005G420930
OG0017457	AL3G45230	Ag007G614960
OG0017459	AL3G43560	Ag005G424820
OG0017460	AL3G45550	Ag005G420510
OG0017461	AL3G45910	Ag005G420090
OG0017465	AL3G50300	Ag005G415950
OG0017466	AL3G50680, AL3G27500	Ag005G414150
OG0017467	AL3G50820	Ag005G414660
OG0017468	AL3G51740	Ag005G410670
OG0017469	AL3G53100	Ag005G409320
OG0017471	AL3G47990	Ag005G402640
OG0017472	AL3G53280	Ag005G403150
OG0017473	AL3G53360	Ag005G403400
OG0017475	AL3G53920	Ag005G404330
OG0017476	AL3G53900	Ag002G197890
OG0017478	AL3G54130	Ag005G404440
OG0017479	AL3G54160	Ag005G404450
OG0017480	AL1G64510	Ag001G000110
OG0017481	AL1G64000	Ag001G000900
OG0017482	AL1G63800	Ag001G001140
OG0017483	AL1G63630	Ag001G001380
OG0017484	AL1G63310	Ag001G002450
OG0017485	AL1G63210	Ag001G002860
OG0017486	AL1G63150	Ag001G002930
OG0017487	AL1G63140	Ag001G002940
OG0017488	AL1G62930	Ag001G003520
OG0017489	AL1G62630	Ag001G004370
OG0017490	AL1G62350	Ag001G005070
OG0017491	AL1G61470	Ag001G006960
OG0017492	AL1G61450	Ag001G006980
OG0017493	AL1G60900	Ag001G008100
OG0017494	AL1G60810	Ag001G008350
OG0017495	AL1G58290	Ag001G014110
OG0017496	AL1G58240	Ag001G014370
OG0017498	AL1G57530	Ag001G017020
OG0017499	AL1G55800	Ag001G023280
OG0017500	AL1G55680	Ag001G023540
OG0017501	AL1G55660	Ag001G023620
OG0017502	AL1G55320	Ag001G024560
OG0017503	AL6G50210	Ag001G024710
OG0017504	AL1G54950	Ag001G025830
OG0017505	AL7G38750	Ag001G028450
OG0017506	AL7G38800	Ag001G028500
OG0017507	AL7G39510	Ag001G031900
OG0017508	AL7G39670	Ag001G032840
OG0017510	AL1G44410	Ag007G580600
OG0017511	AL4G30480	Ag002G160690
OG0017512	AL4G30410	Ag002G160590
OG0017513	AL5G32730	Ag001G064520
OG0017514	AL5G32750	Ag001G064500
OG0017516	AL5G33570	Ag001G069960
OG0017517	AL5G33780	Ag001G070870
OG0017518	AL5G33810	Ag001G070930
OG0017519	AL5G34670	Ag001G073020
OG0017520	AL5G34740	Ag001G073130
OG0017521	AL5G34750	Ag001G073230
OG0017522	AL5G34820	Ag001G073360
OG0017523	AL5G35030	Ag001G074050
OG0017524	AL5G35490	Ag001G075200
OG0017525	AL5G35280	Ag001G074800
OG0017526	AL5G35320	Ag001G074860
OG0017527	AL5G36050	Ag001G076490
OG0017528	AL5G36160	Ag001G076810
OG0017530	AL5G36490	Ag001G078300
OG0017531	AL5G36610	Ag001G078630
OG0017532	AL5G36630	Ag001G078650
OG0017533	AL5G36840	Ag001G079170
OG0017534	AL5G37200	Ag001G080040
OG0017535	AL5G37110	Ag001G079920
OG0017536	AL5G37380	Ag001G080550
OG0017537	AL5G37680	Ag001G081280
OG0017539	AL5G38860	Ag001G084360
OG0017540	AL5G39100	Ag001G084990
OG0017541	AL5G40410	Ag001G088470
OG0017542	AL5G40590	Ag001G088810
OG0017543	AL5G40910	Ag001G089570
OG0017544	AL5G41940	Ag001G091550
OG0017545	AL5G41970	Ag001G091630
OG0017546	AL5G42660	Ag001G092800
OG0017547	nbis-gene-1354	Ag001G064690
OG0017548	AL5G43080	Ag001G093590
OG0017549	AL5G43130	Ag001G093630
OG0017550	AL5G44370	Ag001G095720
OG0017551	AL5G44940	Ag001G096780
OG0017552	AL5G45390	Ag001G097800
OG0017553	AL5G45480	Ag001G098010
OG0017554	AL5G46200	Ag001G098830
OG0017555	AL5G46300	Ag001G098940
OG0017556	AL5G43230	Ag001G093750
OG0017557	AL1G64250	Ag001G000570
OG0017558	AL1G61210	Ag001G007410
OG0017559	AL1G60930	Ag001G008060
OG0017560	AL1G59320	Ag001G011020
OG0017561	AL1G59060	Ag001G026750, Ag004G401730, Ag004G386810, Ag002G181800
OG0017562	AL7G39460	Ag001G031830
OG0017563	AL5G20630, AL5G24610	Ag001G051280
OG0017564	AL5G27120	Ag001G054540
OG0017565	nbis-gene-1336	Ag001G058700
OG0017566	AL5G32980	Ag001G064150
OG0017567	AL5G33290, AL5G32740	Ag001G064510
OG0017568	AL5G31980	Ag001G066980
OG0017569	AL5G33860	Ag001G070960
OG0017570	nbis-gene-1357	Ag001G071070
OG0017570	AL5G33930	Ag001G071030, Ag001G071020
OG0017571	AL7G51070, nbis-gene-1936, AL7G50960, AL7G50310	Ag001G072820
OG0017572	AL5G35440	Ag001G075150
OG0017573	AL5G35470	Ag001G075180
OG0017574	AL5G35540	Ag001G075310
OG0017575	AL5G36350	Ag001G077410
OG0017576	AL5G36850	Ag001G079220
OG0017577	AL5G37280	Ag001G080420
OG0017578	AL5G37590	Ag001G081060
OG0017579	AL5G40320	Ag001G088060
OG0017580	AL5G45840	Ag001G098370
OG0017581	AL8G45540	Ag001G099240
OG0017583	AL8G44240	Ag002G117580
OG0017584	AL1G55010	Ag002G123720
OG0017585	AL3G46210	Ag002G201870, Ag002G124430, Ag002G146670, Ag006G516970
OG0017586	AL6G47340	Ag002G142300
OG0017587	AL6G46250	Ag002G145190
OG0017588	AL4G30880	Ag002G161760
OG0017589	AL4G31910	Ag002G164770
OG0017590	AL4G35570	Ag002G176220
OG0017591	AL4G36140	Ag002G178250
OG0017592	AL4G37450	Ag002G184010
OG0017593	AL4G39130	Ag002G189570
OG0017594	AL4G40700	Ag002G191500, Ag002G191630
OG0017595	AL4G40200	Ag002G191810
OG0017596	AL4G40400	Ag002G192910
OG0017597	AL4G41210	Ag002G194930
OG0017598	AL4G46690	Ag002G204750
OG0017599	AL2G39610	Ag003G211990
OG0017600	AL2G38090	Ag003G215540
OG0017601	AL2G36300	Ag004G384890, Ag003G222020, Ag003G222040, Ag003G221970, Ag003G221990, Ag003G226790
OG0017602	AL2G34870	Ag003G228240
OG0017603	AL7G24850	Ag003G234520, Ag003G252720
OG0017604	AL2G32730	Ag003G238180
OG0017605	AL7G24540	Ag003G253380
OG0017606	AL7G24480	Ag003G253540
OG0017607	AL7G22070	Ag003G260610
OG0017608	AL7G21450	Ag003G263840, Ag003G263180
OG0017609	AL7G20380	Ag003G270450
OG0017610	AL7G18180	Ag003G276490
OG0017611	AL7G18270	Ag003G276630
OG0017612	AL7G16590	Ag003G282270
OG0017613	nbis-gene-220	Ag003G285360
OG0017614	AL1G10670	Ag004G297880
OG0017616	AL1G13590	Ag004G301940
OG0017617	AL1G15600	Ag004G304540
OG0017618	AL1G16810	Ag004G305950
OG0017619	AL1G16940	Ag004G306040
OG0017620	AL1G18580	Ag004G308160
OG0017621	AL1G18680	Ag004G308290
OG0017622	AL1G22830	Ag004G314480
OG0017623	AL1G26010	Ag004G319710
OG0017624	AL1G26240	Ag004G320230
OG0017625	AL1G27520	Ag004G322980
OG0017627	AL1G32530	Ag004G332800
OG0017628	AL1G35980	Ag004G339560
OG0017629	AL1G36630	Ag004G341350
OG0017630	AL2G30670	Ag004G343460
OG0017632	AL2G29180	Ag004G347100, Ag004G346910
OG0017633	AL2G28660	Ag004G348840
OG0017634	AL2G28130	Ag004G350300
OG0017635	nbis-gene-563	Ag004G353360
OG0017636	AL1G65720	Ag004G365910
OG0017637	AL1G66670	Ag004G366930
OG0017638	AL2G15820	Ag004G372760
OG0017639	AL2G13400	Ag004G379830
OG0017640	AL2G13740	Ag004G383890
OG0017641	AL2G10860	Ag004G397170
OG0017642	AL3G47945	Ag005G402800
OG0017643	AL3G52530	Ag005G418030
OG0017644	AL7G32540	Ag006G565730, Ag005G432090, Ag005G432100
OG0017645	AL3G38000	Ag005G435120
OG0017646	AL7G25210, AL7G25190	Ag005G458090, Ag005G439790
OG0017647	AL3G31950	Ag005G453490
OG0017648	AL3G28230	Ag005G463030
OG0017649	AL6G43570, AL6G43580	Ag005G467360, Ag005G467410, Ag005G466500
OG0017650	AL3G24430	Ag005G470650
OG0017651	AL3G22780	Ag005G473540
OG0017652	AL3G21210	Ag005G476220
OG0017653	AL3G19660	Ag005G478680
OG0017654	AL3G16990	Ag005G482140
OG0017655	AL7G43850	Ag005G483880
OG0017656	AL3G14610	Ag005G485400
OG0017657	AL3G10910	Ag005G490540
OG0017658	AL6G12240	Ag006G494270
OG0017659	AL6G16030	Ag006G502810
OG0017660	AL7G27020	Ag006G503990
OG0017661	AL6G16710	Ag006G505010
OG0017662	AL6G17210	Ag006G506100
OG0017663	AL8G35500	Ag006G506170, Ag006G506160, Ag008G707720
OG0017664	AL6G17360	Ag006G506700
OG0017665	AL4G40350	Ag006G518400
OG0017666	AL6G53290	Ag006G519530
OG0017667	AL2G23240, AL4G14740	Ag006G528010
OG0017668	AL7G31030	Ag006G552180
OG0017669	AL7G31530	Ag006G554250
OG0017670	AL7G32940	Ag006G564050
OG0017671	AL7G32760	Ag006G564530
OG0017672	AL1G44530	Ag007G580520
OG0017673	AL1G42040	Ag007G583130
OG0017674	AL1G41320	Ag007G584010
OG0017675	AL1G53280	Ag007G584260
OG0017676	AL1G52650	Ag007G584690
OG0017677	AL1G53470	Ag007G584870
OG0017678	AL7G27920	Ag007G586240
OG0017680	AL5G39390	Ag007G591340
OG0017681	AL4G25670	Ag007G592070
OG0017682	AL4G23180, AL228U10010	Ag007G595300
OG0017683	AL4G22870	Ag007G595670
OG0017684	AL4G21340	Ag007G597040
OG0017685	nbis-gene-1493	Ag007G601730
OG0017686	AL6G20430	Ag007G603870
OG0017687	AL6G22410	Ag007G607880
OG0017688	AL8G22620	Ag007G642400
OG0017689	AL7G39980	Ag007G651080
OG0017690	AL7G49630	Ag007G651580
OG0017691	AL7G48250	Ag007G655780
OG0017692	AL5G14220	Ag008G663910
OG0017693	AL8G31460	Ag008G696640
OG0017694	AL8G35460	Ag008G707600
OG0017695	AL8G35800	Ag008G708580
OG0017696	AL6G34010	Ag008G713680
OG0017699	AL6G38150	Ag008G719780
OG0017700	AL8G40400	Ag008G729250
OG0017701	AL8G42770	Ag008G732640
OG0017751	nbis-gene-1766	Ag002G199460
OG0017752	AL7G23820	Ag003G255100
OG0017753	AL7G22660	Ag003G258490
OG0017754	AL7G20920	Ag003G268100
OG0017755	AL7G20130	Ag003G271440
OG0017756	AL7G19610	Ag003G279810
OG0017757	nbis-gene-2229, nbis-gene-229	Ag006G549660
OG0017757	nbis-gene-1885	Ag006G528420
OG0017757	nbis-gene-523	Ag006G549640
OG0017758	AL1G58720	Ag006G540700
OG0017759	AL7G16370	Ag003G282820
OG0017760	AL7G16080	Ag003G284030
OG0017761	AL7G18650	Ag003G277370
OG0017762	AL1G46430	Ag007G578280, Ag001G058540
OG0017763	AL1G46610	Ag007G578140
OG0017764	AL1G46760	Ag007G578060
OG0017765	AL7G37590	Ag001G101160
OG0017766	AL1G64970	Ag004G364620
OG0017767	AL1G66130	Ag004G366550
OG0017768	AL2G16690	Ag004G370460
OG0017769	AL2G16620	Ag004G370700
OG0017771	AL2G14180	Ag004G377860
OG0017774	AL5G10290	Ag012G741070, Ag008G658350
OG0017777	AL5G10840	Ag007G584250
OG0017779	AL5G12760	Ag008G661940
OG0017781	AL5G13090, AL5G13130	Ag008G662280
OG0017783	AL5G15650	Ag008G667430
OG0017784	AL5G16520	Ag008G669030
OG0017786	AL5G17350	Ag008G671260
OG0017787	AL5G18260	Ag001G017000
OG0017788	AL5G19140	Ag004G400220
OG0017790	AL5G11050	Ag004G359530
OG0017791	AL2G23290	Ag004G361080
OG0017792	AL2G22560	Ag004G363040
OG0017793	AL2G22550	Ag004G362260
OG0017794	nbis-gene-2139	Ag004G364470
OG0017795	AL2G10510	Ag004G400150
OG0017796	nbis-gene-371	Ag004G386050
OG0017797	AL3G20960	Ag005G476630
OG0017799	AL3G23330	Ag005G472210
OG0017804	AL8G27240	Ag008G683770
OG0017806	AL7G35500	Ag006G573940
OG0017808	AL8G28950	Ag008G687750
OG0017809	AL8G33090	Ag008G701210
OG0017810	AL8G33720	Ag008G704110
OG0017811	AL6G23890	Ag007G611390
OG0017812	AL6G23630	Ag007G610260
OG0017814	AL6G20750	Ag007G604420
OG0017815	AL6G20420	Ag007G603780
OG0017816	nbis-gene-1494	Ag007G602180
OG0017817	nbis-gene-1490	Ag007G601510
OG0017818	AL6G18930	Ag007G601460
OG0017821	AL6G17800	Ag007G599580
OG0017823	AL7G36930	Ag006G577220
OG0017824	AL7G36610	Ag006G576650
OG0017825	AL3G37990	Ag005G435150
OG0017827	AL7G34670	Ag006G571150
OG0017828	AL7G32800	Ag006G564480
OG0017829	AL7G31010	Ag006G552130
OG0017831	AL7G29760	Ag006G542000
OG0017832	AL1G47830	Ag006G540100, Ag006G538090
OG0017833	AL1G49860	Ag006G535510
OG0017834	AL1G49940	Ag006G535410
OG0017835	AL1G51060	Ag006G534030
OG0017836	AL1G51200	Ag006G533680
OG0017838	AL1G52080	Ag006G532000
OG0017841	AL1G43850	Ag007G581320
OG0017842	AL1G43910	Ag007G581090
OG0017843	AL1G44550	Ag007G580500
OG0017844	AL1G44610	Ag007G580430
OG0017845	AL7G15650	Ag003G285800
OG0017846	AL7G15450	Ag003G286110
OG0017847	AL7G13750	Ag003G290370
OG0017848	AL7G13650	Ag003G290800
OG0017849	nbis-gene-1704	Ag003G291070
OG0017850	AL7G13310	Ag003G291270
OG0017851	AL7G12900	Ag003G292080
OG0017854	AL7G11570	Ag003G294510
OG0017855	AL7G46310	Ag007G645720
OG0017856	AL7G46490	Ag007G645860
OG0017857	AL7G52130	Ag007G647040
OG0017858	AL7G50720	Ag007G648700
OG0017859	AL4G30970	Ag002G162050
OG0017860	AL4G31210	Ag002G162740
OG0017861	AL6G42810	Ag006G561870
OG0017862	AL6G42650	Ag007G618480, Ag002G187260
OG0017863	AL4G30350	Ag002G160560
OG0017864	AL4G29350	Ag004G368600
OG0017865	AL8G18550	Ag002G199880
OG0017867	AL8G19060	Ag004G334780
OG0017869	AL6G44080	Ag002G148270
OG0017873	AL6G45040	Ag002G146870
OG0017874	AL6G45750	Ag002G145880
OG0017875	AL6G46720	Ag002G143560
OG0017876	AL6G47500	Ag002G141650
OG0017877	AL8G14090	Ag002G102990, Ag002G102750
OG0017878	AL8G13130	Ag002G104520
OG0017879	AL8G12770	Ag002G106230
OG0017880	AL8G12080	Ag002G113500
OG0017881	AL8G11730	Ag002G117680
OG0017882	AL8G11630	Ag002G119310
OG0017883	AL8G11350	Ag002G120520
OG0017885	AL8G11100	Ag002G123710
OG0017887	AL7G44030	Ag001G042210
OG0017889	AL9U12140	Ag001G043030
OG0017890	AL9U11560	Ag001G043480
OG0017893	AL9U10680	Ag001G044140, Ag001G039300
OG0017894	AL7G42990	Ag001G038530
OG0017896	AL7G42380	Ag007G614500
OG0017897	AL7G42350	Ag007G614520
OG0017899	AL7G41960	Ag001G036980
OG0017900	AL7G41620	Ag001G036560
OG0017901	nbis-gene-1851	Ag001G033290
OG0017902	AL5G40040	Ag020G743080, Ag001G087370, Ag001G087380
OG0017903	AL7G49320	Ag007G652200
OG0017904	AL7G48480	Ag007G655580
OG0017906	AL4G46350	Ag002G204360
OG0017907	AL4G45970	Ag002G203680
OG0017908	AL4G44620	Ag002G201710
OG0017909	AL4G44490	Ag002G201510
OG0017911	AL4G43190	Ag002G198880
OG0017912	AL4G41750	Ag002G196480
OG0017913	AL4G41620	Ag002G196040
OG0017914	AL4G41560	Ag002G195850
OG0017915	AL4G41410	Ag002G195540
OG0017916	AL4G40420	Ag002G192950
OG0017917	AL4G40600	Ag002G193370
OG0017918	AL6G10360	Ag006G491270
OG0017919	AL6G10380	Ag006G491300
OG0017920	AL6G10390	Ag006G491320
OG0017921	AL6G10530	Ag006G491510
OG0017922	AL6G11000	Ag006G492040
OG0017925	AL6G31180	Ag008G719260
OG0017926	AL6G32270	Ag008G717500
OG0017927	AL8G36680	Ag008G710980
OG0017928	AL8G36100	Ag008G709210
OG0017930	AL8G41850	Ag008G731280
OG0017931	AL8G42160	Ag008G731690
OG0017933	AL8G45170	Ag001G099640
OG0017934	AL8G45300	Ag001G099440
OG0017936	AL6G53480	Ag006G518910
OG0017937	AL6G53470	Ag001G094950
OG0017938	AL6G53300	Ag006G519460
OG0017941	AL6G52230	Ag006G515780
OG0017942	AL6G52000	Ag006G514910
OG0017943	AL6G50710	Ag006G510860
OG0017944	nbis-gene-1074	Ag003G282010, Ag007G588320
OG0017945	AL4G27090	Ag007G590550
OG0017946	AL4G24710	Ag007G593540
OG0017947	AL4G24470	Ag007G593690
OG0017948	AL1G18140	Ag004G307610
OG0017949	AL4G20840	Ag007G597600
OG0017950	AL1G60550	Ag001G008700
OG0017951	AL4G19110	Ag003G246440
OG0017953	AL3G10680	Ag001G100350
OG0017954	AL3G10600	Ag001G100450
OG0017955	AL3G17280	Ag005G481760
OG0017956	AL3G10420	Ag001G100700
OG0017957	AL3G10100	Ag001G100980
OG0017958	AL3G10060	Ag001G101020
OG0017959	AL6G10030	Ag006G493220
OG0017960	AL3G19530	Ag006G490760
OG0017961	AL6G10090	Ag006G490830
OG0017962	AL6G10180	Ag006G491140
OG0017966	AL3G12280	Ag005G488480
OG0017967	AL3G12940	Ag005G487830
OG0017968	AL3G13150	Ag005G487420
OG0017969	AL3G13220	Ag005G487330
OG0017970	AL3G13340	Ag005G487210
OG0017971	nbis-gene-1602, AL3G13360	Ag005G487050
OG0017972	AL3G14550	Ag005G485480
OG0017973	AL3G14630	Ag005G485340
OG0017975	AL8G21050	Ag005G404280, Ag005G474770
OG0017976	AL3G15840	Ag005G484000
OG0017977	nbis-gene-664	Ag005G484010
OG0017978	AL3G16260	Ag005G483280
OG0017979	AL3G16480	Ag005G482940
OG0017980	AL3G17300	Ag005G481640
OG0017981	AL3G18850	Ag005G479560
OG0017982	AL3G18980	Ag005G479420
OG0017984	nbis-gene-678	Ag005G478540
OG0017985	nbis-gene-680	Ag005G478460
OG0017986	AL4G36710	Ag002G180990
OG0017987	AL4G32400	Ag002G166620
OG0017988	nbis-gene-1084	Ag002G166780
OG0017989	AL4G32500	Ag002G166910
OG0017991	AL4G35100	Ag002G175210
OG0017994	AL1G27630	Ag004G323090
OG0017995	AL1G27670	Ag004G323120
OG0017996	AL1G29090	Ag004G325740
OG0017997	AL1G29980	Ag004G327980
OG0017998	AL1G30710	Ag004G329720
OG0017999	AL1G31000	Ag004G330400
OG0018000	AL1G31600	Ag004G331590
OG0018001	AL1G33000	Ag004G333780
OG0018002	AL1G33070	Ag004G333870
OG0018003	AL1G33080	Ag004G333890
OG0018004	AL1G33130	Ag004G333960
OG0018006	AL1G35990	Ag004G339590
OG0018008	AL1G36370	Ag004G340700
OG0018009	AL1G36870	Ag003G241440
OG0018014	AL1G40630	Ag003G234350
OG0018015	AL7G28760	Ag007G586310
OG0018016	AL7G28210	Ag007G598650
OG0018017	AL7G27740	Ag007G586050
OG0018019	AL4G16100	Ag006G526290
OG0018028	AL4G11870	Ag006G522770
OG0018029	AL4G10590	Ag006G521160
OG0018030	AL1G24950	Ag004G317760
OG0018031	AL1G22370	Ag004G313550
OG0018032	AL1G21450	Ag004G312270
OG0018033	AL1G20170	Ag004G310450
OG0018034	AL1G19370	Ag004G309140
OG0018035	AL1G17960	Ag004G307480
OG0018037	AL1G16080	Ag004G305220
OG0018038	AL1G16000	Ag004G305110
OG0018039	AL1G15490	Ag004G304360
OG0018040	AL1G15300	Ag004G304100
OG0018041	AL1G14640	Ag004G303160
OG0018042	AL1G14560	Ag004G303030
OG0018043	AL1G13730	Ag004G302080
OG0018044	AL1G13710	Ag004G302060
OG0018045	AL1G13050	Ag004G301140
OG0018046	AL1G12170	Ag004G299800
OG0018047	AL1G11260	Ag004G298650
OG0018049	AL1G10370	Ag004G297540
OG0018050	AL1G10360	Ag004G297530
OG0018051	AL1G10310	Ag004G297480
OG0018053	AL6G24830	Ag007G613350
OG0018054	AL6G25420	Ag007G614690, Ag002G170770
OG0018055	AL6G25770	Ag007G616910
OG0018056	AL6G26170	Ag007G617990
OG0018057	AL6G28810	Ag007G627170
OG0018058	AL6G29300	Ag007G628530
OG0018059	AL6G29520	Ag007G631200
OG0018060	AL6G30300	Ag007G629080
OG0018061	AL6G38740	Ag007G635240
OG0018062	AL294U10010, AL3G15340, AL3G15130	Ag005G484580
OG0018066	AL6G24270	Ag007G612170
OG0018067	AL8G20390	Ag004G338990
OG0018069	AL6G15760	Ag006G501640
OG0018070	AL6G14920	Ag006G499790
OG0018071	AL6G14440	Ag006G499030
OG0018072	AL6G35860	Ag008G722510
OG0018074	AL8G38020	Ag008G725760
