Orthogroup	Arabidopsis_lyrata_Rawat	Erysimum_linariifolium
OG0016050	AL6G36110	El001G055260
OG0016051	AL5G29070	El001G019210
OG0016052	AL5G28590	El001G018830
OG0016053	AL5G28500	El001G018650
OG0016054	AL5G28490	El001G018630
OG0016055	AL1G43750	El002G115940
OG0016056	AL5G27850	El001G018070
OG0016057	AL5G27820	El001G018040
OG0016058	AL5G27780	El001G018000
OG0016059	AL5G27720	El001G017920
OG0016060	AL5G27630	El001G017840
OG0016061	AL5G27550	El001G017790
OG0016062	AL8G40030	El007G327620
OG0016063	AL5G27500	El001G017710
OG0016064	AL5G27450	El001G017670
OG0016065	AL5G27330	El001G017520
OG0016066	AL5G27240	El001G017460
OG0016067	AL5G27170	El001G017370
OG0016068	AL5G27090	El001G017290
OG0016069	AL5G26980	El001G017210
OG0016070	AL5G26910	El001G017130
OG0016071	AL5G26900	El001G017120
OG0016072	AL5G26720	El001G016840
OG0016073	AL5G26670	El001G016780
OG0016074	AL5G26660	El001G016770
OG0016075	AL5G26650	El001G016760
OG0016076	AL5G26590	El001G016710
OG0016077	AL5G26190	El001G016350
OG0016078	AL5G25890	El001G016170
OG0016079	AL5G25790	El001G016080
OG0016080	AL5G25450	El001G015810
OG0016081	AL5G24380	El001G014760
OG0016082	AL5G23960	El001G014290
OG0016083	AL5G23880	El001G014200, El005G260980
OG0016084	AL5G22540	El001G012680
OG0016085	AL5G21490	El001G011870
OG0016086	AL5G21370	El001G011820
OG0016087	AL5G21280	El001G011770
OG0016088	AL5G12790	El001G011740
OG0016089	AL5G14740	El001G040280
OG0016090	AL5G21020	El003G190950
OG0016092	AL2G27020	El004G218830
OG0016093	AL2G26080	El004G217730
OG0016094	AL2G26820	El004G218720
OG0016095	AL2G27060	El004G218870
OG0016096	AL2G26700	El004G218430
OG0016097	AL2G27560	El004G219470
OG0016098	AL2G27780	El004G219700
OG0016099	AL3G24160	El005G248300
OG0016100	AL2G27630	El004G219560
OG0016101	AL2G27880	El004G219810
OG0016102	AL2G27960	El004G219940
OG0016103	AL2G27970	El004G219960
OG0016104	AL2G28070	El004G220070
OG0016105	AL2G28080	El004G220080
OG0016106	AL2G28290	El004G220240
OG0016107	AL2G28460	El004G220420
OG0016108	AL2G28470	El004G220430
OG0016109	AL2G28630	El004G220640
OG0016110	AL2G28640	El004G220650
OG0016111	AL2G28770	El004G220800, El007G360500
OG0016112	AL22U10120	El004G221160
OG0016113	AL2G29220	El004G221360
OG0016114	AL2G29320	El004G221480
OG0016115	AL2G29430	El004G221680
OG0016116	AL2G29500	El004G221750
OG0016117	AL5G44720	El001G051720
OG0016118	AL2G30060	El004G222270
OG0016119	AL2G30080	El004G222290
OG0016120	AL2G30270	El004G222480
OG0016121	nbis-gene-588	El004G222680
OG0016122	AL2G30680	El004G222990
OG0016123	AL2G30700	El004G223010
OG0016124	AL2G30850	El004G223150
OG0016125	AL2G30870	El004G223170
OG0016126	AL2G31000	El004G223210
OG0016127	AL2G31100	El004G223300
OG0016128	AL2G31160	El004G223360
OG0016129	AL2G31200	El004G223420
OG0016130	AL2G31250	El004G223480
OG0016131	AL2G31260	El004G223490
OG0016132	AL2G31300	El004G223520
OG0016133	AL2G31320	El004G223540
OG0016134	AL2G31360	El004G223580
OG0016135	AL2G31380	El004G223600
OG0016136	AL2G31720	El004G223990
OG0016137	AL2G38440	El004G231460
OG0016138	AL2G38280	El004G231260
OG0016139	nbis-gene-613	El004G231240
OG0016140	AL2G38170	El004G231080
OG0016141	AL2G37870	El004G230760
OG0016142	AL2G37840	El004G230700
OG0016143	AL2G37650	El004G230520
OG0016144	AL2G37580	El004G230450
OG0016145	AL2G37400	El004G230250
OG0016146	AL2G37050	El004G229900
OG0016148	AL2G36860	El004G229660
OG0016149	AL2G36760	El004G229570
OG0016150	AL2G36700	El004G229490
OG0016151	AL3G42730	El005G270070
OG0016152	AL2G36610	El004G229400
OG0016153	AL2G36590	El004G229380
OG0016154	AL2G36500	El004G229280
OG0016155	AL2G36490	El004G229270
OG0016156	AL2G36320	El004G229060
OG0016157	AL2G36290	El004G229040
OG0016158	AL2G36210	El004G228950
OG0016159	AL2G36150	El004G228900
OG0016160	AL2G35860	El004G228620
OG0016161	AL2G35650	El004G228290
OG0016162	AL2G35620	El004G228260
OG0016163	AL2G35540	El004G228160
OG0016164	AL1G53040	El002G128950
OG0016165	AL2G35410	El004G228020
OG0016166	AL2G35390	El004G228000
OG0016167	AL2G35350	El004G227970
OG0016168	nbis-gene-603	El004G227800
OG0016169	AL2G34980	El004G227620
OG0016170	AL2G34890	El004G227540
OG0016171	AL2G34800	El004G227460
OG0016172	AL2G34760	El004G227420
OG0016173	AL2G34660	El004G227320
OG0016174	AL2G34570	El004G227230
OG0016176	AL2G34520	El004G227170
OG0016177	AL2G34470	El004G227120
OG0016178	AL2G34410	El004G227080
OG0016179	AL2G34190	El004G226870
OG0016180	AL2G34180	El004G226860
OG0016181	AL2G34130	El004G226800
OG0016182	AL2G33880	El004G226550
OG0016183	AL2G33800	El004G226390
OG0016184	AL2G33590	El004G226160
OG0016185	AL2G33440	El004G226020
OG0016186	AL2G33160	El004G225640
OG0016187	AL2G33110	El004G225560
OG0016188	AL2G33080	El004G225490
OG0016189	AL2G32930	El004G225290
OG0016190	AL2G32890	El004G225250
OG0016191	AL2G32860	El004G225220
OG0016192	AL2G32840	El004G225200
OG0016193	AL2G32810	El004G225170
OG0016194	AL2G32740	El004G225100
OG0016195	AL2G32360	El004G224770
OG0016196	AL2G32210	El004G224590
OG0016197	AL2G32190	El004G224570
OG0016198	AL2G32170	El004G224550
OG0016199	AL2G39210	El004G232220
OG0016200	AL2G39330	El004G232320
OG0016201	AL2G39340	El004G232330
OG0016202	AL2G39370	El004G232360
OG0016203	AL2G39430	El004G232420
OG0016204	AL2G39860	El004G232760
OG0016205	AL2G40200	El004G233110
OG0016206	AL2G40410	El004G233350
OG0016207	AL2G40510	El004G233450
OG0016208	AL2G41330	El004G234330
OG0016209	AL2G41340	El004G234340
OG0016210	AL2G41430	El004G234440
OG0016211	AL2G41460	El004G234450
OG0016212	AL2G41510	El004G234500
OG0016213	AL2G41660	El004G234650
OG0016214	AL2G41810	El004G234810
OG0016215	AL2G41750	El004G234760
OG0016216	nbis-gene-1228	El004G234750
OG0016217	AL2G41740	El004G234740
OG0016218	AL3G24490	El005G248610
OG0016219	AL3G24630	El005G248760
OG0016220	AL3G24850	El005G249030
OG0016221	AL3G24890	El005G249070
OG0016222	AL3G25460	El005G249490
OG0016223	AL3G25660	El005G249650
OG0016224	AL3G25720	El007G347790
OG0016225	AL3G25850	El005G249780
OG0016226	AL3G26210	El005G250130
OG0016227	AL3G26430	El007G352460, El005G250350
OG0016228	AL3G27070	El005G251110
OG0016229	AL3G27180	El005G251210
OG0016230	AL3G27430	El005G251480
OG0016231	AL3G27960	El005G251980
OG0016232	AL3G28100	El005G252120
OG0016233	AL3G28370	El005G252360
OG0016234	AL3G28550	El005G252580
OG0016235	AL3G28570	El005G252640
OG0016236	AL3G28880	El005G252930
OG0016237	AL3G29000	El005G253000
OG0016238	AL3G29010	El005G253010
OG0016239	AL3G29020	El005G253020
OG0016240	AL3G29060	El005G253050
OG0016241	nbis-gene-194	El002G120110, El002G120070
OG0016242	AL3G29430	El005G253340
OG0016243	AL3G29680	El005G253530
OG0016245	AL3G29880	El005G253730
OG0016246	AL3G29920	El005G253750
OG0016247	AL3G29980	El005G253850
OG0016248	AL3G30010	El005G253880
OG0016249	AL3G30190	El005G254060
OG0016250	AL3G30450	El005G254310
OG0016251	AL3G30530	El005G254380
OG0016252	AL3G30560	El005G254410
OG0016254	AL3G31040	El005G254790
OG0016255	AL3G31100	El005G254870
OG0016256	AL3G31170	El005G255060
OG0016257	AL3G31220	El005G255150
OG0016258	AL3G31270	El005G255220
OG0016259	AL3G31660	El005G255670
OG0016260	AL3G31850	El005G255860
OG0016261	AL3G31990	El005G255980
OG0016262	AL3G32230	El005G256240, El005G256220, El005G256180
OG0016263	AL3G32290	El005G256310
OG0016264	AL3G32490	El005G256530
OG0016265	AL3G32570	El005G256610
OG0016266	AL3G33050	El005G257140
OG0016267	AL3G33070	El005G257160
OG0016268	AL3G33170	El005G257250
OG0016269	AL3G33250	El005G257330
OG0016270	AL3G33260	El005G257340
OG0016271	nbis-gene-733	El005G257480
OG0016272	AL3G34260	El005G258310
OG0016273	AL2G13670	El004G198400, El004G198390
OG0016274	AL3G34590	El005G258590
OG0016275	AL3G34640	El005G258680
OG0016276	AL3G34710	El005G258750
OG0016277	AL3G40450	El005G268160
OG0016278	AL3G35680	El005G259850
OG0016279	AL3G35510	El005G259650
OG0016280	AL3G35460	El005G259570
OG0016282	AL3G36420	El005G261030
OG0016283	AL3G36750	El005G261330
OG0016284	AL3G37760	El005G264030
OG0016285	AL3G37890	El005G264430
OG0016286	AL3G38100	El005G264960
OG0016287	AL8G18970, AL3G39000	El005G266760
OG0016288	AL8G20530	El005G267110
OG0016289	AL3G39340	El005G267140
OG0016290	nbis-gene-778	El005G267170
OG0016291	AL3G39960	El005G267730
OG0016292	AL3G40100	El005G267880
OG0016293	AL3G40160	El005G267910
OG0016294	AL4G17070	El006G314170
OG0016295	nbis-gene-786, AL8G18950	El005G268460
OG0016296	AL3G40630	El005G268400
OG0016297	AL26U10020	El005G268630
OG0016298	AL3G41710	El005G269220
OG0016299	AL3G41300	El005G268970
OG0016300	AL3G42430	El005G269900
OG0016301	AL3G42200	El005G269560
OG0016302	AL3G44210, nbis-gene-2013	El005G271450
OG0016303	AL8G27060	El007G340910
OG0016304	AL3G45470	El005G271860
OG0016305	AL3G43880	El005G271120
OG0016306	AL3G43270	El005G270580, El005G270790
OG0016307	AL3G45400	El005G271890
OG0016308	AL3G44770	El005G271500
OG0016309	AL3G45650	El005G271950
OG0016310	AL3G45670	El005G271980
OG0016311	AL3G45710	El005G271990
OG0016312	AL3G45720	El005G272000
OG0016313	AL3G45790	El005G272020
OG0016314	AL3G45800	El005G272040
OG0016315	AL3G45920	El005G272200
OG0016316	AL3G45940	El005G272220
OG0016317	AL3G46080	El005G272310
OG0016318	AL3G46180	El005G272350
OG0016319	AL7G43830	El003G181930
OG0016320	AL3G46900	El005G272650
OG0016321	AL3G46940	El005G272690
OG0016322	AL3G47000	El005G272720
OG0016323	AL3G47070	El005G272760
OG0016324	AL3G47080	El005G272770
OG0016325	AL3G47450	El005G273090
OG0016326	AL3G52620	El005G273680
OG0016327	AL3G49360	El005G273880
OG0016328	AL3G49540	El005G274040
OG0016329	AL3G49570	El005G274120
OG0016330	AL3G49950	El005G274710
OG0016331	AL3G50090	El005G274580
OG0016332	AL3G50640	El005G275200
OG0016333	AL3G50990	El005G275540
OG0016334	AL3G51010	El005G275560
OG0016335	AL3G51270	El005G275720
OG0016336	AL3G51880	El005G276930
OG0016337	AL3G51640	El005G276700
OG0016338	AL3G51590	El005G276650
OG0016339	AL3G51550	El005G276630
OG0016340	AL3G51460	El005G276450
OG0016341	AL3G53050	El005G277310
OG0016342	AL3G52790	El005G277540
OG0016343	AL3G48980	El005G277770
OG0016344	AL3G48940	El005G277830
OG0016345	AL3G48530	El005G278140
OG0016346	AL3G48350	El005G278340
OG0016347	AL3G48320	El005G278360
OG0016348	AL3G48100	El005G278460
OG0016349	AL3G47970	El005G278560
OG0016350	AL3G47960	El005G278570
OG0016351	AL3G47820	El005G278690
OG0016352	AL3G54020	El005G279520
OG0016353	AL3G53840	El005G279260
OG0016354	AL3G54120	El005G279560
OG0016355	AL1G64050	El002G141050
OG0016356	AL1G64020	El002G141020
OG0016357	AL1G63950	El002G140950
OG0016358	AL1G63870	El002G140830
OG0016359	AL1G63640	El002G140660
OG0016360	AL1G63570	El002G140590
OG0016361	AL1G63360	El002G140320
OG0016362	AL1G63220	El002G140130
OG0016363	AL1G63120	El002G140040
OG0016364	AL3G25990	El005G249900
OG0016365	AL1G62790	El005G262580, El002G139710
OG0016366	AL3G26400	El005G250320
OG0016367	AL1G62510	El002G139380
OG0016368	AL1G62340	El002G139240
OG0016369	AL1G61690	El002G138370
OG0016370	AL1G61530	El002G138530
OG0016371	AL1G61350	El002G138020
OG0016372	AL1G61100	El002G137700
OG0016373	AL1G61090	El002G137690
OG0016374	AL1G61070	El002G137660
OG0016375	AL1G60920	El002G137490
OG0016376	AL1G60870	El002G137450
OG0016377	AL1G60780	El002G137350
OG0016378	AL1G60490	El002G137070
OG0016379	AL1G60470	El002G137040
OG0016380	AL1G60390	El002G136890
OG0016381	AL1G60300	El002G136830
OG0016382	AL1G60260	El002G136790
OG0016383	AL1G58660	El002G135200
OG0016384	AL1G58900	El002G135400
OG0016385	AL1G58910	El002G135410
OG0016386	AL4G11910	El006G319860
OG0016387	nbis-gene-285	El002G135700
OG0016388	AL1G59340	El002G135780
OG0016389	AL1G59350	El002G135790
OG0016390	AL1G58320	El002G134860
OG0016391	AL1G58280	El002G134830
OG0016392	AL1G58220	El002G134770
OG0016393	AL1G57780	El002G134430
OG0016394	AL1G57570	El002G134230
OG0016395	AL1G57540	El002G134180
OG0016396	AL1G57510	El002G134150
OG0016397	AL1G57410	El002G134060
OG0016398	AL5G22400	El002G133520
OG0016399	AL1G56810	El002G133480
OG0016400	AL1G56790	El002G133470
OG0016401	AL1G56610	El002G133460
OG0016402	AL1G56570	El002G133390
OG0016403	AL1G56140	El002G133250
OG0016404	AL1G55210	El002G132220
OG0016405	AL1G55080	El002G132020
OG0016406	AL1G54980	El002G131880
OG0016407	AL1G54910	El002G131790
OG0016409	AL1G54690	El002G131490
OG0016410	AL1G54670	El002G131470
OG0016411	AL1G54570	El002G131430
OG0016412	AL1G54500	El002G131370
OG0016413	AL7G38760	El003G171380
OG0016414	AL7G38970	El003G171530
OG0016415	AL7G39120	El003G171860
OG0016416	AL7G39520	El003G172270
OG0016417	AL7G39570	El003G172290
OG0016418	AL7G39580	El007G343590
OG0016419	AL4G30730	El006G296440
OG0016420	AL1G44580	El002G117180
OG0016421	AL4G30430	El006G296830
OG0016422	AL5G32410	El001G022270
OG0016423	AL5G32590	El001G022380
OG0016424	AL5G32790	El001G022570
OG0016425	AL5G32870	El001G022650
OG0016426	AL5G33230	El001G022930
OG0016427	AL5G33390	El001G023030
OG0016428	AL5G33400	El001G023040
OG0016429	AL5G33420	El001G023060
OG0016430	AL5G33970	El001G023690
OG0016431	AL3G18860	El005G242840
OG0016432	nbis-gene-99	El002G101900
OG0016433	AL5G34290	El001G023980
OG0016434	AL5G34920	El001G024580
OG0016435	AL5G34930	El001G024610
OG0016436	AL5G32290	El001G022150
OG0016437	AL5G32380	El001G022220
OG0016438	AL5G32250	El001G022060
OG0016439	AL5G32200	El001G022010
OG0016440	AL5G32070	El001G021900
OG0016441	AL1G37250	El002G108800
OG0016442	nbis-gene-1350	El001G021880
OG0016443	AL5G32060	El001G021890
OG0016444	AL5G35550	El001G025270
OG0016445	AL5G35720	El001G025430
OG0016446	AL5G35920	El001G025640
OG0016447	AL5G35970	El001G025700
OG0016448	AL5G35990	El001G025730
OG0016449	AL5G36450	El001G026220
OG0016450	AL5G36500	El001G026290
OG0016451	AL5G36540	El001G026320
OG0016452	AL5G37310	El001G027310
OG0016453	nbis-gene-1376	El001G027430
OG0016454	AL5G37550	El001G027530
OG0016455	AL5G37580	El001G027560
OG0016456	AL5G37740	El001G027740
OG0016457	AL5G38020	El001G028000
OG0016458	AL5G38100	El001G028100
OG0016459	AL5G38300	El001G028260
OG0016460	AL5G38500	El001G028420
OG0016461	AL5G38620	El001G028560
OG0016462	AL5G39120	El001G029000
OG0016463	AL5G39150	El001G029040
OG0016464	AL5G39210	El001G029080
OG0016465	AL5G39410	El001G029290
OG0016466	AL5G39480	El001G029340
OG0016467	AL5G39500	El001G029350
OG0016468	AL5G39660	El001G029510
OG0016469	AL5G35680	El001G025390
OG0016470	AL5G40220	El001G030080
OG0016471	AL5G40230	El001G030090
OG0016472	AL5G40300	El001G030160
OG0016473	AL5G40630	El001G030460
OG0016474	AL5G41280	El003G187780
OG0016475	AL5G41440	El001G031100
OG0016476	AL5G41800	El001G031340
OG0016477	AL3G42700	El005G270030
OG0016478	AL5G42120	El001G031590
OG0016479	AL5G42160	El001G031630
OG0016480	AL5G42370	El001G031850
OG0016481	AL5G42580	El001G032050
OG0016482	AL5G42810	El001G032240
OG0016483	AL5G43170	El001G032790
OG0016484	AL5G43410	El001G033040
OG0016485	AL5G43700	El001G033380
OG0016486	AL5G43850	El001G033500
OG0016487	AL5G43920	El001G033550
OG0016488	AL5G44060	El001G033710
OG0016489	AL5G44340, AL5G43810	El001G033950
OG0016490	AL5G44450	El001G034090
OG0016491	AL5G44640	El001G034290
OG0016492	AL5G44950	El001G034480
OG0016493	AL5G45120	El001G034630
OG0016494	AL5G45130	El001G034640
OG0016495	AL5G45600	El001G035110
OG0016496	AL5G45560	El001G034990
OG0016497	AL5G45880	El001G035370
OG0016498	AL5G45920	El001G035410
OG0016499	AL5G45960	El001G035450
OG0016500	AL5G46120	El001G035640
OG0016501	AL5G46150	El001G035660
OG0016502	AL5G46160	El001G035670
OG0016503	AL5G46170	El001G035680
OG0016504	AL5G46260	El001G035780
OG0016505	AL5G46290	El001G035810
OG0016506	AL5G46330	El001G035870
OG0016508	AL5G46390	El001G035930
OG0016509	AL5G46400	El001G035940
OG0016510	AL1G64330	El005G271060, El002G141320
OG0016511	AL1G60680	El002G137220
OG0016513	AL7G39450	El003G172190
OG0016515	AL9U10630	El007G348180
OG0016516	AL5G31340	El001G021190
OG0016517	AL5G33870	El001G023610
OG0016518	AL5G34790	El001G024460
OG0016519	AL5G39440	El001G029300
OG0016520	AL5G39620	El001G029470
OG0016521	AL8G20610	El007G350400
OG0016522	AL5G41760	El001G031310
OG0016523	AL4G12960	El006G318920
OG0016524	AL5G42530	El001G032020
OG0016525	AL5G43390	El001G033020
OG0016526	AL5G44420	El003G153510, El001G034030
OG0016527	AL7G38690	El003G171320
OG0016528	AL8G12630	El007G364190
OG0016529	AL8G11500	El007G365810
OG0016530	AL8G10200	El007G366940
OG0016531	AL8G14750	El007G361620
OG0016533	AL4G31030	El006G296080
OG0016535	AL4G35390	El006G291930
OG0016536	nbis-gene-1147	El006G285680
OG0016537	AL4G46630	El006G280810
OG0016538	AL4G12580	El006G319180
OG0016539	AL2G37630	El004G230500
OG0016540	AL7G44610	El003G183510
OG0016541	AL7G25250	El003G156660
OG0016542	AL7G18880	El003G149860
OG0016543	AL8G24330	El007G344190
OG0016544	AL7G15990, AL1G57910	El003G189950
OG0016545	AL7G10150	El003G141720
OG0016546	AL1G11410	El002G083770
OG0016547	AL1G14220	El002G086560
OG0016548	AL1G15820	El002G088230
OG0016549	AL1G17430	El002G089770
OG0016550	AL1G19290	El006G311330
OG0016551	AL1G19540	El002G091830
OG0016552	AL1G21230	El002G093410
OG0016553	AL1G22250	El002G094410
OG0016555	AL1G23200	El002G095390
OG0016556	AL1G25440	El002G097680, El002G097300
OG0016558	AL1G27490	El002G099450
OG0016559	AL1G29800	El002G101640
OG0016560	AL1G30190	El002G101970
OG0016562	AL1G33530	El002G104960
OG0016563	AL2G29350	El004G221540
OG0016565	AL2G26530	El004G218230
OG0016566	AL2G14590	El004G199270
OG0016568	AL8G18770	El007G357000
OG0016569	AL3G38660	El005G265670
OG0016570	AL3G27640	El005G251710
OG0016572	AL3G22340	El005G246220
OG0016573	AL3G21100	El005G245080
OG0016574	AL3G18770	El005G242740
OG0016575	AL3G17090	El005G241400, El003G169390
OG0016576	AL3G11080	El005G235980
OG0016577	AL6G11100	El001G081250
OG0016578	AL6G13770	El001G078460
OG0016579	AL6G15900	El001G076250
OG0016580	AL6G16590	El001G075390
OG0016581	AL6G16760	El001G075250
OG0016582	AL6G17410	El001G074610
OG0016583	AL4G10350, AL3G24700	El006G321440
OG0016584	AL1G48980	El002G123030
OG0016585	AL1G47860	El002G121260
OG0016586	AL1G47340	El002G120550
OG0016587	AL7G29890	El003G161570
OG0016588	AL7G31900	El003G163820
OG0016589	AL1G52510	El002G128290
OG0016591	AL7G37580	El003G169960
OG0016592	AL1G41450	El002G113600
OG0016594	AL4G27200	El006G300420
OG0016596	AL4G25460	El006G302080
OG0016597	AL4G22820, AL5G38340	El006G306570
OG0016598	nbis-gene-1484	El001G073870
OG0016599	AL6G19940	El001G072490, El001G072500
OG0016600	AL6G20570	El001G071920
OG0016601	AL6G21790	El001G070490
OG0016602	AL6G23450	El001G068860
OG0016603	AL6G24210	El001G068060
OG0016604	AL6G24520	El001G067750
OG0016606	AL8G21670	El007G347720
OG0016607	AL8G21580, AL43U10050	El007G347900
OG0016608	AL7G52450	El003G187120
OG0016609	AL5G28470	El001G018610
OG0016610	AL1G38410	El002G109840
OG0016611	AL8G34300	El007G333340
OG0016613	AL6G36340	El001G054740
OG0016616	AL1G39990	El002G112170
OG0016617	AL1G40950	El002G113160
OG0016618	AL1G42060	El002G114240
OG0016619	AL1G57450, AL1G57440	El002G134120
OG0016621	AL3G36270	El005G260890
OG0016623	AL7G31770, AL7G31840	El003G163750
OG0016624	AL8G14040	El007G362590
OG0016625	AL3G50810	El005G275330
OG0016626	AL4G12280	El006G319460
OG0016627	AL4G15090	El006G316800
OG0016628	AL4G17000	El006G314330
OG0016629	AL5G17410	El001G042950, El001G042930
OG0016630	AL5G26970	El001G017200
OG0016631	AL5G30000	El001G020050
OG0016632	AL5G30180	El001G020130
OG0016633	AL5G38740, AL5G30040	El002G123680
OG0016635	AL6G48660, AL6G48920	El001G004900
OG0016636	nbis-gene-1676	El001G000650
OG0016637	AL7G29900	El003G161580
OG0016638	AL6G44050, AL7G30410	El003G162270
OG0016639	AL9U10090	El005G247360
OG0016641	nbis-gene-36	El002G087490, El001G041260
OG0016645	nbis-gene-1866	El003G175200
OG0016646	AL8G33050	El007G334690
OG0016657	AL7G24380	El003G155730
OG0016659	AL7G24140	El003G155460
OG0016660	AL7G24110	El003G155440
OG0016661	AL7G24060	El003G155390
OG0016662	AL7G23710	El003G155050
OG0016663	AL7G23330	El003G154610
OG0016664	AL7G23240	El003G154460
OG0016665	AL7G22450	El003G153380
OG0016666	AL7G22210	El003G153120
OG0016667	AL7G22110	El003G153050
OG0016668	AL7G22100	El003G153040
OG0016669	AL7G20770	El003G151670
OG0016670	AL7G20720	El003G151610
OG0016671	AL7G20120	El003G151050
OG0016672	AL7G19370	El003G150320
OG0016675	AL7G18070	El003G149200
OG0016676	AL7G18000	El003G149140
OG0016677	AL7G17950	El003G149100
OG0016679	AL7G17100	El003G148290
OG0016680	AL3G27130	El005G251170
OG0016681	AL7G16450	El003G147670
OG0016682	AL1G49340	El002G118200
OG0016683	AL1G49640	El002G118670
OG0016684	AL1G49580	El002G118730
OG0016685	AL1G49560	El002G118770
OG0016686	AL1G46400	El002G119640
OG0016687	AL1G46540	El002G119730
OG0016688	AL7G43950	El003G182080
OG0016689	AL1G64980	El004G210540
OG0016691	AL1G65890	El004G208610
OG0016692	AL1G65970	El004G208330
OG0016693	AL1G66460	El004G206930
OG0016694	AL2G18130	El004G204660
OG0016695	AL2G18470	El004G203390
OG0016696	AL2G17770	El004G203050
OG0016697	AL2G17540	El004G202780
OG0016698	AL2G16640	El004G201460
OG0016699	AL2G16270	El004G201100
OG0016700	AL2G16260	El004G201090
OG0016701	AL2G16230	El004G201060
OG0016702	AL2G15750	El004G200470
OG0016703	AL2G15370	El004G200080
OG0016704	AL2G13850	El004G198650
OG0016705	AL5G10830	El001G036680
OG0016706	AL5G11010	El001G036870
OG0016707	AL5G11180	El001G036990
OG0016708	AL5G11820	El001G037720
OG0016709	AL5G12860	El001G038200
OG0016710	AL5G12870	El001G038210
OG0016711	AL5G13290	El001G038610
OG0016712	AL5G14010	El001G039190
OG0016714	AL5G14720	El001G040260
OG0016715	AL5G15250	El001G040860
OG0016716	AL5G15520	El001G041140
OG0016717	AL5G17090	El001G042650
OG0016718	AL5G17430	El001G042970
OG0016719	AL5G17590	El001G043060
OG0016720	AL5G18090	El001G043660
OG0016721	AL5G19330	El001G045210
OG0016722	AL3G39010	El005G266770
OG0016723	AL5G19490, AL5G19570, AL5G19520	El001G045570
OG0016724	AL5G20390	El001G046520
OG0016725	AL2G25480	El004G217170
OG0016726	AL2G25350	El004G217010
OG0016727	AL2G25020	El004G216300
OG0016728	AL2G24300	El004G215780
OG0016729	AL2G24060	El004G215560
OG0016730	AL2G23300	El004G214850
OG0016731	AL2G22510	El004G213690
OG0016732	AL2G22410, AL2G22440	El004G213610
OG0016733	AL2G20240	El004G212170
OG0016734	AL2G19700	El004G211710
OG0016735	AL2G19620	El004G211610
OG0016736	AL2G19180	El004G211050
OG0016737	AL1G66620	El004G206570
OG0016738	AL1G64750	El004G210850
OG0016739	AL2G10060	El004G193800
OG0016740	AL1G56680	El004G193850
OG0016741	AL2G10420	El004G194150
OG0016742	AL2G12860	El004G197340
OG0016743	AL2G13010	El004G197540
OG0016744	AL2G13530	El004G198170
OG0016745	AL2G13620	El004G198300
OG0016746	AL2G13580	El004G198250
OG0016747	nbis-gene-696	El005G248320
OG0016748	AL7G27260	El003G158700
OG0016749	AL7G26890	El003G158390
OG0016750	AL7G26850	El003G158350
OG0016751	nbis-gene-1777	El003G158310
OG0016752	AL4G38580	El006G288790
OG0016753	AL3G20180	El005G244310
OG0016755	AL3G20850	El005G244800
OG0016756	AL3G21010	El005G244990
OG0016758	AL6G12680	El001G079520
OG0016759	AL3G21340	El005G245310
OG0016760	AL3G21720	El005G245730
OG0016761	AL3G22090	El005G246010
OG0016763	AL6G20370	El001G072090
OG0016764	AL3G23000	El005G247000
OG0016765	AL3G45300	El005G271810
OG0016766	AL8G41140	El007G326640
OG0016767	AL6G41330	El001G011520
OG0016768	AL8G24080, AL363U10010	El007G344550
OG0016769	AL8G24100	El007G344520
OG0016770	AL8G24490	El007G344040
OG0016771	AL631U10010, AL8G24700	El007G343800
OG0016772	AL8G25160	El007G343150
OG0016773	AL8G25280	El007G343090
OG0016774	AL8G26020	El007G342060
OG0016775	AL8G26050	El007G342030
OG0016776	AL8G26110	El007G341970
OG0016777	AL8G26150	El007G341900, El007G341860
OG0016779	AL8G26610	El007G341410
OG0016780	nbis-gene-2108	El007G340770
OG0016781	AL8G27230	El007G340740
OG0016782	AL8G27710	El007G340110
OG0016783	AL8G28210	El007G339610
OG0016784	AL8G30750	El007G337030
OG0016786	AL8G31940	El007G335830
OG0016787	AL8G32430	El007G335320
OG0016788	AL8G32700	El007G335080
OG0016789	AL8G33010	El007G334720
OG0016790	AL8G33390	El007G334270
OG0016793	AL6G23160	El001G069140
OG0016794	AL6G22270	El001G070060
OG0016795	AL6G22110	El001G070220
OG0016796	AL6G21950	El001G070370
OG0016797	AL6G21770	El001G070510
OG0016798	AL6G21570	El001G070930
OG0016799	AL6G21460	El001G071020
OG0016800	AL6G21400	El001G071080
OG0016801	AL6G21250	El001G071210
OG0016802	AL6G20970	El001G071490
OG0016803	AL6G20800	El001G071680
OG0016804	AL6G20790	El001G071690
OG0016805	AL6G20520	El001G071960
OG0016806	AL6G20390	El001G072070
OG0016807	AL6G19800	El001G072660
OG0016808	AL6G19720	El001G072760
OG0016809	AL6G19620	El001G072840
OG0016810	AL6G19530	El001G072880
OG0016811	AL6G19520	El001G072890
OG0016812	AL6G18710	El001G073490
OG0016813	AL6G18440	El001G073730
OG0016814	AL6G18360	El001G073790
OG0016815	AL6G18330	El001G073830
OG0016816	AL6G17680	El001G074400
OG0016817	AL7G36310	El003G168600
OG0016818	AL7G36250	El003G168550
OG0016819	AL7G36060	El003G168330
OG0016820	AL7G35640	El003G167870
OG0016821	AL7G35130	El003G167240
OG0016822	AL7G34890	El003G166920
OG0016823	AL7G34740	El003G166670
OG0016824	AL7G34400	El003G166280
