Orthogroup	Arabidopsis_lyrata_Rawat	Odontarrhena_muralis
OG0014705	AL3G53380	Om005G220550
OG0014706	AL7G15930	Om001G034270
OG0014707	AL7G15850	Om001G034400
OG0014708	AL7G15810	Om001G034490
OG0014709	AL1G49390	Om007G291850
OG0014710	AL1G49670	Om007G292140
OG0014711	AL1G49590	Om007G292210
OG0014712	AL1G45850	Om007G292450
OG0014713	AL1G45870	Om007G292470
OG0014714	AL1G46000	Om007G292700
OG0014715	AL1G46010	Om007G292710
OG0014716	AL1G46350	Om007G277040
OG0014717	AL1G46410	Om007G277000
OG0014719	AL1G46470	Om007G276960
OG0014720	AL1G46560	Om007G276900
OG0014721	AL1G46750	Om007G276780
OG0014722	AL1G46770	Om007G276760
OG0014723	AL7G37700	Om007G276340
OG0014724	AL7G37710	Om007G276330
OG0014725	AL7G37800	Om007G276270
OG0014727	AL7G37850	Om007G276210
OG0014728	AL7G37880	Om007G276190
OG0014729	AL7G38030	Om007G276080
OG0014730	AL7G38200	Om007G275880
OG0014731	AL7G38600	Om007G275660
OG0014732	AL7G38710	Om007G275600
OG0014733	AL1G64860	Om005G215920
OG0014734	AL5G39200	Om006G259760
OG0014735	AL1G65240	Om005G183600
OG0014736	AL2G26100	Om005G212340
OG0014737	AL1G65690	Om005G217270
OG0014738	AL1G65780	Om005G217170
OG0014739	AL1G66170	Om011G365950, Om005G218410
OG0014740	AL1G66480	Om011G365830, Om005G218200
OG0014741	AL1G66660	Om011G365320, Om005G218080
OG0014743	AL2G17470	Om005G219670
OG0014745	AL7G22550	Om001G024850
OG0014746	AL2G16430	Om005G220570
OG0014747	AL2G16220	Om005G220870
OG0014748	AL2G15640	Om005G221690
OG0014749	AL2G15470	Om005G221930
OG0014750	AL2G15150	Om005G222690
OG0014751	AL2G14140	Om005G223960
OG0014752	AL2G13750	Om005G224120
OG0014753	AL5G10020	Om006G275490
OG0014754	AL5G10310	Om002G066030
OG0014755	nbis-gene-1180	Om002G066040
OG0014756	AL5G10440	Om006G275370
OG0014758	AL5G10740	Om006G275150
OG0014759	AL5G10760	Om008G361380
OG0014760	AL5G10780	Om006G275120
OG0014761	AL5G10820	Om006G275080
OG0014762	AL5G10930	Om006G275060
OG0014763	AL5G10970	Om004G139250
OG0014764	AL5G11350	Om006G274820
OG0014765	AL5G11990	Om006G274440
OG0014766	AL5G12440	Om006G274370
OG0014767	AL5G12510	Om006G274360
OG0014768	AL5G12650	Om006G274220
OG0014769	AL5G13180	Om006G273980
OG0014770	AL5G13210	Om006G273950
OG0014771	AL5G13400	Om006G273790
OG0014772	AL5G13440	Om006G273750
OG0014773	AL5G13630, AL5G13660	Om006G273570
OG0014774	AL5G14350	Om006G273020
OG0014775	AL5G14610	Om006G272810
OG0014776	AL5G14640	Om006G272800
OG0014777	AL5G14730	Om006G272720
OG0014778	AL5G14780	Om006G272680
OG0014779	AL5G14870	Om006G272590
OG0014780	AL5G15370	Om006G272310
OG0014781	AL5G15570	Om006G272120
OG0014782	AL5G15610	Om006G272080
OG0014783	AL5G15880	Om006G271890
OG0014784	AL5G15980	Om006G271840
OG0014785	AL5G16160	Om006G271690
OG0014786	AL5G16240	Om006G271650
OG0014788	AL5G16850	Om006G271160
OG0014789	AL5G17010	Om006G271080
OG0014790	AL5G17170	Om006G270990
OG0014791	nbis-gene-1234	Om006G269720
OG0014792	AL5G17490	Om006G269730
OG0014793	AL5G18100	Om006G270490
OG0014794	nbis-gene-1244	Om006G270660
OG0014795	AL5G18490	Om004G163870
OG0014796	AL7G50940	Om007G315450
OG0014798	AL5G19980	Om006G269190
OG0014800	AL2G14640	Om005G223020
OG0014801	AL2G25720	Om005G212820
OG0014802	AL2G25490	Om005G212910
OG0014803	AL2G25440	Om005G212970
OG0014804	AL2G25040	Om005G213300
OG0014805	AL2G24280	Om005G213640
OG0014806	AL2G24070	Om005G213730
OG0014807	AL2G23880	Om005G213950
OG0014808	AL2G23730	Om005G214160
OG0014809	AL2G23270	Om005G214440
OG0014810	AL2G23210	Om005G214500
OG0014811	AL2G22860	Om005G214550
OG0014812	AL2G22700	Om005G214750
OG0014813	AL2G22480	Om005G214970
OG0014814	AL2G20260	Om005G215250
OG0014815	AL2G19830	Om008G326000
OG0014816	AL2G19710	Om005G215380
OG0014817	AL2G19510	Om005G215680
OG0014818	nbis-gene-447	Om002G051950
OG0014819	AL2G19270	Om005G215650
OG0014820	AL2G19260	Om004G170550
OG0014821	AL8G41170	Om001G035680
OG0014822	AL2G19160	Om005G215740
OG0014823	AL1G64670	Om005G215820
OG0014824	AL1G64640	Om004G159870
OG0014825	AL2G19130	Om004G157150
OG0014826	AL2G10030	Om005G228570
OG0014827	nbis-gene-1344	Om006G258200
OG0014828	AL5G13690	Om001G021940
OG0014829	AL2G10270	Om005G228680
OG0014830	AL2G10370	Om005G228580
OG0014831	AL2G10400	Om005G228530
OG0014832	AL2G10470	Om005G228400
OG0014833	AL2G11180	Om005G227160
OG0014834	AL2G11320	Om005G226910
OG0014835	AL2G11550	Om005G226750
OG0014836	AL2G11730	Om005G226440
OG0014837	AL2G11760	Om005G226420
OG0014838	AL2G11770	Om005G226410, Om005G226370, Om005G226400, Om005G226360
OG0014839	AL2G11810	Om005G226260
OG0014840	AL2G11820	Om005G226230
OG0014841	AL2G12350	Om005G225790
OG0014842	AL2G12680	Om005G225440
OG0014843	AL2G12910	Om005G225320
OG0014844	AL2G13000	Om005G225170
OG0014845	AL2G13020	Om005G225130
OG0014846	AL2G13040	Om005G225110
OG0014847	AL2G13350	Om005G224890
OG0014848	nbis-gene-698	Om002G056270
OG0014849	AL7G24610	Om001G021850
OG0014850	AL7G27100	Om008G353550
OG0014851	AL7G26930	Om006G249750
OG0014852	AL7G26790	Om001G018220
OG0014853	AL7G26720	Om001G018480
OG0014854	AL4G39170	Om008G328490
OG0014856	AL4G39090	Om008G328650
OG0014857	AL4G38890	Om008G328930
OG0014858	AL4G39020	Om008G328720
OG0014859	AL4G38790	Om008G329000
OG0014860	AL4G38570	Om008G329260
OG0014861	AL4G38530	Om008G329320
OG0014862	AL3G20120	Om002G051580
OG0014863	AL3G20150	Om002G051600
OG0014864	AL3G20320	Om002G051650
OG0014865	AL3G20360	Om002G051690
OG0014866	AL3G20460	Om002G051820
OG0014867	AL3G20630	Om002G052060
OG0014868	AL3G20750	Om002G052180
OG0014869	AL3G20900	Om002G052320
OG0014870	AL3G20940	Om002G052360
OG0014871	AL3G20950	Om002G052370
OG0014872	AL3G21080	Om002G052530
OG0014873	AL3G21090	Om002G052540
OG0014874	AL3G21150	Om002G052640
OG0014875	AL6G13130	Om004G174070
OG0014876	AL3G21390	Om002G052910
OG0014877	AL3G21400	Om002G052920
OG0014878	AL3G21570	Om002G053080
OG0014879	AL3G21650	Om002G053160
OG0014880	AL3G21690	Om002G053200
OG0014881	AL3G21730	Om002G053240
OG0014882	AL1G36750	Om002G053800
OG0014883	AL8G32140	Om003G119000
OG0014884	AL3G22600	Om002G054340
OG0014885	AL3G22480	Om002G054230
OG0014886	AL3G22630	Om002G054390
OG0014887	nbis-gene-689	Om002G054500
OG0014888	AL3G22850	Om002G054730
OG0014889	AL3G23650	Om002G055660
OG0014890	AL3G23820	Om002G055790
OG0014891	AL3G23730	Om002G055720
OG0014892	AL3G23990	Om002G056070
OG0014893	AL6G41780	Om005G207590
OG0014894	AL8G23510	Om003G107240
OG0014895	AL6G41350	Om003G107130
OG0014896	AL8G23780	Om003G107760
OG0014897	nbis-gene-748	Om002G069660
OG0014898	AL8G24340, AL6G39810	Om003G110470
OG0014899	AL1G18600	Om005G186130
OG0014900	AL8G24790	Om003G111440
OG0014901	AL8G24800	Om003G111470
OG0014903	AL8G24990	Om003G111720
OG0014904	AL8G25220	Om003G111940
OG0014906	AL64U10020	Om003G112750
OG0014907	AL64U10010	Om003G112770
OG0014908	AL8G25920	Om003G112850
OG0014909	AL8G25940	Om003G112870
OG0014910	AL8G25970	Om004G131610
OG0014911	AL8G26300	Om003G113160, Om003G113150
OG0014912	AL8G26470	Om003G113220
OG0014913	AL8G26480	Om003G113230
OG0014914	AL8G26550	Om003G113270
OG0014915	AL8G26560	Om003G113290
OG0014916	AL8G26570	Om003G113310
OG0014917	AL8G26790	Om003G113560
OG0014918	AL8G26980	Om005G186410
OG0014919	AL8G27010	Om003G113740
OG0014920	AL8G27270	Om003G114010
OG0014921	AL8G28030	Om003G114740
OG0014922	AL8G27790	Om003G114430
OG0014923	AL8G27640	Om003G114280
OG0014924	AL8G28150	Om003G114990
OG0014925	AL8G28170	Om003G115030
OG0014926	AL8G28310	Om003G115150
OG0014927	AL8G28920	Om003G115450
OG0014928	AL8G29740	Om003G116060
OG0014929	AL8G30280	Om003G116530
OG0014930	AL1G31300	Om005G200660, Om007G296860
OG0014931	AL8G30850	Om003G117140
OG0014932	AL8G31000	Om003G117470
OG0014933	AL8G31070	Om003G117550
OG0014934	AL8G31150	Om003G117610
OG0014935	AL8G31750	Om003G118360
OG0014936	AL8G31840	Om003G118470
OG0014937	AL8G31930	Om003G118620
OG0014938	AL8G32100	Om003G118850
OG0014939	AL8G32410	Om006G250420
OG0014940	AL8G32550	Om006G250300
OG0014941	AL8G32560	Om006G250290
OG0014942	AL8G32940	Om006G249830
OG0014943	AL8G32960	Om006G249780
OG0014944	AL8G32970	Om006G249770
OG0014945	AL8G33370	Om006G249370
OG0014946	AL8G33680	Om006G249000
OG0014947	AL8G33700	Om006G248960
OG0014949	AL8G33900	Om006G248450
OG0014950	nbis-gene-2167	Om006G248370
OG0014951	AL8G34230	Om006G248080
OG0014952	AL8G34250	Om006G248060
OG0014953	AL6G41240	Om003G108690
OG0014954	AL6G41260	Om007G313460
OG0014955	AL6G24020	Om004G161440
OG0014956	AL6G24030	Om004G161430
OG0014957	AL6G23720	Om004G161810
OG0014958	AL6G23480	Om004G162070
OG0014959	AL6G22940	Om004G162670
OG0014960	AL6G22630	Om004G163100
OG0014961	AL6G22260	Om004G163530
OG0014962	AL6G22210	Om004G163620
OG0014963	AL6G22090	Om004G163780
OG0014964	AL6G22000	Om004G163890
OG0014965	AL6G21980	Om004G163990
OG0014966	AL6G21730	Om004G164320
OG0014967	AL6G21650	Om004G164440
OG0014968	AL6G21630	Om004G164480
OG0014969	AL4G35130	Om008G334320
OG0014970	AL6G21500	Om004G164620
OG0014971	AL6G21470	Om004G164650
OG0014972	AL6G21440	Om004G164690
OG0014973	AL6G21240	Om004G165020
OG0014974	AL6G21210	Om004G165040
OG0014975	AL6G21020	Om004G165340
OG0014976	AL6G20990	Om004G165400
OG0014977	AL6G20940	Om004G165440
OG0014978	AL6G20880	Om004G165580
OG0014979	AL6G20700	Om004G165800
OG0014980	AL6G20690	Om004G165810
OG0014981	AL6G20440	Om004G166100
OG0014982	AL6G20100	Om004G166490
OG0014983	AL6G20040	Om004G166610
OG0014984	AL6G19860	Om004G166760
OG0014985	AL6G19850	Om004G166770
OG0014986	AL6G19500	Om004G167130
OG0014987	AL6G18780	Om004G167690
OG0014988	AL6G18750	Om004G167720
OG0014989	AL6G18400	Om004G168010
OG0014990	AL6G17900	Om004G168550
OG0014991	AL6G17790	Om004G168740
OG0014992	AL6G17700	Om004G168900
OG0014993	AL6G17600	Om004G169030
OG0014994	AL7G37550	Om001G000040
OG0014995	AL7G37330	Om001G000180
OG0014996	AL7G37310	Om001G000200
OG0014997	AL7G36810	Om001G000720
OG0014998	AL7G36790	Om001G000810
OG0014999	AL7G35960	Om001G002200
OG0015000	AL7G35810	Om001G002360
OG0015001	AL7G35680	Om001G002600
OG0015002	AL7G35660	Om001G002620
OG0015003	AL7G35610	Om001G002680
OG0015004	AL7G35460	Om001G002860
OG0015005	AL7G35440	Om001G002920
OG0015006	AL7G35030	Om001G003430
OG0015007	AL7G34940	Om001G003580
OG0015008	AL7G34770	Om001G004050
OG0015009	AL7G34380	Om001G004640
OG0015010	AL7G34370	Om001G004650
OG0015011	AL7G34320	Om001G004770
OG0015012	AL7G33790	Om001G005440
OG0015013	AL7G33380	Om001G006220
OG0015014	AL7G33330	Om001G006290
OG0015015	AL7G33280	Om001G006390
OG0015016	nbis-gene-100	Om005G199580
OG0015017	AL7G32950	Om001G006880
OG0015018	AL7G32850	Om001G007000
OG0015019	AL6G24970	Om007G301520
OG0015020	AL7G32750	Om001G007080
OG0015021	AL7G32600	Om003G114810, Om001G007280
OG0015022	AL7G32530	Om001G007430
OG0015023	AL7G32470	Om001G007470
OG0015024	AL7G32300	Om001G007610
OG0015025	AL7G32150	Om001G007940
OG0015026	AL7G32110	Om001G008010
OG0015027	AL7G31740	Om001G008340
OG0015028	AL7G31080	Om001G009150
OG0015029	AL7G30870	Om001G009420
OG0015030	AL7G30660	Om001G009720
OG0015031	AL7G30620	Om001G009760
OG0015032	AL7G30420	Om001G010040
OG0015033	AL7G29360	Om001G011290
OG0015034	AL7G29150	Om001G011650
OG0015035	AL1G47110	Om001G011690
OG0015036	AL1G47180	Om001G011730
OG0015037	AL1G47220	Om001G011770
OG0015038	AL1G47360	Om001G011860
OG0015039	AL1G47380	Om001G011920
OG0015040	AL1G47630	Om001G012070
OG0015041	AL1G47660	Om001G012090
OG0015042	AL1G47690	Om001G012120
OG0015043	AL1G47720	Om001G012170
OG0015044	AL1G48700	Om001G013180
OG0015046	AL1G48870	Om001G013320
OG0015047	nbis-gene-211	Om001G013440
OG0015048	AL1G50230	Om001G013800
OG0015049	AL1G50350	Om001G014040
OG0015050	AL1G50360	Om001G014050
OG0015051	AL1G50570	Om001G014210
OG0015052	AL1G50830	Om001G014400
OG0015053	AL1G51010	Om001G014650
OG0015054	AL1G51020	Om001G014660
OG0015056	AL1G51120	Om001G014780
OG0015057	AL1G52280	Om001G015390
OG0015058	AL1G52180	Om001G015440
OG0015059	AL1G52110	Om001G015540
OG0015060	AL1G51810	Om001G015940
OG0015061	AL1G51670	Om001G016020
OG0015062	AL1G51640	Om001G016210
OG0015063	AL1G51600	Om001G016660
OG0015064	AL1G51520	Om001G016560
OG0015065	AL1G52620	Om007G287450
OG0015066	AL7G38730	Om007G286870
OG0015067	AL1G54070	Om007G287020
OG0015068	AL1G53970	Om007G287070
OG0015069	AL1G53720	Om007G287210
OG0015070	AL1G53420	Om007G287320
OG0015071	AL1G51430	Om001G016750
OG0015072	AL1G52900	Om007G287670
OG0015073	AL1G52910	Om007G287680
OG0015074	AL1G53020	Om007G287700
OG0015075	AL8G18690	Om007G286950
OG0015076	AL1G54310	Om007G286900
OG0015077	AL1G41380	Om007G288160
OG0015078	AL3G36970	Om002G071010
OG0015079	AL1G41280	Om007G288060
OG0015080	AL1G41290	Om007G288070
OG0015081	AL8G38170	Om006G236610
OG0015082	AL1G41760	Om007G288520
OG0015083	AL1G41940	Om007G288690
OG0015084	AL1G42970	Om007G289510
OG0015085	AL1G43500	Om007G290110
OG0015086	AL1G43640	Om007G290250
OG0015087	AL1G43870	Om007G290460
OG0015088	AL1G43900	Om007G290490
OG0015089	AL1G43960	Om007G290540
OG0015090	AL1G43990	Om007G290560
OG0015091	AL1G44560	Om007G291140
OG0015092	AL1G44700	Om007G291310
OG0015093	AL1G44740	Om007G291340
OG0015094	AL7G15780	Om001G034580
OG0015095	AL7G15560	Om001G034880
OG0015096	AL7G15180	Om001G035420
OG0015097	AL7G15110	Om001G035490
OG0015098	AL7G15070	Om001G035560
OG0015099	AL7G15020	Om001G035640
OG0015100	AL7G15000	Om001G035660
OG0015101	AL7G14870	Om001G035880
OG0015102	AL7G14670	Om001G036130
OG0015103	AL7G14210	Om001G036760
OG0015104	AL7G14160	Om001G036810
OG0015105	AL7G14130	Om001G036860
OG0015106	AL7G14120	Om001G036870
OG0015107	AL7G15130	Om001G036890
OG0015108	AL7G13730	Om001G037420
OG0015109	AL7G13670	Om001G037670
OG0015110	AL7G13590	Om001G037910
OG0015111	AL7G13560	Om001G037940
OG0015113	AL7G44320	Om003G106120
OG0015114	AL7G13140	Om001G038390
OG0015115	AL7G12870	Om001G038750
OG0015116	AL7G12730	Om001G039020
OG0015117	AL7G12680	Om001G039080
OG0015118	AL7G12590	Om001G039190
OG0015119	AL7G12550	Om002G056340, Om001G039230
OG0015120	AL7G12530	Om001G039250
OG0015121	AL7G12310	Om001G039540
OG0015122	AL7G11910	Om001G039890
OG0015123	AL7G11890	Om001G039920
OG0015124	AL7G11750	Om001G040080
OG0015125	AL7G11400	Om001G040420
OG0015126	AL7G11310	Om001G040500
OG0015127	AL7G11070	Om001G040800
OG0015128	AL7G10970	Om001G040900
OG0015129	AL7G10770	Om001G041170
OG0015130	AL7G10710	Om001G041220
OG0015131	AL7G10610	Om001G041330
OG0015132	AL7G10580	Om001G041360
OG0015133	AL7G10560	Om001G041390
OG0015134	AL7G10190	Om001G041810
OG0015135	AL7G10210	Om001G041780
OG0015136	AL7G10250	Om001G041740
OG0015137	AL7G10260	Om001G041730
OG0015138	AL7G10320	Om001G041670
OG0015139	AL7G10340	Om001G041650
OG0015140	AL7G10020	Om001G041970
OG0015141	AL7G43610	Om004G138160
OG0015142	AL7G45990	Om007G313910
OG0015143	AL7G45150	Om004G170310
OG0015144	AL7G45100	Om004G161290
OG0015145	AL7G45330	Om007G313580
OG0015146	AL2G22120	Om005G215150
OG0015148	AL7G46290	Om007G314020
OG0015149	AL7G46730	Om007G314390
OG0015150	AL7G46760	Om007G314420
OG0015151	AL7G52880	Om007G314510
OG0015152	AL7G52050	Om007G314850
OG0015153	AL7G51920	Om007G314930
OG0015154	AL7G51740	Om007G314980
OG0015155	AL7G51210	Om007G315330
OG0015156	AL7G50710	Om007G315650
OG0015157	AL7G50510	Om007G316090
OG0015158	AL7G50500	Om007G316100
OG0015159	AL8G12970	Om008G358640
OG0015160	AL1G45360	Om007G291680
OG0015161	AL4G31120	Om008G339190
OG0015163	AL4G31160	Om008G339140
OG0015164	AL5G24550	Om006G267360
OG0015165	AL5G24580	Om006G267330
OG0015166	AL1G45970	Om007G292670
OG0015167	AL4G31590	Om008G338560
OG0015168	AL4G31550	Om008G338620
OG0015169	AL4G31530	Om008G338640
OG0015170	AL4G31450	Om008G338860
OG0015171	AL4G31410	Om008G338910
OG0015172	AL1G48990	Om001G013400
OG0015173	AL6G43010	Om008G343500
OG0015174	AL6G42630	Om008G344400
OG0015175	AL6G42610	Om008G344440
OG0015176	AL6G42470	Om008G344450
OG0015178	AL6G42360	Om008G344750
OG0015179	AL1G50950	Om001G014620
OG0015180	AL6G42030	Om008G345380
OG0015181	AL4G30260	Om008G340290
OG0015182	AL4G30070	Om008G340450
OG0015183	AL4G30050	Om008G340470
OG0015184	AL4G29640	Om006G272560, Om008G340670
OG0015185	AL4G29590	Om008G340730
OG0015186	AL4G29430	Om008G340800
OG0015187	AL4G29420	Om008G340810
OG0015188	AL4G29270	Om008G340970
OG0015190	AL8G17460	Om008G352310
OG0015192	AL8G17520	Om008G341430
OG0015194	AL8G17880	Om008G341730
OG0015195	AL8G18070	Om008G341860
OG0015196	AL8G18360	Om008G342130
OG0015197	AL8G18380	Om008G342190
OG0015198	AL8G18850	Om008G342600
OG0015199	AL8G19100	Om008G342800
OG0015200	AL6G31370	Om006G241470
OG0015201	AL8G16350	Om007G277670
OG0015202	AL8G19260	Om008G343110
OG0015203	AL8G19290	Om008G343090
OG0015204	AL6G43830	Om008G346540
OG0015205	AL6G43930	Om008G347030
OG0015206	AL6G44020	Om001G028880
OG0015207	AL6G44030	Om008G347100
OG0015208	AL6G44070	Om008G347110
OG0015209	AL6G44200	Om008G347610
OG0015210	AL6G44500	Om008G347970
OG0015211	AL6G44700	Om008G349840
OG0015212	AL6G44780	Om008G349940
OG0015213	AL6G44850	Om008G350200
OG0015214	AL6G45010	Om008G350540
OG0015215	AL6G45030	Om008G350560
OG0015216	AL6G45050	Om008G350580
OG0015217	AL6G45240	Om008G350890
OG0015218	AL6G45360	Om008G350990
OG0015219	AL6G45450	Om008G351220
OG0015220	AL6G45650	Om008G351260
OG0015221	AL6G46190	Om008G351740
OG0015222	AL6G46210	Om008G351700
OG0015223	AL6G46600	Om008G352760
OG0015225	AL6G46930	Om008G352110
OG0015226	AL8G20730	Om007G312920
OG0015227	AL7G31050	Om001G009170
OG0015229	AL6G47780	Om008G353690
OG0015230	AL6G47870	Om008G353790
OG0015231	AL6G47890	Om008G353850
OG0015232	AL6G47940	Om008G353920
OG0015233	AL6G48080	Om008G353990
OG0015234	AL6G48280	Om008G354330
OG0015235	AL6G48570	Om008G354780
OG0015236	AL6G48820	Om008G355240
OG0015237	AL8G15460	Om008G356060
OG0015238	AL8G14990	Om008G356570
OG0015239	AL8G14900	Om008G356580
OG0015240	AL8G14790	Om008G356800
OG0015241	AL8G13510	Om008G358040
OG0015242	AL8G13070	Om008G358540
OG0015243	AL8G12850	Om008G358790
OG0015244	AL8G12780	Om008G358840
OG0015245	AL8G12720	Om008G358920
OG0015246	AL2G33350	Om004G140920
OG0015247	AL8G12590	Om008G359110
OG0015248	AL8G12570	Om008G359120
OG0015249	AL1G63450	Om003G090470
OG0015251	AL8G12090	Om008G359890
OG0015252	AL8G12010	Om008G360030
OG0015253	AL1G12900	Om005G189700
OG0015254	AL8G25620	Om002G086220
OG0015255	AL8G11230	Om008G361870
OG0015256	AL7G44120	Om003G106050
OG0015257	AL7G44380	Om003G106130
OG0015258	AL8G10610	Om008G362510
OG0015259	AL8G10640	Om008G362490
OG0015260	AL7G44510	Om003G106370
OG0015261	AL3G42170	Om002G076110
OG0015262	AL7G44590	Om004G173730
OG0015263	AL3G42530	Om002G076790
OG0015264	AL7G44670	Om003G105620
OG0015265	AL9U11670	Om003G105030
OG0015266	AL3G41280	Om002G075290
OG0015267	AL7G29110	Om004G170870
OG0015268	AL9U11310	Om005G190030
OG0015269	AL3G40590	Om002G074560
OG0015270	AL3G40580	Om003G104360
OG0015271	AL9U10480	Om003G104190
OG0015272	AL7G43000	Om003G103900
OG0015273	AL7G42860	Om003G103790
OG0015274	AL7G42480	Om003G103600
OG0015275	AL7G42410	Om003G103550
OG0015276	AL7G41950	Om003G103180
OG0015277	AL7G41680	Om003G102690
OG0015278	AL7G41670	Om003G102680
OG0015279	AL3G37750	Om002G071760
OG0015280	nbis-gene-1861	Om003G102260
OG0015281	AL7G40130	Om003G101560
OG0015282	AL3G35650	Om003G101430
OG0015283	nbis-gene-1935	Om007G316230
OG0015284	AL7G49970	Om007G316410
OG0015285	AL7G49690	Om007G316770
OG0015286	AL7G49670	Om007G316780
OG0015287	AL7G49380	Om007G316990
OG0015288	AL7G48920	Om007G317510
OG0015289	AL7G48110	Om007G318130
OG0015290	AL3G42810	Om006G253710
OG0015291	AL4G47660	Om008G318710
OG0015293	AL4G47550	Om008G318800
OG0015294	AL4G47510, AL39U10110	Om008G318840
OG0015295	AL4G47370	Om008G319000
OG0015296	AL4G47340	Om008G319020
OG0015297	AL4G47330	Om008G319030
OG0015298	AL4G47180	Om008G319200
OG0015299	AL4G47170	Om008G319210
OG0015300	AL4G47120	Om008G319270
OG0015301	AL4G38910	Om008G319290
OG0015302	AL4G47060	Om008G319340
OG0015303	AL3G28200	Om002G061160
OG0015304	AL4G46570	Om008G320010
OG0015305	AL4G46380	Om008G320200
OG0015306	AL4G46360	Om008G320220
OG0015307	AL4G46170	Om008G320490
OG0015308	nbis-gene-1168	Om008G320550
OG0015309	AL4G45950	Om008G320700
OG0015310	AL4G45780	Om008G320830
OG0015311	AL4G45650	Om008G321000
OG0015312	AL4G45270	Om008G321300
OG0015313	AL4G45090	Om008G321490
OG0015314	AL4G44790	Om008G321850
OG0015315	AL4G44780	Om008G321860
OG0015316	AL4G44760	Om008G321880
OG0015317	AL4G44510	Om008G322240
OG0015318	AL4G44350	Om008G322340
OG0015319	AL4G44330	Om008G322360
OG0015320	AL4G44300	Om008G322480
OG0015321	AL4G44260	Om008G322510
OG0015322	AL4G44130	Om008G322680
OG0015323	AL4G44110	Om008G322700
OG0015324	AL4G44020	Om008G322830
OG0015325	AL4G43950	Om008G322890
OG0015326	AL4G43770	Om008G323070
OG0015327	AL4G43340	Om008G323590
OG0015328	AL4G42990	Om008G323960
OG0015329	AL4G42870	Om008G324110
OG0015330	AL4G42470	Om008G324810
OG0015331	AL4G42360	Om008G325030
OG0015332	AL4G42200	Om008G325170
OG0015333	AL4G42160	Om008G325200
OG0015334	AL4G41890	Om008G325470
OG0015335	AL4G41720	Om008G325690
OG0015336	AL4G41590	Om008G325870
OG0015337	AL4G41540	Om008G326020
OG0015338	AL4G41460	Om008G326100
OG0015339	AL4G41360	Om008G326210
OG0015340	AL4G41330	Om008G326220
OG0015341	AL4G41220	Om008G326310
OG0015342	AL4G41140	Om008G326380
OG0015343	AL4G40900	Om008G326660
OG0015344	AL4G40310	Om008G327220
OG0015345	AL4G40610	Om008G326910
OG0015346	AL4G39620	Om008G327880
OG0015347	AL6G10540	Om004G176820
OG0015348	nbis-gene-1428	Om004G176810
OG0015349	AL6G10930	Om004G176480
OG0015350	AL6G10980	Om004G176430
OG0015351	AL6G11150	Om004G176230
OG0015352	AL6G11200	Om004G176180
OG0015353	AL6G11260	Om004G176120
OG0015354	AL6G11410	Om004G175860
OG0015355	AL6G11510	Om004G175960
OG0015356	AL6G11910	Om004G175480
OG0015357	AL6G11990	Om004G175310
OG0015358	AL6G12360	Om004G174820
OG0015359	AL6G12390	Om004G174770
OG0015360	AL6G12420	Om004G174750
OG0015361	AL6G12590	Om004G174530
OG0015362	nbis-gene-2115	Om005G198550
OG0015363	AL6G12750	Om004G174350
OG0015364	AL6G12830	Om004G174310
OG0015365	AL6G13170	Om004G173950
OG0015366	AL6G20270	Om004G166300
OG0015367	AL6G13210	Om004G173890
OG0015368	AL6G13380	Om004G173740
OG0015369	AL6G13430	Om004G173670
OG0015370	AL6G13500	Om004G173600
OG0015371	AL6G13710	Om004G173360
OG0015372	AL6G13910	Om004G173090
OG0015373	AL6G13920	Om004G173080
OG0015374	AL6G30870	Om006G241090
OG0015375	AL6G31780	Om006G241940
OG0015376	AL6G31670	Om006G241830
OG0015377	AL6G32400	Om006G242610
OG0015378	AL6G32470	Om006G242700
OG0015379	AL7G24990	Om001G021200
OG0015380	AL6G32560	Om006G242820
OG0015381	AL6G32610	Om006G242890
OG0015382	AL6G32850	Om006G243080
OG0015383	AL6G33020	Om006G243360
OG0015384	AL6G33100	Om006G243440
OG0015385	AL6G33310	Om006G243700
OG0015386	AL6G33430	Om006G243800
OG0015387	AL6G33490	Om006G243890
OG0015388	AL6G33750	Om006G244200
OG0015389	AL8G37330	Om006G244570
OG0015390	AL8G37190	Om006G244760
OG0015391	AL8G37160	Om006G244800
OG0015392	AL4G20490	Om002G068930
OG0015393	AL2G25820	Om005G212550
OG0015394	AL8G36640	Om006G245400
OG0015395	AL8G36380	Om006G245670
OG0015396	AL8G36290	Om006G245730
OG0015397	AL8G35870	Om006G246250
OG0015398	AL8G35440	Om006G246770
OG0015399	AL8G35920	Om006G246160
OG0015400	AL8G35640	Om006G246560
OG0015401	AL8G40180	Om006G234590
OG0015402	AL8G40340	Om006G234390
OG0015403	AL8G40380	Om006G234350
OG0015404	AL8G40440	Om006G234290
OG0015405	AL8G40450	Om006G234280
OG0015406	AL8G40470	Om006G234260
OG0015407	AL8G40490	Om006G234220
OG0015408	AL8G40500	Om006G234210
OG0015409	AL8G40750	Om006G233990
OG0015410	AL8G41150	Om006G233630
OG0015411	AL8G41210	Om006G233600
OG0015412	AL4G35630	Om008G333870
OG0015413	AL8G41510	Om006G233260
OG0015414	AL8G41680	Om006G233170
OG0015415	AL8G41700	Om006G233150
OG0015416	AL8G41720	Om006G233120
OG0015417	AL8G41790	Om006G233030
OG0015418	AL8G41830	Om006G232980
OG0015419	AL8G41900	Om006G232900
OG0015420	AL8G42010	Om006G232820
