Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0016546	AL1G11410	ESY5_g5447_DN3_SP5_c0.t1
OG0016547	AL1G14220	ESY5_g4984_DN3_SP0_c0.t1
OG0016548	AL1G15820	ESY5_g4747_DN3_SP0_c0.t1
OG0016549	AL1G17430	ESY5_g4553_DN3_SP1_c0.t1
OG0016550	AL1G19290	ESY5_g3206_DN3_SP0_c11.t1
OG0016551	AL1G19540	ESY5_g3244_DN3_SP4_c0.t1
OG0016552	AL1G21230	ESY5_g3477_DN3_SP1_c0.t1
OG0016553	AL1G22250	ESY5_g3628_DN3_SP0_c0.t1
OG0016555	AL1G23200	ESY5_g3753_DN3_SP3_c1.t1
OG0016556	AL1G25440	ESY5_g2685_DN3_SP0_c0.t1
OG0016558	AL1G27490	ESY5_g2917_DN3_SP0_c0.t1
OG0016559	AL1G29800	ESY5_g4316_DN3_SP0_c0.t1
OG0016561	AL1G32500	ESY5_g4027_DN3_SP0_c0.t1
OG0016562	AL1G33530	ESY5_g3931_DN3_SP3_c0.t1
OG0016563	AL2G29350	ESY2_g35502_DN3_SP0_c0.t1
OG0016564	AL2G27340	ESY2_g34455_DN3_SP2_c0.t1
OG0016565	AL2G26530	ESY19_g41885_DN3_SP0_c0.t1
OG0016566	AL2G14590	ESY2_g33828_DN3_SP0_c0.t1
OG0016568	AL8G18770	ESY1_g6435_DN3_SP0_c0.t1
OG0016569	AL3G38660	ESY12_g52056_DN3_SP2_c0.t1
OG0016570	AL3G27640	ESY3_g30541_DN3_SP0_c0.t1
OG0016571	AL3G23190	ESY3_g31285_DN3_SP0_c0.t1
OG0016572	AL3G22340	ESY3_g31160_DN3_SP0_c0.t1
OG0016573	AL3G21100	ESY3_g31002_DN3_SP0_c0.t1
OG0016574	AL3G18770	ESY3_g31374_DN2_SP0_c0.t1
OG0016575	AL3G17090	ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1
OG0016576	AL3G11080	ESY3_g32579_DN3_SP0_c15.t1
OG0016578	AL6G13770	ESY7_g19157_DN3_SP0_c0.t1, ESY7_g19158_DN3_SP0_c0.t1
OG0016580	AL6G16590	ESY7_g18745_DN3_SP0_c0.t1
OG0016581	AL6G16760	ESY7_g18723_DN3_SP0_c0.t1
OG0016582	AL6G17410	ESY7_g18502_DN3_SP0_c0.t1
OG0016583	AL3G24700	ESY9_g43628_DN2_SP0_c0.t1
OG0016584	AL1G48980	ESY14_g20588_DN3_SP0_c0.t1
OG0016585	AL1G47860	ESY14_g20393_DN2_SP0_c0.t1
OG0016586	AL1G47340	ESY14_g19723_DN3_SP0_c0.t1
OG0016587	AL7G29890	ESY23_g110_DN3_SP0_c0.t1
OG0016588	AL7G31900	ESY9_g43684_DN3_SP0_c0.t1
OG0016589	AL1G52510	ESY2_g36955_DN2_SP0_c0.t1, ESY6_g48909_DN2_SP0_c0.t1, ESY24_g32912_DN1_SP0_c0.t1
OG0016590	AL3G31480	ESY3_g29696_DN3_SP0_c0.t1
OG0016591	AL7G37580	ESY9_g42417_DN3_SP4_c0.t1
OG0016594	AL4G27200	ESY8_g58399_DN3_SP7_c0.t1
OG0016595	AL4G25890	ESY8_g58497_DN3_SP0_c0.t1
OG0016596	AL4G25460	ESY8_g58603_DN3_SP0_c5.t1
OG0016597	AL4G22820, AL5G38340	ESY8_g59020_DN3_SP0_c0.t1
OG0016598	nbis-gene-1484	ESY7_g18614_DN3_SP0_c0.t1
OG0016599	AL6G19940	ESY7_g17865_DN3_SP0_c0.t1
OG0016600	AL6G20570	ESY7_g17975_DN3_SP0_c0.t1
OG0016601	AL6G21790	ESY7_g18144_DN3_SP6_c0.t1
OG0016602	AL6G23450	ESY7_g18377_DN3_SP0_c0.t1
OG0016604	AL6G24520	ESY7_g17684_DN3_SP0_c0.t1
OG0016606	AL8G21670	ESY15_g64478_DN3_SP0_c0.t1
OG0016608	AL7G52450	ESY8_g61145_DN3_SP0_c0.t1, ESY8_g61144_DN3_SP0_c0.t1, ESY19_g41337_DN3_SP0_c0.t1, ESY8_g61114_DN3_SP0_c0.t1
OG0016609	AL5G28470	ESY1_g9333_DN3_SP1_c0.t1
OG0016610	AL1G38410	ESY5_g1706_DN2_SP0_c0.t1
OG0016611	AL8G34300	ESY6_g48559_DN3_SP0_c0.t1
OG0016612	AL8G35940	ESY6_g48731_DN3_SP0_c0.t1
OG0016613	AL6G36340	ESY6_g50029_DN3_SP1_c0.t1
OG0016614	AL8G24440	ESY5_g5094_DN3_SP0_c0.t1, ESY5_g5047_DN3_SP0_c0.t1
OG0016617	AL1G40950	ESY13_g57211_DN3_SP7_c0.t1
OG0016619	AL1G57450, AL1G57440	ESY2_g37568_DN2_SP0_c0.t1
OG0016620	AL1G58990	ESY2_g37308_DN3_SP8_c4.t1
OG0016623	AL8G43300, AL7G31770, AL7G31840	ESY5_g5304_DN3_SP0_c0.t1, ESY5_g5298_DN3_SP0_c0.t1
OG0016627	AL4G15090	ESY8_g59419_DN3_SP0_c0.t1
OG0016629	AL5G17410	ESY21_g55691_DN3_SP4_c0.t1
OG0016630	AL5G26970	ESY1_g8603_DN3_SP7_c0.t1
OG0016631	AL5G30000	ESY1_g9826_DN3_SP0_c0.t1
OG0016632	AL5G30180	ESY17_g39795_DN2_SP0_c0.t1, ESY1_g9847_DN3_SP0_c0.t1
OG0016633	AL5G38740, AL5G30040	ESY4_g26714_DN3_SP0_c0.t1
OG0016635	AL6G48660, AL6G48920	ESY7_g16440_DN3_SP0_c0.t1
OG0016636	nbis-gene-1676	ESY20_g12957_DN3_SP0_c0.t1
OG0016638	AL6G44050, AL7G30410	ESY5_g5002_DN2_SP0_c0.t1
OG0016639	AL9U10090	ESY6_g48245_DN2_SP0_c0.t1
OG0016640	nbis-gene-2199	ESY6_g49400_DN2_SP0_c0.t1
OG0016645	nbis-gene-1866	ESY4_g25659_DN2_SP0_c0.t1
OG0016646	AL8G33050	ESY6_g48383_DN1_SP0_c0.t1
OG0016657	AL7G24380	ESY7_g19031_DN3_SP3_c0.t1
OG0016659	AL7G24140	ESY4_g24006_DN3_SP0_c0.t1
OG0016660	AL7G24110	ESY4_g24008_DN3_SP5_c0.t1
OG0016661	AL7G24060	ESY4_g24018_DN3_SP0_c10.t1
OG0016662	AL7G23710	ESY4_g24193_DN3_SP8_c0.t1
OG0016664	AL7G23240	ESY4_g24304_DN3_SP8_c0.t1
OG0016665	AL7G22450	ESY4_g24418_DN3_SP3_c0.t1
OG0016666	AL7G22210	ESY5_g4655_DN1_SP0_c0.t1
OG0016667	AL7G22110	ESY4_g24504_DN3_SP0_c0.t1
OG0016668	AL7G22100	ESY4_g24505_DN3_SP0_c0.t1
OG0016669	AL7G20770	ESY4_g24860_DN3_SP1_c56.t1
OG0016670	AL7G20720	ESY4_g24871_DN3_SP8_c0.t1
OG0016671	AL7G20120	ESY4_g25020_DN3_SP8_c0.t1
OG0016672	AL7G19370	ESY4_g25222_DN3_SP8_c0.t1
OG0016675	AL7G18070	ESY4_g25868_DN3_SP8_c0.t1
OG0016676	AL7G18000	ESY4_g25862_DN3_SP8_c0.t1
OG0016677	AL7G17950	ESY4_g25855_DN2_SP0_c0.t1
OG0016679	AL7G17100	ESY4_g25722_DN3_SP3_c0.t1
OG0016681	AL7G16450	ESY4_g25556_DN3_SP0_c0.t1
OG0016682	AL1G49340	ESY16_g61988_DN3_SP8_c0.t1
OG0016683	AL1G49640	ESY16_g61924_DN3_SP0_c0.t1
OG0016684	AL1G49580	ESY16_g61908_DN3_SP0_c0.t1
OG0016685	AL1G49560	ESY16_g61906_DN2_SP0_c0.t1
OG0016686	AL1G46400	ESY16_g61741_DN3_SP0_c0.t1
OG0016688	AL7G43950	ESY17_g38948_DN3_SP0_c0.t1
OG0016689	AL1G64980	ESY2_g34279_DN3_SP0_c0.t1
OG0016691	AL1G65890	ESY2_g34221_DN3_SP0_c0.t1
OG0016692	AL1G65970	ESY2_g34210_DN3_SP0_c0.t1
OG0016694	AL2G18130	ESY2_g34112_DN3_SP5_c0.t1
OG0016695	AL2G18470	ESY2_g34101_DN3_SP0_c0.t1
OG0016696	AL2G17770	ESY2_g34086_DN3_SP8_c0.t1
OG0016697	AL2G17540	ESY2_g34075_DN3_SP0_c0.t1
OG0016698	AL2G16640	ESY2_g34019_DN3_SP5_c0.t1
OG0016699	AL2G16270	ESY2_g33988_DN3_SP8_c0.t1
OG0016700	AL2G16260	ESY2_g33987_DN3_SP7_c0.t1
OG0016701	AL2G16230	ESY2_g33983_DN3_SP0_c0.t1
OG0016703	AL2G15370	ESY2_g33903_DN3_SP4_c0.t1
OG0016704	AL2G13850	ESY2_g33754_DN2_SP8_c0.t1
OG0016705	AL5G10830	ESY10_g14563_DN3_SP8_c0.t1
OG0016706	AL5G11010	ESY10_g14528_DN3_SP0_c0.t1
OG0016707	AL5G11180	ESY10_g14502_DN3_SP0_c0.t1
OG0016709	AL5G12860	ESY10_g14292_DN3_SP1_c0.t1
OG0016710	AL5G12870	ESY10_g14291_DN3_SP0_c0.t1
OG0016711	AL5G13290	ESY10_g14194_DN3_SP8_c0.t1
OG0016712	AL5G14010	ESY10_g14092_DN3_SP0_c0.t1
OG0016713	AL5G14420	ESY10_g14024_DN3_SP1_c0.t1
OG0016714	AL5G14720	ESY10_g13982_DN3_SP0_c0.t1
OG0016715	AL5G15250	ESY10_g13916_DN3_SP0_c0.t1
OG0016716	AL5G15520	ESY10_g13839_DN3_SP5_c0.t1
OG0016717	AL5G17090	ESY21_g55764_DN3_SP0_c0.t1
OG0016718	AL5G17430	ESY6_g48992_DN3_SP2_c0.t1
OG0016719	AL5G17590	ESY21_g55553_DN3_SP6_c0.t1
OG0016720	AL5G18090	ESY21_g55409_DN3_SP7_c0.t1
OG0016721	AL5G19330	ESY2_g34579_DN2_SP0_c0.t1
OG0016722	AL3G39010	ESY3_g28163_DN3_SP3_c0.t1
OG0016723	AL5G19490, AL5G19570, AL5G19520	ESY2_g35102_DN3_SP0_c0.t1
OG0016724	AL5G20390	ESY2_g35161_DN2_SP0_c0.t1
OG0016725	AL2G25480	ESY2_g35188_DN3_SP5_c0.t1
OG0016726	AL2G25350	ESY2_g35197_DN3_SP0_c0.t1
OG0016727	AL2G25020	ESY2_g35216_DN3_SP0_c0.t1
OG0016728	AL2G24300	ESY2_g35236_DN3_SP0_c0.t1
OG0016729	AL2G24060	ESY2_g35249_DN3_SP8_c0.t1
OG0016730	AL2G23300	ESY2_g35290_DN3_SP1_c0.t1
OG0016731	AL2G22510	ESY2_g35330_DN3_SP2_c0.t1
OG0016732	AL2G22410, AL2G22440	ESY2_g35333_DN2_SP0_c0.t1
OG0016733	AL2G20240	ESY2_g34373_DN3_SP0_c0.t1
OG0016734	AL2G19700	ESY2_g34363_DN3_SP8_c0.t1
OG0016735	AL2G19620	ESY2_g34355_DN2_SP2_c0.t1
OG0016736	AL2G19180	ESY2_g34330_DN1_SP0_c0.t1
OG0016737	AL1G66620	ESY2_g34179_DN3_SP0_c0.t1
OG0016738	AL1G64750	ESY2_g34294_DN3_SP0_c0.t1
OG0016739	AL2G10060	ESY2_g33246_DN3_SP0_c0.t1
OG0016740	AL1G56680	ESY2_g33248_DN3_SP7_c0.t1
OG0016741	AL2G10420	ESY2_g33283_DN3_SP0_c0.t1
OG0016742	AL2G12860	ESY2_g33606_DN3_SP0_c0.t1
OG0016743	AL2G13010	ESY2_g33625_DN3_SP7_c0.t1
OG0016744	AL2G13530	ESY2_g33686_DN3_SP0_c0.t1
OG0016745	AL2G13620	ESY2_g33704_DN3_SP0_c0.t1
OG0016746	AL2G13580	ESY2_g33693_DN3_SP8_c0.t1
OG0016747	nbis-gene-696	ESY3_g30080_DN3_SP4_c14.t1
OG0016748	AL7G27260	ESY13_g56353_DN1_SP0_c0.t1
OG0016749	AL7G26890	ESY4_g25488_DN2_SP0_c0.t1
OG0016750	AL7G26850	ESY13_g56100_DN3_SP0_c0.t1
OG0016751	nbis-gene-1777	ESY13_g56094_DN3_SP3_c0.t1
OG0016753	AL3G20180	ESY3_g30852_DN3_SP8_c0.t1
OG0016755	AL3G20850	ESY3_g30967_DN3_SP8_c0.t1
OG0016756	AL3G21010	ESY3_g30989_DN3_SP0_c0.t1
OG0016758	AL6G12680	ESY7_g19340_DN2_SP7_c0.t1
OG0016759	AL3G21340	ESY6_g49316_DN3_SP4_c0.t1
OG0016760	AL3G21720	ESY3_g31079_DN3_SP7_c0.t1
OG0016761	AL3G22090	ESY6_g49537_DN3_SP7_c0.t1
OG0016765	AL3G45300	ESY11_g53218_DN3_SP0_c0.t1
OG0016766	AL8G41140	ESY6_g49604_DN3_SP2_c0.t1
OG0016767	AL6G41330	ESY15_g65067_DN3_SP6_c0.t1
OG0016769	AL8G24100	ESY6_g49618_DN3_SP3_c8.t1
OG0016772	AL8G25160	ESY24_g33218_DN3_SP4_c0.t1
OG0016773	AL8G25280	ESY24_g33241_DN3_SP8_c0.t1
OG0016774	AL8G26020	ESY6_g46513_DN3_SP0_c11.t1
OG0016775	AL8G26050	ESY6_g46587_DN3_SP0_c0.t1
OG0016776	AL8G26110	ESY6_g46589_DN3_SP8_c0.t1
OG0016777	AL8G26150	ESY6_g46596_DN3_SP0_c0.t1
OG0016779	AL8G26610	ESY6_g46732_DN3_SP0_c0.t1
OG0016780	nbis-gene-2108	ESY7_g18655_DN1_SP0_c0.t1
OG0016781	AL8G27230	ESY6_g46900_DN3_SP0_c0.t1
OG0016782	AL8G27710	ESY6_g47203_DN3_SP0_c0.t1
OG0016783	AL8G28210	ESY6_g47417_DN3_SP7_c0.t1
OG0016784	AL8G30750	ESY6_g48002_DN3_SP1_c14.t1
OG0016785	AL8G31410	ESY6_g48100_DN2_SP0_c0.t1
OG0016787	AL8G32430	ESY6_g48277_DN3_SP2_c0.t1
OG0016788	AL8G32700	ESY6_g48320_DN3_SP1_c0.t1
OG0016789	AL8G33010	ESY6_g48380_DN3_SP8_c0.t1
OG0016790	AL8G33390	ESY6_g48433_DN3_SP8_c0.t1
OG0016792	AL8G34030	ESY6_g48533_DN3_SP0_c0.t1
OG0016793	AL6G23160	ESY7_g18340_DN3_SP1_c0.t1
OG0016794	AL6G22270	ESY7_g18210_DN3_SP2_c0.t1
OG0016795	AL6G22110	ESY7_g18185_DN3_SP0_c0.t1
OG0016796	AL6G21950	ESY7_g18164_DN3_SP0_c0.t1
OG0016797	AL6G21770	ESY7_g18141_DN3_SP8_c0.t1
OG0016798	AL6G21570	ESY7_g18113_DN3_SP0_c0.t1
OG0016799	AL6G21460	ESY7_g18105_DN3_SP4_c0.t1
OG0016801	AL6G21250	ESY7_g18073_DN3_SP0_c0.t1
OG0016802	AL6G20970	ESY7_g18041_DN3_SP8_c0.t1
OG0016803	AL6G20800	ESY7_g18003_DN3_SP0_c0.t1
OG0016806	AL6G20390	ESY7_g17940_DN3_SP2_c0.t1
OG0016807	AL6G19800	ESY7_g17839_DN3_SP0_c0.t1
OG0016808	AL6G19720	ESY7_g17819_DN3_SP0_c0.t1
OG0016809	AL6G19620	ESY7_g17808_DN3_SP8_c0.t1
OG0016810	AL6G19530	ESY7_g17799_DN3_SP0_c0.t1
OG0016811	AL6G19520	ESY7_g17797_DN2_SP0_c0.t1
OG0016813	AL6G18440	ESY7_g18637_DN2_SP0_c0.t1
OG0016814	AL6G18360	ESY7_g18631_DN3_SP0_c0.t1
OG0016815	AL6G18330	ESY7_g18628_DN3_SP8_c0.t1
OG0016816	AL6G17680	ESY7_g18531_DN3_SP0_c0.t1
OG0016817	AL7G36310	ESY9_g42587_DN3_SP1_c6.t1
OG0016818	AL7G36250	ESY9_g42600_DN3_SP0_c11.t1
OG0016819	AL7G36060	ESY9_g42632_DN3_SP0_c0.t1
OG0016820	AL7G35640	ESY9_g42697_DN2_SP0_c0.t1
OG0016821	AL7G35130	ESY9_g42827_DN3_SP0_c0.t1
OG0016822	AL7G34890	ESY9_g42900_DN3_SP0_c0.t1
OG0016823	AL7G34740	ESY9_g42964_DN3_SP2_c0.t1
OG0016827	AL7G33540	ESY9_g43285_DN3_SP0_c0.t1
OG0016828	AL7G33440	ESY9_g43302_DN3_SP3_c0.t1
OG0016829	AL7G33080	ESY9_g43404_DN3_SP1_c0.t1
OG0016830	AL7G32900	ESY9_g43446_DN3_SP0_c0.t1
OG0016831	AL7G32570	ESY9_g43642_DN3_SP0_c0.t1
OG0016832	AL7G32250	ESY9_g43603_DN3_SP0_c0.t1
OG0016833	nbis-gene-1805	ESY9_g43545_DN1_SP0_c0.t1
OG0016834	AL7G31270	ESY9_g43759_DN3_SP8_c0.t1
OG0016835	AL1G47880	ESY14_g20390_DN3_SP3_c0.t1
OG0016838	AL1G49120	ESY14_g20620_DN3_SP4_c0.t1
OG0016839	AL1G49800	ESY14_g20624_DN3_SP0_c0.t1
OG0016840	AL1G50750	ESY14_g20849_DN3_SP2_c0.t1
OG0016841	AL7G44170	ESY11_g54625_DN1_SP0_c18.t1
OG0016842	AL1G52490	ESY14_g21436_DN3_SP0_c0.t1
OG0016843	AL1G51590	ESY4_g21928_DN3_SP8_c0.t1
OG0016844	AL1G51480	ESY5_g3503_DN3_SP0_c0.t1
OG0016845	AL8G34040	ESY6_g48534_DN3_SP8_c0.t1
OG0016847	AL1G53700	ESY4_g22525_DN3_SP0_c0.t1
OG0016848	AL1G53530	ESY4_g22550_DN3_SP8_c0.t1
OG0016852	AL1G52790	ESY4_g22482_DN3_SP8_c0.t1
OG0016853	AL1G41400	ESY9_g43251_DN3_SP0_c0.t1
OG0016854	AL1G41210	ESY4_g22438_DN3_SP7_c0.t1
OG0016855	AL1G41900	ESY4_g22707_DN3_SP0_c0.t1
OG0016856	AL1G41920	ESY3_g28719_DN3_SP3_c0.t1
OG0016858	AL1G42680	ESY20_g13359_DN3_SP0_c0.t1
OG0016860	AL1G43530	ESY4_g23297_DN3_SP0_c0.t1
OG0016861	AL4G17010	ESY8_g59309_DN3_SP8_c0.t1
OG0016862	AL4G17020	ESY8_g59308_DN2_SP0_c15.t1
OG0016864	AL1G43650	ESY4_g23312_DN3_SP0_c0.t1
OG0016866	AL1G44540	ESY4_g23666_DN3_SP8_c0.t1
OG0016867	AL1G44640	ESY4_g23682_DN3_SP0_c0.t1
OG0016868	AL1G44800	ESY10_g14750_DN3_SP0_c0.t1
OG0016869	AL7G15600	ESY4_g25356_DN3_SP0_c0.t1
OG0016870	AL7G15330	ESY4_g26016_DN3_SP5_c0.t1
OG0016871	AL7G15220	ESY4_g26044_DN3_SP4_c0.t1
OG0016872	AL7G14800	ESY4_g26190_DN3_SP0_c0.t1
OG0016875	AL7G13710	ESY4_g26430_DN3_SP3_c0.t1
OG0016876	AL4G12210	ESY8_g59662_DN3_SP4_c0.t1
OG0016877	AL7G12640	ESY4_g26617_DN3_SP0_c0.t1
OG0016878	AL7G12320	ESY4_g26661_DN3_SP8_c0.t1
OG0016879	AL7G12000	ESY4_g26713_DN1_SP0_c0.t1, ESY4_g26715_DN3_SP1_c0.t1
OG0016880	AL7G11900	ESY4_g26724_DN3_SP6_c0.t1
OG0016881	nbis-gene-1692	ESY4_g26738_DN1_SP0_c0.t1, ESY4_g26737_DN1_SP0_c0.t1
OG0016882	AL7G11580	ESY4_g26750_DN3_SP0_c0.t1
OG0016883	AL7G11110	ESY4_g26823_DN3_SP3_c0.t1
OG0016884	AL7G10920	ESY4_g26846_DN3_SP8_c0.t1
OG0016885	AL7G10680	ESY4_g26877_DN3_SP2_c0.t1
OG0016886	AL7G10590	ESY4_g26898_DN3_SP0_c0.t1, ESY9_g42431_DN3_SP0_c0.t1
OG0016887	AL7G10410	ESY4_g26924_DN3_SP0_c0.t1
OG0016888	AL7G10370	ESY4_g26927_DN3_SP7_c0.t1
OG0016889	AL7G10220	ESY4_g26940_DN3_SP8_c0.t1
OG0016891	AL7G10100	ESY5_g4100_DN3_SP8_c0.t1
OG0016892	AL7G43720	ESY17_g39195_DN3_SP8_c0.t1
OG0016893	AL7G44840	ESY17_g39140_DN3_SP0_c0.t1
OG0016894	AL7G45540	ESY12_g51446_DN2_SP0_c0.t1
OG0016895	AL7G46480	ESY8_g61354_DN3_SP5_c0.t1
OG0016896	AL7G46510	ESY8_g61345_DN3_SP8_c0.t1
OG0016898	AL7G51110	ESY8_g60843_DN3_SP0_c0.t1
OG0016899	AL7G50920	ESY8_g60831_DN3_SP7_c0.t1
OG0016900	AL7G50470	ESY8_g60597_DN3_SP3_c0.t1
OG0016901	AL7G50280	ESY8_g60536_DN3_SP0_c0.t1
OG0016903	AL1G20870	ESY5_g3428_DN3_SP5_c0.t1
OG0016904	AL3G10520	ESY3_g32646_DN3_SP0_c0.t1
OG0016905	AL5G24560	ESY2_g33515_DN3_SP0_c15.t1
OG0016906	AL1G45920	ESY16_g61824_DN2_SP0_c0.t1
OG0016909	AL5G26450	ESY4_g26058_DN3_SP0_c0.t1
OG0016912	AL4G29300	ESY1_g5996_DN3_SP2_c0.t1
OG0016913	AL8G17180	ESY2_g36838_DN3_SP0_c0.t1
OG0016915	AL8G18220	ESY1_g6330_DN3_SP0_c0.t1
OG0016916	AL6G39820	ESY1_g6665_DN3_SP5_c0.t1
OG0016918	AL6G43670	ESY25_g62783_DN3_SP0_c0.t1
OG0016919	AL6G43740	ESY25_g62757_DN3_SP8_c0.t1
OG0016920	AL6G45020	ESY18_g63912_DN3_SP3_c0.t1
OG0016921	AL6G45880	ESY21_g55408_DN3_SP0_c0.t1
OG0016922	AL6G47270	ESY18_g62970_DN3_SP6_c0.t1
OG0016923	AL6G47690	ESY7_g16116_DN3_SP8_c0.t1
OG0016924	AL6G35610, AL6G47770	ESY7_g16127_DN2_SP0_c0.t1
OG0016925	AL6G48550	ESY7_g16419_DN1_SP0_c0.t1
OG0016926	AL6G48770	ESY7_g16456_DN3_SP0_c0.t1
OG0016928	AL1G18760	ESY5_g3128_DN3_SP0_c0.t1
OG0016929	AL8G15280	ESY7_g16600_DN3_SP0_c0.t1
OG0016930	AL8G13040	ESY7_g16814_DN3_SP0_c0.t1
OG0016932	AL7G44050	ESY17_g39035_DN3_SP7_c0.t1
OG0016933	AL8G10390	ESY10_g14772_DN3_SP0_c0.t1
OG0016934	AL8G10330	ESY10_g14761_DN3_SP0_c0.t1
OG0016935	AL8G10790	ESY10_g14844_DN3_SP0_c0.t1
OG0016936	AL8G11090	ESY10_g14744_DN3_SP2_c0.t1
OG0016937	AL7G44390	ESY17_g39865_DN3_SP8_c0.t1
OG0016939	AL7G44370	ESY11_g54858_DN3_SP4_c0.t1
OG0016940	AL7G44140	ESY5_g4861_DN3_SP0_c0.t1
OG0016941	AL3G41970	ESY3_g27279_DN3_SP0_c0.t1
OG0016943	AL7G44300	ESY17_g39821_DN3_SP8_c0.t1
OG0016945	AL7G44540	ESY17_g39834_DN3_SP0_c0.t1
OG0016946	AL7G44010	ESY17_g38901_DN3_SP7_p0.t1
OG0016949	AL7G43140	ESY15_g65671_DN3_SP0_c0.t1
OG0016950	AL7G42820	ESY15_g65880_DN3_SP0_c0.t1
OG0016951	AL7G42330	ESY5_g3271_DN3_SP0_c0.t1
OG0016952	AL7G42200	ESY15_g65510_DN3_SP0_c0.t1
OG0016954	nbis-gene-1860	ESY22_g40907_DN3_SP0_c0.t1
OG0016955	AL7G40960	ESY22_g40909_DN3_SP0_c0.t1
OG0016956	AL7G40890	ESY22_g40974_DN3_SP7_c0.t1
OG0016957	AL7G40590	ESY22_g41062_DN3_SP0_c0.t1
OG0016958	AL7G40100	ESY2_g38856_DN3_SP0_c36.t1
OG0016960	nbis-gene-1934	ESY8_g60517_DN3_SP1_c0.t1
OG0016961	AL8G45550	ESY6_g50751_DN3_SP1_c13.t1
OG0016962	AL7G49360	ESY8_g60293_DN3_SP0_c0.t1
OG0016963	AL7G49080	ESY8_g60244_DN3_SP6_c0.t1
OG0016964	AL7G47950	ESY8_g60079_DN3_SP0_c0.t1
OG0016965	AL7G47840	ESY8_g60070_DN3_SP6_c0.t1
OG0016966	AL7G47770	ESY8_g60060_DN3_SP8_c0.t1
OG0016967	AL7G47520	ESY8_g60035_DN3_SP0_c0.t1
OG0016968	AL7G47380	ESY8_g60017_DN3_SP2_c0.t1
OG0016969	AL7G47370	ESY8_g60016_DN3_SP0_c0.t1
OG0016971	AL4G47700	ESY12_g52331_DN3_SP0_c0.t1
OG0016972	AL4G47680	ESY12_g52326_DN3_SP0_c0.t1
OG0016973	AL4G47420	ESY12_g52296_DN3_SP0_c0.t1
OG0016974	AL4G47100	ESY12_g52236_DN3_SP0_c0.t1
OG0016975	AL4G46970	ESY12_g52218_DN3_SP7_c0.t1
OG0016976	AL4G46390	ESY12_g51595_DN3_SP8_c0.t1
OG0016977	AL4G46310	ESY12_g51608_DN3_SP0_c0.t1
OG0016978	AL4G45990	ESY12_g51667_DN3_SP0_c0.t1
OG0016979	AL4G45510	ESY12_g51729_DN3_SP0_c0.t1
OG0016980	AL4G44650	ESY12_g51885_DN3_SP0_c10.t1
OG0016981	AL4G44090	ESY12_g51984_DN3_SP6_c0.t1
OG0016982	AL4G43790	ESY12_g52031_DN3_SP0_c0.t1
OG0016983	AL4G42970	ESY12_g52128_DN3_SP0_c0.t1
OG0016984	AL4G42860	ESY12_g52142_DN3_SP0_c0.t1
OG0016985	AL4G42770	ESY12_g52153_DN3_SP8_c0.t1
OG0016988	AL4G41840	ESY12_g51505_DN3_SP0_c0.t1
OG0016989	AL4G41470	ESY12_g51564_DN3_SP0_c0.t1
OG0016990	AL4G40220	ESY12_g51252_DN3_SP0_c0.t1
OG0016991	AL4G39650	ESY12_g51160_DN3_SP0_c0.t1
OG0016992	AL4G39520	ESY12_g51144_DN3_SP0_c0.t1
OG0016993	AL6G10320	ESY7_g19628_DN3_SP0_c0.t1
OG0016994	AL6G10330	ESY7_g19629_DN3_SP0_c0.t1
OG0016996	AL6G10600	ESY7_g19608_DN3_SP4_c0.t1
OG0016997	nbis-gene-1433	ESY7_g19601_DN3_SP0_c0.t1
OG0016998	AL6G10720	ESY7_g19599_DN3_SP0_c0.t1
OG0016999	AL6G10750	ESY7_g19597_DN3_SP0_c0.t1
OG0017000	AL6G10990	ESY7_g19572_DN2_SP0_c0.t1
OG0017001	AL6G11020	ESY7_g19568_DN3_SP0_c0.t1
OG0017002	AL6G11280	ESY7_g19535_DN3_SP0_c0.t1
OG0017003	AL6G11420	ESY7_g19524_DN3_SP0_c0.t1
OG0017004	AL6G11430	ESY7_g19523_DN3_SP0_c0.t1
OG0017005	AL6G11630	ESY7_g19493_DN3_SP1_c0.t1
OG0017006	AL6G12040	ESY7_g19434_DN3_SP6_c0.t1
OG0017007	AL6G12790	ESY7_g19312_DN3_SP0_c0.t1
OG0017008	AL6G13670	ESY7_g19173_DN3_SP0_c0.t1
OG0017009	AL6G31150	ESY6_g49859_DN3_SP3_c0.t1
OG0017010	AL6G31770	ESY6_g49234_DN3_SP4_c0.t1
OG0017011	AL6G31920	ESY6_g49216_DN1_SP0_c0.t1
OG0017012	AL6G31850	ESY6_g49222_DN3_SP1_c0.t1
OG0017013	AL6G32510	ESY6_g49151_DN3_SP0_c0.t1
OG0017014	AL6G32640	ESY6_g49135_DN3_SP8_c0.t1
OG0017015	AL6G33360	ESY6_g49034_DN3_SP0_c0.t1
OG0017017	AL6G33920	ESY6_g48991_DN3_SP8_c15.t1
OG0017019	AL8G36010	ESY6_g48737_DN3_SP2_c0.t1
OG0017021	AL8G40730	ESY6_g48989_DN3_SP0_c0.t1
OG0017023	AL8G41270	ESY6_g50737_DN3_SP0_c0.t1
OG0017024	AL8G41360	ESY6_g50727_DN3_SP0_c0.t1
