Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0012865	AL7G18970	Np005G262830
OG0012866	AL7G19030	Np005G269900
OG0012867	AL7G18490	Np005G263190
OG0012868	AL7G18050	Np005G263630
OG0012869	AL7G18080	Np005G263590
OG0012870	AL7G18110	Np005G263570
OG0012871	AL7G18040	Np005G263640
OG0012872	AL7G17960	Np005G263720
OG0012873	nbis-gene-1721	Np005G263830
OG0012875	AL7G17500	Np005G264130
OG0012876	AL7G17000	Np005G264550
OG0012877	AL7G17370	Np005G264240
OG0012878	AL7G16960	Np005G264600
OG0012879	AL7G16390	Np005G265440
OG0012880	AL7G16380	Np005G265450
OG0012881	AL7G16140	Np005G265760
OG0012882	AL7G14950	Np005G267700
OG0012883	AL7G16070	Np005G265990
OG0012884	AL3G42460	Np007G388900
OG0012885	AL1G45430	Np004G214970
OG0012886	AL1G45450	Np004G215050
OG0012887	AL1G49720	Np004G215580
OG0012889	AL1G46570	Np004G205150
OG0012890	AL1G46600	Np004G205210
OG0012891	AL1G46840	Np004G205480
OG0012892	AL7G37960	Np005G298410
OG0012893	AL7G38170	Np005G299350
OG0012894	AL7G38260, AL7G38210	Np005G299420
OG0012895	AL7G38270	Np005G299430
OG0012896	AL7G38470	Np005G299680
OG0012897	AL7G38570	Np005G300070
OG0012898	AL7G38670	Np005G300240
OG0012899	AL1G64900	Np002G103460
OG0012900	AL1G65000	Np006G354530, Np006G348540
OG0012901	AL1G65040	Np002G104130
OG0012902	AL1G65300	Np002G106250, Np005G264940
OG0012903	AL1G65430	Np002G106490
OG0012904	AL1G65580	Np002G107280
OG0012905	AL1G65600	Np002G107070
OG0012906	AL1G65930	Np002G107710
OG0012907	AL1G65980	Np002G107970
OG0012908	AL1G66120	Np002G108270
OG0012909	AL1G67520	Np002G112220
OG0012910	AL3G45510	Np002G112180
OG0012911	AL2G18210	Np002G113190
OG0012912	AL2G17880	Np002G113470
OG0012913	AL2G17740	Np002G113840
OG0012914	AL2G17550	Np002G114140
OG0012915	AL2G17110	Np002G114730
OG0012916	AL2G17200	Np002G114640
OG0012917	AL2G16930	Np002G114950
OG0012919	AL2G16200	Np002G116090
OG0012920	AL2G16040	Np002G116220
OG0012921	AL2G16000	Np002G116350
OG0012922	AL2G15760	Np002G116640
OG0012923	AL2G15950	Np002G116430
OG0012924	AL2G15610	Np002G116950
OG0012925	AL2G15290	Np002G117360
OG0012927	AL2G15270	Np002G117390
OG0012928	AL1G22100	Np004G247490
OG0012929	AL2G15140	Np002G117700
OG0012930	AL2G15070	Np002G117770
OG0012931	AL2G14200	Np002G118850
OG0012932	AL5G10090	Np001G029780
OG0012933	AL5G10140	Np001G028180
OG0012934	AL5G10160	Np001G028160
OG0012935	AL5G10280	Np001G027890
OG0012936	AL5G10680	Np001G027070
OG0012937	AL5G10730	Np001G026960
OG0012938	AL5G10750	Np001G026940
OG0012939	AL5G10870	Np001G026650
OG0012940	AL5G11030	Np001G026380
OG0012941	AL5G11170	Np001G026270
OG0012942	AL5G11640	Np001G025510
OG0012943	AL5G11840	Np001G025310
OG0012944	AL5G12590	Np001G024990
OG0012945	AL5G12630	Np001G024960
OG0012946	AL1G25820	Np004G242850
OG0012947	AL5G13000	Np001G024750
OG0012948	AL5G13450	Np001G024230
OG0012949	AL5G13700	Np001G023910
OG0012950	AL5G14030	Np001G023730
OG0012951	AL5G14550	Np001G023260
OG0012952	AL5G14630	Np001G023110
OG0012953	AL5G14830	Np001G022970
OG0012954	nbis-gene-1209	Np001G022920
OG0012955	AL5G15150	Np001G022600
OG0012956	AL5G15320	Np001G022460
OG0012957	AL5G15390	Np001G022380
OG0012958	AL5G15580	Np001G022210
OG0012959	AL5G15600	Np001G022060
OG0012960	AL5G15990	Np001G021720
OG0012961	AL5G16030	Np001G021670
OG0012962	AL5G16250	Np001G021370
OG0012963	AL5G16260	Np001G021360
OG0012964	AL5G16290	Np001G021330
OG0012965	AL5G16540	Np001G020990
OG0012966	AL7G49050	Np005G318160
OG0012967	AL5G16880	Np001G020770
OG0012968	AL5G17210	Np001G020440
OG0012969	AL5G17220	Np001G020430
OG0012970	AL5G17420	Np001G020240
OG0012971	AL5G17700	Np001G020040
OG0012972	AL5G18270	Np001G019710
OG0012973	AL5G18300	Np001G019700
OG0012974	AL5G18340	Np001G019640
OG0012975	AL5G36280	Np001G019460
OG0012976	AL5G19030	Np001G019070
OG0012977	AL5G19100	Np001G018990
OG0012978	AL5G20090	Np001G018500
OG0012979	AL5G20360	Np001G018480
OG0012980	AL7G52030	Np005G313600
OG0012981	AL2G25690	Np002G092730
OG0012982	AL2G25680	Np003G150910
OG0012983	AL2G25410	Np002G093420
OG0012984	AL2G25390	Np002G093440
OG0012985	AL2G25140	Np005G313120, Np002G093770
OG0012986	AL2G24910	Np002G094270
OG0012987	AL2G23990	Np002G095780
OG0012988	AL2G23800	Np002G095990
OG0012989	AL2G23780	Np002G096030
OG0012990	AL2G22530	Np002G097780
OG0012991	AL2G22160	Np002G098500
OG0012992	AL2G22040	Np002G098690
OG0012993	AL2G21140	Np002G098810
OG0012994	AL2G20230	Np002G099550
OG0012995	AL1G64630	Np005G309850
OG0012996	AL1G64700	Np004G196980
OG0012997	AL1G64680	Np007G384720
OG0012998	AL2G10090, AL1G56690	Np002G124780
OG0012999	AL2G10210	Np002G124560
OG0013000	AL2G10620	Np002G124080
OG0013001	AL2G10630, nbis-gene-740, AL7G13070	Np002G124040
OG0013002	AL2G10790	Np002G123890
OG0013003	AL2G10800	Np002G123880
OG0013004	AL2G10940	Np002G123810
OG0013005	AL2G10980	Np002G123730
OG0013006	AL2G11000	Np002G123690
OG0013007	AL2G11010	Np002G123680
OG0013008	AL2G11020	Np002G123670
OG0013009	AL2G11120	Np002G123490
OG0013010	AL2G11360	Np002G123170, Np003G180990
OG0013011	AL2G11540	Np002G122870
OG0013012	AL2G11700	Np002G122660
OG0013013	AL2G11800	Np002G122450
OG0013015	AL1G24230, AL1G24400	Np004G244830
OG0013016	nbis-gene-379	Np002G121420
OG0013017	AL2G12660	Np002G121240
OG0013018	AL2G13030	Np002G120780
OG0013019	AL2G13060	Np002G120750
OG0013020	AL2G13440	Np002G119980
OG0013021	AL2G13500	Np004G245920
OG0013022	AL2G13540	Np002G119890
OG0013023	AL2G13550	Np002G119880
OG0013024	AL7G27210	Np005G280150
OG0013025	AL7G27010	Np005G279880
OG0013026	AL7G26960	Np005G279830
OG0013027	AL7G26920	Np005G279770
OG0013028	AL7G26800	Np005G279650
OG0013029	AL7G45460	Np005G310960
OG0013030	AL4G39280	Np006G330470
OG0013031	AL4G39140	Np006G330590
OG0013032	AL4G38980	Np006G330730
OG0013033	AL4G39000	Np006G330710
OG0013034	AL4G38810	Np006G330930
OG0013035	AL4G38510	Np006G331250
OG0013036	AL4G38420	Np006G331410
OG0013037	AL3G20060	Np007G413840, Np007G412300, Np007G413870
OG0013038	AL3G20330	Np007G413650
OG0013039	AL3G20390	Np007G413610, Np007G413590
OG0013040	AL3G20860	Np007G413200, Np007G413160
OG0013041	AL3G20870	Np007G413150
OG0013042	AL3G21180	Np007G412720
OG0013043	AL3G21300	Np007G412590
OG0013044	AL7G28900	Np005G282480
OG0013045	AL3G21410	Np007G412490, Np006G331290
OG0013046	AL3G21480	Np007G412200
OG0013048	AL3G21510	Np007G412160
OG0013049	AL3G21760	Np007G411900
OG0013050	AL3G21790	Np007G411880
OG0013051	AL6G31170	Np003G147740
OG0013052	AL3G22100	Np007G411490
OG0013053	AL3G22120	Np007G411470
OG0013054	AL3G22160	Np007G411420
OG0013055	AL3G22360	Np007G411180
OG0013057	AL3G22740	Np007G410640
OG0013058	AL3G23110	Np007G410230
OG0013059	AL3G23140	Np007G410180
OG0013060	AL3G23620	Np007G409440
OG0013061	AL3G23630	Np007G409430
OG0013062	AL3G23710	Np007G409370
OG0013063	AL3G23750	Np007G409330
OG0013064	AL6G33390	Np006G348190, Np006G354730
OG0013066	AL7G24580	Np005G276930
OG0013067	AL4G35740	Np006G335390
OG0013068	AL8G23790	Np003G174750
OG0013069	AL8G23810	Np001G050780
OG0013070	AL8G23820	Np003G174730
OG0013071	AL8G23880	Np003G174480
OG0013072	AL8G23940	Np003G174270
OG0013073	AL8G10070, AL8G24090	Np003G173910
OG0013074	AL8G24140	Np003G173780
OG0013075	AL8G24180	Np003G173730
OG0013076	AL8G24320	Np003G173180
OG0013077	AL8G24360	Np003G173090
OG0013078	AL8G36770	Np003G172870
OG0013079	AL8G24900	Np003G172110
OG0013080	AL3G41110	Np007G387880
OG0013081	AL8G25320	Np003G169880
OG0013082	AL8G25420	Np003G184380
OG0013083	AL8G25500	Np003G184440
OG0013084	AL8G25850	Np002G097310, Np001G035540
OG0013085	AL8G25930	Np004G203580
OG0013086	AL8G26070	Np003G167700
OG0013087	AL8G26230	Np003G152990
OG0013088	nbis-gene-2097	Np003G167000
OG0013089	AL8G26600	Np003G166440
OG0013090	AL8G26680, AL271U10020	Np003G166090
OG0013092	AL8G27460	Np003G164670
OG0013093	AL8G28180	Np003G163820
OG0013094	AL7G24900	Np005G277280
OG0013095	AL8G29210	Np003G162200
OG0013096	AL8G29200	Np003G162190
OG0013097	AL8G29160	Np003G162140
OG0013098	AL8G29110	Np003G162010
OG0013099	AL8G29040	Np003G161970
OG0013100	AL8G29030	Np003G161960
OG0013101	AL8G28980	Np003G161780
OG0013102	AL8G29540	Np003G162460
OG0013103	AL8G29620	Np003G162520
OG0013104	AL8G29890	Np003G163090
OG0013105	AL3G45150	Np007G380020
OG0013106	AL8G30220	Np003G161180
OG0013107	AL8G30290	Np003G161030
OG0013108	AL8G30300	Np003G161020
OG0013109	AL8G30310	Np003G161010
OG0013110	AL8G30340	Np003G160950
OG0013111	AL8G30350	Np003G160940
OG0013112	nbis-gene-2138	Np003G160710
OG0013113	AL8G30770	Np003G160370
OG0013114	AL7G26080	Np005G278800
OG0013115	AL8G30800	Np003G160330
OG0013116	AL8G31030	Np003G159620
OG0013117	AL8G31220	Np003G159350
OG0013118	AL8G31320	Np003G159240
OG0013119	AL8G31510	Np003G158620
OG0013120	AL8G31730, AL8G31680, AL2G23000	Np003G158330
OG0013121	AL8G31790	Np003G158270
OG0013122	AL8G31950	Np003G158010
OG0013123	AL8G32180	Np003G157620
OG0013124	AL8G33070	Np003G156380
OG0013125	AL8G33200	Np003G156240
OG0013126	AL8G33220	Np003G156220
OG0013127	AL8G33310	Np003G156080
OG0013128	AL8G33320	Np003G156070
OG0013129	AL8G33510, AL8G33450	Np003G155910
OG0013130	AL8G33810	Np003G155340
OG0013131	AL8G33920	Np003G155200
OG0013132	AL8G34180	Np003G154970
OG0013133	AL8G34210	Np003G154930
OG0013134	AL6G41220	Np005G296060
OG0013135	AL6G34360	Np001G010240
OG0013136	AL8G19850	Np001G018240
OG0013137	AL6G23930	Np003G140040
OG0013138	AL6G23880	Np003G139990
OG0013139	AL6G23850	Np003G139970
OG0013140	AL6G23560	Np003G139640
OG0013141	AL6G23410	Np003G139530
OG0013142	AL6G23360	Np003G139350
OG0013143	AL6G23120	Np003G139160
OG0013144	AL6G23100	Np003G139140
OG0013145	AL6G23010	Np003G139060
OG0013147	AL6G22930	Np003G139000
OG0013148	AL6G22590	Np003G138530
OG0013150	AL6G22400	Np003G138370
OG0013151	AL6G22360	Np003G138320
OG0013152	AL6G22330	Np003G138290
OG0013153	AL6G22190	Np003G138140
OG0013154	AL6G22030	Np003G137960
OG0013155	AL6G22020	Np003G137950, Np003G137970
OG0013156	AL6G21910	Np003G137860
OG0013157	AL6G21900	Np003G137850
OG0013158	AL6G21430	Np003G137230
OG0013159	AL6G21410	Np003G137210
OG0013160	AL6G20680	Np003G136480
OG0013161	AL6G20230	Np003G136040
OG0013162	AL6G20190	Np003G136000
OG0013163	AL6G19870	Np003G135700
OG0013164	AL6G19790	Np003G135500
OG0013165	AL6G19770	Np003G135480
OG0013166	AL6G19690	Np003G135400
OG0013167	AL6G19490	Np003G133960, Np003G135250
OG0013168	AL6G19470	Np003G135230, Np003G134520
OG0013169	AL6G19440	Np003G135210
OG0013170	AL6G19380	Np003G135150
OG0013171	AL6G18910	Np003G134810
OG0013172	AL6G34650	Np001G010500
OG0013173	AL6G18720	Np003G134550
OG0013174	AL6G18490	Np003G134290
OG0013175	AL6G18480	Np003G134280
OG0013176	AL6G18150	Np003G133820
OG0013177	AL6G18100	Np003G133750
OG0013178	AL6G18080	Np003G133730
OG0013179	AL6G17530	Np003G133210
OG0013180	AL8G38870	Np001G007870
OG0013181	AL6G17370	Np003G132930
OG0013182	AL7G37340	Np005G295500
OG0013183	AL7G37080	Np005G294540
OG0013184	AL7G36960	Np005G293990
OG0013185	AL7G36840	Np005G293640
OG0013186	AL7G36830	Np005G293630
OG0013188	AL7G36170	Np005G292160
OG0013189	nbis-gene-1819	Np005G292110
OG0013190	AL7G36120	Np005G292080
OG0013191	AL8G12560	Np001G036380
OG0013192	AL7G35740	Np005G291470
OG0013193	AL7G35620	Np005G291210
OG0013194	AL7G35510	Np005G291050
OG0013195	AL7G35470	Np005G291010
OG0013196	AL7G35420	Np005G290840
OG0013197	AL7G35250	Np005G290630
OG0013198	AL7G35120	Np005G290420
OG0013199	AL7G35050	Np005G290390
OG0013200	AL7G35040	Np005G290380
OG0013201	AL7G34790	Np005G290060
OG0013202	AL7G33760	Np005G288650
OG0013203	AL5G39000	Np001G062080, Np001G058290
OG0013204	AL7G33710	Np005G288640
OG0013205	AL7G13400	Np005G269320
OG0013206	AL7G33390	Np005G288130
OG0013207	AL7G32820	Np005G287660
OG0013208	AL7G32700	Np005G287990
OG0013210	AL7G31690	Np005G286160
OG0013211	AL7G31440	Np005G285770
OG0013212	AL2G29120	Np002G086300
OG0013213	nbis-gene-1797	Np005G285460
OG0013214	AL7G30930	Np005G284950
OG0013216	AL7G29630	Np005G283280
OG0013217	AL7G29560	Np005G283210
OG0013218	AL7G29450	Np005G283100
OG0013219	AL7G29440	Np005G283080
OG0013220	AL7G29180	Np005G282810
OG0013221	AL1G47150	Np004G205770
OG0013223	AL1G47740	Np004G206310
OG0013224	AL1G47790	Np004G206340
OG0013225	AL6G31630	Np003G148310
OG0013226	AL7G27430	Np005G280340
OG0013227	AL6G17250	Np003G132830
OG0013228	AL1G48260	Np004G206910
OG0013229	AL1G48620	Np004G208470
OG0013230	AL1G48650	Np004G208510
OG0013231	nbis-gene-210	Np004G208650
OG0013232	AL1G48940	Np004G208760
OG0013234	AL1G49920	Np004G204200, Np004G203990
OG0013235	AL1G50090	Np004G220170, Np004G203940, Np004G204230
OG0013236	AL1G50380	Np004G204520
OG0013237	AL1G50510	Np004G204570
OG0013238	AL1G51080	Np004G204910
OG0013239	AL1G52450	Np004G202490
OG0013240	AL3G20100	Np007G412380, Np007G413810
OG0013241	AL1G45120	Np004G214700
OG0013242	AL1G51660	Np004G203290
OG0013243	AL1G52700	Np004G201970
OG0013244	nbis-gene-1235	Np001G025600
OG0013245	AL1G54050	Np004G200470
OG0013246	AL1G53760	Np004G200710
OG0013247	AL1G51420	Np004G203740
OG0013248	AL1G51380	Np004G203760
OG0013249	AL1G51370	Np004G203770
OG0013250	AL1G52800	Np004G201920
OG0013251	AL1G53240	Np004G201360
OG0013252	AL1G41360	Np004G210640
OG0013253	AL1G41330	Np004G210620
OG0013254	AL4G33820, AL1G41670	Np004G210960
OG0013255	AL1G41740	Np004G211020
OG0013256	AL1G41770	Np004G211040
OG0013257	AL1G42150	Np004G211510
OG0013258	AL1G42300	Np004G211640
OG0013259	AL1G42760	Np004G211810
OG0013260	AL1G42820	Np004G211910
OG0013261	AL3G40170	Np007G387300
OG0013262	AL1G42980	Np004G212110
OG0013263	AL1G43200	Np004G212470
OG0013264	AL1G43660	Np004G213060
OG0013265	AL1G44240	Np004G213590
OG0013266	AL7G15760	Np005G266390
OG0013267	AL7G15730	Np005G266460
OG0013268	AL7G15490	Np005G267060
OG0013269	AL7G15170	Np005G267450
OG0013270	AL7G15140	Np005G267480
OG0013271	AL7G15080	Np005G267530
OG0013272	AL3G50850	Np007G375340
OG0013273	AL7G14840	Np005G267860
OG0013274	AL7G14690	Np005G268030
OG0013275	AL7G14680	Np005G268040
OG0013276	AL7G14650	Np005G268070
OG0013277	AL7G14600	Np002G090740
OG0013278	AL7G14540	Np005G268180
OG0013279	AL7G14420	Np005G268290
OG0013280	AL7G14360	Np005G268330
OG0013281	AL7G13990	Np003G141320, Np007G390780
OG0013282	AL7G13790	Np005G268790
OG0013283	AL7G13780	Np005G268820
OG0013285	AL7G13350	Np005G269350
OG0013286	AL7G12770	Np005G262740
OG0013287	AL5G34360	Np001G056270
OG0013288	AL7G12400	Np005G262360
OG0013289	AL7G12370	Np005G262350
OG0013290	AL7G12330	Np005G262310
OG0013291	AL7G12110	Np005G262080
OG0013292	AL7G12090	Np005G262070
OG0013293	AL7G12080	Np005G262060
OG0013294	AL1G41220	Np004G210510
OG0013295	AL7G12040	Np005G262040
OG0013296	AL7G11470	Np005G261630
OG0013297	AL7G11460	Np005G261620
OG0013298	AL7G11450	Np005G261600
OG0013299	AL7G11260	Np005G261360
OG0013300	AL7G11200	Np005G261290
OG0013301	AL7G11060	Np005G261150
OG0013302	AL7G10670	Np005G260640
OG0013303	AL7G10600	Np005G260570
OG0013304	AL7G10550	Np005G260520
OG0013305	AL7G10360	Np005G260310
OG0013306	AL7G10160	Np005G260080
OG0013307	AL7G10240	Np005G260160
OG0013308	AL7G10280	Np005G260210
OG0013309	AL7G10110	Np005G260040
OG0013310	AL4G10960	Np006G370140
OG0013311	AL7G44890	Np005G310650
OG0013312	AL7G45260	Np005G310880
OG0013313	AL7G45430	Np005G310940
OG0013314	AL7G45580	Np005G311110
OG0013315	AL7G45670	Np005G311330
OG0013316	AL7G46260	Np005G312040
OG0013318	AL7G46400	Np005G312330
OG0013319	AL7G46500	Np005G312410
OG0013320	AL7G46550	Np005G312430
OG0013321	AL7G46750	Np005G312600
OG0013322	AL7G52610	Np005G313210
OG0013323	AL7G52230	Np005G313430
OG0013324	AL7G52120	Np005G313480
OG0013325	AL7G51930	Np005G313750
OG0013326	AL7G51910	Np005G313840
OG0013327	AL7G51900	Np005G313850
OG0013328	AL7G51520	Np005G314420
OG0013329	AL7G51250	Np005G314890
OG0013330	AL7G50600	Np005G315880
OG0013331	AL7G50410	Np005G316000
OG0013332	AL7G50400	Np005G316010
OG0013333	AL6G30180	Np003G146670
OG0013334	AL1G45860	Np004G216890
OG0013335	AL5G24570	Np001G045600
OG0013336	AL6G45670	Np003G180330
OG0013337	AL8G21880	Np001G017150
OG0013338	AL4G31470	Np006G340610
OG0013339	AL4G31430	Np006G340660
OG0013340	AL4G31220	Np006G340800
OG0013341	AL6G43340	Np003G177380
OG0013342	AL6G43160	Np003G177060
OG0013343	AL6G42910	Np003G176390
OG0013344	AL6G42880, nbis-gene-987	Np003G176370
OG0013345	AL6G42870	Np003G176360
OG0013346	AL6G41450	Np003G176300
OG0013347	AL6G41470	Np003G176270
OG0013348	AL6G31360	Np003G147910
OG0013349	AL6G42430	Np003G175830
OG0013350	AL3G50940	Np007G375190
OG0013351	AL1G51220	Np004G205000
OG0013352	AL6G41980	Np003G175370
OG0013353	AL6G42020	Np003G175380
OG0013354	AL6G42070	Np003G175410
OG0013355	AL4G30090	Np006G342700
OG0013356	AL4G29290	Np006G343910
OG0013357	AL4G29280	Np006G343980
OG0013358	AL4G29250	Np006G344020
OG0013359	AL4G31500	Np006G340590
OG0013360	AL8G17240	Np001G041610
OG0013361	AL8G17420	Np001G041680
OG0013362	AL8G17490	Np001G041740
OG0013363	AL8G17550	Np001G041820
OG0013364	AL8G17750	Np001G041900
OG0013365	AL8G17930	Np001G042050
OG0013366	AL1G53030	Np004G201760
OG0013367	AL8G18350	Np001G042300
OG0013368	AL8G18520	Np001G042390
OG0013369	AL1G55100	Np004G199440
OG0013370	AL8G18620	Np001G042510
OG0013371	AL8G18860	Np001G042610
OG0013372	AL6G36700	Np006G334060
OG0013373	AL8G19090	Np001G042750
OG0013374	AL8G19150	Np001G042800
OG0013375	AL8G16360	Np001G040780
OG0013376	AL8G19250	Np001G042830
OG0013377	AL4G35020	Np006G336150
OG0013378	AL8G19280	Np001G042840
OG0013379	AL2G11620	Np001G042860
OG0013380	AL8G19490	Np001G044450
OG0013381	AL6G34260	Np001G010070
OG0013382	AL4G31810	Np006G340070
OG0013383	AL6G43590	Np003G177540
OG0013384	AL6G43680	Np003G177790
OG0013385	nbis-gene-1618	Np003G177850
OG0013386	AL6G43870	Np003G177940
OG0013387	AL6G43940	Np003G178000
OG0013388	AL1G47820	Np004G206370
OG0013389	AL6G44130	Np003G178260
OG0013390	AL6G45070	Np003G179740
OG0013391	AL6G45270	Np003G179970
OG0013392	AL6G45680	Np003G180340
OG0013393	AL6G45730	Np003G180370
OG0013394	AL6G45860	Np003G180530
OG0013395	AL6G45890	Np003G180560
OG0013396	AL6G46090	Np003G180890
OG0013397	AL6G46280	Np003G181180
OG0013398	AL6G46330	Np003G181280
OG0013399	AL6G46560	Np003G181500
OG0013400	AL6G46790	Np003G181670
OG0013401	AL6G47090	Np003G182080
OG0013402	AL6G47800	Np003G183120
OG0013403	AL6G47860	Np003G183220
OG0013404	AL6G48450	Np003G183920
OG0013405	AL6G48510	Np003G183980
OG0013406	AL6G48700	Np003G184640
OG0013407	AL6G48520	Np003G184000
OG0013408	AL8G15690	Np001G040010
OG0013409	AL8G15520	Np001G039880
OG0013410	AL8G14860	Np001G039200
OG0013411	AL8G14780	Np001G039080
OG0013412	AL8G14720	Np001G038820
OG0013413	AL8G13940	Np001G037470
OG0013414	AL8G13530	Np001G037700
OG0013415	AL8G13520	Np001G037690
OG0013416	AL8G13490	Np001G037510
OG0013417	AL8G13160, AL8G13180	Np001G037120
OG0013418	AL8G13100	Np001G037050
OG0013419	AL8G12990	Np001G036950
OG0013420	AL8G12950	Np001G036910
OG0013421	AL8G12880, AL8G12910	Np001G036800
OG0013422	AL8G12810	Np001G036750
OG0013423	AL8G12450	Np001G036580
OG0013424	AL8G12020	Np001G035370
OG0013425	AL6G31460	Np003G148160
OG0013428	AL7G43940	Np005G309640
OG0013429	AL3G42510	Np007G388950
OG0013430	AL9U12150	Np005G307410
OG0013431	AL9U11890	Np005G307440
OG0013432	AL3G41670	Np007G388140
OG0013433	AL9U11680, AL2G23760	Np005G307550
OG0013434	AL3G40820	Np007G387800
OG0013435	AL9U10700	Np005G308460
OG0013436	AL3G39950	Np007G387010
OG0013437	AL7G42940	Np005G307180
OG0013438	AL7G42760	Np005G307010
OG0013439	AL7G42470	Np005G306410
OG0013440	AL7G42320	Np005G306230
OG0013441	AL7G42190	Np005G306030
OG0013442	AL6G45200	Np003G179890
OG0013443	AL7G41830	Np005G305390
OG0013445	AL7G41010	Np005G304040
OG0013446	AL7G40860	Np005G303820
OG0013447	AL7G40800	Np005G303700
OG0013448	AL7G40630	Np005G303580
OG0013449	AL7G40600	Np005G303550
OG0013450	AL7G40000	Np005G302790
OG0013451	AL7G39970	Np005G302760
OG0013452	AL7G50110	Np005G316440
OG0013453	AL7G49850	Np005G316720
OG0013454	AL7G49610	Np005G317330
OG0013455	AL7G49170	Np005G318060
OG0013456	AL7G48360, AL7G48290	Np005G318940
OG0013457	AL7G47960	Np005G319460
OG0013458	AL7G47290	Np005G320140
OG0013459	AL7G47170	Np005G320220
OG0013460	AL7G47040	Np005G320290
OG0013461	AL4G47610	Np006G320580
OG0013462	AL4G47410	Np006G320800
OG0013463	AL4G47360	Np006G320860
OG0013464	AL4G47270	Np006G320960
OG0013465	AL4G47250	Np006G321730, Np006G320980
OG0013466	AL4G47150	Np006G321090
OG0013467	AL4G47070	Np006G321190
OG0013468	AL4G46880	Np006G321470
OG0013469	AL4G46510	Np006G321950
OG0013470	AL4G46500	Np006G322010
OG0013471	AL4G46420	Np006G322100
OG0013472	AL4G46400	Np006G322160, Np006G322130
OG0013473	AL4G46000	Np006G322650
OG0013474	AL4G45730	Np006G322900
OG0013475	AL4G45680	Np006G322970
OG0013476	AL4G45640	Np006G323010
OG0013477	AL4G45620	Np006G323030
OG0013478	AL4G45550	Np006G323060
OG0013479	AL4G45330	Np006G323270
OG0013480	AL4G45220	Np006G323390
OG0013481	AL4G45190	Np006G323410
OG0013482	AL4G45080	Np006G323570
OG0013483	AL4G45060	Np006G323600
OG0013484	AL4G44770	Np004G218750, Np006G324050
OG0013485	AL4G44420	Np006G324500
OG0013486	AL4G43780	Np006G325350
OG0013487	AL5G42450	Np001G065720
OG0013488	AL4G43710	Np006G325410, Np006G325400
OG0013489	AL4G43640	Np006G325460
OG0013490	AL4G43520	Np006G325610
OG0013491	AL4G43430	Np006G325720
OG0013492	AL4G43400	Np006G325740
OG0013493	AL4G43270	Np006G329930, Np006G325790
OG0013494	AL4G42900	Np006G326080
OG0013495	AL4G42740	Np006G326360
OG0013496	AL4G42550	Np006G326550
OG0013497	AL4G42340	Np006G326800
OG0013498	AL4G42140	Np006G327020
OG0013499	AL4G41990	Np006G327140
OG0013500	AL4G41910	Np006G327240
OG0013501	AL4G41670	Np006G327590
OG0013502	AL4G41610	Np006G327660
OG0013503	AL4G41580	Np006G327740
OG0013504	AL4G41260	Np006G328110
OG0013505	AL5G40260	Np001G063380
OG0013506	AL4G40480	Np006G328970
OG0013507	AL4G40580	Np006G328850
OG0013508	AL4G40010	Np006G329790
OG0013509	AL4G40000	Np006G329800
OG0013510	AL6G10780	Np003G125550
OG0013511	AL6G10870	Np003G125670
OG0013512	AL6G11040, AL6G14050	Np003G125820
OG0013513	AL6G11160	Np003G126070
OG0013514	AL6G11210	Np003G126110
OG0013516	AL6G11390	Np003G126290, Np003G126270
OG0013517	AL6G11470	Np003G126420
OG0013518	AL6G11530	Np003G126470
OG0013519	AL6G11860	Np003G126830
OG0013520	AL6G12100	Np003G127030
OG0013521	AL6G12090	Np003G127020
OG0013522	AL6G12810	Np003G127670
OG0013523	AL6G12840	Np003G127690, Np007G395640
OG0013524	AL6G13040	Np003G127970
OG0013525	AL6G13150	Np003G128070
OG0013526	AL6G13160	Np003G128080
OG0013527	AL6G13250	Np003G128160
OG0013528	AL6G13390	Np003G128270
OG0013529	AL6G13580	Np003G128460
OG0013530	AL6G13590	Np003G128480
OG0013531	AL6G13760	Np003G128620
OG0013532	AL6G13810	Np003G128680
OG0013533	AL6G13840	Np003G128720
OG0013534	AL6G13860	Np003G128750
OG0013535	AL6G13880	Np003G128770
OG0013536	nbis-gene-1455	Np003G128780
OG0013537	AL6G31500	Np003G148200
OG0013539	AL6G31130	Np003G147700
OG0013540	AL6G32120	Np003G148840
OG0013541	AL6G32130	Np003G148850
OG0013542	AL6G32590	Np003G149420
OG0013543	AL6G32910	Np003G149870
OG0013544	AL6G32980	Np003G149960
OG0013545	AL6G33000	Np003G149990
OG0013546	AL6G33110	Np003G150150
OG0013547	AL6G33930	Np003G150950
OG0013548	AL6G33940	Np003G150960
OG0013549	AL6G33990	Np003G151040
OG0013550	nbis-gene-2190	Np003G151420
OG0013551	AL8G37320	Np003G151440
OG0013552	AL8G37310	Np003G151450
OG0013553	AL8G37220	Np003G151620
OG0013554	AL8G37130	Np003G151730
OG0013556	AL8G35980	Np003G152940
OG0013557	AL8G35910	Np003G153050
OG0013560	AL5G26320	Np001G046880
OG0013561	AL8G40290	Np001G006230
OG0013562	AL8G40370	Np001G006120
OG0013563	AL8G40620	Np001G005800
OG0013564	AL8G40760	Np001G005630
OG0013565	AL8G40990	Np001G005400
OG0013566	AL8G41250	Np001G005140
OG0013567	AL8G41310	Np001G005080
OG0013568	AL535U10010, AL8G41380	Np001G004930
OG0013569	AL8G41460	Np001G004830
OG0013570	AL8G41600, AL8G41570	Np001G004750
