Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0017378	AL2G37660	Cg007G278100
OG0017379	AL2G37560	Cg007G278000
OG0017380	AL2G37180	Cg007G277650
OG0017381	AL2G36880	Cg007G277350
OG0017382	AL2G36770	Cg007G277270
OG0017384	AL2G36280	Cg007G276850
OG0017385	AL2G35870	Cg007G276450
OG0017386	AL2G35780	Cg007G276350
OG0017387	AL1G32460	Cg006G226290
OG0017388	AL2G34880	Cg007G275460
OG0017389	AL2G34560	Cg007G275150
OG0017390	AL2G34200	Cg007G274790
OG0017391	AL6G30900	Cg008G299890
OG0017394	AL2G33550	Cg007G274180
OG0017395	AL2G33460	Cg007G274080
OG0017396	AL2G33190	Cg007G273840
OG0017397	AL2G33090	Cg007G273770
OG0017398	AL2G32940	Cg007G273610
OG0017399	AL2G32750	Cg007G273440
OG0017400	AL2G32250	Cg007G273050
OG0017401	AL2G38950	Cg007G279210
OG0017402	AL2G39200	Cg007G279450
OG0017403	AL2G39590	Cg007G279830
OG0017404	AL2G40100	Cg007G280140
OG0017405	AL2G40180	Cg006G203170
OG0017406	AL2G40400	Cg007G280350
OG0017407	AL2G40500	Cg007G280460
OG0017408	AL2G40580	Cg007G280530
OG0017409	AL2G41380	Cg007G281380
OG0017410	AL2G41540	Cg007G281540
OG0017411	AL2G41700	Cg007G281700
OG0017413	AL2G41730	Cg007G281830
OG0017415	AL3G24910	Cg004G128990
OG0017416	AL3G25150	Cg004G129170
OG0017417	AL3G25470	Cg004G129420
OG0017418	AL3G25740	Cg004G129590
OG0017419	AL3G25860	Cg004G129680
OG0017420	AL3G26900	Cg004G130690
OG0017421	AL3G26910	Cg004G130700
OG0017422	AL3G27390	Cg004G131190
OG0017423	AL3G27530	Cg004G131300
OG0017424	AL3G27550	Cg004G131450
OG0017425	AL3G27840	Cg004G131700
OG0017426	AL3G28270	Cg004G132040
OG0017427	AL3G29030	Cg004G132670
OG0017428	AL3G29290	Cg004G132890
OG0017429	AL3G29710	Cg004G133240
OG0017430	AL3G31060	Cg004G134460
OG0017431	AL3G31730	Cg004G135100
OG0017432	nbis-gene-729	Cg004G135120
OG0017433	AL3G32360	Cg004G135670
OG0017435	AL3G33060	Cg004G136380
OG0017437	AL3G33160	Cg004G136470
OG0017438	AL3G33190	Cg004G136520
OG0017439	AL3G33200	Cg004G136530
OG0017440	AL3G35640	Cg004G138570
OG0017441	AL3G35360	Cg004G138310
OG0017443	AL3G35740	Cg004G138650
OG0017444	AL3G35750	Cg004G138660
OG0017445	AL3G36760	Cg004G139680
OG0017446	AL130U10020	Cg003G098120
OG0017447	AL3G37050	Cg004G139930
OG0017448	AL3G37870	Cg004G140630
OG0017449	AL3G38580	Cg004G141310
OG0017450	AL3G39970	Cg004G142350
OG0017451	AL3G39980	Cg004G142360
OG0017452	AL3G40440	Cg004G142650
OG0017453	AL3G40620	Cg004G142780
OG0017454	AL4G17260	Cg001G033790
OG0017455	AL3G42770	Cg004G144990
OG0017456	AL3G44100	Cg004G146630
OG0017457	AL3G45230	Cg004G147600
OG0017458	AL3G45460	Cg004G147920
OG0017459	AL3G43560	Cg004G146100
OG0017460	AL3G45550	Cg004G148010
OG0017461	AL3G45910	Cg004G148340
OG0017463	AL3G52570	Cg004G152150
OG0017464	AL3G50070	Cg004G153080
OG0017465	AL3G50300	Cg004G153440
OG0017467	AL3G50820	Cg004G153910
OG0017468	AL3G51740	Cg004G154630
OG0017469	AL3G53100	Cg004G155030
OG0017471	AL3G47990	Cg004G156430
OG0017472	AL3G53280	Cg004G156700
OG0017473	AL3G53360	Cg004G156750
OG0017474	AL7G24200	Cg001G012180
OG0017475	AL3G53920	Cg004G157220
OG0017476	AL3G53900	Cg004G157200
OG0017477	AL3G53850	Cg004G157150
OG0017479	AL3G54160	Cg004G157360
OG0017480	AL1G64510	Cg006G194090
OG0017481	AL1G64000	Cg006G194450
OG0017482	AL1G63800	Cg006G194590
OG0017483	AL1G63630	Cg006G194700
OG0017484	AL1G63310	Cg006G194980
OG0017485	AL1G63210	Cg006G195070
OG0017486	AL1G63150	Cg006G195100
OG0017487	AL1G63140	Cg006G195110
OG0017488	AL1G62930	Cg006G195290
OG0017489	AL1G62630	Cg006G195660
OG0017490	AL1G62350	Cg006G195910
OG0017491	AL1G61470	Cg006G196600
OG0017492	AL1G61450	Cg006G196620
OG0017493	AL1G60900	Cg006G197160
OG0017494	AL1G60810	Cg006G197230
OG0017495	AL1G58290	Cg006G199150
OG0017496	AL1G58240	Cg006G199200
OG0017497	nbis-gene-272	Cg006G199470
OG0017498	AL1G57530	Cg006G199700
OG0017499	AL1G55800	Cg006G200690
OG0017500	AL1G55680	Cg006G200790
OG0017501	AL1G55660	Cg006G200810
OG0017502	AL1G55320	Cg006G201190
OG0017503	AL6G50210	Cg003G078850, Cg014G330680
OG0017504	AL1G54950	Cg006G201530
OG0017505	AL7G38750	Cg001G024950
OG0017506	AL7G38800	Cg001G025000
OG0017507	AL7G39510	Cg001G025540
OG0017508	AL7G39670	Cg001G025650
OG0017510	AL1G44410	Cg006G215990
OG0017511	AL4G30480	Cg005G172110
OG0017513	AL5G32730	Cg002G054630
OG0017514	AL5G32750	Cg002G054610
OG0017516	AL5G33570	Cg002G053930
OG0017518	AL5G33810	Cg002G053660
OG0017519	AL5G34670	Cg002G052830
OG0017520	AL5G34740	Cg002G052780
OG0017521	AL5G34750	Cg002G052770
OG0017522	AL5G34820	Cg002G052710
OG0017523	AL5G35030	Cg002G052530
OG0017524	AL5G35490	Cg002G052140
OG0017526	AL5G35320	Cg002G052270
OG0017527	AL5G36050	Cg002G051600
OG0017528	AL5G36160	Cg002G051470
OG0017529	AL5G36200	Cg002G051430
OG0017530	AL5G36490	Cg002G051160
OG0017531	AL5G36610	Cg002G051000
OG0017532	AL5G36630	Cg002G050980
OG0017534	AL5G37200	Cg002G050420
OG0017535	AL5G37110	Cg002G050550
OG0017536	AL5G37380	Cg002G050240
OG0017537	AL5G37680	Cg002G049950
OG0017539	AL5G38860	Cg002G048970
OG0017540	AL5G39100	Cg002G048790
OG0017541	AL5G40410	Cg002G047700
OG0017542	AL5G40590	Cg002G047540
OG0017543	AL5G40910	Cg002G047420
OG0017544	nbis-gene-608, AL5G41940	Cg002G046740
OG0017545	AL5G41970	Cg002G046720
OG0017546	AL5G42660	Cg002G046190
OG0017547	nbis-gene-1354	Cg002G054820
OG0017548	AL5G43080	Cg002G045840
OG0017549	AL5G43130	Cg002G045810
OG0017550	AL5G44370	Cg002G044870
OG0017551	AL5G44940	Cg002G044420
OG0017552	AL5G45390	Cg002G044060
OG0017553	AL5G45480	Cg002G043960
OG0017554	AL5G46200	Cg002G043370
OG0017555	AL5G46300	Cg002G043280
OG0017556	AL5G43230	Cg002G045710
OG0017557	AL1G64250	Cg006G194310
OG0017558	AL1G61210	Cg006G196830
OG0017559	AL1G60930	Cg006G197120
OG0017560	AL1G59320	Cg006G198320
OG0017562	AL7G39460	Cg001G025490
OG0017564	AL5G27120	Cg002G059200
OG0017565	nbis-gene-1336	Cg002G057020
OG0017566	AL5G32980	Cg002G054450
OG0017567	AL5G33290, AL5G32740	Cg002G054620
OG0017568	AL5G31980	Cg002G055320
OG0017569	AL5G33860	Cg002G053630
OG0017570	nbis-gene-1357	Cg002G053560
OG0017570	AL5G33930	Cg002G053590, Cg002G053580
OG0017571	AL7G51070, nbis-gene-1936, AL7G50960, AL7G50310	Cg001G040320
OG0017572	AL5G35440	Cg002G052180
OG0017573	AL5G35470	Cg002G052160
OG0017574	AL5G35540	Cg002G052090
OG0017575	AL5G36350	Cg002G051280
OG0017576	AL5G36850	Cg002G050760
OG0017577	AL5G37280	Cg002G050330
OG0017578	AL5G37590	Cg002G050040
OG0017579	AL5G40320	Cg002G047790
OG0017580	AL5G45840	Cg002G043660
OG0017581	AL8G45540	Cg003G115810
OG0017583	AL8G44240	Cg001G034530
OG0017584	AL1G55010	Cg007G273630
OG0017586	AL6G47340	Cg003G081220
OG0017587	AL6G46250	Cg003G082080
OG0017588	AL4G30880	Cg005G171750
OG0017589	AL4G31910	Cg005G170750
OG0017590	AL4G35570	Cg005G168010
OG0017591	AL4G36140	Cg005G167430
OG0017592	AL4G37450	Cg005G166330
OG0017593	AL4G39130	Cg005G164870
OG0017596	AL4G40400	Cg005G163940
OG0017597	AL4G41210	Cg005G163340
OG0017599	AL2G39610	Cg007G279840
OG0017600	AL2G38090	Cg007G278510
OG0017601	AL2G36300	Cg007G276870
OG0017602	AL2G34870	Cg007G275450
OG0017604	AL2G32730	Cg007G273420
OG0017605	AL7G24540	Cg001G012600
OG0017606	AL7G24480	Cg001G012540
OG0017607	AL7G22070	Cg001G010400
OG0017608	AL7G21450	Cg001G009820
OG0017609	AL7G20380	Cg001G008900
OG0017610	AL7G18180	Cg001G006990
OG0017611	AL7G18270	Cg001G007060
OG0017612	AL7G16590	Cg001G005610
OG0017614	AL1G10670	Cg006G244950
OG0017616	AL1G13590	Cg006G242470
OG0017617	AL1G15600	Cg006G240610
OG0017618	AL1G16810	Cg006G239430
OG0017619	AL1G16940	Cg006G239320
OG0017620	AL1G18580	Cg006G237880
OG0017621	AL1G18680	Cg006G237760
OG0017622	AL1G22830	Cg006G234240
OG0017623	AL1G26010	Cg006G231850
OG0017624	AL1G26240	Cg006G231570
OG0017625	AL1G27520	Cg006G230430
OG0017627	AL1G32530	Cg006G226220
OG0017628	AL1G35980	Cg006G223500
OG0017629	AL1G36630	Cg006G222830
OG0017630	AL2G30670	Cg007G271610
OG0017631	AL2G29930	Cg007G270960
OG0017632	AL2G29180	Cg007G270370
OG0017633	AL2G28660	Cg007G269880
OG0017634	AL2G28130	Cg007G269370
OG0017635	nbis-gene-563	Cg007G268470
OG0017636	AL1G65720	Cg007G254910
OG0017637	AL1G66670	Cg007G253330
OG0017638	AL2G15820	Cg007G249770
OG0017639	AL2G13400	Cg007G247870
OG0017641	AL2G10860	Cg007G246140
OG0017642	AL3G47945	Cg004G156500
OG0017643	AL3G52530	Cg004G152140
OG0017644	AL7G32540	Cg001G019510
OG0017645	AL3G38000	Cg004G140830
OG0017646	AL7G25210, AL7G25190	Cg001G013130
OG0017647	AL3G31950	Cg004G135300
OG0017648	AL3G28230	Cg004G132000
OG0017650	AL3G24430	Cg004G128480
OG0017651	AL3G22780	Cg004G127000
OG0017652	AL3G21210	Cg004G125570
OG0017653	AL3G19660	Cg004G124310
OG0017654	AL3G16990	Cg004G122050
OG0017655	AL7G43850	Cg001G033110
OG0017656	AL3G14610	Cg004G120210
OG0017657	AL3G10910	Cg004G116770
OG0017658	AL6G12240	Cg008G283710
OG0017659	AL6G16030	Cg008G286880
OG0017660	AL7G27020	Cg001G014760
OG0017661	AL6G16710	Cg008G287440
OG0017664	AL6G17360	Cg008G287970
OG0017665	AL4G40350	Cg013G330140
OG0017666	AL6G53290	Cg003G076120
OG0017667	AL4G14740	Cg005G190270
OG0017668	AL7G31030	Cg001G018410
OG0017669	AL7G31530	Cg001G018800
OG0017670	AL7G32940	Cg001G019850
OG0017671	AL7G32760	Cg001G019680
OG0017672	AL1G44530	Cg006G215930
OG0017673	AL1G42040	Cg006G218160
OG0017674	AL1G41320	Cg006G218860
OG0017675	AL1G53280	Cg006G203310
OG0017676	AL1G52650	Cg006G204230
OG0017677	AL1G53470	Cg006G202990
OG0017678	AL7G27920	Cg001G015580
OG0017679	AL4G27220	Cg005G174770
OG0017680	AL5G39390	Cg002G048540
OG0017681	AL4G25670	Cg005G175950
OG0017682	AL4G23180, AL228U10010	Cg005G178500
OG0017683	AL4G22870	Cg005G178770
OG0017684	AL4G21340	Cg005G181060
OG0017685	nbis-gene-1493	Cg008G289500
OG0017686	AL6G20430	Cg008G290390
OG0017687	AL6G22410	Cg008G292130
OG0017688	AL8G22620	Cg008G310670, Cg008G309030
OG0017689	AL7G39980	Cg001G025920
OG0017690	AL7G49630	Cg001G040880
OG0017691	AL7G48250	Cg001G042090
OG0017692	AL5G14220	Cg002G073080
OG0017693	AL8G31460	Cg003G103190
OG0017694	AL8G35460	Cg003G106700
OG0017695	AL8G35800	Cg003G107010
OG0017696	AL6G34010	Cg008G302620
OG0017699	AL6G38150	Cg008G305890
OG0017700	AL8G40400	Cg003G111150
OG0017701	AL8G42770	Cg003G113220
OG0017703	AL1G18810	Cg006G237640
OG0017710	AL2G38530	Cg007G278840
OG0017711	AL3G21440	Cg004G125730
OG0017716	AL4G31960	Cg005G170710
OG0017717	AL5G22500	Cg002G063590
OG0017718	AL5G34780	Cg002G052750
OG0017720	AL6G21100	Cg008G291020
OG0017721	AL6G36430	Cg008G304440
OG0017723	AL7G28750	Cg001G016440
OG0017727	AL7G38000	Cg001G024410
OG0017728	AL7G52780	Cg001G037710
OG0017730	AL9U11930	Cg025G336090, Cg025G336120
OG0017751	nbis-gene-1766	Cg001G011840
OG0017752	AL7G23820	Cg001G011810
OG0017753	AL7G22660	Cg001G010940
OG0017754	AL7G20920	Cg004G133920, Cg001G009360
OG0017755	AL7G20130	Cg001G008660
OG0017756	AL7G19610	Cg001G008260
OG0017758	AL1G58720	Cg006G198770
OG0017759	AL7G16370	Cg001G005410
OG0017760	AL7G16080	Cg001G005080
OG0017761	AL7G18650	Cg001G007300
OG0017762	AL1G46430	Cg006G213810
OG0017763	AL1G46610	Cg006G213570
OG0017764	AL1G46760	Cg006G213410
OG0017765	AL7G37590	Cg001G023860
OG0017766	AL1G64970	Cg007G257320
OG0017767	AL1G66130	Cg007G254180
OG0017768	AL2G16690	Cg007G250910
OG0017769	AL2G16620	Cg007G250840
OG0017770	AL2G15990	Cg007G250340
OG0017771	AL2G14180	Cg007G248650
OG0017772	AL5G10150	Cg002G075670
OG0017773	AL5G10220	Cg002G075600
OG0017774	AL5G10290	Cg002G075550
OG0017775	AL5G10390	Cg002G075490
OG0017776	AL5G10510	Cg002G075350
OG0017777	AL5G10840	Cg002G075090
OG0017778	AL5G12600	Cg002G074170
OG0017779	AL5G12760	Cg002G074090
OG0017781	AL5G13090, AL5G13130	Cg002G073790
OG0017783	AL5G15650	Cg002G071860
OG0017784	AL5G16520	Cg002G071110
OG0017785	AL5G16550	Cg002G071080
OG0017786	AL5G17350	Cg002G068480
OG0017787	AL5G18260	Cg002G069360
OG0017788	AL5G19140	Cg002G068030
OG0017789	AL2G24080	Cg007G265520
OG0017790	AL5G11050	Cg002G074910
OG0017791	AL2G23290	Cg007G264760
OG0017794	nbis-gene-2139	Cg003G102270
OG0017795	AL2G10510	Cg007G245930
OG0017796	nbis-gene-371	Cg007G246960
OG0017797	AL3G20960	Cg004G125340
OG0017798	AL7G24890	Cg001G012880
OG0017799	AL3G23330	Cg004G127550
OG0017800	AL6G41770	Cg003G088330
OG0017801	AL8G24300	Cg016G334190
OG0017802	AL8G25170	Cg003G097380
OG0017803	AL8G25860	Cg003G098080
OG0017804	AL8G27240	Cg003G099500
OG0017805	AL8G27310	Cg003G099560
OG0017806	AL7G35500	Cg001G021980
OG0017808	AL8G28950	Cg003G100900
OG0017809	AL8G33090	Cg003G104760
OG0017810	AL8G33720	Cg003G105270
OG0017811	AL6G23890	Cg008G293430
OG0017812	AL6G23630	Cg008G293160
OG0017814	AL6G20750	Cg008G290660
OG0017815	AL6G20420	Cg008G290380
OG0017816	nbis-gene-1494	Cg008G289740
OG0017817	nbis-gene-1490	Cg008G289390
OG0017818	AL6G18930	Cg008G289340
OG0017820	AL6G18380	Cg008G288840
OG0017821	AL6G17800	Cg008G288330
OG0017823	AL7G36930	Cg001G023300
OG0017824	AL7G36610	Cg001G023000
OG0017825	AL3G37990	Cg004G140820
OG0017826	AL7G35380	Cg001G021880
OG0017827	AL7G34670	Cg001G021270
OG0017828	AL7G32800	Cg001G019720
OG0017829	AL7G31010	Cg001G018390
OG0017830	AL731U10010, AL4G30690	Cg005G171890
OG0017831	AL7G29760	Cg001G017290
OG0017832	AL1G47830	Cg006G212080
OG0017833	AL1G49860	Cg006G209970, Cg006G209990
OG0017834	AL1G49940	Cg006G209770
OG0017835	AL1G51060	Cg006G207930
OG0017836	AL1G51200	Cg006G208310
OG0017837	AL1G52300	Cg006G204730
OG0017838	AL1G52080	Cg006G205200
OG0017839	AL1G51770	Cg006G206390
OG0017840	AL1G42310	Cg006G217910
OG0017841	AL1G43850	Cg006G216440
OG0017842	AL1G43910	Cg006G216370
OG0017844	AL1G44610	Cg006G215860
OG0017847	AL7G13750	Cg001G003040
OG0017848	AL7G13650	Cg001G002940
OG0017849	nbis-gene-1704	Cg001G002820
OG0017850	AL7G13310	Cg001G002710
OG0017851	AL7G12900	Cg001G002420
OG0017852	AL7G12630	Cg001G002110
OG0017853	AL7G12220, nbis-gene-1697	Cg001G001770
OG0017854	AL7G11570	Cg001G001380
OG0017855	AL7G46310	Cg001G036340
OG0017856	AL7G46490	Cg001G036650
OG0017857	AL7G52130	Cg001G038100
OG0017858	AL7G50720	Cg001G039700
OG0017859	AL4G30970	Cg005G171650
OG0017860	AL4G31210	Cg005G171420
OG0017861	AL6G42810	Cg003G085770
OG0017862	AL6G42650	Cg003G086360
OG0017863	AL4G30350	Cg005G172220
OG0017864	AL4G29350	Cg005G172970
OG0017866	AL8G18910	Cg008G316500
OG0017867	AL8G19060	Cg008G316600
OG0017868	AL6G43720	Cg003G084860
OG0017869	AL6G44080	Cg003G084010
OG0017870	AL6G44090	Cg003G084000
OG0017871	AL6G44730	Cg003G083450
OG0017872	AL6G45000	Cg003G083140
OG0017873	AL6G45040	Cg003G083100
OG0017874	AL6G45750	Cg003G082460
OG0017875	AL6G46720	Cg003G081770
OG0017876	AL6G47500	Cg003G081130
OG0017877	AL8G14090	Cg008G321890
OG0017878	AL8G13130	Cg008G322660
OG0017879	AL8G12770	Cg008G322990
OG0017880	AL8G12080	Cg008G323700
OG0017881	AL8G11730	Cg008G324070
OG0017882	AL8G11630	Cg008G324250
OG0017883	AL8G11350	Cg008G324480
OG0017884	AL7G44400	Cg001G033330
OG0017885	AL8G11100	Cg008G325380
OG0017886	AL1G40510	Cg006G219510
OG0017888	AL7G44720	Cg001G034010
OG0017889	AL9U12140	Cg001G032170
OG0017890	AL9U11560	Cg001G031210
OG0017891	AL9U11380	Cg001G031050
OG0017892	AL9U11220	Cg001G030870
OG0017893	AL9U10680	Cg001G030080
OG0017894	AL7G42990	Cg001G029270
OG0017895	nbis-gene-1874	Cg001G028750
OG0017896	AL7G42380	Cg001G028400
OG0017897	AL7G42350	Cg001G028390
OG0017898	AL7G42040	Cg001G027970
OG0017900	AL7G41620	Cg001G027490
OG0017901	nbis-gene-1851	Cg001G025870
OG0017902	AL5G40040	Cg002G047990
OG0017903	AL7G49320	Cg001G041180
OG0017904	AL7G48480	Cg001G041880
OG0017906	AL4G46350	Cg005G158810
OG0017907	AL4G45970	Cg005G159160
OG0017908	AL4G44620	Cg005G160350
OG0017909	AL4G44490	Cg005G160460
OG0017911	AL4G43190	Cg005G161590
OG0017912	AL4G41750	Cg005G162770
OG0017913	AL4G41620	Cg005G162910
OG0017914	AL4G41560	Cg005G162960
OG0017915	AL4G41410	Cg005G163130
OG0017916	AL4G40420	Cg005G163920
OG0017917	AL4G40600	Cg005G163770
OG0017918	AL6G10360	Cg008G282190
OG0017919	AL6G10380	Cg008G282210
OG0017920	AL6G10390	Cg008G282220
OG0017921	AL6G10530	Cg008G282360
OG0017922	AL6G11000	Cg008G282700
OG0017923	AL5G42650	Cg002G046200
OG0017925	AL6G31180	Cg008G300180
OG0017926	AL6G32270	Cg008G301150
OG0017928	AL8G36100	Cg003G107240
OG0017930	AL8G41850	Cg003G112390
OG0017931	AL8G42160	Cg003G112650
OG0017932	AL8G45030	Cg003G115330
OG0017934	AL8G45300	Cg003G115600
OG0017935	AL8G45490	Cg003G115760
OG0017936	AL6G53480	Cg003G075940
OG0017937	AL6G53470	Cg003G075950
OG0017938	AL6G53300	Cg003G076100
OG0017940	AL6G52180	Cg003G076890, Cg014G332710
OG0017941	AL6G52230	Cg014G332660, Cg003G076940
OG0017942	AL6G52000	Cg014G331640, Cg003G078050
OG0017943	AL6G50710	Cg003G078400, Cg014G331220
OG0017945	AL4G27090	Cg005G174880
OG0017946	AL4G24710	Cg005G176990
OG0017947	AL4G24470	Cg005G177220
OG0017949	AL4G20840	Cg005G181950
OG0017950	AL1G60550	Cg006G197400
OG0017951	AL4G19110	Cg005G185340
OG0017952	AL4G17470	Cg005G187080
OG0017953	AL3G10680	Cg004G116580
OG0017954	AL3G10600	Cg004G116480
OG0017955	AL3G17280	Cg004G122280
OG0017956	AL3G10420	Cg004G116310
OG0017957	AL3G10100	Cg004G116050
OG0017958	AL3G10060	Cg004G116000
OG0017959	AL6G10030	Cg008G281870
OG0017960	AL3G19530	Cg004G124220
OG0017961	AL6G10090	Cg008G281940
OG0017962	AL6G10180	Cg008G282030
OG0017963	AL7G25890	Cg001G013750
OG0017965	AL7G26060	Cg001G013900
OG0017966	AL3G12280	Cg004G118030
OG0017967	AL3G12940	Cg004G118500
OG0017970	AL3G13340	Cg004G119260
OG0017971	nbis-gene-1602, AL3G13360	Cg004G119300
OG0017972	AL3G14550	Cg004G120150
OG0017973	AL3G14630	Cg004G120230
OG0017974	AL3G14880	Cg004G120430
OG0017975	AL8G21050	Cg008G312590
OG0017977	nbis-gene-664	Cg004G121130
OG0017978	AL3G16260	Cg004G121420
OG0017979	AL3G16480	Cg004G121580
OG0017980	AL3G17300	Cg004G122300
OG0017981	AL3G18850	Cg004G123610
OG0017982	AL3G18980	Cg004G123730
OG0017984	nbis-gene-678	Cg004G124440
OG0017985	nbis-gene-680	Cg004G124450
OG0017986	AL4G36710	Cg005G166910
OG0017987	AL4G32400	Cg005G170280
OG0017988	nbis-gene-1084	Cg005G170210
OG0017989	AL4G32500	Cg005G170190
OG0017990	AL4G33690	Cg005G169190
OG0017991	AL4G35100	Cg005G168290
OG0017994	AL1G27630	Cg006G230330
OG0017995	AL1G27670	Cg006G230300
OG0017996	AL1G29090	Cg006G229020
OG0017997	AL1G29980	Cg006G228330
OG0017998	AL1G30710	Cg006G227730
OG0017999	AL1G31000	Cg006G227480
OG0018000	AL1G31600	Cg006G226980
OG0018001	AL1G33000	Cg006G225780
OG0018002	AL1G33070	Cg006G225730
OG0018003	AL1G33080	Cg006G225720
OG0018004	AL1G33130	Cg006G225680
OG0018006	AL1G35990	Cg006G223490
OG0018007	AL8G20620	Cg008G313380
OG0018008	AL1G36370	Cg006G223110
OG0018009	AL1G36870	Cg006G222650
OG0018010	AL1G37460	Cg006G222150
OG0018011	AL1G38450	Cg006G221420
OG0018012	AL1G39240	Cg006G220750
OG0018013	AL1G39970	Cg006G220060
OG0018014	AL1G40630	Cg006G219400
OG0018015	AL7G28760	Cg001G016450
OG0018017	AL7G27740	Cg001G015410
OG0018018	AL4G16190	Cg005G188960
OG0018019	AL4G16100	Cg005G188980
OG0018020	AL4G15780	Cg005G189200
OG0018021	AL4G14680	Cg005G190240
OG0018022	AL4G14260	Cg005G190520
OG0018023	AL4G13990	Cg005G190790
OG0018024	AL4G13610	Cg005G191130
OG0018025	AL4G13520	Cg005G191190
OG0018026	AL4G13190	Cg005G191450
OG0018027	AL4G12220	Cg005G192060
OG0018028	AL4G11870	Cg005G192590
OG0018029	AL4G10590	Cg005G193470
OG0018030	AL1G24950	Cg006G232660
OG0018031	AL1G22370	Cg006G234660
OG0018032	AL1G21450	Cg006G235390
OG0018033	AL1G20170	Cg006G236430
OG0018034	AL1G19370	Cg006G237100
OG0018035	AL1G17960	Cg006G238310
OG0018037	AL1G16080	Cg006G240070
OG0018038	AL1G16000	Cg006G240150
OG0018039	AL1G15490	Cg006G240720
OG0018040	AL1G15300	Cg006G240850
OG0018041	AL1G14640	Cg006G241460
OG0018042	AL1G14560	Cg006G241550
OG0018043	AL1G13730	Cg006G242330
OG0018044	AL1G13710	Cg006G242350
OG0018045	AL1G13050	Cg006G242880
OG0018046	AL1G12170	Cg006G243610
OG0018047	AL1G11260	Cg006G244430
OG0018048	AL1G10980	Cg006G244660
OG0018049	AL1G10370	Cg006G245200
OG0018050	AL1G10360	Cg006G245210
OG0018051	AL1G10310	Cg006G245250
OG0018053	AL6G24830	Cg008G294320
OG0018054	AL6G25420	Cg008G294860
OG0018055	AL6G25770	Cg008G295200
OG0018056	AL6G26170	Cg008G295590
OG0018057	AL6G28810	Cg008G298020
OG0018058	AL6G29300	Cg008G298440
OG0018059	AL6G29520	Cg008G298640
OG0018060	AL6G30300	Cg008G299330
OG0018061	AL6G38740	Cg008G306420
OG0018064	AL6G40660	Cg008G307640
OG0018065	AL8G22370	Cg008G310790, Cg008G309120
OG0018066	AL6G24270	Cg008G293790
OG0018067	AL8G20390	Cg008G313360
OG0018068	AL6G16190	Cg008G287000
OG0018069	AL6G15760	Cg008G286650
OG0018071	AL6G14440	Cg008G285610
OG0018074	AL8G38020	Cg003G109070
OG0018075	AL8G38070	Cg003G109120
OG0018076	AL8G38220	Cg003G109250
OG0018077	AL8G38240	Cg003G109270
OG0018078	AL8G38590	Cg003G109570
OG0018079	AL8G34890	Cg003G106210
OG0018080	AL5G29700	Cg002G057090
OG0018081	AL5G28570	Cg002G057850
OG0018082	AL5G28450	Cg002G057970
OG0018083	AL5G25920	Cg002G060180
OG0018084	AL5G21770	Cg002G064390
OG0018085	AL5G21340	Cg002G064740
OG0018086	AL1G36640	Cg006G222820
OG0018088	AL5G20800	Cg004G143150, Cg002G066790
OG0018090	AL2G27740	Cg007G269020
OG0018091	AL2G27910	Cg007G269180
OG0018093	AL2G28370	Cg007G269670
OG0018094	AL2G30830	Cg007G271740
OG0018096	AL2G37520	Cg007G277970
OG0018097	AL2G37380	Cg007G277870
OG0018098	AL2G37300	Cg007G277790
OG0018099	AL2G36480	Cg007G277030
OG0018100	AL2G35810	Cg007G276380
OG0018101	nbis-gene-604	Cg007G275760
OG0018102	AL2G35080	Cg007G275660
OG0018103	AL2G35040	Cg007G275620
OG0018104	AL2G34610	Cg007G275200
OG0018105	AL2G34590	Cg007G275180
OG0018106	AL2G34490	Cg007G275070
OG0018108	AL2G32790	Cg007G273480
OG0018109	AL4G47710	Cg005G157510
OG0018110	AL2G32290	Cg007G273100
OG0018111	nbis-gene-620	Cg007G279890
OG0018112	nbis-gene-622	Cg007G279970
OG0018113	nbis-gene-623	Cg007G280070
OG0018114	AL2G41680	Cg007G281680
OG0018115	AL3G24450	Cg004G128500
OG0018117	AL3G24930	Cg004G129010
OG0018119	AL3G25070	Cg004G129100
OG0018121	AL3G25810	Cg004G129650
OG0018122	AL3G27480	Cg004G131270
OG0018123	AL3G27810	Cg004G131670
OG0018124	AL3G31190	Cg004G134590
OG0018126	AL3G36340	Cg004G139280
OG0018127	AL3G36510	Cg004G139490
OG0018128	AL3G37390	Cg004G140260
OG0018129	AL3G38850	Cg004G141530
OG0018130	AL3G38940	Cg004G141560
OG0018132	AL3G41930	Cg004G143510
OG0018133	AL3G42490	Cg004G144740
OG0018134	AL3G45270	Cg004G147710
OG0018135	AL3G44840	Cg004G147260
OG0018136	AL3G43590	Cg004G146140
OG0018137	AL3G43580	Cg004G146120
OG0018139	AL3G45540	Cg004G148000
OG0018140	AL3G46770	Cg004G150460, Cg004G149410
OG0018141	AL3G47400	Cg004G151300
OG0018143	AL3G49200	Cg004G152440
OG0018144	AL3G50480	Cg004G153590
OG0018145	AL3G51870	Cg004G154710
OG0018146	AL3G49000	Cg008G317910
OG0018147	AL3G53720	Cg004G157030
OG0018148	AL3G53800	Cg004G157090
OG0018151	AL1G60340	Cg006G197510
OG0018152	AL1G60010	Cg006G197790
OG0018153	AL1G55850, AL8G35280	Cg006G200680
OG0018154	AL1G56050	Cg006G200460
OG0018155	AL1G55130	Cg006G201400
