Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0013423	AL8G12450	CARHR175870
OG0013424	AL8G12020	CARHR175380
OG0013425	AL6G31460	CARHR192920
OG0013426	AL8G10660	CARHR174000
OG0013427	AL8G10670	CARHR174030
OG0013428	AL7G43940	CARHR217160
OG0013429	AL3G42510	CARHR102900
OG0013430	AL9U12150	CARHR217970
OG0013431	AL9U11890	CARHR218100
OG0013432	AL3G41670	CARHR101810
OG0013433	AL9U11680, AL2G23760	CARHR218160
OG0013434	AL3G40820	CARHR101450
OG0013435	AL9U10700	CARHR218710
OG0013436	AL3G39950	CARHR100590
OG0013437	AL7G42940	CARHR219340
OG0013438	AL7G42760	CARHR219530
OG0013439	AL7G42470	CARHR219960
OG0013440	AL7G42320	CARHR220120
OG0013441	AL7G42190	CARHR220230
OG0013442	AL6G45200	CARHR255550
OG0013443	AL7G41830	CARHR220610
OG0013444	AL7G41610	CARHR220740
OG0013445	AL7G41010	CARHR221400
OG0013446	AL7G40860	CARHR221600
OG0013447	AL7G40800	CARHR221730
OG0013448	AL7G40630	CARHR221820
OG0013449	AL7G40600	CARHR221850
OG0013450	AL7G40000	CARHR222310
OG0013451	AL7G39970	CARHR222350
OG0013452	AL7G50110	CARHR262150
OG0013453	AL7G49850	CARHR261930
OG0013454	AL7G49610	CARHR261750
OG0013455	AL7G49170	CARHR261330
OG0013456	AL7G48360, AL7G48290	CARHR213230
OG0013457	AL7G47960	CARHR291900
OG0013458	AL7G47290	CARHR212630
OG0013459	AL7G47170	CARHR212550
OG0013460	AL7G47040	CARHR212430
OG0013461	AL4G47610	CARHR143400
OG0013462	AL4G47410	CARHR143220
OG0013463	AL4G47360	CARHR143170
OG0013464	AL4G47270	CARHR143090
OG0013465	AL4G47250	CARHR143070
OG0013466	AL4G47150	CARHR142980
OG0013467	AL4G47070	CARHR142900
OG0013468	AL4G46880	CARHR142710
OG0013469	AL4G46510	CARHR142390
OG0013470	AL4G46500	CARHR142380
OG0013471	AL4G46420	CARHR142300
OG0013472	AL4G46400	CARHR142280
OG0013473	AL4G46000	CARHR141920
OG0013474	AL4G45730	CARHR141710
OG0013475	AL4G45680	CARHR141660
OG0013476	AL4G45640	CARHR141620
OG0013477	AL4G45620	CARHR141600
OG0013478	AL4G45550	CARHR141540
OG0013479	AL4G45330	CARHR141360
OG0013480	AL4G45220	CARHR141260
OG0013481	AL4G45190	CARHR141240
OG0013482	AL4G45080	CARHR141140
OG0013483	AL4G45060	CARHR141120
OG0013484	AL4G44770	CARHR140820
OG0013485	AL4G44420	CARHR140520
OG0013486	AL4G43780	CARHR139940
OG0013487	AL5G42450	CARHR170550
OG0013488	AL4G43710	CARHR139870
OG0013489	AL4G43640	CARHR139820
OG0013490	AL4G43520	CARHR139680
OG0013491	AL4G43430	CARHR139590
OG0013492	AL4G43400	CARHR139570
OG0013493	AL4G43270	CARHR139480
OG0013494	AL4G42900	CARHR139180
OG0013495	AL4G42740	CARHR139050
OG0013496	AL4G42550	CARHR138910
OG0013497	AL4G42340	CARHR138660
OG0013498	AL4G42140	CARHR138470
OG0013499	AL4G41990	CARHR138400
OG0013500	AL4G41910	CARHR138340
OG0013501	AL4G41670	CARHR283820, CARHR138100
OG0013502	AL4G41610	CARHR138030
OG0013503	AL4G41580	CARHR138010
OG0013504	AL4G41260	CARHR137800
OG0013505	AL5G40260	CARHR168890
OG0013506	AL4G40480	CARHR137170
OG0013507	AL4G40580	CARHR137260
OG0013508	AL4G40010	CARHR136800
OG0013509	AL4G40000	CARHR136790
OG0013510	AL6G10780	CARHR211730
OG0013511	AL6G10870	CARHR211660
OG0013512	AL6G11040, AL6G14050	CARHR211480
OG0013513	AL6G11160	CARHR211390
OG0013514	AL6G11210	CARHR211350
OG0013515	AL6G11310	CARHR211270
OG0013516	AL6G11390	CARHR211200
OG0013517	AL6G11470	CARHR211140
OG0013518	AL6G11530	CARHR211100
OG0013519	AL6G11860	CARHR210760
OG0013520	AL6G12100	CARHR210500
OG0013521	AL6G12090	CARHR210510
OG0013522	AL6G12810	CARHR209890
OG0013523	AL6G12840	CARHR209880
OG0013524	AL6G13040	CARHR209770
OG0013525	AL6G13150	CARHR209660
OG0013526	AL6G13160	CARHR209650
OG0013527	AL6G13250	CARHR209580
OG0013528	AL6G13390	CARHR209450
OG0013529	AL6G13580	CARHR209290
OG0013530	AL6G13590	CARHR209280
OG0013531	AL6G13760	CARHR209130
OG0013532	AL6G13810	CARHR209070
OG0013533	AL6G13840	CARHR209050
OG0013534	AL6G13860	CARHR209040
OG0013535	AL6G13880	CARHR209020
OG0013536	nbis-gene-1455	CARHR209010
OG0013537	AL6G31500	CARHR192880
OG0013539	AL6G31130	CARHR193290
OG0013540	AL6G32120	CARHR192220
OG0013541	AL6G32130	CARHR192200
OG0013542	AL6G32590	CARHR191830
OG0013543	AL6G32910	CARHR191580
OG0013544	AL6G32980	CARHR191510
OG0013545	AL6G33000	CARHR191490
OG0013546	AL6G33110	CARHR191400
OG0013547	AL6G33930	CARHR190750
OG0013548	AL6G33940	CARHR190740
OG0013549	AL6G33990	CARHR190690
OG0013550	nbis-gene-2190	CARHR274430
OG0013551	AL8G37320	CARHR274410
OG0013552	AL8G37310	CARHR274400
OG0013553	AL8G37220	CARHR274310
OG0013554	AL8G37130	CARHR274200
OG0013556	AL8G35980	CARHR285870
OG0013557	AL8G35910	CARHR285810
OG0013558	AL8G35890	CARHR060400
OG0013560	AL5G26320	CARHR155680
OG0013561	AL8G40290	CARHR277060, CARHR043650
OG0013562	AL8G40370	CARHR277150, CARHR277160
OG0013563	AL8G40620	CARHR277400
OG0013564	AL8G40760	CARHR277520
OG0013565	AL8G40990	CARHR277680
OG0013566	AL8G41250	CARHR277910
OG0013567	AL8G41310	CARHR277960
OG0013568	AL535U10010, AL8G41380	CARHR278020
OG0013570	AL8G41600, AL8G41570	CARHR278160
OG0013571	AL8G41640	CARHR278190
OG0013572	AL8G41740	CARHR278320
OG0013573	AL8G41780	CARHR278380
OG0013574	AL8G41840	CARHR278430
OG0013575	AL8G41910	CARHR278490
OG0013576	AL8G42000	CARHR278550
OG0013577	AL3G51750	CARHR109060
OG0013578	AL8G42180	CARHR278720
OG0013579	AL8G42240	CARHR278770
OG0013580	AL8G42550	CARHR293730
OG0013581	AL8G42720	CARHR279110
OG0013582	AL8G43030	CARHR279430
OG0013583	AL8G43440	CARHR279720
OG0013584	AL8G43450	CARHR279730
OG0013585	AL8G43480	CARHR279760
OG0013586	AL8G43570	CARHR279850
OG0013587	AL8G43660	CARHR279950
OG0013588	AL8G43780	CARHR280070
OG0013589	AL8G43810	CARHR280100
OG0013590	AL8G43840	CARHR280130
OG0013591	AL8G43990	CARHR280270
OG0013592	AL8G44040	CARHR280330
OG0013593	AL8G44110	CARHR280400
OG0013594	AL8G44180	CARHR280460
OG0013595	AL8G44210	CARHR280500
OG0013596	AL8G44230	CARHR280520
OG0013597	nbis-gene-535, AL8G44390	CARHR280700
OG0013598	AL8G44630	CARHR280880
OG0013599	AL8G44640	CARHR280890
OG0013600	AL8G44750	CARHR281000
OG0013601	AL8G44870	CARHR281110
OG0013602	AL8G45180	CARHR281360
OG0013603	AL8G45260	CARHR281450
OG0013604	AL8G45340	CARHR281540
OG0013605	AL8G45460	CARHR281620
OG0013606	AL8G45500	CARHR281660
OG0013607	AL472U10010, AL8G45590	CARHR281730
OG0013608	AL8G45610	CARHR281750
OG0013609	AL6G53380	CARHR248170
OG0013610	AL6G53350	CARHR248190
OG0013611	AL6G53330	CARHR248200
OG0013612	AL6G52710	CARHR248930
OG0013613	AL6G52950	CARHR248680
OG0013614	AL6G53140	CARHR248430
OG0013615	AL6G53160	CARHR248410
OG0013616	AL6G53170	CARHR248400
OG0013617	AL6G52240	CARHR249170
OG0013618	AL6G52340	CARHR249250
OG0013619	AL6G52350	CARHR249270
OG0013620	AL6G52440	CARHR249390
OG0013621	AL6G52480	CARHR249420
OG0013622	AL6G52010	CARHR250280
OG0013623	AL6G51660	CARHR249990
OG0013624	AL6G51620	CARHR249960
OG0013625	AL6G51370	CARHR249910
OG0013626	AL6G51390	CARHR249880
OG0013627	AL6G51350	CARHR249740
OG0013628	AL6G51250	CARHR249680
OG0013629	AL6G51240	CARHR249670
OG0013630	AL6G51170	CARHR249610
OG0013631	AL1G12110	CARHR002030
OG0013632	AL6G50760	CARHR250550
OG0013633	AL6G50370	CARHR250970
OG0013634	AL6G50110	CARHR251190
OG0013635	AL6G50120	CARHR251180
OG0013636	AL6G50130	CARHR251170
OG0013637	AL6G50010	CARHR251290
OG0013638	AL6G49990	CARHR251310
OG0013639	AL6G49900	CARHR251420
OG0013640	AL6G49760	CARHR251610
OG0013641	AL6G49740	CARHR251630
OG0013642	AL6G49590	CARHR251760
OG0013643	nbis-gene-1656	CARHR251800
OG0013644	AL6G49480	CARHR251810
OG0013645	AL8G15820	CARHR179060
OG0013646	AL8G15970	CARHR179200
OG0013647	AL8G16010	CARHR179230
OG0013648	AL8G16130	CARHR179380
OG0013649	AL8G16400	CARHR179710
OG0013650	AL8G16640	CARHR006260
OG0013651	AL8G16870	CARHR180150
OG0013652	AL8G16980	CARHR180230
OG0013653	AL4G28730	CARHR127150
OG0013654	AL4G29530, AL4G28820	CARHR127200
OG0013655	AL4G28880	CARHR127250
OG0013656	AL4G28900	CARHR127270
OG0013657	AL4G27690	CARHR126140
OG0013658	AL4G28440	CARHR126850
OG0013659	AL4G27880	CARHR126330
OG0013660	AL4G27810	CARHR126240
OG0013661	AL4G27500	CARHR125920
OG0013662	AL4G27490, AL103U10020	CARHR125910
OG0013663	AL4G27360	CARHR125770
OG0013664	AL4G27320	CARHR125720
OG0013665	AL4G27230, AL80U10010	CARHR125640
OG0013666	AL4G27180	CARHR125600
OG0013667	AL4G27000	CARHR125430
OG0013668	AL4G26400	CARHR124800
OG0013669	AL4G26370	CARHR124770
OG0013670	AL4G26200	CARHR124600
OG0013671	AL4G25880	CARHR124440
OG0013672	AL4G25830	CARHR124360
OG0013673	AL4G25690, AL4G25710	CARHR124250
OG0013674	AL4G25620	CARHR124220
OG0013675	AL4G25490	CARHR124070
OG0013676	AL4G25190	CARHR123650
OG0013677	AL4G25120	CARHR123590
OG0013678	AL8G26330	CARHR264940
OG0013679	AL4G24680	CARHR123190
OG0013680	AL4G24410, AL2G20350	CARHR122970
OG0013681	AL4G24370	CARHR122940
OG0013682	AL4G23610	CARHR122280
OG0013683	AL4G23370	CARHR121980
OG0013684	AL7G10350	CARHR294210
OG0013685	AL4G21730	CARHR121280
OG0013686	AL4G21860	CARHR121170
OG0013687	AL4G22110	CARHR120780
OG0013688	AL4G22120	CARHR120760
OG0013689	AL4G22270	CARHR120660
OG0013690	AL4G22330	CARHR120600
OG0013691	AL4G22660, AL345U10010	CARHR120320
OG0013692	AL4G20450	CARHR119230
OG0013693	AL4G20570	CARHR119330
OG0013694	AL4G21150	CARHR119740
OG0013695	AL4G21280	CARHR119920
OG0013696	AL4G19970	CARHR118960
OG0013697	AL4G19960	CARHR118930
OG0013698	AL4G19740	CARHR118780
OG0013699	AL8G25470	CARHR118630
OG0013700	AL4G19590	CARHR118510
OG0013701	AL4G19630	CARHR118540
OG0013702	AL4G25250	CARHR123740
OG0013703	AL1G53850	CARHR037200
OG0013704	AL4G19470	CARHR115260
OG0013705	AL4G19340	CARHR118500
OG0013706	AL4G19190	CARHR118350
OG0013707	AL4G18930	CARHR115240
OG0013708	AL4G18820	CARHR115050
OG0013709	AL3G13880	CARHR078110
OG0013710	AL4G18400	CARHR114930
OG0013711	AL4G18220	CARHR114790
OG0013712	AL4G18030	CARHR287330
OG0013713	AL4G17960	CARHR115280
OG0013714	AL4G17350	CARHR115530
OG0013715	AL7G25230	CARHR235220
OG0013716	AL7G25850	CARHR234590
OG0013717	AL3G10840	CARHR075610
OG0013719	AL3G10330	CARHR075130
OG0013720	AL3G10300	CARHR075100
OG0013721	AL3G10290	CARHR075090
OG0013722	AL3G10210	CARHR075020
OG0013723	AL6G10100	CARHR212280
OG0013724	AL6G10150	CARHR212230
OG0013725	AL6G10200	CARHR212180
OG0013726	AL6G10230	CARHR229670
OG0013727	AL8G31860, AL191U10020	CARHR269630
OG0013728	AL8G30600	CARHR268440
OG0013729	AL3G11180	CARHR075990
OG0013730	AL3G11200	CARHR076010
OG0013731	AL3G11470	CARHR076190
OG0013732	AL3G11530	CARHR076230
OG0013733	AL5G13640, AL3G11730	CARHR076400
OG0013734	AL8G20910	CARHR184070
OG0013735	AL3G12090	CARHR076700
OG0013736	AL3G12420	CARHR076990
OG0013737	AL3G12820	CARHR077230
OG0013738	AL3G12890	CARHR077310
OG0013739	AL3G12950	CARHR077360
OG0013740	AL7G25570	CARHR234890
OG0013741	AL3G13320	CARHR077570
OG0013742	AL3G13500	CARHR077760
OG0013743	AL3G13590	CARHR077840
OG0013744	AL3G13620	CARHR077860
OG0013745	AL3G13780	CARHR078010
OG0013746	AL3G13790	CARHR078020
OG0013747	AL3G14040	CARHR078260
OG0013748	AL3G14350	CARHR078540
OG0013749	AL3G14300	CARHR078490
OG0013750	AL3G14570	CARHR078740
OG0013751	AL3G14580	CARHR078730
OG0013752	AL3G14650	CARHR078820
OG0013753	nbis-gene-360, AL3G14690	CARHR078850
OG0013754	AL3G14970	CARHR079060
OG0013755	AL3G15160, AL3G15060	CARHR079140
OG0013756	AL3G15290	CARHR079260
OG0013757	AL3G15370	CARHR079320
OG0013758	AL3G15630	CARHR079550
OG0013759	AL3G15850, AL3G15830	CARHR079710
OG0013760	AL3G15690	CARHR079590
OG0013761	AL3G16330	CARHR080120
OG0013762	AL3G16440	CARHR080210
OG0013763	AL3G16710	CARHR080410
OG0013764	AL3G16730	CARHR080430
OG0013765	AL3G17030	CARHR080690
OG0013766	AL962U10010, AL3G17340	CARHR080920
OG0013768	AL3G17750	CARHR081220
OG0013769	AL3G42790	CARHR103050
OG0013770	AL3G17890	CARHR081390
OG0013771	AL3G18390	CARHR081740
OG0013772	AL3G18700	CARHR082040
OG0013773	AL6G45290	CARHR255460
OG0013774	AL3G19080	CARHR082430
OG0013775	AL3G19100	CARHR082450
OG0013776	AL3G19380	CARHR082740
OG0013777	AL3G19450	CARHR082790
OG0013778	AL3G19680	CARHR082980
OG0013779	AL3G19920	CARHR083250
OG0013780	AL4G38210	CARHR135470
OG0013781	AL4G37880	CARHR135190, CARHR135160
OG0013782	AL4G37750	CARHR135070
OG0013783	AL5G37120	CARHR165940
OG0013784	AL4G37510	CARHR134850
OG0013785	AL4G37210	CARHR134590
OG0013786	AL4G37120	CARHR134520
OG0013787	AL4G36990	CARHR134450
OG0013788	AL4G36960	CARHR134420
OG0013789	AL4G36580	CARHR134020
OG0013790	AL4G36450	CARHR133920
OG0013791	AL4G36440	CARHR133910
OG0013792	AL728U10020, AL4G36360	CARHR133820
OG0013793	AL4G21810	CARHR121200
OG0013794	AL4G36270	CARHR133700
OG0013795	AL4G36160	CARHR133580
OG0013796	AL4G36020	CARHR133410
OG0013797	AL4G32090	CARHR130250
OG0013798	AL4G32390	CARHR130550
OG0013799	AL4G32740	CARHR130860
OG0013800	AL4G32850	CARHR130960
OG0013801	AL4G32960	CARHR131100
OG0013802	AL4G33040	CARHR131300
OG0013804	AL4G33200	CARHR131420
OG0013805	AL4G33330	CARHR131500
OG0013806	AL4G33670	CARHR132300
OG0013807	AL4G34060	CARHR132040
OG0013808	AL4G34150	CARHR132010, CARHR131990
OG0013809	AL4G34590	CARHR131880
OG0013810	AL4G35060	CARHR132640
OG0013811	AL4G35050	CARHR132620
OG0013812	AL4G35000	CARHR132590
OG0013813	AL7G43860	CARHR286890
OG0013814	AL4G31880	CARHR130020
OG0013816	AL1G27320	CARHR015760
OG0013817	AL1G28410	CARHR016760
OG0013818	AL1G28690	CARHR017000
OG0013819	AL6G51080, nbis-gene-1666, AL1G28710	CARHR017020
OG0013820	AL1G28790	CARHR017100
OG0013821	AL1G28900	CARHR017190
OG0013822	AL1G29000	CARHR017300
OG0013823	AL1G25410	CARHR014000
OG0013824	AL1G29390	CARHR017740
OG0013825	AL1G29570	CARHR017900
OG0013826	AL1G29580	CARHR017920
OG0013828	AL1G29670	CARHR018000
OG0013829	AL1G30100	CARHR018360
OG0013830	AL1G30230	CARHR018470
OG0013831	AL1G30650	CARHR018830
OG0013832	AL1G30470	CARHR018680
OG0013833	AL1G30350	CARHR018600
OG0013834	AL1G30330	CARHR018580
OG0013835	AL1G30810	CARHR019000
OG0013836	AL1G31040	CARHR019220
OG0013837	AL1G31690	CARHR019710
OG0013838	AL1G31730	CARHR019750
OG0013839	AL1G31750	CARHR019770
OG0013840	AL1G31820	CARHR019840
OG0013841	AL1G31880	CARHR019880
OG0013842	AL1G31980	CARHR019970
OG0013843	AL1G32320	CARHR020140
OG0013844	AL1G32350	CARHR020150
OG0013845	AL1G32550	CARHR020330
OG0013846	AL1G32610	CARHR020380
OG0013847	AL1G32860	CARHR020530
OG0013848	AL1G33440	CARHR020980
OG0013849	AL1G33810	CARHR021230
OG0013850	AL1G34050	CARHR021440
OG0013851	AL1G34450	CARHR021740
OG0013852	AL1G34540	CARHR021810
OG0013853	AL1G34550	CARHR021820
OG0013854	AL1G34700	CARHR021920
OG0013855	AL1G34740	CARHR021960
OG0013856	AL1G34830	CARHR022020
OG0013857	AL1G34920	CARHR022110
OG0013858	AL1G35490	CARHR022410
OG0013859	AL1G36280	CARHR023100, CARHR257550
OG0013860	AL1G36290	CARHR023110
OG0013861	AL1G36320	CARHR023130
OG0013862	AL1G36340	CARHR023150
OG0013863	AL1G37160	CARHR023810
OG0013864	AL1G37910	CARHR024390
OG0013865	AL1G37930	CARHR024400
OG0013866	AL1G38420	CARHR024830
OG0013867	AL1G38770	CARHR025110
OG0013868	AL1G38870	CARHR025120
OG0013869	AL1G38900	CARHR025150
OG0013870	AL1G39090	CARHR025330
OG0013871	AL1G39210	CARHR025450
OG0013872	AL1G39570	CARHR025730
OG0013873	AL1G39590	CARHR025750
OG0013874	AL1G39730	CARHR025880
OG0013875	AL1G40400	CARHR026550
OG0013876	AL2G26250	CARHR060160
OG0013877	AL1G40610	CARHR026780
OG0013878	AL1G40720	CARHR026900
OG0013879	AL1G52580	CARHR036140
OG0013880	AL7G28790	CARHR231820
OG0013881	AL7G28670	CARHR231940
OG0013882	AL7G28460	CARHR232100
OG0013883	AL7G28450	CARHR232110
OG0013884	AL7G28300	CARHR232300
OG0013885	nbis-gene-1781	CARHR232500
OG0013886	AL7G27990	CARHR232550
OG0013887	nbis-gene-1780	CARHR232580
OG0013888	AL7G19140, nbis-gene-1732	CARHR240590
OG0013889	AL4G16580	CARHR116280
OG0013890	AL4G16220	CARHR116620
OG0013891	AL4G16260	CARHR116600
OG0013892	AL4G16180	CARHR116660
OG0013893	AL7G18440	CARHR241150
OG0013894	AL4G16050	CARHR116750
OG0013895	AL4G16040	CARHR116760
OG0013897	AL4G15870	CARHR294580
OG0013898	AL4G16310	CARHR116530
OG0013899	AL4G16400	CARHR116480
OG0013900	AL4G13660	CARHR114700
OG0013901	AL4G12700	CARHR114520
OG0013902	AL2G36170	CARHR069670
OG0013903	AL2G36160	CARHR069660
OG0013904	AL4G12200	CARHR113920
OG0013905	AL4G11960	CARHR113650
OG0013906	AL4G11760	CARHR113500
OG0013907	AL4G11330	CARHR113090
OG0013908	AL4G11310	CARHR113070
OG0013909	AL4G11260	CARHR113020
OG0013911	AL4G10680	CARHR112420
OG0013912	AL4G10460	CARHR112180
OG0013913	AL4G10180	CARHR111930
OG0013914	AL1G28330	CARHR016680
OG0013915	AL1G27280	CARHR015720
OG0013916	AL1G26700	CARHR015220
OG0013917	nbis-gene-84	CARHR015210
OG0013918	AL1G26530	CARHR015060
OG0013919	AL1G26230	CARHR014780
OG0013920	AL1G26070	CARHR014600
OG0013921	AL1G25610	CARHR014200
OG0013922	AL1G25570	CARHR014160
OG0013923	AL1G25480	CARHR014090
OG0013924	AL1G25420	CARHR014010
OG0013925	AL1G25280	CARHR013850
OG0013926	AL1G25000	CARHR013670
OG0013927	AL1G24650	CARHR013340
OG0013928	AL1G24360	CARHR013060
OG0013929	AL1G24340	CARHR013040
OG0013930	AL1G23210	CARHR012330
OG0013931	AL1G23080	CARHR012230
OG0013932	AL1G23070	CARHR012220
OG0013933	AL1G22920	CARHR012060
OG0013934	AL1G22840	CARHR012010
OG0013935	AL1G22070	CARHR011280
OG0013936	AL1G21980	CARHR011210
OG0013937	AL1G21710	CARHR011000
OG0013938	AL3G42450	CARHR102860
OG0013940	AL6G40570	CARHR185140
OG0013941	AL1G20460	CARHR009890
OG0013942	AL1G20510	CARHR009950
OG0013943	AL1G20140	CARHR009590
OG0013944	AL1G20100	CARHR009550
OG0013945	AL1G19990	CARHR009430
OG0013946	AL1G19950	CARHR009400
OG0013947	AL1G19900	CARHR009350
OG0013948	AL1G19830	CARHR009310
OG0013949	AL1G19770	CARHR009250
OG0013950	AL1G19070	CARHR008550
OG0013951	AL1G18950	CARHR008420
OG0013952	AL1G18900	CARHR008360
OG0013953	AL1G18820	CARHR008290
OG0013954	AL5G39400	CARHR168070
OG0013955	AL1G18130	CARHR007660
OG0013956	AL1G17610	CARHR007200
OG0013957	AL1G17530	CARHR007090
OG0013958	AL1G17400	CARHR006970
OG0013959	AL1G17240	CARHR006810
OG0013960	AL1G17080	CARHR006710
OG0013961	AL1G17070	CARHR006700
OG0013962	AL1G16740	CARHR006420
OG0013963	AL1G16450	CARHR006050
OG0013964	AL1G16280	CARHR005830
OG0013966	AL1G15730	CARHR005330
OG0013967	AL1G15570	CARHR005190
OG0013968	AL1G15500	CARHR004840
OG0013969	AL1G15110	CARHR004800
OG0013970	AL1G14810	CARHR004510
OG0013971	AL1G14660	CARHR004340
OG0013972	AL1G14620	CARHR004300
OG0013973	AL1G14450	CARHR004120
OG0013974	AL1G14180	CARHR003870
OG0013975	AL1G13930	CARHR003650
OG0013976	AL1G13840	CARHR003570
OG0013977	AL1G13800	CARHR003530
OG0013978	AL1G12960	CARHR002830
OG0013979	AL1G12650	CARHR002500
OG0013980	AL1G12510	CARHR002400
OG0013981	AL1G12480	CARHR002370
OG0013982	nbis-gene-27	CARHR001980
OG0013983	AL4G39680	CARHR001570
OG0013984	AL1G11480	CARHR001460
OG0013985	AL1G11320	CARHR001290
OG0013986	AL1G11280	CARHR001270
OG0013987	AL1G11250	CARHR001240
OG0013988	AL1G11220	CARHR001220
OG0013989	AL1G11160	CARHR001150
OG0013990	nbis-gene-20	CARHR000790
OG0013991	AL1G10900	CARHR000860
OG0013992	AL1G10710	CARHR000690
OG0013993	AL1G10490	CARHR000500
OG0013994	AL1G10470	CARHR000480
OG0013995	AL4G40380	CARHR137110
OG0013996	AL1G10410	CARHR000440
OG0013997	AL5G27440	CARHR156840
OG0013998	AL1G10040	CARHR000140
OG0013999	AL6G24630	CARHR199420
OG0014000	AL6G25350	CARHR198730
OG0014001	AL6G30550	CARHR193820
OG0014002	AL6G25190	CARHR198850
OG0014003	AL6G25160	CARHR198880
OG0014004	AL6G24760	CARHR199250
OG0014005	AL6G25560	CARHR198550, CARHR150190
OG0014006	AL6G26330	CARHR197830
OG0014007	AL6G26530	CARHR197640
OG0014008	AL6G26540	CARHR197630
OG0014009	AL6G26550	CARHR197620
OG0014010	nbis-gene-1523	CARHR197570
OG0014011	AL6G26630	CARHR197540
OG0014012	AL6G26790	CARHR197400
OG0014013	AL6G26800	CARHR197390
OG0014014	AL6G26960	CARHR197230
OG0014015	AL6G27060	CARHR197120
OG0014016	AL6G27090	CARHR197100
OG0014018	AL6G27720	CARHR196470
OG0014019	AL6G27800	CARHR196380, CARHR196420
OG0014020	AL6G28010	CARHR196170
OG0014021	AL6G28220	CARHR196050
OG0014022	AL6G28300	CARHR195960
OG0014023	AL6G28490	CARHR195790
OG0014024	AL6G28480	CARHR195800
OG0014025	AL6G28700	CARHR195570
OG0014026	AL6G29340	CARHR194930
OG0014027	AL2G37320	CARHR070630
OG0014028	AL6G29400	CARHR194860
OG0014029	AL6G29680	CARHR194590
OG0014030	AL6G29750	CARHR194520
OG0014031	AL6G29840	CARHR194450
OG0014032	AL6G29970	CARHR194310
OG0014033	AL6G30290	CARHR194050
OG0014034	AL6G30590	CARHR193780
OG0014035	AL6G30810	CARHR193640
OG0014036	AL6G38510	CARHR186910
OG0014037	AL6G38590	CARHR186850
OG0014038	AL6G38610	CARHR186830
OG0014039	AL6G38630	CARHR186810
OG0014040	AL6G38700	CARHR186710
OG0014041	AL6G38870	CARHR186580
OG0014042	AL8G16580	CARHR179940
OG0014043	AL6G39370	CARHR186180
OG0014044	AL6G39790	CARHR185910
OG0014045	AL6G40560	CARHR185150
OG0014046	AL8G22170	CARHR284600
OG0014047	AL8G22140	CARHR182800, CARHR284650
OG0014048	AL8G22020	CARHR182880
OG0014049	AL8G21970	CARHR182940
OG0014050	AL8G21120	CARHR183850
OG0014051	AL8G21770	CARHR183210
OG0014052	AL6G24150	CARHR199910
OG0014053	AL6G17030	CARHR206260
OG0014054	AL6G17190	CARHR206110
OG0014055	AL6G17090	CARHR206210
OG0014056	AL6G25620	CARHR198500
OG0014057	AL6G16780	CARHR206510
OG0014058	AL6G16740	CARHR206560
OG0014059	AL6G16700	CARHR206590
OG0014060	AL6G16640	CARHR206650
OG0014061	AL8G20040	CARHR184320
OG0014062	nbis-gene-1478	CARHR206910
OG0014063	AL6G16110	CARHR206850
OG0014064	AL6G15980	CARHR207180
OG0014065	AL6G15880	CARHR207270
OG0014067	AL6G15750	CARHR207410
OG0014068	AL6G15650	CARHR207510
OG0014069	AL6G15550	CARHR207620
OG0014070	AL6G15400	CARHR207760
OG0014071	AL6G15370	CARHR207800
OG0014072	AL6G15110	CARHR207960
OG0014073	AL6G15060	CARHR208020
OG0014074	AL6G14500	CARHR208440
OG0014075	AL6G14530	CARHR208420
OG0014076	AL6G14600	CARHR208350
OG0014077	AL6G14620	CARHR208340
OG0014078	AL6G14410	CARHR208540
OG0014079	AL6G14370	CARHR208580
OG0014080	AL6G14290	CARHR208630
OG0014081	AL6G14250	CARHR208670
OG0014082	AL6G14210	CARHR208710
OG0014083	AL6G14000	CARHR208930
OG0014084	AL6G38010	CARHR187280
OG0014085	AL6G37390	CARHR187810
OG0014086	AL6G37400	CARHR187800
OG0014087	AL6G37040	CARHR188150
OG0014088	AL6G35810	CARHR189150
OG0014089	AL6G35920	CARHR189060
OG0014090	AL6G35970	CARHR189030
OG0014091	AL6G35740	CARHR189200
OG0014092	AL6G35670	CARHR189270
OG0014093	AL6G35240	CARHR189640
OG0014094	AL6G34990	CARHR189830
OG0014095	AL3G42020	CARHR102210
OG0014096	AL6G34220	CARHR190480
OG0014097	AL6G34190	CARHR190500
OG0014098	AL8G37670	CARHR274720
OG0014099	AL8G38140	CARHR275210
OG0014100	AL8G38180	CARHR275260, CARHR234670
OG0014101	AL8G38520	CARHR275520
OG0014102	AL7G24420	CARHR235890
OG0014103	AL8G38810	CARHR275830
OG0014104	AL8G38920	CARHR275910
OG0014105	AL8G39200	CARHR276150
OG0014106	AL8G39630	CARHR276460
OG0014107	AL8G39700	CARHR276520
OG0014108	AL8G39730	CARHR276550
OG0014109	AL8G39840	CARHR276620
OG0014110	AL8G39940	CARHR276730
OG0014111	AL8G40070	CARHR276850
OG0014112	AL8G40080	CARHR276860
OG0014113	nbis-gene-2172	CARHR272640
OG0014114	AL8G34870	CARHR272440
OG0014115	AL8G34520	CARHR272200
OG0014116	AL5G31920	CARHR161060
OG0014117	AL5G31860	CARHR161010
OG0014118	AL5G31790	CARHR160950
OG0014119	AL5G31730	CARHR160890
OG0014120	AL5G31460	CARHR160620
OG0014121	AL5G31210	CARHR160410
