Orthogroup	Brassica_oleracea	Arabis_alpina
OG0015575	XP_013627782.1	Aa_G134080.h1.t1
OG0015576	XP_013621024.1	Aa_G134070.h1.t1
OG0015577	XP_013593100.1	Aa_G507540.h1.t1
OG0015578	XP_013630688.1	Aa_G306440.h1.t1
OG0015579	XP_013621187.1	Aa_G306430.h1.t1
OG0015580	XP_013599306.1	Aa_G571720.h1.t1
OG0015581	XP_013594036.1	Aa_G400010.h1.t1
OG0015582	XP_013615069.1	Aa_G399990.h1.t1
OG0015583	XP_013630596.1	Aa_G284680.h1.t1
OG0015584	XP_013596486.1	Aa_G284660.h1.t1
OG0015585	XP_013595836.1	Aa_G380090.h1.t1
OG0015586	XP_013595311.1	Aa_G76990.h1.t1
OG0015587	XP_013597796.1	Aa_G77010.h1.t1
OG0015588	XP_013599216.1	Aa_G86390.h1.t1
OG0015589	XP_013625537.1	Aa_G86400.h1.t1
OG0015590	XP_013593662.1	Aa_G680660.h1.t1
OG0015591	XP_013594074.1	Aa_G680680.h1.t1
OG0015592	XP_013628789.1	Aa_G140.h1.t1
OG0015593	XP_013595292.1	Aa_G150.h1.t1
OG0015594	XP_013625147.1	Aa_G210.h1.t1
OG0015595	XP_013598657.1	Aa_G240.h1.t1
OG0015596	XP_013625146.1	Aa_G270.h1.t1
OG0015597	XP_013629776.1	Aa_G320.h1.t1
OG0015598	XP_013629381.1	Aa_G390.h1.t1
OG0015599	XP_013628107.1	Aa_G53670.h1.t1
OG0015600	XP_013629077.1	Aa_G211290.h1.t1
OG0015601	XP_013630468.1	Aa_G221070.h1.t1
OG0015602	XP_013595848.1, XP_013622985.1	Aa_G341090.h1.t1
OG0015603	XP_013623257.1	Aa_G337520.h1.t1
OG0015604	XP_013593097.1	Aa_G579510.h1.t1
OG0015605	XP_013598784.1	Aa_G26880.h1.t1
OG0015606	XP_013590418.1	Aa_G3660.h1.t1
OG0015607	XP_013618077.1	Aa_G510250.h1.t1
OG0015608	XP_013618701.1	Aa_G419250.h1.t1
OG0015609	XP_013616441.1	Aa_G303700.h1.t1
OG0015610	XP_013587974.1	Aa_G260.h1.t1, Aa_G304750.h1.t1
OG0015611	XP_013616671.1	Aa_G586440.h1.t1
OG0015612	XP_013592606.1	Aa_G449650.h1.t1
OG0015613	XP_013591840.1	Aa_G449670.h1.t1
OG0015614	XP_013591458.1	Aa_G55930.h1.t1
OG0015615	XP_013591896.1	Aa_G479380.h1.t1
OG0015616	XP_013592124.1	Aa_G28760.h1.t1
OG0015617	XP_013616249.1	Aa_G131730.h1.t1
OG0015618	XP_013592808.1	Aa_G218620.h1.t1
OG0015619	XP_013589972.1	Aa_G609160.h1.t1
OG0015620	XP_013606043.1	Aa_G790510.h1.t1
OG0015621	XP_013598834.1	Aa_G102240.h1.t1
OG0015622	XP_013597866.1	Aa_G139000.h1.t1
OG0015623	XP_013597868.1	Aa_G139030.h1.t1
OG0015624	XP_013598849.1	Aa_G627290.h1.t1
OG0015625	XP_013599277.1	Aa_G28470.h1.t1
OG0015626	XP_013611582.1	Aa_G235660.h1.t1
OG0015627	XP_013600944.1	Aa_G611580.h1.t1
OG0015628	XP_013599042.1	Aa_G99940.h1.t1
OG0015629	XP_013625877.1	Aa_G99890.h1.t1
OG0015630	XP_013610296.1	Aa_G415500.h1.t1
OG0015631	XP_013595392.1	Aa_G415460.h1.t1
OG0015632	XP_013609481.1	Aa_G325960.h1.t1
OG0015633	XP_013627111.1	Aa_G483720.h1.t1
OG0015634	XP_013608892.1	Aa_G185840.h1.t1
OG0015635	XP_013592974.1	Aa_G255500.h1.t1
OG0015636	XP_013609421.1	Aa_G190140.h1.t1
OG0015637	XP_013596567.1	Aa_G244910.h1.t1
OG0015638	XP_013595612.1	Aa_G244960.h1.t1
OG0015639	XP_013594012.1	Aa_G143430.h1.t1
OG0015640	XP_013626862.1	Aa_G88440.h1.t1
OG0015641	XP_013636119.1	Aa_G88520.h1.t1
OG0015642	XP_013632153.1	Aa_G684900.h1.t1, Aa_G30080.h1.t1
OG0015643	XP_013634583.1	Aa_G144270.h1.t1
OG0015644	XP_013636182.1	Aa_G144210.h1.t1
OG0015645	XP_013611085.1	Aa_G252730.h1.t1
OG0015646	XP_013636997.1	Aa_G281370.h1.t1
OG0015647	XP_013637212.1	Aa_G401780.h1.t1
OG0015648	XP_013631509.1	Aa_G401750.h1.t1
OG0015649	XP_013630995.1	Aa_G560390.h1.t1
OG0015650	XP_013592772.1	Aa_G184920.h1.t1
OG0015651	XP_013622305.1	Aa_G340380.h1.t1
OG0015652	XP_013637265.1	Aa_G340390.h1.t1
OG0015653	XP_013634030.1	Aa_G224190.h1.t1
OG0015654	XP_013636554.1	Aa_G38330.h1.t1
OG0015655	XP_013631668.1	Aa_G38300.h1.t1
OG0015656	XP_013628734.1	Aa_G38290.h1.t1
OG0015657	XP_013633911.1	Aa_G38250.h1.t1
OG0015658	XP_013631422.1	Aa_G599840.h1.t1
OG0015659	XP_013622923.1	Aa_G599860.h1.t1
OG0015660	XP_013633567.1	Aa_G461890.h1.t1
OG0015661	XP_013622427.1	Aa_G357500.h1.t1
OG0015662	XP_013637199.1	Aa_G202400.h1.t1
OG0015663	XP_013632087.1	Aa_G216870.h1.t1, Aa_G216880.h1.t1
OG0015664	XP_013628199.1	Aa_G486490.h1.t1
OG0015665	XP_013622036.1	Aa_G507380.h1.t1
OG0015666	XP_013631328.1	Aa_G269530.h1.t1
OG0015667	XP_013634695.1	Aa_G269510.h1.t1
OG0015668	XP_013637344.1	Aa_G594440.h1.t1
OG0015671	XP_013614256.1	Aa_G692190.h1.t1
OG0015674	XP_013634722.1	Aa_G542810.h1.t1
OG0015675	XP_013636471.1	Aa_G172160.h1.t1
OG0015676	XP_013633913.1	Aa_G172210.h1.t1
OG0015677	XP_013633877.1	Aa_G172220.h1.t1
OG0015678	XP_013606453.1	Aa_G97520.h1.t1
OG0015679	XP_013636388.1	Aa_G150780.h1.t1
OG0015681	XP_013635928.1, XP_013635929.1	Aa_G619750.h1.t1
OG0015682	XP_013623573.1	Aa_G17940.h1.t1
OG0015683	XP_013636181.1	Aa_G487720.h1.t1
OG0015684	XP_013630878.1	Aa_G576760.h1.t1
OG0015685	XP_013622004.1	Aa_G30110.h1.t1
OG0015686	XP_013631990.1	Aa_G29980.h1.t1
OG0015687	XP_013626562.1	Aa_G29970.h1.t1
OG0015688	XP_013626513.1	Aa_G457190.h1.t1
OG0015689	XP_013634870.1	Aa_G548150.h1.t1
OG0015690	XP_013633936.1	Aa_G548140.h1.t1
OG0015691	XP_013621911.1	Aa_G570370.h1.t1
OG0015692	XP_013634772.1	Aa_G135660.h1.t1
OG0015693	XP_013637614.1	Aa_G135760.h1.t1
OG0015694	XP_013633784.1	Aa_G159780.h1.t1
OG0015695	XP_013611841.1	Aa_G300110.h1.t1
OG0015696	XP_013623418.1	Aa_G320520.h1.t1
OG0015697	XP_013611534.1	Aa_G320530.h1.t1
OG0015698	XP_013629421.1	Aa_G320550.h1.t1
OG0015699	XP_013606160.1	Aa_G320610.h1.t1
OG0015700	XP_013609248.1	Aa_G320690.h1.t1
OG0015701	XP_013632366.1	Aa_G263160.h1.t1, Aa_G263150.h1.t1
OG0015702	XP_013596277.1	Aa_G607120.h1.t1
OG0015703	XP_013620351.1	Aa_G35100.h1.t1
OG0015704	XP_013596235.1	Aa_G32610.h1.t1
OG0015706	XP_013630007.1	Aa_G93520.h1.t1
OG0015707	XP_013637221.1	Aa_G314700.h1.t1
OG0015708	XP_013599841.1	Aa_G185120.h1.t1
OG0015709	XP_013602156.1	Aa_G157630.h1.t1
OG0015710	XP_013604616.1	Aa_G287840.h1.t1
OG0015711	XP_013605209.1	Aa_G77600.h1.t1
OG0015713	XP_013633780.1	Aa_G100360.h1.t1
OG0015714	XP_013600134.1	Aa_G100350.h1.t1
OG0015715	XP_013604792.1	Aa_G100260.h1.t1
OG0015716	XP_013604015.1	Aa_G91710.h1.t1
OG0015717	XP_013599527.1	Aa_G313870.h1.t1
OG0015718	XP_013603147.1	Aa_G311510.h1.t1
OG0015719	XP_013622252.1	Aa_G389580.h1.t1
OG0015720	XP_013600652.1	Aa_G418330.h1.t1
OG0015721	XP_013633620.1	Aa_G204720.h1.t1
OG0015722	XP_013605746.1	Aa_G253070.h1.t1
OG0015723	XP_013637234.1	Aa_G253080.h1.t1
OG0015725	XP_013631685.1	Aa_G217930.h1.t1
OG0015726	XP_013602083.1	Aa_G494170.h1.t1
OG0015727	XP_013636266.1	Aa_G87230.h1.t1
OG0015728	XP_013633796.1	Aa_G480890.h1.t1
OG0015729	XP_013633696.1	Aa_G495970.h1.t1
OG0015730	XP_013634374.1	Aa_G393130.h1.t1
OG0015731	XP_013633989.1	Aa_G709550.h1.t1
OG0015732	XP_013599626.1	Aa_G506520.h1.t1
OG0015733	XP_013630978.1	Aa_G290480.h1.t1
OG0015734	XP_013599834.1	Aa_G155640.h1.t1
OG0015735	XP_013600106.1	Aa_G506480.h1.t1
OG0015736	XP_013604969.1	Aa_G363320.h1.t1
OG0015738	XP_013600039.1	Aa_G35840.h1.t1
OG0015739	XP_013613115.1	Aa_G571970.h1.t1
OG0015740	XP_013605805.1	Aa_G169590.h1.t1
OG0015741	XP_013592215.1	Aa_G54770.h1.t1
OG0015742	XP_013588423.1	Aa_G369240.h1.t1
OG0015743	XP_013587004.1	Aa_G382670.h1.t1
OG0015744	XP_013588539.1	Aa_G27720.h1.t1
OG0015745	XP_013638805.1	Aa_G239570.h1.t1
OG0015746	XP_013605618.1	Aa_G471220.h1.t1
OG0015747	XP_013599892.1	Aa_G471210.h1.t1
OG0015748	XP_013584064.1	Aa_G225740.h1.t1
OG0015749	XP_013600327.1	Aa_G260080.h1.t1
OG0015750	XP_013587882.1	Aa_G294040.h1.t1
OG0015751	XP_013603235.1	Aa_G322390.h1.t1
OG0015752	XP_013588627.1	Aa_G689850.h1.t1
OG0015753	XP_013639059.1	Aa_G372590.h1.t1
OG0015754	XP_013603122.1	Aa_G463200.h1.t1
OG0015755	XP_013589808.1	Aa_G554670.h1.t1
OG0015756	XP_013605895.1	Aa_G554660.h1.t1
OG0015757	XP_013589810.1	Aa_G276620.h1.t1
OG0015758	XP_013592407.1	Aa_G60540.h1.t1
OG0015759	XP_013590662.1	Aa_G377000.h1.t1
OG0015760	XP_013589899.1	Aa_G377030.h1.t1
OG0015761	XP_013584566.1	Aa_G610230.h1.t1
OG0015762	XP_013630343.1	Aa_G97490.h1.t1
OG0015763	XP_013606225.1	Aa_G547730.h1.t1
OG0015764	XP_013629466.1	Aa_G97540.h1.t1
OG0015765	XP_013625426.1	Aa_G294810.h1.t1
OG0015766	XP_013609116.1	Aa_G660740.h1.t1
OG0015767	XP_013620464.1	Aa_G453790.h1.t1
OG0015768	XP_013618217.1	Aa_G453810.h1.t1
OG0015769	XP_013623065.1	Aa_G154350.h1.t1
OG0015770	XP_013622011.1	Aa_G154340.h1.t1
OG0015771	XP_013610737.1	Aa_G154330.h1.t1
OG0015772	XP_013625323.1	Aa_G224020.h1.t1
OG0015773	XP_013621144.1	Aa_G425080.h1.t1
OG0015775	XP_013626722.1	Aa_G558800.h1.t1
OG0015776	XP_013625440.1	Aa_G36130.h1.t1
OG0015777	XP_013629366.1	Aa_G36170.h1.t1
OG0015778	XP_013623613.1	Aa_G275310.h1.t1
OG0015779	XP_013606587.1	Aa_G573280.h1.t1
OG0015780	XP_013608911.1	Aa_G289270.h1.t1
OG0015781	XP_013619990.1	Aa_G477180.h1.t1
OG0015782	XP_013613087.1	Aa_G211170.h1.t1
OG0015783	XP_013621554.1	Aa_G39300.h1.t1
OG0015784	XP_013621553.1	Aa_G39290.h1.t1
OG0015787	XP_013611765.1	Aa_G452380.h1.t1
OG0015788	XP_013606413.1	Aa_G452390.h1.t1
OG0015789	XP_013607173.1	Aa_G128830.h1.t1
OG0015790	XP_013599187.1	Aa_G141020.h1.t1
OG0015791	XP_013615129.1	Aa_G597970.h1.t1
OG0015792	XP_013595430.1	Aa_G28580.h1.t1
OG0015793	XP_013599274.1	Aa_G189780.h1.t1
OG0015794	XP_013597129.1	Aa_G691090.h1.t1
OG0015795	XP_013612813.1	Aa_G691100.h1.t1
OG0015796	XP_013597259.1, XP_013610592.1	Aa_G146640.h1.t1
OG0015797	XP_013609016.1	Aa_G26050.h1.t1
OG0015798	XP_013592956.1	Aa_G430240.h1.t1
OG0015799	XP_013592955.1	Aa_G430250.h1.t1
OG0015800	XP_013606398.1, XP_013593644.1	Aa_G761910.h1.t1
OG0015801	XP_013610902.1	Aa_G596990.h1.t1
OG0015802	XP_013593195.1	Aa_G596970.h1.t1
OG0015803	XP_013598227.1	Aa_G513460.h1.t1
OG0015804	XP_013595507.1	Aa_G166630.h1.t1
OG0015805	XP_013595271.1	Aa_G166620.h1.t1
OG0015806	XP_013593007.1, XP_013584128.1	Aa_G166510.h1.t1
OG0015807	XP_013592932.1	Aa_G440840.h1.t1
OG0015808	XP_013595868.1	Aa_G194800.h1.t1
OG0015809	XP_013603964.1	Aa_G177170.h1.t1
OG0015810	XP_013602470.1	Aa_G163900.h1.t1
OG0015811	XP_013628940.1	Aa_G424490.h1.t1
OG0015812	XP_013602855.1	Aa_G424450.h1.t1
OG0015813	XP_013628772.1	Aa_G597830.h1.t1
OG0015814	XP_013635940.1	Aa_G13130.h1.t1
OG0015815	XP_013622277.1	Aa_G13080.h1.t1
OG0015816	XP_013636128.1	Aa_G13030.h1.t1
OG0015817	XP_013629681.1	Aa_G12890.h1.t1
OG0015818	XP_013634043.1	Aa_G12860.h1.t1
OG0015819	XP_013615085.1	Aa_G12840.h1.t1
OG0015820	XP_013631947.1	Aa_G12830.h1.t1
OG0015821	XP_013636005.1	Aa_G206150.h1.t1
OG0015822	XP_013636106.1	Aa_G206070.h1.t1
OG0015823	XP_013635427.1	Aa_G241260.h1.t1
OG0015824	XP_013613918.1	Aa_G453120.h1.t1
OG0015825	XP_013635977.1	Aa_G593410.h1.t1
OG0015826	XP_013631500.1	Aa_G494570.h1.t1, Aa_G177950.h1.t1
OG0015827	XP_013637624.1	Aa_G177910.h1.t1
OG0015828	XP_013631301.1	Aa_G177900.h1.t1
OG0015829	XP_013635033.1	Aa_G177880.h1.t1
OG0015830	XP_013631120.1	Aa_G469430.h1.t1
OG0015831	XP_013633756.1	Aa_G332680.h1.t1
OG0015832	XP_013635645.1	Aa_G536040.h1.t1
OG0015833	XP_013635680.1	Aa_G16870.h1.t1
OG0015834	XP_013637608.1	Aa_G17100.h1.t1
OG0015835	XP_013637470.1	Aa_G15920.h1.t1
OG0015836	XP_013636800.1	Aa_G16000.h1.t1
OG0015837	XP_013631177.1	Aa_G16010.h1.t1
OG0015838	XP_013630994.1	Aa_G16030.h1.t1
OG0015839	XP_013631421.1	Aa_G705910.h1.t1
OG0015840	XP_013627648.1	Aa_G443460.h1.t1
OG0015841	XP_013629427.1	Aa_G443500.h1.t1
OG0015842	XP_013630646.1	Aa_G443530.h1.t1
OG0015843	XP_013593343.1	Aa_G197450.h1.t1
OG0015844	XP_013634456.1	Aa_G175200.h1.t1
OG0015845	XP_013636661.1	Aa_G175220.h1.t1
OG0015846	XP_013633478.1, XP_013631759.1	Aa_G175260.h1.t1
OG0015847	XP_013634098.1	Aa_G175320.h1.t1
OG0015848	XP_013636577.1	Aa_G467060.h1.t1
OG0015849	XP_013610994.1	Aa_G132950.h1.t1
OG0015850	XP_013631115.1	Aa_G252330.h1.t1
OG0015851	XP_013635464.1	Aa_G252380.h1.t1
OG0015852	XP_013637354.1	Aa_G479530.h1.t1
OG0015853	XP_013632265.1	Aa_G360540.h1.t1
OG0015854	XP_013634859.1, XP_013627318.1	Aa_G552010.h1.t1
OG0015855	XP_013635218.1	Aa_G445360.h1.t1
OG0015856	XP_013632134.1	Aa_G581360.h1.t1
OG0015857	XP_013633886.1	Aa_G125300.h1.t1
OG0015858	XP_013631700.1	Aa_G125350.h1.t1
OG0015859	XP_013631229.1	Aa_G125450.h1.t1
OG0015860	XP_013625976.1	Aa_G125570.h1.t1
OG0015861	XP_013630918.1	Aa_G280630.h1.t1
OG0015862	XP_013636615.1	Aa_G454750.h1.t1
OG0015863	XP_013637203.1	Aa_G488910.h1.t1
OG0015865	XP_013631132.1	Aa_G200000.h1.t1
OG0015866	XP_013631218.1	Aa_G374590.h1.t1
OG0015867	XP_013633527.1	Aa_G374670.h1.t1
OG0015868	XP_013627361.1	Aa_G374680.h1.t1
OG0015869	XP_013629152.1	Aa_G415320.h1.t1
OG0015870	XP_013637054.1	Aa_G230810.h1.t1
OG0015871	XP_013635824.1	Aa_G67250.h1.t1
OG0015872	XP_013629478.1, XP_013636658.1	Aa_G145790.h1.t1
OG0015873	XP_013632145.1	Aa_G67160.h1.t1
OG0015875	XP_013636461.1	Aa_G67200.h1.t1
OG0015876	XP_013633778.1	Aa_G188370.h1.t1
OG0015877	XP_013636555.1	Aa_G188400.h1.t1
OG0015878	XP_013631186.1	Aa_G188470.h1.t1
OG0015879	XP_013598741.1	Aa_G162920.h1.t1
OG0015880	XP_013598104.1	Aa_G41340.h1.t1
OG0015881	XP_013584528.1, XP_013594714.1	Aa_G14740.h1.t1
OG0015882	XP_013622991.1	Aa_G14730.h1.t1
OG0015883	XP_013586500.1	Aa_G14700.h1.t1
OG0015884	XP_013638836.1	Aa_G14680.h1.t1
OG0015886	XP_013594421.1	Aa_G14570.h1.t1
OG0015887	XP_013638260.1	Aa_G71710.h1.t1
OG0015888	XP_013584375.1	Aa_G71700.h1.t1
OG0015890	XP_013622661.1	Aa_G71630.h1.t1
OG0015891	XP_013638656.1	Aa_G934960.h1.t1
OG0015892	XP_013584595.1	Aa_G743970.h1.t1
OG0015893	XP_013637784.1	Aa_G42510.h1.t1
OG0015894	XP_013630535.1	Aa_G42400.h1.t1
OG0015895	XP_013633100.1	Aa_G42210.h1.t1
OG0015896	XP_013633172.1	Aa_G42200.h1.t1
OG0015897	XP_013633049.1	Aa_G42190.h1.t1
OG0015898	XP_013637846.1	Aa_G654030.h1.t1, Aa_G42180.h1.t1
OG0015900	XP_013587447.1	Aa_G250330.h1.t1
OG0015901	XP_013584610.1	Aa_G111930.h1.t1
OG0015903	XP_013637528.1	Aa_G111860.h1.t1
OG0015904	XP_013585483.1	Aa_G111620.h1.t1, Aa_G111610.h1.t1, Aa_G111630.h1.t1
OG0015905	XP_013583656.1	Aa_G267890.h1.t1
OG0015906	XP_013638385.1	Aa_G47540.h1.t1
OG0015908	XP_013586549.1	Aa_G45070.h1.t1
OG0015909	XP_013639805.1	Aa_G438120.h1.t1
OG0015910	XP_013584029.1	Aa_G185530.h1.t1
OG0015911	XP_013584345.1	Aa_G185560.h1.t1
OG0015912	XP_013585843.1	Aa_G185660.h1.t1
OG0015913	XP_013584450.1	Aa_G618730.h1.t1
OG0015914	XP_013584087.1	Aa_G217210.h1.t1
OG0015915	XP_013584229.1	Aa_G217220.h1.t1
OG0015916	XP_013628483.1	Aa_G526020.h1.t1
OG0015917	XP_013628383.1	Aa_G304970.h1.t1
OG0015918	XP_013583856.1	Aa_G4160.h1.t1
OG0015919	XP_013630113.1	Aa_G4500.h1.t1
OG0015920	XP_013626556.1	Aa_G4540.h1.t1
OG0015921	XP_013638262.1, XP_013584223.1	Aa_G4960.h1.t1
OG0015922	XP_013583737.1	Aa_G5020.h1.t1
OG0015923	XP_013586785.1	Aa_G5090.h1.t1
OG0015924	XP_013587744.1	Aa_G75610.h1.t1
OG0015925	XP_013628875.1	Aa_G679790.h1.t1
OG0015926	XP_013623471.1	Aa_G75780.h1.t1
OG0015927	XP_013625086.1	Aa_G51080.h1.t1
OG0015928	XP_013637756.1	Aa_G51170.h1.t1
OG0015929	XP_013584447.1	Aa_G51210.h1.t1
OG0015930	XP_013584206.1	Aa_G51230.h1.t1
OG0015931	XP_013587286.1	Aa_G269300.h1.t1
OG0015932	XP_013583945.1	Aa_G269310.h1.t1
OG0015933	XP_013634144.1	Aa_G455970.h1.t1
OG0015934	XP_013638314.1	Aa_G163070.h1.t1
OG0015936	XP_013638617.1	Aa_G47800.h1.t1
OG0015937	XP_013587086.1	Aa_G49800.h1.t1
OG0015939	XP_013608573.1	Aa_G47250.h1.t1
OG0015940	XP_013588660.1	Aa_G47050.h1.t1
OG0015941	XP_013616349.1	Aa_G47850.h1.t1
OG0015942	XP_013627009.1	Aa_G78920.h1.t1
OG0015943	XP_013638337.1	Aa_G78880.h1.t1
OG0015944	XP_013583630.1	Aa_G174550.h1.t1
OG0015945	XP_013586888.1	Aa_G174430.h1.t1
OG0015946	XP_013638264.1	Aa_G174400.h1.t1
OG0015947	XP_013592386.1	Aa_G174330.h1.t1
OG0015948	XP_013625333.1	Aa_G174310.h1.t1
OG0015949	XP_013627092.1	Aa_G174280.h1.t1
OG0015950	XP_013585316.1	Aa_G174250.h1.t1
OG0015951	XP_013619131.1	Aa_G174140.h1.t1
OG0015952	XP_013625938.1	Aa_G767410.h1.t1
OG0015953	XP_013622524.1	Aa_G765540.h1.t1
OG0015954	XP_013628390.1	Aa_G301990.h1.t1
OG0015955	XP_013629030.1	Aa_G24400.h1.t1
OG0015956	XP_013638086.1	Aa_G24130.h1.t1
OG0015957	XP_013584079.1	Aa_G24100.h1.t1
OG0015958	XP_013623657.1	Aa_G101460.h1.t1
OG0015959	XP_013623579.1	Aa_G101440.h1.t1
OG0015960	XP_013586721.1	Aa_G101420.h1.t1
OG0015961	XP_013611097.1	Aa_G101350.h1.t1
OG0015962	XP_013583973.1	Aa_G101340.h1.t1
OG0015963	XP_013616597.1	Aa_G101310.h1.t1
OG0015964	XP_013587630.1	Aa_G403700.h1.t1
OG0015965	XP_013637997.1	Aa_G403540.h1.t1
OG0015966	XP_013627074.1	Aa_G34870.h1.t1, Aa_G34870.h2.t1
OG0015967	XP_013585719.1	Aa_G34790.h1.t1
OG0015968	XP_013618190.1	Aa_G34750.h1.t1
OG0015969	XP_013610403.1	Aa_G34700.h1.t1, Aa_G322170.h1.t1
OG0015970	XP_013635936.1	Aa_G34670.h1.t1
OG0015971	XP_013617794.1	Aa_G34660.h1.t1
OG0015972	XP_013585359.1	Aa_G34490.h1.t1
OG0015973	XP_013585360.1	Aa_G34480.h1.t1
OG0015974	XP_013586029.1	Aa_G324490.h1.t1
OG0015975	XP_013583556.1	Aa_G569370.h1.t1
OG0015976	XP_013583547.1	Aa_G569380.h1.t1
OG0015977	XP_013591058.1	Aa_G169780.h1.t1
OG0015978	XP_013586403.1	Aa_G322200.h1.t1
OG0015979	XP_013637796.1	Aa_G419510.h1.t1
OG0015980	XP_013628651.1	Aa_G338700.h1.t1
OG0015981	XP_013587248.1	Aa_G338740.h1.t1
OG0015982	XP_013628591.1	Aa_G338750.h1.t1
OG0015983	XP_013630845.1	Aa_G302850.h1.t1
OG0015984	XP_013585446.1, XP_013627966.1	Aa_G137070.h1.t1
OG0015985	XP_013630314.1	Aa_G137050.h1.t1
OG0015986	XP_013585443.1	Aa_G137040.h1.t1
OG0015987	XP_013585723.1	Aa_G136910.h1.t1
OG0015988	XP_013583692.1	Aa_G136790.h1.t1
OG0015989	XP_013584441.1	Aa_G333290.h1.t1
OG0015990	XP_013620657.1	Aa_G333160.h1.t1
OG0015991	XP_013585006.1	Aa_G195490.h1.t1
OG0015992	XP_013583814.1	Aa_G285220.h1.t1
OG0015993	XP_013583635.1	Aa_G285170.h1.t1
OG0015994	XP_013596415.1	Aa_G86430.h1.t1
OG0015995	XP_013585717.1	Aa_G397630.h1.t1
OG0015996	XP_013586529.1	Aa_G5380.h1.t1
OG0015997	XP_013584197.1	Aa_G5360.h1.t1
OG0015998	XP_013638869.1	Aa_G5300.h1.t1
OG0015999	XP_013587493.1, XP_013626142.1	Aa_G40550.h1.t1
OG0016000	XP_013583726.1	Aa_G40510.h1.t1
OG0016001	XP_013626043.1	Aa_G40350.h1.t1
OG0016002	XP_013624182.1	Aa_G40270.h1.t1
OG0016003	XP_013586854.1	Aa_G40090.h1.t1
OG0016005	XP_013618527.1	Aa_G640100.h1.t1
OG0016006	XP_013586311.1	Aa_G378960.h1.t1
OG0016007	XP_013583875.1	Aa_G463650.h1.t1
OG0016008	XP_013599348.1	Aa_G546600.h1.t1
OG0016009	XP_013584221.1	Aa_G327430.h1.t1
OG0016010	XP_013638926.1	Aa_G327410.h1.t1
OG0016011	XP_013584054.1	Aa_G243370.h1.t1
OG0016012	XP_013622337.1	Aa_G243340.h1.t1
OG0016013	XP_013610680.1	Aa_G237670.h1.t1
OG0016014	XP_013585114.1	Aa_G458820.h1.t1
OG0016015	XP_013584248.1	Aa_G56260.h1.t1
OG0016016	XP_013585565.1	Aa_G317700.h1.t1
OG0016017	XP_013583383.1	Aa_G140320.h1.t1
OG0016018	XP_013622138.1	Aa_G1480.h1.t1
OG0016019	XP_013584865.1	Aa_G1460.h1.t1
OG0016020	XP_013586291.1	Aa_G1440.h1.t1
OG0016021	XP_013583999.1	Aa_G1230.h1.t1
OG0016023	XP_013638087.1	Aa_G1020.h1.t1
OG0016024	XP_013586463.1	Aa_G235030.h1.t1
OG0016025	XP_013584018.1	Aa_G507840.h1.t1
OG0016026	XP_013585897.1	Aa_G32090.h1.t1
OG0016027	XP_013609927.1	Aa_G233750.h1.t1
OG0016028	XP_013587633.1	Aa_G233780.h1.t1
OG0016029	XP_013586918.1	Aa_G223380.h1.t1, Aa_G223390.h1.t1
OG0016030	XP_013587152.1	Aa_G223470.h1.t1
OG0016031	XP_013586602.1	Aa_G223480.h1.t1
OG0016032	XP_013584412.1	Aa_G223490.h1.t1
OG0016033	XP_013638168.1	Aa_G223520.h1.t1
OG0016034	XP_013586357.1	Aa_G317040.h1.t1
OG0016035	XP_013583796.1	Aa_G317050.h1.t1
OG0016036	XP_013609607.1	Aa_G97130.h1.t1
OG0016037	XP_013586864.1	Aa_G20480.h1.t1
OG0016038	XP_013616086.1	Aa_G20380.h1.t1
OG0016039	XP_013639707.1	Aa_G20350.h1.t1
OG0016040	XP_013620647.1	Aa_G753450.h1.t1
OG0016041	XP_013638837.1	Aa_G107740.h1.t1
OG0016042	XP_013613833.1	Aa_G53550.h1.t1
OG0016043	XP_013628752.1	Aa_G53520.h1.t1
OG0016044	XP_013637803.1	Aa_G683050.h1.t1
OG0016045	XP_013583810.1	Aa_G310230.h1.t1
OG0016046	XP_013587742.1	Aa_G176890.h1.t1
OG0016047	XP_013586454.1	Aa_G176940.h1.t1
OG0016048	XP_013638626.1	Aa_G176990.h1.t1
OG0016049	XP_013587405.1	Aa_G63030.h1.t1
OG0016050	XP_013586840.1	Aa_G63010.h1.t1
OG0016051	XP_013613957.1	Aa_G62970.h1.t1
OG0016052	XP_013635579.1	Aa_G595770.h1.t1
OG0016053	XP_013585024.1	Aa_G549450.h1.t1
OG0016054	XP_013585450.1	Aa_G82030.h1.t1
OG0016055	XP_013629343.1	Aa_G104740.h1.t1
OG0016056	XP_013608595.1	Aa_G104640.h1.t1
OG0016059	XP_013587311.1	Aa_G429490.h1.t1
OG0016060	XP_013638363.1	Aa_G342870.h1.t1
OG0016061	XP_013584080.1	Aa_G342900.h1.t1
OG0016062	XP_013638403.1	Aa_G250150.h1.t1
OG0016063	XP_013629438.1	Aa_G382270.h1.t1
OG0016064	XP_013587420.1	Aa_G240030.h1.t1
OG0016065	XP_013585100.1	Aa_G240060.h1.t1
OG0016066	XP_013587233.1	Aa_G240090.h1.t1
OG0016067	XP_013587229.1	Aa_G240080.h1.t1
OG0016068	XP_013638373.1	Aa_G371380.h1.t1
OG0016069	XP_013638436.1	Aa_G20140.h1.t1
OG0016070	XP_013587669.1	Aa_G20150.h1.t1
OG0016071	XP_013624252.1	Aa_G164440.h1.t1
OG0016072	XP_013623295.1	Aa_G164460.h1.t1
