Orthogroup	Brassica_oleracea	Rorippa_islandica
OG0014615	XP_013585807.1	Roisl.0213s0243.1.p
OG0014616	XP_013585371.1	Roisl.0213s0253.1.p
OG0014617	XP_013587523.1	Roisl.0213s0264.1.p
OG0014618	XP_013638529.1	Roisl.0213s0270.1.p
OG0014619	XP_013638208.1	Roisl.0213s0272.1.p
OG0014620	XP_013584490.1	Roisl.0213s0311.1.p
OG0014621	XP_013586249.1	Roisl.0213s0314.1.p
OG0014622	XP_013586251.1	Roisl.0213s0315.1.p
OG0014623	XP_013607759.1	Roisl.0022s0099.1.p
OG0014624	XP_013587029.1	Roisl.0213s0324.1.p
OG0014625	XP_013587640.1	Roisl.0213s0327.1.p
OG0014626	XP_013637692.1	Roisl.0213s0330.1.p
OG0014627	XP_013584141.1, XP_013595752.1	Roisl.0213s0350.1.p
OG0014628	XP_013584588.1	Roisl.0213s0358.1.p
OG0014629	XP_013638079.1	Roisl.0213s0364.1.p
OG0014630	XP_013584174.1	Roisl.0213s0380.1.p
OG0014631	XP_013595553.1	Roisl.0213s0394.1.p
OG0014632	XP_013618613.1	Roisl.0213s0395.1.p
OG0014633	XP_013595802.1	Roisl.0213s0416.1.p
OG0014634	XP_013604029.1	Roisl.0213s0422.1.p
OG0014635	XP_013584604.1, XP_013604030.1	Roisl.0213s0427.1.p
OG0014636	XP_013587412.1	Roisl.0213s0430.1.p
OG0014637	XP_013586718.1	Roisl.0213s0433.1.p
OG0014638	XP_013587089.1	Roisl.0213s0453.1.p
OG0014639	XP_013584106.1	Roisl.0213s0454.1.p
OG0014640	XP_013604776.1	Roisl.0213s0455.1.p
OG0014641	XP_013599782.1	Roisl.0213s0471.1.p
OG0014642	XP_013637770.1	Roisl.0213s0503.1.p
OG0014643	XP_013587569.1	Roisl.0213s0504.1.p
OG0014644	XP_013585476.1	Roisl.0213s0515.1.p
OG0014645	XP_013584254.1	Roisl.0209s0200.1.p
OG0014646	XP_013586097.1	Roisl.0209s0194.1.p
OG0014647	XP_013586302.1	Roisl.0209s0170.1.p
OG0014648	XP_013599033.1	Roisl.0011s0160.1.p
OG0014649	XP_013598174.1	Roisl.0011s0167.1.p
OG0014650	XP_013593571.1	Roisl.0011s0192.1.p
OG0014651	XP_013597729.1	Roisl.0011s0208.1.p
OG0014652	XP_013606037.1	Roisl.0011s0248.1.p
OG0014653	XP_013636951.1	Roisl.0022s0136.1.p
OG0014654	XP_013614485.1	Roisl.0011s0250.1.p
OG0014655	XP_013593604.1	Roisl.0011s0265.1.p
OG0014656	XP_013593842.1	Roisl.0011s0268.1.p
OG0014657	XP_013593073.1	Roisl.0024s0585.1.p
OG0014658	XP_013593934.1	Roisl.0024s0582.1.p
OG0014659	XP_013609918.1	Roisl.0024s0561.1.p
OG0014660	XP_013597940.1	Roisl.0024s0540.1.p
OG0014661	XP_013597939.1	Roisl.0024s0535.1.p
OG0014662	XP_013637938.1	Roisl.0024s0534.1.p
OG0014663	XP_013611969.1	Roisl.0024s0531.1.p
OG0014664	XP_013598745.1	Roisl.0024s0530.1.p
OG0014665	XP_013596682.1	Roisl.0024s0518.1.p
OG0014666	XP_013616609.1	Roisl.0024s0514.1.p
OG0014667	XP_013628303.1	Roisl.0024s0512.1.p
OG0014668	XP_013625376.1	Roisl.0024s0496.1.p
OG0014669	XP_013629196.1	Roisl.0024s0490.1.p
OG0014670	XP_013629195.1	Roisl.0024s0489.1.p
OG0014671	XP_013622849.1	Roisl.0024s0484.1.p
OG0014672	XP_013622781.1	Roisl.0024s0472.1.p
OG0014674	XP_013606219.1	Roisl.0024s0448.1.p
OG0014675	XP_013613611.1	Roisl.0024s0410.1.p
OG0014676	XP_013613632.1	Roisl.0024s0406.1.p
OG0014677	XP_013625672.1	Roisl.0024s0389.1.p
OG0014678	XP_013622600.1	Roisl.0024s0377.1.p
OG0014679	XP_013630826.1	Roisl.0024s0372.1.p
OG0014680	XP_013625876.1	Roisl.0024s0360.1.p
OG0014681	XP_013622159.1	Roisl.0024s0350.1.p
OG0014682	XP_013612920.1	Roisl.0024s0342.1.p
OG0014683	XP_013628513.1	Roisl.0024s0327.1.p
OG0014684	XP_013628907.1	Roisl.0024s0324.1.p
OG0014685	XP_013620997.1	Roisl.0024s0322.1.p
OG0014686	XP_013629402.1	Roisl.0024s0319.1.p
OG0014687	XP_013616072.1	Roisl.0024s0308.1.p
OG0014688	XP_013611035.1	Roisl.0024s0302.1.p
OG0014689	XP_013628333.1	Roisl.0024s0296.1.p
OG0014690	XP_013625366.1	Roisl.0024s0279.1.p
OG0014691	XP_013630818.1	Roisl.0024s0275.1.p
OG0014692	XP_013630549.1	Roisl.0024s0270.1.p
OG0014693	XP_013622532.1	Roisl.0024s0242.1.p
OG0014694	XP_013625562.1	Roisl.0024s0221.1.p
OG0014695	XP_013629533.1	Roisl.0024s0220.1.p
OG0014696	XP_013612984.1	Roisl.0024s0215.1.p
OG0014697	XP_013621809.1	Roisl.0024s0213.1.p
OG0014698	XP_013612301.1	Roisl.0024s0212.1.p
OG0014699	XP_013629038.1	Roisl.0066s0202.1.p
OG0014700	XP_013628435.1	Roisl.0024s0202.1.p
OG0014701	XP_013606672.1	Roisl.0024s0187.1.p
OG0014702	XP_013612553.1	Roisl.0024s0185.1.p
OG0014703	XP_013608993.1	Roisl.0024s0182.1.p
OG0014704	XP_013626184.1	Roisl.0024s0171.1.p
OG0014705	XP_013611845.1	Roisl.0024s0170.1.p
OG0014706	XP_013627693.1	Roisl.0024s0144.1.p
OG0014707	XP_013629618.1	Roisl.0024s0125.1.p
OG0014708	XP_013627224.1	Roisl.0080s0014.1.p
OG0014709	XP_013623687.1	Roisl.0080s0015.1.p
OG0014710	XP_013616090.1	Roisl.0080s0036.1.p
OG0014711	XP_013621071.1	Roisl.0080s0041.1.p
OG0014712	XP_013630352.1	Roisl.0080s0043.1.p
OG0014713	XP_013630682.1	Roisl.0080s0048.1.p
OG0014714	XP_013630228.1	Roisl.0080s0061.1.p
OG0014715	XP_013620660.1, XP_013630232.1	Roisl.0080s0063.1.p
OG0014717	XP_013607043.1	Roisl.0080s0083.1.p
OG0014718	XP_013597616.1	Roisl.0080s0092.1.p
OG0014719	XP_013617951.1, XP_013595028.1	Roisl.0080s0106.1.p
OG0014720	XP_013606856.1	Roisl.0080s0116.1.p
OG0014721	XP_013594159.1	Roisl.0080s0129.1.p
OG0014722	XP_013620466.1	Roisl.0080s0147.1.p
OG0014723	XP_013597474.1	Roisl.0011s0468.1.p
OG0014724	XP_013597473.1	Roisl.0080s0167.1.p
OG0014725	XP_013597476.1	Roisl.0080s0169.1.p
OG0014726	XP_013593744.1	Roisl.0080s0182.1.p
OG0014728	XP_013620721.1	Roisl.0214s0792.1.p, Roisl.0210s2015.1.p
OG0014729	XP_013598327.1	Roisl.0210s2017.1.p
OG0014730	XP_013597850.1	Roisl.0210s2037.1.p
OG0014731	XP_013609040.1	Roisl.0210s2041.1.p
OG0014732	XP_013599219.1	Roisl.0210s2055.1.p
OG0014733	XP_013588016.1	Roisl.0179s0020.1.p
OG0014734	XP_013609769.1	Roisl.0046s0079.1.p
OG0014735	XP_013628938.1	Roisl.0209s0291.1.p
OG0014736	XP_013598155.1	Roisl.0046s0098.1.p
OG0014737	XP_013593669.1	Roisl.0046s0099.1.p
OG0014738	XP_013599012.1	Roisl.0046s0100.1.p
OG0014739	XP_013598626.1	Roisl.0046s0105.1.p
OG0014740	XP_013598624.1	Roisl.0046s0108.1.p
OG0014741	XP_013597551.1	Roisl.0046s0111.1.p
OG0014742	XP_013606276.1	Roisl.0046s0127.1.p
OG0014743	XP_013618329.1	Roisl.0046s0128.1.p
OG0014744	XP_013627441.1	Roisl.0184s0027.1.p
OG0014745	XP_013599438.1	Roisl.0046s0132.1.p
OG0014746	XP_013612936.1	Roisl.0046s0139.1.p
OG0014747	XP_013618372.1	Roisl.0046s0152.1.p
OG0014748	XP_013596902.1	Roisl.0046s0160.1.p
OG0014749	XP_013597941.1	Roisl.0046s0162.1.p
OG0014750	XP_013593305.1	Roisl.0046s0166.1.p
OG0014751	XP_013596400.1	Roisl.0046s0172.1.p
OG0014752	XP_013593501.1	Roisl.0046s0211.1.p
OG0014753	XP_013614297.1	Roisl.0046s0272.1.p
OG0014754	XP_013596354.1	Roisl.0046s0281.1.p
OG0014755	XP_013598375.1	Roisl.0046s0283.1.p
OG0014756	XP_013597101.1	Roisl.0046s0285.1.p
OG0014757	XP_013593191.1	Roisl.0046s0293.1.p
OG0014758	XP_013616199.1	Roisl.0210s1655.1.p
OG0014759	XP_013611113.1, XP_013629424.1	Roisl.0210s1686.1.p
OG0014760	XP_013608745.1	Roisl.0210s1706.1.p
OG0014761	XP_013620665.1, XP_013630281.1	Roisl.0210s1726.1.p
OG0014762	XP_013626121.1	Roisl.0210s1734.1.p
OG0014763	XP_013607183.1	Roisl.0210s1751.1.p
OG0014764	XP_013613021.1	Roisl.0210s1765.1.p
OG0014765	XP_013618912.1	Roisl.0210s1767.1.p
OG0014766	XP_013609829.1	Roisl.0210s1768.1.p
OG0014767	XP_013625245.1	Roisl.0210s1784.1.p
OG0014768	XP_013611902.1	Roisl.0210s1785.1.p
OG0014769	XP_013616438.1	Roisl.0210s1790.1.p
OG0014770	XP_013625337.1	Roisl.0210s1815.1.p
OG0014771	XP_013611689.1	Roisl.0210s1830.1.p
OG0014772	XP_013608872.1	Roisl.0210s1848.1.p
OG0014773	XP_013629719.1	Roisl.0210s1865.1.p
OG0014774	XP_013625356.1	Roisl.0210s1872.1.p
OG0014775	XP_013616530.1	Roisl.0210s1873.1.p
OG0014776	XP_013586922.1	Roisl.0191s0130.1.p
OG0014777	XP_013621189.1	Roisl.0210s1888.1.p
OG0014778	XP_013621283.1	Roisl.0210s1903.1.p
OG0014779	XP_013619680.1	Roisl.0210s1904.1.p
OG0014780	XP_013610307.1	Roisl.0210s1911.1.p
OG0014781	XP_013630749.1	Roisl.0210s1932.1.p
OG0014782	XP_013611642.1, XP_013616296.1	Roisl.0210s1943.1.p
OG0014783	XP_013615070.1	Roisl.0053s0210.1.p
OG0014784	XP_013619098.1	Roisl.0210s1946.1.p
OG0014785	XP_013606603.1	Roisl.0210s1949.1.p
OG0014786	XP_013614896.1	Roisl.0075s0016.1.p
OG0014787	XP_013606651.1	Roisl.0031s0134.1.p
OG0014788	XP_013628869.1, XP_013629978.1	Roisl.0080s0195.1.p
OG0014790	XP_013611931.1	Roisl.0080s0213.1.p
OG0014791	XP_013606091.1	Roisl.0080s0216.1.p
OG0014792	XP_013606764.1	Roisl.0080s0219.1.p
OG0014793	XP_013606311.1	Roisl.0080s0253.1.p
OG0014794	YP_004927492.1	Roisl.0073s0001.1.p
OG0014795	XP_013621368.1	Roisl.0080s0290.1.p
OG0014796	XP_013618592.1	Roisl.0080s0297.1.p
OG0014797	XP_013611820.1	Roisl.0080s0336.1.p
OG0014798	XP_013614378.1	Roisl.0213s0792.1.p
OG0014799	XP_013609045.1	Roisl.0080s0342.1.p
OG0014800	XP_013609947.1	Roisl.0080s0346.1.p
OG0014802	XP_013616233.1	Roisl.0080s0362.1.p
OG0014803	XP_013610408.1	Roisl.0080s0379.1.p
OG0014804	XP_013613107.1	Roisl.0080s0381.1.p
OG0014805	XP_013609006.1	Roisl.0080s0420.1.p
OG0014806	XP_013606990.1	Roisl.0080s0431.1.p
OG0014807	XP_013611405.1	Roisl.0080s0438.1.p
OG0014808	XP_013611407.1	Roisl.0080s0439.1.p
OG0014809	XP_013612468.1	Roisl.0080s0450.1.p
OG0014810	XP_013620761.1	Roisl.0080s0464.1.p
OG0014811	XP_013612026.1	Roisl.0080s0471.1.p
OG0014812	XP_013616398.1	Roisl.0080s0473.1.p
OG0014813	XP_013628479.1	Roisl.0080s0479.1.p
OG0014814	XP_013608706.1	Roisl.0080s0481.1.p
OG0014815	XP_013629127.1	Roisl.0080s0539.1.p
OG0014816	XP_013608702.1	Roisl.0080s0483.1.p
OG0014817	XP_013619374.1	Roisl.0080s0486.1.p
OG0014818	XP_013611387.1	Roisl.0080s0501.1.p
OG0014819	XP_013621612.1	Roisl.0080s0503.1.p
OG0014820	XP_013607066.1, XP_013626910.1	Roisl.0080s0522.1.p
OG0014821	XP_013615208.1, XP_013608941.1	Roisl.0080s0524.1.p
OG0014822	XP_013623491.1	Roisl.0080s0529.1.p
OG0014823	XP_013609784.1	Roisl.0080s0532.1.p
OG0014824	XP_013611797.1	Roisl.0080s0535.1.p
OG0014825	XP_013625219.1	Roisl.0082s0362.1.p, Roisl.0080s0560.1.p
OG0014826	XP_013616066.1	Roisl.0080s0562.1.p
OG0014827	XP_013616682.1	Roisl.0011s0073.1.p
OG0014828	XP_013599083.1	Roisl.0066s0086.1.p
OG0014829	XP_013596102.1	Roisl.0045s0094.1.p
OG0014830	XP_013606283.1	Roisl.0080s0601.1.p
OG0014831	XP_013609388.1	Roisl.0080s0600.1.p
OG0014832	XP_013612558.1	Roisl.0080s0588.1.p
OG0014833	XP_013612304.1	Roisl.0080s0641.1.p
OG0014834	XP_013612305.1	Roisl.0080s0642.1.p
OG0014835	XP_013612140.1	Roisl.0080s0657.1.p
OG0014836	XP_013609144.1	Roisl.0080s0706.1.p
OG0014837	XP_013621607.1	Roisl.0080s0719.1.p
OG0014838	XP_013609337.1, XP_013619108.1	Roisl.0080s0722.1.p
OG0014839	XP_013612604.1	Roisl.0080s0759.1.p
OG0014840	XP_013607181.1	Roisl.0080s0739.1.p
OG0014841	XP_013621082.1	Roisl.0080s0741.1.p
OG0014842	XP_013611778.1	Roisl.0080s0745.1.p
OG0014844	XP_013612948.1	Roisl.0080s0751.1.p
OG0014845	XP_013608207.1	Roisl.0080s0758.1.p
OG0014846	XP_013628603.1	Roisl.0080s0775.1.p
OG0014847	XP_013608201.1, XP_013614107.1	Roisl.0080s0783.1.p
OG0014848	XP_013609990.1	Roisl.0080s0789.1.p
OG0014849	XP_013609290.1	Roisl.0080s0855.1.p
OG0014850	XP_013630266.1	Roisl.0046s0895.1.p
OG0014851	XP_013617237.1	Roisl.0046s0877.1.p
OG0014852	XP_013625986.1	Roisl.0046s0863.1.p
OG0014853	XP_013613849.1	Roisl.0046s0846.1.p
OG0014854	XP_013605140.1	Roisl.0046s0823.1.p
OG0014855	XP_013602380.1	Roisl.0046s0821.1.p
OG0014856	XP_013608987.1	Roisl.0046s0804.1.p
OG0014857	XP_013606538.1	Roisl.0204s0180.1.p
OG0014858	XP_013607159.1	Roisl.0082s0422.1.p
OG0014859	XP_013629282.1	Roisl.0210s0488.1.p
OG0014860	XP_013612945.1	Roisl.0210s0479.1.p
OG0014861	XP_013628419.1	Roisl.0017s0289.1.p
OG0014863	XP_013610867.1	Roisl.0210s0439.1.p
OG0014864	XP_013619669.1	Roisl.0210s0425.1.p
OG0014865	XP_013630136.1	Roisl.0210s0418.1.p
OG0014866	XP_013609638.1	Roisl.0210s0412.1.p
OG0014867	XP_013616348.1, XP_013609712.1	Roisl.0210s0407.1.p
OG0014869	XP_013609015.1	Roisl.0042s0026.1.p
OG0014870	XP_013618363.1	Roisl.0083s0002.1.p
OG0014871	XP_013610058.1	Roisl.0042s0055.1.p
OG0014872	XP_013610034.1	Roisl.0042s0056.1.p
OG0014873	XP_013599395.1	Roisl.0008s0230.1.p
OG0014874	XP_013618928.1, XP_013609776.1	Roisl.0042s0066.1.p
OG0014875	XP_013609778.1	Roisl.0042s0067.1.p
OG0014876	XP_013609891.1	Roisl.0042s0068.1.p
OG0014877	XP_013608920.1	Roisl.0042s0070.1.p
OG0014878	XP_013626380.1	Roisl.0042s0077.1.p
OG0014878	XP_013606321.1	Roisl.0042s0076.1.p
OG0014879	XP_013611870.1	Roisl.0042s0086.1.p
OG0014880	XP_013608729.1	Roisl.0042s0088.1.p
OG0014881	XP_013625527.1	Roisl.0042s0092.1.p
OG0014882	XP_013606203.1	Roisl.0042s0099.1.p
OG0014883	XP_013611520.1	Roisl.0042s0101.1.p
OG0014884	XP_013605961.1	Roisl.0042s0127.1.p
OG0014885	XP_013613332.1	Roisl.0042s0142.1.p
OG0014886	XP_013610582.1	Roisl.0042s0143.1.p
OG0014887	XP_013612575.1	Roisl.0042s0150.1.p
OG0014889	XP_013611014.1	Roisl.0042s0156.1.p
OG0014890	XP_013611008.1	Roisl.0030s0216.1.p
OG0014891	XP_013622271.1	Roisl.0030s0200.1.p
OG0014892	XP_013611346.1	Roisl.0030s0184.1.p
OG0014893	XP_013593049.1	Roisl.0011s0129.1.p
OG0014894	XP_013629460.1	Roisl.0030s0180.1.p
OG0014895	XP_013628919.1	Roisl.0030s0170.1.p
OG0014896	XP_013612909.1	Roisl.0030s0166.1.p
OG0014897	XP_013611361.1	Roisl.0030s0158.1.p
OG0014898	XP_013629666.1	Roisl.0030s0157.1.p
OG0014899	XP_013613340.1	Roisl.0030s0151.1.p
OG0014900	XP_013611103.1	Roisl.0030s0142.1.p
OG0014901	XP_013620674.1, XP_013612366.1	Roisl.0030s0137.1.p
OG0014902	XP_013615622.1, XP_013612273.1	Roisl.0030s0122.1.p
OG0014903	XP_013611680.1	Roisl.0030s0119.1.p
OG0014905	XP_013637510.1	Roisl.0053s0072.1.p
OG0014906	XP_013606879.1	Roisl.0030s0094.1.p
OG0014907	XP_013606460.1	Roisl.0030s0089.1.p
OG0014908	XP_013612143.1	Roisl.0030s0088.1.p
OG0014909	XP_013621422.1	Roisl.0030s0085.1.p
OG0014910	XP_013625915.1	Roisl.0030s0068.1.p
OG0014911	XP_013618381.1	Roisl.0030s0056.1.p
OG0014912	XP_013610373.1	Roisl.0030s0051.1.p
OG0014913	XP_013630195.1	Roisl.0030s0028.1.p
OG0014914	XP_013610512.1	Roisl.0034s0164.1.p
OG0014915	XP_013610516.1	Roisl.0034s0165.1.p
OG0014916	XP_013616031.1	Roisl.0034s0168.1.p
OG0014918	XP_013625001.1, XP_013607303.1	Roisl.0034s0141.1.p
OG0014919	XP_013611617.1	Roisl.0034s0130.1.p
OG0014920	XP_013620131.1	Roisl.0034s0125.1.p
OG0014921	XP_013606708.1	Roisl.0034s0124.1.p
OG0014922	XP_013625561.1	Roisl.0034s0112.1.p
OG0014923	XP_013621998.1	Roisl.0034s0110.1.p
OG0014924	XP_013622010.1	Roisl.0034s0105.1.p
OG0014925	XP_013609555.1, XP_013619792.1	Roisl.0034s0102.1.p
OG0014926	XP_013630274.1	Roisl.0034s0099.1.p
OG0014927	XP_013606800.1	Roisl.0034s0092.1.p
OG0014928	XP_013619574.1	Roisl.0034s0080.1.p
OG0014929	XP_013625888.1	Roisl.0034s0069.1.p
OG0014930	XP_013616649.1	Roisl.0034s0067.1.p
OG0014931	XP_013620489.1	Roisl.0034s0064.1.p
OG0014932	XP_013614145.1	Roisl.0034s0062.1.p
OG0014933	XP_013621747.1	Roisl.0034s0060.1.p
OG0014934	XP_013625254.1	Roisl.0034s0055.1.p
OG0014935	XP_013630176.1	Roisl.0034s0054.1.p
OG0014936	XP_013627275.1	Roisl.0034s0048.1.p
OG0014937	XP_013628626.1	Roisl.0034s0046.1.p
OG0014938	XP_013606347.1	Roisl.0034s0040.1.p
OG0014939	XP_013621320.1	Roisl.0034s0016.1.p
OG0014940	XP_013626896.1	Roisl.0034s0014.1.p
OG0014941	XP_013628643.1	Roisl.0034s0013.1.p
OG0014942	XP_013629356.1	Roisl.0034s0010.1.p
OG0014943	XP_013638249.1	Roisl.0079s0212.1.p
OG0014944	XP_013621838.1	Roisl.0034s0007.1.p
OG0014945	XP_013633985.1	Roisl.0009s0150.1.p
OG0014946	XP_013590152.1	Roisl.0009s0108.1.p
OG0014947	XP_013636609.1	Roisl.0009s0092.1.p
OG0014948	XP_013631329.1	Roisl.0009s0065.1.p
OG0014949	XP_013589775.1	Roisl.0115s0037.1.p
OG0014950	XP_013591426.1, XP_013589771.1	Roisl.0115s0031.1.p
OG0014951	XP_013592249.1	Roisl.0115s0025.1.p
OG0014952	XP_013592058.1	Roisl.0115s0010.1.p
OG0014953	XP_013590434.1	Roisl.0115s0012.1.p
OG0014954	XP_013590433.1	Roisl.0115s0013.1.p
OG0014955	XP_013592154.1	Roisl.0115s0017.1.p
OG0014956	XP_013591427.1	Roisl.0115s0039.1.p
OG0014957	XP_013591199.1	Roisl.0115s0046.1.p
OG0014958	XP_013590201.1	Roisl.0115s0054.1.p
OG0014959	XP_013614601.1	Roisl.0115s0066.1.p
OG0014960	XP_013619409.1	Roisl.0115s0070.1.p
OG0014961	XP_013620331.1	Roisl.0115s0076.1.p
OG0014962	XP_013621446.1	Roisl.0115s0110.1.p
OG0014963	XP_013621653.1	Roisl.0115s0136.1.p
OG0014964	XP_013592318.1	Roisl.0115s0142.1.p
OG0014965	XP_013607126.1	Roisl.0046s0398.1.p
OG0014966	XP_013591405.1	Roisl.0115s0174.1.p
OG0014967	XP_013587950.1	Roisl.0115s0182.1.p
OG0014968	XP_013588031.1	Roisl.0115s0185.1.p
OG0014969	XP_013583724.1	Roisl.0015s0074.1.p
OG0014970	XP_013592755.1	Roisl.0115s0210.1.p
OG0014971	XP_013591113.1	Roisl.0115s0211.1.p
OG0014972	XP_013591566.1	Roisl.0115s0216.1.p
OG0014973	XP_013600052.1	Roisl.0082s0496.1.p
OG0014974	XP_013587955.1	Roisl.0115s0228.1.p
OG0014975	XP_013590217.1	Roisl.0115s0233.1.p
OG0014976	XP_013588617.1	Roisl.0115s0236.1.p
OG0014977	XP_013588742.1	Roisl.0115s0237.1.p
OG0014978	XP_013621061.1	Roisl.0115s0252.1.p
OG0014979	XP_013625009.1, XP_013589840.1	Roisl.0115s0256.1.p
OG0014980	XP_013591596.1	Roisl.0004s0035.1.p
OG0014981	XP_013588029.1	Roisl.0004s0096.1.p
OG0014982	XP_013588003.1	Roisl.0004s0098.1.p
OG0014983	XP_013588632.1	Roisl.0004s0105.1.p
OG0014984	XP_013619514.1	Roisl.0004s0125.1.p
OG0014985	XP_013621044.1	Roisl.0004s0131.1.p
OG0014986	XP_013592343.1	Roisl.0004s0132.1.p
OG0014987	XP_013592658.1	Roisl.0004s0141.1.p
OG0014988	XP_013587812.1	Roisl.0004s0148.1.p
OG0014989	XP_013618408.1	Roisl.0004s0153.1.p
OG0014990	XP_013636486.1	Roisl.0053s0074.1.p
OG0014991	XP_013620817.1	Roisl.0004s0171.1.p
OG0014992	XP_013592820.1	Roisl.0004s0175.1.p
OG0014993	XP_013591578.1	Roisl.0004s0180.1.p
OG0014994	XP_013592234.1	Roisl.0004s0219.1.p
OG0014995	XP_013588313.1	Roisl.0004s0223.1.p
OG0014996	XP_013588657.1	Roisl.0004s0227.1.p
OG0014997	XP_013590123.1	Roisl.0004s0234.1.p
OG0014998	XP_013590044.1	Roisl.0004s0238.1.p
OG0014999	XP_013591075.1	Roisl.0004s0242.1.p
OG0015000	XP_013592505.1	Roisl.0004s0244.1.p
OG0015001	XP_013591530.1	Roisl.0004s0251.1.p
OG0015002	XP_013591529.1	Roisl.0004s0252.1.p
OG0015003	XP_013592002.1	Roisl.0004s0256.1.p
OG0015004	XP_013611816.1	Roisl.0191s0605.1.p
OG0015005	XP_013590339.1	Roisl.0004s0267.1.p
OG0015006	XP_013591828.1	Roisl.0004s0278.1.p
OG0015007	XP_013588769.1	Roisl.0004s0281.1.p
OG0015008	XP_013589868.1	Roisl.0004s0282.1.p
OG0015009	XP_013592393.1	Roisl.0004s0291.1.p
OG0015010	XP_013591587.1	Roisl.0004s0307.1.p
OG0015011	XP_013592048.1	Roisl.0004s0315.1.p
OG0015012	XP_013620923.1	Roisl.0004s0328.1.p
OG0015013	XP_013587917.1	Roisl.0004s0330.1.p
OG0015014	XP_013592748.1	Roisl.0004s0338.1.p
OG0015015	XP_013589688.1	Roisl.0004s0341.1.p
OG0015016	XP_013592188.1	Roisl.0004s0348.1.p
OG0015017	XP_013590953.1	Roisl.0004s0350.1.p
OG0015018	XP_013592530.1	Roisl.0004s0354.1.p
OG0015019	XP_013592674.1	Roisl.0004s0358.1.p
OG0015020	XP_013590354.1	Roisl.0004s0372.1.p
OG0015021	XP_013620627.1, XP_013590226.1	Roisl.0004s0379.1.p
OG0015022	XP_013588405.1	Roisl.0004s0383.1.p
OG0015023	XP_013587817.1	Roisl.0004s0389.1.p
OG0015024	XP_013595485.1	Roisl.0066s0210.1.p
OG0015025	XP_013598528.1	Roisl.0066s0186.1.p
OG0015026	XP_013606720.1	Roisl.0066s0175.1.p
OG0015027	XP_013593316.1	Roisl.0066s0142.1.p
OG0015028	XP_013596988.1	Roisl.0066s0128.1.p
OG0015029	XP_013594656.1	Roisl.0046s0920.1.p
OG0015030	XP_013588770.1	Roisl.0194s0024.1.p
OG0015031	XP_013604994.1	Roisl.0046s0908.1.p
OG0015032	XP_013601582.1	Roisl.0046s0910.1.p
OG0015033	XP_013623336.1	Roisl.0209s0456.1.p
OG0015034	XP_013630643.1	Roisl.0209s0449.1.p
OG0015035	XP_013622462.1	Roisl.0209s0448.1.p
OG0015036	XP_013630222.1	Roisl.0209s0457.1.p
OG0015037	XP_013621734.1	Roisl.0209s0476.1.p
OG0015038	XP_013585582.1	Roisl.0007s0805.1.p
OG0015039	XP_013625043.1	Roisl.0007s0770.1.p
OG0015040	XP_013629819.1	Roisl.0021s0499.1.p
OG0015041	XP_013591946.1	Roisl.0021s0502.1.p
OG0015042	XP_013591969.1	Roisl.0021s0510.1.p
OG0015043	XP_013621712.1	Roisl.0021s0518.1.p
OG0015044	XP_013592715.1	Roisl.0021s0534.1.p
OG0015045	XP_013590505.1	Roisl.0021s0553.1.p
OG0015046	XP_013592646.1	Roisl.0006s0542.1.p
OG0015047	XP_013591602.1	Roisl.0006s0525.1.p
OG0015048	XP_013622330.1	Roisl.0006s0522.1.p
OG0015049	XP_013630324.1	Roisl.0006s0517.1.p
OG0015050	XP_013587976.1	Roisl.0006s0502.1.p
OG0015051	XP_013628660.1	Roisl.0006s0450.1.p
OG0015052	XP_013588579.1	Roisl.0006s0445.1.p
OG0015053	XP_013592253.1	Roisl.0006s0431.1.p
OG0015054	XP_013630160.1, XP_013630379.1	Roisl.0006s0407.1.p
OG0015055	XP_013629055.1	Roisl.0006s0399.1.p
OG0015056	XP_013590989.1	Roisl.0006s0386.1.p
OG0015057	XP_013590104.1	Roisl.0006s0382.1.p
OG0015058	XP_013590964.1	Roisl.0006s0380.1.p
OG0015059	XP_013631523.1	Roisl.0028s1057.1.p
OG0015060	XP_013625854.1	Roisl.0028s1060.1.p
OG0015061	XP_013633603.1	Roisl.0028s1065.1.p
OG0015062	XP_013637141.1	Roisl.0054s0014.1.p
OG0015063	XP_013634188.1, XP_013627481.1	Roisl.0054s0039.1.p
OG0015064	XP_013631629.1	Roisl.0017s0003.1.p
OG0015065	XP_013631904.1	Roisl.0017s0018.1.p
OG0015066	XP_013625649.1	Roisl.0209s0279.1.p
OG0015067	XP_013622843.1	Roisl.0020s0150.1.p
OG0015068	XP_013628265.1	Roisl.0020s0158.1.p
OG0015069	XP_013612980.1	Roisl.0031s0073.1.p
OG0015070	XP_013629290.1	Roisl.0031s0086.1.p
OG0015071	XP_013632133.1	Roisl.0026s0062.1.p
OG0015072	XP_013622598.1	Roisl.0006s0587.1.p
OG0015073	XP_013601744.1	Roisl.0061s0023.1.p
OG0015074	XP_013623271.1	Roisl.0020s0020.1.p
OG0015075	XP_013625390.1	Roisl.0058s0104.1.p
OG0015076	XP_013614305.1	Roisl.0214s0078.1.p
OG0015077	XP_013611745.1	Roisl.0191s0705.1.p
OG0015078	XP_013604547.1	Roisl.0213s0026.1.p
OG0015079	XP_013602163.1	Roisl.0015s0163.1.p
OG0015080	XP_013600388.1	Roisl.0015s0166.1.p
OG0015081	XP_013600780.1	Roisl.0053s0057.1.p
