Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0015874	XP_013636415.1	ESY12_g51252_DN3_SP0_c0.t1
OG0015875	XP_013636461.1	ESY12_g51254_DN2_SP0_c24.t1
OG0015876	XP_013633778.1	ESY12_g51160_DN3_SP0_c0.t1
OG0015877	XP_013636555.1	ESY12_g51159_DN3_SP0_c0.t1
OG0015878	XP_013631186.1	ESY12_g51144_DN3_SP0_c0.t1
OG0015879	XP_013598741.1	ESY10_g14824_DN3_SP1_c0.t1
OG0015880	XP_013598104.1	ESY10_g14909_DN3_SP8_c0.t1
OG0015881	XP_013584528.1, XP_013594714.1	ESY3_g32587_DN3_SP6_c0.t1
OG0015882	XP_013622991.1	ESY3_g32586_DN3_SP0_c0.t1
OG0015883	XP_013586500.1	ESY3_g32580_DN3_SP6_c15.t1
OG0015884	XP_013638836.1	ESY3_g32578_DN3_SP0_c0.t1
OG0015886	XP_013594421.1	ESY3_g32556_DN3_SP8_c0.t1
OG0015887	XP_013638260.1	ESY3_g32541_DN3_SP8_c0.t1
OG0015888	XP_013584375.1	ESY3_g32540_DN3_SP0_c0.t1
OG0015889	XP_013584755.1	ESY3_g32539_DN2_SP0_c0.t1
OG0015890	XP_013622661.1	ESY3_g32532_DN3_SP4_c0.t1
OG0015891	XP_013638656.1	ESY3_g32508_DN3_SP7_c0.t1
OG0015892	XP_013584595.1	ESY3_g32503_DN3_SP8_c0.t1
OG0015893	XP_013637784.1	ESY3_g32489_DN3_SP3_c0.t1
OG0015894	XP_013630535.1	ESY3_g32476_DN3_SP8_c0.t1
OG0015895	XP_013633100.1	ESY3_g32458_DN3_SP6_c0.t1
OG0015896	XP_013633172.1	ESY3_g32457_DN3_SP6_c0.t1
OG0015897	XP_013633049.1	ESY6_g46512_DN3_SP0_c0.t1, ESY3_g32456_DN3_SP8_c0.t1
OG0015898	XP_013637846.1	ESY3_g32455_DN3_SP8_c0.t1
OG0015900	XP_013587447.1	ESY3_g32435_DN3_SP0_c0.t1
OG0015901	XP_013584610.1	ESY3_g32403_DN3_SP0_c0.t1
OG0015902	XP_013637540.1	ESY3_g32392_DN3_SP0_c0.t1
OG0015903	XP_013637528.1	ESY3_g32391_DN3_SP1_c0.t1
OG0015904	XP_013585483.1	ESY3_g32356_DN3_SP0_c0.t1
OG0015905	XP_013583656.1	ESY3_g32344_DN3_SP7_c0.t1
OG0015906	XP_013638385.1	ESY3_g32282_DN3_SP8_c0.t1
OG0015907	XP_013627010.1	ESY3_g32252_DN3_SP0_c0.t1
OG0015908	XP_013586549.1	ESY3_g32228_DN3_SP0_c0.t1
OG0015909	XP_013639805.1	ESY3_g32220_DN3_SP5_c0.t1
OG0015910	XP_013584029.1	ESY3_g32172_DN3_SP6_c0.t1
OG0015911	XP_013584345.1	ESY3_g32169_DN3_SP8_c0.t1
OG0015912	XP_013585843.1	ESY3_g32151_DN3_SP0_c0.t1
OG0015913	XP_013584450.1	ESY3_g32129_DN3_SP8_c0.t1
OG0015914	XP_013584087.1	ESY3_g32090_DN3_SP0_c0.t1
OG0015915	XP_013584229.1	ESY3_g32089_DN3_SP0_c0.t1
OG0015916	XP_013628483.1	ESY3_g32051_DN3_SP8_c0.t1
OG0015918	XP_013583856.1	ESY3_g32012_DN3_SP8_c0.t1
OG0015919	XP_013630113.1	ESY3_g31929_DN3_SP8_c0.t1
OG0015920	XP_013626556.1	ESY3_g31923_DN3_SP0_c0.t1
OG0015922	XP_013583737.1	ESY3_g31794_DN3_SP6_c9.t1
OG0015923	XP_013586785.1	ESY3_g31787_DN3_SP0_c0.t1
OG0015924	XP_013587744.1	ESY3_g31763_DN3_SP1_c0.t1
OG0015926	XP_013623471.1	ESY3_g31700_DN3_SP3_c0.t1
OG0015927	XP_013625086.1	ESY3_g31673_DN3_SP7_c0.t1
OG0015928	XP_013637756.1	ESY3_g31660_DN3_SP1_c24.t1
OG0015929	XP_013584447.1	ESY3_g31658_DN3_SP6_c0.t1
OG0015930	XP_013584206.1	ESY3_g31652_DN3_SP7_c0.t1
OG0015931	XP_013587286.1	ESY3_g31634_DN3_SP7_c0.t1
OG0015932	XP_013583945.1	ESY3_g31632_DN3_SP0_c0.t1
OG0015933	XP_013634144.1	ESY17_g40276_DN3_SP0_c0.t1
OG0015934	XP_013638314.1	ESY3_g31582_DN3_SP1_c0.t1
OG0015936	XP_013638617.1	ESY3_g31539_DN3_SP4_c0.t1
OG0015937	XP_013587086.1	ESY3_g31531_DN3_SP7_c0.t1
OG0015938	XP_013622903.1	ESY3_g31486_DN3_SP0_c7.t1
OG0015939	XP_013608573.1	ESY3_g32680_DN3_SP0_c0.t1
OG0015940	XP_013588660.1	ESY3_g31447_DN3_SP0_c0.t1
OG0015941	XP_013616349.1	ESY3_g31457_DN3_SP0_c0.t1
OG0015942	XP_013627009.1	ESY3_g31470_DN3_SP2_c0.t1
OG0015943	XP_013638337.1	ESY3_g31473_DN3_SP0_c0.t1
OG0015944	XP_013583630.1	ESY3_g31369_DN3_SP0_c0.t1
OG0015945	XP_013586888.1	ESY3_g30663_DN3_SP0_c0.t1
OG0015946	XP_013638264.1	ESY3_g30666_DN3_SP3_c0.t1
OG0015947	XP_013592386.1	ESY3_g30686_DN3_SP1_c0.t1
OG0015948	XP_013625333.1	ESY3_g30689_DN3_SP0_c0.t1
OG0015949	XP_013627092.1	ESY3_g30694_DN3_SP8_c0.t1
OG0015950	XP_013585316.1	ESY3_g30699_DN3_SP8_c0.t1
OG0015951	XP_013619131.1	ESY3_g30708_DN3_SP1_c4.t1, ESY3_g30710_DN3_SP0_c4.t1
OG0015952	XP_013625938.1	ESY3_g30724_DN3_SP5_c0.t1
OG0015953	XP_013622524.1	ESY3_g30725_DN3_SP0_c0.t1
OG0015954	XP_013628390.1	ESY3_g30739_DN3_SP8_c0.t1
OG0015955	XP_013629030.1	ESY3_g30778_DN3_SP0_c11.t1
OG0015956	XP_013638086.1	ESY3_g30820_DN3_SP2_c0.t1
OG0015957	XP_013584079.1	ESY3_g30830_DN3_SP3_c0.t1
OG0015959	XP_013623579.1	ESY3_g30847_DN3_SP0_c0.t1
OG0015960	XP_013586721.1	ESY3_g30849_DN3_SP0_c0.t1
OG0015961	XP_013611097.1	ESY3_g30876_DN3_SP2_c0.t1
OG0015962	XP_013583973.1	ESY3_g30877_DN3_SP1_c0.t1
OG0015963	XP_013616597.1	ESY3_g30882_DN2_SP2_c0.t1
OG0015964	XP_013587630.1	ESY3_g30910_DN3_SP3_c0.t1
OG0015965	XP_013637997.1	ESY3_g30935_DN3_SP0_c0.t1
OG0015966	XP_013627074.1	ESY3_g30953_DN3_SP0_c0.t1
OG0015967	XP_013585719.1	ESY3_g30959_DN3_SP0_c0.t1
OG0015968	XP_013618190.1	ESY3_g30967_DN3_SP8_c0.t1
OG0015969	XP_013610403.1	ESY3_g30975_DN3_SP0_c0.t1
OG0015970	XP_013635936.1	ESY3_g30979_DN3_SP7_c0.t1
OG0015971	XP_013617794.1	ESY3_g30980_DN3_SP0_c0.t1
OG0015972	XP_013585359.1	ESY3_g31000_DN3_SP0_c0.t1
OG0015973	XP_013585360.1	ESY3_g31001_DN3_SP7_c0.t1
OG0015974	XP_013586029.1	ESY3_g31025_DN3_SP3_c0.t1
OG0015975	XP_013583556.1	ESY6_g49313_DN3_SP8_c0.t1
OG0015976	XP_013583547.1	ESY6_g49312_DN3_SP0_c0.t1
OG0015977	XP_013591058.1	ESY2_g34452_DN2_SP0_c0.t1
OG0015978	XP_013586403.1	ESY3_g31056_DN3_SP8_c0.t1
OG0015979	XP_013637796.1	ESY3_g31071_DN3_SP0_c0.t1
OG0015980	XP_013628651.1	ESY3_g31076_DN3_SP5_c0.t1
OG0015981	XP_013587248.1	ESY3_g31080_DN3_SP0_c0.t1
OG0015982	XP_013628591.1	ESY3_g31081_DN3_SP0_c0.t1
OG0015983	XP_013630845.1	ESY3_g31103_DN3_SP0_c0.t1
OG0015985	XP_013630314.1	ESY3_g31141_DN3_SP6_c0.t1
OG0015986	XP_013585443.1	ESY3_g31142_DN3_SP8_c0.t1
OG0015987	XP_013585723.1	ESY3_g31167_DN3_SP0_c0.t1
OG0015988	XP_013583692.1	ESY3_g31181_DN3_SP6_c0.t1
OG0015989	XP_013584441.1	ESY3_g31198_DN3_SP6_c0.t1
OG0015990	XP_013620657.1	ESY3_g31218_DN2_SP0_c0.t1
OG0015991	XP_013585006.1	ESY3_g31228_DN3_SP2_c0.t1
OG0015993	XP_013583635.1	ESY3_g31242_DN3_SP7_c0.t1
OG0015994	XP_013596415.1	ESY4_g25874_DN3_SP0_c0.t1
OG0015995	XP_013585717.1	ESY3_g31276_DN3_SP8_c0.t1
OG0015996	XP_013586529.1	ESY3_g31358_DN3_SP8_c0.t1
OG0015997	XP_013584197.1	ESY3_g31356_DN3_SP6_c0.t1
OG0015998	XP_013638869.1	ESY3_g31347_DN3_SP8_c0.t1
OG0015999	XP_013587493.1, XP_013626142.1	ESY3_g30058_DN3_SP7_c0.t1
OG0016000	XP_013583726.1	ESY3_g30060_DN3_SP0_c0.t1
OG0016001	XP_013626043.1	ESY3_g30079_DN3_SP7_c0.t1
OG0016002	XP_013611379.1, XP_013624182.1	ESY3_g30091_DN3_SP8_c0.t1
OG0016003	XP_013586854.1	ESY3_g30111_DN3_SP6_c0.t1
OG0016004	XP_013585221.1	ESY3_g30124_DN3_SP0_c0.t1
OG0016005	XP_013618527.1	ESY10_g14600_DN3_SP2_c0.t1
OG0016006	XP_013586311.1	ESY3_g30161_DN1_SP0_c0.t1
OG0016007	XP_013583875.1	ESY3_g30232_DN3_SP5_c0.t1
OG0016008	XP_013599348.1	ESY3_g30250_DN3_SP2_c0.t1
OG0016009	XP_013584221.1	ESY3_g30271_DN3_SP0_c0.t1
OG0016010	XP_013638926.1	ESY3_g30274_DN3_SP0_c0.t1, ESY3_g30273_DN3_SP0_c0.t1
OG0016011	XP_013584054.1	ESY3_g30291_DN3_SP0_c0.t1
OG0016012	XP_013622337.1	ESY3_g30294_DN3_SP8_c0.t1
OG0016013	XP_013610680.1	ESY3_g30313_DN3_SP0_c0.t1
OG0016014	XP_013585114.1	ESY3_g30346_DN3_SP0_c0.t1
OG0016015	XP_013584248.1	ESY3_g30407_DN2_SP0_c0.t1
OG0016016	XP_013626252.1, XP_013585565.1	ESY3_g30427_DN3_SP8_c6.t1
OG0016017	XP_013583383.1	ESY3_g30454_DN3_SP0_c0.t1
OG0016018	XP_013622138.1	ESY3_g30497_DN3_SP2_c0.t1
OG0016019	XP_013584865.1	ESY3_g30499_DN3_SP2_c0.t1
OG0016020	XP_013586291.1	ESY3_g30502_DN3_SP0_c0.t1
OG0016021	XP_013583999.1	ESY3_g30523_DN3_SP7_c0.t1
OG0016022	XP_013585260.1	ESY3_g30541_DN3_SP0_c0.t1
OG0016023	XP_013638087.1	ESY3_g30546_DN3_SP3_c0.t1
OG0016024	XP_013586463.1	ESY3_g30561_DN3_SP7_c0.t1
OG0016025	XP_013584018.1	ESY12_g51391_DN3_SP8_c0.t1
OG0016026	XP_013585897.1	ESY39_g61438_DN3_SP0_c0.t1
OG0016027	XP_013609927.1	ESY3_g30645_DN3_SP0_c0.t1
OG0016028	XP_013587633.1	ESY3_g30648_DN3_SP7_c0.t1
OG0016029	XP_013586918.1	ESY3_g29994_DN3_SP0_c0.t1
OG0016030	XP_013587152.1	ESY3_g29985_DN3_SP0_c0.t1
OG0016031	XP_013586602.1	ESY3_g29984_DN3_SP6_c0.t1
OG0016032	XP_013584412.1	ESY3_g29983_DN3_SP0_c21.t1
OG0016033	XP_013638168.1	ESY3_g29980_DN3_SP7_c0.t1
OG0016034	XP_013586357.1	ESY3_g29930_DN3_SP8_c6.t1
OG0016035	XP_013583796.1	ESY3_g29929_DN3_SP1_c0.t1
OG0016036	XP_013609607.1	ESY3_g29904_DN3_SP8_c0.t1
OG0016037	XP_013586864.1	ESY3_g29879_DN3_SP8_c0.t1
OG0016038	XP_013616086.1	ESY3_g29871_DN3_SP2_c0.t1
OG0016039	XP_013639707.1	ESY3_g29868_DN3_SP1_c0.t1
OG0016040	XP_013620647.1	ESY3_g29831_DN3_SP8_c0.t1
OG0016041	XP_013638837.1	ESY3_g29823_DN3_SP0_c0.t1
OG0016042	XP_013613833.1	ESY3_g29799_DN3_SP1_c0.t1
OG0016043	XP_013628752.1	ESY3_g29796_DN3_SP8_c0.t1
OG0016044	XP_013637803.1	ESY3_g29767_DN3_SP0_c0.t1
OG0016045	XP_013583810.1	ESY3_g29750_DN3_SP0_c0.t1
OG0016046	XP_013587742.1	ESY3_g29740_DN3_SP0_c0.t1
OG0016047	XP_013586454.1	ESY3_g29735_DN2_SP5_c0.t1
OG0016048	XP_013638626.1	ESY3_g29726_DN3_SP0_c0.t1
OG0016049	XP_013587405.1	ESY3_g29723_DN3_SP8_c0.t1
OG0016050	XP_013586840.1	ESY3_g29721_DN3_SP8_c0.t1
OG0016051	XP_013613957.1	ESY3_g29716_DN3_SP8_c0.t1
OG0016053	XP_013585024.1	ESY3_g29699_DN3_SP6_c0.t1
OG0016054	XP_013585450.1	ESY3_g29681_DN3_SP6_c0.t1
OG0016055	XP_013629343.1	ESY3_g29663_DN3_SP8_c0.t1
OG0016056	XP_013608595.1	ESY3_g29638_DN3_SP0_c0.t1
OG0016057	XP_013584436.1	ESY3_g29634_DN3_SP1_c0.t1
OG0016058	XP_013584624.1, XP_013590344.1	ESY3_g29623_DN3_SP0_c0.t1
OG0016059	XP_013587311.1	ESY3_g29609_DN3_SP0_c0.t1
OG0016060	XP_013638363.1	ESY3_g29599_DN3_SP0_c0.t1
OG0016061	XP_013584080.1	ESY3_g29558_DN3_SP0_c0.t1
OG0016062	XP_013638403.1	ESY3_g29499_DN3_SP0_c0.t1
OG0016063	XP_013629438.1	ESY3_g29495_DN2_SP0_c0.t1
OG0016064	XP_013587420.1	ESY3_g29481_DN3_SP1_c0.t1
OG0016065	XP_013585100.1	ESY3_g29478_DN3_SP0_c0.t1
OG0016066	XP_013587233.1	ESY3_g29476_DN3_SP4_c0.t1
OG0016067	XP_013587229.1	ESY3_g29477_DN3_SP8_c0.t1
OG0016068	XP_013638373.1	ESY3_g29457_DN3_SP1_c0.t1
OG0016069	XP_013638436.1	ESY3_g29428_DN3_SP2_c0.t1
OG0016070	XP_013587669.1	ESY3_g29426_DN3_SP8_c0.t1
OG0016071	XP_013624252.1	ESY3_g29391_DN3_SP0_c0.t1
OG0016072	XP_013623295.1	ESY3_g29388_DN3_SP8_c0.t1
OG0016073	XP_013589515.1	ESY3_g29379_DN3_SP3_c9.t1
OG0016074	XP_013586259.1	ESY3_g29363_DN3_SP0_c0.t1
OG0016075	XP_013608344.1	ESY3_g29358_DN3_SP7_c0.t1
OG0016076	XP_013636780.1	ESY3_g29328_DN3_SP6_c0.t1
OG0016077	XP_013638437.1	ESY3_g29310_DN3_SP0_c10.t1
OG0016078	XP_013587561.1	ESY3_g29268_DN3_SP0_c0.t1, ESY3_g29267_DN3_SP0_c0.t1
OG0016079	XP_013585985.1	ESY3_g29256_DN3_SP7_c0.t1
OG0016080	XP_013586738.1	ESY3_g29252_DN3_SP0_c0.t1, ESY10_g14428_DN2_SP0_c0.t1
OG0016081	XP_013584032.1	ESY3_g29223_DN3_SP8_c0.t1
OG0016082	XP_013587235.1	ESY3_g29217_DN3_SP6_c0.t1
OG0016083	XP_013613984.1	ESY3_g29180_DN3_SP0_c0.t1
OG0016084	XP_013608162.1	ESY3_g29179_DN3_SP6_c0.t1
OG0016085	XP_013637802.1	ESY3_g29172_DN3_SP8_c0.t1
OG0016087	XP_013587464.1	ESY3_g29153_DN3_SP8_c0.t1
OG0016088	XP_013618367.1	ESY6_g46927_DN3_SP5_c0.t1
OG0016089	XP_013618072.1	ESY6_g46916_DN3_SP8_c0.t1
OG0016090	XP_013621057.1	ESY6_g46900_DN3_SP0_c0.t1
OG0016091	XP_013621080.1	ESY6_g46884_DN3_SP5_c0.t1
OG0016092	XP_013612460.1	ESY11_g53245_DN3_SP8_c0.t1
OG0016093	XP_013634351.1	ESY8_g60598_DN3_SP7_c0.t1
OG0016094	XP_013631307.1	ESY8_g60599_DN3_SP2_c0.t1
OG0016095	XP_013634262.1	ESY8_g60890_DN2_SP0_c0.t1
OG0016096	XP_013613719.1	ESY8_g60950_DN3_SP0_c0.t1
OG0016097	XP_013634492.1	ESY8_g60994_DN3_SP4_c0.t1
OG0016098	XP_013636957.1	ESY8_g61033_DN3_SP5_c0.t1
OG0016100	XP_013590170.1	ESY8_g61203_DN3_SP2_c0.t1
OG0016101	XP_013635495.1	ESY8_g61295_DN3_SP0_c0.t1
OG0016102	XP_013591419.1	ESY8_g61297_DN3_SP8_c0.t1
OG0016103	XP_013633638.1	ESY17_g40311_DN3_SP8_c0.t1
OG0016104	XP_013636960.1	ESY17_g40104_DN3_SP8_c0.t1
OG0016105	XP_013621384.1	ESY15_g64800_DN3_SP0_c0.t1
OG0016106	XP_013593961.1	ESY15_g64824_DN3_SP0_c0.t1
OG0016107	XP_013595467.1	ESY15_g65083_DN3_SP8_c0.t1
OG0016108	XP_013599177.1	ESY15_g64874_DN3_SP0_c0.t1
OG0016109	XP_013595427.1	ESY12_g52056_DN3_SP2_c0.t1
OG0016110	XP_013614860.1	ESY3_g28472_DN3_SP8_c0.t1
OG0016111	XP_013588419.1	ESY3_g28531_DN2_SP0_c0.t1
OG0016112	XP_013593098.1	ESY3_g28573_DN3_SP0_c0.t1
OG0016113	XP_013605488.1	ESY11_g54998_DN3_SP0_c0.t1
OG0016114	XP_013623659.1	ESY3_g28884_DN3_SP5_c0.t1
OG0016115	XP_013587118.1	ESY3_g28804_DN3_SP8_c0.t1
OG0016116	XP_013607479.1	ESY3_g28791_DN3_SP8_c0.t1
OG0016117	XP_013638244.1	ESY3_g29000_DN3_SP0_c0.t1
OG0016118	XP_013625368.1	ESY3_g29004_DN3_SP7_c0.t1
OG0016119	XP_013592804.1	ESY3_g29005_DN2_SP0_c0.t1
OG0016120	XP_013627022.1	ESY3_g29009_DN3_SP0_c0.t1
OG0016121	XP_013638067.1	ESY3_g29075_DN3_SP4_c12.t1
OG0016122	XP_013583663.1	ESY3_g29078_DN3_SP0_c0.t1
OG0016123	XP_013587722.1	ESY3_g29089_DN3_SP0_c0.t1
OG0016124	XP_013585217.1, XP_013589373.1	ESY3_g29159_DN3_SP8_c0.t1
OG0016125	XP_013598573.1	ESY4_g24583_DN3_SP0_c0.t1, ESY4_g24584_DN3_SP8_c0.t1
OG0016126	XP_013600095.1	ESY4_g24471_DN3_SP0_c0.t1
OG0016127	XP_013607178.1	ESY1_g5973_DN3_SP0_c0.t1
OG0016128	XP_013590197.1	ESY2_g35236_DN3_SP0_c0.t1
OG0016129	XP_013591849.1	ESY2_g35238_DN3_SP0_c0.t1
OG0016130	XP_013616443.1	ESY2_g35248_DN2_SP0_c0.t1
OG0016131	XP_013618396.1	ESY2_g35260_DN1_SP0_c0.t1
OG0016132	XP_013616635.1	ESY2_g35263_DN3_SP0_c0.t1
OG0016133	XP_013614779.1	ESY2_g35267_DN3_SP0_c0.t1
OG0016135	XP_013612279.1	ESY2_g35299_DN3_SP8_c0.t1
OG0016136	XP_013588810.1	ESY2_g35294_DN3_SP8_c0.t1
OG0016137	XP_013618727.1	ESY2_g35292_DN3_SP0_c0.t1
OG0016138	XP_013591726.1	ESY2_g35328_DN3_SP2_c0.t1
OG0016139	XP_013621226.1	ESY2_g34364_DN3_SP0_c0.t1
OG0016140	XP_013588172.1	ESY2_g34348_DN3_SP0_c0.t1
OG0016142	XP_013621483.1	ESY2_g34345_DN3_SP4_c0.t1
OG0016143	XP_013614591.1	ESY2_g34368_DN3_SP7_c0.t1
OG0016144	XP_013608771.1	ESY2_g34304_DN3_SP2_c0.t1
OG0016145	XP_013610182.1	ESY2_g34290_DN3_SP8_c0.t1
OG0016146	XP_013608948.1	ESY7_g16949_DN3_SP7_c0.t1
OG0016147	XP_013613656.1	ESY7_g16951_DN3_SP8_c0.t1
OG0016148	XP_013613674.1	ESY7_g16959_DN3_SP0_c0.t1
OG0016149	XP_013612800.1	ESY7_g16960_DN3_SP0_c10.t1
OG0016150	XP_013609678.1	ESY7_g16972_DN3_SP0_c0.t1
OG0016151	XP_013611638.1	ESY7_g16980_DN3_SP0_c0.t1
OG0016152	XP_013611441.1	ESY7_g17023_DN3_SP0_c0.t1
OG0016153	XP_013628231.1	ESY7_g17042_DN2_SP0_c0.t1
OG0016154	XP_013608394.1	ESY7_g17062_DN2_SP0_c0.t1
OG0016155	XP_013608395.1	ESY7_g17067_DN3_SP5_c0.t1
OG0016156	XP_013608396.1	ESY7_g17068_DN3_SP1_c0.t1
OG0016157	XP_013598301.1	ESY10_g15787_DN2_SP0_c0.t1
OG0016158	XP_013598614.1	ESY10_g15890_DN3_SP1_c0.t1
OG0016159	XP_013608871.1	ESY10_g15893_DN3_SP0_c0.t1
OG0016160	XP_013599140.1	ESY10_g15875_DN3_SP0_c6.t1
OG0016161	XP_013615548.1	ESY15_g64374_DN3_SP0_c0.t1
OG0016162	XP_013593126.1	ESY11_g54722_DN1_SP0_c0.t1
OG0016163	XP_013635491.1	ESY1_g10365_DN3_SP0_c0.t1
OG0016164	XP_013631802.1	ESY1_g10364_DN3_SP6_c0.t1
OG0016165	XP_013595456.1	ESY1_g10361_DN3_SP1_c5.t1
OG0016166	XP_013637362.1	ESY1_g10345_DN3_SP6_c0.t1
OG0016167	XP_013593059.1	ESY1_g10340_DN3_SP4_c0.t1
OG0016168	XP_013605029.1	ESY1_g10312_DN3_SP0_c0.t1
OG0016169	XP_013631216.1	ESY1_g10290_DN3_SP8_c0.t1
OG0016170	XP_013632002.1	ESY8_g59998_DN3_SP0_c0.t1
OG0016171	XP_013631870.1	ESY1_g10260_DN3_SP0_c0.t1
OG0016172	XP_013600244.1	ESY1_g10244_DN3_SP0_c0.t1
OG0016173	XP_013602019.1	ESY1_g10236_DN3_SP0_c0.t1
OG0016174	XP_013603341.1	ESY1_g10223_DN2_SP2_c16.t1
OG0016175	XP_013605165.1	ESY1_g10195_DN3_SP0_c0.t1
OG0016176	XP_013638879.1	ESY1_g10193_DN3_SP2_c0.t1
OG0016177	XP_013593156.1	ESY1_g10180_DN3_SP0_c0.t1
OG0016178	XP_013600847.1	ESY1_g10174_DN3_SP0_c0.t1
OG0016179	XP_013596674.1, XP_013603494.1	ESY1_g10152_DN3_SP0_c0.t1
OG0016180	XP_013605704.1	ESY1_g10141_DN2_SP0_c0.t1
OG0016181	XP_013604421.1	ESY1_g10140_DN3_SP0_c0.t1
OG0016182	XP_013599553.1	ESY1_g10131_DN3_SP2_c0.t1
OG0016183	XP_013605600.1	ESY5_g5579_DN2_SP7_c0.t1
OG0016184	XP_013585429.1	ESY5_g5570_DN3_SP0_c0.t1
OG0016185	XP_013601037.1	ESY5_g5569_DN3_SP8_c0.t1
OG0016186	XP_013585079.1	ESY5_g5553_DN3_SP0_c0.t1
OG0016187	XP_013585078.1	ESY5_g5549_DN3_SP0_c0.t1
OG0016188	XP_013602635.1	ESY5_g5546_DN3_SP8_c0.t1
OG0016189	XP_013605224.1	ESY5_g5541_DN3_SP8_c0.t1
OG0016190	XP_013587215.1	ESY5_g5539_DN3_SP0_c14.t1
OG0016191	XP_013604782.1	ESY5_g5538_DN3_SP0_c0.t1
OG0016192	XP_013604783.1	ESY5_g5537_DN3_SP5_c0.t1
OG0016193	XP_013605764.1	ESY5_g5528_DN3_SP1_c0.t1
OG0016194	XP_013638277.1	ESY5_g5521_DN3_SP0_c0.t1
OG0016195	XP_013600305.1	ESY5_g5517_DN1_SP0_c0.t1
OG0016196	XP_013586789.1	ESY5_g5509_DN3_SP5_c0.t1
OG0016198	XP_013623404.1	ESY5_g5492_DN3_SP1_c0.t1
OG0016200	XP_013587184.1	ESY5_g5469_DN3_SP0_c0.t1
OG0016201	XP_013584455.1	ESY5_g5467_DN3_SP3_c16.t1
OG0016202	XP_013600529.1	ESY5_g5462_DN1_SP0_c0.t1
OG0016203	XP_013602333.1	ESY5_g5397_DN3_SP8_c9.t1
OG0016204	XP_013597132.1	ESY11_g52956_DN3_SP0_c0.t1
OG0016205	XP_013584571.1	ESY5_g5385_DN3_SP0_c0.t1
OG0016206	XP_013637998.1	ESY5_g5383_DN3_SP6_c0.t1
OG0016207	XP_013585755.1	ESY5_g5351_DN2_SP0_c0.t1
OG0016209	XP_013604819.1, XP_013585204.1	ESY5_g5343_DN3_SP0_c0.t1
OG0016211	XP_013586297.1	ESY5_g5334_DN3_SP0_c0.t1
OG0016212	XP_013584103.1	ESY5_g5311_DN3_SP0_c0.t1
OG0016213	XP_013604418.1	ESY5_g5238_DN3_SP7_c0.t1
OG0016214	XP_013587721.1	ESY5_g5201_DN3_SP1_c0.t1
OG0016215	XP_013586189.1	ESY5_g5175_DN3_SP4_c0.t1
OG0016216	XP_013586191.1	ESY5_g5174_DN2_SP0_c0.t1
OG0016217	XP_013584171.1	ESY5_g5171_DN3_SP7_c0.t1
OG0016218	XP_013585136.1	ESY5_g5103_DN1_SP0_c0.t1
OG0016219	XP_013603376.1	ESY5_g5113_DN3_SP4_c0.t1
OG0016220	XP_013602386.1	ESY5_g5124_DN3_SP2_c0.t1
OG0016221	XP_013605842.1	ESY5_g5137_DN3_SP1_c0.t1
OG0016222	XP_013605649.1	ESY5_g5145_DN3_SP0_c0.t1
OG0016223	XP_013602203.1	ESY5_g5080_DN3_SP0_c0.t1
OG0016225	XP_013585046.1	ESY5_g5036_DN3_SP0_c0.t1
OG0016226	XP_013583961.1, XP_013600674.1	ESY5_g4984_DN3_SP0_c0.t1
OG0016227	XP_013585530.1	ESY5_g4978_DN2_SP0_c0.t1
OG0016228	XP_013586137.1, XP_013637823.1	ESY5_g4966_DN1_SP0_c0.t1
OG0016229	XP_013585133.1	ESY5_g4928_DN3_SP0_c0.t1
OG0016230	XP_013587082.1	ESY5_g4922_DN3_SP7_c0.t1
OG0016231	XP_013583593.1	ESY5_g4908_DN3_SP0_c0.t1
OG0016232	XP_013637890.1	ESY5_g4907_DN3_SP0_c0.t1
OG0016233	XP_013602418.1	ESY5_g4899_DN3_SP0_c0.t1
OG0016234	XP_013583972.1	ESY5_g4880_DN3_SP2_c0.t1
OG0016235	XP_013584126.1	ESY5_g4877_DN3_SP0_c0.t1
OG0016236	XP_013637953.1	ESY5_g4873_DN3_SP0_c0.t1
OG0016238	XP_013584164.1	ESY5_g4833_DN3_SP2_c0.t1
OG0016239	XP_013602054.1	ESY5_g4828_DN3_SP8_c0.t1
OG0016240	XP_013585857.1	ESY5_g4826_DN3_SP0_c0.t1
OG0016241	XP_013584508.1	ESY5_g4821_DN3_SP0_c0.t1
OG0016242	XP_013584861.1	ESY5_g4790_DN3_SP0_c0.t1
OG0016243	XP_013586745.1, XP_013615425.1	ESY5_g4779_DN3_SP0_c11.t1
OG0016244	XP_013603145.1	ESY5_g4755_DN3_SP0_c0.t1
OG0016245	XP_013604637.1	ESY8_g60375_DN1_SP0_c0.t1, ESY5_g4753_DN3_SP2_c8.t1
OG0016246	XP_013604638.1	ESY8_g58435_DN3_SP1_c0.t1
OG0016247	XP_013603681.1	ESY5_g4745_DN2_SP0_c0.t1
OG0016248	XP_013624374.1	ESY2_g34253_DN3_SP8_c0.t1
OG0016249	XP_013600320.1	ESY5_g4680_DN3_SP7_c0.t1
OG0016250	XP_013603559.1	ESY5_g4673_DN3_SP0_c0.t1
OG0016251	XP_013585928.1	ESY5_g4662_DN3_SP0_c0.t1
OG0016252	XP_013638958.1	ESY5_g4661_DN3_SP2_c0.t1
OG0016253	XP_013600474.1	ESY5_g4658_DN3_SP5_c0.t1
